global,time,sh_xpd_pvtd_ch_zs
world,2000,42.45631
world,2001,42.52092
world,2002,42.5479
world,2003,41.96241
world,2004,41.38537
world,2005,41.43164
world,2006,41.33092
world,2007,41.0281
world,2008,40.09343
world,2009,39.49593
world,2010,39.56042
world,2011,38.89441
world,2012,39.27982
world,2013,39.42982
world,2014,39.05739
world,2015,39.50675
world,2016,39.77686
world,2017,39.97745
world,2018,39.88451
world,2019,39.98899
