geo,time,nv_srv_empl_kd
ecu,1991,12218.75443
ecu,1992,12003.72393
ecu,1993,11843.64986
ecu,1994,11619.90435
ecu,1995,11635.59401
ecu,1996,11559.00011
ecu,1997,11619.79562
ecu,1998,11258.55221
ecu,1999,10049.26677
ecu,2000,10250.44281
ecu,2001,10151.8321
ecu,2002,10237.94309
ecu,2003,10301.33932
ecu,2004,10131.3209
ecu,2005,10338.82231
ecu,2006,10406.07278
ecu,2007,10500.43765
ecu,2008,10931.16367
ecu,2009,11533.95925
ecu,2010,11711.59593
ecu,2011,12190.6722
ecu,2012,12420.22319
ecu,2013,12984.56191
ecu,2014,13203.61758
ecu,2015,12783.68919
ecu,2016,12116.6285
ecu,2017,12018.7518
ecu,2018,12473.42607
ecu,2019,12201.79202
egy,1991,10337.02652
egy,1992,10251.65318
egy,1993,9709.66436
egy,1994,9452.29315
egy,1995,9556.84442
egy,1996,9409.7777
egy,1997,9479.40655
egy,1998,9555.65207
egy,1999,8762.43008
egy,2000,7870.90313
egy,2001,9422.65909
egy,2002,10025.06181
egy,2003,10381.20642
egy,2004,10885.75039
egy,2005,11272.38038
egy,2006,11607.85734
egy,2007,11867.24665
egy,2008,12637.86574
egy,2009,12549.49371
egy,2010,12777.8707
egy,2011,13115.03056
egy,2012,12986.80452
egy,2013,13145.26997
egy,2014,13326.49661
egy,2015,13884.67564
egy,2016,14118.32784
egy,2017,14955.91373
egy,2018,14639.00711
egy,2019,14833.33165
esp,1995,62422.93753
esp,1996,60981.7321
esp,1997,60619.14581
esp,1998,60531.17464
esp,1999,59248.15863
esp,2000,59099.28021
esp,2001,59736.21371
esp,2002,58523.19272
esp,2003,57458.9584
esp,2004,56918.95055
esp,2005,55299.95135
esp,2006,55364.72336
esp,2007,56114.59233
esp,2008,56322.2682
esp,2009,57111.44428
esp,2010,57296.09546
esp,2011,57789.64072
esp,2012,58746.34918
esp,2013,59345.68662
esp,2014,58950.118
esp,2015,59352.83293
esp,2016,58812.52691
esp,2017,59556.54289
esp,2018,59753.98741
esp,2019,59823.37767
est,1995,17945.62913
est,1996,19015.17918
est,1997,21088.6244
est,1998,22130.57202
est,1999,22747.49531
est,2000,24790.2358
est,2001,25985.20916
est,2002,25537.86809
est,2003,27029.46769
est,2004,29650.46535
est,2005,31852.14762
est,2006,32714.05234
est,2007,35103.05915
est,2008,33599.24997
est,2009,30899.35209
est,2010,32278.35844
est,2011,33045.57617
est,2012,32627.02875
est,2013,32198.19756
est,2014,32498.1618
est,2015,32587.40175
est,2016,32819.85682
est,2017,34217.8462
est,2018,34990.08814
est,2019,36056.86928
eth,1991,906.03768
eth,1992,735.12049
eth,1993,851.2986
eth,1994,896.93582
eth,1995,943.52351
eth,1996,955.04985
eth,1997,960.00341
eth,1998,999.14688
eth,1999,1039.44017
eth,2000,1138.71966
eth,2001,1173.70544
eth,2002,1244.94597
eth,2003,1368.83504
eth,2004,1398.75116
eth,2005,1555.13428
eth,2006,1631.78741
eth,2007,1751.78231
eth,2008,1893.56131
eth,2009,2023.12434
eth,2010,2177.41438
eth,2011,2269.73042
eth,2012,2310.21165
eth,2013,2321.68182
eth,2014,2453.97955
eth,2015,2560.84595
eth,2016,2687.5408
eth,2017,2726.16826
eth,2018,2803.98413
eth,2019,2951.2986
fin,1991,58837.7176
fin,1992,60753.28762
fin,1993,64169.25196
fin,1994,67688.61645
fin,1995,72198.31869
fin,1996,73399.70905
fin,1997,75315.22208
fin,1998,77008.47942
fin,1999,76263.22776
fin,2000,79122.81773
fin,2001,79017.23288
fin,2002,78997.48825
fin,2003,78634.60895
fin,2004,80554.58317
fin,2005,79386.5734
fin,2006,78834.62569
fin,2007,80903.87784
fin,2008,81059.3581
fin,2009,78382.68563
fin,2010,78955.91493
fin,2011,79648.5027
fin,2012,79465.62706
fin,2013,79301.15204
fin,2014,78481.42821
fin,2015,78796.31946
fin,2016,80306.85197
fin,2017,81544.2391
fin,2018,81208.18079
fin,2019,81104.06464
fji,1991,10555.50991
fji,1992,10937.51298
fji,1993,10889.73807
fji,1994,11022.75783
fji,1995,11252.29208
fji,1996,11471.6275
fji,1997,11082.54231
fji,1998,11384.59231
fji,1999,12153.23695
fji,2000,11883.14742
fji,2001,11678.94125
fji,2002,11720.41452
fji,2003,11648.57695
fji,2004,11703.81326
fji,2005,11775.29871
fji,2006,11311.72284
fji,2007,10798.91673
fji,2008,11024.6331
fji,2009,10346.79829
fji,2010,10113.504
fji,2011,8851.10674
fji,2012,9060.61844
fji,2013,9468.06943
fji,2014,11332.79001
fji,2015,11556.0704
fji,2016,11414.49707
fji,2017,11684.6701
fji,2018,11731.19994
fji,2019,11573.00814
fra,1991,71661.6223
fra,1992,72547.8947
fra,1993,72652.06945
fra,1994,74288.71065
fra,1995,74481.99771
fra,1996,74876.09974
fra,1997,77040.47374
fra,1998,78376.01168
fra,1999,79737.91243
fra,2000,80246.95963
fra,2001,79820.32963
fra,2002,79241.3888
fra,2003,76844.82168
fra,2004,78786.28512
fra,2005,78209.78722
fra,2006,79998.92939
fra,2007,79835.99039
fra,2008,79050.52604
fra,2009,77928.33945
fra,2010,79026.67397
fra,2011,80795.48634
fra,2012,81191.67137
fra,2013,81497.22746
fra,2014,81923.54816
fra,2015,82258.31245
fra,2016,83120.40459
fra,2017,84143.2919
fra,2018,84581.08009
fra,2019,86120.73307
gab,1991,28808.9007
gab,1992,28007.67273
gab,1993,27107.98764
gab,1994,26125.20251
gab,1995,25127.10818
gab,1996,24162.79029
gab,1997,23183.48172
gab,1998,22252.32074
gab,1999,21485.72407
gab,2000,20647.59179
gab,2001,19810.49609
gab,2002,19238.94887
gab,2003,18645.84021
gab,2004,17949.44808
gab,2005,17200.40444
gab,2006,18278.59844
gab,2007,18434.12623
gab,2008,18720.49233
gab,2009,17838.65603
gab,2010,18084.72957
gab,2011,18276.06421
gab,2012,18962.68117
gab,2013,19377.11175
gab,2014,19384.63937
gab,2015,19274.77426
gab,2016,18979.64739
gab,2017,19177.15479
gab,2018,18729.45354
gab,2019,18207.40951
gbr,1991,59515.60471
gbr,1992,60780.47696
gbr,1993,63219.0048
gbr,1994,63597.16846
gbr,1995,64249.58522
gbr,1996,65381.44384
gbr,1997,66035.61787
gbr,1998,67870.52167
gbr,1999,68648.86484
gbr,2000,70378.55257
gbr,2001,72086.39388
gbr,2002,72725.73299
gbr,2003,74252.71422
gbr,2004,74242.14855
gbr,2005,76978.6409
gbr,2006,78608.70291
gbr,2007,80294.20962
gbr,2008,79455.45847
gbr,2009,76369.32214
gbr,2010,77087.31648
gbr,2011,78211.03446
gbr,2012,79447.36469
gbr,2013,80354.80631
gbr,2014,80735.02158
gbr,2015,80872.99657
gbr,2016,80781.62783
gbr,2017,80764.26749
gbr,2018,80780.15085
gbr,2019,81410.31228
geo,2003,6467.7996
geo,2004,7084.06693
geo,2005,7893.79579
geo,2006,8936.52041
geo,2007,9890.76347
geo,2008,10472.78266
geo,2009,9892.76745
geo,2010,10951.55093
geo,2011,11708.11857
geo,2012,11903.50231
geo,2013,12473.27326
geo,2014,12193.56258
geo,2015,11824.10515
geo,2016,12533.34993
geo,2017,13457.98421
geo,2018,13652.89202
geo,2019,14289.15408
gha,2006,3487.8776
gha,2007,3527.22559
gha,2008,3554.74908
gha,2009,3541.42605
gha,2010,3655.8835
gha,2011,3748.91401
gha,2012,3968.59543
gha,2013,4324.4077
gha,2014,4178.97489
gha,2015,3975.99286
gha,2016,3856.79539
gha,2017,3776.66004
gha,2018,3733.20305
gha,2019,3862.16152
gin,1991,3858.39444
gin,1992,3899.17909
gin,1993,3930.45376
gin,1994,3992.27312
gin,1995,4000.62466
gin,1996,3925.00988
gin,1997,3923.23878
gin,1998,3895.52321
gin,1999,3806.11607
gin,2000,3733.45294
gin,2001,3655.43515
gin,2002,3616.90437
gin,2003,3551.12842
gin,2004,3469.46792
gin,2005,3395.91289
gin,2006,3130.0754
gin,2007,3194.23491
gin,2008,3092.03306
gin,2009,3135.20643
gin,2010,3126.23931
gin,2011,3261.17802
gin,2012,3325.39482
gin,2013,3475.68255
gin,2014,3391.03555
gin,2015,3512.71528
gin,2016,3496.38507
gin,2017,3422.66973
gin,2018,3409.13677
gin,2019,3406.76923
gmb,1991,2442.22976
gmb,1992,2527.74104
gmb,1993,2725.48499
gmb,1994,2596.42344
gmb,1995,2662.46426
gmb,1996,2666.79608
gmb,1997,2687.66918
gmb,1998,2742.3946
gmb,1999,2618.80835
gmb,2000,2638.87661
gmb,2001,2634.74095
gmb,2002,2568.45677
gmb,2003,2514.27122
gmb,2004,2578.67082
gmb,2005,2419.39668
gmb,2006,2515.6994
gmb,2007,2557.29914
gmb,2008,2355.64971
gmb,2009,2320.0942
gmb,2010,2261.256
gmb,2011,2250.47928
gmb,2012,2239.61496
gmb,2013,2255.89888
gmb,2014,2195.27293
gmb,2015,2091.43832
gmb,2016,1961.09667
gmb,2017,2091.9568
gmb,2018,2197.96036
gmb,2019,2234.99192
gnb,2000,2114.34396
gnb,2001,2098.73257
gnb,2002,1767.91817
gnb,2003,1692.06913
gnb,2004,1800.26122
gnb,2005,1831.90281
gnb,2006,1663.20409
gnb,2007,1722.57532
gnb,2008,1712.92658
gnb,2009,1705.26626
gnb,2010,1747.03261
gnb,2011,2043.55965
gnb,2012,1885.75154
gnb,2013,1850.25056
gnb,2014,1904.75898
gnb,2015,1928.65316
gnb,2016,1961.49439
gnb,2017,2000.37341
gnb,2018,1883.50816
gnb,2019,1858.95635
gnq,2006,22566.2819
gnq,2007,27178.93826
gnq,2008,31925.15623
gnq,2009,30753.54565
gnq,2010,33346.79844
gnq,2011,34497.0889
gnq,2012,35750.90351
gnq,2013,37029.90087
gnq,2014,34891.69833
gnq,2015,31775.08356
gnq,2016,28998.25917
gnq,2017,26697.93024
gnq,2018,26369.99938
gnq,2019,24569.51767
grc,1995,45195.75744
grc,1996,45936.89893
grc,1997,47346.09556
grc,1998,47994.27759
grc,1999,46971.93355
grc,2000,47992.59245
grc,2001,48478.8916
grc,2002,48819.02142
grc,2003,50428.28515
grc,2004,51504.57841
grc,2005,51836.99678
grc,2006,52509.82681
grc,2007,55019.49778
grc,2008,56457.13004
grc,2009,54262.24035
grc,2010,53400.48591
grc,2011,50789.30745
grc,2012,51703.91624
grc,2013,53666.68867
grc,2014,53699.93273
grc,2015,52244.11918
grc,2016,50636.80234
grc,2017,50401.60322
grc,2018,49833.88601
grc,2019,48693.62557
gtm,1991,9174.2688
gtm,1992,9265.8456
gtm,1993,9341.21329
gtm,1994,9491.63525
gtm,1995,9659.7698
gtm,1996,9613.79616
gtm,1997,9612.81767
gtm,1998,9711.81053
gtm,1999,9964.99182
gtm,2000,10300.95323
gtm,2001,13603.2986
gtm,2002,13214.76362
gtm,2003,12756.04019
gtm,2004,12659.98809
gtm,2005,12784.15925
gtm,2006,13133.93762
gtm,2007,13597.63102
gtm,2008,13836.77683
gtm,2009,13664.27382
gtm,2010,13798.80059
gtm,2011,13345.99635
gtm,2012,11940.64477
gtm,2013,12345.49665
gtm,2014,12840.38575
gtm,2015,13055.78424
gtm,2016,12916.09339
gtm,2017,13051.42701
gtm,2018,13041.654
gtm,2019,13048.57427
guy,1991,6169.61791
guy,1992,6144.76458
guy,1993,6316.14124
guy,1994,6770.43345
guy,1995,7153.66942
guy,1996,7650.38422
guy,1997,8114.10863
guy,1998,8243.03003
guy,1999,7970.94485
guy,2000,8382.04649
guy,2001,8448.49894
guy,2002,8418.37475
guy,2003,8501.54728
guy,2004,8617.61611
guy,2005,9241.51518
guy,2006,9883.4353
guy,2007,10535.77894
guy,2008,10946.54384
guy,2009,11458.51015
guy,2010,11966.55959
guy,2011,12218.73461
guy,2012,12849.10664
guy,2013,12770.92555
guy,2014,12899.48996
guy,2015,12609.37483
guy,2016,12778.94368
guy,2017,12909.97442
guy,2018,13108.55614
guy,2019,13441.61582
hkg,2000,59400.27941
hkg,2001,58995.80104
hkg,2002,60371.64264
hkg,2003,62659.09486
hkg,2004,65880.7956
hkg,2005,69288.0615
hkg,2006,72205.66251
hkg,2007,74972.50183
hkg,2008,75631.12763
hkg,2009,74995.33707
hkg,2010,79655.25885
hkg,2011,81293.22397
hkg,2012,80593.74211
hkg,2013,81151.10745
hkg,2014,82522.66326
hkg,2015,83086.30692
hkg,2016,84620.27561
hkg,2017,86851.98492
hkg,2018,89226.02534
hkg,2019,88769.98229
hnd,1991,4604.47607
hnd,1992,4524.2323
hnd,1993,4942.05024
hnd,1994,4868.2135
hnd,1995,4925.85207
hnd,1996,4833.66987
hnd,1997,4780.88913
hnd,1998,4791.71819
hnd,1999,4743.71014
hnd,2000,5266.76435
hnd,2001,5566.25863
hnd,2002,5932.54175
hnd,2003,5901.64967
hnd,2004,6052.73449
hnd,2005,6258.29132
hnd,2006,6891.90846
hnd,2007,7187.91618
hnd,2008,7370.08189
hnd,2009,7100.56772
hnd,2010,7026.37025
hnd,2011,7315.85161
hnd,2012,7784.11115
hnd,2013,6957.66605
hnd,2014,6601.59735
hnd,2015,6614.11792
hnd,2016,6549.4215
hnd,2017,6966.05116
hnd,2018,6632.00589
hnd,2019,6731.70824
hrv,1995,18723.12972
hrv,1996,20035.70784
hrv,1997,20756.88918
hrv,1998,21483.30031
hrv,1999,21684.33264
hrv,2000,22787.58783
hrv,2001,24774.16263
hrv,2002,26131.46864
hrv,2003,28153.47579
hrv,2004,27802.73074
hrv,2005,28446.11756
hrv,2006,28197.1978
hrv,2007,29019.49001
hrv,2008,29283.62868
hrv,2009,27559.52122
hrv,2010,28832.11261
hrv,2011,30920.51415
hrv,2012,30532.98354
hrv,2013,30229.8346
hrv,2014,28537.20026
hrv,2015,28560.41769
hrv,2016,28651.32934
hrv,2017,28584.07488
hrv,2018,29033.92679
hrv,2019,29432.22798
hti,1991,3674.02371
hti,1992,3554.56437
hti,1993,3322.92795
hti,1994,2909.09274
hti,1995,2957.10695
hti,1996,3226.03062
hti,1997,3312.10106
hti,1998,3362.98226
hti,1999,3408.38918
hti,2000,3476.96412
hti,2001,3435.36708
hti,2002,3403.61347
hti,2003,3412.3162
hti,2004,3307.40501
hti,2005,3278.71991
hti,2006,3252.27197
hti,2007,3317.14322
hti,2008,3361.8583
hti,2009,3441.81421
hti,2010,3206.02017
hti,2011,3264.97359
hti,2012,3141.08633
hti,2013,3114.75195
hti,2014,3093.53036
hti,2015,3079.2342
hti,2016,3046.96617
hti,2017,3007.93223
hti,2018,2968.50843
hti,2019,2915.79629
hun,1995,19558.37552
hun,1996,20282.72221
hun,1997,20275.65359
hun,1998,20704.18247
hun,1999,19984.58012
hun,2000,20523.97746
hun,2001,21301.41568
hun,2002,22266.91764
hun,2003,22302.06743
hun,2004,22579.06746
hun,2005,23304.04649
hun,2006,24192.7253
hun,2007,24238.74796
hun,2008,24556.14695
hun,2009,24061.76633
hun,2010,24430.85099
hun,2011,25001.14952
hun,2012,24485.2464
hun,2013,24864.06527
hun,2014,24397.50131
hun,2015,24258.37281
hun,2016,24225.60859
hun,2017,25468.43586
hun,2018,27113.28653
hun,2019,28050.55083
idn,1991,4729.54195
idn,1992,4896.03962
idn,1993,4895.89102
idn,1994,4929.44365
idn,1995,4483.64679
idn,1996,4661.03502
idn,1997,4790.80828
idn,1998,3999.56653
idn,1999,3895.76309
idn,2000,3965.10032
idn,2001,4119.8422
idn,2002,4435.39822
idn,2003,4806.55406
idn,2004,4721.3134
idn,2005,5338.95013
idn,2006,5289.89126
idn,2007,5428.35264
idn,2008,5643.62013
idn,2009,5700.81172
idn,2010,5873.28303
idn,2011,6129.96625
idn,2012,6321.53522
idn,2013,6510.84318
idn,2014,6752.11669
idn,2015,6973.76919
idn,2016,7034.72366
idn,2017,7101.78467
idn,2018,7227.50288
idn,2019,7286.83939
ind,1991,2562.48268
ind,1992,2619.7354
ind,1993,2721.9872
ind,1994,2750.14711
ind,1995,2904.54922
ind,1996,3003.02052
ind,1997,3170.75654
ind,1998,3315.10204
ind,1999,3598.39505
ind,2000,3651.13392
ind,2001,3748.01778
ind,2002,3856.09717
ind,2003,3995.41719
ind,2004,4180.34706
ind,2005,4405.6867
ind,2006,4622.96336
ind,2007,4890.78985
ind,2008,5122.03211
ind,2009,5475.86923
ind,2010,5812.64867
ind,2011,5929.72977
ind,2012,6186.19747
ind,2013,6488.05773
ind,2014,6930.97524
ind,2015,7383.87922
ind,2016,7809.3539
ind,2017,8105.18295
ind,2018,8487.29456
ind,2019,8806.5846
irl,1995,85392.82145
irl,1996,85376.67348
irl,1997,89631.71199
irl,1998,86656.24058
irl,1999,85844.17932
irl,2000,85862.92872
irl,2001,86056.0403
irl,2002,86186.33684
irl,2003,85282.1733
irl,2004,88899.6187
irl,2005,89049.37129
irl,2006,90913.31302
irl,2007,93261.17927
irl,2008,91213.89836
irl,2009,89884.23997
irl,2010,93491.29948
irl,2011,94802.34512
irl,2012,92730.8641
irl,2013,93165.02244
irl,2014,96401.63494
irl,2015,99126.97234
irl,2016,99222.22206
irl,2017,104908.43474
irl,2018,112047.97561
irl,2019,115864.76267
irn,1991,16183.02304
irn,1992,16277.77418
irn,1993,15807.92258
irn,1994,15595.21778
irn,1995,15494.84274
irn,1996,15889.45972
irn,1997,15944.26565
irn,1998,15754.61216
irn,1999,15595.83139
irn,2000,15433.42602
irn,2001,15542.67489
irn,2002,16022.42092
irn,2003,16234.66185
irn,2004,16382.62603
irn,2005,17143.83008
irn,2006,18091.06238
irn,2007,19634.49942
irn,2008,19381.26489
irn,2009,19038.22625
irn,2010,19919.87097
irn,2011,20544.52623
irn,2012,20719.94516
irn,2013,20540.90346
irn,2014,20862.12758
irn,2015,19299.59147
irn,2016,19114.27276
irn,2017,19163.52418
irn,2018,18845.60923
irn,2019,17981.43252
irq,1991,8477.48587
irq,1992,11128.72989
irq,1993,14749.53642
irq,1994,13473.44333
irq,1995,11254.44681
irq,1996,13269.32607
irq,1997,12193.17221
irq,1998,12971.99554
irq,1999,15410.25402
irq,2000,16133.97554
irq,2001,15795.24906
irq,2002,14615.86261
irq,2003,9511.10523
irq,2004,16723.8207
irq,2005,17039.69614
irq,2006,17763.47722
irq,2007,17132.27341
irq,2008,17761.18155
irq,2009,17742.75274
irq,2010,18673.14852
irq,2011,19089.01529
irq,2012,20805.25097
irq,2013,21320.58974
irq,2014,19388.53724
irq,2015,17722.81927
irq,2016,17144.34102
irq,2017,18200.70272
irq,2018,17429.31853
irq,2019,17370.48975
isl,1995,53350.88429
isl,1996,55375.84095
isl,1997,58671.19994
isl,1998,64281.40179
isl,1999,62773.75436
isl,2000,62909.39028
isl,2001,64345.20695
isl,2002,64922.32209
isl,2003,66883.83947
isl,2004,71148.67711
isl,2005,71163.78685
isl,2006,70946.9613
isl,2007,74932.92559
isl,2008,76968.17285
isl,2009,75838.14875
isl,2010,73551.58048
isl,2011,74918.1499
isl,2012,74800.88333
isl,2013,74614.66581
isl,2014,74215.68122
isl,2015,74227.19798
isl,2016,76017.43702
isl,2017,78781.93809
isl,2018,81347.63888
isl,2019,83512.70866
isr,1995,60057.40459
isr,1996,60139.37851
isr,1997,61273.01667
isr,1998,63000.5788
isr,1999,63146.53366
isr,2000,64781.77528
isr,2001,64646.30993
isr,2002,65200.62751
isr,2003,64503.09902
isr,2004,65305.9454
isr,2005,64181.20236
isr,2006,64780.95864
isr,2007,65070.92589
isr,2008,65017.45175
isr,2009,65472.21368
isr,2010,64870.87232
isr,2011,66304.50961
isr,2012,66072.36987
isr,2013,67638.15134
isr,2014,68493.5299
isr,2015,68472.21672
isr,2016,69406.02004
isr,2017,70179.77718
isr,2018,70908.06212
isr,2019,72112.12879
ita,1991,77687.9596
ita,1992,79585.66882
ita,1993,79417.27013
ita,1994,81509.0069
ita,1995,84008.30551
ita,1996,84225.40823
ita,1997,84835.46052
ita,1998,86164.12885
ita,1999,85827.47221
ita,2000,87554.78562
ita,2001,87956.58288
ita,2002,86295.75512
ita,2003,85270.94617
ita,2004,81443.76853
ita,2005,82566.37408
ita,2006,82231.86375
ita,2007,82646.9121
ita,2008,81330.62423
ita,2009,80518.41473
ita,2010,81562.14765
ita,2011,81748.71366
ita,2012,79575.41973
ita,2013,78838.06109
ita,2014,78612.677
ita,2015,78435.59451
ita,2016,77823.86314
ita,2017,77679.83373
ita,2018,77573.97939
ita,2019,77966.92972
jam,1993,12836.05465
jam,1994,12629.91871
jam,1995,13205.11498
jam,1996,13113.42573
jam,1997,12392.53818
jam,1998,12089.84342
jam,1999,12075.72454
jam,2000,12134.14186
jam,2001,12194.64237
jam,2002,12211.00899
jam,2003,12264.71111
jam,2004,12095.36069
jam,2005,11967.2785
jam,2006,12108.6776
jam,2007,12080.16788
jam,2008,11987.99963
jam,2009,11788.82581
jam,2010,11539.68721
jam,2011,11406.68541
jam,2012,11445.28602
jam,2013,11256.49489
jam,2014,10994.20629
jam,2015,10746.9514
jam,2016,10400.37614
jam,2017,10128.65825
jam,2018,9939.99676
jam,2019,9627.55858
jor,1991,14389.90368
jor,1992,13877.83144
jor,1993,13511.3057
jor,1994,12579.36085
jor,1995,12482.1771
jor,1996,12422.81379
jor,1997,12513.6819
jor,1998,12682.51004
jor,1999,12865.0849
jor,2000,13260.59567
jor,2001,13787.18024
jor,2002,14269.21654
jor,2003,15060.17954
jor,2004,16229.15087
jor,2005,17313.42267
jor,2006,17614.14312
jor,2007,17308.16293
jor,2008,17665.13761
jor,2009,17097.7601
jor,2010,16871.02469
jor,2011,16657.45609
jor,2012,16555.27615
jor,2013,16626.01071
jor,2014,16032.97399
jor,2015,15857.86467
jor,2016,15952.31477
jor,2017,15796.24195
jor,2018,15735.0388
jor,2019,15851.11284
jpn,1994,63506.42461
jpn,1995,64522.73761
jpn,1996,65359.17659
jpn,1997,65900.26581
jpn,1998,64861.79728
jpn,1999,65296.14475
jpn,2000,66555.82412
jpn,2001,66964.1692
jpn,2002,67597.84848
jpn,2003,67908.07484
jpn,2004,68352.7036
jpn,2005,68794.67633
jpn,2006,68761.60629
jpn,2007,68795.61171
jpn,2008,67610.77483
jpn,2009,65749.2059
jpn,2010,65998.6166
jpn,2011,66509.99988
jpn,2012,67610.97067
jpn,2013,68332.22563
jpn,2014,67308.82991
jpn,2015,67786.61061
jpn,2016,67261.62835
jpn,2017,67227.82968
jpn,2018,65727.22754
jpn,2019,64961.30015
kaz,1991,7441.062
kaz,1992,7659.89817
kaz,1993,7655.67497
kaz,1994,8754.28893
kaz,1995,9156.78668
kaz,1996,9773.04302
kaz,1997,9869.10479
kaz,1998,9989.49426
kaz,1999,9971.32483
kaz,2000,10620.70892
kaz,2001,11429.40317
kaz,2002,12336.36595
kaz,2003,13653.48424
kaz,2004,14582.46049
kaz,2005,15600.36514
kaz,2006,16806.29568
kaz,2007,18646.00784
kaz,2008,18427.39963
kaz,2009,17364.93689
kaz,2010,17902.90425
kaz,2011,18689.24657
kaz,2012,20234.38842
kaz,2013,21067.23332
kaz,2014,20966.85505
kaz,2015,20536.05021
kaz,2016,20586.68672
kaz,2017,21033.47493
kaz,2018,21549.74371
kaz,2019,22164.26631
ken,2006,4006.79868
ken,2007,4041.46496
ken,2008,3965.9192
ken,2009,4010.47645
ken,2010,4051.94059
ken,2011,4051.03575
ken,2012,4009.26896
ken,2013,3975.32421
ken,2014,3975.54307
ken,2015,3981.44161
ken,2016,3988.00538
ken,2017,4028.12069
ken,2018,4092.05023
ken,2019,4161.96388
kgz,1991,3276.79849
kgz,1992,2757.45704
kgz,1993,2289.37039
kgz,1994,1896.95398
kgz,1995,1909.38317
kgz,1996,1795.78597
kgz,1997,1788.72384
kgz,1998,1855.51807
kgz,1999,1961.81982
kgz,2000,1991.43821
kgz,2001,2027.33309
kgz,2002,2051.45521
kgz,2003,1959.01971
kgz,2004,2025.98447
kgz,2005,2079.02686
kgz,2006,2190.87826
kgz,2007,2394.97291
kgz,2008,2642.78359
kgz,2009,2662.8574
kgz,2010,2564.26397
kgz,2011,2654.38899
kgz,2012,2772.32283
kgz,2013,2936.46208
kgz,2014,3036.8457
kgz,2015,2972.40081
kgz,2016,2967.88971
kgz,2017,2920.70188
kgz,2018,2752.01534
kgz,2019,2774.30109
khm,1993,2025.29308
khm,1994,2035.38188
khm,1995,2116.70929
khm,1996,2189.76384
khm,1997,2138.62256
khm,1998,2110.80149
khm,1999,2221.12624
khm,2000,2218.29534
khm,2001,1999.98018
khm,2002,1981.43279
khm,2003,1980.18062
khm,2004,2078.02168
khm,2005,2173.31839
khm,2006,2203.55478
khm,2007,2243.48243
khm,2008,2392.25151
khm,2009,2406.97955
khm,2010,2328.08545
khm,2011,2339.82156
khm,2012,2362.17061
khm,2013,2413.19408
khm,2014,2661.85027
khm,2015,2595.65138
khm,2016,2365.04466
khm,2017,2504.38902
khm,2018,2612.70402
khm,2019,2664.19285
kor,1991,25391.34541
kor,1992,26020.36491
kor,1993,26685.68752
kor,1994,27621.6461
kor,1995,28801.46395
kor,1996,29702.36337
kor,1997,30395.15222
kor,1998,30325.34039
kor,1999,31868.46778
kor,2000,32814.84938
kor,2001,33394.03481
kor,2002,34822.35402
kor,2003,35632.95752
kor,2004,35595.05116
kor,2005,36420.71996
kor,2006,37295.02151
kor,2007,38520.86888
kor,2008,39398.55042
kor,2009,39806.63524
kor,2010,41392.07216
kor,2011,41920.0272
kor,2012,42267.48695
kor,2013,45600.95445
kor,2014,43442.01193
kor,2015,44145.55494
kor,2016,44768.65415
kor,2017,45460.1324
kor,2018,47013.47623
kor,2019,47614.83709
kwt,2010,51144.2782
kwt,2011,48718.42448
kwt,2012,46709.57986
kwt,2013,45512.85038
kwt,2014,44169.61354
kwt,2015,41441.20455
kwt,2016,40676.89865
kwt,2017,39355.09468
kwt,2018,39667.80054
kwt,2019,39464.47187
lao,2012,7151.90697
lao,2013,7420.31066
lao,2014,7563.87544
lao,2015,7796.42999
lao,2016,7818.28943
lao,2017,7829.66449
lao,2018,8041.00041
lao,2019,8215.21942
lbn,1991,26092.35472
lbn,1992,28523.35221
lbn,1993,29242.9915
lbn,1994,29479.85008
lbn,1995,28853.17841
lbn,1996,31585.66647
lbn,1997,30567.1555
lbn,1998,30357.86651
lbn,1999,28548.00353
lbn,2000,28167.81364
lbn,2001,28025.27628
lbn,2002,26085.54061
lbn,2003,24689.71895
lbn,2004,28373.2667
lbn,2005,28143.85522
lbn,2006,27925.39628
lbn,2007,29514.63927
lbn,2008,31171.16343
lbn,2009,33479.14822
lbn,2010,35127.48938
lbn,2011,33447.98482
lbn,2012,31705.64545
lbn,2013,30781.035
lbn,2014,29814.2559
lbn,2015,28580.91301
lbn,2016,27591.21994
lbn,2017,26919.33513
lbn,2018,25816.81189
lbn,2019,24014.5647
lbr,2000,730.14445
lbr,2001,690.29403
lbr,2002,870.84012
lbr,2003,583.23954
lbr,2004,824.28329
lbr,2005,858.91568
lbr,2006,922.40218
lbr,2007,974.41145
lbr,2008,915.98649
lbr,2009,1716.59315
lbr,2010,1823.69648
lbr,2011,1949.1522
lbr,2012,2028.66026
lbr,2013,2002.08791
lbr,2014,1894.88313
lbr,2015,1948.87861
lbr,2016,2235.4537
lbr,2017,2166.52127
lbr,2018,1986.77289
lbr,2019,1766.59974
lca,1991,32120.37243
lca,1992,32181.88704
lca,1993,32145.94803
lca,1994,35258.76965
lca,1995,35075.60545
lca,1996,34236.28459
lca,1997,32114.02762
lca,1998,33442.65381
lca,1999,32049.73709
lca,2000,31796.60108
lca,2001,30945.15046
lca,2002,29563.34428
lca,2003,29927.12159
lca,2004,29438.69694
lca,2005,29373.75721
lca,2006,27862.38707
lca,2007,26414.09906
lca,2008,25636.5469
lca,2009,25094.33307
lca,2010,25195.96217
lca,2011,25604.57269
lca,2012,24972.71948
lca,2013,24492.51437
lca,2014,24011.26851
lca,2015,22911.27882
