geo,time,sl_fam_work_ma_zs
dza,2007,3.89
dza,2008,3.34
dza,2009,2.88
dza,2010,2.45
dza,2011,2.09
dza,2012,2.03
dza,2013,1.97
dza,2014,1.94
dza,2015,1.9
dza,2016,1.87
dza,2017,1.83
dza,2018,1.8
dza,2019,1.78
ecu,1991,4.14
ecu,1992,4.79
ecu,1993,4.38
ecu,1994,3.88
ecu,1995,4.27
ecu,1996,4.56
ecu,1997,3.12
ecu,1998,5.02
ecu,1999,6.12
ecu,2000,6.52
ecu,2001,7.03
ecu,2002,5.85
ecu,2003,4.93
ecu,2004,6.38
ecu,2005,5.57
ecu,2006,6.74
ecu,2007,5.78
ecu,2008,5.83
ecu,2009,5.91
ecu,2010,5.25
ecu,2011,4.69
ecu,2012,5.25
ecu,2013,4.99
ecu,2014,4.25
ecu,2015,5.25
ecu,2016,6.6
ecu,2017,6.99
ecu,2018,6.79
ecu,2019,7.32
egy,1991,9.76
egy,1992,9.45
egy,1993,9.55
egy,1994,8.76
egy,1995,9.24
egy,1996,8.96
egy,1997,8.84
egy,1998,9.63
egy,1999,8.9
egy,2000,8.23
egy,2001,7.51
egy,2002,8.46
egy,2003,9.1
egy,2004,9.8
egy,2005,8.71
egy,2006,8.6
egy,2007,8.71
egy,2008,9.04
egy,2009,8.26
egy,2010,6.4
egy,2011,6.21
egy,2012,5.4
egy,2013,5.45
egy,2014,5.32
egy,2015,5.66
egy,2016,3.65
egy,2017,4.18
egy,2018,3.35
egy,2019,2.96
eri,1991,53.65
eri,1992,53.68
eri,1993,52.78
eri,1994,53.08
eri,1995,52.5
eri,1996,51.25
eri,1997,50.32
eri,1998,51.08
eri,1999,50.53
eri,2000,49.2
eri,2001,48.48
eri,2002,46.49
eri,2003,47.1
eri,2004,45.91
eri,2005,44.49
eri,2006,44.44
eri,2007,42.94
eri,2008,38.54
eri,2009,39.19
eri,2010,37.87
eri,2011,36.36
eri,2012,35.84
eri,2013,34.64
eri,2014,34
eri,2015,33.17
eri,2016,32.16
eri,2017,31.15
eri,2018,30.18
eri,2019,29.9
esp,1991,2.82
esp,1992,2.47
esp,1993,2.5
esp,1994,2.41
esp,1995,2.2
esp,1996,2.13
esp,1997,1.78
esp,1998,1.66
esp,1999,1.39
esp,2000,1.17
esp,2001,1.04
esp,2002,1.05
esp,2003,0.95
esp,2004,0.85
esp,2005,1.13
esp,2006,0.94
esp,2007,0.74
esp,2008,0.76
esp,2009,0.71
esp,2010,0.66
esp,2011,0.57
esp,2012,0.54
esp,2013,0.57
esp,2014,0.44
esp,2015,0.44
esp,2016,0.4
esp,2017,0.38
esp,2018,0.34
esp,2019,0.33
est,1991,1.14
est,1992,1.19
est,1993,1.25
est,1994,1.29
est,1995,1.27
est,1996,1.28
est,1997,1.19
est,1998,0.65
est,1999,0.58
est,2000,0.5
est,2001,0.43
est,2002,0.37
est,2003,0.32
est,2004,0.27
est,2005,0.23
est,2006,0.19
est,2007,0.15
est,2008,0.16
est,2009,0.18
est,2010,0.19
est,2011,0.2
est,2012,0.23
est,2013,0.2
est,2014,0.16
est,2015,0.16
est,2016,0.16
est,2017,0.16
est,2018,0.15
est,2019,0.14
eth,1991,30.14
eth,1992,29.85
eth,1993,28.85
eth,1994,28.04
eth,1995,27.02
eth,1996,26.24
eth,1997,25.51
eth,1998,24.45
eth,1999,23.4
eth,2000,23.86
eth,2001,23.71
eth,2002,23.54
eth,2003,23.55
eth,2004,23.6
eth,2005,23.79
eth,2006,23.62
eth,2007,23.37
eth,2008,23.87
eth,2009,24.07
eth,2010,24.01
eth,2011,23.97
eth,2012,23.99
eth,2013,24.01
eth,2014,23.29
eth,2015,22.62
eth,2016,21.78
eth,2017,21.29
eth,2018,20.61
eth,2019,20.3
fin,1991,1.61
fin,1992,1.6
fin,1993,1.62
fin,1994,1.69
fin,1995,1.66
fin,1996,1.63
fin,1997,1.19
fin,1998,0.64
fin,1999,0.85
fin,2000,0.72
fin,2001,0.68
fin,2002,0.55
fin,2003,0.42
fin,2004,0.51
fin,2005,0.62
fin,2006,0.6
fin,2007,0.66
fin,2008,0.59
fin,2009,0.67
fin,2010,0.62
fin,2011,0.58
fin,2012,0.59
fin,2013,0.57
fin,2014,0.59
fin,2015,0.56
fin,2016,0.58
fin,2017,0.49
fin,2018,0.47
fin,2019,0.42
fji,1991,12.77
fji,1992,12.58
fji,1993,12.52
fji,1994,12.31
fji,1995,12.19
fji,1996,11.93
fji,1997,12.08
fji,1998,12.04
fji,1999,11.45
fji,2000,11.54
fji,2001,11.35
fji,2002,11.01
fji,2003,10.92
fji,2004,10.45
fji,2005,10.41
fji,2006,11.15
fji,2007,12.16
fji,2008,13.1
fji,2009,14.38
fji,2010,15.25
fji,2011,16.33
fji,2012,16.39
fji,2013,15.91
fji,2014,15.31
fji,2015,14.79
fji,2016,14.54
fji,2017,13.87
fji,2018,13.39
fji,2019,13.17
fra,1991,0.9
fra,1992,0.7
fra,1993,0.76
fra,1994,0.76
fra,1995,0.67
fra,1996,0.65
fra,1997,0.56
fra,1998,0.48
fra,1999,0.47
fra,2000,0.42
fra,2001,0.35
fra,2002,0.42
fra,2003,0.55
fra,2004,0.54
fra,2005,0.47
fra,2006,0.47
fra,2007,0.33
fra,2008,0.28
fra,2009,0.26
fra,2010,0.28
fra,2011,0.24
fra,2012,0.26
fra,2013,0.2
fra,2014,0.19
fra,2015,0.14
fra,2016,0.16
fra,2017,0.14
fra,2018,0.11
fra,2019,0.14
gab,1991,2.2
gab,1992,2.2
gab,1993,2.12
gab,1994,1.54
gab,1995,1.45
gab,1996,1.22
gab,1997,1.21
gab,1998,1.5
gab,1999,1.32
gab,2000,1.03
gab,2001,1.08
gab,2002,1.09
gab,2003,1.06
gab,2004,0.93
gab,2005,0.77
gab,2006,0.77
gab,2007,0.76
gab,2008,0.68
gab,2009,0.86
gab,2010,0.82
gab,2011,0.65
gab,2012,0.63
gab,2013,0.63
gab,2014,0.65
gab,2015,0.7
gab,2016,0.73
gab,2017,0.7
gab,2018,0.66
gab,2019,0.62
gbr,1991,0.39
gbr,1992,0.38
gbr,1993,0.3
gbr,1994,0.34
gbr,1995,0.29
gbr,1996,0.29
gbr,1997,0.25
gbr,1998,0.19
gbr,1999,0.23
gbr,2000,0.25
gbr,2001,0.24
gbr,2002,0.2
gbr,2003,0.19
gbr,2004,0.26
gbr,2005,0.23
gbr,2006,0.24
gbr,2007,0.25
gbr,2008,0.23
gbr,2009,0.22
gbr,2010,0.25
gbr,2011,0.24
gbr,2012,0.28
gbr,2013,0.26
gbr,2014,0.33
gbr,2015,0.28
gbr,2016,0.33
gbr,2017,0.31
gbr,2018,0.3
gbr,2019,0.36
geo,1991,25.78
geo,1992,25.99
geo,1993,25.99
geo,1994,25.7
geo,1995,25.27
geo,1996,24.88
geo,1997,24.13
geo,1998,23.36
geo,1999,21.74
geo,2000,23.07
geo,2001,23.51
geo,2002,20.2
geo,2003,19.94
geo,2004,18.95
geo,2005,19.09
geo,2006,19.66
geo,2007,19.68
geo,2008,17.9
geo,2009,16.29
geo,2010,14.75
geo,2011,14.91
geo,2012,13.83
geo,2013,12.89
geo,2014,12.9
geo,2015,12.2
geo,2016,13.15
geo,2017,12.88
geo,2018,11.29
geo,2019,11.47
gha,1991,13.28
gha,1992,13.22
gha,1993,11.89
gha,1994,11.96
gha,1995,12.12
gha,1996,12.18
gha,1997,11.79
gha,1998,11.77
gha,1999,11.56
gha,2000,11.31
gha,2001,11.13
gha,2002,10.84
gha,2003,10.65
gha,2004,10.56
gha,2005,10.19
gha,2006,9.69
gha,2007,9.75
gha,2008,9.95
gha,2009,10.35
gha,2010,9.81
gha,2011,7.16
gha,2012,6.38
gha,2013,6.19
gha,2014,5.61
gha,2015,5.95
gha,2016,6.28
gha,2017,5.32
gha,2018,4.63
gha,2019,4.12
gin,1991,34.12
gin,1992,34.43
gin,1993,33.2
gin,1994,33.33
gin,1995,32.87
gin,1996,31.79
gin,1997,30.77
gin,1998,30.35
gin,1999,28.57
gin,2000,27.38
gin,2001,26.83
gin,2002,25.2
gin,2003,24.24
gin,2004,23.57
gin,2005,22.19
gin,2006,21.1
gin,2007,21.16
gin,2008,19.73
gin,2009,19.22
gin,2010,18.51
gin,2011,17.78
gin,2012,17.24
gin,2013,17.21
gin,2014,16.51
gin,2015,16.68
gin,2016,15.36
gin,2017,14.72
gin,2018,14.69
gin,2019,14.26
gmb,1991,23.58
gmb,1992,23.25
gmb,1993,22.82
gmb,1994,22.4
gmb,1995,21.82
gmb,1996,20.01
gmb,1997,20.76
gmb,1998,19.98
gmb,1999,19.55
gmb,2000,19.13
gmb,2001,18.5
gmb,2002,17.64
gmb,2003,17.18
gmb,2004,16.67
gmb,2005,16.09
gmb,2006,15.16
gmb,2007,14.55
gmb,2008,14.23
gmb,2009,13.94
gmb,2010,13.59
gmb,2011,12.48
gmb,2012,11.77
gmb,2013,11.24
gmb,2014,10.34
gmb,2015,8.84
gmb,2016,7.59
gmb,2017,7.89
gmb,2018,8.01
gmb,2019,7.6
gnb,1991,46.83
gnb,1992,47.9
gnb,1993,47.62
gnb,1994,46.74
gnb,1995,46.02
gnb,1996,45.75
gnb,1997,43.37
gnb,1998,42.25
gnb,1999,41.29
gnb,2000,41.16
gnb,2001,39.84
gnb,2002,37.85
gnb,2003,36.26
gnb,2004,36.03
gnb,2005,35.73
gnb,2006,34.97
gnb,2007,34.49
gnb,2008,33.35
gnb,2009,32.7
gnb,2010,31.95
gnb,2011,31.59
gnb,2012,30.33
gnb,2013,29.07
gnb,2014,28.21
gnb,2015,28.18
gnb,2016,27.23
gnb,2017,26.45
gnb,2018,25.79
gnb,2019,24.9
gnq,1991,6.8
gnq,1992,6.22
gnq,1993,5.69
gnq,1994,5.34
gnq,1995,5.21
gnq,1996,3.69
gnq,1997,2.66
gnq,1998,2.55
gnq,1999,2.58
gnq,2000,2.56
gnq,2001,2.15
gnq,2002,2.09
gnq,2003,1.95
gnq,2004,1.42
gnq,2005,1.13
gnq,2006,0.99
gnq,2007,0.93
gnq,2008,0.73
gnq,2009,0.93
gnq,2010,0.96
gnq,2011,0.8
gnq,2012,0.74
gnq,2013,0.84
gnq,2014,0.86
gnq,2015,1.19
gnq,2016,1.43
gnq,2017,1.23
gnq,2018,1.15
gnq,2019,1.32
grc,1991,4.79
grc,1992,4.73
grc,1993,5.13
grc,1994,5.15
grc,1995,5.37
grc,1996,5.21
grc,1997,5.31
grc,1998,5.61
grc,1999,5.21
grc,2000,5.22
grc,2001,4.61
grc,2002,4.23
grc,2003,4.37
grc,2004,3.2
grc,2005,3.33
grc,2006,3.83
grc,2007,3.72
grc,2008,3.4
grc,2009,3.35
grc,2010,3.31
grc,2011,3.38
grc,2012,3.09
grc,2013,2.91
grc,2014,3
grc,2015,2.98
grc,2016,2.57
grc,2017,2.47
grc,2018,2.35
grc,2019,1.95
gtm,1991,11.38
gtm,1992,11.36
gtm,1993,11.31
gtm,1994,11.24
gtm,1995,11.17
gtm,1996,11.11
gtm,1997,10.97
gtm,1998,10.73
gtm,1999,12.8
gtm,2000,15.1
gtm,2001,14.08
gtm,2002,12.58
gtm,2003,11.15
gtm,2004,9.89
gtm,2005,9.82
gtm,2006,9.77
gtm,2007,9.99
gtm,2008,10.13
gtm,2009,10.12
gtm,2010,10.19
gtm,2011,11.06
gtm,2012,11.39
gtm,2013,8.64
gtm,2014,8.48
gtm,2015,8.44
gtm,2016,6.86
gtm,2017,8.51
gtm,2018,8.01
gtm,2019,7.35
gum,1991,1.32
gum,1992,1.3
gum,1993,1.28
gum,1994,1.26
gum,1995,1.23
gum,1996,1.2
gum,1997,1.16
gum,1998,1.12
gum,1999,1.09
gum,2000,1.05
gum,2001,1.02
gum,2002,0.98
gum,2003,0.98
gum,2004,0.93
gum,2005,0.9
gum,2006,0.91
gum,2007,0.91
gum,2008,0.89
gum,2009,0.88
gum,2010,0.87
gum,2011,0.86
gum,2012,0.84
gum,2013,0.83
gum,2014,0.81
gum,2015,0.81
gum,2016,0.81
gum,2017,0.81
gum,2018,0.82
gum,2019,0.81
guy,1991,2.52
guy,1992,2.37
guy,1993,2.27
guy,1994,2.16
guy,1995,2.11
guy,1996,2.01
guy,1997,1.92
guy,1998,2.11
guy,1999,2.14
guy,2000,2.39
guy,2001,2.48
guy,2002,2.63
guy,2003,2.87
guy,2004,3.02
guy,2005,3.41
guy,2006,3.34
guy,2007,3.15
guy,2008,3.25
guy,2009,3.25
guy,2010,3.23
guy,2011,3.15
guy,2012,3
guy,2013,2.86
guy,2014,2.76
guy,2015,2.72
guy,2016,2.74
guy,2017,2.7
guy,2018,2.62
guy,2019,2.5
hkg,1991,0.19
hkg,1992,0.19
hkg,1993,0.18
hkg,1994,0.16
hkg,1995,0.1
hkg,1996,0.11
hkg,1997,0.09
hkg,1998,0.1
hkg,1999,0.12
hkg,2000,0.12
hkg,2001,0.14
hkg,2002,0.15
hkg,2003,0.17
hkg,2004,0.18
hkg,2005,0.2
hkg,2006,0.15
hkg,2007,0.11
hkg,2008,0.14
hkg,2009,0.16
hkg,2010,0.1
hkg,2011,0.11
hkg,2012,0.11
hkg,2013,0.09
hkg,2014,0.16
hkg,2015,0.11
hkg,2016,0.09
hkg,2017,0.09
hkg,2018,0.08
hkg,2019,0.08
hnd,1991,11.84
hnd,1992,11.9
hnd,1993,11.95
hnd,1994,11.76
hnd,1995,11.78
hnd,1996,11.6
hnd,1997,11.48
hnd,1998,11.33
hnd,1999,10.97
hnd,2000,10.88
hnd,2001,10.47
hnd,2002,10.16
hnd,2003,9.88
hnd,2004,9.59
hnd,2005,9.42
hnd,2006,9.37
hnd,2007,7.7
hnd,2008,8.15
hnd,2009,8.18
hnd,2010,9.85
hnd,2011,10.96
hnd,2012,10.96
hnd,2013,8.65
hnd,2014,7.23
hnd,2015,8.69
hnd,2016,7.5
hnd,2017,7.72
hnd,2018,8.06
hnd,2019,8.51
hrv,1991,3.74
hrv,1992,4.02
hrv,1993,4.36
hrv,1994,4.43
hrv,1995,4.32
hrv,1996,4.24
hrv,1997,4.19
hrv,1998,3.04
hrv,1999,2.9
hrv,2000,2.22
hrv,2001,2.43
hrv,2002,2.5
hrv,2003,2.03
hrv,2004,1.57
hrv,2005,1.1
hrv,2006,1.1
hrv,2007,1.19
hrv,2008,1.04
hrv,2009,1.12
hrv,2010,1.22
hrv,2011,1.16
hrv,2012,1.15
hrv,2013,0.9
hrv,2014,0.8
hrv,2015,1.17
hrv,2016,0.89
hrv,2017,1.06
hrv,2018,0.92
hrv,2019,1
hti,1991,23.89
hti,1992,23.87
hti,1993,23.72
hti,1994,23.67
hti,1995,23.46
hti,1996,23.07
hti,1997,22.9
hti,1998,22.45
hti,1999,22.09
hti,2000,21.7
hti,2001,21.42
hti,2002,21.14
hti,2003,20.61
hti,2004,20.4
hti,2005,19.65
hti,2006,19.26
hti,2007,18.78
hti,2008,18.41
hti,2009,17.96
hti,2010,18.18
hti,2011,17.81
hti,2012,17.38
hti,2013,16.87
hti,2014,16.44
hti,2015,16.12
hti,2016,15.83
hti,2017,15.44
hti,2018,15.05
hti,2019,14.71
hun,1991,0.71
hun,1992,0.74
hun,1993,0.7
hun,1994,0.68
hun,1995,0.68
hun,1996,0.66
hun,1997,0.73
hun,1998,0.52
hun,1999,0.52
hun,2000,0.44
hun,2001,0.47
hun,2002,0.33
hun,2003,0.34
hun,2004,0.22
hun,2005,0.26
hun,2006,0.27
hun,2007,0.25
hun,2008,0.26
hun,2009,0.35
hun,2010,0.23
hun,2011,0.24
hun,2012,0.26
hun,2013,0.23
hun,2014,0.25
hun,2015,0.27
hun,2016,0.23
hun,2017,0.14
hun,2018,0.16
hun,2019,0.15
idn,1991,9.03
idn,1992,8.77
idn,1993,8.64
idn,1994,8.49
idn,1995,8.23
idn,1996,7.82
idn,1997,8.1
idn,1998,8.99
idn,1999,8.54
idn,2000,8.53
idn,2001,8.11
idn,2002,7.05
idn,2003,8.47
idn,2004,7.52
idn,2005,7.66
idn,2006,7.7
idn,2007,7.83
idn,2008,7.97
idn,2009,8.25
idn,2010,8.25
idn,2011,7.38
idn,2012,7.16
idn,2013,7
idn,2014,6.47
idn,2015,5.78
idn,2016,6.08
idn,2017,5.9
idn,2018,6.28
idn,2019,5.92
ind,1991,13.18
ind,1992,13.25
ind,1993,13.31
ind,1994,13.33
ind,1995,13.31
ind,1996,13.21
ind,1997,13.11
ind,1998,12.99
ind,1999,12.76
ind,2000,12.56
ind,2001,12.74
ind,2002,12.98
ind,2003,13.16
ind,2004,13.28
ind,2005,13.32
ind,2006,12.88
ind,2007,12.38
ind,2008,11.95
ind,2009,11.51
ind,2010,11.01
ind,2011,10.73
ind,2012,10.47
ind,2013,10.15
ind,2014,9.79
ind,2015,9.39
ind,2016,8.93
ind,2017,8.44
ind,2018,7.94
ind,2019,7.4
irl,1991,1.57
irl,1992,1.32
irl,1993,1.29
irl,1994,1.19
irl,1995,1.01
irl,1996,0.83
irl,1997,0.9
irl,1998,0.9
irl,1999,0.93
irl,2000,0.87
irl,2001,0.75
irl,2002,0.71
irl,2003,0.73
irl,2004,0.6
irl,2005,0.59
irl,2006,0.37
irl,2007,0.61
irl,2008,0.71
irl,2009,0.83
irl,2010,0.85
irl,2011,0.64
irl,2012,0.89
irl,2013,0.76
irl,2014,0.76
irl,2015,0.68
irl,2016,0.75
irl,2017,0.63
irl,2018,0.5
irl,2019,0.44
irn,1991,4.22
irn,1992,4.05
irn,1993,3.9
irn,1994,3.85
irn,1995,3.71
irn,1996,3.47
irn,1997,3.69
irn,1998,3.91
irn,1999,4.2
irn,2000,4.36
irn,2001,4.71
irn,2002,4.88
irn,2003,4.82
irn,2004,4.84
irn,2005,4.98
irn,2006,5.22
irn,2007,5.42
irn,2008,4.82
irn,2009,4.94
irn,2010,4.1
irn,2011,3.45
irn,2012,3.19
irn,2013,2.85
irn,2014,2.48
irn,2015,2.38
irn,2016,2.34
irn,2017,2.47
irn,2018,2.38
irn,2019,2.14
irq,1991,4.2
irq,1992,4.1
irq,1993,3.93
irq,1994,3.9
irq,1995,3.9
irq,1996,3.78
irq,1997,3.56
irq,1998,3.2
irq,1999,2.92
irq,2000,2.83
irq,2001,2.72
irq,2002,2.8
irq,2003,3.23
irq,2004,2.76
irq,2005,2.66
irq,2006,2.45
irq,2007,2.37
irq,2008,2.16
irq,2009,2.03
irq,2010,1.88
irq,2011,1.74
irq,2012,1.57
irq,2013,1.48
irq,2014,1.48
irq,2015,1.46
irq,2016,1.35
irq,2017,1.39
irq,2018,1.42
irq,2019,1.4
isl,1991,0.5
isl,1992,0.5
isl,1993,0.49
isl,1994,0.48
isl,1995,0.47
isl,1996,0.47
isl,1997,0.46
isl,1998,0.44
isl,1999,0.43
isl,2000,0.41
isl,2001,0.4
isl,2002,0.39
isl,2003,0.38
isl,2004,0.36
isl,2005,0.35
isl,2006,0.34
isl,2007,0.32
isl,2008,0.32
isl,2009,0.32
isl,2010,0.32
isl,2011,0.32
isl,2012,0.31
isl,2013,0.3
isl,2014,0.3
isl,2015,0.29
isl,2016,0.28
isl,2017,0.27
isl,2018,0.26
isl,2019,0.26
isr,1991,0.18
isr,1992,0.19
isr,1993,0.19
isr,1994,0.18
isr,1995,0.16
isr,1996,0.19
isr,1997,0.23
isr,1998,0.22
isr,1999,0.19
isr,2000,0.19
isr,2001,0.24
isr,2002,0.18
isr,2003,0.24
isr,2004,0.18
isr,2005,0.18
isr,2006,0.12
isr,2007,0.07
isr,2008,0.1
isr,2009,0.11
isr,2010,0.14
isr,2011,0.11
isr,2012,0.11
isr,2013,0.11
isr,2014,0.07
isr,2015,0.07
isr,2016,0.07
isr,2017,0.05
isr,2018,0.02
isr,2019,0.03
ita,1991,2.28
ita,1992,2.25
ita,1993,2.24
ita,1994,2.2
ita,1995,2.16
ita,1996,2.12
ita,1997,2.08
ita,1998,2.03
ita,1999,1.98
ita,2000,1.92
ita,2001,1.85
ita,2002,1.79
ita,2003,1.8
ita,2004,1.75
ita,2005,1.23
ita,2006,1.27
ita,2007,1.3
ita,2008,1.2
ita,2009,1.14
ita,2010,1.18
ita,2011,1.13
ita,2012,1.07
ita,2013,1
ita,2014,0.98
ita,2015,1.01
ita,2016,1.07
ita,2017,1
ita,2018,0.92
ita,2019,1
jam,1991,2.13
jam,1992,2.2
jam,1993,1.46
jam,1994,1.66
jam,1995,2.01
jam,1996,1.62
jam,1997,1.32
jam,1998,1.3
jam,1999,1.59
jam,2000,1.31
jam,2001,1.15
jam,2002,0.66
jam,2003,0.69
jam,2004,0.51
jam,2005,0.38
jam,2006,0.49
jam,2007,0.53
jam,2008,0.42
jam,2009,0.48
jam,2010,0.56
jam,2011,0.64
jam,2012,0.64
jam,2013,0.62
jam,2014,0.62
jam,2015,0.62
jam,2016,0.61
jam,2017,0.61
jam,2018,0.6
jam,2019,0.6
jor,1991,0.67
jor,1992,0.68
jor,1993,0.69
jor,1994,0.7
jor,1995,0.71
jor,1996,0.72
jor,1997,0.73
jor,1998,0.73
jor,1999,0.73
jor,2000,0.73
jor,2001,0.72
jor,2002,0.7
jor,2003,0.7
jor,2004,0.67
jor,2005,0.58
jor,2006,0.5
jor,2007,0.43
jor,2008,0.37
jor,2009,0.32
jor,2010,0.28
jor,2011,0.25
jor,2012,0.22
jor,2013,0.19
jor,2014,0.17
jor,2015,0.15
jor,2016,0.13
jor,2017,0.11
jor,2018,0.1
jor,2019,0.08
jpn,1991,2.31
jpn,1992,2.13
jpn,1993,1.96
jpn,1994,1.89
jpn,1995,1.83
jpn,1996,1.74
jpn,1997,1.75
jpn,1998,1.72
jpn,1999,1.73
jpn,2000,1.66
jpn,2001,1.6
jpn,2002,1.56
jpn,2003,1.57
jpn,2004,1.57
jpn,2005,1.51
jpn,2006,1.21
jpn,2007,1.13
jpn,2008,1.11
jpn,2009,0.99
jpn,2010,0.95
jpn,2011,0.96
jpn,2012,0.97
jpn,2013,0.89
jpn,2014,0.91
jpn,2015,0.83
jpn,2016,0.83
jpn,2017,0.82
jpn,2018,0.84
jpn,2019,0.78
kaz,1991,1.06
kaz,1992,1.05
kaz,1993,1.06
kaz,1994,1.08
kaz,1995,1.07
kaz,1996,1.05
kaz,1997,1.02
kaz,1998,1.01
kaz,1999,0.98
kaz,2000,0.93
kaz,2001,0.87
kaz,2002,0.72
kaz,2003,0.8
kaz,2004,1.02
kaz,2005,1.05
kaz,2006,1.14
kaz,2007,0.89
kaz,2008,0.65
kaz,2009,0.76
kaz,2010,0.76
kaz,2011,0.77
kaz,2012,0.52
kaz,2013,0.38
kaz,2014,0.21
kaz,2015,0.12
kaz,2016,0.13
kaz,2017,0.13
kaz,2018,0.12
kaz,2019,0.11
ken,1991,27.33
ken,1992,27.38
ken,1993,27.71
ken,1994,27.49
ken,1995,28.29
ken,1996,27.64
ken,1997,27.85
ken,1998,27.72
ken,1999,27.7
ken,2000,27.39
ken,2001,27.59
ken,2002,27.32
ken,2003,27.04
ken,2004,25.95
ken,2005,24.74
ken,2006,23.88
ken,2007,21.36
ken,2008,19.69
ken,2009,17.46
ken,2010,15.29
ken,2011,13.15
ken,2012,11.47
ken,2013,9.97
ken,2014,8.64
ken,2015,7.34
ken,2016,6.19
ken,2017,5.81
ken,2018,5.32
ken,2019,4.79
kgz,1991,7.82
kgz,1992,7.79
kgz,1993,7.92
kgz,1994,8
kgz,1995,8.05
kgz,1996,7.94
kgz,1997,7.63
kgz,1998,7.43
kgz,1999,7.14
kgz,2000,6.83
kgz,2001,6.65
kgz,2002,6.54
kgz,2003,9.5
kgz,2004,9.62
kgz,2005,10.15
kgz,2006,8.78
kgz,2007,8.08
kgz,2008,7.21
kgz,2009,6.51
kgz,2010,6.13
kgz,2011,5.77
kgz,2012,5.82
kgz,2013,7.19
kgz,2014,6.52
kgz,2015,4.77
kgz,2016,5.05
kgz,2017,4.17
kgz,2018,3.76
kgz,2019,3.5
khm,1991,31.38
khm,1992,30.33
khm,1993,29.2
khm,1994,30.18
khm,1995,28.76
khm,1996,27.34
khm,1997,26.99
khm,1998,26.76
khm,1999,26.09
khm,2000,25.71
khm,2001,25.56
khm,2002,25.76
khm,2003,25.78
khm,2004,25.57
khm,2005,24.87
khm,2006,24.23
khm,2007,23.4
khm,2008,22.68
khm,2009,22.03
khm,2010,18.85
khm,2011,15.71
khm,2012,8.42
khm,2013,4.18
khm,2014,5.01
khm,2015,3.46
khm,2016,4.67
khm,2017,3.91
khm,2018,3.38
khm,2019,3.18
kor,1991,2.41
kor,1992,2.26
kor,1993,2.12
kor,1994,1.87
kor,1995,1.7
kor,1996,1.7
kor,1997,1.59
kor,1998,1.95
kor,1999,2.12
kor,2000,2.03
kor,2001,1.96
kor,2002,1.75
kor,2003,1.43
kor,2004,1.35
kor,2005,1.36
kor,2006,1.29
kor,2007,1.28
kor,2008,1.29
kor,2009,1.31
kor,2010,1.34
kor,2011,1.24
kor,2012,1.2
kor,2013,1.12
kor,2014,1.04
kor,2015,1
kor,2016,1.01
kor,2017,1
kor,2018,0.92
kor,2019,0.94
kwt,1991,0.03
kwt,1992,0.03
kwt,1993,0.03
kwt,1994,0.03
kwt,1995,0.03
kwt,1996,0.03
kwt,1997,0.03
kwt,1998,0.02
kwt,1999,0.03
kwt,2000,0.03
kwt,2001,0.03
kwt,2002,0.03
kwt,2003,0.02
kwt,2004,0.02
kwt,2005,0.02
kwt,2006,0.03
kwt,2007,0.04
kwt,2008,0.07
kwt,2009,0.1
kwt,2010,0.15
kwt,2011,0.21
kwt,2012,0.04
kwt,2013,0.01
kwt,2014,0
kwt,2015,0
kwt,2016,0.01
kwt,2017,0.02
kwt,2018,0.01
kwt,2019,0.02
lao,1991,30.72
lao,1992,30.44
lao,1993,30.15
lao,1994,29.69
lao,1995,29.24
lao,1996,29.02
lao,1997,28.75
lao,1998,28.75
lao,1999,28.42
lao,2000,28.17
lao,2001,27.87
lao,2002,27.57
lao,2003,27.27
lao,2004,26.92
lao,2005,26.58
lao,2006,26.2
lao,2007,25.76
lao,2008,25.3
lao,2009,24.85
lao,2010,24.4
lao,2011,23.81
lao,2012,23.09
lao,2013,22.19
lao,2014,21.26
lao,2015,20.33
lao,2016,19.42
lao,2017,18.48
lao,2018,17.49
lao,2019,16.55
lbn,1991,3.9
lbn,1992,3.82
lbn,1993,3.78
lbn,1994,3.74
lbn,1995,3.71
lbn,1996,3.54
lbn,1997,3.49
lbn,1998,3.35
lbn,1999,3.3
lbn,2000,3.25
lbn,2001,3.16
lbn,2002,3.13
lbn,2003,3.13
lbn,2004,3.06
lbn,2005,3.41
lbn,2006,3.79
lbn,2007,4.02
lbn,2008,3.45
lbn,2009,2.87
lbn,2010,2.38
lbn,2011,2.12
lbn,2012,1.91
lbn,2013,1.71
lbn,2014,1.55
lbn,2015,1.4
lbn,2016,1.24
lbn,2017,1.07
lbn,2018,0.93
lbn,2019,0.84
lbr,1991,22.78
lbr,1992,22.41
lbr,1993,21.84
lbr,1994,21.34
lbr,1995,22.49
lbr,1996,22.09
lbr,1997,21.83
lbr,1998,21.91
lbr,1999,22.54
lbr,2000,22.32
lbr,2001,20.17
lbr,2002,20.03
lbr,2003,19.95
lbr,2004,18.01
lbr,2005,16.83
lbr,2006,15.53
lbr,2007,14.85
lbr,2008,14.08
lbr,2009,13.43
lbr,2010,12.81
lbr,2011,11.49
lbr,2012,10.34
lbr,2013,9.35
lbr,2014,8.38
lbr,2015,7.86
lbr,2016,7.12
lbr,2017,6.47
lbr,2018,5.92
lbr,2019,5.68
lby,1991,1.81
lby,1992,1.8
lby,1993,1.8
lby,1994,1.76
lby,1995,1.81
lby,1996,1.78
lby,1997,1.76
lby,1998,1.74
lby,1999,1.72
lby,2000,1.67
lby,2001,1.66
lby,2002,1.67
lby,2003,1.54
