geo,time,sp_pop_5054_ma_5y
abw,1960,4.36157
abw,1961,4.35582
abw,1962,4.25401
abw,1963,4.095
abw,1964,3.94459
abw,1965,3.83753
abw,1966,3.74854
abw,1967,3.70527
abw,1968,3.68465
abw,1969,3.67059
abw,1970,3.6555
abw,1971,3.6157
abw,1972,3.57069
abw,1973,3.51606
abw,1974,3.47894
abw,1975,3.46721
abw,1976,3.47413
abw,1977,3.51636
abw,1978,3.60791
abw,1979,3.7402
abw,1980,3.91588
abw,1981,4.09256
abw,1982,4.30971
abw,1983,4.5288
abw,1984,4.70527
abw,1985,4.80112
abw,1986,4.89392
abw,1987,4.92995
abw,1988,4.93794
abw,1989,4.95689
abw,1990,5.00016
abw,1991,4.90463
abw,1992,4.9089
abw,1993,4.97672
abw,1994,5.10061
abw,1995,5.27565
abw,1996,5.35797
abw,1997,5.46897
abw,1998,5.61134
abw,1999,5.77507
abw,2000,5.94567
abw,2001,6.1107
abw,2002,6.27226
abw,2003,6.44569
abw,2004,6.64072
abw,2005,6.85248
abw,2006,7.13049
abw,2007,7.37848
abw,2008,7.59953
abw,2009,7.79892
abw,2010,7.97895
abw,2011,8.17505
abw,2012,8.3937
abw,2013,8.60022
abw,2014,8.7182
abw,2015,8.70214
abw,2016,8.57068
abw,2017,8.30052
abw,2018,7.96115
abw,2019,7.63436
abw,2020,7.3832
afg,1960,3.17881
afg,1961,3.14463
afg,1962,3.12509
afg,1963,3.11427
afg,1964,3.10586
afg,1965,3.09681
afg,1966,3.07546
afg,1967,3.05738
afg,1968,3.04209
afg,1969,3.02946
afg,1970,3.01935
afg,1971,2.99905
afg,1972,2.98226
afg,1973,2.96914
afg,1974,2.96131
afg,1975,2.9599
afg,1976,2.94693
afg,1977,2.93601
afg,1978,2.92239
afg,1979,2.90156
afg,1980,2.87295
afg,1981,2.79984
afg,1982,2.70504
afg,1983,2.59261
afg,1984,2.4702
afg,1985,2.34335
afg,1986,2.2916
afg,1987,2.25913
afg,1988,2.24117
afg,1989,2.22916
afg,1990,2.21466
afg,1991,2.30023
afg,1992,2.37898
afg,1993,2.44437
afg,1994,2.49444
afg,1995,2.53243
afg,1996,2.51523
afg,1997,2.49116
afg,1998,2.46683
afg,1999,2.44693
afg,2000,2.432
afg,2001,2.41781
afg,2002,2.41377
afg,2003,2.41563
afg,2004,2.41959
afg,2005,2.42434
afg,2006,2.41954
afg,2007,2.41321
afg,2008,2.40776
afg,2009,2.40638
afg,2010,2.41118
afg,2011,2.41726
afg,2012,2.43397
afg,2013,2.45807
afg,2014,2.48553
afg,2015,2.51386
afg,2016,2.53543
afg,2017,2.55767
afg,2018,2.5825
afg,2019,2.6125
afg,2020,2.64908
ago,1960,2.98494
ago,1961,3.09766
ago,1962,3.25104
ago,1963,3.4196
ago,1964,3.5666
ago,1965,3.66861
ago,1966,3.54109
ago,1967,3.38504
ago,1968,3.22539
ago,1969,3.06223
ago,1970,2.87979
ago,1971,2.86273
ago,1972,2.81048
ago,1973,2.7513
ago,1974,2.72031
ago,1975,2.7306
ago,1976,2.736
ago,1977,2.77991
ago,1978,2.84137
ago,1979,2.89316
ago,1980,2.92258
ago,1981,2.92972
ago,1982,2.92168
ago,1983,2.90156
ago,1984,2.87505
ago,1985,2.84487
ago,1986,2.79175
ago,1987,2.73837
ago,1988,2.68714
ago,1989,2.64065
ago,1990,2.60085
ago,1991,2.55138
ago,1992,2.50872
ago,1993,2.47554
ago,1994,2.45614
ago,1995,2.45159
ago,1996,2.44901
ago,1997,2.46278
ago,1998,2.48101
ago,1999,2.48862
ago,2000,2.47916
ago,2001,2.44386
ago,2002,2.39798
ago,2003,2.35443
ago,2004,2.33001
ago,2005,2.33194
ago,2006,2.3416
ago,2007,2.3681
ago,2008,2.40698
ago,2009,2.45404
ago,2010,2.50562
ago,2011,2.55034
ago,2012,2.60655
ago,2013,2.65572
ago,2014,2.67409
ago,2015,2.65285
ago,2016,2.5881
ago,2017,2.49321
ago,2018,2.39545
ago,2019,2.33043
ago,2020,2.31454
alb,1960,3.47989
alb,1961,3.49327
alb,1962,3.49311
alb,1963,3.48225
alb,1964,3.46792
alb,1965,3.4532
alb,1966,3.42837
alb,1967,3.41139
alb,1968,3.39359
alb,1969,3.36195
alb,1970,3.31171
alb,1971,3.24172
alb,1972,3.15078
alb,1973,3.06942
alb,1974,3.04046
alb,1975,3.08355
alb,1976,3.17747
alb,1977,3.33786
alb,1978,3.52706
alb,1979,3.69149
alb,1980,3.80204
alb,1981,3.86049
alb,1982,3.8735
alb,1983,3.86498
alb,1984,3.87041
alb,1985,3.90781
alb,1986,3.96094
alb,1987,4.03861
alb,1988,4.12366
alb,1989,4.19266
alb,1990,4.23484
alb,1991,4.29642
alb,1992,4.33382
alb,1993,4.35059
alb,1994,4.35111
alb,1995,4.33686
alb,1996,4.34357
alb,1997,4.38426
alb,1998,4.47084
alb,1999,4.61716
alb,2000,4.82714
alb,2001,4.97725
alb,2002,5.15264
alb,2003,5.34994
alb,2004,5.56233
alb,2005,5.78398
alb,2006,5.97249
alb,2007,6.1778
alb,2008,6.38808
alb,2009,6.58116
alb,2010,6.73848
alb,2011,6.83843
alb,2012,6.91292
alb,2013,6.95906
alb,2014,6.97346
alb,2015,6.95352
alb,2016,6.8229
alb,2017,6.6469
alb,2018,6.4414
alb,2019,6.23336
alb,2020,6.04241
are,1960,3.12743
are,1961,2.70902
are,1962,2.44468
are,1963,2.29382
are,1964,2.22214
are,1965,2.20291
are,1966,2.11562
are,1967,2.08995
are,1968,2.13473
are,1969,2.23424
are,1970,2.36073
are,1971,2.15838
are,1972,2.22868
are,1973,2.49258
are,1974,2.79632
are,1975,3.00706
are,1976,2.68514
are,1977,2.40872
are,1978,2.22839
are,1979,2.15285
are,1980,2.13878
are,1981,2.13579
are,1982,2.15741
are,1983,2.23641
are,1984,2.36615
are,1985,2.49676
are,1986,2.52776
are,1987,2.56521
are,1988,2.63611
are,1989,2.7804
are,1990,3.02165
are,1991,3.07295
are,1992,3.16959
are,1993,3.29008
are,1994,3.39444
are,1995,3.46235
are,1996,3.42229
