geo,time,is_air_good_mt_k1
hnd,1984,2.2
hnd,1985,2
hnd,1986,2.2
hnd,1987,2.5
hnd,1988,2.3
hnd,1989,2.8
hnd,1990,4.3
hnd,1991,3.1
hnd,1992,1.8
hnd,1993,17.5
hnd,2010,2.24876
hnd,2011,1.83022
hnd,2012,2.04647
hnd,2013,1.97274
hnd,2014,0.85163
hnd,2015,0.50237
hnd,2016,0.39957
hnd,2017,0.22995
hnd,2018,0.44987
hnd,2019,1.14949
hnd,2020,0.3671
hrv,1992,1.1
hrv,1993,1.8
hrv,1994,2.3
hrv,1995,2.4
hrv,1996,2.3
hrv,1997,2
hrv,1998,3.374
hrv,1999,3.219
hrv,2000,3.775
hrv,2001,3.997
hrv,2002,3.953
hrv,2003,3.906
hrv,2004,3.582
hrv,2005,3.999
hrv,2006,3.336
hrv,2007,2.218
hrv,2008,2.326
hrv,2009,1.921
hrv,2010,1.516
hrv,2011,1.67474
hrv,2012,1.73819
hrv,2013,1.47223
hrv,2014,0.97639
hrv,2015,0.77532
hrv,2016,0.65658
hrv,2017,0.58275
hrv,2018,0.52979
hrv,2019,0.4406
hrv,2020,0.17935
hti,1974,1.8
hti,1975,1.9
hti,1976,1.9
hti,1977,2
hti,1978,1.8
hti,1979,1.9
hti,1980,1.9
hti,1981,2.8
hti,1982,2.8
hti,1983,2.8
hti,1984,5
hti,1985,4.8
hti,1986,4.8
hti,1987,4.8
hti,1988,4.8
hti,1989,3.9
hti,1990,3.9
hti,1991,3.9
hti,2019,0
hti,2020,0
hun,1970,6.2
hun,1971,7.6
hun,1972,5.9
hun,1973,5.8
hun,1974,6
hun,1975,5.6
hun,1976,5.2
hun,1977,5.5
hun,1978,5.9
hun,1979,7.8
hun,1980,9.2
hun,1981,9.7
hun,1982,9.2
hun,1983,8.8
hun,1984,8.6
hun,1985,10.3
hun,1986,8.8
hun,1987,7.3
hun,1988,5.8
hun,1989,5.8
hun,1990,6.3
hun,1991,5
hun,1992,6.5
hun,1993,10.5
hun,1994,17.7
hun,1995,28.5
hun,1996,29.3
hun,1997,34.9
hun,1998,37
hun,1999,39.9
hun,2000,50.852
hun,2001,32.294
hun,2002,25.151
hun,2003,28.37
hun,2004,23.996
hun,2005,21.429
hun,2006,20
hun,2007,27.161
hun,2008,11.755
hun,2009,9.804
hun,2010,5.60896
hun,2011,5.85295
hun,2012,0.46768
hun,2013,0
hun,2018,0
hun,2019,0
hun,2020,0
idn,1970,14.2
idn,1971,17.6
idn,1972,19.9
idn,1973,27.7
idn,1974,41.3
idn,1975,42.9
idn,1976,43.6
idn,1977,52.1
idn,1978,58.9
idn,1979,79.8
idn,1980,121.9
idn,1981,156
idn,1982,177.89999
idn,1983,189
idn,1984,169.8
idn,1985,153.10001
idn,1986,222
idn,1987,340.20001
idn,1988,455
idn,1989,438.20001
idn,1990,458.60001
idn,1991,475.5
idn,1992,504.10001
idn,1993,615.5
idn,1994,733.70001
idn,1995,782.59998
idn,1996,749.40002
idn,1997,710
idn,1998,429.39999
idn,1999,362
idn,2000,408.542
idn,2001,408.372
idn,2002,405.498
idn,2003,424.362
idn,2004,434.101
idn,2005,439.773
idn,2006,469.222
idn,2007,484.52
idn,2008,394.583
idn,2009,276.918
idn,2010,665.66363
idn,2011,754.29794
idn,2012,880.34026
idn,2013,768.23502
idn,2014,902.11649
idn,2015,758.70516
idn,2016,974.55629
idn,2017,1052.36048
idn,2018,1131.91346
idn,2019,981.74186
idn,2020,674.79938
ind,1970,96.3
ind,1971,108.4
ind,1972,131.10001
ind,1973,176.5
ind,1974,144.7
ind,1975,211.3
ind,1976,250.7
ind,1977,275.89999
ind,1978,297.70001
ind,1979,297.60001
ind,1980,366
ind,1981,411.39999
ind,1982,409.89999
ind,1983,461.60001
ind,1984,545.5
ind,1985,489.70001
ind,1986,539.70001
ind,1987,645.20001
ind,1988,646.29999
ind,1989,680.59998
ind,1990,662.90002
ind,1991,493.10001
ind,1992,429.39999
ind,1993,372.39999
ind,1994,563.59998
ind,1995,653.90002
ind,1996,565
ind,1997,528
ind,1998,531.29999
ind,1999,531.20001
ind,2000,547.652
ind,2001,515.37
ind,2002,546.34
ind,2003,579.85
ind,2004,708.475
ind,2005,774.04
ind,2006,842.55
ind,2007,967.684
ind,2008,1233.937
ind,2009,1235.158
ind,2010,1630.96414
ind,2011,1702.7027
ind,2012,1579.22988
ind,2013,1733.76172
ind,2014,1851.32674
ind,2015,1833.84761
ind,2016,1893.8815
ind,2017,2407.09811
ind,2018,2703.96417
ind,2019,1938.2326
ind,2020,875.12284
irl,1970,57.7
irl,1971,64.8
irl,1972,78.3
irl,1973,86.8
irl,1974,88.2
irl,1975,68.7
irl,1976,74.9
irl,1977,85.8
irl,1978,85.7
irl,1979,98.4
irl,1980,89.3
irl,1981,83.9
irl,1982,75.8
irl,1983,84.9
irl,1984,98.1
irl,1985,81.5
irl,1986,75
irl,1987,80.8
irl,1988,95.8
irl,1989,117.5
irl,1990,128.3
irl,1991,115.4
irl,1992,109.5
irl,1993,97.4
irl,1994,101.2
irl,1995,107
irl,1996,102.1
irl,1997,122.1
irl,1998,129.60001
irl,1999,138
irl,2000,167.595
irl,2001,158.778
irl,2002,116.063
irl,2003,121.788
irl,2004,124.11
irl,2005,106.997
irl,2006,130.503
irl,2007,125.283
irl,2008,122.241
irl,2009,120.852
irl,2010,138.47512
irl,2011,123.45212
irl,2012,123.1101
irl,2013,118.25383
irl,2014,126.16475
irl,2015,138.58
irl,2016,118.207
irl,2017,154.38504
irl,2018,168.7117
irl,2019,174.5404
irl,2020,131.77502
irn,1970,8
irn,1971,11.1
irn,1972,11.9
irn,1973,15
irn,1974,18.8
irn,1975,38.5
irn,1976,70.8
irn,1977,77.2
irn,1978,87.3
irn,1979,33.3
irn,1980,20.3
irn,1981,35.6
irn,1982,42.1
irn,1983,74.7
irn,1984,90.3
irn,1985,104.3
irn,1986,132
irn,1987,137.8
irn,1988,120.6
irn,1989,92.3
irn,1990,113.7
irn,1991,86.1
irn,1992,66.5
irn,1993,60
irn,1994,78.8
irn,1995,107.9
irn,1996,109.6
irn,1997,120.2
irn,1998,102.3
irn,1999,107.1
irn,2000,73.719
irn,2001,152.139
irn,2002,75.457
irn,2003,157.374
irn,2004,89.034
irn,2005,98.218
irn,2006,91.86
irn,2007,95.425
irn,2008,97.324
irn,2009,95.769
irn,2010,96.53794
irn,2011,85.87631
irn,2012,66.23381
irn,2013,84.45906
irn,2014,96.43858
irn,2015,95.9107
irn,2016,139.17529
irn,2017,325.66872
irn,2018,169.79725
irn,2019,152.25866
irn,2020,202.10647
irq,1970,1.8
irq,1971,2
irq,1972,2.3
irq,1973,2.3
irq,1974,4.9
irq,1975,6.3
irq,1976,13.8
irq,1977,30
irq,1978,38.2
irq,1979,46.6
irq,1980,52
irq,1981,49.2
irq,1982,53.7
irq,1983,44.3
irq,1984,52
irq,1985,54.6
irq,1986,59.2
irq,1987,59.5
irq,1988,70.4
irq,1989,72.9
irq,1990,42.8
irq,2010,11.71864
irq,2011,14.52137
irq,2012,15.33563
irq,2013,10.61911
irq,2014,10.61911
irq,2015,1.2182
irq,2016,0.95197
irq,2017,15.58786
irq,2018,16.19932
irq,2019,0
irq,2020,0
isl,1970,10.7
isl,1971,17.7
isl,1972,17.5
isl,1973,29.2
isl,1974,28
isl,1975,20.6
isl,1976,27.4
isl,1977,28.2
isl,1978,34.2
isl,1979,38.4
isl,1980,22.6
isl,1981,25
isl,1982,19.1
isl,1983,23.2
isl,1984,24.7
isl,1985,17.9
isl,1986,20.1
isl,1987,25.8
isl,1988,34.3
isl,1989,33.1
isl,1990,35.5
isl,1991,31.1
isl,1992,30.8
isl,1993,35.3
isl,1994,40.8
isl,1995,45.1
isl,1996,52.9
isl,1997,55.6
isl,1998,54
isl,1999,55.4
isl,2000,99.598
isl,2001,101.24
isl,2002,92.146
isl,2003,75.356
isl,2004,117.325
isl,2005,121.548
isl,2006,138.614
isl,2007,141.386
isl,2008,127.4
isl,2009,133.082
isl,2010,79.1242
isl,2011,82.06819
isl,2012,98.30421
isl,2013,99.15336
isl,2014,96.01941
isl,2015,107.69681
isl,2016,128.00819
isl,2017,166.75235
isl,2018,163.64611
isl,2019,138.6535
isl,2020,135.05929
isr,1970,98.4
isr,1971,114.9
isr,1972,105
isr,1973,129.5
isr,1974,143.60001
isr,1975,131
isr,1976,126.9
isr,1977,174.10001
isr,1978,201
isr,1979,286.39999
isr,1980,295
isr,1981,298.20001
isr,1982,297.10001
isr,1983,354.60001
isr,1984,529.59998
isr,1985,592.09998
isr,1986,571
isr,1987,642.70001
isr,1988,754.40002
isr,1989,816.79999
isr,1990,831.5
isr,1991,863.29999
isr,1992,844.29999
isr,1993,861.79999
isr,1994,956.5
isr,1995,1071.30005
isr,1996,1112.90002
isr,1997,1135.80005
isr,1998,1117.30005
isr,1999,1034.30005
isr,2000,885.704
isr,2001,857.561
isr,2002,1322.718
isr,2003,1394.397
isr,2004,1354.537
isr,2005,1213.475
isr,2006,1124.374
isr,2007,1132.878
isr,2008,901.863
isr,2009,984.612
isr,2010,856.431
isr,2011,883.418
isr,2012,810.90946
isr,2013,801.73058
isr,2014,651.239
isr,2015,758.634
isr,2016,783.925
isr,2017,912.898
isr,2018,994.542
isr,2019,889.334
isr,2020,816.628
ita,1970,275.20001
ita,1971,302.20001
ita,1972,282.20001
ita,1973,406.39999
ita,1974,437.60001
ita,1975,396.60001
ita,1976,443.89999
ita,1977,503.89999
ita,1978,490.10001
ita,1979,483.10001
ita,1980,522.90002
ita,1981,475.70001
ita,1982,566
ita,1983,614.40002
ita,1984,689.40002
ita,1985,756.59998
ita,1986,844.09998
ita,1987,911.59998
ita,1988,1029.19995
ita,1989,1118.69995
ita,1990,1171.30005
ita,1991,1227.69995
ita,1992,1270.40002
ita,1993,1334.90002
ita,1994,1368.5
ita,1995,1469.59998
ita,1996,1459.09998
ita,1997,1443.30005
ita,1998,1475.90002
ita,1999,1614.59998
ita,2000,1748.406
ita,2001,1521.024
ita,2002,1393.803
ita,2003,1373.956
ita,2004,1393.038
ita,2005,1365.128
ita,2006,1377.204
ita,2007,1549.939
ita,2008,1279.021
ita,2009,400
ita,2010,784.96985
ita,2011,760.26837
ita,2012,795.11615
ita,2013,892.93067
ita,2014,989.17988
ita,2015,945.26497
ita,2016,1083.24484
ita,2017,1437.24506
ita,2018,1418.00473
ita,2019,1344.95515
ita,2020,978.76063
jam,1970,2.5
jam,1971,3.3
jam,1972,4.8
jam,1973,5.8
jam,1974,9.7
jam,1975,10.9
jam,1976,11
jam,1977,11.6
jam,1978,13.2
jam,1979,10.7
jam,1980,9.4
jam,1981,9.9
jam,1982,9.7
jam,1983,16.6
jam,1984,19.6
jam,1985,19.1
jam,1986,18.9
jam,1987,24.2
jam,1988,20.6
jam,1989,16.3
jam,1990,18.8
jam,1991,19.7
jam,1992,18.4
jam,1993,19.8
jam,1994,19.8
jam,1995,21.8
jam,1996,24.9
jam,1997,20.9
jam,1998,23.8
jam,1999,29.5
jam,2000,29.196
jam,2001,26.391
jam,2002,56.588
jam,2003,48.859
jam,2004,37.698
jam,2005,15.823
jam,2006,15.348
jam,2007,15.655
jam,2008,16.25
jam,2009,10.272
jam,2010,0
jam,2011,0
jam,2012,0
jam,2013,0
jam,2015,1.396
jam,2016,4.50698
jam,2017,2.83938
jam,2018,4.58628
jam,2019,0
jor,1970,1.2
jor,1971,2.6
jor,1972,4.7
jor,1973,5.4
jor,1974,7.2
jor,1975,13.2
jor,1976,24.5
jor,1977,40.1
jor,1978,51
jor,1979,67
jor,1980,80.2
jor,1981,111.9
jor,1982,129.5
jor,1983,119.3
jor,1984,139.89999
jor,1985,151.8
jor,1986,164.7
jor,1987,186.3
jor,1988,201.5
jor,1989,206
jor,1990,222.8
jor,1991,161.5
jor,1992,175.5
jor,1993,213.5
jor,1994,219.60001
jor,1995,265.20001
jor,1996,296.60001
jor,1997,271
jor,1998,219.2
jor,1999,193.60001
jor,2000,204.022
jor,2001,177.79
jor,2002,197.317
jor,2003,190.326
jor,2004,253.845
jor,2005,223.582
jor,2006,258.557
jor,2007,276.656
jor,2008,140.846
jor,2009,163.192
jor,2010,201.985
jor,2011,196.18455
jor,2012,188.06493
jor,2013,172.126
jor,2014,171.97
jor,2015,169.105
jor,2016,144.2112
jor,2017,158.95506
jor,2018,175.8386
jor,2019,153.56892
jor,2020,74.66289
jpn,1970,379.60001
jpn,1971,464.10001
jpn,1972,585.09998
jpn,1973,753.09998
jpn,1974,739.40002
jpn,1975,852.90002
jpn,1976,1030.80005
jpn,1977,1147.5
jpn,1978,1356.09998
jpn,1979,1624.80005
jpn,1980,1870.69995
jpn,1981,2111.5
jpn,1982,2221.8999
jpn,1983,2528
jpn,1984,2796.30005
jpn,1985,3071.3999
jpn,1986,3608.1001
jpn,1987,4326.2998
jpn,1988,4780.7002
jpn,1989,5128.6001
jpn,1990,5068.7998
jpn,1991,5225.2998
jpn,1992,5185.2002
jpn,1993,5484.2002
jpn,1994,6007.8999
jpn,1995,6538
jpn,1996,6801.2998
jpn,1997,7504.6001
jpn,1998,7514.1001
jpn,1999,8225.59961
jpn,2000,8672.048
jpn,2001,7614.102
jpn,2002,8204.671
jpn,2003,8279.576
jpn,2004,8708.244
jpn,2005,8549.241
jpn,2006,8480.024
jpn,2007,8435.069
jpn,2008,8172.807
jpn,2009,10485.665
jpn,2010,7698.7977
jpn,2011,6545.945
jpn,2012,7045.781
jpn,2013,7715.927
jpn,2014,8661.758
jpn,2015,8661.758
jpn,2016,9360.888
jpn,2017,10684.574
jpn,2018,9420.659
jpn,2019,8919.48
jpn,2020,7841.508
kaz,1992,32.2
kaz,1993,8
kaz,1994,8
kaz,1995,17.6
kaz,1996,16.7
kaz,1997,16.7
kaz,1998,24
kaz,1999,9.8
kaz,2000,11.752
kaz,2001,11.82
kaz,2002,20.263
kaz,2003,20.796
kaz,2004,12.557
kaz,2005,15.825
kaz,2006,16.382
kaz,2007,17.212
kaz,2008,16.487
kaz,2009,14.584
kaz,2010,42.379
kaz,2011,50.977
kaz,2012,53.977
kaz,2013,58.199
kaz,2014,44.61
kaz,2015,37.66901
kaz,2016,38.89446
kaz,2017,49.5077
kaz,2018,49.64306
kaz,2019,49.84901
kaz,2020,23.53957
ken,1970,9.4
ken,1971,9.2
ken,1972,8.5
ken,1973,17
ken,1974,19
ken,1975,15.7
ken,1976,17.9
ken,1977,14.2
ken,1978,22.1
ken,1979,18.5
ken,1980,18
ken,1981,19.1
ken,1982,23.4
ken,1983,30.3
ken,1984,31.5
ken,1985,30.4
ken,1986,39.3
ken,1987,54.3
ken,1988,55.2
ken,1989,47.7
ken,1990,52.2
ken,1991,39.2
ken,1992,51
ken,1993,56.1
ken,1994,57.2
ken,1995,52.8
ken,1996,47.8
ken,1997,50.8
ken,1998,53.9
ken,1999,65.6
ken,2000,77.045
ken,2001,92.732
ken,2002,118.382
ken,2003,141.539
ken,2004,193.459
ken,2005,253.163
ken,2006,301.219
ken,2007,298.083
ken,2008,295.183
ken,2009,271.562
ken,2010,279.9909
ken,2011,191.16066
ken,2012,234.56854
ken,2013,258.08101
ken,2014,248.56658
ken,2015,233.10479
ken,2016,257.57694
ken,2017,275.51228
ken,2018,295.04776
ken,2019,320.95255
ken,2020,113.06282
kgz,1993,0.7
kgz,1994,0.7
kgz,1995,1.1
kgz,1996,1.6
kgz,1997,3.2
kgz,1998,5.2
kgz,1999,6.2
kgz,2000,3.714
kgz,2001,5.569
kgz,2002,6.113
kgz,2003,4.849
kgz,2004,2.116
kgz,2005,2.025
kgz,2006,1.23
kgz,2007,1.23
kgz,2008,2.07
kgz,2009,2.182
kgz,2010,1.3027
kgz,2011,1.48629
kgz,2012,0.78235
kgz,2013,0.59035
kgz,2014,0.23717
kgz,2015,0.06929
kgz,2016,0.08834
kgz,2017,0.02165
kgz,2018,1.26327
kgz,2019,0.49585
kgz,2020,0.00585
khm,1970,0.4
khm,1971,0.7
khm,1972,0.7
khm,1973,0.5
khm,1974,0.5
khm,1975,0.4
khm,1976,0.4
khm,1977,0.4
khm,2002,4.087
khm,2003,3.265
khm,2004,3.143
khm,2005,1.202
khm,2006,1.111
khm,2007,2.03
khm,2008,0.661
khm,2009,0.987
khm,2010,0.02266
khm,2011,0.09516
khm,2012,0.06817
khm,2013,1.07095
khm,2014,1.75384
khm,2015,2.30126
khm,2016,1.44169
khm,2017,0.876
khm,2018,0.67645
khm,2019,0.68861
khm,2020,0
kir,1981,0.3
kir,1982,0.3
kir,1983,1.5
kir,1984,1.7
kir,1985,0.1
kir,1986,0.1
kir,1987,0.1
kir,1989,1
kir,1990,0.8
kir,1991,0.8
kir,1992,0.8
kir,1993,0.8
kir,1994,0.8
kir,1995,0.9
kir,1996,0.9
kir,1997,0.9
kir,1998,0.8
kir,2018,0
kir,2019,0
kir,2020,0
kor,1970,5.6
kor,1971,38
kor,1972,72.7
kor,1973,125.3
kor,1974,200.3
kor,1975,293.20001
kor,1976,348.20001
kor,1977,394.39999
kor,1978,493.39999
kor,1979,666.20001
kor,1980,836
kor,1981,914.79999
kor,1982,1048.59998
kor,1983,1167.09998
kor,1984,1417.30005
kor,1985,1309.09998
kor,1986,1451.19995
kor,1987,1621.09998
kor,1988,1912.90002
kor,1989,2365.1001
kor,1990,2459.3999
kor,1991,2597
kor,1992,3322.69995
kor,1993,4191
kor,1994,4643.2998
kor,1995,5661.2998
kor,1996,6550.8999
kor,1997,7889.2002
kor,1998,7290
kor,1999,8098.3999
kor,2000,7651.338
kor,2001,6827.179
kor,2002,7896.527
kor,2003,6935.935
kor,2004,8072.784
kor,2005,7432.57
kor,2006,7751.658
kor,2007,9039.721
kor,2008,8726.809
kor,2009,15162.607
kor,2010,12942.72733
kor,2011,12381.6339
kor,2012,12290.68063
kor,2013,11112.5146
kor,2014,11124.72618
kor,2015,11293.80127
kor,2016,10805.992
kor,2017,11511.80121
kor,2018,11518.62607
kor,2019,10664.37823
kor,2020,12456.57079
kwt,1970,13.4
kwt,1971,14.4
kwt,1972,16.3
kwt,1973,17
kwt,1974,18
kwt,1975,22.1
kwt,1976,24.7
kwt,1977,32
kwt,1978,38.5
kwt,1979,60.1
kwt,1980,71.6
kwt,1981,107.8
kwt,1982,111.3
kwt,1983,135.2
kwt,1984,171
kwt,1985,164.3
kwt,1986,222.7
kwt,1987,244
kwt,1988,223.10001
kwt,1989,233.39999
kwt,1990,145
kwt,1991,116.2
kwt,1992,209.3
kwt,1993,254.10001
kwt,1994,283.79999
kwt,1995,329.70001
kwt,1996,333.79999
kwt,1997,364.60001
kwt,1998,364.60001
kwt,1999,267.70001
kwt,2000,243.091
kwt,2001,226.332
kwt,2002,254.302
kwt,2003,219.483
kwt,2004,226.93
kwt,2005,241.623
kwt,2006,239.207
kwt,2007,266.337
kwt,2008,279.74
kwt,2009,281.215
kwt,2010,335.09945
kwt,2011,277.54407
kwt,2012,267.254
kwt,2013,245.969
kwt,2014,267.87761
kwt,2015,216.335
kwt,2016,223.00544
kwt,2017,309.86488
kwt,2018,392.36305
kwt,2019,364.64935
kwt,2020,119.71727
lao,1970,0.6
lao,1971,0.4
lao,1972,0.5
lao,1973,0.5
lao,1974,0.5
lao,1975,0.5
lao,1976,0.5
lao,1977,0.1
lao,1978,0.1
lao,1979,0.1
lao,1980,0.1
lao,1981,0.1
lao,1982,0.1
lao,1983,0.1
lao,1984,0.2
lao,1985,0.2
lao,1986,0.2
lao,1987,0.1
lao,1988,0.1
lao,1989,0.1
lao,1990,0.8
lao,1991,0.8
lao,1992,0.8
lao,1993,0.8
lao,1994,0.8
lao,1995,0.9
lao,1996,0.9
lao,1997,0.9
lao,1998,1.7
lao,1999,1.5
lao,2000,1.671
lao,2001,1.64
lao,2002,1.828
lao,2003,1.911
lao,2004,2.261
lao,2005,2.481
lao,2006,2.545
lao,2007,2.625
lao,2008,2.579
lao,2009,2.367
lao,2010,0.122
lao,2011,0.389
lao,2012,0.96648
lao,2013,1.40983
lao,2014,1.37196
lao,2015,1.3565
lao,2016,1.49602
lao,2017,1.47326
lao,2018,0.91145
lao,2019,0.91019
lao,2020,0
lbn,1970,143.10001
lbn,1971,196.8
lbn,1972,269.10001
lbn,1973,391.70001
lbn,1974,418.79999
lbn,1975,470.89999
lbn,1976,573
lbn,1977,540.20001
lbn,1978,510.39999
lbn,1979,589.90002
lbn,1980,530.59998
lbn,1981,465.89999
lbn,1982,461.89999
lbn,1983,610.09998
lbn,1984,487.70001
lbn,1985,199.8
lbn,1986,33.1
lbn,1987,194.8
lbn,1988,309.20001
lbn,1989,283.5
lbn,1990,167.10001
lbn,1991,169.60001
lbn,1992,152.7
lbn,1993,125.2
lbn,1994,138.39999
lbn,1995,128.7
lbn,1996,80.1
lbn,1997,123.5
lbn,1998,108.4
lbn,1999,102.6
lbn,2000,85.204
lbn,2001,74.837
lbn,2002,80.767
lbn,2003,75.056
lbn,2004,84.899
lbn,2005,86.61
lbn,2006,73.556
lbn,2007,81.743
lbn,2008,66.621
lbn,2009,93.983
lbn,2010,48.272
lbn,2011,47.699
lbn,2012,50.619
lbn,2013,70.098
lbn,2014,59.58
lbn,2015,54.077
lbn,2016,45.558
lbn,2017,53.387
lbn,2018,56.569
lbn,2019,51.70094
lbn,2020,19.11662
lbr,1982,0.1
lbr,1983,0.1
lbr,1984,0.1
lbr,1985,0.1
lbr,1986,0.1
lbr,1987,0.1
lbr,1988,0.1
lbr,1989,0.1
lbr,1990,0.1
lbr,1991,0.1
lbr,1992,0.1
lby,1970,1.1
lby,1971,3.1
lby,1972,4.1
lby,1973,3.6
lby,1974,3.4
lby,1975,4.6
lby,1976,6.3
lby,1977,6.8
lby,1978,8.1
lby,1979,8.4
lby,1980,11
lby,1981,13.1
lby,1982,5.4
lby,1983,4.8
lby,1984,5.4
lby,1985,5.4
lby,1986,10.8
lby,1987,8.7
lby,1988,3.8
lby,1989,4.7
lby,1990,10.3
lby,1991,9.4
lby,1992,3.8
lby,1993,0.3
lby,1994,0.3
lby,1995,0.4
lby,1996,0.3
lby,1997,0.3
lby,1998,0.3
lby,1999,0.3
lby,2000,0.328
lby,2001,0.256
lby,2002,0.248
lby,2003,0.283
lby,2004,0.283
lby,2005,0.3
lby,2006,0.324
lby,2007,0.288
lby,2008,0.464
lby,2009,0.365
lby,2010,7.52854
lby,2011,5.72302
lby,2012,2.12825
lby,2013,3.67231
lby,2014,2.90667
lby,2015,2.54943
lby,2016,1.3779
lby,2017,1.23696
lby,2018,0.71115
lby,2019,0.75818
lby,2020,0.61719
lka,1970,1.8
lka,1971,1.9
lka,1972,3.5
lka,1973,2.9
lka,1974,2.6
lka,1975,2
lka,1976,2.4
lka,1977,2.2
lka,1978,0.5
lka,1979,1.8
lka,1980,9.7
lka,1981,26.8
lka,1982,39.8
lka,1983,44.6
lka,1984,59.6
lka,1985,67.6
lka,1986,54.7
lka,1987,49.1
lka,1988,61.7
lka,1989,75.4
lka,1990,93.4
lka,1991,100.7
lka,1992,109.8
lka,1993,104.4
lka,1994,109.9
lka,1995,156
lka,1996,158.60001
lka,1997,173.89999
lka,1998,156.5
lka,1999,179.2
lka,2000,255.708
lka,2001,217.567
lka,2002,203.126
lka,2003,238.009
lka,2004,312.627
lka,2005,310.362
lka,2006,325.413
lka,2007,343.641
lka,2008,331.457
lka,2009,278.998
lka,2010,339.04892
lka,2011,364.50263
lka,2012,405.42043
lka,2013,385.12
lka,2014,384.70865
lka,2015,381.63205
lka,2016,403.07558
lka,2017,398.47346
lka,2018,436.198
lka,2019,394.05
lka,2020,226.479
lso,1980,0.1
lso,1981,0.1
lso,1982,0.2
lso,1983,0.1
lso,1984,0.1
lso,1985,0.2
lso,1986,0.3
lso,1987,0.9
lso,1988,1
lso,1989,0.1
lso,1990,0.1
lso,1991,0.1
lso,1993,0.1
ltu,1992,4.3
ltu,1993,0.6
ltu,1994,1.1
ltu,1995,1.5
ltu,1996,1.8
ltu,1997,2.8
ltu,1998,2.6
ltu,1999,1.8
ltu,2000,1.594
ltu,2001,1.527
ltu,2002,1.514
ltu,2003,1.265
ltu,2004,1.205
ltu,2005,1.295
ltu,2006,1.296
ltu,2007,1.177
ltu,2008,1.289
ltu,2009,7.425
ltu,2010,2.64022
ltu,2011,2.291
ltu,2012,3.056
ltu,2013,4.99992
ltu,2014,0.47126
ltu,2015,0.56565
ltu,2016,0.472
ltu,2017,0.472
ltu,2018,0
ltu,2019,0
ltu,2020,2.80719
lux,1997,2260.19995
lux,1998,2245.5
lux,1999,2506.1001
lux,2000,3523.142
lux,2001,3768.187
lux,2002,4157.515
lux,2003,4347.781
lux,2004,4670.208
lux,2005,5149.686
lux,2006,5270.266
lux,2007,5512.271
lux,2008,5357.932
lux,2009,8369.219
lux,2010,4573.109
lux,2011,4653.873
lux,2012,4402.974
lux,2013,5224.83863
lux,2014,5753.11163
lux,2015,6309.47332
lux,2016,6877.7615
lux,2017,7321.11217
lux,2018,7323.03958
lux,2019,7188.04334
lux,2020,7344.75904
lva,1992,0.6
lva,1993,1.6
lva,1994,2.2
lva,1995,1
lva,1996,1.1
lva,1997,1.1
lva,1998,0.9
lva,1999,0.4
lva,2000,1.103
lva,2001,0.497
lva,2002,0.843
lva,2003,0.465
lva,2004,0.982
lva,2005,1.947
lva,2006,13.194
lva,2007,13.94
lva,2008,13.787
lva,2009,18.375
lva,2010,5.483
lva,2011,5.31354
lva,2012,4.057
lva,2013,3.76
lva,2014,3.511
lva,2015,2.278
lva,2016,2.157
lva,2017,2.83108
lva,2018,4.01487
lva,2019,5.16376
lva,2020,4.32123
mac,2000,21.899
mac,2001,22.616
mac,2002,30.455
mac,2003,45.973
mac,2004,106.863
mac,2005,169.805
mac,2006,180.83
mac,2007,185.079
mac,2008,98.06
mac,2009,32.116
mac,2010,36.71379
mac,2011,25.09099
mac,2012,19.06999
mac,2013,20.07111
mac,2014,23.87158
mac,2015,25.435
mac,2016,29.39461
mac,2017,32.76585
mac,2018,31.84376
mac,2019,26.02953
mac,2020,8.99441
mar,1970,4.8
mar,1971,6.2
mar,1972,5.3
mar,1973,7.2
mar,1974,7.3
mar,1975,11
mar,1976,17.6
mar,1977,22.6
mar,1978,22.5
mar,1979,30.4
mar,1980,25.6
mar,1981,30.4
mar,1982,38.8
mar,1983,33.9
mar,1984,30.7
mar,1985,36.2
mar,1986,43.9
mar,1987,50.9
mar,1988,48.8
mar,1989,34
mar,1990,31.5
mar,1991,55.9
mar,1992,56.6
mar,1993,53.3
mar,1994,49.3
mar,1995,57.7
mar,1996,57
mar,1997,53.9
mar,1998,58
mar,1999,57.8
mar,2000,62.545
mar,2001,62.97
mar,2002,51.185
mar,2003,52.553
mar,2004,61.898
mar,2005,60.764
mar,2006,50.626
mar,2007,44.809
mar,2008,55.478
mar,2009,62.807
mar,2010,64.571
mar,2011,40.98432
mar,2012,38.84086
mar,2013,43.32146
mar,2014,47.00025
mar,2015,52.9136
mar,2016,53.82625
mar,2017,77.93581
mar,2018,97.71152
mar,2019,102.19214
mar,2020,46.24468
mco,2000,0
mco,2001,0
mco,2002,0
mco,2003,0
mco,2004,0
mco,2005,0
mco,2006,0
mco,2007,0
mco,2008,0
mco,2009,0
mco,2010,0
mco,2011,0
mco,2012,0
mco,2013,0
mco,2018,0
mco,2019,0
mco,2020,0
mda,1992,10.6
mda,1993,1.8
mda,1994,1.8
mda,1995,0.7
mda,1996,0.8
mda,1997,0.7
mda,1998,0.4
mda,1999,0.8
mda,2000,0.617
mda,2001,0.225
mda,2002,0.253
mda,2003,0.54
mda,2004,0.595
mda,2005,0.62
mda,2006,0.78
mda,2007,0.895
mda,2008,0.813
mda,2009,0.686
mda,2010,1.00226
mda,2011,1.18356
mda,2012,1.07716
mda,2013,0.83144
