geo,time,sh_xpd_ghed_pp_cd
blr,2008,503.90673
blr,2009,492.83628
blr,2010,595.23082
blr,2011,514.06557
blr,2012,625.4675
blr,2013,679.26111
blr,2014,642.25761
blr,2015,668.67224
blr,2016,747.63646
blr,2017,731.349
blr,2018,756.93264
blr,2019,843.60183
blz,2000,102.93517
blz,2001,137.35894
blz,2002,146.77856
blz,2003,150.85552
blz,2004,154.54716
blz,2005,165.67786
blz,2006,189.61219
blz,2007,234.24923
blz,2008,283.19329
blz,2009,275.96789
blz,2010,285.65694
blz,2011,287.20077
blz,2012,261.32908
blz,2013,272.09297
blz,2014,279.88075
blz,2015,292.28168
blz,2016,303.54183
blz,2017,282.12712
blz,2018,292.85251
blz,2019,311.41518
bol,2000,83.60266
bol,2001,91.61402
bol,2002,93.17756
bol,2003,101.31324
bol,2004,97.9584
bol,2005,112.5266
bol,2006,113.19983
bol,2007,126.99927
bol,2008,131.54017
bol,2009,157.48813
bol,2010,157.97431
bol,2011,164.93346
bol,2012,177.4337
bol,2013,216.12937
bol,2014,260.56725
bol,2015,307.21642
bol,2016,332.19843
bol,2017,374.65117
bol,2018,428.75576
bol,2019,449.32617
bra,2000,314.42272
bra,2001,325.32943
bra,2002,352.71262
bra,2003,341.61111
bra,2004,362.13206
bra,2005,367.60833
bra,2006,412.29458
bra,2007,437.31821
bra,2008,466.53496
bra,2009,491.94191
bra,2010,511.49688
bra,2011,521.24032
bra,2012,504.7478
bra,2013,553.5774
bra,2014,581.40823
bra,2015,568.21578
bra,2016,562.89566
bra,2017,574.1793
bra,2018,591.21572
bra,2019,610.22142
brb,2000,351.26116
brb,2001,371.89186
brb,2002,404.24827
brb,2003,502.50018
brb,2004,602.64921
brb,2005,573.63045
brb,2006,596.29307
brb,2007,554.7226
brb,2008,615.95827
brb,2009,639.08238
brb,2010,583.94874
brb,2011,545.52156
brb,2012,658.92572
brb,2013,583.71557
brb,2014,498.58424
brb,2015,496.39744
brb,2016,502.6151
brb,2017,474.19625
brb,2018,471.81474
brb,2019,461.26843
brn,2000,1578.78688
brn,2001,1604.51007
brn,2002,1660.11036
brn,2003,1740.44034
brn,2004,1734.09027
brn,2005,1557.60625
brn,2006,1438.22511
brn,2007,1519.97342
brn,2008,1495.64311
brn,2009,1878.93629
brn,2010,1677.8375
brn,2011,1432.07683
brn,2012,1488.83064
brn,2013,1440.91242
brn,2014,1443.54884
brn,2015,1418.67383
brn,2016,1363.14441
brn,2017,1309.83067
brn,2018,1420.09577
brn,2019,1321.34021
btn,2000,92.40477
btn,2001,97.16888
btn,2002,99.94808
btn,2003,94.41803
btn,2004,107.96719
btn,2005,100.74299
btn,2006,102.48673
btn,2007,128.69481
btn,2008,124.8176
btn,2009,148.21207
btn,2010,158.23675
btn,2011,166.25333
btn,2012,186.41381
btn,2013,196.40742
btn,2014,200.46639
btn,2015,252.59394
btn,2016,260.99901
btn,2017,264.90386
btn,2018,292.91969
btn,2019,317.91228
bwa,2000,280.6358
bwa,2001,307.91136
bwa,2002,348.97089
bwa,2003,350.51621
bwa,2004,343.07846
bwa,2005,304.95844
bwa,2006,320.67649
bwa,2007,386.37253
bwa,2008,487.38566
bwa,2009,415.61722
bwa,2010,476.00098
bwa,2011,505.67431
bwa,2012,538.37611
bwa,2013,585.24069
bwa,2014,619.21825
bwa,2015,603.23217
bwa,2016,638.46293
bwa,2017,800.80677
bwa,2018,847.00939
bwa,2019,881.14838
caf,2000,10.97661
caf,2001,10.31038
caf,2002,10.32694
caf,2003,11.01771
caf,2004,11.11136
caf,2005,8.15489
caf,2006,10.19616
caf,2007,10.93248
caf,2008,7.39131
caf,2009,6.79715
caf,2010,5.60868
caf,2011,4.20963
caf,2012,6.86162
caf,2013,7.25879
caf,2014,5.12213
caf,2015,3.58762
caf,2016,5.10247
caf,2017,6.65269
caf,2018,6.75232
caf,2019,8.29152
can,2000,1770.00761
can,2001,1905.79734
can,2002,1998.05538
can,2003,2141.51246
can,2004,2255.10444
can,2005,2403.17604
can,2006,2474.44187
can,2007,2596.57094
can,2008,2698.3386
can,2009,2915.10837
can,2010,2986.78252
can,2011,3025.21859
can,2012,3111.40567
can,2013,3239.85818
can,2014,3287.7698
can,2015,3355.85458
can,2016,3541.25457
can,2017,3635.53272
can,2018,3808.62359
can,2019,3873.70149
che,2000,960.44928
che,2001,1076.21916
che,2002,1204.14763
che,2003,1236.13395
che,2004,1272.17926
che,2005,1300.62145
che,2006,1359.68421
che,2007,1479.06221
che,2008,1632.58862
che,2009,1737.81035
che,2010,1775.2065
che,2011,1924.07241
che,2012,2083.61131
che,2013,2147.87303
che,2014,2197.50267
che,2015,2324.83442
che,2016,2398.62377
che,2017,2521.21656
che,2018,2637.39216
che,2019,2739.74039
chl,2000,240.58001
chl,2001,259.3299
chl,2002,281.86525
chl,2003,304.07953
chl,2004,321.7333
chl,2005,330.41248
chl,2006,393.13633
chl,2007,442.12142
chl,2008,484.13127
chl,2009,545.92218
chl,2010,579.59399
chl,2011,649.61981
chl,2012,723.84638
chl,2013,796.00885
chl,2014,849.23201
chl,2015,904.91873
chl,2016,991.35468
chl,2017,1118.43275
chl,2018,1151.54964
chl,2019,1234.30865
chn,2000,28.17274
chn,2001,30.50155
chn,2002,38.3951
chn,2003,48.24578
chn,2004,56.12903
chn,2005,67.85375
chn,2006,79.36103
chn,2007,95.78035
chn,2008,128.23294
chn,2009,174.14736
chn,2010,196.85223
chn,2011,232.8046
chn,2012,278.29376
chn,2013,314.56615
chn,2014,343.04631
chn,2015,377.71454
chn,2016,382.64325
chn,2017,400.32255
chn,2018,442.41382
chn,2019,492.72263
civ,2000,18.58955
civ,2001,16.13067
civ,2002,16.79455
civ,2003,15.67554
civ,2004,17.33535
civ,2005,16.822
civ,2006,18.15243
civ,2007,19.57171
civ,2008,20.51938
civ,2009,23.10792
civ,2010,20.48729
civ,2011,19.48706
civ,2012,27.08223
civ,2013,28.45555
civ,2014,33.61626
civ,2015,37.43063
civ,2016,40.69501
civ,2017,45.86213
civ,2018,46.74213
civ,2019,52.21546
cmr,2000,13.09298
cmr,2001,16.60727
cmr,2002,19.79498
cmr,2003,20.25906
cmr,2004,17.51094
cmr,2005,16.70451
cmr,2006,17.1018
cmr,2007,15.57562
cmr,2008,15.1379
cmr,2009,12.62157
cmr,2010,11.45559
cmr,2011,16.57247
cmr,2012,18.93823
cmr,2013,15.03525
cmr,2014,19.53649
cmr,2015,12.35453
cmr,2016,12.90696
cmr,2017,5.17544
cmr,2018,7.76821
cmr,2019,4.57036
cod,2000,0.2774
cod,2001,0.46298
cod,2002,0.46078
cod,2003,1.05772
cod,2004,0.91128
cod,2005,1.13143
cod,2006,1.23386
cod,2007,1.40051
cod,2008,1.75956
cod,2009,1.88478
cod,2010,2.52208
cod,2011,2.36866
cod,2012,3.56618
cod,2013,3.75563
cod,2014,4.68056
cod,2015,5.99415
cod,2016,5.31198
cod,2017,4.3826
cod,2018,5.57628
cod,2019,6.4243
cog,2000,19.62331
cog,2001,36.64317
cog,2002,17.17752
cog,2003,19.88849
cog,2004,17.6955
cog,2005,18.85513
cog,2006,26.05742
cog,2007,25.518
cog,2008,50.08333
cog,2009,30.63474
cog,2010,44.31741
cog,2011,35.35627
cog,2012,51.88604
cog,2013,56.84523
cog,2014,56.16472
cog,2015,51.9109
cog,2016,45.98668
cog,2017,40.98498
cog,2018,27.12869
cog,2019,30.71125
col,2000,278.53273
col,2001,302.53087
col,2002,303.83604
col,2003,324.2096
col,2004,329.92381
col,2005,359.13017
col,2006,408.53976
col,2007,444.1382
col,2008,478.25658
col,2009,535.05596
col,2010,542.63257
col,2011,572.56799
col,2012,560.78108
col,2013,617.70768
col,2014,666.50641
col,2015,699.87767
col,2016,731.57608
col,2017,773.04304
col,2018,811.81152
col,2019,865.70311
com,2000,15.51428
com,2001,9.54089
com,2002,17.8015
com,2003,16.12608
com,2004,15.02956
com,2005,13.89951
com,2006,13.14016
com,2007,11.80032
com,2008,9.38283
com,2009,8.21939
com,2010,8.12042
com,2011,22.35915
com,2012,19.97494
com,2013,17.39514
com,2014,15.07606
com,2015,12.63016
com,2016,16.43861
com,2017,20.49342
com,2018,24.04974
com,2019,27.09947
cpv,2000,97.65005
cpv,2001,110.06959
cpv,2002,115.57836
cpv,2003,115.23468
cpv,2004,122.82627
cpv,2005,128.03527
cpv,2006,140.90989
cpv,2007,158.28077
cpv,2008,140.06505
cpv,2009,155.88396
cpv,2010,161.15411
cpv,2011,170.9517
cpv,2012,178.9283
cpv,2013,177.02308
cpv,2014,174.94417
cpv,2015,190.27952
cpv,2016,194.76803
cpv,2017,217.96829
cpv,2018,225.64927
cpv,2019,243.11555
cri,2000,335.45705
cri,2001,346.88637
cri,2002,387.65365
cri,2003,408.2949
cri,2004,407.9534
cri,2005,419.59503
cri,2006,491.97183
cri,2007,544.83817
cri,2008,627.7953
cri,2009,680.74934
cri,2010,746.61094
cri,2011,772.26257
cri,2012,788.18227
cri,2013,818.49194
cri,2014,874.53068
cri,2015,943.38246
cri,2016,1027.90703
cri,2017,1058.36492
cri,2018,1107.78586
cri,2019,1186.81943
cub,2000,458.58593
cub,2001,519.09151
cub,2002,572.63689
cub,2003,602.03252
cub,2004,599.00566
cub,2005,907.59686
cub,2006,1105.39814
cub,2007,1660.47963
cub,2008,1796.62789
cub,2009,2012.60986
cub,2010,1853.29169
cub,2011,1931.53649
cub,2012,1637.10588
cub,2013,1952.67214
cub,2014,2442.62787
cub,2015,2872.83565
cub,2016,2234.47659
cub,2017,2251.86812
cub,2018,2239.78474
cub,2019,2320.94787
cyp,2000,466.72172
cyp,2001,513.77309
cyp,2002,590.47563
cyp,2003,604.67063
cyp,2004,582.62642
cyp,2005,630.53921
cyp,2006,708.00812
cyp,2007,768.66891
cyp,2008,883.24565
cyp,2009,945.39231
cyp,2010,1009.84596
cyp,2011,1031.94337
cyp,2012,960.26375
cyp,2013,956.68563
cyp,2014,883.47372
cyp,2015,908.53253
cyp,2016,1002.28626
cyp,2017,1059.25946
cyp,2018,1214.46544
cyp,2019,1689.85932
cze,2000,819.55215
cze,2001,902.46777
cze,2002,992.6451
cze,2003,1114.11653
cze,2004,1163.76639
cze,2005,1195.50037
cze,2006,1261.03617
cze,2007,1322.3536
cze,2008,1440.01417
cze,2009,1672.06107
cze,2010,1596.62953
cze,2011,1683.05774
cze,2012,1706.48171
cze,2013,1984.65211
cze,2014,2041.27877
cze,2015,2007.58233
cze,2016,2102.91127
cze,2017,2277.73247
cze,2018,2645.62713
cze,2019,2833.72104
deu,2000,2105.44779
deu,2001,2203.47479
deu,2002,2313.85145
deu,2003,2405.77605
deu,2004,2410.39302
deu,2005,2480.08947
deu,2006,2611.02719
deu,2007,2736.73826
deu,2008,2913.6449
deu,2009,3128.60874
deu,2010,3273.1209
deu,2011,3460.06342
deu,2012,3554.64515
deu,2013,3787.76462
deu,2014,4001.68489
deu,2015,4122.76736
deu,2016,4400.76416
deu,2017,4685.21513
deu,2018,5041.9
deu,2019,5237.68408
dji,2000,34.00101
dji,2001,30.72084
dji,2002,32.49401
dji,2003,39.25885
dji,2004,39.02611
dji,2005,39.70159
dji,2006,52.20535
dji,2007,55.83324
dji,2008,62.70815
dji,2009,65.86002
dji,2010,66.66671
dji,2011,82.9414
dji,2012,74.81228
dji,2013,74.17315
dji,2014,75.70306
dji,2015,77.92932
dji,2016,62.40774
dji,2017,56.22356
dji,2018,60.06816
dji,2019,55.88846
dma,2000,218.87275
dma,2001,171.15657
dma,2002,159.68614
dma,2003,191.06825
dma,2004,191.68065
dma,2005,215.4075
dma,2006,223.77131
dma,2007,228.29615
dma,2008,258.44283
dma,2009,263.07681
dma,2010,296.39768
dma,2011,321.41776
dma,2012,346.10175
dma,2013,332.84479
dma,2014,350.45733
dma,2015,362.35024
dma,2016,398.02734
dma,2017,427.47516
dma,2018,488.63178
dma,2019,435.35237
dnk,2000,1934.53831
dnk,2001,2078.87599
dnk,2002,2237.8182
dnk,2003,2303.24442
dnk,2004,2479.94763
dnk,2005,2603.64397
dnk,2006,2872.31832
dnk,2007,3049.11408
dnk,2008,3309.46499
dnk,2009,3646.40094
dnk,2010,3738.82853
dnk,2011,3776.24014
dnk,2012,3861.07436
dnk,2013,4012.82147
dnk,2014,4113.9645
dnk,2015,4240.31832
dnk,2016,4451.68785
dnk,2017,4682.89375
dnk,2018,4864.54514
dnk,2019,5010.25629
dom,2000,113.55328
dom,2001,116.65175
dom,2002,120.32093
dom,2003,82.3157
dom,2004,84.60335
dom,2005,114.31322
dom,2006,127.66989
dom,2007,170.14198
dom,2008,222.50973
dom,2009,245.58449
dom,2010,287.12833
dom,2011,323.45895
dom,2012,328.89526
dom,2013,346.77553
dom,2014,331.60493
dom,2015,349.05893
dom,2016,429.27392
dom,2017,448.87675
dom,2018,460.84387
dom,2019,511.84203
dza,2000,212.07862
dza,2001,256.71512
dza,2002,260.96576
dza,2003,276.71245
dza,2004,267.82745
dza,2005,255.67743
dza,2006,270.49492
dza,2007,328.3202
dza,2008,382.47595
dza,2009,483.3179
dza,2010,465.61135
dza,2011,502.18516
dza,2012,582.17244
dza,2013,559.91472
dza,2014,613.04461
dza,2015,590.80915
dza,2016,519.89179
dza,2017,486.09414
dza,2018,483.97237
dza,2019,487.79007
ecu,2000,56.11448
ecu,2001,76.48969
ecu,2002,89.46346
ecu,2003,108.64583
ecu,2004,123.31463
ecu,2005,127.8719
ecu,2006,146.09373
ecu,2007,169.67403
ecu,2008,185.68084
ecu,2009,209.97983
ecu,2010,257.68847
ecu,2011,302.18056
ecu,2012,354.48367
ecu,2013,426.66191
ecu,2014,481.95992
ecu,2015,476.9755
ecu,2016,487.28275
ecu,2017,528.00678
ecu,2018,583.86749
ecu,2019,577.26192
egy,2000,105.52429
egy,2001,116.88101
egy,2002,122.59913
egy,2003,111.0788
egy,2004,110.3916
egy,2005,117.54548
egy,2006,139.51261
egy,2007,135.56407
egy,2008,142.47107
egy,2009,147.34639
egy,2010,136.94232
egy,2011,150.18281
egy,2012,150.00737
egy,2013,161.48077
egy,2014,161.75618
egy,2015,191.9497
egy,2016,185.31029
egy,2017,192.16628
egy,2018,165.51209
egy,2019,161.76988
eri,2000,25.92838
eri,2001,24.28643
eri,2002,28.77356
eri,2003,21.42821
eri,2004,19.94344
eri,2005,11.10495
eri,2006,10.52578
eri,2007,15.85125
eri,2008,15.55503
eri,2009,12.00368
eri,2010,13.18672
eri,2011,12.5315
eri,2012,13.23856
eri,2013,11.74814
eri,2014,10.2385
eri,2015,11.76655
eri,2016,12.4772
eri,2017,15.48764
eri,2018,11.33365
eri,2019,14.40908
esp,2000,1064.7685
esp,2001,1124.25631
esp,2002,1205.27809
esp,2003,1357.27552
esp,2004,1440.11703
esp,2005,1539.98023
esp,2006,1747.01617
esp,2007,1874.99675
esp,2008,2055.94717
esp,2009,2201.56094
esp,2010,2156.51425
esp,2011,2150.61421
esp,2012,2092.51127
esp,2013,2083.46382
esp,2014,2139.68139
esp,2015,2271.38422
esp,2016,2390.74898
esp,2017,2508.72563
esp,2018,2661.77091
esp,2019,2813.43303
est,2000,369.0687
est,2001,384.76733
est,2002,416.81232
est,2003,483.6111
est,2004,548.43786
est,2005,620.51565
est,2006,685.99801
est,2007,827.83124
est,2008,993.11417
est,2009,1034.87399
est,2010,1013.84754
est,2011,1069.89435
est,2012,1152.46216
est,2013,1245.05112
est,2014,1334.35869
est,2015,1406.1018
est,2016,1531.34143
est,2017,1647.91842
est,2018,1791.90288
est,2019,1947.34538
eth,2000,8.6856
eth,2001,10.4663
eth,2002,10.82936
eth,2003,11.47161
eth,2004,7.58027
eth,2005,11.07807
eth,2006,7.97172
eth,2007,10.56189
eth,2008,4.47634
eth,2009,8.41384
eth,2010,9.70868
eth,2011,4.32554
eth,2012,12.94459
eth,2013,14.11506
eth,2014,10.81999
eth,2015,16.00015
eth,2016,16.90987
eth,2017,17.41109
eth,2018,16.61091
eth,2019,17.05324
fin,2000,1435.99935
fin,2001,1533.08835
fin,2002,1672.05606
fin,2003,1776.3334
fin,2004,1950.46681
fin,2005,2061.87703
fin,2006,2239.81187
fin,2007,2397.78761
fin,2008,2633.17264
fin,2009,2749.37668
fin,2010,2798.11915
fin,2011,2986.57084
fin,2012,3126.27899
fin,2013,3232.92215
fin,2014,3249.40991
fin,2015,3219.38456
fin,2016,3278.40861
fin,2017,3385.03701
fin,2018,3527.34051
fin,2019,3776.03916
fji,2000,166.36
fji,2001,137.02087
fji,2002,151.31947
fji,2003,157.03957
fji,2004,169.01469
fji,2005,190.40834
fji,2006,203.10478
fji,2007,204.12321
fji,2008,186.30775
fji,2009,181.77672
fji,2010,187.1576
fji,2011,169.16818
fji,2012,183.26713
fji,2013,193.33974
fji,2014,234.43755
fji,2015,260.46909
fji,2016,264.74232
fji,2017,283.45508
fji,2018,329.04465
fji,2019,356.56942
fra,2000,1830.53415
fra,2001,1954.1345
fra,2002,2099.87304
fra,2003,2073.84553
fra,2004,2158.22374
fra,2005,2274.78133
fra,2006,2415.05516
fra,2007,2514.02708
fra,2008,2617.75854
fra,2009,2784.02728
fra,2010,2857.45229
fra,2011,2956.49057
fra,2012,3009.66614
fra,2013,3197.52071
fra,2014,3274.32337
fra,2015,3388.73085
fra,2016,3704.32765
fra,2017,3838.26965
fra,2018,3964.39201
fra,2019,4136.5186
fsm,2000,38.30798
fsm,2001,41.86241
fsm,2002,39.77307
fsm,2003,51.16369
fsm,2004,56.33841
fsm,2005,68.09801
fsm,2006,69.34719
fsm,2007,66.39896
fsm,2008,79.95563
fsm,2009,60.69682
fsm,2010,65.87597
fsm,2011,91.42577
fsm,2012,76.77256
fsm,2013,79.77743
fsm,2014,94.43708
fsm,2015,94.70839
fsm,2016,103.39718
fsm,2017,97.04544
fsm,2018,95.7615
fsm,2019,103.1906
gab,2000,147.36325
gab,2001,178.30756
gab,2002,167.57001
gab,2003,203.79974
gab,2004,194.62311
gab,2005,153.62058
gab,2006,172.10415
gab,2007,187.33717
gab,2008,154.24789
gab,2009,219.9996
gab,2010,233.42535
gab,2011,247.96451
gab,2012,227.71056
gab,2013,275.5389
gab,2014,233.12937
gab,2015,230.12038
gab,2016,287.23175
gab,2017,264.08842
gab,2018,243.01976
gab,2019,260.65611
gbr,2000,1461.1156
gbr,2001,1608.43093
gbr,2002,1787.59495
gbr,2003,1931.43867
gbr,2004,2152.87994
gbr,2005,2244.55887
gbr,2006,2457.14919
gbr,2007,2517.77576
