geo,time,dt_nfl_wfpg_cd
bfa,1998,6360000.13351
bfa,1999,4349999.90463
bfa,2000,1080000.04292
bfa,2001,1200000.04768
bfa,2002,2160000.08583
bfa,2003,4179999.82834
bfa,2004,4500000
bfa,2005,2140000.1049
bfa,2006,2380000.11444
bfa,2007,3319999.93324
bfa,2008,2940000.05722
bfa,2009,9579999.92371
bfa,2010,7750000
bfa,2011,2829999.92371
bfa,2012,5593461.03668
bfa,2013,5643432.14035
bfa,2014,3425280.09415
bfa,2015,3431876.89781
bfa,2016,3227956.29501
bfa,2017,2415489.91203
bfa,2018,7877161.97968
bfa,2019,7095190.04822
bgd,1972,9960000.03815
bgd,1973,6280000.20981
bgd,1974,589999.97377
bgd,1975,16370000.83923
bgd,1976,21979999.54224
bgd,1977,40409999.84741
bgd,1978,41639999.38965
bgd,1979,36740001.67847
bgd,1980,13210000.03815
bgd,1981,27959999.08447
bgd,1982,44069999.69482
bgd,1983,35430000.30518
bgd,1984,71809997.55859
bgd,1985,26200000.76294
bgd,1986,40009998.32153
bgd,1987,59439998.62671
bgd,1988,53090000.15259
bgd,1989,58349998.47412
bgd,1990,51189998.62671
bgd,1991,47580001.83105
bgd,1992,76550003.05176
bgd,1993,25000000
bgd,1994,67000000
bgd,1995,40740001.67847
bgd,1996,3430000.06676
bgd,1997,39580001.83105
bgd,1998,16079999.92371
bgd,1999,23110000.61035
bgd,2000,8920000.07629
bgd,2001,23530000.68665
bgd,2002,25409999.84741
bgd,2003,16120000.83923
bgd,2004,9939999.58038
bgd,2005,18180000.30518
bgd,2006,5070000.17166
bgd,2007,11600000.38147
bgd,2008,9630000.11444
bgd,2009,21889999.38965
bgd,2010,19389999.38965
bgd,2011,9920000.07629
bgd,2012,10358779.90723
bgd,2013,6204455.85251
bgd,2014,5614349.84207
bgd,2015,3100733.04176
bgd,2016,1110893.01109
bgd,2017,636730.01528
bgd,2018,11555230.14069
bgd,2019,7921649.93286
bgr,1991,1460000.03815
bih,1995,150000.00596
blz,1979,100000.00149
blz,1983,119999.99732
blz,2000,50000.00075
blz,2001,200000.00298
bol,1969,300000.01192
bol,1970,250000
bol,1971,1080000.04292
bol,1972,-629999.99523
bol,1973,670000.01669
bol,1974,1429999.94755
bol,1975,1029999.97139
bol,1976,1019999.98093
bol,1977,2500000
bol,1978,3039999.96185
bol,1979,5760000.22888
bol,1980,2740000.00954
bol,1981,1720000.02861
bol,1982,2799999.95232
bol,1983,3519999.98093
bol,1984,3549999.95232
bol,1985,5300000.19073
bol,1986,5219999.79019
bol,1987,7360000.13351
bol,1988,7789999.96185
bol,1989,11829999.92371
bol,1990,6559999.94278
bol,1991,6380000.11444
bol,1992,6309999.94278
bol,1993,10619999.88556
bol,1994,2119999.88556
bol,1995,6769999.98093
bol,1996,1679999.94755
bol,1997,6199999.80927
bol,1998,4400000.09537
bol,1999,4469999.79019
bol,2000,5670000.07629
bol,2001,2740000.00954
bol,2002,2839999.91417
bol,2003,2569999.93324
bol,2004,2170000.07629
bol,2005,3240000.00954
bol,2006,2900000.09537
bol,2007,4619999.88556
bol,2008,4159999.84741
bol,2009,1419999.95708
bol,2010,759999.99046
bol,2011,2099999.90463
bol,2012,390544.1761
bol,2013,566116.98866
bol,2014,1762359.97677
bol,2015,574921.01192
bol,2016,52792.00152
bol,2017,58210.0004
bol,2018,502914.36911
bol,2019,1499869.94267
bra,1969,910000.02623
bra,1970,620000.00477
bra,1971,1200000.04768
bra,1972,670000.01669
bra,1973,1509999.99046
bra,1974,3019999.98093
bra,1975,3430000.06676
bra,1976,3819999.93324
bra,1977,1779999.97139
bra,1978,500000
bra,1979,6070000.17166
bra,1980,6059999.94278
bra,1981,4280000.20981
bra,1982,1590000.03338
bra,1983,1399999.97616
bra,1984,6429999.82834
bra,1985,9239999.77112
bra,1986,2700000.04768
bra,1987,19959999.08447
bra,1988,3920000.07629
bra,1989,13649999.61853
bra,1990,12569999.69482
bra,1991,12460000.03815
bra,1992,9670000.07629
bra,1993,9210000.03815
bra,1994,7150000.09537
bra,1995,1379999.99523
brb,1969,100000.00149
brb,1970,90000.00358
brb,1971,140000.0006
brb,1972,180000.00715
brb,1973,109999.9994
brb,1974,209999.99344
brb,1975,670000.01669
brb,1976,509999.99046
brb,1977,389999.98569
brb,1978,349999.99404
