geo,time,sh_xpd_ehex_pc_cd
arg,2019,2.37137
arm,2000,3.33912
arm,2001,5.81031
arm,2002,4.72941
arm,2003,3.49179
arm,2004,3.93756
arm,2005,11.24964
arm,2006,14.61112
arm,2007,21.08779
arm,2008,15.68271
arm,2009,11.60317
arm,2010,11.0832
arm,2011,10.41331
arm,2012,9.95701
arm,2013,8.21112
arm,2014,6.20558
arm,2015,3.95229
arm,2016,6.6882
arm,2017,5.22125
arm,2018,5.13827
arm,2019,5.21522
atg,2000,1.78778
atg,2001,0.41171
atg,2002,0.75423
atg,2003,0
atg,2004,0.25239
atg,2005,0.9718
atg,2006,0.9052
atg,2007,0.99104
atg,2008,1.26437
atg,2009,0.16351
atg,2010,0.89335
atg,2011,0.37049
atg,2012,0
atg,2013,1.67371
atg,2014,0
atg,2015,0
atg,2016,0.10548
atg,2017,0.17131
atg,2018,0.78492
atg,2019,0.35331
aus,2000,0
aus,2001,0
aus,2002,0
aus,2003,0
aus,2004,0
aus,2005,0
aus,2006,0
aus,2007,0
aus,2008,0
aus,2009,0
aus,2010,0
aus,2011,0
aus,2012,0
aus,2013,0
aus,2014,0
aus,2015,0
aus,2016,0
aus,2017,0
aus,2018,0
aus,2019,0
aut,2000,0
aut,2001,0
aut,2002,0
aut,2003,0
aut,2004,0
aut,2005,0
aut,2006,0
aut,2007,0
aut,2008,0
aut,2009,0
aut,2010,0
aut,2011,0
aut,2012,0
aut,2013,0
aut,2014,0
aut,2015,0
aut,2016,0
aut,2017,0
aut,2018,0
aut,2019,0
aze,2000,0.38195
aze,2001,0.23943
aze,2002,0.17145
aze,2003,0.63035
aze,2004,0.49193
aze,2005,0.31405
aze,2006,0.85795
aze,2007,1.29576
aze,2008,1.3762
aze,2009,1.56282
aze,2010,2.16401
aze,2011,2.44265
aze,2012,4.03589
aze,2013,1.88887
aze,2014,2.73262
aze,2015,1.88291
aze,2016,0.79746
aze,2017,1.04063
aze,2018,1.10636
aze,2019,0.58318
bdi,2000,0.05979
bdi,2001,1.71448
bdi,2002,1.24786
bdi,2003,1.28805
bdi,2004,2.3777
bdi,2005,3.62934
bdi,2006,4.57121
bdi,2007,4.79303
bdi,2008,5.38153
bdi,2009,7.90206
bdi,2010,11.33212
bdi,2011,6.71077
bdi,2012,6.18675
bdi,2013,9.53805
bdi,2014,2.49721
bdi,2015,1.9202
bdi,2016,7.00369
bdi,2017,7.24933
bdi,2018,7.30408
bdi,2019,5.27631
bel,2003,0
bel,2004,0
bel,2005,0
bel,2006,0
bel,2007,0
bel,2008,0
bel,2009,0
bel,2010,0
bel,2011,0
bel,2012,0
bel,2013,0
bel,2014,0
bel,2015,0
bel,2016,0
bel,2017,0
bel,2018,0
bel,2019,0
ben,2000,2.663
ben,2001,2.86665
ben,2002,3.2241
ben,2003,4.31327
ben,2004,4.95465
ben,2005,4.89072
ben,2006,5.09229
ben,2007,6.98718
ben,2008,7.87469
ben,2009,6.76975
ben,2010,7.99945
ben,2011,9.04989
ben,2012,14.16935
ben,2013,9.09736
ben,2014,9.84921
ben,2015,10.71771
ben,2016,9.10351
ben,2017,5.79767
ben,2018,9.33565
ben,2019,7.08868
bfa,2000,1.60675
bfa,2001,1.51174
bfa,2002,1.9431
bfa,2003,3.73758
bfa,2004,4.70991
bfa,2005,6.40322
bfa,2006,7.56715
bfa,2007,12.05888
bfa,2008,10.96673
bfa,2009,9.82603
bfa,2010,14.06094
bfa,2011,11.39251
bfa,2012,13.33097
bfa,2013,12.92864
bfa,2014,9.35779
bfa,2015,8.27168
bfa,2016,9.62136
bfa,2017,8.01115
bfa,2018,6.11453
bfa,2019,6.68968
bgd,2000,0.68112
bgd,2001,0.83741
bgd,2002,0.94874
bgd,2003,1.00883
bgd,2004,1.12747
bgd,2005,1.11324
bgd,2006,1.01992
bgd,2007,1.1729
bgd,2008,1.34531
bgd,2009,1.71891
bgd,2010,1.91088
bgd,2011,2.01591
bgd,2012,2.19585
bgd,2013,2.48939
bgd,2014,2.55185
bgd,2015,2.63658
bgd,2016,2.70341
bgd,2017,2.53148
bgd,2018,2.73393
bgd,2019,2.80507
bhr,2000,0
bhr,2001,0
bhr,2002,0
bhr,2003,0
bhr,2004,0
bhr,2005,0
bhr,2006,0
bhr,2007,0
bhr,2008,0
bhr,2009,0
bhr,2010,0
bhr,2011,0
bhr,2012,0
bhr,2013,0
bhr,2014,0
bhr,2015,0
bhr,2016,0
bhr,2017,0
bhr,2018,0
bhr,2019,0
bhs,2000,6.71026
bhs,2001,6.60899
bhs,2002,6.50068
bhs,2003,6.38714
bhs,2004,6.27168
bhs,2005,6.15652
bhs,2006,9.06254
bhs,2007,9.21861
bhs,2008,9.13851
bhs,2009,8.53588
bhs,2010,8.63995
bhs,2011,8.51347
bhs,2012,8.9817
bhs,2013,8.74339
bhs,2014,9.20199
bhs,2015,9.66978
bhs,2016,9.67505
bhs,2017,10.25621
bhs,2018,10.64654
bhs,2019,10.22878
bih,2000,8.09432
bih,2001,1.71962
bih,2002,2.36078
bih,2003,2.41133
bih,2004,0.83256
bih,2005,0.58333
bih,2006,1.33549
bih,2007,1.53887
bih,2008,1.94253
bih,2009,4.04878
bih,2010,6.31022
bih,2011,12.14192
bih,2012,8.56093
bih,2013,4.63832
bih,2014,2.28211
bih,2015,7.47949
bih,2016,0.8762
bih,2017,1.86187
bih,2018,2.29026
bih,2019,8.54138
blr,2000,0.05269
blr,2001,0.12333
blr,2002,0.12616
blr,2003,0.1234
blr,2004,0.12973
blr,2005,0.14552
blr,2006,0.39085
blr,2007,0.39271
blr,2008,0.73038
blr,2009,0.76611
blr,2010,1.56116
blr,2011,0.93378
blr,2012,2.00033
blr,2013,1.85994
blr,2014,1.34402
blr,2015,1.41769
blr,2016,1.25155
blr,2017,1.25687
blr,2018,0.72583
blr,2019,0.55734
blz,2000,8.79445
blz,2001,10.50493
blz,2002,10.62954
blz,2003,13.04619
blz,2004,12.68718
blz,2005,12.4108
blz,2006,13.28387
blz,2007,20.57612
blz,2008,13.53526
blz,2009,13.19836
blz,2010,6.77605
blz,2011,10.30103
blz,2012,6.55457
blz,2013,5.92951
blz,2014,27.5288
blz,2015,8.41022
blz,2016,4.91303
blz,2017,4.5396
blz,2018,7.14231
blz,2019,8.77256
bol,2000,2.74383
bol,2001,2.93058
bol,2002,3.08556
bol,2003,4.2102
bol,2004,4.33318
bol,2005,3.9955
bol,2006,3.26555
bol,2007,2.95163
bol,2008,4.68849
bol,2009,3.63145
bol,2010,3.65258
bol,2011,5.64979
bol,2012,6.064
bol,2013,5.72067
bol,2014,4.84757
bol,2015,6.11301
bol,2016,6.80879
bol,2017,5.0108
bol,2018,3.81842
bol,2019,2.77379
bra,2000,0.99448
bra,2001,0.76619
bra,2002,0.77969
bra,2003,0.49511
bra,2004,1.56828
bra,2005,0.2596
bra,2006,0.51535
bra,2007,0.49244
bra,2008,0.37878
bra,2009,1.07605
bra,2010,2.20536
bra,2011,3.4979
bra,2012,1.19215
bra,2013,0.66662
bra,2014,1.40356
bra,2015,0.6292
bra,2016,0.59342
bra,2017,0.62286
bra,2018,0.73986
bra,2019,1.24496
brb,2000,0
brb,2001,0
brb,2002,13.8373
brb,2003,14.3222
brb,2004,11.14549
brb,2005,11.06166
brb,2006,15.26334
brb,2007,19.95128
brb,2008,34.3267
brb,2009,39.18026
brb,2010,24.95068
brb,2011,34.15217
brb,2012,4.68803
brb,2013,22.05197
brb,2014,25.84973
brb,2015,19.22822
brb,2016,19.40292
brb,2017,23.14829
brb,2018,13.83331
brb,2019,10.16256
brn,2000,0
brn,2001,0
brn,2002,0
brn,2003,0
brn,2004,0
brn,2005,0
brn,2006,0
brn,2007,0
brn,2008,0
brn,2009,0
brn,2010,0
brn,2011,0
brn,2012,0
brn,2013,0
brn,2014,0
brn,2015,0
brn,2016,0
brn,2017,0
brn,2018,0
brn,2019,0
btn,2000,2.50856
btn,2001,6.76521
btn,2002,3.21306
btn,2003,4.33137
btn,2004,8.14817
btn,2005,9.0787
btn,2006,16.10361
btn,2007,13.82127
btn,2008,8.82919
btn,2009,5.56968
btn,2010,8.16135
btn,2011,7.76421
btn,2012,7.48789
btn,2013,8.55132
btn,2014,7.69092
btn,2015,5.00141
btn,2016,4.70897
btn,2017,11.71038
btn,2018,6.21752
btn,2019,8.07784
bwa,2000,33.92425
bwa,2001,29.10247
bwa,2002,28.03675
bwa,2003,35.02579
bwa,2004,34.41459
bwa,2005,33.11889
bwa,2006,28.17763
bwa,2007,46.64398
bwa,2008,41.38291
bwa,2009,25.23127
bwa,2010,20.33793
bwa,2011,21.28212
bwa,2012,19.96093
bwa,2013,39.74312
bwa,2014,34.62964
bwa,2015,27.37349
bwa,2016,22.82048
bwa,2017,46.54229
bwa,2018,30.90931
bwa,2019,29.60867
caf,2000,1.1852
caf,2001,0.66456
caf,2002,1.6918
caf,2003,1.66252
caf,2004,1.38666
caf,2005,3.34977
caf,2006,3.03442
caf,2007,4.22074
caf,2008,3.78384
caf,2009,7.84271
caf,2010,3.95145
caf,2011,5.85426
caf,2012,5.53761
caf,2013,6.00585
caf,2014,7.17598
caf,2015,7.86691
caf,2016,7.18675
caf,2017,9.45402
caf,2018,27.58429
caf,2019,10.46219
can,2000,0
can,2001,0
can,2002,0
can,2003,0
can,2004,0
can,2005,0
can,2006,0
can,2007,0
can,2008,0
can,2009,0
can,2010,0
can,2011,0
can,2012,0
can,2013,0
can,2014,0
can,2015,0
can,2016,0
can,2017,0
can,2018,0
can,2019,0
che,2000,0
che,2001,0
che,2002,0
che,2003,0
che,2004,0
che,2005,0
che,2006,0
che,2007,0
che,2008,0
che,2009,0
che,2010,0
che,2011,0
che,2012,0
che,2013,0
che,2014,0
che,2015,0
che,2016,0
che,2017,0
che,2018,0
chl,2000,0
chl,2001,0
chl,2002,0
chl,2003,0
chl,2004,0
chl,2005,0
chl,2006,0.11432
chl,2007,0.00676
chl,2008,0.08638
chl,2009,0.09751
chl,2010,0.08869
chl,2011,0.02011
chl,2012,0.01645
chl,2013,0.03176
chl,2014,0.02779
chl,2015,0.016
chl,2016,0
chl,2017,0
chl,2018,0
chl,2019,0
chn,2000,0.01073
chn,2001,0.09665
chn,2002,0.07149
chn,2003,0.07105
chn,2004,0.07809
chn,2005,0.15099
chn,2006,0.11772
chn,2007,0.17543
chn,2008,0.2053
chn,2009,0.17165
chn,2010,0.22703
chn,2011,0.17847
chn,2012,0.15854
chn,2013,0.18078
chn,2014,0.10846
chn,2015,0.03355
chn,2016,0.00639
chn,2017,0.00193
chn,2018,0.00325
chn,2019,0.00358
civ,2000,3.95169
civ,2001,3.84456
civ,2002,4.33676
civ,2003,4.65573
civ,2004,5.81928
civ,2005,4.30092
civ,2006,4.79132
civ,2007,5.72145
civ,2008,9.05755
civ,2009,7.73823
civ,2010,7.82512
civ,2011,9.05676
civ,2012,11.90949
civ,2013,6.33752
civ,2014,10.84872
civ,2015,8.30911
civ,2016,10.07547
civ,2017,9.09411
civ,2018,8.86097
civ,2019,11.44041
cmr,2000,0.74669
cmr,2001,0.60032
cmr,2002,1.05366
cmr,2003,0.87848
cmr,2004,1.36183
cmr,2005,1.97604
cmr,2006,1.99611
cmr,2007,2.44703
cmr,2008,3.2177
cmr,2009,2.82336
cmr,2010,3.87196
cmr,2011,6.86226
cmr,2012,4.33623
cmr,2013,4.05446
cmr,2014,6.44373
cmr,2015,4.92583
cmr,2016,4.99166
cmr,2017,4.73572
cmr,2018,4.62771
cmr,2019,7.67037
cod,2000,5.1005
cod,2001,0.90178
cod,2002,0.73533
cod,2003,1.30474
cod,2004,1.57007
cod,2005,1.79644
cod,2006,2.26652
cod,2007,2.97133
cod,2008,6.27033
cod,2009,5.57729
cod,2010,5.77286
cod,2011,5.68899
cod,2012,5.27517
cod,2013,6.55736
cod,2014,7.78503
cod,2015,7.75189
cod,2016,8.89551
cod,2017,8.24563
cod,2018,6.52238
cod,2019,7.98691
cog,2000,2.01431
cog,2001,1.80583
cog,2002,1.9996
cog,2003,2.42551
cog,2004,5.65254
cog,2005,6.72098
cog,2006,6.36015
cog,2007,7.92673
cog,2008,7.47405
cog,2009,9.63094
cog,2010,6.68537
cog,2011,13.08587
cog,2012,19.74751
cog,2013,14.98246
cog,2014,13.55971
cog,2015,11.37746
cog,2016,2.91151
cog,2017,3.96755
cog,2018,2.70827
cog,2019,4.05436
col,2000,0.02317
col,2001,0.06405
col,2002,1.16459
col,2003,2.38004
col,2004,1.96269
col,2005,1.96751
col,2006,1.68678
col,2007,1.43012
col,2008,0.22653
col,2009,0.18448
col,2010,0.28109
col,2011,0.76166
col,2012,2.85783
com,2000,2.76922
com,2001,3.56237
com,2002,3.40427
com,2003,7.05007
com,2004,8.32419
com,2005,6.21808
com,2006,3.86335
com,2007,2.92007
com,2008,3.08864
com,2009,2.96228
com,2010,5.60664
com,2011,10.97924
com,2012,10.53743
com,2013,12.60083
com,2014,16.67601
com,2015,6.16696
com,2016,7.50152
com,2017,13.81124
com,2018,9.12133
com,2019,12.70736
cpv,2000,1.62158
cpv,2001,1.90364
cpv,2002,2.08096
cpv,2003,1.44626
cpv,2004,3.85416
cpv,2005,5.45525
cpv,2006,10.77617
cpv,2007,6.93829
cpv,2008,8.22026
cpv,2009,4.27827
cpv,2010,9.13367
cpv,2011,7.59795
cpv,2012,23.00628
cpv,2013,29.21598
cpv,2014,28.79689
cpv,2015,6.01744
cpv,2016,7.75764
cpv,2017,13.87574
cpv,2018,17.89542
cpv,2019,12.17441
cri,2000,2.7655
cri,2001,3.23107
cri,2002,1.07534
cri,2003,0.96967
cri,2004,0.67573
cri,2005,0.55172
cri,2006,0.32352
cri,2007,0.40443
cri,2008,0.72258
cri,2009,1.51774
cri,2010,1.39165
cri,2011,0.96912
cri,2012,0.49785
cri,2013,0.32209
cri,2014,0.20038
cri,2015,0.05629
cri,2016,0.24927
cri,2017,0.46115
cri,2018,0.05651
cri,2019,0.00961
cub,2000,0.13333
cub,2001,0.15193
cub,2002,0.25021
cub,2003,0.32468
cub,2004,0.83088
cub,2005,0.96556
cub,2006,0.54043
cub,2007,0.62906
cub,2008,1.18184
cub,2009,0.66999
cub,2010,0.24121
cub,2011,1.37518
cub,2012,0.9995
cub,2013,0.86303
cub,2014,0.95475
cub,2015,0.47032
cub,2016,1.05488
cub,2017,0.75224
cub,2018,0.85608
cub,2019,1.33797
cyp,2000,4.00359
cyp,2001,3.84926
cyp,2002,5.34045
cyp,2003,6.64333
cyp,2004,7.04466
cyp,2005,7.29029
cyp,2006,8.76819
cyp,2007,10.47435
cyp,2008,9.99117
cyp,2009,11.68324
cyp,2010,18.50274
cyp,2011,20.2256
cyp,2012,17.96289
cyp,2013,21.57973
cyp,2014,20.54037
cyp,2015,18.51398
cyp,2016,3.42948
cyp,2017,7.2383
cyp,2018,7.42986
cyp,2019,13.96911
cze,2003,0
cze,2004,0
cze,2005,0
cze,2006,0
cze,2007,0
cze,2008,0
cze,2009,0
cze,2010,0
cze,2011,0
cze,2012,0
cze,2013,0
cze,2014,0
cze,2015,0
cze,2016,0
cze,2017,0
cze,2018,0
cze,2019,0
deu,2000,0
deu,2001,0
deu,2002,0
deu,2003,0
deu,2004,0
deu,2005,0
deu,2006,0
deu,2007,0
deu,2008,0
deu,2009,0
deu,2010,0
deu,2011,0
deu,2012,0
deu,2013,0
deu,2014,0
deu,2015,0
deu,2016,0
deu,2017,0
deu,2018,0
dji,2000,0
dji,2001,0
dji,2002,8.36175
dji,2003,11.41446
dji,2004,5.98702
dji,2005,5.89796
dji,2006,5.81401
dji,2007,6.49688
dji,2008,5.65879
dji,2009,5.58042
dji,2010,5.49823
dji,2011,7.76029
dji,2012,13.35057
dji,2013,8.84082
dji,2014,12.12476
dji,2015,19.0855
dji,2016,20.72768
dji,2017,18.67775
dji,2018,14.05489
dji,2019,12.8297
dma,2000,7.44151
dma,2001,5.30791
dma,2002,10.55312
dma,2003,7.17791
dma,2004,9.76691
dma,2005,6.93414
dma,2006,6.7794
dma,2007,9.16504
dma,2008,8.51862
dma,2009,10.08429
dma,2010,9.74202
dma,2011,11.69672
dma,2012,13.73937
dma,2013,8.52069
dma,2014,8.50823
dma,2015,7.58668
dma,2016,7.66133
dma,2017,6.47085
dma,2018,8.68154
dma,2019,3.16505
dnk,2000,0
dnk,2001,0
dnk,2002,0
dnk,2003,0
dnk,2004,0
dnk,2005,0
dnk,2006,0
dnk,2007,0
dnk,2008,0
dnk,2009,0
dnk,2010,0
dnk,2011,0
dnk,2012,0
dnk,2013,0
dnk,2014,0
dnk,2015,0
dnk,2016,0
dnk,2017,0
dnk,2018,0
dnk,2019,0
dom,2000,2.57882
dom,2001,4.21547
dom,2002,8.23654
dom,2003,3.40356
dom,2004,2.32642
dom,2005,2.90835
dom,2006,1.83643
dom,2007,3.33755
dom,2008,4.12566
dom,2009,2.24021
dom,2010,1.83946
dom,2011,1.55891
dom,2012,4.43914
dom,2013,1.8548
dom,2014,24.19282
dom,2015,29.68857
dom,2016,2.61992
dom,2017,3.28032
dom,2018,4.37877
dom,2019,4.11197
dza,2000,0.03214
dza,2001,0.03092
dza,2002,0.02958
dza,2003,0.03804
dza,2004,0.0433
dza,2005,0.07994
dza,2006,0.06107
dza,2007,0.09998
dza,2008,0.07584
dza,2009,0.10719
dza,2010,0.06454
dza,2011,0.05664
dza,2012,0.10731
dza,2013,0.06582
dza,2014,0.12757
dza,2015,0.07823
dza,2016,0.05243
dza,2017,0.07463
dza,2018,0.06897
dza,2019,0.11079
ecu,2000,1.34058
ecu,2001,1.39376
ecu,2002,1.02713
ecu,2003,0.74796
ecu,2004,1.76517
ecu,2005,1.0126
ecu,2006,1.79376
ecu,2007,0.92534
ecu,2008,1.01242
ecu,2009,1.10569
ecu,2010,4.76078
ecu,2011,0.71402
ecu,2012,0.75243
ecu,2013,0.64098
ecu,2014,0.84201
ecu,2015,1.05793
ecu,2016,0.86088
ecu,2017,0.6174
ecu,2018,0.53664
ecu,2019,0.50507
egy,2003,0.46234
egy,2004,0.57443
egy,2005,0.78362
egy,2006,1.1186
egy,2007,1.65127
egy,2008,1.31986
egy,2009,1.7161
egy,2010,0.72645
egy,2011,0.71984
egy,2012,0.56747
egy,2013,0.24532
egy,2014,2.28753
egy,2015,0.37082
egy,2016,1.55104
egy,2017,0.35919
egy,2018,0.83321
egy,2019,1.58638
eri,2000,0.0881
eri,2001,2.00273
eri,2002,3.39124
eri,2003,7.28037
eri,2004,9.42721
eri,2005,10.80349
eri,2006,11.75261
eri,2007,5.90985
eri,2008,8.39677
eri,2009,7.78
eri,2010,7.35481
eri,2011,16.15325
eri,2012,6.83409
eri,2013,10.54933
eri,2014,11.06509
eri,2015,11.05841
eri,2016,5.14151
eri,2017,6.66218
eri,2018,8.51215
eri,2019,9.90488
esp,2014,0
esp,2015,0
esp,2017,0
esp,2018,0
esp,2019,0
est,2000,0.03784
est,2003,1.06746
est,2004,3.09137
est,2005,2.56209
est,2006,3.99595
est,2007,4.78934
est,2008,4.48174
est,2009,3.53784
est,2010,16.79764
est,2011,14.55122
est,2012,3.97492
est,2013,0.70421
est,2014,2.92795
est,2015,2.27831
est,2016,2.18698
est,2017,0.36708
est,2018,0.36705
est,2019,0.32955
eth,2000,0.87536
eth,2001,0.95887
eth,2002,0.66792
eth,2003,0.8292
eth,2004,1.74335
eth,2005,1.47972
eth,2006,2.80262
eth,2007,3.99589
eth,2008,6.29022
eth,2009,5.25294
eth,2010,5.75389
eth,2011,5.67083
eth,2012,5.77462
eth,2013,4.62723
eth,2014,5.21941
eth,2015,4.36736
eth,2016,5.07386
eth,2017,8.81276
eth,2018,8.76979
eth,2019,9.12042
fin,2000,0.10417
fin,2001,0.17221
fin,2002,0.19522
fin,2003,0.1006
fin,2004,0.05375
fin,2005,0.04682
fin,2006,0.04851
fin,2007,0.04784
fin,2008,0.00111
fin,2009,0.20113
fin,2010,0.29657
fin,2011,0.28758
fin,2012,0.13404
fin,2013,0.06056
fin,2014,0.10363
fin,2015,0.04873
fin,2016,0.05977
fin,2017,0.11943
fin,2018,0.17977
fin,2019,0.28735
fji,2000,6.0494
fji,2001,6.14583
fji,2002,6.43046
fji,2003,6.45482
fji,2004,16.03447
fji,2005,11.24946
fji,2006,6.35249
fji,2007,5.31698
fji,2008,9.21812
fji,2009,8.7885
fji,2010,8.5295
fji,2011,7.27526
fji,2012,10.92754
fji,2013,8.3689
fji,2014,7.68668
fji,2015,4.56733
fji,2016,5.72395
fji,2017,4.5214
fji,2018,4.71558
fji,2019,16.99565
fsm,2000,121.59923
fsm,2001,139.04852
fsm,2002,129.67386
fsm,2003,159.45554
fsm,2004,205.7067
fsm,2005,340.78147
fsm,2006,181.24822
fsm,2007,198.07974
fsm,2008,216.2824
fsm,2009,268.03593
fsm,2010,298.8591
fsm,2011,289.40118
fsm,2012,291.40554
fsm,2013,269.48971
fsm,2014,239.74742
fsm,2015,258.86721
fsm,2016,281.26778
fsm,2017,287.71031
fsm,2018,296.54892
fsm,2019,285.67974
gab,2000,2.71936
gab,2001,1.67203
gab,2002,2.24218
gab,2003,2.86909
gab,2004,3.02339
gab,2005,7.88584
gab,2006,5.19248
gab,2007,7.441
gab,2008,5.93316
gab,2009,4.51992
gab,2010,2.49794
gab,2011,3.00759
gab,2012,1.1452
gab,2013,1.01618
gab,2014,2.44613
gab,2015,1.61119
gab,2016,1.49275
gab,2017,1.22291
gab,2018,2.67081
gab,2019,1.22167
gbr,2000,0.15958
gbr,2001,0.16372
gbr,2002,0.18798
gbr,2003,0.23434
gbr,2004,0.26211
gbr,2005,0.28278
gbr,2006,0.31354
gbr,2007,0.34237
gbr,2008,0.33709
gbr,2009,0.28775
gbr,2010,0.30923
gbr,2011,0.35821
gbr,2012,0.38338
gbr,2013,0.4237
gbr,2014,0.45361
gbr,2015,0.47021
gbr,2016,0.46033
gbr,2017,0.49903
gbr,2018,0.59286
gbr,2019,0.64216
geo,2000,3.71206
geo,2001,3.81695
geo,2002,5.02645
geo,2003,4.50795
geo,2004,4.93876
geo,2005,5.37228
geo,2006,8.31169
geo,2007,12.49865
geo,2008,27.04072
geo,2009,13.95021
geo,2010,9.85515
geo,2011,10.02523
geo,2012,11.17558
geo,2013,10.0971
geo,2014,8.56122
geo,2015,7.00826
geo,2016,6.80811
geo,2017,6.80923
geo,2018,1.67421
geo,2019,1.53774
gha,2000,1.99135
gha,2001,2.53251
gha,2002,2.94035
gha,2003,2.99328
gha,2004,4.81835
gha,2005,6.21087
gha,2006,7.02419
gha,2007,6.81639
gha,2008,7.13243
gha,2009,7.64728
gha,2010,7.05624
gha,2011,9.20408
gha,2012,7.25908
gha,2013,17.95719
gha,2014,12.68107
gha,2015,20.0937
gha,2016,8.55591
gha,2017,9.19492
gha,2018,8.46832
gha,2019,8.48773
gin,2000,6.48592
gin,2001,6.32494
gin,2002,7.10645
gin,2003,7.34257
gin,2004,6.73199
gin,2005,4.59386
gin,2006,3.5358
gin,2007,4.69114
gin,2008,4.66687
gin,2009,4.69758
gin,2010,4.47686
gin,2011,6.3911
gin,2012,5.34265
gin,2013,6.01039
gin,2014,6.97263
gin,2015,10.48488
gin,2016,10.76285
gin,2017,3.18064
gin,2018,3.85374
gin,2019,4.64656
gmb,2000,38.00764
gmb,2001,30.91437
gmb,2002,30.21181
gmb,2003,24.11423
gmb,2004,25.56091
gmb,2005,26.91393
gmb,2006,28.91442
gmb,2007,31.0904
gmb,2008,34.57002
gmb,2009,27.53182
gmb,2010,27.76161
gmb,2011,26.05533
gmb,2012,21.91355
gmb,2013,12.61562
gmb,2014,13.69035
gmb,2015,7.33471
gmb,2016,9.26579
gmb,2017,13.75702
gmb,2018,20.1039
gmb,2019,13.4561
gnb,2000,2.45534
gnb,2001,2.99991
gnb,2002,5.97109
gnb,2003,5.96324
gnb,2004,7.46524
gnb,2005,8.92163
gnb,2006,8.69154
gnb,2007,11.30641
gnb,2008,13.02602
gnb,2009,9.29449
gnb,2010,16.098
gnb,2011,24.35973
gnb,2012,10.97707
gnb,2013,11.40523
gnb,2014,24.12391
gnb,2015,12.65757
gnb,2016,15.53066
gnb,2017,11.91425
gnb,2018,15.76805
gnb,2019,15.84675
gnq,2000,1.30802
gnq,2001,5.59483
gnq,2002,4.11568
gnq,2003,3.48567
gnq,2004,4.33566
gnq,2005,5.10417
gnq,2006,10.80123
gnq,2007,13.91655
gnq,2008,10.59417
gnq,2009,18.2405
gnq,2010,13.6854
gnq,2011,14.51652
gnq,2012,9.26143
gnq,2013,4.56112
gnq,2014,1.51689
gnq,2015,4.09474
gnq,2016,3.47079
gnq,2017,6.01245
gnq,2018,7.30876
gnq,2019,2.32926
grc,2003,0
grc,2004,0
grc,2005,0
grc,2006,0
grc,2007,0
grc,2008,0
grc,2009,0.26816
grc,2010,0.49837
grc,2011,4.35479
grc,2012,2.83695
grc,2013,15.05109
grc,2014,22.19598
grc,2015,23.87524
grc,2016,3.86768
grc,2017,2.69931
grc,2018,2.13626
grc,2019,2.06889
grd,2000,4.11234
grd,2001,4.09577
grd,2002,4.08055
grd,2003,4.066
grd,2004,2.65442
grd,2005,2.40964
grd,2006,11.01131
grd,2007,8.00496
grd,2008,17.72053
grd,2009,5.4798
grd,2010,4.78211
grd,2011,0.03681
grd,2012,0.50893
grd,2013,1.0311
grd,2014,1.41358
grd,2015,1.34419
grd,2016,1.21531
grd,2017,0.95336
grd,2018,1.26555
grd,2019,0.49291
gtm,2000,2.26538
gtm,2001,1.91365
gtm,2002,2.3236
gtm,2003,2.94254
gtm,2004,3.76008
gtm,2005,3.09139
gtm,2006,4.88283
gtm,2007,4.73203
gtm,2008,3.86942
gtm,2009,6.25558
gtm,2010,4.63003
gtm,2011,6.16202
gtm,2012,7.97039
gtm,2013,5.15435
gtm,2014,5.96801
