geo,time,eg_elc_accs_zs
kwt,2019,100
kwt,2020,100
lao,1993,31
lao,1994,25.60579
lao,1995,25
lao,1996,31.2477
lao,1997,34.0639
lao,1998,36.87601
lao,1999,39.68328
lao,2000,42.49614
lao,2001,45.26671
lao,2002,46.3
lao,2003,48
lao,2004,53.54231
lao,2005,57.2
lao,2006,57.04106
lao,2007,54.96
lao,2008,66
lao,2009,67.3594
lao,2010,70.14994
lao,2011,70
lao,2012,76.36663
lao,2013,79.57626
lao,2014,83.13404
lao,2015,89.7
lao,2016,90.54953
lao,2017,93.6
lao,2018,97.79716
lao,2019,99.09209
lao,2020,100
lbn,2000,99.35159
lbn,2001,99.34657
lbn,2002,99.33395
lbn,2003,99.31611
lbn,2004,99.9
lbn,2005,99.27411
lbn,2006,99.38382
lbn,2007,97.8
lbn,2008,99.9
lbn,2009,99.23449
lbn,2010,99.47441
lbn,2011,99.68401
lbn,2012,99.50676
lbn,2013,99.49551
lbn,2014,99.48232
lbn,2015,99.58318
lbn,2016,99.72562
lbn,2017,99.87983
lbn,2018,99.7
lbn,2019,99.97487
lbn,2020,100
lbr,2007,3
lbr,2008,1.27929
lbr,2009,1.9
lbr,2010,5.16266
lbr,2011,4.1
lbr,2012,9.10747
lbr,2013,9.8
lbr,2014,9.4
lbr,2015,15.16174
lbr,2016,17.7
lbr,2017,24.2
lbr,2018,22.87913
lbr,2019,23.1
lbr,2020,27.53471
lby,2000,99.8
lby,2001,97.14706
lby,2002,95.42337
lby,2003,93.69444
lby,2004,91.96264
lby,2005,90.23029
lby,2006,88.49982
lby,2007,86.77386
lby,2008,85.05514
lby,2009,83.34636
lby,2010,81.65022
lby,2011,79.96945
lby,2012,78.30675
lby,2013,76.66387
lby,2014,75.0388
lby,2015,73.42857
lby,2016,71.83022
lby,2017,70.24077
lby,2018,67
lby,2019,68.6424
lby,2020,69.70735
lca,2000,89.38744
lca,2001,89.9
lca,2002,90.35829
lca,2003,90.83469
lca,2004,91.30821
lca,2005,91.78119
lca,2006,92.25604
lca,2007,92.73542
lca,2008,93.22202
lca,2009,93.71857
lca,2010,94.2
lca,2011,94.75252
lca,2012,95.34342
lca,2013,95.85738
lca,2014,96.43764
lca,2015,97.03274
lca,2016,97.63971
lca,2017,98.27981
lca,2018,98.8774
lca,2019,99.50218
lca,2020,100
lie,1990,100
lie,1991,100
lie,1992,100
lie,1993,100
lie,1994,100
lie,1995,100
lie,1996,100
lie,1997,100
lie,1998,100
lie,1999,100
lie,2000,100
lie,2001,100
lie,2002,100
lie,2003,100
lie,2004,100
lie,2005,100
lie,2006,100
lie,2007,100
lie,2008,100
lie,2009,100
lie,2010,100
lie,2011,100
lie,2012,100
lie,2013,100
lie,2014,100
lie,2015,100
lie,2016,100
lie,2017,100
lie,2018,100
lie,2019,100
lie,2020,100
lka,2000,70.2628
lka,2001,63.6
lka,2002,80.7
lka,2003,74.99882
lka,2004,76.56858
lka,2005,78.13781
lka,2006,82.05
lka,2007,80
lka,2008,82.86739
lka,2009,87.09
lka,2010,85.3
lka,2011,87.76
lka,2012,87
lka,2013,90.2
lka,2014,92.66051
lka,2015,94.35187
lka,2016,97.5
lka,2017,97.5
lka,2018,99.56487
lka,2019,99.75857
lka,2020,100
lso,2000,4.25876
lso,2001,1.25227
lso,2002,3.36166
lso,2003,5.46581
lso,2004,6.8
lso,2005,9.66781
lso,2006,9.7
lso,2007,13.87754
lso,2008,15.9919
lso,2009,17
lso,2010,17
lso,2011,22.40544
lso,2012,20.56
lso,2013,26.76601
lso,2014,27.8
lso,2015,31.67733
lso,2016,35.07159
lso,2017,33.7
lso,2018,47
lso,2019,44.50021
lso,2020,47.35274
ltu,1990,100
ltu,1991,100
ltu,1992,100
ltu,1993,100
ltu,1994,100
ltu,1995,100
ltu,1996,100
ltu,1997,100
ltu,1998,100
ltu,1999,100
ltu,2000,100
ltu,2001,100
ltu,2002,100
ltu,2003,100
ltu,2004,100
ltu,2005,100
ltu,2006,100
ltu,2007,100
ltu,2008,100
ltu,2009,100
ltu,2010,100
ltu,2011,100
ltu,2012,100
ltu,2013,100
ltu,2014,100
ltu,2015,100
ltu,2016,100
ltu,2017,100
ltu,2018,100
ltu,2019,100
ltu,2020,100
lux,1990,100
lux,1991,100
lux,1992,100
lux,1993,100
lux,1994,100
lux,1995,100
lux,1996,100
lux,1997,100
lux,1998,100
lux,1999,100
lux,2000,100
lux,2001,100
lux,2002,100
lux,2003,100
lux,2004,100
lux,2005,100
lux,2006,100
lux,2007,100
lux,2008,100
lux,2009,100
lux,2010,100
lux,2011,100
lux,2012,100
lux,2013,100
lux,2014,100
lux,2015,100
lux,2016,100
lux,2017,100
lux,2018,100
lux,2019,100
lux,2020,100
lva,1990,100
lva,1991,100
lva,1992,100
lva,1993,100
lva,1994,100
lva,1995,100
lva,1996,100
lva,1997,100
lva,1998,100
lva,1999,100
lva,2000,100
lva,2001,100
lva,2002,100
lva,2003,100
lva,2004,100
lva,2005,100
lva,2006,100
lva,2007,100
lva,2008,100
lva,2009,100
lva,2010,100
lva,2011,100
lva,2012,100
lva,2013,100
lva,2014,100
lva,2015,100
lva,2016,100
lva,2017,100
lva,2018,100
lva,2019,100
lva,2020,100
mac,1990,99.84928
mac,1991,99.88058
mac,1992,99.91143
mac,1993,99.94162
mac,1994,100
mac,1995,100
mac,1996,100
mac,1997,100
mac,1998,100
mac,1999,100
mac,2000,100
mac,2001,100
mac,2002,100
mac,2003,100
mac,2004,100
mac,2005,100
mac,2006,100
mac,2007,100
mac,2008,100
mac,2009,100
mac,2010,100
mac,2011,100
mac,2012,100
mac,2013,100
mac,2014,100
mac,2015,100
mac,2016,100
mac,2017,100
mac,2018,100
mac,2019,100
mac,2020,100
maf,1990,100
maf,1991,100
maf,1992,100
maf,1993,100
maf,1994,100
maf,1995,100
maf,1996,100
maf,1997,100
maf,1998,100
maf,1999,100
maf,2000,100
maf,2001,100
maf,2002,100
maf,2003,100
maf,2004,100
maf,2005,100
maf,2006,100
maf,2007,99.99741
maf,2008,99.98412
maf,2009,99.9549
maf,2010,100
maf,2011,100
maf,2012,100
maf,2013,100
maf,2014,100
maf,2015,100
maf,2016,100
maf,2017,100
maf,2018,100
maf,2019,100
maf,2020,100
mar,1992,49.2
mar,1993,56.77265
mar,1994,58.6089
mar,1995,56.5
mar,1996,62.27459
mar,1997,64.10268
mar,1998,65.92669
mar,1999,67.74586
mar,2000,69.56738
mar,2001,71.3479
mar,2002,73.12083
mar,2003,74.88853
mar,2004,78.2
mar,2005,78.41762
mar,2006,96.5
mar,2007,81.95443
mar,2008,83.73233
mar,2009,85.52016
mar,2010,92.67138
mar,2011,93.44643
mar,2012,94.21052
mar,2013,97.2
mar,2014,91.6
mar,2015,97.3
mar,2016,97.8
mar,2017,100
mar,2018,98.1
mar,2019,99.6
mar,2020,100
mco,1990,100
mco,1991,100
mco,1992,100
mco,1993,100
mco,1994,100
mco,1995,100
mco,1996,100
mco,1997,100
mco,1998,100
mco,1999,100
mco,2000,100
mco,2001,100
mco,2002,100
mco,2003,100
mco,2004,100
mco,2005,100
mco,2006,100
mco,2007,100
mco,2008,100
mco,2009,100
mco,2010,100
mco,2011,100
mco,2012,100
mco,2013,100
mco,2014,100
mco,2015,100
mco,2016,100
mco,2017,100
mco,2018,100
mco,2019,100
mco,2020,100
mda,1990,100
mda,1991,100
mda,1992,100
mda,1993,100
mda,1994,100
mda,1995,100
mda,1996,100
mda,1997,100
mda,1998,100
mda,1999,100
mda,2000,100
mda,2001,100
mda,2002,99
mda,2003,100
mda,2004,99.1
mda,2005,98.6
mda,2006,100
mda,2007,100
mda,2008,100
mda,2009,100
mda,2010,100
mda,2011,100
mda,2012,100
mda,2013,100
mda,2014,100
mda,2015,100
mda,2016,100
mda,2017,99.98
mda,2018,99.99
mda,2019,100
mda,2020,100
mdg,1992,9.2
mdg,1993,10.10562
mdg,1994,10.56165
mdg,1995,11.01563
mdg,1996,11.4669
mdg,1997,10.9
mdg,1998,12.35855
mdg,1999,12.7975
mdg,2000,12.72419
mdg,2001,14.8
mdg,2002,14.04658
mdg,2003,20.3
mdg,2004,15.34802
mdg,2005,15.99676
mdg,2006,16.64738
mdg,2007,17.30251
mdg,2008,17.96488
mdg,2009,17.4
mdg,2010,12.3
mdg,2011,14.3
mdg,2012,18.7
mdg,2013,12.9
mdg,2014,22.23507
mdg,2015,23.00593
mdg,2016,22.9
mdg,2017,24.1
mdg,2018,36.5
mdg,2019,31.04
mdg,2020,33.73508
mdv,2000,83.8
mdv,2001,87.48629
mdv,2002,88.3575
mdv,2003,89.22346
mdv,2004,90.08655
mdv,2005,90.94909
mdv,2006,91.81351
mdv,2007,92.68245
mdv,2008,93.55862
mdv,2009,99.9
mdv,2010,99.15686
mdv,2011,99.27725
mdv,2012,99.38667
mdv,2013,99.47417
mdv,2014,100
mdv,2015,99.70647
mdv,2016,100
mdv,2017,99.8
mdv,2018,100
mdv,2019,100
mdv,2020,100
mex,1992,93.14598
mex,1993,95.44846
mex,1994,95.23829
mex,1995,95.89446
mex,1996,96.09362
mex,1997,96.32958
mex,1998,96.09275
mex,1999,96.7483
mex,2000,98.00713
mex,2001,97.13832
mex,2002,97.89709
mex,2003,97.40086
mex,2004,98.5977
mex,2005,98.93273
mex,2006,99.11416
mex,2007,97.91057
mex,2008,98.91404
mex,2009,98.19821
mex,2010,99.23669
mex,2011,99.02815
mex,2012,99.11163
mex,2013,99.1477
mex,2014,99.17293
mex,2015,99
mex,2016,99.5
mex,2017,100
mex,2018,99.5
mex,2019,99.6
mex,2020,99.4
mhl,1999,68.52424
mhl,2000,68.47797
mhl,2001,69.96432
mhl,2002,71.44309
mhl,2003,72.91663
mhl,2004,74.38728
mhl,2005,75.85738
mhl,2006,77.32937
mhl,2007,72.3
mhl,2008,80.28961
mhl,2009,81.78328
mhl,2010,89.23389
mhl,2011,89.91961
mhl,2012,90.56081
mhl,2013,91.19685
mhl,2014,91.82088
mhl,2015,92.52628
mhl,2016,93.36883
mhl,2017,94.29735
mhl,2018,95.91629
mhl,2019,97.5382
mhl,2020,99.16061
mkd,1990,100
mkd,1991,100
mkd,1992,100
mkd,1993,100
mkd,1994,100
mkd,1995,100
mkd,1996,100
mkd,1997,100
mkd,1998,100
mkd,1999,100
mkd,2000,100
mkd,2001,100
mkd,2002,100
mkd,2003,100
mkd,2004,99.42
mkd,2005,100
mkd,2006,99
mkd,2007,100
mkd,2008,99.2
mkd,2009,99.2
mkd,2010,100
mkd,2011,99.72617
mkd,2012,100
mkd,2013,100
mkd,2014,100
mkd,2015,100
mkd,2016,100
mkd,2017,100
mkd,2018,99.8
mkd,2019,100
mkd,2020,100
mli,1996,6.2
mli,1997,4.28854
mli,1998,6.06686
mli,1999,7.84034
mli,2000,9.5932
mli,2001,10.8
mli,2002,13.05976
mli,2003,14.78402
mli,2004,16.50539
mli,2005,18.22622
mli,2006,16.6
mli,2007,21.67615
mli,2008,23.41061
mli,2009,24.0309
mli,2010,26.91205
mli,2011,28.68445
mli,2012,25.6
mli,2013,32.28523
mli,2014,34.11334
mli,2015,37.6
mli,2016,38.78982
mli,2017,34.78
mli,2018,50.9
mli,2019,47.83628
mli,2020,50.56142
mlt,1990,100
mlt,1991,100
mlt,1992,100
mlt,1993,100
mlt,1994,100
mlt,1995,100
mlt,1996,100
mlt,1997,100
mlt,1998,100
mlt,1999,100
mlt,2000,100
mlt,2001,100
mlt,2002,100
mlt,2003,100
mlt,2004,100
mlt,2005,100
mlt,2006,100
mlt,2007,100
mlt,2008,100
mlt,2009,100
mlt,2010,100
mlt,2011,100
mlt,2012,100
mlt,2013,100
mlt,2014,100
mlt,2015,100
mlt,2016,100
mlt,2017,100
mlt,2018,100
mlt,2019,100
mlt,2020,100
mmr,2000,41.83379
mmr,2001,42.9419
mmr,2002,47
mmr,2003,45.13771
mmr,2004,46.23012
mmr,2005,47.32198
mmr,2006,48.41572
mmr,2007,49.51398
mmr,2008,50.61948
mmr,2009,51.73491
mmr,2010,48.8
mmr,2011,54.00643
mmr,2012,55.16793
mmr,2013,56.34927
mmr,2014,52
mmr,2015,60.5
mmr,2016,55.6
mmr,2017,69.81483
mmr,2018,66.22728
mmr,2019,68.35853
mmr,2020,70.39719
mne,1990,100
mne,1991,100
mne,1992,100
mne,1993,100
mne,1994,100
mne,1995,100
mne,1996,100
mne,1997,100
mne,1998,100
mne,1999,100
mne,2000,100
mne,2001,100
mne,2002,100
mne,2003,100
mne,2004,100
mne,2005,99.83022
mne,2006,100
mne,2007,100
mne,2008,100
mne,2009,100
mne,2010,100
mne,2011,99
mne,2012,100
mne,2013,99.7
mne,2014,97.7
mne,2015,100
mne,2016,100
mne,2017,100
mne,2018,100
mne,2019,100
mne,2020,100
mng,2000,67.3
mng,2001,71.07658
mng,2002,72.28447
mng,2003,76.3
mng,2004,74.68689
mng,2005,86.2
mng,2006,77.08722
mng,2007,78.29285
mng,2008,79.5057
mng,2009,80.7285
mng,2010,78.50208
mng,2011,72.05708
mng,2012,84.48361
mng,2013,81.2
mng,2014,87.07883
mng,2015,88.40018
mng,2016,89.83841
mng,2017,92.51257
mng,2018,98.1
mng,2019,97.22991
mng,2020,98.1
mnp,1990,99.85326
mnp,1991,99.88438
mnp,1992,99.91503
mnp,1993,99.94492
mnp,1994,99.97164
mnp,1995,100
mnp,1996,100
mnp,1997,100
mnp,1998,100
mnp,1999,100
mnp,2000,100
mnp,2001,100
mnp,2002,99.98763
mnp,2003,99.9619
mnp,2004,99.92281
mnp,2005,99.87758
mnp,2006,99.83319
mnp,2007,100
mnp,2008,100
mnp,2009,100
mnp,2010,100
mnp,2011,100
mnp,2012,100
mnp,2013,100
mnp,2014,100
mnp,2015,100
mnp,2016,100
mnp,2017,100
mnp,2018,100
mnp,2019,100
mnp,2020,100
moz,1997,6.6
moz,1998,3.66318
moz,1999,4.87912
moz,2000,6.09631
moz,2001,5.7
moz,2002,8.44392
moz,2003,8.1
moz,2004,10.77059
moz,2005,11.93194
moz,2006,13.09517
moz,2007,12.4
moz,2008,13.57122
moz,2009,15
moz,2010,18.80274
moz,2011,20.2
moz,2012,21.23261
moz,2013,22.42013
moz,2014,24.8
moz,2015,24
moz,2016,26.24652
moz,2017,24.3
moz,2018,31.1
moz,2019,29.67445
moz,2020,30.60383
mrt,2000,18.74613
mrt,2001,22.2
mrt,2002,21.50322
mrt,2003,22.87273
mrt,2004,24.23936
mrt,2005,18.2
mrt,2006,26.97342
mrt,2007,33.04054
mrt,2008,30
mrt,2009,31.11529
mrt,2010,33.95951
mrt,2011,35.16632
mrt,2012,36.36216
mrt,2013,37.53606
mrt,2014,38.8
mrt,2015,39.5
mrt,2016,41.32162
mrt,2017,42.9
mrt,2018,44.31214
mrt,2019,45.83003
mrt,2020,47.34842
mus,1990,99.04156
mus,1991,99.07068
mus,1992,99.09968
mus,1993,99.12801
mus,1994,99.15497
mus,1995,99.17989
mus,1996,99.2021
mus,1997,99.22089
mus,1998,99.23562
mus,1999,99.24551
mus,2000,99
mus,2001,99.26472
mus,2002,99.4
mus,2003,99.18552
mus,2004,99.14041
mus,2005,99.09476
mus,2006,99.05099
mus,2007,99.01174
mus,2008,98.97972
mus,2009,98.95763
mus,2010,99.69
mus,2011,99.6
mus,2012,99.56862
mus,2013,99.48051
mus,2014,99.38037
mus,2015,99.36161
mus,2016,99.48001
mus,2017,99.61
mus,2018,99.44884
mus,2019,100
mus,2020,99.66165
mwi,1992,3.2
mwi,1993,1.55356
mwi,1994,2.01366
mwi,1995,2.47173
mwi,1996,2.92707
mwi,1997,3.37902
mwi,1998,3.82689
mwi,1999,4.26991
mwi,2000,4.8
mwi,2001,5.13952
mwi,2002,5.53416
mwi,2003,6.2
mwi,2004,6.9
mwi,2005,6.69606
mwi,2006,3.65323
mwi,2007,7.47629
mwi,2008,7.8759
mwi,2009,8.28544
mwi,2010,8.7
mwi,2011,7.6
mwi,2012,7.4
mwi,2013,9
mwi,2014,11.9
mwi,2015,10.8
mwi,2016,11
mwi,2017,12.7
mwi,2018,18.02
mwi,2019,11.2
mwi,2020,14.86677
mys,2000,99.10397
mys,2001,99.12567
mys,2002,99.13979
mys,2003,99.14866
mys,2004,99.15466
mys,2005,99.16011
mys,2006,99.16743
mys,2007,99.17928
mys,2008,99.19836
mys,2009,99.3
mys,2010,99.37405
mys,2011,99.46547
mys,2012,99.8
mys,2013,99.60445
mys,2014,99.65094
mys,2015,99.77882
mys,2016,99.9
mys,2017,99.95248
mys,2018,99.99224
mys,2019,100
mys,2020,100
nam,1992,26.4
nam,1993,27
nam,1994,28.93259
nam,1995,29.95215
nam,1996,30.96899
nam,1997,31.98243
nam,1998,32.99179
nam,1999,33.99631
nam,2000,36.5
nam,2001,35.96686
nam,2002,36.92548
nam,2003,37.87885
nam,2004,38.82934
nam,2005,39.7793
nam,2006,40.73112
nam,2007,43.7
nam,2008,42.65105
nam,2009,44.1
nam,2010,44.61074
nam,2011,42.3
nam,2012,46.63186
nam,2013,47.4
nam,2014,48.72852
nam,2015,51.6
nam,2016,49.7
nam,2017,52.5
nam,2018,54.0029
nam,2019,55.17709
nam,2020,56.25869
ncl,1990,99.84431
ncl,1991,99.87582
ncl,1992,99.90687
ncl,1993,99.93726
ncl,1994,99.96508
ncl,1995,100
ncl,1996,100
ncl,1997,100
ncl,1998,100
ncl,1999,100
ncl,2000,100
ncl,2001,100
ncl,2002,100
ncl,2003,100
ncl,2004,100
ncl,2005,100
ncl,2006,100
ncl,2007,100
ncl,2008,100
ncl,2009,100
ncl,2010,100
ncl,2011,100
ncl,2012,100
ncl,2013,100
ncl,2014,100
ncl,2015,100
ncl,2016,100
ncl,2017,100
ncl,2018,100
ncl,2019,100
ncl,2020,100
ner,1992,4.4
ner,1993,4.01214
ner,1994,4.57178
ner,1995,6.2
ner,1996,7
ner,1997,6.23573
ner,1998,6.7
ner,1999,7.32568
ner,2000,6.48148
ner,2001,8.36194
ner,2002,8.85895
ner,2003,9.35072
ner,2004,9.83961
ner,2005,7.1
ner,2006,9.3
ner,2007,11.31292
ner,2008,11.81489
ner,2009,12.32681
ner,2010,13.27749
ner,2011,14.3
ner,2012,14.4
ner,2013,15.17001
ner,2014,15.77054
ner,2015,16.6
ner,2016,17.27152
ner,2017,18.04953
ner,2018,17.6
ner,2019,18.97457
ner,2020,19.25191
nga,1990,27.3
nga,1991,35.2346
nga,1992,36.09946
nga,1993,36.96365
nga,1994,37.82647
nga,1995,38.68725
nga,1996,39.54532
nga,1997,40.39998
nga,1998,41.25057
nga,1999,44.9
nga,2000,43.12146
nga,2001,43.88067
nga,2002,44.6323
nga,2003,52.2
nga,2004,46.1222
nga,2005,46.86517
nga,2006,47.61002
nga,2007,50.13092
nga,2008,50.3
nga,2009,49.88251
nga,2010,48
nga,2011,55.9
nga,2012,53.23124
nga,2013,55.6
nga,2014,54.04823
nga,2015,52.5
nga,2016,59.3
nga,2017,54.4
nga,2018,56.5
nga,2019,55.4
nga,2020,55.4
nic,1993,72.06417
nic,1994,69.25383
nic,1995,69.84991
nic,1996,70.44326
nic,1997,71.03321
nic,1998,69.0471
nic,1999,72.20013
nic,2000,72.78157
nic,2001,72.22158
nic,2002,73.85829
nic,2003,74.38763
nic,2004,74.91408
nic,2005,73.82182
nic,2006,75.96777
nic,2007,76.50008
nic,2008,77.03961
nic,2009,77.91631
nic,2010,78.15121
nic,2011,78.7287
nic,2012,79.63916
nic,2013,80.82344
nic,2014,81.85307
nic,2015,83.24933
nic,2016,84.64011
nic,2017,85.98984
nic,2018,87.11668
nic,2019,88.05833
nic,2020,88.90738
nld,1990,100
nld,1991,100
nld,1992,100
nld,1993,100
nld,1994,100
nld,1995,100
nld,1996,100
nld,1997,100
nld,1998,100
nld,1999,100
nld,2000,100
nld,2001,100
nld,2002,100
nld,2003,100
nld,2004,100
nld,2005,100
nld,2006,100
nld,2007,100
nld,2008,100
nld,2009,100
nld,2010,100
nld,2011,100
nld,2012,100
nld,2013,100
nld,2014,100
nld,2015,100
nld,2016,100
nld,2017,100
nld,2018,100
nld,2019,100
nld,2020,100
nld_curacao,1990,100
nld_curacao,1991,100
nld_curacao,1992,100
nld_curacao,1993,100
nld_curacao,1994,100
nld_curacao,1995,100
nld_curacao,1996,100
nld_curacao,1997,100
nld_curacao,1998,100
nld_curacao,1999,100
nld_curacao,2000,100
nld_curacao,2001,100
nld_curacao,2002,100
nld_curacao,2003,100
nld_curacao,2004,100
nld_curacao,2005,100
nld_curacao,2006,100
nld_curacao,2007,99.99741
nld_curacao,2008,99.98412
nld_curacao,2009,99.9549
nld_curacao,2010,100
nld_curacao,2011,100
nld_curacao,2012,100
nld_curacao,2013,100
nld_curacao,2014,100
nld_curacao,2015,100
nld_curacao,2016,100
nld_curacao,2017,100
nld_curacao,2018,100
nld_curacao,2019,100
nld_curacao,2020,100
nor,1990,100
nor,1991,100
nor,1992,100
nor,1993,100
nor,1994,100
nor,1995,100
nor,1996,100
nor,1997,100
nor,1998,100
nor,1999,100
nor,2000,100
nor,2001,100
nor,2002,100
nor,2003,100
nor,2004,100
nor,2005,100
nor,2006,100
nor,2007,100
nor,2008,100
nor,2009,100
nor,2010,100
nor,2011,100
nor,2012,100
nor,2013,100
nor,2014,100
nor,2015,100
nor,2016,100
nor,2017,100
nor,2018,100
nor,2019,100
nor,2020,100
npl,1996,17.9
npl,1997,18.13287
npl,1998,21.73253
npl,1999,25.32735
npl,2000,29.04627
npl,2001,24.6
npl,2002,35.88741
npl,2003,39.29895
npl,2004,37.2
npl,2005,46.11573
npl,2006,51.2
npl,2007,52.94024
npl,2008,56.36198
npl,2009,59.79367
npl,2010,68.6
npl,2011,67.26
npl,2012,74.96597
npl,2013,77.46619
npl,2014,84.9
npl,2015,82.52396
npl,2016,90.7
npl,2017,87.89635
npl,2018,93.92
npl,2019,89.9
npl,2020,89.9
nru,1990,98.99908
nru,1991,99.04131
nru,1992,99.08342
nru,1993,99.12486
nru,1994,99.16492
nru,1995,99.20296
nru,1996,99.23827
nru,1997,99.27018
nru,1998,99.29801
nru,1999,99.32101
nru,2000,99.43709
nru,2001,99.41563
nru,2002,99.38659
nru,2003,99.35232
nru,2004,99.31516
nru,2005,99.27745
nru,2006,99.24163
nru,2007,99.8
nru,2008,99.18625
nru,2009,99.17211
nru,2010,99.17063
nru,2011,99
nru,2012,99.21645
nru,2013,99.26821
nru,2014,99.33779
nru,2015,99
nru,2016,99.71288
nru,2017,99.87004
nru,2018,99.92822
nru,2019,100
nru,2020,100
nzl,1990,100
nzl,1991,100
nzl,1992,100
nzl,1993,100
nzl,1994,100
nzl,1995,100
nzl,1996,100
nzl,1997,100
nzl,1998,100
nzl,1999,100
nzl,2000,100
nzl,2001,100
nzl,2002,100
nzl,2003,100
nzl,2004,100
nzl,2005,100
nzl,2006,100
nzl,2007,100
nzl,2008,100
nzl,2009,100
nzl,2010,100
nzl,2011,100
nzl,2012,100
nzl,2013,100
nzl,2014,100
nzl,2015,100
nzl,2016,100
nzl,2017,100
nzl,2018,100
nzl,2019,100
nzl,2020,100
omn,1990,100
omn,1991,100
omn,1992,100
omn,1993,100
omn,1994,100
omn,1995,100
omn,1996,100
omn,1997,100
omn,1998,100
omn,1999,100
omn,2000,100
omn,2001,100
omn,2002,100
omn,2003,100
omn,2004,100
omn,2005,100
omn,2006,100
omn,2007,100
omn,2008,100
omn,2009,100
omn,2010,100
omn,2011,100
omn,2012,100
omn,2013,100
omn,2014,100
omn,2015,100
omn,2016,100
omn,2017,100
omn,2018,100
omn,2019,100
omn,2020,100
pak,1998,70.46
pak,1999,70.26535
pak,2000,70.3106
pak,2001,70.36153
pak,2002,70.40488
pak,2003,70.44299
pak,2004,70.47822
pak,2005,70.5129
pak,2006,70.54947
pak,2007,70.59055
pak,2008,70.63886
pak,2009,70.69711
pak,2010,70.76802
pak,2011,70.85428
pak,2012,70.95861
pak,2013,71.08277
pak,2014,71.22474
pak,2015,71.38155
pak,2016,71.55022
pak,2017,70.79
pak,2018,72.7831
pak,2019,74.12769
pak,2020,75.37969
pan,1990,70.19
pan,1991,73.44313
pan,1992,74.25564
pan,1993,75.06746
pan,1994,75.87792
pan,1995,76.68634
pan,1996,77.49204
pan,1997,78.29435
pan,1998,79.09258
pan,1999,79.88596
pan,2000,81.40141
pan,2001,81.45625
pan,2002,82.20092
pan,2003,87.8
pan,2004,83.6769
pan,2005,84.41291
pan,2006,85.15079
pan,2007,85.8932
pan,2008,86.64284
pan,2009,87.40241
pan,2010,86.85
pan,2011,88.96222
pan,2012,89.76787
pan,2013,89.1
pan,2014,91.43664
pan,2015,92.29477
pan,2016,93.16477
pan,2017,93.7
pan,2018,94.92852
pan,2019,95.81633
pan,2020,96.70464
per,1992,70.1
per,1993,64.74899
per,1994,66.05293
per,1995,67.35484
per,1996,67
per,1997,69.16024
per,1998,72.07206
per,1999,74.07852
per,2000,72.4965
per,2001,72.11311
per,2002,74.38269
per,2003,74.38097
per,2004,75.69236
per,2005,77.17365
per,2006,80.15727
per,2007,81.98813
per,2008,84.67834
per,2009,86.42432
per,2010,88.12306
per,2011,89.70749
per,2012,91.09951
per,2013,92.13537
per,2014,92.91999
per,2015,93.85218
per,2016,94.2
per,2017,94.8
per,2018,95.2
per,2019,95.55136
per,2020,99.31181
phl,1993,65.4
phl,1994,68.01855
phl,1995,69.13312
phl,1996,70.24496
phl,1997,71.35339
phl,1998,71.3
phl,1999,71.87417
phl,2000,74.66169
phl,2001,75.72295
phl,2002,76.77662
phl,2003,76.6
phl,2004,87.6
phl,2005,79.91562
phl,2006,80.18
phl,2007,82.01391
phl,2008,83.3
phl,2009,84.3
phl,2010,85.39764
phl,2011,87.2
phl,2012,87.08
phl,2013,87.5
phl,2014,89.72037
phl,2015,89.08
phl,2016,92.06651
phl,2017,93
phl,2018,94.44827
phl,2019,95.64508
phl,2020,96.84238
plw,1990,96.62535
plw,1991,96.7627
plw,1992,96.89993
plw,1993,97.03649
plw,1994,97.17168
plw,1995,97.30484
plw,1996,97.43527
plw,1997,97.56231
plw,1998,97.68526
plw,1999,97.80338
plw,2000,98.169
plw,2001,98.22855
plw,2002,98.28052
plw,2003,98.32725
plw,2004,98.37109
plw,2005,98.9165
plw,2006,98.45959
plw,2007,98.50929
plw,2008,98.56622
plw,2009,98.63309
plw,2010,98.71262
plw,2011,98.8075
plw,2012,97.63042
plw,2013,99.05323
plw,2014,99.8103
plw,2015,99.36924
plw,2016,100
plw,2017,100
plw,2018,100
plw,2019,100
plw,2020,100
png,1996,11
png,1997,2.15848
png,1998,4.29509
png,1999,6.42686
png,2000,7.57701
png,2001,9.88218
png,2002,12.17977
png,2003,14.47212
png,2004,16.76158
png,2005,19.05051
png,2006,12.4
png,2007,23.63663
png,2008,25.93919
png,2009,17.2
png,2010,19.5
png,2011,32.91732
png,2012,35.27589
png,2013,37.65429
png,2014,40.05049
png,2015,42.87822
png,2016,49.4
png,2017,54.4
png,2018,55.72739
png,2019,59.66298
png,2020,60.4
pol,1990,100
pol,1991,100
pol,1992,100
pol,1993,100
pol,1994,100
pol,1995,100
pol,1996,100
pol,1997,100
pol,1998,100
pol,1999,100
pol,2000,100
pol,2001,100
pol,2002,100
pol,2003,100
pol,2004,100
pol,2005,100
pol,2006,100
pol,2007,100
pol,2008,100
pol,2009,100
pol,2010,100
pol,2011,100
pol,2012,100
pol,2013,100
pol,2014,100
pol,2015,100
pol,2016,100
pol,2017,100
pol,2018,100
pol,2019,100
pol,2020,100
pri,1990,99.98343
pri,1991,99.9931
pri,1992,99.99862
pri,1993,100
pri,1994,100
pri,1995,100
pri,1996,100
pri,1997,100
pri,1998,100
pri,1999,100
pri,2000,100
pri,2001,100
pri,2002,100
pri,2003,100
pri,2004,100
pri,2005,100
