geo,time,sl_emp_work_fe_zs
lby,1999,66.51
lby,2000,66.51
lby,2001,66.24
lby,2002,66.18
lby,2003,66.67
lby,2004,66.84
lby,2005,67.4
lby,2006,67.62
lby,2007,67.72
lby,2008,67.55
lby,2009,66.91
lby,2010,66.67
lby,2011,66.2
lby,2012,67.39
lby,2013,66.38
lby,2014,65.49
lby,2015,64.81
lby,2016,64.28
lby,2017,64.39
lby,2018,64.68
lby,2019,64.72
lca,1991,75.78
lca,1992,75.56
lca,1993,75.63
lca,1994,73.2
lca,1995,73
lca,1996,71.1
lca,1997,74.74
lca,1998,74.01
lca,1999,74.92
lca,2000,72.03
lca,2001,72.41
lca,2002,72.84
lca,2003,73.53
lca,2004,74.17
lca,2005,74.64
lca,2006,75.3
lca,2007,75.56
lca,2008,76.03
lca,2009,76.25
lca,2010,76.61
lca,2011,77.3
lca,2012,77.8
lca,2013,78.11
lca,2014,78.63
lca,2015,79.05
lca,2016,79.63
lca,2017,80.04
lca,2018,80.6
lca,2019,78.41
lka,1991,68.27
lka,1992,65.09
lka,1993,65.52
lka,1994,64.19
lka,1995,63.06
lka,1996,63.85
lka,1997,61.71
lka,1998,55.14
lka,1999,56.9
lka,2000,55.3
lka,2001,60.06
lka,2002,58.64
lka,2003,59.08
lka,2004,60.61
lka,2005,58.24
lka,2006,54.3
lka,2007,54.84
lka,2008,54.27
lka,2009,54.46
lka,2010,54.04
lka,2011,53.05
lka,2012,55.86
lka,2013,53.62
lka,2014,54.49
lka,2015,54.81
lka,2016,55.6
lka,2017,55.36
lka,2018,57.79
lka,2019,58.91
lso,1991,23.76
lso,1992,24
lso,1993,24.2
lso,1994,24.36
lso,1995,24.62
lso,1996,25.17
lso,1997,25.33
lso,1998,26.06
lso,1999,26.78
lso,2000,27.82
lso,2001,28.95
lso,2002,29.89
lso,2003,30.49
lso,2004,31.21
lso,2005,32.17
lso,2006,33.47
lso,2007,34.47
lso,2008,35.81
lso,2009,35.97
lso,2010,36.68
lso,2011,37.78
lso,2012,38.52
lso,2013,39.4
lso,2014,40.53
lso,2015,41.3
lso,2016,42.28
lso,2017,42.95
lso,2018,43.48
lso,2019,44.01
ltu,1991,83.4
ltu,1992,83.36
ltu,1993,83.18
ltu,1994,83.01
ltu,1995,82.91
ltu,1996,82.94
ltu,1997,83.14
ltu,1998,83.19
ltu,1999,82.71
ltu,2000,83.31
ltu,2001,84.11
ltu,2002,82.24
ltu,2003,82.11
ltu,2004,84.33
ltu,2005,85.19
ltu,2006,85.11
ltu,2007,88.32
ltu,2008,91.07
ltu,2009,90.65
ltu,2010,91.2
ltu,2011,91.24
ltu,2012,91.05
ltu,2013,90.33
ltu,2014,89.75
ltu,2015,89.97
ltu,2016,90.47
ltu,2017,90.62
ltu,2018,90.83
ltu,2019,91.46
lux,1991,91.74
lux,1992,91.77
lux,1993,91.8
lux,1994,91.84
lux,1995,91.83
lux,1996,91.83
lux,1997,91.91
lux,1998,91.99
lux,1999,92.13
lux,2000,92.34
lux,2001,92.42
lux,2002,92.47
lux,2003,92.53
lux,2004,93.3
lux,2005,92.98
lux,2006,93.55
lux,2007,93.75
lux,2008,93.29
lux,2009,93.03
lux,2010,93.31
lux,2011,92.76
lux,2012,91.94
lux,2013,92
lux,2014,92.69
lux,2015,91.33
lux,2016,91.3
lux,2017,91.22
lux,2018,92.58
lux,2019,92.3
lva,1991,88.68
lva,1992,88.49
lva,1993,88.18
lva,1994,87.81
lva,1995,87.63
lva,1996,87.41
lva,1997,81.79
lva,1998,83.94
lva,1999,84.57
lva,2000,86.48
lva,2001,86.75
lva,2002,88.68
lva,2003,89.1
lva,2004,87.3
lva,2005,90.23
lva,2006,90.07
lva,2007,91.1
lva,2008,92.51
lva,2009,91.25
lva,2010,90.6
lva,2011,90.9
lva,2012,91.02
lva,2013,90.67
lva,2014,91.22
lva,2015,90.51
lva,2016,90.12
lva,2017,89.63
lva,2018,90.31
lva,2019,90.12
mac,1991,92.51
mac,1992,92.64
mac,1993,92.76
mac,1994,92.91
mac,1995,93.11
mac,1996,93.02
mac,1997,93.62
mac,1998,94.05
mac,1999,93.12
mac,2000,91.96
mac,2001,92.58
mac,2002,93.51
mac,2003,92.93
mac,2004,92.4
mac,2005,93.47
mac,2006,93.67
mac,2007,94.6
mac,2008,95.27
mac,2009,95.16
mac,2010,95.51
mac,2011,95.62
mac,2012,95.78
mac,2013,96.08
mac,2014,95.75
mac,2015,95.83
mac,2016,96.37
mac,2017,96.27
mac,2018,96.46
mac,2019,96.4
mar,1991,26.5
mar,1992,26.86
mar,1993,27.17
mar,1994,27.49
mar,1995,27.97
mar,1996,27.93
mar,1997,28.88
mar,1998,29.12
mar,1999,28.04
mar,2000,30.18
mar,2001,32.36
mar,2002,34.41
mar,2003,34.64
mar,2004,32
mar,2005,32.39
mar,2006,34.08
mar,2007,34.67
mar,2008,34.4
mar,2009,34.39
mar,2010,35.47
mar,2011,34.19
mar,2012,35.06
mar,2013,35.35
mar,2014,34.89
mar,2015,36.18
mar,2016,37.69
mar,2017,39.2
mar,2018,41.08
mar,2019,42.89
mda,1991,81.54
mda,1992,80.05
mda,1993,78.54
mda,1994,76.38
mda,1995,75.53
mda,1996,74.01
mda,1997,72.56
mda,1998,70.12
mda,1999,66.67
mda,2000,62.1
mda,2001,59.57
mda,2002,59
mda,2003,65.07
mda,2004,64.57
mda,2005,64.1
mda,2006,68.8
mda,2007,69.67
mda,2008,71.04
mda,2009,74.7
mda,2010,75.28
mda,2011,75.05
mda,2012,75.13
mda,2013,72.95
mda,2014,72.4
mda,2015,69.19
mda,2016,67.01
mda,2017,69.74
mda,2018,71.6
mda,2019,73.82
mdg,1991,11.41
mdg,1992,11.26
mdg,1993,11.46
mdg,1994,11.34
mdg,1995,11.54
mdg,1996,11.54
mdg,1997,11.27
mdg,1998,11.38
mdg,1999,11.64
mdg,2000,12.31
mdg,2001,12.9
mdg,2002,12.13
mdg,2003,12.12
mdg,2004,11.1
mdg,2005,10.54
mdg,2006,9.94
mdg,2007,8.99
mdg,2008,8.97
mdg,2009,7.47
mdg,2010,6.75
mdg,2011,7.37
mdg,2012,8.01
mdg,2013,7.92
mdg,2014,8.05
mdg,2015,8.02
mdg,2016,8.35
mdg,2017,8.66
mdg,2018,9.88
mdg,2019,10.38
mdv,1991,39.59
mdv,1992,40.16
mdv,1993,40.76
mdv,1994,41.46
mdv,1995,42.25
mdv,1996,43.09
mdv,1997,44.08
mdv,1998,45.13
mdv,1999,46.19
mdv,2000,47.15
mdv,2001,47.12
mdv,2002,47.95
mdv,2003,49.73
mdv,2004,51.05
mdv,2005,50
mdv,2006,49.76
mdv,2007,60.64
mdv,2008,67.93
mdv,2009,71.13
mdv,2010,69.46
mdv,2011,67.38
mdv,2012,64.44
mdv,2013,61.25
mdv,2014,58.02
mdv,2015,61.77
mdv,2016,64.98
mdv,2017,64.91
mdv,2018,64.96
mdv,2019,65.17
mex,1991,61.62
mex,1992,60.09
mex,1993,58.47
mex,1994,58.95
mex,1995,59.16
mex,1996,60.93
mex,1997,58.53
mex,1998,61.46
mex,1999,61.95
mex,2000,64.59
mex,2001,64.26
mex,2002,63.16
mex,2003,62.54
mex,2004,62.9
mex,2005,64.59
mex,2006,64.92
mex,2007,64.78
mex,2008,65.34
mex,2009,64.84
mex,2010,65.64
mex,2011,65.3
mex,2012,65.55
mex,2013,66.3
mex,2014,67.26
mex,2015,67.09
mex,2016,67.42
mex,2017,68.38
mex,2018,68.14
mex,2019,67.2
mkd,1991,84.15
mkd,1992,83.77
mkd,1993,83.05
mkd,1994,82.51
mkd,1995,82.04
mkd,1996,81.26
mkd,1997,80.61
mkd,1998,80.12
mkd,1999,77.69
mkd,2000,75.66
mkd,2001,69.57
mkd,2002,71.54
mkd,2003,74.16
mkd,2004,80.48
mkd,2005,75.83
mkd,2006,74.45
mkd,2007,76.93
mkd,2008,74.88
mkd,2009,76.46
mkd,2010,75.17
mkd,2011,75.73
mkd,2012,76.49
mkd,2013,74.94
mkd,2014,78.25
mkd,2015,78.66
mkd,2016,80.17
mkd,2017,80.46
mkd,2018,80.61
mkd,2019,82.73
mli,1991,5.5
mli,1992,5.42
mli,1993,5.44
mli,1994,5.45
mli,1995,5.56
mli,1996,5.59
mli,1997,5.76
mli,1998,5.67
mli,1999,5.96
mli,2000,6.22
mli,2001,7.02
mli,2002,7.22
mli,2003,7.7
mli,2004,7.86
mli,2005,8.36
mli,2006,9.19
mli,2007,9.05
mli,2008,8.88
mli,2009,9.65
mli,2010,9.67
mli,2011,9.35
mli,2012,9.55
mli,2013,9.43
mli,2014,10.06
mli,2015,10.32
mli,2016,10.89
mli,2017,11.07
mli,2018,12.26
mli,2019,12.95
mlt,1991,94.25
mlt,1992,94.28
mlt,1993,94.32
mlt,1994,94.35
mlt,1995,94.39
mlt,1996,94.43
mlt,1997,94.47
mlt,1998,94.46
mlt,1999,94.43
mlt,2000,94.13
mlt,2001,94.87
mlt,2002,94.69
mlt,2003,91.58
mlt,2004,94.1
mlt,2005,93.6
mlt,2006,93.93
mlt,2007,92.65
mlt,2008,93.49
mlt,2009,93.12
mlt,2010,93.68
mlt,2011,93.81
mlt,2012,93.34
mlt,2013,93.61
mlt,2014,93.02
mlt,2015,92.69
mlt,2016,93.74
mlt,2017,91.57
mlt,2018,91.66
mlt,2019,90.18
mmr,1991,18.34
mmr,1992,18.48
mmr,1993,18.59
mmr,1994,18.77
mmr,1995,18.98
mmr,1996,19.23
mmr,1997,19.5
mmr,1998,19.83
mmr,1999,20.42
mmr,2000,21.2
mmr,2001,22.08
mmr,2002,23.02
mmr,2003,24.04
mmr,2004,25.09
mmr,2005,26.18
mmr,2006,27.29
mmr,2007,28.4
mmr,2008,29.44
mmr,2009,30.49
mmr,2010,31.47
mmr,2011,32.17
mmr,2012,32.96
mmr,2013,33.81
mmr,2014,34.64
mmr,2015,35.45
mmr,2016,36.15
mmr,2017,36.9
mmr,2018,33.46
mmr,2019,35.13
mne,1991,87.16
mne,1992,86.44
mne,1993,85.49
mne,1994,85.39
mne,1995,85.78
mne,1996,86.58
mne,1997,87
mne,1998,87.26
mne,1999,86.24
mne,2000,86.19
mne,2001,85.94
mne,2002,85.81
mne,2003,85.45
mne,2004,85.43
mne,2005,85.46
mne,2006,84.29
mne,2007,82.93
mne,2008,85.58
mne,2009,89.62
mne,2010,89.42
mne,2011,89.15
mne,2012,87.37
mne,2013,89.17
mne,2014,86.38
mne,2015,84.49
mne,2016,84.37
mne,2017,84.7
mne,2018,85.98
mne,2019,86.79
mng,1991,45.22
mng,1992,44.29
mng,1993,43.78
mng,1994,43.65
mng,1995,43.72
mng,1996,43.82
mng,1997,43.88
mng,1998,44.23
mng,1999,44.33
mng,2000,44.16
mng,2001,44.42
mng,2002,44.82
mng,2003,45.34
mng,2004,46.25
mng,2005,46.66
mng,2006,47.11
mng,2007,47.71
mng,2008,48.06
mng,2009,47.46
mng,2010,47.11
mng,2011,47.21
mng,2012,49.74
mng,2013,51.98
mng,2014,52.83
mng,2015,51.73
mng,2016,54.47
mng,2017,53.58
mng,2018,54.06
mng,2019,54.41
moz,1991,2.21
moz,1992,2.13
moz,1993,2.03
moz,1994,2.03
moz,1995,2.12
moz,1996,2.32
moz,1997,2.46
moz,1998,2.75
moz,1999,2.93
moz,2000,2.94
moz,2001,3.18
moz,2002,3.06
moz,2003,3.1
moz,2004,3.37
moz,2005,3.41
moz,2006,3.82
moz,2007,3.94
moz,2008,3.96
moz,2009,4.13
moz,2010,4.37
moz,2011,4.64
moz,2012,4.91
moz,2013,5.06
moz,2014,5.35
moz,2015,5.6
moz,2016,6.01
moz,2017,6.66
moz,2018,6.97
moz,2019,6.84
mrt,1991,21.07
mrt,1992,20.88
mrt,1993,21.1
mrt,1994,20.92
mrt,1995,20.83
mrt,1996,20.81
mrt,1997,21.06
mrt,1998,21.38
mrt,1999,21.86
mrt,2000,21.05
mrt,2001,21.49
mrt,2002,21.59
mrt,2003,21.61
mrt,2004,22.4
mrt,2005,23.99
mrt,2006,26.97
mrt,2007,27.27
mrt,2008,28.63
mrt,2009,28.01
mrt,2010,29.6
mrt,2011,29.88
mrt,2012,29.56
mrt,2013,28.42
mrt,2014,26.39
mrt,2015,24.74
mrt,2016,24.19
mrt,2017,23.01
mrt,2018,23.11
mrt,2019,23.53
mus,1991,87.87
mus,1992,87.76
mus,1993,87.66
mus,1994,87.53
mus,1995,87.43
mus,1996,87.31
mus,1997,87.16
mus,1998,87.07
mus,1999,86.8
mus,2000,86.46
mus,2001,86.68
mus,2002,85.9
mus,2003,79.59
mus,2004,84.96
mus,2005,84.42
mus,2006,84.4
mus,2007,83.79
mus,2008,83.99
mus,2009,84.14
mus,2010,83.38
mus,2011,85.02
mus,2012,83.65
mus,2013,84.54
mus,2014,84.09
mus,2015,83.93
mus,2016,84.79
mus,2017,85.19
mus,2018,86.13
mus,2019,86.46
mwi,1991,41.55
mwi,1992,41.11
mwi,1993,40.99
mwi,1994,38.77
mwi,1995,39.95
mwi,1996,40.74
mwi,1997,40.29
mwi,1998,40.57
mwi,1999,40.27
mwi,2000,39.35
mwi,2001,37.12
mwi,2002,36.75
mwi,2003,36.74
mwi,2004,36.01
mwi,2005,35.05
mwi,2006,34.74
mwi,2007,35.28
mwi,2008,34.53
mwi,2009,34.16
mwi,2010,34.4
mwi,2011,34.45
mwi,2012,33.57
mwi,2013,33
mwi,2014,33.38
mwi,2015,32.73
mwi,2016,32.24
mwi,2017,31.77
mwi,2018,31.28
mwi,2019,31.08
mys,1991,70.19
mys,1992,70.69
mys,1993,71.25
mys,1994,72.09
mys,1995,73.11
mys,1996,71.98
mys,1997,74.05
mys,1998,75.12
mys,1999,75.65
mys,2000,76.44
mys,2001,76.85
mys,2002,77.24
mys,2003,77.45
mys,2004,76.7
mys,2005,78.46
mys,2006,78.11
mys,2007,77.28
mys,2008,78.87
mys,2009,78.28
mys,2010,78.59
mys,2011,79.86
mys,2012,77.1
mys,2013,74.94
mys,2014,75.1
mys,2015,72.93
mys,2016,73.46
mys,2017,73.51
mys,2018,71.18
mys,2019,71.24
nam,1991,55.35
nam,1992,55.13
nam,1993,54.55
nam,1994,54.65
nam,1995,54.09
nam,1996,53.84
nam,1997,53.91
nam,1998,53.86
nam,1999,53.26
nam,2000,53.47
nam,2001,53.61
nam,2002,53.8
nam,2003,53.38
nam,2004,54.28
nam,2005,54.61
nam,2006,55.53
nam,2007,55.85
nam,2008,56.13
nam,2009,55.93
nam,2010,55.97
nam,2011,56.15
nam,2012,56.18
nam,2013,54.92
nam,2014,58.65
nam,2015,61.83
nam,2016,64.68
nam,2017,61.05
nam,2018,57.1
nam,2019,56.55
ncl,1991,89.42
ncl,1992,89.35
ncl,1993,89.24
ncl,1994,89.09
ncl,1995,88.91
ncl,1996,88.69
ncl,1997,88.52
ncl,1998,88.26
ncl,1999,88.01
ncl,2000,87.81
ncl,2001,87.56
ncl,2002,87.37
ncl,2003,87.22
ncl,2004,87.09
ncl,2005,86.98
ncl,2006,86.91
ncl,2007,86.87
ncl,2008,86.72
ncl,2009,86.58
ncl,2010,86.45
ncl,2011,86.31
ncl,2012,86.17
ncl,2013,86.03
ncl,2014,85.9
ncl,2015,86.09
ncl,2016,86.29
ncl,2017,86.52
ncl,2018,86.76
ncl,2019,87.04
ner,1991,13.05
ner,1992,12.77
ner,1993,12.37
ner,1994,12.3
ner,1995,11.95
ner,1996,11.6
ner,1997,11.26
ner,1998,11.09
ner,1999,10.37
ner,2000,9.94
ner,2001,9.79
ner,2002,9.44
ner,2003,9.13
ner,2004,8.63
ner,2005,8.38
ner,2006,8.29
ner,2007,8.33
ner,2008,8.47
ner,2009,8.16
ner,2010,8.4
ner,2011,8.07
ner,2012,9.65
ner,2013,4.95
ner,2014,2.18
ner,2015,2.04
ner,2016,1.9
ner,2017,1.88
ner,2018,1.76
ner,2019,1.77
nga,1991,7.47
nga,1992,7.59
nga,1993,7.42
nga,1994,7.36
nga,1995,7.69
nga,1996,7.85
nga,1997,7.79
nga,1998,7.39
nga,1999,7.54
nga,2000,8.21
nga,2001,7.91
nga,2002,7.87
nga,2003,8.7
nga,2004,9.6
nga,2005,10.14
nga,2006,10.34
nga,2007,10.71
nga,2008,11.37
nga,2009,11.45
nga,2010,12.75
nga,2011,13.93
nga,2012,13.35
nga,2013,12.8
nga,2014,12.96
nga,2015,12.49
nga,2016,12.32
nga,2017,13.23
nga,2018,14.11
nga,2019,14.63
nic,1991,51.25
nic,1992,50.85
nic,1993,50.39
nic,1994,50.52
nic,1995,50.86
nic,1996,51.33
nic,1997,51.45
nic,1998,51.43
nic,1999,51.86
nic,2000,51.8
nic,2001,51.01
nic,2002,49.66
nic,2003,48.42
nic,2004,50.8
nic,2005,50.82
nic,2006,52.02
nic,2007,52.04
nic,2008,51.98
nic,2009,50.12
nic,2010,49.76
nic,2011,49.73
nic,2012,49.82
nic,2013,49.74
nic,2014,49.66
nic,2015,50.61
nic,2016,51.47
nic,2017,52.24
nic,2018,51.99
nic,2019,51.63
nld,1991,88.38
nld,1992,90.03
nld,1993,89.8
nld,1994,88.96
nld,1995,88.71
nld,1996,89.71
nld,1997,89.59
nld,1998,90.37
nld,1999,90.25
nld,2000,90.6
nld,2001,90.25
nld,2002,90.52
nld,2003,91.4
nld,2004,90.38
nld,2005,89.63
nld,2006,89.25
nld,2007,89.32
nld,2008,89.02
nld,2009,88.48
nld,2010,88.54
nld,2011,88.45
nld,2012,88.32
nld,2013,87.77
nld,2014,87.34
nld,2015,86.65
nld,2016,86.78
nld,2017,86.79
nld,2018,86.86
nld,2019,86.85
nor,1991,93.27
nor,1992,93.43
nor,1993,93.64
nor,1994,93.99
nor,1995,93.47
nor,1996,94.2
nor,1997,94.83
nor,1998,94.63
nor,1999,95.06
nor,2000,95.18
nor,2001,95.01
nor,2002,95.81
nor,2003,95.64
nor,2004,95.72
nor,2005,95.56
nor,2006,95.13
nor,2007,95.37
nor,2008,95.56
nor,2009,95.13
nor,2010,95.59
nor,2011,95.96
nor,2012,95.89
nor,2013,95.59
nor,2014,95.66
nor,2015,95.39
nor,2016,95.46
nor,2017,95.67
nor,2018,95.7
nor,2019,95.85
npl,1991,6.18
npl,1992,6.17
npl,1993,6.17
npl,1994,6.19
npl,1995,6.22
npl,1996,6.28
npl,1997,6.37
npl,1998,6.47
npl,1999,6.59
npl,2000,6.74
npl,2001,6.88
npl,2002,6.96
npl,2003,7.06
npl,2004,7.19
npl,2005,7.33
npl,2006,7.45
npl,2007,7.59
npl,2008,7.77
npl,2009,8.02
npl,2010,8.31
npl,2011,8.67
npl,2012,9.13
npl,2013,9.62
npl,2014,10.19
npl,2015,10.71
npl,2016,11
npl,2017,11.38
npl,2018,11.75
npl,2019,12.11
nzl,1991,85.79
nzl,1992,85.26
nzl,1993,85.37
nzl,1994,84.88
nzl,1995,84.76
nzl,1996,85.11
nzl,1997,85.97
nzl,1998,85.82
nzl,1999,85.17
nzl,2000,85.39
nzl,2001,86.09
nzl,2002,86.77
nzl,2003,86.88
nzl,2004,86.43
nzl,2005,86.6
nzl,2006,87.43
nzl,2007,87.35
nzl,2008,87.46
nzl,2009,88.18
nzl,2010,88.14
nzl,2011,87.4
nzl,2012,87.63
nzl,2013,88.42
nzl,2014,88.2
nzl,2015,88.42
nzl,2016,85.56
nzl,2017,84.83
nzl,2018,85.27
nzl,2019,85.37
omn,1991,92.03
omn,1992,92.1
omn,1993,92.16
omn,1994,92.11
omn,1995,92.05
omn,1996,91.96
omn,1997,91.36
omn,1998,90.75
omn,1999,89.9
omn,2000,89.09
omn,2001,90.1
omn,2002,90.86
omn,2003,91.48
omn,2004,92.1
omn,2005,92.63
omn,2006,93.21
omn,2007,93.76
omn,2008,94.21
omn,2009,94.75
omn,2010,95.11
omn,2011,95.13
omn,2012,95.26
omn,2013,95.32
omn,2014,95.44
omn,2015,95.51
omn,2016,95.53
omn,2017,95.51
omn,2018,95.55
omn,2019,95.56
pak,1991,25.2
pak,1992,25.17
pak,1993,25.38
pak,1994,25.94
pak,1995,24.83
pak,1996,25.22
pak,1997,33.36
pak,1998,25.19
pak,1999,25.31
pak,2000,33.43
pak,2001,33.42
pak,2002,37.3
pak,2003,37.48
pak,2004,31.19
pak,2005,31.36
pak,2006,26.63
pak,2007,24.89
pak,2008,22.68
pak,2009,22.46
pak,2010,20.69
pak,2011,21.36
pak,2012,22.95
pak,2013,24.64
pak,2014,26.53
pak,2015,24.84
pak,2016,23.98
pak,2017,26.13
pak,2018,28.4
pak,2019,29.73
pan,1991,81.71
pan,1992,83.17
pan,1993,83.75
pan,1994,82.79
pan,1995,80.21
pan,1996,79.61
pan,1997,78.86
pan,1998,77.17
pan,1999,76.89
pan,2000,79.14
pan,2001,78.99
pan,2002,75.09
pan,2003,74.78
pan,2004,74.81
pan,2005,71.97
pan,2006,72.44
pan,2007,74.63
pan,2008,73.2
pan,2009,66.98
pan,2010,69.87
pan,2011,74.37
pan,2012,71.38
pan,2013,70.54
pan,2014,70.8
pan,2015,69.45
pan,2016,66.67
pan,2017,68.01
pan,2018,64.53
pan,2019,63.27
per,1991,32.04
per,1992,32.41
per,1993,32.65
per,1994,32.73
per,1995,33.09
per,1996,33.4
per,1997,33.66
per,1998,33.73
per,1999,34.03
per,2000,33.86
per,2001,34.29
per,2002,34.5
per,2003,32.4
per,2004,33.03
per,2005,33.06
per,2006,34.7
per,2007,36.36
per,2008,37.13
per,2009,36.78
per,2010,36.63
per,2011,37.72
per,2012,38.57
per,2013,38.72
per,2014,38.85
per,2015,39.9
per,2016,39.65
per,2017,39.48
per,2018,39.14
per,2019,38.69
phl,1991,48.37
phl,1992,48.24
phl,1993,48.24
phl,1994,48.46
phl,1995,48.73
phl,1996,49.21
phl,1997,49.77
phl,1998,49.24
phl,1999,48.79
phl,2000,50.78
phl,2001,48.3
phl,2002,47.87
phl,2003,49.03
phl,2004,50.73
phl,2005,49.6
phl,2006,50.09
phl,2007,51
phl,2008,51.23
phl,2009,51.75
phl,2010,52.84
phl,2011,53.02
phl,2012,54.34
phl,2013,55.58
phl,2014,55.08
phl,2015,56.62
phl,2016,57.86
phl,2017,59.32
phl,2018,60.09
phl,2019,60.43
png,1991,6.42
png,1992,6.84
png,1993,7.34
png,1994,7.58
png,1995,7.47
png,1996,7.84
png,1997,7.58
png,1998,7.31
png,1999,7.46
png,2000,7.3
png,2001,7.18
png,2002,7.07
png,2003,7.23
png,2004,7.46
png,2005,8.03
png,2006,8.56
png,2007,9.3
png,2008,9.28
png,2009,9.85
png,2010,11.03
png,2011,10.99
png,2012,11.25
png,2013,11.49
png,2014,12.93
png,2015,13.8
png,2016,14.27
png,2017,14.69
png,2018,14.51
png,2019,15.09
pol,1991,71.02
pol,1992,71
pol,1993,70.13
pol,1994,70.77
pol,1995,72.38
pol,1996,72.45
pol,1997,73.25
pol,1998,74.63
pol,1999,75.89
pol,2000,74.97
pol,2001,74.19
pol,2002,74.61
pol,2003,76.35
pol,2004,76.23
pol,2005,76.92
pol,2006,78.25
pol,2007,79.1
pol,2008,79.62
pol,2009,79.95
pol,2010,79.91
pol,2011,80.18
pol,2012,80.82
pol,2013,81.56
pol,2014,82.28
pol,2015,82.38
pol,2016,83.18
pol,2017,83.93
pol,2018,83.97
pol,2019,84.31
pri,1991,92.05
pri,1992,92.39
pri,1993,92.54
pri,1994,93.04
pri,1995,92.44
pri,1996,92.49
pri,1997,92.39
pri,1998,92.7
pri,1999,92.52
pri,2000,92.89
pri,2001,92.93
pri,2002,91.89
pri,2003,92.67
pri,2004,92.16
pri,2005,92.35
pri,2006,91.66
pri,2007,91.1
pri,2008,92.34
pri,2009,92.71
pri,2010,92.3
pri,2011,92.76
pri,2012,91.41
pri,2013,91.65
pri,2014,91.89
pri,2015,92.13
pri,2016,92.16
pri,2017,92.14
pri,2018,91.33
pri,2019,90.66
prk,1991,13.41
prk,1992,13.3
prk,1993,13.18
prk,1994,13.09
prk,1995,12.94
prk,1996,12.81
prk,1997,12.61
prk,1998,12.44
prk,1999,12.42
prk,2000,12.37
prk,2001,12.42
prk,2002,12.44
prk,2003,12.47
prk,2004,12.52
prk,2005,12.62
prk,2006,12.63
prk,2007,12.58
prk,2008,12.63
prk,2009,12.61
prk,2010,12.58
prk,2011,12.59
prk,2012,12.62
prk,2013,12.65
prk,2014,12.71
prk,2015,12.72
prk,2016,12.84
prk,2017,12.83
prk,2018,12.74
prk,2019,12.83
prt,1991,75.74
prt,1992,75.85
prt,1993,75.02
prt,1994,74.16
prt,1995,74.56
prt,1996,73.75
prt,1997,72.91
prt,1998,73.17
prt,1999,74.04
prt,2000,75.5
prt,2001,73.81
prt,2002,74.4
prt,2003,74.29
prt,2004,76.14
prt,2005,75.86
prt,2006,76.83
prt,2007,77.14
prt,2008,77.39
prt,2009,78.52
prt,2010,79.59
prt,2011,82.75
prt,2012,82.34
prt,2013,82.55
prt,2014,85.15
prt,2015,86.09
prt,2016,86.61
prt,2017,87.32
prt,2018,87.56
prt,2019,87.16
pry,1991,45.2
pry,1992,45.16
pry,1993,45.2
pry,1994,45.22
pry,1995,45.23
pry,1996,45.08
pry,1997,44.97
pry,1998,44.72
pry,1999,44.48
pry,2000,44.26
pry,2001,44.2
pry,2002,44.78
pry,2003,45.61
pry,2004,43.38
pry,2005,48.74
pry,2006,47.67
pry,2007,47.42
pry,2008,50.68
pry,2009,48.46
pry,2010,51.15
pry,2011,52.15
pry,2012,49.13
pry,2013,55.4
pry,2014,55.11
pry,2015,55.62
pry,2016,54.78
pry,2017,54.18
pry,2018,56.08
pry,2019,56.98
pse,1991,47.16
pse,1992,46.75
pse,1993,46.48
pse,1994,46.58
pse,1995,47.18
pse,1996,47.89
pse,1997,48.83
pse,1998,50.89
pse,1999,53.16
pse,2000,55.33
pse,2001,63.43
pse,2002,60.53
pse,2003,54.14
pse,2004,56.33
pse,2005,55.94
pse,2006,53.91
pse,2007,51.18
pse,2008,61.61
pse,2009,67.03
pse,2010,67.29
pse,2011,64.89
pse,2012,63.23
pse,2013,64.86
pse,2014,62.41
pse,2015,67.01
pse,2016,70.75
pse,2017,73.85
pse,2018,75.47
pse,2019,77.28
pyf,1991,81.45
pyf,1992,81.34
pyf,1993,81.2
pyf,1994,81.15
pyf,1995,81.17
pyf,1996,81.3
pyf,1997,81.88
pyf,1998,82.57
pyf,1999,83.22
pyf,2000,83.85
pyf,2001,84.43
pyf,2002,84.97
pyf,2003,85.55
pyf,2004,86.11
pyf,2005,86.63
pyf,2006,87.11
pyf,2007,87.61
pyf,2008,88.15
pyf,2009,88.53
pyf,2010,88.82
pyf,2011,89.04
pyf,2012,89.25
pyf,2013,89.46
pyf,2014,89.67
pyf,2015,89.91
pyf,2016,90.16
pyf,2017,90.45
pyf,2018,90.74
pyf,2019,91.04
qat,1991,99.92
qat,1992,99.91
qat,1993,99.92
qat,1994,99.93
qat,1995,99.93
qat,1996,99.93
qat,1997,99.93
qat,1998,99.93
qat,1999,99.93
qat,2000,99.92
qat,2001,99.91
qat,2002,99.89
qat,2003,99.87
qat,2004,99.84
qat,2005,99.77
qat,2006,99.68
qat,2007,99.69
qat,2008,99.58
qat,2009,99.53
qat,2010,99.52
qat,2011,99.49
qat,2012,99.57
qat,2013,99.56
qat,2014,99.6
qat,2015,99.61
qat,2016,99.62
qat,2017,99.6
qat,2018,99.52
qat,2019,99.42
rou,1991,63.21
rou,1992,57.35
rou,1993,57.73
rou,1994,58.28
rou,1995,54.47
rou,1996,57.78
rou,1997,54.53
rou,1998,53.72
rou,1999,52.29
rou,2000,51.45
rou,2001,51.46
rou,2002,58.51
rou,2003,59.03
rou,2004,65.76
rou,2005,65.16
rou,2006,67.05
rou,2007,66.57
rou,2008,67.65
rou,2009,67.53
