global,time,sh_xpd_oopc_pc_cd
world,2000,92.20993
world,2001,93.07345
world,2002,97.46927
world,2003,108.8055
world,2004,119.70657
world,2005,127.95161
world,2006,136.73571
world,2007,150.71434
world,2008,163.28974
world,2009,159.83682
world,2010,168.57208
world,2011,183.05354
world,2012,186.81817
world,2013,191.94014
world,2014,193.26332
world,2015,182.62305
world,2016,185.31388
world,2017,191.81226
world,2018,199.8577
world,2019,201.73832
