geo,time,gf_xpd_budg_zs
bgd,2008,93.98898
bgd,2009,88.09624
bgd,2010,89.27254
bgd,2011,97.04925
bgd,2012,93.17807
bgd,2013,90.7531
bgd,2014,84.59257
bgd,2015,95.66884
bgd,2016,89.65097
bgd,2017,93.11823
bgd,2018,92.81217
bgd,2019,95.25798
bgr,2007,99.18932
bgr,2008,90.91459
bgr,2009,68.11313
bgr,2010,97.09769
bgr,2011,90.07903
bgr,2012,93.33879
bgr,2013,92.40071
bgr,2014,83.55078
bgr,2015,91.89136
bgr,2016,92.31059
bgr,2017,92.8226
bgr,2018,98.21322
bgr,2019,95.50307
bgr,2020,90.08849
bih,2007,100
bih,2008,95.38385
bih,2009,124.23361
bih,2010,99.25343
bih,2011,96.80597
bih,2012,98.17524
bih,2013,90.3773
bih,2014,95.3246
bih,2015,93.90363
bih,2016,88.06874
bih,2017,88.64384
bih,2018,80.9888
bih,2019,83.83158
blr,2005,110.82654
blr,2006,104.53788
blr,2007,111.91507
blr,2010,98.05364
blr,2011,131.23108
blr,2012,112.58121
blr,2013,88.77834
blr,2014,95.47802
blr,2015,107.88994
blr,2016,102.49663
blr,2017,101.55923
blr,2018,99.88355
blr,2019,95.97834
blz,2007,105.24031
blz,2008,104.52218
blz,2009,92.58495
blz,2010,89.39041
blz,2011,98.2703
blz,2012,104.07801
blz,2013,96.875
blz,2014,104.36924
blz,2015,111.50232
blz,2016,119.53754
blz,2017,104.79541
blz,2018,98.29675
blz,2019,102.06834
blz,2020,102.79414
bol,2006,96.07428
bol,2007,92.36211
bol,2008,115.12997
bol,2009,91.49897
bol,2010,88.6943
bol,2011,102.5685
bol,2012,107.19497
bol,2013,109.89123
bol,2014,106.88557
bol,2015,86.3191
bol,2016,68.57926
bol,2017,83.2622
bol,2018,86.28422
bol,2019,83.87815
bra,2005,95.26064
bra,2006,95.04982
bra,2007,93.56352
bra,2008,91.07667
bra,2009,87.16498
bra,2010,89.00473
bra,2011,87.92281
bra,2012,86.60648
bra,2013,86.45067
bra,2014,88.5243
bra,2015,88.74641
bra,2016,96.09116
bra,2017,91.00495
bra,2018,92.51841
bra,2019,94.28212
bra,2020,119.78264
btn,2006,93.01844
btn,2007,92.59259
btn,2008,91.74684
btn,2013,105.83225
btn,2014,95.83541
btn,2015,98.32606
btn,2016,94.38264
btn,2017,96.30379
btn,2018,97.26438
bwa,2006,91.36635
bwa,2007,89.32901
bwa,2008,85.20234
bwa,2010,104.31007
bwa,2011,99.04875
bwa,2012,97.05646
bwa,2016,100.46846
bwa,2017,103.34283
bwa,2018,98.05079
caf,2008,51.30016
caf,2009,58.47418
che,2007,111.63775
che,2008,110.14148
che,2009,99.7889
che,2010,98.35922
che,2011,99.63627
che,2012,97.76849
che,2013,98.28537
che,2014,97.10442
che,2015,98.0552
che,2016,99.31941
che,2017,99.27399
che,2018,99.3547
che,2019,98.75472
chl,2007,87.87747
chl,2008,90.70588
chl,2009,106.95022
chl,2010,105.26591
chl,2011,106.06757
chl,2012,102.7253
chl,2013,100.37574
chl,2014,106.57495
chl,2015,104.79811
chl,2016,131.47064
chl,2017,103.95074
chl,2018,109.56479
chl,2019,107.80071
chl,2020,98.6564
civ,2007,97.75625
civ,2008,92.15594
civ,2009,107.5487
civ,2010,119.34704
civ,2011,101.2459
civ,2012,107.27848
civ,2013,102.41217
civ,2014,103.8371
civ,2015,94.13761
civ,2016,97.35487
cmr,2007,77.51488
cmr,2008,86.37961
cmr,2009,86.86062
cmr,2010,92.53633
cmr,2011,95.45899
cmr,2012,97.31514
cmr,2013,91.92065
cmr,2014,98.95222
cmr,2015,95.66993
cmr,2016,94.9723
cmr,2017,96.69904
cmr,2018,98.43388
cmr,2019,94.98925
cod,2004,70
cod,2005,120.9
cod,2006,116.1
cod,2010,99.7561
cod,2011,104.58202
cod,2012,129.00981
cog,2008,96.75395
cog,2009,88.39177
cog,2010,91.77009
cog,2011,104.82663
cog,2012,86.70915
cog,2013,89.96552
cog,2014,88.23651
cog,2015,69.23101
cog,2016,55.4622
cog,2017,88.69525
cog,2018,99.86565
col,2005,99.68513
col,2006,96.51385
col,2007,94.48682
col,2008,92.58745
col,2009,91.22461
col,2010,87.2239
col,2011,96.64201
col,2012,95.06043
col,2013,93.60408
col,2014,90.41155
col,2015,90.14994
col,2016,88.72899
col,2017,97.00216
col,2018,86.7584
com,2010,106.95369
com,2011,95.05574
com,2012,109.70423
com,2013,95.59439
com,2014,100.63496
com,2015,94.95811
cpv,2007,92.663
cpv,2008,93.66003
cpv,2009,87.35287
cpv,2010,87.72334
cpv,2011,85.56377
cpv,2012,96.70705
cpv,2013,86.11334
cpv,2014,81.911
cpv,2015,87.72515
cpv,2016,82.55267
cri,2007,94.32828
cri,2008,92.89099
cri,2009,92.89393
cri,2010,95.32597
cri,2011,98.19514
cri,2012,96.9805
cri,2013,98.19514
cri,2014,96.9805
cri,2015,94.37348
cri,2016,96.28383
cri,2017,95.24552
cri,2018,89.91145
cri,2019,100.9968
dma,2013,87.2107
dma,2014,84.34343
dma,2015,82.13698
dma,2016,88.64502
dma,2017,94.38935
dma,2018,79.70027
dom,2007,112.91895
dom,2008,114.71927
dom,2009,116.30828
dom,2010,107.52675
dom,2011,117.23289
dom,2012,104.00725
dom,2013,96.29316
dom,2014,98.07131
dom,2015,97.81775
dom,2016,99.2589
dom,2017,99.44878
dom,2018,99.34037
dom,2019,97.35907
dza,2007,82.00871
dza,2008,87.73164
dza,2009,79.70821
dza,2010,70.24473
dza,2011,72.02811
dza,2012,91.02321
dza,2013,88.68342
dza,2014,92.9152
dza,2015,88.24678
dza,2016,92.11199
dza,2017,110.99681
dza,2018,95.30664
dza,2019,99.79832
ecu,2007,102.52165
ecu,2008,101.76019
ecu,2009,82.1582
ecu,2010,98.18049
ecu,2011,103.33574
ecu,2012,105.63499
ecu,2013,129.80258
ecu,2014,110.01527
ecu,2015,98.4258
ecu,2016,114.18559
ecu,2017,116.26751
ecu,2018,98.04932
ecu,2019,98.21565
ecu,2020,84.46327
egy,2007,91.57126
egy,2008,108.93486
egy,2009,98.80218
egy,2010,111.53038
egy,2011,89.35788
egy,2012,86.08475
egy,2013,104.79244
egy,2014,100.90615
egy,2015,96.75115
egy,2016,94.85004
egy,2017,104.90041
egy,2018,102.85522
egy,2019,94.57199
egy,2020,88.33375
est,2007,101.63145
est,2008,96.15385
est,2009,97.65363
est,2010,93.64548
est,2011,101.91489
est,2012,115.69254
est,2013,89
est,2014,98.48101
est,2015,100.18419
est,2016,92.92327
est,2017,93.38183
est,2018,95.55766
est,2019,96.68728
eth,2007,91.59496
eth,2008,95.9461
eth,2009,94.81698
eth,2010,110.67262
eth,2011,108.20055
eth,2012,103.06068
eth,2013,98.88744
eth,2014,101.49788
eth,2015,105.46331
eth,2016,105.65798
eth,2017,101.02608
eth,2018,98.93063
fin,2013,100.05164
fin,2014,108.66913
fin,2015,108.16327
fin,2016,109.22794
fin,2017,107.2973
fin,2018,108.44086
fin,2019,111.20721
fin,2020,119.94801
fji,2017,83.96857
fji,2018,85.86762
fji,2019,77.36354
gab,2007,92.54683
gab,2008,129.19913
gab,2009,90.31393
gab,2010,117.53726
gab,2011,97.60723
gab,2012,111.37386
gab,2013,84.9074
gab,2014,71.21364
gab,2015,87.12334
gab,2016,81.03335
gab,2017,78.40282
gab,2018,91.76273
gab,2019,86.66294
geo,2007,130.25102
geo,2008,128.18392
geo,2009,98.25278
geo,2010,104.52237
geo,2011,105.33094
geo,2012,99.70923
geo,2013,92.69503
geo,2014,99.59193
geo,2015,99.37639
geo,2016,101.89644
geo,2017,101.66496
geo,2018,100.41812
geo,2019,98.45683
gha,2006,110.98279
gha,2007,114.90364
gha,2008,129.04691
gha,2009,93.20826
gha,2010,103.81226
gha,2011,117.4965
gha,2012,95.84957
gha,2013,96.22267
gha,2014,96.15153
gha,2015,98.72906
gha,2016,113.05211
gha,2017,94.76803
gha,2018,98.50552
gha,2019,93.75939
gha,2020,114.1517
gin,2011,94.73203
gin,2012,90.20497
gin,2013,85.32437
gin,2014,90.32375
gin,2015,84.99524
gin,2016,85.92843
gmb,2005,104.54591
gmb,2006,107.7
gmb,2011,104.54591
gmb,2012,114.42109
gmb,2013,131.48432
gnb,2007,135.75244
gnb,2008,87.17051
gnb,2009,94.35767
gnb,2010,71.71167
gnb,2011,82.13725
gnb,2012,75.02635
gnb,2013,73.97635
gnb,2014,120
gnb,2015,100.27662
gnb,2016,98.44151
gnb,2017,69.46431
grd,2006,116.46289
grd,2007,109.37276
grd,2008,116.76418
grl,2010,140.1882
grl,2011,101.64621
grl,2012,99.67335
gtm,2006,97.80726
gtm,2007,104.81982
gtm,2008,100.00713
gtm,2009,92.26501
gtm,2010,98.59129
gtm,2011,101.59734
gtm,2012,96.12739
gtm,2013,90.3687
gtm,2014,94.29308
gtm,2015,88.52734
gtm,2016,92.79581
gtm,2017,92.50305
gtm,2018,97.77576
gtm,2019,94.44106
gtm,2020,66.61929
guy,2015,92.47649
guy,2016,96.32452
guy,2017,98.79718
hnd,2006,106.22664
hnd,2007,100.09928
hnd,2008,103.83186
hnd,2009,104.19262
hnd,2010,101.34646
hnd,2011,105.73639
hnd,2012,87.75277
hnd,2013,98.41069
hnd,2014,98.85291
hnd,2016,110.16035
hnd,2017,96.68154
hnd,2018,97.58553
hnd,2019,97.47494
hrv,2007,103.64512
hrv,2008,100.11447
hrv,2009,94.64543
hrv,2010,100.35589
hrv,2011,99.27578
hrv,2012,100.83874
hrv,2013,100.44123
hrv,2014,97.70069
hrv,2015,99.69137
hrv,2016,98.22966
hrv,2017,97.3592
hrv,2018,97.17877
hrv,2019,99.71594
hti,2008,106.94676
hti,2009,113.81069
hti,2010,99.89599
hti,2011,80.90208
hti,2012,46.35111
hti,2013,53.431
hti,2014,65.92319
hti,2015,66.03034
hti,2016,101.79222
hti,2017,101.22425
hti,2018,70.77789
hti,2019,88.63107
hti,2020,83.75589
hun,2007,101.67481
hun,2008,100.39632
hun,2009,100.31361
hun,2010,103.87941
hun,2011,108.13377
hun,2012,100.69786
hun,2013,107.76568
hun,2014,97.15764
hun,2015,99.25365
hun,2016,103.14574
hun,2017,98.32644
hun,2018,99.90056
hun,2019,103.93955
idn,2007,93.54775
idn,2008,115.34296
idn,2009,90.38777
idn,2010,99.47035
idn,2011,105.32232
idn,2012,103.90154
idn,2013,98.07209
idn,2014,96.45524
idn,2015,88.57706
idn,2016,88.95291
idn,2017,96.48637
idn,2018,99.6605
idn,2019,93.8685
ind,2007,103.43906
ind,2008,104.72432
ind,2009,117.72204
ind,2010,100.35745
ind,2011,107.98909
ind,2012,103.70795
ind,2013,94.59711
ind,2014,93.64378
ind,2015,92.68931
ind,2016,100.74859
ind,2017,100.06107
ind,2018,99.77095
ind,2019,94.7957
irq,2007,75.99125
irq,2008,112.3872
irq,2009,80.37201
irq,2010,82.84467
irq,2011,81.47674
irq,2012,89.76857
irq,2013,86.08175
irq,2015,68.84778
irq,2016,70.87715
irq,2017,74.98683
irq,2018,77.64458
irq,2019,83.93473
ita,2007,118.12441
ita,2008,98.41788
ita,2009,100.82637
ita,2010,100.85879
ita,2011,101.46039
ita,2012,101.72815
ita,2013,100.00243
ita,2014,100.00362
ita,2015,100.0036
ita,2016,99.9964
ita,2017,100.00118
ita,2018,100.7274
ita,2019,100.73476
ita,2020,115.19298
jam,2010,106.09824
jam,2011,98.50836
jam,2012,100.06713
jam,2013,98.12389
jam,2014,96.73042
jam,2015,100.23311
jam,2016,99.38294
jam,2017,100.87046
jam,2018,106.08155
jam,2019,104.01266
jam,2020,107.63627
jor,2005,106.27628
jor,2006,113.42418
jor,2007,94.71739
jor,2008,93.65345
jor,2009,93.34995
jor,2010,95.60819
jor,2013,94.91685
jor,2014,96.97381
jor,2015,98.04494
jor,2016,93.56217
jor,2017,92.74553
jor,2018,94.98852
jor,2019,97.48866
kaz,2007,113.20046
kaz,2008,125.72582
kaz,2009,96.27199
kaz,2010,110.13576
kaz,2011,110.68111
kaz,2012,105.28604
kaz,2013,96.33742
kaz,2014,105.25368
kaz,2015,91.05602
kaz,2016,111.00616
kaz,2017,130.31107
kaz,2018,107.48367
kaz,2019,116.3024
ken,2006,94.42035
ken,2007,95.85432
ken,2009,95.12454
ken,2010,92.52955
ken,2011,87.90394
ken,2014,86.24368
ken,2015,92.90675
ken,2016,95.5937
kgz,2007,108.96785
kgz,2008,97.58339
kgz,2009,105.45339
kgz,2010,92.89339
kgz,2011,92.21669
kgz,2012,100.86701
kgz,2013,86.70271
kgz,2014,104.37406
kgz,2015,101.6812
kgz,2016,93.09452
kgz,2017,101.28848
kgz,2018,88.09232
khm,2007,94.1041
khm,2008,107.35555
khm,2009,103.10515
khm,2010,103.44395
khm,2011,99.59291
khm,2012,102.10738
khm,2013,98.15876
khm,2014,99.60546
khm,2015,96.40085
khm,2016,97.36921
khm,2017,99.90328
khm,2018,97.06079
khm,2019,106.33324
kos,2007,92.16727
kos,2008,93.16372
kos,2009,99.84147
kos,2010,104.79592
kos,2011,93.88556
kos,2012,94.01257
kos,2013,93.01075
kos,2014,92.04547
kos,2015,92.3368
kos,2016,98.00125
kos,2017,90.36482
kos,2018,91.71202
kos,2019,87.77887
kos,2020,93.33298
kwt,2006,94.88354
kwt,2007,94.84978
kwt,2008,85.82317
kwt,2009,96.28809
kwt,2010,92.86068
kwt,2011,99.45432
kwt,2012,87.50707
kwt,2013,90.90395
kwt,2014,90.00143
kwt,2015,90.67395
kwt,2016,90.38395
kwt,2017,89.11321
kwt,2018,92.55814
kwt,2019,95.55556
kwt,2020,104.65116
lao,2007,107.99677
lao,2008,113.8088
lao,2015,101.95281
lao,2016,95.74676
lao,2017,100.00695
lbn,2007,85.05068
lbn,2008,95.7171
lbn,2009,99.43886
lbn,2010,81.97461
lbn,2011,86.18879
lbn,2012,88.75753
lbn,2013,94.54067
lbn,2017,84.10702
lbn,2018,97.76291
lbn,2019,97.07114
lbr,2009,80.98976
lbr,2010,80.24316
lbr,2011,108.38916
lbr,2013,82.79994
lbr,2014,88.79019
lbr,2015,98.04182
lby,2017,187.5
lby,2018,138.77551
lby,2019,137.5
lca,2007,85.67098
lca,2008,72.91066
lca,2009,81.47094
lca,2010,91.38942
lca,2011,94.47518
lca,2012,87.98027
lca,2013,115.42359
lca,2014,90.8769
lca,2015,95.61502
lca,2016,87.93198
lca,2017,91.00407
lca,2018,89.99075
lca,2019,95.83866
lka,2007,100.80828
lka,2008,95.39882
lka,2009,100.86064
lka,2010,100.05096
lka,2011,100.95213
lka,2012,97.58932
lka,2013,93.52646
lka,2014,90.44363
lka,2015,112.6012
lka,2016,90.52658
lka,2017,97.26897
lka,2018,92.79953
lso,2010,91.67052
lso,2011,94.13057
lso,2012,100.46262
lso,2014,98.90141
lso,2015,125.92006
lso,2016,131.3252
ltu,2015,107.87515
ltu,2016,102.37054
ltu,2017,101.73481
ltu,2018,143.14854
ltu,2019,107.0111
ltu,2020,127.9108
lva,2014,119.16667
lva,2015,118.53333
lva,2016,113.76623
lva,2017,111.62902
lva,2018,116.08939
lva,2019,113.29787
lva,2020,116.7
mar,2005,108.36029
mar,2006,102.41045
mar,2007,103.16023
mar,2008,111.30907
mar,2009,93.16888
mar,2010,98.949
mar,2011,100.38356
mar,2012,102.04049
mar,2013,100.59559
mar,2014,103.53692
mar,2015,101.29633
mar,2016,100.37599
mar,2017,100
mar,2018,102.42374
mda,2007,115.88712
mda,2008,109.87789
mda,2009,94.0084
mda,2010,101.55615
mda,2011,99.31655
mda,2012,98.23707
mda,2013,100.7253
mda,2014,100.27316
mda,2015,91.30029
mda,2016,92.57432
mda,2017,97.64741
mda,2018,95.9061
mdg,2010,79.22353
mdg,2011,81.3524
mdg,2012,96.77012
mdg,2014,93.84942
mdg,2015,83.97042
mdg,2016,118.49476
mex,2007,110.55406
mex,2008,124.00263
mex,2009,102.25209
mex,2010,105.63405
mex,2011,106.30613
mex,2012,106.34864
mex,2013,106.31867
mex,2014,102.22919
mex,2015,104.7409
mex,2016,112.88816
mex,2017,107.5063
mex,2018,106.28623
mex,2019,99.59544
mhl,2009,106.6665
mhl,2010,105.37282
mhl,2011,89.55355
mkd,2007,104.55217
mkd,2008,105.95959
mkd,2009,83.86906
mkd,2010,92.1962
mkd,2011,92.43437
mkd,2012,88.08293
mkd,2013,94.78924
mkd,2014,92.2183
mkd,2015,98.7304
mkd,2016,95.52772
mkd,2017,92.18787
mkd,2018,94.48676
mkd,2019,95.14211
mkd,2020,101.64502
mli,2007,90.73463
mli,2008,84.65468
mli,2009,89.32883
mli,2010,84.48301
mli,2011,89.85954
mli,2012,94.16102
mli,2013,95.58576
mli,2014,82.29779
mli,2015,86.47764
mli,2016,84.51728
mli,2017,97.59095
mli,2018,79.82667
mmr,2009,108.67111
mmr,2010,112.05985
mmr,2011,120.16243
mmr,2016,95.34274
mmr,2017,93.45784
mmr,2018,97.99907
mne,2009,89.15909
mne,2010,99.16724
mne,2011,104.79753
mne,2012,104.47476
mne,2013,112.0609
mne,2014,108.89593
mne,2015,103.40186
mne,2016,93.62903
mne,2017,100.99137
mne,2018,105.07572
mne,2019,102.95961
mng,2007,97.01586
mng,2008,98.0419
mng,2009,95.96119
mng,2010,94.79986
mng,2011,101.33487
mng,2012,95.33572
mng,2013,92.98377
mng,2014,97.1695
mng,2015,98.40991
mng,2016,98.20014
mng,2017,98.50133
mng,2018,96.5362
mng,2019,98.62196
moz,2005,91.95638
moz,2006,97.63256
moz,2007,99.61344
moz,2008,98.50103
moz,2009,99.65031
moz,2012,96.01097
moz,2013,107.42335
moz,2014,103.29591
mrt,2008,107.38636
mrt,2009,97.51925
mrt,2010,107.44528
mrt,2012,124.17697
mrt,2013,110.61297
mrt,2014,92.68717
mrt,2015,108.24873
mrt,2016,97.9624
mrt,2017,91.21626
mrt,2018,91.05478
mus,2008,96.98581
mus,2009,92.12337
mus,2010,93.62279
mus,2012,86.77307
mus,2013,99.88168
mus,2014,92.67122
mwi,2008,88.60048
mwi,2009,109.51186
mwi,2010,104.53717
mwi,2011,104.34591
mwi,2012,111.31652
mwi,2013,122.71671
mwi,2014,94.94154
mwi,2015,103.17162
mwi,2016,96.14043
mwi,2017,88.68436
mys,2007,112.24559
mys,2008,110.20126
mys,2009,99.9674
mys,2010,106.74962
mys,2011,108.34072
mys,2012,109.45412
mys,2013,101.55484
mys,2014,98.47745
mys,2015,94.8589
mys,2016,95.20707
mys,2017,100.94739
mys,2018,102.38355
ncl,2009,109.63385
ncl,2010,107.31047
ncl,2011,104.07057
ncl,2016,101.5748
ncl,2017,97.28278
ncl,2018,100.50258
ner,2009,59.82131
ner,2010,67.35984
ner,2011,65.90728
ner,2012,73.77514
ner,2013,81.64275
ner,2014,68.06205
ner,2015,88.64904
ner,2016,69.9074
nga,2008,90.44139
nga,2009,92.72216
nga,2010,78.32305
nga,2011,95.91203
nga,2012,87.80083
nga,2013,91.21518
nga,2014,87.52625
nga,2015,105.10744
nga,2016,80.46897
nga,2017,87.43713
nga,2018,86.63278
nga,2019,106.16808
nga,2020,98.72514
nic,2008,98.47684
nic,2009,91.84539
nic,2010,102.1519
nic,2011,102.55416
nic,2012,100.55376
nic,2013,97.40005
nic,2014,97.95271
nic,2015,104.26919
nic,2016,101.14696
nic,2017,100.58244
nic,2018,92.71765
nic,2019,100.99994
nor,2007,100.36126
nor,2008,100.1232
nor,2009,102.37863
nor,2010,100.17761
nor,2011,99.16502
nor,2012,99.01486
nor,2013,99.79368
nor,2014,100.95817
nor,2015,99.39099
nor,2016,99.10092
nor,2017,98.39147
nor,2018,99.2594
npl,2012,86.92025
npl,2013,87.51486
npl,2014,84.44519
npl,2015,82.99933
npl,2016,71.17388
npl,2017,78.28603
npl,2018,84.97645
npl,2019,82.62397
omn,2007,120.2454
omn,2008,130.34483
omn,2009,115.62889
omn,2010,110.93315
omn,2011,132.07872
omn,2012,135.55
omn,2013,108.99883
omn,2014,112.37778
omn,2015,97.0922
omn,2016,108.47059
omn,2017,108.54701
omn,2018,108.8
omn,2019,113.22314
pak,2006,119.68503
pak,2007,102.17031
pak,2008,122.68331
pak,2009,92.40688
pak,2010,108.60145
pak,2011,114.75886
pak,2013,118.06271
pak,2014,97.78863
pak,2015,98.37931
pak,2016,100.1939
pak,2017,88.62296
pak,2018,102.49378
pak,2019,96.76914
pan,2007,102.86474
pan,2008,108.18907
pan,2009,101.46142
pan,2010,105.146
pan,2011,100.07848
pan,2012,106.18228
pan,2013,101.55829
pan,2014,97.57176
pan,2015,96.06216
pan,2016,99.27908
pan,2017,95.82816
pan,2018,92.33712
pan,2019,102.7183
per,2005,100.33589
per,2006,106.73759
per,2007,91.77153
per,2008,94.39342
per,2009,103.31789
per,2010,91.90875
per,2011,95.06866
per,2012,92.47165
per,2013,93.84718
per,2014,95.89903
per,2015,93.65998
per,2016,83.79807
per,2017,91.94437
per,2018,87.21647
per,2019,87.12525
per,2020,103.14638
phl,2007,102.04272
phl,2008,103.58778
phl,2009,100.47654
phl,2010,98.79195
phl,2011,94.69277
phl,2012,97.89422
phl,2013,93.72657
phl,2014,87.4887
phl,2015,85.59651
phl,2016,84.92691
phl,2017,98.9649
phl,2018,93.75538
png,2007,120.0821
png,2008,107.89519
png,2009,100.16626
png,2010,108.04972
png,2011,100.64858
png,2012,95.11278
png,2013,95.96571
png,2014,96.33215
png,2015,83.31389
png,2016,91.93836
png,2017,99.77677
png,2018,109.62298
pol,2007,97.44022
pol,2008,89.93819
pol,2009,99.31045
pol,2010,97.89957
pol,2011,96.5971
pol,2012,96.72599
pol,2013,98.18232
pol,2014,96.0749
pol,2015,98.53375
pol,2016,97.90925
pol,2017,97.65965
pol,2018,98.30234
pol,2019,99.52096
pol,2020,115.90504
pry,2006,89.55117
pry,2007,88.00471
pry,2008,85.20548
pry,2009,83.52123
pry,2010,74.27216
pry,2011,71.49717
pry,2012,87.73514
pry,2013,75.29249
pry,2014,88.05341
pry,2015,81.46086
pry,2016,75.8205
pry,2017,79.42569
pry,2018,82.72703
pry,2019,86.33621
pse,2008,99.70502
pse,2009,93.61486
pse,2010,94.85654
pse,2011,97.30676
pse,2012,103.33653
pse,2013,97.37332
pse,2014,103.02781
pse,2015,80.58419
pse,2016,96.3964
pse,2017,91.65243
pse,2018,89.15801
pse,2020,98.08568
pyf,2012,106.71804
pyf,2013,101.90455
pyf,2014,104.03161
rou,2007,81.6218
rou,2008,102.55934
rou,2009,94.81267
rou,2010,100.93373
rou,2011,97.79392
rou,2012,92.60496
rou,2013,94.64478
rou,2014,96.9488
rou,2015,98.9594
rou,2016,98.37349
rou,2017,96.17687
rou,2018,98.59024
rou,2019,98.90286
rou,2020,114.73158
rus,2007,109.57061
rus,2008,115.22762
rus,2009,107.03957
rus,2010,102.33137
rus,2011,102.50117
rus,2012,101.88442
rus,2013,99.66834
rus,2014,106.24284
rus,2015,100.88613
rus,2016,101.97155
rus,2017,101.1052
rus,2018,101.112
rus,2019,100.98281
rus,2020,117.02834
rwa,2007,98.56992
rwa,2008,110.67255
rwa,2009,89.74446
rwa,2010,97.27799
rwa,2011,101.23157
rwa,2012,99.54771
rwa,2013,97.07028
rwa,2014,92.90919
rwa,2015,97.8465
rwa,2016,99.7448
rwa,2017,99.80004
sau,2007,122.69684
sau,2008,126.8461
sau,2009,125.56505
sau,2010,121.09
sau,2011,142.53448
sau,2012,132.92725
sau,2013,121.30902
sau,2014,133.40386
sau,2015,116.4293
sau,2016,98.8706
sau,2017,104.49416
sau,2018,110.37495
sau,2019,95.79069
sau,2020,105.46412
sdn,2011,106.89758
sdn,2012,100.16394
sdn,2013,110.92749
sdn,2014,107.09915
sdn,2015,90.69263
sdn,2016,92.66971
sdn,2017,102.76037
sdn,2018,122.43493
sen,2010,94.43193
sen,2011,90.88315
sen,2012,100.33445
sen,2015,97.0292
sen,2016,105.92974
sen,2017,96.48907
slb,2009,91.15107
slb,2010,103.67399
slb,2011,105.53249
sle,2007,77.58287
sle,2008,96.45938
sle,2009,106.59612
sle,2010,130.74156
sle,2011,116.32215
sle,2012,123.66469
sle,2014,110.61543
sle,2015,111.42564
sle,2016,106.64663
slv,2006,108.31805
slv,2007,116.40409
slv,2008,110.96711
slv,2009,113.06871
slv,2010,100.25338
slv,2011,100.60835
slv,2012,98.99561
slv,2013,102.67685
slv,2014,99.01297
slv,2015,99.02302
slv,2016,98.85121
slv,2017,105.35658
slv,2018,100.33105
slv,2019,98.1946
slv,2020,118.89336
som,2013,81.35826
som,2014,69.84704
som,2015,68.03898
som,2016,68.62827
som,2017,98.91261
som,2018,97.67188
srb,2007,111.97648
srb,2008,107.27954
srb,2009,99.68783
srb,2010,106.48812
srb,2011,103.58666
srb,2012,112.12025
srb,2013,93.14304
srb,2014,101.02912
srb,2015,97.00503
srb,2016,93.80619
srb,2017,98.70867
srb,2018,100.62112
srb,2019,103.61464
ssd,2007,94.98044
ssd,2008,170.19467
ssd,2009,120.25674
ssd,2010,114.1435
ssd,2011,95.41112
ssd,2012,126.47792
ssd,2013,102.23589
ssd,2014,91.49773
ssd,2015,104.78766
ssd,2016,172.21467
ssd,2017,115.49089
ssd,2018,121.87865
ssd,2019,148.7143
stp,2006,91.4539
stp,2007,84.39058
stp,2008,111.62397
stp,2010,103.2
stp,2011,110.7
stp,2012,114.5
stp,2015,85.11413
