geo,time,ne_gdi_stkb_cd
bel,1976,961483803.55277
bel,1977,1493634214.96905
bel,1978,1285081337.26143
bel,1979,3552410566.86846
bel,1980,4264955166.22983
bel,1981,1767109952.1947
bel,1982,2265181882.39449
bel,1983,-562373964.49704
bel,1984,2422995671.60011
bel,1985,-307478089.54413
bel,1986,-1187738847.75149
bel,1987,837426256.0778
bel,1988,1837120131.65112
bel,1989,1349436936.93694
bel,1990,-68290680.83052
bel,1991,497887773.1837
bel,1992,851775407.77917
bel,1993,1556788712.68657
bel,1994,5429394743.18785
bel,1995,1610153256.70498
bel,1996,1245472312.70358
bel,1997,1127198917.45602
bel,1998,1468881973.77195
bel,1999,1349272983.01159
bel,2000,3021229009.09805
bel,2001,576606289.84252
bel,2002,131718419.96079
bel,2003,1496638314.86274
bel,2004,4449811757.18148
bel,2005,5890518621.63424
bel,2006,6716323666.94117
bel,2007,6170303275.9608
bel,2008,9408275658.04687
bel,2009,-2953730734.80469
bel,2010,4831972106.66668
bel,2011,7831975426.07005
bel,2012,3612183350.97656
bel,2013,1331571146.11765
bel,2014,1768633094.15686
bel,2015,3072352145.42969
bel,2016,4639030945.91441
bel,2017,5922127631.41177
bel,2018,9653122163.13725
bel,2019,4341993833.72548
bel,2020,1221807177.74319
ben,1982,6999257.16579
ben,1983,7610230.24883
ben,1984,3203978.79241
ben,1985,2003280.92899
ben,1986,8374099.31509
ben,1987,-6987501.68865
ben,1988,8877005.13214
ben,1989,-9614170.22692
ben,1990,28200178.64961
ben,1991,30237828.28424
ben,1992,3463550.15602
ben,1993,49485690.90692
ben,1994,24920898.54427
ben,1995,83636955.66288
ben,1996,28590806.72869
ben,1997,29916533.91458
ben,1998,21516488.46567
ben,1999,-67391629.33632
ben,2000,-95659323.88821
ben,2001,-48040203.43046
ben,2002,-87198778.11176
ben,2003,-127289552.77261
ben,2004,-53734999.56385
ben,2005,-194076946.52186
ben,2006,-90597658.30771
ben,2007,-55599029.6964
ben,2008,-205991526.23318
ben,2009,-165540272.30661
ben,2010,-194702912.50324
ben,2011,-188605681.16277
ben,2012,-103360264.87187
ben,2013,-231128301.98688
ben,2014,-316182020.39747
ben,2015,26890536.84154
ben,2016,64962261.57836
ben,2017,66299059.96106
ben,2018,69308205.20068
ben,2019,65704518.26301
ben,2020,66883141.70254
bfa,1979,14899565.9115
bfa,1980,19041601.7448
bfa,1981,5722007.56997
bfa,1982,12448380.02193
bfa,1983,-2107685.54529
bfa,1984,-10020966.37951
bfa,1985,59194727.58718
bfa,1986,20213343.17434
bfa,1987,-17608505.2536
bfa,1988,8729278.87427
bfa,1989,19748703.40364
bfa,1990,36361660.78024
bfa,1991,38992312.84311
bfa,1992,-6422563.90262
bfa,1993,22601854.90598
bfa,1994,27489932.63205
bfa,1995,34396825.2728
bfa,1996,61885077.07128
bfa,1997,77487393.20581
bfa,1998,50563974.54843
bfa,1999,6955691.98534
bfa,2000,-56999524.08309
bfa,2001,-3773866.84857
bfa,2002,3335134.31776
bfa,2003,50254159.44269
bfa,2004,-6368609.69625
bfa,2005,130654737.22183
bfa,2006,15046723.01664
bfa,2007,5174878.4091
bfa,2008,324190510.53812
bfa,2009,113262941.60199
bfa,2010,188813282.61057
bfa,2011,121982190.71632
bfa,2012,313766553.26749
bfa,2013,30563324.81338
bfa,2014,83795944.68781
bfa,2015,29011604.47264
bfa,2016,68811364.59055
bfa,2017,164127960.63492
bfa,2018,249581192.78814
bfa,2019,127931311.06943
bgr,1980,1137692307.69231
bgr,1981,1558571428.57143
bgr,1982,1286000000
bgr,1983,1017777777.77778
bgr,1984,1335611111.11111
bgr,1985,990526315.78947
bgr,1986,1799470588.23529
bgr,1987,1694538461.53846
bgr,1988,1727882352.94118
bgr,1989,1542388888.88889
bgr,1990,892272727.27273
bgr,1991,486290322.58064
bgr,1992,379381443.29897
bgr,1993,252028985.50725
bgr,1994,-423745387.45388
bgr,1995,201264880.95238
bgr,1996,-405081506.46431
bgr,1997,5250014.86414
bgr,1998,618490115.88275
bgr,1999,488993306.85096
bgr,2000,306637309.84788
bgr,2001,295747699.91303
bgr,2002,254532980.25999
bgr,2003,479787037.57142
bgr,2004,649405117.13542
bgr,2005,619640429.45175
bgr,2006,1587862502.40493
bgr,2007,2362683694.89153
bgr,2008,2149246129.68364
bgr,2009,393925499.39575
bgr,2010,170183430.35062
bgr,2011,299317454.67472
bgr,2012,415193166.88568
bgr,2013,-98530808.90337
bgr,2014,255134988.46832
bgr,2015,71148832.46429
bgr,2016,297680429.86425
bgr,2017,895294727.74417
bgr,2018,1632158720.57936
bgr,2019,1646622209.502
bgr,2020,825411058.67273
bhr,1980,470416556.11568
bhr,1981,431117021.2766
bhr,1982,120744680.85106
bhr,1983,105851063.82979
bhr,1984,-57712765.95745
bhr,1985,68882978.7234
bhr,1986,-171542553.19149
bhr,1987,99468085.10638
bhr,1988,32180851.06383
bhr,1989,186436170.21277
bhr,1990,-105585106.38298
bhr,1991,406648936.17021
bhr,1992,370478723.40425
bhr,1993,-256117021.2766
bhr,1994,-17287234.04255
bhr,1995,-159042553.19149
bhr,1996,123404255.31915
bhr,1997,347340425.53192
bhr,1998,457180851.06383
bhr,1999,-375531914.89362
bhr,2000,16914893.61702
bhr,2001,-113484042.55319
bhr,2002,22632978.7234
bhr,2003,18111702.12766
bhr,2004,-262207446.80851
bhr,2005,167473404.25532
bhr,2006,164414893.61702
bhr,2007,252500000
bhr,2008,109388297.87234
bhr,2009,202952127.65957
bhr,2010,319095744.68085
bhr,2011,384547872.34043
bhr,2012,402526595.74468
bhr,2013,382952127.65957
bhr,2014,415425531.91489
bhr,2015,452952127.65957
bhr,2016,1092712765.95745
bhr,2017,1629654255.31915
bhr,2018,2033643617.02128
bhr,2019,1511436170.21277
bhs,1977,7900000
bhs,1978,8500000
bhs,1979,10900000
bhs,1980,31300000
bhs,1981,29900000
bhs,1982,40100000
bhs,1983,41600000
bhs,1984,7200000
bhs,1985,37100000
bhs,1986,30300000
bhs,1987,2000000
bhs,1989,86620000
bhs,1990,119900000
bhs,1991,122750000
bhs,1992,53810000
bhs,1993,62040000
bhs,1994,54850000
bhs,1995,76000000
bhs,1996,101350000
bhs,1997,59500000
bhs,1998,63500000
bhs,1999,80800000
bhs,2000,172800000
bhs,2001,119600000
bhs,2002,113800000
bhs,2003,106700000
bhs,2004,104000000
bhs,2005,114600000
bhs,2006,116500000
bhs,2007,117300000
bhs,2008,120300000
bhs,2009,124800000
bhs,2010,127500000
bhs,2011,178900000
bhs,2012,108200000
bhs,2013,91400000
bhs,2014,124400000
bhs,2015,123100000
bhs,2016,115700000
bhs,2017,132600000
bhs,2018,138000000
bhs,2019,136400000
bhs,2020,102100000
bih,1995,144000000
bih,1996,200000000
bih,1997,285793725.85203
bih,1998,223673751.20759
bih,1999,192265795.20697
bih,2000,-44747998.11587
bih,2001,148700585.65154
bih,2002,168431183.83061
bih,2003,215168922.07787
bih,2004,365583492.06349
bih,2005,8191009.09264
bih,2006,327138765.55449
bih,2007,478704109.51468
bih,2008,558488498.06041
bih,2009,-10636233.18586
bih,2010,-180697641.15719
bih,2011,41237041.10106
bih,2012,97710088.07167
bih,2013,37708217.9696
bih,2014,-68625048.16825
bih,2015,133674184.12308
bih,2016,383019092.68099
bih,2017,546231987.02967
bih,2018,407127353.84615
bih,2019,435502729.8784
bih,2020,155443591.16684
blr,1990,990000000
blr,1991,2000000000
blr,1992,1111111111.11111
blr,1993,1157024793.38843
blr,1994,-48674051.6952
blr,1995,7250880.46406
blr,1996,360076923.07692
blr,1997,226891079.95686
blr,1998,118322927.50607
blr,1999,-318052909.20395
blr,2000,25107524.49012
blr,2001,134892086.33094
blr,2002,28036850.92127
blr,2003,215017064.84642
blr,2004,775324074.07407
blr,2005,587186629.52646
blr,2006,932494172.49417
blr,2007,1229543336.43989
blr,2008,2635861423.22097
blr,2009,674901539.56319
blr,2010,1046760657.93891
blr,2011,-289206030.15075
blr,2012,1102302986.68586
blr,2013,1216891891.89189
blr,2014,1274158841.94053
blr,2015,214743187.24099
blr,2016,495124648.17049
blr,2017,1024685607.82487
blr,2018,1111454652.53239
blr,2019,1362558562.00402
blr,2020,895925561.56747
blz,1980,3506658.92315
blz,1981,3014496.26727
blz,1982,-3937301.24705
blz,1983,3014496.26727
blz,1984,8366765.14998
blz,1985,10889098.76137
blz,1986,8182204.15403
blz,1987,1538008.29963
blz,1988,-1107365.97573
blz,1989,13042310.38085
blz,1990,764082.52326
blz,1991,0
blz,1992,0
blz,1993,0
blz,1994,0
blz,1995,0
blz,1996,273450
blz,1997,1520500
blz,1998,1875600
blz,1999,-26450
blz,2000,25334800
blz,2001,-3076400
blz,2002,11500400
blz,2003,15567600
blz,2004,20214700
blz,2005,26770600
blz,2006,9734450
blz,2007,10416800
blz,2008,24227800
blz,2009,-830650
blz,2010,-28876150
blz,2011,24800000
blz,2012,-950000
blz,2013,4950000
blz,2014,25550000
blz,2015,18200000
blz,2016,-2450000
blz,2017,-10550000
blz,2018,-44900000
blz,2019,-46150000
bol,1988,58829736.53755
bol,1989,-19041267.90703
bol,1990,-1292610.27847
bol,1991,58441881.24895
bol,1992,21941545.95565
bol,1993,-5769618.5318
bol,1994,-28726761.17303
bol,1995,-19442118.20095
bol,1996,4501241.47716
bol,1997,52548579.25889
bol,1998,38519083.13824
bol,1999,-26965453.16909
bol,2000,21498665.80416
bol,2001,27816525.14795
bol,2002,50992468.61925
bol,2003,45919939.41926
bol,2004,-58380166.33065
bol,2005,120583305.43881
bol,2006,-49397498.62699
bol,2007,-125027384.34889
bol,2008,50693809.31987
bol,2009,85312820.51282
bol,2010,85431328.11721
bol,2011,203668300.41805
bol,2012,-186851953.6903
bol,2013,-12985817.65557
bol,2014,17074674.38495
bol,2015,-359630390.73806
bol,2016,131310853.83502
bol,2017,357056439.94211
bol,2018,173343125.90449
bol,2019,367956005.78871
bol,2020,98579884.22576
bra,1970,723031940.38434
bra,1971,661824595.7252
bra,1972,512345519.87945
bra,1973,1401277946.94908
bra,1974,2707598495.86891
bra,1975,3060453482.11293
bra,1976,955872029.32586
bra,1977,1237957021.66813
bra,1978,1538143539.70821
bra,1979,-493173965.73923
bra,1980,1043878476.77107
bra,1981,386773598.17295
bra,1982,-964202698.41537
bra,1983,-2944008088.45617
bra,1984,-2395088005.1334
bra,1985,5021552447.45011
bra,1986,0
bra,1987,-68458.64003
bra,1988,1783540.22173
bra,1989,0
bra,1990,-1928457606.07363
bra,1991,5688747645.7905
bra,1992,1677911197.68912
bra,1993,5757354029.48123
bra,1994,7341930251.73452
bra,1995,-23033465015.84529
bra,1996,-11682370922.3122
bra,1997,-12002029458.9492
bra,1998,-3261343242.5852
bra,1999,2238257136.75992
bra,2000,3923717762.87609
bra,2001,1813081591.95262
bra,2002,-2432596891.79043
bra,2003,1406352881.28975
bra,2004,3964436051.31483
bra,2005,1325858203.49407
bra,2006,6714149292.41717
bra,2007,25477278287.7671
bra,2008,37886311416.6127
bra,2009,-5098059103.66663
bra,2010,27978201844.8396
bra,2011,31846654854.0684
bra,2012,17269234582.0887
bra,2013,19333616133.1113
bra,2014,16587673958.9509
bra,2015,-7644644111.65162
bra,2016,-9962153436.24479
bra,2017,1374323025.69183
bra,2018,-35852835.60083
bra,2019,1699749683.69732
bra,2020,-14820222959.0348
brb,1975,2337508.04416
brb,1976,2281664.83681
brb,1977,1594578.43333
brb,1978,1095808.68095
brb,1979,9098592.94983
brb,1980,14418535.27569
brb,1981,3530055.18819
brb,1982,-1939044.39914
brb,1983,3082583.40377
brb,1984,-2833987.96798
brb,1985,3728931.53682
brb,1986,-1740168.05051
brb,1987,3380897.92671
brb,1988,4176403.32124
brb,1989,5518818.67449
brb,1990,-1541291.70188
brb,1991,14667130.71148
brb,1992,-24400000
brb,1993,6910953.1149
brb,1994,11485109.1334
brb,1995,9645502.90857
brb,1996,-11137075.52329
brb,1997,2187639.83493
brb,1998,4424998.75702
brb,1999,14617411.62432
brb,2000,3700000
brb,2001,-22350000
brb,2002,-7800000
brb,2003,-2900000
brb,2004,4600000
brb,2005,4850000
brb,2006,5050000
brb,2007,5750000
brb,2008,6850000
brb,2009,8650000
brb,2010,8550000
brb,2011,9550000
brb,2012,9750000
brb,2013,9500000
brb,2014,9500000
brb,2015,9500000
brb,2016,9450000
brb,2017,9517400
brn,1989,0
brn,1990,0
brn,1991,0
brn,1992,0
brn,1993,0
brn,1994,0
brn,1995,0
brn,1996,0
brn,1997,0
brn,1998,0
brn,1999,0
brn,2000,6016647.33179
brn,2001,-11527208.79612
brn,2002,3725455.1547
brn,2003,4700149.2366
brn,2004,4321263.75577
brn,2005,1163662.58111
brn,2006,-3209767.76386
brn,2007,-1127994.16097
brn,2008,-635055.0381
brn,2009,824969.06366
brn,2010,21708837.55042
brn,2011,20427935.44797
brn,2012,22106354.03329
brn,2013,24573049.87212
brn,2014,27958326.75612
brn,2015,28361626.30009
brn,2016,28705350.03258
brn,2017,26341299.15273
brn,2018,23756987.17473
brn,2019,22995821.72702
brn,2020,25236378.85302
btn,1980,-1701081.42494
btn,1981,-980993.07159
btn,1982,122642.70613
btn,1983,-293019.80198
btn,1984,1981522.88732
btn,1985,669369.4422
btn,1986,2186764.47264
btn,1987,3129182.09877
btn,1988,747126.43678
btn,1989,-7461491.06593
btn,1990,12392918.33238
btn,1991,-4696569.92084
btn,1992,-1932870.37037
btn,1993,-4162020.33454
btn,1994,15769843.79981
btn,1995,6968855.99753
btn,1996,-903189.38752
btn,1997,-19250895.07023
btn,1998,-10397479.39893
btn,1999,-19112865.76869
btn,2000,-7866655.54072
btn,2001,4247281.20364
btn,2002,-3594766.50895
btn,2003,-2280689.13697
btn,2004,8932661.07679
btn,2005,4295233.56009
btn,2006,4420007.94579
btn,2007,-34174857.61273
btn,2008,14130936.07201
btn,2009,-5565226.11282
btn,2010,8036613.84703
btn,2011,-6766567.80554
btn,2012,-2111489.05004
btn,2013,-9320609.53707
btn,2014,-35857488.58451
btn,2015,-5435597.9711
btn,2016,13974569.14994
btn,2017,3868464.29611
btn,2018,9766416.22217
btn,2019,11006986.50569
btn,2020,-46562.03519
bwa,1965,-4607008.23677
bwa,1966,-697350.06974
bwa,1967,1743375.17434
bwa,1968,6555090.65551
bwa,1969,10653112.37989
bwa,1970,10399218.31379
bwa,1971,5685008.42223
bwa,1972,7763975.15528
bwa,1973,20602218.70048
bwa,1974,45768947.7557
bwa,1975,54293441.51454
bwa,1976,32888684.45262
bwa,1977,35926365.79572
bwa,1978,44614827.33639
bwa,1979,47116564.41718
bwa,1980,58736489.96397
bwa,1981,81929006.81248
bwa,1982,55695833.73798
bwa,1983,25298568.69359
bwa,1984,38624460.87492
bwa,1985,1839587.9323
bwa,1986,-12239902.08078
bwa,1987,-236375007.44535
bwa,1988,-168516898.17347
bwa,1989,144026998.8585
bwa,1990,189948938.4574
bwa,1991,76449347.05184
bwa,1992,36024079.25297
bwa,1993,76265940.32438
bwa,1994,4283692.17016
bwa,1995,7214486.68927
bwa,1996,20847121.11185
bwa,1997,-106497206.09182
bwa,1998,470621642.72699
bwa,1999,-57802093.24453
bwa,2000,255184444.70579
bwa,2001,217917551.18811
bwa,2002,148013527.60833
bwa,2003,159782965.31243
bwa,2004,314377506.44591
bwa,2005,3404303.55503
bwa,2006,266755227.00376
bwa,2007,-133125936.66515
bwa,2008,601164115.48433
bwa,2009,-831450461.90829
bwa,2010,567325909.6797
bwa,2011,523303895.76204
bwa,2012,266771219.16105
bwa,2013,-609274631.2017
bwa,2014,-28208241.88679
bwa,2015,280629874.61743
bwa,2016,-369748284.59252
bwa,2017,-60140711.67636
bwa,2018,125362745.09804
bwa,2019,125094134.38206
bwa,2020,762443043.94127
caf,1977,-407034.03659
caf,1978,11078815.13402
caf,1979,-9872058.12668
caf,1980,473306.46215
caf,1981,4784134.33849
caf,1982,2130208.70263
caf,1983,8922338.91242
caf,1984,1144278.14015
caf,1985,25808935.96846
caf,1986,-955802.3701
caf,1987,-2695179.22276
caf,1988,8359963.22959
caf,1989,15961967.13377
caf,1990,12899206.94853
caf,1991,6490447.4155
caf,1992,3762866.85118
caf,1993,9192598.17504
caf,1994,-1948830.76458
caf,1995,11880234.41526
caf,1996,5835179.3482
caf,1997,21020461.24056
caf,1998,26725912.18469
caf,1999,0
caf,2000,0
caf,2001,0
caf,2002,0
caf,2003,0
caf,2004,0
caf,2005,0
caf,2006,0
caf,2007,0
caf,2008,2086.26038
caf,2009,5815501.21213
caf,2010,15155793.02348
caf,2011,7193655.32333
caf,2012,1615884.47738
caf,2013,19714533.07514
caf,2014,15819512.94695
caf,2015,20902833.95948
caf,2016,28941677.23018
caf,2017,28250767.0624
caf,2018,19703067.71219
can,1970,241751363.76687
can,1971,385654585.06635
can,1972,830408122.03253
can,1973,1963811618.83812
can,1974,3865708588.95706
can,1975,1415505308.69052
can,1976,2488267748.4787
can,1977,1844760695.8157
can,1978,878409748.40011
can,1979,4307491890.0461
can,1980,-611241019.50051
can,1981,852448077.40429
can,1982,-8319688741.18505
can,1983,-2742616033.75527
can,1984,2857694386.53386
can,1985,3030391797.87624
can,1986,2441885570.34905
can,1987,1376319758.6727
can,1988,4470626472.73909
can,1989,3679054054.05405
can,1990,-2386013027.08262
can,1991,-5649821070.08816
can,1992,-5990733846.28113
can,1993,-1048755910.39454
can,1994,703719976.56708
can,1995,6259108131.74002
can,1996,762742940.96076
can,1997,6014011266.79185
