geo,time,sg_law_indx
bwa,2020,63.75
bwa,2021,63.75
caf,1970,42.5
caf,1971,42.5
caf,1972,42.5
caf,1973,42.5
caf,1974,42.5
caf,1975,42.5
caf,1976,45
caf,1977,45
caf,1978,45
caf,1979,45
caf,1980,45
caf,1981,45
caf,1982,45
caf,1983,45
caf,1984,45
caf,1985,45
caf,1986,45
caf,1987,45
caf,1988,45
caf,1989,45
caf,1990,45
caf,1991,45
caf,1992,45
caf,1993,45
caf,1994,45
caf,1995,45
caf,1996,45
caf,1997,45
caf,1998,58.75
caf,1999,58.75
caf,2000,58.75
caf,2001,58.75
caf,2002,58.75
caf,2003,58.75
caf,2004,58.75
caf,2005,58.75
caf,2006,58.75
caf,2007,73.75
caf,2008,73.75
caf,2009,76.875
caf,2010,76.875
caf,2011,76.875
caf,2012,76.875
caf,2013,76.875
caf,2014,76.875
caf,2015,76.875
caf,2016,76.875
caf,2017,76.875
caf,2018,76.875
caf,2019,76.875
caf,2020,76.875
caf,2021,76.875
can,1970,63.75
can,1971,63.75
can,1972,68.75
can,1973,68.75
can,1974,68.75
can,1975,71.25
can,1976,71.25
can,1977,74.375
can,1978,80.625
can,1979,80.625
can,1980,80.625
can,1981,80.625
can,1982,80.625
can,1983,80.625
can,1984,80.625
can,1985,86.25
can,1986,86.25
can,1987,89.375
can,1988,89.375
can,1989,89.375
can,1990,95
can,1991,97.5
can,1992,97.5
can,1993,97.5
can,1994,97.5
can,1995,97.5
can,1996,97.5
can,1997,97.5
can,1998,97.5
can,1999,97.5
can,2000,97.5
can,2001,97.5
can,2002,97.5
can,2003,97.5
can,2004,97.5
can,2005,97.5
can,2006,97.5
can,2007,97.5
can,2008,97.5
can,2009,97.5
can,2010,97.5
can,2011,97.5
can,2012,97.5
can,2013,97.5
can,2014,97.5
can,2015,97.5
can,2016,97.5
can,2017,97.5
can,2018,97.5
can,2019,100
can,2020,100
can,2021,100
che,1970,43.75
che,1971,43.75
che,1972,43.75
che,1973,43.75
che,1974,43.75
che,1975,43.75
che,1976,43.75
che,1977,43.75
che,1978,43.75
che,1979,43.75
che,1980,43.75
che,1981,43.75
che,1982,43.75
che,1983,43.75
che,1984,43.75
che,1985,57.5
che,1986,57.5
che,1987,57.5
che,1988,60
che,1989,60
che,1990,60
che,1991,60
che,1992,60
che,1993,60
che,1994,60
che,1995,72.5
che,1996,75.625
che,1997,75.625
che,1998,75.625
che,1999,78.125
che,2000,78.125
che,2001,78.125
che,2002,78.125
che,2003,78.125
che,2004,78.125
che,2005,83.125
che,2006,83.125
che,2007,85.625
che,2008,85.625
che,2009,85.625
che,2010,85.625
che,2011,85.625
che,2012,85.625
che,2013,85.625
che,2014,85.625
che,2015,85.625
che,2016,85.625
che,2017,85.625
che,2018,85.625
che,2019,85.625
che,2020,85.625
che,2021,88.125
chl,1970,33.75
chl,1971,33.75
chl,1972,33.75
chl,1973,36.25
chl,1974,36.25
chl,1975,36.25
chl,1976,36.25
chl,1977,36.25
chl,1978,36.25
chl,1979,36.25
chl,1980,36.25
chl,1981,36.25
chl,1982,36.25
chl,1983,36.25
chl,1984,36.25
chl,1985,36.25
chl,1986,36.25
chl,1987,36.25
chl,1988,36.25
chl,1989,36.25
chl,1990,54.375
chl,1991,54.375
chl,1992,54.375
chl,1993,54.375
chl,1994,60.625
chl,1995,60.625
chl,1996,60.625
chl,1997,60.625
chl,1998,60.625
chl,1999,60.625
chl,2000,60.625
chl,2001,60.625
chl,2002,60.625
chl,2003,63.75
chl,2004,63.75
chl,2005,66.875
chl,2006,71.875
chl,2007,71.875
chl,2008,75
chl,2009,75
chl,2010,75
chl,2011,75
chl,2012,77.5
chl,2013,77.5
chl,2014,77.5
chl,2015,77.5
chl,2016,77.5
chl,2017,77.5
chl,2018,77.5
chl,2019,77.5
chl,2020,80
chl,2021,80
chn,1970,56.875
chn,1971,56.875
chn,1972,56.875
chn,1973,56.875
chn,1974,56.875
chn,1975,56.875
chn,1976,56.875
chn,1977,56.875
chn,1978,56.875
chn,1979,56.875
chn,1980,56.875
chn,1981,56.875
chn,1982,56.875
chn,1983,56.875
chn,1984,56.875
chn,1985,56.875
chn,1986,56.875
chn,1987,56.875
chn,1988,56.875
chn,1989,59.375
chn,1990,59.375
chn,1991,59.375
chn,1992,59.375
chn,1993,59.375
chn,1994,59.375
chn,1995,62.5
chn,1996,62.5
chn,1997,62.5
chn,1998,62.5
chn,1999,62.5
chn,2000,62.5
chn,2001,62.5
chn,2002,65
chn,2003,65
chn,2004,70
chn,2005,70
chn,2006,72.5
chn,2007,72.5
chn,2008,69.375
chn,2009,69.375
chn,2010,69.375
chn,2011,69.375
chn,2012,75.625
chn,2013,75.625
chn,2014,75.625
chn,2015,75.625
chn,2016,75.625
chn,2017,75.625
chn,2018,75.625
chn,2019,75.625
chn,2020,75.625
chn,2021,75.625
civ,1970,45.625
civ,1971,45.625
civ,1972,45.625
civ,1973,45.625
civ,1974,45.625
civ,1975,45.625
civ,1976,45.625
civ,1977,45.625
civ,1978,45.625
civ,1979,45.625
civ,1980,45.625
civ,1981,45.625
civ,1982,45.625
civ,1983,45.625
civ,1984,48.75
civ,1985,48.75
civ,1986,48.75
civ,1987,48.75
civ,1988,48.75
civ,1989,48.75
civ,1990,48.75
civ,1991,48.75
civ,1992,48.75
civ,1993,48.75
civ,1994,48.75
civ,1995,63.125
civ,1996,63.125
civ,1997,63.125
civ,1998,63.125
civ,1999,69.375
civ,2000,69.375
civ,2001,69.375
civ,2002,69.375
civ,2003,69.375
civ,2004,69.375
civ,2005,69.375
civ,2006,69.375
civ,2007,69.375
civ,2008,69.375
civ,2009,69.375
civ,2010,69.375
civ,2011,69.375
civ,2012,69.375
civ,2013,81.25
civ,2014,81.25
civ,2015,81.25
civ,2016,81.25
civ,2017,81.25
civ,2018,78.125
civ,2019,83.125
civ,2020,83.125
civ,2021,83.125
cmr,1970,45.625
cmr,1971,45.625
cmr,1972,45.625
cmr,1973,45.625
cmr,1974,45.625
cmr,1975,45.625
cmr,1976,45.625
cmr,1977,45.625
cmr,1978,45.625
cmr,1979,45.625
cmr,1980,45.625
cmr,1981,45.625
cmr,1982,45.625
cmr,1983,45.625
cmr,1984,45.625
cmr,1985,45.625
cmr,1986,45.625
cmr,1987,45.625
cmr,1988,45.625
cmr,1989,45.625
cmr,1990,45.625
cmr,1991,48.125
cmr,1992,48.125
cmr,1993,50.625
cmr,1994,50.625
cmr,1995,50.625
cmr,1996,50.625
cmr,1997,50.625
cmr,1998,50.625
cmr,1999,50.625
cmr,2000,50.625
cmr,2001,50.625
cmr,2002,50.625
cmr,2003,50.625
cmr,2004,50.625
cmr,2005,50.625
cmr,2006,50.625
cmr,2007,50.625
cmr,2008,50.625
cmr,2009,50.625
cmr,2010,50.625
cmr,2011,50.625
cmr,2012,50.625
cmr,2013,50.625
cmr,2014,50.625
cmr,2015,50.625
cmr,2016,50.625
cmr,2017,60
cmr,2018,60
cmr,2019,60
cmr,2020,60
cmr,2021,60
cod,1970,23.125
cod,1971,23.125
cod,1972,23.125
cod,1973,23.125
cod,1974,23.125
cod,1975,23.125
cod,1976,23.125
cod,1977,23.125
cod,1978,23.125
cod,1979,23.125
cod,1980,23.125
cod,1981,23.125
cod,1982,23.125
cod,1983,23.125
cod,1984,23.125
cod,1985,23.125
cod,1986,23.125
cod,1987,23.125
cod,1988,25.625
cod,1989,25.625
cod,1990,25.625
cod,1991,25.625
cod,1992,25.625
cod,1993,25.625
cod,1994,25.625
cod,1995,25.625
cod,1996,25.625
cod,1997,25.625
cod,1998,25.625
cod,1999,28.125
cod,2000,28.125
cod,2001,28.125
cod,2002,28.125
cod,2003,42.5
cod,2004,42.5
cod,2005,42.5
cod,2006,42.5
cod,2007,42.5
cod,2008,42.5
cod,2009,42.5
cod,2010,42.5
cod,2011,42.5
cod,2012,42.5
cod,2013,42.5
cod,2014,42.5
cod,2015,42.5
cod,2016,48.75
cod,2017,70
cod,2018,70
cod,2019,78.75
cod,2020,78.75
cod,2021,78.75
cog,1970,40
cog,1971,40
cog,1972,40
cog,1973,40
cog,1974,40
cog,1975,40
cog,1976,40
cog,1977,40
cog,1978,40
cog,1979,40
cog,1980,40
cog,1981,40
cog,1982,40
cog,1983,40
cog,1984,40
cog,1985,46.25
cog,1986,49.375
cog,1987,49.375
cog,1988,49.375
cog,1989,49.375
cog,1990,49.375
cog,1991,49.375
cog,1992,49.375
cog,1993,49.375
cog,1994,49.375
cog,1995,49.375
cog,1996,49.375
cog,1997,49.375
cog,1998,49.375
cog,1999,49.375
cog,2000,49.375
cog,2001,49.375
cog,2002,49.375
cog,2003,49.375
cog,2004,49.375
cog,2005,49.375
cog,2006,49.375
cog,2007,49.375
cog,2008,49.375
cog,2009,49.375
cog,2010,49.375
cog,2011,49.375
cog,2012,49.375
cog,2013,49.375
cog,2014,49.375
cog,2015,49.375
cog,2016,49.375
cog,2017,49.375
cog,2018,49.375
cog,2019,49.375
cog,2020,49.375
cog,2021,49.375
col,1970,51.25
col,1971,51.25
col,1972,51.25
col,1973,51.25
col,1974,51.25
col,1975,56.875
col,1976,59.375
col,1977,59.375
col,1978,59.375
col,1979,59.375
col,1980,59.375
col,1981,59.375
col,1982,59.375
col,1983,59.375
col,1984,59.375
col,1985,59.375
col,1986,59.375
col,1987,59.375
col,1988,59.375
col,1989,59.375
col,1990,59.375
col,1991,59.375
col,1992,59.375
col,1993,59.375
col,1994,59.375
col,1995,59.375
col,1996,59.375
col,1997,61.875
col,1998,61.875
col,1999,61.875
col,2000,61.875
col,2001,64.375
col,2002,64.375
col,2003,66.875
col,2004,66.875
col,2005,66.875
col,2006,73.125
col,2007,73.125
col,2008,73.125
col,2009,73.125
col,2010,73.125
col,2011,73.125
col,2012,78.75
col,2013,78.75
col,2014,78.75
col,2015,78.75
col,2016,78.75
col,2017,81.875
col,2018,81.875
col,2019,81.875
col,2020,81.875
col,2021,84.375
com,1970,35.625
com,1971,35.625
com,1972,35.625
com,1973,35.625
com,1974,35.625
com,1975,35.625
com,1976,35.625
com,1977,35.625
com,1978,35.625
com,1979,35.625
com,1980,35.625
com,1981,35.625
com,1982,38.125
com,1983,38.125
com,1984,43.75
com,1985,43.75
com,1986,43.75
com,1987,43.75
com,1988,43.75
com,1989,43.75
com,1990,43.75
com,1991,43.75
com,1992,43.75
com,1993,43.75
com,1994,43.75
com,1995,43.75
com,1996,43.75
com,1997,43.75
com,1998,43.75
com,1999,43.75
com,2000,43.75
com,2001,43.75
com,2002,43.75
com,2003,43.75
com,2004,43.75
com,2005,43.75
com,2006,43.75
com,2007,43.75
com,2008,43.75
com,2009,43.75
com,2010,43.75
com,2011,43.75
com,2012,43.75
com,2013,56.25
com,2014,56.25
com,2015,65
com,2016,65
com,2017,65
com,2018,65
com,2019,65
com,2020,65
com,2021,65
cpv,1970,36.875
cpv,1971,36.875
cpv,1972,36.875
cpv,1973,36.875
cpv,1974,36.875
cpv,1975,36.875
cpv,1976,36.875
cpv,1977,36.875
cpv,1978,36.875
cpv,1979,36.875
cpv,1980,36.875
cpv,1981,36.875
cpv,1982,57.5
cpv,1983,60.625
cpv,1984,60.625
cpv,1985,60.625
cpv,1986,60.625
cpv,1987,60.625
cpv,1988,60.625
cpv,1989,60.625
cpv,1990,60.625
cpv,1991,60.625
cpv,1992,60.625
cpv,1993,60.625
cpv,1994,60.625
cpv,1995,60.625
cpv,1996,60.625
cpv,1997,60.625
cpv,1998,63.125
cpv,1999,63.125
cpv,2000,63.125
cpv,2001,63.125
cpv,2002,63.125
cpv,2003,63.125
cpv,2004,78.125
cpv,2005,78.125
cpv,2006,78.125
cpv,2007,78.125
cpv,2008,86.25
cpv,2009,86.25
cpv,2010,86.25
cpv,2011,86.25
cpv,2012,86.25
cpv,2013,86.25
cpv,2014,86.25
cpv,2015,86.25
cpv,2016,86.25
cpv,2017,86.25
cpv,2018,86.25
cpv,2019,86.25
cpv,2020,86.25
cpv,2021,86.25
cri,1970,55
cri,1971,55
cri,1972,55
cri,1973,55
cri,1974,63.125
cri,1975,63.125
cri,1976,63.125
cri,1977,63.125
cri,1978,63.125
cri,1979,63.125
cri,1980,63.125
cri,1981,63.125
cri,1982,63.125
cri,1983,63.125
cri,1984,63.125
cri,1985,63.125
cri,1986,65.625
cri,1987,65.625
cri,1988,65.625
cri,1989,65.625
cri,1990,65.625
cri,1991,65.625
cri,1992,65.625
cri,1993,65.625
cri,1994,65.625
cri,1995,75
cri,1996,77.5
cri,1997,77.5
cri,1998,77.5
cri,1999,77.5
cri,2000,77.5
cri,2001,77.5
cri,2002,77.5
cri,2003,77.5
cri,2004,77.5
cri,2005,77.5
cri,2006,77.5
cri,2007,77.5
cri,2008,80
cri,2009,80
cri,2010,80
cri,2011,80
cri,2012,80
cri,2013,80
cri,2014,80
cri,2015,80
cri,2016,80
cri,2017,80
cri,2018,80
cri,2019,83.125
cri,2020,86.25
cri,2021,86.25
cyp,1970,60
cyp,1971,60
cyp,1972,60
cyp,1973,63.125
cyp,1974,63.125
cyp,1975,63.125
cyp,1976,63.125
cyp,1977,63.125
cyp,1978,63.125
cyp,1979,63.125
cyp,1980,63.125
cyp,1981,63.125
cyp,1982,63.125
cyp,1983,63.125
cyp,1984,63.125
cyp,1985,63.125
cyp,1986,63.125
cyp,1987,65.625
cyp,1988,68.125
cyp,1989,68.125
cyp,1990,71.25
cyp,1991,73.75
cyp,1992,73.75
cyp,1993,73.75
cyp,1994,73.75
cyp,1995,76.25
cyp,1996,76.25
cyp,1997,76.25
cyp,1998,76.25
cyp,1999,76.25
cyp,2000,76.25
cyp,2001,76.25
cyp,2002,76.25
cyp,2003,85.625
cyp,2004,85.625
cyp,2005,85.625
cyp,2006,85.625
cyp,2007,85.625
cyp,2008,88.75
cyp,2009,88.75
cyp,2010,88.75
cyp,2011,88.75
cyp,2012,88.75
cyp,2013,88.75
cyp,2014,88.75
cyp,2015,88.75
cyp,2016,88.75
cyp,2017,88.75
cyp,2018,91.25
cyp,2019,91.25
cyp,2020,91.25
cyp,2021,94.375
cze,1970,64.375
cze,1971,64.375
cze,1972,64.375
cze,1973,64.375
cze,1974,64.375
cze,1975,64.375
cze,1976,64.375
cze,1977,64.375
cze,1978,64.375
cze,1979,64.375
cze,1980,67.5
cze,1981,67.5
cze,1982,67.5
cze,1983,67.5
cze,1984,67.5
cze,1985,67.5
cze,1986,67.5
cze,1987,67.5
cze,1988,67.5
cze,1989,67.5
cze,1990,67.5
cze,1991,70
cze,1992,70
cze,1993,70
cze,1994,70
cze,1995,73.125
cze,1996,73.125
cze,1997,73.125
cze,1998,73.125
cze,1999,73.125
cze,2000,73.125
cze,2001,73.125
cze,2002,73.125
cze,2003,73.125
cze,2004,73.125
cze,2005,73.125
cze,2006,81.875
cze,2007,81.875
cze,2008,88.125
cze,2009,88.125
cze,2010,88.125
cze,2011,88.125
cze,2012,91.25
cze,2013,91.25
cze,2014,91.25
cze,2015,91.25
cze,2016,91.25
cze,2017,91.25
cze,2018,93.75
cze,2019,93.75
cze,2020,93.75
cze,2021,93.75
deu,1970,62.5
deu,1971,62.5
deu,1972,62.5
deu,1973,62.5
deu,1974,62.5
deu,1975,62.5
deu,1976,62.5
deu,1977,65.625
deu,1978,65.625
deu,1979,65.625
deu,1980,65.625
deu,1981,65.625
deu,1982,65.625
deu,1983,65.625
deu,1984,65.625
deu,1985,65.625
deu,1986,71.25
deu,1987,71.25
deu,1988,71.25
deu,1989,71.25
deu,1990,71.25
deu,1991,71.25
deu,1992,71.25
deu,1993,71.25
deu,1994,71.25
deu,1995,74.375
deu,1996,74.375
deu,1997,74.375
deu,1998,76.875
deu,1999,76.875
deu,2000,76.875
deu,2001,76.875
deu,2002,79.375
deu,2003,79.375
deu,2004,79.375
deu,2005,79.375
deu,2006,79.375
deu,2007,91.25
deu,2008,91.25
deu,2009,94.375
deu,2010,94.375
deu,2011,94.375
deu,2012,94.375
deu,2013,94.375
deu,2014,94.375
deu,2015,94.375
deu,2016,94.375
deu,2017,94.375
deu,2018,97.5
deu,2019,97.5
deu,2020,97.5
deu,2021,97.5
dji,1970,43.75
dji,1971,43.75
dji,1972,43.75
dji,1973,43.75
dji,1974,43.75
dji,1975,43.75
dji,1976,43.75
dji,1977,43.75
dji,1978,43.75
dji,1979,43.75
dji,1980,43.75
dji,1981,43.75
dji,1982,43.75
dji,1983,43.75
dji,1984,43.75
dji,1985,43.75
dji,1986,43.75
dji,1987,43.75
dji,1988,43.75
dji,1989,43.75
dji,1990,50
dji,1991,50
dji,1992,50
dji,1993,50
dji,1994,50
dji,1995,53.125
dji,1996,53.125
dji,1997,53.125
dji,1998,53.125
dji,1999,53.125
dji,2000,53.125
dji,2001,53.125
dji,2002,53.125
dji,2003,53.125
dji,2004,53.125
dji,2005,56.25
dji,2006,59.375
dji,2007,59.375
dji,2008,59.375
dji,2009,59.375
dji,2010,59.375
dji,2011,59.375
dji,2012,59.375
dji,2013,59.375
dji,2014,59.375
dji,2015,59.375
dji,2016,59.375
dji,2017,59.375
dji,2018,61.875
dji,2019,68.125
dji,2020,68.125
dji,2021,68.125
dma,1970,45.625
dma,1971,45.625
dma,1972,45.625
dma,1973,50.625
dma,1974,53.75
dma,1975,53.75
dma,1976,60
dma,1977,60
dma,1978,60
dma,1979,60
dma,1980,60
dma,1981,60
dma,1982,60
dma,1983,60
dma,1984,60
dma,1985,60
dma,1986,60
dma,1987,60
dma,1988,60
dma,1989,60
dma,1990,60
dma,1991,60
dma,1992,60
dma,1993,60
dma,1994,60
dma,1995,60
dma,1996,60
dma,1997,60
dma,1998,60
dma,1999,60
dma,2000,60
dma,2001,60
dma,2002,62.5
dma,2003,62.5
dma,2004,62.5
dma,2005,62.5
dma,2006,62.5
dma,2007,62.5
dma,2008,62.5
dma,2009,62.5
dma,2010,62.5
dma,2011,62.5
dma,2012,62.5
dma,2013,62.5
dma,2014,62.5
dma,2015,62.5
dma,2016,62.5
dma,2017,62.5
dma,2018,62.5
dma,2019,62.5
dma,2020,62.5
dma,2021,62.5
dnk,1970,71.25
dnk,1971,71.25
dnk,1972,71.25
dnk,1973,71.25
dnk,1974,71.25
dnk,1975,71.25
dnk,1976,71.25
dnk,1977,71.25
dnk,1978,71.25
dnk,1979,71.25
dnk,1980,71.25
dnk,1981,71.25
dnk,1982,71.25
dnk,1983,71.25
dnk,1984,71.25
dnk,1985,76.25
dnk,1986,76.25
dnk,1987,76.25
dnk,1988,76.25
dnk,1989,78.75
dnk,1990,78.75
dnk,1991,78.75
dnk,1992,81.875
dnk,1993,81.875
dnk,1994,81.875
dnk,1995,81.875
dnk,1996,81.875
dnk,1997,81.875
dnk,1998,85
dnk,1999,85
dnk,2000,91.25
dnk,2001,91.25
dnk,2002,91.25
dnk,2003,91.25
dnk,2004,91.25
dnk,2005,91.25
dnk,2006,91.25
dnk,2007,91.25
dnk,2008,97.5
dnk,2009,97.5
dnk,2010,97.5
dnk,2011,97.5
dnk,2012,100
dnk,2013,100
dnk,2014,100
dnk,2015,100
dnk,2016,100
dnk,2017,100
dnk,2018,100
dnk,2019,100
dnk,2020,100
dnk,2021,100
dom,1970,37.5
dom,1971,37.5
dom,1972,37.5
dom,1973,37.5
dom,1974,37.5
dom,1975,37.5
dom,1976,37.5
dom,1977,37.5
dom,1978,37.5
dom,1979,55.625
dom,1980,55.625
dom,1981,55.625
dom,1982,55.625
dom,1983,55.625
dom,1984,55.625
dom,1985,55.625
dom,1986,55.625
dom,1987,55.625
dom,1988,55.625
dom,1989,55.625
dom,1990,55.625
dom,1991,55.625
dom,1992,67.5
dom,1993,67.5
dom,1994,67.5
dom,1995,67.5
dom,1996,67.5
dom,1997,73.125
dom,1998,73.125
dom,1999,73.125
dom,2000,73.125
dom,2001,73.125
dom,2002,78.125
dom,2003,78.125
dom,2004,78.125
dom,2005,78.125
dom,2006,78.125
dom,2007,78.125
dom,2008,78.125
dom,2009,78.125
dom,2010,78.125
dom,2011,78.125
dom,2012,78.125
dom,2013,78.125
dom,2014,78.125
dom,2015,83.75
dom,2016,83.75
dom,2017,86.25
dom,2018,86.25
dom,2019,86.25
dom,2020,86.25
dom,2021,86.25
dza,1970,30
dza,1971,30
dza,1972,30
dza,1973,30
dza,1974,30
dza,1975,32.5
dza,1976,32.5
dza,1977,32.5
dza,1978,32.5
dza,1979,32.5
dza,1980,32.5
dza,1981,32.5
dza,1982,32.5
dza,1983,35.625
dza,1984,38.125
dza,1985,38.125
dza,1986,38.125
dza,1987,38.125
dza,1988,38.125
dza,1989,38.125
dza,1990,43.75
dza,1991,43.75
dza,1992,43.75
dza,1993,43.75
dza,1994,43.75
dza,1995,43.75
dza,1996,43.75
dza,1997,40.625
dza,1998,40.625
dza,1999,40.625
dza,2000,40.625
dza,2001,40.625
dza,2002,40.625
dza,2003,40.625
dza,2004,40.625
dza,2005,55
dza,2006,55
dza,2007,55
dza,2008,55
dza,2009,55
dza,2010,55
dza,2011,55
dza,2012,55
dza,2013,55
dza,2014,55
dza,2015,55
dza,2016,57.5
dza,2017,57.5
dza,2018,57.5
dza,2019,57.5
dza,2020,57.5
dza,2021,57.5
ecu,1970,34.375
ecu,1971,51.875
ecu,1972,51.875
ecu,1973,51.875
ecu,1974,51.875
ecu,1975,51.875
ecu,1976,51.875
ecu,1977,51.875
ecu,1978,51.875
ecu,1979,51.875
ecu,1980,51.875
ecu,1981,51.875
ecu,1982,51.875
ecu,1983,51.875
ecu,1984,51.875
ecu,1985,51.875
ecu,1986,51.875
ecu,1987,51.875
ecu,1988,51.875
ecu,1989,58.125
ecu,1990,63.75
ecu,1991,63.75
ecu,1992,63.75
ecu,1993,63.75
ecu,1994,63.75
ecu,1995,63.75
ecu,1996,66.25
ecu,1997,66.25
ecu,1998,66.25
ecu,1999,75.625
ecu,2000,75.625
ecu,2001,75.625
ecu,2002,78.75
ecu,2003,78.75
ecu,2004,78.75
ecu,2005,78.75
ecu,2006,81.25
ecu,2007,81.25
ecu,2008,81.25
ecu,2009,84.375
ecu,2010,84.375
ecu,2011,84.375
ecu,2012,84.375
ecu,2013,84.375
ecu,2014,84.375
ecu,2015,84.375
ecu,2016,89.375
ecu,2017,89.375
ecu,2018,89.375
ecu,2019,89.375
ecu,2020,89.375
ecu,2021,89.375
egy,1970,29.375
egy,1971,29.375
egy,1972,29.375
egy,1973,29.375
egy,1974,29.375
egy,1975,29.375
egy,1976,29.375
egy,1977,29.375
egy,1978,29.375
egy,1979,29.375
egy,1980,29.375
egy,1981,29.375
egy,1982,29.375
egy,1983,29.375
egy,1984,29.375
egy,1985,29.375
egy,1986,26.875
egy,1987,26.875
egy,1988,26.875
egy,1989,26.875
egy,1990,26.875
egy,1991,29.375
egy,1992,29.375
egy,1993,29.375
egy,1994,29.375
egy,1995,29.375
egy,1996,32.5
egy,1997,32.5
egy,1998,32.5
egy,1999,32.5
egy,2000,32.5
egy,2001,35.625
egy,2002,35.625
egy,2003,38.75
egy,2004,38.75
egy,2005,38.75
egy,2006,38.75
egy,2007,38.75
egy,2008,38.75
egy,2009,38.75
egy,2010,38.75
egy,2011,38.75
egy,2012,38.75
egy,2013,38.75
egy,2014,38.75
egy,2015,45
egy,2016,45
egy,2017,45
egy,2018,45
egy,2019,45
egy,2020,45
egy,2021,50.625
eri,1970,50.625
eri,1971,50.625
eri,1972,50.625
eri,1973,50.625
eri,1974,50.625
eri,1975,50.625
eri,1976,50.625
eri,1977,50.625
eri,1978,50.625
eri,1979,50.625
eri,1980,50.625
eri,1981,50.625
eri,1982,50.625
eri,1983,50.625
eri,1984,50.625
eri,1985,50.625
eri,1986,50.625
eri,1987,50.625
eri,1988,50.625
eri,1989,50.625
eri,1990,50.625
eri,1991,50.625
eri,1992,66.25
eri,1993,66.25
eri,1994,66.25
eri,1995,66.25
eri,1996,66.25
eri,1997,66.25
eri,1998,66.25
eri,1999,66.25
eri,2000,66.25
eri,2001,66.25
eri,2002,69.375
eri,2003,69.375
eri,2004,69.375
eri,2005,69.375
eri,2006,69.375
eri,2007,69.375
eri,2008,69.375
eri,2009,69.375
eri,2010,69.375
eri,2011,69.375
eri,2012,69.375
eri,2013,69.375
eri,2014,69.375
eri,2015,69.375
eri,2016,69.375
eri,2017,69.375
eri,2018,69.375
eri,2019,69.375
eri,2020,69.375
eri,2021,69.375
esp,1970,33.75
esp,1971,33.75
esp,1972,33.75
esp,1973,33.75
esp,1974,33.75
esp,1975,51.875
esp,1976,54.375
esp,1977,54.375
esp,1978,57.5
esp,1979,57.5
esp,1980,60.625
esp,1981,60.625
esp,1982,73.75
esp,1983,73.75
esp,1984,73.75
esp,1985,73.75
esp,1986,73.75
esp,1987,73.75
esp,1988,73.75
esp,1989,73.75
esp,1990,73.75
esp,1991,73.75
esp,1992,73.75
esp,1993,73.75
esp,1994,76.875
esp,1995,79.375
esp,1996,94.375
esp,1997,94.375
esp,1998,94.375
esp,1999,94.375
esp,2000,94.375
esp,2001,94.375
esp,2002,94.375
esp,2003,94.375
esp,2004,94.375
esp,2005,94.375
esp,2006,94.375
esp,2007,97.5
esp,2008,97.5
esp,2009,97.5
esp,2010,97.5
esp,2011,97.5
esp,2012,97.5
esp,2013,97.5
esp,2014,97.5
esp,2015,97.5
esp,2016,97.5
esp,2017,97.5
esp,2018,97.5
esp,2019,97.5
esp,2020,97.5
esp,2021,100
est,1970,53.125
est,1971,50
est,1972,52.5
est,1973,55
est,1974,55
est,1975,55
est,1976,55
est,1977,55
est,1978,55
est,1979,55
est,1980,55
est,1981,55
est,1982,55
est,1983,55
est,1984,55
est,1985,55
est,1986,55
est,1987,55
est,1988,55
est,1989,55
est,1990,55
est,1991,55
est,1992,63.75
est,1993,63.75
est,1994,63.75
est,1995,63.75
est,1996,63.75
est,1997,63.75
est,1998,63.75
est,1999,63.75
est,2000,63.75
est,2001,63.75
est,2002,69.375
est,2003,69.375
est,2004,81.875
est,2005,81.875
est,2006,81.875
est,2007,81.875
est,2008,81.875
est,2009,88.125
est,2010,91.25
est,2011,91.25
est,2012,91.25
est,2013,91.25
est,2014,91.25
est,2015,91.25
est,2016,97.5
est,2017,97.5
est,2018,97.5
est,2019,97.5
est,2020,97.5
est,2021,97.5
eth,1970,44.375
eth,1971,44.375
eth,1972,44.375
eth,1973,44.375
eth,1974,44.375
eth,1975,44.375
eth,1976,44.375
eth,1977,44.375
eth,1978,44.375
eth,1979,44.375
eth,1980,44.375
eth,1981,44.375
eth,1982,44.375
eth,1983,44.375
eth,1984,44.375
eth,1985,44.375
eth,1986,44.375
eth,1987,44.375
eth,1988,44.375
eth,1989,44.375
eth,1990,44.375
eth,1991,44.375
eth,1992,44.375
eth,1993,50
eth,1994,50
eth,1995,50
eth,1996,50
eth,1997,50
eth,1998,50
eth,1999,50
eth,2000,50
eth,2001,63.125
eth,2002,63.125
eth,2003,63.125
eth,2004,63.125
eth,2005,65.625
eth,2006,65.625
eth,2007,65.625
eth,2008,65.625
eth,2009,65.625
eth,2010,65.625
eth,2011,65.625
eth,2012,71.875
eth,2013,71.875
eth,2014,71.875
eth,2015,71.875
eth,2016,71.875
eth,2017,71.875
eth,2018,71.875
eth,2019,71.875
eth,2020,76.875
eth,2021,76.875
fin,1970,65.625
fin,1971,65.625
fin,1972,65.625
fin,1973,65.625
fin,1974,65.625
fin,1975,68.125
fin,1976,68.125
fin,1977,68.125
fin,1978,73.125
fin,1979,73.125
fin,1980,73.125
fin,1981,73.125
fin,1982,73.125
fin,1983,73.125
fin,1984,73.125
fin,1985,73.125
fin,1986,76.25
fin,1987,79.375
fin,1988,79.375
fin,1989,82.5
fin,1990,82.5
fin,1991,82.5
fin,1992,82.5
fin,1993,82.5
fin,1994,82.5
fin,1995,82.5
fin,1996,82.5
fin,1997,82.5
fin,1998,82.5
fin,1999,85
