geo,time,dt_nfl_dpng_cd
arm,2019,492262000
arm,2020,966622000
aze,1998,69441000
aze,1999,49074000
aze,2000,-1848000
aze,2001,-2687000
aze,2002,-32092000
aze,2003,3392000
aze,2004,140705000
aze,2005,27286000
aze,2006,-91109000
aze,2007,36456000
aze,2008,192708000
aze,2009,-2430000
aze,2010,1841826000
aze,2011,454763000
aze,2012,134014000
aze,2013,-612057000
aze,2014,-676317000
aze,2015,1411085000
aze,2016,-483027000
aze,2017,-445149000
aze,2018,-463770000
aze,2019,-442650000
aze,2020,94578000
bfa,2007,440000
bfa,2008,479000
bfa,2009,703000
bfa,2010,844000
bfa,2011,1013000
bfa,2012,1216000
bfa,2013,1459000
bfa,2014,3022000
bfa,2015,2288000
bfa,2016,1547000
bfa,2017,304000
bfa,2018,-2300000
bfa,2019,-1836000
bfa,2020,-204000
bgd,2007,116320000
bgd,2008,276260000
bgd,2009,363500000
bgd,2010,290800000
bgd,2011,378040000
bgd,2012,335151000
bgd,2013,401662000
bgd,2014,917862000
bgd,2015,237298000
bgd,2016,-253068000
bgd,2017,302464000
bgd,2018,1842420000
bgd,2019,-317864000
bgd,2020,724451000
bgr,1996,37774000
bgr,1997,3800000
bgr,1998,96248000
bgr,1999,197907000
bgr,2000,84840000
bgr,2001,151402000
bgr,2002,295663000
bgr,2003,342147000
bgr,2004,1849110000
bgr,2005,2905303000
bgr,2006,4045750000
bgr,2007,9002683000
bgr,2008,13796662000
bgr,2009,4519892000
bgr,2010,-1911999000
bgr,2011,7203198000
bgr,2012,1228768000
bgr,2013,2529206000
bgr,2014,-752292000
bgr,2015,-3461136000
bgr,2016,-1306158000
bgr,2017,-356247000
bgr,2018,-619184000
bgr,2019,375328000
bgr,2020,979675000
bih,2000,3696000
bih,2001,48583000
bih,2002,35897000
bih,2003,294053000
bih,2004,531654000
bih,2005,1097716000
bih,2006,1149843000
bih,2007,2497731000
bih,2008,1726811000
bih,2009,33505000
bih,2010,-101997000
bih,2011,6376560000
bih,2012,400642000
bih,2013,344243000
bih,2014,-443530000
bih,2015,-895900000
bih,2016,35641000
bih,2017,1496521000
bih,2018,-211343000
bih,2019,495446000
bih,2020,178315000
blr,2000,34525000
blr,2001,188805000
blr,2002,172766000
blr,2003,50952000
blr,2004,49978000
blr,2005,61219000
blr,2006,216335000
blr,2007,310616000
blr,2008,466405000
blr,2009,-105009000
blr,2010,329142000
blr,2011,450300000
blr,2012,556397000
blr,2013,692617000
blr,2014,694903000
blr,2015,-441664000
blr,2016,-2229019000
blr,2017,111415000
blr,2018,394791000
blr,2019,1773191000
blr,2020,1291777000
blz,2008,32979000
blz,2009,-5519000
blz,2010,-12412000
blz,2011,-14162000
blz,2012,-45007000
blz,2013,-10738000
blz,2014,-7278000
blz,2015,-10290000
blz,2016,-9008000
blz,2017,-3373000
blz,2018,-16403000
blz,2019,2325000
blz,2020,4708000
bol,1970,1000000
bol,1971,1000000
bol,1972,2000000
bol,1973,-1000000
bol,1974,2000000
bol,1975,1400000
bol,1976,8600000
bol,1977,-5000000
bol,1978,40000000
bol,1979,35000000
bol,1980,-3000000
bol,1981,-12000000
bol,1982,48800000
bol,1984,-36000000
bol,1985,-25800000
bol,1990,-23500000
bol,1991,-34500000
bol,1992,-1700000
bol,1993,44100000
bol,1994,6100000
bol,1995,48600000
bol,1996,46900000
bol,1997,208000000
bol,1998,104095000
bol,1999,597000
bol,2000,186932000
bol,2001,-23986000
bol,2002,-78271000
bol,2003,129141000
bol,2004,2306000
bol,2005,315615000
bol,2006,96911000
bol,2007,233341000
bol,2008,281076000
bol,2009,-160567000
bol,2010,-291812000
bol,2011,-184794000
bol,2012,-183000000
bol,2013,-14760000
bol,2014,255525000
bol,2015,-45871000
bol,2016,160173000
bol,2017,-85533000
bol,2018,-104589000
bol,2019,-19700000
bol,2020,-104587000
bra,1970,700000000
bra,1971,720800000
bra,1972,1811700000
bra,1973,911200000
bra,1974,3032000000
bra,1975,1878000000
bra,1976,1801500000
bra,1977,1872500000
bra,1978,2485100000
bra,1979,-331900000
bra,1980,221700000
bra,1981,2589800000
bra,1982,1518200000
bra,1983,-1320300000
bra,1984,-2078300000
bra,1985,-756900000
bra,1986,-722000000
bra,1987,-739900000
bra,1988,-486665000
bra,1989,-907498000
bra,1990,-133012000
bra,1991,274665000
bra,1992,5618799000
bra,1993,7822131000
bra,1994,3845253000
bra,1995,7616014000
bra,1996,12236162000
bra,1997,15032264000
bra,1998,18667012000
bra,1999,-7167934000
bra,2000,601687000
bra,2001,-1657018000
bra,2002,-6937217000
bra,2003,-330837000
bra,2004,-7103095000
bra,2005,-2099306000
bra,2006,18586460000
bra,2007,27287844000
bra,2008,28860760000
bra,2009,21257297000
bra,2010,43023900000
bra,2011,71877700000
bra,2012,27750369000
bra,2013,22040810000
bra,2014,37482347000
bra,2015,25321631000
bra,2016,10792165000
bra,2017,13964406000
bra,2018,30172285000
bra,2019,-2277948000
bra,2020,606996000
btn,2011,9882000
btn,2012,-2455000
btn,2013,-1874000
btn,2014,-2353000
btn,2015,55884000
btn,2016,3167000
btn,2017,-4684000
btn,2018,-531000
btn,2019,-4169000
btn,2020,-10525000
bwa,2012,79689000
bwa,2015,-79689000
bwa,2019,11985000
bwa,2020,6194000
chn,1992,197575000
chn,1993,332000000
chn,1995,543889000
chn,1996,128786000
chn,1997,1311070000
chn,1998,-2558090000
chn,1999,-1065000000
chn,2000,-2045000000
chn,2001,-1894000000
chn,2002,-388000000
chn,2003,1026353000
chn,2004,6192217000
chn,2005,5175000000
chn,2006,8646000000
chn,2007,14714000000
chn,2008,15530000000
chn,2009,-9808779000
chn,2010,19942633000
chn,2011,28469700000
chn,2012,26754099000
chn,2013,26700610000
chn,2014,70116535000
chn,2015,30228211000
chn,2016,26530914000
chn,2017,46768676000
chn,2018,22667589000
chn,2019,98778214000
chn,2020,109506702000
civ,1970,2000000
civ,1971,2000000
civ,1972,-1000000
civ,1973,20000000
civ,1974,12000000
civ,1975,21000000
civ,1976,9000000
civ,1977,81000000
civ,1978,98000000
civ,1979,-50600000
civ,1980,120200000
civ,1981,168300000
civ,1982,-2700000
civ,1983,157300000
civ,1984,52500000
civ,1985,-46200000
civ,1986,-67300000
civ,1987,-111300000
civ,1988,52600000
civ,1989,149200000
civ,1990,70800000
civ,1991,45700000
civ,1992,12400000
civ,1993,1000000
civ,1994,-5350000
civ,1995,48580000
civ,1996,109498000
civ,1997,-240073000
civ,1998,-238000000
civ,1999,-237000000
civ,2000,-113288000
civ,2001,-110000000
civ,2002,-113561000
civ,2003,-115000000
civ,2004,-134000000
civ,2005,-109319000
civ,2006,-118393000
civ,2007,-166696000
civ,2008,79000000
civ,2009,155000000
civ,2010,169600000
civ,2011,182400000
civ,2012,576874000
civ,2013,-400497000
civ,2014,-350780000
civ,2015,-323075000
civ,2016,-29182000
civ,2017,-170641000
civ,2018,-213821000
civ,2019,270565000
civ,2020,-311319000
cmr,1970,9200000
cmr,1971,2700000
cmr,1972,8200000
cmr,1973,2100000
cmr,1974,12200000
cmr,1975,-800000
cmr,1976,4300000
cmr,1977,4900000
cmr,1978,43400000
cmr,1979,73800000
cmr,1980,18000000
cmr,1981,72000000
cmr,1982,111000000
cmr,1983,235200000
cmr,1984,134000000
cmr,1985,-210017000
cmr,1986,-39534000
cmr,1987,15699000
cmr,1988,-112264000
cmr,1989,-49059000
cmr,1990,-77301000
cmr,1991,-46317000
cmr,1992,69351000
cmr,1993,15107000
cmr,1994,-35333000
cmr,1995,-28359000
cmr,1996,11798000
cmr,1997,-11441000
cmr,1998,-10024000
cmr,1999,-46693000
cmr,2000,-47911000
cmr,2001,-90947000
cmr,2002,-48651000
cmr,2003,-47814000
cmr,2004,24790000
cmr,2005,-43709000
cmr,2006,-122047000
cmr,2007,-101649000
cmr,2008,-105323000
cmr,2009,-20220000
cmr,2010,-38113000
cmr,2011,-111195000
cmr,2012,-93234000
cmr,2013,-93234000
cmr,2014,18075000
cmr,2015,10114000
cmr,2016,-23728000
cmr,2017,-176957000
cmr,2018,-196857000
cmr,2019,511141000
cmr,2020,-314702000
cog,2020,5707000
col,1970,-59000000
col,1971,61000000
col,1972,48000000
col,1973,-27000000
col,1974,-63000000
col,1975,65000000
col,1976,37000000
col,1977,-15000000
col,1978,-26000000
col,1979,107000000
col,1980,42000000
col,1981,351000000
col,1982,326000000
col,1983,86000000
col,1984,157000000
col,1985,131254000
col,1986,16593000
col,1987,-45847000
col,1988,21000000
col,1989,-280000000
col,1990,-167000000
col,1991,-132000000
col,1992,269000000
col,1993,796400000
col,1994,1044110000
col,1995,2462590000
col,1996,2613434000
col,1997,2595307000
col,1998,-656195000
col,1999,123913000
col,2000,32405000
col,2001,-139234000
col,2002,265000
col,2003,-973477000
col,2004,-1632526000
col,2005,-359141000
col,2006,-541186000
col,2007,1639000000
col,2008,527328000
col,2009,915638000
col,2010,5092934000
col,2011,7640074000
col,2012,1863121000
col,2013,7608064000
col,2014,426814000
col,2015,1474385000
col,2016,3899304000
col,2017,588593000
col,2018,4915518000
col,2019,3342406000
col,2020,587214000
cri,1970,9900000
cri,1971,2700000
cri,1972,13100000
cri,1973,20500000
cri,1974,29700000
cri,1975,46100000
cri,1976,35000000
cri,1977,62700000
cri,1978,90700000
cri,1979,-18300000
cri,1980,13500000
cri,1981,-40400000
cri,1982,9700000
cri,1983,-33000000
cri,1984,-31600000
cri,1985,-15200000
cri,1986,4800000
cri,1987,-15500000
cri,1988,14500000
cri,1990,-1000000
cri,1991,-150000
cri,1992,30000000
cri,1993,-54000000
cri,1994,-52000000
cri,1995,-13800000
cri,1996,-21155000
cri,1997,-21449000
cri,1998,53051000
cri,1999,-21449000
cri,2000,-16958000
cri,2001,-16958000
cri,2002,-16958000
cri,2003,-16958000
cri,2004,353675000
cri,2005,706124000
cri,2006,97436000
cri,2007,200671000
cri,2008,132282000
cri,2009,493982000
cri,2010,252930000
cri,2011,514957000
cri,2012,1121890000
cri,2013,827145000
cri,2014,1313083000
cri,2015,1791965000
cri,2016,1362601000
cri,2017,73435000
cri,2018,1589584000
cri,2019,196809000
cri,2020,561647000
dom,1970,2000000
dom,1971,17400000
dom,1972,-1300000
dom,1973,-200000
dom,1974,66500000
dom,1975,37600000
dom,1976,19400000
dom,1977,32200000
dom,1978,-7100000
dom,1979,-800000
dom,1980,-6900000
dom,1981,-20900000
dom,1982,7500000
dom,1983,-50616000
dom,1984,-25000000
dom,1985,-7420000
dom,1986,-4300000
dom,1987,-13478000
dom,1988,-9853000
dom,1989,-15107000
dom,1990,-5285000
dom,1991,-15999000
dom,1992,-16796000
dom,1993,-15540000
dom,1994,-15394000
dom,1995,-15855000
dom,1996,-14134000
dom,1997,-5196000
dom,2002,171232000
dom,2003,-171232000
dom,2005,1500000
dom,2006,412000000
dom,2007,430193000
dom,2008,-544000
dom,2009,-488000
dom,2010,-168000
dom,2011,37405000
dom,2012,101063000
dom,2013,-268258000
dom,2014,321631000
dom,2015,50284000
dom,2016,251542000
dom,2017,120937000
dom,2018,298872000
dom,2019,-1105052000
dom,2020,-1796601000
dza,2002,16966000
dza,2003,439642000
dza,2004,69130000
dza,2005,234104000
dza,2006,300093000
dza,2007,-227920000
dza,2008,263650000
dza,2009,-398380000
dza,2010,-231790000
dza,2011,-120660000
dza,2012,-152420000
dza,2013,-202640000
dza,2014,14750000
dza,2015,-367620000
dza,2016,-104200000
dza,2017,-25410000
dza,2018,14530000
dza,2019,7480000
dza,2020,56520000
ecu,1970,-4100000
ecu,1971,3400000
ecu,1972,9600000
ecu,1973,6000000
ecu,1974,91500000
ecu,1975,113900000
ecu,1976,5400000
ecu,1977,127500000
ecu,1978,154300000
ecu,1979,213200000
ecu,1980,51800000
ecu,1981,360300000
ecu,1982,176200000
ecu,1983,-17600000
ecu,1984,-22100000
ecu,1985,-35100000
ecu,1986,-36653000
ecu,1987,12823000
ecu,1988,45290000
ecu,1989,38929000
ecu,1990,5330000
ecu,1991,-21022000
ecu,1992,-42377000
ecu,1993,140838000
ecu,1994,-16629000
ecu,1995,200120000
ecu,1996,-130000000
ecu,1997,20000000
ecu,1998,-130000000
ecu,1999,26509000
ecu,2000,-136083000
ecu,2001,224365000
ecu,2002,929153000
ecu,2003,750801000
ecu,2004,1099392000
ecu,2005,36675000
ecu,2006,417938000
ecu,2007,379924000
ecu,2008,495232000
ecu,2009,137714000
ecu,2010,47255000
ecu,2011,239480000
ecu,2012,265756000
ecu,2013,11339000
ecu,2014,699899000
ecu,2015,917230000
ecu,2016,1409269000
ecu,2017,-549610000
ecu,2018,-39456000
ecu,2019,2844275000
ecu,2020,186391000
egy,1976,5000000
egy,1977,28000000
egy,1978,57000000
egy,1979,110000000
egy,1980,80000000
egy,1981,55000000
egy,1982,135000000
egy,1983,145000000
egy,1984,-50000000
egy,1985,183000000
egy,1986,164000000
egy,1987,95000000
egy,1988,33000000
egy,1989,-50000000
egy,1990,-81000000
egy,1991,-150000000
egy,1992,-250000000
egy,1993,-100000000
egy,1994,-125000000
egy,1995,-62000000
egy,1996,-186000000
egy,1997,3700000
egy,1998,247050000
egy,1999,97300000
egy,2000,91400000
egy,2001,45700000
egy,2002,39500000
egy,2003,-342862000
egy,2004,-100000000
egy,2006,-780000
egy,2007,-61130000
egy,2008,59480000
egy,2009,-11030000
egy,2010,-20250000
egy,2011,-37500000
egy,2012,3750000
egy,2013,-7712000
egy,2014,9068000
egy,2015,1144000
egy,2016,156619000
egy,2017,249880000
egy,2018,39185000
egy,2019,-85447000
egy,2020,42105000
fji,2008,126830000
fji,2009,240500000
fji,2010,-13792000
fji,2011,-32670000
fji,2012,17695000
fji,2013,-35000000
fji,2014,-65390000
fji,2015,-4380000
fji,2016,19600000
fji,2017,-45080000
fji,2018,14500000
fji,2019,115580000
fji,2020,11310000
geo,1998,6720000
geo,1999,4267000
geo,2000,25873000
geo,2001,13434000
geo,2002,-16453000
geo,2003,-17469000
geo,2004,62891000
geo,2005,46575000
geo,2006,37261000
geo,2007,75392000
geo,2008,-145450000
geo,2009,135576000
geo,2010,33591000
geo,2011,363330000
geo,2012,167258000
geo,2013,330738000
geo,2014,-175313000
geo,2015,860207000
geo,2016,562629000
geo,2017,-72925000
geo,2018,519064000
geo,2019,1021645000
geo,2020,34403000
gha,1985,8165000
gha,1986,-2500000
gha,1987,-99000
gha,1988,2333000
gha,1989,1000000
gha,1990,0
gha,1991,1000000
gha,1992,1000000
gha,1993,2000000
gha,1994,-5000000
gha,1995,-5000000
gha,1996,244000000
gha,1997,-4000000
gha,1998,-4000000
gha,1999,-3000000
gha,2000,-3000000
gha,2001,-2000000
gha,2002,-2000000
gha,2003,-252000000
gha,2004,-1000000
gha,2010,0
gha,2014,253189000
gtm,1970,4200000
gtm,1971,6600000
gtm,1972,9900000
gtm,1973,19500000
gtm,1974,25000000
gtm,1975,25000000
gtm,1976,25000000
gtm,1977,55000000
gtm,1978,70000000
gtm,1979,62000000
gtm,1980,-30000000
gtm,1981,21600000
gtm,1982,-12200000
gtm,1983,-17200000
gtm,1984,-47500000
gtm,1985,1900000
gtm,1986,11800000
gtm,1987,-2900000
gtm,1988,-3100000
gtm,1989,9765000
gtm,1990,4141000
gtm,1991,0
gtm,1992,14200000
gtm,1993,41600000
gtm,1994,-22037000
gtm,1995,-19000000
gtm,1996,-21000000
gtm,1997,-18229000
gtm,1998,-14812000
gtm,1999,-20218000
gtm,2000,-20218000
gtm,2001,-20200000
gtm,2002,-19000000
gtm,2003,-16500000
gtm,2004,-54273000
gtm,2005,1124835000
gtm,2006,847730000
gtm,2007,1122775000
gtm,2008,-94755000
gtm,2009,-682062000
gtm,2010,-92951000
gtm,2011,-110252000
gtm,2012,-508130000
gtm,2013,1309243000
gtm,2014,2099599000
gtm,2015,441798000
gtm,2016,144764000
gtm,2017,1767352000
gtm,2018,401881000
gtm,2019,-391534000
gtm,2020,-1150425000
guy,1999,-1563000
guy,2000,-430000
guy,2001,-452000
guy,2002,-452000
guy,2003,-452000
guy,2004,-452000
guy,2005,-452000
guy,2006,-226000
guy,2009,-308000
guy,2010,43000
guy,2011,10000
guy,2014,185000000
guy,2015,-15000000
guy,2016,64545000
guy,2017,-26882000
guy,2018,-50675000
guy,2019,-50675000
guy,2020,-50675000
hnd,1970,6600000
hnd,1971,17100000
hnd,1972,8300000
hnd,1973,-8300000
hnd,1974,26800000
hnd,1975,6600000
hnd,1976,-95800000
hnd,1977,26400000
hnd,1978,24400000
hnd,1979,-5400000
hnd,1980,33000000
hnd,1981,-1100000
hnd,1982,-13100000
hnd,1983,-30500000
hnd,1984,-32600000
hnd,1985,-3419000
hnd,1986,-11260000
hnd,1987,-10083000
hnd,1988,-8609000
hnd,1989,12345000
hnd,1990,-17634000
hnd,1991,8458000
hnd,1992,15367000
hnd,1993,-1810000
hnd,1994,11712000
hnd,1995,22836000
hnd,1996,92852000
hnd,1997,43207000
hnd,1998,152547000
hnd,1999,130606000
hnd,2000,17596000
hnd,2001,-53976000
hnd,2002,-42825000
hnd,2003,-57183000
hnd,2004,151786000
hnd,2005,53521000
hnd,2006,20336000
hnd,2007,25358000
hnd,2008,-5507000
hnd,2009,222973000
hnd,2010,62199000
hnd,2011,139898000
hnd,2012,68780000
hnd,2013,140619000
hnd,2014,-63448000
hnd,2015,-29512000
hnd,2016,-118300000
hnd,2017,24900000
hnd,2018,16100000
hnd,2019,109100000
hnd,2020,81800000
hti,2013,3000000
hti,2014,-2000000
hti,2015,-265000
hti,2016,3540000
hti,2017,-3560000
hti,2018,-420000
hti,2019,-237000
idn,1970,134000000
idn,1971,188000000
idn,1972,264000000
idn,1973,372000000
idn,1974,599000000
idn,1975,485000000
idn,1976,255000000
idn,1977,218000000
idn,1978,198000000
idn,1979,100000000
idn,1980,2000000
idn,1981,437000000
idn,1982,-379000000
idn,1983,452400000
idn,1984,278400000
idn,1985,-71700000
idn,1986,-58000000
idn,1987,792500000
idn,1988,974300000
idn,1989,1011100000
idn,1990,3791000000
idn,1991,2914700000
idn,1992,3105400000
idn,1993,-2251799000
idn,1994,1515000000
idn,1995,2480637000
idn,1996,6672479000
idn,1997,5820549000
idn,1998,-3826204000
idn,1999,-4237760000
idn,2000,-3050260000
idn,2001,-2758604000
idn,2002,-4578836000
idn,2003,-3676000000
idn,2004,-268999000
idn,2005,-648576000
idn,2006,1849969000
idn,2007,1491334000
idn,2008,3645554000
idn,2009,5327297000
idn,2010,2510635000
idn,2011,10576987000
idn,2012,12336688000
idn,2013,11768960000
idn,2014,14485055000
idn,2015,6608145000
idn,2016,-2392474000
idn,2017,15961833000
idn,2018,8735266000
idn,2019,7965016000
idn,2020,729508000
ind,1970,0
ind,1971,0
ind,1972,0
ind,1973,-36300000
ind,1974,3000000
ind,1975,51000000
ind,1976,-1000000
ind,1977,28000000
ind,1978,-12000000
ind,1979,8000000
ind,1980,194000000
ind,1981,337000000
ind,1982,136000000
ind,1983,146000000
ind,1984,145000000
ind,1985,140000000
ind,1986,-155000000
ind,1987,58671000
ind,1988,-104271000
ind,1989,-82000000
ind,1990,-104431000
ind,1991,35800000
ind,1992,-52500000
ind,1993,565010000
ind,1994,743741000
ind,1995,1022900000
ind,1996,544776000
ind,1997,1593709000
ind,1998,208290000
ind,1999,-607494000
ind,2000,51367000
ind,2001,146017000
ind,2002,273719000
ind,2003,7518743000
ind,2004,2970273000
ind,2005,5836639000
ind,2006,16449183000
ind,2007,25231154000
ind,2008,9650049000
ind,2009,10596162000
ind,2010,5214968000
ind,2011,13802896000
ind,2012,17642126000
ind,2013,36635021000
ind,2014,13869017000
ind,2015,16225130000
ind,2016,-15127676000
ind,2017,12036396000
ind,2018,7928192000
ind,2019,25550249000
ind,2020,5401627000
irn,2019,-162526000
irn,2020,-178206000
jam,1970,1100000
jam,1971,3100000
jam,1972,-2400000
jam,1973,12500000
jam,1974,54400000
jam,1975,13300000
jam,1976,-456600000
jam,1977,53400000
jam,1978,-415000000
jam,1979,-25000000
jam,1980,15000000
jam,1981,-40000000
jam,1982,25000000
jam,1983,25000000
jam,1984,-5000000
jam,1985,-3800000
jam,1986,-2300000
jam,1987,-6000000
jam,1988,-7100000
jam,1989,-8946000
jam,1990,-8307000
jam,1991,-5847000
jam,1992,0
jam,1993,400000
jam,1994,49800000
jam,1995,50000000
jam,1996,-5000000
jam,1997,65000000
jam,1998,-8867000
jam,1999,-12964000
jam,2000,-63551000
jam,2001,-8551000
jam,2002,-8552000
jam,2003,-8551000
jam,2004,21448000
jam,2005,298449000
jam,2006,421448000
jam,2007,1377572000
jam,2008,-8552000
jam,2009,1076449000
jam,2010,1066448000
jam,2011,35609000
jam,2012,1317343000
jam,2013,999881000
jam,2014,751109000
jam,2015,-1611168000
jam,2016,7110000
jam,2017,76127000
jam,2018,1091062000
jam,2019,553996000
jam,2020,-259976000
jor,2001,56597000
jor,2002,53814000
jor,2003,-32310000
jor,2004,-32310000
jor,2005,-25000000
jor,2006,31425000
jor,2007,56705000
jor,2008,81500000
jor,2009,5000000
jor,2010,124000000
jor,2011,125000000
jor,2012,268789000
jor,2013,295500000
jor,2014,260620000
jor,2015,227731000
jor,2016,184002000
jor,2017,148793000
jor,2018,610549000
jor,2019,543662000
jor,2020,290704000
kaz,1994,15000000
kaz,1995,58473000
kaz,1996,107237000
kaz,1997,380300000
kaz,1998,896787000
kaz,1999,162177000
kaz,2000,500873000
kaz,2001,2191526000
kaz,2002,1912976000
kaz,2003,3590532000
kaz,2004,8521556000
kaz,2005,6687514000
kaz,2006,25798542000
kaz,2007,21559031000
kaz,2008,11775979000
kaz,2009,9852290000
kaz,2010,9171187000
kaz,2011,5728154000
kaz,2012,7737699000
kaz,2013,12395945000
kaz,2014,8380239000
kaz,2015,-1720487000
kaz,2016,11796049000
kaz,2017,7145186000
kaz,2018,1181770000
kaz,2019,1925375000
kaz,2020,6576091000
ken,1970,29700000
ken,1971,-6200000
ken,1972,25400000
ken,1973,99500000
ken,1974,145400000
ken,1975,40700000
ken,1976,22600000
ken,1977,-144400000
ken,1978,162800000
ken,1979,4300000
ken,1980,-600000
ken,1981,-71500000
ken,1982,19300000
ken,1983,112400000
ken,1984,-68900000
ken,1985,83000000
ken,1986,-52300000
ken,1987,37400000
ken,1988,131000000
ken,1989,-14000000
ken,1990,17692000
ken,1991,20000000
ken,1992,0
ken,1993,15000000
ken,1994,-70000000
ken,1995,-85000000
ken,1996,-70000000
ken,1997,-50000000
ken,1998,-45000000
ken,1999,-61000000
ken,2000,-45000000
ken,2001,-65831000
ken,2002,-60345000
ken,2003,-25150000
ken,2004,-13674000
ken,2005,-10000000
ken,2013,115000000
ken,2014,171200000
ken,2015,448632000
ken,2016,-61368000
ken,2017,-106387000
ken,2018,177700000
ken,2019,-200053000
ken,2020,-10288000
kgz,1998,-23593000
kgz,1999,-17122000
kgz,2000,-60382000
kgz,2001,-71695000
kgz,2002,16498000
kgz,2003,-53990000
kgz,2004,-53397000
kgz,2005,-1182000
kgz,2006,134166000
kgz,2007,109909000
kgz,2008,601447000
kgz,2009,95670000
kgz,2010,97029000
kgz,2011,264715000
kgz,2012,284081000
kgz,2013,268589000
kgz,2014,196100000
kgz,2015,217869000
kgz,2016,70520000
kgz,2017,-140523000
kgz,2018,206298000
kgz,2019,199687000
kgz,2020,-159170000
khm,2009,194415000
khm,2010,247794000
khm,2011,124898000
khm,2012,922774000
khm,2013,223054000
khm,2014,143685000
khm,2015,505380000
khm,2016,26291000
khm,2017,562348000
khm,2018,1104868000
khm,2019,183494000
khm,2020,662666000
kna,1984,0
kna,1985,0
kna,1986,0
kna,1987,0
kna,1988,0
kna,1989,0
kna,1990,0
kna,1991,0
kna,1992,0
kna,1993,0
kna,1994,0
kna,1995,0
kna,1996,0
kna,1997,0
kna,1998,0
kna,1999,0
kna,2000,0
kna,2001,0
kna,2002,0
kna,2003,0
kna,2004,0
kna,2005,0
kna,2006,0
kna,2007,0
kna,2008,0
kna,2009,0
kna,2010,0
kos,2007,306582000
kos,2008,123769000
kos,2009,28905000
kos,2010,108185000
kos,2011,83551000
kos,2012,25406000
kos,2013,50547000
kos,2014,-24299000
kos,2015,12836000
kos,2016,67825000
kos,2017,93773000
kos,2018,12898000
kos,2019,91830000
kos,2020,150553000
lao,2002,132470000
lao,2003,2590000
lao,2004,157220000
lao,2005,281190000
lao,2006,265310000
lao,2007,756980000
lao,2008,481773000
lao,2009,357819000
lao,2010,34452000
lao,2011,26313000
lao,2012,78072000
lao,2013,-91851000
lao,2014,955834000
lao,2015,1041056000
lao,2016,1249211000
lao,2017,28085000
lao,2018,128003000
lao,2019,121569000
lao,2020,-4286000
lbn,1995,50000000
lbn,1996,360000000
lbn,1997,475000000
lbn,1998,-100000000
lbn,1999,-114000000
lbn,2000,65000000
lbn,2001,100000000
lbn,2002,-135000000
lbn,2003,-5000000
lbn,2004,50000000
lbn,2005,265000000
lbn,2006,-206000000
lbn,2007,-275000000
lbn,2008,-60000000
lbn,2009,1881512000
lbn,2010,1511512000
lbn,2011,1681512000
lbn,2012,1881512000
lbn,2013,1889078000
lbn,2014,1897205000
lbn,2015,1910137000
lbn,2016,1043540000
lbn,2017,1446749000
lbn,2018,5623265000
lbn,2019,-5419614000
lbn,2020,-10269199000
lbr,2014,58000000
lbr,2015,13010000
lbr,2016,-6112000
lbr,2017,-4255000
lbr,2018,-5422000
lbr,2019,-6571000
lbr,2020,-6550000
lka,1977,300000
lka,1979,700000
lka,1980,2200000
lka,1981,600000
