geo,time,bn_gsr_fcty_cd
fji,2002,4646535.45993
fji,2003,-11393736.49104
fji,2004,-10550356.3296
fji,2005,-61976668.27313
fji,2006,-110151647.50653
fji,2007,-93587754.0954
fji,2008,-85507168.55343
fji,2009,-12043074.98536
fji,2010,-98827869.43833
fji,2011,-116363144.89157
fji,2012,-146681990.03555
fji,2013,-82292995.02627
fji,2014,-225372600.79763
fji,2015,-283619348.86496
fji,2016,-273913390.79663
fji,2017,-423804457.02467
fji,2018,-358524175.18971
fji,2019,-451664632.68444
fji,2020,-274128394.0083
fra,1975,143859010.76901
fra,1976,235409387.27086
fra,1977,635869183.12722
fra,1978,1260306745.54469
fra,1979,2224275866.78272
fra,1980,2679540562.58068
fra,1981,1605935663.84933
fra,1982,184030783.63627
fra,1983,-1521597954.37182
fra,1984,-2386920809.58358
fra,1985,-2260150033.4002
fra,1986,-1684081645.59498
fra,1987,-1641856116.35298
fra,1988,-953295729.73604
fra,1989,-279391753.00764
fra,1990,-3896453858.8723
fra,1991,-5732180675.31119
fra,1992,-8614630485.02739
fra,1993,-9166420350.98225
fra,1994,-6754739732.62467
fra,1995,-8963955124.79689
fra,1996,-2705128602.9576
fra,1997,7092852213.01797
fra,1998,8660167086.783
fra,1999,31534302808.0166
fra,2000,24480167731.3354
fra,2001,25137286848.0345
fra,2002,13988413472.7906
fra,2003,23320665865.1524
fra,2004,28571876684.7386
fra,2005,39385223059.4763
fra,2006,48057152834.6937
fra,2007,54707664242.8707
fra,2008,63825766482.7147
fra,2009,61231483671.62009
fra,2010,71312379874.1628
fra,2011,79189620454.6324
fra,2012,60263625139.9598
fra,2013,65340131636.10449
fra,2014,62930972341.6667
fra,2015,50720764203.0309
fra,2016,53302430312.8727
fra,2017,54278519420.6128
fra,2018,63861038760.5953
fra,2019,69039959773.2117
fra,2020,49379254255.592
fro,1998,28450000
fro,1999,34870000
fro,2000,34270000
fro,2001,14640000
fro,2002,18660000
fro,2003,30020000
fro,2004,65820583.38599
fro,2005,71952708.35327
fro,2006,80309769.74651
fro,2007,88163819.70877
fro,2008,39534892.05584
fro,2009,-7814545.85365
fro,2010,83237004.99069
fro,2011,121779391.18748
fsm,2009,16446900
fsm,2010,11021100
fsm,2011,10351600
fsm,2012,16271000
fsm,2013,26684800
fsm,2014,26645800
gab,1978,-226761228.12387
gab,1979,-361505291.41806
gab,1980,-425644591.23119
gab,1981,-329958122.83966
gab,1982,-313353745.26279
gab,1983,-256569703.82341
gab,1984,-224095448.51184
gab,1985,-243598981.18344
gab,1986,-246573907.99162
gab,1987,-242732529.50351
gab,1988,-277557476.51502
gab,1989,-328768875.82035
gab,1990,-616642354.89799
gab,1991,-614660593.50397
gab,1992,-821710379.32887
gab,1993,-626142057.02272
gab,1994,-498014519.9843
gab,1995,-665415300.87019
gab,1996,-763043975.35959
gab,1997,-716491253.11101
gab,1998,-515106510.56668
gab,1999,-568914233.93285
gab,2000,-778739432.63521
gab,2001,-629163400.76519
gab,2002,-478755591.94674
gab,2003,-521591253.08189
gab,2004,-964793972.91497
gab,2005,-957591480.84364
gab,2007,-1128613581.52074
gab,2008,-1288312258.14344
gab,2009,-1226191889.37984
gab,2010,-1737280274.51851
gab,2011,-1266238414.15297
gab,2012,-1566529854.65119
gab,2013,-842470181.46714
gab,2014,-534004884.9051
gab,2015,-104328432.46532
gbr,1970,1430398857.68347
gbr,1971,1339542895.45594
gbr,1972,1497599581.89513
gbr,1973,3253676622.21811
gbr,1974,3529924345.95244
gbr,1975,1958990299.3517
gbr,1976,2792008292.44089
gbr,1977,459035665.96124
gbr,1978,1544634091.42557
gbr,1979,2562588555.54617
gbr,1980,-418166392.55377
gbr,1981,2539393186.5897
gbr,1982,2525794820.58925
gbr,1983,4290588888.79584
gbr,1984,5727339571.68079
gbr,1985,2884744279.77901
gbr,1986,6806725540.91722
gbr,1987,1376338516.22385
gbr,1988,1328508690.10025
gbr,1989,-1216481717.5592
gbr,1990,-5153565065.66885
gbr,1991,-5943274920.35792
gbr,1992,275129676.83946
gbr,1993,-283979905.49742
gbr,1994,5110501387.16398
gbr,1995,3393032576.78999
gbr,1996,763295213.02691
gbr,1997,5374229169.93209
gbr,1998,20435736181.7718
gbr,1999,-5666702747.50441
gbr,2000,6177215334.00584
gbr,2001,11656875835.4456
gbr,2002,23240969532.5962
gbr,2003,25897558694.08689
gbr,2004,25187625493.8924
gbr,2005,34234245000.6826
gbr,2006,1878479682.52721
gbr,2007,-15176250388.8978
gbr,2008,-25150607548.7373
gbr,2009,-18123050192.7337
gbr,2010,1043559473.19225
gbr,2011,9341398922.47451
gbr,2012,-28063190106.6873
gbr,2013,-56712697703.17631
gbr,2014,-63938922370.81249
gbr,2015,-70368206929.7235
gbr,2016,-69696830448.6265
gbr,2017,-35159173523.2079
gbr,2018,-40748459415.0402
gbr,2019,-16564425490.3355
gbr,2020,-39979302205.0764
geo,1997,127400000
geo,1998,190700000
geo,1999,146900000
geo,2000,37391809.02
geo,2001,20088548.4
geo,2002,10363032.75
geo,2003,9519962.58
geo,2004,73605461.45
geo,2005,60697658.74
geo,2006,161126688.41
geo,2007,35909997.48
geo,2008,-59363763.8
geo,2009,-43578111.97
geo,2010,-217518243.87
geo,2011,-425847080.1
geo,2012,-172357905.17
geo,2013,-317056104.37
geo,2014,-229814236.2
geo,2015,-338775506.99
geo,2016,-700977878.85
geo,2017,-793764847.9
geo,2018,-683221432.56
geo,2019,-774484355.2
geo,2020,-734464091.59
gha,1975,-36339227.9998
gha,1976,-41782722.99976
gha,1977,-34878313.47815
gha,1978,-27398424.8334
gha,1979,-55481915.99997
gha,1980,-82500000
gha,1981,-83981804
gha,1982,-85270910.60988
gha,1983,-89364695.08012
gha,1984,-114800000
gha,1985,-110300000
gha,1986,-104700000
gha,1987,-126400000
gha,1988,-130900000
gha,1989,-117800000
gha,1990,-111400000
gha,1991,-119400000
gha,1992,-106200000
gha,1993,-111300000
gha,1994,-110900000
gha,1995,-129200000
gha,1996,-139900000
gha,1997,-5900000
gha,1998,-136300000
gha,1999,-131800000
gha,2000,-107645000
gha,2001,-107760000
gha,2002,-174296100
gha,2003,-180960000
gha,2004,-197840000
gha,2005,-187113000
gha,2006,-127363451
gha,2007,-361261376.45347
gha,2008,-42990736.83713
gha,2009,-595185484.24191
gha,2010,-581820000
gha,2011,-1230090000
gha,2012,-2129963296
gha,2013,-1351393882.08393
gha,2014,-1717395823.43594
gha,2015,-1110902681.93528
gha,2016,-1222065500.5498
gha,2017,-2740910000
gha,2018,-3921813969.85618
gha,2019,-3952133968.54628
gha,2020,-3398545717.87852
gin,1986,-151700000
gin,1987,-124150000
gin,1988,-131170000
gin,1989,-169850000
gin,1990,-148890000
gin,1991,-165870000
gin,1992,-140950000
gin,1993,-83310000
gin,1994,-73230000
gin,1995,-84630000
gin,1996,-92912000
gin,1997,-113570000
gin,1998,-124590000
gin,1999,-82178801
gin,2000,-77655025.47165
gin,2001,-102334877.27807
gin,2002,-45482145.74899
gin,2003,-111737594.36331
gin,2004,-27310000
gin,2005,-48400000
gin,2006,-40820000
gin,2007,-63150000
gin,2008,-91200000
gin,2009,-168240000
gin,2010,-77110000
gin,2011,-133390000
gin,2012,-121980000
gin,2013,-405140000
gin,2014,-212216752.23593
gin,2015,-143243321.68825
gin,2016,-154813332.09223
gin,2017,-50630000
gin,2018,-181840000
gin,2019,-114090000
gin,2020,-144790000
gmb,1978,-2886258.4562
gmb,1979,-2642426.52545
gmb,1980,-2295200.10797
gmb,1981,-2396779.92248
gmb,1982,-9946520.50752
gmb,1983,-16406666.27458
gmb,1984,-4239.91345
gmb,1985,-50111.39568
gmb,1986,-621289.04944
gmb,1987,-17334331.98195
gmb,1988,-11868660.81304
gmb,1989,-12802655.52149
gmb,1990,-11808616.87186
gmb,1991,-6836028.53711
gmb,1992,-2529307.67453
gmb,1993,691212.4266
gmb,1994,-271348.58585
gmb,1995,-5174835.45721
gmb,1996,-3230523.58913
gmb,1997,-7380271.56419
gmb,2003,-22717786.60329
gmb,2004,-27186071.74472
gmb,2005,-32325319.06778
gmb,2006,-37860415.15051
gmb,2007,-53835970.37945
gmb,2008,-41325652.29565
gmb,2009,-9671719.43383
gmb,2010,-8108229.67707
gmb,2011,-41654729.73383
gmb,2012,-37812199.33015
gmb,2013,-29671239.68571
gmb,2014,-28967575.08383
gmb,2015,-24801917.7424
gmb,2016,-27773040.13195
gmb,2017,-30249356.40909
gmb,2018,-18807014.43157
gmb,2019,-15311629.45398
gmb,2020,-26243950.75245
gmb,2021,-50457339.83778
gnb,1982,-7800000
gnb,1983,-4800000
gnb,1984,-4700000
gnb,1985,-5900000
gnb,1986,-16500000
gnb,1987,-17900000
gnb,1988,-19900000
gnb,1989,-28050000
gnb,1990,-22280000
gnb,1991,-32910000
gnb,1992,-27780000
gnb,1993,-28980000
gnb,1994,-26270000
gnb,1995,-21090000
gnb,1996,-18650000
gnb,1997,-14300000
gnb,2001,-12010283.1094
gnb,2002,-8757680.50072
gnb,2003,-8831722.69105
gnb,2004,-9634954.30939
gnb,2005,-8817594.12987
gnb,2006,-8833596.03691
gnb,2007,-9900061.96963
gnb,2008,-14700164.13394
gnb,2009,-11110094.11545
gnb,2010,-2320014.05274
gnb,2011,-18508639.92811
gnb,2012,-33032916.00789
gnb,2013,-8022001.65898
gnb,2014,37335319.03321
gnb,2015,25571498.17217
gnb,2016,17622340
gnb,2017,14465999.07081
gnb,2018,-51142823.16593
gnb,2019,26530854.77199
gnb,2020,25432011.69813
gnq,1987,-6505032.14776
gnq,1988,-7930213.61471
gnq,1989,-8551501.65177
gnq,1990,-10247377.27182
gnq,1991,-9202185.12535
gnq,1992,-3604191.73278
gnq,1993,-9295013.50301
gnq,1994,-8751727.13419
gnq,1995,-24932463.68057
gnq,1996,-45019823.26177
grc,1976,-131000000
grc,1977,-157000000
grc,1978,-163000000
grc,1979,-173000000
grc,1980,-273000000
grc,1981,-541000000
grc,1982,-590000000
grc,1983,-821000000
grc,1984,-957000000
grc,1985,-1128000000
grc,1986,-1307000000
grc,1987,-1429000000
grc,1988,-1510000000
grc,1989,-1630000000
grc,1990,-1709000000
grc,1991,-1764000000
grc,1992,-2050000000
grc,1993,-1440000000
grc,1994,-1248000000
grc,1995,-1684000000
grc,1996,-2181000000
grc,1997,-1632000000
grc,1999,-671501297.43206
grc,2000,-884965687.4282
grc,2001,-1767474091.80763
grc,2002,-1958189552.83592
grc,2003,-4506391244.25246
grc,2004,-5428505940.22522
grc,2005,-7028165441.68347
grc,2006,-8962337194.65377
grc,2007,-12466757551.9438
grc,2008,-16017322877.0688
grc,2009,-9510741163.88072
grc,2010,-7625388580.71714
grc,2011,-9147653783.73343
grc,2012,1048248849.46179
grc,2013,-598429708.46636
grc,2014,1914772843.51553
grc,2015,172201646.60937
grc,2016,-899435420.85773
grc,2017,-1276712830.12505
grc,2018,-1968294920.72551
grc,2019,-1756866773.85684
grc,2020,-347240424.70882
grd,1977,100000
grd,1978,-100000
grd,1979,200000
grd,1980,-2100000
grd,1981,-5000000
grd,1982,-5000000
grd,1983,-4400000
grd,1984,-1500000
grd,1985,-1707407.40741
grd,1986,-5551851.85185
grd,1987,-6640740.74074
grd,1988,-6274074.07407
grd,1989,-9533333.33333
grd,1990,-11874074.07407
grd,1991,-6885185.18519
grd,1992,-5337037.03704
grd,1993,-8474074.07407
grd,1994,-8814814.81481
grd,1995,-13444444.44444
grd,1996,-15400000
grd,1997,-16944444.44444
grd,1998,-23244444.44444
grd,1999,-26300000
grd,2000,-33748148.14815
grd,2001,-41444444.44444
grd,2002,-47596629.62963
grd,2003,-50492592.59259
grd,2004,-65193377.77778
grd,2005,-28282140
grd,2006,-28884844.44444
grd,2007,-41092110.74074
grd,2008,-42711708.88889
grd,2009,-63044208.88889
grd,2010,-39877632.96296
grd,2011,-31772701.48148
grd,2012,-34282278.88889
grd,2013,-25687335.55556
grd,2014,-82801497.74164
grd,2015,-116936169.08331
grd,2016,-97023652.57433
grd,2017,-121630383.4609
grd,2018,-114535268.36223
grd,2019,-115881197.2394
grd,2020,-72504506.46405
gtm,1977,-26300000
gtm,1978,-17500000
gtm,1979,2700000
gtm,1980,-44100000
gtm,1981,-85700000
gtm,1982,-113600000
gtm,1983,-112700000
gtm,1984,-206600000
gtm,1985,-170100000
gtm,1986,-214400000
gtm,1987,-179300000
gtm,1988,-176300000
gtm,1989,-179400000
gtm,1990,-195700000
gtm,1991,-102800000
gtm,1992,-141000000
gtm,1993,-118400000
gtm,1994,-130000000
gtm,1995,-159100000
gtm,1996,-229900000
gtm,1997,-238700000
gtm,1998,-183700000
gtm,1999,-204500000
gtm,2000,-209600000
gtm,2001,-84430684.8028
gtm,2002,-318376092.99
gtm,2003,-317865161.542
gtm,2004,-410100000
gtm,2005,-485000000
gtm,2006,-680400000
gtm,2007,-842700000
gtm,2008,-634070740
gtm,2009,-729265690
gtm,2010,-1033693890
gtm,2011,-1303298410
gtm,2012,-1024983120
gtm,2013,-1235999350
gtm,2014,-1516968000
gtm,2015,-1486471820
gtm,2016,-1425279590
gtm,2017,-1501147900
gtm,2018,-1506514640
gtm,2019,-1411584550
gtm,2020,-1379459850
guy,1977,-21647058.83202
guy,1978,-23294117.65619
guy,1979,-34392156.87623
guy,1980,-42588235.31082
guy,1981,-54542222.24161
guy,1982,-48944017.67676
guy,1983,-57487665.69508
guy,1984,-44687062.17159
guy,1985,-40318455.8574
guy,1992,-96590000
guy,1993,-101780000
guy,1994,-106110000
guy,1995,-117690000
guy,1996,-82500000
guy,1997,-86100000
guy,1998,-59700000
guy,1999,-61000000
guy,2000,-58100000
guy,2001,-58900000
guy,2002,-55000000
guy,2003,-55200000
guy,2004,-39400000
guy,2005,-39040000
guy,2006,-69005000
guy,2007,-44859000
guy,2008,-14792519.67421
guy,2009,-16885732.18244
guy,2010,12779877.71364
guy,2011,-9329000
guy,2012,23969700
guy,2013,28542096
guy,2014,26655221.78691
guy,2015,24697075.55728
guy,2016,-46006449.10634
guy,2017,-82707830.20805
guy,2018,-98965365.38643
guy,2019,-83133727.80011
guy,2020,-222008440.65842
hkg,1998,3300955414.01274
hkg,1999,3370642705.27204
hkg,2000,1380274662.08161
hkg,2001,3904817326.70842
hkg,2002,1075799262.19877
hkg,2003,4135893432.02548
hkg,2004,3591892299.69328
hkg,2005,949111433.2979
hkg,2006,4570914463.46221
hkg,2007,6766074708.61477
hkg,2008,12909955119.3977
hkg,2009,6419130656.53798
hkg,2010,4840262727.33908
hkg,2011,6787914509.0357
hkg,2012,3795747127.09063
hkg,2013,5223643638.45997
hkg,2014,6010109632.05488
hkg,2015,5724785806.97644
hkg,2016,8062299733.24278
hkg,2017,14828289541.7416
hkg,2018,17190045937.068
hkg,2019,18340974400.9266
hkg,2020,20128728514.0211
hnd,1974,-12549999.9974
hnd,1975,-28050000
hnd,1976,-57100000
hnd,1977,-67950000
hnd,1978,-84300000
hnd,1979,-118900000
hnd,1980,-151900000
hnd,1981,-151500000
hnd,1982,-200250371.00003
hnd,1983,-150100000
hnd,1984,-175850000
hnd,1985,-188149221.40003
hnd,1986,-209099316.13692
hnd,1987,-232740736.68
hnd,1988,-231321878.17194
hnd,1989,-237566491.13279
hnd,1990,-236800000
hnd,1991,-246100000
hnd,1992,-282000000
hnd,1993,-198700000
hnd,1994,-214100000
hnd,1995,-225900000
hnd,1996,-230800000
hnd,1997,-211800000
hnd,1998,-204100000
hnd,1999,-155200000
hnd,2000,-214936100
hnd,2001,-257772221.25
hnd,2002,-301166440.37931
hnd,2003,-361849892.49641
hnd,2004,-451202509.7509
hnd,2005,-473624035.61477
hnd,2006,-536759579.38575
hnd,2007,-395241605.35964
hnd,2008,-520798450.69352
hnd,2009,-631505818.62292
hnd,2010,-849844089.9253
hnd,2011,-974034506.39606
hnd,2012,-1265538325.3044
hnd,2013,-1353038485.57209
hnd,2014,-1605932484.84803
hnd,2015,-1426345283.54354
hnd,2016,-1507677737.47872
hnd,2017,-1405698423.32044
hnd,2018,-1881539768.33855
hnd,2019,-1901378154.59653
hnd,2020,-1616362217.96373
hrv,1993,-153206650.17386
hrv,1994,-178493302.75567
hrv,1995,-52794122.84605
hrv,1996,-103302190.883
hrv,1997,-44209665.58486
hrv,1998,-188315996.22017
hrv,1999,-500405925.99514
hrv,2000,-403349392.19234
hrv,2001,-481846865.86801
hrv,2002,-458119654.88396
hrv,2003,-1165038124.4144
hrv,2004,-724697130.08528
hrv,2005,-1093701330.5212
hrv,2006,-1305448898.19883
hrv,2007,-1392606324.34114
hrv,2008,-2295695111.20124
hrv,2009,-2341207659.39579
hrv,2010,-2037870873.35601
hrv,2011,-2040786194.16427
hrv,2012,-1918142438.15523
hrv,2013,-1144662601.08667
hrv,2014,-886465890.92898
hrv,2015,206182328.08719
hrv,2016,-1027238429.60726
hrv,2017,-236589013.27709
hrv,2018,-350241282.63299
hrv,2019,-69634771.65357
hrv,2020,1337958507.28054
hti,1971,-4000000.0008
hti,1972,-5399980.10128
hti,1973,-6319999.99576
hti,1974,-7819993.51583
hti,1975,-7140000.00143
hti,1976,-7120000.00142
hti,1977,-12040000.00241
hti,1978,-14680000.00294
hti,1979,-13400000.00268
hti,1980,-14300000.00286
hti,1981,-13060000.00261
hti,1982,-14020000.0028
hti,1983,-14199988.51284
hti,1984,-18060000.0015
hti,1985,-19799641.01004
hti,1986,-15336982.47609
hti,1987,-20900622.395
hti,1988,-27124936.7672
hti,1989,-25578170.45547
hti,1990,-18200000
hti,1991,-18000000
hti,1992,-11900000
hti,1993,-10600000
hti,1994,-11200000
hti,1995,-30640000
hti,1996,-9930000
hti,1997,-13600000
hti,1998,-11050000
hti,1999,-12610000
hti,2000,-9190000
hti,2001,-9470000
hti,2002,-13670000
hti,2003,-14280000
hti,2004,-12340000
hti,2005,-35040000
hti,2006,6617000
hti,2007,2206000
hti,2008,5546448.06991
hti,2009,12800149.71536
hti,2010,22286383.41283
hti,2011,40996455.64139
hti,2012,68449106.35199
hti,2013,31523360.50509
hti,2014,49100051.42028
hti,2015,35182399.45
hti,2016,47914785.6
hti,2017,58507339.16847
hti,2018,50275240.85
hti,2019,49656101.49605
hti,2020,28603878.795
hti,2021,23079392.34272
hun,1982,-1113005401.25969
hun,1983,-774996689.81912
hun,1984,-850002558.52146
hun,1985,-866989628.76651
hun,1986,-991007404.19116
hun,1987,-1027005401.43512
hun,1988,-1091995566.63804
hun,1989,-1393991868.74758
hun,1990,-1427155074.90662
hun,1991,-1356282661.19487
hun,1992,-1259666392.78825
hun,1993,-1190261039.20849
hun,1994,-1406117990.91025
hun,1995,-1890447254.37928
hun,1996,-2185899707.04077
hun,1997,-2934327233.25261
hun,1998,-3157387039.46066
hun,1999,-3032578778.82337
hun,2000,-2739497664.08471
hun,2001,-3018384705.13436
hun,2002,-3779629192.42345
hun,2003,-4346151227.72028
hun,2004,-5853741562.93712
hun,2005,-9632095374.74554
hun,2006,-6756506996.40642
hun,2007,-10026577359.333
hun,2008,-10429249121.8985
hun,2009,-5766969473.88889
hun,2010,-5971327257.08277
hun,2011,-6784508609.82659
hun,2012,-5413378158.73773
hun,2013,-3830945367.91292
hun,2014,-6129628553.05131
hun,2015,-5618217540.18807
hun,2016,-3372057312.75102
hun,2017,-5629570877.06921
hun,2018,-5836941531.10854
hun,2019,-4081793103.93955
hun,2020,-3917456325.2679
idn,1981,-3073000000
idn,1982,-2993000000
idn,1983,-3650000000
idn,1984,-4061000000
idn,1985,-3542000000
idn,1986,-3216000000
idn,1987,-3654000000
idn,1988,-4092000000
idn,1989,-4547000000
idn,1990,-5190000000
idn,1991,-5581000000
idn,1992,-5664000000
idn,1993,-4987000000
idn,1994,-4693000000
idn,1995,-5874000000
idn,1996,-6008000000
idn,1997,-6332000000
idn,1998,-8189000000
idn,1999,-8996659139.2405
idn,2000,-8443383886.07595
idn,2001,-6935500000
idn,2002,-7047765709.96442
idn,2003,-6217456176.78648
idn,2004,-10917221531.526
idn,2005,-12926627527.2883
idn,2006,-13789573806.8456
idn,2007,-15524674154.5289
idn,2008,-15155390370.5828
idn,2009,-15140098798.9489
idn,2010,-20698159518.0075
idn,2011,-26547166125.3698
idn,2012,-26627825231.6357
idn,2013,-27050245369.773
idn,2014,-29702610779.465
idn,2015,-28379131475.24549
idn,2016,-29647021806.2652
idn,2017,-32130578986.537
idn,2018,-30815153570.3104
idn,2019,-33774657690.2885
idn,2020,-28910574948.5862
idn,2021,-31959997642.6288
ind,1975,-257640448.81756
ind,1976,-159678817.15308
ind,1977,-149175589.56135
ind,1978,-102199480.6448
ind,1979,263619215.87061
ind,1980,534720867.28082
ind,1981,458835324.56901
ind,1982,-82217500.14489
ind,1983,-501868995.04248
ind,1984,-678949494.65407
ind,1985,-818214290.01151
ind,1986,-1063485270.84784
ind,1987,-1155748292.80657
ind,1988,-1783545622.40229
ind,1989,-2051541632.14751
ind,1990,-3257026299.42841
ind,1991,-4003231736.96009
ind,1992,-3911768312.28756
ind,1993,-3745916367.91708
ind,1994,-3549241504.24255
ind,1995,-3733620330.63823
ind,1996,-3255604409.09212
ind,1997,-3518006703.79963
ind,1998,-3636497421.78381
ind,1999,-3709782917.20569
ind,2000,-4892212950.86802
ind,2001,-4141838242.95872
ind,2002,-3909106938.85267
ind,2003,-4894896784.91885
ind,2004,-4052167100.76616
ind,2005,-6649958331.65172
ind,2006,-6245325788.4613
ind,2007,-6515811030.9006
ind,2008,-5364336273.50516
ind,2009,-7538933228.60792
ind,2010,-15601985068.1297
ind,2011,-16043262741.6127
ind,2012,-20842871438.366
ind,2013,-21802411390.77
ind,2014,-24944592949.807
ind,2015,-23360376799.6178
ind,2016,-27361150830.0874
ind,2017,-26423108357.8149
ind,2018,-29756615341.2688
ind,2019,-29377866496.20869
ind,2020,-32044833069.0406
irl,2005,-30998345655.8153
irl,2006,-30157314878.1866
irl,2007,-38087496623.1925
irl,2008,-37140712915.877
irl,2009,-38819026555.2096
irl,2010,-34294581221.2121
irl,2011,-44291994302.807
irl,2012,-43604540312.2644
irl,2013,-37209235306.5805
irl,2014,-40407857152.2236
irl,2015,-67471566293.5272
irl,2016,-55223191875.33369
irl,2017,-68919013914.19341
irl,2018,-81899348778.64481
irl,2019,-90260469931.68301
irl,2020,-101757155796.631
irn,1976,-60000000
irn,1977,85000000
irn,1978,320000000
irn,1979,443000000
irn,1980,606000000
irn,1981,620000000
irn,1982,385000000
irn,1983,611000000
irn,1984,451000000
irn,1985,293000000
irn,1986,299000000
irn,1987,140000000
irn,1988,141000000
irn,1989,248000000
irn,1990,378000000
irn,1991,128000000
irn,1992,130000000
irn,1993,8000000
irn,1994,-271000000
irn,1995,-478000000
irn,1996,-410000000
irn,1997,-259000000
irn,1998,-501000000
irn,1999,-292000000
irn,2000,-200000000
irq,2005,-4527200000
irq,2006,-3545500000
irq,2007,-3066970000
irq,2008,3485200000
irq,2009,3095100000
irq,2010,1593200000
irq,2011,-237000000
irq,2012,1059000000
irq,2013,-1060400000
irq,2014,-1303600000
irq,2015,-1516200000
irq,2016,-1561200000
irq,2017,-1440700000
irq,2018,-1754000000
irq,2019,-1166000000
irq,2020,-1786300000
isl,1976,-52500000
isl,1977,-58500000
isl,1978,-71800000
isl,1979,-83100000
isl,1980,-111800000
isl,1981,-136300000
isl,1982,-138100000
isl,1983,-137100000
isl,1984,-154900000
isl,1985,-146400000
isl,1986,-163200000
isl,1987,-170100000
isl,1988,-202300000
isl,1989,-237200000
isl,1990,-213211316.85509
isl,1991,-181115978.77543
isl,1992,-157924032.46829
isl,1993,-150648902.04249
isl,1994,-189442123.33063
isl,1995,-226772265.88186
isl,1996,-209223058.37282
isl,1997,-208127377.18868
isl,1998,-224643436.85726
isl,1999,-214571089.33865
isl,2000,-280931801.24085
isl,2001,-269994478.34887
isl,2002,-31446577.18704
isl,2003,-196397672.79755
isl,2004,-616739229.44678
isl,2005,-671336161.4708
isl,2006,-1050215440.94138
isl,2007,-959775677.36868
isl,2008,-3465678453.72593
isl,2009,-2168381892.26922
isl,2010,-2103531564.33716
isl,2011,-1772378970.75025
isl,2012,-1286185669.81031
isl,2013,-115744705.77221
isl,2014,-232819519.69378
isl,2015,-27164129.56598
isl,2016,411826476.39194
isl,2017,120512391.08639
isl,2018,269526351.27189
isl,2019,520047464.40948
isl,2020,537681308.71747
isr,1960,-41000000
isr,1961,-47000000
isr,1965,-55000000
isr,1966,-63000000
isr,1967,-71000000
isr,1968,-67000000
isr,1969,-78000000
isr,1970,-125000000
isr,1971,-80000000
isr,1972,-112000000
isr,1973,-118000000
isr,1974,-210000000
isr,1975,-369000000
isr,1976,-385000000
isr,1977,-365000000
isr,1978,-486000000
isr,1979,-453000000
isr,1980,-757000000
isr,1981,-517900000
isr,1982,-1269200000
isr,1983,-1513900000
isr,1984,-2020600000
isr,1985,-2119200000
isr,1986,-2164000000
isr,1987,-2254500000
isr,1988,-2293600000
isr,1989,-2033200000
isr,1990,-1981100000
isr,1991,-1643600000
isr,1992,-2051300000
isr,1993,-2049300000
isr,1994,-2550700000
isr,1995,-2653900000
isr,1996,-3392500000
isr,1997,-3967200000
isr,1998,-4065000000
isr,1999,-5117600000
isr,2000,-8323000000
isr,2001,-5523600000
isr,2002,-4562400000
isr,2003,-4748800000
isr,2004,-4044300000
isr,2005,-1378500000
isr,2006,-764200000
isr,2007,-411300000
isr,2008,-4411000000
isr,2009,-5120400000
isr,2010,-4566100000
isr,2011,-3725200000
isr,2012,-6757600000
isr,2013,-6058500000
isr,2014,-1951900000
isr,2015,-2674400000
isr,2016,-3007400000
isr,2017,-1897600000
isr,2018,-447700000
isr,2019,-2458200000
isr,2020,-4310800000
isr,2021,-7375400000
ita,1970,548799999.4512
ita,1971,609471207.95086
ita,1972,644944104.18694
ita,1973,401664974.99493
ita,1974,-304426779.51521
ita,1975,-496872374.67068
ita,1976,-522186616.5389
ita,1977,-86177640.05313
ita,1978,357659381.40376
ita,1979,1301520250.21194
ita,1980,1276945036.69611
ita,1981,-1624675849.48594
ita,1982,-2455951338.46144
ita,1983,-2514922119.51705
ita,1984,-2554288695.09503
ita,1985,-2730187882.99718
ita,1986,-4239436798.63904
ita,1987,-4911805108.18584
ita,1988,-5510492759.82831
ita,1989,-7333560599.32984
ita,1990,-14732806975.0968
ita,1991,-17561068529.6029
ita,1992,-21914947466.79309
ita,1993,-17206409698.4098
ita,1994,-16649353091.7293
ita,1995,-15670021373.4534
ita,1996,-14963353183.0778
ita,1997,-11206432210.9289
ita,1998,-12307951901.7381
ita,1999,-1428472959.19413
ita,2000,-3921221648.10234
ita,2001,-2632562956.98132
ita,2002,-5068408200.18734
ita,2003,-7118587418.15867
ita,2004,-2222124068.57866
ita,2005,4144998967.66441
ita,2006,9318562158.14052
ita,2007,2538247726.4392
ita,2008,-20656185739.6948
ita,2009,-2168764296.22897
ita,2010,-5108765024.8196
ita,2011,-7297624389.31952
ita,2012,-3356308034.65883
ita,2013,-3505019884.5642
ita,2014,-102794912.80656
ita,2015,-12375144342.726
ita,2016,5325706295.61654
ita,2017,10995959586.8132
ita,2018,22333663966.9597
ita,2019,16531357264.5834
ita,2020,23548307211.6682
jam,1976,-73200000
jam,1977,-93500000
jam,1978,-142500000
jam,1979,-167000000
jam,1980,-212000000
jam,1981,-162200000
jam,1982,-175200000
jam,1983,-154885883.80393
jam,1984,-266337211.8
jam,1985,-281770581.38381
jam,1986,-280676002.83166
jam,1987,-343259484.28944
jam,1988,-335200000
jam,1989,-350099894.3207
jam,1990,-430000638.32894
jam,1991,-438800000
jam,1992,-293900000
jam,1993,-195900000
jam,1994,-352000000
jam,1995,-370700000
jam,1996,-224700000
jam,1997,-291900000
jam,1998,-308100000
jam,1999,-332500000
jam,2000,-349900000
jam,2001,-437800000
jam,2002,-605300000
