geo,time,se_prm_rept_zs
kwt,1983,5.13272
kwt,1984,6.02549
kwt,1985,5.64191
kwt,1986,5.20191
kwt,1987,5.20473
kwt,1992,2.80353
kwt,1994,4.15064
kwt,1995,3.85178
kwt,1996,3.46656
kwt,1997,3.36041
kwt,1999,3.2622
kwt,2000,3.3378
kwt,2001,3.19335
kwt,2002,2.76642
kwt,2003,2.51597
kwt,2004,2.2253
kwt,2005,1.94995
kwt,2007,0.91504
kwt,2010,0.68497
kwt,2011,0.76535
kwt,2012,0.59232
kwt,2013,0.58041
kwt,2016,0.71908
kwt,2017,0.5058
kwt,2018,0.51485
lao,1988,27.24156
lao,1990,29.5776
lao,1992,30.67897
lao,1993,27.47463
lao,1994,26.21328
lao,1996,24.06782
lao,1997,23.42526
lao,1998,21.591
lao,1999,20.92419
lao,2000,19.75019
lao,2001,19.8299
lao,2002,19.99913
lao,2003,19.78247
lao,2004,19.88472
lao,2005,19.18152
lao,2006,18.24459
lao,2007,16.94616
lao,2008,16.82495
lao,2009,15.79196
lao,2010,14.03975
lao,2011,12.45585
lao,2012,10.69057
lao,2013,9.08807
lao,2014,6.92152
lao,2015,5.9652
lao,2016,4.97133
lao,2017,4.20883
lao,2018,4.15481
lbn,1997,13.39414
lbn,1998,12.14662
lbn,1999,9.06604
lbn,2000,8.5343
lbn,2001,7.08915
lbn,2002,8.72162
lbn,2003,9.69907
lbn,2004,10.56279
lbn,2005,10.07213
lbn,2006,9.51937
lbn,2007,9.15956
lbn,2008,8.7659
lbn,2009,8.97378
lbn,2010,8.08934
lbn,2011,9.21825
lbn,2012,8.24101
lbn,2013,8.0303
lbn,2014,8.21795
lbn,2015,7.65095
lbn,2016,7.42356
lbn,2017,7.03774
lbn,2018,6.26983
lbr,1978,11.08757
lbr,2006,6.64117
lbr,2008,6.67325
lbr,2009,5.47935
lbr,2011,6.50301
lbr,2014,6.03705
lbr,2015,5.35722
lbr,2017,6.92471
lby,1972,5.03084
lby,1973,7.75367
lby,1974,6.25325
lby,1975,8.66973
lby,1976,16.4263
lby,1977,14.63121
lby,1978,14.73337
lby,1979,14.07896
lby,1980,13.89212
lby,1981,9.19162
lby,1983,9.5846
lca,1983,3.21434
lca,1984,6.86766
lca,1990,0
lca,1991,0
lca,1993,0
lca,2002,2.40442
lca,2003,2.71436
lca,2004,2.34667
lca,2005,2.74891
lca,2006,2.18332
lca,2007,2.68295
lca,2008,2.39755
lca,2009,2.43721
lca,2010,2.57147
lca,2011,2.34995
lca,2012,2.33326
lca,2013,2.69326
lca,2014,2.18096
lca,2016,2.71207
lca,2017,3.41971
lca,2018,2.91042
lie,2003,0
lie,2004,0
lie,2005,0
lie,2006,0
lie,2007,0
lie,2008,0
lie,2009,0
lie,2010,0
lie,2011,0
lie,2012,0
lie,2014,3.57698
lie,2015,3.19917
lie,2016,3.62986
lie,2017,3.61691
lka,1970,22.20502
lka,1972,18.42804
lka,1974,17.29871
lka,1975,15.41022
lka,1976,13.22504
lka,1977,11.94375
lka,1978,9.07522
lka,1979,11.94626
lka,1980,10.43158
lka,1981,10.7899
lka,1982,10.43136
lka,1983,10.22384
lka,1984,9.35025
lka,1985,8.20973
lka,1986,7.89104
lka,1987,8.85799
lka,1989,7.16711
lka,1990,8.043
lka,1991,7.71114
lka,1992,7.05637
lka,1998,5.13315
lka,2001,1.4061
lka,2003,0.81031
lka,2005,0.80452
lka,2006,0.94933
lka,2007,0.80821
lka,2008,0.82406
lka,2009,0.87424
lka,2010,0.73198
lka,2011,0.70741
lka,2012,0.80245
lka,2013,0.79142
lka,2014,0.88648
lka,2015,0.9305
lka,2016,0.85275
lka,2017,0.99391
lso,1971,19.81639
lso,1972,21.57434
lso,1973,18.54379
lso,1974,5.51418
lso,1975,6.0314
lso,1976,7.8368
lso,1977,14.48728
lso,1978,15.64263
lso,1979,16.38088
lso,1980,20.65897
lso,1981,21.91503
lso,1982,23.37909
lso,1983,24.49946
lso,1984,23.68262
lso,1985,22.60456
lso,1986,23.59617
lso,1987,22.79687
lso,1988,22.06822
lso,1989,22.21359
lso,1990,21.71901
lso,1991,22.16069
lso,1992,20.91453
lso,1993,19.56136
lso,1994,18.44768
lso,1995,18.43677
lso,1996,20.05776
lso,1997,20.21442
lso,1998,20.28008
lso,1999,20.3663
lso,2000,18.30308
lso,2001,19.61774
lso,2002,21.17406
lso,2003,21.69622
lso,2004,18.16824
lso,2005,20.53529
lso,2006,20.94597
lso,2007,20.9855
lso,2008,21.15311
lso,2009,19.82004
lso,2010,20.01461
lso,2011,18.33659
lso,2012,16.66614
lso,2013,13.66745
lso,2014,8.7494
lso,2015,8.39599
lso,2016,9.16797
ltu,1994,2.48774
ltu,1995,1.9723
ltu,1996,1.35159
ltu,1997,1.34248
ltu,1999,0.90867
ltu,2000,0.76679
ltu,2001,0.66383
ltu,2002,0.64518
ltu,2003,0.61839
ltu,2004,0.62568
ltu,2005,0.69954
ltu,2006,0.62158
ltu,2007,0.64806
ltu,2008,0.66977
ltu,2009,0.60851
ltu,2010,0.53406
ltu,2011,0.51133
ltu,2012,0.52339
ltu,2013,0.48912
ltu,2014,0.53583
ltu,2015,0.423
ltu,2016,0.43015
ltu,2017,0.48847
lux,1975,6.18172
lux,1976,6.14679
lux,1977,5.86939
lux,1978,5.63499
lux,1979,6.13595
lux,1983,5.98332
lux,1999,4.96317
lux,2001,4.53316
lux,2004,4.30599
lux,2005,4.39799
lux,2006,4.20253
lux,2007,3.99518
lux,2008,3.81701
lux,2010,0
lux,2011,0
lux,2012,0
lux,2013,3.22837
lux,2014,3.60096
lux,2015,3.97272
lux,2016,3.89614
lux,2017,3.61262
lva,1995,3.2099
lva,1996,2.89941
lva,1997,2.4916
lva,1999,2.0501
lva,2000,1.96785
lva,2001,1.97399
lva,2002,1.9364
lva,2003,1.89921
lva,2004,2.7084
lva,2005,3.04851
lva,2006,2.84786
lva,2007,3.18266
lva,2008,3.30576
lva,2009,2.5351
lva,2010,2.1277
lva,2011,2.31991
lva,2012,1.57305
lva,2013,1.01371
lva,2014,0.75754
lva,2015,0.73067
lva,2016,0.77512
lva,2017,0.69602
mac,1990,7.17474
mac,1992,6.99461
mac,1993,6.60765
mac,1999,6.27386
mac,2000,7.51978
mac,2001,6.96625
mac,2002,6.58132
mac,2003,7.10929
mac,2004,5.939
mac,2005,6.0747
mac,2006,5.66222
mac,2007,5.80894
mac,2008,6.16984
mac,2009,6.36393
mac,2010,5.66217
mac,2011,5.48245
mac,2012,4.37163
mac,2013,3.67955
mac,2014,3.15808
mac,2015,2.35857
mac,2016,2.33394
mac,2017,2.03601
mac,2018,1.70042
mar,1971,29.78745
mar,1972,29.85098
mar,1973,29.30328
mar,1974,29.65347
mar,1975,29.38183
mar,1976,28.0679
mar,1977,28.69587
mar,1978,27.86157
mar,1979,28.16028
mar,1980,28.63448
mar,1981,29.45313
mar,1982,29.00252
mar,1983,29.55858
mar,1984,31.04444
mar,1985,21.72575
mar,1986,19.81589
mar,1987,19.42575
mar,1988,16.7546
mar,1989,15.47269
mar,1990,13.72448
mar,1991,11.07392
mar,1992,12.27329
mar,1993,12.41762
mar,1994,12.27016
mar,1995,11.7477
mar,1996,11.99863
mar,1997,12.33871
mar,1998,12.48595
mar,1999,12.3966
mar,2000,12.34705
mar,2001,12.65122
mar,2002,12.60424
mar,2003,13.66466
mar,2004,13.21754
mar,2005,12.72513
mar,2006,12.56167
mar,2007,11.87753
mar,2008,11.88744
mar,2009,11.43783
mar,2010,10.74587
mar,2011,8.29433
mar,2012,7.28142
mar,2013,9.2297
mar,2014,9.55324
mar,2015,9.32883
mar,2016,9.67611
mar,2017,10.4531
mar,2018,10.12767
mco,1991,5.97857
mco,1992,5.96252
mco,1999,0
mco,2001,0
mco,2004,0
mco,2009,0
mco,2013,1.02681
mco,2014,2.73973
mco,2016,0.3998
mco,2017,0.39643
mco,2018,2.12014
mco,2019,0.90498
mda,1995,1.39951
mda,1999,0.91631
mda,2000,1.03809
mda,2001,1.1675
mda,2002,0.89044
mda,2003,0.41825
mda,2004,0.38761
mda,2005,0.25793
mda,2006,0.17541
mda,2007,0.14577
mda,2008,0.07645
mda,2009,0.08255
mda,2010,0
mda,2011,0
mda,2015,0
mda,2016,0
mda,2017,0
mda,2018,0
mdg,1971,28.99367
mdg,1972,28.64517
mdg,1973,31.22779
mdg,1975,24.37774
mdg,1988,33.23807
mdg,1989,34.57711
mdg,1990,34.67317
mdg,1991,35.69775
mdg,1992,33.57609
mdg,1993,32.78886
mdg,1994,32.37671
mdg,1995,31.77613
mdg,1996,33.80005
mdg,1998,32.57934
mdg,1999,29.9129
mdg,2000,27.9367
mdg,2001,30.11146
mdg,2002,30.47772
mdg,2003,29.31724
mdg,2004,29.96412
mdg,2005,18.27496
mdg,2006,19.72824
mdg,2007,19.14061
mdg,2008,19.65773
mdg,2009,20.44623
mdg,2010,19.91312
mdg,2011,19.43031
mdg,2012,20.51708
mdg,2013,22.07021
mdg,2014,20.92739
mdg,2015,20.97355
mdg,2016,21.35468
mdg,2018,26.0745
mdv,1997,11.27215
mdv,2005,5.18549
mdv,2006,4.66314
mdv,2008,4.33074
mdv,2009,3.60828
mdv,2010,3.8248
mdv,2011,3.81085
mdv,2012,3.40807
mdv,2013,3.20823
mdv,2014,2.5676
mdv,2015,1.67549
mdv,2016,0.30835
mdv,2017,0.06619
mex,1975,11.65193
mex,1976,11.04825
mex,1977,9.83313
mex,1978,9.63091
mex,1979,9.3754
mex,1980,10.36065
mex,1981,9.76488
mex,1982,9.94718
mex,1983,10.31208
mex,1984,10.18917
mex,1985,10.04
mex,1986,9.89639
mex,1987,9.92123
mex,1988,9.54228
mex,1989,9.33112
mex,1990,9.64216
mex,1991,9.39035
mex,1992,9.06868
mex,1993,8.69443
mex,1994,7.23153
mex,1995,7.03765
mex,1996,6.79748
mex,1997,6.91946
mex,1999,6.60085
mex,2000,6.21841
mex,2001,5.49857
mex,2002,5.67876
mex,2003,5.12394
mex,2004,4.82963
mex,2005,4.64039
mex,2006,4.22503
mex,2007,3.82301
mex,2008,3.60281
mex,2009,3.61516
mex,2010,3.42792
mex,2011,3.12955
mex,2012,2.89237
mex,2013,2.05252
mex,2014,0.81807
mex,2015,0.78228
mex,2016,0.866
mex,2017,0.85013
mhl,2016,3.7149
mkd,1993,1.33025
mkd,1994,1.13949
mkd,1995,1.00518
mkd,1996,0.94876
mkd,1997,0.09997
mkd,1998,0.05095
mkd,1999,0.04706
mkd,2000,0.05292
mkd,2001,0.07682
mkd,2002,0.10817
mkd,2003,0.18348
mkd,2004,0.16496
mkd,2005,0.17703
mkd,2006,0.11614
mkd,2007,0.10108
mkd,2008,0.02172
mkd,2009,0.2036
mkd,2010,0.16342
mkd,2012,0.00093
mkd,2013,0
mkd,2014,0
mkd,2015,0
mkd,2017,0
mli,1971,26.32215
mli,1972,29.24494
mli,1973,28.17146
mli,1974,27.16738
mli,1976,22.91783
mli,1977,23.39056
mli,1978,26.49835
mli,1979,26.72605
mli,1980,28.64274
mli,1981,29.58967
mli,1983,31.02993
mli,1984,29.76318
mli,1985,30.31994
mli,1986,29.56035
mli,1987,28.24902
mli,1988,29.54969
mli,1999,17.40785
mli,2000,17.40786
mli,2001,17.5228
mli,2002,19.27608
mli,2003,19.76477
mli,2004,18.9576
mli,2005,18.58387
mli,2006,16.95643
mli,2007,16.9564
mli,2008,14.22143
mli,2009,13.38939
mli,2010,12.85541
mli,2011,12.85542
mli,2012,19.22117
mli,2013,18.42449
mli,2014,20.06393
mli,2015,19.4586
mli,2016,20.8835
mli,2017,19.67893
mlt,1971,1.64913
mlt,1972,0.9213
mlt,1973,0.34061
mlt,1974,0.63864
mlt,1975,1.04545
mlt,1976,1.03908
mlt,1977,0.95584
mlt,1978,4.08443
mlt,1979,3.73704
mlt,1980,2.63807
mlt,1981,1.96292
mlt,1982,1.74767
mlt,1983,1.58094
mlt,1984,1.31521
mlt,1985,1.29903
mlt,1986,2.90839
mlt,1987,2.6678
mlt,1988,2.46691
mlt,1989,1.73174
mlt,1990,1.0536
mlt,1991,1.27646
mlt,1992,1.41189
mlt,1993,1.56391
mlt,1994,1.8351
mlt,1995,1.96
mlt,1996,1.64148
mlt,1997,1.9308
mlt,1998,1.80936
mlt,1999,2.1109
mlt,2000,1.96433
mlt,2001,2.39785
mlt,2002,2.28933
mlt,2003,2.38095
mlt,2004,2.04739
mlt,2005,2.56116
mlt,2006,2.03305
mlt,2007,1.87736
mlt,2008,1.82654
mlt,2009,1.39823
mlt,2010,0.87252
mlt,2011,0.14538
mlt,2012,0.30127
mlt,2013,0.1691
mlt,2014,0.47775
mlt,2015,0.27692
mlt,2016,0.15888
mlt,2017,0.31788
mmr,1971,20.93271
mmr,1972,19.03851
mmr,1973,18.362
mmr,1974,20.4381
mmr,1999,1.71377
mmr,2000,0.52141
mmr,2001,0.69871
mmr,2002,0.69157
mmr,2003,0.69668
mmr,2004,0.55129
mmr,2005,0.53336
mmr,2006,0.51495
mmr,2007,0.58703
mmr,2008,0.44588
mmr,2009,0.35274
mmr,2010,0.29495
mmr,2018,0.47991
mne,2011,0.06941
mne,2012,0.08342
mne,2015,0.31396
mne,2016,0.65225
mne,2017,0.48787
mne,2018,0.31562
mng,1978,4.85192
mng,1979,2.74599
mng,1980,1.78903
mng,1983,1.06596
mng,1995,1.02648
mng,1996,0.79075
mng,1997,0.69216
mng,1998,0.71646
mng,1999,0.92096
mng,2000,0.7698
mng,2001,0.56182
mng,2002,0.6292
mng,2003,0.649
mng,2004,0.60832
mng,2005,0.4359
mng,2006,0.32609
mng,2007,0.49402
mng,2008,0.17942
mng,2009,0.10214
mng,2010,0.06424
mng,2011,0.1039
mng,2012,0.10484
mng,2013,0.06276
mng,2014,0.05391
mng,2015,0.07365
mng,2016,0.32059
mng,2017,0.11028
mng,2018,0.06013
moz,1973,27.98284
moz,1982,28.65446
moz,1983,28.62981
moz,1984,27.3664
moz,1985,23.54868
moz,1986,25.43122
moz,1987,24.73268
moz,1988,28.37508
moz,1989,27.36524
moz,1990,26.05557
moz,1991,24.48791
moz,1992,25.32331
moz,1993,25.75283
moz,1994,25.70268
moz,1995,25.72762
moz,1999,23.8167
moz,2000,23.52659
moz,2001,22.7849
moz,2002,23.04945
moz,2004,20.58948
moz,2005,10.38343
moz,2006,5.3044
moz,2007,5.92714
moz,2008,5.5136
moz,2009,7.02111
moz,2010,7.4518
moz,2011,7.66813
moz,2012,7.54407
moz,2013,6.87885
moz,2014,6.41076
moz,2015,6.17328
moz,2016,9.5582
moz,2017,9.35822
moz,2018,8.64903
mrt,1976,14.78252
mrt,1977,13.44198
mrt,1978,14.50503
mrt,1979,13.73774
mrt,1980,18.27342
mrt,1981,14.00972
mrt,1983,17.18875
mrt,1985,17.7053
mrt,1986,18.33167
mrt,1987,19.78155
mrt,1988,19.08212
mrt,1989,19.5573
mrt,1990,19.33714
mrt,1991,17.95323
mrt,1992,17.48277
mrt,1993,16.0172
mrt,1994,16.44964
mrt,1995,16.12717
mrt,1996,15.74678
mrt,1997,15.76801
mrt,1998,15.57667
mrt,1999,15.75203
mrt,2001,15.22138
mrt,2002,14.08616
mrt,2005,10.10042
mrt,2006,10.18027
mrt,2007,3.40075
mrt,2009,2.64601
mrt,2010,3.4557
mrt,2012,3.70892
mrt,2013,3.34369
mrt,2014,3.48823
mrt,2015,3.11792
mrt,2017,2.39505
mrt,2018,1.69825
mus,1983,4.55004
mus,1984,6.17914
mus,1985,5.93829
mus,1986,6.67326
mus,1987,9.5171
mus,1988,8.13287
mus,1989,7.92872
mus,1990,4.58357
mus,1991,7.29408
mus,1992,8.02386
mus,1993,7.62209
mus,1994,6.56588
mus,1995,5.6414
mus,1996,4.49558
mus,1997,4.06029
mus,1998,3.62821
mus,1999,3.78908
mus,2000,4.20595
mus,2001,4.3189
mus,2002,4.65144
mus,2003,4.37523
mus,2004,4.8223
mus,2005,4.82754
mus,2006,4.42469
mus,2007,3.72224
mus,2008,3.99758
mus,2009,3.65665
mus,2010,3.48372
mus,2011,3.58414
mus,2012,3.66704
mus,2013,1.61962
mus,2014,0.98196
mus,2015,0.93668
mus,2016,0.8222
mus,2017,0.65277
mus,2018,0.01004
mwi,1974,16.63266
mwi,1975,15.9607
mwi,1976,15.2068
mwi,1977,16.49907
mwi,1978,14.357
mwi,1979,14.4071
mwi,1980,15.32698
mwi,1981,14.98817
mwi,1982,12.44494
mwi,1983,11.37163
mwi,1984,13.20576
mwi,1985,13.19682
mwi,1986,15.36258
mwi,1987,17.76495
mwi,1988,18.5309
mwi,1989,18.23432
mwi,1990,18.35459
mwi,1991,17.31194
mwi,1992,13.739
mwi,1993,17.74586
mwi,1994,16.54659
mwi,1995,17.94046
mwi,1996,15.22601
mwi,1998,14.60518
mwi,1999,14.41784
mwi,2000,15.35449
mwi,2001,16.4624
mwi,2002,15.5738
mwi,2004,17.9912
mwi,2005,20.15737
mwi,2006,20.77052
mwi,2007,20.67865
mwi,2008,20.07369
mwi,2009,18.72518
mwi,2010,18.9651
mwi,2011,19.61723
mwi,2012,19.67903
mwi,2013,18.88275
mwi,2014,19.53035
mys,1974,0
mys,1980,0
mys,1981,0
mys,1982,0
mys,1983,0
mys,1984,0
mys,1985,0
mys,1987,0
mys,1988,0
mys,1989,0
mys,1991,0
nam,1992,24.61945
nam,1994,22.8004
nam,1995,17.61573
nam,1996,13.26981
nam,1998,12.07491
nam,1999,12.29456
nam,2000,13.18555
nam,2001,13.05166
nam,2002,13.07565
nam,2003,13.1351
nam,2004,15.30321
nam,2005,15.13738
nam,2006,16.39286
nam,2008,18.11405
nam,2009,15.82449
nam,2010,15.59251
nam,2012,14.88998
nam,2013,14.88094
nam,2018,15.66783
ncl,1970,9.62925
ncl,1971,9.70065
ncl,1982,15.64138
ncl,1983,16.0555
ncl,1984,16.62433
ncl,1985,17.08931
ncl,1986,16.70639
ncl,1987,16.85594
ncl,1988,16.57463
ncl,1989,16.68402
ncl,1990,13.45936
ner,1971,19.22704
ner,1972,18.94211
ner,1973,18.55648
ner,1974,17.83279
ner,1975,15.97897
ner,1976,13.06776
ner,1977,12.70288
ner,1978,12.32561
ner,1979,13.80393
ner,1980,13.35716
ner,1981,14.34314
ner,1982,14.99981
ner,1983,14.80972
ner,1984,14.5199
ner,1985,14.99881
ner,1986,14.99989
ner,1987,14.99973
ner,1989,12.75219
ner,1990,13.66566
ner,1991,13.80623
ner,1992,15.40108
ner,1993,17.56481
ner,1995,18.31265
ner,1996,16.28993
ner,1997,12.99489
ner,1998,12.66012
ner,1999,12.16257
ner,2000,11.93713
ner,2001,10.22893
ner,2002,8.60567
ner,2003,7.33426
ner,2004,5.25972
ner,2005,5.3438
ner,2006,4.85448
ner,2007,4.89577
ner,2008,6.43963
ner,2009,5.04703
ner,2010,4.41761
ner,2011,3.71968
ner,2012,3.50732
ner,2013,4.20479
ner,2014,3.84801
ner,2015,3.37181
ner,2016,2.51379
nic,1970,12.76723
nic,1971,11.11247
nic,1972,13.21175
nic,1973,11.08575
nic,1974,13.70082
nic,1977,13.34052
nic,1978,14.11238
nic,1979,12.27999
nic,1980,16.92749
nic,1982,15.32342
nic,1983,17.72551
nic,1984,8.6896
nic,1985,15.40056
nic,1986,13.70095
nic,1987,14.57656
nic,1988,15.40344
nic,1989,16.72364
nic,1990,16.56739
nic,1991,16.39534
nic,1992,16.6185
nic,1993,16.99215
nic,1994,15.01896
nic,1995,14.82016
nic,1999,4.70281
nic,2000,5.11917
nic,2001,6.73206
nic,2002,8.92926
nic,2003,10.54252
nic,2004,10.54252
nic,2005,9.85145
nic,2006,9.52137
nic,2007,8.95564
nic,2008,11.04717
nic,2010,7.94018
nld,1971,3.13121
nld,1972,2.65616
nld,1973,2.76598
nld,1974,2.78198
nld,1975,2.62482
nld,1976,2.45434
nld,1977,2.75274
nld,1978,2.76503
nld,1979,2.74858
nld,1980,2.58112
nld,1981,2.53416
nld,1982,2.42584
nld,1983,2.30318
nld,1984,2.16895
nld,1985,2.17867
nor,1971,0
nor,1972,0
nor,1973,0
nor,1974,0
nor,1975,0
nor,1976,0
nor,1977,0
nor,1978,0
nor,1979,0
nor,1980,0
nor,1981,0
nor,1982,0
nor,1984,0
nor,1985,0
nor,1986,0
nor,1987,0
nor,1988,0
nor,1989,0
nor,1990,0
nor,1991,0
nor,1992,0
nor,1993,0
npl,1988,21.1774
npl,1991,27.35922
npl,1992,26.59417
npl,1999,22.89054
npl,2000,24.84603
npl,2001,23.99771
npl,2002,21.59812
npl,2003,21.68454
npl,2004,21.68455
npl,2005,23.10073
npl,2006,20.56645
npl,2007,19.40949
npl,2008,16.75343
npl,2009,14.53562
npl,2010,14.06834
npl,2011,11.97402
npl,2012,11.86727
npl,2013,11.05475
npl,2014,10.21534
npl,2015,9.97803
npl,2016,8.78673
npl,2017,7.63917
npl,2019,7.59541
nru,1991,0
nru,2000,0
nru,2001,0
nru,2002,0
nru,2003,0
nru,2005,0
nru,2006,0
nru,2007,0
nru,2012,0
nru,2014,0.06337
nru,2016,0.22124
nzl,1970,0
nzl,1971,0
nzl,1972,0
nzl,1973,0
nzl,1974,0
nzl,1975,0
nzl,1976,0
nzl,1977,0
nzl,1978,0
nzl,1979,0
nzl,1980,3.53563
nzl,1981,3.5072
nzl,1982,3.30185
nzl,1983,3.39997
nzl,1984,3.17556
nzl,1985,3.13691
nzl,1986,3.3923
nzl,1987,3.34142
nzl,1988,3.34603
nzl,1989,3.18474
nzl,1990,3.06905
nzl,1991,3.37607
nzl,1992,3.78838
omn,1974,11.86172
omn,1975,8.26327
omn,1976,9.33328
omn,1977,13.47278
omn,1978,15.07823
omn,1979,12.26963
omn,1983,12.44299
omn,1984,10.57542
omn,1985,11.21015
omn,1986,11.72067
omn,1987,11.28632
omn,1988,12.57567
omn,1989,11.43375
omn,1990,11.21443
omn,1992,9.1935
omn,1994,8.5132
omn,1995,7.8785
omn,1996,8.30712
omn,1997,9.21383
omn,1998,8.78009
omn,1999,7.97891
omn,2000,7.30182
omn,2001,6.00179
omn,2002,4.26203
omn,2003,0.54416
omn,2009,1.4485
omn,2011,0.94458
omn,2012,1.00444
omn,2013,2.7836
omn,2014,1.79964
omn,2015,1.94436
omn,2016,1.84892
omn,2017,1.66602
omn,2018,0
pak,2005,3.06267
pak,2006,2.19942
pak,2007,5.2542
pak,2008,4.42076
pak,2009,4.35469
pak,2010,4.31282
pak,2011,4.20065
pak,2012,3.34948
pak,2013,2.5873
pak,2014,2.27847
pak,2015,1.64413
pak,2016,2.32684
pak,2017,2.2451
pak,2018,1.86497
pan,1970,15.40345
pan,1971,14.41205
pan,1972,13.52294
pan,1973,12.89499
pan,1974,13.63636
pan,1975,12.60673
pan,1976,10.98798
pan,1977,11.23005
pan,1978,11.40499
pan,1979,12.57032
pan,1980,12.72302
pan,1981,12.42487
pan,1982,12.30059
pan,1983,11.72796
pan,1984,12.35502
pan,1985,13.1489
pan,1986,11.50121
pan,1987,11.39202
pan,1988,11.02369
pan,1989,9.97982
pan,1999,6.36491
pan,2000,5.99538
pan,2001,5.61079
pan,2002,5.40338
pan,2004,5.49162
pan,2005,5.64103
pan,2006,5.62245
pan,2007,5.4938
pan,2008,5.29176
pan,2009,5.17354
pan,2010,5.53797
pan,2011,5.74121
pan,2012,5.08991
pan,2013,4.60579
pan,2014,2.5694
pan,2017,3.18119
per,1970,17.02706
per,1973,18.41269
per,1974,15.2058
per,1975,10.19846
per,1976,8.79256
per,1977,9.37769
per,1978,15.19061
per,1979,15.83065
per,1980,18.81514
per,1981,18.53711
per,1985,14.12521
per,1993,14.23832
per,1995,15.23532
per,1998,9.77137
per,1999,10.21167
per,2000,10.65017
per,2001,10.65147
per,2002,9.91923
per,2003,7.60902
per,2004,7.60902
per,2005,8.93831
per,2006,8.68817
per,2007,7.81141
per,2008,7.04897
per,2009,6.74171
per,2010,6.19059
per,2011,5.46793
per,2012,4.79617
per,2013,4.79468
per,2014,4.19975
per,2015,3.16013
per,2016,2.92763
per,2017,2.69842
per,2018,2.74198
phl,1981,2.38575
phl,1983,2.12806
phl,1984,2.14566
phl,1985,1.39708
phl,1986,1.81065
phl,1987,1.80192
phl,1988,1.75449
phl,1989,1.80805
phl,1990,2.00467
phl,1998,1.90456
phl,1999,1.89208
phl,2001,1.96788
phl,2002,2.26169
phl,2003,2.06644
phl,2004,2.14892
phl,2005,2.22984
phl,2006,2.70709
phl,2007,2.30946
phl,2008,2.22116
phl,2009,2.52657
phl,2014,1.36007
phl,2015,0.62529
phl,2016,0.62439
phl,2017,1.41098
plw,1999,0
plw,2000,0
plw,2004,4.69003
plw,2013,3.86941
plw,2014,5.36913
png,1987,0
png,1988,0
png,1989,0
png,1990,0
png,1991,0
png,1992,0
png,1996,0
png,1997,0
png,1998,0
png,2000,0
png,2001,0
png,2002,0
png,2003,0
png,2014,10.0137
png,2016,8.89831
pol,1971,5.65565
pol,1972,5.89341
pol,1973,5.81083
pol,1974,4.01358
pol,1975,2.46333
pol,1976,2.62022
pol,1977,2.75377
pol,1978,2.80579
pol,1979,2.56763
pol,1980,2.29481
pol,1981,2.31836
pol,1982,3.32741
pol,1983,4.05758
pol,1984,3.82727
pol,1985,3.28216
pol,1986,3.11742
pol,1987,2.93979
pol,1988,2.82355
pol,1989,2.51744
pol,1990,2.44607
pol,1991,2.14382
pol,1992,1.65907
pol,1993,1.25427
pol,1994,1.36443
pol,1995,1.37421
pol,1996,1.42387
pol,1997,1.30683
pol,1998,1.19876
pol,1999,1.16164
pol,2000,0.84258
pol,2001,0.6364
pol,2002,0.58794
pol,2003,0.59616
pol,2004,0.60206
pol,2005,0.68845
pol,2006,0.66952
pol,2007,0.70593
pol,2008,1.17977
pol,2009,0.97909
pol,2010,0.78315
pol,2011,0.8667
pol,2012,0.79376
pol,2013,0.8703
pol,2014,0.8352
pol,2015,0.7651
pol,2016,0.81612
pol,2017,1.05773
pri,2015,2.61768
prt,1972,23.37517
prt,1973,22.79655
prt,1974,22.40012
prt,1975,20.36058
prt,1976,11.34482
prt,1977,13.10338
prt,1978,16.63677
prt,1985,17.46547
prt,1990,14.18125
prt,1991,14.3076
pry,1970,17.66778
pry,1971,17.4952
pry,1972,17.53239
pry,1973,17.19531
pry,1974,16.78425
pry,1975,15.34066
pry,1976,14.67345
pry,1977,14.11873
pry,1978,14.14611
pry,1980,13.59968
pry,1981,13.15888
pry,1982,12.82782
pry,1983,10.23057
pry,1984,11.17532
pry,1985,10.59892
pry,1986,9.58397
pry,1987,9.34225
pry,1988,8.9327
pry,1989,9.1046
pry,1990,8.55468
pry,1991,8.89522
pry,1992,8.97354
pry,1993,8.26015
pry,1994,8.11351
pry,1995,7.91793
pry,1996,9.09032
pry,1998,8.55764
pry,1999,7.78565
pry,2000,7.6512
pry,2001,7.98646
pry,2002,7.57858
pry,2003,7.29608
pry,2004,6.70113
pry,2005,5.11769
pry,2006,4.84456
pry,2007,4.06184
pry,2008,4.45489
pry,2009,4.97355
pry,2010,4.78785
pry,2011,4.59682
pry,2012,4.55522
pry,2016,2.86159
pse,1995,4.55634
pse,1996,3.88818
pse,1997,3.44255
pse,1999,2.10496
pse,2000,2.05635
pse,2001,1.83369
pse,2002,1.5446
pse,2003,1.1949
pse,2004,0.17303
pse,2005,0.68813
pse,2007,0.54907
pse,2008,0.46404
pse,2009,0
pse,2010,0
pse,2011,0.5771
pse,2012,0.68758
pse,2013,0.20562
pse,2014,0.20408
pse,2015,0.20547
pse,2016,0.14843
pse,2017,0.0767
pse,2018,0.07108
pyf,1975,18.59251
pyf,1983,9.99183
qat,1971,22.88186
qat,1972,20.7698
qat,1973,20.43583
qat,1974,21.07032
qat,1975,19.85911
qat,1976,19.86873
qat,1977,19.88839
qat,1978,14.21063
