geo,time,sp_pop_65up_ma_in
lao,1990,65044
lao,1991,67243
lao,1992,69288
lao,1993,71144
lao,1994,72788
lao,1995,74222
lao,1996,76393
lao,1997,78404
lao,1998,80237
lao,1999,81854
lao,2000,83272
lao,2001,85588
lao,2002,87615
lao,2003,89407
lao,2004,90995
lao,2005,92419
lao,2006,94267
lao,2007,95949
lao,2008,97506
lao,2009,98989
lao,2010,100451
lao,2011,102413
lao,2012,104351
lao,2013,106394
lao,2014,108774
lao,2015,111735
lao,2016,116384
lao,2017,121385
lao,2018,126685
lao,2019,132247
lao,2020,138064
lbn,1960,50571
lbn,1961,51208
lbn,1962,51469
lbn,1963,51483
lbn,1964,51440
lbn,1965,51433
lbn,1966,52048
lbn,1967,52624
lbn,1968,53239
lbn,1969,53932
lbn,1970,54706
lbn,1971,55973
lbn,1972,57226
lbn,1973,58348
lbn,1974,59213
lbn,1975,59743
lbn,1976,61794
lbn,1977,63500
lbn,1978,64787
lbn,1979,65571
lbn,1980,65878
lbn,1981,65472
lbn,1982,64751
lbn,1983,63881
lbn,1984,63097
lbn,1985,62534
lbn,1986,62719
lbn,1987,63031
lbn,1988,63752
lbn,1989,65206
lbn,1990,67596
lbn,1991,70153
lbn,1992,73732
lbn,1993,77782
lbn,1994,81623
lbn,1995,84823
lbn,1996,88465
lbn,1997,91431
lbn,1998,94253
lbn,1999,97654
lbn,2000,102124
lbn,2001,106693
lbn,2002,113018
lbn,2003,120351
lbn,2004,127570
lbn,2005,134030
lbn,2006,137974
lbn,2007,139988
lbn,2008,141598
lbn,2009,144798
lbn,2010,150774
lbn,2011,156675
lbn,2012,165436
lbn,2013,175601
lbn,2014,185502
lbn,2015,194256
lbn,2016,204334
lbn,2017,212994
lbn,2018,220726
lbn,2019,228080
lbn,2020,235482
lbr,1960,17853
lbr,1961,18373
lbr,1962,18847
lbr,1963,19290
lbr,1964,19736
lbr,1965,20178
lbr,1966,20736
lbr,1967,21296
lbr,1968,21848
lbr,1969,22382
lbr,1970,22895
lbr,1971,23541
lbr,1972,24163
lbr,1973,24772
lbr,1974,25383
lbr,1975,26002
lbr,1976,26812
lbr,1977,27620
lbr,1978,28441
lbr,1979,29288
lbr,1980,30163
lbr,1981,31295
lbr,1982,32422
lbr,1983,33453
lbr,1984,34264
lbr,1985,34814
lbr,1986,35396
lbr,1987,35566
lbr,1988,35371
lbr,1989,34851
lbr,1990,34065
lbr,1991,33804
lbr,1992,33398
lbr,1993,33083
lbr,1994,33151
lbr,1995,33698
lbr,1996,35356
lbr,1997,37916
lbr,1998,40983
lbr,1999,44105
lbr,2000,47029
lbr,2001,48421
lbr,2002,49145
lbr,2003,49523
lbr,2004,49932
lbr,2005,50607
lbr,2006,52151
lbr,2007,54061
lbr,2008,56075
lbr,2009,57856
lbr,2010,59230
lbr,2011,60535
lbr,2012,61377
lbr,2013,61988
lbr,2014,62674
lbr,2015,63618
lbr,2016,65583
lbr,2017,67699
lbr,2018,69946
lbr,2019,72281
lbr,2020,74700
lby,1960,31389
lby,1961,31748
lby,1962,31964
lby,1963,32051
lby,1964,32014
lby,1965,31869
lby,1966,32189
lby,1967,32396
lby,1968,32571
lby,1969,32817
lby,1970,33196
lby,1971,34082
lby,1972,35108
lby,1973,36212
lby,1974,37296
lby,1975,38331
lby,1976,39543
lby,1977,40690
lby,1978,41841
lby,1979,43075
lby,1980,44464
lby,1981,46136
lby,1982,47914
lby,1983,49796
lby,1984,51769
lby,1985,53817
lby,1986,56709
lby,1987,59523
lby,1988,62281
lby,1989,65026
lby,1990,67816
lby,1991,70985
lby,1992,74224
lby,1993,77488
lby,1994,80676
lby,1995,83746
lby,1996,87294
lby,1997,90531
lby,1998,93510
lby,1999,96325
lby,2000,99024
lby,2001,102048
lby,2002,104924
lby,2003,107625
lby,2004,110066
lby,2005,112157
lby,2006,115293
lby,2007,118143
lby,2008,120494
lby,2009,122048
lby,2010,122621
lby,2011,123827
lby,2012,124280
lby,2013,124405
lby,2014,124748
lby,2015,125663
lby,2016,127730
lby,2017,130549
lby,2018,133852
lby,2019,137202
lby,2020,140396
lca,1960,1372
lca,1961,1419
lca,1962,1466
lca,1963,1518
lca,1964,1560
lca,1965,1603
lca,1966,1668
lca,1967,1730
lca,1968,1786
lca,1969,1831
lca,1970,1875
lca,1971,1934
lca,1972,1994
lca,1973,2057
lca,1974,2125
lca,1975,2203
lca,1976,2269
lca,1977,2339
lca,1978,2416
lca,1979,2500
lca,1980,2587
lca,1981,2684
lca,1982,2772
lca,1983,2853
lca,1984,2939
lca,1985,3022
lca,1986,3319
lca,1987,3630
lca,1988,3952
lca,1989,4284
lca,1990,4629
lca,1991,4760
lca,1992,4874
lca,1993,4975
lca,1994,5082
lca,1995,5199
lca,1996,5248
lca,1997,5309
lca,1998,5371
lca,1999,5427
lca,2000,5475
lca,2001,5489
lca,2002,5492
lca,2003,5491
lca,2004,5486
lca,2005,5475
lca,2006,5692
lca,2007,5940
lca,2008,6222
lca,2009,6553
lca,2010,6929
lca,2011,7112
lca,2012,7298
lca,2013,7480
lca,2014,7672
lca,2015,7872
lca,2016,8108
lca,2017,8360
lca,2018,8630
lca,2019,8910
lca,2020,9207
lka,1960,244801
lka,1961,240181
lka,1962,235471
lka,1963,230754
lka,1964,226058
lka,1965,221503
lka,1966,225165
lka,1967,228805
lka,1968,232480
lka,1969,236213
lka,1970,239995
lka,1971,248619
lka,1972,257277
lka,1973,266012
lka,1974,274762
lka,1975,283514
lka,1976,295513
lka,1977,307195
lka,1978,318612
lka,1979,329936
lka,1980,341265
lka,1981,354601
lka,1982,367752
lka,1983,380842
lka,1984,393982
lka,1985,407310
lka,1986,421738
lka,1987,436131
lka,1988,450361
lka,1989,464222
lka,1990,477545
lka,1991,492983
lka,1992,507092
lka,1993,519926
lka,1994,531562
lka,1995,542102
lka,1996,548457
lka,1997,552747
lka,1998,555502
lka,1999,557226
lka,2000,558424
lka,2001,569541
lka,2002,579946
lka,2003,589833
lka,2004,599591
lka,2005,609682
lka,2006,618092
lka,2007,625224
lka,2008,632300
lka,2009,641040
lka,2010,652971
lka,2011,686152
lka,2012,719355
lka,2013,759472
lka,2014,800957
lka,2015,841392
lka,2016,883419
lka,2017,924226
lka,2018,964240
lka,2019,1001668
lka,2020,1040847
lso,1960,13697
lso,1961,14006
lso,1962,14322
lso,1963,14617
lso,1964,14861
lso,1965,15040
lso,1966,15317
lso,1967,15535
lso,1968,15726
lso,1969,15938
lso,1970,16198
lso,1971,16687
lso,1972,17188
lso,1973,17694
lso,1974,18194
lso,1975,18699
lso,1976,19275
lso,1977,19847
lso,1978,20397
lso,1979,20878
lso,1980,21270
lso,1981,21904
lso,1982,22441
lso,1983,22895
lso,1984,23273
lso,1985,23597
lso,1986,24085
lso,1987,24509
lso,1988,24910
lso,1989,25330
lso,1990,25807
lso,1991,26059
lso,1992,26346
lso,1993,26610
lso,1994,26811
lso,1995,26934
lso,1996,27554
lso,1997,28010
lso,1998,28311
lso,1999,28491
lso,2000,28583
lso,2001,29356
lso,2002,29913
lso,2003,30281
lso,2004,30501
lso,2005,30605
lso,2006,30895
lso,2007,31207
lso,2008,31515
lso,2009,31797
lso,2010,32030
lso,2011,32782
lso,2012,33514
lso,2013,34194
lso,2014,34750
lso,2015,35117
lso,2016,35945
lso,2017,36614
lso,2018,37153
lso,2019,37584
lso,2020,37934
ltu,1960,81496
ltu,1961,85290
ltu,1962,88711
ltu,1963,91880
ltu,1964,95182
ltu,1965,98824
ltu,1966,102776
ltu,1967,106749
ltu,1968,110927
ltu,1969,115461
ltu,1970,120794
ltu,1971,127144
ltu,1972,133490
ltu,1973,139271
ltu,1974,143801
ltu,1975,146716
ltu,1976,148079
ltu,1977,148300
ltu,1978,147487
ltu,1979,145616
ltu,1980,142961
ltu,1981,140880
ltu,1982,138086
ltu,1983,135101
ltu,1984,132548
ltu,1985,130849
ltu,1986,131332
ltu,1987,132588
ltu,1988,134467
ltu,1989,136445
ltu,1990,138255
ltu,1991,142099
ltu,1992,145655
ltu,1993,148603
ltu,1994,150889
ltu,1995,152579
ltu,1996,156242
ltu,1997,159415
ltu,1998,162139
ltu,1999,164484
ltu,2000,166483
ltu,2001,170422
ltu,2002,174074
ltu,2003,177366
ltu,2004,179651
ltu,2005,180448
ltu,2006,180941
ltu,2007,181381
ltu,2008,181339
ltu,2009,180454
ltu,2010,177220
ltu,2011,176812
ltu,2012,177691
ltu,2013,178918
ltu,2014,180288
ltu,2015,181435
ltu,2016,182500
ltu,2017,183701
ltu,2018,186301
ltu,2019,190484
ltu,2020,195004
lux,1960,14988
lux,1961,15250
lux,1962,15551
lux,1963,15819
lux,1964,16100
lux,1965,16395
lux,1966,16763
lux,1967,17047
lux,1968,17279
lux,1969,17532
lux,1970,17748
lux,1971,18140
lux,1972,18529
lux,1973,18841
lux,1974,19137
lux,1975,19316
lux,1976,19654
lux,1977,19838
lux,1978,19901
lux,1979,19830
lux,1980,19623
lux,1981,19624
lux,1982,19457
lux,1983,19193
lux,1984,18901
lux,1985,18629
lux,1986,18556
lux,1987,18506
lux,1988,18497
lux,1989,18601
lux,1990,18841
lux,1991,19382
lux,1992,19991
lux,1993,20631
lux,1994,21227
lux,1995,21758
lux,1996,22397
lux,1997,22938
lux,1998,23422
lux,1999,23883
lux,2000,24315
lux,2001,24997
lux,2002,25605
lux,2003,26221
lux,2004,26867
lux,2005,27508
lux,2006,27959
lux,2007,28362
lux,2008,28848
lux,2009,29412
lux,2010,30058
lux,2011,30918
lux,2012,31919
lux,2013,32972
lux,2014,34092
lux,2015,35268
lux,2016,36424
lux,2017,37733
lux,2018,38912
lux,2019,40159
lux,2020,41372
lva,1960,74240
lva,1961,75107
lva,1962,75571
lva,1963,76067
lva,1964,77027
lva,1965,78540
lva,1966,80930
lva,1967,83830
lva,1968,87150
lva,1969,90290
lva,1970,93038
lva,1971,96402
lva,1972,99224
lva,1973,101548
lva,1974,103585
lva,1975,105276
lva,1976,107037
lva,1977,108620
lva,1978,109630
lva,1979,109296
lva,1980,107474
lva,1981,106177
lva,1982,103713
lva,1983,100665
lva,1984,97765
lva,1985,95443
lva,1986,94858
lva,1987,94836
lva,1988,95209
lva,1989,95553
lva,1990,95792
lva,1991,98622
lva,1992,100863
lva,1993,102468
lva,1994,103936
lva,1995,105047
lva,1996,107391
lva,1997,109118
lva,1998,110367
lva,1999,111537
lva,2000,112448
lva,2001,115251
lva,2002,117868
lva,2003,120228
lva,2004,121733
lva,2005,122424
lva,2006,124220
lva,2007,125620
lva,2008,126155
lva,2009,125326
lva,2010,123426
lva,2011,123521
lva,2012,123981
lva,2013,124398
lva,2014,124824
lva,2015,125285
lva,2016,125715
lva,2017,126061
lva,2018,126882
lva,2019,128317
lva,2020,130048
mac,1960,2809
mac,1961,2863
mac,1962,2965
mac,1963,3105
mac,1964,3272
mac,1965,3459
mac,1966,3690
mac,1967,3949
mac,1968,4208
mac,1969,4448
mac,1970,4639
mac,1971,4908
mac,1972,5133
mac,1973,5333
mac,1974,5539
mac,1975,5749
mac,1976,6024
mac,1977,6291
mac,1978,6560
mac,1979,6849
mac,1980,7196
mac,1981,7449
mac,1982,7716
mac,1983,7984
mac,1984,8245
mac,1985,8475
mac,1986,8580
mac,1987,8689
mac,1988,8799
mac,1989,8891
mac,1990,8976
mac,1991,9419
mac,1992,9874
mac,1993,10338
mac,1994,10795
mac,1995,11251
mac,1996,11598
mac,1997,11930
mac,1998,12257
mac,1999,12599
mac,2000,12947
mac,2001,13158
mac,2002,13412
mac,2003,13711
mac,2004,14033
mac,2005,14367
mac,2006,14661
mac,2007,14885
mac,2008,15105
mac,2009,15463
mac,2010,16068
mac,2011,17218
mac,2012,18659
mac,2013,20356
mac,2014,22252
mac,2015,24312
mac,2016,26570
mac,2017,28989
mac,2018,31565
mac,2019,34316
mac,2020,37247
mar,1960,169199
mar,1961,177818
mar,1962,185432
mar,1963,192455
mar,1964,199599
mar,1965,207208
mar,1966,216206
mar,1967,225505
mar,1968,234701
mar,1969,243140
mar,1970,250487
mar,1971,258046
mar,1972,264679
mar,1973,270391
mar,1974,275116
mar,1975,278885
mar,1976,283029
mar,1977,286607
mar,1978,290151
mar,1979,294295
mar,1980,299497
mar,1981,307018
mar,1982,315229
mar,1983,324493
mar,1984,335365
mar,1985,348304
mar,1986,364652
mar,1987,382610
mar,1988,402198
mar,1989,423404
mar,1990,446260
mar,1991,472814
mar,1992,499690
mar,1993,526412
mar,1994,552431
mar,1995,577450
mar,1996,600328
mar,1997,621520
mar,1998,641159
mar,1999,659359
mar,2000,676428
mar,2001,696691
mar,2002,716502
mar,2003,736535
mar,2004,757607
mar,2005,780636
mar,2006,799959
mar,2007,820440
mar,2008,841826
mar,2009,863227
mar,2010,884572
mar,2011,904118
mar,2012,923169
mar,2013,944642
mar,2014,972842
mar,2015,1010355
mar,2016,1057286
mar,2017,1113146
mar,2018,1176785
mar,2019,1245976
mar,2020,1319457
mda,1960,46499
mda,1961,47041
mda,1962,47412
mda,1963,47726
mda,1964,48186
mda,1965,48870
mda,1966,50573
mda,1967,52435
mda,1968,54321
mda,1969,56067
mda,1970,57561
mda,1971,59689
mda,1972,61388
mda,1973,62900
mda,1974,64648
mda,1975,66783
mda,1976,69813
mda,1977,73175
mda,1978,76385
mda,1979,78717
mda,1980,79967
mda,1981,80947
mda,1982,80942
mda,1983,80426
mda,1984,80104
mda,1985,80341
mda,1986,82021
mda,1987,84006
mda,1988,86151
mda,1989,88302
mda,1990,90417
mda,1991,92928
mda,1992,95298
mda,1993,97236
mda,1994,98428
mda,1995,98772
mda,1996,101030
mda,1997,102212
mda,1998,103107
mda,1999,103612
mda,2000,103904
mda,2001,105490
mda,2002,106877
mda,2003,107788
mda,2004,107943
mda,2005,107146
mda,2006,108250
mda,2007,108864
mda,2008,109099
mda,2009,109079
mda,2010,108835
mda,2011,108813
mda,2012,108071
mda,2013,106939
mda,2014,106284
mda,2015,106107
mda,2016,108924
mda,2017,112220
mda,2018,115822
mda,2019,118991
mda,2020,121085
mdg,1960,75981
mdg,1961,78497
mdg,1962,80701
mdg,1963,82782
mdg,1964,85009
mdg,1965,87513
mdg,1966,91202
mdg,1967,94955
mdg,1968,98873
mdg,1969,103082
mdg,1970,107623
mdg,1971,113474
mdg,1972,119539
mdg,1973,125442
mdg,1974,130682
mdg,1975,135002
mdg,1976,139311
mdg,1977,142768
mdg,1978,145564
mdg,1979,147912
mdg,1980,149943
mdg,1981,153456
mdg,1982,156712
mdg,1983,159817
mdg,1984,162899
mdg,1985,166067
mdg,1986,170386
mdg,1987,174594
mdg,1988,178652
mdg,1989,182505
mdg,1990,186126
mdg,1991,191290
mdg,1992,196169
mdg,1993,200834
mdg,1994,205372
mdg,1995,209831
mdg,1996,215249
mdg,1997,220317
mdg,1998,224993
mdg,1999,229225
mdg,2000,233016
mdg,2001,238694
mdg,2002,244065
mdg,2003,248984
mdg,2004,253241
mdg,2005,256789
mdg,2006,261985
mdg,2007,266531
mdg,2008,270662
mdg,2009,274611
mdg,2010,278593
mdg,2011,284538
mdg,2012,290351
mdg,2013,296700
mdg,2014,304451
mdg,2015,314151
mdg,2016,327862
mdg,2017,342992
mdg,2018,359164
mdg,2019,375842
mdg,2020,392806
mdv,1960,1507
mdv,1961,1542
mdv,1962,1575
mdv,1963,1603
mdv,1964,1623
mdv,1965,1631
mdv,1966,1664
mdv,1967,1691
mdv,1968,1713
mdv,1969,1739
mdv,1970,1785
mdv,1971,1835
mdv,1972,1896
mdv,1973,1965
mdv,1974,2032
mdv,1975,2093
mdv,1976,2185
mdv,1977,2276
mdv,1978,2362
mdv,1979,2452
mdv,1980,2542
mdv,1981,2655
mdv,1982,2765
mdv,1983,2879
mdv,1984,2989
mdv,1985,3108
mdv,1986,3247
mdv,1987,3399
mdv,1988,3549
mdv,1989,3701
mdv,1990,3846
mdv,1991,4003
mdv,1992,4157
mdv,1993,4310
mdv,1994,4484
mdv,1995,4693
mdv,1996,4951
mdv,1997,5233
mdv,1998,5538
mdv,1999,5870
mdv,2000,6226
mdv,2001,6568
mdv,2002,6943
mdv,2003,7331
mdv,2004,7706
mdv,2005,8054
mdv,2006,8261
mdv,2007,8420
mdv,2008,8571
mdv,2009,8760
mdv,2010,9008
mdv,2011,8963
mdv,2012,8978
mdv,2013,9043
mdv,2014,9167
mdv,2015,9357
mdv,2016,9622
mdv,2017,9878
mdv,2018,10052
mdv,2019,10090
mdv,2020,9941
mex,1960,605992
mex,1961,633921
mex,1962,662028
mex,1963,690535
mex,1964,719892
mex,1965,750253
mex,1966,782743
mex,1967,815497
mex,1968,847843
mex,1969,878635
mex,1970,907303
mex,1971,936566
mex,1972,963624
mex,1973,989384
mex,1974,1015361
mex,1975,1042504
mex,1976,1075188
mex,1977,1109187
mex,1978,1142832
mex,1979,1173644
mex,1980,1200538
mex,1981,1231028
mex,1982,1257595
mex,1983,1283198
mex,1984,1311886
mex,1985,1346021
mex,1986,1391451
mex,1987,1440294
mex,1988,1491846
mex,1989,1544895
mex,1990,1598769
mex,1991,1658882
mex,1992,1720465
mex,1993,1783502
mex,1994,1847657
mex,1995,1912924
mex,1996,1983211
mex,1997,2053600
mex,1998,2123612
mex,1999,2192942
mex,2000,2262109
mex,2001,2338439
mex,2002,2413245
mex,2003,2490438
mex,2004,2574860
mex,2005,2669385
mex,2006,2755597
mex,2007,2851196
mex,2008,2953273
mex,2009,3057305
mex,2010,3161417
mex,2011,3261727
mex,2012,3359637
mex,2013,3460096
mex,2014,3569917
mex,2015,3693117
mex,2016,3820021
mex,2017,3956874
mex,2018,4101778
mex,2019,4251580
mex,2020,4405359
mkd,1960,31708
mkd,1961,31795
mkd,1962,31805
mkd,1963,31810
mkd,1964,31920
mkd,1965,32188
mkd,1966,33197
mkd,1967,34343
mkd,1968,35604
mkd,1969,36951
mkd,1970,38355
mkd,1971,40190
mkd,1972,42041
mkd,1973,43945
mkd,1974,46000
mkd,1975,48255
mkd,1976,50796
mkd,1977,53517
mkd,1978,56108
mkd,1979,58110
mkd,1980,59251
mkd,1981,59625
mkd,1982,59151
mkd,1983,58317
mkd,1984,57794
mkd,1985,57965
mkd,1986,59202
mkd,1987,61017
mkd,1988,63191
mkd,1989,65399
mkd,1990,67469
mkd,1991,69542
mkd,1992,71410
mkd,1993,73231
mkd,1994,75234
mkd,1995,77543
mkd,1996,79905
mkd,1997,82357
mkd,1998,84908
mkd,1999,87284
mkd,2000,89446
mkd,2001,92074
mkd,2002,93350
mkd,2003,95344
mkd,2004,97085
mkd,2005,98551
mkd,2006,100061
mkd,2007,101412
mkd,2008,102652
mkd,2009,103810
mkd,2010,104929
mkd,2011,106597
mkd,2012,108022
mkd,2013,109536
mkd,2014,111511
mkd,2015,114081
mkd,2016,117695
mkd,2017,121806
mkd,2018,126170
mkd,2019,130363
mkd,2020,133963
mli,1960,59829
mli,1961,60844
mli,1962,61364
mli,1963,61486
mli,1964,61371
mli,1965,61077
mli,1966,63506
mli,1967,65809
mli,1968,67904
mli,1969,69696
mli,1970,71144
mli,1971,74667
mli,1972,77999
mli,1973,81095
mli,1974,83918
mli,1975,86450
mli,1976,90673
mli,1977,94639
mli,1978,98328
mli,1979,101741
mli,1980,104880
mli,1981,110199
mli,1982,115436
mli,1983,120365
mli,1984,124698
mli,1985,128231
mli,1986,133551
mli,1987,138312
mli,1988,142666
mli,1989,146793
mli,1990,150786
mli,1991,153464
mli,1992,156201
mli,1993,158897
mli,1994,161346
mli,1995,163396
mli,1996,164873
mli,1997,165990
mli,1998,166791
mli,1999,167262
mli,2000,167408
mli,2001,168398
mli,2002,168904
mli,2003,169203
mli,2004,169666
mli,2005,170454
mli,2006,173664
mli,2007,177184
mli,2008,180588
mli,2009,183243
mli,2010,184881
mli,2011,187536
mli,2012,189201
mli,2013,190410
mli,2014,191878
mli,2015,194017
mli,2016,199096
mli,2017,204663
mli,2018,210391
mli,2019,215800
mli,2020,220641
mlt,1960,12430
mlt,1961,12362
mlt,1962,12249
mlt,1963,12145
mlt,1964,12102
mlt,1965,12102
mlt,1966,12227
mlt,1967,12415
mlt,1968,12620
mlt,1969,12811
mlt,1970,13038
mlt,1971,13329
mlt,1972,13511
mlt,1973,13622
mlt,1974,13668
mlt,1975,13758
mlt,1976,13764
mlt,1977,13712
mlt,1978,13727
mlt,1979,13736
mlt,1980,13773
mlt,1981,13825
mlt,1982,14042
mlt,1983,14095
mlt,1984,13905
mlt,1985,13925
mlt,1986,14376
mlt,1987,14730
mlt,1988,15125
mlt,1989,15522
mlt,1990,15872
mlt,1991,16628
mlt,1992,17096
mlt,1993,17549
mlt,1994,18008
mlt,1995,18438
mlt,1996,18811
mlt,1997,19191
mlt,1998,19560
mlt,1999,19929
mlt,2000,20335
mlt,2001,20837
mlt,2002,21414
mlt,2003,22050
mlt,2004,22741
mlt,2005,23459
mlt,2006,24051
mlt,2007,24665
mlt,2008,25510
mlt,2009,26662
mlt,2010,28031
mlt,2011,29324
mlt,2012,30970
mlt,2013,32920
mlt,2014,35082
mlt,2015,37314
mlt,2016,39621
mlt,2017,42013
mlt,2018,44733
mlt,2019,47806
mlt,2020,50265
mmr,1960,309411
mmr,1961,320007
mmr,1962,329181
mmr,1963,337260
mmr,1964,344747
mmr,1965,351846
mmr,1966,364826
mmr,1967,377077
mmr,1968,388295
mmr,1969,398136
mmr,1970,406475
mmr,1971,420272
mmr,1972,432966
mmr,1973,444369
mmr,1974,454244
mmr,1975,462568
mmr,1976,477063
mmr,1977,489739
mmr,1978,501148
mmr,1979,512058
mmr,1980,522859
mmr,1981,541256
mmr,1982,559007
mmr,1983,575571
mmr,1984,590295
mmr,1985,602965
mmr,1986,622121
mmr,1987,639452
mmr,1988,655072
mmr,1989,669159
mmr,1990,681870
mmr,1991,703685
mmr,1992,722976
mmr,1993,740177
mmr,1994,755925
mmr,1995,770562
mmr,1996,794336
mmr,1997,816199
mmr,1998,835592
mmr,1999,851651
mmr,2000,863964
mmr,2001,884559
mmr,2002,901686
mmr,2003,915305
mmr,2004,925390
mmr,2005,932188
mmr,2006,948732
mmr,2007,962874
mmr,2008,974989
mmr,2009,985419
mmr,2010,994797
mmr,2011,1016557
mmr,2012,1036966
mmr,2013,1058141
mmr,2014,1082815
mmr,2015,1112351
mmr,2016,1158794
mmr,2017,1208008
mmr,2018,1259164
mmr,2019,1311149
mmr,2020,1363660
mne,1960,12184
mne,1961,12371
mne,1962,12534
mne,1963,12657
mne,1964,12738
mne,1965,12763
mne,1966,13128
mne,1967,13485
mne,1968,13887
mne,1969,14407
mne,1970,15095
mne,1971,15525
mne,1972,16023
mne,1973,16526
mne,1974,16953
mne,1975,17248
mne,1976,17514
mne,1977,17680
mne,1978,17741
mne,1979,17695
mne,1980,17541
mne,1981,17491
mne,1982,17342
mne,1983,17152
mne,1984,16993
mne,1985,16904
mne,1986,17143
mne,1987,17515
mne,1988,18056
mne,1989,18798
mne,1990,19729
mne,1991,20649
mne,1992,21648
mne,1993,22709
mne,1994,23798
mne,1995,24904
mne,1996,25966
mne,1997,26978
mne,1998,27951
mne,1999,28913
mne,2000,29879
mne,2001,30995
mne,2002,32103
mne,2003,33138
mne,2004,33893
mne,2005,34353
mne,2006,34430
mne,2007,34258
mne,2008,33978
mne,2009,33759
mne,2010,33669
mne,2011,33865
mne,2012,34146
mne,2013,34561
mne,2014,35150
mne,2015,35935
mne,2016,37044
mne,2017,38289
mne,2018,39569
mne,2019,40781
mne,2020,41827
mng,1960,20151
mng,1961,21032
mng,1962,21778
mng,1963,22415
mng,1964,22987
mng,1965,23533
mng,1966,24163
mng,1967,24796
mng,1968,25431
mng,1969,26054
mng,1970,26669
mng,1971,27685
mng,1972,28638
mng,1973,29495
mng,1974,30244
mng,1975,30875
mng,1976,31552
mng,1977,32113
mng,1978,32615
mng,1979,33086
mng,1980,33568
mng,1981,34403
mng,1982,35179
mng,1983,35884
mng,1984,36502
mng,1985,37028
mng,1986,37927
mng,1987,38725
mng,1988,39406
mng,1989,39973
mng,1990,40427
mng,1991,40575
mng,1992,40484
mng,1993,40154
mng,1994,39587
mng,1995,38821
mng,1996,39234
mng,1997,39414
mng,1998,39393
mng,1999,39221
mng,2000,38912
mng,2001,39584
mng,2002,40129
mng,2003,40540
mng,2004,40780
mng,2005,40840
mng,2006,41812
mng,2007,42678
mng,2008,43397
mng,2009,43928
mng,2010,44247
mng,2011,45181
mng,2012,45965
mng,2013,46700
mng,2014,47525
mng,2015,48520
mng,2016,50107
mng,2017,51899
mng,2018,53849
mng,2019,55919
mng,2020,58094
moz,1960,105096
moz,1961,108831
moz,1962,112458
moz,1963,115974
moz,1964,119376
moz,1965,122674
moz,1966,126549
moz,1967,130329
moz,1968,134005
moz,1969,137534
moz,1970,140914
moz,1971,145100
moz,1972,149092
moz,1973,152985
moz,1974,156904
moz,1975,160899
moz,1976,165818
moz,1977,170739
moz,1978,175576
moz,1979,180180
moz,1980,184450
moz,1981,190086
moz,1982,195229
moz,1983,199489
moz,1984,202393
moz,1985,203717
moz,1986,206060
moz,1987,206490
moz,1988,205949
moz,1989,205648
moz,1990,206291
moz,1991,209285
moz,1992,214092
moz,1993,219867
moz,1994,225581
moz,1995,230656
moz,1996,236016
moz,1997,240054
moz,1998,243138
moz,1999,245683
moz,2000,247948
moz,2001,252075
moz,2002,255598
moz,2003,258441
moz,2004,260521
moz,2005,261818
moz,2006,265925
moz,2007,269127
moz,2008,271448
moz,2009,272952
moz,2010,273679
moz,2011,279592
moz,2012,284550
moz,2013,288625
moz,2014,291908
moz,2015,294439
moz,2016,303869
moz,2017,312911
moz,2018,321445
moz,2019,329244
moz,2020,336238
mrt,1960,8849
mrt,1961,9327
mrt,1962,9797
mrt,1963,10270
mrt,1964,10730
mrt,1965,11193
mrt,1966,11723
mrt,1967,12246
mrt,1968,12755
mrt,1969,13257
mrt,1970,13753
mrt,1971,14340
mrt,1972,14920
mrt,1973,15492
mrt,1974,16051
mrt,1975,16602
mrt,1976,17264
mrt,1977,17901
mrt,1978,18520
mrt,1979,19131
mrt,1980,19730
mrt,1981,20487
mrt,1982,21234
mrt,1983,21970
mrt,1984,22688
mrt,1985,23388
mrt,1986,24254
mrt,1987,25076
mrt,1988,25857
mrt,1989,26614
mrt,1990,27352
mrt,1991,28302
mrt,1992,29221
mrt,1993,30108
mrt,1994,30961
mrt,1995,31774
mrt,1996,32842
mrt,1997,33862
mrt,1998,34829
mrt,1999,35755
mrt,2000,36637
mrt,2001,37580
mrt,2002,38476
mrt,2003,39337
mrt,2004,40171
mrt,2005,40988
mrt,2006,42018
mrt,2007,43022
mrt,2008,44016
mrt,2009,44994
mrt,2010,45963
mrt,2011,47191
mrt,2012,48391
mrt,2013,49631
mrt,2014,50967
mrt,2015,52458
mrt,2016,54356
mrt,2017,56371
mrt,2018,58497
mrt,2019,60752
mrt,2020,63148
mus,1960,6623
mus,1961,6838
mus,1962,6992
mus,1963,7111
mus,1964,7217
mus,1965,7302
mus,1966,7511
mus,1967,7729
mus,1968,7936
mus,1969,8111
mus,1970,8230
mus,1971,8480
mus,1972,8667
mus,1973,8813
mus,1974,8940
mus,1975,9030
mus,1976,9740
mus,1977,10549
mus,1978,11446
mus,1979,12516
mus,1980,13677
mus,1981,14331
mus,1982,14903
mus,1983,15419
mus,1984,15988
mus,1985,16582
mus,1986,17275
mus,1987,18007
mus,1988,18711
mus,1989,19357
mus,1990,19866
mus,1991,20764
mus,1992,21579
mus,1993,22278
mus,1994,23016
mus,1995,23666
mus,1996,25062
mus,1997,26591
mus,1998,28071
mus,1999,29531
mus,2000,30824
mus,2001,31563
mus,2002,32181
mus,2003,32740
mus,2004,33217
mus,2005,33672
mus,2006,34661
mus,2007,35709
mus,2008,36853
mus,2009,38210
mus,2010,39912
