geo,time,sp_pop_65up_ma_in
abw,1960,540
abw,1961,580
abw,1962,624
abw,1963,656
abw,1964,696
abw,1965,742
abw,1966,788
abw,1967,842
abw,1968,896
abw,1969,965
abw,1970,1038
abw,1971,1145
abw,1972,1260
abw,1973,1374
abw,1974,1485
abw,1975,1585
abw,1976,1642
abw,1977,1687
abw,1978,1722
abw,1979,1764
abw,1980,1803
abw,1981,1843
abw,1982,1888
abw,1983,1932
abw,1984,1965
abw,1985,1977
abw,1986,1980
abw,1987,1968
abw,1988,1962
abw,1989,1976
abw,1990,2019
abw,1991,2040
abw,1992,2109
abw,1993,2211
abw,1994,2332
abw,1995,2452
abw,1996,2575
abw,1997,2678
abw,1998,2772
abw,1999,2874
abw,2000,2984
abw,2001,3120
abw,2002,3269
abw,2003,3426
abw,2004,3579
abw,2005,3723
abw,2006,3878
abw,2007,4019
abw,2008,4149
abw,2009,4292
abw,2010,4461
abw,2011,4619
abw,2012,4796
abw,2013,4994
abw,2014,5202
abw,2015,5409
abw,2016,5641
abw,2017,5864
abw,2018,6093
abw,2019,6326
abw,2020,6582
afg,1960,136008
afg,1961,138633
afg,1962,140446
afg,1963,141463
afg,1964,141751
afg,1965,141324
afg,1966,144379
afg,1967,146848
afg,1968,148651
afg,1969,149704
afg,1970,149961
afg,1971,153488
afg,1972,156330
afg,1973,158391
afg,1974,159611
afg,1975,159945
afg,1976,163253
afg,1977,165181
afg,1978,165265
afg,1979,163051
afg,1980,158394
afg,1981,157480
afg,1982,153685
afg,1983,147422
afg,1984,139244
afg,1985,129454
afg,1986,128796
afg,1987,128222
afg,1988,128325
afg,1989,129651
afg,1990,132068
afg,1991,143003
afg,1992,158244
afg,1993,176084
afg,1994,194295
afg,1995,211628
afg,1996,220117
afg,1997,224095
afg,1998,225520
afg,1999,226857
afg,2000,229548
afg,2001,236176
afg,2002,244999
afg,2003,255015
afg,2004,264882
afg,2005,273779
afg,2006,285368
afg,2007,294997
afg,2008,303492
afg,2009,312173
afg,2010,322056
afg,2011,334412
afg,2012,348538
afg,2013,363833
afg,2014,379274
afg,2015,394172
afg,2016,412202
afg,2017,429085
afg,2018,445277
afg,2019,461518
afg,2020,478367
ago,1960,77066
ago,1961,79095
ago,1962,80403
ago,1963,81180
ago,1964,81588
ago,1965,81640
ago,1966,82551
ago,1967,83427
ago,1968,84042
ago,1969,84358
ago,1970,84637
ago,1971,87684
ago,1972,90589
ago,1973,93390
ago,1974,96071
ago,1975,98556
ago,1976,100546
ago,1977,102560
ago,1978,104579
ago,1979,106557
ago,1980,108522
ago,1981,111891
ago,1982,115050
ago,1983,117985
ago,1984,120689
ago,1985,123147
ago,1986,126453
ago,1987,129422
ago,1988,132261
ago,1989,135228
ago,1990,138479
ago,1991,143358
ago,1992,148267
ago,1993,153106
ago,1994,157787
ago,1995,162261
ago,1996,168299
ago,1997,174027
ago,1998,179394
ago,1999,184295
ago,2000,188683
ago,2001,194438
ago,2002,199650
ago,2003,204401
ago,2004,208767
ago,2005,212801
ago,2006,218705
ago,2007,224165
ago,2008,229404
ago,2009,234707
ago,2010,240242
ago,2011,248639
ago,2012,257171
ago,2013,265466
ago,2014,273002
ago,2015,279632
ago,2016,288603
ago,2017,296687
ago,2018,304406
ago,2019,312411
ago,2020,321122
alb,1960,39149
alb,1961,40246
alb,1962,41657
alb,1963,43225
alb,1964,44776
alb,1965,46170
alb,1966,47107
alb,1967,47971
alb,1968,48945
alb,1969,50077
alb,1970,51239
alb,1971,52408
alb,1972,53668
alb,1973,54923
alb,1974,56229
alb,1975,57629
alb,1976,59298
alb,1977,61034
alb,1978,62737
alb,1979,64386
alb,1980,66072
alb,1981,67800
alb,1982,69568
alb,1983,71270
alb,1984,72811
alb,1985,74137
alb,1986,75522
alb,1987,76727
alb,1988,77815
alb,1989,79818
alb,1990,81617
alb,1991,83349
alb,1992,85269
alb,1993,87357
alb,1994,89572
alb,1995,91944
alb,1996,93938
alb,1997,96226
alb,1998,98772
alb,1999,101475
alb,2000,104191
alb,2001,107726
alb,2002,111883
alb,2003,115958
alb,2004,120064
alb,2005,124234
alb,2006,129763
alb,2007,135155
alb,2008,140504
alb,2009,145872
alb,2010,151329
alb,2011,155980
alb,2012,160717
alb,2013,165445
alb,2014,170294
alb,2015,175220
alb,2016,179619
alb,2017,184503
alb,2018,189497
alb,2019,194613
alb,2020,199964
are,1960,1457
are,1961,1446
are,1962,1494
are,1963,1550
are,1964,1570
are,1965,1538
are,1966,1478
are,1967,1410
are,1968,1384
are,1969,1444
are,1970,1614
are,1971,1656
are,1972,1982
are,1973,2619
are,1974,3563
are,1975,4786
are,1976,5494
are,1977,6362
are,1978,7331
are,1979,8213
are,1980,8826
are,1981,9188
are,1982,9180
are,1983,9008
are,1984,8953
are,1985,9134
are,1986,9377
are,1987,9883
are,1988,10598
are,1989,11377
are,1990,12114
are,1991,12659
are,1992,13180
are,1993,13663
are,1994,14132
are,1995,14611
are,1996,15493
are,1997,16727
are,1998,18158
are,1999,19497
are,2000,20545
are,2001,20463
are,2002,20351
are,2003,20731
are,2004,22171
are,2005,24945
are,2006,26532
are,2007,29511
are,2008,33214
are,2009,36835
are,2010,39782
are,2011,45858
are,2012,51003
are,2013,54797
are,2014,57206
are,2015,58522
are,2016,62038
are,2017,65313
are,2018,68980
are,2019,74489
are,2020,83085
arg,1960,546774
arg,1961,568231
arg,1962,588720
arg,1963,608557
arg,1964,628145
arg,1965,647780
arg,1966,672356
arg,1967,696215
arg,1968,719185
arg,1969,741073
arg,1970,761833
arg,1971,787657
arg,1972,811769
arg,1973,834076
arg,1974,854380
arg,1975,872612
arg,1976,897032
arg,1977,918825
arg,1978,938410
arg,1979,956512
arg,1980,973778
arg,1981,994297
arg,1982,1014730
arg,1983,1034866
arg,1984,1054177
arg,1985,1072531
arg,1986,1100812
arg,1987,1125867
arg,1988,1148690
arg,1989,1170705
arg,1990,1192488
arg,1991,1222498
arg,1992,1251563
arg,1993,1279181
arg,1994,1304351
arg,1995,1326742
arg,1996,1356409
arg,1997,1383402
arg,1998,1407631
arg,1999,1428952
arg,2000,1447485
arg,2001,1472740
arg,2002,1494219
arg,2003,1513261
arg,2004,1531461
arg,2005,1549833
arg,2006,1576124
arg,2007,1601877
arg,2008,1627868
arg,2009,1654908
arg,2010,1679266
arg,2011,1720224
arg,2012,1761106
arg,2013,1801781
arg,2014,1842075
arg,2015,1881996
arg,2016,1929693
arg,2017,1976159
arg,2018,2021288
arg,2019,2064768
arg,2020,2106672
arm,1960,52093
arm,1961,51977
arm,1962,51797
arm,1963,51631
arm,1964,51572
arm,1965,51700
arm,1966,52490
arm,1967,53459
arm,1968,54561
arm,1969,55710
arm,1970,56856
arm,1971,58906
arm,1972,60649
arm,1973,62174
arm,1974,63616
arm,1975,65057
arm,1976,66876
arm,1977,68711
arm,1978,70261
arm,1979,71071
arm,1980,70965
arm,1981,70630
arm,1982,69601
arm,1983,68303
arm,1984,67302
arm,1985,66964
arm,1986,66964
arm,1987,67300
arm,1988,68240
arm,1989,70160
arm,1990,73193
arm,1991,79543
arm,1992,86678
arm,1993,93930
arm,1994,100550
arm,1995,106358
arm,1996,110582
arm,1997,113817
arm,1998,116731
arm,1999,120169
arm,2000,124467
arm,2001,129758
arm,2002,135892
arm,2003,141715
arm,2004,145497
arm,2005,146327
arm,2006,145025
arm,2007,141200
arm,2008,136108
arm,2009,131486
arm,2010,128386
arm,2011,126331
arm,2012,125612
arm,2013,125780
arm,2014,126215
arm,2015,126587
arm,2016,127970
arm,2017,129301
arm,2018,130886
arm,2019,133211
arm,2020,136519
atg,1960,670
atg,1961,706
atg,1962,733
atg,1963,761
atg,1964,793
atg,1965,827
atg,1966,875
atg,1967,919
atg,1968,956
atg,1969,992
atg,1970,1028
atg,1971,1101
atg,1972,1161
atg,1973,1204
atg,1974,1235
atg,1975,1245
atg,1976,1309
atg,1977,1373
atg,1978,1428
atg,1979,1476
atg,1980,1509
atg,1981,1581
atg,1982,1651
atg,1983,1719
atg,1984,1780
atg,1985,1841
atg,1986,1909
atg,1987,1989
atg,1988,2066
atg,1989,2156
atg,1990,2248
atg,1991,2247
atg,1992,2245
atg,1993,2248
atg,1994,2247
atg,1995,2246
atg,1996,2259
atg,1997,2266
atg,1998,2263
atg,1999,2257
atg,2000,2244
atg,2001,2290
atg,2002,2344
atg,2003,2409
atg,2004,2483
atg,2005,2577
atg,2006,2623
atg,2007,2680
atg,2008,2749
atg,2009,2835
atg,2010,2936
atg,2011,3031
atg,2012,3135
atg,2013,3249
atg,2014,3366
atg,2015,3497
atg,2016,3631
atg,2017,3764
atg,2018,3904
atg,2019,4056
atg,2020,4221
aus,1960,381634
aus,1961,388058
aus,1962,395644
aus,1963,400760
aus,1964,405696
aus,1965,410402
aus,1966,416532
aus,1967,418317
aus,1968,422329
aus,1969,427984
aus,1970,433306
aus,1971,453897
aus,1972,467209
aus,1973,479248
aus,1974,497192
aus,1975,510020
aus,1976,525296
aus,1977,542696
aus,1978,560833
aus,1979,577311
aus,1980,592442
aus,1981,612353
aus,1982,629917
aus,1983,643759
aus,1984,658281
aus,1985,677137
aus,1986,700248
aus,1987,724869
aus,1988,751765
aus,1989,779198
aus,1990,804497
aus,1991,832735
aus,1992,859444
aus,1993,882832
aus,1994,905462
aus,1995,928120
aus,1996,952983
aus,1997,975114
aus,1998,995941
aus,1999,1017994
aus,2000,1041809
aus,2001,1069478
aus,2002,1096634
aus,2003,1125002
aus,2004,1153453
aus,2005,1184676
aus,2006,1212527
aus,2007,1230165
aus,2008,1267150
aus,2009,1310686
aus,2010,1354927
aus,2011,1407757
aus,2012,1471103
aus,2013,1536942
aus,2014,1598341
aus,2015,1656493
aus,2016,1717410
aus,2017,1778788
aus,2018,1837298
aus,2019,1897754
aus,2020,1957459
aut,1960,332054
aut,1961,337722
aut,1962,343668
aut,1963,349673
aut,1964,355634
aut,1965,361465
aut,1966,370619
aut,1967,379310
aut,1968,386224
aut,1969,391282
aut,1970,395105
aut,1971,402617
aut,1972,409094
aut,1973,414079
aut,1974,416238
aut,1975,415391
aut,1976,419664
aut,1977,423604
aut,1978,424988
aut,1979,422456
aut,1980,416399
aut,1981,412051
aut,1982,402818
aut,1983,390886
aut,1984,381052
aut,1985,374698
aut,1986,375396
aut,1987,378932
aut,1988,384483
aut,1989,391255
aut,1990,398380
aut,1991,408885
aut,1992,418890
aut,1993,426682
aut,1994,431392
aut,1995,433766
aut,1996,440813
aut,1997,446810
aut,1998,452370
aut,1999,458423
aut,2000,465167
aut,2001,476540
aut,2002,488241
aut,2003,500280
aut,2004,514225
aut,2005,530215
aut,2006,548210
aut,2007,566791
aut,2008,585902
aut,2009,603844
aut,2010,619942
aut,2011,635402
aut,2012,650168
aut,2013,664713
aut,2014,679926
aut,2015,697241
aut,2016,710023
aut,2017,719197
aut,2018,726772
aut,2019,735141
aut,2020,745274
aze,1960,85799
aze,1961,86864
aze,1962,88172
aze,1963,89456
aze,1964,90380
aze,1965,90768
aze,1966,91531
aze,1967,91965
aze,1968,92210
aze,1969,92428
aze,1970,92749
aze,1971,94644
aze,1972,96215
aze,1973,97575
aze,1974,98927
aze,1975,100344
aze,1976,102667
aze,1977,105031
aze,1978,106932
aze,1979,107637
aze,1980,106831
aze,1981,106443
aze,1982,105046
aze,1983,103133
aze,1984,101315
aze,1985,100001
aze,1986,100499
aze,1987,101290
aze,1988,103002
aze,1989,106483
aze,1990,111068
aze,1991,118273
aze,1992,127111
aze,1993,136622
aze,1994,145692
aze,1995,153873
aze,1996,162833
aze,1997,170880
aze,1998,178479
aze,1999,186083
aze,2000,193830
aze,2001,204163
aze,2002,214386
aze,2003,223354
aze,2004,229637
aze,2005,232556
aze,2006,233057
aze,2007,230818
aze,2008,228953
aze,2009,226306
aze,2010,221709
aze,2011,221064
aze,2012,220544
aze,2013,220725
aze,2014,222589
aze,2015,226763
aze,2016,234391
aze,2017,244201
aze,2018,256083
aze,2019,270017
aze,2020,285535
bdi,1960,34844
bdi,1961,35840
bdi,1962,36710
bdi,1963,37485
bdi,1964,38212
bdi,1965,38899
bdi,1966,40122
bdi,1967,41316
bdi,1968,42399
bdi,1969,43254
bdi,1970,43831
bdi,1971,45989
bdi,1972,47963
bdi,1973,49854
bdi,1974,51754
bdi,1975,53706
bdi,1976,54446
bdi,1977,55167
bdi,1978,55845
bdi,1979,56396
bdi,1980,56743
bdi,1981,57726
bdi,1982,58535
bdi,1983,59151
bdi,1984,59582
bdi,1985,59866
bdi,1986,60837
bdi,1987,61685
bdi,1988,62361
bdi,1989,62799
bdi,1990,62965
bdi,1991,63694
bdi,1992,63987
bdi,1993,63830
bdi,1994,63240
bdi,1995,62266
bdi,1996,63585
bdi,1997,64680
bdi,1998,65565
bdi,1999,66241
bdi,2000,66691
bdi,2001,67676
bdi,2002,68556
bdi,2003,69281
bdi,2004,69801
bdi,2005,70061
bdi,2006,71882
bdi,2007,73746
bdi,2008,75578
bdi,2009,77288
bdi,2010,78861
bdi,2011,80742
bdi,2012,82474
bdi,2013,84438
bdi,2014,87203
bdi,2015,91095
bdi,2016,96579
bdi,2017,102943
bdi,2018,110024
bdi,2019,117603
bdi,2020,125554
bel,1960,463393
bel,1961,469294
bel,1962,475270
bel,1963,482683
bel,1964,490766
bel,1965,498430
bel,1966,509015
bel,1967,518360
bel,1968,525849
bel,1969,531287
bel,1970,534080
bel,1971,542058
bel,1972,548557
bel,1973,552629
bel,1974,555514
bel,1975,557443
bel,1976,564591
bel,1977,570968
bel,1978,575147
bel,1979,574838
bel,1980,569126
bel,1981,565221
bel,1982,555822
bel,1983,544662
bel,1984,536486
bel,1985,533996
bel,1986,542539
bel,1987,555677
bel,1988,572198
bel,1989,587764
bel,1990,599904
bel,1991,615414
bel,1992,628273
bel,1993,638972
bel,1994,648324
bel,1995,656949
bel,1996,669653
bel,1997,682038
bel,1998,693435
bel,1999,703672
bel,2000,712468
bel,2001,723706
bel,2002,734230
bel,2003,743076
bel,2004,750385
bel,2005,756936
bel,2006,765450
bel,2007,772176
bel,2008,778503
bel,2009,786498
bel,2010,798492
bel,2011,816898
bel,2012,832718
bel,2013,848941
bel,2014,864720
bel,2015,880597
bel,2016,900658
bel,2017,919058
bel,2018,937917
bel,2019,958228
bel,2020,979201
ben,1960,56073
ben,1961,56263
ben,1962,56135
ben,1963,55750
ben,1964,55216
ben,1965,54584
ben,1966,55946
ben,1967,57246
ben,1968,58459
ben,1969,59513
ben,1970,60402
ben,1971,61840
ben,1972,63111
ben,1973,64204
ben,1974,65085
ben,1975,65745
ben,1976,66949
ben,1977,67928
ben,1978,68685
ben,1979,69236
ben,1980,69575
ben,1981,70454
ben,1982,71150
ben,1983,71661
ben,1984,71989
ben,1985,72142
ben,1986,73242
ben,1987,74221
ben,1988,75106
ben,1989,75939
ben,1990,76733
ben,1991,78268
ben,1992,79833
ben,1993,81397
ben,1994,82895
ben,1995,84322
ben,1996,85803
ben,1997,87130
ben,1998,88389
ben,1999,89672
ben,2000,91052
ben,2001,93224
ben,2002,95418
ben,2003,97712
ben,2004,100219
ben,2005,102985
ben,2006,106919
ben,2007,111051
ben,2008,115186
ben,2009,119080
ben,2010,122615
ben,2011,126412
ben,2012,129896
ben,2013,133332
ben,2014,137099
ben,2015,141404
ben,2016,146646
ben,2017,152300
ben,2018,158294
ben,2019,164483
ben,2020,170821
bfa,1960,60609
bfa,1961,62579
bfa,1962,64236
bfa,1963,65574
bfa,1964,66597
bfa,1965,67306
bfa,1966,69716
bfa,1967,71850
bfa,1968,73662
bfa,1969,75138
bfa,1970,76260
bfa,1971,78899
bfa,1972,81248
bfa,1973,83279
bfa,1974,84975
bfa,1975,86308
bfa,1976,89344
bfa,1977,92017
bfa,1978,94349
bfa,1979,96377
bfa,1980,98112
bfa,1981,101492
bfa,1982,104741
bfa,1983,107783
bfa,1984,110516
bfa,1985,112891
bfa,1986,115747
bfa,1987,118259
bfa,1988,120373
bfa,1989,122023
bfa,1990,123180
bfa,1991,124831
bfa,1992,125949
bfa,1993,126582
bfa,1994,126737
bfa,1995,126417
bfa,1996,127168
bfa,1997,127462
bfa,1998,127375
bfa,1999,127006
bfa,2000,126426
bfa,2001,128077
bfa,2002,129543
bfa,2003,130871
bfa,2004,132098
bfa,2005,133252
bfa,2006,136692
bfa,2007,140098
bfa,2008,143405
bfa,2009,146540
bfa,2010,149465
bfa,2011,154015
bfa,2012,158439
bfa,2013,162738
bfa,2014,166868
bfa,2015,170861
bfa,2016,176292
bfa,2017,181519
bfa,2018,186790
bfa,2019,192394
bfa,2020,198527
bgd,1960,695113
bgd,1961,716945
bgd,1962,737896
bgd,1963,758245
bgd,1964,778614
bgd,1965,799788
bgd,1966,838044
bgd,1967,875785
bgd,1968,911599
bgd,1969,944359
bgd,1970,974059
bgd,1971,1019550
bgd,1972,1061491
bgd,1973,1101528
bgd,1974,1141429
bgd,1975,1182745
bgd,1976,1221993
bgd,1977,1258928
bgd,1978,1293082
bgd,1979,1324400
bgd,1980,1353171
bgd,1981,1389184
bgd,1982,1421058
bgd,1983,1448238
bgd,1984,1470374
bgd,1985,1487844
bgd,1986,1539441
bgd,1987,1589518
bgd,1988,1637855
bgd,1989,1684413
bgd,1990,1729692
bgd,1991,1794390
bgd,1992,1856583
bgd,1993,1917277
bgd,1994,1977723
bgd,1995,2039227
bgd,1996,2141364
bgd,1997,2244585
bgd,1998,2349416
bgd,1999,2456381
bgd,2000,2565809
bgd,2001,2678576
bgd,2002,2789572
bgd,2003,2898698
bgd,2004,3006069
bgd,2005,3111752
bgd,2006,3227681
bgd,2007,3336373
bgd,2008,3437327
bgd,2009,3530475
bgd,2010,3616400
bgd,2011,3717141
bgd,2012,3814504
bgd,2013,3904842
bgd,2014,3981967
bgd,2015,4043278
bgd,2016,4107425
bgd,2017,4157936
bgd,2018,4205144
bgd,2019,4263092
bgd,2020,4340953
bgr,1960,264031
bgr,1961,271343
bgr,1962,279425
bgr,1963,288360
bgr,1964,298251
bgr,1965,308827
bgr,1966,320571
bgr,1967,332554
bgr,1968,345112
bgr,1969,358250
bgr,1970,371394
bgr,1971,384374
bgr,1972,396492
bgr,1973,408446
bgr,1974,420897
bgr,1975,432603
bgr,1976,445972
bgr,1977,459791
bgr,1978,470086
bgr,1979,476242
bgr,1980,478267
bgr,1981,476225
bgr,1982,468916
bgr,1983,459728
bgr,1984,453526
bgr,1985,451892
bgr,1986,461337
bgr,1987,475251
bgr,1988,490876
bgr,1989,499485
bgr,1990,502861
bgr,1991,513597
bgr,1992,522107
bgr,1993,530641
bgr,1994,540594
bgr,1995,549107
bgr,1996,559193
bgr,1997,567194
bgr,1998,572737
bgr,1999,575985
bgr,2000,576295
bgr,2001,572246
bgr,2002,564037
bgr,2003,561198
bgr,2004,556975
bgr,2005,551767
bgr,2006,550189
bgr,2007,547689
bgr,2008,545163
bgr,2009,543958
bgr,2010,544416
bgr,2011,551172
bgr,2012,559852
bgr,2013,569026
bgr,2014,576804
bgr,2015,581888
bgr,2016,589468
bgr,2017,593761
bgr,2018,595668
bgr,2019,596260
bgr,2020,596633
bhr,1960,2440
bhr,1961,2406
bhr,1962,2321
bhr,1963,2183
bhr,1964,1985
bhr,1965,1731
bhr,1966,1867
bhr,1967,2025
bhr,1968,2228
bhr,1969,2480
bhr,1970,2808
bhr,1971,2888
bhr,1972,2995
bhr,1973,3130
bhr,1974,3273
bhr,1975,3429
bhr,1976,3538
bhr,1977,3649
bhr,1978,3763
bhr,1979,3896
bhr,1980,4051
bhr,1981,4514
bhr,1982,4959
bhr,1983,5369
bhr,1984,5729
bhr,1985,6022
bhr,1986,5919
bhr,1987,5837
bhr,1988,5804
bhr,1989,5830
bhr,1990,5889
bhr,1991,6182
bhr,1992,6460
bhr,1993,6723
bhr,1994,6955
bhr,1995,7139
bhr,1996,7351
bhr,1997,7563
bhr,1998,7777
bhr,1999,8035
bhr,2000,8342
bhr,2001,8462
bhr,2002,8696
bhr,2003,9048
bhr,2004,9495
bhr,2005,10024
bhr,2006,10401
bhr,2007,10880
bhr,2008,11413
bhr,2009,11979
bhr,2010,12615
bhr,2011,13680
bhr,2012,14547
bhr,2013,15252
bhr,2014,15924
bhr,2015,16662
bhr,2016,17568
bhr,2017,18817
bhr,2018,20433
bhr,2019,22423
bhr,2020,24687
bhs,1960,1690
bhs,1961,1725
bhs,1962,1767
bhs,1963,1809
bhs,1964,1865
bhs,1965,1921
bhs,1966,1990
bhs,1967,2066
bhs,1968,2149
bhs,1969,2235
bhs,1970,2315
bhs,1971,2451
bhs,1972,2551
bhs,1973,2639
bhs,1974,2731
bhs,1975,2831
bhs,1976,2985
bhs,1977,3169
bhs,1978,3375
bhs,1979,3577
bhs,1980,3751
bhs,1981,3878
bhs,1982,3961
bhs,1983,4022
bhs,1984,4072
bhs,1985,4129
bhs,1986,4204
bhs,1987,4294
bhs,1988,4391
bhs,1989,4490
bhs,1990,4591
bhs,1991,4761
bhs,1992,4931
bhs,1993,5095
bhs,1994,5262
bhs,1995,5427
bhs,1996,5644
bhs,1997,5853
bhs,1998,6071
bhs,1999,6311
bhs,2000,6575
bhs,2001,6863
bhs,2002,7154
bhs,2003,7426
bhs,2004,7670
bhs,2005,7907
bhs,2006,8213
bhs,2007,8519
bhs,2008,8831
bhs,2009,9129
bhs,2010,9409
bhs,2011,9707
bhs,2012,9992
bhs,2013,10282
bhs,2014,10583
bhs,2015,10904
bhs,2016,11331
bhs,2017,11763
bhs,2018,12222
bhs,2019,12721
bhs,2020,13275
bih,1960,46817
bih,1961,49386
bih,1962,52199
bih,1963,55172
bih,1964,58193
bih,1965,61196
bih,1966,64249
bih,1967,67060
bih,1968,69722
bih,1969,72385
bih,1970,75158
bih,1971,79219
bih,1972,83038
bih,1973,86361
bih,1974,88921
bih,1975,90610
bih,1976,93847
bih,1977,96680
bih,1978,98919
bih,1979,100201
bih,1980,100388
bih,1981,99358
bih,1982,97357
bih,1983,94949
bih,1984,92850
bih,1985,91478
bih,1986,92944
bih,1987,95145
bih,1988,98168
bih,1989,102050
bih,1990,106719
bih,1991,113468
bih,1992,120060
bih,1993,126358
bih,1994,132481
bih,1995,138751
bih,1996,143252
bih,1997,148050
bih,1998,153413
bih,1999,159585
bih,2000,166505
bih,2001,176112
bih,2002,186777
bih,2003,197278
bih,2004,205763
bih,2005,211230
bih,2006,215322
bih,2007,216316
bih,2008,215385
bih,2009,214262
bih,2010,213832
bih,2011,212497
bih,2012,211108
bih,2013,209529
bih,2014,208182
bih,2015,207959
bih,2016,214748
bih,2017,223047
bih,2018,232358
bih,2019,241849
bih,2020,250968
blr,1960,241619
blr,1961,242471
blr,1962,242944
blr,1963,243330
blr,1964,243993
blr,1965,245092
blr,1966,250517
blr,1967,256229
blr,1968,262056
blr,1969,267721
blr,1970,272916
blr,1971,282191
blr,1972,290238
blr,1973,297139
blr,1974,303272
blr,1975,308917
blr,1976,314855
blr,1977,321135
blr,1978,326389
blr,1979,328227
blr,1980,326093
blr,1981,323192
blr,1982,317010
blr,1983,309479
blr,1984,303120
blr,1985,299350
blr,1986,301467
blr,1987,305199
blr,1988,309883
blr,1989,317531
blr,1990,328205
blr,1991,343799
blr,1992,362369
blr,1993,381353
blr,1994,396756
blr,1995,407631
blr,1996,420613
blr,1997,428755
blr,1998,433856
blr,1999,438501
blr,2000,443748
blr,2001,454576
blr,2002,464842
blr,2003,472346
blr,2004,473975
blr,2005,468093
blr,2006,463785
blr,2007,454361
blr,2008,442229
blr,2009,430868
blr,2010,421921
blr,2011,421945
blr,2012,424067
blr,2013,427709
blr,2014,431827
blr,2015,435946
blr,2016,441398
blr,2017,447624
blr,2018,456525
blr,2019,467867
blr,2020,478489
blz,1960,1819
blz,1961,1882
blz,1962,1949
blz,1963,2013
blz,1964,2075
blz,1965,2142
blz,1966,2226
blz,1967,2307
blz,1968,2378
blz,1969,2450
blz,1970,2521
blz,1971,2609
blz,1972,2695
blz,1973,2771
blz,1974,2838
blz,1975,2913
blz,1976,2953
blz,1977,2989
blz,1978,3030
blz,1979,3053
blz,1980,3073
blz,1981,3128
blz,1982,3173
blz,1983,3211
blz,1984,3241
blz,1985,3268
blz,1986,3336
blz,1987,3407
blz,1988,3483
blz,1989,3576
blz,1990,3675
blz,1991,3812
blz,1992,3963
blz,1993,4132
blz,1994,4311
blz,1995,4500
blz,1996,4523
blz,1997,4551
blz,1998,4590
blz,1999,4630
blz,2000,4678
blz,2001,4722
blz,2002,4758
blz,2003,4769
blz,2004,4763
blz,2005,4732
blz,2006,5054
blz,2007,5412
blz,2008,5807
blz,2009,6264
blz,2010,6792
blz,2011,7058
blz,2012,7331
blz,2013,7623
blz,2014,7935
blz,2015,8268
blz,2016,8594
blz,2017,8934
blz,2018,9299
blz,2019,9687
blz,2020,10090
bol,1960,74437
bol,1961,74695
bol,1962,74685
bol,1963,74464
bol,1964,74120
bol,1965,73686
bol,1966,74508
bol,1967,75268
bol,1968,75985
bol,1969,76669
bol,1970,77345
bol,1971,79146
bol,1972,80913
bol,1973,82668
bol,1974,84455
bol,1975,86291
bol,1976,89164
bol,1977,92109
bol,1978,95037
bol,1979,97822
bol,1980,100400
bol,1981,104217
bol,1982,108035
bol,1983,111960
bol,1984,116092
bol,1985,120500
bol,1986,124667
bol,1987,128924
bol,1988,133390
bol,1989,138196
bol,1990,143415
bol,1991,148690
bol,1992,154293
bol,1993,160051
bol,1994,165752
bol,1995,171268
bol,1996,177900
bol,1997,184488
bol,1998,191073
bol,1999,197705
bol,2000,204440
bol,2001,211008
bol,2002,217569
bol,2003,224313
bol,2004,231477
bol,2005,239207
bol,2006,247418
bol,2007,256101
bol,2008,265216
bol,2009,274654
bol,2010,284371
bol,2011,295192
bol,2012,306155
bol,2013,317285
bol,2014,328637
bol,2015,340256
bol,2016,352663
bol,2017,365198
bol,2018,377907
bol,2019,390819
bol,2020,404006
bra,1960,986825
bra,1961,1031540
bra,1962,1077309
bra,1963,1122884
bra,1964,1166612
bra,1965,1207855
bra,1966,1253761
bra,1967,1297893
bra,1968,1341509
bra,1969,1386182
bra,1970,1433055
bra,1971,1492189
bra,1972,1551370
bra,1973,1610830
bra,1974,1670793
bra,1975,1731357
bra,1976,1803244
bra,1977,1874027
bra,1978,1943276
bra,1979,2010047
bra,1980,2074043
bra,1981,2144272
bra,1982,2210774
bra,1983,2274652
bra,1984,2337901
bra,1985,2402427
bra,1986,2485029
bra,1987,2567089
bra,1988,2649508
bra,1989,2734054
bra,1990,2822246
bra,1991,2942488
bra,1992,3063882
bra,1993,3183581
bra,1994,3297661
bra,1995,3404582
bra,1996,3526869
bra,1997,3641228
bra,1998,3753242
bra,1999,3870596
bra,2000,3997898
bra,2001,4157081
bra,2002,4327644
bra,2003,4503489
bra,2004,4675374
bra,2005,4839272
bra,2006,5022034
bra,2007,5196680
bra,2008,5370927
bra,2009,5555294
bra,2010,5756285
bra,2011,5989222
bra,2012,6232524
bra,2013,6488695
bra,2014,6760250
bra,2015,7049275
bra,2016,7369204
bra,2017,7704047
bra,2018,8051645
bra,2019,8409002
bra,2020,8775798
brb,1960,4492
brb,1961,4577
brb,1962,4695
brb,1963,4847
brb,1964,5029
brb,1965,5250
brb,1966,5554
brb,1967,5897
brb,1968,6264
brb,1969,6632
brb,1970,7002
brb,1971,7477
brb,1972,8021
brb,1973,8647
brb,1974,9346
brb,1975,10077
brb,1976,10308
brb,1977,10469
brb,1978,10591
brb,1979,10664
brb,1980,10674
brb,1981,10760
brb,1982,10777
brb,1983,10737
brb,1984,10661
brb,1985,10562
brb,1986,10566
brb,1987,10545
brb,1988,10516
brb,1989,10482
brb,1990,10443
brb,1991,10664
brb,1992,10895
brb,1993,11143
brb,1994,11394
brb,1995,11647
brb,1996,11958
brb,1997,12291
