geo,time,bm_gsr_mrch_cd
atg,1983,99718518.51852
atg,1984,150166666.66667
atg,1985,174800000
atg,1986,212492592.59259
atg,1987,222014814.81482
atg,1988,204500000
atg,1989,246329629.62963
atg,1990,235440740.74074
atg,1991,258785185.18518
atg,1992,261770370.37037
atg,1993,270429629.62963
atg,1994,287503703.7037
atg,1995,291040740.74074
atg,1996,309940740.74074
atg,1997,313855555.55556
atg,1998,320837037.03704
atg,1999,352705185.18519
atg,2000,342390740.74074
atg,2001,317498518.51852
atg,2002,302992222.22222
atg,2003,352284404.07407
atg,2004,402358690.37037
atg,2005,455354766.66667
atg,2006,559702264.44444
atg,2007,648910962.96296
atg,2008,669885794.07407
atg,2009,478906695.55556
atg,2010,453883552.96296
atg,2011,430720477.03704
atg,2012,483547436.66667
atg,2013,494380492.22222
atg,2014,532352266.30578
atg,2015,426109557.43067
atg,2016,443151157.44815
atg,2017,493872461.36978
atg,2018,622729546.1
atg,2019,626763854.24383
atg,2020,436570985.33256
aus,1989,40461945640.8904
aus,1990,39236085998.3736
aus,1991,38782895981.79569
aus,1992,41100809474.0364
aus,1993,42641871557.38
aus,1994,50624768683.1302
aus,1995,57543973204.52
aus,1996,61005952689.2541
aus,1997,63033171009.21729
aus,1998,61075069811.2822
aus,1999,65686465015.9329
aus,2000,68928612290.78951
aus,2001,62006172593.9128
aus,2002,70731725169.52431
aus,2003,86235633642.4272
aus,2004,105747013710.498
aus,2005,121206968219.66
aus,2006,136761499170.761
aus,2007,163676189655.112
aus,2008,196733837737.77896
aus,2009,162252981128.72501
aus,2010,202474212897.93097
aus,2011,249182131076.79599
aus,2012,266665469821.62897
aus,2013,246865630776.82401
aus,2014,238479964100.901
aus,2015,207225205215.01999
aus,2016,198702570114.04697
aus,2017,221063606870.039
aus,2018,237122119992.29599
aus,2019,223427196266.88696
aus,2020,210905112655.039
aut,2005,113094169446.217
aut,2006,126270197291.79601
aut,2007,151479590866.776
aut,2008,170245763277.20401
aut,2009,132493550933.87
aut,2010,146871813411.97699
aut,2011,175314319193.276
aut,2012,164244304981.84
aut,2013,165642608225.103
aut,2014,166436117260.81699
aut,2015,140783172244.14099
aut,2016,142629088286.59
aut,2017,157049268473.21799
aut,2018,174896031205.129
aut,2019,165775564353.76099
aut,2020,154654118498.94699
aut,2021,201219854212.98697
aze,1995,985432000
aze,1996,1337583000
aze,1997,1375164000
aze,1998,1723903000
aze,1999,1433392000
aze,2000,1539005000
aze,2001,1465064000
aze,2002,1802888000
aze,2003,2703993000
aze,2004,3464352000
aze,2005,4151643000
aze,2006,4953862000
aze,2007,5876763000
aze,2008,7305041000
aze,2009,6113466000
aze,2010,6306941000
aze,2011,9867911000
aze,2012,9963489000
aze,2013,11172912000
aze,2014,9332001000
aze,2015,9773629000
aze,2016,9004176000
aze,2017,9037316000
aze,2018,10952441000
aze,2019,11335316000
aze,2020,10076564000
bdi,1985,149696642.03833
bdi,1986,165304553.91166
bdi,1987,159172789.2331
bdi,1988,166060044.87339
bdi,1989,151405462.18487
bdi,1990,189021758.43586
bdi,1991,195925810.46952
bdi,1992,181773957.12649
bdi,1993,172843726.83088
bdi,1994,172593875.22881
bdi,1995,175558291.5428
bdi,1996,100014313.39734
bdi,1997,96069022.11574
bdi,1998,123484187.23328
bdi,1999,97296573.13963
bdi,2000,107858715.46054
bdi,2001,108259696.67531
bdi,2002,104798697.1069
bdi,2003,130047292.67887
bdi,2004,145429103.4608
bdi,2005,188911994.72129
bdi,2006,244704991.40954
bdi,2007,254120717.53846
bdi,2008,335469828.06788
bdi,2009,343026862.61825
bdi,2010,438394337.32052
bdi,2011,552470250.21014
bdi,2012,711045615.5067
bdi,2013,675595584.18078
bdi,2014,655137799.94224
bdi,2015,603828555.49394
bdi,2016,527176200.87512
bdi,2017,647771297.03798
bdi,2018,676112757.36582
bel,2002,146930664662.07599
bel,2003,163377691463.11899
bel,2004,198672277503.96896
bel,2005,224065391559.60101
bel,2006,244113001226.616
bel,2007,285361297399.58197
bel,2008,329799324972.74103
bel,2009,246202556309.58401
bel,2010,276154055605.48297
bel,2011,337409582254.36902
bel,2012,313263677515.01001
bel,2013,321539677991.09497
bel,2014,317988583898.93903
bel,2015,248869835190.67001
bel,2016,267136094781.79901
bel,2017,297665855284.55493
bel,2018,328425938717.79401
bel,2019,312774187415.80103
bel,2020,290669093138.20001
bel,2021,378687516834.34302
ben,1974,148264677.83208
ben,1975,205633911.58364
ben,1976,208570399.29074
ben,1977,255511560.10201
ben,1978,284765482.86128
ben,1979,288959782.22218
ben,1980,312240338.96944
ben,1981,526799524.51764
ben,1982,514460691.51599
ben,1983,286341446.58578
ben,1984,290875525.99933
ben,1985,326312231.73878
ben,1986,402245525.04078
ben,1987,463171598.44946
ben,1988,331351989.92024
ben,1989,250570283.36979
ben,1990,323369028.58973
ben,1991,673368833.12111
ben,1992,560537952.36298
ben,1993,561358073.09239
ben,1994,451503566.09277
ben,1995,622454732.65587
ben,1996,557799715.36445
ben,1997,576868370.94501
ben,1998,572394752.51627
ben,1999,633010349.56424
ben,2000,516053905.12787
ben,2001,553311368.57638
ben,2002,681154361.70435
ben,2003,820366945.1337
ben,2004,841241050.01915
ben,2005,863706926.73607
ben,2006,1042891033.74154
ben,2007,1603710667.19552
ben,2008,1897358568.13261
ben,2009,1744766053.01014
ben,2010,1776908236.66796
ben,2011,1802712673.59977
ben,2012,2001978083.54423
ben,2013,2594443522.766
ben,2014,3278021817.73935
ben,2015,2916041759.46246
ben,2016,2946203943.43433
ben,2017,3324208323.3684
ben,2018,3899915261.40392
ben,2019,3500936737.07258
ben,2020,3152060630.04817
bfa,2005,1034856985.97177
bfa,2006,1090802159.85642
bfa,2007,1256104567.63023
bfa,2008,1753073828.17324
bfa,2009,1386585411.64974
bfa,2010,1725076592.77463
bfa,2011,2372015405.44478
bfa,2012,2655620737.38017
bfa,2013,3328936894.4567
bfa,2014,3019566312.82113
bfa,2015,2605530312.16461
bfa,2016,2829434884.48331
bfa,2017,3255628788.16406
bfa,2018,3664161917.36852
bfa,2019,3561979469.66655
bfa,2020,3517024015.7414
bgd,1976,816442562.29707
bgd,1977,1019059910.67046
bgd,1978,1339600096.86241
bgd,1979,1725772205.51641
bgd,1980,2352840028.71342
bgd,1981,2434769616.91885
bgd,1982,2221081893.70606
bgd,1983,1930717075.24308
bgd,1984,2340009095.30724
bgd,1985,2286425080.49786
bgd,1986,2300712559.11738
bgd,1987,2445632544.11979
bgd,1988,2734413290.04117
bgd,1989,3300061977.06848
bgd,1990,3259359364.02883
bgd,1991,3074451943.34398
bgd,1992,3353792986.97439
bgd,1993,3657270507.97475
bgd,1994,4350523387.95267
bgd,1995,6057382131.99787
bgd,1996,6262798752.15447
bgd,1997,6547213630.57065
bgd,1998,6713513691.35079
bgd,1999,7518730001.80587
bgd,2000,8025436323.20821
bgd,2001,8116709372.82043
bgd,2002,7709385245.68141
bgd,2003,9352938336.34436
bgd,2004,11021263833.3798
bgd,2005,12343724235.1304
bgd,2006,14245655500.0991
bgd,2007,16469841979.5645
bgd,2008,21411065855.3559
bgd,2009,19677718237.4463
bgd,2010,25081635495.4849
bgd,2011,32607377241.185
bgd,2012,32170683011.3546
bgd,2013,35000571811.19869
bgd,2014,37406403143.3612
bgd,2015,37856277963.4514
bgd,2016,40365988424.0509
bgd,2017,48266578854.7534
bgd,2018,55966038847.7107
bgd,2019,54675863193.9244
bgd,2020,48849737649.4388
bgd,2021,74430674705.65628
bgr,1980,7445000000
bgr,1981,8360000000
bgr,1982,8184000000
bgr,1983,9235000000
bgr,1984,9849000000
bgr,1985,10818000000
bgr,1986,10045000000
bgr,1987,11308000000
bgr,1988,9889000000
bgr,1989,8960000000
bgr,1990,7427000000
bgr,1991,3769000000
bgr,1992,4168700000
bgr,1993,4611900000
bgr,1994,3951900000
bgr,1995,5224000000
bgr,1996,4702600000
bgr,1997,3059100000
bgr,1998,3421373000
bgr,1999,5087383597.08
bgr,2000,6000151670.44
bgr,2001,6693401942.35998
bgr,2002,7012584816.66
bgr,2003,9657287788.7981
bgr,2004,13619145481.0488
bgr,2005,17204395497.8046
bgr,2006,22129515499.7671
bgr,2007,30040951021.3292
bgr,2008,35108727414.9193
bgr,2009,22153280166.8052
bgr,2010,23520630000
bgr,2011,30293350000
bgr,2012,30407630000
bgr,2013,32069950000
bgr,2014,31577860000
bgr,2015,27210600000
bgr,2016,26644460000
bgr,2017,31364930000
bgr,2018,35922560000
bgr,2019,35847610000
bgr,2020,33421860000
bhr,1975,1090012644.98107
bhr,1976,1510114408.33869
bhr,1977,1836977130.89088
bhr,1978,1873257859.54418
bhr,1979,2094767670.69402
bhr,1980,2987531296.54173
bhr,1981,3559308520.10454
bhr,1982,3167819157.36122
bhr,1983,2935638305.67989
bhr,1984,3131648939.64057
bhr,1985,2796010638.29787
bhr,1986,2164627659.57447
bhr,1987,2442287234.04255
bhr,1988,2334042553.19149
bhr,1989,2820212765.95745
bhr,1990,3524202127.65957
bhr,1991,3880585106.38298
bhr,1992,3992287234.04255
bhr,1993,3616223508.44615
bhr,1994,3497340751.08225
bhr,1995,3488298142.93093
bhr,1996,4036968434.04647
bhr,1997,3778191841.05509
bhr,1998,3298670541.75571
bhr,1999,3452606574.28006
bhr,2000,4375292553.19149
bhr,2001,4029095744.68085
bhr,2002,4678484042.55319
bhr,2003,5298377659.57447
bhr,2004,6922632978.7234
bhr,2005,8870744680.85106
bhr,2006,9953803191.48936
bhr,2007,10925398936.1702
bhr,2008,14246276595.7447
bhr,2009,9613031914.89362
bhr,2010,11190425531.9149
bhr,2011,12105851063.8298
bhr,2012,19704521276.5957
bhr,2013,21280053191.4894
bhr,2014,19784521276.5957
bhr,2015,15709574468.0851
bhr,2016,13588297872.3404
bhr,2017,16076063829.7872
bhr,2018,19110106382.97869
bhs,1976,389500000
bhs,1977,390400000
bhs,1978,467900000
bhs,1979,597500000
bhs,1980,800800000
bhs,1981,796700000
bhs,1982,754500000
bhs,1983,822100000
bhs,1984,866200000
bhs,1985,926600000
bhs,1986,940900000
bhs,1987,998100000
bhs,1988,982900000
bhs,1989,1131800000
bhs,1990,1080000000
bhs,1991,1046300000
bhs,1992,984300000
bhs,1993,930200000
bhs,1994,1013800000
bhs,1995,1156700000
bhs,1996,1287400000
bhs,1997,1410700000
bhs,1998,1737100000
bhs,1999,1677200000
bhs,2000,1983100000
bhs,2001,1804200000
bhs,2002,1749032786.401
bhs,2003,1758560000
bhs,2004,1906820000
bhs,2005,2377432028.185
bhs,2006,2766500000
bhs,2007,2956922389.371
bhs,2008,3199041000
bhs,2009,2535793000
bhs,2010,2591499000
bhs,2011,2965656000
bhs,2012,3385465000
bhs,2013,3165946000
bhs,2014,3344241610.12044
bhs,2015,2954035032.73304
bhs,2016,2631619793.0885
bhs,2017,3109004930.40758
bhs,2018,3316814472.20447
bhs,2019,3020284470.31696
bhs,2020,2024015084.00349
bih,1998,3779445240.42539
bih,1999,4128683221.28466
bih,2000,3894169621.05155
bih,2001,4091960797.95085
bih,2002,4449368034.29349
bih,2003,5636814047.35863
bih,2004,6656351838.00487
bih,2005,7454235178.58048
bih,2006,7679400862.86279
bih,2007,8454309287.3956
bih,2008,10803203856.3701
bih,2009,7984414677.97
bih,2010,8253151004.7465
bih,2011,9858446208.12949
bih,2012,9088623610.85433
bih,2013,9337199376.43044
bih,2014,9980538888.59731
bih,2015,8146989599.62302
bih,2016,8365274530.57957
bih,2017,9701333121.2279
bih,2018,10821238645.4887
bih,2019,10384572299.4554
bih,2020,9181117332.12481
blr,1993,2498000000
blr,1994,2999800000
blr,1995,5468700000
blr,1996,6938600000
blr,1997,8325700000
blr,1998,7666900000
blr,1999,6213100000
blr,2000,7062900000
blr,2001,7664900000
blr,2002,8224300000
blr,2003,10702000000
blr,2004,15470600000
blr,2005,16053700000
blr,2006,21350300000
blr,2007,27584400000
blr,2008,38121500000
blr,2009,27700300000
blr,2010,33794800000
blr,2011,44394400000
blr,2012,45008900000
blr,2013,41133500000
blr,2014,38058700000
blr,2015,28306800000
blr,2016,25611100000
blr,2017,31669100000
blr,2018,35932600000
blr,2019,36525700000
blr,2020,30388600000
blr,2021,39814900000
blz,1984,116300000
blz,1985,113800000
blz,1986,108300000
blz,1987,126950000
blz,1988,161250000
blz,1989,188500000
blz,1990,188400000
blz,1991,223600000
blz,1992,244500000
blz,1993,250500000
blz,1994,231850000
blz,1995,230602000
blz,1996,229510000
blz,1997,282905000
blz,1998,290907500
blz,1999,364949417.52538
blz,2000,467658722.31075
blz,2001,468020205.89737
blz,2002,490485755.77396
blz,2003,510452424.335
blz,2004,465054151.90797
blz,2005,544213649.4343
blz,2006,597872245.11285
blz,2007,634717661.04689
blz,2008,788239253.84451
blz,2009,620512128.6433
blz,2010,647223347.83941
blz,2011,778175075.05131
blz,2012,836979649.88897
blz,2013,875907313.14081
blz,2014,925532396.1641
blz,2015,961264733.30246
blz,2016,916128466.48243
blz,2017,847365602.7504
blz,2018,917235592.67687
blz,2019,968501300.87194
blz,2020,731431929.97036
bmu,2006,1094330000
bmu,2007,1165781450.07489
bmu,2008,1159195102.66215
bmu,2009,1064348742.8239
bmu,2010,988034768.18
bmu,2011,900408833.78
bmu,2012,900357454.4
bmu,2013,1011521573.28
bmu,2014,969157591.4
bmu,2015,939692650.76
bmu,2016,979798198.39
bmu,2017,1094499641.77
bmu,2018,1100477022.85
bmu,2019,1152014836.79
bmu,2020,926883082.2
bol,1976,512300000
bol,1977,579000000
bol,1978,723900000
bol,1979,738400000
bol,1980,574400000
bol,1981,827700000
bol,1982,496000000
bol,1983,496000000
bol,1984,412300000
bol,1985,462800000
bol,1986,596500000
bol,1987,646300000
bol,1988,590900000
bol,1989,729500000
bol,1990,775600000
bol,1991,804200000
bol,1992,1040800000
bol,1993,1111700000
bol,1994,1015300000
bol,1995,1223700000
bol,1996,1368000000
bol,1997,1643600000
bol,1998,1759500000
bol,1999,1539000000
bol,2000,1610160000
bol,2001,1580000000
bol,2002,1638700000
bol,2003,1497372825
bol,2004,1724732878.03138
bol,2005,2182590109.28
bol,2006,2632100969.94311
bol,2007,3243473509.09
bol,2008,4764087001
bol,2009,4143570000
bol,2010,5006774120.3598
bol,2011,7126366595.22007
bol,2012,7997488634.57405
bol,2013,8729181721.16208
bol,2014,9893765587.48859
bol,2015,9071898887.29365
bol,2016,7930773107.40541
bol,2017,8680869448.02264
bol,2018,9301944791.5431
bol,2019,9054545013.46741
bol,2020,6517413458.58692
bra,1975,12042000000
bra,1976,12347000000
bra,1977,12023000000
bra,1978,13631000000
bra,1979,17961000000
bra,1980,22955000000
bra,1981,22091000000
bra,1982,19395000000
bra,1983,15429000000
bra,1984,13916000000
bra,1985,13168000000
bra,1986,14044000000
bra,1987,15052000000
bra,1988,14605000000
bra,1989,18263000000
bra,1990,20661000000
bra,1991,21041000000
bra,1992,20554000000
bra,1993,25301000000
bra,1994,33241000000
bra,1995,49663000000
bra,1996,53301000000
bra,1997,60537962059
bra,1998,58672860908
bra,1999,50259540356
bra,2000,56976350170
bra,2001,56569020182
bra,2002,48274763553
bra,2003,49307163152
bra,2004,63813636668
bra,2005,74692215554
bra,2006,92531096870
bra,2007,122041949120
bra,2008,174707087626
bra,2009,128734946323
bra,2010,182839148395.13
bra,2011,227877500710.48999
bra,2012,225074043960.07999
bra,2013,241142079248.22
bra,2014,230710248095.42001
bra,2015,172469005395.53
bra,2016,139723198458.23999
bra,2017,160675458906
bra,2018,196146787089.48001
bra,2019,199252849047.20001
bra,2020,178337415113.19
bra,2021,247648424912.28
brb,1967,69439651.24276
brb,1968,77316299.96134
brb,1969,89546059.95523
brb,1970,108092519.94595
brb,1971,113515756.30528
brb,1972,129492373.84148
brb,1973,154295463.02914
brb,1974,187413640.60809
brb,1975,199231370.94752
brb,1976,219268000
brb,1977,251017500
brb,1978,289655500
brb,1979,381228000
brb,1980,483500000
brb,1981,530150000
brb,1982,509900000
brb,1983,574700000
brb,1984,609550000
brb,1985,562400000
brb,1986,557205306.31184
brb,1987,488659162.4828
brb,1988,549214440.78939
brb,1989,639235417.27046
brb,1990,664510440.06134
brb,1991,659303066.32128
brb,1992,495109447.69111
brb,1993,544547552.29405
brb,1994,576725429.12093
brb,1995,729189647.86031
brb,1996,786390121.25454
brb,1997,939740305.53457
brb,1998,969303486.3044
brb,1999,1034681118.07947
brb,2000,1075933113.14715
brb,2001,996434615.3856
brb,2002,1001884555.55263
brb,2003,1118667355.97261
brb,2004,1320779209.69658
brb,2005,1499394780.77324
brb,2006,1580005517.07154
brb,2007,1679209028.55511
brb,2008,1783572212.24526
brb,2009,1348209013.93941
brb,2010,1483924496.90423
brb,2011,1712001917.22809
brb,2012,1667813428.36837
brb,2013,1661009308.75724
brb,2014,1624359959.25342
brb,2015,1530568363.24698
brb,2016,1546242013.94397
brn,2001,1082795670.19532
brn,2002,1480390568.27946
brn,2003,1257961930.85663
brn,2004,1337576083.63693
brn,2005,1411802451.62396
brn,2006,1588325381.78274
brn,2007,1991788914.5572
brn,2008,2857682730.08316
brn,2009,2282430794.56058
brn,2010,2568019073.16445
brn,2011,3756641414.23596
brn,2012,4116175061.92177
brn,2013,4911721891.45588
brn,2014,3667930426.78634
brn,2015,3215783469.68027
brn,2016,2658454285.13839
brn,2017,3071512367.76223
brn,2018,4106071118.16139
brn,2019,4999476102.73993
brn,2020,5175992496.69624
btn,2006,434879698.34634
btn,2007,496896082.87599
btn,2008,644938089.68709
btn,2009,583447699.44585
btn,2010,795022573.21952
btn,2011,1127988408.12011
btn,2012,1012422491.26082
btn,2013,923477953.68288
btn,2014,928824753.16859
btn,2015,1008584799.05262
btn,2016,1029908145.79795
btn,2017,1025082315.19094
btn,2018,1020219249.66273
btn,2019,1010506903.51038
btn,2020,962955628.81872
bwa,1975,181201629.01303
bwa,1976,180205045.2585
bwa,1977,226376639.84662
bwa,1978,294992374.99048
bwa,1979,442082273.89806
bwa,1980,602528226.19258
bwa,1981,687072622.09062
bwa,1982,579802572.9992
bwa,1983,615264934.05834
bwa,1984,583422333.77387
bwa,1985,493806612.18536
bwa,1986,608415267.11038
bwa,1987,803899680.80075
bwa,1988,986936638.2522
bwa,1989,1185079551.65367
bwa,1990,1610940629.11664
bwa,1991,1603961963.3055
bwa,1992,1556600978.80055
bwa,1993,1455382107.44612
bwa,1994,1364276959.47193
bwa,1995,1605435862.16516
bwa,1996,1463263304.71823
bwa,1997,1920977987.25198
bwa,1998,1980091483.90394
bwa,1999,1873477402.26141
bwa,2000,1773065062.5787
bwa,2001,1704466667.61773
bwa,2002,1740623519.26357
bwa,2003,2260455249.51175
bwa,2004,3042694538.93406
bwa,2005,2850552645.72238
bwa,2006,2783218035.77861
bwa,2007,4006999507.82445
bwa,2008,5175295549.56343
bwa,2009,4645992421.27747
bwa,2010,5681110011.22376
bwa,2011,7210239078.03865
bwa,2012,7823150307.07968
bwa,2013,8100674730.54534
bwa,2014,7775614586.91151
bwa,2015,6974017831.65318
bwa,2016,5896824404.746
bwa,2017,5150690671.58468
bwa,2018,6108331589.04801
bwa,2019,6324807810.31125
bwa,2020,6263863219.75864
caf,1977,103887302.84009
caf,1978,117701352.72562
caf,1979,132896678.65265
caf,1980,185105463.34327
caf,1981,144561844.53923
caf,1982,149711089.1711
caf,1983,137516847.59597
caf,1984,140055078.20698
caf,1985,167745855.44541
caf,1986,200995707.22174
caf,1987,197673120.11987
caf,1988,179087859.62003
caf,1989,185995160.92606
caf,1990,241592019.64456
caf,1991,178652129.48101
caf,1992,189034945.01195
caf,1993,158131770.37398
caf,1994,130582469.07364
can,1960,5912923434.03545
can,1961,5900316840.72644
can,1962,6070867667.68043
can,1963,6310830848.17942
can,1964,7180772609.32426
can,1965,8272326063.90748
can,1966,9642204357.94141
can,1967,10270365176.0063
can,1968,11736291481.9847
can,1969,13496509517.3857
can,1970,13692389079.2723
can,1971,15627272764.1518
can,1972,19025774580.7814
can,1973,23356423958.11209
can,1974,32518068547.91669
can,1975,34371315280.0755
can,1976,38143380409.4558
can,1977,39990471067.2174
can,1978,43876493060.8927
can,1979,53379217674.4032
can,1980,59592867406.2395
can,1981,66416224995.7557
can,1982,55108492485.4398
can,1983,61148556751.6721
can,1984,73595366983.17821
can,1985,77966401402.15849
can,1986,82835322907.2693
can,1987,89919975086.26221
can,1988,107834838207.86501
can,1989,117422155952.474
can,1990,120638310120.008
can,1991,122583688216.967
can,1992,127557726668.42599
can,1993,136927040672.119
can,1994,151925132007.49701
can,1995,167288493745.01599
can,1996,174132082952.008
can,1997,200313205538.41901
can,1998,204404842828.142
can,1999,219964188987.76697
can,2000,243653094237.564
can,2001,225807734698.608
can,2002,226966700130.41501
can,2003,244637872991.73697
can,2004,279223472585.76898
can,2005,319980738184.78302
can,2006,356733639849.43402
can,2007,388460238959.91296
can,2008,417650072904.26495
can,2009,329188189981.72699
can,2010,401725653270.84497
can,2011,461045055459.76801
can,2012,475455180193.99402
can,2013,473442246734.37
can,2014,475387395797.87799
can,2015,429745146704.68799
can,2016,413307338379.10999
can,2017,443193974673.41199
can,2018,469161032559.01001
can,2019,462716714381.70398
can,2020,419995842808.862
can,2021,502994325441.98401
che,1977,22709911513.8857
che,1978,31014068640.2201
che,1979,38727077599.6536
che,1980,46957676673.848
che,1981,42488081550.3374
che,1982,39292100882.02769
che,1983,39987296412.417
che,1984,38509444543.2738
che,1985,39386681589.2557
che,1986,54294899713.188
che,1987,61620516030.24409
che,1988,68358504749.5387
che,1989,70747795153.8121
che,1990,85186930292.56339
che,1991,78835745837.8998
che,1992,80134818467.26051
che,1993,73832015660.12819
che,1994,79279167211.19699
che,1995,93879545046.34702
che,1996,93674879334.3096
che,1997,92301905065.9317
che,1998,92848667794.85428
che,1999,90943747850.68141
che,2000,93626343789.2702
che,2001,95428742724.8082
che,2002,95393253176.8166
che,2003,109830429155.83
che,2004,123502812376.09
che,2005,142955646955.85199
che,2006,157946782454.69699
che,2007,183496649000.686
che,2008,225313361260.168
che,2009,204203289896.69501
che,2010,242653367996.07199
che,2011,315875620657.28601
che,2012,291813315821.57703
che,2013,318813744919.33002
che,2014,272905917119.90799
che,2015,248541461384.42401
che,2016,265226378327.54401
che,2017,264234640459.608
che,2018,273434857377.67496
che,2019,271484289832.77701
che,2020,289978883689.89697
chl,1975,1520000000
chl,1976,1473000000
chl,1977,2151000000
chl,1978,2886000000
chl,1979,4190000000
chl,1980,5469000000
chl,1981,6513000000
chl,1982,3643000000
chl,1983,2845000000
