geo,time,fm_ast_doms_cn
dma,2007,521364297
dma,2008,576784327
dma,2009,631595910
dma,2010,681376498
dma,2011,756724338.63
dma,2012,807898282.45
dma,2013,863055865.15
dma,2014,850167578.4
dma,2015,749606000
dma,2016,528692000
dma,2017,492055656.39
dma,2018,754683382.22
dma,2019,795977450
dma,2020,813194517.73
dnk,1960,21920000000
dnk,1961,24303000000
dnk,1962,27211000000
dnk,1963,29099000000
dnk,1964,31253000000
dnk,1965,34582000000
dnk,1966,39274000000
dnk,1967,43447000000
dnk,1968,50668000000
dnk,1969,56498000000
dnk,1970,58991000000
dnk,1971,63472000000
dnk,1972,72120000000
dnk,1973,80515000000
dnk,1974,88905000000
dnk,1975,112652000000
dnk,1976,129265000000
dnk,1977,133624000000
dnk,1978,139233000000
dnk,1979,156395000000
dnk,1980,177162999999.98401
dnk,1981,202906999999.229
dnk,1982,229957999999.26697
dnk,1983,281109999999.96698
dnk,1984,350607000000
dnk,1985,399150000000
dnk,1986,463671000000
dnk,1987,443495000000
dnk,1988,469187000000
dnk,1989,519004000000
dnk,1990,520072000000
dnk,1991,565732000000
dnk,1992,523247000000
dnk,1993,482435900000
dnk,1994,528216510000
dnk,1995,545496700000
dnk,1996,592830100000
dnk,1997,629404618000
dnk,1998,714580934000
dnk,1999,697552389000
dnk,2000,1872968000000
dnk,2001,2097382000000
dnk,2002,2201438000000
dnk,2003,2392475000000
dnk,2004,2611812000000
dnk,2005,2932777000000
dnk,2006,3277475000000
dnk,2007,3737548000000
dnk,2008,4307681000000
dnk,2009,4084975000000
dnk,2010,4239253000000
dnk,2011,4391397000000
dnk,2012,4367350000000
dnk,2013,4140208000000
dnk,2014,4321369000000
dnk,2015,4349718000000
dnk,2016,4442665000000
dnk,2017,4296851000000
dnk,2018,4449432000000
dnk,2019,5078378560000
dnk,2020,5390847060000
dom,1960,76700000
dom,1961,105100000
dom,1962,119000000
dom,1963,177200000
dom,1964,208900000
dom,1965,208800000
dom,1966,213300000
dom,1967,196460000
dom,1968,242780000
dom,1969,280830000
dom,1970,331640000
dom,1971,580790000
dom,1972,680740000
dom,1973,823540000
dom,1974,1161700000
dom,1975,1326770000
dom,1976,1473850000
dom,1977,1709190000
dom,1978,1932520000
dom,1979,2264110000
dom,1980,2818010000
dom,1981,3291470000
dom,1982,4125980000
dom,1983,4740730000
dom,1984,5310320000
dom,1985,6031520000
dom,1986,7488280000
dom,1987,8867330000
dom,1988,11407940000
dom,1989,15485880000
dom,1990,18979430000
dom,1991,22470120000
dom,1992,26051780000
dom,1993,29562690000
dom,1994,38464320000
dom,1995,42363510000
dom,1996,51563870000
dom,1997,65265640000
dom,1998,79361550000
dom,1999,100554250000
dom,2000,123933450000
dom,2001,140496244649
dom,2002,163509245883
dom,2003,242111913648.95001
dom,2004,272404166248.04001
dom,2005,318004180246.23999
dom,2006,449039079997.23999
dom,2007,538592915214.65002
dom,2008,622248428331.43005
dom,2009,687510121116.91003
dom,2010,762507972567.64001
dom,2011,834023847782.18005
dom,2012,955742726652.16992
dom,2013,1064503664206.48999
dom,2014,1206843907492.6499
dom,2015,1410564295463.76001
dom,2016,1569805881107.28003
dom,2017,1716270801739.96997
dom,2018,1835310428022.92969
dom,2019,2028831067676.3501
dom,2020,2087694996254.77002
dza,1964,3506000000
dza,1965,4500000000
dza,1966,3711000000
dza,1967,4656000000
dza,1968,6917000000
dza,1969,8827000000
dza,1970,11078000000
dza,1971,12640000000
dza,1972,16902000000
dza,1973,18988000000
dza,1974,20818000000
dza,1975,30759000000
dza,1976,42115000000
dza,1977,50712000000
dza,1978,72584000000
dza,1979,82318000000
dza,1980,100099000000
dza,1981,112321000000
dza,1982,147131000000
dza,1983,182799000000
dza,1984,221377000000
dza,1985,247530000000
dza,1986,279558000000
dza,1987,308246000000
dza,1988,347240000000
dza,1989,383639000000
dza,1990,435930000000
dza,1991,503554000000
dza,1992,581214000000
dza,1993,688241000000
dza,1994,704379000000
dza,1995,896577000000
dza,1996,984901000000
dza,1997,1072913000000
dza,1998,1171379000000
dza,1999,1483720000000
dza,2000,1165764000000
dza,2001,1533043529043.45996
dza,2002,1709734438929.62988
dza,2003,1640569202342.94995
dza,2004,1331419467894.73999
dza,2005,554890905785.01001
dza,2006,310156847466.53003
dza,2007,-340074536592.65997
dza,2008,-1402359013553.1001
dza,2009,-892479025824.52002
dza,2010,-794638814273.54004
dza,2011,-658563312181.31897
dza,2012,-342268932338.73694
dza,2013,500027569133.03296
dza,2014,3101591947110.75
dza,2015,6680140643375.75977
dza,2016,9530710215814.07031
dza,2017,12629499256099.90039
dza,2018,15297966952465.5
dza,2019,16827685635302.5
dza,2020,19125733945036.39844
ecu,1960,239666666.66667
ecu,1961,219499999.99667
ecu,1962,226888888.88778
ecu,1963,232944444.44333
ecu,1964,255316666.66556
ecu,1965,278066666.67
ecu,1966,290727777.77778
ecu,1967,316726666.66667
ecu,1968,400835555.55555
ecu,1969,475148888.88889
ecu,1970,406534000.00584
ecu,1971,461616000.00679
ecu,1972,506490000.00691
ecu,1973,570100000.00598
ecu,1974,822014000.00837
ecu,1975,1007294000.00799
ecu,1976,1198250000.00659
ecu,1977,1446380000.00611
ecu,1978,1604420000.00348
ecu,1979,2070210000.0103
ecu,1980,2531470000.01219
ecu,1981,3156380000.01547
ecu,1982,3172481885.38194
ecu,1983,2969109500.92692
ecu,1984,2849261894.30248
ecu,1985,3481929295.03916
ecu,1986,2798377883.95904
ecu,1987,2514887584.65011
ecu,1988,2421913337.7263
ecu,1989,1845843796.92175
ecu,1990,1603761416.53382
ecu,1991,1926761216.13751
ecu,1992,2055262225.83706
ecu,1993,6238401226.15938
ecu,1994,7938778655.79551
ecu,1995,5081018135.79613
ecu,1996,5304845057.22146
ecu,1997,6681895275.51942
ecu,1998,6863691385.84842
ecu,1999,5934990000
ecu,2000,5602320000
ecu,2001,5911361274
ecu,2002,4984724279.7911
ecu,2003,5015071063
ecu,2004,6131290000
ecu,2005,7911490000
ecu,2006,8874070000
ecu,2007,10986450000
ecu,2008,12717990000
ecu,2009,12388367962
ecu,2010,16698898372
ecu,2011,19818153778
ecu,2012,24543358281
ecu,2013,28010670059
ecu,2014,31969210000
ecu,2015,31301560780
ecu,2016,35557671573
ecu,2017,39363616867
ecu,2018,42897064630
ecu,2019,47042798057
ecu,2020,49082205174
egy,1960,569600000
egy,1961,633600000
egy,1962,740400000
egy,1963,891800000
egy,1964,1011156564.22274
egy,1965,1085486993.72861
egy,1966,1175065244.86943
egy,1967,1264278289.88772
egy,1968,1332278288.89882
egy,1969,1393926106.75797
egy,1970,1502152193.19855
egy,1971,1660367849.81459
egy,1972,1777317977.31208
egy,1973,1946608194.32032
egy,1974,2474531812.87374
egy,1975,3724950566.18633
egy,1976,4278578656.82558
egy,1977,5024318329.43816
egy,1978,7901078052.77674
egy,1979,9896573098.70065
egy,1980,13732631144.3628
egy,1981,17254083899.8501
egy,1982,21217831954.3637
egy,1983,25243777479.6734
egy,1984,30496672606.9107
egy,1985,36150824178.0337
egy,1986,42546557118.1172
egy,1987,50036955461.7009
egy,1988,60166813787.7857
egy,1989,75678571715.7394
egy,1990,95905866476.8029
egy,1991,103603930970.20599
egy,1992,108087350942.435
egy,1993,115711795629.689
egy,1994,131581728751.13
egy,1995,153575946169.362
egy,1996,174658414675.35501
egy,1997,202475636873.40601
egy,1998,240668664414.14896
egy,1999,271718822855.858
egy,2000,302730838771.70398
egy,2001,339440300000
egy,2002,384807200000
egy,2003,436655400000
egy,2004,508288717493
egy,2005,527844905809
egy,2006,574256145671.5
egy,2007,626722375162.5
egy,2008,695789875834.87
egy,2009,782843799526
egy,2010,837646265145.14001
egy,2011,1022981275076.88
egy,2012,1223477213142.43994
egy,2013,1511331680511.3501
egy,2014,1854287774452.77002
egy,2015,2328229928625.18945
egy,2016,3240445887099.75
egy,2017,3436962887779.7998
egy,2018,4073984295039.02979
egy,2019,4371205789134.62012
egy,2020,5371807959369.12012
eri,1995,1853237283.26
eri,1996,3407431837.016
eri,1997,3624537274.83038
eri,1998,6119854111.86877
eri,1999,8303921732.11752
eri,2000,10229712562.44
eri,2001,11323544314.14
eri,2002,13570822253.56
eri,2003,15790254706.79
eri,2004,18400603916.22
eri,2005,21223281323.14
eri,2006,23174516456.38
eri,2007,24548249291.2
eri,2008,28668761643.32
eri,2009,32293437243.8
eri,2010,37224127957.13
eri,2011,41678721223.31
eri,2012,46640632394.72
eri,2013,56073738755.56
eri,2014,62333266624.83
esp,2001,814386000000
esp,2002,899098000000
esp,2003,1030712000000
esp,2004,1177855000000
esp,2005,1447663000000
esp,2006,1803871000000
esp,2007,2159642000000
esp,2008,2490902000000
esp,2009,2523189000000
esp,2010,2604952000000
esp,2011,2664681000000
esp,2012,2553477000000
esp,2013,2293492000000
esp,2014,2192372000000
esp,2015,2093447000000
esp,2016,2096676000000
esp,2017,2077312000000
esp,2018,2012427000000
esp,2019,1977012000000
esp,2020,2165678000000
est,2004,5861520000
est,2005,7656980000
est,2006,10899790000
est,2007,14608230000
est,2008,15719000000
est,2009,14644000000
est,2010,14198000000
est,2011,13747000000
est,2012,13508000000
est,2013,13459000000
est,2014,14059000000
est,2015,15657000000
est,2016,17109000000
est,2017,17215000000
est,2018,18288000000
est,2019,18448000000
est,2020,19373000000
eth,1960,49100000
eth,1961,45900000
eth,1962,31100000
eth,1963,153300000
eth,1964,203200000
eth,1965,232580000
eth,1966,267580000
eth,1967,316760000
eth,1968,381840000
eth,1969,442510000
eth,1970,520680000
eth,1971,552370000
eth,1972,589630000
eth,1973,598040000
eth,1974,628670000
eth,1975,803490000
eth,1976,1030870000
eth,1977,1329790000
eth,1978,1820246915.56926
eth,1979,2357719531.88139
eth,1980,2770928194.73505
eth,1981,3065693992.02266
eth,1982,3550999920.81926
eth,1983,4026532051.65274
eth,1984,4423551188.005
eth,1985,4785645206.4332
eth,1986,5279237447.685
eth,1987,5866006961.04
eth,1988,6487655260.06
eth,1989,7380522686.304
eth,1990,8820114490.62
eth,1991,9709768000
eth,1992,10920970000
eth,1993,11630470000
eth,1994,12440790000
eth,1995,13716440000
eth,1996,16263104000
eth,1997,18583808000
eth,1998,20128887000
eth,1999,25148979589.82
eth,2000,29689514249.9
eth,2001,28445832948.55
eth,2002,29570265567.46
eth,2003,33203148415.46
eth,2004,38479640584.15
eth,2005,49555418514.15
eth,2006,58769613702.95
eth,2007,72515956571.47998
eth,2008,92232451250.48
fin,2001,84736000000
fin,2002,91215810000
fin,2003,115354000000
fin,2004,131366000000
fin,2005,150165000000
fin,2006,160973000000
fin,2007,184364000000
fin,2008,252007000000
fin,2009,246069000000
fin,2010,284858000000
fin,2011,372929000000
fin,2012,330496000000
fin,2013,288860000000
fin,2014,337829000000
fin,2015,328895000000
fin,2016,333602000000
fin,2017,270076000000
fin,2018,321517000000
fin,2019,339903000000
fin,2020,365601000000
fji,1961,12028000
fji,1962,10994000
fji,1963,11490000
fji,1964,13065000
fji,1965,14860000
fji,1966,16502000
fji,1967,16671000
fji,1968,21512000
fji,1969,26635000
fji,1970,30890000
fji,1971,40431000
fji,1972,55899000
fji,1973,59811000
fji,1974,82930000
fji,1975,86518000
fji,1976,122273000
fji,1977,143100000
fji,1978,172904000
fji,1979,225072000
fji,1980,233581000
fji,1981,279732000
fji,1982,334026000
fji,1983,382205000
fji,1984,412663000
fji,1985,439618000
fji,1986,471733000
fji,1987,541225000
fji,1988,491879000
fji,1989,629125000
fji,1990,762789000
fji,1991,935948000
fji,1992,1061924000
fji,1993,1198200000
fji,1994,1250682000
fji,1995,1268885000
fji,1996,1321952000
fji,1997,1187791000
fji,1998,1124328000
fji,1999,1138002000
fji,2000,1359289000
fji,2001,941924576.502
fji,2002,1620704129.64
fji,2003,2051478220.23
fji,2004,2471361525.99257
fji,2005,3147013929.57299
fji,2006,3772883076.10228
fji,2007,3776603282.22
fji,2008,3944087135.31579
fji,2009,4189826942.9017
fji,2010,4157920165.4544
fji,2011,4182235210.32463
fji,2012,4321101844.10491
fji,2013,4906008190.2428
fji,2014,5756707261.83409
fji,2015,6525236901.42012
fji,2016,7015056079.9809
fji,2017,7433293208.73539
fji,2018,8141596010.53591
fji,2019,8543742908.8405
fji,2020,8736837487.48589
fra,2001,1580977000000
fra,2002,1596168000000
fra,2003,1673160000000
fra,2004,1756788000000
fra,2005,1872919000000
fra,2006,2347492000000
fra,2007,2670962000000
fra,2008,2853866000000
fra,2009,2722029000000
fra,2010,2870186000000
fra,2011,3002731000000
fra,2012,3084614000000
fra,2013,3044805000000
fra,2014,3155287000000
fra,2015,3240807000000
fra,2016,3458747000000
fra,2017,3613366000000
fra,2018,3763888000000
fra,2019,3929809000000
fra,2020,4353786000000
fsm,1995,-68926743
fsm,1996,-98363719
fsm,1997,-90953675
fsm,1998,-103298704
fsm,1999,-87765686
fsm,2000,-98754652
fsm,2001,-72966628
fsm,2002,-112972680
fsm,2003,-104009743
fsm,2004,-72073777
fsm,2005,-61344715
fsm,2006,-67748752
fsm,2007,-75998468.4515
fsm,2008,-43751400
fsm,2009,-65679000
fsm,2010,-43719821.46874
fsm,2011,-56768767.635
fsm,2012,-62274330.626
fsm,2013,-85907100.98
fsm,2014,-83297000
fsm,2015,-103017901
fsm,2016,-135858700
fsm,2017,-157480000
fsm,2018,-182285000
fsm,2019,-368778000
gab,1960,2740000000
gab,1961,4140000000
gab,1962,5460000000
gab,1963,8240000000
gab,1964,9920000000
gab,1965,8550000000
gab,1966,10590000000
gab,1967,10330000000
gab,1968,12881000000
gab,1969,15172000000
gab,1970,17249000000
gab,1971,17670000000
gab,1972,22813000000
gab,1973,27202000000
gab,1974,38598000000
gab,1975,55604000000
gab,1976,125896000000
gab,1977,168860000000
gab,1978,145663074465.01401
gab,1979,159656002278.53799
gab,1980,177635538881.539
gab,1981,173808480654.34299
gab,1982,157394108890.98099
gab,1983,211694395898.194
gab,1984,236692000000
gab,1985,314977000000
gab,1986,380268045132.22498
gab,1987,402002244350
gab,1988,362152000000
gab,1989,376703000000
gab,1990,323706000000
gab,1991,333222000000
gab,1992,311039000000
gab,1993,313900000000
gab,1994,393363000000
gab,1995,453735000000
gab,1996,437115000000
gab,1997,500037000000
gab,1998,629383000000
gab,1999,602647000000
gab,2000,451698000000
gab,2001,760889000000
gab,2002,733753000000
gab,2003,697318000000
gab,2004,528931000000
gab,2005,487586000000
gab,2006,465312000000
gab,2007,138097000000
gab,2008,420922000000
gab,2009,449821000000
gab,2010,745382000000
gab,2011,982873000000
gab,2012,1236393000000
gab,2013,1117640000000
gab,2014,1242611000000
gab,2015,1435389000000
gab,2016,1926971000000
gab,2017,1591526000000
gab,2018,2187727000000
gab,2019,2406303000000
gbr,1960,11528000000
gbr,1961,11886000000
gbr,1962,15782000000
gbr,1963,16946000000
gbr,1964,18395000000
gbr,1965,19616000000
gbr,1966,20095000000
gbr,1967,22308000000
gbr,1968,24517000000
gbr,1969,24334000000
gbr,1970,25484000000
gbr,1971,26161000000
gbr,1972,33790000000
gbr,1973,42595000000
gbr,1974,50043000000
gbr,1975,54067000000
gbr,1976,56757000000
gbr,1977,55556000000
gbr,1978,64453000000
gbr,1979,72632000000
gbr,1980,84402000000
gbr,1981,108624000000
gbr,1982,126554000000
gbr,1983,143181000000
gbr,1984,168633000000
gbr,1985,192842000000
gbr,1986,225224000000
gbr,1987,395227000000
gbr,1988,481151000000
gbr,1989,602871000000
gbr,1990,674265000000
gbr,1991,689757000000
gbr,1992,705172000000
gbr,1993,730176000000
gbr,1994,791867000000
gbr,1995,876879000000
gbr,1996,961477000000
gbr,1997,1015592000000
gbr,1998,1052613000000
gbr,1999,1130878000000
gbr,2000,1270660000000
gbr,2001,1387055000000
gbr,2002,1513913000000
gbr,2003,1651113000000
gbr,2004,1843447000000
gbr,2005,2030436000000
gbr,2006,2279588000000
gbr,2007,2636053000000
gbr,2008,3060871000000
gbr,2009,3195126940572.70947
gbr,2010,3258357764950
gbr,2011,3223641343521.33008
gbr,2012,3238703043276.66943
gbr,2013,3154043127736
gbr,2014,3065589974326.66943
gbr,2015,3043356000000
gbr,2016,3254907000000
gbr,2017,3413314000000
gbr,2018,3472605000000
gbr,2019,3576631000000
gbr,2020,4002323000000
geo,1995,196412022
geo,1996,314151240
geo,1997,586086155
geo,1998,784160153
geo,1999,1105949067
geo,2000,1299648582
geo,2001,1335527083.14468
geo,2002,1495805433.96349
geo,2003,1714437767.65592
geo,2004,1861350386.46315
geo,2005,2505993528.74116
geo,2006,3298280881.30052
geo,2007,5309146647.78974
geo,2008,6261809887.1987
geo,2009,5942635459.7111
geo,2010,6921326410.77366
geo,2011,8319469947.82518
geo,2012,9165297002.13775
geo,2013,11552087460.195
geo,2014,14251367178.8724
geo,2015,16793112768.2099
geo,2016,20552413210.2586
geo,2017,23414986602.4967
geo,2018,28167516137.5216
geo,2019,33486373348.787
geo,2020,40173671934
gha,1960,-5060
gha,1961,9260
gha,1962,9990
gha,1963,16520
gha,1964,27450
gha,1965,30290
gha,1966,40600
gha,1967,48119.30612
gha,1968,53674.46938
gha,1969,56165.40816
gha,1970,59386.0204
gha,1971,73301.42729
gha,1972,81675.6402
gha,1973,84280.94685
gha,1974,125375.11756
gha,1975,159751.53116
gha,1976,242857.33501
gha,1977,385097.06804
gha,1978,645260.01809
gha,1979,750090.38033
gha,1980,966388.08242
gha,1981,1561088.07968
gha,1982,1895457.12403
gha,1983,3396538.52993
gha,1984,5106786.43116
gha,1985,8050943.55008
gha,1986,12255861.20072
gha,1987,21070086.97887
gha,1988,21633704.64368
gha,1989,30084091.68485
gha,1990,33629069.56552
gha,1991,39769500
gha,1992,57658280
gha,1993,82661880
gha,1994,95768840
gha,1995,146405120
gha,1996,208228120
gha,1997,360041733
gha,1998,424934492.98609
gha,1999,669315250.86314
gha,2000,1067028407.19802
gha,2001,1337430481.49496
gha,2002,1690214064.45522
gha,2003,1781094667.65261
gha,2004,2510565793.28139
gha,2005,2999506078.60604
gha,2006,3947593957.95164
gha,2007,5293721475.68473
gha,2008,8419919807.96016
gha,2009,10503638141.0418
gha,2010,13062346116.4282
gha,2011,16437631002.0248
gha,2012,23600571088.3697
gha,2013,32622455970.9432
gha,2014,43305443607.64
gha,2015,49052942750.79
gha,2016,57378417724.81
gha,2017,62894283944.99
gha,2018,78356645186.72998
gha,2019,90954268952.8
gha,2020,135209117064.826
gin,1991,136640000000
gin,1992,170046000000
gin,1993,185124000000
gin,1994,218403000000
gin,1995,282366000000
gin,1996,330703000000
gin,1997,307766000000
gin,1998,287534320000
gin,2000,466370000000
gin,2001,526693000000
gin,2002,794387000000
gin,2003,1098650000000
gin,2004,1331455000000
gin,2005,1899268000000
gin,2006,3331270925997
gin,2007,3106731271208
gin,2008,3951886790234
gin,2009,4682363298181
gin,2010,10116303922459
gin,2011,10869001001327
gin,2012,8969132193171.61914
gin,2013,10838745619331.80078
gin,2014,13678025393412.69922
gin,2015,18461361046559
gin,2016,19343983972316.89453
gin,2017,20391822370317.60156
gin,2018,24607211080010.60156
gin,2019,28782991341976.19922
gin,2020,35308216933656.29688
gmb,1964,5460000
gmb,1965,5990000
gmb,1966,4490000
gmb,1967,4459167.10013
gmb,1968,7129167.10013
gmb,1969,7969167.10013
gmb,1970,8188334.20026
gmb,1971,10827500.90027
gmb,1972,12060000.00046
gmb,1973,30350000.00004
gmb,1974,38260000.00011
gmb,1975,45109999.9997
gmb,1976,72480037.11699
gmb,1977,82690000
gmb,1978,117410000
gmb,1979,158680000
gmb,1980,195590000
gmb,1981,235520000
gmb,1982,291407140.83607
gmb,1983,370024522.26644
gmb,1984,428286656.21136
gmb,1985,527560915.36076
gmb,1986,363205822.81301
gmb,1987,205703281.17958
gmb,1988,241641941.13338
gmb,1989,216323617.16281
gmb,1990,85140133.40328
gmb,1991,-115138.26281
gmb,1992,278228418.54533
gmb,1993,230152103.93172
gmb,1994,199338330.68224
gmb,1995,281113515.36218
gmb,1996,305919886.62719
gmb,1997,413555907.23001
gmb,1998,484990256.36512
gmb,1999,637337731.1911
gmb,2000,741319983.05223
gmb,2001,1562550000
gmb,2002,2004427324.96
gmb,2003,3503361669.65
gmb,2004,3008531604.49
gmb,2005,3491100375.64
gmb,2006,4300983989.46
gmb,2007,4142066569.87
gmb,2008,6024746259.25
gmb,2009,7480533000
gmb,2010,10388660000
gmb,2011,11600867000
gmb,2012,12911491000
gmb,2013,16056857000
gmb,2014,19062800000
gmb,2017,26726331914.28
gmb,2018,29486837505.54
gmb,2019,33409823041.04
gmb,2020,39057362345.46
gnb,1986,309692307.69231
gnb,1987,445692307.69231
gnb,1988,692000000
gnb,1989,1739384615.38462
gnb,1990,6354961538.46153
gnb,1991,1935492307.69231
gnb,1992,2513815384.61538
gnb,1993,3825192307.69231
gnb,1994,4374238461.53846
gnb,1995,2170553846.15384
gnb,1996,3420207692.30769
gnb,1997,11432400000
gnb,1998,13172400000
gnb,1999,18954000000
gnb,2000,27808100000
gnb,2001,17738452841.3665
gnb,2002,19721700000
gnb,2003,18691602722.7467
gnb,2004,15810360997.6806
gnb,2005,22176097119.4865
gnb,2006,19867135292.7754
gnb,2007,20779549046.0272
gnb,2008,30043396937.019
gnb,2009,24780100276.661
gnb,2010,42787456708.01929
gnb,2011,62447038026.1703
gnb,2012,107029640551.675
gnb,2013,94323721727.8192
gnb,2014,118243672687.261
gnb,2015,150946527869.552
gnb,2016,167567930871.909
gnb,2017,162233130193.73999
gnb,2018,173749459396
gnb,2019,197728854760
gnb,2020,194372283531
gnq,1985,13340169667.5217
gnq,1986,14450730839.3788
gnq,1987,12354420721.327
gnq,1988,11739000000
gnq,1989,12117000000
gnq,1990,11235205000
gnq,1991,21485000000
gnq,1992,18929000000
gnq,1993,13960000000
gnq,1994,20524000000
gnq,1995,20829000000
gnq,1996,23053000000
gnq,1997,26718000000
gnq,1998,22663000000
gnq,1999,30726000000
gnq,2000,34778000000
gnq,2001,9532000000
gnq,2002,3645000000
gnq,2003,18369400000
gnq,2004,-267425000000
gnq,2005,-932478000000
gnq,2006,-1223561000000
gnq,2007,-1339393000000
gnq,2008,-1685721000000
gnq,2009,-690276000000
gnq,2010,59246000000
gnq,2011,-314702000000
gnq,2012,-358548000000
gnq,2013,-317470000000
gnq,2014,573699000000
gnq,2015,1015929000000
gnq,2016,1320450000000
gnq,2017,1389405000000
gnq,2018,1365053000000
gnq,2019,1387526000000
grc,2001,153002000000
grc,2002,159245000000
grc,2003,163967000000
grc,2004,179587000000
grc,2005,212566000000
grc,2006,234252000000
grc,2007,260832000000
grc,2008,279452000000
grc,2009,274731000000
grc,2010,333530000000
grc,2011,322985000000
grc,2012,266001000000
grc,2013,247589000000
grc,2014,246159000000
grc,2015,238419990000
grc,2016,219550000000
grc,2017,207360000000
grc,2018,169742000000
grc,2019,156386000000
grc,2020,174269000000
grd,1970,40122000
grd,1971,49138000
grd,1972,60953000
grd,1973,64927000
grd,1974,63646000
grd,1975,63119000
grd,1976,63554000
grd,1977,73164000
grd,1978,88648000
grd,1979,81172000
grd,1980,90562000
grd,1981,97133000
grd,1982,122263000
grd,1983,125124000
grd,1984,140496000
grd,1985,173283000
grd,1986,217805000
grd,1987,252420000
grd,1988,288002000
grd,1989,346378000
grd,1990,350781000
grd,1991,376253000
grd,1992,381609000
grd,1993,482199000
grd,1994,477823689
grd,1995,497555549
grd,1996,582686701
grd,1997,695132028
grd,1998,797385843
grd,1999,861285019
grd,2000,1016344153
grd,2001,1086245497
grd,2002,1123455970
grd,2003,1122690147
grd,2004,1108596022
grd,2005,1153355302
grd,2006,1317507578
grd,2007,1554705065
grd,2008,1776498620
grd,2009,1829253439
grd,2010,1932410658
grd,2011,2011129052.45
grd,2012,1969679239.95
grd,2013,1805534037
grd,2014,1684134915.92
grd,2015,1532187000
grd,2016,1529011000
grd,2017,1485051531.84
grd,2018,1479947290.17
grd,2019,1326223270
grd,2020,1243935737.2
gtm,1960,117100000
gtm,1961,128800000
gtm,1962,139900000
gtm,1963,158400000
gtm,1964,183000000
gtm,1965,202400000
gtm,1966,232100000
gtm,1967,256600000
gtm,1968,259100000
gtm,1969,280200000
gtm,1970,292100000
gtm,1971,333500000
gtm,1972,395200000
gtm,1973,428700000
gtm,1974,550400000
gtm,1975,609000000
gtm,1976,716500000
gtm,1977,815000000
gtm,1978,968400000
gtm,1979,1177100000
gtm,1980,1652200000
gtm,1981,2244800000
gtm,1982,2647400000
gtm,1983,3029300000
gtm,1984,3580700000
gtm,1985,4403900000
gtm,1986,4848300000
gtm,1987,5440800000
gtm,1988,6207000000
gtm,1989,6903000000
gtm,1990,8890700000
gtm,1991,13015000000
gtm,1992,15397300000
gtm,1993,17264300000
gtm,1994,21399400000
gtm,1995,25574300000
gtm,1996,29013300000
gtm,1997,28233800000
gtm,1998,30799000000
gtm,1999,34250500000
gtm,2000,38756600000
gtm,2001,40386020169.3612
gtm,2002,44124516722.7518
gtm,2003,56273068659.1202
gtm,2004,60857876226.3303
gtm,2005,73124255681.16609
gtm,2006,92915629374.97148
gtm,2007,105528985070.12199
gtm,2008,115119697290.455
gtm,2009,120811473640.726
gtm,2010,127756952700.353
gtm,2011,142971213945.854
gtm,2012,161871824939.27802
gtm,2013,180778138309.59601
gtm,2014,199787431774.22101
gtm,2015,219649303690.754
gtm,2016,229781768691.25696
gtm,2017,237275406286.892
gtm,2018,256029130272.345
gtm,2019,272649811373.65302
gtm,2020,301729504123.33698
guy,1960,35200000
guy,1961,32600000
guy,1962,33500000
guy,1963,31900000
guy,1964,35600000
guy,1965,53600000
guy,1966,70700000
guy,1967,73314000
guy,1968,95801000
guy,1969,121886000
guy,1970,143605000
guy,1971,166207000
guy,1972,193011000
guy,1973,291255000
guy,1974,273978000
guy,1975,346833000
guy,1976,615962000
guy,1977,804110000
guy,1978,895700000
guy,1979,1129125000
guy,1980,1513202000
guy,1981,1859456000
guy,1982,2552508000
guy,1983,3273118000
guy,1984,4157099000
guy,1985,5573354000
guy,1986,6502404000
guy,1987,8589663000
guy,1988,13607469000
guy,1989,30589795000
guy,1990,41252413000
guy,1991,83082245000
guy,1992,123135979000
guy,1993,125544847000
guy,1994,128045960000
guy,1995,144819811000
guy,1996,126309244762
guy,1997,119159513420
guy,1998,122124116899
guy,1999,118639418228
guy,2000,122076085502
guy,2001,111326742985
guy,2002,117085551578
guy,2003,119127319098
guy,2004,135048100468
guy,2005,137957640342
guy,2006,146405712864
guy,2007,150452721320
guy,2008,170239910597.73999
guy,2009,168048909145
guy,2010,187757473924.01999
guy,2011,228506073407.28
guy,2012,249842463984.98999
guy,2013,290008442653.32001
guy,2014,320225291113
guy,2015,359358567668.95001
guy,2016,387221512120.41998
guy,2017,392956064582.52002
guy,2018,435345980568.25
guy,2019,480920650245.5
guy,2020,561383922596.35999
hkg,1990,910462000000
hkg,1991,883274000000
hkg,1992,967677000000
hkg,1993,1170501000000
hkg,1994,1463042000000
hkg,1995,1588836000000
hkg,1996,1875070000000
hkg,1997,2225173000000
hkg,1998,1891551000000
hkg,1999,1735488000000
hkg,2000,1792050000000
hkg,2001,1798882208000
hkg,2002,1820268712000
hkg,2003,1803642684000
hkg,2004,1894729122000
hkg,2005,1973706439000
hkg,2006,1984409811000
hkg,2007,2025471656000
hkg,2008,2088995453000
hkg,2009,2722108826000
hkg,2010,3470208222000
hkg,2011,4006981752000
hkg,2012,4096634883000
hkg,2013,4759807204000
hkg,2014,5333472709000
hkg,2015,5081159352000
hkg,2016,4998194743000
hkg,2017,5781441145000
hkg,2018,6049091825000
hkg,2019,6694655904000
hkg,2020,7086544692000
hnd,1960,87200000
hnd,1961,105000000
hnd,1962,88600000
hnd,1963,116100000
hnd,1964,128400000
hnd,1965,148800000
hnd,1966,160400000
hnd,1967,228000000
hnd,1968,251600000
