geo,time,se_pre_enrr_fe
cym,2015,84.34032
cym,2017,90.80605
cym,2018,88.25806
cym,2020,46.18529
cyp,1971,8.99879
cyp,1972,8.64278
cyp,1973,12.09879
cyp,1974,13.32572
cyp,1975,6.79369
cyp,1976,9.03804
cyp,1977,11.81637
cyp,1978,12.85926
cyp,1979,15.01583
cyp,1980,19.50332
cyp,1981,22.87973
cyp,1982,24.51691
cyp,1983,26.03654
cyp,1984,29.53164
cyp,1985,32.37767
cyp,1986,34.32194
cyp,1987,34.0822
cyp,1988,36.99799
cyp,1989,37.78807
cyp,1990,40.00303
cyp,1991,42.15232
cyp,1992,44.8064
cyp,1993,58.46206
cyp,1994,58.72444
cyp,1995,58.54764
cyp,1996,60.15799
cyp,1997,60.17374
cyp,1999,60.4168
cyp,2000,57.24096
cyp,2001,59.60664
cyp,2002,59.26481
cyp,2003,59.77612
cyp,2004,60.92591
cyp,2005,63.89621
cyp,2006,77.96807
cyp,2007,79.18731
cyp,2008,81.92057
cyp,2009,80.17206
cyp,2010,79.06869
cyp,2011,79.12525
cyp,2012,77.26443
cyp,2013,78.38911
cyp,2014,77.33287
cyp,2015,79.72028
cyp,2016,80.44604
cyp,2017,83.21189
cyp,2018,84.01748
cyp,2019,85.77304
cze,1971,66.14219
cze,1972,67.24887
cze,1973,68.88124
cze,1974,70.93072
cze,1975,71.71296
cze,1976,73.87766
cze,1977,77.16393
cze,1978,79.50198
cze,1979,81.51378
cze,1980,84.30047
cze,1981,86.75098
cze,1982,87.86598
cze,1983,89.28416
cze,1984,90.30944
cze,1985,90.27096
cze,1986,90.08924
cze,1987,94.50658
cze,1988,101.12715
cze,1989,109.51163
cze,1990,109.36121
cze,1991,95.15659
cze,1992,103.85364
cze,1993,87.81516
cze,1994,86.23975
cze,1995,90.84106
cze,1996,90.57395
cze,1997,87.94898
cze,1998,88.00513
cze,1999,93.15818
cze,2000,90.25198
cze,2001,91.22399
cze,2002,97.18549
cze,2003,106.538
cze,2004,113.41863
cze,2005,114.4324
cze,2006,111.72187
cze,2007,108.24012
cze,2008,103.6951
cze,2009,100.01651
cze,2010,100.68756
cze,2011,102.04979
cze,2012,102.33909
cze,2013,102.97574
cze,2014,103.21142
cze,2015,103.65515
cze,2016,103.70069
cze,2017,104.73123
cze,2018,108.09996
cze,2019,111.77132
deu,1993,89.33547
deu,1994,89.2052
deu,1995,81.8789
deu,1996,86.28539
deu,1997,90.33109
deu,2013,106.89729
deu,2014,107.92282
deu,2015,108.39859
deu,2016,109.43412
deu,2017,108.59054
deu,2018,108.06163
deu,2019,107.42298
dji,1972,3.56581
dji,1973,1.83848
dji,1974,1.61613
dji,1975,1.20172
dji,1976,1.19674
dji,1985,0.58148
dji,1986,0.82386
dji,1987,0.75665
dji,1988,0.73818
dji,1989,0.63125
dji,1990,0.76159
dji,1991,0.72744
dji,1992,0.65422
dji,1993,0.72154
dji,1994,0.7363
dji,1995,0.71525
dji,1996,0.60392
dji,1997,0.65613
dji,1998,0.71106
dji,1999,0.53045
dji,2000,0.62256
dji,2001,0.65301
dji,2002,0.81406
dji,2004,1.96705
dji,2006,1.74646
dji,2007,2.75466
dji,2008,3.28299
dji,2009,3.31067
dji,2011,5.50331
dji,2012,4.88075
dji,2015,5.22475
dji,2016,6.20739
dji,2017,7.23462
dji,2018,7.69313
dji,2019,8.92525
dji,2020,9.66
dji,2021,10.58909
dma,1974,49.38481
dma,1975,56.38533
dma,1976,57.31707
dma,1977,66.55356
dma,1979,66.93227
dma,1990,90.75829
dma,1991,96.6443
dma,1992,92.90151
dma,1999,78.60107
dma,2000,73.83535
dma,2001,77.18479
dma,2002,76.62153
dma,2003,58.79163
dma,2004,79.54353
dma,2005,94.3281
dma,2006,93.46826
dma,2007,92.50243
dma,2008,101.33607
dma,2009,100.86207
dma,2010,104.81523
dma,2011,107.94016
dma,2012,100
dma,2013,100.56754
dma,2014,87.99102
dma,2015,97.69053
dma,2016,97.19953
dma,2019,88.55781
dma,2020,79.18605
dnk,1971,25.90524
dnk,1972,39.36479
dnk,1973,47.45582
dnk,1974,52.95281
dnk,1975,55.7939
dnk,1976,58.91775
dnk,1977,65.12697
dnk,1978,73.96327
dnk,1979,82.40782
dnk,1980,85.25346
dnk,1981,88.30143
dnk,1982,95.2992
dnk,1983,90.58057
dnk,1984,91.20772
dnk,1985,94.44118
dnk,1986,94.02494
dnk,1987,96.6483
dnk,1988,92.81975
dnk,1989,94.869
dnk,1990,95.6224
dnk,1991,98.14671
dnk,1992,100.80867
dnk,1993,80.98604
dnk,1994,82.68989
dnk,1995,82.06575
dnk,1996,82.06781
dnk,1998,90.01063
dnk,1999,90.48297
dnk,2000,90.98106
dnk,2001,88.93903
dnk,2002,89.02938
dnk,2003,90.60584
dnk,2004,92.48679
dnk,2005,95.07805
dnk,2006,95.77221
dnk,2007,95.65396
dnk,2008,95.36036
dnk,2009,96.06015
dnk,2010,98.1104
dnk,2011,98.24839
dnk,2012,99.96224
dnk,2013,96.16202
dnk,2014,96.75911
dnk,2015,96.06152
dnk,2016,95.30659
dnk,2017,95.36096
dnk,2018,98.52359
dnk,2019,100.3074
dom,1994,19.71734
dom,1997,31.54233
dom,1998,31.92514
dom,1999,32.70754
dom,2000,34.87882
dom,2002,31.20752
dom,2003,31.806
dom,2004,30.72854
dom,2005,32.90979
dom,2006,35.29584
dom,2007,35.23788
dom,2008,37.091
dom,2009,37.81186
dom,2010,40.33165
dom,2011,40.86811
dom,2012,42.99963
dom,2013,46.75828
dom,2014,48.95784
dom,2015,49.56626
dom,2016,49.38129
dom,2017,51.62053
dom,2018,51.9649
dom,2019,57.85496
dom,2020,58.29622
dza,1993,1.34083
dza,1994,1.68635
dza,1995,1.73473
dza,1996,2.06365
dza,1997,2.18936
dza,1999,2.43056
dza,2000,2.69223
dza,2001,3.36682
dza,2003,3.95933
dza,2004,4.63464
dza,2005,6.04327
dza,2006,27.85872
dza,2007,30.54207
dza,2008,35.09329
dza,2009,77.70944
dza,2010,82.0801
dza,2011,79.70651
ecu,1971,7.52979
ecu,1973,8.15955
ecu,1974,9.2802
ecu,1975,10.35688
ecu,1976,11.43271
ecu,1977,13.27783
ecu,1978,14.83525
ecu,1979,18.17434
ecu,1980,18.39851
ecu,1981,22.39688
ecu,1982,25.26699
ecu,1983,27.97928
ecu,1984,33.70796
ecu,1985,36.96489
ecu,1986,38.63969
ecu,1987,41.23506
ecu,1988,42.97271
ecu,1993,48.54446
ecu,1994,45.19299
ecu,1995,48.26508
ecu,1996,51.63945
ecu,1997,54.82484
ecu,1998,58.41855
ecu,1999,62.31155
ecu,2000,64.4539
ecu,2001,67.4199
ecu,2002,70.00884
ecu,2003,70.34779
ecu,2004,71.40026
ecu,2005,74.84489
ecu,2006,83.66922
ecu,2007,93.06213
ecu,2008,41.62664
ecu,2009,45.96366
ecu,2010,48.51888
ecu,2011,53.43596
ecu,2012,57.35994
ecu,2013,64.70503
ecu,2014,73.81049
ecu,2015,74.44623
ecu,2016,74.79174
ecu,2017,72.17823
ecu,2018,67.92336
ecu,2019,64.68188
ecu,2020,57.39399
egy,1971,1.2825
egy,1972,1.34199
egy,1973,1.53056
egy,1974,1.66805
egy,1975,1.67942
egy,1976,1.92411
egy,1977,2.09603
egy,1979,2.60297
egy,1980,2.88106
egy,1981,3.11849
egy,1982,3.08915
egy,1983,3.26254
egy,1986,4.49659
egy,1987,4.58719
egy,1988,4.96165
egy,1989,5.17731
egy,1990,5.46768
egy,1991,6.02947
egy,1992,6.5965
egy,1993,6.82478
egy,1994,7.00167
egy,1995,7.29955
egy,1996,7.54534
egy,1997,8.28039
egy,1998,9.20225
egy,1999,9.67673
egy,2000,10.57518
egy,2001,11.39257
egy,2002,12.16803
egy,2003,12.98072
egy,2004,13.4572
egy,2005,15.31726
egy,2006,16.5301
egy,2007,16.25182
egy,2008,21.11555
egy,2009,22.67781
egy,2010,26.31288
egy,2011,24.71526
egy,2012,24.87968
egy,2013,24.14213
egy,2014,29.62553
egy,2016,29.62922
egy,2017,28.7086
egy,2018,28.64515
egy,2019,29.28243
eri,1992,4.51897
eri,1993,4.78231
eri,1994,5.00959
eri,1995,5.09582
eri,1996,5.1843
eri,1997,4.85658
eri,1999,7.60648
eri,2000,8.22234
eri,2001,8.64554
eri,2002,9.16842
eri,2003,11.53558
eri,2004,13.85068
eri,2005,25.01436
eri,2006,28.1015
eri,2007,26.93388
eri,2008,24.08292
eri,2009,23.82476
eri,2010,23.45571
eri,2011,25.69101
eri,2012,24.54538
eri,2013,22.52946
eri,2014,21.2955
eri,2015,19.34728
eri,2017,21.14216
eri,2018,23.23021
esp,1971,43.89651
esp,1972,40.46148
esp,1973,42.96576
esp,1974,44.78064
esp,1975,46.06642
esp,1976,49.5078
esp,1977,51.00883
esp,1978,52.95311
esp,1979,55.98424
esp,1980,60.4722
esp,1981,62.15583
esp,1982,63.29338
esp,1983,63.481
esp,1984,64.07162
esp,1985,64.73425
esp,1986,65.99436
esp,1987,67.61563
esp,1988,69.67342
esp,1989,71.52898
esp,1990,73.85948
esp,1991,77.09079
esp,1992,80.88006
esp,1993,84.74783
esp,1994,88.352
esp,1995,91.59997
esp,1996,93.60346
esp,1997,96.02673
esp,1998,97.01935
esp,2013,97.65326
esp,2014,94.13459
esp,2015,92.46928
esp,2016,92.03543
esp,2017,92.61327
esp,2018,95.54454
esp,2019,99.48225
est,1991,98.88183
est,1992,90.66417
est,1993,82.19226
est,1994,63.82495
est,1995,64.56156
est,1996,67.56984
est,1997,69.63998
est,1998,81.81985
est,1999,89.34907
est,2000,91.73855
est,2001,96.72956
est,2002,99.36083
est,2003,106.42309
est,2004,112.58455
est,2005,118.92436
est,2006,96.0957
est,2007,97.99821
est,2008,96.67517
est,2009,94.95353
est,2010,86.03116
est,2011,86.14787
est,2012,87.03176
est,2013,86.98995
est,2014,94.263
est,2015,93.31778
est,2016,91.918
est,2017,92.00858
est,2018,92.11814
est,2019,93.29106
eth,1991,1.58103
eth,1992,1.19596
eth,1993,1.12908
eth,1994,1.268
eth,1995,1.29604
eth,1997,1.39362
eth,1998,1.43541
eth,1999,1.45988
eth,2000,1.5356
eth,2001,1.67442
eth,2002,1.74365
eth,2003,1.74308
eth,2004,1.87535
eth,2005,2.00611
eth,2006,2.38064
eth,2007,2.76483
eth,2008,3.27877
eth,2009,3.60278
eth,2010,4.14355
eth,2011,4.57686
eth,2012,16.75771
eth,2013,23.43721
eth,2014,23.93517
eth,2015,28.6452
eth,2016,42.92135
eth,2017,39.27353
eth,2018,37.54551
eth,2019,34.03501
eth,2020,32.29853
fin,1971,17.21878
fin,1973,24.31073
fin,1974,29.78338
fin,1975,32.55732
fin,1993,35.4631
fin,1994,36.99108
fin,1995,38.47264
fin,1996,41.61305
fin,1997,44.8131
fin,1998,45.56905
fin,1999,47.03935
fin,2000,48.28821
fin,2001,53.30007
fin,2002,55.40341
fin,2003,56.74969
fin,2004,59.4989
fin,2005,59.71249
fin,2006,61.41685
fin,2007,63.10059
fin,2008,64.47881
fin,2009,65.82598
fin,2010,67.69479
fin,2011,68.79995
fin,2012,69.77772
fin,2013,80.39603
fin,2014,79.54602
fin,2015,79.56127
fin,2016,83.44161
fin,2017,83.42729
fin,2018,84.97336
fin,2019,86.81332
fji,1974,7.03794
fji,1975,7.23375
fji,1977,6.99597
fji,1978,8.45035
fji,1979,8.36104
fji,1980,8.97452
fji,1981,8.82719
fji,1983,9.41603
fji,1990,12.94097
fji,1992,14.1314
fji,1994,10.90665
fji,1995,11.52042
fji,1996,14.73857
fji,1997,14.50823
fji,1998,14.85074
fji,1999,15.51825
fji,2000,11.10072
fji,2001,12.54453
fji,2004,17.26861
fji,2006,17.12393
fji,2009,18.52002
fji,2019,37.32429
fra,1971,86.02141
fra,1972,89.98926
fra,1973,91.29528
fra,1974,98.32745
fra,1975,99.41774
fra,1976,104.92808
fra,1977,104.68364
fra,1978,104.29842
fra,1979,101.89355
fra,1980,100.40165
fra,1981,101.24152
fra,1982,103.9987
fra,1983,109.05482
fra,1984,114.9445
fra,1985,117.65815
fra,1986,118.74381
fra,1987,114.69735
fra,1988,109.97171
fra,1989,106.12751
fra,1990,107.61117
fra,1991,108.67772
fra,1992,109.99729
fra,1993,111.34012
fra,1994,113.06592
fra,1995,113.02027
fra,1996,112.57129
fra,1997,111.54298
fra,1998,110.60811
fra,1999,108.90753
fra,2000,108.32759
fra,2001,108.50028
fra,2002,108.19702
fra,2003,107.76075
fra,2004,106.50762
fra,2005,110.08822
fra,2006,109.46919
fra,2007,108.95189
fra,2008,108.31604
fra,2009,107.04967
fra,2010,105.60288
fra,2011,105.40562
fra,2012,104.7235
fra,2013,104.85247
fra,2014,104.136
fra,2015,105.06134
fra,2016,105.25151
fra,2017,105.84442
fra,2018,105.71398
fra,2019,105.77244
fsm,1971,12.59067
fsm,1975,16.08257
fsm,1976,17.28686
fsm,2013,25.99371
fsm,2014,27.17819
fsm,2015,29.54802
fsm,2016,27.98074
fsm,2017,28.16781
fsm,2018,29.63925
fsm,2019,28.81307
fsm,2020,24.28031
gab,1992,1.08832
gab,2011,35.86941
gab,2019,43.70838
gbr,1976,34.32612
gbr,1983,45.11871
gbr,1984,48.68002
gbr,1985,47.64553
gbr,1986,47.63467
gbr,1987,48.29115
gbr,1988,47.94405
gbr,1989,47.73335
gbr,1990,50.64381
gbr,1991,51.94538
gbr,1992,52.76796
gbr,1998,75.72814
gbr,1999,76.97681
gbr,2000,79.89253
gbr,2001,81.14442
gbr,2002,82.45007
gbr,2003,77.24046
gbr,2004,59.46638
gbr,2005,71.96228
gbr,2006,72.94046
gbr,2007,73.94451
gbr,2008,80.6099
gbr,2009,80.34695
gbr,2010,83.37994
gbr,2011,85.08828
gbr,2012,84.25854
gbr,2013,77.38591
gbr,2014,87.17728
gbr,2015,99.13735
gbr,2016,110.27176
gbr,2017,106.2792
gbr,2018,107.10482
gbr,2019,105.84505
geo,1998,39.64883
geo,1999,41.61137
geo,2000,45.29916
geo,2002,50.45175
geo,2003,52.03998
geo,2004,54.38481
geo,2005,56.78196
geo,2006,54.36205
geo,2007,62.35026
gha,1971,3.27478
gha,1973,4.22888
gha,1978,23.55118
gha,1979,24.69749
gha,1980,29.02783
gha,1981,20.25844
gha,1982,17.84947
gha,1984,18.20924
gha,1987,29.39247
gha,1988,33.27356
gha,1989,32.77372
gha,1990,35.13055
gha,1999,46.19789
gha,2000,60.46992
gha,2001,57.11599
gha,2002,60.72002
gha,2003,65.04505
gha,2004,66.17987
gha,2005,59.77917
gha,2006,81.48286
gha,2007,88.58322
gha,2008,99.19291
gha,2009,120.32381
gha,2011,112.42573
gha,2012,113.80907
gha,2013,115.83946
gha,2014,116.2119
gha,2015,122.40767
gha,2016,120.25129
gha,2017,118.05838
gha,2018,115.55293
gha,2019,117.92819
gha,2020,117.2078
gib,1972,4.68085
gib,1974,2.24215
gib,1975,2.11864
gib,1976,2.5641
gib,1977,3.34728
gib,1978,3.29218
gib,1979,3.65854
gib,1981,4.72103
gib,1982,12.7193
gib,1983,16.21622
gib,1984,17.67442
gib,1985,24.65116
gib,1999,67.22689
gib,2000,74.59677
gib,2001,89.43089
gib,2016,177.98164
gib,2017,201.40187
gib,2019,122.43902
gib,2020,125.12438
gin,1994,1.37391
gin,1996,2.95117
gin,1997,3.10005
gin,2004,7.77924
gin,2005,8.50023
gin,2006,8.92003
gin,2007,9.36594
gin,2008,10.65328
gin,2009,11.26432
gin,2010,12.27988
gin,2011,15.10482
gin,2012,17.90147
gin,2013,19.71144
gin,2014,21.12863
gin,2015,14.11465
gin,2016,21.58988
gin,2020,17.37224
gmb,1998,18.25129
gmb,1999,15.96015
gmb,2003,15.81151
gmb,2007,20.62559
gmb,2009,28.42192
gmb,2010,29.58145
gmb,2013,32.09596
gmb,2014,38.7894
gmb,2015,38.47787
gmb,2016,38.65428
gmb,2017,39.02899
gmb,2018,42.90576
gmb,2019,44.88538
gmb,2020,45.05988
gmb,2021,43.21765
gnb,1971,0.54962
gnb,1980,0.4901
gnb,1981,0.61798
gnb,1982,0.59613
gnb,1983,1.64991
gnb,2000,3.76539
gnb,2010,6.8951
gnq,1999,26.24245
gnq,2000,25.39892
gnq,2001,33.99896
gnq,2005,27.59122
gnq,2008,65.90849
gnq,2011,54.47114
gnq,2012,52.87038
gnq,2015,43.78652
grc,1971,29.52641
grc,1972,30.54568
grc,1973,33.50831
grc,1974,35.51657
grc,1975,35.88371
grc,1976,35.56566
grc,1977,39.20945
grc,1978,42.4703
grc,1979,46.65726
grc,1980,48.94449
grc,1981,50.45655
grc,1982,51.81265
grc,1983,51.73008
grc,1984,52.52973
grc,1985,53.5249
grc,1986,53.77888
grc,1987,53.53496
grc,1988,55.00573
grc,1989,54.19401
grc,1990,54.19514
grc,1991,53.95294
grc,1992,56.30347
grc,1993,59.90802
grc,1994,61.90278
grc,1995,63.52029
grc,1996,62.97916
grc,1997,64.76858
grc,1998,67.82984
grc,1999,66.61054
grc,2000,68.25485
grc,2001,68.76983
grc,2002,66.98651
grc,2003,65.82685
grc,2004,64.85879
grc,2005,65.5017
grc,2006,66.03719
grc,2007,65.76311
grc,2010,74.64179
grc,2011,77.70216
grc,2012,77.16541
grc,2013,76.51118
grc,2014,73.87995
grc,2015,75.41883
grc,2016,73.90623
grc,2017,74.86905
grc,2018,77.88819
grc,2019,84.05328
grd,1971,38.50068
grd,1972,50.09395
grd,1977,55.75679
grd,1978,64.04634
grd,1984,63.58952
grd,1987,61.6018
grd,1988,64.81085
grd,1994,61.84163
grd,1995,66.31154
grd,1996,64.16097
grd,1997,72.24473
grd,1998,73.68421
grd,1999,76.94867
grd,2001,93.8713
grd,2002,83.64389
grd,2003,87.10348
grd,2004,91.21339
grd,2005,95.02165
grd,2007,98.3908
grd,2008,113.12649
grd,2009,113.76317
grd,2010,116.05416
grd,2013,102.5716
grd,2014,94.78647
grd,2015,89.08078
grd,2016,92.00221
grd,2017,101.43409
grd,2018,102.28031
gtm,1985,24.16066
gtm,1986,22.93959
gtm,1991,23.92802
gtm,1992,30.33002
gtm,1993,30.8495
gtm,1994,31.39614
gtm,1995,32.59819
gtm,1996,33.273
gtm,1998,35.68191
gtm,1999,43.61592
gtm,2000,49.32424
gtm,2001,53.58833
gtm,2002,53.8575
gtm,2004,57.26602
gtm,2005,57.80647
gtm,2006,59.37619
gtm,2007,59.36874
gtm,2008,61.35237
gtm,2009,74.6713
gtm,2010,70.18551
gtm,2011,68.57547
gtm,2012,64.5157
gtm,2013,44.16298
gtm,2014,45.67537
gtm,2015,46.59262
gtm,2016,45.65133
gtm,2017,49.47036
gtm,2018,51.13417
gtm,2019,49.54006
gtm,2020,48.07281
gum,1984,100.24077
guy,1977,54.50247
guy,1978,57.27014
guy,1979,60.09887
guy,1980,60.69359
guy,1981,64.61425
guy,1982,71.02405
guy,1983,74.97426
guy,1985,74.8167
guy,1986,68.31167
guy,1987,66.32335
guy,1988,66.96617
guy,1991,75.55219
guy,1992,76.51605
guy,1993,84.11628
guy,1994,84.06884
guy,1995,84.26215
guy,1996,81.76404
guy,1997,83.48084
guy,1999,94.1334
guy,2000,91.66373
guy,2001,88.81675
guy,2003,86.71145
guy,2005,89.93541
guy,2007,81.7908
guy,2008,80.61473
guy,2009,81.64684
guy,2010,81.13524
guy,2011,88.57883
guy,2012,93.31833
hkg,1971,50.79809
hkg,1972,54.36565
hkg,1973,60.22718
hkg,1974,65.74382
hkg,1975,71.56055
hkg,1976,77.23929
hkg,1977,79.30104
hkg,1978,80.89986
hkg,1979,81.85278
hkg,1980,80.81184
hkg,1981,83.73794
hkg,1982,84.36746
hkg,1983,86.70414
hkg,1984,88.54854
hkg,1985,95.0143
hkg,1986,95.98249
hkg,1987,98.05693
hkg,1988,95.60384
hkg,1995,86.65297
hkg,1996,88.65006
hkg,1998,83.8862
hkg,2012,117.84451
hkg,2013,116.57546
hkg,2014,112.28753
hkg,2015,112.66929
hkg,2016,113.26228
hkg,2017,111.43206
hkg,2018,109.33995
hkg,2019,103.42142
hnd,1970,3.70354
hnd,1971,3.95452
hnd,1972,4.08366
hnd,1973,4.48914
hnd,1974,4.41259
hnd,1975,5.09797
hnd,1976,6.44572
hnd,1977,7.70319
hnd,1978,8.0511
hnd,1979,8.29465
hnd,1980,7.66295
hnd,1981,8.85481
hnd,1982,9.483
hnd,1983,11.79449
hnd,1984,11.05343
hnd,1986,12.37946
hnd,1990,11.74653
hnd,1991,12.61924
hnd,1992,12.86741
hnd,1993,12.7923
hnd,1994,13.81605
hnd,1995,13.99477
hnd,1996,15.32958
hnd,1997,16.05793
hnd,1998,12.87775
hnd,1999,16.68759
hnd,2000,20.9911
hnd,2003,27.8367
hnd,2004,30.04975
hnd,2005,29.98831
hnd,2006,33.52684
hnd,2007,34.1201
hnd,2008,36.55532
hnd,2009,38.56846
hnd,2010,40.2211
hnd,2011,40.88936
hnd,2012,39.97639
hnd,2013,39.35153
hnd,2014,39.56833
hnd,2015,38.73495
hnd,2016,39.89081
hnd,2017,41.50009
hnd,2018,41.68448
hnd,2019,40.50066
hnd,2020,40.12449
hrv,1981,23.32765
hrv,1983,25.95187
hrv,1985,26.07158
hrv,1986,26.4424
hrv,1987,27.34521
hrv,1988,27.66195
hrv,1989,28.30503
hrv,1990,27.55924
hrv,1991,27.9209
hrv,1995,35.33271
hrv,1996,36.97161
hrv,1997,39.2246
hrv,1998,42.18443
hrv,1999,48.97267
hrv,2000,51.9413
hrv,2001,51.77867
hrv,2002,52.5634
hrv,2003,51.90902
hrv,2004,45.11853
hrv,2005,45.97409
hrv,2006,47.16965
hrv,2007,49.49328
hrv,2008,53.52231
hrv,2009,57.84288
hrv,2010,61.22684
hrv,2011,62.40459
hrv,2012,62.10475
hrv,2013,61.46897
hrv,2014,61.24195
hrv,2015,62.22283
hrv,2016,63.11586
hrv,2017,69.45382
hrv,2018,68.91187
hrv,2019,70.46195
hun,1971,45.77695
hun,1972,47.67871
hun,1973,49.36748
hun,1974,50.52288
hun,1975,53.19166
hun,1976,53.8085
hun,1977,55.80248
hun,1978,60.86639
hun,1979,67.10923
hun,1980,70.01362
hun,1981,72.11673
hun,1982,70.05791
hun,1983,66.86623
hun,1984,64.59294
hun,1985,64.2663
hun,1986,64.06328
hun,1987,65.76428
hun,1988,71.72736
hun,1989,79.28742
hun,1990,83.7226
hun,1991,85.89769
hun,1992,85.28859
hun,1994,78.50602
hun,1995,78.13346
hun,1996,79.69033
hun,1997,79.69761
hun,1998,78.60238
hun,1999,78.61027
hun,2000,78.86293
hun,2001,78.1262
hun,2002,79.11812
hun,2003,80.68069
hun,2004,84.0114
hun,2005,85.898
hun,2006,87.66167
hun,2007,87.39905
hun,2008,84.97174
hun,2009,83.83973
hun,2010,84.3425
hun,2011,86.95101
hun,2012,87.57614
hun,2013,87.2914
hun,2014,84.66254
hun,2015,79.84268
hun,2016,80.03843
hun,2017,80.76096
hun,2018,84.2986
hun,2019,87.96274
idn,1971,5.66188
idn,1972,5.80324
idn,1973,6.01197
idn,1974,5.72674
idn,1975,7.56081
idn,1977,8.264
idn,1979,10.40692
idn,1995,19.10099
idn,1996,19.4631
idn,1999,22.8275
idn,2000,24.53149
idn,2001,24.88203
idn,2002,24.72671
idn,2003,26.49071
idn,2004,28.18952
idn,2005,32.06129
idn,2006,35.27236
idn,2007,41.86488
idn,2008,44.15296
idn,2009,46.80881
idn,2010,42.39365
idn,2011,44.45336
idn,2012,50.95179
idn,2013,55.32146
idn,2014,58.8051
idn,2016,58.78025
idn,2017,59.96305
idn,2018,59.12898
ind,1971,1.08511
ind,1972,1.18538
ind,1973,1.31326
ind,1975,1.4114
ind,1976,1.52257
ind,1977,1.74813
ind,1978,1.7555
ind,1981,2.24183
ind,1982,2.00792
ind,1983,2.3656
ind,1984,2.22412
ind,1985,2.28481
ind,1986,2.74567
ind,1987,2.75226
ind,1988,3.02167
ind,1989,3.03056
ind,1990,2.79173
ind,1991,3.06864
ind,1992,2.82103
ind,1993,2.85533
ind,1994,3.84614
ind,1995,4.28182
ind,1996,4.25038
ind,1997,3.19041
ind,2017,62.02412
ind,2018,62.34458
ind,2019,64.20426
ind,2020,61.34073
irl,1971,107.33573
irl,1972,109.15239
irl,1973,110.40005
irl,1974,111.02039
irl,1975,106.573
irl,1976,106.93004
irl,1977,107.63197
irl,1978,103.65162
irl,1979,98.32201
irl,1980,94.29495
irl,1981,94.20222
irl,1982,95.46944
irl,1983,98.35688
irl,1984,102.66971
irl,1985,104.34808
irl,1986,104.95406
irl,1987,104.54956
irl,1988,103.34174
irl,1989,100.38291
irl,1990,97.96065
irl,1991,99.63558
irl,1992,103.64452
irl,1993,106.96199
irl,1994,107.62207
irl,1995,108.89343
irl,1996,112.74208
irl,1997,115.11187
irl,2012,103.41264
irl,2013,110.31364
irl,2014,110.70902
irl,2015,101.12983
irl,2016,114.89936
irl,2017,82.61512
irl,2018,93.04443
irl,2019,97.19779
irn,1971,2.04423
irn,1972,2.18043
irn,1973,2.24657
irn,1974,4.07414
irn,1975,8.70562
irn,1976,16.80553
irn,1977,19.91587
irn,1978,21.51134
irn,1982,15.55302
irn,1983,13.50277
irn,1984,15.01972
irn,1985,5.05693
irn,1986,6.65074
irn,1987,7.26035
irn,1988,8.10375
irn,1989,9.53765
irn,1990,11.20352
irn,1991,11.60934
irn,1992,12.78503
irn,1993,8.70943
irn,1994,6.91725
irn,1995,7.57232
irn,1997,11.56384
irn,1998,15.51273
irn,1999,15.26651
irn,2000,18.82446
irn,2001,22.83823
irn,2002,27.94021
irn,2003,35.91941
irn,2004,39.9558
irn,2005,46.69251
irn,2006,52.38528
irn,2007,53.73785
irn,2008,49.19773
irn,2009,42.85343
irn,2010,41.46974
irn,2011,42.49243
irn,2012,35.26683
irn,2013,38.82765
irn,2014,43.4553
irn,2015,52.61128
irn,2016,54.71597
irq,1971,1.87471
irq,1972,1.76777
irq,1973,1.90343
irq,1974,1.96222
irq,1975,4.23057
irq,1976,5.11637
irq,1977,5.89385
irq,1978,6.36203
irq,1979,7.54319
irq,1980,7.77525
irq,1981,8.37896
irq,1982,8.74022
irq,1983,8.23622
irq,1984,7.7418
irq,1985,7.95741
irq,1986,7.81249
irq,1987,7.56376
irq,1988,7.22414
irq,1989,7.81467
irq,1991,7.63497
irq,1992,6.88445
irq,1993,7.70591
irq,1996,6.7404
irq,1998,5.43885
irq,1999,5.06312
irq,2000,5.27238
irq,2003,3.56104
irq,2004,5.91888
irq,2007,6.64222
isl,1983,100.04892
isl,1984,95.59902
isl,1986,108.49609
isl,1987,109.44499
isl,1988,104.17273
isl,1989,103.62319
isl,1998,85.51962
isl,1999,84.57478
isl,2000,84.38509
isl,2001,85.36009
isl,2002,88.85841
isl,2003,93.38856
isl,2004,98.9677
isl,2005,99.02717
isl,2006,98.15219
isl,2007,96.41613
isl,2008,97.08171
isl,2009,96.55989
isl,2010,95.2145
isl,2011,94.42498
isl,2012,95.49388
isl,2013,96.17414
isl,2014,98.6099
isl,2015,97.98229
isl,2016,96.18922
isl,2017,95.56897
isl,2018,96.09189
isl,2019,95.22221
isr,1973,47.98657
isr,1974,51.19741
isr,1975,63.44648
isr,1976,64.14837
isr,1977,61.9385
isr,1978,59.94011
isr,1981,72.02736
isr,1984,77.86668
isr,1999,89.52285
isr,2000,88.95153
isr,2001,93.84393
isr,2002,96.14282
isr,2003,101.15809
isr,2004,94.1362
isr,2005,94.27673
isr,2006,93.01336
isr,2007,99.68086
isr,2008,100.22794
isr,2009,109.72249
isr,2010,97.51568
isr,2011,104.3461
isr,2012,102.46192
isr,2013,112.86374
isr,2014,111.11293
isr,2015,111.71717
isr,2016,112.37335
isr,2017,110.76106
isr,2018,110.68562
isr,2019,109.77319
ita,1971,57.25471
