geo,time,en_co2_bldg_zs
aut,1981,28.86518
aut,1982,30.21901
aut,1983,28.44705
aut,1984,27.37441
aut,1985,28.0965
aut,1986,28.04571
aut,1987,27.89233
aut,1988,25.15398
aut,1989,23.46169
aut,1990,21.12651
aut,1991,21.96857
aut,1992,22.66595
aut,1993,22.18638
aut,1994,20.31306
aut,1995,21.0438
aut,1996,22.01864
aut,1997,19.86882
aut,1998,19.73705
aut,1999,21.06034
aut,2000,19.15306
aut,2001,19.68599
aut,2002,18.32717
aut,2003,17.99341
aut,2004,17.10384
aut,2005,16.2173
aut,2006,16.15192
aut,2007,14.20553
aut,2008,15.03662
aut,2009,14.63568
aut,2010,14.34396
aut,2011,12.54867
aut,2012,12.56651
aut,2013,12.84447
aut,2014,11.92827
aze,1990,9.23883
aze,1991,8.91622
aze,1992,8.48656
aze,1993,6.31861
aze,1994,14.1569
aze,1995,11.92831
aze,1996,15.07761
aze,1997,15.53694
aze,1998,16.95238
aze,1999,18.43944
aze,2000,15.71429
aze,2001,18.04104
aze,2002,20.42336
aze,2003,20.59669
aze,2004,20.58394
aze,2005,19.92416
aze,2006,19.7346
aze,2007,20.4571
aze,2008,23.02083
aze,2009,24.30669
aze,2010,25.92435
aze,2011,23.33585
aze,2012,18.03392
aze,2013,17.14771
aze,2014,18.2202
bel,1960,23.18145
bel,1961,24.25867
bel,1962,26.84133
bel,1963,28.7972
bel,1964,24.03624
bel,1965,25.00942
bel,1966,25.32105
bel,1967,26.57213
bel,1968,27.17072
bel,1969,26.30905
bel,1970,27.47389
bel,1971,25.93284
bel,1972,26.48737
bel,1973,26.62006
bel,1974,24.36005
bel,1975,28.82251
bel,1976,25.03411
bel,1977,25.26546
bel,1978,26.60244
bel,1979,27.33046
bel,1980,25.55378
bel,1981,25.08041
bel,1982,24.22234
bel,1983,24.66466
bel,1984,24.46976
bel,1985,27.97424
bel,1986,28.98064
bel,1987,28.39092
bel,1988,25.09952
bel,1989,23.09757
bel,1990,23.14353
bel,1991,24.74757
bel,1992,25.05956
bel,1993,24.81098
bel,1994,23.13533
bel,1995,24.3035
bel,1996,26.97543
bel,1997,25.68614
bel,1998,24.89891
bel,1999,24.36034
bel,2000,23.21194
bel,2001,24.0014
bel,2002,24.44651
bel,2003,25.14021
bel,2004,25.8599
bel,2005,26.63125
bel,2006,24.7287
bel,2007,22.39824
bel,2008,25.29877
bel,2009,25.01813
bel,2010,25.35358
bel,2011,23.7022
bel,2012,24.96195
bel,2013,27.07709
bel,2014,22.98535
ben,1971,13.33333
ben,1972,15
ben,1973,14.63415
ben,1974,19.04762
ben,1975,17.3913
ben,1976,25
ben,1977,21.21212
ben,1978,21.05263
ben,1979,21.05263
ben,1980,23.07692
ben,1981,23.33333
ben,1982,19.44444
ben,1983,11.11111
ben,1984,10.52632
ben,1985,12.76596
ben,1986,7.31707
ben,1987,8.33333
ben,1988,11.11111
ben,1989,10.71429
ben,1990,11.53846
ben,1991,15
ben,1992,19.04762
ben,1993,14.28571
ben,1994,18.18182
ben,1995,18.18182
ben,1996,25.27473
ben,1997,21.55172
ben,1998,22.31405
ben,1999,21.64179
ben,2000,21.12676
ben,2001,30.63584
ben,2002,30.69307
ben,2003,30.70175
ben,2004,33.74486
ben,2005,34.32836
ben,2006,32.09877
ben,2007,28.23219
ben,2008,28.98172
ben,2009,27.20764
ben,2010,24.83516
ben,2011,24.78632
ben,2012,24.89796
ben,2013,24.8566
ben,2014,24.21603
bgd,1971,29.16667
bgd,1972,29.16667
bgd,1973,20.2346
bgd,1974,21.07969
bgd,1975,23.80952
bgd,1976,25.8547
bgd,1977,25.41667
bgd,1978,24.85549
bgd,1979,24.38596
bgd,1980,22.03647
bgd,1981,26.53061
bgd,1982,23.40116
bgd,1983,22.08398
bgd,1984,22.53521
bgd,1985,20.25974
bgd,1986,19.48357
bgd,1987,18.40426
bgd,1988,18.64754
bgd,1989,19.06578
bgd,1990,19.35201
bgd,1991,18.04651
bgd,1992,16.5247
bgd,1993,16.65332
bgd,1994,16.9265
bgd,1995,15.7767
bgd,1996,16.55669
bgd,1997,17.23586
bgd,1998,18.34475
bgd,1999,17.13269
bgd,2000,16.80993
bgd,2001,15.66023
bgd,2002,16.23964
bgd,2003,17.63224
bgd,2004,17.69257
bgd,2005,15.58685
bgd,2006,14.57801
bgd,2007,14.36997
bgd,2008,13.55517
bgd,2009,12.80945
bgd,2010,12.65797
bgd,2011,12.55631
bgd,2012,11.62304
bgd,2013,11.02349
bgd,2014,11.48225
bgr,1971,5.88972
bgr,1972,5.38859
bgr,1973,6.33304
bgr,1974,6.90507
bgr,1975,6.50573
bgr,1976,5.36885
bgr,1977,5.4634
bgr,1978,4.50462
bgr,1979,4.95988
bgr,1980,5.49089
bgr,1981,5.55076
bgr,1982,5.52466
bgr,1983,5.49815
bgr,1984,5.26448
bgr,1985,5.27788
bgr,1986,5.68578
bgr,1987,5.63798
bgr,1988,5.63837
bgr,1989,5.3766
bgr,1990,4.11694
bgr,1991,5.54672
bgr,1992,7.48475
bgr,1993,8.62227
bgr,1994,6.71914
bgr,1995,5.51763
bgr,1996,6.4686
bgr,1997,4.09357
bgr,1998,4.52876
bgr,1999,4.20539
bgr,2000,3.19981
bgr,2001,2.77593
bgr,2002,3.78913
bgr,2003,3.80912
bgr,2004,2.92576
bgr,2005,2.73118
bgr,2006,3.18993
bgr,2007,2.60835
bgr,2008,2.78178
bgr,2009,2.64151
bgr,2010,2.90541
bgr,2011,3.00752
bgr,2012,3.2171
bgr,2013,3.07575
bgr,2014,2.25493
bhr,1971,1.7301
bhr,1972,1.21212
bhr,1973,0.93677
bhr,1974,0.79208
bhr,1975,0.95602
bhr,1976,0.88028
bhr,1977,0.79365
bhr,1978,0.8982
bhr,1979,0.84034
bhr,1980,0.96685
bhr,1981,0.90206
bhr,1982,0.85995
bhr,1983,0.82742
bhr,1984,0.92379
bhr,1985,0.98901
bhr,1986,0.92119
bhr,1987,1.0395
bhr,1988,1.08696
bhr,1989,1.16959
bhr,1990,1.21723
bhr,1991,1.36187
bhr,1992,1.23153
bhr,1993,1.15652
bhr,1994,1.20482
bhr,1995,1.18959
bhr,1996,1.2775
bhr,1997,1.74338
bhr,1998,2.07523
bhr,1999,1.10461
bhr,2000,1.13636
bhr,2001,1.16208
bhr,2002,1.10529
bhr,2003,1.17318
bhr,2004,1.23735
bhr,2005,1.11868
bhr,2006,0.85011
bhr,2007,0.83115
bhr,2008,0.89395
bhr,2009,0.93993
bhr,2010,0.86139
bhr,2011,0.86038
bhr,2012,0.88156
bhr,2013,0.88402
bhr,2014,0.84203
bih,1990,1.20833
bih,1991,1.30415
bih,1992,1.00439
bih,1993,0.44877
bih,1994,2.28013
bih,1995,1.82927
bih,1996,4.11622
bih,1997,1.18765
bih,1998,1.12676
bih,1999,1.15274
bih,2000,0.65598
bih,2001,0.66667
bih,2002,0.56259
bih,2003,0.68729
bih,2004,0.65833
bih,2005,0.81967
bih,2006,0.74413
bih,2007,0.70575
bih,2008,0.64229
bih,2009,2.07818
bih,2010,2.78184
bih,2011,2.4359
bih,2012,2.35566
bih,2013,2.60344
bih,2014,2.6827
blr,1990,13.88499
blr,1991,13.49132
blr,1992,13.48612
blr,1993,14.1075
blr,1994,13.35729
blr,1995,14.31331
blr,1996,14.56495
blr,1997,11.92645
blr,1998,10.62356
blr,1999,10.96524
blr,2000,11.49491
blr,2001,10.37328
blr,2002,10.1024
blr,2003,9.77224
blr,2004,8.88726
blr,2005,9.0529
blr,2006,8.7891
blr,2007,8.70424
blr,2008,8.14511
blr,2009,8.71043
blr,2010,8.78717
blr,2011,9.15159
blr,2012,9.67463
blr,2013,9.35783
blr,2014,8.93261
bol,1971,13.30275
bol,1972,12.91667
bol,1973,13.83399
bol,1974,14.59854
bol,1975,13.35404
bol,1976,13.31445
bol,1977,13.33333
bol,1978,13.02211
bol,1979,13.26781
bol,1980,14.01425
bol,1981,12.80353
bol,1982,12.52567
bol,1983,11.94332
bol,1984,12.85403
bol,1985,14.15313
bol,1986,14.45783
bol,1987,14.71264
bol,1988,13.61502
bol,1989,12.5
bol,1990,11.06796
bol,1991,10.6383
bol,1992,11.09057
bol,1993,11.19005
bol,1994,11.14754
bol,1995,10.59507
bol,1996,12.51932
bol,1997,14.48382
bol,1998,13.83285
bol,1999,14.52599
bol,2000,11.5493
bol,2001,12.62849
bol,2002,12.72727
bol,2003,12.27621
bol,2004,12.20657
bol,2005,12.12789
bol,2006,11.44883
bol,2007,10.93605
bol,2008,10.05111
bol,2009,9.51613
bol,2010,9.27007
bol,2011,9.01143
bol,2012,8.24866
bol,2013,8.45653
bol,2014,8.25137
bra,1971,7.04403
bra,1972,7.05647
bra,1973,6.5685
bra,1974,6.13351
bra,1975,5.9273
bra,1976,5.76721
bra,1977,5.67014
bra,1978,5.63503
bra,1979,5.78352
bra,1980,6.15348
bra,1981,6.784
bra,1982,7.4387
bra,1983,8.02644
bra,1984,7.6892
bra,1985,7.91395
bra,1986,7.49156
bra,1987,7.80039
bra,1988,8.51192
bra,1989,8.5383
bra,1990,8.93894
bra,1991,8.73568
bra,1992,8.81406
bra,1993,8.74815
bra,1994,8.94011
bra,1995,8.62902
bra,1996,8.03415
bra,1997,7.63585
bra,1998,7.56893
bra,1999,7.69561
bra,2000,7.32099
bra,2001,7.23057
bra,2002,7.18406
bra,2003,6.57319
bra,2004,6.36924
bra,2005,6.17713
bra,2006,6.10451
bra,2007,6.02172
bra,2008,5.72882
bra,2009,6.0423
bra,2010,5.3464
bra,2011,5.15927
bra,2012,4.74612
bra,2013,4.5089
bra,2014,4.28974
brn,1971,5
brn,1972,5.12821
brn,1973,2.94118
brn,1974,1.75439
brn,1975,1.41844
brn,1976,1.08108
brn,1977,1.00503
brn,1978,1.06952
brn,1979,1.02041
brn,1980,1.13636
brn,1981,1.1583
brn,1982,1.47601
brn,1983,1.37457
brn,1984,1.36519
brn,1985,1.35593
brn,1986,1.36054
brn,1987,1.33779
brn,1988,1.27796
brn,1989,1.28617
brn,1990,1.53374
brn,1991,1.47929
brn,1992,1.39665
brn,1993,1.5544
brn,1994,1.44928
brn,1995,1.33333
brn,1996,1.27389
brn,1997,1.37525
brn,1998,1.39211
brn,1999,1.43198
brn,2000,1.35747
brn,2001,1.39211
brn,2002,1.37615
brn,2003,1.14286
brn,2004,1.01626
brn,2005,1.03734
brn,2006,1.10957
brn,2007,1.60819
brn,2008,1.52355
brn,2009,1.48048
brn,2010,1.45773
brn,2011,1.42653
brn,2012,1.43472
brn,2013,1.31387
brn,2014,1.34328
bwa,1981,2.17391
bwa,1982,2.08333
bwa,1983,2.12766
bwa,1984,2.14286
bwa,1985,2.66667
bwa,1986,2.31214
bwa,1987,2.7933
bwa,1988,2.7907
bwa,1989,3.79747
bwa,1990,3.55872
bwa,1991,4.0293
bwa,1992,3.63636
bwa,1993,4.30769
bwa,1994,4.54545
bwa,1995,3.44828
bwa,1996,4.10959
bwa,1997,3.90879
bwa,1998,9.23913
bwa,1999,4.92228
bwa,2000,6.45161
bwa,2001,8.26873
bwa,2002,8.18859
bwa,2003,5.88235
bwa,2004,3.52645
bwa,2005,3.50467
bwa,2006,3.66748
bwa,2007,4.16667
bwa,2008,3.18907
bwa,2009,2.9724
bwa,2010,4.89297
bwa,2011,3.90625
bwa,2012,3.47648
bwa,2013,3.05344
bwa,2014,2.61628
can,1960,33.30658
can,1961,32.90835
can,1962,32.56167
can,1963,32.4886
can,1964,31.47949
can,1965,30.46071
can,1966,29.59653
can,1967,29.45076
can,1968,29.3824
can,1969,29.62424
can,1970,28.69062
can,1971,27.93767
can,1972,28.54987
can,1973,23.44969
can,1974,23.89555
can,1975,23.06448
can,1976,23.82176
can,1977,22.43973
can,1978,21.6976
can,1979,20.96256
can,1980,20.0109
can,1981,19.47404
can,1982,21.97152
can,1983,19.70077
can,1984,19.35075
can,1985,19.44846
can,1986,19.06503
can,1987,16.97894
can,1988,16.75769
can,1989,17.23093
can,1990,17.43183
can,1991,17.34867
can,1992,17.25895
can,1993,18.2018
can,1994,17.83303
can,1995,17.38656
can,1996,17.98539
can,1997,17.02826
can,1998,15.2208
can,1999,15.66701
can,2000,16.40157
can,2001,15.94132
can,2002,16.45572
can,2003,16.58117
can,2004,16.13412
can,2005,16.21627
can,2006,15.29421
can,2007,14.98454
can,2008,14.93599
can,2009,15.17706
can,2010,14.02872
can,2011,14.82373
can,2012,13.71929
can,2013,14.04115
can,2014,14.52415
che,1960,38.72768
che,1961,39.7832
che,1962,42.02001
che,1963,44.78574
che,1964,45.31065
che,1965,46.8773
che,1966,46.08887
che,1967,43.68384
che,1968,45.21085
che,1969,45.142
che,1970,45.15781
che,1971,45.30969
che,1972,44.85649
che,1973,46.33465
che,1974,44.79085
che,1975,45.26402
che,1976,48.43142
che,1977,46.69061
che,1978,47.53117
che,1979,46.97205
che,1980,46.49682
che,1981,41.79307
che,1982,42.42771
che,1983,41.39785
che,1984,42.65698
che,1985,46.14464
che,1986,46.18339
che,1987,46.31342
che,1988,46.43753
che,1989,45.69184
che,1990,40.87341
che,1991,40.70919
che,1992,40.60995
che,1993,40.80847
che,1994,39.20988
che,1995,40.58355
che,1996,41.58181
che,1997,40.16035
che,1998,40.10319
che,1999,40.1351
che,2000,37.62518
che,2001,38.16002
che,2002,37.74803
che,2003,38.49896
che,2004,37.82789
che,2005,38.5877
che,2006,37.00552
che,2007,34.38478
che,2008,35.23256
che,2009,35.70743
che,2010,37.19258
che,2011,32.8133
che,2012,34.82231
che,2013,35.95668
che,2014,31.02809
chl,1971,10.03329
chl,1972,11.96705
chl,1973,13.35
chl,1974,12.38579
chl,1975,12.68264
chl,1976,12.80045
chl,1977,12.85485
chl,1978,11.76471
chl,1979,10.81474
chl,1980,10.3271
chl,1981,10.38046
chl,1982,12.13275
chl,1983,10.41557
chl,1984,9.94557
chl,1985,9.32722
chl,1986,9.64392
chl,1987,10.2439
chl,1988,9.1129
chl,1989,8.1
chl,1990,10.02379
chl,1991,11.1465
chl,1992,12.56849
chl,1993,12.2739
chl,1994,11.79759
chl,1995,10.95521
chl,1996,8.85781
chl,1997,8.66046
chl,1998,7.34824
chl,1999,7.63968
chl,2000,8.59905
chl,2001,9.06558
chl,2002,8.60578
chl,2003,7.90123
chl,2004,7.96925
chl,2005,7.44212
chl,2006,7.34819
chl,2007,7.10435
chl,2008,6.87115
chl,2009,7.36875
chl,2010,7.42091
chl,2011,7.79548
chl,2012,6.94121
chl,2013,6.57237
chl,2014,6.46353
chn,1971,21.59658
chn,1972,21.32985
chn,1973,20.83112
chn,1974,20.3187
chn,1975,20.46556
chn,1976,19.93186
chn,1977,19.98302
chn,1978,18.92286
chn,1979,19.02603
chn,1980,18.13902
chn,1981,18.89194
chn,1982,18.79426
chn,1983,18.87256
chn,1984,18.55993
chn,1985,20.02104
chn,1986,19.39215
chn,1987,18.92252
chn,1988,18.8604
chn,1989,18.05268
chn,1990,17.91189
chn,1991,16.8987
chn,1992,15.16017
chn,1993,14.31094
chn,1994,12.67094
chn,1995,12.2165
chn,1996,10.2838
chn,1997,11.47113
chn,1998,9.25662
chn,1999,9.81358
chn,2000,8.88115
chn,2001,8.56385
chn,2002,8.10854
chn,2003,7.61113
chn,2004,7.46218
chn,2005,6.81978
chn,2006,6.49548
chn,2007,6.15623
chn,2008,5.79846
chn,2009,5.57342
chn,2010,5.40194
chn,2011,5.20543
chn,2012,5.30265
chn,2013,5.30623
chn,2014,5.35834
civ,1971,7.5
civ,1972,7.54717
civ,1973,6.64207
civ,1974,6.76157
civ,1975,6.90789
civ,1976,6.89655
civ,1977,7.62463
civ,1978,7.28643
civ,1979,7.94521
civ,1980,10.91445
civ,1981,12.04013
civ,1982,11.48649
civ,1983,8.55615
civ,1984,9.88024
civ,1985,11.14754
civ,1986,12.66234
civ,1987,13.11475
civ,1988,15.35948
civ,1989,15.35836
civ,1990,14.81481
civ,1991,15.05376
civ,1992,14.44043
civ,1993,12.83784
civ,1994,12.29773
civ,1995,12.26994
civ,1996,11.8863
civ,1997,10.25105
civ,1998,10.35197
civ,1999,8.3707
civ,2000,9.00474
civ,2001,8.30671
civ,2002,9.09091
civ,2003,10.29126
civ,2004,10.70111
civ,2005,9.98279
civ,2006,10.83481
civ,2007,9.00901
civ,2008,11.32075
civ,2009,9.7973
civ,2010,10.30596
civ,2011,7.67918
civ,2012,7.36041
civ,2013,9.25926
civ,2014,8.55615
cmr,1971,8.21918
cmr,1972,3.8961
cmr,1973,5
cmr,1974,7.5
cmr,1975,12.7451
cmr,1976,12.90323
cmr,1977,12.03008
cmr,1978,11.88811
cmr,1979,14.28571
cmr,1980,14.97006
cmr,1981,15.42857
cmr,1982,14.89362
cmr,1983,13.72549
cmr,1984,14.48598
cmr,1985,15.96639
cmr,1986,16.95652
cmr,1987,17.10526
cmr,1988,16.86747
cmr,1989,24.63235
cmr,1990,26.13636
cmr,1991,27.98354
cmr,1992,23.34802
cmr,1993,22.72727
cmr,1994,24.31373
cmr,1995,23.17073
cmr,1996,21.72131
cmr,1997,21.78988
cmr,1998,22.76119
cmr,1999,22.91667
cmr,2000,25.08961
cmr,2001,22.14022
cmr,2002,18.27586
cmr,2003,19.12752
cmr,2004,17.9402
cmr,2005,16.38225
cmr,2006,12.86174
cmr,2007,9.2233
cmr,2008,8.43091
cmr,2009,7.48441
cmr,2010,7.12871
cmr,2011,7.29783
cmr,2012,7.1161
cmr,2013,6.66667
cmr,2014,6.62252
cod,1971,0
cod,1972,0
cod,1973,0.76336
cod,1974,0.37175
cod,1975,0.38168
cod,1976,0.37175
cod,1977,0.35714
cod,1978,0.6993
cod,1979,0.625
cod,1980,10.72555
cod,1981,10.32448
cod,1982,12.92776
cod,1983,9.49721
cod,1984,9.79827
cod,1985,10.46154
cod,1986,12.66667
cod,1987,11.44578
cod,1988,10.34483
cod,1989,11.21212
cod,1990,11.03679
cod,1991,3.68098
cod,1992,2.83688
cod,1993,2.18978
cod,1994,2.47934
cod,1995,1.75439
cod,1996,1.73913
cod,1997,2.6087
cod,1998,2.3622
cod,1999,2.4
cod,2000,2.35294
cod,2001,0
cod,2002,0
cod,2003,1.06383
cod,2004,0
cod,2005,2.34375
cod,2006,2.15827
cod,2007,1.2987
cod,2008,0
cod,2009,2.29885
cod,2010,1.60428
cod,2011,1.28205
cod,2012,1.32159
cod,2013,0.86207
cod,2014,0.21459
cog,1971,7.01754
cog,1972,6.55738
cog,1973,6.66667
cog,1974,8.33333
cog,1975,8.19672
cog,1976,8.10811
cog,1977,9.375
cog,1978,8.82353
cog,1979,9.23077
cog,1980,7.24638
cog,1981,6.94444
cog,1982,7.5
cog,1983,8.64198
cog,1984,10.9589
cog,1985,10.52632
cog,1986,11.5942
cog,1987,11.11111
cog,1988,11.9403
cog,1989,10.60606
cog,1990,10.9375
cog,1991,11.76471
cog,1992,13.11475
cog,1993,13.55932
cog,1994,17.94872
cog,1995,14.81481
cog,1996,16.66667
cog,1997,15.625
cog,1998,3.0303
cog,1999,10.81081
cog,2000,14
cog,2001,11.11111
cog,2002,14
cog,2003,10.66667
cog,2004,1.28205
cog,2005,7.14286
cog,2006,5.88235
cog,2007,6.36364
cog,2008,5.83942
cog,2009,6.36943
cog,2010,6.01093
cog,2011,5.26316
cog,2012,3.58744
cog,2013,3.54331
cog,2014,3.40909
col,1971,10.72366
col,1972,10.65154
col,1973,10.29309
col,1974,9.89938
col,1975,9.22587
col,1976,8.66089
col,1977,8.2205
col,1978,7.54317
col,1979,7.10219
col,1980,6.40805
col,1981,6.785
col,1982,6.53705
col,1983,6.58458
col,1984,6.64197
col,1985,6.76463
col,1986,6.62351
col,1987,6.50082
col,1988,6.36026
col,1989,7.62882
col,1990,8.03844
col,1991,7.97559
col,1992,7.86653
col,1993,7.94168
col,1994,7.16887
col,1995,7.10744
col,1996,8.00221
col,1997,7.58656
col,1998,8.05527
col,1999,9.19054
col,2000,8.82407
col,2001,7.87113
col,2002,9.25538
col,2003,9.35571
col,2004,8.52415
col,2005,8.54956
col,2006,9.99068
col,2007,9.75164
col,2008,9.45703
col,2009,8.40251
col,2010,8.1714
col,2011,8.25814
col,2012,8.09692
col,2013,8.67786
col,2014,7.90345
cri,1971,6.29921
cri,1972,6.33803
cri,1973,5.52147
cri,1974,5.06329
cri,1975,4.5977
cri,1976,5.55556
cri,1977,4.38596
cri,1978,4.5082
cri,1979,4.93827
cri,1980,5.09259
cri,1981,3.9604
cri,1982,2.97619
cri,1983,3.46821
cri,1984,3.80435
cri,1985,3.07692
cri,1986,3.39806
cri,1987,3.18182
cri,1988,2.5974
cri,1989,3.80228
cri,1990,5
cri,1991,3.98551
cri,1992,2.84974
cri,1993,2.88714
cri,1994,3.14607
cri,1995,2.92793
cri,1996,4.07674
cri,1997,4.64548
cri,1998,4.61538
cri,1999,5.48246
cri,2000,4.44444
cri,2001,4.07332
cri,2002,4.78088
cri,2003,3.7594
cri,2004,4.7081
cri,2005,3.86029
cri,2006,3.8526
cri,2007,3.5982
cri,2008,3.59281
cri,2009,3.77358
cri,2010,3.78215
cri,2011,3.84615
cri,2012,3.94737
cri,2013,3.92707
cri,2014,3.90516
cub,1971,7.20807
cub,1972,7.85961
cub,1973,7.88018
cub,1974,8.1104
cub,1975,7.48553
cub,1976,7.4811
cub,1977,6.84632
cub,1978,6.56566
cub,1979,6.73854
cub,1980,6.69291
cub,1981,6.75008
cub,1982,6.91577
cub,1983,6.53811
cub,1984,6.55501
cub,1985,7.1806
cub,1986,7.14504
cub,1987,6.47586
cub,1988,6.38181
cub,1989,6.20032
cub,1990,6.74487
cub,1991,8.28625
cub,1992,7.5365
cub,1993,5.7565
cub,1994,4.87228
cub,1995,4.54545
cub,1996,4.13934
cub,1997,3.41038
cub,1998,3.03263
cub,1999,3.30978
cub,2000,4.05999
cub,2001,3.7415
cub,2002,3.32805
