geo,time,iq_spi_pil3
abw,2005,19.83125
abw,2006,19.03125
abw,2007,19.03125
abw,2008,18.975
abw,2009,18.975
abw,2010,18.85625
abw,2011,18.59375
abw,2012,18.15
abw,2013,18.15
abw,2014,17.925
abw,2015,17.5375
abw,2016,18.375
abw,2017,19.18125
abw,2018,18.45
abw,2019,17.075
afg,2005,45.0125
afg,2006,45.80625
afg,2007,47.8875
afg,2008,50.95
afg,2009,50.20625
afg,2010,46.65625
afg,2011,47.91875
afg,2012,49.16875
afg,2013,49.7375
afg,2014,49.3125
afg,2015,53.56875
afg,2016,54.80625
afg,2017,70.43125
afg,2018,68.75
afg,2019,68.30625
ago,2005,59.50625
ago,2006,59.74375
ago,2007,62.75
ago,2008,65.2625
ago,2009,63.95
ago,2010,64.375
ago,2011,69.23125
ago,2012,68.15
ago,2013,65.15
ago,2014,66.4125
ago,2015,67.33125
ago,2016,70.44375
ago,2017,70.88125
ago,2018,69.99375
ago,2019,68.5625
alb,2005,65.88125
alb,2006,64.8375
alb,2007,71.41875
alb,2008,71.85
alb,2009,73.05
alb,2010,70.0125
alb,2011,72.35
alb,2012,70.53125
alb,2013,70.86875
alb,2014,67.5375
alb,2015,63.1
alb,2016,63.1
alb,2017,67.375
alb,2018,73.775
alb,2019,72.70625
and,2005,20.7875
and,2006,21.23125
and,2007,21.93125
and,2008,21.875
and,2009,21.875
and,2010,22.45625
and,2011,22.675
and,2012,23.45625
and,2013,22.825
and,2014,22.3625
and,2015,24.675
and,2016,26.10625
and,2017,25.8875
and,2018,26.1
and,2019,26.7875
are,2005,30.86875
are,2006,29.575
are,2007,29.4625
are,2008,30.0875
are,2009,31.4375
are,2010,31.325
are,2011,31.95625
are,2012,32.85
are,2013,31.8375
are,2014,32.3625
are,2015,35.56875
are,2016,38.45
are,2017,40.625
are,2018,41.825
are,2019,42.2375
arg,2005,77.6125
arg,2006,77.675
arg,2007,77.675
arg,2008,77.11875
arg,2009,78.4625
arg,2010,75.1125
arg,2011,74.2125
arg,2012,76.4
arg,2013,77.8
arg,2014,79.20625
arg,2015,74.20625
arg,2016,79.825
arg,2017,78.9625
arg,2018,78.80625
arg,2019,79.5875
arm,2005,60.14375
arm,2006,60.075
arm,2007,61.13125
arm,2008,62.375
arm,2009,66.4125
arm,2010,62.14375
arm,2011,63.68125
arm,2012,63.68125
arm,2013,62.48125
arm,2014,64.33125
arm,2015,68.9625
arm,2016,75.65
arm,2017,81.00625
arm,2018,82.04375
arm,2019,81.225
asm,2005,16.63125
asm,2006,16.43125
asm,2007,16.43125
