geo,time,se_sec_enrr_ma
cub,1973,25.82782
cub,1974,30.67896
cub,1975,37.11913
cub,1978,58.78569
cub,1979,64.28155
cub,1980,76.84551
cub,1981,78.48005
cub,1982,79.79625
cub,1983,76.9986
cub,1984,80.75806
cub,1985,81.0913
cub,1986,81.41128
cub,1987,82.04405
cub,1988,82.36151
cub,1989,83.12365
cub,1990,82.8314
cub,1991,82.36507
cub,1992,80.64336
cub,1993,78.72484
cub,1994,74.35112
cub,1995,71.34678
cub,1996,78.56386
cub,1997,76.52584
cub,1999,78.22428
cub,2000,81.59104
cub,2001,83.08208
cub,2002,89.17209
cub,2003,92.49855
cub,2004,90.38555
cub,2005,92.29624
cub,2006,94.2793
cub,2007,94.96592
cub,2008,94.51311
cub,2009,92.38421
cub,2010,92.11762
cub,2011,91.46899
cub,2012,89.60496
cub,2013,90.98167
cub,2014,96.37371
cub,2015,96.72219
cub,2016,98.75138
cub,2017,100.42317
cub,2018,100.3693
cub,2019,99.82002
cub,2020,99.62961
cym,1972,74.57912
cym,1973,95.01608
cym,1974,100.45181
cym,1975,105.88235
cym,1976,90.56848
cym,1977,93.76499
cym,1980,71.38554
cym,1981,103.96902
cym,1999,97.62533
cym,2000,97.21995
cym,2001,91.98473
cym,2002,80.2213
cym,2004,79.47337
cym,2005,83.61678
cym,2006,80.1084
cym,2007,78.28101
cym,2008,76.46766
cym,2011,82.49876
cym,2012,82.643
cym,2013,82.83619
cym,2018,76.47573
cym,2020,73.00333
cyp,1971,58.45192
cyp,1972,60.44665
cyp,1973,64.18513
cyp,1974,66.57981
cyp,1975,65.44922
cyp,1976,69.68272
cyp,1977,70.19899
cyp,1978,67.93941
cyp,1979,67.63421
cyp,1980,68.05193
cyp,1981,67.41065
cyp,1982,68.4041
cyp,1983,68.02755
cyp,1984,70.29846
cyp,1985,70.75309
cyp,1986,67.59184
cyp,1987,63.96882
cyp,1988,61.03495
cyp,1989,62.05065
cyp,1990,63.26595
cyp,1991,64.56884
cyp,1992,66.26286
cyp,1993,92.24984
cyp,1994,93.09049
cyp,1995,94.29377
cyp,1996,93.20074
cyp,1997,92.27537
cyp,1999,91.8315
cyp,2000,92.35353
cyp,2001,93.00999
cyp,2002,95.91296
cyp,2003,97.62221
cyp,2004,96.4312
cyp,2005,95.65434
cyp,2006,95.80177
cyp,2007,96.90667
cyp,2008,97.79634
cyp,2009,97.75993
cyp,2010,90.91241
cyp,2011,92.15455
cyp,2012,94.45482
cyp,2013,98.10749
cyp,2014,99.37944
cyp,2015,100.13361
cyp,2016,99.79034
cyp,2017,101.10786
cyp,2018,101.50257
cyp,2019,102.4335
cze,1971,82.41238
cze,1972,82.69968
cze,1973,82.66994
cze,1974,82.83786
cze,1975,84.50129
cze,1976,87.27706
cze,1977,90.00826
cze,1978,91.53117
cze,1979,92.60345
cze,1980,92.36288
cze,1982,100.47007
cze,1983,96.95683
cze,1984,92.40453
cze,1985,90.94518
cze,1986,89.32582
cze,1987,85.96877
cze,1988,83.95551
cze,1989,94.99629
cze,1990,95.16251
cze,1991,90.85995
cze,1992,84.25775
cze,1993,85.11314
cze,1994,89.48468
cze,1995,92.54723
cze,1996,96.29901
cze,1997,86.2549
cze,1998,80.19671
cze,1999,81.17145
cze,2000,87.41395
cze,2001,93.24943
cze,2002,94.07797
cze,2003,95.14152
cze,2004,94.69705
cze,2005,94.8168
cze,2006,95.24296
cze,2007,94.29916
cze,2008,93.5392
cze,2009,93.28593
cze,2010,94.38306
cze,2011,95.70239
cze,2012,96.69894
cze,2013,103.64194
cze,2014,104.46141
cze,2015,104.60571
cze,2016,104.20644
cze,2017,103.13243
cze,2018,102.0885
cze,2019,100.82126
deu,1992,102.33748
deu,1993,107.78925
deu,1994,107.6203
deu,1995,106.81164
deu,1996,106.18708
deu,1997,105.76872
deu,1998,100.56329
deu,1999,100.51928
deu,2000,100.94602
deu,2001,101.47779
deu,2002,102.53476
deu,2003,103.07035
deu,2004,103.38621
deu,2005,103.5841
deu,2006,104.53418
deu,2007,103.55253
deu,2008,104.73954
deu,2009,105.89736
deu,2010,106.66617
deu,2011,106.5134
deu,2012,104.8535
deu,2013,103.18133
deu,2014,102.03186
deu,2015,101.11895
deu,2016,101.31017
deu,2017,101.3858
deu,2018,100.42109
deu,2019,100.08593
dji,1971,9.0017
dji,1973,8.85025
dji,1974,9.62866
dji,1975,10.4082
dji,1976,8.80795
dji,1982,10.80223
dji,1983,11.32024
dji,1984,12.14611
dji,1985,12.40322
dji,1986,12.43206
dji,1987,12.83321
dji,1988,12.06897
dji,1989,12.47421
dji,1992,12.28402
dji,1993,11.10889
dji,1994,11.89311
dji,1995,13.37624
dji,1996,13.59464
dji,1997,15.18188
dji,1999,16.59891
dji,2000,16.88984
dji,2001,19.63362
dji,2002,20.6998
dji,2004,24.32578
dji,2005,27.55312
dji,2006,27.18293
dji,2007,30.95822
dji,2008,36.47231
dji,2009,38.45673
dji,2011,42.07828
dji,2012,45.82459
dji,2013,47.2721
dji,2014,47.14823
dji,2015,47.95346
dji,2016,48.85427
dji,2017,48.05698
dji,2018,51.39744
dji,2019,51.18391
dji,2020,53.4909
dji,2021,54.94214
dma,1973,58.58248
dma,1974,52.60952
dma,1975,50.62699
dma,1976,57.46059
dma,1977,54.95323
dma,1978,52.91941
dma,1979,54.75955
dma,1986,74.42823
dma,1987,65.28963
dma,1990,63.47407
dma,1999,92.1131
dma,2000,104.69077
dma,2001,106.35252
dma,2002,105.83899
dma,2003,107.42446
dma,2004,103.08676
dma,2005,99.20361
dma,2006,95.16823
dma,2007,91.96165
dma,2008,90.85143
dma,2009,87.4414
dma,2010,85.09934
dma,2011,86.10369
dma,2014,91.38968
dma,2015,94.70687
dma,2019,99.9184
dma,2020,100.33599
dnk,1978,98.40835
dnk,1979,101.062
dnk,1980,103.55001
dnk,1981,105.22351
dnk,1982,104.85908
dnk,1983,105.14802
dnk,1984,103.60827
dnk,1985,103.88383
dnk,1986,105.23195
dnk,1987,106.63747
dnk,1988,107.27321
dnk,1989,108.63847
dnk,1990,108.25765
dnk,1991,108.80564
dnk,1992,109.24481
dnk,1993,110.15696
dnk,1994,112.78078
dnk,1995,116.26903
dnk,1996,118.94063
dnk,1998,121.1422
dnk,1999,122.10099
dnk,2000,124.48697
dnk,2001,127.99719
dnk,2002,123.30368
dnk,2003,123.08982
dnk,2004,120.68399
dnk,2005,121.86407
dnk,2006,118.00537
dnk,2007,116.94298
dnk,2008,116.20236
dnk,2009,116.85294
dnk,2010,118.97825
dnk,2011,121.71088
dnk,2012,122.60278
dnk,2013,127.65758
dnk,2014,126.69118
dnk,2015,127.31601
dnk,2016,127.29712
dnk,2017,128.39516
dnk,2018,129.78322
dnk,2019,130.42883
dom,1998,49.26381
dom,1999,50.79484
dom,2000,54.07277
dom,2002,62.00789
dom,2004,64.00709
dom,2005,64.8911
dom,2007,72.80028
dom,2008,72.3059
dom,2009,75.99838
dom,2010,73.62536
dom,2011,72.82942
dom,2012,73.70051
dom,2013,74.96464
dom,2014,76.19241
dom,2015,76.20703
dom,2016,76.36179
dom,2017,76.52806
dom,2018,76.96618
dom,2019,78.25646
dom,2020,76.54459
dza,1971,16.24276
dza,1972,16.80077
dza,1973,18.37226
dza,1974,19.81956
dza,1975,21.16024
dza,1976,24.05514
dza,1977,27.82736
dza,1978,32.04892
dza,1979,34.70085
dza,1980,36.7028
dza,1981,38.86837
dza,1982,41.93003
dza,1984,48.91306
dza,1985,52.29999
dza,1986,56.82371
dza,1987,59.84426
dza,1988,60.84714
dza,1989,67.96752
dza,1990,66.80667
dza,1991,64.22809
dza,1992,63.24191
dza,1993,62.72793
dza,1994,62.9841
dza,1995,62.16387
dza,1996,61.98415
dza,1997,60.86965
dza,1999,65.32101
dza,2000,63.63696
dza,2001,66.74712
dza,2002,69.77184
dza,2003,71.06447
dza,2004,74.20962
dza,2005,75.45842
dza,2006,76.35753
dza,2007,67.61721
dza,2008,75.28034
dza,2009,92.37093
dza,2010,95.24823
dza,2011,97.75898
ecu,1971,27.53544
ecu,1972,29.54385
ecu,1973,31.83441
ecu,1974,34.25158
ecu,1975,36.92762
ecu,1976,40.83828
ecu,1977,44.01724
ecu,1978,46.17741
ecu,1979,46.35433
ecu,1980,49.75144
ecu,1981,52.6311
ecu,1982,54.89694
ecu,1983,55.65257
ecu,1984,53.03674
ecu,1985,56.8471
ecu,1986,56.33821
ecu,1987,56.76199
ecu,1988,57.2868
ecu,1993,56.61857
ecu,1996,52.78269
ecu,1998,54.99281
ecu,1999,56.84574
ecu,2000,57.09433
ecu,2001,57.31141
ecu,2002,58.75909
ecu,2003,58.08903
ecu,2004,59.18173
ecu,2005,61.57089
ecu,2006,63.67269
ecu,2007,65.33294
ecu,2009,86.32496
ecu,2010,90.25013
ecu,2011,94.26535
ecu,2012,97.07473
ecu,2013,99.87668
ecu,2014,102.6466
ecu,2015,101.97097
ecu,2016,102.08534
ecu,2017,100.80828
ecu,2018,100.08294
ecu,2019,99.27146
ecu,2020,99.35358
egy,1971,41.32719
egy,1972,42.95291
egy,1973,44.35987
egy,1974,45.56186
egy,1975,49.84162
egy,1976,52.5415
egy,1977,56.44817
egy,1978,59.12946
egy,1979,60.06581
egy,1980,61.13819
egy,1981,61.28688
egy,1982,62.86193
egy,1983,64.46291
egy,1984,66.07955
egy,1985,67.63825
egy,1986,70.02713
egy,1987,72.62052
egy,1988,72.25605
egy,1989,70.97773
egy,1990,82.78739
egy,1991,82.33891
egy,1992,74.63047
egy,1993,74.98828
egy,1994,80.95828
egy,1995,76.96578
egy,1996,74.58539
egy,1997,79.17694
egy,1999,83.43343
egy,2000,84.68073
egy,2001,85.64512
egy,2003,84.73479
egy,2004,83.98979
egy,2009,67.45269
egy,2010,69.82421
egy,2011,78.02394
egy,2012,79.28188
egy,2013,81.1364
egy,2014,80.97173
egy,2016,85.82679
egy,2017,87.43769
egy,2018,88.4872
egy,2019,89.8971
eri,1993,21.74783
eri,1994,24.94629
eri,1995,26.70397
eri,1996,27.76319
eri,1997,30.03508
eri,1999,36.45021
eri,2000,40.55329
eri,2001,40.19968
eri,2002,42.7851
eri,2003,43.5761
eri,2004,46.55449
eri,2005,50.36266
eri,2006,52.70584
eri,2007,48.48261
eri,2008,52.24001
eri,2009,57.05238
eri,2010,58.82218
eri,2011,62.18854
eri,2012,66.13327
eri,2013,66.53006
eri,2014,64.86903
eri,2015,56.00196
eri,2017,49.99207
eri,2018,49.91707
esp,1971,63.71627
esp,1972,60.02953
esp,1973,62.8828
esp,1974,65.62466
esp,1975,67.80169
esp,1976,72.47843
esp,1977,75.392
esp,1978,77.04418
esp,1979,84.06137
esp,1980,83.36759
esp,1981,84.43109
esp,1982,88.06739
esp,1983,87.39115
esp,1984,87.12249
esp,1985,89.16411
esp,1986,94.56611
esp,1987,96.70601
esp,1988,99.25192
esp,1989,100.37545
esp,1990,98.14829
esp,1991,99.80722
esp,1992,101.30584
esp,1993,105.24907
esp,1994,107.76652
esp,1995,109.55194
esp,1996,111.71468
esp,1997,111.80627
esp,1998,102.47659
esp,1999,104.21396
esp,2000,106.76866
esp,2001,108.44852
esp,2002,108.14594
esp,2003,108.89251
esp,2004,110.19447
esp,2005,113.72434
esp,2006,113.81507
esp,2007,112.69007
esp,2008,112.12977
esp,2009,112.31779
esp,2010,117.59246
esp,2011,120.11358
esp,2012,122.36556
esp,2013,123.02442
esp,2014,123.31917
esp,2015,125.33876
esp,2016,125.9778
esp,2017,125.17477
esp,2018,125.04076
esp,2019,124.20332
est,1992,98.13264
est,1993,94.16497
est,1994,93.16514
est,1995,96.77814
est,1996,88.13271
est,1998,91.89064
est,1999,91.15979
est,2000,91.17308
est,2001,92.62247
est,2002,95.409
est,2003,94.75957
est,2004,97.8269
est,2005,101.03387
est,2006,101.09502
est,2007,101.50463
est,2008,100.53359
est,2009,101.59501
est,2010,105.24823
est,2011,108.06035
est,2012,108.45199
est,2013,108.68795
est,2014,108.729
est,2015,111.28562
est,2016,114.60003
est,2017,115.59462
est,2018,115.04264
est,2019,113.5998
eth,1971,5.72093
eth,1972,6.13104
eth,1974,7.22735
eth,1984,15.96769
eth,1991,15.66518
eth,1992,13.18589
eth,1993,11.54452
eth,1994,11.34294
eth,1995,11.68911
eth,1996,12.36566
eth,1999,14.77157
eth,2000,16.17473
eth,2001,19.72191
eth,2002,23.01253
eth,2003,24.94193
eth,2004,28.10813
eth,2005,31.29859
eth,2006,35.7242
eth,2007,38.50624
eth,2008,38.53545
eth,2009,37.65126
eth,2010,38.014
eth,2011,38.20644
eth,2012,39.43581
eth,2015,35.61357
fin,1971,97.63905
fin,1972,101.4457
fin,1973,100.61844
fin,1974,101.51442
fin,1976,82.97465
fin,1977,86.77315
fin,1978,89.08675
fin,1979,91.81982
fin,1980,92.74671
fin,1981,94.26043
fin,1982,94.95946
fin,1983,95.01942
fin,1984,96.0174
fin,1985,96.55394
fin,1986,97.56563
fin,1987,97.88596
fin,1988,99.90999
fin,1989,103.06994
fin,1990,105.1394
fin,1991,106.15703
fin,1992,108.26387
fin,1993,106.84499
fin,1994,108.26781
fin,1995,107.41957
fin,1996,106.69281
fin,1997,110.22061
fin,1998,112.09155
fin,1999,115.32182
fin,2000,119.14317
fin,2001,120.96439
fin,2002,122.24531
fin,2003,125.19451
fin,2004,108.1947
fin,2005,109.34747
fin,2006,109.19063
fin,2007,107.71073
fin,2008,106.09098
fin,2009,104.96489
fin,2010,105.187
fin,2011,105.75245
fin,2012,105.76985
fin,2013,137.81351
fin,2014,139.67146
fin,2015,142.93381
fin,2016,144.94002
fin,2017,146.77394
fin,2018,147.37003
fin,2019,138.83791
fji,1970,55.89158
fji,1972,60.65853
fji,1973,63.09334
fji,1974,65.10008
fji,1975,66.68619
fji,1976,68.86392
fji,1977,71.91812
fji,1978,72.44679
fji,1980,69.69224
fji,1981,68.26807
fji,1983,69.11353
fji,1984,70.71914
fji,1985,68.75608
fji,1986,70.46089
fji,1987,72.3362
fji,1991,78.00759
fji,1992,80.3569
fji,1998,76.13843
fji,1999,74.39323
fji,2000,74.993
fji,2001,76.415
fji,2002,79.33278
fji,2003,83.20237
fji,2004,88.05774
fji,2006,86.94351
fji,2007,84.3406
fji,2008,84.71647
fji,2009,82.85945
fji,2011,87.96249
fji,2012,85.66498
fra,1971,71.26641
fra,1972,75.12267
fra,1973,78.55015
fra,1974,85.21112
fra,1975,80.72959
fra,1977,79.27895
fra,1978,78.35481
fra,1979,78.43905
fra,1980,78.6139
fra,1981,75.68942
fra,1982,79.40955
fra,1983,80.92547
fra,1985,85.05367
fra,1986,86.24309
fra,1987,87.75081
fra,1988,89.02803
fra,1989,90.79912
fra,1990,93.06925
fra,1991,98.11268
fra,1992,102.19756
fra,1993,103.40358
fra,1994,114.17968
fra,1995,114.75058
fra,1996,113.22701
fra,1997,112.12945
fra,1998,111.00913
fra,1999,105.77693
fra,2000,105.61357
fra,2001,104.49021
fra,2002,103.00028
fra,2003,102.33274
fra,2004,101.94978
fra,2005,106.58084
fra,2006,106.92884
fra,2007,106.60112
fra,2008,106.25555
fra,2009,106.03408
fra,2010,105.91072
fra,2011,106.1558
fra,2012,105.52382
fra,2013,103.78634
fra,2014,102.66629
fra,2015,102.8767
fra,2016,102.89447
fra,2017,103.37251
fra,2018,103.48987
fra,2019,104.21888
fsm,1972,160.09686
fsm,1973,167.11578
fsm,1974,173.34451
fsm,1976,170.50682
fsm,1977,167.78455
fsm,2004,79.97688
fsm,2005,79.9306
gab,1971,20.85136
gab,1972,23.12169
gab,1973,28.09577
gab,1974,32.64305
gab,1976,37.47924
gab,1977,36.57869
gab,1978,38.9172
gab,1979,36.87156
gab,1980,35.39501
gab,1981,36.7713
gab,1982,36.63806
gab,1983,37.75473
gab,1984,39.61083
gab,1985,40.79406
gab,1986,43.61294
gab,1987,43.14615
gab,1988,43.6919
gab,1989,39.393
gab,1994,40.53068
gab,1995,44.95788
gab,1996,51.40133
gab,1997,52.53756
gab,1999,50.78785
gbr,1971,76.58917
gbr,1972,77.06125
gbr,1973,77.35073
gbr,1974,81.78164
gbr,1975,81.86445
gbr,1976,82.00718
gbr,1977,81.82982
gbr,1978,81.11863
gbr,1979,80.51742
gbr,1980,79.7533
gbr,1981,79.7252
gbr,1982,80.73419
gbr,1983,82.01323
gbr,1984,82.29459
gbr,1985,82.49468
gbr,1986,82.50328
gbr,1987,82.6337
gbr,1988,82.25035
gbr,1989,82.20339
gbr,1990,82.97868
gbr,1991,85.97356
gbr,1992,89.50185
gbr,1993,101.59767
gbr,1994,103.18277
gbr,1995,103.37989
gbr,1996,102.0553
gbr,1997,99.66513
gbr,1998,98.64945
gbr,1999,100.83092
gbr,2000,101.40949
gbr,2001,101.36883
gbr,2002,102.03667
gbr,2003,100.42186
gbr,2004,103.23485
gbr,2005,103.89223
gbr,2006,96.80561
gbr,2007,96.24873
gbr,2008,97.5503
gbr,2009,99.62292
gbr,2010,102.72693
gbr,2011,93.41608
gbr,2012,91.55308
gbr,2013,121.20377
gbr,2014,124.07802
gbr,2015,122.76107
gbr,2017,124.0748
gbr,2018,119.28224
gbr,2019,117.44921
geo,1981,123.95326
geo,1986,126.53671
geo,1991,97.56446
geo,1992,91.43769
geo,1993,80.15828
geo,1994,77.44699
geo,1995,76.10369
geo,1996,76.25868
geo,1997,80.16005
geo,1999,84.71899
geo,2000,86.36794
geo,2001,87.66933
geo,2002,91.32398
geo,2003,94.01535
geo,2004,89.43068
geo,2005,92.67941
geo,2006,91.72569
geo,2008,97.83762
geo,2013,96.22396
geo,2014,95.95449
geo,2015,98.07911
geo,2016,100.0754
geo,2017,102.87125
geo,2018,105.27257
geo,2019,105.89182
geo,2020,102.07462
gha,1971,50.85913
gha,1973,45.99148
gha,1974,43.13609
gha,1975,41.35769
gha,1976,41.40731
gha,1977,41.72485
gha,1978,41.21238
gha,1979,41.51329
gha,1980,42.80827
gha,1981,43.87573
gha,1982,42.71571
gha,1983,44.22548
gha,1984,44.62015
gha,1985,43.15634
gha,1987,42.01005
gha,1988,45.40157
gha,1989,40.94949
gha,1990,42.02142
gha,1995,41.2072
gha,1999,38.74971
gha,2000,38.591
gha,2001,36.11208
gha,2002,37.31303
gha,2003,38.52195
gha,2004,41.48168
gha,2005,43.48083
gha,2006,44.82786
gha,2007,48.16175
gha,2008,50.09368
gha,2009,51.73696
gha,2011,58.37818
gha,2012,59.31098
gha,2013,70.7907
gha,2014,66.00798
gha,2015,69.63476
gha,2016,70.00796
gha,2017,69.90983
gha,2018,71.82998
gha,2019,74.72713
gha,2020,77.51323
gib,1971,70.66246
gib,1972,55.84518
gib,1973,59.24765
gib,1974,62.64501
gib,1975,61.61998
gib,1976,59.27835
gib,1977,55.98846
gib,1978,65.01065
gib,1979,63.76404
gib,1980,63.63636
gib,1981,64
gib,1982,65.93015
gib,1983,66.20939
gib,1984,66.11151
gib,1985,66.3067
gib,1999,85.61237
gib,2000,93.39045
gib,2001,98.625
gib,2008,85.60311
gib,2009,85.21401
gib,2016,111.89245
gib,2017,119.14226
gib,2019,95.16129
gib,2020,96.84031
gin,1971,18.53106
gin,1980,23.60122
gin,1981,22.86171
gin,1982,21.56634
gin,1983,21.70529
gin,1984,21.71807
gin,1985,22.17718
gin,1986,19.79291
gin,1987,17.29056
gin,1989,16.16873
gin,1990,15.15008
gin,1991,16.03937
gin,1993,18.82878
gin,1994,19.91367
gin,1996,20.89647
gin,1999,20.94233
gin,2001,26.61871
gin,2002,29.96604
gin,2003,31.25624
gin,2004,34.15888
gin,2005,38.95532
gin,2006,42.4902
gin,2008,43.09172
gin,2011,46.12724
gin,2014,47.48728
gmb,1971,11.6139
gmb,1973,12.61514
gmb,1974,14.53641
gmb,1975,14.19608
gmb,1976,14.6998
gmb,1977,15.87857
gmb,1978,15.35241
gmb,1979,16.4778
gmb,1980,17.70994
gmb,1981,18.42854
gmb,1983,21.67608
gmb,1984,24.24155
gmb,1985,25.90883
gmb,1986,25.12086
gmb,1987,23.46585
gmb,1988,22.71834
gmb,1989,23.47656
gmb,1990,23.205
gmb,1991,23.82963
gmb,1992,23.88152
gmb,1993,27.2027
gmb,1994,27.14301
gmb,1995,30.44955
gmb,1996,28.58073
gmb,2008,51.6088
gmb,2009,51.87828
gmb,2010,51.18452
gnb,1971,7.06683
gnb,1972,7.08478
gnb,1976,3.82546
gnb,1977,6.19862
gnb,1978,7.75534
gnb,1979,9.16343
gnb,1980,9.02546
gnb,1981,9.67955
gnb,1982,13.07636
gnb,1983,16.7539
gnb,1984,18.89566
gnb,1985,17.2706
gnb,1987,10.53516
gnb,1988,8.5538
gnb,1989,8.78196
gnb,2000,23.60819
gnq,1971,19.89646
gnq,1976,20.10661
gnq,1993,37.64386
gnq,1994,31.60143
gnq,1999,33.69615
gnq,2000,32.30959
gnq,2002,28.49734
gnq,2005,29.9447
grc,1971,67.74113
grc,1972,72.5279
grc,1973,74.40697
grc,1974,76.74051
grc,1975,78.28461
grc,1976,81.06912
grc,1977,82.76499
grc,1978,82.94304
grc,1979,82.34397
grc,1980,84.20572
grc,1981,83.51317
grc,1982,85.92641
grc,1983,81.02925
grc,1984,84.76664
grc,1985,86.69963
grc,1986,89.47964
grc,1987,92.91122
grc,1988,93.74257
grc,1989,94.08268
grc,1990,92.43987
grc,1991,92.67978
grc,1992,93.68496
grc,1993,89.07163
grc,1994,92.04262
grc,1995,89.14509
grc,1996,88.60617
grc,1997,87.62975
grc,1998,87.3517
grc,1999,86.77312
grc,2000,85.50125
grc,2001,90.49068
grc,2002,97.1866
grc,2003,95.48092
grc,2004,96.66694
grc,2005,103.14066
grc,2006,103.47445
grc,2007,101.46341
grc,2010,108.1226
grc,2011,104.13707
grc,2012,106.07121
grc,2013,107.64145
grc,2014,105.23611
grc,2015,105.84952
grc,2016,106.28064
grc,2017,107.49952
grc,2018,107.5825
grc,2019,110.80966
grd,1971,32.53455
grd,1972,34.24983
grd,1977,66.32727
grd,1978,69.68683
grd,1979,70.78776
grd,1980,70.05752
grd,1981,59.88928
grd,1982,59.0404
grd,1983,61.39675
grd,1984,77.21834
grd,1985,74.32343
grd,1986,73.60172
grd,1987,77.40017
grd,1988,83.30407
grd,1989,79.61714
grd,1990,86.37148
grd,1991,92.59034
grd,1992,96.54142
grd,1993,101.72265
grd,2002,108.06784
grd,2003,122.72727
grd,2004,110.62375
grd,2005,108.44167
grd,2007,123.97541
grd,2008,125.85282
grd,2009,109.03733
grd,2010,114.8855
grd,2013,113.28656
grd,2014,113.21226
grd,2015,112.76596
grd,2016,113.91219
grd,2017,112.21374
grd,2018,118.21695
gtm,1970,11.10023
gtm,1971,8.83602
gtm,1972,9.63322
gtm,1973,9.7112
gtm,1974,11.29513
gtm,1975,12.0422
gtm,1976,13.30137
gtm,1977,13.82065
gtm,1978,19.05934
gtm,1979,19.51064
gtm,1980,19.30217
gtm,1981,19.68218
gtm,1982,18.76989
gtm,1983,18.82509
gtm,1993,24.95028
gtm,1996,25.87682
gtm,1998,26.38767
gtm,1999,28.96236
gtm,2000,32.14717
gtm,2001,34.39226
gtm,2002,37.75
gtm,2004,41.2849
gtm,2005,43.20192
gtm,2006,44.85581
gtm,2007,46.36736
gtm,2008,46.82973
gtm,2009,48.61566
gtm,2010,53.89228
gtm,2011,54.59785
gtm,2012,54.77993
gtm,2013,54.87481
gtm,2014,53.99941
gtm,2015,55.78077
gtm,2016,54.87012
gtm,2017,54.14197
gtm,2018,53.9577
gtm,2019,52.14148
gtm,2020,50.93954
guy,1971,62.98436
guy,1972,68.65852
guy,1973,71.20512
guy,1974,70.35443
guy,1976,74.49466
guy,1984,64.32493
guy,1985,68.43036
guy,1986,73.1979
guy,1987,75.86901
guy,1999,81.39736
guy,2001,101.90178
guy,2005,88.14046
guy,2007,85.04516
guy,2008,83.16535
guy,2009,86.90519
guy,2010,88.41072
guy,2011,95.62112
guy,2012,96.28949
hkg,1971,40.75675
hkg,1972,41.8047
hkg,1973,43.21589
hkg,1974,45.14721
hkg,1975,48.50852
hkg,1976,50.08179
hkg,1977,53.26665
hkg,1978,56.24017
hkg,1979,59.15249
hkg,1980,60.91456
hkg,1981,62.87226
hkg,1982,64.53726
hkg,1983,66.1901
hkg,1984,68.01103
hkg,1985,70.41721
hkg,1986,70.61134
hkg,1987,71.82198
hkg,1988,72.93777
hkg,1996,79.89247
hkg,2001,79.85392
hkg,2002,79.90368
hkg,2003,79.73936
hkg,2004,80.91797
hkg,2005,81.93972
hkg,2006,82.44265
hkg,2007,84.48053
hkg,2008,85.85888
hkg,2009,86.65221
hkg,2010,87.90315
hkg,2011,86.42614
hkg,2012,106.86608
hkg,2013,102.00316
hkg,2014,102.22042
hkg,2015,103.05121
hkg,2016,104.59391
hkg,2017,106.91979
hkg,2018,109.07498
hkg,2019,108.94806
hkg,2020,109.08361
hnd,1970,13.30866
hnd,1980,29.28775
hnd,1982,30.11701
hnd,1983,31.63841
hnd,1984,30.9667
hnd,1991,28.74133
hnd,2006,52.00195
hnd,2007,53.3423
hnd,2008,52.8414
hnd,2010,59.1338
hnd,2011,58.85808
hnd,2012,57.72847
hnd,2013,55.73447
hnd,2014,45.57154
hnd,2015,46.24034
hnd,2016,47.86554
hnd,2017,48.64523
hnd,2019,62.44866
hnd,2020,54.70507
hrv,1993,79.05438
hrv,1994,82.81865
hrv,1995,80.54613
hrv,1996,80.34523
hrv,1997,81.68638
hrv,1998,83.27007
hrv,1999,84.51855
hrv,2000,84.64574
hrv,2001,84.98305
hrv,2002,86.09619
hrv,2003,87.65704
hrv,2005,91.65213
hrv,2006,93.32108
hrv,2007,94.91022
hrv,2008,96.61906
hrv,2009,97.97662
hrv,2010,96.559
hrv,2011,97.31349
hrv,2012,97.11995
hrv,2013,97.77233
hrv,2014,97.02798
hrv,2015,96.46054
hrv,2016,96.73843
hrv,2017,97.10566
hrv,2018,97.82417
hrv,2019,97.53114
hun,1971,78.20396
hun,1972,76.07592
hun,1973,74.9165
hun,1974,74.82267
hun,1975,75.73086
hun,1976,77.39065
hun,1977,79.20005
hun,1978,81.56926
hun,1979,84.45165
hun,1980,86.37111
hun,1981,87.40787
hun,1982,87.69498
hun,1983,87.12554
hun,1984,86.2023
hun,1985,86.54673
hun,1986,88.31051
hun,1987,88.59555
hun,1988,88.86465
hun,1989,88.05474
hun,1990,86.96731
hun,1991,84.92827
hun,1992,83.03872
hun,1994,87.11646
hun,1995,87.5838
hun,1996,89.89331
hun,1997,93.31782
hun,1998,90.33062
hun,1999,93.21156
hun,2000,95.76257
hun,2001,98.10059
hun,2002,99.76727
hun,2003,102.18129
hun,2004,96.4125
hun,2005,96.74627
hun,2006,96.54247
hun,2007,96.42762
hun,2008,96.71411
hun,2009,96.74572
hun,2010,97.70081
hun,2011,97.65573
hun,2012,98.90137
hun,2013,104.43735
hun,2014,103.89145
hun,2015,102.7338
hun,2016,103.1342
hun,2017,103.41694
hun,2018,104.14904
hun,2019,74.48575
idn,1970,23.68551
idn,1971,23.27821
idn,1972,23.6689
idn,1973,23.99531
idn,1974,24.43881
idn,1975,25.65913
idn,1976,26.50174
idn,1977,27.33026
idn,1978,28.85197
idn,1981,33.52084
idn,1982,35.90805
idn,1983,39.11697
idn,1984,39.43985
idn,1988,54.58072
idn,1989,53.92167
idn,1990,50.59982
idn,1991,48.93853
idn,1992,48.02561
idn,1993,48.15122
idn,1994,48.36441
idn,1995,51.19549
idn,1996,53.99706
idn,1999,55.67757
idn,2000,55.95414
idn,2001,56.04655
idn,2002,57.513
idn,2003,60.5391
idn,2004,62.11971
idn,2005,60.46035
idn,2006,62.39828
idn,2007,70.32911
idn,2008,69.92845
idn,2009,74.86978
idn,2010,76.1892
idn,2011,78.92384
idn,2012,79.40921
idn,2013,83.86654
idn,2014,82.97781
