geo,time,sp_pop_0014_ma_in
dom,1981,1268652
dom,1982,1281960
dom,1983,1295619
dom,1984,1309482
dom,1985,1323393
dom,1986,1336161
dom,1987,1349071
dom,1988,1362255
dom,1989,1375976
dom,1990,1390308
dom,1991,1403271
dom,1992,1417322
dom,1993,1431774
dom,1994,1445575
dom,1995,1458010
dom,1996,1468998
dom,1997,1478066
dom,1998,1485875
dom,1999,1493540
dom,2000,1501573
dom,2001,1507302
dom,2002,1513678
dom,2003,1519680
dom,2004,1523863
dom,2005,1525433
dom,2006,1525569
dom,2007,1523623
dom,2008,1519936
dom,2009,1515696
dom,2010,1511935
dom,2011,1510479
dom,2012,1509842
dom,2013,1509955
dom,2014,1510566
dom,2015,1511418
dom,2016,1512967
dom,2017,1514707
dom,2018,1516425
dom,2019,1517753
dom,2020,1518280
dza,1960,2513962
dza,1961,2606229
dza,1962,2708500
dza,1963,2815401
dza,1964,2918801
dza,1965,3015252
dza,1966,3116776
dza,1967,3207636
dza,1968,3291582
dza,1969,3375307
dza,1970,3462102
dza,1971,3559170
dza,1972,3659562
dza,1973,3762547
dza,1974,3865846
dza,1975,3968735
dza,1976,4083529
dza,1977,4196335
dza,1978,4309442
dza,1979,4426203
dza,1980,4548409
dza,1981,4680255
dza,1982,4812143
dza,1983,4943497
dza,1984,5072414
dza,1985,5196654
dza,1986,5318421
dza,1987,5432022
dza,1988,5535327
dza,1989,5625407
dza,1990,5699760
dza,1991,5765643
dza,1992,5815235
dza,1993,5845665
dza,1994,5852948
dza,1995,5834519
dza,1996,5798408
dza,1997,5734904
dza,1998,5649245
dza,1999,5550841
dza,2000,5446862
dza,2001,5327099
dza,2002,5214567
dza,2003,5110543
dza,2004,5017395
dza,2005,4941038
dza,2006,4896949
dza,2007,4881771
dza,2008,4896061
dza,2009,4939057
dza,2010,5010357
dza,2011,5141012
dza,2012,5279719
dza,2013,5435056
dza,2014,5615832
dza,2015,5821645
dza,2016,6030731
dza,2017,6261925
dza,2018,6498423
dza,2019,6713433
dza,2020,6889992
ecu,1960,997883
ecu,1961,1032840
ecu,1962,1071383
ecu,1963,1111721
ecu,1964,1150858
ecu,1965,1187389
ecu,1966,1226135
ecu,1967,1262101
ecu,1968,1296101
ecu,1969,1329719
ecu,1970,1363739
ecu,1971,1401272
ecu,1972,1437926
ecu,1973,1473795
ecu,1974,1508605
ecu,1975,1542087
ecu,1976,1576976
ecu,1977,1610166
ecu,1978,1641826
ecu,1979,1672220
ecu,1980,1701591
ecu,1981,1732443
ecu,1982,1762536
ecu,1983,1791830
ecu,1984,1820245
ecu,1985,1847866
ecu,1986,1878366
ecu,1987,1907545
ecu,1988,1935860
ecu,1989,1963849
ecu,1990,1991706
ecu,1991,2021474
ecu,1992,2050445
ecu,1993,2078644
ecu,1994,2106100
ecu,1995,2132798
ecu,1996,2161326
ecu,1997,2189792
ecu,1998,2217037
ecu,1999,2241362
ecu,2000,2261800
ecu,2001,2284029
ecu,2002,2301038
ecu,2003,2314334
ecu,2004,2326384
ecu,2005,2338549
ecu,2006,2346785
ecu,2007,2356579
ecu,2008,2366518
ecu,2009,2374573
ecu,2010,2380032
ecu,2011,2385360
ecu,2012,2388985
ecu,2013,2392284
ecu,2014,2397658
ecu,2015,2406656
ecu,2016,2418351
ecu,2017,2431992
ecu,2018,2446480
ecu,2019,2459629
ecu,2020,2469629
egy,1960,5864637
egy,1961,6072426
egy,1962,6232210
egy,1963,6360612
egy,1964,6486766
egy,1965,6625687
egy,1966,6800139
egy,1967,6983619
egy,1968,7168552
egy,1969,7337963
egy,1970,7482115
egy,1971,7654220
egy,1972,7799594
egy,1973,7926909
egy,1974,8052735
egy,1975,8187867
egy,1976,8345214
egy,1977,8520061
egy,1978,8708218
egy,1979,8902522
egy,1980,9100161
egy,1981,9327657
egy,1982,9555622
egy,1983,9789715
egy,1984,10039038
egy,1985,10307245
egy,1986,10592671
egy,1987,10893684
egy,1988,11199671
egy,1989,11490307
egy,1990,11748753
egy,1991,12001117
egy,1992,12198392
egy,1993,12352366
egy,1994,12485751
egy,1995,12612893
egy,1996,12700378
egy,1997,12803720
egy,1998,12906211
egy,1999,12982137
egy,2000,13021932
egy,2001,13075924
egy,2002,13090536
egy,2003,13086053
egy,2004,13094875
egy,2005,13134821
egy,2006,13200000
egy,2007,13298156
egy,2008,13435130
egy,2009,13619615
egy,2010,13862337
egy,2011,14164293
egy,2012,14553660
egy,2013,14997881
egy,2014,15445378
egy,2015,15864013
egy,2016,16369323
egy,2017,16777585
egy,2018,17130518
egy,2019,17487657
egy,2020,17869409
eri,1960,220996
eri,1961,227250
eri,1962,232703
eri,1963,237849
eri,1964,243379
eri,1965,249601
eri,1966,257584
eri,1967,265963
eri,1968,274571
eri,1969,283030
eri,1970,291159
eri,1971,300643
eri,1972,309579
eri,1973,318181
eri,1974,326765
eri,1975,335510
eri,1976,345584
eri,1977,355613
eri,1978,365710
eri,1979,376004
eri,1980,386612
eri,1981,398852
eri,1982,410966
eri,1983,423097
eri,1984,435515
eri,1985,448284
eri,1986,464868
eri,1987,481785
eri,1988,497277
eri,1989,508791
eri,1990,514528
eri,1991,525417
eri,1992,532029
eri,1993,535675
eri,1994,538434
eri,1995,541754
eri,1996,534842
eri,1997,528130
eri,1998,523395
eri,1999,523070
eri,2000,528845
eri,2001,527763
eri,2002,532415
eri,2003,540191
eri,2004,547850
eri,2005,553757
eri,2006,572934
eri,2007,590388
eri,2008,606564
eri,2009,622256
eri,2010,637602
eri,2011,658077
esp,1960,4254268
esp,1961,4315957
esp,1962,4363006
esp,1963,4402736
esp,1964,4453522
esp,1965,4518075
esp,1966,4577638
esp,1967,4654394
esp,1968,4738112
esp,1969,4802502
esp,1970,4865151
esp,1971,4909490
esp,1972,4948660
esp,1973,4983928
esp,1974,5011908
esp,1975,5031483
esp,1976,5055595
esp,1977,5064832
esp,1978,5058672
esp,1979,5038403
esp,1980,5004468
esp,1981,4962047
esp,1982,4899479
esp,1983,4820127
esp,1984,4730572
esp,1985,4633816
esp,1986,4507537
esp,1987,4387431
esp,1988,4265803
esp,1989,4133863
esp,1990,3990793
esp,1991,3867128
esp,1992,3745140
esp,1993,3622992
esp,1994,3507982
esp,1995,3405428
esp,1996,3320890
esp,1997,3242622
esp,1998,3173699
esp,1999,3117170
esp,2000,3077332
esp,2001,3050692
esp,2002,3063075
esp,2003,3102253
esp,2004,3148017
esp,2005,3197504
esp,2006,3287659
esp,2007,3385827
esp,2008,3473006
esp,2009,3525258
esp,2010,3546437
esp,2011,3597826
esp,2012,3608176
esp,2013,3587523
esp,2014,3569755
esp,2015,3569787
esp,2016,3536639
esp,2017,3530091
esp,2018,3538356
esp,2019,3543541
esp,2020,3518226
est,1960,143538
est,1961,145818
est,1962,147883
est,1963,149317
est,1964,150380
est,1965,151120
est,1966,151855
est,1967,151856
est,1968,151962
est,1969,152364
est,1970,153056
est,1971,154349
est,1972,155788
est,1973,157034
est,1974,157815
est,1975,158045
est,1976,159426
est,1977,160296
est,1978,160903
est,1979,161648
est,1980,163015
est,1981,164313
est,1982,166270
est,1983,168497
est,1984,170517
est,1985,172238
est,1986,174192
est,1987,176173
est,1988,177709
est,1989,178326
est,1990,177373
est,1991,175766
est,1992,170547
est,1993,163296
est,1994,156851
est,1995,151554
est,1996,144351
est,1997,138675
est,1998,133885
est,1999,130648
est,2000,127118
est,2001,122353
est,2002,117498
est,2003,112734
est,2004,108600
est,2005,105446
est,2006,103692
est,2007,102663
est,2008,102494
est,2009,102927
est,2010,103628
est,2011,104712
est,2012,105530
est,2013,106300
est,2014,107347
est,2015,109041
est,2016,109023
est,2017,109858
est,2018,111284
est,2019,112481
est,2020,112894
eth,1960,4832534
eth,1961,4955233
eth,1962,5074399
eth,1963,5193314
eth,1964,5315281
eth,1965,5441490
eth,1966,5605556
eth,1967,5763777
eth,1968,5922328
eth,1969,6089160
eth,1970,6268892
eth,1971,6492289
eth,1972,6728122
eth,1973,6962098
eth,1974,7171337
eth,1975,7339913
eth,1976,7480069
eth,1977,7591567
eth,1978,7697944
eth,1979,7832475
eth,1980,8018157
eth,1981,8268757
eth,1982,8549243
eth,1983,8850585
eth,1984,9157453
eth,1985,9461773
eth,1986,9793564
eth,1987,10119404
eth,1988,10449649
eth,1989,10796740
eth,1990,11165938
eth,1991,11610947
eth,1992,12069291
eth,1993,12532181
eth,1994,12985463
eth,1995,13417108
eth,1996,13866042
eth,1997,14295694
eth,1998,14712179
eth,1999,15122700
eth,2000,15533329
eth,2001,16022309
eth,2002,16502165
eth,2003,16980481
eth,2004,17461497
eth,2005,17939386
eth,2006,18374700
eth,2007,18792996
eth,2008,19189146
eth,2009,19563289
eth,2010,19922777
eth,2011,20251247
eth,2012,20576695
eth,2013,20897376
eth,2014,21211519
eth,2015,21519145
eth,2016,21876352
eth,2017,22218347
eth,2018,22553620
eth,2019,22892665
eth,2020,23239887
fin,1960,687059
fin,1961,684045
fin,1962,674580
fin,1963,660969
fin,1964,646127
fin,1965,631861
fin,1966,621142
fin,1967,612302
fin,1968,603660
fin,1969,592076
fin,1970,578500
fin,1971,566093
fin,1972,556370
fin,1973,546772
fin,1974,537693
fin,1975,529233
fin,1976,519597
fin,1977,512632
fin,1978,507210
fin,1979,501598
fin,1980,495769
fin,1981,494455
fin,1982,491633
fin,1983,488444
fin,1984,486547
fin,1985,486377
fin,1986,485077
fin,1987,485697
fin,1988,487653
fin,1989,489958
fin,1990,492140
fin,1991,493298
fin,1992,495309
fin,1993,496945
fin,1994,497382
fin,1995,496104
fin,1996,496086
fin,1997,492778
fin,1998,487575
fin,1999,482655
fin,2000,479118
fin,2001,473452
fin,2002,470464
fin,2003,468857
fin,2004,467034
fin,2005,464284
fin,2006,462292
fin,2007,459522
fin,2008,456503
fin,2009,454142
fin,2010,452835
fin,2011,454102
fin,2012,455550
fin,2013,457209
fin,2014,458654
fin,2015,459288
fin,2016,459010
fin,2017,457838
fin,2018,455503
fin,2019,452404
fin,2020,448828
fji,1960,96682
fji,1961,100240
fji,1962,103389
fji,1963,106176
fji,1964,108641
fji,1965,110736
fji,1966,112535
fji,1967,113951
fji,1968,114978
fji,1969,115619
fji,1970,115911
fji,1971,116704
fji,1972,117227
fji,1973,117533
fji,1974,117719
fji,1975,117874
fji,1976,119582
fji,1977,121279
fji,1978,123051
fji,1979,125069
fji,1980,127447
fji,1981,130189
fji,1982,133293
fji,1983,136690
fji,1984,139942
fji,1985,142502
fji,1986,143645
fji,1987,143961
fji,1988,143762
fji,1989,143578
fji,1990,143819
fji,1991,144095
fji,1992,144786
fji,1993,145553
fji,1994,145972
fji,1995,145862
fji,1996,146782
fji,1997,147049
fji,1998,146907
fji,1999,146635
fji,2000,146241
fji,2001,142378
fji,2002,138834
fji,2003,135523
fji,2004,132404
fji,2005,129624
fji,2006,129867
fji,2007,129974
fji,2008,129836
fji,2009,129431
fji,2010,128810
fji,2011,129379
fji,2012,129851
fji,2013,130528
fji,2014,131597
fji,2015,133059
fji,2016,133100
fji,2017,133384
fji,2018,133603
fji,2019,133513
fji,2020,133123
fra,1960,6260948
fra,1961,6372196
fra,1962,6437700
fra,1963,6466122
fra,1964,6481483
fra,1965,6495979
fra,1966,6525026
fra,1967,6540224
fra,1968,6550062
fra,1969,6561241
fra,1970,6576922
fra,1971,6590564
fra,1972,6616115
fra,1973,6641765
fra,1974,6647608
fra,1975,6622313
fra,1976,6601788
fra,1977,6543662
fra,1978,6463159
fra,1979,6387497
fra,1980,6332564
fra,1981,6256214
fra,1982,6221377
fra,1983,6209502
fra,1984,6191263
fra,1985,6153233
fra,1986,6146625
fra,1987,6106123
fra,1988,6049640
fra,1989,6005035
fra,1990,5983617
fra,1991,5959074
fra,1992,5956434
fra,1993,5965222
fra,1994,5967689
fra,1995,5958374
fra,1996,5942795
fra,1997,5926074
fra,1998,5907217
fra,1999,5895981
fra,2000,5896192
fra,2001,5917046
fra,2002,5931110
fra,2003,5941835
fra,2004,5958062
fra,2005,5981793
fra,2006,6016991
fra,2007,6053913
fra,2008,6090545
fra,2009,6122820
fra,2010,6149057
fra,2011,6181550
fra,2012,6210537
fra,2013,6235792
fra,2014,6250543
fra,2015,6247729
fra,2016,6226847
fra,2017,6197685
fra,2018,6161028
fra,2019,6120476
fra,2020,6081170
fsm,1960,10455
fsm,1961,10850
fsm,1962,11310
fsm,1963,11805
fsm,1964,12293
fsm,1965,12746
fsm,1966,13235
fsm,1967,13697
fsm,1968,14105
fsm,1969,14418
fsm,1970,14614
fsm,1971,14924
fsm,1972,15119
fsm,1973,15255
fsm,1974,15430
fsm,1975,15728
fsm,1976,15950
fsm,1977,16308
fsm,1978,16794
fsm,1979,17364
fsm,1980,17982
fsm,1981,18443
fsm,1982,18958
fsm,1983,19475
fsm,1984,19930
fsm,1985,20296
fsm,1986,20731
fsm,1987,21055
fsm,1988,21325
fsm,1989,21641
fsm,1990,22047
fsm,1991,22581
fsm,1992,23187
fsm,1993,23757
fsm,1994,24155
fsm,1995,24288
fsm,1996,24155
fsm,1997,23881
fsm,1998,23458
fsm,1999,22954
fsm,2000,22451
fsm,2001,22275
fsm,2002,22066
fsm,2003,21828
fsm,2004,21556
fsm,2005,21239
fsm,2006,20656
fsm,2007,20098
fsm,2008,19583
fsm,2009,19137
fsm,2010,18815
fsm,2011,18585
fsm,2012,18431
fsm,2013,18353
fsm,2014,18320
fsm,2015,18314
fsm,2016,18288
fsm,2017,18291
fsm,2018,18313
fsm,2019,18346
fsm,2020,18385
gab,1960,77493
gab,1961,79131
gab,1962,80730
gab,1963,82358
gab,1964,84124
gab,1965,86104
gab,1966,88820
gab,1967,91658
gab,1968,94629
gab,1969,97701
gab,1970,100844
gab,1971,104708
gab,1972,108481
gab,1973,112257
gab,1974,116151
gab,1975,120227
gab,1976,124635
gab,1977,129194
gab,1978,133871
gab,1979,138613
gab,1980,143396
gab,1981,148575
gab,1982,153743
gab,1983,158949
gab,1984,164274
gab,1985,169756
gab,1986,175689
gab,1987,181672
gab,1988,187698
gab,1989,193729
gab,1990,199722
gab,1991,205983
gab,1992,212145
gab,1993,218176
gab,1994,224019
gab,1995,229629
gab,1996,235082
gab,1997,240274
gab,1998,245204
gab,1999,249876
gab,2000,254308
gab,2001,258356
gab,2002,262272
gab,2003,266310
gab,2004,270803
gab,2005,276015
gab,2006,280180
gab,2007,285145
gab,2008,291109
gab,2009,298225
gab,2010,306566
gab,2011,315413
gab,2012,325182
gab,2013,335705
gab,2014,346485
gab,2015,356980
gab,2016,370789
gab,2017,383813
gab,2018,396112
gab,2019,407704
gab,2020,418539
gbr,1960,6218787
gbr,1961,6308229
gbr,1962,6366291
gbr,1963,6399409
gbr,1964,6438773
gbr,1965,6502141
gbr,1966,6595660
gbr,1967,6685588
gbr,1968,6769988
gbr,1969,6840286
gbr,1970,6893479
gbr,1971,6919039
gbr,1972,6930374
gbr,1973,6915376
gbr,1974,6866144
gbr,1975,6782931
gbr,1976,6668460
gbr,1977,6532286
gbr,1978,6380570
gbr,1979,6226882
gbr,1980,6078594
gbr,1981,5940767
gbr,1982,5812293
gbr,1983,5703842
gbr,1984,5618223
gbr,1985,5552486
gbr,1986,5532751
gbr,1987,5515594
gbr,1988,5509306
gbr,1989,5522317
gbr,1990,5555266
gbr,1991,5584373
gbr,1992,5630007
gbr,1993,5684503
gbr,1994,5736050
gbr,1995,5774943
gbr,1996,5786910
gbr,1997,5786198
gbr,1998,5776048
gbr,1999,5761262
gbr,2000,5742994
gbr,2001,5710136
gbr,2002,5669455
gbr,2003,5625820
gbr,2004,5589110
gbr,2005,5565941
gbr,2006,5557955
gbr,2007,5565066
gbr,2008,5582397
gbr,2009,5601057
gbr,2010,5620649
gbr,2011,5680686
gbr,2012,5720104
gbr,2013,5752674
gbr,2014,5795019
gbr,2015,5849474
gbr,2016,5905092
gbr,2017,5960191
gbr,2018,6010643
gbr,2019,6050775
gbr,2020,6079617
geo,1960,526889
geo,1961,549507
geo,1962,572028
geo,1963,593312
geo,1964,611996
geo,1965,627116
geo,1966,637883
geo,1967,644157
geo,1968,646849
geo,1969,647544
geo,1970,646708
geo,1971,641627
geo,1972,636791
geo,1973,631024
geo,1974,624424
geo,1975,616138
geo,1976,608917
geo,1977,600225
geo,1978,590564
geo,1979,582939
geo,1980,578123
geo,1981,576572
geo,1982,577508
geo,1983,580722
geo,1984,585186
geo,1985,590718
geo,1986,597945
geo,1987,604771
geo,1988,612386
geo,1989,614375
geo,1990,611677
geo,1991,612004
geo,1992,609952
geo,1993,602824
geo,1994,576768
geo,1995,535856
geo,1996,512257
geo,1997,490697
geo,1998,473166
geo,1999,458360
geo,2000,444711
geo,2001,431445
geo,2002,419739
geo,2003,409009
geo,2004,399815
geo,2005,392287
geo,2006,382181
geo,2007,374381
geo,2008,369398
geo,2009,363767
geo,2010,360007
geo,2011,359545
geo,2012,359513
geo,2013,361488
geo,2014,365508
geo,2015,370702
geo,2016,375743
geo,2017,380544
geo,2018,384927
geo,2019,388187
geo,2020,391440
gha,1960,1500328
gha,1961,1555412
gha,1962,1606606
gha,1963,1655531
gha,1964,1704922
gha,1965,1755428
gha,1966,1820628
gha,1967,1885263
gha,1968,1949679
gha,1969,2014019
gha,1970,2078768
gha,1971,2145871
gha,1972,2213205
gha,1973,2277764
gha,1974,2335561
gha,1975,2383891
gha,1976,2443313
gha,1977,2493492
gha,1978,2538655
gha,1979,2585686
gha,1980,2639930
gha,1981,2689975
gha,1982,2747119
gha,1983,2809836
gha,1984,2875484
gha,1985,2942236
gha,1986,3017547
gha,1987,3093326
gha,1988,3170093
gha,1989,3248339
gha,1990,3328137
gha,1991,3417491
gha,1992,3504918
gha,1993,3590538
gha,1994,3674444
gha,1995,3756195
gha,1996,3844777
gha,1997,3932859
gha,1998,4019014
gha,1999,4101237
gha,2000,4179031
gha,2001,4259506
gha,2002,4333206
gha,2003,4403433
gha,2004,4475369
gha,2005,4551977
gha,2006,4630768
gha,2007,4714248
gha,2008,4800278
gha,2009,4885316
gha,2010,4967631
gha,2011,5063516
gha,2012,5157045
gha,2013,5248766
gha,2014,5339488
gha,2015,5429454
gha,2016,5528973
gha,2017,5623274
gha,2018,5713895
gha,2019,5802816
gha,2020,5890642
gin,1960,701742
gin,1961,718834
gin,1962,736941
gin,1963,755117
gin,1964,771611
gin,1965,785635
gin,1966,803635
gin,1967,818699
gin,1968,831282
gin,1969,842303
gin,1970,852217
gin,1971,870873
gin,1972,888035
gin,1973,903964
gin,1974,918894
gin,1975,933136
gin,1976,955770
gin,1977,978004
gin,1978,1000578
gin,1979,1024507
gin,1980,1050587
gin,1981,1078311
gin,1982,1107442
gin,1983,1138870
gin,1984,1173684
gin,1985,1212493
gin,1986,1253868
gin,1987,1297587
gin,1988,1342561
gin,1989,1386874
gin,1990,1428973
gin,1991,1482120
gin,1992,1532369
gin,1993,1580245
gin,1994,1626789
gin,1995,1672608
gin,1996,1726664
gin,1997,1779651
gin,1998,1830762
gin,1999,1878735
gin,2000,1922567
gin,2001,1973385
gin,2002,2019919
gin,2003,2063275
gin,2004,2105450
gin,2005,2148053
gin,2006,2190983
gin,2007,2235304
gin,2008,2280307
gin,2009,2325029
gin,2010,2368929
gin,2011,2411234
gin,2012,2452769
gin,2013,2495115
gin,2014,2540832
gin,2015,2591754
gin,2016,2637155
gin,2017,2686895
gin,2018,2739681
gin,2019,2793382
gin,2020,2846499
gmb,1960,77351
gmb,1961,79043
gmb,1962,80359
gmb,1963,81475
gmb,1964,82655
gmb,1965,84072
gmb,1966,86587
gmb,1967,89231
gmb,1968,92018
gmb,1969,94852
gmb,1970,97670
gmb,1971,101343
gmb,1972,104828
gmb,1973,108277
gmb,1974,111878
gmb,1975,115720
gmb,1976,120277
gmb,1977,125004
gmb,1978,129822
gmb,1979,134529
gmb,1980,139025
gmb,1981,144528
gmb,1982,149527
gmb,1983,154525
gmb,1984,160213
gmb,1985,167033
gmb,1986,174868
gmb,1987,183610
gmb,1988,192914
gmb,1989,202064
gmb,1990,210555
gmb,1991,221675
gmb,1992,231948
gmb,1993,241627
gmb,1994,251104
gmb,1995,260561
gmb,1996,271342
gmb,1997,281856
gmb,1998,292205
gmb,1999,302435
gmb,2000,312568
gmb,2001,322317
gmb,2002,332126
gmb,2003,341880
gmb,2004,351393
gmb,2005,360579
gmb,2006,370320
gmb,2007,379704
gmb,2008,388923
gmb,2009,398316
gmb,2010,408157
gmb,2011,419702
gmb,2012,431465
gmb,2013,443507
gmb,2014,455812
gmb,2015,468341
gmb,2016,481987
gmb,2017,495658
gmb,2018,509288
gmb,2019,522772
gmb,2020,536052
gnb,1960,122800
gnb,1961,124463
gnb,1962,126238
gnb,1963,128017
gnb,1964,129575
gnb,1965,130887
gnb,1966,133099
gnb,1967,134915
gnb,1968,136558
gnb,1969,138349
gnb,1970,140429
gnb,1971,143679
gnb,1972,147132
gnb,1973,150487
gnb,1974,153246
gnb,1975,155107
gnb,1976,158339
gnb,1977,160720
gnb,1978,162878
gnb,1979,165762
gnb,1980,170096
gnb,1981,174364
gnb,1982,179901
gnb,1983,186279
gnb,1984,192745
gnb,1985,198758
gnb,1986,205191
gnb,1987,210811
gnb,1988,215871
gnb,1989,220769
gnb,1990,225727
gnb,1991,231102
gnb,1992,236465
gnb,1993,241612
gnb,1994,246210
gnb,1995,250114
gnb,1996,255257
gnb,1997,259650
gnb,1998,263603
gnb,1999,267562
gnb,2000,271782
gnb,2001,275949
gnb,2002,280361
gnb,2003,285036
gnb,2004,289980
gnb,2005,295246
gnb,2006,301484
gnb,2007,307910
gnb,2008,314607
gnb,2009,321662
gnb,2010,329109
gnb,2011,337645
gnb,2012,346295
gnb,2013,355046
gnb,2014,363838
gnb,2015,372572
gnb,2016,381739
gnb,2017,390648
gnb,2018,399261
gnb,2019,407520
gnb,2020,415377
gnq,1960,47597
gnq,1961,48650
gnq,1962,49794
gnq,1963,51009
gnq,1964,52254
gnq,1965,53544
gnq,1966,55316
gnq,1967,57150
gnq,1968,58691
gnq,1969,59390
gnq,1970,58818
gnq,1971,58133
gnq,1972,56258
gnq,1973,53652
gnq,1974,51055
gnq,1975,49060
gnq,1976,47316
gnq,1977,46174
gnq,1978,45850
gnq,1979,46601
gnq,1980,48721
gnq,1981,52149
gnq,1982,56699
gnq,1983,61968
gnq,1984,67225
gnq,1985,71796
gnq,1986,76525
gnq,1987,80352
gnq,1988,83568
gnq,1989,86707
gnq,1990,90144
gnq,1991,93014
gnq,1992,96273
gnq,1993,99795
gnq,1994,103333
gnq,1995,106794
gnq,1996,109948
gnq,1997,113049
gnq,1998,116351
gnq,1999,120058
gnq,2000,124203
gnq,2001,128516
gnq,2002,132968
gnq,2003,137934
gnq,2004,143586
gnq,2005,149919
gnq,2006,155929
gnq,2007,162249
gnq,2008,169132
gnq,2009,176467
gnq,2010,183977
gnq,2011,191798
gnq,2012,199268
gnq,2013,206854
gnq,2014,214615
gnq,2015,222308
gnq,2016,230606
gnq,2017,238288
gnq,2018,246015
gnq,2019,253851
gnq,2020,261447
grc,1960,1179970
grc,1961,1192962
grc,1962,1191602
grc,1963,1180576
grc,1964,1171805
grc,1965,1171328
grc,1966,1165531
grc,1967,1170687
grc,1968,1179918
grc,1969,1184477
grc,1970,1182451
grc,1971,1185663
grc,1972,1183541
grc,1973,1174592
grc,1974,1165928
grc,1975,1167998
grc,1976,1170824
grc,1977,1175762
grc,1978,1182716
grc,1979,1186380
grc,1980,1182135
grc,1981,1184005
grc,1982,1176620
grc,1983,1165077
grc,1984,1151778
grc,1985,1137204
grc,1986,1118795
grc,1987,1097879
grc,1988,1074480
grc,1989,1050432
grc,1990,1030968
grc,1991,1013164
grc,1992,993736
grc,1993,973395
grc,1994,950329
grc,1995,924318
grc,1996,910042
grc,1997,891684
grc,1998,872195
grc,1999,853816
grc,2000,840242
grc,2001,833023
grc,2002,828829
grc,2003,826983
grc,2004,826310
grc,2005,825686
grc,2006,832627
grc,2007,839967
grc,2008,847307
grc,2009,853304
grc,2010,856071
grc,2011,854180
grc,2012,845074
grc,2013,832277
grc,2014,820438
grc,2015,810082
grc,2016,795991
grc,2017,786659
grc,2018,778145
grc,2019,768079
grc,2020,753697
grd,1960,22208
grd,1961,22681
grd,1962,23016
grd,1963,23237
grd,1964,23408
grd,1965,23554
grd,1966,23618
grd,1967,23626
grd,1968,23579
grd,1969,23483
grd,1970,23343
grd,1971,22438
grd,1972,21703
grd,1973,21092
grd,1974,20488
grd,1975,19822
grd,1976,19367
grd,1977,18773
grd,1978,18206
grd,1979,17909
grd,1980,18023
grd,1981,18006
grd,1982,18316
grd,1983,18803
grd,1984,19203
grd,1985,19341
grd,1986,19484
grd,1987,19397
grd,1988,19173
grd,1989,19009
grd,1990,19036
grd,1991,18966
grd,1992,19039
grd,1993,19180
grd,1994,19283
grd,1995,19272
grd,1996,18980
grd,1997,18658
grd,1998,18275
grd,1999,17810
grd,2000,17286
grd,2001,16792
grd,2002,16261
grd,2003,15743
grd,2004,15302
grd,2005,14932
grd,2006,14541
grd,2007,14175
grd,2008,13799
grd,2009,13395
grd,2010,12989
grd,2011,13000
grd,2012,12949
grd,2013,12912
grd,2014,12940
grd,2015,13044
grd,2016,13120
grd,2017,13272
grd,2018,13456
grd,2019,13614
grd,2020,13710
gtm,1960,964664
gtm,1961,998482
gtm,1962,1033703
gtm,1963,1068991
gtm,1964,1102230
gtm,1965,1132409
gtm,1966,1165079
gtm,1967,1194574
gtm,1968,1221482
gtm,1969,1247173
gtm,1970,1272537
gtm,1971,1303682
gtm,1972,1334248
gtm,1973,1364518
gtm,1974,1394768
gtm,1975,1425052
gtm,1976,1461728
gtm,1977,1499346
gtm,1978,1538078
gtm,1979,1578320
gtm,1980,1620451
gtm,1981,1668130
gtm,1982,1717271
gtm,1983,1766851
gtm,1984,1816163
gtm,1985,1864844
gtm,1986,1915807
gtm,1987,1965374
gtm,1988,2013754
gtm,1989,2062005
gtm,1990,2110767
gtm,1991,2158505
gtm,1992,2208719
gtm,1993,2258998
gtm,1994,2307007
gtm,1995,2352293
gtm,1996,2398892
gtm,1997,2441173
gtm,1998,2482120
gtm,1999,2525537
gtm,2000,2574961
gtm,2001,2619023
gtm,2002,2665055
gtm,2003,2709837
gtm,2004,2750484
gtm,2005,2784692
gtm,2006,2812299
gtm,2007,2831438
gtm,2008,2844075
gtm,2009,2854122
gtm,2010,2863832
gtm,2011,2866490
gtm,2012,2871817
gtm,2013,2878097
gtm,2014,2881524
gtm,2015,2880563
gtm,2016,2882622
gtm,2017,2880090
gtm,2018,2875383
gtm,2019,2871909
gtm,2020,2871477
gum,1960,13607
gum,1961,13864
gum,1962,14103
gum,1963,14393
gum,1964,14731
gum,1965,15062
gum,1966,15390
gum,1967,15666
gum,1968,16012
gum,1969,16432
gum,1970,16840
gum,1971,16937
gum,1972,16988
gum,1973,17099
gum,1974,17290
gum,1975,17523
gum,1976,17667
gum,1977,17766
gum,1978,17871
gum,1979,18034
gum,1980,18285
gum,1981,18328
gum,1982,18451
gum,1983,18645
gum,1984,18880
gum,1985,19127
gum,1986,19302
gum,1987,19457
gum,1988,19599
gum,1989,19736
gum,1990,19883
gum,1991,20494
gum,1992,21140
gum,1993,21798
gum,1994,22427
gum,1995,22971
gum,1996,23472
gum,1997,23862
gum,1998,24142
gum,1999,24321
gum,2000,24418
gum,2001,24506
gum,2002,24519
gum,2003,24471
gum,2004,24368
gum,2005,24202
gum,2006,23960
gum,2007,23679
gum,2008,23367
gum,2009,23033
gum,2010,22699
gum,2011,22359
gum,2012,22030
gum,2013,21730
gum,2014,21461
gum,2015,21239
gum,2016,21082
gum,2017,20940
gum,2018,20821
gum,2019,20734
gum,2020,20685
guy,1960,134708
guy,1961,140328
guy,1962,145602
guy,1963,150362
guy,1964,154427
