geo,time,ne_imp_gnfs_kd
can,1984,119438714279.97099
can,1985,129305676375.924
can,1986,137802806677.45001
can,1987,145245211023.866
can,1988,164890364317.49399
can,1989,174470377743.716
can,1990,177854656513.48199
can,1991,182322248503.29401
can,1992,191671842646.63297
can,1993,206014565416.08401
can,1994,223106839275.492
can,1995,236009657552.08896
can,1996,248664432020.34601
can,1997,284371422657.67297
can,1998,299436783032.51898
can,1999,323557266122.30402
can,2000,351017965104.229
can,2001,333795005599.69501
can,2002,340010085163.008
can,2003,354403319112.37097
can,2004,384548871895.71094
can,2005,412810663348.83698
can,2006,434774622547.30896
can,2007,459882339465.87598
can,2008,463998929076.45801
can,2009,406488112341.42297
can,2010,462536242041.91199
can,2011,488410660225.492
can,2012,506523699711.16199
can,2013,517046023115.84894
can,2014,530131972864.56897
can,2015,534115083556.22302
can,2016,534386126517.91296
can,2017,559114253792.31396
can,2018,577862879584.51196
can,2019,579926118140.354
can,2020,516956392026.87201
che,1970,59573108217.8068
che,1971,63280938883.4323
che,1972,67884749110.2866
che,1973,72297924923.6693
che,1974,71592578736.823
che,1975,60602531764.5565
che,1976,68513840700.473
che,1977,74852419621.8342
che,1978,83030615489.7038
che,1979,88721039691.2581
che,1980,95107276436.6703
che,1981,102162079769.23199
che,1982,104391839364.05901
che,1983,105458824944.63901
che,1984,111681158884.157
che,1985,118459593596.23399
che,1986,132029440204.834
che,1987,130196019346.952
che,1988,137557355019.04999
che,1989,147464177525.43701
che,1990,156158812132.85599
che,1991,151146637790.27701
che,1992,152973172604.336
che,1993,150922188298.465
che,1994,157708164719.62299
che,1995,166957478625.638
che,1996,173502906946.72
che,1997,191283409853.48697
che,1998,201106820517.121
che,1999,208445248429.729
che,2000,225216645099.97601
che,2001,227617214326.30399
che,2002,222750704696.78696
che,2003,223634166350.97696
che,2004,233475210357.55496
che,2005,256384112846.04999
che,2006,264158788831.832
che,2007,279538633150.604
che,2008,292526121203.72101
che,2009,283370156989.12903
che,2010,306267118265.065
che,2011,333867141485.67297
che,2012,325971871929.93903
che,2013,366803526552.21399
che,2014,339996334590.68903
che,2015,356168777412.57397
che,2016,375085112830.00201
che,2017,371795689076.77399
che,2018,374265960403.55695
che,2019,373433177205.58899
che,2020,356490079365.34698
chl,1960,2770011924.75495
chl,1961,3096686441.6219
chl,1962,2862504195.72242
chl,1963,2935696430.75522
chl,1964,3247601138.78653
chl,1965,3179041853.56053
chl,1966,4328449091.92784
chl,1967,3931308678.06884
chl,1968,4287577551.05116
chl,1969,4890657966.69891
chl,1970,4939548562.63274
chl,1971,5357847727.18991
chl,1972,5527522941.95948
chl,1973,5231387921.00889
chl,1974,5409833669.78689
chl,1975,3329245475.03671
chl,1976,3468656254.46785
chl,1977,4700601432.49192
chl,1978,5520101626.17088
chl,1979,6778402286.10282
chl,1980,8058603528.41013
chl,1981,9333733092.06691
chl,1982,6059104267.29893
chl,1983,4945652656.67994
chl,1984,5583219950.24511
chl,1985,5037149009.50025
chl,1986,5435781041.12278
chl,1987,6447368376.17892
chl,1988,7272198589.51764
chl,1989,9093042356.45119
chl,1990,9621237839.70589
chl,1991,10290147018.1541
chl,1992,12534206767.3509
chl,1993,14311730992.4689
chl,1994,15759939976.3402
chl,1995,19696936942.1481
chl,1996,22027666311.3081
chl,1997,24943731483.2826
chl,1998,26639389445.4636
chl,1999,24050114342.1106
chl,2000,26535744843.5542
chl,2001,27936879030.9298
chl,2002,28449126278.99129
chl,2003,30066187217.6952
chl,2004,35879051344.8166
chl,2005,42504101767.6846
chl,2006,47523572855.8
chl,2007,54080335597.3496
chl,2008,60318777621.0652
chl,2009,50296625994.92911
chl,2010,63201572633.9603
chl,2011,72796234850.90829
chl,2012,76569013430.0484
chl,2013,78081483763.2413
chl,2014,72992518885.1629
chl,2015,72190111947.2971
chl,2016,72819286849.84219
chl,2017,76142955314.278
chl,2018,82306888464.0867
chl,2019,80336434948.1528
chl,2020,70135022475.4908
chn,2015,2003257157591.33008
civ,1996,7024906603.67287
civ,1997,7836883534.95094
civ,1998,8641986345.0837
civ,1999,8494652747.14383
civ,2000,8349329599.88485
civ,2001,7744028782.57268
civ,2002,7509518225.23568
civ,2003,7127775737.1196
civ,2004,8050449072.59962
civ,2005,8699858329.96299
civ,2006,8660470795.27988
civ,2007,8692403862.22112
civ,2008,8610273662.68536
civ,2009,9901976742.24345
civ,2010,11261783927.31
civ,2011,8981981391.44569
civ,2012,11471841708.6905
civ,2013,10343431863.0152
civ,2014,10197533057.3093
civ,2015,11618672296.235
civ,2016,11675005755.1297
civ,2017,12955420198.8898
civ,2018,14694966287.0339
civ,2019,14875849040.2
civ,2020,16002086564.5927
cmr,1960,336400779.44466
cmr,1961,330063966.31517
cmr,1962,329237468.4072
cmr,1963,295624973.27862
cmr,1964,308298489.97831
cmr,1965,342334625.33833
cmr,1966,348393621.52017
cmr,1967,323986109.21362
cmr,1968,375591747.98136
cmr,1969,373935637.95258
cmr,1970,411190763.22852
cmr,1971,499225295.16927
cmr,1972,494809619.20627
cmr,1973,449551167.18757
cmr,1974,450930053.68142
cmr,1975,475215374.73709
cmr,1976,526270182.15915
cmr,1977,581463411.91056
cmr,1978,631960126.3061
cmr,1979,703831179.39699
cmr,1980,697839419.71248
cmr,1981,1047051952.12621
cmr,1982,957972594.68764
cmr,1983,974569016.9447
cmr,1984,1233621984.92425
cmr,1985,1320915181.97644
cmr,1986,1544149853.99326
cmr,1987,1507090162.82964
cmr,1988,1199643817.93406
cmr,1989,1005301483.08904
cmr,1990,1106836987.57894
cmr,1991,1144469474.15095
cmr,1992,922442369.82375
cmr,1993,1246272584.87007
cmr,1994,1854180803.26407
cmr,1995,1964342843.28189
cmr,1996,2582728961.75902
cmr,1997,3164056921.61993
cmr,1998,2954127537.80619
cmr,1999,2943311101.29119
cmr,2000,3648083720.41167
cmr,2001,4067225075.79222
cmr,2002,4012211210.42025
cmr,2003,3447084542.13792
cmr,2004,3757192359.82437
cmr,2005,3930838476.45034
cmr,2006,4078588306.74707
cmr,2007,4682524516.72358
cmr,2008,5184910121.97416
cmr,2009,4836992121.83012
cmr,2010,5528818183.59924
cmr,2011,5953870185.67209
cmr,2012,6136523021.55822
cmr,2013,6870597369.47072
cmr,2014,7916593451.19551
cmr,2015,7907933379.70138
cmr,2016,7989445379.93286
cmr,2017,7893057567.51597
cmr,2018,8561597821.17721
cmr,2019,9533868543.18854
cmr,2020,7893431472.18837
cod,1960,312546244.1446
cod,1961,357272258.11533
cod,1962,320887873.99132
cod,1963,324286553.01869
cod,1964,407445842.48471
cod,1965,418666326.0514
cod,1966,494328271.48025
cod,1967,385498698.14202
cod,1968,496715967.31998
cod,1969,573399654.11094
cod,1970,681218945.17531
cod,1971,812491608.89372
cod,1972,920306412.45876
cod,1973,1078795193.71801
cod,1974,973706609.77608
cod,1975,895822123.44917
cod,1976,741926189.50164
cod,1977,1047676417.50052
cod,1978,797649615.10109
cod,1979,809090745.90207
cod,1980,1021926340.77184
cod,1981,1061192282.93934
cod,1982,885025906.56669
cod,1983,1145514048.04191
cod,1984,1702129114.08008
cod,1985,1840962366.78869
cod,1986,1806634967.83259
cod,1987,2227248937.03362
cod,1988,2539153412.58371
cod,1989,2541842369.79769
cod,1990,1918929630.98067
cod,1991,1787176808.02957
cod,1992,1103317305.97429
cod,1993,716125548.71384
cod,1994,535077523.51628
cod,1995,730915855.97332
cod,1996,690715558.1778
cod,1997,532618428.74204
cod,1998,888720618.6095
cod,1999,1416734219.79341
cod,2000,1605018008.64167
cod,2001,1236186095.25712
cod,2002,1743230111.92441
cod,2003,3666482154.13615
cod,2004,3590052725.15321
cod,2005,4434829866.74792
cod,2006,3913863177.6881
cod,2007,5090527671.69309
cod,2008,4738735911.74507
cod,2009,4738735911.74507
cod,2010,7064385740.24427
cod,2011,9152883390.73784
cod,2012,11630132046.9899
cod,2013,12562530361.8048
cod,2014,13650478982.8131
cod,2015,12767278318.3313
cod,2016,12293499051.6711
cod,2017,13491283908.4126
cod,2018,14130930016.4002
cod,2019,17686273471.8766
cod,2020,19816457304.6673
cog,1960,691056566.16399
cog,1961,768675236.20312
cog,1962,633468535.86614
cog,1963,598414899.69715
cog,1964,620949361.09521
cog,1965,608430230.12749
cog,1966,646723365.89629
cog,1967,763728977.60481
cog,1968,847760690.95104
cog,1969,941364459.59871
cog,1970,1044540036.37259
cog,1971,1048793263.35815
cog,1972,1053054685.45389
cog,1973,1057307911.65725
cog,1974,1061561138.64281
cog,1975,1114746960.21788
cog,1976,1066879720.56566
cog,1977,1000926023.70593
cog,1978,992419570.51701
cog,1979,793511071.01684
cog,1980,1121130897.86021
cog,1981,1656160596.22099
cog,1982,2409342309.79908
cog,1983,1893874175.96342
cog,1984,1834050370.67697
cog,1985,1839786900.09031
cog,1986,1438229848.19639
cog,1987,1097316106.34955
cog,1988,1106330652.45876
cog,1989,1080926008.00835
cog,1990,1134972308.33055
cog,1991,1784098121.86383
cog,1992,1033421291.42316
cog,1993,1934573244.10156
cog,1994,3376034902.09304
cog,1995,2890972972.01563
cog,1996,3008586789.7235
cog,1997,3155145613.06614
cog,1998,3142766610.90465
cog,1999,3330500287.2932
cog,2000,3479020662.52785
cog,2001,3697910838.2069
cog,2002,3871449107.07531
cog,2003,4029241243.04454
cog,2004,3941792669.54388
cog,2005,4634807988.23896
cog,2006,4687067921.09849
cog,2007,7246116109.5834
cog,2008,6454166168.82046
cog,2009,6594178244.32006
cog,2010,7132601365.69483
cog,2011,6913329381.15279
cog,2012,6891331620.0146
cog,2013,6607916984.95497
cog,2014,7661400572.44635
cog,2015,9504277203.71731
cog,2016,8646032395.41794
cog,2017,5662714584.36013
cog,2018,5949841896.79362
cog,2019,6141734656.91089
cog,2020,5502994252.60175
col,1960,2010592348.46687
col,1961,2094129025.87898
col,1962,2167121729.96049
col,1963,2163606996.85223
col,1964,2698216686.64998
col,1965,2211495205.43383
col,1966,3081430079.39191
col,1967,2446845858.3035
col,1968,3026674086.52858
col,1969,3405576315.62506
col,1970,4125721588.85293
col,1971,4956765075.47491
col,1972,4305392097.08099
col,1973,4464885291.4832
col,1974,4911327613.0426
col,1975,4371391936.58011
col,1976,4910480473.91249
col,1977,5389268107.71187
col,1978,6505874493.82361
col,1979,6556779854.27741
col,1980,7786363795.2844
col,1981,8167576403.82659
col,1982,8818333281.03497
col,1983,8018171866.33731
col,1984,7700725730.49672
col,1985,7191210050.06943
col,1986,7483242012.0072
col,1987,7883091681.41148
col,1988,8399538500.17589
col,1989,8162416556.39784
col,1990,8802776726.10051
col,1991,9103819167.89311
col,1992,12868043386.1296
col,1993,17638206815.0371
col,1994,21915797346.1211
col,1995,23507094766.18769
col,1996,24045567142.9784
col,1997,25534802570.5639
col,1998,24535604634.6142
col,1999,18480060344.7436
col,2000,19579702260.7
col,2001,21290996261.58089
col,2002,21361054451.4534
col,2003,23106261970.9704
col,2004,25479762046.73949
col,2005,28705842037.1213
col,2006,33781554844.3406
col,2007,38463012744.2808
col,2008,43275402662.457
col,2009,39533081105.0181
col,2010,43814448687.3956
col,2011,52677707481.75089
col,2012,57616288147.3079
col,2013,62527515327.161
col,2014,67379658977.8936
col,2015,66651326831.8839
col,2016,64291268085.34969
col,2017,64946292889.6729
col,2018,68716697359.1012
col,2019,73763233114.90302
col,2020,61003205748.93169
com,1980,92403257.34374
com,1981,95974572.70116
com,1982,102101225.77123
com,1983,107023555.96468
com,1984,111422503.73505
com,1985,113963353.35294
com,1986,116091292.27027
com,1987,117992854.70703
com,1988,121163936.44681
com,1989,117310103.24164
com,1990,123282820.30492
com,1991,116630973.69154
com,1992,126580672.98278
com,1993,130385608.74546
com,1994,123505574.70896
com,1995,127964285.92438
com,1996,126311411.62361
com,1997,131402184.00512
com,1998,133087638.39967
com,1999,135648409.09562
com,2000,150363659.26643
com,2001,153871534.84552
com,2002,157448717.69043
com,2003,160761601.80798
com,2004,163847584.1407
com,2005,168496596.34506
com,2006,172956538.97704
com,2007,159568944.14645
com,2008,179515062.16475
com,2009,204826685.98774
com,2010,198681885.26256
com,2011,210404116.50229
com,2012,243437562.86384
com,2013,250984127.33342
com,2014,264537270.29398
com,2015,267288335.27887
com,2016,280813100.67233
com,2017,311088822.92716
com,2018,348767129.79412
com,2019,350005491.72369
com,2020,327933118.39101
cpv,2007,921168263.5183
cpv,2008,918096619.16888
cpv,2009,853915730.64546
cpv,2010,924414404.68818
cpv,2011,967735871.38376
cpv,2012,891950135.54601
cpv,2013,835245882.65605
cpv,2014,927527165.4227
cpv,2015,944645439.93754
cpv,2016,1014204971.02939
cpv,2017,1180268717.67808
cpv,2018,1247719058.63358
cpv,2019,1257891479.30479
cpv,2020,974888305.26181
cri,1960,606063481.16879
cri,1961,600266829.02888
cri,1962,603713487.05802
cri,1963,672019982.54454
cri,1964,753408111.91437
cri,1965,969294237.55754
cri,1966,1033762409.32979
cri,1967,1090083934.85135
cri,1968,1224738597.39874
cri,1969,1378976544.20259
cri,1970,1709307383.04049
cri,1971,1835110401.10395
cri,1972,1843022047.94356
cri,1973,1965535074.25197
cri,1974,2170689560.12259
cri,1975,2011673291.96016
cri,1976,2337147476.30245
cri,1977,2923157674.39264
cri,1978,3142490458.06495
cri,1979,3234140228.38516
cri,1980,3123142173.21958
cri,1981,2300565901.3114
cri,1982,1883833612.33403
cri,1983,2181656199.30619
cri,1984,2414462282.54693
cri,1985,2559065253.49662
cri,1986,3009089125.70996
cri,1987,3538151133.18238
cri,1988,3506034547.00179
cri,1989,4086796424.91124
cri,1990,4526950321.85936
cri,1991,4391433994.82523
cri,1992,5404143504.1835
cri,1993,6171096821.6241
cri,1994,6460293972.16802
cri,1995,6676344779.19568
cri,1996,6886080788.79717
cri,1997,7918315067.32721
cri,1998,9211228263.44201
cri,1999,8927437173.12954
cri,2000,8579508359.13174
cri,2001,8580372662.95039
cri,2002,9106323466.58701
cri,2003,9520078942.06405
cri,2004,9978139055.50317
cri,2005,10671175233.4792
cri,2006,11505256616.779
cri,2007,12665960224.3721
cri,2008,13509350391.2654
cri,2009,10978199566.4658
cri,2010,13034026033.1382
cri,2011,14424878112.0333
cri,2012,15553620609.8416
cri,2013,15815020816.6523
cri,2014,16613090677.5845
cri,2015,17360350889.7085
cri,2016,18912093776.1153
cri,2017,19860072544.6642
cri,2018,20427267867.589
cri,2019,20437718658.2272
cri,2020,18824066364.84209
cub,1970,4387647656.80135
cub,1971,4764826768.9412
cub,1972,4994578509.89943
cub,1973,5164585959.45532
cub,1974,5213043186.06641
cub,1975,5715122938.24304
cub,1976,6025121865.22048
cub,1977,6544284628.38593
cub,1978,6965157520.10382
cub,1979,7032031630.33503
cub,1980,6763271167.10805
cub,1981,8036372572.83718
cub,1982,8709768124.96537
cub,1983,9134958880.02332
cub,1984,9860759257.78931
cub,1985,10735386507.9742
cub,1986,9758614665.22519
cub,1987,9590368537.7735
cub,1988,9891795543.6599
cub,1989,10225927663.404
cub,1990,9662690781.78044
cub,1991,6074731695.04783
cub,1992,3324969029.45383
cub,1993,3144584910.47645
cub,1994,3747270332.08188
cub,1995,4178506458.03164
cub,1996,5192872396.53169
cub,1997,5096084204.88067
cub,1998,5166280995.7987
cub,1999,5291914096.71941
cub,2000,5280195852.3286
cub,2001,5081999776.52633
cub,2002,4710959595.9596
cub,2003,5282336685.43846
cub,2004,5967853982.30089
cub,2005,7505648207.74113
cub,2006,9039949494.9495
cub,2007,8939781040.49343
cub,2008,9598932287.47654
cub,2009,8165588182.71208
cub,2010,11078247966.3896
cub,2011,11192050147.4926
cub,2012,10956558505.4081
cub,2013,11622470278.0013
cub,2014,11445569857.8707
cub,2015,12605000000
cub,2016,11263035666.3985
cub,2017,11082754983.4629
cub,2018,10857404129.7935
cub,2019,10546419951.7297
cub,2020,9744170912.66649
cyp,1975,1394909855.82978
cyp,1976,1945426159.14401
cyp,1977,2481852507.9156
cyp,1978,2621242903.68888
cyp,1979,3061052092.8742
cyp,1980,3238183693.2859
cyp,1981,3319201022.65832
cyp,1982,3743913633.18585
cyp,1983,3950231645.79495
cyp,1984,4596861857.1394
cyp,1985,4388027949.75903
cyp,1986,3907458167.60192
cyp,1987,4463006623.46775
cyp,1988,5053780389.20073
cyp,1989,6068763392.90214
cyp,1990,6415981434.9497
cyp,1991,6542790692.99028
cyp,1992,7748995989.12436
cyp,1993,6323893156.76293
cyp,1994,6773263178.55235
cyp,1995,8018507060.76747
cyp,1996,8489859437.57676
cyp,1997,8578271241.09001
cyp,1998,8667001854.76615
cyp,1999,8919077052.15058
cyp,2000,9754836204.37617
cyp,2001,9783905382.6213
cyp,2002,9686353978.9258
cyp,2003,9638054802.51588
cyp,2004,10351563212.4541
cyp,2005,10455316206.0674
cyp,2006,11051523880.2758
cyp,2007,12113443357.1393
cyp,2008,13686213874.8809
cyp,2009,11588907136.548
cyp,2010,12840045514.5099
cyp,2011,12507257272.1042
cyp,2012,12052666649.407
cyp,2013,11503716104.2563
cyp,2014,12391694784.0116
cyp,2015,13390746699.2122
cyp,2016,14751794599.1982
cyp,2017,16861652093.8026
cyp,2018,17590663915.2665
cyp,2019,19057406959.8227
cyp,2020,18571839930.5914
cze,1990,19768829229.12749
cze,1991,13276066792.0118
cze,1992,17216842929.0106
cze,1993,21305920748.0055
cze,1994,24492139803.8518
cze,1995,30250480207.3276
cze,1996,33811230245.4393
cze,1997,35790070633.6704
cze,1998,37784074394.02409
cze,1999,39744295949.9975
cze,2000,45450886732.0494
cze,2001,50608425224.859
cze,2002,53130545251.2831
cze,2003,58160760201.2298
cze,2004,73041556989.68449
cze,2005,82156816911.4285
cze,2006,91589775903.2471
cze,2007,103385293968.189
cze,2008,106670623507.29201
cze,2009,94854779206.26048
cze,2010,108905045988.10899
cze,2011,116220377051.679
cze,2012,119282483866.05
cze,2013,119356024188.22099
cze,2014,131312322780.629
cze,2015,140304405711.672
cze,2016,144274810711.92599
cze,2017,153292789267.74701
cze,2018,162158483662.78799
cze,2019,164664098785.50699
cze,2020,153370191574.77499
deu,1970,161882494168.707
deu,1971,173812562591.513
deu,1972,185072400905.40201
deu,1973,191819363216.95999
deu,1974,192668323647.91501
deu,1975,198298237257.29501
deu,1976,219879588847.85599
deu,1977,227922330183.63
deu,1978,240343905050.39301
deu,1979,263489122826.88
deu,1980,271621229878.42896
deu,1981,263578488542.65497
deu,1982,261523114803.259
deu,1983,268582852127.22296
deu,1984,282747014625.84698
deu,1985,294140896520.591
deu,1986,303658137217.00293
deu,1987,317554212553.91693
deu,1988,334935462045.03998
deu,1989,363710605635.54797
deu,1990,402896628218.50403
deu,1991,446818926114.80493
deu,1992,460286881479.20306
deu,1993,429521864242.79694
deu,1994,464908235666.36298
deu,1995,497257714976.48401
deu,1996,517591668961.93695
deu,1997,565257640873.26892
deu,1998,618469224495.03894
deu,1999,673397324414.76501
deu,2000,746018604498.71106
deu,2001,752356463888.69885
deu,2002,732682692263.4259
deu,2003,774010804784.76892
deu,2004,834616570639.17505
deu,2005,884395154950.41797
deu,2006,983028054954.49597
deu,2007,1044029928005.97998
deu,2008,1068060967560.18994
deu,2009,964542638205.85474
deu,2010,1088659007803.87
deu,2011,1168410372767.1001
deu,2012,1169598727643.72998
deu,2013,1200891895206.33008
deu,2014,1248029705696.34009
deu,2015,1320386910617.18994
deu,2016,1379672278465.8501
deu,2017,1451765408223.6001
deu,2018,1507881851924.83008
deu,2019,1551454619975.18994
deu,2020,1418227585131.96997
dji,2013,4106697561.03351
dji,2014,3177652622.51349
dji,2015,2980598803.74295
dji,2016,3180634661.90035
dma,2015,326948148.14815
dnk,1966,17198902942.8496
dnk,1967,18403564571.3815
dnk,1968,19575308621.6006
dnk,1969,22082397352.6064
dnk,1970,24095516044.589
dnk,1971,24445959660.8758
dnk,1972,24727443047.5349
dnk,1973,29128457916.27
dnk,1974,28540594692.3618
dnk,1975,27123938778.5694
dnk,1976,31675643605.6263
dnk,1977,31947850555.8594
dnk,1978,32257633383.1579
dnk,1979,34407659440.6997
dnk,1980,32493038248.254
dnk,1981,32673464944.1698
dnk,1982,33698264955.9546
dnk,1983,34362368236.817
dnk,1984,36204812746.05689
dnk,1985,39799929266.91689
dnk,1986,43174553584.6002
dnk,1987,42665892705.9922
dnk,1988,44468220874.9249
dnk,1989,46868472306.0061
dnk,1990,47981896018.2897
dnk,1991,49916406160.353
dnk,1992,49851077818.1181
dnk,1993,49145620070.4094
dnk,1994,55676670529.6105
dnk,1995,59465837448.7202
dnk,1996,61327987343.79929
dnk,1997,66995869934.3572
dnk,1998,72074870707.8289
dnk,1999,73910946520.07678
dnk,2000,84044084613.32001
dnk,2001,86061311418.07718
dnk,2002,91545067647.9315
dnk,2003,90600036725.32359
dnk,2004,97080920318.5939
dnk,2005,108149454094.002
dnk,2006,123252694603.713
dnk,2007,130448144721.246
dnk,2008,136670819180.002
dnk,2009,120347431868.939
dnk,2010,120998107793.825
dnk,2011,130004740245.70799
dnk,2012,133526525786.759
dnk,2013,135490239513.968
dnk,2014,140769894819.95001
dnk,2015,147190077810.45599
dnk,2016,152580509174.82901
dnk,2017,158963183917.03101
dnk,2018,167058366767.45999
dnk,2019,171996795439.72501
dnk,2020,164979779124.875
dom,1960,1397726470.33647
dom,1961,1229325672.99513
dom,1962,2336560735.83528
dom,1963,2781770894.09004
dom,1964,3206981286.65192
dom,1965,1973446583.11984
dom,1966,2685256740.53895
dom,1967,2679530398.98575
dom,1968,2894745496.68677
dom,1969,3168377538.13943
dom,1970,3560329896.34589
dom,1971,3307208766.10446
dom,1972,3483724215.29987
dom,1973,3956867102.69168
dom,1974,4742526523.37358
dom,1975,4845292665.62753
dom,1976,4656127861.46277
dom,1977,4912492564.52535
dom,1978,4787782154.68379
dom,1979,5365740892.72102
dom,1980,6048371786.23559
dom,1981,5167940761.04891
dom,1982,4224201961.27096
dom,1983,4390193162.04977
dom,1984,4143358903.55744
dom,1985,4315487514.66963
dom,1986,5176465986.25375
dom,1987,6109295324.0566
dom,1988,6221330730.13605
dom,1989,7202422769.90241
dom,1990,6166625970.04588
dom,1991,6326958245.51478
dom,1992,7666008746.19215
dom,1993,8212027246.48907
dom,1994,8915202204.201
dom,1995,9367820579.3555
dom,1996,9684376528.23784
dom,1997,11350629744.4563
dom,1998,13271179518.6973
dom,1999,13404739768.5278
dom,2000,14414366116.8382
dom,2001,13565535954.6366
dom,2002,13595374636.4745
dom,2003,12225630523.7057
dom,2004,12945547206.1572
dom,2005,14074295571.8563
dom,2006,14924468085.9176
dom,2007,15604829195.7252
dom,2008,16460233678.9472
dom,2009,14727625158.7853
dom,2010,17482163549.3311
dom,2011,17501835639.3985
dom,2012,17768370730.1497
dom,2013,17379977166.446
dom,2014,18210090309.1698
dom,2015,20217567770.3655
dom,2016,21859830536.8661
dom,2017,21209362348.284
dom,2018,23017599276.988
dom,2019,24355584805.1096
dom,2020,20794184176.2049
dza,1960,16285345192.2091
dza,1961,14064615814.3601
dza,1962,3516153930.1655
dza,1963,8327732946.50838
dza,1964,7032307908.26956
dza,1965,6477125781.70971
dza,1966,6136224806.68029
dza,1967,5941423541.33773
dza,1968,7061528122.14917
dza,1969,8522534261.96849
dza,1970,9593938795.00899
dza,1971,8863435725.09935
dza,1972,10324440842.9563
dza,1973,12954251613.537
dza,1974,17483369110.7649
dza,1975,20356681246.7555
dza,1976,19431377931.2867
dza,1977,23522193771.7856
dza,1978,25372802446.6481
dza,1979,23229993380.5672
dza,1980,24009196500.4268
dza,1981,27922694151.8964
dza,1982,27448009113.8921
dza,1983,29149786731.0169
dza,1984,29878530408.8166
dza,1985,31581606615.4371
dza,1986,24633654117.6784
dza,1987,17563793829.5672
dza,1988,18160963168.9045
dza,1989,21212006373.2585
dza,1990,19133229104.5988
dza,1991,15708380832.4629
dza,1992,16430966664.819
dza,1993,15330091550.5358
dza,1994,16265227043.0198
dza,1995,16590532510.763
dza,1996,14383990816.0474
dza,1997,14729207018.1817
dza,1998,15804439484.6785
dza,1999,16072482792.3124
dza,2000,17289299343.8473
dza,2001,19167138542.875
dza,2002,23473027340.2402
dza,2003,24646211025.2949
dza,2004,27671753840.7852
dza,2005,29419021107.8656
dza,2006,28979467436.524
dza,2007,32434293241.482
dza,2008,37479515089.9033
dza,2009,42355895604.0184
dza,2010,44210310806.6881
dza,2011,41819144279.8177
dza,2012,47644761681.2875
dza,2013,52313948326.0537
dza,2014,56708319985.1289
dza,2015,60621194064.2398
dza,2016,58923800630.7174
dza,2017,54740210786.1003
dza,2018,52769563197.2482
dza,2019,49128463336.87209
dza,2020,41126038226.0617
ecu,1960,1628972878.55612
ecu,1961,1617619479.67741
ecu,1962,1797195070.39288
ecu,1963,1730673747.38519
ecu,1964,1900335102.4601
ecu,1965,1989723130.25168
ecu,1966,2054130300.41018
ecu,1967,2476158887.01249
ecu,1968,2785053225.04094
ecu,1969,2785696842.14308
ecu,1970,2875251735.54357
ecu,1971,3461450535.76545
ecu,1972,3263334903.42216
ecu,1973,3859446364.06853
ecu,1974,5670741606.67951
ecu,1975,5983205746.62766
ecu,1976,6102189972.208
ecu,1977,7158169441.2798
ecu,1978,7428434790.0364
ecu,1979,7602645669.71231
ecu,1980,8319871991.73627
ecu,1981,8060128227.39113
ecu,1982,8286156265.36127
ecu,1983,6436588535.14468
ecu,1984,6205197420.09477
ecu,1985,6733580742.04071
ecu,1986,6699619771.23089
ecu,1987,7903376358.84664
ecu,1988,6544527190.64304
ecu,1989,6843230127.01132
ecu,1990,6736798827.55144
ecu,1991,7530963712.19666
ecu,1992,7868792108.27804
ecu,1993,7825460407.42899
ecu,1994,9075693806.23123
ecu,1995,10094910536.3645
ecu,1996,8823257129.72977
ecu,1997,10633161058.7909
ecu,1998,11327694494.5499
ecu,1999,7748654635.69683
ecu,2000,8742166160.11678
ecu,2001,10990860235.6653
ecu,2002,13080771100.9603
ecu,2003,12549733157.5466
ecu,2004,13914755307.6221
ecu,2005,15917831698.2718
ecu,2006,17473563098.7586
ecu,2007,18706315952.7718
ecu,2008,21407360397.5824
ecu,2009,19283902486.2309
ecu,2010,22142567323.7796
ecu,2011,22949977800.5344
ecu,2012,23141578305.1114
ecu,2013,24753613042.5784
ecu,2014,25930549459.5381
ecu,2015,23815449000
ecu,2016,21524322851.9683
ecu,2017,24158127254.3195
ecu,2018,25222096906.7095
ecu,2019,25303680757.8208
ecu,2020,23309061113.0727
egy,1960,5722541355.80886
egy,1961,5616932991.7198
egy,1962,5661682298.5372
egy,1963,6778624996.69945
egy,1964,7473134238.50547
egy,1965,6809054525.33528
egy,1966,7226118064.87343
egy,1967,7059650643.51271
egy,1968,6596047824.88447
egy,1969,6843063998.51651
egy,1970,7824156448.03712
egy,1971,7922798288.87662
egy,1972,8011432986.44254
egy,1973,8726228934.55483
egy,1974,9285199365.97864
egy,1975,11209919321.5287
egy,1976,9697474605.7735
egy,1977,11451791619.8832
egy,1978,11452980181.5459
egy,1979,12912533903.3121
egy,1980,13961986405.3555
egy,1981,16973254823.8447
egy,1982,14737392022.7672
egy,1983,15685709353.238
egy,1984,18605875109.5309
egy,1985,18723721561.4169
egy,1986,17619777593.0142
egy,1987,16179624629.525
egy,1988,16675763033.8375
egy,1989,16951395480.6778
egy,1990,17571568486.0685
egy,1991,17778292821.9411
egy,1992,16951395482.1155
egy,1993,19081350240.1833
egy,1994,19315193011.9523
egy,1995,20148257919.0713
egy,1996,19786345252.3205
egy,1997,20835486240.7214
egy,1998,21196985211.6361
egy,1999,23901654793.0184
egy,2000,24854697539.2761
egy,2001,24575038515.9651
egy,2002,25232801515.1523
egy,2003,25555922369.5357
egy,2004,29962115884.0497
egy,2005,37100149375.8887
egy,2006,45178170819.1645
egy,2007,58191128997.0222
egy,2008,73490415799.6313
egy,2009,60344694285.0251
egy,2010,58437891684.8559
