geo,time,it_mlt_main
brn,1985,20808
brn,1986,22300
brn,1987,24612
brn,1988,27570
brn,1989,30217
brn,1990,35000
brn,1991,39092
brn,1992,48107
brn,1993,55228
brn,1994,61620
brn,1995,68127
brn,1996,78794
brn,1997,76789
brn,1998,77742
brn,1999,79086
brn,2000,80500
brn,2001,88440
brn,2002,81280
brn,2003,81925
brn,2004,83100
brn,2005,83890
brn,2006,80176
brn,2007,79554
brn,2008,80786
brn,2009,80549
brn,2010,79901
brn,2011,79839
brn,2012,70933
brn,2014,71644
brn,2015,76002
brn,2016,74213
brn,2017,83794
brn,2018,82588
brn,2019,86590
brn,2020,103885
btn,1960,0
btn,1961,0
btn,1962,0
btn,1963,0
btn,1964,0
btn,1965,250
btn,1966,250
btn,1967,250
btn,1968,250
btn,1969,250
btn,1970,385
btn,1971,385
btn,1972,385
btn,1973,385
btn,1974,385
btn,1975,570
btn,1976,670
btn,1977,670
btn,1978,670
btn,1979,1100
btn,1980,1190
btn,1981,1200
btn,1982,1300
btn,1983,1400
btn,1984,1450
btn,1985,1500
btn,1986,1600
btn,1987,1650
btn,1988,1700
btn,1989,1838
btn,1990,1871
btn,1991,2500
btn,1992,2959
btn,1993,3809
btn,1994,4572
btn,1995,5243
btn,1996,6074
btn,1997,6430
btn,1998,10437
btn,1999,11990
btn,2000,14145
btn,2001,17553
btn,2002,19615
btn,2003,23657
btn,2004,30285
btn,2005,33000
btn,2006,31526
btn,2007,29857
btn,2008,27475
btn,2009,26348
btn,2010,26292
btn,2011,27490
btn,2012,27005
btn,2013,26485
btn,2014,23823
btn,2015,21811
btn,2016,21081
btn,2017,21364
btn,2018,22015
btn,2019,21581
btn,2020,22987
bwa,1960,400
bwa,1961,400
bwa,1962,400
bwa,1963,400
bwa,1964,400
bwa,1965,1200
bwa,1966,1200
bwa,1967,1200
bwa,1968,1200
bwa,1969,1200
bwa,1970,2300
bwa,1971,2300
bwa,1972,2300
bwa,1973,2300
bwa,1974,2300
bwa,1975,4700
bwa,1976,5000
bwa,1977,5500
bwa,1978,5900
bwa,1979,6400
bwa,1980,7128
bwa,1981,7812
bwa,1982,8486
bwa,1983,9459
bwa,1984,10079
bwa,1985,10576
bwa,1986,11751
bwa,1987,14591
bwa,1988,18215
bwa,1989,22195
bwa,1990,26367
bwa,1991,32607
bwa,1992,36477
bwa,1993,43487
bwa,1994,50447
bwa,1995,59673
bwa,1996,72189
bwa,1997,85592
bwa,1998,102016
bwa,1999,123819
bwa,2000,135900
bwa,2001,148155
bwa,2002,148155
bwa,2003,131399
bwa,2004,131774
bwa,2005,136463
bwa,2006,132034
bwa,2007,136946
bwa,2008,142282
bwa,2009,137422
bwa,2010,137422
bwa,2011,149578
bwa,2012,160488
bwa,2013,174165
bwa,2014,169236
bwa,2015,160490
bwa,2016,142122
bwa,2017,141207
bwa,2018,142481
bwa,2019,142587
bwa,2020,140003
caf,1978,2557
caf,1979,2385
caf,1980,2617
caf,1981,2474
caf,1982,2860
caf,1983,2800
caf,1984,2767
caf,1985,2600
caf,1986,3902
caf,1987,4100
caf,1988,4340
caf,1989,4520
caf,1990,5008
caf,1991,5358
caf,1992,6092
caf,1993,6757
caf,1994,7373
caf,1995,8385
caf,1996,9704
caf,1997,9814
caf,1998,9563
caf,1999,9860
caf,2000,9468
caf,2001,8917
caf,2002,9000
caf,2003,9500
caf,2004,10000
caf,2005,10000
caf,2009,3561
caf,2010,929
caf,2011,815
caf,2012,823
caf,2013,800
caf,2014,800
caf,2015,1881
caf,2016,1964
caf,2017,2104
caf,2018,2193
caf,2019,2000
caf,2020,2000
can,1960,4987502
can,1961,4987500
can,1962,4987500
can,1963,4987500
can,1964,4987500
can,1965,5269000
can,1966,5269000
can,1967,5269000
can,1968,5269000
can,1969,5269000
can,1970,6514000
can,1971,6514000
can,1972,6514000
can,1973,6514000
can,1974,6514000
can,1975,8278000
can,1976,8614000
can,1977,8920000
can,1978,9271000
can,1979,9595000
can,1980,9979000
can,1981,10294500
can,1982,10335442
can,1983,10468344
can,1984,11827271
can,1985,12480666
can,1986,12948041
can,1987,13444317
can,1988,13975828
can,1989,14647789
can,1990,15295819
can,1991,15814928
can,1992,16246589
can,1993,16716802
can,1994,17250407
can,1995,17567000
can,1996,17974000
can,1997,18660000
can,1998,19294000
can,1999,20380000
can,2000,20840000
can,2001,21126000
can,2002,20622000
can,2003,20612000
can,2004,20563000
can,2005,18148000
can,2006,18236000
can,2007,18282026
can,2008,18250000
can,2009,18708000
can,2010,18394000
can,2011,18274000
can,2012,17726000
can,2013,16921000
can,2014,16403600
can,2015,15612271
can,2016,15155520
can,2017,14469000
can,2018,13842000
can,2019,13596000
can,2020,13340000
che,1960,1090975
che,1961,1090980
che,1962,1090980
che,1963,1090980
che,1964,1090980
che,1965,1466000
che,1966,1466000
che,1967,1466000
che,1968,1466000
che,1969,1466000
che,1970,1945000
che,1971,1945000
che,1972,1945000
che,1973,1945000
che,1974,1945000
che,1975,2470000
che,1976,2523000
che,1977,2599000
che,1978,2677000
che,1979,2755000
che,1980,2839000
che,1981,2925000
che,1982,3010000
che,1983,3095057
che,1984,3184401
che,1985,3277026
che,1986,3381492
che,1987,3499609
che,1988,3632765
che,1989,3784506
che,1990,3942701
che,1991,4080651
che,1992,4184841
che,1993,4265818
che,1994,4257596
che,1995,4480000
che,1996,4571000
che,1997,4688000
che,1998,4884000
che,1999,5066000
che,2000,5235733
che,2001,5383483
che,2002,5387568
che,2003,5323452
che,2004,5253450
che,2005,5149736
che,2006,5021743
che,2007,4927184
che,2008,4827882
che,2009,5131810
che,2010,4907773
che,2011,4898770
che,2012,4721981
che,2013,4593321
che,2014,4374700
che,2015,4140000
che,2016,3772545
che,2017,3559361
che,2018,3331277
che,2019,3171158
che,2020,3071296
chl,1960,131803
chl,1961,131803
chl,1962,131803
chl,1963,131803
chl,1964,131803
chl,1965,163000
chl,1966,163000
chl,1967,163000
chl,1968,163000
chl,1969,163000
chl,1970,237000
chl,1971,237000
chl,1972,237000
chl,1973,237000
chl,1974,237000
chl,1975,297000
chl,1976,308000
chl,1977,325000
chl,1978,345000
chl,1979,351000
chl,1980,363000
chl,1981,386706
chl,1982,404196
chl,1983,436860
chl,1984,481002
chl,1985,537089
chl,1986,557987
chl,1987,580795
chl,1988,625466
chl,1989,645863
chl,1990,864155
chl,1991,1056027
chl,1992,1283048
chl,1993,1520291
chl,1994,1587000
chl,1995,1818000
chl,1996,2151000
chl,1997,2693286
chl,1998,3046698
chl,1999,3108799
chl,2000,3302498
chl,2001,3478492
chl,2002,3467013
chl,2003,3252063
chl,2004,3345102
chl,2005,3460645
chl,2006,3383597
chl,2007,3459611
chl,2008,3524790
chl,2009,3555311
chl,2010,3459367
chl,2011,3370104
chl,2012,3292502
chl,2013,3347231
chl,2014,3427749
chl,2015,3445880
chl,2016,3375037
chl,2017,3200245
chl,2018,2997192
chl,2019,2750272
chl,2020,2567938
chn,1975,1692000
chn,1976,1761000
chn,1977,1833000
chn,1978,1925000
chn,1979,2033000
chn,1980,2140700
chn,1981,2220900
chn,1982,2342500
chn,1983,2508000
chn,1984,2774000
chn,1985,3120000
chn,1986,3504000
chn,1987,3907000
chn,1988,4727000
chn,1989,5680400
chn,1990,6850300
chn,1991,8450600
chn,1992,11469100
chn,1993,17332000
chn,1994,27295300
chn,1995,40705700
chn,1996,54947000
chn,1997,70310000
chn,1998,87420937
chn,1999,108715763
chn,2000,144829000
chn,2001,180368000
chn,2002,214222000
chn,2003,262747000
chn,2004,311756000
chn,2005,350445000
chn,2006,367786000
chn,2007,365637000
chn,2008,340359000
chn,2009,313732000
chn,2010,294383000
chn,2011,285115000
chn,2012,278153000
chn,2013,266985000
chn,2014,249430000
chn,2015,230996000
chn,2016,206624000
chn,2017,193757000
chn,2018,192085000
chn,2019,191033000
chn,2020,181908000
civ,1960,3690
civ,1961,3690
civ,1962,3690
civ,1963,3690
civ,1964,3690
civ,1965,8600
civ,1966,8600
civ,1967,8600
civ,1968,8600
civ,1969,8600
civ,1970,17000
civ,1971,17000
civ,1972,17000
civ,1973,17000
civ,1974,17000
civ,1975,24022
civ,1976,26206
civ,1977,27696
civ,1978,30521
civ,1979,32656
civ,1980,37465
civ,1981,42590
civ,1982,47025
civ,1983,50970
civ,1984,51739
civ,1985,57088
civ,1986,61111
civ,1987,63640
civ,1988,66663
civ,1989,68375
civ,1990,72753
civ,1991,81284
civ,1992,83869
civ,1993,90165
civ,1994,103268
civ,1995,115790
civ,1996,129808
civ,1997,142322
civ,1998,170001
civ,1999,219283
civ,2000,263667
civ,2001,293568
civ,2002,324839
civ,2003,238000
civ,2004,257932
civ,2005,258515
civ,2006,270573
civ,2007,247573
civ,2008,356502
civ,2009,282070
civ,2010,283343
civ,2011,276494
civ,2012,276135
civ,2013,272145
civ,2014,242684
civ,2015,277248
civ,2016,289108
civ,2017,305562
civ,2018,302398
civ,2019,271724
civ,2020,264073
cmr,1975,12989
cmr,1976,13529
cmr,1977,14112
cmr,1978,15152
cmr,1979,16576
cmr,1980,17204
cmr,1981,18304
cmr,1982,21316
cmr,1983,25086
cmr,1984,28115
cmr,1985,29861
cmr,1986,32400
cmr,1987,35000
cmr,1988,36000
cmr,1989,38468
cmr,1990,40218
cmr,1991,41933
cmr,1992,54672
cmr,1993,57168
cmr,1994,58200
cmr,1995,65597
cmr,1996,70558
cmr,1997,75200
cmr,1998,93920
cmr,1999,94599
cmr,2000,95000
cmr,2001,106287
cmr,2002,110881
cmr,2003,97393
cmr,2004,99439
cmr,2005,100331
cmr,2006,130694
cmr,2007,188874
cmr,2008,255306
cmr,2009,435413
cmr,2010,539504
cmr,2011,668965
cmr,2012,737445
cmr,2013,799016
cmr,2014,1156230
cmr,2015,1050281
cmr,2016,1051073
cmr,2017,885762
cmr,2018,902253
cmr,2019,856411
cmr,2020,964378
cod,1970,22300
cod,1971,22300
cod,1972,22300
cod,1973,22300
cod,1974,22300
cod,1975,26900
cod,1976,26900
cod,1977,25300
cod,1978,25300
cod,1979,25300
cod,1980,26600
cod,1981,24030
cod,1982,24971
cod,1983,25630
cod,1984,28670
cod,1985,29010
cod,1986,29000
cod,1987,29000
cod,1988,29186
cod,1989,32000
cod,1990,34000
cod,1991,35000
cod,1992,36000
cod,1993,36000
cod,1994,36000
cod,1995,36000
cod,1996,36000
cod,1997,9100
cod,1998,9350
cod,1999,9550
cod,2000,9810
cod,2001,9980
cod,2002,10000
cod,2003,9733
cod,2004,10524
cod,2005,10579
cod,2006,9700
cod,2007,3500
cod,2008,37320
cod,2009,42320
cod,2010,41990
cod,2011,56970
cod,2012,59534
cod,2013,0
cod,2014,0
cod,2015,0
cod,2016,0
cod,2017,0
cod,2018,0
cod,2019,0
cod,2020,0
cog,1965,3900
cog,1966,3900
cog,1967,3900
cog,1968,3900
cog,1969,3900
cog,1970,4900
cog,1971,4900
cog,1972,4900
cog,1973,4900
cog,1974,4900
cog,1975,5600
cog,1976,6299
cog,1977,6518
cog,1978,6936
cog,1979,7693
cog,1980,8492
cog,1981,8882
cog,1982,8963
cog,1983,9545
cog,1984,9751
cog,1985,10159
cog,1986,10303
cog,1987,10905
cog,1988,15010
cog,1989,15768
cog,1990,15852
cog,1991,16905
cog,1992,17915
cog,1993,19177
cog,1994,20553
cog,1995,21410
cog,1996,22000
cog,1997,22000
cog,1998,22000
cog,1999,22000
cog,2000,22000
cog,2001,22000
cog,2002,22000
cog,2003,7000
cog,2004,13820
cog,2005,15907
cog,2006,13754
cog,2007,13404
cog,2008,9050
cog,2009,11600
cog,2010,13400
cog,2011,14200
cog,2012,14932
cog,2013,15679
cog,2014,16300
cog,2015,17000
cog,2016,17000
cog,2017,17000
cog,2019,17000
cog,2020,17000
col,1960,274937
col,1961,274937
col,1962,274937
col,1963,274937
col,1964,274937
col,1965,393000
col,1966,393000
col,1967,393000
col,1968,393000
col,1969,393000
col,1970,596000
col,1971,596000
col,1972,596000
col,1973,596000
col,1974,596000
col,1975,837600
col,1976,861200
col,1977,936600
col,1978,1010800
col,1979,1022300
col,1980,1075700
col,1981,1134460
col,1982,1293030
col,1983,1298843
col,1984,1506427
col,1985,1702291
col,1986,1798793
col,1987,1918297
col,1988,2070360
col,1989,2176541
col,1990,2414726
col,1991,2633273
col,1992,2821700
col,1993,3139468
col,1994,3513000
col,1995,3872845
col,1996,4645453
col,1997,5394757
col,1998,6366944
col,1999,6665422
col,2000,7192778
col,2001,7371545
col,2002,7766000
col,2003,7848266
col,2004,7588676
col,2005,7678804
col,2006,7860205
col,2007,7924098
col,2008,7928944
col,2009,7470000
col,2010,7186165
col,2011,7126730
col,2012,7066130
col,2013,7141461
col,2014,7180937
col,2015,7109254
col,2016,7115984
col,2017,6987654
col,2018,6973573
col,2019,7012306
col,2020,7248026
com,1960,0
com,1961,0
com,1962,0
com,1963,0
com,1964,0
com,1965,100
com,1966,100
com,1967,100
com,1968,100
com,1969,100
com,1970,300
com,1971,300
com,1972,300
com,1973,300
com,1974,300
com,1975,450
com,1976,500
com,1977,600
com,1978,700
com,1979,800
com,1980,900
com,1981,1000
com,1982,1100
com,1983,1200
com,1984,1400
com,1985,1594
com,1986,1772
com,1987,2013
com,1988,2314
com,1989,2889
com,1990,3265
com,1991,3641
com,1992,3851
com,1993,4010
com,1994,4272
com,1995,4377
com,1996,4980
com,1997,5507
com,1998,6226
com,1999,6521
com,2000,6773
com,2001,8876
com,2002,10258
com,2003,13245
com,2004,15083
com,2005,16939
com,2006,19061
com,2007,26025
com,2008,28809
com,2009,30787
com,2010,21210
com,2011,23146
com,2012,24000
com,2013,23000
com,2014,23500
com,2015,14599
com,2016,13049
com,2017,17212
com,2018,10320
com,2019,10042
com,2020,7573
cpv,1960,188
cpv,1961,188
cpv,1962,188
cpv,1963,188
cpv,1964,188
cpv,1966,188
cpv,1967,188
cpv,1968,188
cpv,1969,188
cpv,1971,188
cpv,1972,188
cpv,1973,188
cpv,1974,188
cpv,1975,1490
cpv,1980,1439
cpv,1981,1565.1
cpv,1982,1700
cpv,1983,1890
cpv,1984,2190
cpv,1985,2282
cpv,1986,3722
cpv,1987,5614
cpv,1988,6406
cpv,1989,6800
cpv,1990,8246
cpv,1991,9095
cpv,1992,11629
cpv,1993,15252
cpv,1994,18450
cpv,1995,21513
cpv,1996,25232
cpv,1997,33241
cpv,1998,39985
cpv,1999,46865
cpv,2000,54644
cpv,2001,64132
cpv,2002,70187
cpv,2003,71716
cpv,2004,71700
cpv,2005,71600
cpv,2006,71578
cpv,2007,71764
cpv,2008,71860
cpv,2009,71874
cpv,2010,71971
cpv,2011,74503
cpv,2012,70220
cpv,2013,66177
cpv,2014,59621
cpv,2015,63584
cpv,2016,64724
cpv,2017,64970
cpv,2018,62680
cpv,2019,57511
cpv,2020,57668
cri,1960,10000
cri,1961,10000
cri,1962,10000
cri,1963,10000
cri,1964,10000
cri,1965,20000
cri,1966,20000
cri,1967,20000
cri,1968,20000
cri,1969,20000
cri,1970,40000
cri,1971,40000
cri,1972,40000
cri,1973,40000
cri,1974,40000
cri,1975,81000
cri,1976,90800
cri,1977,106200
cri,1978,123100
cri,1979,133600
cri,1980,157400
cri,1981,170600
cri,1982,188559
cri,1983,194855
cri,1984,202459
cri,1985,209930
cri,1986,214706
cri,1987,240444
cri,1988,256521
cri,1989,272000
cri,1990,281433
cri,1991,304863
cri,1992,326789
cri,1993,364119
cri,1994,430000
cri,1995,478939
cri,1996,525682
cri,1997,684636
cri,1998,742415
cri,1999,802597
cri,2000,898734
cri,2001,944950
cri,2002,1037986
cri,2003,1159223
cri,2004,1343193
cri,2005,1388503
cri,2006,1329505
cri,2007,1436695
cri,2008,1437733
cri,2009,1499601
cri,2010,1060384
cri,2011,1031719
cri,2012,995089
cri,2013,968459
cri,2014,881217
cri,2015,859514
cri,2016,838346
cri,2017,813641
cri,2018,767835
cri,2019,640302
cri,2020,559882
cub,1960,155402
cub,1961,155402
cub,1962,155402
cub,1963,155402
cub,1964,155402
cub,1966,155402
cub,1967,155402
cub,1968,155402
cub,1969,155402
cub,1971,155402
cub,1972,155402
cub,1973,155402
cub,1974,155402
cub,1976,197000
cub,1977,197000
cub,1978,196000
cub,1979,211000
cub,1981,232100
cub,1982,244000
cub,1983,255000
cub,1984,256500
cub,1985,268600
cub,1986,287800
cub,1987,370400
cub,1988,353300
cub,1989,304107
cub,1990,336648
cub,1991,339057
cub,1992,336945
cub,1993,349000
cub,1994,349471
cub,1995,353163
cub,1996,356158
cub,1997,370800
cub,1998,387642
cub,1999,433762
cub,2000,488606
cub,2001,574415
cub,2002,665639
cub,2003,724261
cub,2004,768196
cub,2005,855958
cub,2006,961573
cub,2007,1055118
cub,2008,1088089
cub,2009,1119786
cub,2010,1163625
cub,2011,1193415
cub,2012,1216522
cub,2013,1237276
cub,2014,1264817
cub,2015,1295857
cub,2016,1322002
cub,2017,1349188
cub,2018,1384173
cub,2019,1447134
cub,2020,1502230
cym,1970,1400
cym,1971,1400
cym,1972,1400
cym,1973,1400
cym,1974,1400
cym,1975,2450
cym,1976,2750
cym,1977,3100
cym,1978,3400
cym,1979,3800
cym,1980,4150
cym,1981,4150
cym,1982,4150
cym,1983,4150
cym,1984,6712
cym,1985,7343
cym,1986,7780
cym,1987,8810
cym,1988,9550
cym,1989,10760
cym,1990,12330
cym,1991,11795
cym,1992,12753
cym,1993,14011
cym,1994,17610
cym,1995,19410
cym,1997,19026
cym,1998,27673
cym,1999,31511
cym,2000,35000
cym,2001,38000
cym,2002,38000
cym,2003,38000
cym,2004,38000
cym,2005,38000
cym,2006,38000
cym,2007,35050
cym,2008,35766
cym,2009,36151
cym,2010,37351
cym,2011,37229
cym,2012,37392
cym,2013,36717
cym,2014,32903
cym,2015,33534
cym,2016,34116
cym,2017,34768
cym,2019,36000
cym,2020,36000
cyp,1960,10630
cyp,1961,10630
cyp,1962,10630
cyp,1963,10630
cyp,1964,10630
cyp,1965,20550
cyp,1966,20550
cyp,1967,20550
cyp,1968,20550
cyp,1969,20550
cyp,1970,33359
cyp,1971,33359
cyp,1972,33359
cyp,1973,33359
cyp,1974,33359
cyp,1975,42852
cyp,1976,47699
cyp,1977,43348
cyp,1978,53348
cyp,1979,60469
cyp,1980,66735
cyp,1981,77204
cyp,1982,85192
cyp,1983,99965
cyp,1984,119460
cyp,1985,136054
cyp,1986,155921
cyp,1987,180118
cyp,1988,202244
cyp,1989,223117
cyp,1990,245941
cyp,1991,268898
cyp,1992,290852
cyp,1993,310990
cyp,1994,330364
cyp,1995,347343
cyp,1996,366363
cyp,1997,386013
cyp,1998,404710
cyp,1999,424060
cyp,2000,440091
cyp,2001,434978
cyp,2002,427427
cyp,2003,424104
cyp,2004,418365
cyp,2005,420030
cyp,2006,408319
cyp,2007,409279
cyp,2008,413323
cyp,2009,414512
cyp,2010,413192
cyp,2011,405024
cyp,2012,373196
cyp,2013,349108
cyp,2014,327874
cyp,2015,323707
cyp,2016,320573
cyp,2017,317241
cyp,2018,311559
cyp,2019,323914
cyp,2020,311439
cze,1979,1153004
cze,1980,1178732
cze,1981,1204495
cze,1982,1230784
cze,1983,1269169
cze,1984,1301376
cze,1985,1332331
cze,1986,1380327
cze,1987,1437034
cze,1988,1495474
cze,1989,1557478
cze,1990,1623642
cze,1991,1707398
cze,1992,1818638
cze,1993,1972293
cze,1994,2177951
cze,1995,2444156
cze,1996,2817215
cze,1997,3279773
cze,1998,3741492
cze,1999,3806137
cze,2000,3871651
cze,2001,3860843
cze,2002,3675470
cze,2003,3626294
cze,2004,3427666
cze,2005,3217340
cze,2006,2887583
cze,2007,2402774
cze,2008,2477927
cze,2009,2526857
cze,2010,2367400
cze,2011,2203900
cze,2012,2117400
cze,2013,2001000
cze,2014,2001900
cze,2015,1906594
cze,2016,1758590
cze,2017,1640094
cze,2018,1511942
cze,2019,1494175
cze,2020,1335224
deu,1960,3220990
deu,1961,3220990
deu,1962,3220990
deu,1963,3220990
deu,1964,3220990
deu,1965,4845000
deu,1966,4845000
deu,1967,4845000
deu,1968,4845000
deu,1969,4845000
deu,1970,8587000
deu,1971,8587000
deu,1972,8587000
deu,1973,8587000
deu,1974,8587000
deu,1975,12834000
deu,1976,14212000
deu,1977,15748000
deu,1978,17305000
deu,1979,18917000
deu,1980,20431600
deu,1981,21645900
deu,1982,22571600
deu,1983,23385600
deu,1984,24420600
deu,1985,25391800
deu,1986,26189300
deu,1987,27007100
deu,1988,27823200
deu,1989,28847800
deu,1990,31887000
deu,1991,33559719
deu,1992,35420843
deu,1993,37000000
deu,1994,38800000
deu,1995,42000000
deu,1996,44100000
deu,1997,45200000
deu,1998,46530000
deu,1999,48210000
deu,2000,50220000
deu,2001,52330000
deu,2002,53670000
deu,2003,54233000
deu,2004,54526000
deu,2005,54791000
deu,2006,54400000
deu,2007,53100000
deu,2008,50300000
deu,2009,53700000
deu,2010,52900000
deu,2011,51400000
deu,2012,50100000
deu,2013,48700000
deu,2014,47021000
deu,2015,45350000
deu,2016,45300000
deu,2017,44400000
deu,2018,42500000
deu,2019,40400000
deu,2020,38300000
dji,1970,1167
dji,1971,1167
dji,1972,1167
dji,1973,1167
dji,1974,1167
dji,1975,1551
dji,1976,1635
dji,1977,1660
dji,1978,1920
dji,1979,2270
dji,1980,2624
dji,1981,2990
dji,1982,3420
dji,1983,3624
dji,1984,3670
dji,1985,4048
dji,1986,4299
dji,1987,4452
dji,1988,4801
dji,1989,4806
dji,1990,5710
dji,1991,6230
dji,1992,6789
dji,1993,7349
dji,1994,7516
dji,1995,7556
dji,1996,8151
dji,1997,8283
dji,1998,7932
dji,1999,8831
dji,2000,9704
dji,2001,9932
dji,2002,10125
dji,2003,10169
dji,2004,11103
dji,2005,10578
dji,2006,11301
dji,2007,14113
dji,2008,14910
dji,2009,16842
dji,2010,18474
dji,2011,18442
dji,2012,19955
dji,2013,20686
dji,2014,21912
dji,2015,22902
dji,2016,24925
dji,2017,36582
dji,2018,36855
dji,2019,37107
dji,2020,38866
dma,1970,1300
dma,1971,1300
dma,1972,1300
dma,1973,1300
dma,1974,1300
dma,1975,2180
dma,1976,2540
dma,1977,2930
dma,1978,3140
dma,1979,400
dma,1980,1210
dma,1982,3100
dma,1983,3110
dma,1984,3900
dma,1985,4812
dma,1986,6000
dma,1987,7000
dma,1988,8000
dma,1989,10000
dma,1990,11632
dma,1991,12404
dma,1992,13700
dma,1993,15900
dma,1994,16700
dma,1995,17800
dma,1996,18737
dma,1997,19200
dma,1998,20070
dma,1999,21332
dma,2000,22700
dma,2001,23250
dma,2002,23708
dma,2003,22468
dma,2004,20963
dma,2005,19000
dma,2006,17500
dma,2007,17450
dma,2008,17500
dma,2009,16500
dma,2010,15484
dma,2011,14992
dma,2012,16237
dma,2013,17144
dma,2014,16449
dma,2015,20585
dma,2016,13328
dma,2017,12961
dma,2018,2798
dma,2019,5568
dma,2020,1000
dnk,1960,833987
dnk,1961,833987
dnk,1962,833987
dnk,1963,833987
dnk,1964,833987
dnk,1965,1030865
dnk,1966,1030870
dnk,1967,1030870
dnk,1968,1030870
dnk,1969,1030870
dnk,1970,1249003
dnk,1971,1249000
dnk,1972,1249000
dnk,1973,1249000
dnk,1974,1249000
dnk,1975,1706661
dnk,1976,1835243
dnk,1977,1954316
dnk,1978,2055144
dnk,1979,2155253
dnk,1980,2225774
dnk,1981,2288634
dnk,1982,2351452
dnk,1983,2403245
dnk,1984,2465993
dnk,1985,2543291
dnk,1986,2628371
dnk,1987,2711691
dnk,1988,2791740
dnk,1989,2847873
dnk,1990,2911198
dnk,1991,2950756
dnk,1992,3004944
dnk,1993,3059806
dnk,1994,3123026
dnk,1995,3193412
dnk,1996,3251124
dnk,1997,3340501
dnk,1998,3495858
dnk,1999,3638119
dnk,2000,3835000
dnk,2001,3864839
dnk,2002,3700867
dnk,2003,3614249
dnk,2004,3491307
dnk,2005,3348177
dnk,2006,3098580
dnk,2007,2825095
dnk,2008,2975049
dnk,2009,2774313
dnk,2010,2613759
dnk,2011,2481469
dnk,2012,2299308
dnk,2013,2094553
dnk,2014,1872404
dnk,2015,1519712
dnk,2016,1395239
dnk,2017,1098998
dnk,2018,1121906
dnk,2019,1003524
dnk,2020,734436
dom,1980,108500
dom,1981,113900
dom,1982,118400
dom,1983,125300
dom,1984,134100
dom,1985,143700
dom,1986,148200
dom,1987,193400
dom,1988,227000
dom,1989,284000
dom,1990,341201
dom,1991,410542
dom,1992,479480
dom,1993,529981
dom,1994,555449
dom,1995,582611
dom,1996,618551
dom,1997,704389
dom,1998,772180
dom,1999,826746
dom,2000,894164
dom,2001,955145
dom,2002,908957
dom,2003,908809
dom,2004,902258
dom,2005,896252
dom,2006,897026
dom,2007,906485
dom,2008,985711
dom,2009,965423
dom,2010,1012912
dom,2011,1099790
dom,2012,1128947
dom,2013,1171049
dom,2014,1226109
dom,2015,1304968
dom,2016,1345091
dom,2017,1329851
dom,2018,1278188
dom,2019,1211081
dom,2020,1155493
dza,1965,72700
dza,1966,72700
dza,1967,72700
dza,1968,72700
dza,1969,72700
dza,1970,95800
dza,1971,95800
dza,1972,95800
dza,1973,95800
dza,1974,95800
dza,1975,128900
dza,1976,140723
dza,1977,172400
dza,1978,207000
dza,1979,260400
dza,1980,311400
dza,1981,362900
dza,1982,408211
dza,1983,445779
dza,1984,465309
dza,1985,537056
dza,1986,578571
dza,1987,634859
dza,1988,697209
dza,1989,749851
dza,1990,812000
dza,1991,883120
dza,1992,962247
dza,1993,1068094
dza,1994,1122409
dza,1995,1176316
dza,1996,1278142
dza,1997,1400343
dza,1998,1477000
dza,1999,1600000
dza,2000,1761327
dza,2001,1880000
dza,2002,1950000
dza,2003,2079464
dza,2004,2486720
dza,2005,2572000
dza,2006,2841297
dza,2007,3068409
dza,2008,3069140
dza,2009,2576165
dza,2010,2922731
dza,2011,3059336
dza,2012,3289363
dza,2013,3132829
dza,2014,3098787
dza,2015,3267592
dza,2016,3404709
dza,2017,4100982
dza,2018,4200919
dza,2019,4635217
dza,2020,4784306
ecu,1965,48000
ecu,1966,48000
ecu,1967,48000
ecu,1968,48000
ecu,1969,48000
ecu,1970,90000
ecu,1971,90000
ecu,1972,90000
ecu,1973,90000
ecu,1974,90000
ecu,1975,165000
ecu,1976,176000
ecu,1977,185000
ecu,1978,200000
ecu,1979,217000
ecu,1980,227000
ecu,1981,241700
ecu,1982,259710
ecu,1983,264898
ecu,1984,264086
ecu,1985,268538
ecu,1986,286413
ecu,1987,335444
ecu,1988,383589
ecu,1989,454158
ecu,1990,490508
ecu,1991,491394
ecu,1992,531349
ecu,1993,598287
ecu,1994,658115
ecu,1995,697929
ecu,1996,800763
ecu,1997,900384
ecu,1998,990842
ecu,1999,1129528
ecu,2000,1224431
ecu,2001,1335772
ecu,2002,1411055
ecu,2003,1530700
ecu,2004,1590755
ecu,2005,1679568
ecu,2006,1775232
ecu,2007,1823120
ecu,2008,1906478
ecu,2009,2013223
ecu,2010,2085659
ecu,2011,2210608
ecu,2012,2308672
ecu,2013,2394771
ecu,2014,2441690
ecu,2015,2512657
ecu,2016,2451623
ecu,2017,2415204
ecu,2018,2360581
ecu,2019,2195840
ecu,2020,2063044
egy,1960,220503
egy,1961,220503
egy,1962,220503
egy,1963,220503
egy,1964,220503
egy,1966,220503
egy,1967,220503
egy,1968,220503
egy,1969,220503
egy,1970,290500
egy,1971,290500
egy,1972,290500
egy,1973,290500
egy,1974,290500
egy,1975,345000
egy,1976,353000
egy,1977,362000
egy,1978,374000
egy,1979,392000
egy,1981,430000
egy,1982,477407
egy,1983,583377
egy,1984,640610
egy,1985,892512
egy,1986,1076450
egy,1987,1118000
egy,1988,1200623
egy,1989,1394276
egy,1990,1602067
egy,1991,1816530
egy,1992,2027680
egy,1993,2234715
egy,1994,2456161
egy,1995,2716213
