geo,time,sp_pop_5559_ma_5y
abw,1960,2.72833
abw,1961,2.93945
abw,1962,3.17691
abw,1963,3.4005
abw,1964,3.56874
abw,1965,3.65598
abw,1966,3.64235
abw,1967,3.56804
abw,1968,3.45021
abw,1969,3.34006
abw,1970,3.26779
abw,1971,3.20248
abw,1972,3.16672
abw,1973,3.14129
abw,1974,3.12595
abw,1975,3.10117
abw,1976,3.07379
abw,1977,3.03979
abw,1978,3.00318
abw,1979,2.98053
abw,1980,2.9702
abw,1981,2.99827
abw,1982,3.05829
abw,1983,3.14243
abw,1984,3.26428
abw,1985,3.421
abw,1986,3.57645
abw,1987,3.82963
abw,1988,4.1739
abw,1989,4.52745
abw,1990,4.81099
abw,1991,4.64155
abw,1992,4.43786
abw,1993,4.28528
abw,1994,4.23557
abw,1995,4.271
abw,1996,4.33624
abw,1997,4.38856
abw,1998,4.42605
abw,1999,4.47035
abw,2000,4.54079
abw,2001,4.65695
abw,2002,4.80368
abw,2003,4.96437
abw,2004,5.13949
abw,2005,5.30542
abw,2006,5.57004
abw,2007,5.8226
abw,2008,6.05973
abw,2009,6.28465
abw,2010,6.51192
abw,2011,6.68887
abw,2012,6.87538
abw,2013,7.08134
abw,2014,7.29217
abw,2015,7.51053
abw,2016,7.72566
abw,2017,7.94276
abw,2018,8.12833
abw,2019,8.23306
abw,2020,8.22637
afg,1960,2.63048
afg,1961,2.58198
afg,1962,2.5317
afg,1963,2.48427
afg,1964,2.44619
afg,1965,2.41999
afg,1966,2.39158
afg,1967,2.37424
afg,1968,2.36399
afg,1969,2.35627
afg,1970,2.34833
afg,1971,2.32944
afg,1972,2.3136
afg,1973,2.30077
afg,1974,2.29156
afg,1975,2.28642
afg,1976,2.26798
afg,1977,2.25148
afg,1978,2.23853
afg,1979,2.23077
afg,1980,2.22848
afg,1981,2.21306
afg,1982,2.18989
afg,1983,2.152
afg,1984,2.09045
afg,1985,1.99828
afg,1986,1.92832
afg,1987,1.85036
afg,1988,1.76873
afg,1989,1.68993
afg,1990,1.61663
afg,1991,1.65882
afg,1992,1.71191
afg,1993,1.76805
afg,1994,1.82496
afg,1995,1.88425
afg,1996,1.88705
afg,1997,1.893
afg,1998,1.90016
afg,1999,1.90378
afg,2000,1.90026
afg,2001,1.8847
afg,2002,1.87097
afg,2003,1.86105
afg,2004,1.85785
afg,2005,1.86277
afg,2006,1.86873
afg,2007,1.87695
afg,2008,1.88525
afg,2009,1.89187
afg,2010,1.89638
afg,2011,1.8888
afg,2012,1.88706
afg,2013,1.89239
afg,2014,1.90569
afg,2015,1.92677
afg,2016,1.94722
afg,2017,1.97209
afg,2018,1.99999
afg,2019,2.0293
afg,2020,2.05934
ago,1960,2.3459
ago,1961,2.3251
ago,1962,2.29285
ago,1963,2.27224
ago,1964,2.29211
ago,1965,2.36264
ago,1966,2.43875
ago,1967,2.49195
ago,1968,2.47441
ago,1969,2.3666
ago,1970,2.19481
ago,1971,2.196
ago,1972,2.20508
ago,1973,2.21672
ago,1974,2.22405
ago,1975,2.22307
ago,1976,2.18188
ago,1977,2.14359
ago,1978,2.11458
ago,1979,2.10292
ago,1980,2.11181
ago,1981,2.12796
ago,1982,2.15708
ago,1983,2.19073
ago,1984,2.22009
ago,1985,2.2403
ago,1986,2.23368
ago,1987,2.22395
ago,1988,2.21105
ago,1989,2.19412
ago,1990,2.17316
ago,1991,2.13215
ago,1992,2.09156
ago,1993,2.0532
ago,1994,2.01935
ago,1995,1.99115
ago,1996,1.95409
ago,1997,1.92215
ago,1998,1.89802
ago,1999,1.88526
ago,2000,1.8843
ago,2001,1.87981
ago,2002,1.88811
ago,2003,1.90016
ago,2004,1.90427
ago,2005,1.89548
ago,2006,1.86369
ago,2007,1.82518
ago,2008,1.7902
ago,2009,1.77156
ago,2010,1.77435
ago,2011,1.78059
ago,2012,1.80034
ago,2013,1.83065
ago,2014,1.8688
ago,2015,1.91227
ago,2016,1.94944
ago,2017,1.99652
ago,2018,2.039
ago,2019,2.05775
ago,2020,2.04533
alb,1960,2.68447
alb,1961,2.68691
alb,1962,2.72948
alb,1963,2.79335
alb,1964,2.85313
alb,1965,2.89614
alb,1966,2.91245
alb,1967,2.92226
alb,1968,2.92639
alb,1969,2.92739
alb,1970,2.92597
alb,1971,2.91356
alb,1972,2.9025
alb,1973,2.88878
alb,1974,2.86505
alb,1975,2.82957
alb,1976,2.76814
alb,1977,2.69549
alb,1978,2.63441
alb,1979,2.61828
alb,1980,2.66284
alb,1981,2.75035
alb,1982,2.89292
alb,1983,3.05891
alb,1984,3.20328
alb,1985,3.30201
alb,1986,3.34997
