geo,time,ic_elc_time
cmr,2012,64
cmr,2013,64
cmr,2014,64
cmr,2015,64
cmr,2016,64
cmr,2017,64
cmr,2018,64
cmr,2019,64
cod,2009,101
cod,2010,101
cod,2011,101
cod,2012,101
cod,2013,101
cod,2014,55
cod,2015,46
cod,2016,44
cod,2017,44
cod,2018,44
cod,2019,44
cog,2009,134
cog,2010,134
cog,2011,134
cog,2012,134
cog,2013,134
cog,2014,134
cog,2015,134
cog,2016,134
cog,2017,134
cog,2018,134
cog,2019,134
col,2009,165
col,2010,165
col,2011,165
col,2012,165
col,2013,105
col,2014,102
col,2015,109
col,2016,109
col,2017,106
col,2018,92
col,2019,88
com,2009,120
com,2010,120
com,2011,120
com,2012,120
com,2013,120
com,2014,120
com,2015,120
com,2016,120
com,2017,120
com,2018,120
com,2019,120
cpv,2009,81
cpv,2010,81
cpv,2011,81
cpv,2012,81
cpv,2013,81
cpv,2014,81
cpv,2015,81
cpv,2016,81
cpv,2017,81
cpv,2018,81
cpv,2019,81
cri,2009,62
cri,2010,62
cri,2011,62
cri,2012,62
cri,2013,62
cri,2014,55
cri,2015,45
cri,2016,45
cri,2017,45
cri,2018,45
cri,2019,39
cyp,2009,207
cyp,2010,207
cyp,2011,207
cyp,2012,207
cyp,2013,207
cyp,2014,207
cyp,2015,137
cyp,2016,137
cyp,2017,137
cyp,2018,137
cyp,2019,137
cze,2009,115
cze,2010,115
cze,2011,115
cze,2012,115
cze,2013,70
cze,2014,67
cze,2015,63
cze,2016,60
cze,2017,60
cze,2018,60
cze,2019,58
deu,2009,28
deu,2010,28
deu,2011,28
deu,2012,28
deu,2013,28
deu,2014,28
deu,2015,28
deu,2016,28
deu,2017,28
deu,2018,28
deu,2019,28
dji,2009,172
dji,2010,172
dji,2011,117
dji,2012,117
dji,2013,117
dji,2014,117
dji,2015,117
dji,2016,52
dji,2017,52
dji,2018,52
dji,2019,52
dma,2009,61
dma,2010,61
dma,2011,61
dma,2012,61
dma,2013,61
dma,2014,61
dma,2015,61
dma,2016,61
dma,2017,61
dma,2018,61
dma,2019,61
dnk,2009,38
dnk,2010,38
dnk,2011,38
dnk,2012,38
dnk,2013,38
dnk,2014,38
dnk,2015,38
dnk,2016,38
dnk,2017,38
dnk,2018,38
dnk,2019,38
dom,2009,82
dom,2010,82
dom,2011,82
dom,2012,82
dom,2013,82
dom,2014,82
dom,2015,82
dom,2016,67
dom,2017,67
dom,2018,67
dom,2019,67
dza,2009,158
dza,2010,158
dza,2011,158
dza,2012,158
dza,2013,180
dza,2014,180
dza,2015,180
dza,2016,180
dza,2017,180
dza,2018,84
dza,2019,84
ecu,2009,89
ecu,2010,89
ecu,2011,89
ecu,2012,89
ecu,2013,74
ecu,2014,74
ecu,2015,74
ecu,2016,74
ecu,2017,74
ecu,2018,74
ecu,2019,74
egy,2009,53
egy,2010,53
egy,2011,53
egy,2012,53
egy,2013,53
egy,2014,53
egy,2015,53
egy,2016,53
egy,2017,53
egy,2018,53
egy,2019,53
eri,2009,59
eri,2010,59
eri,2011,59
eri,2012,59
eri,2013,59
eri,2014,59
esp,2009,148
esp,2010,148
esp,2011,148
esp,2012,148
esp,2013,132
esp,2014,132
esp,2015,107
esp,2016,95
esp,2017,95
esp,2018,95
esp,2019,95
est,2009,111
est,2010,111
est,2011,111
est,2012,111
est,2013,99
est,2014,91
est,2015,91
est,2016,91
est,2017,91
est,2018,91
est,2019,91
eth,2009,75
eth,2010,75
eth,2011,95
eth,2012,95
eth,2013,95
eth,2014,95
eth,2015,95
eth,2016,95
eth,2017,95
eth,2018,95
eth,2019,95
fin,2009,42
fin,2010,42
fin,2011,42
fin,2012,42
fin,2013,42
fin,2014,42
fin,2015,42
fin,2016,42
fin,2017,42
fin,2018,42
fin,2019,42
fji,2009,81
fji,2010,81
fji,2011,81
fji,2012,81
fji,2013,81
fji,2014,81
fji,2015,81
fji,2016,81
fji,2017,81
fji,2018,81
fji,2019,81
fra,2009,71
fra,2010,71
fra,2011,71
fra,2012,71
fra,2013,71
fra,2014,71
fra,2015,71
fra,2016,71
fra,2017,71
fra,2018,53
fra,2019,53
fsm,2009,105
fsm,2010,105
fsm,2011,105
fsm,2012,105
fsm,2013,470
fsm,2014,105
fsm,2015,105
fsm,2016,105
fsm,2017,105
fsm,2018,105
fsm,2019,105
gab,2009,176
gab,2010,176
gab,2011,176
gab,2012,157
gab,2013,148
gab,2014,148
gab,2015,148
gab,2016,148
gab,2017,148
gab,2018,148
gab,2019,148
gbr,2009,108
gbr,2010,108
gbr,2011,108
gbr,2012,104
gbr,2013,79
gbr,2014,79
gbr,2015,79
gbr,2016,79
gbr,2017,79
gbr,2018,50
gbr,2019,46
geo,2009,96
geo,2010,96
geo,2011,96
geo,2012,71
geo,2013,71
geo,2014,71
geo,2015,71
geo,2016,71
geo,2017,71
geo,2018,71
geo,2019,71
gha,2009,79
gha,2010,79
gha,2011,79
gha,2012,79
gha,2013,79
gha,2014,79
gha,2015,79
gha,2016,79
gha,2017,78
gha,2018,78
gha,2019,55
gin,2009,69
gin,2010,69
gin,2011,69
gin,2012,69
gin,2013,69
gin,2014,69
gin,2015,69
gin,2016,69
gin,2017,69
gin,2018,69
gin,2019,69
gmb,2009,201
gmb,2010,201
gmb,2011,101
gmb,2012,101
gmb,2013,101
gmb,2014,101
gmb,2015,101
gmb,2016,101
gmb,2017,101
gmb,2018,101
gmb,2019,101
gnb,2009,458
gnb,2010,458
gnb,2011,458
gnb,2012,458
gnb,2013,257
gnb,2014,257
gnb,2015,257
gnb,2016,257
gnb,2017,257
gnb,2018,257
gnb,2019,257
gnq,2009,106
gnq,2010,106
gnq,2011,106
gnq,2012,106
gnq,2013,106
gnq,2014,106
gnq,2015,106
gnq,2016,106
gnq,2017,106
gnq,2018,106
gnq,2019,106
grc,2009,51
grc,2010,51
grc,2011,51
grc,2012,51
grc,2013,51
grc,2014,51
grc,2015,51
grc,2016,51
grc,2017,51
grc,2018,51
grc,2019,51
grd,2009,38
grd,2010,38
grd,2011,38
grd,2012,38
grd,2013,38
grd,2014,38
grd,2015,38
grd,2016,38
grd,2017,38
grd,2018,38
grd,2019,38
gtm,2009,44
gtm,2010,44
gtm,2011,44
gtm,2012,44
gtm,2013,44
gtm,2014,44
gtm,2015,44
gtm,2016,44
gtm,2017,44
gtm,2018,44
gtm,2019,44
guy,2009,112
guy,2010,112
guy,2011,112
guy,2012,112
guy,2013,112
guy,2014,112
guy,2015,82
guy,2016,82
guy,2017,82
guy,2018,82
guy,2019,82
hkg,2009,93
hkg,2010,93
hkg,2011,43
hkg,2012,41
hkg,2013,38
hkg,2014,38
hkg,2015,28
hkg,2016,27
hkg,2017,27
hkg,2018,24
hkg,2019,24
hnd,2009,39
hnd,2010,39
hnd,2011,39
hnd,2012,39
hnd,2013,39
hnd,2014,39
hnd,2015,39
hnd,2016,39
hnd,2017,39
hnd,2018,39
hnd,2019,39
hrv,2009,70
hrv,2010,70
hrv,2011,70
hrv,2012,70
hrv,2013,70
hrv,2014,70
hrv,2015,70
hrv,2016,65
hrv,2017,65
hrv,2018,65
hrv,2019,65
hti,2009,66
hti,2010,66
hti,2011,66
hti,2012,60
hti,2013,60
hti,2014,60
hti,2015,60
hti,2016,60
hti,2017,60
hti,2018,60
hti,2019,60
hun,2009,252
hun,2010,252
hun,2011,252
hun,2012,252
hun,2013,252
hun,2014,252
hun,2015,252
hun,2016,257
hun,2017,257
hun,2018,257
hun,2019,257
idn,2013,86.8
idn,2014,81.34
idn,2015,79
idn,2016,57.68
idn,2017,34
idn,2018,34
idn,2019,32.24
ind,2013,115.61
ind,2014,115.61
ind,2015,100.02
ind,2016,59.21
ind,2017,59.21
ind,2018,54.97
ind,2019,52.85
irl,2009,205
irl,2010,205
irl,2011,205
irl,2012,205
irl,2013,205
irl,2014,85
irl,2015,85
irl,2016,85
irl,2017,85
irl,2018,85
irl,2019,85
irn,2009,110
irn,2010,110
irn,2011,110
irn,2012,110
irn,2013,110
irn,2014,110
irn,2015,77
irn,2016,77
irn,2017,77
irn,2018,77
irn,2019,77
irq,2009,52
irq,2010,52
irq,2011,52
irq,2012,52
irq,2013,52
irq,2014,82
irq,2015,82
irq,2016,51
irq,2017,51
irq,2018,51
irq,2019,51
isl,2009,22
isl,2010,22
isl,2011,22
isl,2012,22
isl,2013,22
isl,2014,22
isl,2015,22
isl,2016,22
isl,2017,22
isl,2018,22
isl,2019,22
isr,2009,102
isr,2010,102
isr,2011,102
isr,2012,102
isr,2013,102
isr,2014,102
isr,2015,102
isr,2016,102
isr,2017,102
isr,2018,102
isr,2019,102
ita,2009,124
ita,2010,124
ita,2011,124
ita,2012,124
ita,2013,124
ita,2014,124
ita,2015,124
ita,2016,124
ita,2017,75
ita,2018,75
ita,2019,75
jam,2009,95
jam,2010,95
jam,2011,95
jam,2012,95
jam,2013,95
jam,2014,95
jam,2015,95
jam,2016,95
jam,2017,95
jam,2018,95
jam,2019,95
jor,2009,52
jor,2010,52
jor,2011,52
jor,2012,52
jor,2013,52
jor,2014,55
jor,2015,55
jor,2016,55
jor,2017,55
jor,2018,55
jor,2019,55
jpn,2013,81.9
jpn,2014,81.9
jpn,2015,81.9
jpn,2016,81.55
jpn,2017,80.9
jpn,2018,80.9
jpn,2019,80.9
kaz,2009,88
kaz,2010,88
kaz,2011,88
kaz,2012,88
kaz,2013,88
kaz,2014,88
kaz,2015,91
kaz,2016,77
kaz,2017,77
kaz,2018,71
kaz,2019,71
ken,2009,150
ken,2010,150
ken,2011,150
ken,2012,133
ken,2013,145
ken,2014,145
ken,2015,110
ken,2016,97
ken,2017,97
ken,2018,97
ken,2019,97
kgz,2009,258
kgz,2010,258
kgz,2011,258
kgz,2012,136
kgz,2013,136
kgz,2014,136
kgz,2015,111
kgz,2016,111
kgz,2017,111
kgz,2018,111
kgz,2019,111
khm,2009,194
khm,2010,194
khm,2011,194
khm,2012,194
khm,2013,179
khm,2014,179
khm,2015,179
khm,2016,179
khm,2017,179
khm,2018,179
khm,2019,179
kir,2009,97
kir,2010,97
kir,2011,97
kir,2012,97
kir,2013,97
kir,2014,97
kir,2015,97
kir,2016,97
kir,2017,97
kir,2018,97
kir,2019,97
kna,2009,18
kna,2010,18
kna,2011,18
kna,2012,18
kna,2013,18
kna,2014,18
kna,2015,18
kna,2016,18
kna,2017,18
kna,2018,18
kna,2019,18
kor,2009,18
kor,2010,18
kor,2011,18
kor,2012,18
kor,2013,18
kor,2014,18
kor,2015,18
kor,2016,13
kor,2017,13
kor,2018,13
kor,2019,13
kos,2009,58
kos,2010,58
kos,2011,58
kos,2012,46
kos,2013,46
kos,2014,46
kos,2015,36
kos,2016,36
kos,2017,36
kos,2018,36
kos,2019,36
kwt,2009,65
kwt,2010,65
kwt,2011,65
kwt,2012,65
kwt,2013,65
kwt,2014,65
kwt,2015,65
kwt,2016,65
kwt,2017,65
kwt,2018,65
kwt,2019,49
lao,2009,135
lao,2010,135
lao,2011,135
lao,2012,135
lao,2013,135
lao,2014,135
lao,2015,105
lao,2016,105
lao,2017,105
lao,2018,105
lao,2019,87
lbn,2009,68
lbn,2010,68
lbn,2011,68
lbn,2012,68
lbn,2013,68
lbn,2014,68
lbn,2015,89
lbn,2016,89
lbn,2017,89
lbn,2018,89
lbn,2019,89
lbr,2009,602
lbr,2010,602
lbr,2011,602
lbr,2012,482
lbr,2013,482
lbr,2014,482
lbr,2015,482
lbr,2016,482
lbr,2017,482
lbr,2018,482
lbr,2019,482
lby,2012,118
lby,2013,118
lby,2014,118
lby,2015,118
lby,2016,118
lby,2017,118
lby,2018,118
lby,2019,118
lca,2009,26
lca,2010,26
lca,2011,26
lca,2012,26
lca,2013,26
lca,2014,26
lca,2015,26
lca,2016,26
lca,2017,26
lca,2018,26
lca,2019,26
lie,2018,52
lie,2019,52
lka,2009,126
lka,2010,126
lka,2011,126
lka,2012,126
lka,2013,104
lka,2014,104
lka,2015,100
lka,2016,100
lka,2017,100
lka,2018,100
lka,2019,100
lso,2009,140
lso,2010,140
lso,2011,140
lso,2012,125
lso,2013,114
lso,2014,114
lso,2015,114
lso,2016,114
lso,2017,114
lso,2018,114
lso,2019,114
ltu,2009,148
ltu,2010,148
ltu,2011,146
ltu,2012,146
ltu,2013,146
ltu,2014,135
ltu,2015,95
ltu,2016,85
ltu,2017,85
ltu,2018,85
ltu,2019,82
lux,2009,120
lux,2010,120
lux,2011,120
lux,2012,120
lux,2013,120
lux,2014,56
lux,2015,56
lux,2016,56
lux,2017,56
lux,2018,56
lux,2019,56
lva,2009,159
lva,2010,159
lva,2011,108
lva,2012,107
lva,2013,107
lva,2014,107
lva,2015,107
lva,2016,107
lva,2017,107
lva,2018,107
lva,2019,107
mar,2009,62
mar,2010,62
mar,2011,62
mar,2012,62
mar,2013,62
mar,2014,62
mar,2015,49
mar,2016,49
mar,2017,49
mar,2018,44
mar,2019,31
mda,2009,120
mda,2010,113
mda,2011,113
mda,2012,113
mda,2013,113
mda,2014,113
mda,2015,113
mda,2016,87
mda,2017,87
mda,2018,87
mda,2019,87
mdg,2009,450
mdg,2010,450
mdg,2011,450
mdg,2012,450
mdg,2013,450
mdg,2014,450
mdg,2015,450
mdg,2016,450
mdg,2017,450
mdg,2018,450
mdg,2019,450
mdv,2009,101
mdv,2010,101
mdv,2011,101
mdv,2012,108
mdv,2013,108
mdv,2014,91
mdv,2015,91
mdv,2016,91
mdv,2017,75
mdv,2018,75
mdv,2019,75
mex,2013,107.93
mex,2014,107.93
mex,2015,107.93
mex,2016,100.44
mex,2017,100.44
mex,2018,100.44
mex,2019,100.44
mhl,2009,67
mhl,2010,67
mhl,2011,67
mhl,2012,67
mhl,2013,67
mhl,2014,67
mhl,2015,67
mhl,2016,67
mhl,2017,67
mhl,2018,67
mhl,2019,67
mkd,2009,141
mkd,2010,141
mkd,2011,141
mkd,2012,141
mkd,2013,101
mkd,2014,101
mkd,2015,97
mkd,2016,97
mkd,2017,97
mkd,2018,97
mkd,2019,97
mli,2009,120
mli,2010,120
mli,2011,120
mli,2012,120
mli,2013,120
mli,2014,120
mli,2015,120
mli,2016,120
mli,2017,120
mli,2018,120
mli,2019,120
mlt,2011,135
mlt,2012,135
mlt,2013,135
mlt,2014,105
mlt,2015,105
mlt,2016,105
mlt,2017,105
mlt,2018,105
mlt,2019,105
mmr,2012,98
mmr,2013,98
mmr,2014,98
mmr,2015,77
mmr,2016,77
mmr,2017,77
mmr,2018,77
mmr,2019,70
mne,2009,142
mne,2010,142
mne,2011,142
mne,2012,142
mne,2013,142
mne,2014,142
mne,2015,142
mne,2016,142
mne,2017,131
mne,2018,131
mne,2019,131
mng,2009,126
mng,2010,126
mng,2011,126
mng,2012,101
mng,2013,79
mng,2014,79
mng,2015,79
mng,2016,79
mng,2017,79
mng,2018,79
mng,2019,79
moz,2009,47
moz,2010,47
moz,2011,77
moz,2012,77
moz,2013,77
moz,2014,77
moz,2015,77
moz,2016,77
moz,2017,54
moz,2018,40
moz,2019,40
mrt,2009,75
mrt,2010,75
mrt,2011,75
mrt,2012,75
mrt,2013,75
mrt,2014,75
mrt,2015,70
mrt,2016,67
mrt,2017,67
mrt,2018,67
mrt,2019,67
mus,2009,99
mus,2010,99
mus,2011,99
mus,2012,96
mus,2013,96
mus,2014,96
mus,2015,96
mus,2016,96
mus,2017,67
mus,2018,67
mus,2019,67
mwi,2009,222
mwi,2010,222
mwi,2011,222
mwi,2012,222
mwi,2013,222
mwi,2014,172
mwi,2015,127
mwi,2016,127
mwi,2017,127
mwi,2018,127
mwi,2019,127
mys,2009,45
mys,2010,45
mys,2011,45
mys,2012,45
mys,2013,31
mys,2014,31
mys,2015,31
mys,2016,31
mys,2017,31
mys,2018,24
mys,2019,24
nam,2009,54
nam,2010,54
nam,2011,54
nam,2012,37
nam,2013,37
nam,2014,37
nam,2015,37
nam,2016,37
nam,2017,37
nam,2018,37
nam,2019,37
ner,2009,165
ner,2010,120
ner,2011,120
ner,2012,115
ner,2013,115
ner,2014,115
ner,2015,115
ner,2016,115
ner,2017,97
ner,2018,68
ner,2019,52
nga,2013,149.44
nga,2014,149.44
nga,2015,149.44
nga,2016,149.44
nga,2017,149.44
nga,2018,115.33
nga,2019,109.8
nic,2009,70
nic,2010,70
nic,2011,70
nic,2012,70
nic,2013,55
nic,2014,55
nic,2015,55
nic,2016,55
nic,2017,55
nic,2018,55
nic,2019,55
nld,2009,110
nld,2010,110
nld,2011,110
nld,2012,110
nld,2013,110
nld,2014,110
nld,2015,102
nld,2016,102
nld,2017,102
nld,2018,102
nld,2019,102
nor,2009,66
nor,2010,66
nor,2011,66
nor,2012,66
nor,2013,66
nor,2014,66
nor,2015,66
nor,2016,66
nor,2017,66
nor,2018,66
nor,2019,66
npl,2009,74
npl,2010,74
npl,2011,70
npl,2012,70
npl,2013,70
npl,2014,70
npl,2015,70
npl,2016,70
npl,2017,70
npl,2018,70
npl,2019,49
nzl,2009,69
nzl,2010,69
nzl,2011,69
nzl,2012,69
nzl,2013,64
nzl,2014,64
nzl,2015,58
nzl,2016,58
nzl,2017,58
nzl,2018,58
nzl,2019,58
omn,2009,62
omn,2010,62
omn,2011,62
omn,2012,62
omn,2013,62
omn,2014,62
omn,2015,62
omn,2016,62
omn,2017,62
omn,2018,35
omn,2019,30
pak,2013,180.7
pak,2014,180.7
pak,2015,161.2
pak,2016,161.85
pak,2017,161.85
pak,2018,161.85
pak,2019,112.65
pan,2009,35
pan,2010,35
pan,2011,35
pan,2012,35
pan,2013,35
pan,2014,35
pan,2015,35
pan,2016,35
pan,2017,35
pan,2018,35
pan,2019,35
per,2009,67
per,2010,67
per,2011,67
per,2012,67
per,2013,67
per,2014,67
per,2015,67
per,2016,67
per,2017,67
per,2018,67
per,2019,67
phl,2009,42
phl,2010,42
phl,2011,42
phl,2012,42
phl,2013,42
phl,2014,42
phl,2015,42
phl,2016,42
phl,2017,37
phl,2018,37
phl,2019,37
plw,2009,125
plw,2010,125
plw,2011,125
plw,2012,125
plw,2013,125
plw,2014,125
plw,2015,125
plw,2016,125
plw,2017,125
plw,2018,125
plw,2019,125
png,2009,66
png,2010,66
png,2011,66
png,2012,66
png,2013,66
png,2014,66
png,2015,66
png,2016,66
png,2017,66
png,2018,66
png,2019,66
pol,2009,163
pol,2010,163
pol,2011,163
pol,2012,163
pol,2013,154
pol,2014,154
pol,2015,133
pol,2016,122
pol,2017,122
pol,2018,122
pol,2019,113
pri,2009,32
pri,2010,32
pri,2011,32
pri,2012,32
pri,2013,32
pri,2014,32
pri,2015,32
pri,2016,32
pri,2017,32
pri,2018,32
pri,2019,32
prt,2009,83
prt,2010,83
prt,2011,83
prt,2012,83
prt,2013,83
prt,2014,71
prt,2015,71
prt,2016,65
prt,2017,65
prt,2018,65
prt,2019,65
pry,2009,67
pry,2010,67
pry,2011,67
pry,2012,67
pry,2013,67
pry,2014,67
pry,2015,67
pry,2016,67
pry,2017,67
pry,2018,67
pry,2019,67
pse,2009,64
pse,2010,64
pse,2011,64
pse,2012,64
pse,2013,64
pse,2014,64
pse,2015,64
pse,2016,47
pse,2017,47
pse,2018,47
pse,2019,47
qat,2009,90
qat,2010,90
qat,2011,90
qat,2012,90
qat,2013,90
qat,2014,90
qat,2015,67
qat,2016,67
qat,2017,67
qat,2018,67
qat,2019,44
rou,2009,209
rou,2010,209
rou,2011,204
rou,2012,213
rou,2013,213
rou,2014,174
rou,2015,174
rou,2016,174
rou,2017,174
rou,2018,174
rou,2019,174
rus,2013,175.2
rus,2014,175.2
rus,2015,160.5
rus,2016,83
rus,2017,83
rus,2018,73
rus,2019,40.7
rwa,2009,34
rwa,2010,34
rwa,2011,34
rwa,2012,34
rwa,2013,34
rwa,2014,34
rwa,2015,34
rwa,2016,34
rwa,2017,34
rwa,2018,30
rwa,2019,30
sau,2009,68
sau,2010,68
sau,2011,68
sau,2012,68
sau,2013,68
sau,2014,68
sau,2015,68
sau,2016,68
sau,2017,68
sau,2018,68
sau,2019,35
sdn,2009,70
sdn,2010,70
sdn,2011,70
sdn,2012,70
sdn,2013,70
sdn,2014,70
sdn,2015,70
sdn,2016,70
sdn,2017,70
sdn,2018,70
sdn,2019,70
sen,2009,125
sen,2010,125
sen,2011,125
sen,2012,125
sen,2013,114
sen,2014,114
sen,2015,81
sen,2016,75
sen,2017,75
sen,2018,75
sen,2019,68
sgp,2009,31
sgp,2010,31
sgp,2011,31
sgp,2012,31
sgp,2013,31
sgp,2014,31
sgp,2015,31
sgp,2016,30
sgp,2017,30
sgp,2018,30
sgp,2019,26
slb,2009,160
slb,2010,160
slb,2011,160
slb,2012,160
slb,2013,160
slb,2014,53
slb,2015,53
slb,2016,53
slb,2017,53
slb,2018,53
slb,2019,53
sle,2009,489
sle,2010,113
sle,2011,113
sle,2012,113
sle,2013,113
sle,2014,82
sle,2015,82
sle,2016,82
sle,2017,82
sle,2018,82
sle,2019,82
slv,2009,62
slv,2010,62
slv,2011,62
slv,2012,62
slv,2013,62
slv,2014,62
slv,2015,56
slv,2016,56
slv,2017,56
slv,2018,56
slv,2019,65
smr,2012,38
smr,2013,38
smr,2014,38
smr,2015,38
smr,2016,38
smr,2017,38
smr,2018,38
smr,2019,38
srb,2009,131
srb,2010,131
srb,2011,131
srb,2012,131
srb,2013,131
srb,2014,131
srb,2015,131
srb,2016,125
srb,2017,125
srb,2018,125
srb,2019,125
ssd,2012,468
ssd,2013,468
ssd,2014,468
stp,2009,89
stp,2010,89
stp,2011,89
stp,2012,89
stp,2013,89
stp,2014,89
stp,2015,89
stp,2016,89
stp,2017,89
stp,2018,89
stp,2019,89
sur,2009,128
sur,2010,113
sur,2011,113
sur,2012,113
sur,2013,113
sur,2014,113
sur,2015,113
sur,2016,113
sur,2017,113
sur,2018,113
sur,2019,113
svk,2009,89
svk,2010,89
svk,2011,89
svk,2012,89
svk,2013,89
svk,2014,89
svk,2015,89
svk,2016,89
svk,2017,89
svk,2018,89
svk,2019,89
svn,2009,38
svn,2010,38
svn,2011,38
