geo,time,gc_rev_xgrt_cn
lva,2009,7239349804.49741
lva,2010,6873347334.39195
lva,2011,7763676643.8438
lva,2012,8647149134.04022
lva,2013,9001540970.17092
lva,2014,9416209924.81545
lva,2015,9776592051.26892
lva,2016,10427119082.9876
lva,2017,10969176327.9663
lva,2018,12059362211.9396
lva,2019,12293545568.8926
mac,1996,9131160000
mac,1997,10662530000
mac,1998,9690590000
mac,1999,10655737101.57
mac,2000,9763718715.06
mac,2001,11110188367.31
mac,2002,11895153127.96
mac,2003,15289130360.02
mac,2004,20248589432.12
mac,2005,23817000000
mac,2006,29074000000
mac,2007,42929768455.19
mac,2008,55930871384.24
mac,2009,56673474527.21
mac,2010,82563955748.77
mac,2011,117741796217.88
mac,2012,134335316070.7
mac,2013,157531000000
mac,2014,163391912000.10001
mac,2015,114218158619.73
mac,2016,108947960186.39
mac,2017,129083140430.39
mac,2018,139815329474.98999
mac,2019,146226710617.04999
mar,1990,52385000000
mar,1991,57690000000
mar,1992,65652000000
mar,1993,70132000000
mar,1994,71992000000
mar,1995,71345000000
mar,1997,82347000000
mar,1998,87052000000
mar,1999,93474000000
mar,2002,106791969142.85699
mar,2003,109287283142.85699
mar,2004,119812049137.08501
mar,2005,136848882484.84801
mar,2006,155518579515.15201
mar,2007,181999992353.535
mar,2008,221687154075.061
mar,2009,211666047626.80801
mar,2010,208520679150.73495
mar,2011,221735442516.59601
mar,2012,237283114000
mar,2013,243911172000
mar,2014,245508125000
mar,2015,255418381000
mar,2016,255272476754
mar,2017,268469120972.01801
mar,2018,285401240000
mar,2019,293635921000
mda,1995,1838380000
mda,1996,1845900000
mda,1997,2621700000
mda,1998,2755600000
mda,1999,2952400000
mda,2000,3925200000
mda,2001,4047200000
mda,2002,5593500000
mda,2003,7376800000
mda,2004,9219600000
mda,2005,11931600000
mda,2006,14906900000
mda,2007,18298600000
mda,2008,21620600000
mda,2009,19709100000
mda,2010,22717700000
mda,2011,25291900000
mda,2012,27558900000
mda,2013,30000000000
mda,2014,34640600000
mda,2015,38436000000
mda,2016,40888600000
mda,2017,48483000000
mda,2018,53340800000
mda,2019,57017900000
mdg,1990,93120000000
mdg,1991,70760000000
mdg,1992,100720000000
mdg,1993,111200000000
mdg,1994,149700000000
mdg,1995,229740000000
mdg,2003,724908600000
mdg,2004,985670800000
mdg,2005,1105600000000
mdg,2006,1377100000000
mdg,2007,1636096000000
mdg,2008,2140200000000
mdg,2009,1649903000000
mdg,2010,2221843585000
mdg,2011,2267935400000
mdg,2012,2329681400000
mdg,2013,2614325600000
mdg,2014,2809864100000
mdg,2015,3251783241341.20947
mdg,2016,3782644448576.60938
mdg,2017,4465213079530.08008
mdg,2018,5249985529410.75
mdg,2019,5903819291557.36035
mdv,1979,16000000
mdv,1980,45500000
mdv,1981,71500000
mdv,1982,92000000
mdv,1983,108500000
mdv,1984,128300000
mdv,1985,149100000
mdv,1986,179100000
mdv,1987,266900000
mdv,1988,312600000
mdv,1989,404600000
mdv,1990,454800000
mdv,1991,567700000
mdv,1992,682900000
mdv,1993,764200000
mdv,1994,979700000
mdv,1995,1205800000
mdv,1996,1321600000
mdv,1997,1652000000
mdv,1998,1763600000
mdv,1999,2058600000
mdv,2000,2202600000
mdv,2001,2294300000
mdv,2002,2577900000
mdv,2003,2936800000
mdv,2004,3331100000
mdv,2005,3753300000
mdv,2006,5237300000
mdv,2007,6490700000
mdv,2008,6897200000
mdv,2009,5299400000
mex,1972,58000000
mex,1973,68000000
mex,1974,95000000
mex,1975,134000000
mex,1976,170000000
mex,1977,241000000
mex,1978,322000000
mex,1979,439000000
mex,1980,673000000
mex,1981,874000000
mex,1982,1506000000
mex,1983,2958000000
mex,1984,4646000000
mex,1985,7288000000
mex,1986,11668000000
mex,1987,31073000000
mex,1988,60795000000
mex,1989,86854000000
mex,1990,113275000000
mex,1991,141308000000
mex,1992,173513000000
mex,1993,187211000000
mex,1994,212305000000
mex,1995,281056000000
mex,1996,384368000000
mex,1997,467703000000
mex,1998,501019000000
mex,1999,634057000000
mex,2000,810620000000
mex,2008,2550614406808
mex,2009,2152455496055.86011
mex,2010,2411753572142.04004
mex,2011,2774130849761.74023
mex,2012,2965013538018.2002
mex,2013,3060849129607.14014
mex,2014,3208296304414.66943
mex,2015,3531949798975.66943
mex,2016,3983941730068.76953
mex,2017,4382595589797.52002
mex,2018,4432609432995.23047
mex,2019,4536988807155.12012
mhl,2008,31843547
mhl,2009,30745549
mhl,2010,32851434
mhl,2011,34549035
mhl,2012,35589411
mhl,2013,40781018
mhl,2014,43622895
mhl,2015,49810942
mhl,2016,63287917
mhl,2017,80223117
mhl,2018,71311000
mhl,2019,78424000
mkd,2005,99983641312.75
mkd,2006,103804775179
mkd,2007,118772100945
mkd,2008,133503000000
mkd,2009,126261000000
mkd,2010,126506000000
mkd,2011,131513000000
mkd,2012,130008000000
mkd,2013,132135545650.5
mkd,2014,137496491337
mkd,2015,150678208135
mkd,2016,157184441296
mkd,2017,163613105101
mkd,2018,177251122111
mkd,2019,196264273018
mli,2000,231868104350
mli,2001,280596109000
mli,2002,331435214431.91998
mli,2003,416330418783
mli,2004,453300152957
mli,2005,502951491998
mli,2006,512986300000
mli,2007,586900000000
mli,2008,607293000000
mli,2009,724983000000
mli,2010,806342000000
mli,2011,804552000000
mli,2012,876254512380
mli,2013,963261000000
mli,2014,936100000000
mli,2015,1151583090983
mli,2016,1333900000000
mli,2017,1552300000000
mli,2018,1178702000000
mli,2019,1562620460737
mlt,1972,87817377.12555
mlt,1973,133566270.67319
mlt,1974,161355695.31796
mlt,1975,211623573.25879
mlt,1976,238085255.06639
mlt,1977,243605870.02096
mlt,1978,291684136.96716
mlt,1980,323270440.25157
mlt,1981,380549732.12206
mlt,1982,432075471.69811
mlt,1983,444141625.90263
mlt,1984,435057069.64826
mlt,1985,458187747.49592
mlt,1986,441416259.02632
mlt,1987,439645935.24342
mlt,1988,511926391.80061
mlt,1989,537339855.57885
mlt,1990,1520196937.0449
mlt,1991,1635553280.98456
mlt,1992,1581673295.31566
mlt,1993,1769629257.40737
mlt,1994,1869250258.10032
mlt,1995,2493482413.23084
mlt,1996,2490871185.65106
mlt,1997,2699440950.38435
mlt,1998,2662191940.36804
mlt,1999,3065157232.7044
mlt,2000,3286943862.10109
mlt,2001,3475450733.75262
mlt,2002,3733386908.9215
mlt,2003,3960619613.32402
mlt,2004,4230295830.42162
mlt,2005,4694537619.38039
mlt,2006,4926650361.05288
mlt,2007,5172874446.77382
mlt,2008,2332345000
mlt,2009,2349507000
mlt,2010,2520412000
mlt,2011,2621166000
mlt,2012,2767744000
mlt,2013,2979313000
mlt,2014,3304928000
mlt,2015,3675483000
mlt,2016,3851703000
mlt,2017,4388332000
mlt,2018,4749783000
mlt,2019,4974991000
mmr,1973,1451000000
mmr,1974,1911000000
mmr,1975,2168000000
mmr,1976,3274000000
mmr,1977,4264000000
mmr,1978,4753000000
mmr,1979,5687000000
mmr,1980,6171000000
mmr,1981,7300000000
mmr,1982,7443000000
mmr,1983,7638000000
mmr,1984,7739000000
mmr,1985,7617000000
mmr,1986,7314000000
mmr,1987,7196000000
mmr,1988,6444000000
mmr,1989,9744000000
mmr,1990,15898000000
mmr,1991,17343000000
mmr,1992,19421000000
mmr,1993,26131000000
mmr,1994,31430000000
mmr,1995,38578000000
mmr,1996,54235000000
mmr,1997,85887000000
mmr,1998,115987000000
mmr,1999,122684000000
mmr,2000,134051000000
mmr,2001,162246000000
mmr,2002,279019000000
mmr,2003,384111000000
mmr,2004,587294000000
mmr,2005,819218000000
mmr,2012,10098458733000
mmr,2013,11610269818000
mmr,2014,14363034115000
mmr,2015,13444980640000
mmr,2016,13379881050000
mmr,2017,14314473276000
mmr,2018,7030142282000
mmr,2019,16207030009000
mng,1992,8672000000
mng,1993,45397000000
mng,1994,61329000000
mng,1995,104747000000
mng,1996,119830000000
mng,1997,161357000000
mng,1998,170986000000
mng,1999,196561000000
mng,2000,298144000000
mng,2001,353841000000
mng,2002,383916163961.08197
mng,2003,553112267074
mng,2006,1517844763894.78003
mng,2007,1862871216347.64966
mng,2008,2020162523603.19995
mng,2009,1768345591070.45996
mng,2010,2832144000000
mng,2011,3766777336008.44971
mng,2012,4275141882297.72949
mng,2013,5308797000000
mng,2014,5591257971399.56934
mng,2015,5223447914431.96973
mng,2016,5060448036159.46973
mng,2017,6952657431700
mng,2018,9288318043688.86719
moz,2010,61697211711.22
moz,2011,79440700713.76701
moz,2012,97122077104.252
moz,2013,123985615000
moz,2014,153449063000
moz,2015,155893019000
moz,2016,162812681000
moz,2017,201770661530.96201
moz,2018,208454669000
moz,2019,276690559000
mus,1973,341100000
mus,1974,455800000
mus,1975,714700000
mus,1976,1055300000
mus,1977,1168200000
mus,1978,1232200000
mus,1979,1417000000
mus,1980,1810700000
mus,1981,2059100000
mus,1982,2220900000
mus,1983,2962300000
mus,1984,3241900000
mus,1985,3592500000
mus,1986,4128300000
mus,1987,5202600000
mus,1988,6466800000
mus,1989,7630500000
mus,1990,8884800000
mus,1991,10114900000
mus,1992,11378000000
mus,1993,12363200000
mus,1994,14076000000
mus,1995,14396400000
mus,1996,14468600000
mus,1997,18276400000
mus,1998,20327000000
mus,1999,22582000000
mus,2000,25087000000
mus,2001,25371700000
mus,2002,27852800000
mus,2003,32991000000
mus,2004,36476400000
mus,2005,39005700000
mus,2006,42257000000
mus,2007,45899800000
mus,2008,57670700000
mus,2009,66241300000
mus,2010,68096140000
mus,2011,72462800000
mus,2012,79140900000
mus,2013,83387100000
mus,2014,89911900000
mus,2015,46980570000
mus,2016,99339717000
mus,2017,101904882257
mus,2018,109450483234
mus,2019,114404908000
mwi,2009,131894254891
mwi,2010,177923522251
mwi,2011,207846925429
mwi,2012,214665456858
mwi,2013,295625063870.71399
mwi,2014,441145692522.46893
mwi,2015,530188800155.67999
mwi,2016,634311007059.84094
mwi,2017,852751698808.29712
mwi,2018,937101772843.57471
mwi,2019,1023395883355.41003
mwi,2020,1138614357003.71997
mys,1996,59058000000
mys,1997,66060000000
mys,1998,56823000000
mys,1999,59088100000
mys,2000,62291000000
mys,2001,79914603000
mys,2002,83514000000
mys,2003,92608000000
mys,2004,99398000000
mys,2005,106303000000
mys,2006,123546061000
mys,2007,139885335600.42001
mys,2008,159793382941.19
mys,2009,158639304227.70001
mys,2010,159652859197.54001
mys,2011,185419000000
mys,2012,207912000000
mys,2013,213370200000
mys,2014,220625450000
mys,2015,219089000000
mys,2016,212421000000
mys,2017,220406243630.14999
mys,2018,232881549965.14001
mys,2019,264414755672.14999
nam,1990,1906000000
nam,1991,2569800000
nam,1992,2855400000
nam,1993,3039800000
nam,1994,3610800000
nam,1995,4028700000
nam,1996,4611500000
nam,1997,5591700000
nam,1998,6094700000
nam,1999,7184900000
nam,2000,8167401771.16
nam,2001,8831420450.16
nam,2002,10433708450.16
nam,2003,9706423050.16
nam,2004,11260746450.16
nam,2005,13036267604.66
nam,2006,17526432152.16
nam,2007,20591517087.62
nam,2008,23343940431.28
nam,2009,23808545980.62
nam,2010,23346865025.08
nam,2011,29738567120.69
nam,2012,37824663560.39
nam,2013,42077205290.27
nam,2014,49843300841.26
nam,2015,52063243384.26
nam,2016,50848554046.94
nam,2017,60274415796.59
nam,2018,60025928961.24
nam,2019,62919118332.09
ner,1976,29272000000
ner,1977,36946000000
ner,1978,48787000000
ner,1979,62184000000
ner,1980,77430000000
nic,1990,46910000
nic,1991,1431970000
nic,1992,1884830000
nic,1993,2149130000
nic,1994,2458100000
nic,1995,3068250000
nic,1996,3612110000
nic,1997,4635030000
nic,1998,5886190000
nic,1999,6730260000
nic,2000,7537420000
nic,2001,7645000000
nic,2002,8563302200
nic,2003,10151047000
nic,2004,12230807600
nic,2005,14708000000
nic,2006,17513000000
nic,2007,20578799300
nic,2008,23468023100
nic,2009,23859280000
nic,2010,27575039000
nic,2011,34544596600
nic,2012,40722198262
nic,2013,44033604000
nic,2014,50684795000
nic,2015,58164650000
nic,2016,66099700000
nic,2017,73848620188.5
nic,2018,69711735111.45009
nic,2019,79271600000
nld,1973,34900236419.4926
nld,1974,40531648901.1712
nld,1975,46907260937.23769
nld,1976,54067912747.1401
nld,1977,60130416434.1043
nld,1978,64976789141.947
nld,1979,69868539871.3987
nld,1980,76557260256.56729
nld,1981,81172205054.20398
nld,1982,85823452269.12801
nld,1983,90760581020.18871
nld,1984,93483262316.72951
nld,1985,98406777661.3075
nld,1986,101129458957.849
nld,1987,101633154997.709
nld,1988,104314996074.80099
nld,1989,104106257175.399
nld,1990,110164223060.203
nld,1991,122792926473.991
nld,1992,126541151058.896
nld,1993,132000127058.461
nld,1994,132662646173.952
nld,1995,128803000000
nld,1996,135309000000
nld,1997,140771000000
nld,1998,147583000000
nld,1999,159846000000
nld,2000,171305000000
nld,2001,178765000000
nld,2002,181729000000
nld,2003,184855000000
nld,2004,191401000000
nld,2005,201085000000
nld,2006,221940000000
nld,2007,231195000000
nld,2008,249157000000
nld,2009,234212000000
nld,2010,240988000000
nld,2011,244034000000
nld,2012,248017000000
nld,2013,256232000000
nld,2014,260749000000
nld,2015,260855000000
nld,2016,275457000000
nld,2017,288656000000
nld,2018,303301000000
nld,2019,319337000000
nor,1972,35989000000
nor,1973,41302000000
nor,1974,47162000000
nor,1975,53647000000
nor,1976,63842000000
nor,1977,73155000000
nor,1978,81596000000
nor,1979,91919000000
nor,1980,116575000000
nor,1981,139877000000
nor,1982,153089000000
nor,1983,175489000000
nor,1984,193162000000
nor,1985,222641000000
nor,1986,244556000000
nor,1987,255282000000
nor,1988,266805000000
nor,1989,277700000000
nor,1990,306775000000
nor,1991,319672000000
nor,1992,317892000000
nor,1993,326295000000
nor,1994,348730000000
nor,1995,399699000000
nor,1996,449768000000
nor,1997,483109000000
nor,1998,477247000000
nor,1999,531899000000
nor,2000,715017000000
nor,2001,727416000000
nor,2002,732165000000
nor,2003,744438000000
nor,2004,841874000000
nor,2005,964404000000
nor,2006,1124451000000
nor,2007,1181946000000
nor,2008,1334635000000
nor,2009,1154622000000
nor,2010,1221405000000
nor,2011,1365605000000
nor,2012,1437269000000
nor,2013,1422930000000
nor,2014,1441543000000
nor,2015,1417438000000
nor,2016,1405517000000
nor,2017,1498433000000
nor,2018,1663429000000
nor,2019,1695593000000
npl,1990,8733800000
npl,1991,10410000000
npl,1992,12997000000
npl,1993,14303000000
npl,1994,18829000000
npl,1995,23106000000
npl,1996,26601000000
npl,1997,29293000000
npl,1998,31371000000
npl,1999,34713000000
npl,2000,40303000000
npl,2001,46146000000
npl,2002,48255000000
npl,2003,53678800000
npl,2004,59780600000
npl,2005,68065000000
npl,2006,70272652000
npl,2007,86387100000
npl,2008,100329100000
npl,2009,139641400000
npl,2010,177703714000
npl,2011,203582874000
npl,2012,244254719000
npl,2013,295686195000
npl,2014,362425602000
npl,2015,411839346459.70001
npl,2016,484494610800.65997
npl,2017,594533689769.35999
npl,2018,760892781638.81982
npl,2019,864452425000
nru,2014,92112500.46
nru,2015,87831832.02
nru,2016,125746153.31
nru,2017,133975131.04
nru,2018,173558069.38
nzl,1972,2141000000
nzl,1973,2626000000
nzl,1974,3121000000
nzl,1975,3496000000
nzl,1976,4277000000
nzl,1977,5150000000
nzl,1978,5648000000
nzl,1979,6823000000
nzl,1980,7871000000
nzl,1981,9747000000
nzl,1982,11204000000
nzl,1983,11711000000
nzl,1984,13687000000
nzl,1985,16891000000
nzl,1986,20682000000
nzl,1987,26582000000
nzl,1988,26983000000
nzl,2001,42579800000
nzl,2002,45181618000
nzl,2003,49786292000
nzl,2004,53420651000
nzl,2005,58945211000
nzl,2006,63769000000
nzl,2007,65859000000
nzl,2008,68770000000
nzl,2009,69057090000
nzl,2010,65881510000
nzl,2011,72129060000
nzl,2012,72100600000
nzl,2013,75660020000
nzl,2014,79301080000
nzl,2015,83603130000
nzl,2016,87853150000
nzl,2017,93477690000
nzl,2018,98075620000
nzl,2019,105944900000
pan,2014,6804231980.782
pan,2015,7146211981.88223
pan,2016,7580752428.68
pan,2017,8647963221.18
pan,2018,8876886814.45
per,1972,52
per,1973,52
per,1974,67
per,1975,89
per,1976,114
per,1977,159
per,1978,263
per,1979,551
per,1980,1019
per,1981,1523
per,1982,2485
per,1983,3738
per,1984,9554
per,1985,27963
per,1986,45191
per,1987,66424
per,1988,403000
per,1989,7499000
per,1990,681640000
per,1991,3654020000
per,1992,6781540000
per,1993,10476230000
per,1994,16186390000
per,1995,20996300000
per,1996,24928600000
per,1997,28874400000
per,1998,30503700000
per,1999,30063100000
per,2000,32409400000
per,2001,31451000000
per,2002,32296800000
per,2003,35310000000
per,2004,39213900000
per,2005,46122400000
per,2006,57891047969.9528
per,2007,67041890028.9406
per,2008,74605099958.74989
per,2009,69009654360.13989
per,2010,84548963790.52969
per,2011,98406310416.30421
per,2012,109315729068.15199
per,2013,117131991778.685
per,2014,124438187327.657
per,2015,118946444473.25301
per,2016,118371464433.431
per,2017,122654779072.239
per,2018,139174818383.66101
per,2019,148729457681.48199
phl,1990,174164000000
phl,1991,213423000000
phl,1992,238692000000
phl,1993,257177000000
phl,1994,305512000000
phl,1995,337403000000
phl,1996,404220000000
phl,1997,460677000000
phl,1998,460402000000
phl,1999,474027000000
phl,2000,517047000000
phl,2001,570810000000
phl,2002,579236000000
phl,2003,640550000000
phl,2004,708900000000
phl,2005,815510000000
phl,2006,975255000000
phl,2007,1047337000000
phl,2008,1172668000000
phl,2009,1122900000000
phl,2010,1207553000000
phl,2011,1359210000000
phl,2012,1526719000000
phl,2013,1713058000000
phl,2014,1906466000000
phl,2015,2046591000000
phl,2016,2195668000000
phl,2017,2472262000000
phl,2018,2834474680000
phl,2019,3136356340000
plw,2008,38584329.06527
plw,2009,36824876.44881
plw,2010,36077147.77048
plw,2011,41285028.16843
plw,2012,46863471.43795
plw,2013,50090469.02878
plw,2014,59488120
plw,2015,71172673.03446
plw,2016,75449807.0554
plw,2017,77185436
plw,2018,77344478.03224
plw,2019,76188000
png,1990,776460000
png,1991,900790000
png,1992,920420000
png,1993,1128450000
png,1994,1247454000
png,1995,1405365000
png,1996,1667836000
png,1997,1782770000
png,1998,1703790000
png,1999,2019075000
png,2000,2358553000
png,2001,2724209000
png,2002,2618695000
png,2014,11007500000
png,2015,10183553365.94
png,2016,9055450229
png,2017,10085180527.991
png,2018,12250138131.06
png,2019,11904882618.22
pol,1984,374630000
pol,1985,453800000
pol,1986,531330000
pol,1987,657040000
pol,1988,1096300000
pol,1994,88070000000
pol,1995,134711000000
pol,1996,190781000000
pol,1997,194004000000
pol,1998,218679000000
pol,1999,240814000000
pol,2000,255443000000
pol,2001,270256000000
pol,2002,281712000000
pol,2003,292739000000
pol,2004,304414000000
pol,2005,330063200000
pol,2006,360977000000
pol,2007,405703000000
pol,2008,431788000000
pol,2009,432467000000
pol,2010,460867000000
pol,2011,508820000000
pol,2012,531300000000
pol,2013,531187000000
pol,2014,552009400000
pol,2015,587571800000
pol,2016,612070000000
pol,2017,669439000000
pol,2018,732048000000
pol,2019,789505000000
prt,1975,477349587.49414
prt,1976,634969722.96765
prt,1977,881375884.11927
prt,1978,1081393840.84357
prt,1979,1369200227.45184
prt,1980,1864007741.34337
prt,1981,2351333286.77886
prt,1982,2937919613.73091
prt,1983,3996867549.20642
prt,1984,4709649744.11668
prt,1985,5735178220.48862
prt,1986,7702437126.52507
prt,1987,8247308985.34532
prt,1988,10236375335.4416
prt,1989,13532885745.3537
prt,1990,16013407687.4732
prt,1995,29430699000
prt,1996,32215524000
prt,1997,35420187000
prt,1998,38236950000
prt,1999,42344925000
prt,2000,45363339000
prt,2001,47500171000
prt,2002,51542894000
prt,2003,51947420000
prt,2004,54526822000
prt,2005,57565648000
prt,2006,60723758000
prt,2007,64544619000
prt,2008,65666477000
prt,2009,62263122000
prt,2010,61793642000
prt,2011,63958864000
prt,2012,61012526000
prt,2013,65740792000
prt,2014,66234298000
prt,2015,67841281000
prt,2016,68701325000
prt,2017,72722352000
prt,2018,76952347000
prt,2019,79832055000
pry,2005,9620900000000
pry,2006,11147800000000
pry,2007,12514554728327.40039
pry,2008,14873005747494
pry,2009,16202838622065
pry,2010,18929476123892
pry,2011,22017482280428
pry,2012,24574888339568
pry,2013,25647745000000
pry,2014,30121862957781
pry,2015,33278374409266
pry,2016,34513516337435
pry,2017,38221791059508
pry,2018,39963007323179
pry,2019,41528422207626
rou,1972,13027000
rou,1973,15202000
rou,1974,18621000
rou,1975,21687000
rou,1976,23029000
rou,1977,26024000
rou,1978,27782000
rou,1979,31752000
rou,1980,27934000
rou,1981,26040000
rou,1982,25545000
rou,1983,23676000
rou,1984,28878000
rou,1985,36088000
rou,1986,39229000
rou,1987,40385000
rou,1988,36408000
rou,1989,38633000
rou,1990,29536000
rou,1991,78794000
rou,1992,217514000
rou,1993,638414000
rou,1994,1487509000
rou,1995,2074200000
rou,1996,2884300000
rou,1997,6598100000
rou,1998,10556500000
rou,1999,16634600000
rou,2000,25168900000
rou,2001,35225000000
rou,2002,46584400000
rou,2003,58836500000
rou,2004,75079500000
rou,2005,88514700000
rou,2006,107794600000
rou,2007,139139300000
rou,2008,165659100000
rou,2009,151743300000
rou,2010,162210800000
rou,2011,175184300000
rou,2012,185439000000
rou,2013,194354400000
rou,2014,211330400000
rou,2015,234055800000
rou,2016,226711300000
rou,2017,247216400000
rou,2018,285706800000
rou,2019,314834400000
rus,1994,127725000000
rus,1995,303591000000
rus,1998,501433000000
rus,1999,1001498000000
rus,2000,1795499000000
rus,2001,2426977000000
rus,2002,3435776000000
rus,2003,3643418202800
rus,2004,4571781451300
rus,2005,6544270600000
rus,2006,7723500000000
rus,2007,10415900000000
rus,2008,13902600000000
rus,2009,9897400000000
rus,2010,12065300000000
rus,2011,17522200000000
rus,2012,18549800000000
rus,2013,19371500000000
rus,2014,21458015939077.39844
rus,2015,20333188134511.30078
rus,2016,20777684000000
rus,2017,22487427000000
rus,2018,28578997000000
rus,2019,30120856000000
rwa,1973,2419000000
rwa,1974,3369000000
rwa,1975,4539000000
rwa,1976,6749000000
rwa,1977,8703000000
rwa,1978,9180000000
rwa,1979,12478000000
rwa,1980,13805000000
rwa,1989,25987000000
rwa,1990,23144000000
rwa,1991,26056000000
rwa,1992,28723000000
rwa,2014,1026257044996.87
rwa,2015,1165044694242.98999
rwa,2016,1370721092236.16992
rwa,2017,1522883932742.02002
rwa,2018,1694910475046
rwa,2019,1930506784171.07007
sau,2010,740873000000
sau,2011,1117530000000
sau,2012,1246537000000
sau,2013,1152609000000
sau,2014,1040141000000
sau,2015,612694000000
sau,2016,519448970387.97998
sau,2017,691505920451.51001
sau,2018,905822000000
sau,2019,927134710166.21997
sdn,1998,1621430000
sdn,1999,2155620000
sdn,2009,19248300000
sdn,2010,19553100000
sdn,2011,23637700000
sdn,2012,21253000000
sdn,2013,32278800000
sdn,2014,48661200000
sdn,2015,52819500000
sdn,2016,56106700000
sen,2015,2017435167528
sen,2016,2349085355896
sen,2017,2601887816098.5
sen,2018,2538690907220.33008
sgp,1972,1760000000
sgp,1973,2121000000
sgp,1974,2587000000
sgp,1975,3146000000
sgp,1976,3342000000
sgp,1977,3893000000
sgp,1978,4195000000
sgp,1979,4887000000
sgp,1980,6365000000
sgp,1981,7797000000
sgp,1982,9054000000
sgp,1983,10935000000
sgp,1984,11451000000
sgp,1985,10768000000
sgp,1986,10411000000
sgp,1987,12947000000
sgp,1988,13856000000
sgp,1989,15710000000
sgp,1990,17872000000
sgp,1991,19919000000
sgp,1992,22589000000
sgp,1993,28095000000
sgp,1994,29248000000
sgp,1995,31869000000
sgp,1996,37936000000
sgp,1997,39883000000
sgp,1998,38612000000
sgp,1999,40330000000
sgp,2000,42537000000
sgp,2001,39173000000
sgp,2002,35100000000
sgp,2003,33046000000
sgp,2004,36518000000
sgp,2005,38663000000
sgp,2006,42266000000
sgp,2007,52495000000
sgp,2008,55925000000
sgp,2009,48161000000
sgp,2010,54864200000
sgp,2011,59806200000
sgp,2012,64449300000
sgp,2013,66350300000
sgp,2014,71894000000
sgp,2015,76207700000
sgp,2016,81396493194.57001
sgp,2017,95696136600
sgp,2018,92464778932.31699
sgp,2019,107462255460.923
slb,2011,2234315055.74
slb,2012,2531582122.14
slb,2013,2818846189.75
slb,2014,2879471362.23
slb,2015,3199917771.53
slb,2016,3023024296
slb,2017,3359840776.4
slb,2018,3750961110.98001
slb,2019,3419211808.04
slb,2020,3103048646.33
slv,1998,1576040000
slv,1999,1622920000
slv,2000,1831610000
slv,2001,2418800000
slv,2002,2289200000
slv,2003,2294900000
slv,2004,2457500000
slv,2005,2710300000
slv,2006,3210200000
slv,2007,3902400000
slv,2008,4396100000
slv,2009,3691700000
slv,2010,4064000000
slv,2011,4711568317.23
slv,2012,4845259171.08
slv,2013,4641600000
slv,2014,4652510602.68
slv,2015,4878679767.57
slv,2016,5730675532.79
slv,2017,6269133567.94
slv,2018,6491900000
slv,2019,6479000000
smr,1995,425300000000
smr,2002,434273393.3
smr,2003,442401211.5
smr,2004,494286282.6
smr,2005,500109728.66
smr,2006,537045936.29
smr,2007,559823624.15
smr,2008,590910022.23
smr,2009,562175961.92
smr,2010,530677196.2
smr,2011,523316915.94
smr,2012,553274598.43
smr,2013,527897380.9
smr,2014,550585629.03
smr,2015,550730280.23
smr,2016,562332694.61
smr,2017,552564304
smr,2018,576793876
smr,2019,601320533
som,2017,142643881.56126
som,2018,183418822.5988
som,2019,229926928.54
srb,2007,913614900000
srb,2008,1048803082456.75
srb,2009,1055543100000
srb,2010,1120064369000
srb,2011,1192247270800
srb,2012,1251401743501
srb,2013,1542619996862.63989
srb,2014,1620555568339.22998
srb,2015,1683218817053.78003
srb,2016,1800780381207.68994
srb,2017,1932927671724.05005
srb,2018,2043359910855.07007
srb,2019,2227489194606.87988
svk,1995,8333542000
svk,1996,9011493000
svk,1997,9844112000
svk,1998,10384699000
svk,1999,11032316000
svk,2000,11968470000
svk,2001,12338097000
svk,2002,12983273000
svk,2003,14418143000
svk,2004,15445615000
svk,2005,17609797000
svk,2006,18910748000
svk,2007,20623151000
svk,2008,22240583000
svk,2009,22185089000
svk,2010,22548707000
svk,2011,25020361000
svk,2012,25429764000
svk,2013,27672347000
svk,2014,29019348000
svk,2015,32553055000
svk,2016,30827014000
svk,2017,32071207000
svk,2018,34275683000
svk,2019,36601451000
svn,1992,1691704223.00117
svn,1993,2457853446.83692
svn,1994,3082123184.77717
svn,2002,9463900000
svn,2003,10224863000
svn,2004,11111093000
svn,2005,11843172000
svn,2006,12530732000
svn,2007,13496964000
svn,2008,14669480000
svn,2009,13880123000
svn,2010,14110833000
svn,2011,14283418000
svn,2012,14316224000
svn,2013,14540377000
svn,2014,14956354000
svn,2015,15819500000
svn,2016,15823640000
svn,2017,16744757000
svn,2018,17970188000
svn,2019,18795014000
swe,1972,66100000000
swe,1973,70080000000
swe,1974,78770000000
swe,1975,93350000000
swe,1976,122490000000
swe,1977,140240000000
swe,1978,153850000000
swe,1979,165530000000
swe,1980,185750000000
swe,1981,212570000000
swe,1982,240030000000
swe,1983,272190000000
swe,1984,309710000000
swe,1985,350270000000
swe,1986,377430000000
swe,1987,439070000000
swe,1988,476000000000
swe,1989,532020000000
swe,1990,600490000000
swe,1991,610300000000
swe,1992,610330000000
swe,1993,538740000000
swe,1994,547200000000
swe,1995,700292000000
swe,1996,737958000000
swe,1997,770562000000
swe,1998,819770000000
swe,1999,856766000000
swe,2000,910115000000
swe,2001,879042000000
swe,2002,860030000000
swe,2003,896741000000
swe,2004,943509000000
swe,2005,1018078000000
swe,2006,1069431000000
swe,2007,1151708000000
swe,2008,1154120000000
swe,2009,1115879000000
swe,2010,1187958000000
swe,2011,1213000000000
swe,2012,1201908000000
swe,2013,1233917000000
