geo,time,bn_kac_eoms_cd
che,2014,4854084250.03135
che,2015,3516455779.15653
che,2016,21422121443.2786
che,2017,-22626345305.5671
che,2018,26116536531.1257
che,2019,17504865467.7695
che,2020,10024986194.3195
chl,1975,-94001213.39
chl,1976,71000000
chl,1977,101000000
chl,1978,-147000000
chl,1979,-12000000
chl,1980,51000000
chl,1981,102000000
chl,1982,-77000000
chl,1983,68000000
chl,1984,188000000
chl,1985,-69720000
chl,1986,223440000
chl,1987,-155100000
chl,1988,-122800000
chl,1989,-32240000
chl,1990,-49780000
chl,1991,389390000
chl,1992,370300000
chl,1993,-12514985
chl,1994,-554600000
chl,1995,132900000
chl,1996,18944531.06383
chl,1997,238207747.66434
chl,1998,-241875730.19174
chl,1999,-1074012947.67967
chl,2000,446824033.51233
chl,2001,-857780524.40689
chl,2002,-938624326.74664
chl,2003,-1261442679.77717
chl,2004,-509370949.6712
chl,2005,-941522254.91489
chl,2006,-480574737.96706
chl,2007,-1241612250.69913
chl,2008,887226434.22171
chl,2009,435280391.55829
chl,2010,-828510917.3072
chl,2011,838994448.48612
chl,2012,-953737285.35983
chl,2013,-704294215.47088
chl,2014,-267982135.33235
chl,2015,20542707.35035
chl,2016,1904250506.70562
chl,2017,1636282851.91664
chl,2018,246764149.70288
chl,2019,582650265.6136
chl,2020,-2375336241.84106
chn,1982,279000000
chn,1983,-366000000
chn,1984,-932000000
chn,1985,93000000
chn,1986,-185000000
chn,1987,-1449000000
chn,1988,-1095000000
chn,1989,-20000000
chn,1990,-3125000000
chn,1991,-6803000000
chn,1992,-8273000000
chn,1993,-10098000000
chn,1994,-9026000000
chn,1995,-17810700000
chn,1996,-15558000000
chn,1997,-22276000000
chn,1998,-18771000000
chn,1999,-17814000000
chn,2000,-11927918000
chn,2001,-4908000000
chn,2002,7743875557.37776
chn,2003,8223722027.8338
chn,2004,12966858292.3681
chn,2005,22921355459.99689
chn,2006,3628056084.26014
chn,2007,13289990161.4663
chn,2008,18844373414.0768
chn,2009,-41382828155.9967
chn,2010,-52935988449.153
chn,2011,-13765747720.2482
chn,2012,-87074363333.995
chn,2013,-62924787168.4688
chn,2014,-66872672338.2284
chn,2015,-201815500279.276
chn,2016,-218586969798.60999
chn,2017,-206605735263.43799
chn,2018,-177357615754.534
chn,2019,-129180943532.08299
chn,2020,-168138251757.83801
civ,2005,-38252180.54994
civ,2006,-37633692.49871
civ,2007,35265972.84569
civ,2008,-44052194.56497
civ,2009,-37120344.36989
civ,2010,-24927781.49451
civ,2011,-44634345.09542
civ,2012,-76509842.03869
civ,2013,284223104.57488
civ,2014,-54765800.67922
civ,2015,-66141374.99188
civ,2016,-9799485.27721
civ,2017,-5042118.26019
civ,2018,-4180591.25377
civ,2019,-2553553.24786
civ,2020,21850439.13803
cmr,1977,409594.30308
cmr,1978,19113321.4778
cmr,1979,1291777.34101
cmr,1980,-3293143.99888
cmr,1981,-789610.47014
cmr,1982,964378.48458
cmr,1983,2927120.22209
cmr,1984,-126236774.30467
cmr,1985,110605601.00499
cmr,1986,-28356432.5621
cmr,1987,-403212171.69616
cmr,1988,212960816.92691
cmr,1989,-153663713.69864
cmr,1990,-79334533.7173
cmr,1991,-41792666.65174
cmr,1992,-584642212.41905
cmr,1993,-21860233.12448
cmr,1994,116623653.41404
cmr,1995,-170850984.54635
cmr,1996,167441683.25888
cmr,1997,160984462.18129
cmr,1998,-128268281.00568
cmr,1999,112454097.4464
cmr,2000,84889640.71061
cmr,2001,-162745597.23067
cmr,2002,-147424463.15536
cmr,2003,117683226.23957
cmr,2004,64286089.61255
cmr,2005,-46352986.94398
cmr,2006,183128459.70983
cmr,2007,180501282.43162
cmr,2008,205091909.19836
cmr,2009,165529850.37915
cmr,2010,183870361.77676
cmr,2011,-96948823.84071
cmr,2012,-159897539.6385
cmr,2013,-147724922.97331
cmr,2014,-86047277.28911
cmr,2015,-4042158.78728
cmr,2016,-13744006.1871
cmr,2017,-31530031.95918
cmr,2018,-25991273.16635
cmr,2019,-12398947.09528
cmr,2020,13943094.01517
cod,2005,-44000000
cod,2006,-17440000
cod,2007,-169520000
cod,2008,10300000
cod,2009,117132412.13974
cod,2010,867950204.19457
cod,2011,29910379.96237
cod,2012,173018192.14752
cod,2013,144264953.72585
cod,2014,148987654.36878
cod,2015,-68445428.46273
cod,2016,225322174.37919
cod,2017,-150516311.53182
cod,2018,-206855268.23085
cod,2019,869515139.30616
cod,2020,341250323.77009
cog,1978,-1285142.78202
cog,1979,30137976.89572
cog,1980,34196399.10648
cog,1981,173086330.48759
cog,1982,41943815.39242
cog,1983,69982621.06539
cog,1984,20322381.36014
cog,1985,42649854.51805
cog,1986,49092434.82569
cog,1987,28199563.91422
cog,1988,39533558.55769
cog,1989,9090672.57703
cog,1990,-41871003.90635
cog,1991,-9570839.69124
cog,1992,40424372.68422
cog,1993,243323111.83793
cog,1994,48090371.36919
cog,1995,-53639355.77209
cog,1996,-13660378.85164
cog,1997,72347465.87736
cog,1998,-70851553.9777
cog,1999,-91158160.02545
cog,2000,-77735736.41094
cog,2001,-12472741.76161
cog,2002,-219438434.11906
cog,2003,-115817212.05975
cog,2004,-92204051.94706
cog,2005,33177359.12121
cog,2006,146684740.42679
cog,2007,1555941340.17384
cog,2008,1496914097.53682
cog,2009,-131706492.1571
cog,2010,-250235715.77484
cog,2011,-370135711.77111
cog,2012,-403428114.81729
cog,2013,-273085154.59028
cog,2014,-193922128.45592
cog,2015,416845388.95224
cog,2016,3104677290.83853
col,1968,12000000.00063
col,1969,-44999999.99952
col,1970,-17999999.99885
col,1971,90208599.99887
col,1972,106171120
col,1973,68523179.99483
col,1974,-13563679.99968
col,1975,118729400
col,1976,254807280.00101
col,1977,297885920.00421
col,1978,236072000.00098
col,1979,98236000
col,1980,167112600.00296
col,1981,-98513560
col,1982,-48379689.99893
col,1983,-263066000.00092
col,1984,74000000
col,1985,-273000000
col,1986,-251000000
col,1987,67000000
col,1988,-530000000
col,1989,157000000
col,1990,70000000
col,1991,191500000
col,1992,198500000
col,1993,-115200000
col,1994,473248617.37926
col,1995,-47842676.01294
col,1996,-315108732.4539
col,1997,-559107401.57315
col,1998,154126754.52371
col,1999,-434188308.34459
col,2000,4252750.06091
col,2001,-187909495.48052
col,2002,123513177.88644
col,2003,71423559.24662
col,2004,59415899.16354
col,2005,440487996.42673
col,2006,127397087.63803
col,2007,495033201.11826
col,2008,-424485941.31242
col,2009,-545003941.5412
col,2010,-748795402.63939
col,2011,1027180654.37257
col,2012,87114143.48804
col,2013,625514439.75508
col,2014,526488198.2803
col,2015,642498984.32453
col,2016,247185701.9984
col,2017,299442369.93504
col,2018,1087094956.13751
col,2019,1509301121.49996
col,2020,1016025185.20058
col,2021,1154020184.12779
com,1980,-14830713.48917
com,1981,-2849896.67191
com,1982,-3747069.39974
com,1983,-2083646.0175
com,1984,-732344.27287
com,1985,1791838.83025
com,1986,-1983812.04189
com,1987,645517.6116
com,1988,-1400053.81035
com,1989,-7589208.55499
com,1990,-8080923.72769
com,1991,-15264200.40557
com,1992,-5322653.79864
com,1993,-5836772.59642
com,1994,-6406726.13231
com,1995,-1769280.28547
com,2003,-3159179.39504
com,2004,2753452.07644
com,2005,6731677.64566
com,2006,1727888.69902
com,2007,559282.15088
com,2008,-14494065.82969
com,2009,4094830.5998
com,2010,3420708.4084
com,2011,11359601.99214
com,2012,1391052.07012
com,2014,4422847.90612
com,2015,2744812.39646
com,2016,-4450402.20055
com,2017,255054.55656
com,2018,595034.61417
com,2019,-2222573.25448
com,2020,3389325.03938
cpv,1977,1468580.09603
cpv,1978,2168968.2613
cpv,1979,3269842.118
cpv,1980,-5630378.82275
cpv,1981,-3684181.70375
cpv,1982,-1857845.37972
cpv,1983,-3647861.61845
cpv,1984,-4837536.26535
cpv,1985,4938249.14969
cpv,1986,-11535354.18653
cpv,1987,-5740774.38793
cpv,1988,-4701286.98789
cpv,1989,13377605.03218
cpv,1990,14631736.27043
cpv,1991,-33940016.33796
cpv,1992,8728184.25628
cpv,1993,2381053.11278
cpv,1994,8302394.44789
cpv,1995,-35650373.00486
cpv,1996,-1324470.97037
cpv,1997,-20396952.02662
cpv,1998,13280600.58425
cpv,1999,-8828463.71663
cpv,2000,-12327590.52668
cpv,2001,-23895828.25276
cpv,2002,-4535839.11704
cpv,2003,-12200570.22611
cpv,2004,8181311.61419
cpv,2005,990244.305
cpv,2006,-9225899.20631
cpv,2007,681274.89048
cpv,2008,-107618469.32843
cpv,2009,-33061154.62242
cpv,2010,-83332882.27318
cpv,2011,-28999905.31737
cpv,2012,-26397882.12518
cpv,2013,-1916291.28185
cpv,2014,-18853767.14592
cpv,2015,-50892366.41964
cpv,2016,-3607933.1788
cpv,2017,20291300.72515
cpv,2018,-29273391.43046
cpv,2019,-26331931.80007
cpv,2020,21941159.63316
cri,1977,-28300000
cri,1978,-50000000
cri,1979,78900000
cri,1980,-67800000
cri,1981,68500000
cri,1982,164000000
cri,1983,76800000
cri,1984,105100000
cri,1985,143390000
cri,1986,96800000
cri,1987,132030000
cri,1988,226200000
cri,1989,212600000
cri,1990,40200000
cri,1991,95890000
cri,1992,203400000
cri,1993,299100000
cri,1994,249200000
cri,1995,99343000
cri,1996,141670000
cri,1997,157822000
cri,1998,-182570000
cri,1999,212090286.62704
cri,2000,196598085.13179
cri,2001,135248646.51582
cri,2002,256738801.40977
cri,2003,249861049.68291
cri,2004,-137466009.56582
cri,2005,-313413379.86232
cri,2006,333166486.48237
cri,2007,242786534.34653
cri,2008,-418304399.62156
cri,2009,127856823.3218
cri,2010,-481603805.04789
cri,2011,-629185320.94937
cri,2012,330702057.19293
cri,2013,-660267837.69805
cri,2014,-530837907.37754
cri,2015,-717249084.06317
cri,2016,-376207975.33192
cri,2017,-296925757.94916
cri,2018,-363675154.81986
cri,2019,-210841687.33726
cri,2020,-507918616.04926
cym,2016,1046556905.92354
cym,2017,1271123603.06373
cym,2018,-913095315.08253
cym,2019,-83213617.08922
cyp,1976,56029820.65322
cyp,1977,21072152.219
cyp,1978,35875632.0413
cyp,1979,55862160.45454
cyp,1980,52400259.50088
cyp,1981,21355821.34703
cyp,1982,42702150.36288
cyp,1983,26583585.56089
cyp,1984,48097688.81179
cyp,1985,38200818.74239
cyp,1986,-26633569.84565
cyp,1987,-75244766.34023
cyp,1988,3000243.23401
cyp,1989,16982565.40857
cyp,1990,16372688.97221
cyp,1991,72562299.6866
cyp,1992,79412996.33354
cyp,1993,39002409.50453
cyp,1994,-13003082.13681
cyp,1995,55258367.86674
cyp,1996,157620044.55179
cyp,1997,-170386326.8409
cyp,1998,46287867.52039
cyp,1999,-36076817.70483
cyp,2000,-50448449.67593
cyp,2001,-32192114.35789
cyp,2002,-46336179.34641
cyp,2003,60473919.77876
cyp,2004,277719177.12344
cyp,2005,213177726.44615
cyp,2006,13244343.5206
cyp,2007,-805137057.92407
cyp,2008,-437535621.02875
cyp,2009,-381416509.70429
cyp,2010,-288589608.74134
cyp,2011,-542956043.93155
cyp,2012,482121620.05568
cyp,2013,631760500.69506
cyp,2014,336040124.89961
cyp,2015,462697162.07101
cyp,2016,432819781.1632
cyp,2017,629447117.22997
cyp,2018,120108264.85279
cyp,2019,309439215.46474
cyp,2020,-638124883.88156
cze,1993,87158403.09548
cze,1994,-211691183.1186
cze,1995,596434852.55096
cze,1996,-899927884.03089
cze,1997,742874225.04722
cze,1998,286322622.51488
cze,1999,27148855.11743
cze,2000,-298869553.09983
cze,2001,493882349.35213
cze,2002,259224755.43936
cze,2003,611219676.50592
cze,2004,-971870033.16396
cze,2005,-330235484.70801
cze,2006,-314875159.64738
cze,2007,2140687671.68948
cze,2008,407595527.58724
cze,2009,-2094055630.06828
cze,2010,-1047840370.86151
cze,2011,-109920358.03282
cze,2012,1107768450.206
cze,2013,414807437.27043
cze,2014,1115889676.41737
cze,2015,2177558410.2147
cze,2016,-642182757.71972
cze,2017,-372059459.85354
cze,2018,1159301054.06681
cze,2019,-1549949504.10708
cze,2020,-1266559436.77116
deu,1971,2054002638.37588
deu,1972,1555540586.68135
deu,1973,562728141.69358
deu,1974,1487558205.15135
deu,1975,2381646985.25334
deu,1976,885973140.67772
deu,1977,-922402430.01675
deu,1978,2977566605.51491
deu,1979,-4318761490.76095
deu,1980,2148303927.14559
deu,1981,1690853561.03566
deu,1982,-2943499196.29883
deu,1983,726035385.82104
deu,1984,3119985975.08079
deu,1985,3460624048.00237
deu,1986,3467049858.41048
deu,1987,1300966010.0366
deu,1988,1437338167.68719
deu,1989,5381463478.76819
deu,1990,19344611262.7734
deu,1991,16385740809.7822
deu,1992,14381592799.4705
deu,1993,-4721238327.45827
deu,1994,-2186150004.16033
deu,1995,-2541328346.06183
deu,1996,-950022956.44994
deu,1997,3744185083.00013
deu,1998,-420695046.5688
deu,1999,39055776019.5606
deu,2000,-11105864290.9867
deu,2001,10957096375.7771
deu,2002,-26188558142.2048
deu,2003,11840631690.7437
deu,2004,11323516418.1098
deu,2005,-9684894919.75387
deu,2006,25003975891.8711
deu,2007,19885766138.6787
deu,2008,-32240945237.271
deu,2009,-13889987268.9986
deu,2010,-74043351489.17741
deu,2011,-64765303659.1586
deu,2012,-56787274431.8457
deu,2013,56254593392.3873
deu,2014,35367976389.8064
deu,2015,-29151542431.1202
deu,2016,-8694449265.11547
deu,2017,27500122288.48989
deu,2018,-21408691798.7912
deu,2019,-61247856432.7925
deu,2020,4588587727.21818
dji,1991,-124566033.27688
dji,1992,-167065231.4583
dji,1993,-143865947.18688
dji,1994,-110971691.584
dji,1995,-87766780.51553
dji,1996,-108709719.16656
dji,1997,-64381811.94119
dji,1998,-75984267.47542
dji,1999,-50663680.71303
dji,2000,-83631084.67767
dji,2001,-19232392.34531
dji,2002,-35662639.75557
dji,2003,-42856724.8665
dji,2004,-16520276.1632
dji,2005,-44913094.11943
dji,2006,-53769672.68922
dji,2007,-82168117.44251
dji,2008,37895352.82831
dji,2009,-34729716.8033
dji,2010,-123266243.15641
dji,2011,-39173761.11996
dji,2012,96499569.55002
dji,2013,484510458.99633
dji,2014,-936514196.56355
dji,2015,-1107923383.29358
dji,2016,-453083186.83281
dji,2017,10899220.80341
dji,2018,-876862721.7477
dji,2019,-919915578.99179
dji,2020,-381696316.7781
dma,1976,596633.41955
dma,1977,-285185.18519
dma,1978,122222.22222
dma,1979,1140740.74074
dma,1980,6774074.07407
dma,1981,939444.44445
dma,1982,-768629.62962
dma,1983,-3994111.11108
dma,1984,1431555.5556
dma,1985,-683851.8518
dma,1986,-4318333.33333
dma,1987,808259.25926
dma,1988,-3916851.85185
dma,1989,2325851.85185
dma,1990,8538740.74074
dma,1991,3377777.77778
dma,1992,2022222.22222
dma,1993,17307407.40741
dma,1994,-15885638.24889
dma,1995,-16004021.94815
dma,1996,25223693.21333
dma,1997,-3066586.45852
dma,1998,16656673.59407
dma,1999,-1761152.02593
dma,2000,-3351851.85185
dma,2001,9981851.85185
dma,2002,24133982.85185
dma,2003,22363352.31315
dma,2004,27610855.75407
dma,2005,17952938.23639
dma,2006,12805750.17382
dma,2007,3487247.06495
dma,2008,23556907.5
dma,2009,28269255.38465
dma,2010,-4010321.88501
dma,2011,-13149186.80265
dma,2012,8075572.49863
dma,2013,17654918.1135
dma,2014,2297820.82363
dma,2015,-2390054.86918
dma,2016,-4710518.22914
dma,2017,-28410395.75394
dma,2018,-33241441.11672
dma,2019,-76491418.37356
dma,2020,83671495.09058
dnk,1975,-103613665.63848
dnk,1976,113787595.92182
dnk,1977,-53642702.25064
dnk,1978,98711739.99699
dnk,1979,-228311128.08665
dnk,1980,-13754952.94819
dnk,1981,-273539865.23984
dnk,1982,-489207010.36556
dnk,1983,-113817814.69868
dnk,1984,-396097886.50298
dnk,1985,-303801328.65947
dnk,1986,-287163327.24871
dnk,1987,-1021644.45672
dnk,1988,-525093810.93944
dnk,1989,-346805709.8973
dnk,1990,-2406841256.63655
dnk,1991,-2178585815.97002
dnk,1992,-561832111.54619
dnk,1993,1153158175.69105
dnk,1994,606528922.9745
dnk,1995,1081863741.65543
dnk,1996,-1408173388.13062
dnk,1997,-3009773183.74209
dnk,1998,-846646263.12369
dnk,1999,-973147762.69123
dnk,2000,-4455232618.32143
dnk,2001,4166695405.56298
dnk,2002,-1896697056.68748
dnk,2003,2841958939.18414
dnk,2004,11642614318.2446
dnk,2005,-2423595216.15567
dnk,2006,-7290253377.32816
dnk,2007,-1044591687.21414
dnk,2008,-13564028462.368
dnk,2009,-3752697773.04672
dnk,2010,-22134427030.8516
dnk,2011,-5106897273.11839
dnk,2012,-3384989067.09784
dnk,2013,-13243337671.5492
dnk,2014,-3730346752.51527
dnk,2015,-5998130890.326
dnk,2016,-8476216044.44227
dnk,2017,-2038850325.66746
dnk,2018,-9214607346.87714
dnk,2019,-7494990114.25187
dnk,2020,-9907287538.02741
dom,1968,5200000
dom,1969,17300000
dom,1970,-16800000
dom,1971,40300000
dom,1972,-32900000
dom,1973,50400000
dom,1974,1000000
dom,1975,-68900000
dom,1976,-71500000
dom,1977,-16800000
dom,1978,67906654.98925
dom,1979,-73200000
dom,1980,47600000
dom,1981,-51600000
dom,1982,-29100000
dom,1983,20500000
dom,1984,31100000
dom,1985,157000000
dom,1986,49500000
dom,1987,207100000
dom,1988,47600000
dom,1989,-57600000
dom,1990,-135100000
dom,1991,550000000
dom,1992,570780000
dom,1993,217300000
dom,1994,-597800000
dom,1995,75000000
dom,1996,108800000
dom,1997,-193600000
dom,1998,-339200000
dom,1999,-480500000
dom,2000,-618100000
dom,2001,-451690000
dom,2002,-139900000
dom,2003,-1566710000
dom,2004,-945580000
dom,2005,-421770000
dom,2006,-133300000
dom,2007,403900000
dom,2008,29290000
dom,2009,-163400000
dom,2010,-963700000
dom,2011,575000000
dom,2012,-106465442.3
dom,2013,-371700000
dom,2014,-941400000
dom,2015,-1549500000
dom,2016,-748300000
dom,2017,-1258500000
dom,2018,-918500000
dom,2019,-825500000
dom,2020,-563500000
dza,1977,-43889705.02112
dza,1978,145742454.46071
dza,1979,-408225055.90276
dza,1980,142021394.45257
dza,1981,14365790.88453
dza,1982,-87104378.28425
dza,1983,195247243.6091
dza,1984,-203877894.01459
dza,1985,138828115.67684
dza,1986,182037931.6578
dza,1987,-802516972.55352
dza,1988,301787052.7437
dza,1989,-455276788.0906
dza,1990,-336030946.10574
dza,1991,-337521907.12058
dza,2005,-203000000.00018
dza,2006,-1962000000.00014
dza,2007,-1300631435.32263
dza,2008,-3378375022.97717
dza,2009,-2129014250.99302
dza,2010,-1302585291.85193
dza,2011,-80417631.64817
dza,2012,-2389916259.88282
dza,2013,-798499573.26406
dza,2014,-353034531.9174
dza,2015,-161667697.47919
dza,2016,267086353.34643
dza,2017,-21870672.48904
dza,2018,285518449.66647
dza,2019,-78245633.25306
dza,2020,-625587231.81296
ecu,1976,-10100000
ecu,1977,-47900000
ecu,1978,45800000
ecu,1979,8000000
ecu,1980,-68510000
ecu,1981,-88600000
ecu,1982,-802000000
ecu,1983,794000000
ecu,1984,119000000
ecu,1985,147000000
ecu,1986,-481000000
ecu,1987,598000000
ecu,1988,17000000
ecu,1989,112000000
ecu,1990,127000000
ecu,1991,127000000
ecu,1992,-221000000
ecu,1993,206900000
ecu,1994,-224440000
ecu,1995,-442700000
ecu,1996,-182810000
ecu,1997,-55050000
ecu,1998,-146070000
ecu,1999,-521420000
ecu,2000,-520962046.57253
ecu,2001,-486382088.20141
ecu,2002,-184625807.6612
ecu,2003,178151866.061
ecu,2004,655434669.34713
ecu,2005,421217971.12621
ecu,2006,318348050.67278
ecu,2007,57837244.15381
ecu,2008,-179806834.7186
ecu,2009,-375230742.15691
ecu,2010,-105213335.34191
ecu,2011,219883654.0051
ecu,2012,85357725.31548
ecu,2013,-145717573.29339
ecu,2014,-224604227.29301
ecu,2015,35216623.08127
ecu,2016,-66308695.99587
ecu,2017,-386664413.61009
ecu,2018,-210790512.16579
ecu,2019,-16890651.73385
ecu,2020,104333488.21329
egy,1977,61588786.3983
egy,1978,14311087.29587
egy,1979,-1000000.00143
egy,1980,26857142.40693
egy,1981,103285713.55041
egy,1982,129428570.72061
egy,1983,141714284.78817
egy,1984,22428571.03474
egy,1985,587999999.99999
egy,1986,-162142857.14286
egy,1987,889571428.57143
egy,1988,-371142857.14291
egy,1989,389909090.90908
egy,1990,622500000
egy,1991,677000000
egy,1992,579000000
egy,1993,-1537000000
egy,1994,258000000
egy,1995,256000000
egy,1996,-76000000
egy,1997,-1874810000
egy,1998,-722000000
egy,1999,-1557900000
egy,2000,587000000
egy,2001,-1148500000
egy,2002,1905500000
egy,2003,1456000000
egy,2004,-125900000
egy,2005,-2430800000
egy,2006,633400000
egy,2007,238600000
egy,2008,-2895700000
egy,2009,374600000
egy,2010,-2145400000
egy,2011,-2856600000
egy,2012,-2159500000
egy,2013,-1316800000
egy,2014,1638300000
egy,2015,-4771500000
egy,2016,-4533500000
egy,2017,-3634400000
egy,2018,-1595857911.66667
egy,2019,-669312740.91668
egy,2020,-2618299259.08334
eri,1992,-50355602.71718
eri,1993,31672075.51855
eri,1994,-61445824.74418
eri,1995,-40555046.43858
eri,1996,-64446479.45209
eri,1997,-139365059.48951
eri,1998,-66449231.03719
eri,1999,12792250.82514
eri,2000,-22870124.57045
esp,1975,432099960.35554
esp,1976,802606830.77072
esp,1977,-832826746.90891
esp,1978,483317126.81623
esp,1979,-1985149845.36617
esp,1980,-228688564.16605
esp,1981,-1419286383.16899
esp,1982,-980640600.32063
esp,1983,-1320841667.72624
esp,1984,-1909673357.80956
esp,1985,-1813892727.15506
esp,1986,87045886.06866
esp,1987,-1250003314.21568
esp,1988,-2389869262.96258
esp,1989,-2545247049.32398
esp,1990,745190053.56363
esp,1991,-1144967941.57642
esp,1992,-5905866333.5204
esp,1993,-1737023639.0331
esp,1994,-245426206.96869
esp,1995,-3631062811.42753
esp,1996,-1307266928.87627
esp,1997,-2743455651.71412
esp,1998,5583304.90485
esp,1999,2991863796.19049
esp,2000,4465102601.47191
esp,2001,4358868907.86852
esp,2002,4553934747.14599
esp,2003,5387920484.32196
esp,2004,6126232156.52959
esp,2005,3192512041.41571
esp,2006,5267895617.24724
esp,2007,-5470263411.63307
esp,2008,-272487321.43512
esp,2009,-6839108024.69285
esp,2010,4480248967.67678
esp,2011,-3805866448.51189
esp,2012,3006351669.32071
esp,2013,5552453147.06213
esp,2014,-6827134157.02771
esp,2015,-268826502.45659
esp,2016,-2736190419.98031
esp,2017,601591045.42005
esp,2018,4492423253.32417
esp,2019,-5669903561.74246
esp,2020,3865114936.01196
est,1992,-4373023.80209
est,1993,-45803382.53049
est,1994,30355194.99732
est,1995,18202451.03962
est,1996,-29838546.77812
est,1997,-25190024.15527
est,1998,178659.77691
est,1999,-9845331.87494
est,2000,2739689.64059
est,2001,-6176352.76377
est,2002,44878695.27297
est,2003,94217686.52595
est,2004,-85598499.77893
est,2005,-37377620.82353
est,2006,-247461495.78328
est,2007,-186346812.15391
est,2008,8457751.51867
est,2009,97651154.1106
est,2010,22996121.60332
est,2011,173054760.6628
est,2012,301365916.91924
est,2013,-137367184.51111
est,2014,-78048034.0829
est,2015,182021299.45307
est,2016,-320073456.12595
est,2017,25501168.71739
est,2018,-69237262.65955
est,2019,-372112808.94621
est,2020,-459789621.8598
est,2021,-477202218.19466
eth,1977,1835748.79316
eth,1978,28260869.57887
eth,1979,20241545.9035
eth,1980,-39371980.69535
eth,1981,74057971.05027
eth,1982,33285024.17067
eth,1983,-46328502.43784
eth,1984,-149516908.21505
eth,1985,-186666666.66667
eth,1986,201449275.36232
eth,1987,-183236714.97585
eth,1988,-94444444.44444
eth,1989,-34782608.69565
eth,1990,-136956521.73913
eth,1991,-254937198.06763
eth,1992,-80863285.02415
eth,1993,-15240000
eth,1994,68030024.99427
eth,1995,-121686893.13485
eth,1996,-45331008.95092
eth,1997,-627981648.32596
eth,1998,-7758116.36829
eth,1999,406031914.35544
eth,2000,-234941457.54861
eth,2001,-197431107.96022
eth,2002,-889565055.68887
eth,2003,-392112213.02451
eth,2004,-324156694.64113
eth,2005,478388754.25213
eth,2006,998222372.01416
eth,2007,-157708435.05405
eth,2008,1449923678.06676
eth,2009,-501447797.76483
eth,2010,-2771696186.41715
eth,2011,-1318524177.62713
eth,2012,2003172572.51493
eth,2013,-302313183.75882
eth,2014,-2474878348.63678
eth,2015,-29958110.80443
eth,2016,1237868523.86225
eth,2017,-1881676847.40548
eth,2018,-3992425924.78063
eth,2019,480683115.26389
eth,2020,-2958500823.04891
fin,1975,-238648003.34079
fin,1976,277753738.76592
fin,1977,-351602138.56304
fin,1978,82102478.8283
fin,1979,-91870878.13118
fin,1980,167560357.59684
fin,1981,136190664.14589
fin,1982,-9433607.08448
fin,1983,83725575.68525
fin,1984,-500706238.82904
fin,1985,-43354766.58922
fin,1986,488766592.67625
fin,1987,-1370158231.43742
fin,1988,853267896.3952
fin,1989,1257765864.81119
fin,1990,-1511146526.66971
fin,1991,796842928.62784
fin,1992,-106105259.42617
fin,1993,1052537593.42939
fin,1994,-492539571.9942
fin,1995,-1381578118.07915
fin,1996,-372742715.53218
fin,1997,-1598099434.80284
fin,1998,-5414484277.55843
fin,1999,-1529077893.7729
fin,2000,-1408624008.83179
fin,2001,-798956856.27286
fin,2002,-5087773388.96197
fin,2003,-55997366.67504
fin,2004,-2467191548.35497
fin,2005,-4285119105.80337
fin,2006,-1285734549.42813
fin,2007,-9851857769.78817
fin,2008,-12109454233.2156
fin,2009,-11274073814.2622
fin,2010,1343321901.40837
fin,2011,-6867832957.66226
fin,2012,-16520210275.7526
fin,2013,-4532909045.20759
fin,2014,-6710420729.83023
fin,2015,1560936560.50693
fin,2016,-3344394450.67079
fin,2017,-5852472017.39098
fin,2018,-14045525976.7491
fin,2019,-9027773722.15913
fin,2020,-3366397329.91882
fin,2021,-2880403104.54547
fji,1979,9967175.93587
fji,1980,-15550793.98159
fji,1981,-1088194.56266
fji,1982,-22135266.80876
fji,1983,-18387046.36032
fji,1984,-5976371.62823
fji,1985,-21152019.3103
fji,1986,14476559.81728
fji,1987,6166297.07295
fji,1988,-8879514.77297
fji,1989,-31887640.44944
fji,1990,10216702.58681
fji,1991,-1558732.88571
fji,1992,-32541781.96917
fji,1993,-1167485.52804
fji,1994,1912405.02006
fji,1995,1990993.12633
fji,1996,-51450153.21029
fji,1997,-58808249.77921
fji,1998,-55968928.5205
fji,1999,-7514120.70826
fji,2000,79354393.77971
fji,2001,30938742.59313
fji,2002,-151169244.44826
fji,2003,-69504292.10046
fji,2004,28172791.7223
fji,2005,-100944298.57907
fji,2006,-292263441.48558
fji,2007,-112910566.03951
fji,2008,-189727962.02035
fji,2009,-87449428.20943
fji,2010,367360616.68713
fji,2011,204974101.91295
fji,2012,-92309268.98237
fji,2013,121282337.51849
fji,2014,-408236813.44862
fji,2015,71626123.05775
fji,2016,-132973218.69387
fji,2017,13506279.8664
fji,2018,-333220860.48358
fji,2019,132580082.79909
fji,2020,195553246.55682
fra,1975,1808349565.07407
fra,1976,1005967551.09879
fra,1977,927408011.94446
fra,1978,-62912996.4178
fra,1979,555745109.78498
fra,1980,2271716704.34055
fra,1981,-2286053859.25916
fra,1982,-961212477.56261
fra,1983,355979044.61149
fra,1984,648698930.71571
fra,1985,288051016.89631
fra,1986,811670442.16196
fra,1987,846866610.99561
fra,1988,970287857.16504
fra,1989,-6234475158.33392
fra,1990,280149834.79077
fra,1991,4462703943.34669
fra,1992,1958326604.48819
fra,1993,2763018154.07553
fra,1994,-10896189940.8265
fra,1995,-3043067403.84934
fra,1996,1142108099.49281
fra,1997,4265658285.04209
fra,1998,9943234428.10857
fra,1999,-7957991025.01671
fra,2000,20711231113.1132
fra,2001,-5061948848.07218
