geo,time,nv_ind_manf_kd
chl,1973,9475168483.29404
chl,1974,9233311727.62616
chl,1975,6881912548.17521
chl,1976,7295927799.90166
chl,1977,7915243006.88385
chl,1978,8648782403.38909
chl,1979,9332356622.86044
chl,1980,9908537335.23868
chl,1981,10162031549.8613
chl,1982,8032376561.14559
chl,1983,8281190493.3625
chl,1984,9017639254.60643
chl,1985,9259875492.63153
chl,1986,9965371639.98449
chl,1987,10491211026.4301
chl,1988,11415756623.8412
chl,1989,12665981074.4264
chl,1990,12790977420.8089
chl,1991,13473653538.3977
chl,1992,15011518021.8239
chl,1993,16100632083.146
chl,1994,16757829368.202
chl,1995,18020320196.5448
chl,1996,18599498752.1169
chl,1997,19628257163.64
chl,1998,19868294259.2412
chl,1999,19725797352.7306
chl,2000,20949710067.7639
chl,2001,20824406314.0659
chl,2002,21299628587.6164
chl,2003,21538168297.2412
chl,2004,22959856628.5386
chl,2005,23707724280.755
chl,2006,24926620742.3952
chl,2007,25575315318.1659
chl,2008,25898678113.7586
chl,2009,24340489854.6388
chl,2010,25135958130.5457
chl,2011,27118304761.2462
chl,2012,28021600442.4052
chl,2013,28591052755.2673
chl,2014,28388120798.5223
chl,2015,28443871147.8776
chl,2016,28141704571.34069
chl,2017,28443579548.4156
chl,2018,29518247662.9738
chl,2019,29634321533.6816
chl,2020,28732892687.5575
chn,2015,3202504408571.66016
civ,2008,3918297711.2936
civ,2009,3905256661.02345
civ,2010,3867902808.92614
civ,2011,3350864003.19885
civ,2012,3866138961.89808
civ,2013,4349700982.91357
civ,2014,4531077205.50862
civ,2015,4967237624.01861
civ,2016,4437116180.21091
civ,2017,4951917259.92568
civ,2018,5581176561.79673
cmr,1965,362734984.13934
cmr,1966,381197618.9495
cmr,1967,388606858.45591
cmr,1968,441647792.18754
cmr,1969,501183205.2924
cmr,1970,516337640.39287
cmr,1971,586698656.92467
cmr,1972,594275429.59773
cmr,1973,595358373.31187
cmr,1974,606181786.93293
cmr,1975,655976387.82801
cmr,1976,698192025.8556
cmr,1977,792367057.10933
cmr,1978,913604249.42741
cmr,1979,946602958.91241
cmr,1980,1036743710.50291
cmr,1981,1374249270.36452
cmr,1982,1850182315.05196
cmr,1983,1973071092.11468
cmr,1984,2006487539.90476
cmr,1985,2018461786.27356
cmr,1986,2066205336.91452
cmr,1987,2036478726.61942
cmr,1988,2077208328.60596
cmr,1989,2118752464.94974
cmr,1990,1964561115.55566
cmr,1991,1974540293.02143
cmr,1992,2028325716.1883
cmr,1993,1691257976.86627
cmr,1994,1714406767.46642
cmr,1995,1641178654.3894
cmr,1996,1723653140.52343
cmr,1997,1679127575.5385
cmr,1998,1832212928.62936
cmr,1999,1868390136.2865
cmr,2000,1980291847.09893
cmr,2001,2223107729.02
cmr,2002,2551233728.48772
cmr,2003,2744586509.14998
cmr,2004,2916447982.22422
cmr,2005,2953969576.67759
cmr,2006,3173536837.9804
cmr,2007,3365491480.13208
cmr,2008,3281178167.80826
cmr,2009,3455015348.4473
cmr,2010,3511004345.69475
cmr,2011,3891926632.34894
cmr,2012,4161865124.6706
cmr,2013,4328679598.18723
cmr,2014,4433251427.25201
cmr,2015,4622187164.42858
cmr,2016,4836677763.46516
cmr,2017,4985015719.70214
cmr,2018,5162012994.57092
cmr,2019,5222585844.61942
cmr,2020,5337025608.16755
cod,1968,16724821600.1854
cod,1969,18509183444.8722
cod,1970,17077542027.2319
cod,1971,18046809279.094
cod,1972,18906259517.261
cod,1973,20581047638.9035
cod,1974,22278067107.4121
cod,1975,20295143437.9415
cod,1976,18685362541.859
cod,1977,18289843528.9002
cod,1978,15974742883.3644
cod,1979,15050161070.8844
cod,1980,15579291991.536
cod,1981,15820698898.0398
cod,1982,15579543932.6306
cod,1983,16029186975.7057
cod,1984,17309470335.42
cod,1985,18312548481.1396
cod,1986,19094791284.8858
cod,1987,19552426151.7686
cod,1988,19115104421.1446
cod,1989,18334559244.0486
cod,1990,15649684047.2967
cod,1991,12287542119.5387
cod,1992,8901211167.14911
cod,1993,7812747782.06884
cod,1994,7232234444.8496
cod,1995,8054628834.36912
cod,1996,7829099066.98905
cod,1997,6122355547.29658
cod,1998,5240736136.63998
cod,1999,6110698687.78307
cod,2000,5444632486.62017
cod,2001,4674922950.35036
cod,2002,4876401111.17354
cod,2003,4658657786.32557
cod,2004,4859611264.43828
cod,2005,4880026668.70294
cod,2006,4646275443.30615
cod,2007,4978714239.71656
cod,2008,5057480320.20781
cod,2009,4558180151.63583
cod,2010,4407062773.01465
cod,2011,4485746472.02416
cod,2012,4719965849.76683
cod,2013,5194493641.50079
cod,2014,5710596118.02241
cod,2015,6494793726.89622
cod,2016,7056302618.23193
cod,2017,7230907718.50614
cod,2018,7169697481.10688
cod,2019,7607946304.56823
cod,2020,7059589905.99701
cog,1978,210493332.38843
cog,1979,210493332.38843
cog,1980,244627071.35227
cog,1981,293106149.31634
cog,1982,312344889.88078
cog,1983,410801282.18381
cog,1984,435698329.31796
cog,1985,477570636.71149
cog,1986,448146966.26631
cog,1987,451349406.05188
cog,1988,480637387.15579
cog,1989,486624114.1599
cog,1990,516921065.03786
cog,1991,535530223.37923
cog,1992,508753712.21026
cog,1993,499596144.91355
cog,1994,412166820.32395
cog,1995,434831399.04047
cog,1996,438744881.79456
cog,1997,356480216.67873
cog,1998,363738863.03433
cog,1999,341362967.33904
cog,2000,386552922.12472
cog,2001,477908154.33885
cog,2002,559185051.40076
cog,2003,615266110.42161
cog,2004,667283324.66961
cog,2005,721738845.52456
cog,2006,802906663.50202
cog,2007,825221105.32655
cog,2008,840211523.97574
cog,2009,911174545.9998
cog,2010,992424571.58722
cog,2011,1048297232.02342
cog,2012,981038949.76398
cog,2013,1155828765.03509
cog,2014,1134410240.10289
cog,2015,939395318.10618
cog,2016,986519982.79506
cog,2017,917292782.32914
cog,2018,783991458.197
cog,2019,724057315.63141
col,1965,6770725860.44551
col,1966,6989193847.35971
col,1967,7446551232.76299
col,1968,7926111763.63682
col,1969,8479134553.59853
col,1970,9015984682.04462
col,1971,9785145499.21065
col,1972,10833764425.1083
col,1973,11757936091.2078
col,1974,12737478564.5303
col,1975,12895093486.0807
col,1976,13460314300.4059
col,1977,13654249182.1397
col,1978,15015767991.4283
col,1979,15934731512.294
col,1980,16127706998.8531
col,1981,15700639089.6782
col,1982,15474495941.3668
col,1983,15651435822.8638
col,1984,16588627852.0479
col,1985,17078604673.3895
col,1986,18094330050.4418
col,1987,19219289420.9512
col,1988,19583585474.413
col,1989,20683600570.3814
col,1990,21557609574.4919
col,1991,21609924757.7823
col,1992,21160826754.729
col,1993,20895089236.0789
col,1994,21276242414.2859
col,1995,22533703798.22129
col,1996,22117022596.0582
col,1997,22209619819.2636
col,1998,22145651729.8036
col,1999,20291944729.5104
col,2000,22656314554.8738
col,2001,23316110499.21989
col,2002,23814766226.2793
col,2003,24980835435.23
col,2004,26965496948.1353
col,2005,28174819701.3227
col,2006,30229248834.2584
col,2007,32576177907.6548
col,2008,32692521400.18209
col,2009,31494438726.3504
col,2010,32087462296.4114
col,2011,33880392106.0176
col,2012,34161585939.0539
col,2013,34677290322.8585
col,2014,35679522039.0501
col,2015,36394359798.7792
col,2016,37567641978.906
col,2017,36885263688.8789
col,2018,37429415697.8155
col,2019,37860871345.652
col,2020,34946834701.6659
cpv,1991,34238014.29023
cpv,1992,39771655.08958
cpv,1993,41991611.1433
cpv,1994,50944585.8533
cpv,1995,56861357.33267
cpv,1996,65306919.27627
cpv,1997,65507185.61454
cpv,1998,75374830.14835
cpv,1999,72073628.70871
cpv,2000,76807235.97805
cpv,2001,61721701.0248
cpv,2002,69004176.73292
cpv,2003,66677329.31944
cpv,2004,66540030.48458
cpv,2005,70646145.32617
cpv,2006,68987478.47981
cpv,2007,69379166.77976
cpv,2008,77839675.13125
cpv,2009,77049818.33188
cpv,2010,84995846.42988
cpv,2011,89166531.60683
cpv,2012,92787644.52839
cpv,2013,94439519.37439
cpv,2014,101753913.97804
cpv,2015,104534417.92934
cpv,2016,96753065.78715
cpv,2017,103831204.21431
cpv,2018,118813933.77704
cpv,2019,122849308.63251
cpv,2020,113639582.78473
cri,1960,599668966.25871
cri,1961,568446416.76637
cri,1962,612129983.7691
cri,1963,694036671.89923
cri,1964,773003119.94264
cri,1965,929675913.13514
cri,1966,1023343561.61216
cri,1967,1090549049.30868
cri,1968,1238261110.80831
cri,1969,1325908267.67919
cri,1970,1450938477.08125
cri,1971,1568548080.55015
cri,1972,1733761571.13742
cri,1973,1910876033.50428
cri,1974,2153935880.67334
cri,1975,2222121448.39877
cri,1976,2351071977.91646
cri,1977,2650416421.03137
cri,1978,2867714164.58344
cri,1979,2944160406.83823
cri,1980,2967682327.53201
cri,1981,2952841115.6657
cri,1982,2616253631.45231
cri,1983,2663297472.83987
cri,1984,2940240086.72259
cri,1985,2999324911.32243
cri,1986,3218302792.06694
cri,1987,3395277243.00109
cri,1988,3470043348.06347
cri,1989,3588072985.83046
cri,1990,3681320600.00937
cri,1991,3758606910.89423
cri,1992,4131649716.27768
cri,1993,4343029312.32753
cri,1994,4423288932.9687
cri,1995,4578063484.11934
cri,1996,4553784534.45941
cri,1997,4896113692.97412
cri,1998,5185159855.2699
cri,1999,5296321392.91268
cri,2000,5465373415.16573
cri,2001,5434443476.16426
cri,2002,5622885979.06624
cri,2003,5699964202.92658
cri,2004,5929138088.87614
cri,2005,6142115593.49294
cri,2006,6390884272.01305
cri,2007,6571962343.50119
cri,2008,6421666329.16859
cri,2009,5908736786.71065
cri,2010,6312553272.89698
cri,2011,6549893951.58727
cri,2012,6818477387.01053
cri,2013,6814049807.26122
cri,2014,6830655150.75045
cri,2015,6551259500.18797
cri,2016,6829693622.08651
cri,2017,7099893685.37576
cri,2018,7398416185.69449
cri,2019,7494633783.6124
cri,2020,7793930568.30379
cub,1970,4414760138.65708
cub,1971,4794204621.58573
cub,1972,5025432064.32482
cub,1973,5197116734.17987
cub,1974,5246230439.09279
cub,1975,5748777489.56526
cub,1976,6061858606.97063
cub,1977,6585099015.3302
cub,1978,7013263657.85953
cub,1979,7079176051.86362
cub,1980,6787085267.87286
cub,1981,8093755087.05852
cub,1982,8770190098.59224
cub,1983,9228939938.95378
cub,1984,9916811906.9891
cub,1985,10612721903.2514
cub,1986,10012890404.7109
cub,1987,9646863496.44256
cub,1988,10164441915.1876
cub,1989,10048876009.9251
cub,1990,9541785022.92886
cub,1991,8635971414.71201
cub,1992,7210523094.79529
cub,1993,6382027565.57946
cub,1994,6869377749.61833
cub,1995,7310666168.91048
cub,1996,7886850104.09438
cub,1997,8373997640.52742
cub,1998,7693397362.94241
cub,1999,8246711866.7592
cub,2000,8671117973.62943
cub,2001,8619013740.45802
cub,2002,8631994725.88481
cub,2003,8460898126.30118
cub,2004,8670757390.70091
cub,2005,9494612758.50105
cub,2006,9937124635.66968
cub,2007,10895734351.145
cub,2008,11464553920.8883
cub,2009,11569303261.6239
cub,2010,11695507286.6065
cub,2011,12157053435.1145
cub,2012,12423884802.2207
cub,2013,12679898681.4712
cub,2014,12221958362.2484
cub,2015,12990000000
cub,2016,12313907009.0215
cub,2017,12182294240.111
cub,2018,12070513532.2693
cub,2019,11333121443.4421
cub,2020,9682372796.66898
cym,2006,36525381.01524
cym,2007,38428537.14149
cym,2008,42454578.18313
cym,2009,39009000.36001
cym,2010,35502340.0936
cym,2011,35246609.86439
cym,2012,36640105.60422
cym,2013,37563662.5465
cym,2014,38345253.81015
cym,2015,39130805.23221
cym,2016,42290771.63087
cym,2017,43341653.66615
cym,2018,46596903.87616
cym,2019,48601944.07776
cym,2020,46921876.87507
cyp,1975,399801790.01296
cyp,1976,521029239.90965
cyp,1977,601986137.00857
cyp,1978,653881427.80275
cyp,1979,713249747.40275
cyp,1980,770127017.61976
cyp,1981,819116183.5864
cyp,1982,868105468.89619
cyp,1983,884711947.62915
cyp,1984,941589217.84616
cyp,1985,962762600.5574
cyp,1986,965668606.04179
cyp,1987,1043304064.18236
cyp,1988,1114297002.43562
cyp,1989,1143773564.84177
cyp,1990,1189856605.98089
cyp,1991,1199405421.6647
cyp,1992,1230957643.42293
cyp,1993,1157058709.11308
cyp,1994,1191517109.17265
cyp,1995,1218854926.8363
cyp,1996,1192287124.17977
cyp,1997,1206454714.83742
cyp,1998,1217101257.64353
cyp,1999,1219063996.19283
cyp,2000,1188858615.22375
cyp,2001,1160773631.66299
cyp,2002,1185527214.98524
cyp,2003,1217811864.96464
cyp,2004,1219878566.96445
cyp,2005,1209398822.66136
cyp,2006,1176604637.52889
cyp,2007,1193534685.58596
cyp,2008,1235764410.69436
cyp,2009,1150898246.31949
cyp,2010,1121026462.35646
cyp,2011,1019776343.65361
cyp,2012,930893305.74014
cyp,2013,777178203.10283
cyp,2014,783481130.09729
cyp,2015,845324531.23266
cyp,2016,967651811.45821
cyp,2017,1106506995.40476
cyp,2018,1291425985.1183
cyp,2019,1393098812.35622
cyp,2020,1317460261.05625
cze,1993,12460377946.0338
cze,1994,13670450490.3704
cze,1995,15849301285.6344
cze,1996,17334173484.425
cze,1997,17877697037.4511
cze,1998,18074170435.4896
cze,1999,19120768331.7242
cze,2000,20929925301.0824
cze,2001,21802611921.3375
cze,2002,22657899283.5002
cze,2003,22720951267.849
cze,2004,24681294781.2389
cze,2005,28246882463.5398
cze,2006,34066243203.4148
cze,2007,36284160780.5275
cze,2008,39246425123.2278
cze,2009,34354794450.9375
cze,2010,38356257939.936
cze,2011,42596392093.0942
cze,2012,40880044717.7194
cze,2013,40366725951.5219
cze,2014,41810010671.2739
cze,2015,44980659586.3611
cze,2016,47037755983.5358
cze,2017,51113816758.9817
cze,2018,52078052746.5827
cze,2019,54516835205.04089
cze,2020,50234707048.1224
deu,1991,530298365341.82001
deu,1992,514174890729.87097
deu,1993,475710830403.87097
deu,1994,489511439923.13599
deu,1995,487393524051.60895
deu,1996,474344443088.80798
deu,1997,492995743109.72601
deu,1998,498188052630.40198
deu,1999,503448674859.75293
deu,2000,539658171706.61694
deu,2001,547173357415.10498
deu,2002,533850992332.21399
deu,2003,539316574877.85101
deu,2004,558992676480.19482
deu,2005,568489130452.60095
deu,2006,617406122528.62891
deu,2007,643504284454.22998
deu,2008,630045282858.85901
deu,2009,508367700260.34003
deu,2010,605450155855.92896
deu,2011,655870171759.5
deu,2012,644119165403.08606
deu,2013,643709244770.51501
deu,2014,675887881285.73804
deu,2015,683198095582.81201
deu,2016,709911138457.26892
deu,2017,735599390845.42896
deu,2018,744276003552.69482
deu,2019,731363559102.375
deu,2020,658056400339.703
dji,2013,42440836.46257
dji,2014,63582216.02753
dji,2015,66320645.28109
dji,2016,71366775.8431
dji,2017,81924252.70246
dji,2018,89856955.56855
dma,1977,9084442.30156
dma,1978,12540055.24402
dma,1979,10396204.95578
dma,1980,13293828.96386
dma,1981,15653042.86931
dma,1982,18041625.02238
dma,1983,18394038.34261
dma,1984,17219326.09783
dma,1985,19470857.84147
dma,1986,20302946.1819
dma,1987,21507026.67431
dma,1988,23690033.91964
dma,1989,25119266.73873
dma,1990,25875761.54602
dma,1991,26914182.77104
dma,1992,28976897.04116
dma,1993,29407806.5291
dma,1994,26575106.45267
dma,1995,27182618.18976
dma,1996,28821487.06191
dma,1997,29542024.23845
dma,1998,34515143.57463
dma,1999,28545987.55323
dma,2000,30658150.45311
dma,2001,28870935.69167
dma,2002,25614390.21727
dma,2003,28044437.16563
dma,2004,30015318.26619
dma,2005,29245332.45988
dma,2006,30813560.43236
dma,2007,29570280.59832
dma,2008,25960530.62561
dma,2009,25275313.8989
dma,2010,24907981.22066
dma,2011,23445714.59766
dma,2012,24759635.33137
dma,2013,25572005.67748
dma,2014,23834239.5458
dma,2015,21566666.66667
dma,2016,17130418.16792
dma,2017,13902129.05339
dma,2018,12291516.54111
dma,2019,15823561.52418
dma,2020,16551162.7907
dnk,1966,14824659526.5028
dnk,1967,15412623346.3344
dnk,1968,16918947237.8689
dnk,1969,18166853965.8493
dnk,1970,19052702008.8508
dnk,1971,19597387316.1671
dnk,1972,20972505199.3345
dnk,1973,21445592160.8237
dnk,1974,21711510082.2309
dnk,1975,21215935145.8346
dnk,1976,21964802680.1713
dnk,1977,22441239717.7785
dnk,1978,22262468068.5629
dnk,1979,23641965917.2588
dnk,1980,24420351547.6364
dnk,1981,23924163790.6254
dnk,1982,24303749011.4136
dnk,1983,26201840694.3419
dnk,1984,27225584359.7506
dnk,1985,28187831929.80989
dnk,1986,28672500056.4302
dnk,1987,27451946887.9765
dnk,1988,27161825896.5679
dnk,1989,28165980854.3289
dnk,1990,27687901403.9658
dnk,1991,27433811678.4589
dnk,1992,27329689695.565
dnk,1993,26629184156.7432
dnk,1994,29579158271.6755
dnk,1995,31271064281.2905
dnk,1996,30144327661.7022
dnk,1997,32839510495.6336
dnk,1998,33477393883.0843
dnk,1999,33922433934.18489
dnk,2000,35153034952.8385
dnk,2001,35715654812.9103
dnk,2002,34848477078.9886
dnk,2003,33827902155.4389
dnk,2004,34408703599.0354
dnk,2005,33810337108.3948
dnk,2006,35623417209.8102
dnk,2007,36052472051.4397
dnk,2008,35829053975.4033
dnk,2009,31566277049.5115
dnk,2010,32760408478.7144
dnk,2011,34807936386.7883
dnk,2012,36228704129.2212
dnk,2013,37238085229.5079
dnk,2014,37738205710.42
dnk,2015,37541887296.2208
dnk,2016,39795712502.2215
dnk,2017,43523605534.7663
dnk,2018,44826893796.6091
dnk,2019,48035758684.5077
dnk,2020,47906644976.2204
dom,1966,1125179395.99224
dom,1967,1204428871.37144
dom,1968,1112418008.78171
dom,1969,1324100303.82004
dom,1970,1568971335.04363
dom,1971,1772136616.50049
dom,1972,1917082113.73753
dom,1973,2172450337.35744
dom,1974,2275688179.4282
dom,1975,2441493202.01548
dom,1976,2606158671.18292
dom,1977,2754300615.76262
dom,1978,2749742402.08325
dom,1979,2876232831.68592
dom,1980,3107562175.91422
dom,1981,3198726449.50173
dom,1982,3302425810.70752
dom,1983,3338321743.43261
dom,1984,3294448936.76862
dom,1985,3122946147.08212
dom,1986,3408404278.753
dom,1987,3842574131.71351
dom,1988,3817503956.47696
dom,1989,3994704513.26269
dom,1990,3823875769.42402
dom,1991,3924052200.63523
dom,1992,4318239891.87153
dom,1993,4437193128.14825
dom,1994,4556668638.685
dom,1995,4816591572.4355
dom,1996,5107236606.15386
dom,1997,5676571942.35748
dom,1998,6110559957.404
dom,1999,6605601420.26296
dom,2000,6916799903.13631
dom,2001,6687665106.56953
dom,2002,6993157485.213
dom,2003,7056010019.99155
dom,2004,7486326640.60392
dom,2005,7966898918.33638
dom,2006,8032687373.63408
dom,2007,8170179325.08773
dom,2008,8580650952.88193
dom,2009,8136351560.20215
dom,2010,8863914909.88514
dom,2011,9177243601.25337
dom,2012,9248452161.74893
dom,2013,9525284457.7533
dom,2014,10026162449.2927
dom,2015,10462971355.6293
dom,2016,10796756903.219
dom,2017,11084592806.0777
dom,2018,11772581175.1905
dom,2019,12072492920.6594
dom,2020,11797089335.7293
dza,1999,39406369899.1092
dza,2000,40785928143.844
dza,2001,40331216082.0674
dza,2002,41990312218.0855
dza,2003,45106082539.80489
dza,2004,46423433119.1878
dza,2005,48855985907.1449
dza,2006,47653171652.4639
dza,2007,47369146212.0139
dza,2008,46224047675.6626
dza,2009,43131537349.29569
dza,2010,42456560542.9509
dza,2011,41382415826.8397
dza,2012,40264955156.3819
dza,2013,38227004435.3854
dza,2014,38162087177.34
dza,2015,38462539998.4507
dza,2016,41123997576.7543
dza,2017,40705268385.3247
dza,2018,38831514412.9948
dza,2019,37478758044.5934
dza,2020,34103889789.3973
ecu,1960,1207034039.44226
ecu,1961,1253165957.79138
ecu,1962,1349992291.90875
ecu,1963,1452648483.83948
ecu,1964,1689898349.63493
ecu,1965,1957057920.73366
ecu,1966,2005308032.37791
ecu,1967,2106966371.20812
ecu,1968,2137468957.16821
ecu,1969,2324378071.11506
ecu,1970,2696987545.06465
ecu,1971,2761202393.33303
ecu,1972,2826193009.05807
ecu,1973,2941541265.353
ecu,1974,3252976637.0483
ecu,1975,4079041050.57446
ecu,1976,4452811715.55855
ecu,1977,4247051288.40462
ecu,1978,4912221859.4378
ecu,1979,5016714291.64036
ecu,1980,4951239846.3176
ecu,1981,5726518553.08743
ecu,1982,5743587077.23447
ecu,1983,5914449449.54064
ecu,1984,5933955162.77987
ecu,1985,6135224995.22692
ecu,1986,6227761096.01486
ecu,1987,6568939687.21689
ecu,1988,6467156700.76151
ecu,1989,6462005145.62114
ecu,1990,7115194783.73473
ecu,1991,7256113844.29375
ecu,1992,7398225257.79357
ecu,1993,7726150198.21899
ecu,1994,8222631529.88487
ecu,1995,7951021074.43233
ecu,1996,8505612800.93378
ecu,1997,8277430562.1517
ecu,1998,8768863664.99807
ecu,1999,8046929221.50126
ecu,2000,9434078518.74019
ecu,2001,9648759451.59564
ecu,2002,9819433212.36371
ecu,2003,9800665544.27352
ecu,2004,10232197262.7226
ecu,2005,10695922510.5733
ecu,2006,11135516962.2507
ecu,2007,11487159393.566
ecu,2008,12534002632.9791
ecu,2009,12437620496.9144
ecu,2010,12736233564.2202
ecu,2011,13549634763.089
ecu,2012,14103609811.8659
ecu,2013,14408122320.0631
ecu,2014,14437806495.9579
ecu,2015,14321156000
ecu,2016,14195078207.3382
ecu,2017,14701747842.2617
ecu,2018,14787953155.7711
ecu,2019,14669911854.7323
ecu,2020,13551153495.9957
egy,2002,34353423112.1255
egy,2003,34944278335.8445
egy,2004,35777916545.33
egy,2005,37361275242.6496
egy,2006,39528038522.9974
egy,2007,42399573383.8394
egy,2008,45803274440.7556
egy,2009,47508513969.4127
egy,2010,49914183220.0131
egy,2011,49440094037.8199
egy,2012,49804179717.48489
egy,2013,50933370592.8163
egy,2014,53364607964.7167
egy,2015,54995808625.3369
egy,2016,55411758541.6904
egy,2017,56552024249.5974
egy,2018,59255132942.5321
egy,2019,60907391703.35049
egy,2020,61739009672.747
esp,1995,113809394268.75
esp,1996,117018105548.437
esp,1997,124437418248.047
esp,1998,131238732267.578
esp,1999,138180954424.21899
esp,2000,145128724145.31201
esp,2001,150087137253.51599
esp,2002,150292397138.28101
esp,2003,152523627561.328
esp,2004,153133859651.172
esp,2005,155205320217.96899
esp,2006,158876698373.047
esp,2007,160481054012.89099
esp,2008,156364761188.672
esp,2009,138476084853.125
esp,2010,137992337232.81201
esp,2011,135781078041.797
esp,2012,127840294283.59399
esp,2013,126536616637.10899
esp,2014,129156176571.875
esp,2015,135107603717.187
esp,2016,138255291787.89099
esp,2017,146089562308.59399
esp,2018,144413088330.85901
esp,2019,145352845749.21899
esp,2020,127800351819.53101
est,1995,1075723785.05391
est,1996,1070942894.0082
est,1997,1286918454.27148
est,1998,1349794549.7832
est,1999,1336784401.62773
est,2000,1611304519.07773
est,2001,1822709995.74453
est,2002,1959475211.72031
est,2003,2106267095.68867
est,2004,2172128890.38906
est,2005,2382986267.68789
est,2006,2643691840.13672
est,2007,2773042181.46445
est,2008,2671096808.53515
est,2009,2053022681.58047
est,2010,2454015063.91992
est,2011,2818771864.76445
est,2012,2854608021.61875
est,2013,2942950766.50898
est,2014,3109057050.87734
est,2015,3183173621.48398
est,2016,3318816010.41445
est,2017,3452289301.64375
est,2018,3737332039.34843
est,2019,3805962068.71093
est,2020,3478578100.07422
eth,1981,528624408.25601
eth,1982,560877114.04794
eth,1983,605445360.02588
eth,1984,605798975.23802
eth,1985,587668822.21943
eth,1986,644929477.35449
eth,1987,693582006.90381
eth,1988,692081536.26624
eth,1989,680274034.55549
eth,1990,682199994.90387
eth,1991,443972005.8142
eth,1992,364649317.07629
eth,1993,473031575.98831
eth,1994,526213480.08295
eth,1995,572969527.14685
eth,1996,591452862.62193
eth,1997,608990911.58235
eth,1998,611328619.71482
eth,1999,664550057.3349
eth,2000,708789165.3422
eth,2001,735776870.85186
eth,2002,749088805.13935
eth,2003,758123377.30113
eth,2004,813203744.67586
eth,2005,919204236.98477
eth,2006,1013887144.02954
eth,2007,1114568718.02005
eth,2008,1217798325.86367
eth,2009,1322833241.88205
eth,2010,1444635641.99591
eth,2011,1578096761.22862
eth,2012,1764382748.75105
eth,2013,2063155860.9159
eth,2014,2406403809.18494
eth,2015,2844914210.07584
eth,2016,3496417467.48731
eth,2017,4358467125.72972
eth,2018,4655773027.35589
eth,2019,5014135718.59365
eth,2020,5390816759.14487
fin,1975,10790513251.6418
fin,1976,10872330951.2223
fin,1977,10743310135.223
fin,1978,11188063924.9945
fin,1979,12455190888.323
fin,1980,13374068383.5937
fin,1981,13791245230.4687
fin,1982,13916620187.1094
fin,1983,14304949698.8281
fin,1984,14941810098.0469
fin,1985,15589765626.1719
fin,1986,15942590725.3906
fin,1987,16894552785.5469
fin,1988,17651240576.9531
fin,1989,18437885216.4063
fin,1990,18389066649.2188
fin,1991,16163383790.625
fin,1992,16361986598.0469
fin,1993,17252925449.2187
fin,1994,19458637075.7812
fin,1995,20842199650.3906
fin,1996,21590011338.6719
fin,1997,23743575859.375
fin,1998,26243308401.95309
fin,1999,28714193609.375
fin,2000,32792762995.3125
fin,2001,33978832275.3906
fin,2002,35107206885.1562
fin,2003,36116863615.625
fin,2004,37884317650.3906
fin,2005,39330012946.875
fin,2006,43824649666.7969
fin,2007,48246058535.93751
fin,2008,46986761405.07809
fin,2009,36079140177.3437
fin,2010,38817417991.4062
fin,2011,38837389223.43751
fin,2012,34339423964.8437
fin,2013,34621240239.0625
fin,2014,34313905168.3594
fin,2015,34440389637.8906
fin,2016,36129068257.4219
fin,2017,38814089452.7344
fin,2018,37144272552.3437
fin,2019,38315918164.8437
fin,2020,37942012320.7031
fji,1965,95024272.40446
fji,1966,79289113.1239
fji,1967,121998940.565
fji,1968,127312091.34137
fji,1969,102176662.28403
fji,1970,116481387.34622
fji,1971,106468074.33299
fji,1972,111168181.87292
fji,1973,114846605.38237
fji,1974,118933614.98892
fji,1975,119546712.9223
fji,1976,129764373.68101
fji,1977,141821164.14904
fji,1978,151834531.85921
fji,1979,179217840.81377
fji,1980,165117518.19399
fji,1981,181670068.45648
fji,1982,176561265.42559
fji,1983,158782519.29636
fji,1984,185961535.20237
fji,1985,162052192.61792
fji,1986,193318218.13048
fji,1987,171452407.69777
fji,1988,170021973.4794
fji,1989,214806838.50623
fji,1990,237132376.66935
fji,1991,237212799.86191
fji,1992,241991824.84867
fji,1993,271208955.05176
fji,1994,290324959.93922
fji,1995,290759382.18908
fji,1996,304644306.28908
fji,1997,329620876.45822
fji,1998,346594428.68324
fji,1999,372362559.91904
fji,2000,352047140.86579
fji,2001,395668220.43896
fji,2002,398834274.58641
fji,2003,394788729.26703
fji,2004,445445548.09647
fji,2005,376671895.55425
fji,2006,403100738.35408
fji,2007,378874330.80742
fji,2008,417556590.25116
fji,2009,411871409.88217
fji,2010,431423643.15138
fji,2011,383622366.3733
fji,2012,376265373.28914
fji,2013,398401230.70036
fji,2014,464207313.48413
fji,2015,491487604.88177
fji,2016,520811677.10479
fji,2017,528218243.75641
fji,2018,540455120.03456
fji,2019,528082926.45385
fji,2020,503791132.2962
fra,1960,57400179073.97
fra,1961,60786147908.2843
fra,1962,65015177227.8066
fra,1963,71421064181.65781
fra,1964,75910904588.30478
fra,1965,80554028749.7944
fra,1966,86423422728.12309
fra,1967,89429613954.17709
fra,1968,94740780598.0175
fra,1969,103449355154.075
fra,1970,112902613792.526
fra,1971,120776135550.75999
fra,1972,122227755646.08099
fra,1973,129862199566.644
fra,1974,140385012876.57401
fra,1975,135433033833.62399
fra,1976,143932273153.117
fra,1977,149397866793.88199
fra,1978,151423728599.89999
fra,1979,154564901610.91
fra,1980,154591211490.08499
fra,1981,153112137607.79901
fra,1982,153066381296.19
fra,1983,155801465932.15302
fra,1984,155832351442.48901
fra,1985,157802161766.78601
