global,time,eg_cft_accs_ru_zs
world,2000,24.40191
world,2001,24.59488
world,2002,24.74874
world,2003,25.06028
world,2004,25.4048
world,2005,25.95533
world,2006,26.45845
world,2007,27.21329
world,2008,28.10498
world,2009,29.02781
world,2010,30.10865
world,2011,31.39204
world,2012,32.70017
world,2013,34.2697
world,2014,35.9188
world,2015,37.7372
world,2016,39.68212
world,2017,41.7492
world,2018,44.08791
world,2019,46.21257
world,2020,48.53045
