geo,time,st_int_trnx_cd
gtm,2014,247000000
gtm,2015,266000000
gtm,2016,278000000
gtm,2017,291000000
gtm,2018,298000000
gtm,2019,314000000
gtm,2020,90000000
guy,1996,6000000
guy,1997,7000000
guy,1998,6000000
guy,1999,7000000
guy,2000,8000000
guy,2001,7000000
guy,2002,6000000
guy,2003,4000000
hnd,1995,42000000
hnd,1996,50000000
hnd,1997,53000000
hnd,1998,61000000
hnd,1999,72000000
hnd,2000,78000000
hnd,2001,77000000
hnd,2002,72000000
hnd,2003,57000000
hnd,2004,56000000
hnd,2005,59000000
hnd,2006,70000000
hnd,2007,97000000
hnd,2008,94000000
hnd,2009,65000000
hnd,2010,85000000
hnd,2011,92000000
hnd,2012,95000000
hnd,2013,102000000
hnd,2014,99000000
hnd,2015,96000000
hnd,2016,112000000
hnd,2017,116000000
hnd,2018,150000000
hnd,2019,156000000
hnd,2020,67000000
hrv,1999,55000000
hrv,2000,66000000
hrv,2001,71000000
hrv,2002,71000000
hrv,2003,37000000
hrv,2004,33000000
hrv,2005,32000000
hrv,2006,33000000
hrv,2007,40000000
hrv,2008,44000000
hrv,2009,28000000
hrv,2010,29000000
hrv,2011,37000000
hrv,2012,36000000
hrv,2013,20000000
hrv,2014,19000000
hrv,2015,15000000
hrv,2016,9000000
hrv,2017,41000000
hrv,2018,48000000
hrv,2019,47000000
hrv,2020,14000000
hti,1998,138000000
hti,1999,135000000
hti,2000,155000000
hti,2001,150000000
hti,2002,154000000
hti,2003,160000000
hti,2004,134000000
hti,2005,119000000
hti,2006,183000000
hti,2007,275000000
hti,2008,319000000
hti,2009,364000000
hti,2010,368000000
hti,2011,396000000
hti,2012,409000000
hti,2013,356000000
hti,2014,404000000
hti,2015,432000000
hti,2016,441000000
hti,2017,423000000
hti,2018,496000000
hti,2019,337000000
hun,1995,3000000
hun,1996,9000000
hun,1997,17000000
hun,1998,20000000
hun,1999,47000000
hun,2000,71000000
hun,2001,79000000
hun,2002,78000000
hun,2003,106000000
hun,2004,61000000
hun,2005,444000000
hun,2006,440000000
hun,2007,542000000
hun,2008,632000000
hun,2009,501000000
hun,2010,493000000
hun,2011,563000000
hun,2012,571000000
hun,2013,620000000
hun,2014,676000000
hun,2015,626000000
hun,2016,572000000
hun,2017,580000000
hun,2018,600000000
hun,2019,611000000
hun,2020,175000000
idn,2002,1753000000
idn,2003,1345000000
idn,2004,1062000000
idn,2005,1156000000
idn,2006,1428000000
idn,2007,1674000000
idn,2008,3247000000
idn,2009,1592000000
idn,2010,2037000000
idn,2011,2398000000
idn,2012,2284000000
idn,2013,2605000000
idn,2014,2581000000
idn,2015,2508000000
idn,2016,2366000000
idn,2017,2656000000
idn,2018,2857000000
idn,2019,3141000000
idn,2020,327000000
ind,2000,996000000
ind,2001,1361000000
ind,2002,1362000000
ind,2003,800000000
ind,2004,967000000
ind,2005,2090000000
ind,2006,1893000000
ind,2007,2471000000
ind,2008,2477000000
ind,2012,1765000000
ind,2013,2269000000
ind,2014,2897000000
ind,2015,2848000000
ind,2016,2808000000
ind,2017,3413000000
ind,2018,4471000000
ind,2019,5680000000
ind,2020,3203000000
irl,1999,81000000
irl,2000,101000000
irl,2001,98000000
irl,2002,80000000
irl,2003,96000000
irl,2004,114000000
irl,2005,112000000
irl,2006,116000000
irl,2007,129000000
irl,2008,126000000
irl,2009,114000000
irl,2010,107000000
irl,2011,114000000
irn,1995,6000000
irn,1996,16000000
irn,1997,14000000
irn,1998,2000000
irn,1999,6000000
irn,2000,3000000
irn,2001,6000000
irn,2002,240000000
irn,2003,278000000
irn,2004,309000000
irn,2005,388000000
irn,2006,382000000
irn,2007,526000000
irn,2008,704000000
irn,2009,698000000
irn,2010,915000000
irn,2011,780000000
irn,2012,610000000
irn,2013,625000000
irn,2014,678000000
irn,2015,666000000
irn,2016,909000000
irn,2017,1061000000
irn,2018,576000000
irq,2005,188000000
irq,2006,131000000
irq,2007,66000000
irq,2008,19000000
irq,2009,14000000
irq,2010,55000000
irq,2011,43000000
irq,2012,82000000
isl,1996,4000000
isl,1997,4000000
isl,1998,3000000
isl,1999,4000000
isl,2002,2000000
isl,2003,1000000
isl,2004,2000000
isl,2005,11000000
isl,2006,8000000
isl,2007,10000000
isr,1995,506000000
isr,1996,571000000
isr,1997,669000000
isr,1998,760000000
isr,1999,845000000
isr,2000,929000000
isr,2001,942000000
isr,2002,779000000
isr,2003,791000000
isr,2004,867000000
isr,2005,885000000
isr,2006,887000000
isr,2007,991000000
isr,2008,1006000000
isr,2009,960000000
isr,2010,1018000000
isr,2011,1099000000
isr,2012,1099000000
isr,2013,1215000000
isr,2014,1345000000
isr,2015,1494000000
isr,2016,1763000000
isr,2017,1928000000
isr,2018,2097000000
isr,2019,2236000000
isr,2020,371000000
ita,1995,2390000000
ita,1996,2813000000
ita,1997,3033000000
ita,1998,2941000000
ita,1999,2700000000
ita,2000,2484000000
ita,2001,2204000000
ita,2002,2713000000
ita,2003,3144000000
ita,2004,3605000000
ita,2005,4402000000
ita,2006,4287000000
ita,2007,5426000000
ita,2015,5887000000
ita,2016,5597000000
ita,2017,6918000000
ita,2018,7640000000
ita,2019,7601000000
ita,2020,2107000000
jam,1995,25000000
jam,1996,24000000
jam,1997,24000000
jam,1998,25000000
jam,1999,29000000
jam,2000,29000000
jam,2001,21000000
jam,2002,16000000
jam,2003,17000000
jam,2004,32000000
jam,2005,41000000
jam,2006,42000000
jam,2007,42000000
jam,2008,44000000
jam,2009,43000000
jam,2010,42000000
jam,2011,54000000
jam,2012,234000000
jam,2013,214000000
jam,2014,259000000
jam,2015,178000000
jam,2016,157000000
jam,2017,184000000
jam,2018,219000000
jam,2019,224000000
jam,2020,160000000
jor,1995,294000000
jor,1996,249000000
jor,1997,237000000
jor,1998,191000000
jor,1999,181000000
jor,2000,37000000
jor,2001,42000000
jor,2002,51000000
jor,2003,51000000
jor,2004,61000000
jor,2005,68000000
jor,2006,119000000
jor,2007,141000000
jor,2008,136000000
jor,2009,138000000
jor,2010,164000000
jor,2011,119000000
jor,2012,113000000
jor,2013,110000000
jor,2014,109000000
jor,2015,107000000
jor,2016,109000000
jor,2017,110000000
jor,2018,106000000
jor,2019,108000000
jor,2020,27000000
jpn,1995,10202000000
jpn,1996,9742000000
jpn,1997,8372000000
jpn,1998,6528000000
jpn,1999,8441000000
jpn,2000,10759000000
jpn,2001,8995000000
jpn,2002,8321000000
jpn,2003,7547000000
jpn,2004,9923000000
jpn,2005,10531000000
jpn,2006,10779000000
jpn,2007,10747000000
jpn,2008,11070000000
jpn,2009,9588000000
jpn,2010,11356000000
jpn,2011,12498000000
jpn,2012,13061000000
jpn,2013,10383000000
jpn,2014,9295000000
jpn,2015,7278000000
jpn,2016,7406000000
jpn,2017,7586000000
jpn,2018,7899000000
jpn,2019,7869000000
jpn,2020,1293000000
kaz,1995,13000000
kaz,1996,45000000
kaz,1997,49000000
kaz,1998,51000000
kaz,1999,61000000
kaz,2000,75000000
kaz,2001,88000000
kaz,2002,106000000
kaz,2003,114000000
kaz,2004,153000000
kaz,2005,187000000
kaz,2006,239000000
kaz,2007,314000000
kaz,2008,283000000
kaz,2009,187000000
kaz,2010,216000000
kaz,2011,220000000
kaz,2012,337000000
kaz,2013,304000000
kaz,2014,256000000
kaz,2015,179000000
kaz,2016,133000000
kaz,2017,135000000
kaz,2018,165000000
kaz,2019,192000000
kaz,2020,35000000
ken,1995,38000000
ken,1996,36000000
ken,1997,7000000
ken,2000,24000000
ken,2001,40000000
kgz,1996,1000000
kgz,1997,7000000
kgz,1998,21000000
kgz,1999,16000000
kgz,2000,12000000
kgz,2001,9000000
kgz,2002,17000000
kgz,2003,18000000
kgz,2004,23000000
kgz,2005,36000000
kgz,2006,50000000
kgz,2007,103000000
kgz,2008,146000000
kgz,2009,126000000
kgz,2010,127000000
kgz,2011,145000000
kgz,2012,179000000
kgz,2013,155000000
kgz,2014,178000000
kgz,2015,136000000
kgz,2016,121000000
kgz,2017,130000000
kgz,2018,137000000
kgz,2019,128000000
kgz,2020,96000000
khm,1995,14000000
khm,1996,16000000
khm,1997,15000000
khm,1998,10000000
khm,1999,13000000
khm,2000,19000000
khm,2001,22000000
khm,2002,26000000
khm,2003,24000000
khm,2004,32000000
khm,2005,41000000
khm,2006,54000000
khm,2007,71000000
khm,2008,83000000
khm,2009,59000000
khm,2010,70000000
khm,2011,80000000
khm,2012,92000000
khm,2013,114000000
khm,2014,126000000
khm,2015,131000000
khm,2016,146000000
khm,2017,178000000
khm,2018,217000000
khm,2019,251000000
khm,2020,44000000
kir,2017,10670000.07629
kna,2014,12000000
kna,2015,15000000
kna,2016,14000000
kna,2017,14000000
kna,2018,15000000
kna,2019,18000000
kna,2020,5000000
kor,1995,606000000
kor,1996,809000000
kor,1997,1051000000
kor,1998,557000000
kor,1999,674000000
kor,2000,813000000
kor,2001,732000000
kor,2002,975000000
kor,2003,960000000
kor,2004,1157000000
kor,2005,1518000000
kor,2006,2138000000
kor,2007,2474000000
kor,2008,2391000000
kor,2009,1320000000
kor,2010,2022000000
kor,2011,2275000000
kor,2012,2289000000
kor,2013,2811000000
kor,2014,2944000000
kor,2015,2687000000
kor,2016,2574000000
kor,2017,2762000000
kor,2018,2889000000
kor,2019,2600000000
kor,2020,548000000
kwt,1995,266000000
kwt,1996,287000000
kwt,1997,307000000
kwt,1998,306000000
kwt,1999,304000000
kwt,2000,357000000
kwt,2001,365000000
kwt,2002,391000000
kwt,2003,402000000
kwt,2004,446000000
kwt,2005,465000000
kwt,2006,501000000
kwt,2007,631000000
kwt,2008,771000000
kwt,2009,610000000
kwt,2010,672000000
kwt,2011,815000000
kwt,2012,824000000
kwt,2013,914000000
kwt,2014,1012000000
kwt,2015,767000000
kwt,2016,895000000
kwt,2017,1174000000
lao,1995,4000000
lao,1996,6000000
lao,1997,6000000
lao,1998,6000000
lao,1999,5000000
lao,2001,4000000
lao,2002,4000000
lao,2003,4000000
lao,2004,4000000
lao,2005,5000000
lao,2006,6000000
lao,2007,6000000
lao,2008,10000000
lao,2009,8000000
lao,2010,12000000
lao,2011,11000000
lao,2012,9000000
lao,2013,3000000
lao,2014,3000000
lao,2015,4000000
lao,2016,100000.00149
lao,2017,8000000
lao,2018,13000000
lao,2019,18000000
lao,2020,9000000
lbn,2003,376000000
lbn,2004,549000000
lbn,2005,657000000
lbn,2006,777000000
lbn,2007,800000000
lbn,2008,733000000
lbn,2009,916000000
lbn,2010,353000000
lbn,2011,436000000
lbn,2012,312000000
lbn,2013,304000000
lbn,2014,203000000
lbn,2015,446000000
lbn,2016,212000000
lbn,2017,117000000
lbn,2018,141000000
lbn,2019,157000000
lbn,2020,28000000
lbr,2004,15000000
lbr,2005,17000000
lbr,2006,24000000
lbr,2007,27000000
lbr,2008,28000000
lbr,2009,22000000
lby,1995,22000000
lby,1996,18000000
lby,1997,17000000
lby,1998,142000000
lby,1999,172000000
lby,2000,98000000
lby,2001,127000000
lby,2002,68000000
lby,2003,132000000
lby,2004,186000000
lby,2005,240000000
lby,2006,247000000
lby,2007,121000000
lby,2008,62000000
lby,2009,96000000
lby,2010,137000000
lby,2012,97000000
lby,2013,173000000
lby,2014,182000000
lby,2015,99000000
lby,2016,99000000
lca,2014,21000000
lca,2015,30000000
lca,2016,27000000
lca,2017,30000000
lca,2018,30000000
lca,2019,31000000
lca,2020,9000000
lka,1995,93000000
lka,1996,91000000
lka,1997,100000000
lka,1998,124000000
lka,1999,123000000
lka,2000,143000000
lka,2001,152000000
lka,2002,175000000
lka,2003,183000000
lka,2004,203000000
lka,2005,238000000
lka,2006,293000000
lka,2007,316000000
lka,2008,349000000
lka,2009,324000000
lka,2010,375000000
lka,2011,425000000
lka,2012,509000000
lka,2013,620000000
lka,2014,659000000
lka,2015,732000000
lka,2016,753000000
lka,2017,810000000
lka,2018,827000000
lka,2019,798000000
lka,2020,354000000
lso,1995,4000000
lso,1996,4000000
lso,1997,3000000
lso,1998,3000000
lso,1999,3000000
lso,2000,3000000
lso,2001,3000000
lso,2002,2000000
lso,2003,4000000
lso,2004,7000000
lso,2005,9000000
lso,2006,3000000
lso,2007,8000000
lso,2008,5000000
lso,2009,8000000
lso,2010,8000000
lso,2011,10000000
lso,2012,7000000
lso,2013,6000000
lso,2014,7000000
lso,2015,6000000
lso,2016,4000000
lso,2017,4000000
lso,2018,5000000
lso,2019,4000000
lso,2020,1000000
ltu,1995,1000000
ltu,1996,4000000
ltu,1997,12000000
ltu,1998,12000000
ltu,1999,9000000
ltu,2000,8000000
ltu,2001,8000000
ltu,2002,8000000
ltu,2003,5000000
ltu,2004,7000000
lux,2002,21000000
lux,2003,30000000
lux,2004,42000000
lux,2005,50000000
lux,2006,62000000
lux,2007,87000000
lux,2008,103000000
lux,2009,93000000
lux,2010,88000000
lux,2011,99000000
lux,2012,96000000
lux,2013,76000000
lux,2014,78000000
lux,2015,54000000
lux,2016,51000000
lux,2017,47000000
lux,2018,59000000
lux,2019,45000000
lux,2020,38000000
lva,1995,38000000
lva,1996,34000000
lva,1997,53000000
lva,1998,50000000
lva,1999,53000000
lva,2000,34000000
lva,2001,32000000
lva,2002,37000000
lva,2003,37000000
lva,2004,51000000
lva,2005,71000000
lva,2006,84000000
lva,2007,94000000
mac,2002,20000000
mac,2003,16000000
mac,2004,17000000
mac,2005,63000000
mac,2006,73000000
mac,2007,82000000
mac,2008,74000000
mac,2009,68000000
mac,2010,83000000
mac,2011,100000000
mac,2012,72000000
mac,2013,104000000
mac,2014,131000000
mac,2015,109000000
mac,2016,96000000
mac,2017,102000000
mac,2018,104000000
mac,2019,112000000
mac,2020,41000000
mar,1995,54000000
mar,1996,53000000
mar,1997,48000000
mar,1998,73000000
mar,1999,126000000
mar,2000,81000000
mar,2001,200000000
mar,2002,225000000
mar,2003,297000000
mar,2004,338000000
mar,2005,387000000
mar,2006,420000000
mar,2007,538000000
mar,2008,820000000
mar,2009,607000000
mar,2010,676000000
mar,2011,897000000
mar,2012,842000000
mar,2013,684000000
mar,2014,817000000
mar,2015,753000000
mar,2016,852000000
mar,2017,1036000000
mar,2018,1011000000
mar,2019,926000000
mar,2020,396000000
mda,1995,17000000
mda,1996,25000000
mda,1997,10000000
mda,1998,14000000
mda,1999,12000000
mda,2000,13000000
mda,2001,15000000
mda,2002,14000000
mda,2003,19000000
mda,2004,22000000
mda,2005,29000000
mda,2006,34000000
mda,2007,57000000
mda,2008,71000000
mda,2009,64000000
mda,2010,57000000
mda,2011,72000000
mda,2012,88000000
mda,2013,93000000
mda,2014,97000000
mda,2015,86000000
mda,2016,77000000
mda,2017,78000000
mda,2018,86000000
mda,2019,93000000
mda,2020,27000000
mdg,1995,20000000
mdg,1996,17000000
mdg,1997,21000000
mdg,1998,21000000
mdg,1999,22000000
mdg,2000,24000000
mdg,2001,49000000
mdg,2002,32000000
mdg,2003,3000000
mdg,2004,15000000
mdg,2005,89000000
mdg,2006,81000000
mdg,2007,91000000
mdg,2008,123000000
mdg,2009,114000000
mdg,2010,112000000
mdg,2011,138000000
mdg,2012,127000000
mdg,2013,123000000
mdg,2014,161000000
mdg,2015,99000000
mdg,2016,159000000
mdg,2017,155000000
mdg,2018,126000000
mdg,2019,142000000
mdg,2020,18000000
mdv,1995,10000000
mdv,1996,10000000
mdv,1997,11000000
mdv,1998,13000000
mdv,1999,13000000
mdv,2000,14000000
mdv,2001,14000000
mdv,2002,14000000
mdv,2003,14000000
mdv,2004,19000000
mdv,2005,24000000
mdv,2006,28000000
mdv,2007,30000000
mdv,2008,44000000
mdv,2009,38000000
mdv,2010,47000000
mdv,2011,47000000
mdv,2012,43000000
mdv,2013,48000000
mdv,2014,63000000
mdv,2015,56000000
mdv,2016,63000000
mdv,2017,61000000
mdv,2018,76000000
mdv,2019,82000000
mdv,2020,14000000
mex,1995,416000000
mex,1996,576000000
mex,1997,662000000
mex,1998,625000000
mex,1999,651000000
mex,2000,866000000
mex,2001,983000000
mex,2002,1027000000
mex,2003,999000000
mex,2004,1075000000
mex,2005,1351000000
mex,2006,1279000000
mex,2007,1456000000
mex,2008,1678000000
mex,2009,1530000000
mex,2010,1746000000
mex,2011,1872000000
mex,2012,2286000000
mex,2013,2848000000
mex,2014,2950000000
mex,2015,2570000000
mex,2016,2520000000
mex,2017,2807000000
mex,2018,2844000000
mex,2019,2419000000
mex,2020,811000000
mhl,2005,11100000.38147
mhl,2006,12199999.80927
mhl,2007,12899999.61853
mhl,2008,12899999.61853
mhl,2009,12199999.80927
mhl,2010,10899999.61853
mhl,2011,11100000.38147
mhl,2012,12600000.38147
mhl,2013,12000000
mhl,2014,11500000
mhl,2015,11500000
mhl,2016,11500000
mhl,2017,11500000
mhl,2018,11500000
mkd,1996,4000000
mkd,1997,6000000
mkd,1998,7000000
mkd,1999,10000000
mkd,2000,24000000
mkd,2001,21000000
mkd,2002,16000000
mkd,2003,23000000
mkd,2004,30000000
mkd,2005,35000000
mkd,2006,39000000
mkd,2007,45000000
mkd,2008,54000000
mkd,2009,50000000
mkd,2010,39000000
mkd,2011,46000000
mkd,2012,42000000
mkd,2013,37000000
mkd,2014,37000000
mkd,2015,30000000
mkd,2016,24000000
mkd,2017,26000000
mkd,2018,23000000
mkd,2019,20000000
mkd,2020,6000000
mli,1995,25000000
mli,1996,29000000
mli,1997,27000000
mli,1998,29000000
mli,1999,25000000
mli,2000,26000000
mli,2001,29000000
mli,2002,26000000
mli,2003,46000000
mli,2004,59000000
mli,2005,56000000
mli,2006,76000000
mli,2007,64000000
mli,2008,81000000
mli,2009,89000000
mli,2010,56000000
mli,2011,52000000
mli,2012,62000000
mli,2013,71000000
mli,2014,87000000
mli,2015,57000000
mli,2016,56000000
mli,2017,60000000
mli,2018,76000000
mlt,1995,23000000
mlt,1996,25000000
mlt,1997,26000000
mlt,1998,28000000
mlt,1999,30000000
mlt,2000,24000000
mlt,2001,24000000
mlt,2002,26000000
mlt,2003,23000000
mlt,2004,36000000
mlt,2005,43000000
mlt,2006,42000000
mlt,2007,47000000
mmr,1997,5000000
mmr,1998,4000000
mmr,1999,5000000
mmr,2000,5000000
mmr,2001,5000000
mmr,2002,5000000
mmr,2003,4000000
mmr,2004,3000000
mmr,2005,3000000
mmr,2006,3000000
mmr,2007,3000000
mmr,2008,699999.98808
mmr,2011,9000000
mmr,2012,8000000
mmr,2013,16000000
mmr,2014,82000000
mmr,2015,121000000
mmr,2016,164000000
mmr,2017,31000000
mmr,2018,29000000
mmr,2019,28000000
mne,2007,21000000
mne,2008,37000000
mne,2009,27000000
mne,2010,26000000
mne,2011,31000000
mne,2012,28000000
mne,2013,33000000
mne,2014,32000000
mne,2015,24000000
mne,2016,25000000
mne,2017,24000000
mne,2018,5000000
mne,2019,14000000
mne,2020,8000000
mng,1995,2000000
mng,1996,18000000
mng,1997,5000000
mng,1998,5000000
mng,1999,4000000
mng,2000,3000000
mng,2001,4000000
mng,2002,6000000
mng,2003,6000000
mng,2004,14000000
mng,2005,16000000
mng,2006,24000000
mng,2007,22000000
mng,2008,32000000
mng,2009,32000000
mng,2010,54000000
mng,2011,64000000
mng,2012,73000000
mng,2013,63000000
mng,2014,56000000
mng,2015,51000000
mng,2016,54000000
mng,2017,85000000
mng,2018,103000000
mng,2019,111000000
mng,2020,23000000
moz,1999,4000000
moz,2000,14000000
moz,2001,18000000
moz,2002,2000000
moz,2003,1000000
moz,2004,6000000
moz,2005,11000000
moz,2006,17000000
moz,2007,29000000
moz,2008,33000000
moz,2009,35000000
moz,2010,31000000
moz,2011,34000000
moz,2012,61000000
moz,2013,72000000
moz,2014,78000000
moz,2015,99000000
moz,2016,45000000
moz,2017,46000000
moz,2018,3000000
moz,2019,4000000
moz,2020,5000000
mrt,1995,7000000
mrt,1996,5000000
mrt,1997,5000000
mrt,1998,5000000
mrt,2012,42000000
mrt,2013,47000000
mrt,2014,50000000
mrt,2015,30000000
mrt,2016,33000000
mrt,2017,32000000
mrt,2018,25000000
mrt,2019,25000000
mrt,2020,17000000
mus,1995,25000000
mus,1996,26000000
mus,1997,21000000
mus,1998,18000000
mus,1999,23000000
mus,2000,21000000
mus,2001,18000000
mus,2002,19000000
mus,2003,20000000
mus,2004,22000000
mus,2005,20000000
mus,2006,20000000
mus,2007,27000000
mus,2008,37000000
mus,2009,30000000
mus,2010,25000000
mus,2011,27000000
mus,2012,28000000
mus,2013,20000000
mus,2014,22000000
mus,2015,69000000
mus,2016,67000000
mus,2017,69000000
mus,2018,75000000
mus,2019,78000000
mus,2020,19000000
mwi,1995,14000000
mwi,1996,14000000
mwi,1997,11000000
mwi,1998,10000000
mwi,1999,5000000
mwi,2000,3000000
mwi,2001,12000000
mwi,2002,8000000
mwi,2003,13000000
mwi,2004,10000000
mwi,2005,30000000
mwi,2006,30000000
mwi,2007,22000000
mwi,2008,25000000
mwi,2009,28000000
mwi,2010,29000000
mwi,2011,31000000
mwi,2012,31000000
mwi,2013,28000000
mwi,2014,32000000
mwi,2015,35000000
mwi,2016,28000000
mwi,2017,34000000
mwi,2018,49000000
mwi,2019,56000000
mwi,2020,36000000
mys,1995,408000000
mys,1996,463000000
mys,1997,568000000
mys,1998,375000000
mys,1999,409000000
mys,2000,468000000
mys,2001,777000000
mys,2002,712000000
mys,2003,555000000
mys,2004,644000000
mys,2005,628000000
mys,2006,828000000
mys,2007,999000000
mys,2008,1015000000
mys,2009,688000000
mys,2010,934000000
mys,2011,956000000
mys,2012,948000000
mys,2013,1141000000
mys,2014,1451000000
mys,2015,891000000
mys,2016,867000000
mys,2017,1316000000
mys,2018,1080000000
mys,2019,1309000000
mys,2020,386000000
nam,2009,5000000
nam,2010,7000000
nam,2011,9000000
nam,2012,5000000
nam,2013,6000000
nam,2014,17000000
nam,2015,8000000
nam,2016,10000000
nam,2017,2000000
nam,2018,13000000
nam,2019,11000000
nam,2020,5000000
ncl,2008,186000000
ncl,2009,160000000
ncl,2010,164000000
ncl,2011,180000000
ncl,2012,177000000
ncl,2013,169000000
ncl,2014,159000000
ncl,2015,108000000
ncl,2016,99000000
ner,1995,13000000
ner,1996,14000000
ner,1997,12000000
ner,1998,4000000
ner,1999,4000000
ner,2000,6000000
ner,2001,7000000
ner,2002,12000000
ner,2003,17000000
ner,2004,20000000
ner,2005,12000000
ner,2006,14000000
ner,2007,19000000
ner,2008,30000000
ner,2009,30000000
ner,2010,3000000
ner,2011,17000000
ner,2012,96000000
ner,2013,34000000
ner,2014,44000000
ner,2015,70000000
ner,2016,36000000
ner,2017,40000000
ner,2018,46000000
ner,2019,42000000
nga,1995,32000000
nga,1996,14000000
nga,1997,24000000
nga,1998,22000000
nga,1999,20000000
nga,2000,19000000
nga,2001,27000000
nga,2002,29000000
nga,2003,281000000
nga,2005,261000000
nga,2006,257000000
nga,2007,1075000000
nga,2008,1230000000
nga,2009,1224000000
nga,2010,2782000000
nga,2011,2935000000
nga,2012,3099000000
nga,2013,3288000000
nga,2014,3393000000
nga,2015,3412000000
nga,2016,3445000000
nga,2017,2397000000
nga,2018,3649000000
nga,2019,2897000000
nga,2020,1065000000
nic,1995,16000000
nic,1996,19000000
nic,1997,21000000
nic,1998,24000000
nic,1999,36000000
nic,2000,48000000
nic,2001,52000000
nic,2002,56000000
nic,2003,64000000
nic,2004,65000000
nic,2005,71000000
nic,2006,88000000
nic,2007,111000000
nic,2008,121000000
nic,2009,122000000
nic,2010,104000000
nic,2011,102000000
nic,2012,105000000
nic,2013,125000000
nic,2014,118000000
nic,2015,117000000
nic,2016,129000000
nic,2017,130000000
nic,2018,130000000
nic,2019,131000000
nic,2020,39000000
nld,1995,1477000000
nld,1996,1433000000
nld,1997,1328000000
nld,1998,1469000000
nld,1999,1439000000
nld,2000,1458000000
nld,2001,1067000000
nld,2002,1225000000
nld,2003,622000000
nld,2004,589000000
nld,2012,316000000
nld,2013,311000000
nld,2014,2563000000
nld,2015,2196000000
nld,2016,2273600097.65625
nld,2017,2315899902.34375
nld,2018,2556800048.82813
nld,2019,2067699951.17188
nld,2020,406600006.10352
nld_curacao,2007,20000000
nld_curacao,2008,26000000
nld_curacao,2009,49000000
nld_curacao,2010,56000000
nld_curacao,2011,54000000
nld_curacao,2012,79000000
nld_curacao,2013,78000000
nld_curacao,2014,73000000
nld_curacao,2015,73000000
nld_curacao,2016,69000000
nld_curacao,2017,77000000
nld_curacao,2018,68000000
nld_curacao,2019,70000000
nld_curacao,2020,25000000
nor,1995,249000000
nor,1996,268000000
nor,1997,308000000
nor,1998,346000000
nor,1999,291000000
nor,2000,292000000
nor,2001,308000000
nor,2002,421000000
nor,2003,373000000
nor,2004,405000000
nor,2005,722000000
nor,2006,552000000
nor,2007,1135000000
nor,2008,1018000000
nor,2009,1120000000
nor,2010,1186000000
nor,2011,1135000000
nor,2012,1528000000
nor,2013,1651000000
nor,2014,1627000000
nor,2015,1187000000
nor,2016,1315000000
nor,2017,1220000000
nor,2018,1255000000
nor,2019,1172000000
nor,2020,370000000
npl,1995,31000000
npl,1996,30000000
npl,1997,38000000
npl,1998,29000000
npl,1999,45000000
npl,2000,36000000
npl,2001,48000000
npl,2002,39000000
npl,2003,38000000
npl,2004,51000000
npl,2005,58000000
npl,2006,76000000
npl,2007,128000000
npl,2008,164000000
npl,2009,138000000
npl,2010,126000000
npl,2011,100000000
npl,2012,149000000
npl,2013,176000000
npl,2014,176000000
npl,2015,142000000
npl,2016,47000000
npl,2017,103000000
npl,2018,82000000
npl,2019,11000000
npl,2020,4000000
omn,1998,146000000
omn,1999,142000000
omn,2000,158000000
omn,2001,185000000
omn,2002,172000000
omn,2003,174000000
omn,2004,179000000
omn,2005,195000000
omn,2006,182000000
omn,2007,200000000
omn,2008,341000000
omn,2009,393000000
omn,2010,242000000
omn,2011,325000000
omn,2012,362000000
omn,2013,398000000
omn,2014,426000000
omn,2015,439000000
omn,2016,505000000
omn,2017,580000000
omn,2018,668000000
omn,2019,771000000
omn,2020,200000000
pak,1995,208000000
pak,1996,223000000
pak,1997,238000000
pak,1998,208000000
pak,1999,263000000
pak,2000,324000000
pak,2001,303000000
pak,2002,236000000
pak,2003,238000000
pak,2004,344000000
pak,2005,473000000
pak,2006,484000000
pak,2007,482000000
pak,2008,645000000
pak,2009,413000000
pak,2010,445000000
pak,2011,727000000
pak,2012,437000000
pak,2013,555000000
pak,2014,844000000
pak,2015,984000000
pak,2016,1022000000
pak,2017,1119000000
pak,2018,1074000000
pak,2019,1346000000
pak,2020,397000000
pan,1995,60000000
pan,1996,70000000
pan,1997,78000000
pan,1998,64000000
pan,1999,69000000
pan,2000,53000000
pan,2001,53000000
pan,2002,73000000
pan,2003,59000000
pan,2004,55000000
pan,2005,117000000
pan,2006,132000000
pan,2007,150000000
pan,2008,194000000
pan,2009,165000000
pan,2010,177000000
pan,2011,174000000
pan,2012,176000000
pan,2013,216000000
pan,2014,205000000
pan,2015,217000000
pan,2016,207000000
pan,2017,211000000
pan,2018,211000000
pan,2019,211000000
pan,2020,136000000
per,1995,131000000
per,1996,142000000
per,1997,174000000
per,1998,189000000
per,1999,209000000
per,2000,218000000
per,2001,228000000
per,2002,200000000
per,2003,206000000
per,2004,209000000
per,2005,218000000
per,2006,249000000
per,2007,275000000
per,2008,310000000
per,2009,316000000
per,2010,372000000
per,2011,412000000
per,2012,461000000
per,2013,513000000
per,2014,529000000
per,2015,660000000
per,2016,658000000
per,2017,702000000
per,2018,749000000
per,2019,852799987.79297
per,2020,205000000
phl,1995,129000000
phl,1996,21000000
phl,1997,34000000
phl,1998,72000000
phl,1999,132000000
phl,2000,199000000
phl,2001,207000000
phl,2002,248000000
phl,2003,236000000
phl,2004,251000000
phl,2005,268000000
phl,2006,321000000
phl,2007,321000000
phl,2008,496000000
phl,2009,385000000
phl,2010,477000000
phl,2011,439000000
phl,2012,592000000
