geo,time,sp_pop_4549_fe_5y
abw,1960,4.52325
abw,1961,4.44924
abw,1962,4.38241
abw,1963,4.32045
abw,1964,4.25547
abw,1965,4.18574
abw,1966,4.10512
abw,1967,4.03713
abw,1968,3.97664
abw,1969,3.93772
abw,1970,3.92618
abw,1971,3.90764
abw,1972,3.89699
abw,1973,3.91128
abw,1974,3.98532
abw,1975,4.15757
abw,1976,4.37787
abw,1977,4.68553
abw,1978,5.04654
abw,1979,5.37578
abw,1980,5.58657
abw,1981,5.70158
abw,1982,5.70021
abw,1983,5.64258
abw,1984,5.57694
abw,1985,5.54455
abw,1986,5.56838
abw,1987,5.57737
abw,1988,5.59807
abw,1989,5.63335
abw,1990,5.69968
abw,1991,5.9124
abw,1992,6.1592
abw,1993,6.38856
abw,1994,6.58709
abw,1995,6.77017
abw,1996,6.91726
abw,1997,7.10552
abw,1998,7.3192
abw,1999,7.55157
abw,2000,7.79685
abw,2001,8.01053
abw,2002,8.24951
abw,2003,8.49998
abw,2004,8.74971
abw,2005,8.9812
abw,2006,9.14264
abw,2007,9.28493
abw,2008,9.4146
abw,2009,9.4875
abw,2010,9.46992
abw,2011,9.31239
abw,2012,9.04553
abw,2013,8.7123
abw,2014,8.38847
abw,2015,8.11077
abw,2016,7.87915
abw,2017,7.67966
abw,2018,7.51412
abw,2019,7.36571
abw,2020,7.22329
afg,1960,3.7393
afg,1961,3.70775
afg,1962,3.68863
afg,1963,3.67806
afg,1964,3.6708
afg,1965,3.66388
afg,1966,3.64109
afg,1967,3.62375
afg,1968,3.61075
afg,1969,3.60149
afg,1970,3.59433
afg,1971,3.57212
afg,1972,3.55553
afg,1973,3.54364
afg,1974,3.53579
afg,1975,3.53178
afg,1976,3.50049
afg,1977,3.46916
afg,1978,3.43933
afg,1979,3.41376
afg,1980,3.39548
afg,1981,3.33662
afg,1982,3.28242
afg,1983,3.23306
afg,1984,3.18379
afg,1985,3.12869
afg,1986,3.1073
afg,1987,3.08687
afg,1988,3.07646
afg,1989,3.09019
afg,1990,3.13012
afg,1991,3.23989
afg,1992,3.36087
afg,1993,3.46
afg,1994,3.5081
afg,1995,3.50296
afg,1996,3.45263
afg,1997,3.36381
afg,1998,3.26139
afg,1999,3.17433
afg,2000,3.11545
afg,2001,3.06418
afg,2002,3.03916
afg,2003,3.02961
afg,2004,3.02317
afg,2005,3.01469
afg,2006,3.01216
afg,2007,3.01099
afg,2008,3.01373
afg,2009,3.02342
afg,2010,3.0406
afg,2011,3.04766
afg,2012,3.06357
afg,2013,3.08515
afg,2014,3.10853
afg,2015,3.13214
afg,2016,3.16079
afg,2017,3.18975
afg,2018,3.22214
afg,2019,3.26204
afg,2020,3.31104
ago,1960,4.20559
ago,1961,4.23803
ago,1962,4.2592
ago,1963,4.27655
ago,1964,4.29617
ago,1965,4.31779
ago,1966,4.1997
ago,1967,4.04376
ago,1968,3.83783
ago,1969,3.61199
ago,1970,3.41809
ago,1971,3.50391
ago,1972,3.64231
ago,1973,3.79652
ago,1974,3.92296
ago,1975,4.00079
ago,1976,4.00358
ago,1977,3.9817
ago,1978,3.9482
ago,1979,3.9214
ago,1980,3.90998
ago,1981,3.9078
ago,1982,3.9174
ago,1983,3.91759
ago,1984,3.88136
ago,1985,3.79736
ago,1986,3.65715
ago,1987,3.48333
ago,1988,3.3046
ago,1989,3.15859
ago,1990,3.06318
ago,1991,2.99915
ago,1992,2.98241
ago,1993,2.98577
ago,1994,2.97328
ago,1995,2.92869
ago,1996,2.85412
ago,1997,2.75749
ago,1998,2.66607
ago,1999,2.6168
ago,2000,2.62568
ago,2001,2.67208
ago,2002,2.76138
ago,2003,2.87241
ago,2004,2.97757
ago,2005,3.06099
ago,2006,3.12108
ago,2007,3.17194
ago,2008,3.20731
ago,2009,3.22069
ago,2010,3.21134
ago,2011,3.17018
ago,2012,3.10998
ago,2013,3.05138
ago,2014,3.02215
ago,2015,3.03505
ago,2016,3.07786
ago,2017,3.15586
ago,2018,3.24852
