global,time,dt_nfl_unec_cd
world,2008,10799999.23706
world,2009,12860000.61035
world,2010,11890000.34332
world,2011,12489999.77112
world,2012,12282299.99542
world,2013,14292776.10779
world,2014,13978610.03876
world,2015,13579162.59766
world,2016,13970700.26398
world,2017,14342929.84009
world,2018,0
world,2019,0
