geo,time,sh_xpd_ghed_ch_zs
ben,2018,19.60269
ben,2019,22.65071
bfa,2000,32.5833
bfa,2001,33.63924
bfa,2002,35.60902
bfa,2003,31.18564
bfa,2004,40.30578
bfa,2005,30.94971
bfa,2006,31.69764
bfa,2007,27.36343
bfa,2008,29.28507
bfa,2009,32.30835
bfa,2010,24.93154
bfa,2011,28.95879
bfa,2012,23.12789
bfa,2013,28.98209
bfa,2014,32.53527
bfa,2015,28.37508
bfa,2016,40.08373
bfa,2017,43.30178
bfa,2018,42.50741
bfa,2019,41.81359
bgd,2000,28.69052
bgd,2001,22.07118
bgd,2002,24.71073
bgd,2003,25.0097
bgd,2004,24.43158
bgd,2005,22.19648
bgd,2006,23.08751
bgd,2007,22.87058
bgd,2008,21.33563
bgd,2009,20.35686
bgd,2010,21.02814
bgd,2011,20.92262
bgd,2012,20.47003
bgd,2013,19.73048
bgd,2014,19.03476
bgd,2015,17.6307
bgd,2016,16.42223
bgd,2017,16.69693
bgd,2018,16.98113
bgd,2019,18.62575
bgr,2000,59.55729
bgr,2001,56.07351
bgr,2002,59.33762
bgr,2003,60.71679
bgr,2004,59.42908
bgr,2005,59.57205
bgr,2006,55.67277
bgr,2007,55.74913
bgr,2008,55.39444
bgr,2009,53.80401
bgr,2010,55.24332
bgr,2011,54.13436
bgr,2012,50.79977
bgr,2013,56.56291
bgr,2014,58.2386
bgr,2015,55.8973
bgr,2016,55.13334
bgr,2017,54.93485
bgr,2018,57.63652
bgr,2019,59.15586
bhr,2000,66.03279
bhr,2001,66.88708
bhr,2002,66.71941
bhr,2003,62.43166
bhr,2004,64.97054
bhr,2005,67.61738
bhr,2006,68.94334
bhr,2007,65.51989
bhr,2008,66.06523
bhr,2009,63.90399
bhr,2010,62.96856
bhr,2011,62.53779
bhr,2012,65.3484
bhr,2013,65.18133
bhr,2014,65.06403
bhr,2015,64.88479
bhr,2016,61.3642
bhr,2017,57.9785
bhr,2018,58.83235
bhr,2019,59.20457
bhs,2000,39.57865
bhs,2001,39.90872
bhs,2002,39.59148
bhs,2003,40.50924
bhs,2004,39.83109
bhs,2005,39.37672
bhs,2006,38.45758
bhs,2007,40.03848
bhs,2008,42.86437
bhs,2009,45.56985
bhs,2010,45.07132
bhs,2011,44.60736
bhs,2012,43.49771
bhs,2013,45.63111
bhs,2014,44.95444
bhs,2015,44.35163
bhs,2016,48.65688
bhs,2017,55.3487
bhs,2018,49.94553
bhs,2019,51.96248
bih,2000,53.36356
bih,2001,59.61251
bih,2002,62.20931
bih,2003,68.37925
bih,2004,56.95884
bih,2005,54.57805
bih,2006,54.5629
bih,2007,55.33282
bih,2008,55.68478
bih,2009,68.03463
bih,2010,68.06683
bih,2011,67.671
bih,2012,68.64822
bih,2013,69.71353
bih,2014,70.36661
bih,2015,69.21732
bih,2016,70.89727
bih,2017,70.12524
bih,2018,69.86696
bih,2019,68.72327
blr,2000,78.66545
blr,2001,74.61546
blr,2002,72.53397
blr,2003,75.99232
blr,2004,76.69067
blr,2005,74.49873
blr,2006,71.47141
blr,2007,70.18518
blr,2008,65.78204
