geo,time,bx_gsr_trvl_zs
col,1980,35.61867
col,1981,38.05395
col,1982,36.25203
col,1983,27.8436
col,1984,26.42934
col,1985,22.45614
col,1986,37.72563
col,1987,29.93139
col,1988,32.74148
col,1989,25.94888
col,1990,25.375
col,1991,29.37853
col,1992,35.56912
col,1993,29.96547
col,1994,42.52433
col,1995,39.15089
col,1996,51.66772
col,1997,49.04914
col,1998,48.28565
col,1999,48.46004
col,2000,49.97174
col,2001,55.26492
col,2002,51.15539
col,2003,46.2904
col,2004,50.34391
col,2005,52.0732
col,2006,51.82795
col,2007,43.58412
col,2008,42.85398
col,2009,45.41966
col,2010,46.42761
col,2011,46.12438
col,2012,45.84448
col,2013,43.58393
col,2014,44.85299
col,2015,50.33295
col,2016,51.94885
col,2017,51.59989
col,2018,52.3822
col,2019,53.26295
col,2020,27.08159
col,2021,34.55481
com,1980,36.78647
com,1981,67.66667
com,1982,66.66667
com,1983,61.1718
com,1984,38.89369
com,1985,42.21636
com,1986,42.73504
com,1987,18.43318
com,1988,14.82662
com,1989,18.59925
com,1990,10.54237
com,1991,34.91175
com,1992,41.44055
com,1993,50.72777
com,1994,54.43871
com,1995,60.60841
com,2003,51.89999
com,2004,59.08805
com,2005,55.26954
com,2006,57.31032
com,2007,54.96342
com,2008,57.85179
com,2009,54.00676
com,2010,54.03675
com,2011,56.42471
com,2012,55.08838
com,2014,62.10151
com,2015,63.67989
com,2016,65.03984
com,2017,67.1049
com,2018,69.25233
com,2019,70.55723
com,2020,38.09648
cpv,1977,46.31902
cpv,1978,4.3923
cpv,1979,3.55396
cpv,1980,4.12448
cpv,1981,1.85404
cpv,1982,1.33717
cpv,1983,1.77478
cpv,1984,3.0479
cpv,1985,3.6019
cpv,1986,2.80475
cpv,1987,10.02445
cpv,1988,11.70654
cpv,1989,12.96724
cpv,1990,15.28329
cpv,1991,22.81798
cpv,1992,17.77421
cpv,1993,20.58776
cpv,1994,17.88477
cpv,1995,14.02358
cpv,1996,13.61601
cpv,1997,15.9093
cpv,1998,22.06717
cpv,1999,26.28457
cpv,2000,38.13965
cpv,2001,40.78004
cpv,2002,42.2904
cpv,2003,42.46985
cpv,2004,40.98509
cpv,2005,44.10271
cpv,2006,54.04088
cpv,2007,61.23232
cpv,2008,57.89647
cpv,2009,58.71695
cpv,2010,54.86883
cpv,2011,62.91369
cpv,2012,66.56962
cpv,2013,65.23263
cpv,2014,64.39834
cpv,2015,69.26944
cpv,2016,65.11703
cpv,2017,70.23669
cpv,2018,70.7575
cpv,2019,68.02816
cpv,2020,54.89271
cri,1977,47.95997
cri,1978,51.02185
cri,1979,47.67442
cri,1980,43.71782
cri,1981,55.9719
cri,1982,54.87201
cri,1983,48.29215
cri,1984,44.36697
cri,1985,44.5941
cri,1986,45.57756
cri,1987,42.92495
cri,1988,42.17987
cri,1989,42.79976
cri,1990,46.79803
cri,1991,49.23344
cri,1992,52.30001
cri,1993,56.53805
cri,1994,53.03766
cri,1995,60.56376
cri,1996,53.96314
cri,1997,52.59019
cri,1998,43.60352
cri,1999,30.57239
cri,2000,63.14095
cri,2001,56.83284
cri,2002,57.25089
cri,2003,58.7272
cri,2004,58.55736
cri,2005,58.45461
cri,2006,53.17543
cri,2007,54.84628
cri,2008,55.63431
cri,2009,48.86134
cri,2010,44.72911
cri,2011,41.9022
cri,2012,40.73649
cri,2013,42.13609
cri,2014,42.16569
cri,2015,42.4571
cri,2016,42.73519
cri,2017,42.52353
cri,2018,38.64932
cri,2019,38.68534
cri,2020,16.59545
cym,2016,23.0111
cym,2017,22.95168
cym,2018,23.87606
cym,2019,24.36663
cyp,1976,28.67036
cyp,1977,28.2325
cyp,1978,34.47205
cyp,1979,38.06991
cyp,1980,42.15168
cyp,1981,46.14691
cyp,1982,50.54665
cyp,1983,52.90557
cyp,1984,51.35659
cyp,1985,51.29339
cyp,1986,52.8686
cyp,1987,56.29046
cyp,1988,58.78245
cyp,1989,61.39146
cyp,1990,62.59534
cyp,1991,55.42029
cyp,1992,61.40273
cyp,1993,60.12053
cyp,1994,62.37046
cyp,1995,53.24259
cyp,1996,50.79694
cyp,1997,50.20901
cyp,1998,47.79876
cyp,1999,48.41811
cyp,2000,47.70932
cyp,2001,45.92875
cyp,2002,44.7874
cyp,2003,41.00531
cyp,2004,38.4053
cyp,2005,38.62193
cyp,2006,36.22013
cyp,2007,32.36314
cyp,2008,26.09829
cyp,2009,23.63417
cyp,2010,22.79469
cyp,2011,24.67021
cyp,2012,26.33058
cyp,2013,26.46979
cyp,2014,24.95209
cyp,2015,23.57269
cyp,2016,24.10241
cyp,2017,23.63859
cyp,2018,23.36955
cyp,2019,20.30853
cyp,2020,4.51865
cze,1993,28.02994
cze,1994,34.61657
cze,1995,35.02322
cze,1996,46.10229
cze,1997,44.50875
cze,1998,42.73913
cze,1999,32.49366
cze,2000,30.44143
cze,2001,30.89916
cze,2002,28.97515
cze,2003,31.08353
cze,2004,32.83349
cze,2005,37.54687
cze,2006,37.99323
cze,2007,36.63066
cze,2008,34.59225
cze,2009,35.14033
cze,2010,32.66289
cze,2011,32.47481
cze,2012,30.76606
cze,2013,29.36358
cze,2014,27.21153
cze,2015,26.01835
cze,2016,25.89704
cze,2017,25.44693
cze,2018,24.32913
cze,2019,23.98663
cze,2020,13.93304
deu,1971,24.10211
deu,1972,25.00714
deu,1973,24.48684
deu,1974,22.81592
deu,1975,22.03368
deu,1976,17.06362
deu,1977,17.48757
deu,1978,17.09255
deu,1979,17.38167
deu,1980,18.87875
deu,1981,17.36398
deu,1982,15.76186
deu,1983,17.37341
deu,1984,17.66041
deu,1985,19.00159
deu,1986,20.3409
deu,1987,21.57734
deu,1988,22.22985
deu,1989,21.84574
deu,1990,23.36533
deu,1991,24.77485
deu,1992,24.48826
deu,1993,24.59648
deu,1994,24.22426
deu,1995,24.25276
deu,1996,23.47636
deu,1997,23.0274
deu,1998,22.47712
deu,1999,22.72103
deu,2000,22.88009
deu,2001,21.76246
deu,2002,19.45728
deu,2003,19.25555
deu,2004,18.18956
deu,2005,17.89395
deu,2006,17.81963
deu,2007,16.83176
deu,2008,16.3382
deu,2009,15.32953
deu,2010,14.96432
deu,2011,15.21746
deu,2012,14.86985
deu,2013,14.91398
deu,2014,14.26824
deu,2015,13.13554
deu,2016,12.78361
deu,2017,12.44249
deu,2018,12.02053
deu,2019,11.73041
deu,2020,6.91854
dji,1991,4.09386
dji,1992,4.09386
dji,1993,7.62046
dji,1994,2.69771
dji,1995,3.30027
dji,1996,2.84737
dji,1997,2.5356
dji,1998,5.14832
dji,1999,4.38596
dji,2000,5.03099
dji,2001,4.72434
dji,2002,4.63878
dji,2003,3.2131
dji,2004,3.20021
dji,2005,2.85002
dji,2006,3.907
dji,2007,2.74236
dji,2008,2.63442
dji,2009,4.96217
dji,2010,5.36804
dji,2011,5.87689
dji,2012,6.04217
dji,2013,2.71269
dji,2014,2.86327
dji,2015,4.23079
dji,2016,3.97921
dji,2017,3.67752
dji,2018,5.47163
dji,2019,5.47119
dji,2020,3.26146
dma,1976,100
dma,1977,100
dma,1978,100
dma,1979,27.36842
dma,1980,51.78571
dma,1981,89.18919
dma,1982,100
dma,1983,100
dma,1984,91.52542
dma,1985,96.07843
dma,1986,69.62025
dma,1987,62.96296
dma,1988,62.61301
dma,1989,62.93052
dma,1990,61.20728
dma,1991,62.56922
dma,1992,61.01058
dma,1993,60.48978
dma,1994,62.29998
dma,1995,67.65647
dma,1996,64.00021
dma,1997,57.86996
dma,1998,52.62849
dma,1999,50.33986
dma,2000,53.67605
dma,2001,60.39413
dma,2002,57.22682
dma,2003,67.63836
dma,2004,69.24819
dma,2005,65.96542
dma,2006,71.56655
dma,2007,68.42613
dma,2008,67.50593
dma,2009,69.46145
dma,2010,68.43697
dma,2011,68.42251
dma,2012,62.56798
dma,2013,63.73236
dma,2014,89.27847
dma,2015,86.46249
dma,2016,80.84914
dma,2017,78.67313
dma,2018,61.00168
dma,2019,71.23773
dma,2020,37.82378
dnk,1975,23.06713
dnk,1976,22.434
dnk,1977,22.81409
dnk,1978,23.63892
dnk,1981,21.12205
dnk,1982,23.94056
dnk,1983,25.25113
dnk,1984,25.49172
dnk,1985,24.50058
dnk,1986,27.85494
dnk,1987,28.22774
dnk,1988,24.98099
dnk,1989,24.06412
dnk,1990,26.01897
dnk,1991,24.1254
dnk,1992,27.91457
dnk,1993,24.7818
dnk,1994,24.17106
dnk,1995,24.11349
dnk,1996,20.72447
dnk,1997,22.4733
dnk,1998,21.27224
dnk,1999,18.5073
dnk,2000,15.47684
dnk,2001,15.92804
dnk,2002,17.96777
dnk,2003,16.64318
dnk,2004,15.56854
dnk,2005,11.97702
dnk,2006,10.50018
dnk,2007,9.47747
dnk,2008,8.53782
dnk,2009,9.89657
dnk,2010,9.43638
dnk,2011,10.12427
dnk,2012,9.65641
dnk,2013,9.99265
dnk,2014,10.38971
dnk,2015,10.36762
dnk,2016,11.84592
dnk,2017,11.91606
dnk,2018,11.01464
dnk,2019,10.32911
dnk,2020,5.23279
dom,1968,36.11111
dom,1969,40.59633
dom,1970,38.13953
dom,1971,43.23232
dom,1972,51.81102
dom,1973,53.00699
dom,1974,57.28051
dom,1975,50.60241
dom,1976,56.41628
dom,1977,62.91752
dom,1978,60.52459
dom,1979,46.52647
dom,1980,55.78539
dom,1981,63.55514
dom,1982,71.13071
dom,1983,70.19273
dom,1984,73.89831
dom,1985,77.18638
dom,1986,73.06971
dom,1987,67.04225
dom,1988,75.81409
dom,1989,67.88013
dom,1990,66.17754
dom,1991,63.03495
dom,1992,62.36097
dom,1993,53.5021
dom,1994,55.11283
dom,1995,55.06748
dom,1996,57.41696
dom,1997,57.89372
dom,1998,55.19354
dom,1999,57.12018
dom,2000,57.94923
dom,2001,58.71997
dom,2002,57.02947
dom,2003,58.52153
dom,2004,55.59191
dom,2005,56.91661
dom,2006,59.0689
dom,2007,59.32879
dom,2008,60.58257
dom,2009,64.3402
dom,2010,76.29847
dom,2011,75.41175
dom,2012,76.32899
dom,2013,78.83311
dom,2014,79.81343
dom,2015,81.09337
dom,2016,80.8694
dom,2017,81.11395
dom,2018,80.17868
dom,2019,80.19643
dom,2020,64.47242
dza,1977,34.87008
dza,1978,28.56037
dza,1979,22.22838
dza,1980,24.07002
dza,1981,31.98044
dza,1982,27.75258
dza,1983,22.37934
dza,1984,22.52011
dza,1985,17.21557
dza,1986,18.93148
dza,1987,17.76076
dza,1988,18.04457
dza,1989,12.96394
dza,1990,12.89238
dza,1991,21.26223
dza,2005,7.33945
dza,2006,8.58034
dza,2007,7.6986
dza,2008,9.26262
dza,2009,8.38841
dza,2010,6.30592
dza,2011,5.80372
dza,2012,5.79293
dza,2013,6.61566
dza,2014,7.25491
dza,2015,9.00582
dza,2016,6.08522
dza,2017,4.53744
dza,2018,5.16244
dza,2019,3.47141
dza,2020,1.43277
ecu,1976,27.55835
ecu,1977,23.97226
ecu,1978,37.17728
ecu,1979,30.63028
ecu,1980,35.64033
ecu,1981,32.86503
ecu,1982,34.3832
ecu,1983,38.09524
ecu,1984,47.76632
ecu,1985,33.50126
ecu,1986,38.54875
ecu,1987,39.66746
ecu,1988,39.31818
ecu,1989,36.24031
ecu,1990,34.94424
ecu,1991,33.99281
ecu,1992,31.11831
ecu,1993,36.18059
ecu,1994,37.28748
ecu,1995,34.65521
ecu,1996,40.54659
ecu,1997,42.02533
ecu,1998,42.64924
ecu,1999,46.76146
ecu,2000,47.05535
ecu,2001,49.41581
ecu,2002,50.22268
ecu,2003,45.83616
ecu,2004,45.36123
ecu,2005,47.71448
ecu,2006,46.99142
ecu,2007,51.69009
ecu,2008,51.24296
ecu,2009,49.91643
ecu,2010,52.85734
ecu,2011,52.92677
ecu,2012,57.04513
ecu,2013,60.86729
ecu,2014,63.00801
ecu,2015,64.71363
ecu,2016,64.40588
ecu,2017,67.54347
ecu,2018,69.92403
ecu,2019,68.19476
ecu,2020,39.00755
egy,1977,39.65517
egy,1978,36.00376
egy,1979,26.54415
egy,1980,24.76566
egy,1981,16.46489
egy,1982,12.35651
egy,1983,9.10127
egy,1984,10.96617
egy,1985,13.77746
egy,1986,8.34681
egy,1987,17.72491
egy,1988,20.09529
egy,1989,22.88458
egy,1990,18.42237
egy,1991,20.24178
egy,1992,28.05858
egy,1993,24.40785
egy,1994,24.8575
egy,1995,31.24563
egy,1996,34.55938
egy,1997,39.73603
egy,1998,31.50719
egy,1999,41.11253
egy,2000,44.32317
egy,2001,42.02471
egy,2002,40.38433
egy,2003,41.39529
egy,2004,43.14484
egy,2005,46.78541
egy,2006,47.04701
egy,2007,46.64852
egy,2008,44.09499
egy,2009,49.97862
egy,2010,52.62192
egy,2011,45.49259
egy,2012,45.6668
egy,2013,33.11338
egy,2014,32.91457
egy,2015,32.71624
egy,2016,19.43922
egy,2017,39.79924
egy,2018,49.27143
egy,2019,52.01613
egy,2020,29.21469
eri,1995,3.08642
eri,1996,33.46044
eri,1997,56.53266
eri,1998,51.98521
eri,1999,56.33355
eri,2000,57.04625
esp,1975,63.94859
esp,1976,60.36681
esp,1977,64.91261
esp,1978,66.89615
esp,1979,63.01021
esp,1980,60.01384
esp,1981,59.28806
esp,1982,61.78591
esp,1983,60.15468
esp,1984,62.5456
esp,1985,64.04367
esp,1986,67.56896
esp,1987,67.80443
esp,1988,67.75105
esp,1989,65.80701
esp,1990,66.51053
esp,1991,65.16808
esp,1992,66.77638
esp,1993,64.33474
esp,1994,64.01726
esp,1995,62.7611
esp,1996,61.62883
esp,1997,60.45975
esp,1998,59.9084
esp,1999,62.5681
esp,2000,59.79834
esp,2001,58.20074
esp,2002,56.39807
esp,2003,57.53237
esp,2004,57.43731
esp,2005,55.95598
esp,2006,53.56965
esp,2007,52.44377
esp,2008,51.34616
esp,2009,52.2341
esp,2010,51.19604
esp,2011,50.80732
esp,2012,50.4024
esp,2013,52.61722
esp,2014,52.10203
esp,2015,51.41962
esp,2016,51.27042
esp,2017,52.56173
esp,2018,52.40665
esp,2019,50.73754
esp,2020,20.36799
est,1992,13.49374
est,1993,14.48815
est,1994,16.30454
est,1995,38.88196
est,1996,41.53587
est,1997,33.95568
est,1998,33.70273
est,1999,35.13218
est,2000,31.68982
est,2001,27.42981
est,2002,29.42987
est,2008,20.94702
est,2009,23.61797
est,2010,22.87488
est,2011,22.67595
est,2012,21.83497
est,2013,24.95534
est,2014,26.0766
est,2015,25.48559
est,2016,25.19101
est,2017,23.98844
est,2018,22.75853
est,2019,21.64299
est,2020,9.00977
est,2021,6.42737
eth,1977,3.62694
eth,1978,4.49848
eth,1979,6.65921
eth,1980,5.70108
eth,1981,8.06569
eth,1982,5.39864
eth,1983,6.0153
eth,1984,3.41969
eth,1985,3.11089
eth,1986,2.15884
eth,1987,2.58747
eth,1988,1.52889
eth,1989,2.72302
eth,1990,1.77609
eth,1991,1.38664
eth,1992,1.87033
eth,1993,3.76569
eth,1994,4.91018
eth,1995,4.7278
eth,1996,6.06321
eth,1997,5.74544
eth,1998,9.45718
eth,1999,9.9381
eth,2000,11.20728
eth,2001,10.86398
eth,2002,14.01289
eth,2003,15.00187
eth,2004,17.26099
eth,2005,16.6241
eth,2006,14.17328
eth,2007,13.58257
eth,2008,21.21759
eth,2009,18.96399
eth,2010,24.11558
eth,2011,27.47999
eth,2012,22.18854
eth,2013,18.89208
eth,2014,11.87829
eth,2015,13.11977
eth,2016,11.20436
eth,2017,12.07885
eth,2018,19.6705
eth,2019,16.22761
eth,2020,23.14817
fin,1975,29.90392
fin,1976,26.93102
fin,1977,25.76383
fin,1978,23.64415
fin,1979,24.69468
fin,1980,25.04068
fin,1981,23.54049
fin,1982,21.36456
fin,1983,19.5656
fin,1984,20.04339
fin,1985,21.1562
fin,1986,22.71335
fin,1987,23.74266
fin,1988,25.16944
fin,1989,24.84286
fin,1990,25.04593
fin,1991,29.59009
fin,1992,29.50564
fin,1993,27.30409
fin,1994,25.3002
fin,1995,22.20998
fin,1996,23.00652
fin,1997,24.67997
fin,1998,26.79803
fin,1999,23.32522
fin,2000,18.18999
fin,2001,15.61579
fin,2002,24.19581
fin,2003,24.29467
fin,2004,21.55002
fin,2005,17.78008
fin,2008,13.95699
fin,2009,13.80093
fin,2010,14.55774
fin,2011,15.88946
fin,2012,15.78212
fin,2013,15.92256
fin,2014,14.18968
fin,2015,10.62706
fin,2016,10.4174
fin,2017,11.77175
fin,2018,11.55925
fin,2019,10.83076
fin,2020,4.21391
fin,2021,3.29208
fji,1979,65.02565
fji,1980,66.75608
fji,1981,64.99574
fji,1982,64.70214
fji,1983,53.19266
fji,1984,60.35986
fji,1985,53.81194
fji,1986,62.19389
fji,1987,58.24701
fji,1988,53.85714
fji,1989,49.9723
fji,1990,48.08097
fji,1991,45.59429
fji,1992,48.3118
fji,1993,47.37126
fji,1994,50.60041
fji,1995,51.55679
fji,1996,48.58074
fji,1997,47.45411
fji,1998,49.23985
fji,1999,53.26308
fji,2000,43.2156
fji,2001,49.00223
fji,2002,50.21409
fji,2003,53.96618
fji,2004,55.12167
fji,2005,52.17649
fji,2006,54.38034
fji,2007,53.9026
fji,2008,59.01293
fji,2009,62.49084
fji,2010,64.26761
fji,2011,61.84042
fji,2012,59.68392
fji,2013,58.08646
fji,2014,60.63246
fji,2015,62.2489
fji,2016,63.50017
fji,2017,63.61632
fji,2018,58.48789
fji,2019,59.72593
fji,2020,36.64478
fra,1975,18.70914
fra,1976,18.40958
fra,1977,19.49553
fra,1978,19.98581
fra,1979,19.20308
fra,1980,18.88021
fra,1981,16.96502
fra,1982,18.9347
fra,1983,20.31769
fra,1984,21.82685
fra,1985,21.96667
fra,1986,21.756
fra,1987,22.66544
fra,1988,24.73724
fra,1989,26.78945
fra,1990,26.09843
fra,1991,26.26586
fra,1992,27.51436
fra,1993,27.28108
fra,1994,30.3047
fra,1995,29.94613
fra,1996,31.13903
fra,1997,32.32057
fra,1998,32.74965
fra,1999,35.51998
fra,2000,33.99122
fra,2001,32.06958
fra,2002,31.01172
fra,2003,31.26873
fra,2004,31.43392
fra,2005,28.67873
fra,2006,28.1141
fra,2007,27.54231
fra,2008,25.5238
fra,2009,25.55422
fra,2010,23.03862
fra,2011,23.288
fra,2012,22.75878
fra,2013,22.20581
fra,2014,21.40355
fra,2015,22.82079
fra,2016,21.34815
fra,2017,21.53981
fra,2018,21.61601
fra,2019,21.4152
fra,2020,12.80676
fro,1998,46.35437
fro,1999,43.15032
fro,2000,39.04021
fro,2001,38.35327
fro,2002,33.54377
fro,2003,39.93293
fro,2004,42.32354
fro,2005,25.78024
fro,2006,24.57748
fro,2007,28.31016
fro,2008,25.12786
fro,2009,24.71971
fro,2010,21.91691
fro,2011,19.93521
fsm,2009,69.07361
fsm,2010,69.16463
fsm,2011,67.44129
fsm,2012,65.72197
fsm,2013,70.17722
fsm,2014,66.4161
gab,1978,10.61831
gab,1979,5.85322
gab,1980,5.23476
gab,1981,2.58435
gab,1982,2.198
gab,1983,1.80345
gab,1984,1.1626
gab,1985,6.15558
gab,1986,10.28278
gab,1987,4.31884
gab,1988,3.35803
gab,1989,1.36689
gab,1990,1.27698
gab,1991,1.31291
gab,1992,1.52174
gab,1993,1.24858
gab,1994,2.379
gab,1995,7.97499
gab,1996,4.20484
gab,1997,8.00523
gab,1998,10.71481
gab,1999,5.29487
gab,2000,11.43887
gab,2001,8.93477
gab,2002,22.70191
gab,2003,8.66963
gab,2004,6.3203
gab,2005,6.37092
gab,2007,14.11024
gab,2008,18.42131
gab,2009,10.83831
gab,2010,17.84513
gab,2011,6.17466
gab,2012,12.93793
gab,2013,22.40971
gab,2014,29.89361
gab,2015,9.07029
gbr,1970,12.77351
gbr,1971,12.86223
gbr,1972,13.62392
gbr,1973,14.0408
gbr,1974,13.63882
gbr,1975,15.73625
gbr,1976,17.50374
gbr,1977,20.24907
gbr,1978,20.07132
gbr,1979,19.54113
gbr,1980,18.97402
gbr,1981,17.25263
gbr,1982,17.99151
gbr,1983,20.85972
gbr,1984,21.47153
gbr,1985,22.87327
gbr,1986,22.04666
gbr,1987,25.77898
gbr,1988,25.71906
gbr,1989,26.70773
gbr,1990,27.6281
gbr,1991,25.85439
gbr,1992,24.53232
gbr,1993,25.3024
gbr,1994,23.90432
gbr,1995,25.67452
gbr,1996,23.61193
gbr,1997,22.22107
gbr,1998,21.03913
gbr,1999,17.38154
gbr,2000,16.70006
gbr,2001,15.08838
gbr,2002,14.99598
gbr,2003,13.66237
gbr,2004,13.75944
gbr,2005,13.26822
gbr,2006,13.51234
gbr,2007,12.81132
gbr,2008,11.95771
gbr,2009,11.84499
gbr,2010,12.18966
gbr,2011,11.72808
gbr,2012,12.13695
gbr,2013,12.85168
gbr,2014,13.52248
gbr,2015,13.97366
gbr,2016,13.45065
gbr,2017,13.15179
gbr,2018,11.73793
gbr,2019,12.58205
gbr,2020,4.9522
geo,1997,23.68687
geo,1998,51.4098
geo,1999,54.54126
geo,2000,38.42884
geo,2001,31.76053
geo,2002,30.06921
geo,2003,30.35894
geo,2004,30.94758
geo,2005,32.71999
geo,2006,34.21701
geo,2007,34.66413
geo,2008,35.14524
geo,2009,35.79986
geo,2010,40.17717
geo,2011,47.29804
geo,2012,55.0708
geo,2013,57.68988
geo,2014,58.71809
geo,2015,60.52494
geo,2016,63.70923
geo,2017,67.77596
geo,2018,71.7593
geo,2019,71.04998
geo,2020,34.28177
gha,1975,1.73913
gha,1976,1.70147
gha,1977,1.15254
gha,1978,0.65898
gha,1979,1.03093
gha,1980,0.37488
gha,1981,0.33585
gha,1982,0.42002
gha,1983,3.14136
gha,1984,3.65297
gha,1985,4.21053
gha,1986,2.73573
gha,1987,2.5413
gha,1988,3.38983
gha,1989,4.20272
gha,1990,5.09259
gha,1991,5.7393
gha,1992,4.59845
gha,1993,7.3255
gha,1994,7.32203
gha,1995,7.30412
gha,1996,8.09949
gha,1997,8.85385
gha,1998,64.4137
gha,1999,65.00641
gha,2000,66.33951
gha,2001,66.06845
gha,2002,64.55217
gha,2003,65.78122
gha,2004,66.35247
gha,2005,75.56268
gha,2006,62.28675
gha,2007,49.57896
gha,2008,51.01286
gha,2009,43.3992
gha,2010,41.93529
gha,2011,38.33988
gha,2012,28.05249
gha,2013,34.77232
gha,2014,43.86024
gha,2015,13.33012
gha,2016,13.36148
gha,2017,12.86854
gha,2018,12.46692
gha,2019,14.36033
gha,2020,1.44631
gin,1986,1.79953
gin,1987,4.42164
gin,1989,23.06579
gin,1990,18.88854
gin,1991,8.89734
gin,1992,6.89245
gin,1993,3.19143
gin,1994,0.35329
gin,1995,0.7321
gin,1996,5.15564
gin,1997,0.08896
gin,1998,0.82108
gin,1999,1.49852
gin,2000,2.98006
gin,2001,0.10983
gin,2007,0.39014
gin,2008,1.46744
gin,2009,3.86213
gin,2010,3.26871
gin,2011,2.71388
gin,2012,0.88646
gin,2014,26.25702
gin,2015,29.2782
gin,2016,28.76286
gin,2017,31.26432
gin,2018,3.4056
gin,2019,9.8658
gin,2020,1.80472
gmb,1978,62.62036
gmb,1979,73.66081
gmb,1980,100
gmb,1981,100
gmb,1982,47.17871
gmb,1983,47.41443
gmb,1984,70.98796
gmb,1985,76.37324
gmb,1986,78.59389
gmb,1987,75.19962
gmb,1988,69.28427
gmb,1989,64.76098
gmb,1990,80.82971
gmb,1991,68.85066
gmb,1992,69.55462
gmb,1993,67.80311
gmb,1994,73.27325
gmb,1995,52.38451
gmb,1996,64.91397
gmb,1997,68.82524
gmb,2003,67.03784
gmb,2004,64.7142
gmb,2005,70.77431
gmb,2006,71.86345
gmb,2007,66.08621
gmb,2008,68.33115
gmb,2009,59.99001
gmb,2010,56.35179
gmb,2011,57.65314
gmb,2012,63.39965
gmb,2013,54.60701
gmb,2014,72.70423
gmb,2015,78.19386
gmb,2016,86.88253
gmb,2017,88.17728
gmb,2018,77.91962
gmb,2019,73.87097
gmb,2020,44.10633
gmb,2021,55.28882
gnb,1982,12.5
gnb,1983,8.95522
gnb,1984,18.75
gnb,1985,24.61538
gnb,1996,5.74713
gnb,1997,39.125
gnb,2001,61.14338
gnb,2002,34.64341
gnb,2003,30.61693
gnb,2004,12.51229
gnb,2005,31.25459
gnb,2006,81.74204
gnb,2007,85.02546
gnb,2008,87.27439
gnb,2009,36.1715
gnb,2010,30.16595
gnb,2011,31.49361
gnb,2012,30.64826
gnb,2013,45.60035
gnb,2014,44.27704
gnb,2015,47.61634
gnb,2016,54.28039
gnb,2017,46.91235
gnb,2018,48.47167
gnb,2019,43.90286
gnb,2020,15.67501
grc,1976,45.51991
grc,1977,45.99156
grc,1978,49.02033
grc,1979,48.3702
grc,1980,43.90676
grc,1981,47.55882
grc,1982,45.44643
grc,1983,41.16206
grc,1984,48.20117
grc,1985,54.92308
grc,1986,57.08061
grc,1987,52.35457
grc,1988,47.03573
grc,1989,40.92792
grc,1990,39.43598
grc,1991,35.54245
grc,1992,37.62217
grc,1993,40.60141
grc,1994,42.38576
grc,1995,43.05049
grc,1996,39.8267
grc,1997,40.62668
grc,1999,52.9179
grc,2000,47.8103
grc,2001,46.85027
grc,2002,49.00268
grc,2003,44.18936
grc,2004,38.30214
grc,2005,39.17156
grc,2006,40.1179
grc,2007,35.91944
grc,2008,34.35841
grc,2009,38.58325
grc,2010,33.13438
grc,2011,36.84972
grc,2012,37.39128
grc,2013,43.23643
grc,2014,43.17634
grc,2015,44.62178
grc,2016,44.52517
grc,2017,43.94415
grc,2018,43.10942
grc,2019,45.18352
grc,2020,19.30018
grd,1977,79.45205
grd,1978,87.80488
grd,1979,94.77857
grd,1980,94.66019
grd,1981,90.90909
grd,1982,89.61749
grd,1983,89.24731
grd,1984,90.27778
grd,1985,92.80872
grd,1986,76.50361
grd,1987,73.03196
grd,1988,70.58001
grd,1989,75.13661
grd,1990,77.68168
grd,1991,75.40765
grd,1992,73.42814
grd,1993,72.57867
grd,1994,76.44097
grd,1995,76.85386
grd,1996,73.80407
grd,1997,73.88862
grd,1998,69.38895
grd,1999,61.35292
grd,2000,60.55169
grd,2001,62.49607
grd,2002,69.72648
grd,2003,77.42083
grd,2004,53.95559
grd,2005,61.56047
grd,2006,72.14494
grd,2007,76.61521
grd,2008,75.65077
grd,2009,73.63756
grd,2010,73.14518
grd,2011,73.54616
grd,2012,74.2751
grd,2013,73.62203
grd,2014,89.87733
grd,2015,90.27506
grd,2016,89.94888
grd,2017,89.78791
grd,2018,90.63847
grd,2019,91.52482
grd,2020,46.08309
gtm,1977,40.99071
gtm,1978,36.7247
gtm,1979,35.71116
gtm,1980,29.16667
gtm,1981,19.66473
gtm,1982,11.15242
gtm,1983,8.46824
gtm,1984,11.875
gtm,1985,13.15529
gtm,1986,23.68634
gtm,1987,32.21731
gtm,1988,31.71604
gtm,1989,36.58045
gtm,1990,33.10868
gtm,1991,31.64778
gtm,1992,30.29316
gtm,1993,30.96608
gtm,1994,29.39068
gtm,1995,25.52859
gtm,1996,29.44777
gtm,1997,33.22097
gtm,1998,33.99286
gtm,1999,36.07172
gtm,2000,41.99251
gtm,2001,39.04509
gtm,2002,41.55158
gtm,2003,41.74297
gtm,2004,57.23373
gtm,2005,60.46032
gtm,2006,60.48456
gtm,2007,60.92306
gtm,2008,49.33202
gtm,2009,48.33568
gtm,2010,43.80222
gtm,2011,41.52597
gtm,2012,39.70528
gtm,2013,38.71485
gtm,2014,36.39851
gtm,2015,36.05918
gtm,2016,35.16493
gtm,2017,33.68482
gtm,2018,33.20464
gtm,2019,33.16381
gtm,2020,11.17318
guy,1977,20.63107
guy,1978,18.35853
guy,1979,17.12474
guy,1980,19.84127
guy,1981,16.09907
guy,1982,11.50442
guy,1983,13.31924
guy,1984,14.28571
guy,1985,55.80598
guy,1992,30.97721
guy,1993,30.74789
guy,1994,28.1738
