geo,time,fm_lbl_bmny_cn
caf,2001,108708000000
caf,2002,103184000000
caf,2003,95301000000
caf,2004,107761000000
caf,2005,127464000000
caf,2006,121609000000
caf,2007,113935000000
caf,2008,134931000000
caf,2009,150733000000
caf,2010,175045000000
caf,2011,199191000000
caf,2012,202289000000
caf,2013,213650000000
caf,2014,244800000000
caf,2015,257805000000
caf,2016,272629000000
caf,2017,300718000000
caf,2018,342964000000
caf,2019,373544000000
can,1960,14543000000
can,1961,15775000000
can,1962,16225000000
can,1963,18110000000
can,1964,19910000000
can,1965,21955000000
can,1966,28268000000
can,1967,32410000000
can,1968,36980000000
can,1969,40110000000
can,1970,44007000000
can,1971,48406000000
can,1972,55428000000
can,1973,67151000000
can,1974,79960000000
can,1975,92657000000
can,1976,109584000000
can,1977,125745000000
can,1978,146868000000
can,1979,173079000000
can,1980,194042000000
can,1981,251568000000
can,1982,266550000000
can,1983,272948000000
can,1984,293306000000
can,1985,314357000000
can,1986,341363000000
can,1987,370386000000
can,1988,415694000000
can,1989,471361000000
can,1990,509510000000
can,1991,529294000000
can,1992,563174000000
can,1993,573903000000
can,1994,600478000000
can,1995,629481000000
can,1996,654945000000
can,1997,683580000000
can,1998,700126333333.33301
can,1999,737669000000
can,2000,786527000000
can,2001,1769929603000
can,2002,1816930537000
can,2003,1826209004000
can,2004,1925976772000
can,2005,2111740913000
can,2006,2375275453000
can,2007,1768376277000
can,2008,2032249287000
che,1960,41125999999.8418
che,1961,45366999999.8257
che,1962,51619999999.7007
che,1963,56181999999.7324
che,1964,62857999999.8574
che,1965,67223999999.8569
che,1966,72202999999.8569
che,1967,77893999999.748
che,1968,87220999999.74609
che,1969,99635999999.75
che,1970,109866999999.875
che,1971,121949000000
che,1972,134833000000
che,1973,141817999999.996
che,1974,117636999999.996
che,1975,126488999999.996
che,1976,137888999999.996
che,1977,147202000000
che,1978,163813000000
che,1979,179403000000
che,1980,180265000000
che,1981,195367999999.875
che,1982,231671000000
che,1983,240677999999.875
che,1984,273807000000
che,1985,285228000000
che,1986,294737000000
che,1987,325890000000
che,1988,343568000000
che,1989,365155000000
che,1990,368203000000
che,1991,376786000000
che,1992,386571000000
che,1993,420968000000
che,1994,438464000000
che,1995,458660000000
che,1996,502538700000
che,1997,535827900000
che,1998,563145674900.32996
che,1999,637930971254.18994
che,2000,529925897179.39001
che,2001,550663269995.98999
che,2002,582227920237.02002
che,2003,630897109969.27002
che,2004,648879148731.16003
che,2005,693571985187.26001
che,2006,725518379824.43005
che,2007,749671010584.31006
che,2008,779800065383.32996
che,2009,839109763918.26001
che,2010,885270744293.91003
che,2011,984676746806.6499
che,2012,1112733772235.33008
che,2013,1158085322781.37988
che,2014,1211009298543.65991
che,2015,1211971015706.56006
che,2016,1252055587221.72998
chl,1960,0
chl,1961,696000
chl,1962,1455000
chl,1963,1204000
chl,1964,1740000
chl,1965,2131000
chl,1966,3758000
chl,1967,4823000
chl,1968,6873000
chl,1969,9499000
chl,1970,15003000
chl,1971,30300000
chl,1972,74100000
chl,1973,321600000
chl,1974,1277700000
chl,1975,5196700000
chl,1976,26599000000
chl,1977,53400000000
chl,1978,102304000000
chl,1979,187718000000
chl,1980,305098000000
chl,1981,377534000000
chl,1982,466904000000
chl,1983,536451000000
chl,1984,710546000000
chl,1985,1085192000000
chl,1986,1355460000000
chl,1987,1782831000000
chl,1988,2308706000000
chl,1989,3032870000000
chl,1990,3768172000000
chl,1991,4784603000000
chl,1992,6032436000000
chl,1993,7512645000000
chl,1994,8389333000000
chl,1995,10431928000000
chl,1996,12528127890000
chl,1997,15593429124549.09961
chl,1998,17666421526000
chl,1999,19960374076000
chl,2000,21775290788000
chl,2001,39759135091000
chl,2002,42176157627000
chl,2003,41960067077000
chl,2004,45968650827000
chl,2005,51113299505116
chl,2006,60920097300397
chl,2007,72345406544980.98438
chl,2008,72516513899949.20312
chl,2009,69109723619255.29688
chl,2010,74441162697952
chl,2011,91470842622624.1875
chl,2012,100893047982247
chl,2013,112740785462243
chl,2014,122597170621813
chl,2015,133816655723051
chl,2016,140376103903487
chl,2017,141156624671132
chl,2018,147053993886868
chl,2019,164937184546679
chl,2020,188136644376718
chn,1977,85840000000
chn,1978,88970000000
chn,1979,132780000000
chn,1980,167110000000
chn,1981,197770000000
chn,1982,226570000000
chn,1983,271280000000
chn,1984,359850000000
chn,1985,487490000000
chn,1986,634860000000
chn,1987,795740000000
chn,1988,960210000000
chn,1989,1139310000000
chn,1990,1468190000000
chn,1991,1859890000000
chn,1992,2432730000000
chn,1993,3568080000000
chn,1994,4692030000000
chn,1995,6074350000000
chn,1996,7609530000000
chn,1997,9186781000000
chn,1998,10556011000000
chn,1999,12104206000000
chn,2000,13596023000000
chn,2001,15641193000000
chn,2002,17696514000000
chn,2003,21101282000000
chn,2004,24242613000000
chn,2005,28301227000000
chn,2006,34560360000000
chn,2007,40344221000000
chn,2008,47516660000000
chn,2009,61022452307585.89844
chn,2010,72585178555593.29688
chn,2011,85159087106100
chn,2012,97414886583000
chn,2013,110652500263258
chn,2014,122837482925283
chn,2015,139227813190717
chn,2016,155006666873100
chn,2017,167577363382557
chn,2018,179292800240995
chn,2019,195218087092332
chn,2020,214766371891765
civ,1962,31780000000
civ,1963,36320000000
civ,1964,49490000000
civ,1965,48860000000
civ,1966,53950000000
civ,1967,58230000000
civ,1968,72540000000
civ,1969,91920000000
civ,1970,106780000000
civ,1971,117600000000
civ,1972,122830000000
civ,1973,147910000000
civ,1974,223210000000
civ,1975,244560000000
civ,1976,349750000000
civ,1977,524490000000
civ,1978,581610000000
civ,1979,566160000000
civ,1980,581820000000
civ,1981,639650000000
civ,1982,660340000000
civ,1983,691950000000
civ,1984,826050000000
civ,1985,939444500000
civ,1986,964894700000
civ,1987,930318800000
civ,1988,944003900000
civ,1989,867726200000
civ,1990,845408700000
civ,1991,846385300000
civ,1992,836351700000
civ,1993,824958200000
civ,1994,1210904600000
civ,1995,1429857500000
civ,1996,1486002500000
civ,1997,1607674800000
civ,1998,1704409900000
civ,1999,1675730500000
civ,2000,1646263400000
civ,2001,1721287400000
civ,2002,2233866300000
civ,2003,1615546900000
civ,2004,1737810274677.66992
civ,2005,1734737955468.88989
civ,2006,1963128517857.42969
civ,2007,2594327909926.18945
civ,2008,2802312736270.8501
civ,2009,3395556314392.12012
civ,2010,4044800677967.22949
civ,2011,4490367687026.40039
civ,2012,4708415144402.84961
civ,2013,5242357163197.09961
civ,2014,5985607687231.40039
civ,2015,7072276299086.32031
civ,2016,7852947279510.65918
civ,2017,8574900500169.69922
civ,2018,9723654645046
civ,2019,10770015310310.40039
civ,2020,13042567711704.69922
cmr,1960,14965901177.5797
cmr,1961,14996074365.4377
cmr,1962,19582398919.8573
cmr,1963,20769210975.6063
cmr,1964,23173008274.9621
cmr,1965,23253470109.2502
cmr,1966,27286619552.9394
cmr,1967,29519435454.4331
cmr,1968,35339843392.2459
cmr,1969,41973921629.2966
cmr,1970,46813700961.7236
cmr,1971,52836269258.1851
cmr,1972,58031086434.4082
cmr,1973,71035730401.2164
cmr,1974,95811940724.36819
cmr,1975,107863111954.86301
cmr,1976,134923432598.867
cmr,1977,186363689032.15399
cmr,1978,215125777471.35101
cmr,1979,263630182726.052
cmr,1980,320011801557.552
cmr,1981,411420468400.50897
cmr,1982,489644457922.43597
cmr,1983,619581268341.30005
cmr,1984,747189714430.453
cmr,1985,877192905862.6051
cmr,1986,839760049005.94092
cmr,1987,685849635060.948
cmr,1988,699851000000
cmr,1989,717011000000
cmr,1990,711923000000
cmr,1991,722450000000
cmr,1992,601653000000
cmr,1993,546130000000
cmr,1994,691078000000
cmr,1995,648545000000
cmr,1996,583034000000
cmr,1997,691348000000
cmr,1998,745091000000
cmr,1999,844165000000
cmr,2000,1005685000000
cmr,2001,1019511000000
cmr,2002,1235378000000
cmr,2003,1259436000000
cmr,2004,1353273000000
cmr,2005,1429789000000
cmr,2006,1546001000000
cmr,2007,1775920000000
cmr,2008,2023684000000
cmr,2009,2190264000000
cmr,2010,2492692000000
cmr,2011,2745211000000
cmr,2012,2743594000000
cmr,2013,3057606000000
cmr,2014,3462532000000
cmr,2015,3767336000000
cmr,2016,3955740000000
cmr,2017,4170627000000
cmr,2018,4751923000000
cod,1963,0.00015
cod,1964,0.00019
cod,1965,0.00022
cod,1966,0.00027
cod,1967,0.00038
cod,1968,0.00051
cod,1969,0.00057
cod,1970,0.00069
cod,1971,0.00075
cod,1972,0.00091
cod,1973,0.00125
cod,1974,0.00166
cod,1975,0.00183
cod,1976,0.00253
cod,1977,0.00403
cod,1978,0.00621
cod,1979,0.00652
cod,1980,0.01061
cod,1981,0.01613
cod,1982,0.02821
cod,1983,0.34217
cod,1984,0.06261
cod,1985,0.08248
cod,1986,0.12975
cod,1987,0.25211
cod,1988,0.58363
cod,1989,0.97704
cod,1990,2.88604
cod,1991,71.82113
cod,1992,2797.03712
cod,1993,82600
cod,1994,5838930
cod,1995,26720830
cod,2000,45084555984
cod,2001,63761826000
cod,2002,88273467000
cod,2003,114522211207
cod,2004,208263491671.34296
cod,2005,256873824330.34897
cod,2006,402085410831.06097
cod,2007,605487402768.86804
cod,2008,938809896969.62012
cod,2009,1466552923542.13989
cod,2010,1976389544875.96948
cod,2011,2401251180119.18018
cod,2012,2897604395912.81006
cod,2013,3440626388049.66016
cod,2014,3945032876410.70947
cod,2015,4315292338667.18945
cod,2016,5254942922917.70996
cod,2017,7055720540248.30957
cod,2018,9581773020949.83008
cog,1960,7710000000
cog,1961,8670000000
cog,1962,7240000000
cog,1963,8490000000
cog,1964,8190000000
cog,1965,7610000000
cog,1966,8360000000
cog,1967,9800000000
cog,1968,11387000000
cog,1969,11939000000
cog,1970,13998000000
cog,1971,15230000000
cog,1972,16188000000
cog,1973,18582000000
cog,1974,25853000000
cog,1975,29310000000
cog,1976,33949000000
cog,1977,34763000000
cog,1978,37102000000
cog,1979,45122000000
cog,1980,61622999999.748
cog,1981,92682999999.748
cog,1982,116970999999.60899
cog,1983,115236000000
cog,1984,123610000000
cog,1985,149541000000
cog,1986,132222000000
cog,1987,140104000000
cog,1988,133798000000
cog,1989,137933000000
cog,1990,163311000000
cog,1991,155470000000
cog,1992,169172000000
cog,1993,124240000000
cog,1994,159268000000
cog,1995,159186000000
cog,1996,184173000000
cog,1997,201699000000
cog,1998,175916000000
cog,1999,210873000000
cog,2000,334280000000
cog,2001,236519000000
cog,2002,266505000000
cog,2003,261345000000
cog,2004,313878000000
cog,2005,421764000000
cog,2006,620311000000
cog,2007,723062000000
cog,2008,961442254059
cog,2009,1008642000000
cog,2010,1330956000000
cog,2011,1837418000000
cog,2012,2201869000000
cog,2013,2225097000000
cog,2014,2528949000000
cog,2015,2240741000000
cog,2016,1903915000000
cog,2017,1683881000000
cog,2018,1582683000000
cog,2019,1704861000000
col,1960,5466000000
col,1961,6736000000
col,1962,8039000000
col,1963,9282000000
col,1964,10950000000
col,1965,12583000000
col,1966,14425000000
col,1967,17298000000
col,1968,20108000000
col,1969,24461000000
col,1970,28220000000
col,1971,31225000000
col,1972,39642000000
col,1973,52134000000
col,1974,75703000000
col,1975,102045000000
col,1976,143508000000
col,1977,194020000000
col,1978,245759000000
col,1979,306956000000
col,1980,454723000000
col,1981,628899000000
col,1982,789481000000
col,1983,1019307000000
col,1984,1258062000000
col,1985,1552808000000
col,1987,2362959000000
col,1988,2710075000000
col,1990,5795270000000
col,1991,7698500000000
col,1992,10703400000000
col,1993,14878800000000
col,1994,21683600000000
col,1995,27805500000000
col,1996,33652430000000
col,1997,41689016329080
col,1998,46424137388000
col,1999,51947429729820
col,2000,53842705388640
col,2001,64388193847064.89844
col,2002,67354883306714
col,2003,74444251413469.5
col,2004,88803635801336.09375
col,2005,104462805897153
col,2006,123213449741221
col,2007,144643042441388
col,2008,171375939568936
col,2009,185181789558089
col,2010,206399294189905
col,2011,245457918998096
col,2012,284906953722055
col,2013,324038336432888
col,2014,353820365189387
col,2015,394230174894183.0625
col,2016,422561794745971.0625
col,2017,451252773317048.9375
col,2018,474299046829808.9375
col,2019,516282375920359.0625
col,2020,581893303369813
com,1982,6399000000
com,1983,8633000000
com,1984,7227000000
com,1985,8328000000
com,1986,8688000000
com,1987,10966000000
com,1988,12669000000
com,1989,14910000000
com,1990,15490000000
com,1991,15951000000
com,1992,16789000000
com,1993,17356000000
com,1994,18624000000
com,1995,17482000000
com,1996,19188000000
com,1997,18374000000
com,1998,15773000000
com,1999,18698000000
com,2000,21415000000
com,2001,32617264097
com,2002,36290265462
com,2003,35539969464
com,2004,34511835862
com,2005,36947840520
com,2006,41567869202
com,2007,45541048334
com,2008,50792800422
com,2009,57570964610.67
com,2010,68746678707.7524
com,2011,75326963797.08009
com,2012,87372620848.99899
com,2013,89862418584.62758
com,2014,97138526203.2319
com,2015,113759242446.16
com,2016,125430538142.42599
com,2017,127709350546.04201
com,2018,138528248278.39999
com,2019,146710696231.26999
com,2020,165632009978.57999
cpv,1976,1025900000
cpv,1977,1437100000
cpv,1978,1650600000
cpv,1979,1870900000
cpv,1980,2397300000
cpv,1981,2686600000
cpv,1982,3373300000
cpv,1983,3979400000
cpv,1984,4213300000
cpv,1985,4827900000
cpv,1986,5551900000
cpv,1987,5634400000
cpv,1988,5989300000
cpv,1989,6559400000
cpv,1990,7290900000
cpv,1991,7973800000
cpv,1992,10356200000
cpv,1993,19638100000
cpv,1994,22040300000
cpv,1995,25129000000
cpv,1996,28091500000
cpv,1997,30875400000
cpv,1998,31483000000
cpv,1999,36764400000
cpv,2000,41543000000
cpv,2001,45580700000
cpv,2002,52062700000
cpv,2003,56539985816.05
cpv,2004,62523397000
cpv,2005,72389504885.3
cpv,2006,85440887942
cpv,2007,94616749339.5901
cpv,2008,101783486098.32001
cpv,2009,105306866284
cpv,2010,110999181084.97701
cpv,2011,116088044450.11
cpv,2012,123406797232.00999
cpv,2013,137490936301.00601
cpv,2014,147716210002.39099
cpv,2015,156929368375.62701
cpv,2016,170042746291.28299
cpv,2017,181104797393.125
cpv,2018,183630190391.21097
cpv,2019,199143547419.47696
cpv,2020,206632260039.004
cri,1960,562000000
cri,1961,545900000
cri,1962,617300000
cri,1963,682200000
cri,1964,733000000
cri,1965,781400000
cri,1966,806200000
cri,1967,1076200000
cri,1968,1069000000
cri,1969,1195600000
cri,1970,1277700000
cri,1971,1812000000
cri,1972,2166100000
cri,1973,2641000000
cri,1974,3446300000
cri,1975,4905000000
cri,1976,6590800000
cri,1977,8664300000
cri,1978,11082800000
cri,1979,14951500000
cri,1980,17367300000
cri,1981,32494100000
cri,1982,41382000000
cri,1983,56921000000
cri,1984,67022000000
cri,1985,76631000000
cri,1986,92685000000
cri,1987,107765000000
cri,1988,150685000000
cri,1989,175738000000
cri,1990,223895000000
cri,1991,299287000000
cri,1992,371604000000
cri,1993,427832000000
cri,1994,521880000000
cri,1995,546343000000
cri,1996,806330000000
cri,1997,439667768495
cri,1998,528966904408.08002
cri,1999,688437234247.06995
cri,2000,853911228554.06006
cri,2001,2172271459120.91992
cri,2002,2591179669561.06982
cri,2003,3230597726848.06982
cri,2004,3966986840837.54004
cri,2005,5064907416924.40039
cri,2006,6217433956043.74023
cri,2007,7489609991518.91016
cri,2008,9174989082556.62109
cri,2009,10022868258416.09961
cri,2010,10117212099261.90039
cri,2011,10666927849289.59961
cri,2012,11726464808221.19922
cri,2013,12854453478664.30078
cri,2014,14688602290853.40039
cri,2015,15280379429230.19922
cri,2016,15751944153322.30078
cri,2017,15995713033914.19922
cri,2018,16341086190170.09961
cri,2019,17001122489930.30078
cri,2020,20023406059595
cze,1993,697325000000
cze,1994,839623000000
cze,1995,1085662000000
cze,1996,1155592000000
cze,1997,1174825800000
cze,1998,1214330700000
cze,1999,1246196000000
cze,2000,1445597800000
cze,2001,1607268400000
cze,2002,1428987000000
cze,2003,1522799000000
cze,2004,1634864100000
cze,2005,1814653000000
cze,2006,2049661400000
cze,2007,2380013000000
cze,2008,2703367000000
cze,2009,2709134000000
cze,2010,2759970000000
cze,2011,2835992000000
cze,2012,2971845000000
cze,2013,3144516000000
cze,2014,3330670000000
cze,2015,3595489000000
cze,2016,3830195000000
cze,2017,4226892000000
cze,2018,4493667000000
cze,2019,4779393000000
cze,2020,5255243000000
dji,1984,38198000000
dji,1985,45227000000
dji,1986,50340000000
dji,1987,51677000000
dji,1988,55457000000
dji,1989,56803000000
dji,1990,58824000000
dji,1991,61203000000
dji,1992,57967000000
dji,1993,58498000000
dji,1994,60638000000
dji,1995,63839000000
dji,1996,59110000000
dji,1997,56421000000
dji,1998,54103000000
dji,1999,52021000000
dji,2000,52608000000
dji,2001,56569000000
dji,2002,65442100000
dji,2003,77061607000
dji,2004,87758157000
dji,2005,97719682000
dji,2006,109064480000
dji,2007,118036594000
dji,2008,142891055970
dji,2009,167196212000
dji,2010,187594432332.87
dji,2011,179214774979.32999
dji,2012,206176166880
dji,2013,220477083000
dji,2014,234780917277
dji,2015,279448061000
dji,2016,303944104000
dji,2017,370565030000
dji,2018,349879143000
dji,2019,380600841000
dji,2020,454358383000
dma,1975,36646000
dma,1976,41247000
dma,1977,45151000
dma,1978,53943000
dma,1979,77604000
dma,1980,79473000
dma,1981,81287000
dma,1982,96228000
dma,1983,105709000
dma,1984,122589000
dma,1985,128199000
dma,1986,147267000.00095
dma,1987,190844999.93896
dma,1988,209991000
dma,1989,229030000
dma,1990,272139000
dma,1991,311209000
dma,1992,354861000
dma,1993,350915000
dma,1994,368669000
dma,1995,444929794
dma,1996,473175647
dma,1997,496143264
dma,1998,511822374
dma,1999,556183765
dma,2000,538368106
dma,2001,566655157
dma,2002,620190411
dma,2003,672339574
dma,2004,716389447
dma,2005,755545478
dma,2006,840088994
dma,2007,925499156
dma,2008,977329939
dma,2009,1075929265
dma,2010,1104306522.15211
dma,2011,1133524972.64423
dma,2012,1261634218.06925
dma,2013,1300022830.45315
dma,2014,1364628556.70985
dma,2015,1412675000
dma,2016,1499080000
dma,2017,1757020000
dma,2018,1784536393.97
dma,2019,1574243690
dma,2020,1389111828.4
dnk,1960,20736000000
dnk,1961,22721000000
dnk,1962,24764000000
dnk,1963,27841000000
dnk,1964,30679000000
dnk,1965,33668000000
dnk,1966,38015000000
dnk,1967,41609000000
dnk,1968,46921000000
dnk,1969,51883000000
dnk,1970,54385000000
dnk,1971,59210000000
dnk,1972,67124000000
dnk,1973,76272000000
dnk,1974,82701000000
dnk,1975,104985000000
dnk,1976,117299000000
dnk,1977,128188000000
dnk,1978,136441000000
dnk,1979,150378000000
dnk,1980,167989999999.98401
dnk,1981,186208999999.35199
dnk,1982,206824999999.362
dnk,1983,264305999999.96896
dnk,1984,309789000000
dnk,1985,366668000000
dnk,1986,401194000000
dnk,1987,427306000000
dnk,1988,450945000000
dnk,1989,456900000000
dnk,1990,486720000000
dnk,1991,505852000000
dnk,1992,502109000000
dnk,1993,601057699000
dnk,1994,541245410000
dnk,1995,574871300000
dnk,1996,621686300000
dnk,1997,664077434000
dnk,1998,686161139000
dnk,1999,680040225000
dnk,2000,644915000000
dnk,2001,667907000000
dnk,2002,696237000000
dnk,2003,681096000000
dnk,2004,699672000000
dnk,2005,800544000000
dnk,2006,892438000000
dnk,2007,1045631000000
dnk,2008,1118828000000
dnk,2009,1169496000000
dnk,2010,1261632000000
dnk,2011,1186739000000
dnk,2012,1211047000000
dnk,2013,1097529000000
dnk,2014,1252316000000
dnk,2015,1376437000000
dnk,2016,1277266000000
dnk,2017,1343188000000
dnk,2018,1363348000000
dnk,2019,1442527940000
dnk,2020,1584466120000
dom,1960,129100000
dom,1961,126400000
dom,1962,140000000
dom,1963,157500000
dom,1964,147400000
dom,1965,195760000
dom,1966,165440000
dom,1967,161760000
dom,1968,203700000
dom,1969,236380000
dom,1970,289030000
dom,1971,364190000
dom,1972,460550000
dom,1973,599170000
dom,1974,849420000
dom,1975,1028290000
dom,1976,1063750000
dom,1977,1254870000
dom,1978,1292700000
dom,1979,1475010000
dom,1980,1650870000
dom,1981,1831670000
dom,1982,2053900000
dom,1983,2399920000
dom,1984,2977010000
dom,1985,3605950000
dom,1986,5785140000
dom,1987,6728110000
dom,1988,9700350000
dom,1989,12697480000
dom,1990,17527810000
dom,1991,23746910000
dom,1992,30134130000
dom,1993,36038070000
dom,1994,40163760000
dom,1995,46849740000
dom,1996,54875110000
dom,1997,68110390000
dom,1998,80182020000
dom,1999,97741440000
dom,2000,114160290000
dom,2001,157046252537
dom,2002,165659267756
dom,2003,310112554889.70001
dom,2004,358665026065.86603
dom,2005,385340778506.93298
dom,2006,408316043901.84998
dom,2007,478287005614.02002
dom,2008,504171417591.57697
dom,2009,572392739556.78101
dom,2010,643014281473.84705
dom,2011,723832758993.35999
dom,2012,795880492623.42004
dom,2013,890992785332.42004
dom,2014,973565746553.07007
dom,2015,1091477365948.37
dom,2016,1197920790530.67993
dom,2017,1314243666880.52002
dom,2018,1401469234355.51001
dom,2019,1565004664249.03003
dom,2020,1905406268098.15991
dza,1964,4768000000
dza,1965,5287000000
dza,1966,5779000000
dza,1967,7506000000
dza,1968,10160000000
dza,1969,11621000000
dza,1970,13075000000
dza,1971,13925000000
dza,1972,18139000000
dza,1973,20362000000
dza,1974,25770000000
dza,1975,33748000000
dza,1976,43604000000
dza,1977,51951000000
dza,1978,67459000000
dza,1979,79689000000
dza,1980,93539000000
dza,1981,109154000000
dza,1982,137890000000
dza,1983,165926000000
dza,1984,194717000000
dza,1985,223860000000
dza,1986,227016000000
dza,1987,257896000000
dza,1988,292965000000
dza,1989,308147000000
dza,1990,343324000000
dza,1991,414745000000
dza,1992,544456000000
dza,1993,584183000000
dza,1994,675928000000
dza,1995,739895000000
dza,1996,848250000000
dza,1997,1003136000000
dza,1998,1199476000000
dza,1999,1366769000000
dza,2000,1559914000000
dza,2001,2403069491382.27979
dza,2002,2836874368257.75977
dza,2003,3299459519201.00977
dza,2004,3644293407790.02002
dza,2005,4070442630560.5498
dza,2006,4870071993159.82031
dza,2007,5994607617030.44043
dza,2008,6955967773528.55957
dza,2009,7292694702848.36914
dza,2010,8280740465950.38086
dza,2011,9929187740063.11914
dza,2012,11015134770498
dza,2013,11941507586741.90039
dza,2014,13663911696251.19922
dza,2015,13704511417483.30078
dza,2016,13816309327311.69922
dza,2017,14974234178039.30078
dza,2018,16636712469882.19922
dza,2019,16510684196822.30078
dza,2020,17740006563278.69922
ecu,1960,150266666.66
ecu,1961,134944444.44444
ecu,1962,152111111.10444
ecu,1963,158333333.33333
ecu,1964,181788888.88778
ecu,1965,186061111.11222
ecu,1966,224542222.22222
ecu,1967,259580000
ecu,1968,324160000
ecu,1969,366621111.11111
ecu,1970,324538000.00488
ecu,1971,376710000.00519
ecu,1972,467936000.00686
ecu,1973,619036000.00931
ecu,1974,919398000.01423
ecu,1975,999910000.01446
ecu,1976,1380254000.02114
ecu,1977,1670786000.02615
ecu,1978,1765928000.0259
ecu,1979,2222328000.03738
ecu,1980,2892086000.04928
ecu,1981,3228228000.05452
ecu,1982,3029370181.03604
ecu,1983,2455552347.5245
ecu,1984,2941922460.01134
ecu,1985,2534803707.5718
ecu,1986,2029697952.21843
ecu,1987,1923913611.73815
ecu,1988,1527192928.4872
ecu,1989,1410551982.35711
ecu,1990,2120440255.06718
ecu,1991,2247480267.90914
ecu,1992,2347308146.9432
ecu,1993,3444998643.39606
ecu,1994,4792046051.12384
ecu,1995,5116570552.42004
ecu,1996,5752511924.34663
ecu,1997,6274907389.34056
ecu,1998,5247644555.43628
ecu,1999,2581210000
ecu,2000,3794460000
ecu,2001,4999540526
ecu,2002,6805482660.9209
ecu,2003,8023104760
ecu,2004,9978286642
ecu,2005,11930039270
ecu,2006,13477484941
ecu,2007,15648273231
ecu,2008,19388551217
ecu,2009,20762982419
ecu,2010,24175991197
ecu,2011,28193760874
ecu,2012,32975183886
ecu,2013,37577439203
ecu,2014,43191756733
ecu,2015,41107061552
ecu,2016,48437875254
ecu,2017,38745337920
ecu,2018,40557270730
ecu,2019,44148605459
ecu,2020,48545077540
egy,1960,485000000
egy,1961,541400000
egy,1962,577400000
egy,1963,688800000
egy,1964,800400000
egy,1965,851900000
egy,1966,865000000
egy,1967,916500000
egy,1968,944500000
egy,1969,998700000
egy,1970,1052700000
egy,1971,1084500000
egy,1972,1255300000
egy,1973,1536200000
egy,1974,2000400000
egy,1975,2429800000
egy,1976,3061000000
egy,1977,4102800000
egy,1978,5211700000
egy,1979,6844300000
egy,1980,10363600000
egy,1981,13565700000
egy,1982,17791700000
egy,1983,21817200000
egy,1984,25929300000
egy,1985,30675500000
egy,1986,37102200000
egy,1987,44878400000
egy,1988,54548600000
egy,1989,64093500000
egy,1990,82507800000
egy,1991,98463900000
egy,1992,117593700000
egy,1993,133173700000
egy,1994,148108700000
egy,1995,162766300000
egy,1996,180403500000
egy,1997,199836500000
egy,1998,221371700000
egy,1999,233909400000
egy,2000,260999200000
egy,2001,295490900000
egy,2002,332812500000
egy,2003,403634200000
egy,2004,469181371315
egy,2005,523087281585
egy,2006,601561424441
egy,2007,716545371900
egy,2008,791660072800
egy,2009,866650802300
egy,2010,974275947800.45996
egy,2011,1039210326479.27002
egy,2012,1167524792867.47998
egy,2013,1388078592508.44995
egy,2014,1606928410391.46997
egy,2015,1905896869795.19995
egy,2016,2658900370337.87012
egy,2017,3202658622939.2998
egy,2018,3628680751017.2002
egy,2019,4110515518102.92969
egy,2020,4920524925863.82031
eri,1995,3218503741.4076
eri,1996,3895768670.078
eri,1997,4989370656.31337
eri,1998,6013402939.00469
eri,1999,8183590266.81634
eri,2000,9596427661.67
eri,2001,12702856853.392
eri,2002,15339710073.666
eri,2003,17650170813.37
eri,2004,19714072679.75
eri,2005,21816771075.67
eri,2006,23073943958.69
eri,2007,25869048931.61
eri,2008,29975956821.51
eri,2009,34688597639.84
eri,2010,40096769013.43
eri,2011,45960580966
eri,2012,52578621574.67
eri,2013,61236808235.71
eri,2014,69140312073.42
eth,1960,254900000
eth,1961,262000000
eth,1962,291400000
eth,1963,306800000
eth,1964,384840000
eth,1965,436150000
eth,1966,463340000
eth,1967,471840000
eth,1968,524750000
eth,1969,604840000
eth,1970,639730000
eth,1971,651280000
eth,1972,755900000
eth,1973,981810000
eth,1974,1134620000
eth,1975,1243920000
eth,1976,1402880000
eth,1977,1651860000
eth,1978,1861450000
eth,1979,2107890000
eth,1980,2196490000
eth,1981,2438310000
eth,1982,2689390000
eth,1983,3078170000
eth,1984,3377910000
eth,1985,3956460000
eth,1986,4407140000
eth,1987,4655340000
eth,1988,5170940000
eth,1989,5976210000
eth,1990,7163930000
eth,1991,8304900000
eth,1992,9568750000
eth,1993,10409087000
eth,1994,12821381000
eth,1995,13979153000
eth,1996,15243596000
eth,1997,18265646000
eth,1998,18065925000
eth,1999,20541924425.29
eth,2000,23227549934.28
eth,2001,25474989750.29
eth,2002,29534207177.2
eth,2003,33207649361.12
eth,2004,39604927589.52
eth,2005,46968234702.71
eth,2006,56358903846.37
eth,2007,68877681617.97
eth,2008,84987957702.58998
fji,1961,27353000
fji,1962,27595000
fji,1963,34859000
fji,1964,41571000
fji,1965,38130000
fji,1966,40632000
fji,1967,42859000
fji,1968,47133000
fji,1969,55226000
fji,1970,65261000
fji,1971,77653000
fji,1972,94967000
fji,1973,107691000
fji,1974,149394000
fji,1975,190036000
fji,1976,193032000
fji,1977,229017000
fji,1978,245820000
fji,1979,296826000
fji,1980,333239000
fji,1981,350889000
fji,1982,378690000
fji,1983,429308000
fji,1984,477401000
fji,1985,486397000
fji,1986,570882000
fji,1987,595105000
fji,1988,716641000
fji,1989,779126000
fji,1990,979314000
fji,1991,1121762000
fji,1992,1285237000
fji,1993,1366663000
fji,1994,1401389000
fji,1995,1464328000
fji,1996,1476944000
