geo,time,ne_dab_totl_kd
chl,1965,30430279942.7004
chl,1966,33493913818.02209
chl,1967,34510553811.4902
chl,1968,36106128745.3901
chl,1969,38061810565.7875
chl,1970,38476560083.8248
chl,1971,42652150293.2983
chl,1972,44341145105.7866
chl,1973,41889034218.985
chl,1974,37245443674.6447
chl,1975,32509958370.8667
chl,1976,32011508106.6142
chl,1977,36477611271.53249
chl,1978,39542963650.4613
chl,1979,42710596928.0404
chl,1980,45462476234.29849
chl,1981,50786640307.1487
chl,1982,42342428128.75929
chl,1983,39756381956.7471
chl,1984,40610746702.9868
chl,1985,40897373018.4756
chl,1986,42783253245.054
chl,1987,46264135868.045
chl,1988,49603812652.3354
chl,1989,55415765076.3597
chl,1990,56829310587.5967
chl,1991,60754062235.0411
chl,1992,69349923547.6154
chl,1993,75873409672.00861
chl,1994,80577002348.4225
chl,1995,91527877465.7852
chl,1996,97628628085.00899
chl,1997,105696602145.189
chl,1998,110095646114.384
chl,1999,106470216208.868
chl,2000,111744734782.28999
chl,2001,114215195050.952
chl,2002,117065476470.877
chl,2003,122600458589.603
chl,2004,133530434889.459
chl,2005,147807641797.354
chl,2006,158141301533.83701
chl,2007,170569998871.11099
chl,2008,182515667310.73901
chl,2009,177077958494.45901
chl,2010,195349506056.508
chl,2011,213529636331.97
chl,2012,228611835255.89999
chl,2013,237851043085.91901
chl,2014,239941007794.97198
chl,2015,244454672303.15897
chl,2016,250139862563.49399
chl,2017,255350314828.98401
chl,2018,265675926493.332
chl,2019,269876043657.93097
chl,2020,248636030877.66696
chn,1995,1407476337294.26001
chn,1996,1582112027217.97998
chn,1997,1688288806936.96997
chn,1998,1849267728879.96948
chn,1999,2048962029241.27002
chn,2000,2266829783829.79004
chn,2001,2528801617278.2002
chn,2002,2797672927964.66943
chn,2003,3142581631023.68945
chn,2004,3524903469417.8999
chn,2005,3931572867587.31055
chn,2006,4413498127804.08984
chn,2007,5067103292958.64941
chn,2008,5601390628181.44922
chn,2009,6439316574917.7002
chn,2010,7244035396740.25879
chn,2011,8014424040465.67871
chn,2012,8649122664343.63867
chn,2013,9364943915230.83008
chn,2014,10088332644496.19922
chn,2015,10754672090293.09961
chn,2016,11600888354508.19922
chn,2017,12384216676515.5
chn,2018,13298833175383.40039
chn,2019,14001300533584.90039
chn,2020,14243272556306.69922
civ,2008,29196867936.7453
civ,2009,28465188864.875
civ,2010,31697340885.5471
civ,2011,26079865661.8413
civ,2012,33781381103.6498
civ,2013,36631203525.047
civ,2014,40981185557.5118
civ,2015,44900437525.1708
civ,2016,49098838876.1589
civ,2017,52824539839.1135
civ,2018,58207300362.9664
civ,2019,59610714740.5912
civ,2020,59888534518.346
cmr,1960,4027006198.87252
cmr,1961,4092481477.90214
cmr,1962,4236949075.18629
cmr,1963,4376217896.10636
cmr,1964,4522945659.0551
cmr,1965,4758549565.21451
cmr,1966,5030745111.85641
cmr,1967,4434587535.40901
cmr,1968,4818497398.62144
cmr,1969,4908128689.36404
cmr,1970,5170617801.88562
cmr,1971,5717347276.04674
cmr,1972,5808481934.80844
cmr,1973,5920483757.08911
cmr,1974,6270204132.40653
cmr,1975,7186370425.4216
cmr,1976,6791497483.72808
cmr,1977,8126888411.38492
cmr,1978,9732905211.11252
cmr,1979,10132169201.6743
cmr,1980,9501749576.65276
cmr,1981,11960334225.9312
cmr,1982,12818929182.8633
cmr,1983,13248530366.1292
cmr,1984,13757875457.1427
cmr,1985,14857382753.1369
cmr,1986,17106749587.3535
cmr,1987,16901839836.8415
cmr,1988,14158995017.7023
cmr,1989,12137288558.5397
cmr,1990,12179765489.556
cmr,1991,11965749827.9013
cmr,1992,10526040815.8941
cmr,1993,11425714690.6296
cmr,1994,12047678221.7566
cmr,1995,12109577515.6076
cmr,1996,12792408162.3373
cmr,1997,13793579940.1325
cmr,1998,14544393998.4871
cmr,1999,15328778675.3951
cmr,2000,16295034227.7831
cmr,2001,17193179711.5804
cmr,2002,17892406524.9143
cmr,2003,18730663888.5037
cmr,2004,20022155624.7515
cmr,2005,20928862015.6728
cmr,2006,21461496026.3982
cmr,2007,22365522320.5177
cmr,2008,23820970771.0256
cmr,2009,24736027273.4078
cmr,2010,25558327077.999
cmr,2011,26588284328.1776
cmr,2012,27924837605.8944
cmr,2013,29917547787.6669
cmr,2014,31967938287.1486
cmr,2015,33357512309.55
cmr,2016,34713635923.4402
cmr,2017,35926422293.6859
cmr,2018,37792322745.038
cmr,2019,39742982025.3199
cmr,2020,39431625379.5487
cod,1993,17747554241.6072
cod,1994,16602329606.6938
cod,1995,16864899123.9141
cod,1996,16029787260.8337
cod,1997,15334778982.1226
cod,1998,15624205593.955
cod,1999,14969262431.9702
cod,2000,15129420672.3142
cod,2001,14846748661.6887
cod,2002,14371078437.0536
cod,2003,17155981179.5981
cod,2004,18096365463.9539
cod,2005,19693142979.6375
cod,2006,20388212491.7829
cod,2007,22000981204.6939
cod,2008,22613295953.8333
cod,2009,24412713608.6874
cod,2010,27395819071.4384
cod,2011,29801095011.5665
cod,2012,33970141940.5567
cod,2013,36777332121.3455
cod,2014,39256571018.299
cod,2015,40226019699.1312
cod,2016,40431978670.4385
cod,2017,42190151428.0387
cod,2018,43426182559.501
cod,2019,49305107982.8408
cod,2020,50961938152.66129
cog,1960,2030929854.57743
cog,1961,2446566444.28257
cog,1962,1771425121.45486
cog,1963,1387375727.47879
cog,1964,1351677338.00603
cog,1965,1418437769.44838
cog,1966,1696745315.94109
cog,1967,2036505788.2197
cog,1968,2052412489.83963
cog,1969,2066806183.24299
cog,1970,2064500844.84954
cog,1971,2250416718.45082
cog,1972,2469581201.62124
cog,1973,2717254293.22081
cog,1974,2995289345.65425
cog,1975,3379839225.0028
cog,1976,2959215868.19094
cog,1977,2494379154.54539
cog,1978,2306672749.58336
cog,1979,2308913547.34393
cog,1980,3110522948.81301
cog,1981,4795993877.99016
cog,1982,6633645402.0682
cog,1983,5729844094.94943
cog,1984,5466000217.00348
cog,1985,5389740044.46997
cog,1986,4119683316.01899
cog,1987,3396411273.95946
cog,1988,3170842636.58474
cog,1989,2971777714.0907
cog,1990,3059121800.26596
cog,1991,3811173237.34822
cog,1992,3431469407.27203
cog,1993,4036660280.94254
cog,1994,5476677733.7641
cog,1995,4481240302.10974
cog,1996,4307909176.16318
cog,1997,4011456526.964
cog,1998,3618849642.15749
cog,1999,4261315573.93067
cog,2000,4609727780.73495
cog,2001,5055931911.71558
cog,2002,5345272214.29692
cog,2003,5683444141.4806
cog,2004,5854955172.78839
cog,2005,6459361886.00342
cog,2006,6965318509.50575
cog,2007,9691098767.75822
cog,2008,9334920242.45499
cog,2009,9488181988.88474
cog,2010,12417102507.0742
cog,2011,10475601621.3499
cog,2012,12489694911.554
cog,2013,13147884987.1457
cog,2014,14731535424.271
cog,2015,16311308602.5734
cog,2016,14065604800.5895
cog,2017,9960868362.89167
cog,2018,8984118409.34176
cog,2019,8607589140.59254
cog,2020,7908082701.49196
col,1960,28199501968.7272
col,1961,30230636203.3325
col,1962,31935420862.25529
col,1963,33159003480.05009
col,1964,36297132083.0349
col,1965,35742437108.4383
col,1966,39195749039.2418
col,1967,39381340993.4975
col,1968,42296659304.1639
col,1969,44793183936.4245
col,1970,49114248326.1625
col,1971,53443526098.4066
col,1972,55291374070.1031
col,1973,58591783122.34209
col,1974,62804714581.80129
col,1975,62486549855.2823
col,1976,66850270744.4134
col,1977,70708436738.45369
col,1978,76538611936.0807
col,1979,79883609324.31329
col,1980,84795612222.7404
col,1981,88634258463.74541
col,1982,90785527792.9673
col,1983,90703722718.66071
col,1984,92140179711.41609
col,1985,92544846249.98448
col,1986,95485284892.62529
col,1987,99989883706.9897
col,1988,105021698314.508
col,1989,107091323197.927
col,1990,109735850552.45599
col,1991,110238429489.078
col,1992,119748480751.55299
col,1993,132525735108.84399
col,1994,147117108608.802
col,1995,155700856119.46201
col,1996,157965731034.99899
col,1997,164529575161.78
col,1998,162477634930.20401
col,1999,147385560826.621
col,2000,151317247038.702
col,2001,155147696183.81299
col,2002,159274619197.39099
col,2003,165604016925.38901
col,2004,174522332901.112
col,2005,184470813447.80496
col,2006,199260296098.20001
col,2007,215186224901.30801
col,2008,226339882231.93799
col,2009,227377491122.97296
col,2010,240894854331.565
col,2011,260713366506.91101
col,2012,273551269130.61801
col,2013,289631471593.09497
col,2014,306967016692.81097
col,2015,314202560731.21198
col,2016,318064508199.46301
col,2017,321604413962.69293
col,2018,332711752724.19702
col,2019,346393966273.29797
col,2020,321279135106.45801
com,1980,454548525.31451
com,1981,472116478.82411
com,1982,502254605.96557
com,1983,526468448.58174
com,1984,548107677.32151
com,1985,560606581.3651
com,1986,571074302.14288
com,1987,580428435.60387
com,1988,596027566.73739
com,1989,577069856.25645
com,1990,606450744.0225
com,1991,573729094.41736
com,1992,622673484.21977
com,1993,641390659.61606
com,1994,607546513.83013
com,1995,629479729.55346
com,1996,621348938.79932
com,1997,646391379.51069
com,1998,654682437.93937
com,1999,667279337.57633
com,2000,739666344.07064
com,2001,756922225.89442
com,2002,774519043.26071
com,2003,790815725.66784
com,2004,805996236.89051
com,2005,828865579.02066
com,2006,850804852.52319
com,2007,843284181.4764
com,2008,891295187.8135
com,2009,936478714.90208
com,2010,948106608.62361
com,2011,988397668.48465
com,2012,1043414856.7068
com,2013,1076499664.20109
com,2014,1102320600.59537
com,2015,1135399207.23269
com,2016,1165945216.85197
com,2017,1225472662.62828
com,2018,1271817269.18039
cpv,2007,1791027826.30702
cpv,2008,1840382145.85252
cpv,2009,1848216497.07834
cpv,2010,1906215950.44011
cpv,2011,1958272955.4377
cpv,2012,1820277396.4077
cpv,2013,1769461553.9715
cpv,2014,1885688980.44506
cpv,2015,1824363558.33888
cpv,2016,1936939928.72401
cpv,2017,2107279980.101
cpv,2018,2159464766.6938
cpv,2019,2199067688.32812
cpv,2020,2189882654.45821
cri,1960,5389009839.53737
cri,1961,5831503905.84705
cri,1962,5980951432.39139
cri,1963,6325872130.63845
cri,1964,6766157435.2952
cri,1965,7876506119.33462
cri,1966,8075549936.90349
cri,1967,8480457557.64023
cri,1968,8884871665.11648
cri,1969,9388490977.05629
cri,1970,10373525877.6
cri,1971,10883642260.8385
cri,1972,11259814024.6783
cri,1973,11942933694.4746
cri,1974,12658462463.477
cri,1975,12810665622.9984
cri,1976,13751671981.8615
cri,1977,15703647355.3556
cri,1978,16706319024.3968
cri,1979,17388314181.3206
cri,1980,17378897204.3429
cri,1981,15167814779.0383
cri,1982,13606505187.4261
cri,1983,14522805375.703
cri,1984,15563448401.2215
cri,1985,16222705649.3248
cri,1986,17531673979.2555
cri,1987,18141413004.2445
cri,1988,18299116508.9996
cri,1989,19240084187.5754
cri,1990,20066861345.91949
cri,1991,19534620452.86
cri,1992,21739445402.99129
cri,1993,23872686452.2454
cri,1994,24957785442.0485
cri,1995,25560296652.4903
cri,1996,25668822877.94
cri,1997,27407613950.064
cri,1998,29567463765.2654
cri,1999,29878973584.2055
cri,2000,29899495465.744
cri,2001,30714090050.7251
cri,2002,32232004280.8424
cri,2003,33695291138.9772
cri,2004,34391034885.3278
cri,2005,35854645798.2247
cri,2006,37776616356.6034
cri,2007,41220415988.0832
cri,2008,43951902895.42071
cri,2009,43213594823.1825
cri,2010,45523145433.2541
cri,2011,47899092643.2754
cri,2012,51002172800.1917
cri,2013,52372895973.739
cri,2014,54641651370.9152
cri,2015,56872144031.2234
cri,2016,59110807252.638
cri,2017,61351049374.2474
cri,2018,62440696552.5273
cri,2019,62970744983.4054
cri,2020,61131159993.6678
cub,1970,26337339445.2685
cub,1971,28597969139.0565
cub,1972,29977218500.3828
cub,1973,31005214493.8091
cub,1974,31311611910.9458
cub,1975,34287251583.4566
cub,1976,36140456095.0954
cub,1977,39280474121.7007
cub,1978,41866284281.1422
cub,1979,42341930276.0346
cub,1980,40340512031.5514
cub,1981,48160504417.3035
cub,1982,52451683311.8857
cub,1983,55303206675.059
cub,1984,59895068643.3918
cub,1985,61177053257.3584
cub,1986,59918420956.0811
cub,1987,59205314567.8118
cub,1988,61509379320.8476
cub,1989,63138141961.8616
cub,1990,60256795118.8764
cub,1991,52974574011.6144
cub,1992,43325964323.5687
cub,1993,38915551913.7724
cub,1994,38971786428.1972
cub,1995,39362911939.9276
cub,1996,41805717292.6434
cub,1997,43006641391.0104
cub,1998,43105313956.7423
cub,1999,45146888862.5266
cub,2000,46532419499.6486
cub,2001,48122687464.7072
cub,2002,48911197799.5543
cub,2003,51542616869.5368
cub,2004,53760871383.3231
cub,2005,56754477228.9018
cub,2006,65782595091.7074
cub,2007,68560267002.7751
cub,2008,69724154912.93179
cub,2009,69040336320.3443
cub,2010,72698301858.0616
cub,2011,73561991190.56558
cub,2012,75335015027.7668
cub,2013,78160094868.9355
cub,2014,79803019526.99049
cub,2015,84797000000
cub,2016,87613679280.2941
cub,2017,89060430599.91078
cub,2018,91071901074.31799
cub,2019,91377236626.15329
cub,2020,83357950924.4386
cyp,1975,3257129173.76083
cyp,1976,4124287793.22387
cyp,1977,5165294407.36818
cyp,1978,5522060520.95638
cyp,1979,6114394109.88249
cyp,1980,6416975502.359
cyp,1981,6140313605.38397
cyp,1982,6544782152.89164
cyp,1983,6882385405.38876
cyp,1984,7694386154.68937
cyp,1985,7873086339.36644
cyp,1986,7504227161.21404
cyp,1987,8239592782.3941
cyp,1988,9321126053.23358
cyp,1989,10464735108.8686
cyp,1990,10809236398.3199
cyp,1991,10930777462.6639
cyp,1992,12567305499.1913
cyp,1993,10592053867.9664
cyp,1994,11307358508.6459
cyp,1995,12473855118.4212
cyp,1996,12595125749.8899
cyp,1997,13052177883.9001
cyp,1998,13436592079.4169
cyp,1999,14157165888.9715
cyp,2000,15009819249.922
cyp,2001,15467289421.7633
cyp,2002,16357654014.952
cyp,2003,17048189684.3888
cyp,2004,18311954386.6273
cyp,2005,18981391945.6809
cyp,2006,20220991656.4455
cyp,2007,21729656454.99509
cyp,2008,24080980441.8703
cyp,2009,22147485674.0997
cyp,2010,23163434293.155
cyp,2011,22195903764.3258
cyp,2012,21066065099.5815
cyp,2013,19019035581.37469
cyp,2014,18804400104.6674
cyp,2015,19323288583.1577
cyp,2016,20970369729.9332
cyp,2017,22620581497.5275
cyp,2018,23416086917.2373
cyp,2019,24818157940.715
cyp,2020,24041537196.4163
cze,1990,116991416637.024
cze,1991,92437153635.8555
cze,1992,96588585558.2092
cze,1993,98702080024.39149
cze,1994,106269698216.373
cze,1995,114026972915.28999
cze,1996,122772701864.93201
cze,1997,122364754306.621
cze,1998,120397296610.60001
cze,1999,122340810000.508
cze,2000,126610335891.05099
cze,2001,131626444433.15199
cze,2002,136460917729.55901
cze,2003,142004614055.59201
cze,2004,146402723715.63599
cze,2005,151191178413.53699
cze,2006,158372925453.52899
cze,2007,168544092687.63699
cze,2008,171903978860.71399
cze,2009,162915148127.44601
cze,2010,166189664108.94901
cze,2011,166096488642.716
cze,2012,162548096956.146
cze,2013,162189664108.94901
cze,2014,166826566390.569
cze,2015,176860328268.71301
cze,2016,179023690228.16199
cze,2017,186666802174.90701
cze,2018,195580791706.896
cze,2019,201820458356.62399
cze,2020,190273733421.414
deu,1970,1447258204051.15991
deu,1971,1507558589796.58008
deu,1972,1572992394337.45996
deu,1973,1625210126239.88989
deu,1974,1597743024010.06006
deu,1975,1619195189467.20996
deu,1976,1700220255257.63989
deu,1977,1755083376554.91992
deu,1978,1819174438609.95996
deu,1979,1914859512647.88965
deu,1980,1929660788514.66968
deu,1981,1887838113950.87012
deu,1982,1856243029069.01001
deu,1983,1903022383681.87988
deu,1984,1936042889731.16968
deu,1985,1959280492208.01001
deu,1986,2032875184564.82007
deu,1987,2082412430960.62964
deu,1988,2157728433820.61011
deu,1989,2227350801526.87012
deu,1990,2335525536799.6001
deu,1991,2447110465345.3999
deu,1992,2514241376365.72949
deu,1993,2485599889136.08008
deu,1994,2546411658248.89014
deu,1995,2587280809667.8999
deu,1996,2598731481979.9502
deu,1997,2625283068538.56006
deu,1998,2687478710889.58984
deu,1999,2761077294308.10938
deu,2000,2817662318588.43994
deu,2001,2823378750903.52002
deu,2002,2756213422793.31982
deu,2003,2764142711997.97021
deu,2004,2754003938822.93018
deu,2005,2758149966592.62012
deu,2006,2840761866595.31982
deu,2007,2887845887900.39014
deu,2008,2917530073154.3999
deu,2009,2818931479288.8999
deu,2010,2908319873507.77002
deu,2011,3004553684883.58008
deu,2012,2976880414077.93018
deu,2013,3009991851365.68945
deu,2014,3061384510649.7002
deu,2015,3102568619492.97021
deu,2016,3197888569481.27979
deu,2017,3282301819137.56006
deu,2018,3337202980084.31006
deu,2019,3398066618924.75
deu,2020,3264554927454.31006
dji,2013,1686359101.3468
dji,2014,1812482030.84342
dji,2015,1973042015.29363
dji,2016,2288015001.72501
dji,2017,2480458049.16881
dji,2018,2565007417.90829
dma,2015,611788888.88889
dnk,1966,105305917645.041
dnk,1967,112260133313.183
dnk,1968,117350528046.459
dnk,1969,126564146673.228
dnk,1970,130630338831.649
dnk,1971,133003421783.05499
dnk,1972,136282807712.92101
dnk,1973,145070210315.612
dnk,1974,141741629441.71701
dnk,1975,139271913612.315
dnk,1976,152007983262.00201
dnk,1977,153921654084.569
dnk,1978,157459234731.38901
dnk,1979,161712909569.28601
dnk,1980,156629389708.26401
dnk,1981,152539897286.63699
dnk,1982,157634564002.37601
dnk,1983,160107736330.298
dnk,1984,166950565036.82001
dnk,1985,175379181160.96399
dnk,1986,187746493326.01199
dnk,1987,184750940696.44
dnk,1988,181733831139.33801
dnk,1989,182869156908.78296
dnk,1990,182735283324.832
dnk,1991,183757017895.83096
dnk,1992,187312385055.306
dnk,1993,185853443478.65701
dnk,1994,198031702193.36896
dnk,1995,206332834982.57501
dnk,1996,211129421173.37701
dnk,1997,220843038593.88
dnk,1998,228145699024.82599
dnk,1999,227394334725.832
dnk,2000,235305346625.16599
dnk,2001,235940080147.35696
dnk,2002,238364208692.677
dnk,2003,239779239435.332
dnk,2004,250004804046.30096
dnk,2005,258618504778.66296
dnk,2006,271768241423.121
dnk,2007,276783584953.59894
dnk,2008,276473865147.38702
dnk,2009,260115993262.47101
dnk,2010,262077061590.38297
dnk,2011,264745435045.92599
dnk,2012,267245442614.664
dnk,2013,269418555050.16696
dnk,2014,274564694387.13696
dnk,2015,282127232376.41498
dnk,2016,290445903755.70001
dnk,2017,297295847305.09894
dnk,2018,305554536284.19397
dnk,2019,308042001170.32294
dnk,2020,307896959922.80493
dom,1960,4357397049.14714
dom,1961,4270624526.21602
dom,1962,5428737579.31648
dom,1963,6131812086.71823
dom,1964,6715916060.13073
dom,1965,5503335563.82361
dom,1966,6572407400.27053
dom,1967,6702629991.86088
dom,1968,6794645048.30444
dom,1969,7466019042.87143
dom,1970,8668162920.80329
dom,1971,9135943206.04883
dom,1972,9619077967.62182
dom,1973,10829995591.572
dom,1974,11967213083.797
dom,1975,12594387876.1121
dom,1976,12783860240.5123
dom,1977,13586836646.4185
dom,1978,13732058643.6307
dom,1979,13844417449.5482
dom,1980,16182415527.9441
dom,1981,16081304330.7708
dom,1982,16328715528.4718
dom,1983,16958345037.9819
dom,1984,16987119798.7712
dom,1985,16710434038.0754
dom,1986,17912289190.4506
dom,1987,19942198126.2153
dom,1988,20937755833.2403
dom,1989,22371670974.8864
dom,1990,20546762254.9201
dom,1991,20756810449.1698
dom,1992,23843420449.0306
dom,1993,25454361511.1465
dom,1994,26331028545.7402
dom,1995,27546879499.4309
dom,1996,28839726230.3536
dom,1997,31990638338.7842
dom,1998,35650029687.0952
dom,1999,37144618992.77
dom,2000,38913751682.3238
dom,2001,39739617314.88
dom,2002,41322734400.2197
dom,2003,37799396846.8199
dom,2004,38999473608.4531
dom,2005,44307080343.9994
dom,2006,49216804637.5152
dom,2007,53164954760.3151
dom,2008,56267564576.1727
dom,2009,56090307508.0714
dom,2010,61466903069.3275
dom,2011,62336788740.2932
dom,2012,63419763153.60049
dom,2013,64526984968.9415
dom,2014,68330827636.6198
dom,2015,74472504505.44449
dom,2016,79548025645.23689
dom,2017,81452485919.8158
dom,2018,87584633914.01358
dom,2019,92907775960.92081
dom,2020,89850820605.2852
dza,1960,29226321940.9044
dza,1961,25846524432.304
dza,1962,23338932764.5488
dza,1963,28136065064.6014
dza,1964,28899244963.53749
dza,1965,29444373870.58
dza,1966,27483433614.1423
dza,1967,27854065061.7807
dza,1968,28648889081.3907
dza,1969,29343753382.7122
dza,1970,30691934398.7592
dza,1971,31774953463.0155
dza,1972,34441778593.9255
dza,1973,34789046457.3004
dza,1974,39880901041.125
dza,1975,44357498994.5533
dza,1976,45771034393.6704
dza,1977,54581545011.8074
dza,1978,59484732540.3942
dza,1979,59143885008.4619
dza,1980,66155370388.6178
dza,1981,72667078582.1055
dza,1982,73373307033.3511
dza,1983,77281939691.0233
dza,1984,80544148327.7238
dza,1985,84838752183.0014
dza,1986,77745275679.12419
dza,1987,66482979372.5756
dza,1988,65657036596.2396
dza,1989,69785791233.4917
dza,1990,66374580589.3781
dza,1991,61457064377.80569
dza,1992,61759583972.7078
dza,1993,59446508770.27769
dza,1994,61328184853.4016
dza,1995,61971610968.74409
dza,1996,59272562707.4579
dza,1997,56905630662.92609
dza,1998,62379273400.6505
dza,1999,62303961173.15111
dza,2000,63649138979.8672
dza,2001,71087232720.04829
dza,2002,79793005648.3161
dza,2003,84117053103.61189
dza,2004,90926454662.7536
dza,2005,96664223814.1633
dza,2006,100999584842.66299
dza,2007,110949688412.146
dza,2008,122607007557.963
dza,2009,138840547695.32501
dza,2010,147480730828.12201
dza,2011,151826614461.47699
dza,2012,166944282309.086
dza,2013,176335599678.677
dza,2014,182482430819.20999
dza,2015,188140021888.66199
dza,2016,192129505930.82501
dza,2017,198246850653.19901
dza,2018,202970791813.91501
dza,2019,206976786541.814
dza,2020,190103182866.05096
ecu,1960,13068382597.9845
ecu,1961,13717370762.7557
ecu,1962,14071452120.5443
ecu,1963,14411872337.6682
ecu,1964,15599573194.324
ecu,1965,16044573182.5502
ecu,1966,16013928982.3987
ecu,1967,17145910708.5794
ecu,1968,17765325692.728
ecu,1969,18677890062.4504
ecu,1970,19910987871.6197
ecu,1971,21649092580.5703
ecu,1972,21179481612.4513
ecu,1973,21749195741.819
ecu,1974,25108402463.4413
ecu,1975,29603098411.5508
ecu,1976,31641562845.9696
ecu,1977,33341973628.65129
ecu,1978,35070625756.3151
ecu,1979,36240744789.7829
ecu,1980,38284896748.7337
ecu,1981,39802580439.3129
ecu,1982,40584900551.336
ecu,1983,38247544886.5199
ecu,1984,38757737605.2832
ecu,1985,40440335851.4507
ecu,1986,41028827460.3215
ecu,1987,43102904618.4576
ecu,1988,41372335376.48569
ecu,1989,42039344972.1205
ecu,1990,43385630955.3539
ecu,1991,44722634614.345
ecu,1992,45551416881.4127
ecu,1993,45660639602.9193
ecu,1994,47715603474.1357
ecu,1995,48649625067.6373
ecu,1996,48289266655.7737
ecu,1997,51741142074.4527
ecu,1998,55113744869.6764
ecu,1999,46894438395.3715
ecu,2000,48322935289.0601
ecu,2001,53613146901.43089
ecu,2002,58422546615.3379
ecu,2003,58103266315.4265
ecu,2004,61743802678.2135
ecu,2005,65964812246.666
ecu,2006,69338235388.9032
ecu,2007,72384592791.7061
ecu,2008,79782704288.0831
ecu,2009,78711603402.2639
ecu,2010,85014651043.56558
ecu,2011,91167177967.87341
ecu,2012,95023735985.81369
ecu,2013,100970778695.657
ecu,2014,104445705797.91499
ecu,2015,101998461000
ecu,2016,97446456315.7939
ecu,2017,102894468693.96201
ecu,2018,105152798838.47099
ecu,2019,104169592038.713
ecu,2020,94204674380.7812
egy,1960,35874092101.973
egy,1961,37544412355.3353
egy,1962,39646317899.3199
egy,1963,42723017026.46889
egy,1964,46001630141.2686
egy,1965,48088651880.1167
egy,1966,50861244320.1334
egy,1967,51363681637.9402
egy,1968,52854936077.0337
egy,1969,54629335155.2474
egy,1970,56515493289.107
egy,1971,58353974382.973
egy,1972,60183497491.33209
egy,1973,61824569769.7485
egy,1974,61425497372.8965
egy,1975,64577012865.6386
egy,1976,71161882766.8719
egy,1977,73739704231.04358
egy,1978,74750968604.4935
egy,1979,73183252837.3403
egy,1980,79950768368.4864
egy,1981,81885183530.18102
egy,1982,85346443664.49409
egy,1983,92042706263.1799
egy,1984,99065357779.8166
egy,1985,104029126823.649
egy,1986,107809397563.944
egy,1987,110835918716.94299
egy,1988,116777317830.112
egy,1989,120341489005.70799
egy,1990,125577966082.731
egy,1991,126965823826.55701
egy,1992,130565068702.679
egy,1993,133740002504.02
egy,1994,140145408916.05099
egy,1995,146157236311.56201
egy,1996,152846031605.07401
egy,1997,160434473529.87399
egy,1998,168762348477.73599
egy,1999,178783286264.89301
egy,2000,188374465471.92096
egy,2001,194511537139.99701
egy,2002,199422358729.53601
egy,2003,201794743639.54599
egy,2004,206974333306.24301
egy,2005,218024296044.49097
egy,2006,233460423771.31201
egy,2007,253645347882.802
egy,2008,271295216367.46896
egy,2009,279750842981.69293
egy,2010,292926442999.20099
egy,2011,305352168280.39502
egy,2012,323682148681.05701
egy,2013,328697486507.08801
egy,2014,343128954510.60999
egy,2015,357291105121.29401
egy,2016,376766777301.67798
egy,2017,395719676740.62097
egy,2018,408423710204.24402
egy,2019,421055354836.43903
egy,2020,430101125186.02399
esp,1970,375181295779.172
esp,1971,387509629401.63202
esp,1972,423489807686.20898
esp,1973,459983552859.54797
esp,1974,491041225201.60095
esp,1975,494148959713.11298
esp,1976,514990805428.89093
esp,1977,518298905763.80798
esp,1978,518977813373.04303
esp,1979,524162964316.54797
esp,1980,536604265212.99402
esp,1981,527193777408.86603
esp,1982,532542345177.49298
esp,1983,534489341697.73199
esp,1984,533753713570.50293
esp,1985,550401346481.26697
esp,1986,578744604412.51001
esp,1987,623887464125.63196
esp,1988,665403983030.93298
esp,1989,713346183709.56702
esp,1990,745967970768.43396
esp,1991,769014333165.39099
esp,1992,777525586290.46399
esp,1993,753116747611.38306
esp,1994,763980514232.60303
esp,1995,786946426959.37402
esp,1996,803768861407.03101
esp,1997,830539188432.03101
esp,1998,878462378716.79602
esp,1999,930236688244.92102
esp,2000,977250077959.37402
esp,2001,1014849250796.87
esp,2002,1048890215794.14001
esp,2003,1086733481467.57996
esp,2004,1136762527218.75
esp,2005,1193032582979.68994
esp,2006,1252754333343.36011
esp,2007,1303026362417.58008
esp,2008,1297730657390.62012
esp,2009,1223241290452.72998
esp,2010,1219170487657.03003
esp,2011,1183206736820.31006
esp,2012,1125759487882.41992
esp,2013,1092814721621.08997
esp,2014,1113997541728.90991
esp,2015,1159249024973.05005
esp,2016,1183587299741.80005
esp,2017,1222207224438.66992
esp,2018,1259131813438.66992
esp,2019,1279884142544.91992
esp,2020,1165974892116.02002
est,1993,8090940794.76875
est,1994,8262849831.55508
est,1995,8876144176.97695
est,1996,9637792600.51718
est,1997,10942630797.4852
est,1998,11638738075.5504
est,1999,11269938209.7324
est,2000,12150418792.3973
est,2001,13097246026.8957
est,2002,14657414206.3574
est,2003,16256795899.9125
est,2004,17371250560.9523
est,2005,18725740569.2887
est,2006,21891143122.8035
est,2007,23881664724.2293
est,2008,21929798551.9129
est,2009,17484317691.0973
est,2010,17594953878.4988
est,2011,19115600099.2836
est,2012,20605815710.0172
est,2013,20905988875.0113
est,2014,21618454811.13589
est,2015,21968929962.0523
est,2016,22930398328.65549
est,2017,24127754683.3699
est,2018,25224774458.8465
est,2019,25905805675.75389
est,2020,26817059707.95309
eth,2011,49244726845.40671
eth,2012,55244686233.9873
eth,2013,60739710696.10449
eth,2014,68314972899.1382
eth,2015,78107557873.3653
eth,2016,83513005373.93201
eth,2017,91649580281.1837
eth,2018,98691912893.123
eth,2019,125691745339.44701
eth,2020,146771283728.767
fin,1970,85258579761.0582
