geo,time,pa_nus_pppc_rf
aut,2011,1.15724
aut,2012,1.04537
aut,2013,1.05862
aut,2014,1.0612
aut,2015,0.88629
aut,2016,0.85999
aut,2017,0.87551
aut,2018,0.90391
aut,2019,0.86291
aut,2020,0.87255
aze,1992,0.01456
aze,1993,0.06507
aze,1994,0.06031
aze,1995,0.13566
aze,1996,0.17281
aze,1997,0.20017
aze,1998,0.20193
aze,1999,0.19097
aze,2000,0.19351
aze,2001,0.18651
aze,2002,0.18329
aze,2003,0.19054
aze,2004,0.20258
aze,2005,0.23428
aze,2006,0.26783
aze,2007,0.32866
aze,2008,0.43024
aze,2009,0.3542
aze,2010,0.39814
aze,2011,0.48564
aze,2012,0.46976
aze,2013,0.45819
aze,2014,0.45238
aze,2015,0.3682
aze,2016,0.27004
aze,2017,0.29367
aze,2018,0.32575
aze,2019,0.31926
aze,2020,0.29154
bdi,1990,0.41572
bdi,1991,0.39492
bdi,1992,0.35464
bdi,1993,0.32022
bdi,1994,0.32128
bdi,1995,0.36961
bdi,1996,0.34271
bdi,1997,0.38302
bdi,1998,0.33217
bdi,1999,0.29907
bdi,2000,0.25891
bdi,2001,0.25004
bdi,2002,0.22186
bdi,2003,0.20962
bdi,2004,0.22713
bdi,2005,0.26645
bdi,2006,0.27966
bdi,2007,0.28038
bdi,2008,0.31171
bdi,2009,0.32935
bdi,2010,0.35327
bdi,2011,0.36597
bdi,2012,0.36537
bdi,2013,0.3468
bdi,2014,0.35372
bdi,2015,0.36304
bdi,2016,0.32696
bdi,2017,0.32812
bdi,2018,0.30621
bdi,2019,0.29129
bdi,2020,0.30991
bel,1990,1.10292
bel,1991,1.07406
bel,1992,1.15355
bel,1993,1.08903
bel,1994,1.12561
bel,1995,1.26651
bel,1996,1.20895
bel,1997,1.04587
bel,1998,1.03979
bel,1999,0.99261
bel,2000,0.83136
bel,2001,0.79947
bel,2002,0.82577
bel,2003,0.99102
bel,2004,1.10499
bel,2005,1.10946
bel,2006,1.09773
bel,2007,1.20461
bel,2008,1.27506
bel,2009,1.18572
bel,2010,1.10906
bel,2011,1.15798
bel,2012,1.05627
bel,2013,1.07068
bel,2014,1.06308
bel,2015,0.88761
bel,2016,0.8645
bel,2017,0.87622
bel,2018,0.90509
bel,2019,0.85852
bel,2020,0.8515
ben,1990,0.31633
ben,1991,0.29754
ben,1992,0.24115
ben,1993,0.29862
ben,1994,0.19908
ben,1995,0.24963
ben,1996,0.25572
ben,1997,0.22826
ben,1998,0.235
ben,1999,0.3294
ben,2000,0.29134
ben,2001,0.28189
ben,2002,0.30339
ben,2003,0.36723
ben,2004,0.39627
ben,2005,0.40086
ben,2006,0.40091
ben,2007,0.42781
ben,2008,0.47933
ben,2009,0.46259
ben,2010,0.43844
ben,2011,0.46776
ben,2012,0.45833
ben,2013,0.46867
ben,2014,0.45578
ben,2015,0.373
ben,2016,0.36185
ben,2017,0.37332
ben,2018,0.38367
ben,2019,0.35592
ben,2020,0.3683
bfa,1990,0.597
bfa,1991,0.53521
bfa,1992,0.55898
bfa,1993,0.50306
bfa,1994,0.28798
bfa,1995,0.33498
bfa,1996,0.3221
bfa,1997,0.28166
bfa,1998,0.29744
bfa,1999,0.32992
bfa,2000,0.27737
bfa,2001,0.27362
bfa,2002,0.29307
bfa,2003,0.34931
bfa,2004,0.3744
bfa,2005,0.37672
bfa,2006,0.36659
bfa,2007,0.39938
bfa,2008,0.45893
bfa,2009,0.44232
bfa,2010,0.43129
bfa,2011,0.47346
bfa,2012,0.46808
bfa,2013,0.46787
bfa,2014,0.4685
bfa,2015,0.38128
bfa,2016,0.36314
bfa,2017,0.35952
bfa,2018,0.37097
bfa,2019,0.3511
bfa,2020,0.37728
bgd,1990,0.41187
bgd,1991,0.37717
bgd,1992,0.35822
bgd,1993,0.34954
bgd,1994,0.3354
bgd,1995,0.35111
bgd,1996,0.35325
bgd,1997,0.34504
bgd,1998,0.33611
bgd,1999,0.32469
bgd,2000,0.31397
bgd,2001,0.29579
bgd,2002,0.28424
bgd,2003,0.29289
bgd,2004,0.29331
bgd,2005,0.28478
bgd,2006,0.26799
bgd,2007,0.27022
bgd,2008,0.28778
bgd,2009,0.30407
bgd,2010,0.32027
bgd,2011,0.32881
bgd,2012,0.30062
bgd,2013,0.31234
bgd,2014,0.3322
bgd,2015,0.35113
bgd,2016,0.36414
bgd,2017,0.37584
bgd,2018,0.37342
bgd,2019,0.37454
bgd,2020,0.38174
bgr,1990,0.31357
bgr,1991,0.17572
bgr,1992,0.17524
bgr,1993,0.1818
bgr,1994,0.15654
bgr,1995,0.29181
bgr,1996,0.21471
bgr,1997,0.23675
bgr,1998,0.29468
bgr,1999,0.28577
bgr,2000,0.25245
bgr,2001,0.25448
bgr,2002,0.26879
bgr,2003,0.3231
bgr,2004,0.36839
bgr,2005,0.37895
bgr,2006,0.39648
bgr,2007,0.45937
bgr,2008,0.50683
bgr,2009,0.49278
bgr,2010,0.4582
bgr,2011,0.49845
bgr,2012,0.4552
bgr,2013,0.46146
bgr,2014,0.44853
bgr,2015,0.38466
bgr,2016,0.37707
bgr,2017,0.38967
bgr,2018,0.41044
bgr,2019,0.40327
bgr,2020,0.41032
bhr,1990,0.31755
bhr,1991,0.30138
bhr,1992,0.28426
bhr,1993,0.26927
bhr,1994,0.28297
bhr,1995,0.28018
bhr,1996,0.27569
bhr,1997,0.27337
bhr,1998,0.25125
bhr,1999,0.25425
bhr,2000,0.32328
bhr,2001,0.3057
bhr,2002,0.31121
bhr,2003,0.33182
bhr,2004,0.35864
bhr,2005,0.39557
bhr,2006,0.41791
bhr,2007,0.4413
bhr,2008,0.48208
bhr,2009,0.41627
bhr,2010,0.44209
bhr,2011,0.47521
bhr,2012,0.46678
bhr,2013,0.48052
bhr,2014,0.48901
bhr,2015,0.49663
bhr,2016,0.505
bhr,2017,0.49765
bhr,2018,0.50704
bhr,2019,0.49868
bhr,2020,0.46645
bhs,1990,1.0274
bhs,1991,1.0192
bhs,1992,1.03541
bhs,1993,1.00281
bhs,1994,1.00328
bhs,1995,0.99056
bhs,1996,0.98233
bhs,1997,0.98367
bhs,1998,1.00239
bhs,1999,0.99033
bhs,2000,0.97761
bhs,2001,0.96001
bhs,2002,0.98249
bhs,2003,0.97572
bhs,2004,0.96149
bhs,2005,0.9796
bhs,2006,0.95869
bhs,2007,0.96113
bhs,2008,0.95683
bhs,2009,0.93975
bhs,2010,0.92528
bhs,2011,0.89856
bhs,2012,0.91524
bhs,2013,0.90308
bhs,2014,0.90427
bhs,2015,0.93631
bhs,2016,0.92412
bhs,2017,0.90141
bhs,2018,0.8897
bhs,2019,0.89008
bhs,2020,0.77428
bih,1994,0.40747
bih,1995,0.49107
bih,1996,0.38093
bih,1997,0.36701
bih,1998,0.35198
bih,1999,0.36034
bih,2000,0.32278
bih,2001,0.32234
bih,2002,0.34443
bih,2003,0.41359
bih,2004,0.45357
bih,2005,0.45999
bih,2006,0.46082
bih,2007,0.5116
bih,2008,0.56385
bih,2009,0.52219
bih,2010,0.49587
bih,2011,0.51046
bih,2012,0.46361
bih,2013,0.46563
bih,2014,0.46622
bih,2015,0.39379
bih,2016,0.38211
bih,2017,0.3922
bih,2018,0.4069
bih,2019,0.38951
bih,2020,0.38994
blr,1990,0.40638
blr,1991,0.33078
blr,1992,0.33862
blr,1993,0.3421
blr,1994,0.3479
blr,1995,0.35587
blr,1996,0.35903
blr,1997,0.30314
blr,1998,0.29795
blr,1999,0.22651
blr,2000,0.21973
blr,2001,0.19916
blr,2002,0.22047
blr,2003,0.24701
blr,2004,0.28018
blr,2005,0.32417
blr,2006,0.34993
blr,2007,0.38447
blr,2008,0.45927
blr,2009,0.38086
blr,2010,0.39281
blr,2011,0.39408
blr,2012,0.38404
blr,2013,0.42108
blr,2014,0.43883
blr,2015,0.32975
blr,2016,0.28335
blr,2017,0.31519
blr,2018,0.32733
blr,2019,0.34028
blr,2020,0.31741
blz,1990,0.65923
blz,1991,0.61739
blz,1992,0.62812
blz,1993,0.62371
blz,1994,0.63262
blz,1995,0.65713
blz,1996,0.658
blz,1997,0.63689
blz,1998,0.63914
blz,1999,0.61584
blz,2000,0.60524
blz,2001,0.59043
blz,2002,0.5913
blz,2003,0.56446
blz,2004,0.5607
blz,2005,0.55938
blz,2006,0.56871
blz,2007,0.57878
blz,2008,0.58299
blz,2009,0.56279
blz,2010,0.56463
blz,2011,0.57561
blz,2012,0.61951
blz,2013,0.63214
blz,2014,0.65624
blz,2015,0.65926
blz,2016,0.67114
blz,2017,0.68753
blz,2018,0.67259
blz,2019,0.67193
blz,2020,0.63726
bmu,1990,0.87308
bmu,1991,0.89883
bmu,1992,0.90353
bmu,1993,0.92847
bmu,1994,0.92687
bmu,1995,0.94577
bmu,1996,1.20149
bmu,1997,1.22788
bmu,1998,1.2475
bmu,1999,1.2631
bmu,2000,1.18314
bmu,2001,1.1419
bmu,2002,1.22057
bmu,2003,1.23217
bmu,2004,1.25616
bmu,2005,1.3006
bmu,2006,1.33027
bmu,2007,1.38065
bmu,2008,1.4235
bmu,2009,1.42747
bmu,2010,1.44258
bmu,2011,1.3968
bmu,2012,1.45925
bmu,2013,1.44176
bmu,2014,1.43173
bmu,2015,1.41924
bmu,2016,1.39973
bmu,2017,1.36642
bmu,2018,1.35557
bmu,2019,1.37337
bmu,2020,1.32476
bol,1990,0.29878
bol,1991,0.30138
bol,1992,0.3062
bol,1993,0.29148
bol,1994,0.28438
bol,1995,0.29875
bol,1996,0.30965
bol,1997,0.31057
bol,1998,0.31351
bol,1999,0.30004
bol,2000,0.2902
bol,2001,0.27074
bol,2002,0.25252
bol,2003,0.24677
bol,2004,0.2504
bol,2005,0.25311
bol,2006,0.28115
bol,2007,0.29998
bol,2008,0.35231
bol,2009,0.35179
bol,2010,0.37844
bol,2011,0.42971
bol,2012,0.44074
bol,2013,0.43899
bol,2014,0.43672
bol,2015,0.42557
bol,2016,0.41023
bol,2017,0.39782
bol,2018,0.40037
bol,2019,0.39062
bol,2020,0.3786
bra,1990,0.39158
bra,1991,0.32873
bra,1992,0.30956
bra,1993,0.32342
bra,1994,0.42673
bra,1995,0.58726
bra,1996,0.62371
bra,1997,0.61548
bra,1998,0.59318
bra,1999,0.40407
bra,2000,0.41386
bra,2001,0.34125
bra,2002,0.29677
bra,2003,0.31544
bra,2004,0.34822
bra,2005,0.43593
bra,2006,0.5056
bra,2007,0.58552
bra,2008,0.66336
bra,2009,0.64796
bra,2010,0.78926
bra,2011,0.88067
bra,2012,0.82214
bra,2013,0.78906
bra,2014,0.77061
bra,2015,0.5978
bra,2016,0.61097
bra,2017,0.68358
bra,2018,0.60926
bra,2019,0.5782
bra,2020,0.45815
brb,1990,0.80547
brb,1991,0.81414
brb,1992,0.81749
brb,1993,0.83533
brb,1994,0.83594
brb,1995,0.82709
brb,1996,0.83284
brb,1997,0.82571
brb,1998,0.88758
brb,1999,0.91374
brb,2000,0.88692
brb,2001,0.88746
brb,2002,0.88157
brb,2003,0.87515
brb,2004,0.90188
brb,2005,0.93295
brb,2006,0.94418
brb,2007,0.99705
brb,2008,0.99428
brb,2009,0.97013
brb,2010,0.99557
brb,2011,1.00944
brb,2012,1.06137
brb,2013,1.0728
brb,2014,1.08656
brb,2015,1.06539
brb,2016,1.05943
brb,2017,1.1015
brb,2018,1.10554
brb,2019,1.11338
brb,2020,1.15164
brn,1990,0.24352
brn,1991,0.24012
brn,1992,0.25328
brn,1993,0.24207
brn,1994,0.22876
brn,1995,0.24838
brn,1996,0.2562
brn,1997,0.25954
brn,1998,0.20118
brn,1999,0.21851
brn,2000,0.27111
brn,2001,0.241
brn,2002,0.23828
brn,2003,0.25511
brn,2004,0.29674
brn,2005,0.34708
brn,2006,0.38835
brn,2007,0.40319
brn,2008,0.47397
brn,2009,0.35704
brn,2010,0.43935
brn,2011,0.56062
brn,2012,0.54098
brn,2013,0.53397
brn,2014,0.51278
brn,2015,0.4983
brn,2016,0.48241
brn,2017,0.46843
brn,2018,0.51146
brn,2019,0.48028
brn,2020,0.41826
btn,1990,0.34772
btn,1991,0.28215
btn,1992,0.26361
btn,1993,0.23755
btn,1994,0.25396
btn,1995,0.26054
btn,1996,0.25319
btn,1997,0.27404
btn,1998,0.26399
btn,1999,0.26474
btn,2000,0.26636
btn,2001,0.26151
btn,2002,0.2618
btn,2003,0.27646
btn,2004,0.28695
btn,2005,0.30286
btn,2006,0.30164
btn,2007,0.33137
btn,2008,0.32596
btn,2009,0.30458
btn,2010,0.33737
btn,2011,0.35133
btn,2012,0.32089
btn,2013,0.30949
btn,2014,0.30603
btn,2015,0.28973
btn,2016,0.28024
btn,2017,0.29496
btn,2018,0.27911
btn,2019,0.2687
btn,2020,0.26961
bwa,1990,0.51877
bwa,1991,0.48573
bwa,1992,0.48529
bwa,1993,0.46666
bwa,1994,0.45143
bwa,1995,0.45882
bwa,1996,0.43629
bwa,1997,0.40976
bwa,1998,0.38495
bwa,1999,0.39613
bwa,2000,0.40098
bwa,2001,0.3712
bwa,2002,0.34132
bwa,2003,0.44234
bwa,2004,0.50012
bwa,2005,0.51367
bwa,2006,0.47026
bwa,2007,0.45637
bwa,2008,0.42158
bwa,2009,0.425
bwa,2010,0.48193
bwa,2011,0.53445
bwa,2012,0.51879
bwa,2013,0.49124
bwa,2014,0.47732
bwa,2015,0.43737
bwa,2016,0.41968
bwa,2017,0.45749
bwa,2018,0.45172
bwa,2019,0.42273
bwa,2020,0.41433
caf,1990,0.80831
caf,1991,0.75165
caf,1992,0.80505
caf,1993,0.70988
caf,1994,0.44101
caf,1995,0.52802
caf,1996,0.48803
caf,1997,0.42368
caf,1998,0.41278
caf,1999,0.40582
caf,2000,0.37247
caf,2001,0.35551
caf,2002,0.35934
caf,2003,0.42873
caf,2004,0.43892
caf,2005,0.44417
caf,2006,0.4494
caf,2007,0.48626
caf,2008,0.54658
caf,2009,0.51813
caf,2010,0.50935
caf,2011,0.54485
caf,2012,0.51342
caf,2013,0.51498
caf,2014,0.58925
caf,2015,0.47956
caf,2016,0.47257
caf,2017,0.49397
caf,2018,0.49811
caf,2019,0.47498
caf,2020,0.49896
can,1990,1.06407
can,1991,1.0802
can,1992,1.01571
can,1993,0.94155
can,1994,0.88357
can,1995,0.88052
can,1996,0.88552
can,1997,0.86708
can,1998,0.79882
can,1999,0.80151
can,2000,0.82661
can,2001,0.78801
can,2002,0.78336
can,2003,0.87482
can,2004,0.94747
can,2005,1.00152
can,2006,1.06256
can,2007,1.12848
can,2008,1.15688
can,2009,1.05174
can,2010,1.1861
can,2011,1.25337
can,2012,1.2454
can,2013,1.18819
can,2014,1.1137
can,2015,0.97596
can,2016,0.91055
can,2017,0.93402
can,2018,0.93111
can,2019,0.93974
can,2020,0.92884
che,1990,1.39119
che,1991,1.37416
che,1992,1.39921
che,1993,1.33097
che,1994,1.42453
che,1995,1.62571
che,1996,1.52675
che,1997,1.27037
che,1998,1.26058
che,1999,1.20013
che,2000,1.05927
che,2001,1.04832
che,2002,1.09698
che,2003,1.27367
che,2004,1.36052
che,2005,1.35444
che,2006,1.2752
che,2007,1.27635
che,2008,1.3785
che,2009,1.35104
che,2010,1.40575
che,2011,1.57368
che,2012,1.44406
che,2013,1.41598
che,2014,1.39907
che,2015,1.28409
che,2016,1.21978
che,2017,1.20619
che,2018,1.20553
che,2019,1.18464
che,2020,1.21402
chl,1990,0.55385
chl,1991,0.56699
chl,1992,0.59678
chl,1993,0.57861
chl,1994,0.61359
chl,1995,0.69579
chl,1996,0.66881
chl,1997,0.66623
chl,1998,0.60642
chl,1999,0.55333
chl,2000,0.53207
chl,2001,0.45919
chl,2002,0.43084
chl,2003,0.44028
chl,2004,0.52453
chl,2005,0.59612
chl,2006,0.60077
chl,2007,0.61991
chl,2008,0.65153
chl,2009,0.63175
chl,2010,0.70522
chl,2011,0.71954
chl,2012,0.71377
chl,2013,0.70604
chl,2014,0.64384
chl,2015,0.59802
chl,2016,0.58682
chl,2017,0.61293
chl,2018,0.61788
chl,2019,0.58049
chl,2020,0.52695
chn,1990,0.32375
chn,1991,0.3045
chn,1992,0.29024
chn,1993,0.25934
chn,1994,0.28504
chn,1995,0.32753
chn,1996,0.34407
chn,1997,0.3445
chn,1998,0.33804
chn,1999,0.32905
chn,2000,0.32849
chn,2001,0.32807
chn,2002,0.32491
chn,2003,0.32729
chn,2004,0.34087
chn,2005,0.34694
chn,2006,0.35967
chn,2007,0.39556
chn,2008,0.45791
chn,2009,0.46128
chn,2010,0.49174
chn,2011,0.54546
chn,2012,0.56413
chn,2013,0.59131
chn,2014,0.61185
chn,2015,0.62155
chn,2016,0.60032
chn,2017,0.61902
chn,2018,0.63916
chn,2019,0.60912
chn,2020,0.60629
civ,1990,0.48891
civ,1991,0.45945
civ,1992,0.47865
civ,1993,0.46397
civ,1994,0.33915
civ,1995,0.4103
civ,1996,0.41274
civ,1997,0.36932
civ,1998,0.38079
civ,1999,0.35688
civ,2000,0.30747
civ,2001,0.31182
civ,2002,0.33893
civ,2003,0.41111
civ,2004,0.42921
civ,2005,0.42172
civ,2006,0.41874
civ,2007,0.45884
civ,2008,0.50897
civ,2009,0.48482
civ,2010,0.46241
civ,2011,0.50273
civ,2012,0.47344
civ,2013,0.50059
civ,2014,0.49927
civ,2015,0.42394
civ,2016,0.42593
civ,2017,0.437
civ,2018,0.44895
civ,2019,0.41898
civ,2020,0.42553
cmr,1990,0.60388
cmr,1991,0.58387
cmr,1992,0.60064
cmr,1993,0.76675
cmr,1994,0.41971
cmr,1995,0.48008
cmr,1996,0.46191
cmr,1997,0.42224
cmr,1998,0.4175
cmr,1999,0.39007
cmr,2000,0.33571
cmr,2001,0.32642
cmr,2002,0.34867
cmr,2003,0.41749
cmr,2004,0.44769
cmr,2005,0.44013
cmr,2006,0.44107
cmr,2007,0.47113
cmr,2008,0.52046
cmr,2009,0.50749
cmr,2010,0.48009
cmr,2011,0.50654
cmr,2012,0.47437
cmr,2013,0.48812
cmr,2014,0.48429
cmr,2015,0.40714
cmr,2016,0.40068
cmr,2017,0.40093
cmr,2018,0.41706
cmr,2019,0.39299
cmr,2020,0.39745
cod,1990,0.3062
cod,1991,0.33325
cod,1992,0.31089
cod,1993,0.45671
cod,1994,0.25384
cod,1995,0.23872
cod,1996,0.24209
cod,1997,0.26592
cod,1998,0.27277
cod,1999,0.2129
cod,2000,0.90636
cod,2001,0.35302
cod,2002,0.39611
cod,2003,0.37719
cod,2004,0.39647
cod,2005,0.42091
cod,2006,0.46855
cod,2007,0.49732
cod,2008,0.54296
cod,2009,0.49371
cod,2010,0.52692
cod,2011,0.57865
cod,2012,0.63414
cod,2013,0.60779
cod,2014,0.57285
cod,2015,0.54925
cod,2016,0.48909
cod,2017,0.44071
cod,2018,0.50434
cod,2019,0.50745
cod,2020,0.47639
cog,1990,0.37344
cog,1991,0.34346
cog,1992,0.35228
cog,1993,0.31804
cog,1994,0.21718
cog,1995,0.24465
cog,1996,0.2766
cog,1997,0.24999
cog,1998,0.20001
cog,1999,0.24437
cog,2000,0.3047
cog,2001,0.24886
cog,2002,0.25415
cog,2003,0.2858
cog,2004,0.35749
cog,2005,0.42053
cog,2006,0.45861
cog,2007,0.52011
cog,2008,0.63486
cog,2009,0.47106
cog,2010,0.57452
cog,2011,0.65538
cog,2012,0.6192
cog,2013,0.63993
cog,2014,0.63672
cog,2015,0.52752
cog,2016,0.53412
cog,2017,0.51244
cog,2018,0.64797
cog,2019,0.59429
cog,2020,0.50965
col,1990,0.34701
col,1991,0.33823
col,1992,0.37758
col,1993,0.39808
col,1994,0.45292
col,1995,0.47744
col,1996,0.48252
col,1997,0.50313
col,1998,0.4566
col,1999,0.41135
col,2000,0.37673
col,2001,0.35648
col,2002,0.34149
col,2003,0.31169
col,2004,0.35647
col,2005,0.41016
col,2006,0.41404
col,2007,0.48191
col,2008,0.53762
col,2009,0.50621
col,2010,0.59047
col,2011,0.63212
col,2012,0.66981
col,2013,0.6457
col,2014,0.60976
col,2015,0.46555
col,2016,0.42505
col,2017,0.44997
col,2018,0.44733
col,2019,0.40953
col,2020,0.35728
com,1990,0.60779
com,1991,0.61346
com,1992,0.59602
com,1993,0.55965
com,1994,0.40771
com,1995,0.48114
com,1996,0.47578
com,1997,0.41346
com,1998,0.40995
com,1999,0.40971
com,2000,0.35933
com,2001,0.37039
com,2002,0.40101
com,2003,0.49504
com,2004,0.54807
com,2005,0.53328
com,2006,0.53865
com,2007,0.59285
com,2008,0.6435
com,2009,0.61185
com,2010,0.58436
com,2011,0.61957
com,2012,0.55877
com,2013,0.57097
com,2014,0.55721
com,2015,0.45859
com,2016,0.44452
com,2017,0.43658
com,2018,0.45387
com,2019,0.43961
com,2020,0.45056
cpv,1990,0.80346
cpv,1991,0.79872
cpv,1992,0.7861
cpv,1993,0.96994
cpv,1994,0.6606
cpv,1995,0.67878
cpv,1996,0.65603
cpv,1997,0.56688
cpv,1998,0.52999
cpv,1999,0.53319
cpv,2000,0.44559
cpv,2001,0.44533
cpv,2002,0.4594
cpv,2003,0.56749
cpv,2004,0.56947
cpv,2005,0.54319
cpv,2006,0.55653
cpv,2007,0.59937
cpv,2008,0.65156
cpv,2009,0.62657
cpv,2010,0.59346
cpv,2011,0.62686
cpv,2012,0.59246
cpv,2013,0.62422
cpv,2014,0.62432
cpv,2015,0.50765
cpv,2016,0.49518
cpv,2017,0.49523
cpv,2018,0.51451
cpv,2019,0.4821
cpv,2020,0.48055
cri,1990,0.36429
cri,1991,0.43413
cri,1992,0.46257
cri,1993,0.47211
cri,1994,0.48397
cri,1995,0.50251
