geo,time,sh_tbs_cure_zs
kgz,2016,82
kgz,2017,82
kgz,2018,81
kgz,2019,81
khm,2000,91
khm,2001,92
khm,2002,92
khm,2003,93
khm,2004,91
khm,2005,91
khm,2006,92
khm,2007,93
khm,2008,94
khm,2009,94
khm,2010,89
khm,2011,94
khm,2012,94
khm,2013,93
khm,2014,93
khm,2015,94
khm,2016,94
khm,2017,94
khm,2018,94
khm,2019,96
kir,2000,91
kir,2001,86
kir,2002,94
kir,2003,88
kir,2004,89
kir,2005,91
kir,2006,86
kir,2007,87
kir,2008,89
kir,2009,93
kir,2010,90
kir,2011,91
kir,2012,89
kir,2013,86
kir,2014,87
kir,2015,91
kir,2016,90
kir,2017,89
kir,2018,92
kir,2019,92
kna,2002,0
kna,2004,0
kna,2006,100
kna,2007,25
kna,2008,80
kna,2009,80
kna,2010,100
kna,2011,100
kna,2012,100
kna,2017,0
kna,2019,100
kor,2000,83
kor,2001,79
kor,2002,83
kor,2003,82
kor,2004,81
kor,2005,83
kor,2006,82
kor,2007,83
kor,2008,84
kor,2009,83
kor,2010,89
kor,2011,81
kor,2012,81
kor,2013,82
kor,2014,81
kor,2015,84
kor,2016,84
kor,2017,83
kor,2018,82
kor,2019,82
kwt,2000,69
kwt,2001,73
kwt,2002,55
kwt,2003,62
kwt,2004,69
kwt,2005,80
kwt,2006,85
kwt,2007,84
kwt,2008,83
kwt,2009,86
kwt,2010,89
kwt,2011,87
kwt,2013,82
kwt,2014,97
kwt,2015,87
kwt,2016,87
kwt,2017,89
kwt,2018,83
kwt,2019,74
lao,2000,77
lao,2001,75
lao,2002,75
lao,2003,79
lao,2004,86
lao,2005,90
lao,2006,92
lao,2007,92
lao,2008,93
lao,2009,93
lao,2010,91
lao,2011,90
lao,2012,90
lao,2013,87
lao,2014,86
lao,2015,88
lao,2016,86
lao,2017,89
lao,2018,88
lao,2019,90
lbn,2000,92
lbn,2001,91
lbn,2002,91
lbn,2003,92
lbn,2004,90
lbn,2005,92
lbn,2006,89
lbn,2007,80
lbn,2008,84
lbn,2009,85
lbn,2010,81
lbn,2011,78
lbn,2012,71
lbn,2013,71
lbn,2014,76
lbn,2015,83
lbn,2016,85
lbn,2017,84
lbn,2018,81
lbn,2019,80
lbr,2000,80
lbr,2001,76
lbr,2002,76
lbr,2003,73
lbr,2004,70
lbr,2005,75
lbr,2007,71
lbr,2008,84
lbr,2009,86
lbr,2011,87
lbr,2012,79
lbr,2013,40
lbr,2014,74
lbr,2015,77
lbr,2016,77
lbr,2017,77
lbr,2018,75
lbr,2019,75
lby,2002,61
lby,2003,62
lby,2004,64
lby,2005,69
lby,2006,77
lby,2007,64
lby,2008,70
lby,2010,61
lby,2011,59
lby,2012,60
lby,2013,59
lby,2014,57
lby,2015,61
lby,2016,59
lby,2017,59
lby,2018,69
lby,2019,70
lca,2000,100
lca,2001,50
lca,2002,25
lca,2003,89
lca,2004,69
lca,2005,69
lca,2006,81
lca,2007,86
lca,2008,95
lca,2009,50
lca,2010,89
lca,2011,57
lca,2012,64
lca,2013,100
lca,2016,67
lca,2017,91
lca,2018,100
lca,2019,67
lka,2000,79
lka,2001,80
lka,2002,81
lka,2003,80
lka,2004,85
lka,2005,87
lka,2006,87
lka,2007,88
lka,2008,87
lka,2009,87
lka,2010,88
lka,2011,88
lka,2012,86
lka,2013,85
lka,2014,84
lka,2015,85
lka,2016,85
lka,2017,85
lka,2018,85
lka,2019,85
lso,2001,71
lso,2002,71
lso,2003,70
lso,2004,57
lso,2005,73
lso,2006,62
lso,2007,59
lso,2008,68
lso,2009,66
lso,2010,65
lso,2011,69
lso,2012,71
lso,2013,70
lso,2014,70
lso,2015,74
lso,2016,77
lso,2017,76
lso,2018,77
lso,2019,78
ltu,2000,73
ltu,2001,72
ltu,2002,71
ltu,2003,74
ltu,2004,81
ltu,2005,79
ltu,2006,79
ltu,2007,75
ltu,2008,77
ltu,2009,77
ltu,2010,74
ltu,2011,78
ltu,2012,80
ltu,2013,80
ltu,2014,81
ltu,2015,79
ltu,2016,84
ltu,2017,83
ltu,2018,87
ltu,2019,87
lux,2010,0
lux,2013,0
lux,2017,0
lux,2019,36
lva,2000,72
lva,2001,73
lva,2002,76
lva,2003,74
lva,2004,79
lva,2005,79
lva,2006,79
lva,2007,83
lva,2008,77
lva,2009,77
lva,2010,78
lva,2011,77
lva,2012,87
lva,2013,83
lva,2014,83
lva,2015,84
lva,2016,85
mac,2000,89
mac,2001,86
mac,2002,82
mac,2003,83
mac,2004,92
mac,2005,92
mac,2006,89
mac,2007,91
mac,2008,91
mac,2009,89
mac,2010,92
mac,2011,90
mac,2012,88
mac,2013,82
mac,2014,86
mac,2015,80
mac,2016,82
mac,2017,82
mac,2018,83
mac,2019,85
mar,2000,89
mar,2002,89
mar,2003,86
mar,2004,86
mar,2005,83
mar,2006,88
mar,2007,88
mar,2008,88
mar,2009,87
mar,2010,88
mar,2011,81
mar,2012,89
mar,2013,89
mar,2014,86
mar,2015,88
mar,2016,87
mar,2017,88
mar,2018,88
mar,2019,89
mco,2013,100
mco,2016,0
mco,2018,0
mda,2000,63
mda,2001,64
mda,2002,54
mda,2003,65
mda,2004,70
mda,2005,74
mda,2006,73
mda,2007,74
mda,2008,71
mda,2009,69
mda,2010,67
mda,2011,73
mda,2012,76
mda,2013,80
mda,2014,79
mda,2015,80
mda,2016,83
mda,2017,81
mda,2018,85
mda,2019,84
mdg,2000,70
mdg,2001,69
mdg,2002,74
mdg,2003,71
mdg,2004,71
mdg,2005,74
mdg,2006,77
mdg,2007,78
mdg,2008,80
mdg,2009,80
mdg,2010,81
mdg,2011,83
mdg,2012,82
mdg,2013,82
mdg,2014,83
mdg,2015,82
mdg,2016,84
mdg,2017,84
mdg,2018,83
mdg,2019,82
mdv,2000,97
mdv,2001,97
mdv,2002,95
mdv,2003,91
mdv,2004,97
mdv,2005,89
mdv,2006,89
mdv,2007,64
mdv,2008,71
mdv,2009,40
mdv,2010,81
mdv,2011,87
mdv,2012,79
mdv,2013,84
mdv,2014,37
mdv,2015,83
mdv,2016,83
mdv,2017,68
mdv,2018,64
mdv,2019,61
mex,2000,76
mex,2002,83
mex,2003,82
mex,2004,81
mex,2005,74
mex,2006,77
mex,2007,80
mex,2008,81
mex,2009,83
mex,2010,82
mex,2011,82
mex,2012,80
mex,2013,80
mex,2014,80
mex,2015,80
mex,2016,79
mex,2017,77
mex,2018,76
mex,2019,72
mhl,2000,91
mhl,2001,86
mhl,2002,100
mhl,2003,90
mhl,2004,89
mhl,2005,62
mhl,2006,63
mhl,2007,85
mhl,2008,88
mhl,2009,81
mhl,2010,84
mhl,2011,83
mhl,2012,86
mhl,2013,89
mhl,2014,86
mhl,2015,24
mhl,2016,81
mhl,2017,83
mhl,2018,91
mhl,2019,87
mkd,2000,86
mkd,2001,89
mkd,2002,81
mkd,2003,84
mkd,2004,81
mkd,2005,77
mkd,2006,83
mkd,2007,89
mkd,2008,89
mkd,2009,89
mkd,2010,85
mkd,2011,89
mkd,2012,86
mkd,2013,91
mkd,2014,87
mkd,2015,86
mkd,2016,88
mkd,2017,88
mkd,2018,87
mkd,2019,89
mli,2001,50
mli,2002,50
mli,2003,65
mli,2004,71
mli,2005,75
mli,2006,76
mli,2007,77
mli,2008,81
mli,2009,79
mli,2010,77
mli,2011,69
mli,2012,93
mli,2013,74
mli,2014,73
mli,2015,77
mli,2016,77
mli,2017,78
mli,2018,80
mli,2019,82
mlt,2000,100
mlt,2001,100
mlt,2002,60
mlt,2003,100
mlt,2004,89
mlt,2005,96
mlt,2006,100
mlt,2007,78
mlt,2008,74
mlt,2009,76
mlt,2010,65
mlt,2011,69
mlt,2012,24
mlt,2013,76
mmr,2000,82
mmr,2001,81
mmr,2002,81
mmr,2003,81
mmr,2004,82
mmr,2005,83
mmr,2006,83
mmr,2007,84
mmr,2008,84
mmr,2009,84
mmr,2010,88
mmr,2011,88
mmr,2012,89
mmr,2013,87
mmr,2014,87
mmr,2015,87
mmr,2016,88
mmr,2017,87
mmr,2018,88
mmr,2019,88
mne,2005,26
mne,2006,44
mne,2007,78
mne,2008,83
mne,2009,85
mne,2010,87
mne,2011,86
mne,2012,84
mne,2013,87
mne,2014,89
mne,2015,93
mne,2016,80
mne,2017,87
mne,2018,95
mne,2019,95
mng,2000,87
mng,2001,87
mng,2002,87
mng,2003,87
mng,2004,91
mng,2005,91
mng,2006,91
mng,2007,93
mng,2008,92
mng,2009,92
mng,2010,91
mng,2011,90
mng,2012,88
mng,2013,89
mng,2014,86
mng,2015,85
mng,2016,90
mng,2017,91
mng,2018,91
mng,2019,88
mnp,2000,81
mnp,2001,74
mnp,2002,71
mnp,2003,75
mnp,2004,87
mnp,2005,82
mnp,2006,84
mnp,2007,89
mnp,2008,83
mnp,2009,84
mnp,2010,90
mnp,2011,95
mnp,2012,94
mnp,2013,82
mnp,2014,62
mnp,2015,100
mnp,2016,93
mnp,2017,98
mnp,2018,91
mnp,2019,86
moz,2000,75
moz,2001,78
moz,2002,78
moz,2003,76
moz,2004,77
moz,2005,79
moz,2006,83
moz,2007,79
moz,2008,84
moz,2009,85
moz,2010,85
moz,2012,87
moz,2013,88
moz,2014,89
moz,2015,88
moz,2016,90
moz,2017,90
moz,2018,93
moz,2019,94
mrt,2003,58
mrt,2004,22
mrt,2005,55
mrt,2006,41
mrt,2007,66
mrt,2008,68
mrt,2009,60
mrt,2010,70
mrt,2011,70
mrt,2012,68
mrt,2013,71
mrt,2014,70
mrt,2015,71
mrt,2016,70
mrt,2017,77
mrt,2018,81
mrt,2019,81
mus,2000,93
mus,2001,93
mus,2002,92
mus,2003,87
mus,2004,89
mus,2005,86
mus,2006,93
mus,2007,85
mus,2008,88
mus,2009,89
mus,2010,91
mus,2011,90
mus,2012,91
mus,2013,88
mus,2014,90
mus,2015,91
mus,2016,89
mus,2017,88
mus,2018,81
mus,2019,79
mwi,2000,73
mwi,2001,70
mwi,2002,72
mwi,2003,73
mwi,2004,70
mwi,2005,74
mwi,2006,79
mwi,2007,84
mwi,2008,81
mwi,2009,85
mwi,2010,83
mwi,2011,83
mwi,2012,82
mwi,2013,82
mwi,2014,85
mwi,2015,81
mwi,2016,82
mwi,2017,86
mwi,2018,88
mwi,2019,88
mys,2000,78
mys,2001,79
mys,2002,76
mys,2003,72
mys,2004,52
mys,2005,66
mys,2006,45
mys,2007,71
mys,2008,75
mys,2009,73
mys,2010,76
mys,2011,76
mys,2012,78
mys,2013,76
mys,2014,78
mys,2015,78
mys,2016,80
mys,2017,81
mys,2018,79
mys,2019,80
nam,2000,56
nam,2001,63
nam,2002,66
nam,2003,63
nam,2004,46
nam,2005,69
nam,2006,75
nam,2007,77
nam,2008,81
nam,2009,80
nam,2010,85
nam,2011,86
nam,2012,85
nam,2013,86
nam,2014,87
nam,2015,83
nam,2016,84
nam,2017,86
nam,2018,86
nam,2019,87
ncl,2000,89
ncl,2001,84
ncl,2002,85
ncl,2003,75
ncl,2004,97
ncl,2005,87
ncl,2006,86
ncl,2007,87
ncl,2008,80
ncl,2009,79
ncl,2010,82
ncl,2011,35
ncl,2013,60
ncl,2014,20
ncl,2015,26
ncl,2016,31
ncl,2017,35
ner,2000,65
ner,2001,64
ner,2002,58
ner,2003,70
ner,2004,61
ner,2005,74
ner,2006,77
ner,2007,79
ner,2008,79
ner,2009,79
ner,2010,81
ner,2011,80
ner,2012,77
ner,2013,79
ner,2014,79
ner,2015,80
ner,2016,81
ner,2017,82
ner,2018,83
ner,2019,83
nga,2000,79
nga,2001,79
nga,2002,79
nga,2003,78
nga,2004,73
nga,2005,75
nga,2006,76
nga,2007,82
nga,2008,78
nga,2009,84
nga,2010,81
nga,2011,85
nga,2012,86
nga,2013,86
nga,2014,87
nga,2015,84
nga,2016,86
nga,2017,86
nga,2018,87
nga,2019,88
nic,2000,82
nic,2001,83
nic,2002,82
nic,2003,84
nic,2004,87
nic,2005,85
nic,2006,89
nic,2007,86
nic,2008,89
nic,2009,85
nic,2010,85
nic,2011,86
nic,2012,87
nic,2013,84
nic,2014,85
nic,2015,87
nic,2016,86
nic,2017,86
nic,2018,87
nic,2019,88
nld,2000,76
nld,2002,68
nld,2003,86
nld,2004,82
nld,2005,87
nld,2007,81
nld,2008,84
nld,2009,84
nld,2010,84
nld,2011,84
nld,2012,83
nld,2013,88
nld,2014,85
nld,2015,86
nld,2016,86
nld,2017,87
nld,2018,86
nld,2019,86
nld_curacao,2011,0
nld_curacao,2012,0
nld_curacao,2013,0
nld_curacao,2015,50
nld_curacao,2016,50
nor,2000,70
nor,2001,87
nor,2002,80
nor,2003,97
nor,2004,88
nor,2005,91
nor,2006,88
nor,2007,71
nor,2008,87
nor,2009,86
nor,2010,89
nor,2011,88
nor,2012,79
nor,2013,89
nor,2014,84
nor,2015,88
nor,2016,88
nor,2017,91
nor,2018,84
nor,2019,85
npl,2000,84
npl,2001,87
npl,2002,86
npl,2003,87
npl,2004,88
npl,2005,89
npl,2006,89
npl,2007,88
npl,2008,90
npl,2009,91
npl,2010,91
npl,2011,91
npl,2012,91
npl,2013,91
npl,2014,92
npl,2015,92
npl,2016,91
npl,2017,91
npl,2018,91
npl,2019,89
nru,2000,25
nru,2001,100
nru,2002,50
nru,2005,82
nru,2006,58
nru,2007,100
nru,2008,100
nru,2009,100
nru,2010,40
nru,2013,67
nru,2014,100
nru,2015,89
nru,2016,70
nru,2017,78
nru,2018,100
nru,2019,94
nzl,2000,30
nzl,2001,9
nzl,2002,60
nzl,2004,71
nzl,2005,73
nzl,2006,77
nzl,2007,86
nzl,2008,80
nzl,2009,80
nzl,2010,80
nzl,2011,64
nzl,2012,81
nzl,2013,84
nzl,2014,82
nzl,2015,80
nzl,2016,84
nzl,2017,82
nzl,2018,84
nzl,2019,83
omn,2000,93
omn,2001,90
omn,2002,92
omn,2003,90
omn,2004,93
omn,2005,94
omn,2006,88
omn,2007,93
omn,2008,97
omn,2009,98
omn,2010,98
omn,2011,98
omn,2012,97
omn,2013,96
omn,2014,96
omn,2015,88
omn,2016,51
omn,2017,51
omn,2018,52
omn,2019,48
pak,2000,74
pak,2001,77
pak,2002,78
pak,2003,79
pak,2004,80
pak,2005,82
pak,2006,86
pak,2007,90
pak,2008,89
pak,2009,91
pak,2010,90
pak,2011,92
pak,2012,91
pak,2013,93
pak,2014,93
pak,2015,93
pak,2016,94
pak,2017,93
pak,2018,93
pak,2019,93
pan,2000,60
pan,2001,64
pan,2002,71
pan,2003,63
pan,2004,75
pan,2005,78
pan,2006,78
pan,2007,77
pan,2008,76
pan,2009,79
pan,2010,75
pan,2011,81
pan,2012,80
pan,2013,80
pan,2014,79
pan,2015,82
pan,2016,81
pan,2017,73
pan,2018,82
pan,2019,83
per,2000,90
per,2001,90
per,2002,92
per,2003,89
per,2004,90
per,2005,91
per,2006,78
per,2007,92
per,2008,82
per,2009,81
per,2010,68
per,2011,74
per,2012,67
per,2013,79
per,2014,87
per,2015,87
per,2016,86
per,2017,86
per,2018,83
per,2019,83
phl,2000,88
phl,2001,88
phl,2002,88
phl,2003,88
phl,2004,78
phl,2005,89
phl,2006,88
phl,2007,88
phl,2008,84
phl,2009,85
phl,2010,90
phl,2011,87
phl,2012,88
phl,2013,90
phl,2014,92
phl,2015,91
phl,2016,91
phl,2017,91
phl,2018,83
phl,2019,86
plw,2001,100
plw,2002,38
plw,2003,80
plw,2004,100
plw,2005,100
plw,2006,67
plw,2009,84
plw,2010,84
plw,2011,63
plw,2012,100
plw,2013,88
plw,2014,57
plw,2015,86
plw,2016,83
plw,2017,80
plw,2018,82
plw,2019,100
png,2000,63
png,2001,67
png,2002,53
png,2003,58
png,2004,60
png,2005,66
png,2006,71
png,2007,59
png,2008,64
png,2009,67
png,2010,50
png,2011,69
png,2012,68
png,2013,67
png,2014,70
png,2015,74
png,2016,62
png,2017,68
png,2018,73
png,2019,71
pol,2000,72
pol,2001,76
pol,2002,86
pol,2003,78
pol,2004,46
pol,2005,78
pol,2006,77
pol,2007,78
pol,2008,75
pol,2009,68
pol,2010,67
pol,2011,62
pol,2012,60
pol,2013,59
pol,2014,58
pol,2015,53
pol,2016,54
pri,2000,64
pri,2001,76
pri,2002,60
pri,2003,66
pri,2004,67
pri,2005,73
pri,2006,79
pri,2007,82
pri,2008,71
pri,2009,78
pri,2010,83
pri,2011,72
pri,2012,66
pri,2013,73
pri,2014,66
pri,2015,63
pri,2016,78
pri,2017,69
pri,2018,72
pri,2019,83
prk,2000,82
prk,2001,90
prk,2002,88
prk,2003,88
prk,2004,91
prk,2005,90
prk,2006,88
prk,2007,87
prk,2008,90
prk,2009,91
prk,2010,91
prk,2011,92
prk,2012,92
prk,2013,92
prk,2014,91
prk,2015,90
prk,2017,83
prk,2018,83
prk,2019,84
prt,2000,79
prt,2001,78
prt,2002,82
prt,2003,84
prt,2004,83
prt,2005,87
prt,2006,87
prt,2007,85
prt,2008,87
prt,2009,83
prt,2010,74
prt,2011,77
prt,2012,78
prt,2013,74
prt,2014,72
prt,2015,72
prt,2016,70
prt,2017,73
prt,2018,67
prt,2019,71
pry,2000,66
pry,2001,72
pry,2002,75
pry,2003,76
pry,2004,68
pry,2005,65
pry,2006,65
pry,2007,71
pry,2008,71
pry,2009,74
pry,2010,70
pry,2011,71
pry,2012,70
pry,2013,68
pry,2014,71
pry,2015,70
pry,2016,67
pry,2017,71
pry,2018,67
pry,2019,67
pse,2002,100
pse,2003,80
pse,2004,91
pse,2005,100
pse,2006,98
pse,2007,97
pse,2008,95
pse,2009,94
pse,2010,83
pse,2011,100
pse,2013,91
pse,2014,91
pse,2017,100
pse,2018,87
pse,2019,86
pyf,2000,97
pyf,2001,80
pyf,2002,82
pyf,2003,83
pyf,2004,84
pyf,2005,88
pyf,2006,83
pyf,2007,83
pyf,2008,95
pyf,2009,90
pyf,2010,84
pyf,2011,86
pyf,2012,85
pyf,2013,93
pyf,2014,76
pyf,2016,82
pyf,2017,81
pyf,2019,80
qat,2000,66
qat,2001,60
qat,2002,75
qat,2003,73
qat,2004,78
qat,2005,83
qat,2006,69
qat,2007,87
qat,2008,88
qat,2009,86
qat,2010,87
qat,2011,70
qat,2013,85
qat,2015,70
qat,2016,69
qat,2017,64
qat,2018,71
qat,2019,73
rou,2000,70
rou,2001,75
rou,2002,74
rou,2003,80
rou,2004,82
rou,2005,85
rou,2006,85
rou,2007,86
rou,2008,86
rou,2009,87
rou,2010,84
rou,2011,86
rou,2012,85
rou,2013,85
rou,2014,85
rou,2015,85
rou,2016,86
rou,2017,86
rou,2018,84
rou,2019,84
rus,2000,68
rus,2001,67
rus,2002,67
rus,2003,61
rus,2004,65
rus,2005,67
rus,2006,69
rus,2007,69
rus,2008,69
rus,2009,68
rus,2010,66
rus,2011,65
rus,2012,69
rus,2013,68
rus,2014,69
rus,2015,71
rus,2016,72
rus,2017,69
rus,2018,69
rus,2019,68
rwa,2000,61
rwa,2002,58
rwa,2003,67
rwa,2004,77
rwa,2005,74
rwa,2006,77
rwa,2007,80
rwa,2008,82
rwa,2009,79
rwa,2010,82
rwa,2011,84
rwa,2012,84
rwa,2013,85
rwa,2014,86
rwa,2015,87
rwa,2016,86
rwa,2017,86
rwa,2018,86
rwa,2019,87
sau,2000,73
sau,2001,77
sau,2002,76
sau,2003,79
sau,2004,82
sau,2005,67
sau,2006,68
sau,2007,67
sau,2008,61
sau,2009,65
sau,2010,61
sau,2011,61
sau,2012,64
sau,2013,56
sau,2014,62
sau,2015,72
sau,2016,75
sau,2017,90
sau,2018,90
sau,2019,90
sdn,2000,75
sdn,2001,80
sdn,2002,78
sdn,2003,82
sdn,2004,78
sdn,2005,79
sdn,2006,83
sdn,2007,74
sdn,2008,77
sdn,2009,76
sdn,2010,75
sdn,2011,68
sdn,2012,75
sdn,2013,82
sdn,2014,82
sdn,2015,79
sdn,2016,78
sdn,2017,80
sdn,2018,84
sdn,2019,83
sen,2000,52
sen,2001,53
sen,2002,66
sen,2003,70
sen,2004,74
sen,2005,76
sen,2006,76
sen,2007,68
sen,2008,79
sen,2009,81
sen,2010,82
sen,2011,83
sen,2012,84
sen,2013,87
sen,2014,87
sen,2015,86
sen,2016,86
sen,2017,87
sen,2018,89
sen,2019,91
sgp,2000,71
sgp,2001,77
sgp,2002,76
sgp,2003,77
sgp,2004,79
sgp,2005,81
sgp,2006,82
sgp,2007,82
sgp,2008,82
sgp,2009,83
sgp,2010,81
sgp,2011,83
sgp,2012,75
sgp,2013,77
sgp,2014,78
sgp,2015,79
sgp,2016,79
sgp,2017,79
sgp,2018,80
sgp,2019,79
slb,2000,81
slb,2001,89
slb,2002,90
slb,2003,87
slb,2004,85
slb,2005,88
slb,2006,88
slb,2007,90
slb,2008,93
slb,2009,88
slb,2010,89
slb,2011,91
slb,2012,88
slb,2013,94
slb,2014,91
slb,2015,94
slb,2016,94
slb,2017,92
slb,2018,92
slb,2019,95
sle,2000,77
sle,2001,80
sle,2002,81
sle,2003,83
sle,2004,82
sle,2005,86
sle,2006,86
sle,2007,88
sle,2008,86
sle,2009,80
sle,2010,86
sle,2011,87
sle,2012,90
sle,2013,87
sle,2014,85
sle,2015,88
sle,2016,89
sle,2017,90
sle,2018,89
sle,2019,88
slv,2000,79
slv,2001,88
slv,2002,88
slv,2003,88
slv,2004,90
slv,2005,93
slv,2006,92
slv,2007,91
slv,2008,92
slv,2009,91
slv,2010,92
slv,2011,93
slv,2012,93
slv,2013,93
slv,2014,91
slv,2015,92
slv,2016,90
slv,2017,90
slv,2018,91
slv,2019,90
smr,2000,0
som,2000,83
som,2001,86
som,2002,89
som,2003,90
som,2004,91
som,2005,89
som,2006,89
som,2007,86
som,2008,81
som,2009,63
som,2010,74
som,2011,86
som,2012,88
som,2013,86
som,2014,86
som,2015,84
som,2016,88
som,2017,86
som,2018,87
som,2019,92
srb,2005,83
srb,2006,82
srb,2007,83
srb,2008,88
srb,2009,87
srb,2010,88
srb,2011,86
srb,2012,84
srb,2013,78
srb,2014,81
srb,2015,89
srb,2016,83
srb,2017,86
srb,2018,82
srb,2019,85
ssd,2011,69
ssd,2012,52
ssd,2013,72
ssd,2014,71
ssd,2015,80
ssd,2016,82
ssd,2017,80
ssd,2018,81
ssd,2019,85
stp,2000,78
stp,2001,63
stp,2002,76
stp,2003,71
stp,2004,71
stp,2005,96
stp,2006,99
stp,2007,89
stp,2008,92
stp,2009,85
stp,2010,76
stp,2011,69
stp,2012,70
stp,2013,73
stp,2014,74
stp,2015,78
stp,2016,78
stp,2017,75
stp,2018,72
stp,2019,70
sur,2000,68
sur,2001,56
sur,2002,67
sur,2003,69
sur,2004,70
sur,2008,54
sur,2009,62
sur,2010,54
sur,2011,76
sur,2012,66
sur,2013,77
sur,2014,77
sur,2015,76
sur,2016,68
sur,2017,73
sur,2018,87
sur,2019,79
svk,2000,82
svk,2001,87
svk,2002,85
svk,2003,87
svk,2004,89
svk,2005,93
svk,2006,87
svk,2007,89
svk,2008,91
svk,2009,87
svk,2010,88
svk,2011,93
svk,2012,88
svk,2013,94
svk,2014,88
svk,2015,86
svk,2016,86
svk,2017,92
svk,2018,92
svk,2019,94
svn,2000,84
svn,2001,82
svn,2002,85
svn,2003,85
svn,2004,83
svn,2005,82
svn,2006,83
svn,2007,84
svn,2008,79
svn,2009,84
svn,2010,82
svn,2011,81
svn,2012,81
svn,2013,77
svn,2014,77
svn,2015,81
svn,2016,71
svn,2017,77
svn,2018,78
svn,2019,70
swe,2000,79
swe,2001,62
swe,2002,73
swe,2003,83
swe,2004,64
swe,2005,69
swe,2006,63
swe,2007,68
swe,2008,90
swe,2009,88
swe,2010,88
swe,2011,87
swe,2012,83
swe,2013,90
swe,2014,88
swe,2015,87
swe,2016,91
swe,2017,87
swe,2018,78
swe,2019,61
swz,2001,36
swz,2002,47
swz,2003,42
swz,2004,36
swz,2005,36
swz,2006,38
swz,2007,51
swz,2008,65
swz,2009,67
swz,2010,72
swz,2011,72
swz,2012,72
swz,2013,75
swz,2014,78
swz,2015,80
swz,2016,83
swz,2017,86
swz,2018,90
swz,2019,86
sxm,2010,100
sxm,2011,100
sxm,2012,100
sxm,2013,100
sxm,2014,100
sxm,2015,100
sxm,2017,100
sxm,2018,80
sxm,2019,100
syc,2000,82
syc,2001,67
syc,2002,45
syc,2003,100
syc,2004,89
syc,2007,86
syc,2008,100
syc,2009,73
syc,2010,76
syc,2011,48
syc,2012,85
syc,2013,79
syc,2014,69
syc,2015,88
syc,2016,60
syc,2017,56
syc,2018,67
syc,2019,57
syr,2000,78
syr,2001,81
syr,2002,87
syr,2003,88
syr,2004,88
syr,2005,89
syr,2006,88
syr,2007,88
syr,2008,87
syr,2009,90
syr,2010,91
syr,2011,84
syr,2012,53
syr,2013,80
syr,2014,70
syr,2015,91
syr,2016,90
syr,2017,86
syr,2018,89
syr,2019,89
tca,2000,0
tca,2002,0
tca,2005,67
tca,2010,60
tca,2011,20
tca,2012,57
tca,2013,100
tca,2014,0
tca,2015,33
tca,2017,75
tca,2018,100
tcd,2002,58
tcd,2003,74
tcd,2004,71
tcd,2006,54
tcd,2009,72
tcd,2010,54
tcd,2011,68
tcd,2012,69
tcd,2013,74
tcd,2014,68
tcd,2015,77
tcd,2016,74
tcd,2017,79
tcd,2018,78
tcd,2019,80
tgo,2001,59
tgo,2002,68
tgo,2003,63
tgo,2004,66
tgo,2005,71
tgo,2006,67
tgo,2007,77
tgo,2008,82
tgo,2009,83
tgo,2010,85
tgo,2011,85
tgo,2012,86
tgo,2013,88
tgo,2014,88
tgo,2015,86
tgo,2016,85
tgo,2017,82
tgo,2018,81
tgo,2019,87
tha,2000,69
tha,2001,75
tha,2002,74
tha,2003,73
tha,2004,71
tha,2005,71
tha,2006,75
tha,2007,81
tha,2008,80
tha,2009,84
tha,2010,83
tha,2011,82
tha,2012,81
tha,2013,81
tha,2014,80
tha,2015,79
tha,2016,83
tha,2017,84
tha,2018,85
tha,2019,85
tjk,2000,77
tjk,2001,72
tjk,2002,79
tjk,2003,46
tjk,2004,67
tjk,2005,80
tjk,2006,66
tjk,2007,88
tjk,2008,88
tjk,2009,87
tjk,2010,86
tjk,2011,87
tjk,2012,83
tjk,2013,88
tjk,2014,89
tjk,2015,89
tjk,2016,89
tjk,2017,91
tjk,2018,89
tjk,2019,91
tkm,2000,81
tkm,2001,64
tkm,2002,74
tkm,2003,71
tkm,2004,91
tkm,2005,89
tkm,2006,90
tkm,2007,87
tkm,2008,89
tkm,2009,84
tkm,2010,87
tkm,2011,87
tkm,2012,84
tkm,2013,72
tkm,2014,85
tkm,2015,87
tkm,2016,84
tkm,2017,85
tkm,2018,83
tkm,2019,83
tls,2002,81
tls,2003,81
tls,2004,80
tls,2005,82
tls,2006,79
tls,2007,84
tls,2008,85
tls,2010,28
tls,2011,91
tls,2012,89
tls,2013,84
tls,2014,84
tls,2015,87
tls,2016,89
tls,2017,88
tls,2018,88
tls,2019,91
ton,2000,93
ton,2001,92
ton,2002,83
ton,2005,74
ton,2006,100
ton,2007,96
ton,2008,92
ton,2009,88
ton,2010,90
ton,2011,100
ton,2012,100
ton,2013,90
ton,2014,100
ton,2015,93
ton,2016,100
ton,2017,82
ton,2018,100
ton,2019,100
tto,2000,68
tto,2001,72
tto,2003,73
tto,2004,59
tto,2005,68
tto,2006,54
tto,2007,61
tto,2008,63
tto,2009,66
tto,2010,71
tto,2011,69
tto,2012,63
tto,2013,62
tto,2014,64
tto,2015,63
tto,2016,75
tto,2017,67
tto,2018,64
tto,2019,61
tun,2000,91
tun,2001,90
tun,2002,92
tun,2003,91
tun,2004,90
tun,2005,90
tun,2006,91
tun,2007,89
tun,2008,86
tun,2009,83
tun,2010,85
tun,2011,78
tun,2012,89
tun,2013,91
tun,2014,91
tun,2015,91
tun,2016,88
tun,2017,89
