geo,time,sp_pop_totl_ma_zs
ecu,1984,50.28708
ecu,1985,50.28806
ecu,1986,50.28785
ecu,1987,50.28638
ecu,1988,50.28395
ecu,1989,50.28043
ecu,1990,50.27602
ecu,1991,50.27072
ecu,1992,50.26462
ecu,1993,50.25769
ecu,1994,50.25005
ecu,1995,50.24169
ecu,1996,50.23262
ecu,1997,50.22297
ecu,1998,50.2131
ecu,1999,50.20332
ecu,2000,50.19397
ecu,2001,50.18508
ecu,2002,50.17663
ecu,2003,50.16824
ecu,2004,50.15949
ecu,2005,50.15014
ecu,2006,50.14014
ecu,2007,50.12958
ecu,2008,50.11888
ecu,2009,50.10844
ecu,2010,50.09857
ecu,2011,50.08932
ecu,2012,50.08058
ecu,2013,50.07209
ecu,2014,50.06372
ecu,2015,50.05519
ecu,2016,50.04655
ecu,2017,50.03789
ecu,2018,50.02937
ecu,2019,50.02106
ecu,2020,50.01302
egy,1960,50.88013
egy,1961,50.88524
egy,1962,50.89036
egy,1963,50.89369
egy,1964,50.89286
egy,1965,50.88652
egy,1966,50.87447
egy,1967,50.85771
egy,1968,50.83756
egy,1969,50.81578
egy,1970,50.79354
egy,1971,50.77054
egy,1972,50.74644
egy,1973,50.7223
egy,1974,50.69934
egy,1975,50.67806
egy,1976,50.65994
egy,1977,50.64401
egy,1978,50.62572
egy,1979,50.59942
egy,1980,50.56206
egy,1981,50.51306
egy,1982,50.45597
egy,1983,50.39706
egy,1984,50.34416
egy,1985,50.30248
egy,1986,50.2723
egy,1987,50.2519
egy,1988,50.24138
egy,1989,50.24044
egy,1990,50.24822
egy,1991,50.26563
egy,1992,50.29118
egy,1993,50.3191
egy,1994,50.34218
egy,1995,50.35596
egy,1996,50.35849
egy,1997,50.35234
egy,1998,50.34296
egy,1999,50.33759
egy,2000,50.3409
egy,2001,50.35385
egy,2002,50.37402
egy,2003,50.39843
egy,2004,50.42294
egy,2005,50.44468
egy,2006,50.46311
egy,2007,50.47902
egy,2008,50.49259
egy,2009,50.50424
egy,2010,50.51425
egy,2011,50.52258
egy,2012,50.52902
egy,2013,50.53354
egy,2014,50.53617
egy,2015,50.53699
egy,2016,50.536
egy,2017,50.53346
egy,2018,50.53003
egy,2019,50.52652
egy,2020,50.52344
eri,1960,49.69531
eri,1961,49.71345
eri,1962,49.73111
eri,1963,49.74822
eri,1964,49.76515
eri,1965,49.78166
eri,1966,49.79765
eri,1967,49.81335
eri,1968,49.82766
eri,1969,49.84014
eri,1970,49.84999
eri,1971,49.85696
eri,1972,49.86218
eri,1973,49.86602
eri,1974,49.87049
eri,1975,49.87585
eri,1976,49.88288
eri,1977,49.89055
eri,1978,49.89904
eri,1979,49.9076
eri,1980,49.91592
eri,1981,49.92242
eri,1982,49.92778
eri,1983,49.93378
eri,1984,49.94269
eri,1985,49.95579
eri,1986,49.97474
eri,1987,49.9973
eri,1988,50.01595
eri,1989,50.02169
eri,1990,50.00945
eri,1991,49.97613
eri,1992,49.92543
eri,1993,49.86507
eri,1994,49.80896
eri,1995,49.76729
eri,1996,49.7437
eri,1997,49.73606
eri,1998,49.74214
eri,1999,49.75682
eri,2000,49.77585
eri,2001,49.79865
eri,2002,49.82469
eri,2003,49.85082
eri,2004,49.87424
eri,2005,49.89396
eri,2006,49.90938
eri,2007,49.92138
eri,2008,49.93245
eri,2009,49.94609
eri,2010,49.96384
eri,2011,49.98692
esp,1960,48.57127
esp,1961,48.60394
esp,1962,48.6322
esp,1963,48.65672
esp,1964,48.67864
esp,1965,48.69892
esp,1966,48.71745
esp,1967,48.73455
esp,1968,48.75209
esp,1969,48.77235
esp,1970,48.79676
esp,1971,48.82573
esp,1972,48.85829
esp,1973,48.89269
esp,1974,48.92647
esp,1975,48.95785
esp,1976,48.98638
esp,1977,49.0122
esp,1978,49.03463
esp,1979,49.05317
esp,1980,49.0674
esp,1981,49.07741
esp,1982,49.08331
esp,1983,49.08472
esp,1984,49.08122
esp,1985,49.07279
esp,1986,49.05947
esp,1987,49.04211
esp,1988,49.02261
esp,1989,49.00345
esp,1990,48.98668
esp,1991,48.97307
esp,1992,48.96298
esp,1993,48.95739
esp,1994,48.95727
esp,1995,48.96332
esp,1996,48.97542
esp,1997,48.99354
esp,1998,49.01844
esp,1999,49.05089
esp,2000,49.09072
esp,2001,49.13687
esp,2002,49.18707
esp,2003,49.23847
esp,2004,49.28793
esp,2005,49.33275
esp,2006,49.3744
esp,2007,49.4119
esp,2008,49.43817
esp,2009,49.4445
esp,2010,49.42602
esp,2011,49.37882
esp,2012,49.30718
esp,2013,49.2247
esp,2014,49.15102
esp,2015,49.1007
esp,2016,49.07956
esp,2017,49.08313
esp,2018,49.10336
esp,2019,49.12758
esp,2020,49.1465
est,1960,44.14646
est,1961,44.31379
est,1962,44.49446
est,1963,44.68166
est,1964,44.86609
est,1965,45.04172
est,1966,45.20829
est,1967,45.36543
est,1968,45.51019
est,1969,45.63802
est,1970,45.74689
est,1971,45.83477
est,1972,45.90462
est,1973,45.96059
est,1974,46.00965
est,1975,46.05767
est,1976,46.10581
est,1977,46.1539
est,1978,46.20131
est,1979,46.24757
est,1980,46.29126
est,1981,46.3312
est,1982,46.36791
est,1983,46.40567
est,1984,46.45039
est,1985,46.50491
est,1986,46.57429
est,1987,46.65464
est,1988,46.72702
est,1989,46.76805
est,1990,46.76326
est,1991,46.70176
est,1992,46.59021
est,1993,46.45545
est,1994,46.34113
est,1995,46.28206
est,1996,46.29668
est,1997,46.37385
est,1998,46.48338
est,1999,46.58309
est,2000,46.64097
est,2001,46.64869
est,2002,46.61602
est,2003,46.55985
est,2004,46.50469
est,2005,46.47114
est,2006,46.46336
est,2007,46.47708
est,2008,46.50573
est,2009,46.53884
est,2010,46.56967
est,2011,46.59513
est,2012,46.61875
est,2013,46.6496
est,2014,46.69837
est,2015,46.77343
est,2016,46.87753
est,2017,47.00448
est,2018,47.14157
est,2019,47.26938
est,2020,47.37561
eth,1960,49.70723
eth,1961,49.71263
eth,1962,49.7176
eth,1963,49.72234
eth,1964,49.72702
eth,1965,49.73184
eth,1966,49.73664
eth,1967,49.74135
eth,1968,49.74637
eth,1969,49.75195
eth,1970,49.75827
eth,1971,49.76545
eth,1972,49.77314
eth,1973,49.78026
eth,1974,49.78551
eth,1975,49.78825
eth,1976,49.78857
eth,1977,49.78706
eth,1978,49.7842
eth,1979,49.78066
eth,1980,49.77712
eth,1981,49.77315
eth,1982,49.76912
eth,1983,49.76733
eth,1984,49.77042
eth,1985,49.77965
eth,1986,49.79566
eth,1987,49.81662
eth,1988,49.83849
eth,1989,49.85636
eth,1990,49.86729
eth,1991,49.87071
eth,1992,49.86841
eth,1993,49.86296
eth,1994,49.85754
eth,1995,49.8542
eth,1996,49.85326
eth,1997,49.85395
eth,1998,49.85574
eth,1999,49.8578
eth,2000,49.8596
eth,2001,49.86142
eth,2002,49.86359
eth,2003,49.86592
eth,2004,49.86813
eth,2005,49.87023
eth,2006,49.87174
eth,2007,49.87311
eth,2008,49.87609
eth,2009,49.88283
eth,2010,49.89445
eth,2011,49.91121
eth,2012,49.93176
eth,2013,49.95369
eth,2014,49.97406
eth,2015,49.99094
eth,2016,50.00398
eth,2017,50.01387
eth,2018,50.02111
eth,2019,50.02645
eth,2020,50.03048
fin,1960,48.1651
fin,1961,48.19862
fin,1962,48.22868
fin,1963,48.25446
fin,1964,48.2748
fin,1965,48.28889
fin,1966,48.29671
fin,1967,48.29837
fin,1968,48.29686
fin,1969,48.29592
fin,1970,48.29828
fin,1971,48.30509
fin,1972,48.31554
fin,1973,48.32746
fin,1974,48.33778
fin,1975,48.34433
fin,1976,48.34662
fin,1977,48.3457
fin,1978,48.34383
fin,1979,48.34404
fin,1980,48.34797
fin,1981,48.35664
fin,1982,48.36932
fin,1983,48.38518
fin,1984,48.40265
fin,1985,48.42074
fin,1986,48.43915
fin,1987,48.45832
fin,1988,48.47898
fin,1989,48.50255
fin,1990,48.52943
fin,1991,48.56023
fin,1992,48.59384
fin,1993,48.62883
fin,1994,48.66257
fin,1995,48.6935
fin,1996,48.72127
fin,1997,48.74633
fin,1998,48.76961
fin,1999,48.79269
fin,2000,48.81652
fin,2001,48.84144
fin,2002,48.86699
fin,2003,48.89312
fin,2004,48.91937
fin,2005,48.9454
fin,2006,48.97123
fin,2007,48.99677
fin,2008,49.02253
fin,2009,49.04887
fin,2010,49.07635
fin,2011,49.10481
fin,2012,49.1341
fin,2013,49.16321
fin,2014,49.19092
fin,2015,49.21642
fin,2016,49.23945
fin,2017,49.2602
fin,2018,49.27924
fin,2019,49.29739
fin,2020,49.31502
fji,1960,51.5063
fji,1961,51.47111
fji,1962,51.368
fji,1963,51.23091
fji,1964,51.10313
fji,1965,51.00979
fji,1966,50.95624
fji,1967,50.92925
fji,1968,50.91493
fji,1969,50.89404
fji,1970,50.85706
fji,1971,50.80095
fji,1972,50.73124
fji,1973,50.66147
fji,1974,50.60398
fji,1975,50.569
fji,1976,50.55833
fji,1977,50.56803
fji,1978,50.5892
fji,1979,50.61102
fji,1980,50.62772
fji,1981,50.63637
fji,1982,50.63918
fji,1983,50.64121
fji,1984,50.64742
fji,1985,50.66061
fji,1986,50.6824
fji,1987,50.71186
fji,1988,50.74295
fji,1989,50.77311
fji,1990,50.79614
fji,1991,50.81262
fji,1992,50.82381
fji,1993,50.82931
fji,1994,50.8296
fji,1995,50.82574
fji,1996,50.81675
fji,1997,50.80178
fji,1998,50.78973
fji,1999,50.78717
fji,2000,50.79783
fji,2001,50.82483
fji,2002,50.86457
fji,2003,50.9118
fji,2004,50.95835
fji,2005,50.99865
fji,2006,51.02921
fji,2007,51.05365
fji,2008,51.06606
fji,2009,51.06591
fji,2010,51.05081
fji,2011,51.01992
fji,2012,50.97397
fji,2013,50.91936
fji,2014,50.8637
fji,2015,50.81231
fji,2016,50.76914
fji,2017,50.73166
fji,2018,50.6995
fji,2019,50.67211
fji,2020,50.64655
fra,1960,48.50677
fra,1961,48.54612
fra,1962,48.58289
fra,1963,48.61756
fra,1964,48.65088
fra,1965,48.68352
fra,1966,48.715
fra,1967,48.74511
fra,1968,48.77494
fra,1969,48.80577
fra,1970,48.83802
fra,1971,48.87282
fra,1972,48.90874
fra,1973,48.94053
fra,1974,48.96143
fra,1975,48.9671
fra,1976,48.95577
fra,1977,48.92992
fra,1978,48.89496
fra,1979,48.85849
fra,1980,48.82619
fra,1981,48.79962
fra,1982,48.77755
fra,1983,48.75925
fra,1984,48.74306
fra,1985,48.72775
fra,1986,48.71349
fra,1987,48.7008
fra,1988,48.68902
fra,1989,48.67731
fra,1990,48.66504
fra,1991,48.65194
fra,1992,48.63807
fra,1993,48.62342
fra,1994,48.60814
fra,1995,48.59233
fra,1996,48.57631
fra,1997,48.56007
fra,1998,48.54317
fra,1999,48.52497
fra,2000,48.5053
fra,2001,48.48371
fra,2002,48.46099
fra,2003,48.4397
fra,2004,48.42304
fra,2005,48.41309
fra,2006,48.4105
fra,2007,48.41413
fra,2008,48.42197
fra,2009,48.43117
fra,2010,48.43951
fra,2011,48.44687
fra,2012,48.45344
fra,2013,48.45788
fra,2014,48.45867
fra,2015,48.45494
fra,2016,48.44565
fra,2017,48.43155
fra,2018,48.41576
fra,2019,48.40262
fra,2020,48.39512
fsm,1960,51.50753
fsm,1961,51.50961
fsm,1962,51.51777
fsm,1963,51.5208
fsm,1964,51.5235
fsm,1965,51.52995
fsm,1966,51.5279
fsm,1967,51.53087
fsm,1968,51.52776
fsm,1969,51.53959
fsm,1970,51.56069
fsm,1971,51.59851
fsm,1972,51.66118
fsm,1973,51.70874
fsm,1974,51.72602
fsm,1975,51.69038
fsm,1976,51.5926
fsm,1977,51.45356
fsm,1978,51.30946
fsm,1979,51.19053
fsm,1980,51.11056
fsm,1981,51.08589
fsm,1982,51.09915
fsm,1983,51.13233
fsm,1984,51.16958
fsm,1985,51.18693
fsm,1986,51.18766
fsm,1987,51.17853
fsm,1988,51.15998
fsm,1989,51.14818
fsm,1990,51.14325
fsm,1991,51.15156
fsm,1992,51.16683
fsm,1993,51.17756
fsm,1994,51.16948
fsm,1995,51.11917
fsm,1996,51.0336
fsm,1997,50.92143
fsm,1998,50.78924
fsm,1999,50.68526
fsm,2000,50.62055
fsm,2001,50.61678
fsm,2002,50.65451
fsm,2003,50.71654
fsm,2004,50.78219
fsm,2005,50.82112
fsm,2006,50.83417
fsm,2007,50.81768
fsm,2008,50.79431
fsm,2009,50.76866
fsm,2010,50.76081
fsm,2011,50.76077
fsm,2012,50.7722
fsm,2013,50.79209
fsm,2014,50.80693
fsm,2015,50.82655
fsm,2016,50.83337
fsm,2017,50.8411
fsm,2018,50.84517
fsm,2019,50.84482
fsm,2020,50.84289
gab,1960,48.87428
gab,1961,48.84943
gab,1962,48.81289
gab,1963,48.75834
gab,1964,48.67925
gab,1965,48.57553
gab,1966,48.44353
gab,1967,48.29277
gab,1968,48.14649
gab,1969,48.03149
gab,1970,47.96858
gab,1971,47.96157
gab,1972,48.00255
gab,1973,48.07277
gab,1974,48.15097
gab,1975,48.22281
gab,1976,48.28485
gab,1977,48.34088
gab,1978,48.39194
gab,1979,48.44227
gab,1980,48.49622
gab,1981,48.55115
gab,1982,48.60577
gab,1983,48.66094
gab,1984,48.71503
gab,1985,48.76963
gab,1986,48.82372
gab,1987,48.87941
gab,1988,48.93375
gab,1989,48.98508
gab,1990,49.03322
gab,1991,49.07731
gab,1992,49.11892
gab,1993,49.16258
gab,1994,49.21372
gab,1995,49.27577
gab,1996,49.35082
gab,1997,49.43619
gab,1998,49.52571
gab,1999,49.60986
gab,2000,49.68442
gab,2001,49.74635
gab,2002,49.79935
gab,2003,49.85408
gab,2004,49.92133
gab,2005,50.00856
gab,2006,50.11607
gab,2007,50.23697
gab,2008,50.36344
gab,2009,50.48489
gab,2010,50.59373
gab,2011,50.6895
gab,2012,50.77217
gab,2013,50.83987
gab,2014,50.8903
gab,2015,50.92345
gab,2016,50.9397
gab,2017,50.94096
gab,2018,50.93138
gab,2019,50.9161
gab,2020,50.89813
gbr,1960,48.292
gbr,1961,48.33769
gbr,1962,48.38498
gbr,1963,48.43005
gbr,1964,48.46819
gbr,1965,48.49643
gbr,1966,48.51286
gbr,1967,48.51912
gbr,1968,48.52023
gbr,1969,48.52319
gbr,1970,48.53281
gbr,1971,48.5508
gbr,1972,48.57513
gbr,1973,48.60225
gbr,1974,48.62689
gbr,1975,48.64527
gbr,1976,48.65658
gbr,1977,48.66215
gbr,1978,48.66283
gbr,1979,48.66022
gbr,1980,48.65558
gbr,1981,48.64897
gbr,1982,48.64035
gbr,1983,48.63091
gbr,1984,48.62214
gbr,1985,48.61509
gbr,1986,48.6106
gbr,1987,48.60859
gbr,1988,48.60831
gbr,1989,48.6085
gbr,1990,48.60839
gbr,1991,48.60794
gbr,1992,48.60791
gbr,1993,48.60929
gbr,1994,48.6134
gbr,1995,48.62127
gbr,1996,48.63278
gbr,1997,48.64789
gbr,1998,48.66777
gbr,1999,48.6939
gbr,2000,48.72701
gbr,2001,48.76779
gbr,2002,48.81515
gbr,2003,48.86591
gbr,2004,48.91557
gbr,2005,48.96083
gbr,2006,49.00019
gbr,2007,49.03435
gbr,2008,49.06502
gbr,2009,49.09492
gbr,2010,49.12603
gbr,2011,49.15883
gbr,2012,49.19253
gbr,2013,49.22623
gbr,2014,49.25855
gbr,2015,49.28853
gbr,2016,49.3159
gbr,2017,49.34113
gbr,2018,49.36473
gbr,2019,49.38747
gbr,2020,49.40991
geo,1960,46.58846
geo,1961,46.64079
geo,1962,46.69305
geo,1963,46.74585
geo,1964,46.79914
geo,1965,46.85299
geo,1966,46.90813
geo,1967,46.96296
geo,1968,47.01267
geo,1969,47.0512
geo,1970,47.0746
geo,1971,47.08275
geo,1972,47.0781
geo,1973,47.06362
geo,1974,47.04401
geo,1975,47.02286
geo,1976,47.0002
geo,1977,46.97739
geo,1978,46.95994
geo,1979,46.95467
geo,1980,46.96639
geo,1981,46.99557
geo,1982,47.04005
geo,1983,47.09697
geo,1984,47.16308
geo,1985,47.23402
geo,1986,47.3112
geo,1987,47.39253
geo,1988,47.46619
geo,1989,47.51831
geo,1990,47.54051
geo,1991,47.52728
geo,1992,47.4828
geo,1993,47.42161
geo,1994,47.36599
geo,1995,47.33333
geo,1996,47.3311
geo,1997,47.3558
geo,1998,47.40119
geo,1999,47.4545
geo,2000,47.50462
geo,2001,47.54897
geo,2002,47.58949
geo,2003,47.62334
geo,2004,47.64875
geo,2005,47.66496
geo,2006,47.6693
geo,2007,47.66248
geo,2008,47.65051
geo,2009,47.64257
geo,2010,47.6449
geo,2011,47.66085
geo,2012,47.68781
geo,2013,47.71859
geo,2014,47.74352
geo,2015,47.75502
geo,2016,47.751
geo,2017,47.73395
geo,2018,47.70876
geo,2019,47.68217
geo,2020,47.65965
gha,1960,50.80227
gha,1961,50.82516
gha,1962,50.84778
gha,1963,50.8659
gha,1964,50.87479
gha,1965,50.87208
gha,1966,50.85568
gha,1967,50.82812
gha,1968,50.79621
gha,1969,50.76902
gha,1970,50.7517
gha,1971,50.74726
gha,1972,50.75171
gha,1973,50.75501
gha,1974,50.7448
gha,1975,50.71383
gha,1976,50.66033
gha,1977,50.5897
gha,1978,50.51108
gha,1979,50.43707
gha,1980,50.37682
gha,1981,50.33238
gha,1982,50.30131
gha,1983,50.28245
gha,1984,50.2734
gha,1985,50.27213
gha,1986,50.27837
gha,1987,50.29163
gha,1988,50.30954
gha,1989,50.32947
gha,1990,50.34938
gha,1991,50.36868
gha,1992,50.38726
gha,1993,50.40449
gha,1994,50.41982
gha,1995,50.43301
gha,1996,50.44389
gha,1997,50.4527
gha,1998,50.46007
gha,1999,50.46679
gha,2000,50.4735
gha,2001,50.48022
gha,2002,50.48697
gha,2003,50.4943
gha,2004,50.50282
gha,2005,50.51283
gha,2006,50.52437
gha,2007,50.53716
gha,2008,50.55086
gha,2009,50.56506
gha,2010,50.57942
gha,2011,50.59391
gha,2012,50.60836
gha,2013,50.62238
gha,2014,50.63544
gha,2015,50.64718
gha,2016,50.65746
gha,2017,50.66641
gha,2018,50.67417
gha,2019,50.68104
gha,2020,50.68718
gin,1960,49.47375
gin,1961,49.44359
gin,1962,49.41516
gin,1963,49.39102
gin,1964,49.37466
gin,1965,49.36756
gin,1966,49.37047
gin,1967,49.37895
gin,1968,49.38197
gin,1969,49.36565
gin,1970,49.32111
gin,1971,49.24765
gin,1972,49.14936
gin,1973,49.02766
gin,1974,48.88561
gin,1975,48.72708
gin,1976,48.55328
gin,1977,48.36845
gin,1978,48.18361
gin,1979,48.01266
gin,1980,47.86593
gin,1981,47.74343
gin,1982,47.64531
gin,1983,47.57952
gin,1984,47.55437
gin,1985,47.57237
gin,1986,47.6354
gin,1987,47.73332
gin,1988,47.84285
gin,1989,47.93668
gin,1990,47.99765
gin,1991,48.02241
gin,1992,48.01809
gin,1993,47.99282
gin,1994,47.95748
gin,1995,47.92027
gin,1996,47.88166
gin,1997,47.84064
gin,1998,47.8006
gin,1999,47.76496
gin,2000,47.73602
gin,2001,47.71544
gin,2002,47.70284
gin,2003,47.69513
gin,2004,47.68818
gin,2005,47.67964
gin,2006,47.66962
gin,2007,47.6603
gin,2008,47.65482
gin,2009,47.65667
gin,2010,47.66861
gin,2011,47.69013
gin,2012,47.72091
gin,2013,47.76319
gin,2014,47.81971
gin,2015,47.8912
gin,2016,47.9775
gin,2017,48.0754
gin,2018,48.17889
gin,2019,48.28092
gin,2020,48.37687
gmb,1960,49.76537
gmb,1961,49.90656
gmb,1962,50.03764
gmb,1963,50.15388
gmb,1964,50.251
gmb,1965,50.32868
gmb,1966,50.3863
gmb,1967,50.42098
gmb,1968,50.44301
gmb,1969,50.45299
gmb,1970,50.45779
gmb,1971,50.45764
gmb,1972,50.45306
gmb,1973,50.44854
gmb,1974,50.44835
gmb,1975,50.45677
gmb,1976,50.47274
gmb,1977,50.49215
gmb,1978,50.5138
gmb,1979,50.53456
gmb,1980,50.54986
gmb,1981,50.56503
gmb,1982,50.578
gmb,1983,50.57484
gmb,1984,50.53963
gmb,1985,50.46474
gmb,1986,50.34905
gmb,1987,50.20619
gmb,1988,50.06457
gmb,1989,49.95724
gmb,1990,49.89771
gmb,1991,49.88924
gmb,1992,49.91864
gmb,1993,49.96366
gmb,1994,49.9995
gmb,1995,50.00935
gmb,1996,49.98999
gmb,1997,49.95035
gmb,1998,49.8992
gmb,1999,49.84747
gmb,2000,49.80367
gmb,2001,49.76898
gmb,2002,49.74011
gmb,2003,49.7165
gmb,2004,49.69643
gmb,2005,49.67899
gmb,2006,49.6642
gmb,2007,49.65216
gmb,2008,49.64251
gmb,2009,49.63445
gmb,2010,49.62751
gmb,2011,49.62184
gmb,2012,49.61643
gmb,2013,49.61257
gmb,2014,49.60853
gmb,2015,49.60544
gmb,2016,49.60268
gmb,2017,49.60007
gmb,2018,49.59787
gmb,2019,49.59603
gmb,2020,49.59481
gnb,1960,49.26364
gnb,1961,49.24497
gnb,1962,49.22696
gnb,1963,49.20836
gnb,1964,49.19144
gnb,1965,49.17305
gnb,1966,49.15356
gnb,1967,49.13029
gnb,1968,49.1099
gnb,1969,49.09815
gnb,1970,49.09772
gnb,1971,49.11347
gnb,1972,49.14077
gnb,1973,49.1569
gnb,1974,49.13432
gnb,1975,49.05631
gnb,1976,48.91091
gnb,1977,48.71108
gnb,1978,48.48803
gnb,1979,48.29191
gnb,1980,48.15909
gnb,1981,48.10281
gnb,1982,48.10859
gnb,1983,48.15541
gnb,1984,48.20986
gnb,1985,48.25176
gnb,1986,48.27692
gnb,1987,48.29237
gnb,1988,48.30169
gnb,1989,48.30989
gnb,1990,48.32061
gnb,1991,48.33347
gnb,1992,48.34601
gnb,1993,48.35699
gnb,1994,48.36549
gnb,1995,48.37085
gnb,1996,48.37487
gnb,1997,48.37727
gnb,1998,48.37565
gnb,1999,48.36743
gnb,2000,48.35125
gnb,2001,48.32577
gnb,2002,48.29456
gnb,2003,48.26568
gnb,2004,48.24932
gnb,2005,48.25229
gnb,2006,48.27596
gnb,2007,48.31642
gnb,2008,48.36786
gnb,2009,48.42188
gnb,2010,48.47278
gnb,2011,48.51964
gnb,2012,48.56338
gnb,2013,48.60565
gnb,2014,48.64825
gnb,2015,48.69276
gnb,2016,48.73852
gnb,2017,48.78522
gnb,2018,48.83119
gnb,2019,48.87577
gnb,2020,48.91748
gnq,1960,49.06869
gnq,1961,49.09501
gnq,1962,49.13565
gnq,1963,49.18592
gnq,1964,49.24912
gnq,1965,49.32572
gnq,1966,49.41201
gnq,1967,49.5058
gnq,1968,49.59287
gnq,1969,49.66151
gnq,1970,49.70558
gnq,1971,49.72327
gnq,1972,49.71642
gnq,1973,49.69243
gnq,1974,49.65985
gnq,1975,49.63215
gnq,1976,49.61265
gnq,1977,49.59861
gnq,1978,49.5905
gnq,1979,49.58529
gnq,1980,49.58288
gnq,1981,49.58921
gnq,1982,49.60406
gnq,1983,49.61552
gnq,1984,49.61575
gnq,1985,49.60382
gnq,1986,49.57699
gnq,1987,49.54397
gnq,1988,49.52668
gnq,1989,49.54675
gnq,1990,49.62451
gnq,1991,49.75719
gnq,1992,49.93907
gnq,1993,50.15444
gnq,1994,50.38959
gnq,1995,50.63027
gnq,1996,50.87507
gnq,1997,51.12525
gnq,1998,51.37691
gnq,1999,51.62531
gnq,2000,51.86958
gnq,2001,52.10556
gnq,2002,52.3354
gnq,2003,52.56775
gnq,2004,52.81226
gnq,2005,53.07307
gnq,2006,53.34802
gnq,2007,53.62864
gnq,2008,53.90485
gnq,2009,54.16637
gnq,2010,54.40645
gnq,2011,54.62431
gnq,2012,54.82175
gnq,2013,54.99734
gnq,2014,55.14942
gnq,2015,55.27981
gnq,2016,55.38846
gnq,2017,55.47619
gnq,2018,55.54415
gnq,2019,55.5924
gnq,2020,55.62283
grc,1960,49.0172
grc,1961,49.0346
grc,1962,49.03533
grc,1963,49.02717
grc,1964,49.02143
grc,1965,49.02604
grc,1966,49.04345
grc,1967,49.0709
grc,1968,49.10469
grc,1969,49.13915
grc,1970,49.17021
grc,1971,49.19652
grc,1972,49.21988
grc,1973,49.24277
grc,1974,49.26848
grc,1975,49.29918
grc,1976,49.33511
grc,1977,49.37444
grc,1978,49.41464
grc,1979,49.45251
grc,1980,49.486
grc,1981,49.51522
grc,1982,49.5409
grc,1983,49.56197
grc,1984,49.57721
grc,1985,49.58614
grc,1986,49.58767
grc,1987,49.58277
grc,1988,49.57619
grc,1989,49.57374
grc,1990,49.57968
grc,1991,49.59499
grc,1992,49.61755
grc,1993,49.64391
grc,1994,49.66931
grc,1995,49.69021
grc,1996,49.70598
grc,1997,49.71698
grc,1998,49.72151
grc,1999,49.71784
grc,2000,49.70478
grc,2001,49.68276
grc,2002,49.65221
grc,2003,49.61233
grc,2004,49.5621
grc,2005,49.50126
grc,2006,49.42802
grc,2007,49.34431
grc,2008,49.25845
grc,2009,49.18233
grc,2010,49.125
grc,2011,49.09085
grc,2012,49.0777
grc,2013,49.07928
grc,2014,49.0858
grc,2015,49.08992
grc,2016,49.0898
grc,2017,49.08741
grc,2018,49.0838
grc,2019,49.08143
grc,2020,49.08182
grd,1960,46.38429
grd,1961,46.48833
grd,1962,46.61066
grd,1963,46.72569
grd,1964,46.84346
grd,1965,46.94402
grd,1966,47.02326
grd,1967,47.09931
grd,1968,47.16156
grd,1969,47.22401
grd,1970,47.29667
grd,1971,47.37507
grd,1972,47.45382
grd,1973,47.54273
grd,1974,47.63494
grd,1975,47.73066
grd,1976,47.83041
grd,1977,47.94223
grd,1978,48.06406
grd,1979,48.18121
grd,1980,48.29163
grd,1981,48.3887
grd,1982,48.47206
grd,1983,48.54926
grd,1984,48.63108
grd,1985,48.7189
grd,1986,48.82665
grd,1987,48.94544
grd,1988,49.07772
grd,1989,49.20769
grd,1990,49.31899
grd,1991,49.41117
grd,1992,49.49002
grd,1993,49.55107
grd,1994,49.59887
grd,1995,49.63106
grd,1996,49.65397
grd,1997,49.65983
grd,1998,49.67409
grd,1999,49.68905
grd,2000,49.7321
grd,2001,49.79756
grd,2002,49.87456
grd,2003,49.96587
grd,2004,50.06325
grd,2005,50.1567
grd,2006,50.25062
grd,2007,50.33798
grd,2008,50.41771
grd,2009,50.48352
grd,2010,50.52105
grd,2011,50.53565
grd,2012,50.52302
grd,2013,50.49736
grd,2014,50.46924
grd,2015,50.44479
grd,2016,50.42308
grd,2017,50.40947
grd,2018,50.39256
grd,2019,50.37946
grd,2020,50.36127
gtm,1960,50.63042
gtm,1961,50.63453
gtm,1962,50.63685
gtm,1963,50.63787
gtm,1964,50.63778
gtm,1965,50.63704
gtm,1966,50.63534
gtm,1967,50.63221
gtm,1968,50.62704
gtm,1969,50.61902
gtm,1970,50.60764
gtm,1971,50.59313
gtm,1972,50.57531
gtm,1973,50.55293
gtm,1974,50.52466
gtm,1975,50.48965
gtm,1976,50.44758
gtm,1977,50.39944
gtm,1978,50.34756
gtm,1979,50.29501
gtm,1980,50.24363
gtm,1981,50.19419
gtm,1982,50.14559
gtm,1983,50.09697
gtm,1984,50.04661
gtm,1985,49.99343
gtm,1986,49.9377
gtm,1987,49.87991
gtm,1988,49.81958
gtm,1989,49.75627
gtm,1990,49.6899
gtm,1991,49.62116
gtm,1992,49.55107
gtm,1993,49.48059
gtm,1994,49.41055
gtm,1995,49.34211
gtm,1996,49.27508
gtm,1997,49.21062
gtm,1998,49.15218
gtm,1999,49.10363
gtm,2000,49.06757
gtm,2001,49.04439
gtm,2002,49.03266
gtm,2003,49.03012
gtm,2004,49.03394
gtm,2005,49.04172
gtm,2006,49.05304
gtm,2007,49.06773
gtm,2008,49.08439
gtm,2009,49.10163
gtm,2010,49.11845
gtm,2011,49.13423
gtm,2012,49.14896
gtm,2013,49.16314
