geo,time,eg_elc_petr_zs
nor,1960,0.69966
nor,1961,0.65698
nor,1962,0.33047
nor,1963,0.52541
nor,1964,0.39345
nor,1965,0.19778
nor,1966,0.34755
nor,1967,0.18913
nor,1968,0.16251
nor,1969,0.40449
nor,1970,0.63427
nor,1971,0.42029
nor,1972,0.23228
nor,1973,0.1917
nor,1974,0.04044
nor,1975,0.06331
nor,1976,0.08899
nor,1977,0.27543
nor,1978,0.13236
nor,1979,0.13957
nor,1980,0.14806
nor,1981,0.12156
nor,1982,0.2738
nor,1983,0.2613
nor,1984,0.26358
nor,1985,0.29008
nor,1986,0.3838
nor,1987,0.42966
nor,1988,0.34116
nor,1989,0.33053
nor,1990,0.00493
nor,1991,0.00633
nor,1992,0
nor,1993,0
nor,1994,0
nor,1995,0
nor,1996,0
nor,1997,0.00724
nor,1998,0.00601
nor,1999,0.00818
nor,2000,0.00632
nor,2001,0.00742
nor,2002,0.01689
nor,2003,0.02906
nor,2004,0.02543
nor,2005,0.01676
nor,2006,0.02392
nor,2007,0.02571
nor,2008,0.02337
nor,2009,0.0229
nor,2010,0.02515
nor,2011,0.02374
nor,2012,0.02387
nor,2013,0.02773
nor,2014,0.02053
nor,2015,0.02015
npl,1971,22.09302
npl,1972,21.49533
npl,1973,22.11538
npl,1974,14.28571
npl,1975,14.77273
npl,1976,9.79021
npl,1977,11.46497
npl,1978,12.06897
npl,1979,11.9171
npl,1980,6.45161
npl,1981,3.95257
npl,1982,1.54321
npl,1983,0.83565
npl,1984,1.03627
npl,1985,0.69767
npl,1986,0.18484
npl,1987,1.06383
npl,1988,3.76712
npl,1989,0.13966
npl,1990,0.1139
npl,1991,3.43348
npl,1992,5.30474
npl,1993,6.64523
npl,1994,8.0198
npl,1995,3.09365
npl,1996,3.276
npl,1997,9.15312
npl,1998,9.52
npl,1999,4.53315
npl,2000,1.62749
npl,2001,0.96411
npl,2002,0.18841
npl,2003,0.17644
npl,2004,0.57899
npl,2005,0.63166
npl,2006,0.47307
npl,2007,0.32235
npl,2008,0.32006
npl,2009,0.41734
npl,2010,0.09352
npl,2011,0.05727
npl,2012,0.53491
npl,2013,0.28433
npl,2014,0.02634
npl,2015,0
nzl,1960,0
nzl,1961,0
nzl,1962,0
nzl,1963,0
nzl,1964,0
nzl,1965,0
nzl,1966,0
nzl,1967,2.00119
nzl,1968,1.46893
nzl,1969,4.05549
nzl,1970,3.31116
nzl,1971,2.01576
nzl,1972,3.77562
nzl,1973,6.10868
nzl,1974,9.01848
nzl,1975,4.36685
nzl,1976,5.89579
nzl,1977,3.01406
nzl,1978,0.73344
nzl,1979,0.27171
nzl,1980,0.1726
nzl,1981,0.15762
nzl,1982,0.35242
nzl,1983,0.62658
nzl,1984,0.2296
nzl,1985,0.34266
nzl,1986,0.09798
nzl,1987,0.05151
nzl,1988,0.04349
nzl,1989,0.01594
nzl,1990,0.03099
nzl,1991,0.07508
nzl,1992,0.61105
nzl,1993,0.18381
nzl,1994,0.06026
nzl,1995,0.14142
nzl,1996,0.04387
nzl,1997,0
nzl,1998,0.00266
nzl,1999,0
nzl,2000,0
nzl,2001,0
nzl,2002,0
nzl,2003,0.04905
nzl,2004,0.05605
nzl,2005,0.00931
nzl,2006,0.05275
nzl,2007,0.00229
nzl,2008,0.30102
nzl,2009,0.02071
nzl,2010,0.00445
nzl,2011,0.0045
nzl,2012,0.00678
nzl,2013,0.00693
nzl,2014,0.0069
nzl,2015,0.00226
omn,1971,100
omn,1972,100
omn,1973,100
omn,1974,100
omn,1975,100
omn,1976,100
omn,1977,100
omn,1978,43.58974
omn,1979,14.33333
omn,1980,21.51589
omn,1981,25.90822
omn,1982,27.7145
omn,1983,27.12074
omn,1984,27.13294
omn,1985,26.06085
omn,1986,22.20126
omn,1987,21.16745
omn,1988,18.95044
omn,1989,17.82531
omn,1990,18.37369
omn,1991,18.87568
omn,1992,18.77567
omn,1993,18.85822
omn,1994,19.16747
omn,1995,19.52308
omn,1996,17.45075
omn,1997,16.46625
omn,1998,16.59756
omn,1999,16.68846
omn,2000,17.16606
omn,2001,17.66458
omn,2002,18.00407
omn,2003,18.00448
omn,2004,18.00157
omn,2005,2.09271
omn,2006,1.99063
omn,2007,2.11673
omn,2008,2.17459
omn,2009,2.14692
omn,2010,2.24532
omn,2011,2.34525
omn,2012,2.41836
omn,2013,2.61052
omn,2014,2.59887
omn,2015,2.63447
pak,1971,4.16006
pak,1972,4.16006
pak,1973,3.21117
pak,1974,7.48014
pak,1975,10.60256
pak,1976,5.11628
pak,1977,5.01057
pak,1978,0.85657
pak,1979,0.30337
pak,1980,1.10859
pak,1981,3.97211
pak,1982,8.78562
pak,1983,13.51475
pak,1984,12.41256
pak,1985,14.49811
pak,1986,13.88878
pak,1987,14.65352
pak,1988,17.16479
pak,1989,19.06014
pak,1990,20.56645
pak,1991,22.38777
pak,1992,25.5378
pak,1993,29.71014
pak,1994,29.41275
pak,1995,30.80745
pak,1996,36.45497
pak,1997,38.22058
pak,1998,35.20358
pak,1999,39.69444
pak,2000,39.49733
pak,2001,35.97681
pak,2002,32.19909
pak,2003,15.73055
pak,2004,15.78437
pak,2005,20.15188
pak,2006,28.53492
pak,2007,32.21585
pak,2008,35.39011
pak,2009,37.93639
pak,2010,35.16062
pak,2011,35.29498
pak,2012,35.9303
pak,2013,38.3268
pak,2014,36.83684
pak,2015,37.22499
pan,1971,90.54505
pan,1972,91.55909
pan,1973,91.17897
pan,1974,90.49208
pan,1975,91.36691
pan,1976,89.48864
pan,1977,76.19368
pan,1978,51.13182
pan,1979,53.69014
pan,1980,45.58499
pan,1981,25.6194
pan,1982,44.49234
pan,1983,57.97231
pan,1984,29.03664
pan,1985,18.1405
pan,1986,16.81484
pan,1987,21.97679
pan,1988,11.41071
pan,1989,13.64341
pan,1990,14.7313
pan,1991,25.5914
pan,1992,33.27592
pan,1993,25.7388
pan,1994,28.02737
pan,1995,30.86104
pan,1996,20.99895
pan,1997,27.82029
pan,1998,48.38941
pan,1999,31.13537
pan,2000,29.56824
pan,2001,50.78064
pan,2002,35.40525
pan,2003,48.9957
pan,2004,33.98716
pan,2005,35.6959
pan,2006,39.82301
pan,2007,42.30173
pan,2008,37.92996
pan,2009,43.31164
pan,2010,42.89584
pan,2011,41.53669
pan,2012,29.30373
pan,2013,34.44965
pan,2014,36.80413
pan,2015,27.75835
per,1971,23.86154
per,1972,25.69975
per,1973,24.47447
per,1974,24.27158
per,1975,22.89913
per,1976,20.50278
per,1977,24.25507
per,1978,23.8932
per,1979,23.17573
per,1980,27.37514
per,1981,22.20052
per,1982,22.24965
per,1983,22.03707
per,1984,22.68979
per,1985,18.91669
per,1986,18.74421
per,1987,19.22033
per,1988,19.7683
per,1989,20.6163
per,1990,21.49479
per,1991,18.1881
per,1992,23.78448
per,1993,18.39546
per,1994,18.53649
per,1995,18.57656
per,1996,20.53034
per,1997,23.75885
per,1998,21.04441
per,1999,18.46639
per,2000,12.31295
per,2001,8.77852
per,2002,8.53842
per,2003,9.19997
per,2004,13.71676
per,2005,6.73752
per,2006,6.07866
per,2007,2.99021
per,2008,5.9852
per,2009,5.35698
per,2010,5.84285
per,2011,5.99138
per,2012,2.35683
per,2013,1.74918
per,2014,1.22469
per,2015,1.40308
phl,1971,99.86878
phl,1972,99.88459
phl,1973,85.68937
phl,1974,81.79658
phl,1975,83.36503
phl,1976,80.77603
phl,1977,84.70159
phl,1978,81.41166
phl,1979,78.29945
phl,1980,67.90494
phl,1981,62.50874
phl,1982,58.31186
phl,1983,55.87769
phl,1984,44.66478
phl,1985,34.90732
phl,1986,32.14456
phl,1987,45.23894
phl,1988,42.67493
phl,1989,42.88116
phl,1990,47.22908
phl,1991,49.92007
phl,1992,53.88094
phl,1993,52.17277
phl,1994,55.55774
phl,1995,56.83728
phl,1996,49.79443
phl,1997,48.03377
phl,1998,43.7491
phl,1999,28.47799
phl,2000,20.28042
phl,2001,20.97131
phl,2002,12.98409
phl,2003,13.54363
phl,2004,15.19738
phl,2005,10.85615
phl,2006,8.21549
phl,2007,8.63599
phl,2008,8.00381
phl,2009,8.69011
phl,2010,10.48242
phl,2011,4.91211
phl,2012,5.83371
phl,2013,5.96684
phl,2014,7.38785
phl,2015,7.14208
pol,1960,0.10587
pol,1961,0.1706
pol,1962,0.22622
pol,1963,0.38169
pol,1964,0.77359
pol,1965,0.63262
pol,1966,0.59761
pol,1967,0.73017
pol,1968,0.83287
pol,1969,0.81226
pol,1970,2.18731
pol,1971,2.30237
pol,1972,2.3039
pol,1973,2.33708
pol,1974,2.35781
pol,1975,2.32166
pol,1976,2.09941
pol,1977,2.51457
pol,1978,2.96731
pol,1979,3.193
pol,1980,2.88736
pol,1981,2.46651
pol,1982,1.93235
pol,1983,1.76327
pol,1984,1.45429
pol,1985,1.23837
pol,1986,1.17487
pol,1987,1.18378
pol,1988,1.14539
pol,1989,1.17989
pol,1990,1.16802
pol,1991,1.15123
pol,1992,1.11488
pol,1993,1.19291
pol,1994,1.26487
pol,1995,1.11134
pol,1996,1.25501
pol,1997,1.34885
pol,1998,1.35113
pol,1999,1.3507
pol,2000,1.33823
pol,2001,1.66851
pol,2002,1.66738
pol,2003,1.63724
pol,2004,1.91019
pol,2005,1.7746
pol,2006,1.80886
pol,2007,1.75988
pol,2008,1.76201
pol,2009,1.80187
pol,2010,1.84099
pol,2011,1.50382
pol,2012,1.2646
pol,2013,1.08644
pol,2014,1.00563
pol,2015,1.28878
prk,1971,2.3755
prk,1972,6.2659
prk,1973,5.82027
prk,1974,5.88303
prk,1975,2.57923
prk,1976,4.95763
prk,1977,2.92909
prk,1978,3.59281
prk,1979,3.58875
prk,1980,2.01415
prk,1981,1.83196
prk,1982,2.48211
prk,1983,2.00959
prk,1984,5.80782
prk,1985,3.05976
prk,1986,5.12648
prk,1987,4.75479
prk,1988,4.41577
prk,1989,2.81507
prk,1990,3.63177
prk,1991,0.46768
prk,1992,0.45344
prk,1993,0.13122
prk,1994,0.13853
prk,1995,1.45652
prk,1996,4.84507
prk,1997,5.34715
prk,1998,6.07059
prk,1999,5.54839
prk,2000,4.10825
prk,2001,5.0099
prk,2002,5.12743
prk,2003,4.70045
prk,2004,4.53284
prk,2005,3.64438
prk,2006,2.84823
prk,2007,3.5404
prk,2008,3.36996
prk,2009,2.82103
prk,2010,2.63109
prk,2011,3.20399
prk,2012,2.86962
prk,2013,3.12023
prk,2014,3.27768
prk,2015,5.91832
prt,1960,2.43977
prt,1961,2.14168
prt,1962,0.56818
prt,1963,0.80534
prt,1964,0.93342
prt,1965,2.05832
prt,1966,0.5017
prt,1967,2.90952
prt,1968,5.34742
prt,1969,1.58985
prt,1970,14.53348
prt,1971,16.48936
prt,1972,16.07466
prt,1973,19.20956
prt,1974,21.85307
prt,1975,35.11821
prt,1976,47.11328
prt,1977,24.48639
prt,1978,22.76183
prt,1979,26.5467
prt,1980,42.89096
prt,1981,59.02778
prt,1982,51.01908
prt,1983,52.03013
prt,1984,46.55379
prt,1985,35.10367
prt,1986,38.73174
prt,1987,25.66284
prt,1988,15.61998
prt,1989,45.90395
prt,1990,33.1628
prt,1991,33.87379
prt,1992,46.80822
prt,1993,32.5718
prt,1994,25.68456
prt,1995,31.10065
prt,1996,17.54947
prt,1997,19.85234
prt,1998,27.46806
prt,1999,25.65363
prt,2000,19.41575
prt,2001,20.22613
prt,2002,24.98795
prt,2003,13.48423
prt,2004,12.71109
prt,2005,19.03308
prt,2006,10.80163
prt,2007,10.38468
prt,2008,9.1215
prt,2009,6.63878
prt,2010,5.60243
prt,2011,5.17268
prt,2012,4.80516
prt,2013,3.36011
prt,2014,2.61167
prt,2015,2.55845
pry,1971,14.04255
pry,1972,12.69231
pry,1973,9.52381
pry,1974,7.10173
pry,1975,5.56492
pry,1976,5.96026
pry,1977,32.04904
pry,1978,52.8169
pry,1979,30.24602
pry,1980,8.73533
pry,1981,6.57396
pry,1982,4.13105
pry,1983,2.9656
pry,1984,2.47934
pry,1985,0.56248
pry,1986,0.35259
pry,1987,0.23658
pry,1988,0.13008
pry,1989,0.01644
pry,1990,0.02575
pry,1991,0.03748
pry,1992,0.04053
pry,1993,0.04453
pry,1994,0.01922
pry,1995,0.28174
pry,1996,0.03346
pry,1997,0.02163
pry,1998,0.02162
pry,1999,0.02886
pry,2000,0
pry,2001,0
pry,2002,0
pry,2003,0
pry,2004,0
pry,2005,0
pry,2006,0
pry,2007,0
pry,2008,0
pry,2009,0
pry,2010,0.00185
pry,2011,0.00174
pry,2012,0.00498
pry,2013,0.00497
pry,2014,0.01085
pry,2015,0.00179
qat,1971,9.52381
qat,1972,9.59596
qat,1973,9.52381
qat,1974,10.21739
qat,1975,17.92
qat,1976,10.48689
qat,1977,17.40851
qat,1978,11.34173
qat,1979,5.53598
qat,1980,2.6904
qat,1981,2.06746
qat,1982,1.99412
qat,1983,1.2979
qat,1984,1.57171
qat,1985,0.78501
qat,1986,0.8864
qat,1987,0.87016
qat,1988,0
qat,1989,0
qat,1990,0
qat,1991,0
qat,1992,0
qat,1993,0
qat,1994,0
qat,1995,0
qat,1996,0
qat,1997,0
qat,1998,0
qat,1999,0
qat,2000,0
qat,2001,0
qat,2002,0
qat,2003,0
qat,2004,0
qat,2005,0
qat,2006,0
qat,2007,0
qat,2008,0
qat,2009,0
qat,2010,0
qat,2011,0
qat,2012,0
qat,2013,0
qat,2014,0
qat,2015,0
rou,1971,7.04618
rou,1972,8.0895
rou,1973,9.55557
rou,1974,10.81896
rou,1975,3.58705
rou,1976,14.88861
rou,1977,18.97157
rou,1978,22.57568
rou,1979,22.12896
rou,1980,9.63459
rou,1981,18.57338
rou,1982,16.34311
rou,1983,17.28437
rou,1984,16.03946
rou,1985,9.4085
rou,1986,13.51652
rou,1987,12.58555
rou,1988,8.89382
rou,1989,10.92141
rou,1990,18.38467
rou,1991,10.79873
rou,1992,8.20371
rou,1993,9.79523
rou,1994,10.49405
rou,1995,9.7847
rou,1996,10.92584
rou,1997,12.00917
rou,1998,7.7389
rou,1999,7.60205
rou,2000,6.54485
rou,2001,10.03416
rou,2002,6.53695
rou,2003,6.58868
rou,2004,3.8921
rou,2005,3.18785
rou,2006,2.56153
rou,2007,1.77711
rou,2008,1.07765
rou,2009,1.78556
rou,2010,1.14156
rou,2011,1.24034
rou,2012,1.27778
rou,2013,0.95668
rou,2014,0.74538
rou,2015,0.71903
rus,1990,11.4933
rus,1991,11.25746
rus,1992,9.65303
rus,1993,8.14783
rus,1994,8.23483
rus,1995,7.72829
rus,1996,6.46587
rus,1997,5.89169
rus,1998,6.37844
rus,1999,4.8224
rus,2000,3.76351
rus,2001,3.37242
rus,2002,3.08148
rus,2003,2.96327
rus,2004,2.57059
rus,2005,2.22991
rus,2006,2.44892
rus,2007,1.69923
rus,2008,1.54916
rus,2009,1.61649
rus,2010,0.8971
rus,2011,2.59686
rus,2012,2.62281
rus,2013,0.82196
rus,2014,1.00637
rus,2015,0.94696
sau,1971,100
sau,1972,100
sau,1973,100
sau,1974,100
sau,1975,100
sau,1976,74.51247
sau,1977,66.98076
sau,1978,60.2123
sau,1979,61.52766
sau,1980,28.34931
sau,1981,40.08534
sau,1982,45.49404
sau,1983,42.48934
sau,1984,43.47501
sau,1985,42.40031
sau,1986,44.61655
sau,1987,49.12268
sau,1988,50.669
sau,1989,48.72032
sau,1990,22.46128
sau,1991,23.10062
sau,1992,23.38241
sau,1993,22.4297
sau,1994,20.93013
sau,1995,23.11285
sau,1996,23.52592
sau,1997,24.98187
sau,1998,25.81681
sau,1999,29.89287
sau,2000,27.68343
sau,2001,28.63555
sau,2002,27.84614
sau,2003,31.89412
sau,2004,30.05661
sau,2005,30.08108
sau,2006,32.35502
sau,2007,35.43181
sau,2008,35.31293
sau,2009,27.75725
sau,2010,24.07078
sau,2011,26.45305
sau,2012,27.6903
sau,2013,23.95103
sau,2014,23.90365
sau,2015,20.40634
sdn,1971,50.50505
sdn,1972,35.28369
sdn,1973,30
sdn,1974,28.17337
sdn,1975,27.3913
sdn,1976,24.6996
sdn,1977,33.91521
sdn,1978,36.99422
sdn,1979,38.27801
sdn,1980,29.98776
sdn,1981,29.96433
sdn,1982,29.9667
sdn,1983,30.01072
sdn,1984,30.01007
sdn,1985,40.03255
sdn,1986,34.8281
sdn,1987,34.80783
sdn,1988,35.26851
sdn,1989,34.43223
sdn,1990,36.76568
sdn,1991,37.50753
sdn,1992,33.35373
sdn,1993,35.29063
sdn,1994,39.66631
sdn,1995,47.85408
sdn,1996,47.93989
sdn,1997,50.97674
sdn,1998,46.94812
sdn,1999,50.06191
sdn,2000,53.95095
sdn,2001,55.35211
sdn,2002,58.38991
sdn,2003,65.32499
sdn,2004,68.07038
sdn,2005,67.0413
sdn,2006,69.69697
sdn,2007,71.10137
sdn,2008,73.42899
sdn,2009,50.2696
sdn,2010,17.29564
sdn,2011,23.51271
sdn,2012,29.85375
sdn,2013,19.14625
sdn,2014,21.65084
sdn,2015,22.61823
sen,1971,90.28871
sen,1972,90.5
sen,1973,91.40271
sen,1974,91.33333
sen,1975,91.85804
sen,1976,92.39766
sen,1977,92.94533
sen,1978,93.54839
sen,1979,94.08284
sen,1980,94.08284
sen,1981,94.3899
sen,1982,93.77778
sen,1983,94.39252
sen,1984,94.79554
sen,1985,94.76961
sen,1986,94.75655
sen,1987,94.91329
sen,1988,92.25589
sen,1989,92.18241
sen,1990,93.01587
sen,1991,93.70485
sen,1992,94.77186
sen,1993,90.93539
sen,1994,89.34579
sen,1995,80.12367
sen,1996,82.37739
sen,1997,89.23315
sen,1998,90.62038
sen,1999,94.77825
sen,2000,89.83791
sen,2001,91.49049
sen,2002,79.06067
sen,2003,72.57914
sen,2004,75.30919
sen,2005,79.24528
sen,2006,84.95285
sen,2007,88.32831
sen,2008,86.87994
sen,2009,86.42407
sen,2010,83.64759
sen,2011,84.00508
sen,2012,82.66667
sen,2013,83.60011
sen,2014,83.607
sen,2015,83.61568
sgp,1971,100
sgp,1972,100
sgp,1973,100
sgp,1974,100
sgp,1975,100
sgp,1976,100
sgp,1977,100
sgp,1978,100
sgp,1979,100
sgp,1980,100
sgp,1981,100
sgp,1982,100
sgp,1983,100
sgp,1984,100
sgp,1985,100
sgp,1986,98.40226
sgp,1987,98.57251
sgp,1988,98.70358
sgp,1989,98.7974
sgp,1990,98.91816
sgp,1991,97.10419
sgp,1992,85.34005
sgp,1993,64.52906
sgp,1994,66.49719
sgp,1995,68.00036
sgp,1996,70.75934
sgp,1997,73.86795
sgp,1998,71.89427
sgp,1999,78.14024
sgp,2000,79.95263
sgp,2001,69.04107
sgp,2002,53.77048
sgp,2003,35.09849
sgp,2004,27.19839
sgp,2005,23.09947
sgp,2006,19.78094
sgp,2007,18.43046
sgp,2008,17.08656
sgp,2009,15.62765
sgp,2010,20.20017
sgp,2011,19.39241
sgp,2012,12.99951
sgp,2013,4.70095
sgp,2014,0.69866
sgp,2015,0.6982
slv,1971,29.26829
slv,1972,45.29703
slv,1973,46.34678
slv,1974,43.34677
slv,1975,54.34343
slv,1976,37.07865
slv,1977,27.63975
slv,1978,10.90781
slv,1979,0.46144
slv,1980,1.50685
slv,1981,4.27655
slv,1982,5.68421
slv,1983,4.28571
slv,1984,4.02726
slv,1985,6.62368
slv,1986,4.00958
slv,1987,17.11569
slv,1988,12.56941
slv,1989,8.07882
slv,1990,6.80794
slv,1991,26.29517
slv,1992,24.13938
slv,1993,31.80022
slv,1994,41.05497
slv,1995,42.17523
slv,1996,31.49793
slv,1997,46.59788
slv,1998,46.56954
slv,1999,35.80347
slv,2000,41.93071
slv,2001,45.81531
slv,2002,48.61412
slv,2003,42.74412
slv,2004,45.35762
slv,2005,41.75824
slv,2006,42.61715
slv,2007,43.79625
slv,2008,37.48324
slv,2009,43.6982
slv,2010,34.95989
slv,2011,37.07052
slv,2012,39.76271
slv,2013,39.55676
slv,2014,40.30211
slv,2015,42.17733
srb,1990,4.60096
srb,1991,4.76841
srb,1992,1.70193
srb,1993,0.9321
srb,1994,0.73457
srb,1995,0.71934
srb,1996,1.18902
srb,1997,1.51382
srb,1998,0.82522
srb,1999,1.11344
srb,2000,0.92267
srb,2001,0.91375
srb,2002,0.70736
srb,2003,0.75779
srb,2004,0.39007
srb,2005,1.87257
srb,2006,0.89087
srb,2007,1.3844
srb,2008,0.467
srb,2009,0.27307
srb,2010,0.29661
srb,2011,0.18672
srb,2012,0.18523
srb,2013,0.02549
srb,2014,0.0299
srb,2015,0.07448
ssd,2012,99.55056
ssd,2013,99.57627
ssd,2014,99.59016
ssd,2015,99.39394
sur,2000,11.6041
sur,2001,13.36032
sur,2002,20.62315
sur,2003,27.38901
sur,2004,34.39943
sur,2005,47.29908
sur,2006,33.11604
sur,2007,25.85209
sur,2008,22.05456
sur,2009,23.21839
sur,2010,29.81439
sur,2011,39.36443
sur,2012,36.76471
sur,2013,40.0641
sur,2014,37.66055
sur,2015,39.94686
svk,1971,15.08514
svk,1972,14.90315
svk,1973,17.70876
svk,1974,21.78333
svk,1975,24.38477
svk,1976,24.36454
svk,1977,32.50147
svk,1978,32.89269
svk,1979,29.22282
svk,1980,17.94461
svk,1981,12.98148
svk,1982,8.74937
svk,1983,10.9557
svk,1984,8.33709
svk,1985,7.57348
svk,1986,5.30996
svk,1987,5.55315
svk,1988,5.0329
svk,1989,4.23932
svk,1990,6.41252
svk,1991,10.26339
svk,1992,6.78375
svk,1993,6.47979
svk,1994,3.76306
svk,1995,2.80006
svk,1996,4.78903
svk,1997,2.85794
svk,1998,4.78393
svk,1999,1.20263
svk,2000,0.65589
svk,2001,2.166
svk,2002,2.18552
svk,2003,2.2849
svk,2004,2.41957
svk,2005,2.36349
svk,2006,2.31033
svk,2007,2.54553
svk,2008,2.36787
svk,2009,2.41522
svk,2010,2.18468
svk,2011,2.07155
svk,2012,1.78622
svk,2013,1.50452
svk,2014,1.11242
svk,2015,1.44187
svn,1990,7.87528
svn,1991,4.39422
svn,1992,2.50324
svn,1993,2.18483
svn,1994,2.10159
svn,1995,2.03671
svn,1996,2.02956
svn,1997,2.64876
svn,1998,1.04895
svn,1999,1.07073
svn,2000,0.4037
svn,2001,0.87101
svn,2002,0.45212
svn,2003,0.36179
svn,2004,0.28158
svn,2005,0.27783
svn,2006,0.34403
svn,2007,0.19278
svn,2008,0.09757
svn,2009,0.1707
svn,2010,0.04922
svn,2011,0.10053
svn,2012,0.05789
svn,2013,0.04428
svn,2014,0.24471
svn,2015,0.11473
swe,1960,10.10419
swe,1961,4.79322
swe,1962,3.99762
swe,1963,6.65518
swe,1964,5.05712
swe,1965,5.36769
swe,1966,9.93205
swe,1967,8.27728
swe,1968,13.25031
swe,1969,27.85126
swe,1970,30.94924
swe,1971,21.14558
swe,1972,22.23633
swe,1973,19.44274
swe,1974,19.9534
swe,1975,12.80539
swe,1976,17.46227
swe,1977,17.80218
swe,1978,11.78567
swe,1979,13.03305
swe,1980,10.37834
swe,1981,4.15281
swe,1982,3.97942
swe,1983,1.97852
swe,1984,1.22822
swe,1985,2.2792
swe,1986,2.06106
swe,1987,1.67972
swe,1988,1.3856
swe,1989,1.01108
swe,1990,0.89119
swe,1991,1.35402
swe,1992,1.79873
swe,1993,2.14393
swe,1994,2.89418
swe,1995,2.66297
swe,1996,5.13486
swe,1997,2.50124
swe,1998,2.11977
swe,1999,2.02857
swe,2000,1.05556
swe,2001,1.4295
swe,2002,2.01431
swe,2003,2.85938
swe,2004,1.2883
swe,2005,0.87077
swe,2006,1.1648
swe,2007,0.72368
swe,2008,0.58241
swe,2009,0.53439
swe,2010,1.19493
swe,2011,0.52644
swe,2012,0.38934
swe,2013,0.26857
swe,2014,0.19537
swe,2015,0.15562
syr,1971,96.20818
syr,1972,95.89676
syr,1973,98.80534
syr,1974,80.42705
syr,1975,62.33049
syr,1976,36.23188
syr,1977,14.92945
syr,1978,23.68513
syr,1979,29.31333
syr,1980,31.94444
syr,1981,40.59111
syr,1982,48.68443
syr,1983,57.58853
syr,1984,49.53488
syr,1985,52.20309
syr,1986,57.63032
syr,1987,57.69183
syr,1988,60.13106
syr,1989,54.40459
syr,1990,55.96417
syr,1991,44.25651
syr,1992,45.78889
syr,1993,48.93971
syr,1994,55.65143
syr,1995,53.17088
syr,1996,53.912
syr,1997,53.76179
syr,1998,54.92698
syr,1999,54.49844
syr,2000,50.08526
syr,2001,45.86703
syr,2002,45.7609
syr,2003,41.777
syr,2004,45.80229
syr,2005,50.50809
syr,2006,51.36657
syr,2007,59.76399
syr,2008,61.68491
syr,2009,50.01616
syr,2010,39.44584
syr,2011,38.50454
syr,2012,38.29751
syr,2013,27.30809
syr,2014,22.51388
syr,2015,29.06437
tgo,1971,50.3268
tgo,1972,62.25166
tgo,1973,62.37624
tgo,1974,42.85714
tgo,1975,30.14706
tgo,1976,36.13445
tgo,1977,26.92308
tgo,1978,27.54237
tgo,1979,64.15094
tgo,1980,25.4902
tgo,1981,28.30189
tgo,1982,26.92308
tgo,1983,65.45455
tgo,1984,74.32432
tgo,1985,31.53153
tgo,1986,28.97196
tgo,1987,31.53153
tgo,1988,36.13445
tgo,1989,25.78125
tgo,1990,39.87342
tgo,1991,31.80212
tgo,1992,23.35329
tgo,1993,20.41522
tgo,1994,40.08097
tgo,1995,17.47573
tgo,1996,20.16807
tgo,1997,35.41667
tgo,1998,42.85714
tgo,1999,51.86916
tgo,2000,42.85714
tgo,2001,59.34959
tgo,2002,42.76316
tgo,2003,29.54545
tgo,2004,55.37634
tgo,2005,59.78836
tgo,2006,57.46606
tgo,2007,47.95918
tgo,2008,24.39024
tgo,2009,25
tgo,2010,45.81006
tgo,2011,13.28125
tgo,2012,15.31532
tgo,2013,18.27957
tgo,2014,13.7931
tgo,2015,24.69136
tha,1971,53.61007
tha,1972,66.59414
tha,1973,69.53091
tha,1974,62.09601
tha,1975,55.67536
tha,1976,59.04743
tha,1977,67.69575
tha,1978,79.43341
tha,1979,66.25753
tha,1980,81.40164
tha,1981,59.81521
tha,1982,35.86917
tha,1983,38.30611
tha,1984,30.26541
tha,1985,14.75254
tha,1986,13.61816
tha,1987,7.87031
tha,1988,9.75234
tha,1989,12.73058
tha,1990,23.49466
tha,1991,25.42792
tha,1992,26.44751
tha,1993,28.77758
tha,1994,29.67391
tha,1995,30.47214
tha,1996,28.51339
tha,1997,23.42801
tha,1998,20.73469
tha,1999,17.8034
tha,2000,10.44834
tha,2001,2.85882
tha,2002,2.59143
tha,2003,2.70296
tha,2004,6.16494
tha,2005,6.59924
tha,2006,6.14522
tha,2007,2.6873
tha,2008,1.13074
tha,2009,0.48519
tha,2010,0.73783
tha,2011,1.32187
tha,2012,1.45462
tha,2013,0.98406
tha,2014,0.99738
tha,2015,0.57043
tjk,1990,0
tjk,1991,0
tjk,1992,0
tjk,1993,0
tjk,1994,0
tjk,1995,0
tjk,1996,0
tjk,1997,0
tjk,1998,0
tjk,1999,0
tjk,2000,0
tjk,2001,0
tjk,2002,0
tjk,2003,0
tjk,2004,0
tjk,2005,0
tjk,2006,0
tjk,2007,0
tjk,2008,0
tjk,2009,0
tjk,2010,0
tjk,2011,0
tjk,2012,0
tjk,2013,0
tjk,2014,0
tjk,2015,0
tkm,1990,0
tkm,1991,0
tkm,1992,0
tkm,1993,0
tkm,1994,0
tkm,1995,0
tkm,1996,0
tkm,1997,0
tkm,1998,0
tkm,1999,0
tkm,2000,0
tkm,2001,0
tkm,2002,0
tkm,2003,0
tkm,2004,0
tkm,2005,0
tkm,2006,0
tkm,2007,0
tkm,2008,0
tkm,2009,0
tkm,2010,0
tkm,2011,0
tkm,2012,0
tkm,2013,0
tkm,2014,0
tkm,2015,0
tto,1971,3.93542
tto,1972,2.25225
tto,1973,1.99095
tto,1974,2.95139
tto,1975,2.09241
tto,1976,2.23765
