geo,time,dt_dod_dpng_cd
kna,2008,0
kna,2009,0
kna,2010,0
kos,2007,306582000
kos,2008,430351000
kos,2009,459256000
kos,2010,567442000
kos,2011,830408000
kos,2012,821547000
kos,2013,1014621000
kos,2014,985376000
kos,2015,998212000
kos,2016,1035037000
kos,2017,1083172000
kos,2018,960669000
kos,2019,1037491000
kos,2020,1413818000
lao,2002,384100000
lao,2003,386690000
lao,2004,543910000
lao,2005,825100000
lao,2006,1090410000
lao,2007,1847390000
lao,2008,2266785000
lao,2009,2624603000
lao,2010,2659055000
lao,2011,2685368000
lao,2012,2763440000
lao,2013,2186403000
lao,2014,3142238000
lao,2015,4183294000
lao,2016,5432505000
lao,2017,5460590000
lao,2018,5588360246.3
lao,2019,5717354035.2
lao,2020,5713772838.4
lbn,1995,50000000
lbn,1996,410000000
lbn,1997,885000000
lbn,1998,785000000
lbn,1999,671000000
lbn,2000,736000000
lbn,2001,836000000
lbn,2002,701000000
lbn,2003,696000000
lbn,2004,746000000
lbn,2005,1011000000
lbn,2006,805000000
lbn,2007,530000000
lbn,2008,20077596000
lbn,2009,21959107000
lbn,2010,23470619000
lbn,2011,25152131000
lbn,2012,27033642000
lbn,2013,28922720000
lbn,2014,30939204000
lbn,2015,32849341000
lbn,2016,33692881000
lbn,2017,35139630000
lbn,2018,40762895000
lbn,2019,35343281000
lbn,2020,25074082000
lbr,2014,58000000
lbr,2015,71010000
lbr,2016,64898000
lbr,2017,60757449.9
lbr,2018,55176820
lbr,2019,48533227.8
lbr,2020,41360455.7
lka,1976,100000
lka,1977,400000
lka,1978,400000
lka,1979,1100000
lka,1980,3300000
lka,1981,4000000
lka,1982,2500000
lka,1983,40230000
lka,1984,44349000
lka,1985,98512000
lka,1986,96040000
lka,1987,116760000
lka,1988,113296000
lka,1989,131913000
lka,1990,101767000
lka,1991,98676000
lka,1992,99441000
lka,1993,89796000
lka,1994,82557000
lka,1995,89552000
lka,1996,87538000
lka,1997,135750000
lka,1998,195752000
lka,1999,212572000
lka,2000,367881000
lka,2001,389360000
lka,2002,328613000
lka,2003,268350000
lka,2004,295896000
lka,2005,387896000
lka,2006,492900000
lka,2007,638900000
lka,2008,733700000
lka,2009,966800000
lka,2010,919000000
lka,2011,1212670000
lka,2012,3244727000
lka,2013,4446217000
lka,2014,7292237000
lka,2015,7644511000
lka,2016,8048638000
lka,2017,8801820000
lka,2018,8838953000
lka,2019,8826412000
lka,2020,8851778000
mar,1970,15000000
mar,1971,16000000
mar,1972,24000000
mar,1973,32000000
mar,1974,40000000
mar,1975,55000000
mar,1976,75000000
mar,1977,150000000
mar,1978,125000000
mar,1979,100000000
mar,1980,150000000
mar,1981,210000000
mar,1982,250000000
mar,1983,225000000
mar,1984,168700000
mar,1985,200000000
mar,1986,200000000
mar,1987,200000000
mar,1988,200000000
mar,1989,200000000
mar,1990,200000000
mar,1991,200000000
mar,1992,204000000
mar,1993,179370000
mar,1994,258477000
mar,1995,331000000
mar,1996,392000000
mar,1997,952450000
mar,1998,1117158000
mar,1999,2095041000
mar,2000,1861673000
mar,2001,1753406000
mar,2002,1912043000
mar,2003,2492545000
mar,2004,2598433000
mar,2005,3050748000
mar,2006,2587532000
mar,2007,2974693000
mar,2008,2656153000
mar,2009,2354142000
mar,2010,2588544000
mar,2011,2833303000
mar,2012,3699330000
mar,2013,4767710000
mar,2014,4571947000
mar,2015,5615242000
mar,2016,6488660000
mar,2017,8110799000
mar,2018,8700381000
mar,2019,9024955000
mar,2020,9972936000
mda,1994,3878000
mda,1995,9477000
mda,1996,18630000
mda,1997,43972000
mda,1998,71645000
mda,1999,111213000
mda,2000,197380000
mda,2001,267311000
mda,2002,338291000
mda,2003,409882000
mda,2004,458455000
mda,2005,540223000
mda,2006,717964000
mda,2007,1157773000
mda,2008,1214284000
mda,2009,1202564000
mda,2010,1906232000
mda,2011,2042001000
mda,2012,2263337000
mda,2013,2606029000
mda,2014,2649963000
mda,2015,3182863000
mda,2016,3101494000
mda,2017,3314605000
mda,2018,3475716000
mda,2019,3609728000
mda,2020,3800395000
mdg,2008,21209000
mdg,2009,18787000
mdg,2010,14837000
mdg,2011,12408000
mdg,2012,9552000
mdg,2013,7744000
mdg,2014,5458000
mdg,2015,12731000
mdg,2016,4992000
mdg,2017,29692000
mdg,2018,92300000
mdg,2019,118690000
mdg,2020,130000000
mdv,2006,94635000
mdv,2007,218488000
mdv,2008,208517000
mdv,2009,215824000
mdv,2010,115248000
mdv,2011,41943000
mdv,2012,93441000
mdv,2013,44787000
mdv,2014,196214000
mdv,2015,150666000
mdv,2016,168231000
mdv,2017,158071000
mdv,2018,86036000
mdv,2019,103722000
mdv,2020,117899000
mex,1970,2770000000
mex,1971,2934400000
mex,1972,3120700000
mex,1973,3444800000
mex,1974,3771100000
mex,1975,4194800000
mex,1976,4343200000
mex,1977,4523800000
mex,1978,4954800000
mex,1979,5600000000
mex,1980,7300000000
mex,1981,10200000000
mex,1982,8100000000
mex,1983,14800000000
mex,1984,16296000000
mex,1985,15745000000
mex,1986,15103000000
mex,1987,14148000000
mex,1988,5931000000
mex,1989,3971000000
mex,1990,5835000000
mex,1991,7620000000
mex,1992,10675000000
mex,1993,15538544000
mex,1994,17098800000
mex,1995,18348400000
mex,1996,20340000000
mex,1997,27455867000
mex,1998,37442363000
mex,1999,50291379000
mex,2000,50480741000
mex,2001,55138881000
mex,2002,31734799000
mex,2003,26307479000
mex,2004,33012867000
mex,2005,32658321000
mex,2006,38448888000
mex,2007,47428817000
mex,2008,44671817000
mex,2009,44440252000
mex,2010,52529384000
mex,2011,70671526000
mex,2012,73067398000
mex,2013,89303298000
mex,2014,98914418000
mex,2015,93349211000
mex,2016,98203021000
mex,2017,98442752000
mex,2018,92888220186.3
mex,2019,99276062849.3
mex,2020,105164300919.60001
mkd,1993,209642000
mkd,1994,217891000
mkd,1995,289278000
mkd,1996,624968000
mkd,1997,66713000
mkd,1998,188503000
mkd,1999,121616000
mkd,2000,127021000
mkd,2001,174095000
mkd,2002,252489000
mkd,2003,308782000
mkd,2004,363855000
mkd,2005,470727000
mkd,2006,805497000
mkd,2007,1043658000
mkd,2008,1438494000
mkd,2009,1857714000
mkd,2010,1959368000
mkd,2011,2022002000
mkd,2012,2106202000
mkd,2013,2368043000
mkd,2014,2601765000
mkd,2015,2553036000
mkd,2016,2847216000
mkd,2017,3303996000
mkd,2018,3175646000
mkd,2019,3335796000
mkd,2020,3704488000
mmr,2015,66112000
mmr,2016,47222000
mmr,2017,28333000
mmr,2018,14166000
mmr,2019,27845000
mmr,2020,35181000
mne,2006,12360045
mne,2007,9696722.7
mne,2008,9090584.4
mne,2009,14875635.6
mne,2010,2947313609.2
mne,2011,3228121909.1
mne,2012,3417518737.8
mne,2013,4216494923.4
mne,2014,3938815999.3
mne,2015,3437435005.9
mne,2016,3583094206.7
mne,2017,4029367309.6
mne,2018,4333490545
mne,2019,4300519781.6
mne,2020,4424288671.1
mng,2006,2500983
mng,2007,5002195.8
mng,2008,361691000.2
mng,2009,661952239.2
mng,2010,3507710703.6
mng,2011,6949372950.3
mng,2012,11005888773.6
mng,2013,13649543186
mng,2014,14880687759.5
mng,2015,15444148672.7
mng,2016,16820598000
mng,2017,17100574000
mng,2018,18397726000
mng,2019,20050289000
mng,2020,19988953000
moz,1985,11427000
moz,1986,10255000
moz,1987,16694000
moz,1988,17511000
moz,1989,10958000
moz,1990,19242000
moz,1991,16000000
moz,1992,17000000
moz,1993,17500000
moz,1994,1652000000
moz,1995,1769000000
moz,1996,1845000000
moz,1997,1912000000
moz,1998,1757000000
moz,1999,1747000000
moz,2000,994869000
moz,2001,1044869000
moz,2002,1468489000
moz,2003,1485676000
moz,2004,1467351000
moz,2005,1505640000
moz,2006,1923024000
moz,2007,2044322000
moz,2008,1941677000
moz,2009,1714440000
moz,2010,1576300000
moz,2011,1279890000
moz,2012,1311458000
moz,2013,3878745000
moz,2014,3455401000
moz,2015,3428089000
moz,2016,3566046000
moz,2017,3877275000
moz,2018,6469728000
moz,2019,7332931000
moz,2020,8222901000
mus,1972,3100000
mus,1973,7600000
mus,1974,6900000
mus,1975,6500000
mus,1976,14300000
mus,1977,12400000
mus,1978,15063000
mus,1979,23098000
mus,1980,24007000
mus,1981,23586000
mus,1982,18444000
mus,1983,14370000
mus,1984,12691000
mus,1985,14768000
mus,1986,21842000
mus,1987,46330000
mus,1988,65505000
mus,1989,106195000
mus,1990,147458000
mus,1991,172121000
mus,1992,194659000
mus,1993,166771000
mus,1994,245350000
mus,1995,267001000
mus,1996,246000000
mus,1997,189000000
mus,1998,157000000
mus,1999,136147000
mus,2000,118422000
mus,2001,86518000
mus,2002,1190442000
mus,2003,2294366000
mus,2004,2462932000
mus,2005,2892944000
mus,2006,2882637000
mus,2007,5021048000
mus,2008,5893120000
mus,2009,5124699000
mus,2010,5287217000
mus,2011,6928387000
mus,2012,6274481000
mus,2013,7630432000
mus,2014,5483839000
mus,2015,3720649000
mus,2016,4078619000
mus,2017,8921257000
mus,2018,9693115000
mus,2019,10888914000
mus,2020,10233951000
mwi,1988,3200000
mwi,1989,3700000
mwi,1990,2467000
mwi,1991,2467000
mwi,1992,0
ner,1978,158900000
ner,1979,259700000
ner,1980,304700000
ner,1981,303400000
ner,1982,233800000
ner,1983,181600000
ner,1984,162000000
ner,1985,198500000
ner,1986,224300000
ner,1987,254300000
ner,1988,256000000
ner,1989,259000000
ner,1990,261000000
ner,1991,225000000
ner,1992,205000000
ner,1993,181000000
ner,1994,157200000
ner,1995,133400000
ner,1996,109636000
ner,1997,95836000
ner,1998,72036000
ner,1999,70000000
ner,2000,68000000
ner,2001,61642000
ner,2002,53626000
ner,2003,45610000
ner,2004,39094000
ner,2005,32578000
ner,2006,26062000
ner,2007,19547000
ner,2008,13031000
ner,2009,6516000
ner,2010,0
nga,1970,115000000
nga,1971,108000000
nga,1972,85000000
nga,1973,88000000
nga,1974,93000000
nga,1975,91000000
nga,1976,103000000
nga,1977,130000000
nga,1978,336000000
nga,1979,709000000
nga,1980,1097000000
nga,1981,1347000000
nga,1982,1313100000
nga,1983,1300000000
nga,1984,1400000000
nga,1985,1416000000
nga,1986,600000000
nga,1987,551700000
nga,1988,536960000
nga,1989,406000000
nga,1990,390743000
nga,1991,343309000
nga,1992,331309000
nga,1993,321309000
nga,1994,311309000
nga,1995,301309000
nga,1996,300000000
nga,1997,295000000
nga,1998,285000000
nga,1999,250000000
nga,2000,2147450000
nga,2001,3897971000
nga,2002,6215411000
nga,2003,6978205000
nga,2004,7870536000
nga,2005,8623204000
nga,2006,8896454000
nga,2007,11625907000
nga,2008,12328781000
nga,2009,12437853000
nga,2010,11555935000
nga,2011,12495288000
nga,2012,12212621000
nga,2013,13616746000
nga,2014,16534948000
nga,2015,19414692000
nga,2016,22145811000
nga,2017,24564118698
nga,2018,26622059022.8
nga,2019,30158324485.3
nga,2020,34872631102.5
nic,1998,27629000
nic,1999,110279000
nic,2000,281252000
nic,2001,139987000
nic,2002,180679000
nic,2003,208787000
nic,2004,277517000
nic,2005,291686000
nic,2006,232485000
nic,2007,661984000
nic,2008,1167777000
nic,2009,2048892000
nic,2010,2551736000
nic,2011,3244940000
nic,2012,3763553000
nic,2013,4324957000
nic,2014,4725660000
nic,2015,5031617000
nic,2016,5170569000
nic,2017,5149100000
nic,2018,5000309000
nic,2019,4866625000
nic,2020,4614075000
npl,2014,43025000
npl,2015,56555000
npl,2016,82984000
npl,2017,74686000
npl,2018,129349000
npl,2019,118271000
npl,2020,118271000
pak,1970,5000000
pak,1971,7000000
pak,1972,10000000
pak,1973,16100000
pak,1974,18700000
pak,1975,19300000
pak,1976,18200000
pak,1977,20693000
pak,1978,20513000
pak,1979,15800000
pak,1980,18140000
pak,1981,24600000
pak,1982,38923000
pak,1983,33709000
pak,1984,26305000
pak,1985,25567000
pak,1986,29488000
pak,1987,55514000
pak,1988,93435000
pak,1989,137614000
pak,1990,137571000
pak,1991,425000000
pak,1992,833900000
pak,1993,1057309000
pak,1994,1177900000
pak,1995,1593400000
pak,1996,1995400000
pak,1997,2337700000
pak,1998,2601500000
pak,1999,2221200000
pak,2000,2559900000
pak,2001,2098000000
pak,2002,1998304000
pak,2003,1619000000
pak,2004,1537000000
pak,2005,963541000
pak,2006,907024000
pak,2007,1193343000
pak,2008,3184000000
pak,2009,3265000000
pak,2010,4473000000
pak,2011,5759000000
pak,2012,5618000000
pak,2013,4813000000
pak,2014,4727000000
pak,2015,4739000000
pak,2016,6124753000
pak,2017,8590805000
pak,2018,10906467000
pak,2019,12082542000
pak,2020,13646831000
pan,1996,75000000
pan,1997,344333000
pan,1998,349317000
pan,1999,567216000
pan,2000,780115000
pan,2001,1395342000
pan,2002,1469153000
pan,2003,1722888000
pan,2004,1741672000
pan,2005,1742038000
pan,2006,1694421000
pan,2007,1060989000
pan,2008,9507633000
pan,2009,11878189000
pan,2010,13272089000
pan,2011,17285952000
pan,2012,19451533000
pan,2013,20470433000
pan,2014,25074395000
pan,2015,28999942000
pan,2016,28622497000
pan,2017,35668090554.1
pan,2018,40193685772.7
pan,2019,45697146445.4
pan,2020,42669741937.1
per,1970,1799400000
per,1971,1840300000
per,1972,1787300000
per,1973,1771000000
per,1974,2128000000
per,1975,2056000000
per,1976,2436000000
per,1977,2134000000
per,1978,1830000000
per,1979,1186000000
per,1980,610000000
per,1981,635000000
per,1982,819000000
per,1983,722000000
per,1984,546000000
per,1985,407000000
per,1986,375000000
per,1987,387000000
per,1988,386000000
per,1989,384000000
per,1990,330000000
per,1991,218000000
per,1992,228000000
per,1993,564000000
per,1994,1173000000
per,1995,1288000000
per,1996,1378000000
per,1997,2895500000
per,1998,4036500000
per,1999,4378328000
per,2000,4937849000
per,2001,5256017000
per,2002,4515675000
per,2003,4349844000
per,2004,4009380000
per,2005,3572235000
per,2006,3939725000
per,2007,6907024000
per,2008,9744069000
per,2009,10861743000
per,2010,14812968000
per,2011,17608290000
per,2012,31782716000
per,2013,38938096000
per,2014,44140945000
per,2015,39855472000
per,2016,41294866000
per,2017,39062340000
per,2018,37777824000
per,2019,36231071000
per,2020,34359956000
phl,1970,919300000
phl,1971,979700000
phl,1972,983200000
phl,1973,1041100000
phl,1974,1213100000
phl,1975,1411200000
phl,1976,1812300000
phl,1977,2164800000
phl,1978,2090600000
phl,1979,2071300000
phl,1980,2454300000
phl,1981,2760700000
phl,1982,3229200000
phl,1983,3125400000
phl,1984,2711000000
phl,1985,2600000000
phl,1986,2294000000
phl,1987,1834042000
phl,1988,1610509000
phl,1989,1188611000
phl,1990,1200893000
phl,1991,1362382000
phl,1992,1030400000
phl,1993,2209480000
phl,1994,3563975000
phl,1995,4846761000
phl,1996,8554445000
phl,1997,11661884000
phl,1998,17009797000
phl,1999,16778762000
phl,2000,17033001000
phl,2001,21090245000
phl,2002,20342179000
phl,2003,19066228000
phl,2004,19184149000
phl,2005,16378179000
phl,2006,15437485000
phl,2007,13770258000
phl,2008,11831120000
phl,2009,8471906000
phl,2010,8461605000
phl,2011,8144388000
phl,2012,8582168000
phl,2013,9409513000
phl,2014,20757632000
phl,2015,21145311000
phl,2016,23329788000
phl,2017,21135620000
phl,2018,23379092000
phl,2019,23523653759.1
phl,2020,26844447360.7
png,1970,172600000
png,1971,317800000
png,1972,364600000
png,1973,306000000
png,1974,261000000
png,1975,231000000
png,1976,206000000
png,1977,205300000
png,1978,132200000
png,1979,163500000
png,1980,138600000
png,1981,337900000
png,1982,653300000
png,1983,820100000
png,1984,890000000
png,1985,867862000
png,1986,673978000
png,1987,729259000
png,1988,855954000
png,1989,823800000
png,1990,938200000
png,1991,964400000
png,1992,1725727000
png,1993,1344314000
png,1994,945620000
png,1995,710736000
png,1996,877886000
png,1997,1049452000
png,1998,1079895000
png,1999,1058808000
png,2000,750000000
png,2001,491000000
png,2002,239000000
png,2003,129464000
png,2004,165948000
png,2005,386506000
png,2006,451173000
png,2007,213261000
png,2008,344662000
png,2009,415253000
png,2010,4337326000
png,2011,11199090000
png,2012,13338226000
png,2013,19846793000
png,2014,18069603000
png,2015,18400377000
png,2016,16494311000
png,2017,14662708000
png,2018,13674293000
png,2019,13601000000
png,2020,11900000000
pry,1974,22500000
pry,1975,38800000
pry,1976,44400000
pry,1977,62400000
pry,1978,85800000
pry,1979,138100000
pry,1980,150800000
pry,1981,132800000
pry,1982,131500000
pry,1983,129600000
pry,1984,110243000
pry,1985,103837000
pry,1986,86164000
pry,1987,28359000
pry,1988,28398000
pry,1989,27431000
pry,1990,19067000
pry,1991,20293000
pry,1992,20997000
pry,1993,25662000
pry,1994,137630000
pry,1995,337559000
pry,1996,408200000
pry,1997,482000000
pry,1998,534000000
pry,1999,558000000
pry,2000,450000000
pry,2001,360000000
pry,2002,827534000
pry,2003,1194667000
pry,2004,1592201000
pry,2005,2613502000
pry,2006,3721403000
pry,2007,4898003000
pry,2008,6159204000
pry,2009,7461705000
pry,2010,8992456000
pry,2011,8723864000
pry,2012,8971333000
pry,2013,8138833000
pry,2014,7793628000
pry,2015,7432115000
pry,2016,6675026000
pry,2017,5564090000
pry,2018,4624518000
pry,2019,4360460000
pry,2020,4755056000
rou,1990,7000000
rou,1991,116000000
rou,1992,160000000
rou,1993,246000000
rou,1994,394000000
rou,1995,534000000
rou,1996,1035000000
rou,1997,1731000000
rou,1998,2356000000
rou,1999,2531000000
rou,2000,3361709000
rou,2001,4237836000
rou,2002,5918156000
rou,2003,7801341000
rou,2004,11089150000
rou,2005,17772531000
rou,2006,23012118000
rou,2007,39636337000
rou,2008,58505466000
rou,2009,68296968000
rou,2010,60826182000
rou,2011,57495979000
rou,2012,59260136000
rou,2013,63295949000
rou,2014,59397876000
rou,2015,49916460000
rou,2016,49739349000
rou,2017,59691747000
rou,2018,56930368000
rou,2019,60939225558
rou,2020,64530270377
rus,1997,1905000000
rus,1998,22163094250
rus,1999,22583122258
rus,2000,21762085470.3
rus,2001,22326181600
rus,2002,28514282452.7
rus,2003,56987681521
rus,2004,83256985972.5
rus,2005,138589019611.20001
rus,2006,164936481125
rus,2007,181864067580.79999
rus,2008,211082698132
rus,2009,198577860211.20001
rus,2010,183272989705.60001
rus,2011,270290681286.20001
rus,2012,291182364801.40002
rus,2013,301930812895
rus,2014,251312902025.79999
rus,2015,223554532947.79999
rus,2016,291055567132.20001
rus,2017,239000000545.60001
rus,2018,220470000098.89999
rus,2019,208319140010.20001
rus,2020,197514764362.60001
rwa,2008,240000000
rwa,2009,240000000
rwa,2010,327000000
rwa,2011,245000000
rwa,2012,552000000
rwa,2013,621000000
rwa,2014,1010000000
rwa,2015,1271737000
rwa,2016,1535544000
rwa,2017,1645369000
rwa,2018,1769459000
rwa,2019,1936798000
rwa,2020,2173085000
sdn,1980,325000000
sdn,1981,244000000
sdn,1982,244000000
sdn,1983,244000000
sdn,1984,244000000
sdn,1985,244000000
sdn,1986,244000000
sdn,1987,372000000
sdn,1988,374000000
sdn,1989,496000000
sdn,1990,496000000
sdn,1991,496000000
sdn,1992,496000000
sdn,1993,496000000
sdn,1994,496000000
sdn,1995,496000000
sdn,1996,496000000
sdn,1997,496000000
sdn,1998,496000000
sdn,1999,496000000
sdn,2000,496000000
sdn,2001,0
sen,1970,30800000
sen,1971,28400000
sen,1972,23300000
sen,1973,17700000
sen,1974,16700000
sen,1975,17200000
sen,1976,16000000
sen,1977,13600000
sen,1978,10900000
sen,1979,7400000
sen,1980,9000000
sen,1981,12800000
sen,1982,12800000
sen,1983,10800000
sen,1984,9700000
sen,1985,12600000
sen,1986,39135000
sen,1987,41699000
sen,1988,33474000
sen,1989,33410000
sen,1990,60093000
sen,1991,58317000
sen,1992,49872000
sen,1993,50070000
sen,1994,47940000
sen,1995,43704000
sen,1996,39200000
sen,1997,55400000
sen,1998,22148000
sen,1999,14157000
sen,2000,12711000
sen,2001,50840000
sen,2002,33221000
sen,2003,50121000
sen,2004,144754000
sen,2005,141369000
sen,2006,150789000
sen,2007,199911000
sen,2008,180304000
sen,2009,357337000
sen,2010,308457000
sen,2011,265016000
sen,2012,265513000
sen,2013,271181000
sen,2014,271833000
sen,2015,228547000
sen,2016,239315000
sen,2017,249839000
sen,2018,442329000
sen,2019,519992000
sen,2020,691715000
slb,1993,50144000
slb,1994,54497000
slb,1995,48824000
slb,1996,45589000
slb,1997,41199000
slb,1998,38052000
slb,1999,34973000
slb,2000,31465000
slb,2001,27956000
slb,2002,25341000
slb,2003,20914000
slb,2004,11226000
slb,2005,6980000
slb,2006,6980000
slb,2007,25857000
slb,2008,25778000
slb,2009,21483000
slb,2010,76575000
slb,2011,92433000
slb,2012,81324000
slb,2013,64906000
slb,2014,51138000
slb,2015,76783000
slb,2016,118901000
slb,2017,231339000
slb,2018,167357000
slb,2019,201259000
slb,2020,252790000
slv,1970,88300000
slv,1971,102400000
slv,1972,133400000
slv,1973,137600000
slv,1974,162700000
slv,1975,195500000
slv,1976,202900000
slv,1977,241300000
slv,1978,250800000
slv,1979,200600000
slv,1980,160500000
slv,1981,147400000
slv,1982,133800000
slv,1983,121600000
slv,1984,114200000
slv,1985,104200000
slv,1986,83360000
slv,1987,69814000
slv,1988,55226000
slv,1989,39326000
slv,1990,25780000
slv,1991,21090000
slv,1992,11712000
slv,1993,8000000
slv,1994,8000000
slv,1995,4624000
slv,1996,1624000
slv,1997,44624000
slv,1998,81624000
slv,1999,93289000
slv,2000,111489000
slv,2001,156489000
slv,2002,127589000
slv,2003,1583350000
slv,2004,1762229000
slv,2005,2622374000
slv,2006,3289188000
slv,2007,3079335000
slv,2008,3316157000
slv,2009,3138710000
slv,2010,3569039000
slv,2011,3983404000
slv,2012,3885149000
slv,2013,4158939000
slv,2014,4222554000
slv,2015,4721765000
slv,2016,5103153000
slv,2017,5413951000
slv,2018,4920955000
slv,2019,5083234000
slv,2020,5167452000
srb,1970,854100000
srb,1971,1341000000
srb,1972,1825300000
srb,1973,2407000000
srb,1974,2833200000
srb,1975,3492700000
srb,1976,4379800000
srb,1977,5870600000
srb,1978,7706800000
srb,1979,10056300000
srb,1980,11005000000
srb,1981,11704000000
srb,1982,10875000000
srb,1983,10033000000
srb,1984,8187000000
srb,1985,7979500000
srb,1986,5830800000
srb,1987,5045000000
srb,1988,4692000000
srb,1989,3481000000
srb,1990,3860000000
srb,1991,4231000000
srb,1992,4078000000
srb,1993,2758783000
srb,1994,2758783000
srb,1995,1773215000
srb,1996,1165000000
srb,1997,976000000
srb,1998,743000000
srb,1999,611000000
srb,2000,611000000
srb,2001,655939000
srb,2002,905980000
srb,2003,2177367000
srb,2004,3544649000
srb,2005,5213963000
srb,2006,9808113000
srb,2007,15404006000
srb,2008,18320104000
srb,2009,19075928000
srb,2010,17912270000
srb,2011,16439690000
srb,2012,17208242000
srb,2013,16815897000
srb,2014,14263163000
srb,2015,12464273000
srb,2016,10389347000
srb,2017,12872451000
srb,2018,13713399000
srb,2019,13990200000
srb,2020,17127339000
tha,1970,401500000
tha,1971,425300000
tha,1972,505400000
tha,1973,461200000
tha,1974,648000000
tha,1975,736200000
tha,1976,785100000
tha,1977,879900000
tha,1978,939100000
tha,1979,1243300000
tha,1980,1702500000
tha,1981,2098600000
tha,1982,2316900000
tha,1983,2655300000
tha,1984,3372002000
tha,1985,3369943000
tha,1986,3107763000
tha,1987,2837001000
tha,1988,3015968000
tha,1989,4639607000
tha,1990,7311084000
tha,1991,11970744000
tha,1992,13774607000
tha,1993,15307124000
tha,1994,20151673000
tha,1995,39117178000
tha,1996,48235345000
tha,1997,47142150000
tha,1998,43931213000
tha,1999,38614655000
tha,2000,32315564000
tha,2001,26068797000
tha,2002,27963383000
tha,2003,29659558000
tha,2004,31886580000
tha,2005,29729754000
tha,2006,33867484000
tha,2007,35409719000
tha,2008,36174359000
tha,2009,35350589000
tha,2010,38277701000
tha,2011,46206395000
tha,2012,62029738000
tha,2013,62458668000
tha,2014,63374724000
tha,2015,55869256000
tha,2016,60284854000
tha,2017,62006688000
tha,2018,71862381000
tha,2019,79441760000
tha,2020,88395148500
tjk,1997,292000000
tjk,1998,294000000
tjk,1999,331000000
tjk,2000,91226000
tjk,2001,107900000
tjk,2002,86304000
tjk,2003,57953000
tjk,2004,26327000
tjk,2005,24201000
tjk,2006,31386000
tjk,2007,32645000
tjk,2008,886503000
tjk,2009,816122000
tjk,2010,927254000
tjk,2011,978810000
tjk,2012,1339417000
tjk,2013,1434999000
tjk,2014,1708998000
tjk,2015,1846996000
tjk,2016,1981119000
tjk,2017,1847330000
tjk,2018,2189706000
tjk,2019,2297801000
tjk,2020,2226285000
tkm,1998,16334500
tkm,1999,14064400.7
tkm,2000,16748999.5
tkm,2001,24676400
tkm,2002,46326322.5
tkm,2003,44907228
tkm,2004,40883431.5
tkm,2005,33138952.7
tkm,2006,3860127
tkm,2007,1769464.2
tkm,2008,642965.4
tkm,2009,13910433.6
tkm,2010,7367806.8
tkm,2011,33803137.5
tkm,2012,39198054.6
tkm,2013,47846495.4
tkm,2014,46041100.2
tkm,2015,38103411.3
tkm,2016,28538703.4
tkm,2017,46759507.7
tkm,2018,34649990
tkm,2019,43353129.4
tkm,2020,51400764.8
tun,1977,125000000
tun,1978,190000000
tun,1979,170000000
tun,1980,180000000
tun,1981,161400000
tun,1982,137100000
tun,1983,112100000
tun,1984,221530000
tun,1985,246040000
tun,1986,250000000
tun,1987,225700000
tun,1988,235000000
tun,1989,225000000
tun,1990,218000000
tun,1991,213000000
tun,1992,208000000
tun,1993,203000000
tun,1994,198000000
tun,1995,193000000
tun,1996,188000000
tun,1997,183000000
tun,1998,181000000
tun,1999,772000000
tun,2000,800000000
tun,2001,1118000000
tun,2002,1386000000
tun,2003,1556000000
tun,2004,1669000000
tun,2005,1741000000
tun,2006,1839000000
tun,2007,1949000000
tun,2008,2547000000
tun,2009,2607000000
tun,2010,2402000000
tun,2011,2343000000
tun,2012,2044000000
tun,2013,1638270000
tun,2014,1514470000
tun,2015,1002516000
tun,2016,1502932000
tun,2017,1640873000
tun,2018,2081938000
tun,2019,2067453000
tun,2020,1887638000
tur,1970,42000000
tur,1971,48900000
tur,1972,69500000
tur,1973,115200000
tur,1974,145700000
tur,1975,160200000
tur,1976,248100000
tur,1977,479000000
tur,1978,557000000
tur,1979,630000000
tur,1980,535000000
tur,1981,440000000
tur,1982,394000000
tur,1983,399000000
tur,1984,425000000
tur,1985,358915000
tur,1986,502582000
tur,1987,866109000
tur,1988,535000000
tur,1989,794591000
tur,1990,1053813000
tur,1991,1927662000
tur,1992,3431142000
tur,1993,6008044000
tur,1994,6158637000
tur,1995,7078571000
tur,1996,13418450000
tur,1997,18683450000
tur,1998,25340296000
tur,1999,27124276000
tur,2000,27828325000
tur,2001,28652371000
tur,2002,31232754000
tur,2003,31219019000
tur,2004,37304085000
tur,2005,55443211000
tur,2006,87351776000
tur,2007,126862577000
tur,2008,145445781000
tur,2009,133030446000
tur,2010,123079892000
tur,2011,124266780000
tur,2012,135971404000
tur,2013,152129766000
tur,2014,163964561379.29999
tur,2015,190050081087.10001
tur,2016,199010589000
tur,2017,217330837000
tur,2018,206777706000
tur,2019,191266642000
tur,2020,163516749000
tza,2004,492000000
tza,2005,560000000
tza,2006,583000000
tza,2007,744000000
tza,2008,888512000
tza,2009,1015655000
tza,2010,1223900000
tza,2011,1247967000
tza,2012,1464509000
tza,2013,1516891000
tza,2014,2259328000
tza,2015,2893104000
tza,2016,3351325000
tza,2017,3790657000
tza,2018,4105075000
tza,2019,4227964000
tza,2020,4491237000
uga,2013,3755786000
uga,2014,3653188000
uga,2015,3906962000
uga,2016,3905903000
uga,2017,4063564000
uga,2018,3865034000
uga,2019,4142372000
uga,2020,3911428000
ukr,1992,4174000
ukr,1993,11947000
ukr,1994,45194000
ukr,1995,83552000
