geo,time,se_prm_enrl
gnq,1983,52021
gnq,1984,61532
gnq,1993,72725
gnq,1994,75751
gnq,1999,74940
gnq,2000,73377
gnq,2001,78477
gnq,2002,78390
gnq,2003,73771
gnq,2005,75809
gnq,2008,81099
gnq,2009,82417
gnq,2010,85061
gnq,2011,86821
gnq,2012,92029
gnq,2015,93396
grc,1971,907446
grc,1972,905542
grc,1973,909441
grc,1974,922298
grc,1975,927848
grc,1976,935730
grc,1977,937780
grc,1978,932978
grc,1979,922401
grc,1980,899546
grc,1981,900641
grc,1982,891488
grc,1983,890171
grc,1984,888440
grc,1985,889648
grc,1986,887735
grc,1987,865660
grc,1988,868335
grc,1989,853527
grc,1990,834688
grc,1991,813353
grc,1992,784707
grc,1993,749312
grc,1994,723701
grc,1995,710774
grc,1996,675267
grc,1997,652040
grc,1998,648608
grc,1999,645534
grc,2000,645313
grc,2001,636460
grc,2002,646343
grc,2003,652052
grc,2004,657492
grc,2005,650242
grc,2006,645324
grc,2007,639083
grc,2010,642639
grc,2011,637020
grc,2012,636713
grc,2013,633534
grc,2014,628753
grc,2015,643762
grc,2016,646577
grc,2017,649246
grc,2018,643187
grc,2019,635950
grd,1971,30355
grd,1972,29795
grd,1973,28745
grd,1974,28129
grd,1975,22072
grd,1976,21195
grd,1977,20259
grd,1978,19618
grd,1979,19114
grd,1980,18720
grd,1981,18076
grd,1982,17739
grd,1983,17704
grd,1984,17265
grd,1985,17171
grd,1986,16538
grd,1987,17963
grd,1988,18231
grd,1990,19180
grd,1991,19811
grd,1992,21365
grd,1993,22345
grd,1994,22576
grd,1995,22679
grd,1996,21097
grd,1997,23313
grd,1998,22286
grd,1999,20017
grd,2000,16178
grd,2001,15974
grd,2002,17378
grd,2003,16598
grd,2004,15819
grd,2005,14427
grd,2007,13733
grd,2008,13873
grd,2009,14186
grd,2010,13663
grd,2013,12948
grd,2014,13061
grd,2015,13445
grd,2016,13196
grd,2017,13464
grd,2018,13195
gtm,1970,505691
gtm,1971,531122
gtm,1972,555975
gtm,1973,571294
gtm,1974,601189
gtm,1975,627126
gtm,1976,639783
gtm,1977,680274
gtm,1978,718846
gtm,1979,756541
gtm,1980,803404
gtm,1981,874697
gtm,1982,848116
gtm,1983,930130
gtm,1984,979888
gtm,1985,1016474
gtm,1986,1040781
gtm,1987,1097851
gtm,1988,1149134
gtm,1990,1164937
gtm,1991,1249413
gtm,1992,1340657
gtm,1993,1393921
gtm,1994,1412720
gtm,1995,1470754
gtm,1996,1510811
gtm,1997,1544709
gtm,1998,1685411
gtm,1999,1823989
gtm,2000,1909389
gtm,2001,1971539
gtm,2002,2075694
gtm,2004,2280706
gtm,2005,2345301
gtm,2006,2405041
gtm,2007,2448976
gtm,2008,2500575
gtm,2009,2659776
gtm,2010,2653483
gtm,2011,2644683
gtm,2012,2556314
gtm,2013,2499076
gtm,2014,2417429
gtm,2015,2381916
gtm,2016,2350849
gtm,2017,2348863
gtm,2018,2362116
gtm,2019,2365800
gtm,2020,2348398
gum,1971,17927
gum,1972,18437
gum,1973,18673
gum,1974,18477
gum,1975,17811
gum,1976,20215
gum,1977,20145
gum,1979,17744
gum,1980,18037
gum,1981,18093
gum,1982,17945
gum,1983,17807
gum,1984,17353
gum,1985,17130
gum,1986,16783
gum,1987,16733
gum,1988,16660
gum,1989,15516
guy,1971,130484
guy,1972,130671
guy,1973,131580
guy,1974,132023
guy,1976,130240
guy,1977,140394
guy,1978,138144
guy,1979,137312
guy,1980,132075
guy,1981,130832
guy,1982,130003
guy,1983,126372
guy,1984,121869
guy,1985,117211
guy,1986,113857
guy,1987,112581
guy,1988,114700
guy,1989,118015
guy,1991,104241
guy,1992,100116
guy,1993,98134
guy,1994,98132
guy,1995,99664
guy,1996,100252
guy,1997,102000
guy,1999,107207
guy,2000,108909
guy,2001,109292
guy,2003,110828
guy,2005,116756
guy,2007,109243
guy,2008,107456
guy,2009,100760
guy,2010,99241
guy,2011,98662
guy,2012,94488
hkg,1971,739619
hkg,1972,739944
hkg,1973,725172
hkg,1974,704536
hkg,1975,677421
hkg,1976,642611
hkg,1977,606860
hkg,1978,574822
hkg,1979,553530
hkg,1980,542327
hkg,1981,540260
hkg,1982,537123
hkg,1983,538458
hkg,1984,539856
hkg,1985,536220
hkg,1986,534903
hkg,1987,531993
hkg,1988,534309
hkg,1989,535037
hkg,1990,534450
hkg,1991,524919
hkg,1992,515938
hkg,1993,501625
hkg,1994,485061
hkg,1995,476847
hkg,1996,467718
hkg,1998,461911
hkg,1999,480069
hkg,2000,496801
hkg,2001,498175
hkg,2002,497376
hkg,2003,487465
hkg,2004,472863
hkg,2005,451171
hkg,2006,429892
hkg,2007,414501
hkg,2008,389937
hkg,2009,369047
hkg,2010,348549
hkg,2011,334415
hkg,2012,326208
hkg,2013,320654
hkg,2014,324171
hkg,2015,332531
hkg,2016,340932
hkg,2017,352469
hkg,2018,365732
hkg,2019,376310
hkg,2020,377202
hnd,1970,381685
hnd,1971,392668
hnd,1972,412050
hnd,1973,420714
hnd,1974,442668
hnd,1975,460744
hnd,1976,483210
hnd,1977,493223
hnd,1978,524720
hnd,1979,575152
hnd,1980,601337
hnd,1981,613633
hnd,1982,671786
hnd,1983,703608
hnd,1984,736902
hnd,1985,765809
hnd,1986,810412
hnd,1988,863313
hnd,1990,889346
hnd,1991,908446
hnd,1992,959466
hnd,1993,990352
hnd,1994,1008181
hnd,1995,1008092
hnd,1996,1032595
hnd,1997,1054964
hnd,1998,1067582
hnd,1999,1080869
hnd,2000,1094792
hnd,2003,1255859
hnd,2004,1257358
hnd,2005,1231533
hnd,2006,1293333
hnd,2007,1251733
hnd,2008,1276495
hnd,2009,1265963
hnd,2010,1274904
hnd,2011,1259405
hnd,2012,1216739
hnd,2013,1179022
hnd,2014,1150042
hnd,2015,1154139
hnd,2016,1145093
hnd,2017,1123945
hnd,2019,1103956
hnd,2020,1080048
hrv,1993,206976
hrv,1994,212986
hrv,1995,210212
hrv,1996,207890
hrv,1997,203933
hrv,1998,206121
hrv,1999,202999
hrv,2000,199084
hrv,2001,195638
hrv,2002,193179
hrv,2003,192004
hrv,2005,196253
hrv,2006,194748
hrv,2007,190693
hrv,2008,182296
hrv,2009,174192
hrv,2010,167452
hrv,2011,162186
hrv,2012,159945
hrv,2013,160275
hrv,2014,160819
hrv,2015,162355
hrv,2016,162519
hrv,2017,162955
hrv,2018,161740
hrv,2019,159336
hti,1971,366846
hti,1972,391220
hti,1973,411009
hti,1974,431607
hti,1975,451140
hti,1976,487135
hti,1977,510716
hti,1978,517723
hti,1979,528611
hti,1980,580127
hti,1981,642391
hti,1982,658102
hti,1983,723041
hti,1984,783070
hti,1985,819565
hti,1986,872500
hti,1987,763412
hti,1992,926095
hti,1993,996856
hti,1994,1090366
hti,1995,1192986
hti,1996,1305620
hti,1997,1429280
hti,1998,1485722
hun,1971,528053
hun,1972,517494
hun,1973,518002
hun,1974,528074
hun,1975,548773
hun,1976,567331
hun,1977,584960
hun,1978,590268
hun,1979,584236
hun,1980,586230
hun,1981,602318
hun,1982,647100
hun,1983,682038
hun,1984,707729
hun,1985,708415
hun,1986,677387
hun,1987,644816
hun,1988,596965
hun,1989,561356
hun,1990,530993
hun,1991,506800
hun,1992,497771
hun,1993,494107
hun,1994,507617
hun,1995,508003
hun,1996,507238
hun,1997,502555
hun,1998,504046
hun,1999,503302
hun,2000,500946
hun,2001,489768
hun,2002,477865
hun,2003,464013
hun,2004,446610
hun,2005,430561
hun,2006,415858
hun,2007,399250
hun,2008,394246
hun,2009,389510
hun,2010,387969
hun,2011,387262
hun,2012,384834
hun,2013,385466
hun,2014,393020
hun,2015,395549
hun,2016,394433
hun,2017,390970
hun,2018,373837
hun,2019,364424
idn,1970,14870220
idn,1971,15519557
idn,1972,16140125
idn,1973,16643900
idn,1974,16892010
idn,1975,17776616
idn,1976,18779944
idn,1977,19783270
idn,1978,22024820
idn,1981,25537052
idn,1982,27026488
idn,1983,27990276
idn,1984,29108580
idn,1985,29909188
idn,1986,29897116
idn,1987,29882556
idn,1988,29999990
idn,1989,30130564
idn,1990,29933790
idn,1991,29753576
idn,1992,29577704
idn,1993,29598790
idn,1994,29876196
idn,1995,29721860
idn,1996,29447990
idn,1997,29236284
idn,1998,29273302
idn,1999,29294928
idn,2000,28508964
idn,2001,28690132
idn,2002,28926376
idn,2003,29050834
idn,2004,29142092
idn,2005,29149746
idn,2006,28982708
idn,2007,29796704
idn,2008,29498266
idn,2009,29901052
idn,2010,30341820
idn,2011,30662440
idn,2012,30784378
idn,2013,30109356
idn,2014,29838440
idn,2015,29699772
idn,2016,29450356
idn,2017,29351816
idn,2018,29425748
ind,1971,57045440
ind,1972,58818644
ind,1973,62400628
ind,1974,63125100
ind,1975,64855640
ind,1976,65660024
ind,1977,69060728
ind,1978,67360992
ind,1979,68602224
ind,1980,71183224
ind,1981,73873184
ind,1982,76105904
ind,1983,79506944
ind,1984,82590192
ind,1985,83932704
ind,1986,87440512
ind,1987,87129224
ind,1988,90459728
ind,1989,95739976
ind,1990,97318112
ind,1991,99118320
ind,1992,101577088
ind,1993,105370216
ind,1994,108200536
ind,1995,109043664
ind,1996,109734288
ind,1997,110390408
ind,1998,109412904
ind,1999,110985880
ind,2000,113612544
ind,2001,113826976
ind,2002,115194576
ind,2003,125568600
ind,2007,137742640
ind,2008,139317984
ind,2009,138368128
ind,2010,138413840
ind,2011,137746816
ind,2012,139869904
ind,2013,141154752
ind,2014,137808912
ind,2015,138518032
ind,2016,145802544
ind,2017,143227424
ind,2019,120064160
ind,2020,121700216
irl,1971,399700
irl,1972,399560
irl,1973,403700
irl,1974,399894
irl,1975,402219
irl,1976,404818
irl,1977,406432
irl,1978,410402
irl,1979,414624
irl,1980,418247
irl,1981,419998
irl,1982,420871
irl,1983,421539
irl,1984,420444
irl,1985,420665
irl,1986,420236
irl,1987,422150
irl,1988,423402
irl,1989,423662
irl,1990,422396
irl,1991,416747
irl,1992,408567
irl,1993,402226
irl,1994,391998
irl,1995,380983
irl,1996,367689
irl,1997,358830
irl,1998,465186
irl,1999,456564
irl,2000,449638
irl,2001,443617
irl,2002,445947
irl,2003,447618
irl,2004,450413
irl,2005,454060
irl,2006,461588
irl,2007,475836
irl,2008,486921
irl,2009,498838
irl,2010,506400
irl,2011,511466
irl,2012,518223
irl,2013,527768
irl,2014,536471
irl,2015,544856
irl,2016,553585
irl,2017,559151
irl,2018,564304
irl,2019,568495
irn,1971,3415650
irn,1972,3230880
irn,1973,3445528
irn,1974,3646421
irn,1975,4119157
irn,1976,4468299
irn,1977,4768588
irn,1978,5020686
irn,1979,4395000
irn,1980,4929000
irn,1981,4799000
irn,1982,5283377
irn,1983,5592808
irn,1984,5994403
irn,1985,6343300
irn,1986,6788323
irn,1987,7232820
irn,1988,7757707
irn,1989,8262441
irn,1990,8817145
irn,1991,9369646
irn,1992,9787593
irn,1993,9937369
irn,1994,9862817
irn,1995,9745600
irn,1996,9593784
irn,1997,9238393
irn,1998,9065214
irn,1999,8667147
irn,2000,8287537
irn,2001,7968437
irn,2002,7513015
irn,2003,7028924
irn,2004,6647917
irn,2005,6206718
irn,2006,6006553
irn,2007,5827851
irn,2008,5725620
irn,2009,5695590
irn,2010,5629585
irn,2011,5678434
irn,2012,5746859
irn,2013,7857540
irn,2014,7441078
irn,2015,7670175
irn,2016,8006278
irn,2017,8171667
irq,1971,1098865
irq,1972,1195530
irq,1973,1297756
irq,1974,1408929
irq,1975,1523955
irq,1976,1776095
irq,1977,1949718
irq,1978,2048566
irq,1979,2459999
irq,1980,2609182
irq,1981,2615910
irq,1982,2637023
irq,1983,2620883
irq,1984,2698542
irq,1985,2754887
irq,1986,2816326
irq,1987,2920959
irq,1988,2996953
irq,1989,3023132
irq,1991,3328212
irq,1992,2824556
irq,1993,2857467
irq,1996,2903923
irq,1999,3603864
irq,2000,3639362
irq,2003,4280602
irq,2004,4334609
irq,2007,4864350
isl,1971,27066
isl,1972,27336
isl,1973,27217
isl,1974,27046
isl,1975,26922
isl,1976,26418
isl,1977,25924
isl,1978,25138
isl,1979,24687
isl,1980,24599
isl,1981,24736
isl,1982,24809
isl,1983,25018
isl,1984,25280
isl,1985,25058
isl,1986,24603
isl,1987,24560
isl,1988,25108
isl,1989,25420
isl,1990,25525
isl,1991,29816
isl,1992,29649
isl,1993,29351
isl,1994,28960
isl,1995,29138
isl,1996,29221
isl,1997,29342
isl,1998,29705
isl,1999,30355
isl,2000,31282
isl,2001,31786
isl,2002,31465
isl,2003,31470
isl,2004,30984
isl,2005,30785
isl,2006,30421
isl,2007,30084
isl,2008,29945
isl,2009,29860
isl,2010,29568
isl,2011,29432
isl,2012,29387
isl,2013,29578
isl,2014,29892
isl,2015,30422
isl,2016,31194
isl,2017,31981
isl,2018,32421
isl,2019,32811
isr,1973,388057
isr,1974,396193
isr,1975,405759
isr,1976,416206
isr,1977,427923
isr,1978,441226
isr,1979,452905
isr,1980,474427
isr,1981,487345
isr,1982,500721
isr,1983,517174
isr,1984,527968
isr,1985,534025
isr,1986,537547
isr,1987,534514
isr,1988,537493
isr,1989,533635
isr,1990,525606
isr,1991,544748
isr,1992,567496
isr,1993,582504
isr,1994,595525
isr,1995,618513
isr,1996,631916
isr,1999,662329
isr,2000,676676
isr,2001,684986
isr,2002,693567
isr,2003,702128
isr,2004,714410
isr,2005,721999
isr,2006,736255
isr,2007,757809
isr,2008,769328
isr,2009,786094
isr,2010,807424
isr,2011,821481
isr,2012,842079
isr,2013,848721
isr,2014,861699
isr,2015,883706
isr,2016,896526
isr,2017,917118
isr,2018,936214
isr,2019,957167
ita,1971,4856953
ita,1972,4926336
ita,1973,4973881
ita,1974,4969667
ita,1975,4927452
ita,1976,4833415
ita,1977,4735301
ita,1978,4648504
ita,1979,4562441
ita,1980,4506566
ita,1981,4422888
ita,1982,4332584
ita,1983,4204272
ita,1984,4062756
ita,1985,3904143
ita,1986,3703108
ita,1987,3518316
ita,1988,3370509
ita,1989,3237594
ita,1990,3140113
ita,1991,3055883
ita,1992,3004264
ita,1993,2959564
ita,1994,2863279
ita,1995,2815631
ita,1996,2816128
ita,1997,2810158
ita,1998,2818053
ita,1999,2875852
ita,2000,2836333
ita,2001,2810337
ita,2002,2789880
ita,2003,2778877
ita,2004,2768386
ita,2005,2771247
ita,2006,2790254
ita,2007,2820150
ita,2008,2830056
ita,2009,2819193
ita,2010,2822146
ita,2011,2827564
ita,2012,2818734
ita,2013,2860957
ita,2014,2862666
ita,2015,2856247
ita,2016,2831821
ita,2017,2902379
ita,2018,2870763
ita,2019,2834910
jam,1971,376075
jam,1972,387740
jam,1973,379496
jam,1974,395036
jam,1975,372260
jam,1976,371876
jam,1977,367525
jam,1978,368046
jam,1979,370516
jam,1980,363420
jam,1981,359488
jam,1982,363593
jam,1983,361426
jam,1984,355248
jam,1985,347705
jam,1986,340059
jam,1987,342569
jam,1988,333997
jam,1989,339163
jam,1990,339023
jam,1991,339500
jam,1993,333104
jam,1999,319690
jam,2000,326847
jam,2001,328496
jam,2002,329762
jam,2003,325302
jam,2004,331286
jam,2005,326411
jam,2007,310021
jam,2008,315129
jam,2009,312262
jam,2010,294285
jam,2011,289612
jam,2012,283628
jam,2013,278331
jam,2014,266201
jam,2015,259449
jam,2016,253196
jam,2017,246972
jam,2018,248836
jam,2019,232694
jam,2020,220074
jor,1971,277619
jor,1972,298802
jor,1973,326111
jor,1974,352696
jor,1975,371631
jor,1976,386012
jor,1977,402401
jor,1978,414490
jor,1979,431107
jor,1980,448411
jor,1981,454391
jor,1982,467696
jor,1983,473027
jor,1984,487890
jor,1985,504226
jor,1986,530906
jor,1987,542519
jor,1988,570795
jor,1989,575464
jor,1990,590275
jor,1991,618274
jor,1992,651783
jor,1993,669755
jor,1994,675316
jor,1995,677945
jor,1996,683400
jor,1998,692550
jor,1999,706198
jor,2000,723508
jor,2002,766093
jor,2003,786154
jor,2004,799888
jor,2005,804904
jor,2006,805457
jor,2007,807702
jor,2008,817160
jor,2010,819601
jor,2011,834958
jor,2012,849390
jor,2013,883453
jor,2014,979792
jor,2016,1049674
jor,2017,1106611
jor,2018,1133982
jor,2019,1147202
jor,2020,1126254
jpn,1971,9630815
jpn,1972,9728516
jpn,1973,9825682
jpn,1974,9816536
jpn,1975,10088776
jpn,1976,10364846
jpn,1977,10609985
jpn,1978,10819651
jpn,1979,11146874
jpn,1980,11629110
jpn,1981,11826573
jpn,1982,11924653
jpn,1983,11901520
jpn,1984,11739452
jpn,1985,11464221
jpn,1986,11095372
jpn,1987,10665404
jpn,1988,10226323
jpn,1989,9872520
jpn,1990,9606627
jpn,1991,9373295
jpn,1992,9157429
jpn,1993,8947226
jpn,1994,8798082
jpn,1995,8612106
jpn,1996,8370246
jpn,1997,8105629
jpn,1998,7883565
jpn,1999,7691872
jpn,2000,7528907
jpn,2001,7394582
jpn,2002,7325866
jpn,2003,7268928
jpn,2004,7257223
jpn,2005,7231854
jpn,2006,7229135
jpn,2007,7220111
jpn,2008,7166285
jpn,2009,7156039
jpn,2010,7098862
jpn,2011,7029265
jpn,2012,6923951
jpn,2013,6801716
jpn,2014,6714539
jpn,2015,6638174
jpn,2016,6581949
jpn,2017,6531731
jpn,2018,6504523
jpn,2019,6494115
kaz,1981,1064000
kaz,1986,1147700
kaz,1989,1142400
kaz,1990,1162777
kaz,1991,1205572
kaz,1992,1239817
kaz,1993,1258529
kaz,1994,1251111
kaz,1995,1367066
kaz,1996,1372600
kaz,1997,1342035
kaz,1998,1290810
kaz,1999,1248900
kaz,2000,1208320
kaz,2001,1190069
kaz,2002,1158299
kaz,2003,1120005
kaz,2004,1079598
kaz,2005,1023974
kaz,2006,972931
kaz,2007,947807
kaz,2008,956019
kaz,2009,950976
kaz,2010,957919
kaz,2011,985599
kaz,2012,1008459
kaz,2013,1056916
kaz,2014,1122282
kaz,2015,1196027
kaz,2016,1273774
kaz,2017,1356500
kaz,2018,1406967
kaz,2019,1461448
kaz,2020,1513077
ken,1970,1263738
ken,1971,1352348
ken,1972,1492679
ken,1973,1621142
ken,1974,2491606
ken,1975,2653716
ken,1976,2651403
ken,1977,2737709
ken,1978,2736389
ken,1979,3416557
ken,1980,3575222
ken,1981,3612669
ken,1982,3813077
ken,1983,3938522
ken,1984,3927269
ken,1985,3884806
ken,1986,4012777
ken,1987,4138463
ken,1988,4212741
ken,1989,4389718
ken,1990,4389124
ken,1991,4437893
ken,1992,4514876
ken,1993,4610074
ken,1994,4557496
ken,1995,4540147
ken,1998,4828169
ken,1999,4782375
ken,2000,5034858
ken,2001,5148371
ken,2002,4903529
ken,2003,5811381
ken,2004,5926078
ken,2005,6075706
ken,2006,6101390
ken,2007,6687510
ken,2008,6868810
ken,2009,7150259
ken,2012,8053125
ken,2014,8158000
ken,2015,8168710
ken,2016,8290450
kgz,1981,306000
kgz,1986,342600
kgz,1989,332900
kgz,1990,340800
kgz,1991,352204
kgz,1992,361163
kgz,1993,369172
kgz,1994,380595
kgz,1995,387580
kgz,1996,473463
kgz,1997,477914
kgz,1998,473488
kgz,1999,469779
kgz,2000,465596
kgz,2001,458660
kgz,2002,453357
kgz,2003,449399
kgz,2004,444417
kgz,2005,434155
kgz,2006,423930
kgz,2007,407669
kgz,2008,399833
kgz,2009,392485
kgz,2010,390711
kgz,2011,390963
kgz,2012,405318
kgz,2013,419064
kgz,2014,434642
kgz,2015,451212
kgz,2016,469852
kgz,2017,501011
kgz,2018,528627
kgz,2019,551210
kgz,2020,565711
khm,1971,337729
khm,1972,484088
khm,1973,479616
khm,1981,1328053
khm,1982,1538838
khm,1983,1597081
khm,1984,1504839
khm,1985,1367089
khm,1986,1315531
khm,1987,1294227
khm,1988,1279053
khm,1989,1313689
khm,1990,1276960
khm,1991,1329573
khm,1994,1621685
khm,1995,1703316
khm,1997,1918985
khm,1998,2011772
khm,1999,2127428
khm,2000,2248109
khm,2001,2431142
khm,2002,2728698
khm,2003,2772113
khm,2004,2762882
khm,2005,2695372
khm,2006,2582250
khm,2007,2479644
khm,2008,2340606
khm,2009,2289759
khm,2010,2272527
khm,2011,2224267
khm,2012,2194716
khm,2013,2224955
khm,2014,2128685
khm,2015,2178916
khm,2016,2105903
khm,2017,2111631
khm,2018,2147313
khm,2019,2163143
khm,2020,2165444
kir,1971,11125
kir,1972,13962
kir,1973,11540
kir,1975,14862
kir,1976,12792
kir,1977,13679
kir,1978,13481
kir,1979,13192
kir,1980,13235
kir,1981,13383
kir,1982,13836
kir,1983,13612
kir,1984,13194
kir,1985,13440
kir,1986,13331
kir,1987,13242
kir,1988,13551
kir,1989,14321
kir,1990,14709
kir,1991,15570
kir,1992,16020
kir,1993,16316
kir,1994,16800
kir,1995,17017
kir,1996,17279
kir,1997,17594
kir,1998,17557
kir,1999,14328
kir,2000,14566
kir,2001,15693
kir,2002,14809
kir,2003,15798
kir,2004,15611
kir,2005,16133
kir,2006,16087
kir,2007,15764
kir,2008,16123
kir,2009,15566
kir,2014,16192
kir,2015,15915
kir,2016,16880
kir,2017,16695
kir,2020,18404
kna,1976,8804
kna,1977,8724
kna,1978,8223
kna,1979,7818
kna,1980,8320
kna,1981,7149
kna,1982,7074
kna,1984,8070
kna,1985,7655
kna,1986,7810
kna,1987,7796
kna,1988,7585
kna,1989,7473
kna,1990,7665
kna,1991,7249
kna,1992,7236
kna,1993,7068
kna,1994,7092
kna,1995,6938
kna,1998,6388
kna,2000,6922
kna,2001,6717
kna,2002,6440
kna,2003,6401
kna,2004,6394
kna,2005,6350
kna,2007,6172
kna,2008,6474
kna,2009,6334
kna,2010,6255
kna,2011,5993
kna,2012,5812
kna,2013,5589
kna,2014,5533
kna,2015,5466
kna,2016,5452
kor,1971,5749301
kor,1972,5807448
kor,1973,5775880
kor,1974,5692285
kor,1975,5618768
kor,1976,5599074
kor,1977,5503737
kor,1978,5514417
kor,1979,5604365
kor,1980,5640712
kor,1981,5658002
kor,1982,5586494
kor,1983,5465248
kor,1984,5257164
kor,1985,5040958
kor,1986,4856752
kor,1987,4798323
kor,1988,4771722
kor,1989,4819857
kor,1990,4894261
kor,1991,4868520
kor,1992,4758505
kor,1993,4560128
kor,1994,4347317
kor,1995,4110302
kor,1996,3915848
kor,1997,3794447
kor,1998,3844949
kor,1999,3945977
kor,2000,4030413
kor,2001,4099649
kor,2002,4148432
kor,2003,4185330
kor,2004,4125529
kor,2005,4031590
kor,2006,3933186
kor,2007,3837761
kor,2008,3679629
kor,2009,3481764
kor,2010,3306211
kor,2011,3139724
kor,2012,2959090
kor,2013,2790890
kor,2014,2736224
kor,2015,2721766
kor,2016,2680126
kor,2017,2681815
kor,2018,2719358
kor,2019,2755682
kwt,1971,75513
kwt,1972,81671
kwt,1973,88299
kwt,1974,94039
kwt,1975,101876
kwt,1976,111820
kwt,1977,125120
kwt,1978,135479
kwt,1979,139443
kwt,1980,145626
kwt,1981,148983
kwt,1982,154772
kwt,1983,160188
kwt,1984,165696
kwt,1985,170616
kwt,1986,172975
kwt,1987,176378
kwt,1988,181607
kwt,1989,185464
kwt,1990,189560
kwt,1991,124996
kwt,1992,114641
kwt,1993,122930
kwt,1994,129956
kwt,1995,131264
kwt,1996,141841
kwt,1997,143286
kwt,1998,142308
kwt,1999,139691
kwt,2000,140182
kwt,2001,141419
kwt,2002,148712
kwt,2003,154056
kwt,2004,158271
kwt,2005,202826
kwt,2006,203423
kwt,2007,211576
kwt,2008,208608
kwt,2009,210665
kwt,2010,213733
kwt,2011,223688
kwt,2012,230280
kwt,2013,239231
kwt,2014,252585
kwt,2015,264185
kwt,2016,271285
kwt,2017,275334
kwt,2018,279956
kwt,2019,276318
kwt,2020,278958
lao,1971,244803
lao,1972,266790
lao,1973,274067
lao,1976,317126
lao,1977,414423
lao,1978,424330
lao,1979,451814
lao,1980,463098
lao,1981,479291
lao,1982,480535
lao,1983,480871
lao,1984,485741
lao,1985,495375
lao,1986,523347
lao,1988,558852
lao,1990,563734
lao,1991,576472
lao,1992,580792
lao,1993,637359
lao,1994,681044
lao,1995,710702
lao,1996,757551
lao,1997,786335
lao,1998,821546
lao,1999,827664
lao,2000,831521
lao,2001,828113
lao,2002,852857
lao,2003,875300
lao,2004,884629
lao,2005,890821
lao,2006,891881
lao,2007,891807
lao,2008,900817
lao,2009,908880
lao,2010,916341
lao,2011,900123
lao,2012,883938
lao,2013,878283
lao,2014,870893
lao,2015,850466
lao,2016,827987
lao,2017,808705
lao,2018,786246
lao,2019,770659
lao,2020,760566
lbn,1971,435066
lbn,1974,448535
lbn,1978,380695
lbn,1980,388482
lbn,1981,405402
lbn,1982,398977
lbn,1983,382500
lbn,1985,329340
lbn,1987,399029
lbn,1989,346534
lbn,1992,345662
lbn,1993,346763
lbn,1994,360858
lbn,1995,365174
lbn,1996,367862
lbn,1997,382309
lbn,1998,397905
lbn,1999,413753
lbn,2000,404169
lbn,2001,476489
lbn,2002,474396
lbn,2003,471777
lbn,2004,476446
lbn,2005,475798
lbn,2006,470988
lbn,2007,473134
lbn,2008,467311
lbn,2009,464442
lbn,2010,461719
lbn,2011,456985
lbn,2012,456206
lbn,2013,471626
lbn,2014,480923
lbn,2015,491455
lbn,2016,486613
lbn,2017,502505
lbn,2018,509280
lbn,2019,516514
lbn,2020,517092
lbr,1970,80217
lbr,1971,84959
lbr,1972,90192
lbr,1975,104056
lbr,1976,100217
lbr,1978,129776
lbr,1979,134658
lbr,1980,147216
lbr,1984,132889
lbr,1998,296188
lbr,1999,395611
lbr,2000,496253
lbr,2006,488438
lbr,2008,539887
lbr,2009,605236
lbr,2011,674534
lbr,2014,683977
lbr,2015,684404
lbr,2016,655049
lbr,2017,635478
lby,1971,350225
lby,1972,407805
lby,1973,455449
lby,1974,488882
lby,1975,522473
lby,1976,556169
lby,1977,571723
lby,1978,574770
lby,1979,630423
lby,1980,645186
lby,1981,662843
lby,1983,721710
lby,1986,748733
lby,1999,821775
lby,2001,766087
lby,2002,750204
lby,2003,739028
lby,2004,745428
lby,2005,713902
lby,2006,755338
lca,1971,23484
lca,1972,25430
lca,1973,27256
lca,1974,28422
lca,1975,29090
lca,1976,29859
lca,1977,30899
lca,1978,31091
lca,1979,31441
lca,1980,30610
lca,1981,29605
lca,1982,31199
lca,1983,31795
lca,1984,32107
lca,1985,33032
lca,1986,32817
lca,1987,32798
lca,1988,32809
lca,1989,33120
lca,1990,33148
lca,1991,33006
lca,1992,32622
lca,1993,32545
lca,1994,31928
lca,1995,30486
lca,1996,31194
lca,1997,31615
lca,1998,31548
lca,1999,25581
lca,2000,25347
lca,2001,25481
lca,2002,24954
lca,2003,24573
lca,2004,23821
lca,2005,23573
lca,2006,24046
lca,2007,22028
lca,2008,20938
lca,2009,20187
lca,2010,19483
lca,2011,18894
lca,2012,18172
lca,2013,17748
lca,2014,17286
lca,2015,16822
lca,2016,16445
lca,2017,16054
lca,2018,15874
lca,2019,15693
lca,2020,15478
lie,2003,2218
lie,2004,2266
lie,2005,2242
lie,2006,2247
lie,2007,2244
lie,2008,2158
lie,2009,2133
lie,2010,2067
lie,2011,2014
lie,2012,1980
lie,2014,1929
lie,2015,1977
lie,2016,1998
lie,2017,2005
lie,2018,1999
lie,2019,1979
lka,1970,1671428
lka,1971,1711885
lka,1972,1564572
lka,1973,1539473
lka,1974,1470300
lka,1975,1436300
lka,1976,1439300
lka,1977,1532350
lka,1978,1942663
lka,1979,2002200
lka,1980,2081391
lka,1981,2132596
lka,1982,2142377
lka,1983,2153595
lka,1984,2186712
lka,1985,2242645
lka,1986,2304499
lka,1987,2037313
lka,1988,2084000
lka,1989,2114800
lka,1990,2112023
lka,1991,2112723
lka,1992,2059203
lka,1993,2012702
lka,1994,1960495
lka,1995,1962498
lka,1996,1843848
lka,1998,1801933
lka,2001,1767650
