geo,time,se_ter_enrr_fe
dnk,1982,28.43585
dnk,1983,28.62607
dnk,1984,29.03671
dnk,1985,29.17348
dnk,1986,29.45207
dnk,1987,30.3221
dnk,1988,31.76257
dnk,1989,33.43392
dnk,1990,36.15425
dnk,1991,39.07576
dnk,1992,41.70111
dnk,1993,44.42883
dnk,1994,46.64954
dnk,1995,47.98543
dnk,1996,52.51739
dnk,1998,59.27737
dnk,1999,63.99055
dnk,2000,66.22901
dnk,2001,68.72937
dnk,2002,73.95755
dnk,2003,79.11865
dnk,2004,87.03255
dnk,2005,93.3914
dnk,2006,91.9308
dnk,2007,91.95804
dnk,2008,89.5004
dnk,2009,88.40519
dnk,2010,87.44201
dnk,2011,90.58639
dnk,2012,93.11795
dnk,2013,94.50234
dnk,2014,95.3399
dnk,2015,96.29026
dnk,2016,93.95383
dnk,2017,93.57748
dnk,2018,94.43289
dnk,2019,95.50931
dom,1971,5.29097
dom,1972,6.47359
dom,1973,7.16467
dom,1975,8.13748
dom,1997,25.71468
dom,2003,41.64371
dom,2012,59.82908
dom,2014,60.91206
dom,2015,66.98925
dom,2016,69.95907
dom,2017,77.01242
dza,2004,19.8832
dza,2005,23.47705
dza,2006,23.81839
dza,2007,27.56121
dza,2009,35.32708
dza,2010,35.42107
dza,2011,37.07264
dza,2012,38.56113
dza,2013,40.87643
dza,2014,41.85668
dza,2015,45.04758
dza,2016,53.59891
dza,2017,57.24471
dza,2018,64.42081
dza,2019,66.09424
dza,2020,66.42428
ecu,1971,4.29966
ecu,1972,4.55663
ecu,1973,6.01477
ecu,1979,22.42247
ecu,1980,24.18143
ecu,1984,24.25843
ecu,1988,22.68472
ecu,2008,41.64447
ecu,2012,45.33185
ecu,2015,48.39747
ecu,2018,50.93575
ecu,2019,51.68083
egy,1971,3.99654
egy,1972,4.59003
egy,1973,5.61142
egy,1974,6.45057
egy,1975,7.40852
egy,1976,8.64978
egy,1977,9.36012
egy,1978,9.77712
egy,1979,10.1385
egy,1980,10.52467
egy,1981,11.37838
egy,1982,12.11861
egy,1983,12.6704
egy,1984,12.90817
egy,1985,12.58539
egy,1986,11.1888
egy,1987,10.76907
egy,1988,12.07116
egy,1989,10.57636
egy,1990,9.9748
egy,1991,8.93995
egy,2001,26.21074
egy,2002,27.6282
egy,2003,25.66336
egy,2004,25.81621
egy,2005,27.46673
egy,2006,27.97112
egy,2007,26.12975
egy,2008,28.93243
egy,2009,28.87459
egy,2010,30.01423
egy,2011,25.52576
egy,2012,26.15459
egy,2013,28.37723
egy,2014,29.29898
egy,2015,34.32684
egy,2016,34.249
egy,2017,35.77688
egy,2018,39.81048
eri,1995,0.47049
eri,1996,0.38878
eri,1998,0.42921
eri,1999,0.54005
eri,2000,0.5566
eri,2001,0.64033
eri,2002,0.56911
eri,2004,0.41074
eri,2009,1.31449
eri,2010,1.7827
eri,2014,2.54506
eri,2015,2.73688
eri,2016,2.78561
esp,1971,4.68659
esp,1972,5.49665
esp,1973,8.80266
esp,1974,10.11378
esp,1975,11.61592
esp,1976,14.31266
esp,1977,15.80022
esp,1978,18.21058
esp,1979,17.11518
esp,1980,18.75317
esp,1981,19.59858
esp,1982,20.67521
esp,1983,21.9748
esp,1984,24.2816
esp,1985,25.65337
esp,1986,28.65727
esp,1987,30.22698
esp,1988,32.60161
esp,1989,34.45292
esp,1990,36.87401
esp,1991,38.66383
esp,1992,41.14448
esp,1993,43.53087
esp,1994,45.92892
esp,1995,49.12723
esp,1996,51.52217
esp,1997,54.70808
esp,1998,57.43696
esp,1999,59.84179
esp,2000,62.72629
esp,2001,64.47402
esp,2002,67.31442
esp,2003,69.92396
esp,2004,73.18004
esp,2005,74.22484
esp,2006,75.94973
esp,2007,76.3223
esp,2008,77.39692
esp,2009,79.5756
esp,2010,84.16237
esp,2011,88.74741
esp,2012,90.69085
esp,2013,92.07241
esp,2014,93.49333
esp,2015,93.2418
esp,2016,94.41169
esp,2017,97.02816
esp,2018,99.96835
esp,2019,102.12597
est,1992,25.01126
est,1993,24.08957
est,1994,25.3723
est,1995,26.63564
est,1996,42.87122
est,1997,47.94857
est,1998,55.89354
est,1999,58.79992
est,2000,65.64195
est,2001,72.73432
est,2002,78.00779
est,2003,81.63508
est,2004,84.06849
est,2005,85.79751
est,2006,85.83822
est,2007,85.00941
est,2008,84.53268
est,2009,85.19986
est,2010,85.852
est,2011,86.85179
est,2012,88.40093
est,2013,89.13724
est,2014,88.72938
est,2015,87.47979
est,2016,86.44786
est,2017,83.98624
est,2018,85.34838
est,2019,89.60082
eth,1971,0.02742
eth,1972,0.02845
eth,1974,0.0425
eth,1979,0.1164
eth,1980,0.1682
eth,1982,0.13198
eth,1983,0.13012
eth,1984,0.11065
eth,1986,0.2878
eth,1987,0.28527
eth,1988,0.27606
eth,1989,0.2971
eth,1990,0.30648
eth,1991,0.29487
eth,1994,0.2736
eth,1995,0.27553
eth,1996,0.27108
eth,1997,0.33379
eth,1998,0.32875
eth,1999,0.35556
eth,2000,0.51352
eth,2001,0.62697
eth,2002,0.86809
eth,2003,1.15864
eth,2004,1.30307
eth,2005,1.36357
eth,2008,1.72216
eth,2009,3.28954
eth,2010,4.49457
eth,2011,4.78586
eth,2012,5.21049
eth,2013,5.50953
eth,2014,5.26314
eth,2015,6.80721
eth,2016,7.17771
eth,2017,7.60955
eth,2018,7.76219
fin,1971,13.06135
fin,1972,13.507
fin,1973,14.18361
fin,1974,15.96659
fin,1975,17.36631
fin,1977,28.30288
fin,1978,29.61587
fin,1979,30.21763
fin,1980,30.85465
fin,1981,31.72438
fin,1982,32.59732
fin,1983,33.61022
fin,1984,30.70217
fin,1985,31.51866
fin,1986,33.99916
fin,1987,36.627
fin,1988,39.17971
fin,1989,42.69901
fin,1990,46.78639
fin,1991,52.01114
fin,1992,56.95715
fin,1993,64.31946
fin,1994,69.42774
fin,1995,72.93688
fin,1996,75.80207
fin,1997,79.32182
fin,1998,86.6336
fin,1999,89.78547
fin,2000,90.37339
fin,2001,92.8162
fin,2002,93.86101
fin,2003,95.15828
fin,2004,97.81166
fin,2005,100.4912
fin,2006,102.74869
fin,2007,103.74404
fin,2008,105.22387
fin,2009,101.06711
fin,2010,103.07247
fin,2011,105.00136
fin,2012,101.96106
fin,2013,99.76842
fin,2014,97.26281
fin,2015,95.81939
fin,2016,94.50517
fin,2017,95.7475
fin,2018,98.0628
fin,2019,101.50036
fji,1970,0.45383
fji,1971,1.10142
fji,1972,0.89502
fji,1973,1.2023
fji,1974,1.12219
fji,1975,1.4997
fji,1985,2.3732
fji,1986,2.13222
fji,2003,17.24899
fji,2004,17.4259
fji,2005,17.6047
fji,2019,64.05984
fra,1979,23.85752
fra,1980,23.48221
fra,1982,26.25436
fra,1983,27.0932
fra,1985,29.14799
fra,1986,29.941
fra,1987,30.5563
fra,1988,31.90619
fra,1989,36.59626
fra,1990,39.30116
fra,1991,42.51252
fra,1992,46.66935
fra,1993,50.29754
fra,1994,54.8739
fra,1995,56.07721
fra,1996,58.1952
fra,1997,59.40392
fra,1998,59.67115
fra,1999,56.89384
fra,2000,55.56651
fra,2001,55.16105
fra,2002,55.49983
fra,2003,57.94725
fra,2004,59.24126
fra,2005,59.9969
fra,2006,60.26364
fra,2007,59.31236
fra,2008,58.71416
fra,2009,59.162
fra,2010,61.24571
fra,2011,61.97702
fra,2012,64.59659
fra,2013,66.50814
fra,2014,68.3063
fra,2015,69.71964
fra,2016,71.7322
fra,2017,73.04025
fra,2018,75.1806
fra,2019,76.19491
fsm,1979,16.23037
fsm,1980,14.10951
fsm,1981,15.13991
fsm,1982,20.96682
gab,1971,0.12052
gab,1972,0.19582
gab,1973,0.28543
gab,1976,0.86989
gab,1977,0.92348
gab,1978,0.98146
gab,1979,1.13968
gab,1980,1.42206
gab,1983,2.65144
gab,1984,2.90593
gab,1987,3.42432
gab,1988,3.37356
gab,1989,3.30229
gab,1990,3.17612
gab,1999,5.12934
gab,2001,6.5428
gab,2003,6.12375
gab,2019,23.36967
gbr,1971,9.80693
gbr,1972,10.55584
gbr,1973,11.29082
gbr,1974,12.0953
gbr,1975,13.58871
gbr,1976,14.10378
gbr,1977,14.15572
gbr,1978,13.93027
gbr,1979,13.99243
gbr,1980,14.03488
gbr,1981,14.10159
gbr,1982,14.40604
gbr,1983,18.88738
gbr,1984,19.01822
gbr,1985,19.09597
gbr,1986,19.87071
gbr,1987,21.11476
gbr,1988,21.96884
gbr,1989,23.11544
gbr,1990,25.55889
gbr,1991,28.55839
gbr,1992,32.87614
gbr,1993,38.21322
gbr,1994,43.43626
gbr,1995,49.77445
gbr,1996,51.10811
gbr,1997,55.65738
gbr,1998,58.86738
gbr,1999,64.279
gbr,2000,63.41065
gbr,2001,65.09379
gbr,2002,69.84385
gbr,2003,70.35767
gbr,2004,68.86711
gbr,2005,68.81046
gbr,2006,69.25402
gbr,2007,68.32119
gbr,2008,65.9523
gbr,2009,66.949
gbr,2010,67.52451
gbr,2011,67.49652
gbr,2012,67.86715
gbr,2013,65.08417
gbr,2014,64.50465
gbr,2015,64.65976
gbr,2016,67.22568
gbr,2017,69.37931
gbr,2018,71.14698
gbr,2019,76.29753
geo,1981,27.91681
geo,1991,34.19308
geo,1995,49.4783
geo,1996,42.83508
geo,1997,44.68343
geo,1999,38.35488
geo,2000,39.31262
geo,2001,41.09087
geo,2002,44.86676
geo,2003,46.06329
geo,2004,47.69902
geo,2005,53.48972
geo,2006,46.41774
geo,2007,45.08074
geo,2008,43.52621
geo,2009,32.70392
geo,2010,37.04547
geo,2011,38.80938
geo,2012,36.97004
geo,2013,43.43482
geo,2014,47.71163
geo,2015,51.64758
geo,2016,55.79343
geo,2017,60.68054
geo,2018,63.73786
geo,2019,68.11851
geo,2020,71.96963
gha,1971,0.20149
gha,1972,0.20649
gha,1973,0.2428
gha,1974,0.31401
gha,1975,0.41507
gha,1976,0.35286
gha,1982,0.62801
gha,1991,0.42517
gha,1992,0.49677
gha,1993,0.49053
gha,1994,0.59639
gha,2005,4.17542
gha,2006,3.59671
gha,2007,4.49996
gha,2008,5.20761
gha,2009,6.69563
gha,2011,8.94769
gha,2012,9.21102
gha,2013,10.814
gha,2014,12.35505
gha,2015,12.85441
gha,2016,12.96393
gha,2017,13.42023
gha,2018,13.56528
gha,2019,15.77715
gha,2020,17.71556
gin,1971,0.0908
gin,1975,0.59358
gin,1976,1.03667
gin,1977,1.26574
gin,1978,1.72977
gin,1981,1.52325
gin,1982,1.21747
gin,1983,1.21443
gin,1985,1.10834
gin,1986,0.50203
gin,1987,0.35847
gin,1988,0.2633
gin,1989,0.23634
gin,1990,0.17688
gin,1991,0.12325
gin,1992,0.11505
gin,1993,0.17318
gin,1994,0.14774
gin,1996,0.2097
gin,1997,0.26383
gin,1998,0.2948
gin,2004,0.69312
gin,2005,1.11096
gin,2006,2.2151
gin,2007,3.6026
gin,2008,4.48863
gin,2009,4.65416
gin,2010,5.24045
gin,2011,5.61431
gin,2012,5.52467
gin,2013,6.57626
gin,2014,6.99001
gin,2015,5.40085
gin,2016,5.55627
gin,2017,5.45824
gin,2018,4.43222
gin,2019,4.00774
gmb,1995,1.18178
gmb,1999,0.47873
gmb,2004,0.43919
gmb,2010,1.6102
gmb,2011,2.31587
gmb,2012,2.24482
gnb,1989,0.06071
gnq,1982,0.94332
gnq,1991,0.40448
gnq,2000,1.22457
grc,1971,8.34708
grc,1972,8.64253
grc,1973,9.93184
grc,1974,10.7719
grc,1975,12.18645
grc,1976,12.99498
grc,1977,13.42927
grc,1978,12.46296
grc,1979,13.06668
grc,1980,12.75976
grc,1981,13.98105
grc,1982,14.96233
grc,1983,17.18982
grc,1984,19.79077
grc,1985,22.74099
grc,1986,24.58112
grc,1987,26.33972
grc,1988,24.57975
grc,1989,23.93636
grc,1990,24.86242
grc,1992,33.8277
grc,1993,37.57963
grc,1994,37.14396
grc,1995,36.89721
grc,1996,39.81165
grc,1997,43.37329
grc,1998,46.65154
grc,1999,48.63302
grc,2000,53.03334
grc,2001,62.0432
grc,2002,69.43346
grc,2003,74.2278
grc,2004,81.75606
grc,2005,90.10296
grc,2006,94.33304
grc,2007,90.49155
grc,2010,107.34075
grc,2011,112.53123
grc,2012,117.12008
grc,2013,119.13316
grc,2014,124.95822
grc,2016,132.72473
grc,2017,136.99724
grc,2018,142.88243
grc,2019,150.04607
grd,1979,1.42461
grd,1980,6.85491
grd,1982,10.03881
grd,1983,4.3493
grd,1984,4.89708
grd,2009,75.27603
grd,2015,102.53085
grd,2016,107.9314
grd,2017,110.33797
grd,2018,116.22426
gtm,1970,1.21591
gtm,1971,1.37641
gtm,1972,1.56154
gtm,1973,1.73696
gtm,1974,1.48045
gtm,1975,1.74691
gtm,1976,2.05414
gtm,1977,2.37004
gtm,1978,2.94564
gtm,2002,7.79989
gtm,2007,17.51907
gtm,2013,20.03382
gtm,2014,19.17984
gtm,2015,23.5579
gtm,2019,23.80613
guy,1971,0.62006
guy,1972,0.76881
guy,1973,0.92639
guy,1976,2.45191
guy,1979,2.73167
guy,1980,2.43146
guy,1981,2.48955
guy,1982,2.8037
guy,1983,1.88154
guy,1984,2.20048
guy,1985,2.38885
guy,1986,2.32456
guy,1988,3.54063
guy,1990,4.56318
guy,1994,8.44508
guy,1995,8.3458
guy,1996,9.14016
guy,1997,11.4122
guy,2004,14.76501
guy,2005,16.41243
guy,2006,16.91059
guy,2007,16.67533
guy,2008,13.57294
guy,2009,14.65204
guy,2010,16.33976
guy,2011,15.91532
guy,2012,15.38762
hkg,1971,4.61203
hkg,1972,4.41907
hkg,1973,4.55415
hkg,1974,4.66448
hkg,1975,5.00187
hkg,1976,5.14617
hkg,1977,5.21638
hkg,1979,5.97139
hkg,1980,6.23355
hkg,1982,7.17447
hkg,1983,8.37837
hkg,1984,9.10061
hkg,1992,14.59848
hkg,1993,16.08621
hkg,1994,18.39608
hkg,2003,31.31904
hkg,2004,32.46948
hkg,2005,33.63941
hkg,2006,34.28516
hkg,2007,41.89522
hkg,2008,54.51723
hkg,2009,55.19316
hkg,2010,59.46156
hkg,2011,63.46442
hkg,2012,62.5557
hkg,2013,70.67348
hkg,2014,73.26067
hkg,2015,73.97787
hkg,2016,77.50577
hkg,2017,78.54645
hkg,2018,81.11762
hkg,2019,85.4701
hkg,2020,89.45467
hnd,1974,2.28687
hnd,1975,2.634
hnd,1976,3.18335
hnd,1977,4.54462
hnd,1978,5.11793
hnd,1980,5.449
hnd,1988,7.10557
hnd,1989,7.18935
hnd,1990,7.53168
hnd,1991,7.7437
hnd,1992,7.81119
hnd,1993,7.90551
hnd,1994,8.56879
hnd,1999,14.09441
hnd,2000,14.71959
hnd,2003,18.91992
hnd,2004,18.96557
hnd,2008,21.5064
hnd,2010,20.94901
hnd,2012,22.29288
hnd,2013,22.83794
hnd,2014,23.06304
hnd,2015,23.62654
hnd,2016,24.33926
hnd,2017,28.12971
hnd,2018,30.28331
hnd,2019,29.69753
hrv,1993,24.00437
hrv,1994,25.4081
hrv,1995,26.40956
hrv,1996,27.85737
hrv,1997,28.84719
hrv,1998,30.24198
hrv,1999,34.27155
hrv,2000,34.83946
hrv,2001,37.59202
hrv,2002,40.56155
hrv,2003,44.22685
hrv,2004,46.0594
hrv,2005,49.16929
hrv,2006,50.34919
hrv,2007,52.07164
hrv,2008,54.80755
hrv,2009,54.80814
hrv,2010,62.11654
hrv,2011,66.9862
hrv,2012,70.16679
hrv,2013,75.53334
hrv,2014,78.29661
hrv,2015,76.73714
hrv,2016,77.37743
hrv,2017,78.83716
hrv,2018,79.05442
hrv,2019,79.46011
hti,1976,0.29788
hti,1977,0.28504
hti,1978,0.31792
hti,1979,0.37181
hti,1981,0.51188
hti,1984,0.71896
hti,1986,0.5336
hun,1971,8.67952
hun,1972,9.25322
hun,1973,9.65328
hun,1974,10.2022
hun,1975,10.82497
hun,1976,11.55349
hun,1977,12.46571
hun,1978,12.80083
hun,1979,12.917
hun,1980,13.16025
hun,1981,13.43878
hun,1982,14.87777
hun,1983,15.69852
hun,1984,16.78441
hun,1985,17.39494
hun,1986,17.644
hun,1987,17.19166
hun,1988,16.68279
hun,1989,16.15349
hun,1990,15.28571
hun,1991,14.96196
hun,1992,15.34868
hun,1993,16.66522
hun,1994,20.48974
hun,1995,23.55925
hun,1996,26.77494
hun,1997,28.57906
hun,1998,33.27512
hun,1999,36.08059
hun,2000,39.65268
hun,2001,44.54488
hun,2002,50.39575
hun,2003,60.55317
hun,2004,70.24865
hun,2005,77.48412
hun,2006,80.57725
hun,2007,81.20645
hun,2008,78.61255
hun,2009,75.02001
hun,2010,73.77801
hun,2011,71.79922
hun,2012,70.02634
hun,2013,64.57958
hun,2014,58.88083
hun,2015,54.69771
hun,2016,53.4732
hun,2017,53.91295
hun,2018,55.56223
hun,2019,57.9898
idn,1970,1.40325
idn,1972,1.51297
idn,1976,1.48563
idn,1982,2.43769
idn,1983,2.65196
idn,1984,3.38353
idn,1985,4.01795
idn,1993,7.50691
idn,1995,8.77582
idn,1996,8.1335
idn,1999,13.42405
idn,2000,13.97895
idn,2001,12.31566
idn,2002,13.75591
idn,2003,14.20265
idn,2004,14.66367
idn,2006,16.43717
idn,2007,17.65497
idn,2008,19.70265
idn,2009,22.3447
idn,2010,22.47408
idn,2011,24.21068
idn,2012,31.016
idn,2013,32.72562
idn,2014,32.65576
idn,2015,35.04789
idn,2016,37.69703
idn,2017,38.99032
idn,2018,38.99366
ind,1971,2.17262
ind,1973,2.21498
ind,1976,2.42649
ind,1977,2.49909
ind,1978,2.58696
ind,1979,2.67994
ind,1980,2.66828
ind,1981,2.88685
ind,1982,2.86878
ind,1983,3.22039
ind,1984,3.39935
ind,1985,3.55928
ind,1986,3.73116
ind,1987,3.92829
ind,1988,3.62772
ind,1989,3.80282
ind,1990,4.01985
ind,1991,4.15219
ind,1995,3.97066
ind,1996,4.70769
ind,1997,4.94944
ind,2000,7.50855
ind,2001,7.84538
ind,2002,8.34167
ind,2003,8.57529
ind,2004,8.77626
ind,2005,8.85219
ind,2006,9.64622
ind,2007,10.8117
ind,2009,13.28658
ind,2010,15.05774
ind,2011,20.09418
ind,2013,23.16391
ind,2014,25.39835
ind,2015,26.81881
ind,2016,27.04352
ind,2017,28.03872
ind,2018,29.06165
ind,2019,30.21796
ind,2020,31.29394
irl,1971,7.46062
irl,1972,7.71515
irl,1973,8.0887
irl,1974,8.53736
irl,1976,11.67256
irl,1977,12.99267
irl,1978,12.75049
irl,1979,13.26682
irl,1980,13.77538
irl,1981,14.93375
irl,1982,15.94811
irl,1983,17.40909
irl,1984,18.25277
irl,1985,19.26103
irl,1986,20.1891
irl,1987,21.72017
irl,1988,23.24912
irl,1989,24.30354
irl,1990,25.55066
irl,1991,26.64541
irl,1992,29.90231
irl,1993,32.29744
irl,1994,34.76622
irl,1995,36.2994
irl,1996,39.01491
irl,1997,41.65987
irl,1998,45.5532
irl,1999,51.47719
irl,2000,54.25464
irl,2001,56.06652
irl,2002,59.79767
irl,2003,62.82529
irl,2004,65.53492
irl,2005,65.31056
irl,2006,65.21952
irl,2007,65.08482
irl,2008,58.68462
irl,2009,60.38679
irl,2010,65.4138
irl,2011,70.4554
irl,2012,70.17842
irl,2013,73.4494
irl,2014,75.85867
irl,2015,80.58055
irl,2016,81.56447
irl,2017,81.99678
irl,2018,82.06007
irl,2019,80.69726
irn,1971,1.55489
irn,1972,2.06157
irn,1973,2.34419
irn,1974,2.35166
irn,1975,2.43474
irn,1976,2.62515
irn,1977,2.75714
irn,1978,2.93632
irn,1996,12.98169
irn,1999,16.39807
irn,2000,17.42
irn,2001,19.3391
irn,2002,19.07757
irn,2003,20.74811
irn,2004,23.20957
irn,2005,24.51482
irn,2006,27.64817
irn,2007,33.11745
irn,2008,40.42806
irn,2009,39.10785
irn,2010,44.10528
irn,2011,49.88759
irn,2012,56.39154
irn,2013,57.32222
irn,2014,63.75927
irn,2015,66.9877
irn,2016,64.26306
irn,2017,62.85649
irn,2018,58.91134
irn,2019,57.98453
irn,2020,57.18224
irq,1971,2.31196
irq,1972,2.31778
irq,1973,2.36659
irq,1974,3.11829
irq,1975,4.26631
irq,1976,5.23788
irq,1977,5.48817
irq,1978,5.64241
irq,1979,5.47842
irq,1980,5.68273
irq,1981,5.99239
irq,1982,6.09647
irq,1983,6.25072
irq,1984,6.20823
irq,1985,6.04897
irq,1986,8.30765
irq,1987,8.49184
irq,1988,8.87559
irq,1989,9.38194
irq,1999,8.14854
irq,2000,8.42905
irq,2002,8.94171
irq,2004,11.86794
irq,2005,11.98538
isl,1971,5.11825
isl,1972,6.11886
isl,1973,7.50939
isl,1974,8.19763
isl,1975,9.82066
isl,1976,11.52064
isl,1977,12.37113
isl,1978,13.49823
isl,1981,20.91572
isl,1983,23.85517
isl,1984,24.86412
isl,1986,24.06353
isl,1989,26.5896
isl,1990,29.14828
isl,1991,29.01479
isl,1992,35.14514
isl,1993,31.93195
isl,1994,39.98435
isl,1995,41.52418
isl,1996,42.91565
isl,1997,45.10091
isl,1998,47.25221
isl,1999,50.96405
isl,2000,57.69787
isl,2001,61.1457
isl,2002,69.62723
isl,2003,80.33469
isl,2004,89.36911
isl,2005,92.49413
isl,2006,94.92352
isl,2007,93.48687
isl,2008,97.25903
isl,2009,97.54238
isl,2010,101.54269
isl,2011,102.59843
isl,2012,103.83879
isl,2013,101.7822
isl,2014,104.1499
isl,2015,98.04906
isl,2016,96.79791
isl,2017,94.42382
isl,2018,95.70392
isl,2019,103.19631
isr,1971,17.94625
isr,1973,21.23163
isr,1975,21.99574
isr,1977,25.3454
isr,1978,25.59535
isr,1979,29.4798
isr,1980,30.76456
isr,1981,32.85798
isr,1982,32.35732
isr,1983,32.98449
isr,1984,33.94547
isr,1986,34.25062
isr,1987,34.03568
isr,1988,33.16538
isr,1989,32.93427
isr,1990,33.60142
isr,1991,35.76241
isr,1993,40.55778
isr,1998,54.59259
isr,1999,58.10913
isr,2000,59.13674
isr,2001,61.3328
isr,2002,66.83955
isr,2003,65.61441
isr,2004,65.27897
isr,2005,67.15243
isr,2006,65.43967
isr,2007,69.49826
isr,2008,68.26475
isr,2009,71.46137
isr,2010,74.55251
isr,2011,76.01062
isr,2012,78.23892
isr,2013,77.19343
isr,2014,77.0511
isr,2015,76.33288
isr,2016,76.04325
isr,2017,74.47486
isr,2018,72.55492
isr,2019,72.57863
ita,1971,12.84187
ita,1972,14.63249
ita,1973,15.74984
ita,1974,17.17117
ita,1975,18.98005
ita,1976,19.82222
ita,1977,20.9064
ita,1978,21.835
ita,1979,22.67793
ita,1980,22.98032
ita,1981,23.07191
ita,1983,22.11568
ita,1984,22.46396
ita,1985,23.71568
ita,1986,23.98435
ita,1987,23.60833
ita,1988,25.43055
ita,1989,27.24761
ita,1990,28.95361
ita,1991,30.74552
ita,1992,34.08879
ita,1993,37.03123
ita,1994,41.98936
ita,1995,44.27702
ita,1996,45.59393
ita,1997,51.42579
ita,1998,55.29814
ita,1999,54.43642
ita,2000,56.24141
ita,2001,60.31299
ita,2002,63.74288
ita,2003,67.45528
ita,2004,71.63927
ita,2005,74.75213
ita,2006,77.27667
ita,2007,78.24798
ita,2008,78.05251
ita,2009,78.64561
ita,2010,77.70516
ita,2011,77.63033
ita,2012,75.69786
ita,2013,73.01086
ita,2014,72.09432
ita,2015,70.84647
ita,2016,70.65632
ita,2017,71.51538
ita,2018,74.1235
ita,2019,76.20246
jam,1971,4.13631
jam,1972,4.29869
jam,1973,4.60431
jam,1974,4.55731
jam,2000,19.52082
jam,2001,23.40983
jam,2002,25.47715
jam,2008,33.23328
jam,2009,33.1447
jam,2010,37.79228
jam,2011,36.98515
jam,2012,39.0276
jam,2013,38.24911
jam,2015,34.69339
jor,1971,1.92204
jor,1972,2.25462
jor,1973,2.8454
jor,1974,3.5048
jor,1975,4.00257
jor,1976,4.89831
jor,1977,6.82666
jor,1978,7.25652
jor,1979,8.94809
jor,1980,13.21494
jor,1981,15.97847
jor,1982,16.6178
jor,1983,18.0743
jor,1984,20.11545
jor,1985,19.03138
jor,1986,18.51863
jor,1987,21.23961
jor,1988,19.71205
jor,1989,21.49627
jor,1990,22.06879
jor,1991,22.46172
jor,1992,21.5378
jor,1993,21.20421
jor,1994,18.92839
jor,1996,19.33413
jor,1997,22.12211
jor,2000,29.16338
jor,2002,30.13271
jor,2003,35.15996
jor,2004,39.7811
jor,2005,38.95963
jor,2006,39.64085
jor,2007,40.60208
jor,2008,43.48452
jor,2009,43.92889
jor,2010,39.59065
jor,2011,39.07156
jor,2012,44.84537
jor,2015,38.18288
jor,2016,36.82399
jor,2017,33.25256
jor,2018,37.37089
jor,2019,35.76189
jor,2020,36.90745
jpn,1971,9.96192
jpn,1972,10.9234
jpn,1973,12.11141
jpn,1974,13.56875
jpn,1975,15.37394
jpn,1976,17.14417
jpn,1977,18.64551
jpn,1978,19.87044
jpn,1979,20.38363
jpn,1980,20.39302
jpn,1981,20.36944
jpn,1982,20.14133
jpn,1983,20.042
jpn,1984,20.16419
jpn,1985,20.20471
jpn,1986,19.75781
jpn,1987,20.63785
jpn,1988,21.88959
jpn,1989,22.46235
jpn,1990,23.08589
jpn,1991,23.15612
jpn,1992,24.48828
jpn,1994,34.0562
jpn,1995,35.30602
jpn,1998,40.69653
jpn,1999,42.2681
jpn,2016,61.96581
jpn,2017,62.48719
jpn,2018,62.98493
kaz,1994,40.2215
kaz,1995,40.18999
kaz,1996,34.82079
kaz,1999,26.47429
kaz,2000,34.58969
kaz,2006,67.74933
kaz,2010,51.68813
kaz,2011,54.27813
kaz,2012,57.78616
kaz,2013,56.42265
kaz,2014,54.52119
kaz,2015,52.09302
kaz,2016,51.64216
kaz,2017,56.12924
kaz,2018,60.0332
kaz,2019,68.44193
kaz,2020,77.57812
ken,1984,0.81948
ken,1985,0.65641
ken,1987,0.79769
ken,2000,1.89423
ken,2001,1.92672
ken,2002,1.9357
ken,2004,2.15738
ken,2005,2.18099
ken,2009,3.27667
ken,2015,7.67757
ken,2016,9.40628
ken,2017,9.73054
kgz,1993,26.68032
kgz,1994,25.12906
kgz,1995,23.63657
kgz,1996,25.04234
kgz,1997,27.67095
kgz,1998,31.41486
kgz,1999,30.53116
kgz,2000,35.80522
kgz,2001,41.7854
kgz,2002,46.71076
kgz,2003,44.73227
kgz,2004,44.48707
kgz,2005,47.485
kgz,2006,48.87653
kgz,2007,48.56711
kgz,2008,54.0069
kgz,2009,50.88197
kgz,2010,47.75469
kgz,2011,45.84192
kgz,2012,49.06526
kgz,2013,53.58782
kgz,2014,52.0338
kgz,2015,52.98461
kgz,2016,50.74468
kgz,2017,47.51968
kgz,2018,46.73536
kgz,2019,47.44449
kgz,2020,51.72928
khm,1972,0.63181
khm,1973,0.53613
khm,1993,0.41165
khm,1994,0.45741
khm,1995,0.41295
khm,1996,0.49426
khm,1997,0.39404
khm,2000,1.2163
khm,2001,1.27862
khm,2002,1.41784
khm,2004,1.75143
khm,2005,2.12414
khm,2006,3.60106
khm,2007,4.80518
khm,2008,6.18139
khm,2009,8.44712
khm,2010,10.47134
khm,2011,11.42138
khm,2015,11.81066
khm,2017,12.16869
khm,2018,12.93279
khm,2019,14.30465
kna,1979,1.8944
kna,1980,1.08569
kna,1984,1.91083
kna,1985,1.87527
kna,1986,4.00534
kna,1987,4.75755
kna,1988,3.7037
kna,1992,6.37177
kna,1993,11.23302
kna,2008,27.55005
kna,2014,86.11252
kna,2015,115.88089
kor,1971,3.43222
kor,1972,3.59525
kor,1973,3.82269
kor,1974,4.02943
kor,1975,4.22756
kor,1976,4.34809
kor,1977,4.40073
kor,1978,4.55542
kor,1979,4.98709
kor,1980,5.82555
kor,1982,9.96355
kor,1983,12.66641
kor,1984,15.9717
kor,1985,19.66985
kor,1986,20.371
kor,1987,21.0376
