geo,time,bm_gsr_totl_cd
alb,1982,461100000
alb,1983,406000000
alb,1984,373400000
alb,1985,362900000
alb,1986,337000000
alb,1987,336300000
alb,1988,409200000
alb,1989,484200000
alb,1990,486900000
alb,1991,340300000
alb,1992,667300000
alb,1993,794400000
alb,1994,774800000
alb,1995,864600000
alb,1996,1123300000
alb,1997,697612500
alb,1998,792180000
alb,1999,956400000
alb,2000,1359600000
alb,2001,1608700000
alb,2002,1848090000
alb,2003,2290296334.14308
alb,2004,2921069546.113
alb,2005,3552961514.68275
alb,2006,4142215603.40901
alb,2007,5429247205.62995
alb,2008,7146688209.08857
alb,2009,6598438373.47801
alb,2010,6279139430.06638
alb,2011,7007740981.26061
alb,2012,6185327535.83757
alb,2013,6159382111.77533
alb,2014,6562951490.63423
alb,2015,5351583367.82553
alb,2016,5700813018.93231
alb,2017,6549610684.31048
alb,2018,7334165155.14507
alb,2019,7597487229.14179
alb,2020,6307664723.93469
and,2019,2296974747.71189
arg,1976,4058000000
arg,1977,5643000000
arg,1978,6048000000
arg,1979,10486000000
arg,1980,15999000000
arg,1981,16495000000
arg,1982,12142000000
arg,1983,12216000000
arg,1984,12406000000
arg,1985,11281000000
arg,1986,11702000000
arg,1987,12633000000
arg,1988,12932000000
arg,1989,13355000000
arg,1990,13100000000
arg,1991,17572000000
arg,1992,24077634249.3714
arg,1993,27579629372.765
arg,1994,34312430277.0946
arg,1995,35039569701.3158
arg,1996,40120789491.5782
arg,1997,49143879017.47009
arg,1998,52335695781.9799
arg,1999,46468565966.3738
arg,2000,48036724583.4385
arg,2001,40679614586.4015
arg,2002,23867070000
arg,2003,29804090000
arg,2004,40827220000
arg,2005,46414160000
arg,2006,54669095826.854
arg,2007,67771052886.056
arg,2008,82901868928.70461
arg,2009,63532822514.5258
arg,2010,86092220688.18381
arg,2011,106727176904.11099
arg,2012,99396394105.16241
arg,2013,105893333594.436
arg,2014,95112247276.04979
arg,2015,91086748083.8309
arg,2016,90436820509.4734
arg,2017,109707500927.88499
arg,2018,111748768383.513
arg,2019,90777896050.5865
arg,2020,66190963263.3956
arm,1993,304329250
arm,1994,447285682.63889
arm,1995,763860761.25478
arm,1996,939928047.93054
arm,1997,1018358284.77441
arm,1998,1044998074.18281
arm,1999,941973576.37436
arm,2000,1030659258.72791
arm,2001,1123379892.78885
arm,2002,1261235746.41002
arm,2003,1602744849.89084
arm,2004,2008567017.20226
arm,2005,2520290987.85081
arm,2006,3035898215.23701
arm,2007,4334334440.17214
arm,2008,5513086608.66829
arm,2009,4442602404.30701
arm,2010,5127970681.39017
arm,2011,5623304799.55248
arm,2012,5823562500.21111
arm,2013,6053636513.26958
arm,2014,6177955730.98381
arm,2015,4876717430.26898
arm,2016,5071408346.06038
arm,2017,6260590852.17184
arm,2018,7351211967.04702
arm,2019,8273007005.82626
arm,2020,5674894263.19033
atg,1977,44000000
atg,1978,49600000
atg,1979,80600000
atg,1980,135800000
atg,1981,150200000
atg,1982,158600000
atg,1983,124000000
atg,1984,186300000
atg,1985,218300000
atg,1986,331007407.40741
atg,1987,344518518.51852
atg,1988,316859259.25926
atg,1989,385596296.2963
atg,1990,388374074.07407
atg,1991,404748148.14815
atg,1992,419822222.22222
atg,1993,424548148.14815
atg,1994,452740740.74074
atg,1995,470992592.59259
atg,1996,499377777.77778
atg,1997,504151851.85185
atg,1998,523844444.44444
atg,1999,564462062.96296
atg,2000,558501925.92593
atg,2001,530043333.33333
atg,2002,523974814.81481
atg,2003,582057875.92593
atg,2004,648961137.03704
atg,2005,742719443.7037
atg,2006,891863890.37037
atg,2007,1010828402.59259
atg,2008,1029399105.55556
atg,2009,770403173.7037
atg,2010,721555325.18518
atg,2011,691340992.22222
atg,2012,749227458.88889
atg,2013,774668917.40741
atg,2014,999596392.47834
atg,2015,957408862.90422
atg,2016,1038681913.65328
atg,2017,1062695837.05742
atg,2018,1235431986.51089
atg,2019,1300965241.83175
atg,2020,796791797.97826
aus,1989,69260822750.1837
aus,1990,70439218880.19839
aus,1991,68472118126.3961
aus,1992,68973355300.38161
aus,1993,69079422216.7991
aus,1994,83074113524.9355
aus,1995,95106951313.7563
aus,1996,102042551039.394
aus,1997,104695844312.744
aus,1998,98107296162.85649
aus,1999,105213922675.183
aus,2000,109438251300.61
aus,2001,99008262176.67001
aus,2002,110701255793.64999
aus,2003,135810168818.37
aus,2004,172787359953.57599
aus,2005,200187782014.13696
aus,2006,228877206818.65497
aus,2007,284956231749.26801
aus,2008,329131403448.75403
aus,2009,274239651759.38501
aus,2010,343407021496.75
aus,2011,414330751102.28601
aus,2012,421843397904.22498
aus,2013,405876704984.46399
aus,2014,389282713848.99493
aus,2015,338644214745.69702
aus,2016,330843982266.52002
aus,2017,374434407309.71698
aus,2018,405588717424.78497
aus,2019,383982715595.68402
aus,2020,308184981652.64801
aut,2005,176830729104.53601
aut,2006,195871740832.388
aut,2007,239666448503.668
aut,2008,259697823914.35599
aut,2009,208863236296.98599
aut,2010,222175555581.09695
aut,2011,267774534027.21799
aut,2012,250915805937.49097
aut,2013,243171571945.68097
aut,2014,251643146627.26001
aut,2015,209824886243.78601
aut,2016,223567272066.841
aut,2017,244222362667.5
aut,2018,273060323554.82599
aut,2019,265868031109.65897
aut,2020,232715453131.39096
aze,1995,1306037000
aze,1996,1805657000
aze,1997,2133383000
aze,1998,2476249000
aze,1999,1974518000
aze,2000,2414879000
aze,2001,2538585000
aze,2002,3531004000
aze,2003,5245905000
aze,2004,6966306000
aze,2005,8657887000
aze,2006,10853054000
aze,2007,14669133000
aze,2008,17081877000
aze,2009,13857507000
aze,2010,14379007000
aze,2011,21585967000
aze,2012,22811490000
aze,2013,24649800000
aze,2014,23974276000
aze,2015,21732523000
aze,2016,19919961000
aze,2017,20149623000
aze,2018,21795599000
aze,2019,21362941883.647
aze,2020,17849644000
bdi,1985,258893080.0426
bdi,1986,290879257.95614
bdi,1987,322545836.63235
bdi,1988,306755938.6018
bdi,1989,270510504.20168
bdi,1990,341272125.21258
bdi,1991,357936065.95686
bdi,1992,346667669.48095
bdi,1993,309860779.30637
bdi,1994,285982288.62613
bdi,1995,281809355.07442
bdi,1996,158736677.53017
bdi,1997,147639497.56516
bdi,1998,176700395.85423
bdi,1999,133496284.79539
bdi,2000,164938668.46745
bdi,2001,162146877.23298
bdi,2002,159969092.99767
bdi,2003,193831445.93671
bdi,2004,252537106.00418
bdi,2005,343930060.1606
bdi,2006,460368593.06139
bdi,2007,450808917.0897
bdi,2008,609427331.04259
bdi,2009,538015370.38981
bdi,2010,618738761.91856
bdi,2011,790272201.98667
bdi,2012,943255316.59538
bdi,2013,925929771.51924
bdi,2014,945189363.34744
bdi,2015,849622944.05537
bdi,2016,753720198.71552
bdi,2017,898725224.78826
bdi,2018,915940199.17949
bel,2002,216240055871.052
bel,2003,241586095252.04999
bel,2004,292502880697.69202
bel,2005,330119429597.82703
bel,2006,367755817677.36096
bel,2007,448376946710.22198
bel,2008,517467211019.40601
bel,2009,412811277130.29199
bel,2010,449055976060.60602
bel,2011,513393646643.83093
bel,2012,481084399402.672
bel,2013,494454628185.80298
bel,2014,507228688302.56097
bel,2015,413731285659.36603
bel,2016,436647853927.23901
bel,2017,472992625687.10999
bel,2018,523681107915.16602
bel,2019,506342976636.41803
bel,2020,471153740655.13599
ben,1974,190685957.40346
ben,1975,268280630.37016
ben,1976,272700837.88642
ben,1977,330393615.90851
ben,1978,373932234.29924
ben,1979,388653445.61753
ben,1980,427776329.53368
ben,1981,679481398.56102
ben,1982,677753384.69902
ben,1983,430628774.24582
ben,1984,440167218.07675
ben,1985,472329164.90429
ben,1986,550380452.78373
ben,1987,634549617.31317
ben,1988,494935644.0147
ben,1989,405728942.50016
ben,1990,491674670.84441
ben,1991,902421358.89173
ben,1992,773814298.05982
ben,1993,769245358.56612
ben,1994,654585061.7686
ben,1995,925756901.19749
ben,1996,801174573.21367
ben,1997,794609794.46286
ben,1998,808483541.47219
ben,1999,889880935.71535
ben,2000,745324774.03675
ben,2001,781412851.60582
ben,2002,938736303.60052
ben,2003,1136065880.38911
ben,2004,1191166503.3344
ben,2005,1188232836.84232
ben,2006,1453292035.8804
ben,2007,2191306127.23808
ben,2008,2465885421.14684
ben,2009,2319045825.15985
ben,2010,2395086383.33002
ben,2011,2426439118.53439
ben,2012,2746035440.9558
ben,2013,3578985940.93451
ben,2014,4382636102.93433
ben,2015,3655631658.46487
ben,2016,3864119217.48746
ben,2017,4168474699.92901
ben,2018,4830550972.88306
ben,2019,4501397298.32876
ben,2020,4275566573.80873
bfa,2005,1452824752.08275
bfa,2006,1512751217.28298
bfa,2007,1769530576.94331
bfa,2008,2451450444.90936
bfa,2009,2042905455.01113
bfa,2010,2657458059.62383
bfa,2011,3622856188.48308
bfa,2012,4055329145.98322
bfa,2013,5066168588.02993
bfa,2014,4848055624.01371
bfa,2015,4269063025.32978
bfa,2016,4635595630.84439
bfa,2017,5220392016.71477
bfa,2018,5886213676.52317
bfa,2019,5748895180.7142
bfa,2020,5582825548.37597
bgd,1976,988006165.1821
bgd,1977,1262655459.51952
bgd,1978,1654240678.22535
bgd,1979,2163914311.14573
bgd,1980,2903749669.41314
bgd,1981,2995574240.18859
bgd,1982,2814978248.59134
bgd,1983,2453586107.9999
bgd,1984,2953771832.96055
bgd,1985,2918041693.30836
bgd,1986,2970945522.22883
bgd,1987,3112331493.23376
bgd,1988,3528269603.91442
bgd,1989,4223427331.8872
bgd,1990,4139570598.25002
bgd,1991,3936650516.32573
bgd,1992,4308527578.14841
bgd,1993,4765227107.09597
bgd,1994,5564305484.6177
bgd,1995,7790362412.01478
bgd,1996,7643702670.4729
bgd,1997,8032400239.34774
bgd,1998,8158949561.44527
bgd,1999,9190707400.12723
bgd,2000,10017946102.9533
bgd,2001,10016843464.4205
bgd,2002,9441855805.72044
bgd,2003,11431227764.563
bgd,2004,13446206767.3173
bgd,2005,15615940998.1695
bgd,2006,17801946033.0814
bgd,2007,20765264113.354
bgd,2008,26378962124.8588
bgd,2009,24507328507.6505
bgd,2010,31034874410.2695
bgd,2011,39552695273.8532
bgd,2012,39740482108.9668
bgd,2013,44208435661.6418
bgd,2014,47985052372.4836
bgd,2015,48297626955.84689
bgd,2016,50948491328.4851
bgd,2017,59268104067.9027
bgd,2018,67710074715.3028
bgd,2019,66963788016.4454
bgd,2020,59835136507.3616
bgd,2021,88054177208.80478
bgr,1980,8547000000
bgr,1981,9486000000
bgr,1982,9186000000
bgr,1983,10122000000
bgr,1984,10663000000
bgr,1985,11729000000
bgr,1986,10976000000
bgr,1987,12398000000
bgr,1988,11056000000
bgr,1989,10464000000
bgr,1990,8905000000
bgr,1991,4338500000
bgr,1992,5554600000
bgr,1993,6126100000
bgr,1994,5475100000
bgr,1995,7083800000
bgr,1996,6525700000
bgr,1997,4840000000
bgr,1998,6579499878.47358
bgr,1999,7012008934.67617
bgr,2000,8314040320.54886
bgr,2001,9256385697.15543
bgr,2002,9333156795.66094
bgr,2003,13039875487.705
bgr,2004,18074204720.0861
bgr,2005,22034227129.2236
bgr,2006,28679869783.7714
bgr,2007,39908630585.4385
bgr,2008,45095815528.1972
bgr,2009,29965751819.50109
bgr,2010,29108010000
bgr,2011,36960560000
bgr,2012,36831180000
bgr,2013,39619400000
bgr,2014,39585650000
bgr,2015,35410020000
bgr,2016,35872160000
bgr,2017,41387550000
bgr,2018,46430670000
bgr,2019,46231300000
bgr,2020,41547210000
bhr,1975,1531479144.20096
bhr,1976,2062693935.72879
bhr,1977,2502717054.22145
bhr,1978,2710003792.39651
bhr,1979,3152109120.68782
bhr,1980,3983551896.60513
bhr,1981,4714095757.21834
bhr,1982,4398936181.91207
bhr,1983,3839627669.78625
bhr,1984,4134042557.77266
bhr,1985,3977393617.02128
bhr,1986,3166755319.14894
bhr,1987,3645744680.85106
bhr,1988,3557446808.51064
bhr,1989,4114627659.57447
bhr,1990,9273936170.21277
bhr,1991,7741223404.25532
bhr,1992,7089361702.12766
bhr,1993,6675798064.68389
bhr,1994,7474202823.39654
bhr,1995,8268157737.74091
bhr,1996,8490042820.56534
bhr,1997,8920135487.52861
bhr,1998,8876554633.81915
bhr,1999,9557596544.82133
bhr,2000,11683577403.7007
bhr,2001,8910768074.42736
bhr,2002,7827685023.46906
bhr,2003,7964617024.35184
bhr,2004,11289503708.2511
bhr,2005,15715080776.8471
bhr,2006,19577625769.7351
bhr,2007,23298615131.4939
bhr,2008,24288007969.551
bhr,2009,15433948837.2306
bhr,2010,16936048917.8338
bhr,2011,24470478723.4043
bhr,2012,28801588370.6859
bhr,2013,31599283820.1927
bhr,2014,30317581430.5623
bhr,2015,26272891263.48
bhr,2016,25147606382.97869
bhr,2017,27978750000
bhr,2018,31681382978.7234
bhs,1976,606900000
bhs,1977,686300000
bhs,1978,799500000
bhs,1979,969800000
bhs,1980,1212000000
bhs,1981,1276200000
bhs,1982,1256000000
bhs,1983,1349700000
bhs,1984,1407600000
bhs,1985,1518000000
bhs,1986,1561700000
bhs,1987,1661400000
bhs,1988,1656300000
bhs,1989,2021500000
bhs,1990,2057900000
bhs,1991,1972300000
bhs,1992,1685700000
bhs,1993,1738540000
bhs,1994,1839800000
bhs,1995,2006600000
bhs,1996,2236600000
bhs,1997,2505000000
bhs,1998,3073400000
bhs,1999,3130400000
bhs,2000,3465880000
bhs,2001,3160800000
bhs,2002,3057267335.507
bhs,2003,3082530000
bhs,2004,3359180000
bhs,2005,3942895405.33333
bhs,2006,4714760000
bhs,2007,4889382197.24422
bhs,2008,4800590057.731
bhs,2009,3941715000
bhs,2010,4046241000
bhs,2011,4549513000
bhs,2012,5240413000
bhs,2013,5171307000
bhs,2014,5565312120.17294
bhs,2015,4678882435.06641
bhs,2016,4952854181.94312
bhs,2017,5330084964.83374
bhs,2018,5840008034.54296
bhs,2019,5488145430.39694
bhs,2020,3884347453.04075
bih,1998,4103287977.58792
bih,1999,4478704261.33705
bih,2000,4233747802.7139
bih,2001,4454105662.98109
bih,2002,4851943472.90821
bih,2003,6141070240.67827
bih,2004,7258686500.70098
bih,2005,8102600536.90609
bih,2006,8486257450.34894
bih,2007,9572822741.8794
bih,2008,11932317997.2184
bih,2009,8843094164.83382
bih,2010,9111199364.34535
bih,2011,10931320922.7964
bih,2012,10040398877.8162
bih,2013,10197416966.7208
bih,2014,11009144141.0548
bih,2015,9138298792.46907
bih,2016,9464042084.20907
bih,2017,11084695243.4006
bih,2018,12293052059.468
bih,2019,11868854968.8693
bih,2020,10332129900.2275
blr,1993,2642300000
blr,1994,3228400000
blr,1995,5805300000
blr,1996,7379400000
blr,1997,8806300000
blr,1998,8236300000
blr,1999,6718000000
blr,2000,7687300000
blr,2001,8542800000
blr,2002,9174200000
blr,2003,11686000000
blr,2004,16629300000
blr,2005,17410800000
blr,2006,23407700000
blr,2007,30331300000
blr,2008,42006900000
blr,2009,31224400000
blr,2010,38401700000
blr,2011,49812500000
blr,2012,51441900000
blr,2013,49930400000
blr,2014,47106500000
blr,2015,35770700000
blr,2016,32822900000
blr,2017,39421300000
blr,2018,44668300000
blr,2019,45417700000
blr,2020,38741000000
blr,2021,48951656895.13
blz,1984,160500000
blz,1985,154500000
blz,1986,160050000
blz,1987,186250000
blz,1988,230300000
blz,1989,270100000
blz,1990,269200000
blz,1991,310900000
blz,1992,348900000
blz,1993,366400000
blz,1994,348009500
blz,1995,350571000
blz,1996,353215000
blz,1997,405360000
blz,1998,429207500
blz,1999,515081127.57
blz,2000,650070518.54
blz,2001,663851783.18533
blz,2002,692035812.94694
blz,2003,746399519.04481
blz,2004,733232367.99394
blz,2005,824213312.09768
blz,2006,885415139.53728
blz,2007,968793426.61335
blz,2008,1128919069.61789
blz,2009,894994611.26478
blz,2010,971730314.50518
blz,2011,1052210166.28366
blz,2012,1148414699.64504
blz,2013,1207738671.8433
blz,2014,1301259086.85436
blz,2015,1285363604.14303
blz,2016,1247609694.42798
blz,2017,1266107488.06888
blz,2018,1309875617.01404
blz,2019,1376654759.53349
blz,2020,968044413.07676
bmu,2006,2279010000
bmu,2007,2792183990.91831
bmu,2008,2774046912.72994
bmu,2009,2419673842.91397
bmu,2010,2316834768.08997
bmu,2011,2151149717.62145
bmu,2012,2055398066.04953
bmu,2013,2731517415.0302
bmu,2014,2257674245.31606
bmu,2015,2086643114.06224
bmu,2016,2230728286.6658
bmu,2017,2336202289.25594
bmu,2018,2478381735.67217
bmu,2019,2634531065.25249
bmu,2020,1992960734.96649
bol,1976,703700000
bol,1977,833600000
bol,1978,1064500000
bol,1979,1321600000
bol,1980,1111600000
bol,1981,1525900000
bol,1982,1136800000
bol,1983,1143300000
bol,1984,1110700000
bol,1985,1099300000
bol,1986,1168400000
bol,1987,1210400000
bol,1988,1128700000
bol,1989,1310700000
bol,1990,1353600000
bol,1991,1387000000
bol,1992,1567200000
bol,1993,1648500000
bol,1994,1554000000
bol,1995,1808800000
bol,1996,1968220000
bol,1997,2357040000
bol,1998,2489300000
bol,1999,2342000000
bol,2000,2442844000
bol,2001,2311969800
bol,2002,2379915000
bol,2003,2421803168.65788
bol,2004,2791557489.72562
bol,2005,3362182546.41486
bol,2006,4089585617.54493
bol,2007,4999477982.64048
bol,2008,6660923420.61008
bol,2009,6062230000
bol,2010,7126195498.39748
bol,2011,9899628535.83316
bol,2012,11689614872.5549
bol,2013,13139172258.0848
bol,2014,14715527630.7854
bol,2015,13145353349.3966
bol,2016,11547819331.303
bol,2017,13052747862.4973
bol,2018,13548295193.0171
bol,2019,12937117456.9635
bol,2020,8888107809.49179
bra,1975,16950000000
bra,1976,17841000000
bra,1977,18622000000
bra,1978,21597000000
bra,1979,28493000000
bra,1980,36250000000
bra,1981,38873000000
bra,1982,39773000000
bra,1983,31286000000
bra,1984,30334000000
bra,1985,29737000000
bra,1986,30522000000
bra,1987,30250000000
bra,1988,32758000000
bra,1989,38036000000
bra,1990,40949000000
bra,1991,38806000000
bra,1992,37099000000
bra,1993,46486000000
bra,1994,54788000000
bra,1995,77855000000
bra,1996,83545000000
bra,1997,97122639468.46831
bra,1998,98663715674.09219
bra,1999,86471283442.77249
bra,2000,94460784573.97681
bra,2001,95977171414.09648
bra,2002,83644017776.4509
bra,2003,85891205238.5614
bra,2004,103940393025.42
bra,2005,127034295039.33701
bra,2006,154262143835.78201
bra,2007,198970978877.92401
bra,2008,275345648750.57202
bra,2009,218762284380.01801
bra,2010,331688588401.79999
bra,2011,394723038101.45001
bra,2012,377356872201.53998
bra,2013,376179283205.82001
bra,2014,376100344516.46997
bra,2015,283497629997
bra,2016,257933973023.47
bra,2017,299857503132.21997
bra,2018,339567729369.39001
bra,2019,351417786552.90997
bra,2020,286216370920.04999
bra,2021,378185749365.06
brb,1967,93105447.41779
brb,1968,105510461.06424
brb,1969,123621383.31359
brb,1970,148030159.62778
brb,1971,156956749.44041
brb,1972,178467497.3155
brb,1973,206137546.45712
brb,1974,229109210.06565
brb,1975,251194071.75455
brb,1976,275713837.575
brb,1977,315889083.45
brb,1978,369113285.05
brb,1979,480988441.635
brb,1980,620188207.5
brb,1981,689429805
brb,1982,683339345
brb,1983,746418542.5
brb,1984,792885210
brb,1985,747406882.5
brb,1986,771053072.96718
brb,1987,728331365.17206
brb,1988,775472672.37434
brb,1989,886216951.35513
brb,1990,928183696.78672
brb,1991,907417696.48117
brb,1992,732679048.2975
brb,1993,835876298.08148
brb,1994,895876155.56455
brb,1995,1095166528.74644
brb,1996,1189895824.93346
brb,1997,1351570215.51375
brb,1998,1418174365.98172
brb,1999,1519001468.39326
brb,2000,1642255250.1806
brb,2001,1565260841.80908
brb,2002,1604681575.60249
brb,2003,1811406110.38202
brb,2004,2045940719.84416
brb,2005,2341777561.42596
brb,2006,2598561592.98846
brb,2007,2702663071.45055
brb,2008,2872480174.0001
brb,2009,2494312192.62802
brb,2010,2528242422.41357
brb,2011,2700256531.74122
brb,2012,2761774082.36842
brb,2013,2903820053.66279
brb,2014,3080896211.34867
brb,2015,2746100172.75432
brb,2016,3057139438.83235
brn,2001,2320856830.35973
brn,2002,2525387182.71462
brn,2003,2492944930.76328
brn,2004,2613392361.93131
brn,2005,2712057425.0859
brn,2006,2984544472.04051
brn,2007,3514570851.69724
brn,2008,4509283792.16383
brn,2009,3980865930.28231
brn,2010,4873744257.08483
brn,2011,7032830955.8717
brn,2012,8179496439.36804
brn,2013,8969687394.26329
brn,2014,6885721898.65286
brn,2015,5316773600.69316
brn,2016,4545475509.44616
brn,2017,4659986431.56194
brn,2018,6593910007.62187
brn,2019,7472240435.27948
brn,2020,6942017238.52448
btn,2006,524567280.62555
btn,2007,613006523.32393
btn,2008,835295386.74197
btn,2009,734907644.49933
btn,2010,1023724987.23347
btn,2011,1425393616.72617
btn,2012,1338732748.27616
btn,2013,1284139885.26636
btn,2014,1265852813.70223
btn,2015,1378095770.27516
btn,2016,1433430290.31148
btn,2017,1464218232.20844
btn,2018,1500094589.95199
btn,2019,1488182142.10911
btn,2020,1366515397.41071
bwa,1975,250301653.21129
bwa,1976,310500077.9821
bwa,1977,370682839.9587
bwa,1978,465370697.18106
bwa,1979,666620314.76219
bwa,1980,953520539.03763
bwa,1981,948564167.94804
bwa,1982,806479156.81497
bwa,1983,954576844.64733
bwa,1984,964283514.03945
bwa,1985,840601293.10063
bwa,1986,1009076383.70917
bwa,1987,1422623092.23723
bwa,1988,1772515671.24899
bwa,1989,1896633514.80212
bwa,1990,2508941533.01212
bwa,1991,2406709680.82352
bwa,1992,2346419557.05128
bwa,1993,2041909557.07108
bwa,1994,2131342853.2743
bwa,1995,2565284935.46657
bwa,1996,2566097272.62427
bwa,1997,3132007187.53795
bwa,1998,3008654292.12377
bwa,1999,3087495602.80342
bwa,2000,3049923436.9207
bwa,2001,2647569739.07585
bwa,2002,3060775626.0412
bwa,2003,3810367499.49491
bwa,2004,4854697095.47989
bwa,2005,4764402569.99072
bwa,2006,4667236954.18761
bwa,2007,5993384924.71594
bwa,2008,6958486816.62888
bwa,2009,5975555753.5869
bwa,2010,7632400893.38246
bwa,2011,8859934629.86072
bwa,2012,9297450971.32734
bwa,2013,10091384172.7041
bwa,2014,9727683259.72571
bwa,2015,8793832193.20338
bwa,2016,8428916276.22756
bwa,2017,7911899437.41931
bwa,2018,9188620402.49597
bwa,2019,8863788944.69943
bwa,2020,7744716538.0017
caf,1977,177491271.7018
caf,1978,208153246.9456
caf,1979,254243051.70043
caf,1980,329222578.41498
caf,1981,241315230.14682
caf,1982,268341387.84598
caf,1983,254976804.0564
caf,1984,238828255.21061
caf,1985,289824205.02166
caf,1986,357809597.06721
caf,1987,374023169.69292
caf,1988,351286435.85615
caf,1989,351849885.78468
caf,1990,432499926.1705
caf,1991,334263348.59422
caf,1992,363887357.77562
caf,1993,313233479.35526
caf,1994,267108691.91201
can,1960,8338739750.36713
can,1961,8579064729.66271
can,1962,8864739027.9187
can,1963,9281612321.05876
can,1964,10330498181.0756
can,1965,12172688731.4927
can,1966,13837536379.0113
can,1967,14946994374.6879
can,1968,16774414842.1231
can,1969,19548118285.8013
can,1970,20537899635.0659
can,1971,23476220159.23809
can,1972,27502709973.5059
can,1973,34411488692.5409
can,1974,46834861359.6245
can,1975,49525835249.9237
can,1976,55433773603.5866
can,1977,58649201221.5859
can,1978,65607437107.937
can,1979,79665748087.0267
can,1980,88889966635.077
can,1981,103002015404.16901
can,1982,88753671845.54489
can,1983,95652131733.2932
can,1984,111289029783.51199
can,1985,115825785362.082
can,1986,121495872363.467
can,1987,134262987374.60899
can,1988,160278332361.43201
can,1989,176528707312.77802
can,1990,183662537617.96301
can,1991,183479520709.74701
can,1992,187396206439.21097
can,1993,200613250797.97
can,1994,218264411732.93201
can,1995,241976824278.19
can,1996,250524313310.08096
can,1997,282663955135.263
can,1998,284175385576.62
can,1999,305199732818.96802
can,2000,335079364872.25098
can,2001,311502900033.56598
can,2002,310722738613.94897
can,2003,339658272745.52094
can,2004,387551442207.82397
can,2005,448313144986.69897
can,2006,504124127939.95398
can,2007,561058892884.60718
can,2008,597215808431.60901
can,2009,479329935734.91998
can,2010,584690152098.95105
can,2011,663071144062.70996
can,2012,688412050291.53003
can,2013,687747619741.90796
can,2014,689969693719.41699
can,2015,619874343151.32996
can,2016,601296216175.974
can,2017,651747373890.00195
can,2018,701799877390.84497
can,2019,706853194901.89502
can,2020,608505333937.59302
can,2021,722595632586.20996
che,1977,27644484045.0143
che,1978,38349503365.3769
che,1979,47772748122.8137
che,1980,58523627594.3572
che,1981,54820822871.6101
che,1982,51457497757.8669
che,1983,50792188893.0283
che,1984,49176839442.7286
che,1985,50181411202.1162
che,1986,69097697694.82539
che,1987,80562413729.51151
che,1988,88776054124.23981
che,1989,95244036248.60548
che,1990,117196503878.248
che,1991,109580274176.396
che,1992,110941662686.33
che,1993,102292159671.543
che,1994,111933566938.47501
che,1995,129782749796.858
che,1996,130760754362.828
che,1997,126162421945.65199
che,1998,136788232567.668
che,1999,137164713938.968
che,2000,171003208636.04599
che,2001,171005887705.19299
che,2002,165156918090.09399
che,2003,191871617642.17496
che,2004,223937663718.97296
che,2005,269904133659.42401
che,2006,296541991244.04102
che,2007,375926447245.57202
che,2008,428340268135.18799
che,2009,371434458065.46094
che,2010,420808933247.97296
che,2011,522626528490.10693
che,2012,507843660955.784
