geo,time,sp_pop_0004_fe_5y
abw,1960,15.58169
abw,1961,15.13875
abw,1962,14.88137
abw,1963,14.7013
abw,1964,14.46446
abw,1965,14.09144
abw,1966,13.80259
abw,1967,13.25907
abw,1968,12.57089
abw,1969,11.90651
abw,1970,11.37764
abw,1971,10.58812
abw,1972,10.15373
abw,1973,9.95305
abw,1974,9.80234
abw,1975,9.54796
abw,1976,9.52718
abw,1977,9.24522
abw,1978,8.78604
abw,1979,8.38726
abw,1980,8.30358
abw,1981,8.59425
abw,1982,8.93976
abw,1983,9.35522
abw,1984,9.67972
abw,1985,9.73934
abw,1986,9.85151
abw,1987,9.48565
abw,1988,8.76206
abw,1989,8.04995
abw,1990,7.78268
abw,1991,7.63749
abw,1992,7.7048
abw,1993,7.96931
abw,1994,8.23193
abw,1995,8.30058
abw,1996,8.35461
abw,1997,8.22901
abw,1998,7.94477
abw,1999,7.593
abw,2000,7.25877
abw,2001,6.9618
abw,2002,6.65172
abw,2003,6.35231
abw,2004,6.08902
abw,2005,5.90041
abw,2006,5.86256
abw,2007,5.92247
abw,2008,6.04041
abw,2009,6.13421
abw,2010,6.12218
abw,2011,6.02786
abw,2012,5.80129
abw,2013,5.48936
abw,2014,5.20328
abw,2015,5.02905
abw,2016,4.8325
abw,2017,4.84746
abw,2018,5.00881
abw,2019,5.18732
abw,2020,5.2972
afg,1960,17.50329
afg,1961,17.91732
afg,1962,18.05088
afg,1963,18.00913
afg,1964,17.94761
afg,1965,17.98952
afg,1966,18.12818
afg,1967,18.19203
afg,1968,18.22692
afg,1969,18.2633
afg,1970,18.3438
afg,1971,18.49925
afg,1972,18.56555
afg,1973,18.57896
afg,1974,18.56696
afg,1975,18.54497
afg,1976,18.7079
afg,1977,18.83159
afg,1978,18.91057
afg,1979,18.9121
afg,1980,18.80106
afg,1981,18.9991
afg,1982,19.1032
afg,1983,19.13397
afg,1984,19.17635
afg,1985,19.37256
afg,1986,19.36025
afg,1987,19.16999
afg,1988,18.95604
afg,1989,18.95401
afg,1990,19.41711
afg,1991,19.38871
afg,1992,19.41148
afg,1993,19.5276
afg,1994,19.62293
afg,1995,19.53901
afg,1996,19.79124
afg,1997,20.0142
afg,1998,20.14209
afg,1999,20.19216
afg,2000,20.23779
afg,2001,20.19043
afg,2002,20.00318
afg,2003,19.74424
afg,2004,19.4628
afg,2005,19.17899
afg,2006,19.05521
afg,2007,18.90864
afg,2008,18.73141
