geo,time,se_enr_seco_fm_zs
cub,1974,0.94193
cub,1975,0.95547
cub,1978,1.05309
cub,1979,1.06202
cub,1980,1.03497
cub,1981,1.02616
cub,1982,1.02779
cub,1983,1.05264
cub,1984,1.02213
cub,1985,1.03416
cub,1986,1.05045
cub,1987,1.05579
cub,1988,1.07847
cub,1989,1.10865
cub,1990,1.12843
cub,1991,1.15122
cub,1992,1.16626
cub,1993,1.13785
cub,1994,1.11338
cub,1995,1.12024
cub,1996,1.03952
cub,1997,1.10093
cub,1999,1.04492
cub,2000,1.02889
cub,2001,1.03541
cub,2002,0.98052
cub,2003,0.97552
cub,2004,1.01273
cub,2005,1.01685
cub,2006,1.02491
cub,2007,1.01303
cub,2008,1.00945
cub,2009,1.00886
cub,2010,1.00295
cub,2011,1.00128
cub,2012,1.01344
cub,2013,0.99992
cub,2014,1.0134
cub,2015,1.02483
cub,2016,1.02836
cub,2017,1.01814
cub,2018,1.01574
cub,2019,1.01071
cub,2020,1.00659
cym,1972,1.18281
cym,1973,1.12011
cym,1974,1.10923
cym,1975,1.14652
cym,1976,1.21931
cym,1977,1.05561
cym,1980,1.07476
cym,1981,0.95704
cym,1999,0.92563
cym,2000,0.95797
cym,2001,0.93799
cym,2002,1.02591
cym,2004,1.05343
cym,2005,0.93201
cym,2006,0.98165
cym,2007,0.99744
cym,2008,1.09983
cym,2011,0.96702
cym,2012,0.9882
cym,2013,1.01935
cym,2018,1.01494
cym,2020,1.03381
cyp,1971,0.90703
cyp,1972,0.93508
cyp,1973,0.95313
cyp,1974,0.9786
cyp,1975,0.93614
cyp,1976,0.95415
cyp,1977,0.95699
cyp,1978,0.97318
cyp,1979,0.98822
cyp,1980,1.00951
cyp,1981,1.01599
cyp,1982,1.0342
cyp,1983,1.0521
cyp,1984,1.05129
cyp,1985,1.04745
cyp,1986,1.04079
cyp,1987,1.05338
cyp,1988,1.04849
cyp,1989,1.04057
cyp,1990,1.02938
cyp,1991,1.03191
cyp,1992,1.03863
cyp,1993,1.02193
cyp,1994,1.01438
cyp,1995,1.012
cyp,1996,1.02216
cyp,1997,1.02403
cyp,1999,1.03109
cyp,2000,1.02259
cyp,2001,1.00957
cyp,2002,1.02156
cyp,2003,1.01694
cyp,2004,1.02743
cyp,2005,1.01907
cyp,2006,1.01705
cyp,2007,1.01844
cyp,2008,1.01114
cyp,2009,1.01316
cyp,2010,1.0119
cyp,2011,1.01495
cyp,2012,1.01833
cyp,2013,1.00427
cyp,2014,1.00077
cyp,2015,0.99277
cyp,2016,0.9863
cyp,2017,0.9844
cyp,2018,0.97502
cyp,2019,0.96874
cze,1971,1.04531
cze,1972,1.04611
cze,1973,1.04686
cze,1974,1.04746
cze,1975,1.04707
cze,1976,1.04655
cze,1977,1.04589
cze,1978,1.04618
cze,1979,1.04785
cze,1980,1.05069
cze,1982,1.06986
cze,1983,1.07072
cze,1984,1.06813
cze,1985,1.06514
cze,1986,1.06268
cze,1987,1.18163
cze,1988,1.18043
cze,1989,0.94717
cze,1990,0.91565
cze,1991,0.97115
cze,1992,1.04304
cze,1993,1.06833
cze,1994,1.01289
cze,1995,1.03133
cze,1996,1.0353
cze,1997,1.03546
cze,1998,1.05016
cze,1999,1.04525
cze,2000,1.0212
cze,2001,1.03424
cze,2002,1.03105
cze,2003,1.02906
cze,2004,1.01614
cze,2005,1.01848
cze,2006,1.01713
cze,2007,1.01437
cze,2008,1.0134
cze,2009,1.01243
cze,2010,1.00595
cze,2011,1.00207
cze,2012,1.00197
cze,2013,1.00708
cze,2014,1.00464
cze,2015,1.0095
cze,2016,1.00845
cze,2017,1.00715
cze,2018,1.00421
cze,2019,1.00978
deu,1992,0.97029
deu,1993,0.95847
deu,1994,0.96346
deu,1995,0.96453
deu,1996,0.96762
deu,1997,0.97151
deu,1998,0.97099
deu,1999,0.97469
deu,2000,0.97942
deu,2001,0.98031
deu,2002,0.97883
deu,2003,0.9752
deu,2004,0.97534
deu,2005,0.97422
deu,2006,0.97108
deu,2007,0.97408
deu,2008,0.97201
deu,2009,0.94702
deu,2010,0.94831
deu,2011,0.94708
deu,2012,0.94742
deu,2013,0.95276
deu,2014,0.95315
deu,2015,0.95317
deu,2016,0.94908
deu,2017,0.93922
deu,2018,0.94156
deu,2019,0.94711
dji,1971,0.37499
dji,1973,0.48236
dji,1974,0.44948
dji,1975,0.38147
dji,1976,0.36508
dji,1982,0.618
dji,1983,0.62884
dji,1984,0.59932
dji,1985,0.6056
dji,1986,0.65231
dji,1987,0.71504
dji,1988,0.72812
dji,1989,0.70225
dji,1992,0.66925
dji,1993,0.76333
dji,1994,0.74057
dji,1995,0.69131
dji,1996,0.73084
dji,1997,0.7115
dji,1999,0.72498
dji,2000,0.65986
dji,2001,0.62611
dji,2002,0.62061
dji,2004,0.68518
dji,2005,0.66212
dji,2006,0.67679
dji,2007,0.72145
dji,2008,0.7425
dji,2009,0.80894
dji,2011,0.9365
dji,2012,0.90561
dji,2013,0.90583
dji,2014,0.95431
dji,2015,0.94513
dji,2016,0.96652
dji,2017,0.9904
dji,2018,1.00261
dji,2019,1.0342
dji,2020,1.03258
dji,2021,1.01098
dma,1973,1.45027
dma,1974,1.71097
dma,1975,1.77655
dma,1976,1.51985
dma,1977,1.6003
dma,1978,1.5319
dma,1979,1.50443
dma,1986,1.25648
dma,1987,1.30548
dma,1990,1.20322
dma,1999,1.32933
dma,2000,1.13096
dma,2001,1.09642
dma,2002,1.13073
dma,2003,1.13336
dma,2004,1.09298
dma,2005,1.08461
dma,2006,1.07302
dma,2007,1.08509
dma,2008,1.04226
dma,2009,1.11477
dma,2010,1.09248
dma,2011,1.07228
dma,2014,0.98526
dma,2015,0.99033
dma,2019,1.02328
dma,2020,1.02531
dnk,1978,0.95447
dnk,1979,0.95141
dnk,1980,0.97404
dnk,1981,0.9909
dnk,1982,0.99617
dnk,1983,0.98818
dnk,1984,0.99232
dnk,1985,0.99247
dnk,1986,1.00277
dnk,1987,1.00306
dnk,1988,1.00795
dnk,1989,1.00893
dnk,1990,1.02227
dnk,1991,1.01395
dnk,1992,1.01756
dnk,1993,1.02626
dnk,1994,1.02825
dnk,1995,1.02823
dnk,1996,1.0267
dnk,1998,1.03925
dnk,1999,1.04994
dnk,2000,1.04095
dnk,2001,1.04735
dnk,2002,1.04905
dnk,2003,1.05519
dnk,2004,1.04944
dnk,2005,1.03778
dnk,2006,1.03483
dnk,2007,1.03195
dnk,2008,1.02897
dnk,2009,1.01972
dnk,2010,1.00895
dnk,2011,1.01667
dnk,2012,1.01346
dnk,2013,1.02708
dnk,2014,1.04287
dnk,2015,1.04752
dnk,2016,1.02948
dnk,2017,1.01091
dnk,2018,0.99941
dnk,2019,0.99148
dom,1998,1.23148
dom,1999,1.23259
dom,2000,1.22247
dom,2002,1.20758
dom,2004,1.17223
dom,2005,1.19476
dom,2007,1.20335
dom,2008,1.18591
dom,2009,1.1306
dom,2010,1.12447
dom,2011,1.12891
dom,2012,1.11872
dom,2013,1.11446
dom,2014,1.10498
dom,2015,1.10018
dom,2016,1.09336
dom,2017,1.08495
dom,2018,1.07821
dom,2019,1.08633
dom,2020,1.08544
dza,1971,0.41149
dza,1972,0.43441
dza,1973,0.47096
dza,1974,0.48754
dza,1975,0.51489
dza,1976,0.52939
dza,1977,0.54587
dza,1978,0.5809
dza,1979,0.61403
dza,1980,0.63905
dza,1981,0.65686
dza,1982,0.68191
dza,1984,0.71477
dza,1985,0.7263
dza,1986,0.74217
dza,1987,0.73766
dza,1988,0.74426
dza,1989,0.75884
dza,1990,0.77403
dza,1991,0.79772
dza,1992,0.81705
dza,1993,0.83649
dza,1994,0.86201
dza,1995,0.8852
dza,1996,0.90115
dza,1997,0.95466
dza,1999,1.01113
dza,2000,1.04744
dza,2001,1.06336
dza,2002,1.0637
dza,2003,1.08735
dza,2004,1.09079
dza,2005,1.09558
dza,2006,1.09434
dza,2007,1.08138
dza,2008,1.03848
dza,2009,1.01119
dza,2010,1.03617
dza,2011,1.03872
ecu,1971,0.85122
ecu,1972,0.86079
ecu,1973,0.87971
ecu,1974,0.90398
ecu,1975,0.93053
ecu,1976,0.93176
ecu,1977,0.93282
ecu,1978,0.93786
ecu,1979,1.02662
ecu,1980,0.9896
ecu,1981,1.00053
ecu,1982,1.00161
ecu,1983,1.03836
ecu,1984,1.03305
ecu,1985,1.02198
ecu,1986,1.03818
ecu,1987,1.03824
ecu,1988,1.04146
ecu,1993,1.01978
ecu,1996,1.04835
ecu,1998,1.04656
ecu,1999,1.03187
ecu,2000,1.02193
ecu,2001,1.02569
ecu,2002,1.01149
ecu,2003,1.02139
ecu,2004,1.00643
ecu,2005,1.01449
ecu,2006,1.01913
ecu,2007,1.0161
ecu,2009,1.05478
ecu,2010,1.04675
ecu,2011,1.04765
ecu,2012,1.05191
ecu,2013,1.0457
ecu,2014,1.04407
ecu,2015,1.04126
ecu,2016,1.03331
ecu,2017,1.02815
ecu,2018,1.02759
ecu,2019,1.02666
ecu,2020,1.02479
egy,1971,0.52008
egy,1972,0.53115
egy,1973,0.54065
egy,1974,0.55109
egy,1975,0.53925
egy,1976,0.56345
egy,1977,0.57912
egy,1978,0.58152
egy,1979,0.59744
egy,1980,0.59958
egy,1981,0.6208
egy,1982,0.63569
egy,1983,0.6489
egy,1984,0.66116
egy,1985,0.67535
egy,1986,0.69301
egy,1987,0.70506
egy,1988,0.72367
egy,1989,0.73851
egy,1990,0.77644
egy,1991,0.80174
egy,1992,0.84795
egy,1993,0.85542
egy,1994,0.84599
egy,1995,0.88267
egy,1996,0.87962
egy,1997,0.87502
egy,1999,0.92313
egy,2000,0.9347
egy,2001,0.94327
egy,2003,0.94425
egy,2004,0.94786
egy,2009,0.99099
egy,2010,0.97303
egy,2011,0.98889
egy,2012,0.98464
egy,2013,0.97932
egy,2014,0.99558
egy,2016,0.98369
egy,2017,0.98297
egy,2018,0.98659
egy,2019,0.99046
eri,1993,0.85045
eri,1994,0.73345
eri,1995,0.72139
eri,1996,0.73326
eri,1997,0.71904
eri,1999,0.69512
eri,2000,0.70325
eri,2001,0.71614
eri,2002,0.65432
eri,2003,0.65308
eri,2004,0.573
eri,2005,0.60025
eri,2006,0.61052
eri,2007,0.71466
eri,2008,0.71772
eri,2009,0.71706
eri,2010,0.76628
eri,2011,0.78722
eri,2012,0.79239
eri,2013,0.79777
eri,2014,0.81492
eri,2015,0.84838
eri,2017,0.89826
eri,2018,0.90941
esp,1971,0.79061
esp,1972,0.7938
esp,1973,0.86962
esp,1974,0.88019
esp,1975,0.94937
esp,1976,0.96343
esp,1977,0.98162
esp,1978,0.99186
esp,1979,0.95455
esp,1980,1.03737
esp,1981,1.04206
esp,1982,1.00418
esp,1983,1.07165
esp,1984,1.04639
esp,1985,1.04877
esp,1986,1.07936
esp,1987,1.08224
esp,1988,1.07719
esp,1989,1.07273
esp,1990,1.05991
esp,1991,1.0672
esp,1992,1.08
esp,1993,1.08522
esp,1994,1.08626
esp,1995,1.08535
esp,1996,1.1076
esp,1997,1.06202
esp,1998,1.0726
esp,1999,1.07091
esp,2000,1.06745
esp,2001,1.0634
esp,2002,1.0707
esp,2003,1.0617
esp,2004,1.068
esp,2005,1.06555
esp,2006,1.06374
esp,2007,1.06702
esp,2008,1.06245
esp,2009,1.0498
esp,2010,1.02673
esp,2011,1.01406
esp,2012,1.00793
esp,2013,1.00272
esp,2014,1.00093
esp,2015,0.99381
esp,2016,1.00347
esp,2017,1.01362
esp,2018,1.01873
esp,2019,1.02888
est,1992,1.07616
est,1993,1.06887
est,1994,1.12849
est,1995,1.1194
est,1996,1.10897
est,1998,1.05544
est,1999,1.05765
est,2000,1.06007
est,2001,1.05214
est,2002,1.04953
est,2003,1.06386
est,2004,1.04793
est,2005,1.03601
est,2006,1.04129
est,2007,1.03537
est,2008,1.03557
est,2009,1.02316
est,2010,1.0008
est,2011,0.98684
est,2012,0.98786
est,2013,0.99015
est,2014,0.99397
est,2015,0.99549
est,2016,1.00743
est,2017,1.02271
est,2018,1.02868
est,2019,1.03624
eth,1971,0.33151
eth,1972,0.33932
eth,1974,0.37649
eth,1984,0.56338
eth,1991,0.77512
eth,1992,0.84496
eth,1993,0.87589
eth,1994,0.84372
eth,1995,0.79499
eth,1996,0.75608
eth,1999,0.67957
eth,2000,0.6726
eth,2001,0.66593
eth,2002,0.62716
eth,2003,0.57813
eth,2004,0.57717
eth,2005,0.60159
eth,2006,0.63391
eth,2007,0.67527
eth,2008,0.7317
eth,2009,0.78259
eth,2010,0.83099
eth,2011,0.88333
eth,2012,0.9046
eth,2015,0.96171
fin,1971,1.08365
fin,1972,1.08496
fin,1973,1.10995
fin,1974,1.1102
fin,1976,1.135
fin,1977,1.11593
fin,1978,1.1127
fin,1979,1.1108
fin,1980,1.11969
fin,1981,1.11449
fin,1982,1.12128
fin,1983,1.1284
fin,1984,1.16706
fin,1985,1.17473
fin,1986,1.16822
fin,1987,1.16673
fin,1988,1.16832
fin,1989,1.159
fin,1990,1.18059
fin,1991,1.19452
fin,1992,1.21232
fin,1993,1.18249
fin,1994,1.16801
fin,1995,1.1515
fin,1996,1.17334
fin,1997,1.13649
fin,1998,1.09834
fin,1999,1.09039
fin,2000,1.09341
fin,2001,1.10428
fin,2002,1.1097
fin,2003,1.10383
fin,2004,1.04801
fin,2005,1.04568
fin,2006,1.04239
fin,2007,1.04556
fin,2008,1.04838
fin,2009,1.04877
fin,2010,1.04649
fin,2011,1.04522
fin,2012,1.04771
fin,2013,1.09597
fin,2014,1.09899
fin,2015,1.10157
fin,2016,1.10217
fin,2017,1.10041
fin,2018,1.10361
fin,2019,1.09566
fji,1970,0.86025
fji,1972,0.93958
fji,1973,0.94778
fji,1974,0.97706
fji,1975,0.99827
fji,1976,1.02783
fji,1977,1.0226
fji,1978,1.04461
fji,1980,1.06188
fji,1981,1.06379
fji,1983,1.06263
fji,1984,1.02771
fji,1985,1.02886
fji,1986,1.0286
fji,1987,1.03291
fji,1991,0.96566
fji,1992,1.01008
fji,1998,1.07108
fji,1999,1.10944
fji,2000,1.09228
fji,2001,1.07195
fji,2002,1.07915
fji,2003,1.07164
fji,2004,1.06651
fji,2006,1.09501
fji,2007,1.11353
fji,2008,1.07036
fji,2009,1.09464
fji,2011,1.07857
fji,2012,1.10132
fra,1971,1.08471
fra,1972,1.07802
fra,1973,1.06845
fra,1974,1.00658
fra,1975,1.0725
fra,1977,1.08453
fra,1978,1.09437
fra,1979,1.0983
fra,1980,1.10591
fra,1981,1.1953
fra,1982,1.10911
fra,1983,1.10528
fra,1985,1.08605
fra,1986,1.08176
fra,1987,1.07492
fra,1988,1.07041
fra,1989,1.06837
fra,1990,1.06583
fra,1991,1.05264
fra,1992,1.04649
fra,1993,1.03759
fra,1994,0.99267
fra,1995,0.98598
fra,1996,0.98838
fra,1997,0.98926
fra,1998,0.99161
fra,1999,0.99979
fra,2000,0.99955
fra,2001,1.00158
fra,2002,1.00369
fra,2003,1.00878
fra,2004,1.00542
fra,2005,1.00386
fra,2006,0.99997
fra,2007,1.00177
fra,2008,1.00342
fra,2009,1.00396
fra,2010,1.00995
fra,2011,1.00878
fra,2012,1.00563
fra,2013,1.01166
fra,2014,1.01517
fra,2015,1.01035
fra,2016,1.00824
fra,2017,1.00761
fra,2018,1.00562
fra,2019,1.00146
fsm,1972,0.77503
fsm,1973,0.83912
fsm,1974,0.86762
fsm,1976,0.94477
fsm,1977,0.9384
fsm,2004,1.06303
fsm,2005,1.08336
gab,1971,0.39608
gab,1972,0.41595
gab,1973,0.43606
gab,1974,0.45999
gab,1976,0.53313
gab,1977,0.57719
gab,1978,0.60131
gab,1979,0.60775
gab,1980,0.64473
gab,1981,0.66634
gab,1982,0.64902
gab,1983,0.66254
gab,1984,0.68551
gab,1985,0.71462
gab,1986,0.73533
gab,1987,0.72779
gab,1988,0.77111
gab,1989,0.88179
gab,1994,0.91286
gab,1995,0.84094
gab,1996,0.90693
gab,1997,0.8849
gab,1999,0.87919
gbr,1971,0.9974
gbr,1972,0.99822
gbr,1973,1.00057
gbr,1974,1.0051
gbr,1975,1.00762
gbr,1976,1.01077
gbr,1977,1.01417
gbr,1978,1.01651
gbr,1979,1.02199
gbr,1980,1.02621
gbr,1981,1.03172
gbr,1982,1.03133
gbr,1983,1.03022
gbr,1984,1.02893
gbr,1985,1.02726
gbr,1986,1.03683
gbr,1987,1.02621
gbr,1988,1.02654
gbr,1989,1.02966
gbr,1990,1.03428
gbr,1991,1.03778
gbr,1992,1.03604
gbr,1993,0.98817
gbr,1994,0.99041
gbr,1995,0.99451
gbr,1996,0.99893
gbr,1997,1.00319
gbr,1998,1.00605
gbr,1999,1.00671
gbr,2000,1.0098
gbr,2001,1.00844
gbr,2002,1.01419
gbr,2003,1.03428
gbr,2004,1.02895
gbr,2005,1.0303
gbr,2006,1.03059
gbr,2007,1.02017
gbr,2008,1.01659
gbr,2009,1.01124
gbr,2010,1.00354
gbr,2011,1.00767
gbr,2012,0.99999
gbr,2013,1.04344
gbr,2014,1.03813
gbr,2015,1.02938
gbr,2017,1.0293
gbr,2018,1.02574
gbr,2019,1.0224
geo,1981,0.75614
geo,1986,0.81885
geo,1991,0.9692
geo,1992,0.95357
geo,1993,0.94942
geo,1994,0.96154
geo,1995,0.93687
geo,1996,0.98891
geo,1997,0.98705
geo,1999,1.00931
geo,2000,1.02014
geo,2001,1.03804
geo,2002,1.03071
geo,2003,1.03231
geo,2004,1.04897
geo,2005,1.03863
geo,2006,1.08154
geo,2008,1.03158
geo,2013,1.02668
geo,2014,1.03322
geo,2015,1.02772
geo,2016,1.01774
geo,2017,1.01057
geo,2018,1.01429
geo,2019,1.00813
geo,2020,1.00991
gha,1971,0.64153
gha,1973,0.67535
gha,1974,0.66391
gha,1975,0.66584
gha,1976,0.65355
gha,1977,0.64541
gha,1978,0.65517
gha,1979,0.64749
gha,1980,0.66064
gha,1981,0.64207
gha,1982,0.64858
gha,1983,0.62599
gha,1984,0.62053
gha,1985,0.62633
gha,1987,0.69703
gha,1988,0.66555
gha,1989,0.66493
gha,1990,0.66252
gha,1995,0.72581
gha,1999,0.80424
gha,2000,0.81697
gha,2001,0.84092
gha,2002,0.84926
gha,2003,0.85349
gha,2004,0.83714
gha,2005,0.83793
gha,2006,0.85174
gha,2007,0.87986
gha,2008,0.88816
gha,2009,0.88402
gha,2011,0.90164
gha,2012,0.90109
gha,2013,0.9126
gha,2014,0.93977
gha,2015,0.94926
gha,2016,0.96772
gha,2017,0.97366
gha,2018,0.98548
gha,2019,0.9987
gha,2020,1.0042
gib,1971,1.04854
gib,1972,1.09421
gib,1973,1.0568
gib,1974,1.00935
gib,1975,1.02041
gib,1976,1.07257
gib,1977,1.35547
gib,1978,0.9799
gib,1979,1.03817
gib,1980,1.04569
gib,1981,1.0382
gib,1982,1.04892
gib,1983,1.05656
gib,1984,1.05951
gib,1985,1.01964
gib,1999,0.95023
gib,2000,0.97947
gib,2001,1.01661
gib,2008,0.98256
gib,2009,0.97606
gib,2016,0.97618
gib,2017,0.97153
gib,2019,0.95164
gib,2020,0.97637
gin,1971,0.25601
gin,1980,0.35306
gin,1981,0.37967
gin,1982,0.3775
gin,1983,0.36403
gin,1984,0.37434
gin,1985,0.3561
gin,1986,0.35015
gin,1987,0.33031
gin,1989,0.32418
gin,1990,0.32236
gin,1991,0.31981
gin,1993,0.32453
gin,1994,0.32289
gin,1996,0.3399
gin,1999,0.34469
gin,2001,0.38275
gin,2002,0.40104
gin,2003,0.44325
gin,2004,0.44261
gin,2005,0.49146
gin,2006,0.51827
gin,2008,0.57116
gin,2011,0.62778
gin,2014,0.65367
gmb,1971,0.31535
gmb,1973,0.32063
gmb,1974,0.32926
gmb,1975,0.35804
gmb,1976,0.36612
gmb,1977,0.41308
gmb,1978,0.47349
gmb,1979,0.4175
gmb,1980,0.40928
gmb,1981,0.4165
gmb,1983,0.43719
gmb,1984,0.43866
gmb,1985,0.43186
gmb,1986,0.42397
gmb,1987,0.43106
gmb,1988,0.41186
gmb,1989,0.40203
gmb,1990,0.46218
gmb,1991,0.48917
gmb,1992,0.52536
gmb,1993,0.53296
gmb,1994,0.55014
gmb,1995,0.55516
gmb,1996,0.63052
gmb,2008,0.94182
gmb,2009,0.96725
gmb,2010,0.95862
gnb,1971,0.55349
gnb,1972,0.47781
gnb,1976,0.43266
gnb,1977,0.30052
gnb,1978,0.2216
gnb,1979,0.19131
gnb,1980,0.19876
gnb,1981,0.24154
gnb,1982,0.20997
gnb,1983,0.24528
gnb,1984,0.23058
gnb,1985,0.27041
gnb,1987,0.33408
gnb,1988,0.34435
gnb,1989,0.46248
gnb,2000,0.53785
gnq,1971,0.34793
gnq,1976,0.19866
gnq,1993,0.44319
gnq,1994,0.53126
gnq,1999,0.37907
gnq,2000,0.44851
gnq,2002,0.59012
gnq,2005,0.73742
grc,1971,0.79484
grc,1972,0.79611
grc,1973,0.79306
grc,1974,0.79004
grc,1975,0.792
grc,1976,0.80513
grc,1977,0.82109
grc,1978,0.85131
grc,1979,0.87647
grc,1980,0.88995
grc,1981,0.92037
grc,1982,0.94265
grc,1983,0.98466
grc,1984,0.99189
grc,1985,0.9911
grc,1986,0.97833
grc,1987,0.96452
grc,1988,0.95635
grc,1989,0.95969
grc,1990,0.97576
grc,1991,0.97781
grc,1992,0.98405
grc,1993,1.01287
grc,1994,0.96255
grc,1995,1.01367
grc,1996,1.02559
grc,1997,1.0351
grc,1998,1.03851
grc,1999,1.03793
grc,2000,1.05628
grc,2001,1.04296
grc,2002,1.01346
grc,2003,1.00152
grc,2004,0.98299
grc,2005,0.95394
grc,2006,0.94673
grc,2007,0.93409
grc,2010,0.96543
grc,2011,0.98106
grc,2012,0.97076
grc,2013,0.96438
grc,2014,0.94288
grc,2015,0.92976
grc,2016,0.93625
grc,2017,0.94297
grc,2018,0.9486
grc,2019,0.94949
grd,1971,0.80742
grd,1972,1.06971
grd,1977,1.19834
grd,1978,1.18657
grd,1979,1.1843
grd,1980,1.19998
grd,1981,1.41057
grd,1982,1.47027
grd,1983,1.35371
grd,1984,1.16968
grd,1985,1.17876
grd,1986,1.17754
grd,1987,1.15794
grd,1988,1.05542
grd,1989,1.16737
grd,1990,1.1126
grd,1991,1.15987
grd,1992,1.20775
grd,1993,1.18231
grd,2002,1.11781
grd,2003,0.96564
grd,2004,1.07737
grd,2005,1.02819
grd,2007,0.98463
grd,2008,0.91845
grd,2009,1.00837
grd,2010,1.03241
grd,2013,0.9688
grd,2014,0.98032
grd,2015,0.98174
grd,2016,1.02276
grd,2017,1.04078
grd,2018,1.03285
gtm,1970,0.72396
gtm,1971,0.84733
gtm,1972,0.85865
gtm,1973,0.84728
gtm,1974,0.87154
gtm,1975,0.8844
gtm,1976,0.88537
gtm,1977,0.90882
gtm,1978,0.80701
gtm,1979,0.81897
gtm,1980,0.83047
gtm,1981,0.85867
gtm,1982,0.86092
gtm,1983,0.88382
gtm,1993,0.88629
gtm,1996,0.88864
gtm,1998,0.89289
gtm,1999,0.84093
gtm,2000,0.88988
gtm,2001,0.89948
gtm,2002,0.8965
gtm,2004,0.91205
gtm,2005,0.92092
gtm,2006,0.9318
gtm,2007,0.94022
gtm,2008,0.95282
gtm,2009,0.95395
gtm,2010,0.94124
gtm,2011,0.93385
gtm,2012,0.93857
gtm,2013,0.93789
gtm,2014,0.94781
gtm,2015,0.94217
gtm,2016,0.94673
gtm,2017,0.95079
gtm,2018,0.95331
gtm,2019,0.96118
gtm,2020,0.97982
guy,1971,1.03629
guy,1972,0.99403
guy,1973,0.98373
guy,1974,0.99911
guy,1976,1.04332
guy,1984,0.99621
guy,1985,0.99823
guy,1986,1.04842
guy,1987,1.03614
guy,1999,1.00272
guy,2001,0.99554
guy,2005,1.02447
guy,2007,0.96997
guy,2008,1.02429
guy,2009,1.00417
guy,2010,1.03939
guy,2011,1.03541
guy,2012,1.03033
hkg,1971,0.77722
hkg,1972,0.79229
hkg,1973,0.81899
hkg,1974,0.85081
hkg,1975,0.87522
hkg,1976,0.91767
hkg,1977,0.92058
hkg,1978,0.95179
hkg,1979,0.99874
hkg,1980,1.02388
hkg,1981,1.04752
hkg,1982,1.06934
hkg,1983,1.09004
hkg,1984,1.08972
hkg,1985,1.07842
hkg,1986,1.08201
hkg,1987,1.06814
hkg,1988,1.04552
hkg,1996,1.04937
hkg,2001,1.0088
hkg,2002,0.99996
hkg,2003,1.0046
hkg,2004,1.00652
hkg,2005,1.00958
hkg,2006,1.00756
hkg,2007,1.00462
hkg,2008,1.00397
hkg,2009,1.00598
hkg,2010,1.00318
hkg,2011,1.00396
hkg,2012,1.00511
hkg,2013,0.98793
hkg,2014,0.98321
hkg,2015,0.98366
hkg,2016,0.9794
hkg,2017,0.96957
hkg,2018,0.96993
hkg,2019,0.97701
hkg,2020,0.98629
hnd,1970,0.88679
hnd,1980,1.01888
hnd,1982,1.13352
hnd,1983,1.08175
hnd,1984,1.16518
hnd,1991,1.22572
hnd,2006,1.24531
hnd,2007,1.25939
hnd,2008,1.27608
hnd,2010,1.23056
hnd,2011,1.22064
hnd,2012,1.21715
hnd,2013,1.21397
hnd,2014,1.1748
hnd,2015,1.1973
hnd,2016,1.16857
hnd,2017,1.14824
hnd,2019,1.12397
hnd,2020,1.1503
hrv,1993,1.04365
hrv,1994,1.0365
hrv,1995,1.03537
hrv,1996,1.03341
hrv,1997,1.02466
hrv,1998,1.01893
hrv,1999,1.0206
hrv,2000,1.02127
hrv,2001,1.01879
hrv,2002,1.01832
hrv,2003,1.01604
hrv,2005,1.03391
hrv,2006,1.03539
hrv,2007,1.03649
hrv,2008,1.03716
hrv,2009,1.03914
hrv,2010,1.07095
hrv,2011,1.03956
hrv,2012,1.03795
hrv,2013,1.03305
hrv,2014,1.0354
hrv,2015,1.04667
hrv,2016,1.04528
hrv,2017,1.04858
hrv,2018,1.04737
hrv,2019,1.05453
hun,1971,0.89138
hun,1972,0.90674
hun,1973,0.93752
hun,1974,0.92441
hun,1975,0.93302
hun,1976,0.94049
hun,1977,0.94798
hun,1978,0.95423
hun,1979,0.9634
hun,1980,0.96738
hun,1981,0.97598
hun,1982,0.99415
hun,1983,0.99485
hun,1984,0.99553
hun,1985,0.99926
hun,1986,1.00574
hun,1987,1.00936
hun,1988,1.01126
hun,1989,1.01472
hun,1990,1.00757
hun,1991,1.00601
hun,1992,1.00606
hun,1994,1.03299
hun,1995,1.03565
hun,1996,1.03457
hun,1997,1.03103
hun,1998,1.02244
hun,1999,1.01532
hun,2000,1.00787
hun,2001,1.00729
hun,2002,1.00669
hun,2003,1.00071
hun,2004,0.99028
hun,2005,0.98983
hun,2006,0.99042
hun,2007,0.99447
hun,2008,0.98579
hun,2009,0.98949
hun,2010,0.987
hun,2011,0.982
hun,2012,0.98255
hun,2013,1.00547
hun,2014,1.00591
hun,2015,1.00594
hun,2016,0.99161
hun,2017,1.00145
hun,2018,0.9955
hun,2019,1.16115
idn,1970,0.53233
idn,1971,0.59048
idn,1972,0.57158
idn,1973,0.57754
idn,1974,0.59657
idn,1975,0.63768
idn,1976,0.64376
idn,1977,0.64825
idn,1978,0.66088
idn,1981,0.68778
idn,1982,0.69708
idn,1983,0.73785
idn,1984,0.73653
idn,1988,0.80581
idn,1989,0.82207
idn,1990,0.83905
idn,1991,0.82876
idn,1992,0.83249
idn,1993,0.8135
idn,1994,0.84837
idn,1995,0.85675
idn,1996,0.86297
idn,1999,0.95369
idn,2000,0.96819
idn,2001,0.98166
idn,2002,0.9876
idn,2003,0.98674
idn,2004,0.99175
idn,2005,0.98972
idn,2006,1.00792
idn,2007,1.00612
idn,2008,0.99209
idn,2009,0.99342
idn,2010,1.00634
idn,2011,1.00493
idn,2012,1.02687
idn,2013,0.96998
idn,2014,0.9927
