geo,time,ne_con_prvt_kd
bdi,2008,1857486152.99105
bdi,2009,1863308259.21451
bdi,2010,1858570236.68456
bdi,2011,2004604234.36779
bdi,2012,2083843635.6935
bdi,2013,2303309448.69847
bdi,2014,2390157311.66315
bdi,2015,2341162911.112
bdi,2016,2301367084.03995
bdi,2017,2304999336.27517
bdi,2018,2385674313.11051
bdi,2019,2457244542.54914
bdi,2020,2467996403.09208
bel,1970,91477633620.23108
bel,1971,95977659244.2628
bel,1972,101658913343.631
bel,1973,109944069931.85201
bel,1974,113027377407.564
bel,1975,113994583065.32401
bel,1976,119790159153.916
bel,1977,122942153244.14799
bel,1978,126011191274.573
bel,1979,132477379144.517
bel,1980,131400609088.80701
bel,1981,131949779136.715
bel,1982,135167388709.786
bel,1983,134964371150.57201
bel,1984,135462422611.071
bel,1985,139131345414.12201
bel,1986,142914191891.26901
bel,1987,145394220594.423
bel,1988,150218444775.582
bel,1989,155187265114.69901
bel,1990,160113728689.70401
bel,1991,164949638260.62799
bel,1992,168097142152.19101
bel,1993,167343493316.59201
bel,1994,171351265794.492
bel,1995,174051839031.992
bel,1996,177469138735.117
bel,1997,180189886245.508
bel,1998,185846182961.914
bel,1999,189772416227.96896
bel,2000,195118049335
bel,2001,196958509317.96896
bel,2002,198163107463.32001
bel,2003,199585613940.39001
bel,2004,201709554466.914
bel,2005,204622802463.828
bel,2006,208254571008.71097
bel,2007,212611850032.77301
bel,2008,215535194596.992
bel,2009,216795046484.29697
bel,2010,223318538476.01501
bel,2011,225251198980.19501
bel,2012,228556659783.94501
bel,2013,232371830809.64801
bel,2014,233654538662.5
bel,2015,237358203642.69501
bel,2016,241084835539.72601
bel,2017,245646708740.82001
bel,2018,250417503219.21896
bel,2019,254937769686.914
bel,2020,233942790111.48401
ben,1960,1427670965.28298
ben,1961,1451355714.49355
ben,1962,1434399059.96534
ben,1963,1554535734.54911
ben,1964,1693240227.88362
ben,1965,1815406660.94389
ben,1966,2000374607.17745
ben,1967,2048715123.23829
ben,1968,2119514688.43313
ben,1969,2124532236.81514
ben,1970,2157337513.01945
ben,1971,2177747590.68205
ben,1972,2262970654.84783
ben,1973,2349899360.97313
ben,1974,2363153608.34774
ben,1975,2316260345.30316
ben,1976,2313784299.75322
ben,1977,2594741056.27096
ben,1978,2665287531.76385
ben,1979,2804434999.34423
ben,1980,2956486893.8199
ben,1981,3226061741.20071
ben,1982,2849708485.18115
ben,1983,2801896145.98013
ben,1984,3029744482.68507
ben,1985,3369759799.04752
ben,1986,3315659955.04154
ben,1987,3245825842.22929
ben,1988,3617060578.41366
ben,1989,3353227303.72496
ben,1990,3171205768.35744
ben,1991,3472030973.33832
ben,1992,3674355958.95684
ben,1993,3868739902.13658
ben,1994,3663187992.22005
ben,1995,3818061828.78316
ben,1996,4036871164.42385
ben,1997,4239495497.29818
ben,1998,4470541448.85834
ben,1999,4708264915.25794
ben,2000,5062910303.70339
ben,2001,5285010292.75977
ben,2002,5513295952.53274
ben,2003,5662643694.4668
ben,2004,5891541325.7214
ben,2005,6014063306.2573
ben,2006,6276487996.09345
ben,2007,6512560295.40687
ben,2008,6795059834.74278
ben,2009,6987539585.05896
ben,2010,7130670675.66491
ben,2011,7397753894.58632
ben,2012,7539356840.19785
ben,2013,7844562554.49613
ben,2014,8133623517.93782
ben,2015,8560727062.7425
ben,2016,8726309036.17097
ben,2017,9031729852.43695
ben,2018,9347840397.27225
ben,2019,9675014811.10743
ben,2020,9987517789.65132
bfa,1965,1381244867.25984
bfa,1966,1399046871.89337
bfa,1967,1592298770.45925
bfa,1968,1622086480.14762
bfa,1969,1660247884.91805
bfa,1970,1562662432.7703
bfa,1971,1594016426.95628
bfa,1972,1525126659.1176
bfa,1973,1511692179.29582
bfa,1974,1603297489.56218
bfa,1975,1707497348.60398
bfa,1976,1821662896.28471
bfa,1977,2027584837.87853
bfa,1978,2012088326.16264
bfa,1979,2063369572.57267
bfa,1980,2215373061.49225
bfa,1981,2306932422.97378
bfa,1982,2346135395.79037
bfa,1983,2356029619.21071
bfa,1984,2205991276.5528
bfa,1985,2308175436.27252
bfa,1986,2634397413.1201
bfa,1987,2498520287.81523
bfa,1988,2638939907.429
bfa,1989,2590442058.88708
bfa,1990,2513395772.68894
bfa,1991,2645722281.37569
bfa,1992,2664526908.04326
bfa,1993,2841879692.16441
bfa,1994,2272871292.12768
bfa,1995,2658051114.34703
bfa,1996,3145544404.82149
bfa,1997,3222572273.51894
bfa,1998,3649246364.37337
bfa,1999,4266051007.61707
bfa,2000,4287421866.65115
bfa,2001,4342228579.20437
bfa,2002,4575480036.00064
bfa,2003,4811128164.41217
bfa,2004,5128049312.11612
bfa,2005,5408278069.59842
bfa,2006,5639174028.35566
bfa,2007,5732464348.21909
bfa,2008,6147832239.78822
bfa,2009,6211523817.77966
bfa,2010,6548801090.87828
bfa,2011,6919185065.51883
bfa,2012,7574506451.74985
bfa,2013,8054416318.55391
bfa,2014,8161187801.2563
bfa,2015,8462728325.57272
bfa,2016,8822667075.09341
bfa,2017,9135162619.24451
bfa,2018,9351776542.48047
bfa,2019,9626259841.44089
bgd,1960,38369212847.0614
bgd,1961,41802978043.8736
bgd,1962,41073954620.0179
bgd,1963,43091186427.5446
bgd,1964,47656071247.9788
bgd,1965,47885615761.69769
bgd,1966,48697921023.6881
bgd,1967,48465903947.8051
bgd,1968,49949760709.9077
bgd,1969,51969410035.3519
bgd,1970,56512120840.43169
bgd,1971,54523261938.1746
bgd,1972,51157819760.65649
bgd,1973,43985554109.2122
bgd,1974,41858369668.2197
bgd,1975,39929613849.6412
bgd,1976,39865790913.0831
bgd,1977,34882122803.3228
bgd,1978,40356975792.3939
bgd,1979,41616849458.95
bgd,1980,43304825469.0326
bgd,1981,41834208146.8951
bgd,1982,40508186317.6054
bgd,1983,41569722467.2137
bgd,1984,44563556629.0936
bgd,1985,45151773517.4712
bgd,1986,46442091392.3332
bgd,1987,47713244308.585
bgd,1988,49564505857.3744
bgd,1989,50012072202.9414
bgd,1990,53832358954.552
bgd,1991,53661757866.6619
bgd,1992,55779083385.5652
bgd,1993,57678372884.3426
bgd,1994,59790741314.25369
bgd,1995,62030644575.0637
bgd,1996,61970869849.4173
bgd,1997,62621675437.8985
bgd,1998,63679499079.6086
bgd,1999,66220846955.1329
bgd,2000,69515427765.1394
bgd,2001,72388253526.21689
bgd,2002,73153532125.62419
bgd,2003,76117497321.10249
bgd,2004,80661299810.94591
bgd,2005,86091255620.2478
bgd,2006,92158664881.8558
bgd,2007,99009643340.37129
bgd,2008,102950509348.334
bgd,2009,105309865778.73199
bgd,2010,110158363493.50301
bgd,2011,117309490656.996
bgd,2012,122135909007.642
bgd,2013,128398322168.02699
bgd,2014,133541429149.67599
bgd,2015,141309707202.25101
bgd,2016,145552185162.991
bgd,2017,156360935367.444
bgd,2018,173596400556.68399
bgd,2019,180409543607.79901
bgd,2020,189841011820.48999
bgr,1980,19256165407.2939
bgr,1981,20127944381.9361
bgr,1982,21190447048.9664
bgr,1983,21679469069.2646
bgr,1984,22797112234.6446
bgr,1985,22772435397.04
bgr,1986,23205998570.9276
bgr,1987,24532244274.5666
bgr,1988,26141545139.3558
bgr,1989,25143852661.3898
bgr,1990,26576127039.4282
bgr,1991,19918837454.9597
bgr,1992,19440785433.2506
bgr,1993,18877002569.878
bgr,1994,18046414554.3686
bgr,1995,21396630015.8694
bgr,1996,22128923146.6788
bgr,1997,14980164928.5876
bgr,1998,14568233393.7883
bgr,1999,15602009748.3564
bgr,2000,17005961233.2804
bgr,2001,18310299818.6352
bgr,2002,19351109158.92089
bgr,2003,20613024824.30289
bgr,2004,22562847993.6522
bgr,2005,24208395488.5513
bgr,2006,26267646225.3457
bgr,2007,29257531738.8347
bgr,2008,30270631376.1052
bgr,2009,29013161981.4101
bgr,2010,29703204488.7781
bgr,2011,30295332124.2349
bgr,2012,31430783269.1
bgr,2013,30210948197.6876
bgr,2014,30632897302.199
bgr,2015,31496683291.7706
bgr,2016,32196675357.0619
bgr,2017,33011316594.8764
bgr,2018,34239557923.3734
bgr,2019,36281053615.9601
bgr,2020,36134623101.3376
bhr,2000,5973462828.41106
bhr,2001,6418114722.04721
bhr,2002,6462562273.49358
bhr,2003,6674834607.4845
bhr,2004,6771901945.3654
bhr,2005,6957423438.20804
bhr,2006,7039557339.49188
bhr,2007,7378969660.25897
bhr,2008,9237094845.03003
bhr,2009,10249158536.2971
bhr,2010,11704874639.2233
bhr,2011,12479531964.4315
bhr,2012,12620605905.8278
bhr,2013,13869135274.2341
bhr,2014,13774713623.9393
bhr,2015,14128324468.0851
bhr,2016,14097869664.3163
bhr,2017,14282215296.0096
bhr,2018,14479083848.9437
bhr,2019,14276894524.3086
bhs,1989,5409394686.9045
bhs,1990,5298961049.00953
bhs,1991,5069677066.62342
bhs,1992,4816542788.28843
bhs,1993,4801682612.154
bhs,1994,4906952788.03625
bhs,1995,5265642361.26191
bhs,1996,5604627882.21886
bhs,1997,6321669564.41334
bhs,1998,6317956093.88419
bhs,1999,6825809903.84898
bhs,2000,6983380640.62384
bhs,2001,7035232857.64522
bhs,2002,7286899161.21792
bhs,2003,7222731649.27785
bhs,2004,7108358854.98611
bhs,2005,7681880251.14427
bhs,2006,7907887941.96474
bhs,2007,8003735343.72973
bhs,2008,7724176051.06946
bhs,2009,6958561230.25107
bhs,2010,7029085700.21561
bhs,2011,6885099551.9584
bhs,2012,7148556648.96262
bhs,2013,7015480131.63849
bhs,2014,7323897496.12272
bhs,2015,7487500000
bhs,2016,7621247879.22771
bhs,2017,8150081748.6792
bhs,2018,8190583753.51828
bhs,2019,7774454763.62933
bhs,2020,7339003138.95314
bih,2000,9210996464.61409
bih,2001,9640628224.17071
bih,2002,10168168614.7229
bih,2003,10625444878.4382
bih,2004,10974515276.1427
bih,2005,11505798777.6071
bih,2006,11931824897.7094
bih,2007,12569562938.7001
bih,2008,13204477806.0554
bih,2009,12640515108.4676
bih,2010,12652113614.8871
bih,2011,12632045450.4316
bih,2012,12549573283.2368
bih,2013,12555961375.3887
bih,2014,12797162874.0379
bih,2015,13002951068.0735
bih,2016,13289251026.3772
bih,2017,13435209233.2196
bih,2018,13699264030.1438
bih,2019,14010946597.5752
bih,2020,13644898445.4783
blr,1990,8254340717.42914
blr,1991,7739471602.29162
blr,1992,7315266467.45132
blr,1993,6957021545.36367
blr,1994,5984179446.55044
blr,1995,5286699127.28941
blr,1996,5568621505.39332
blr,1997,6173993051.29788
blr,1998,6991893184.97458
blr,1999,7627833234.68658
blr,2000,8217320553.61468
blr,2001,9639436651.19633
blr,2002,10703652433.6485
blr,2003,11473517444.4654
blr,2004,12552118772.5917
blr,2005,14389993544.8836
blr,2006,16218147888.197
blr,2007,18386367485.3149
blr,2008,21389093825.4219
blr,2009,21389136470.533
blr,2010,23410859342.1614
blr,2011,23927719524.18
blr,2012,26484861098.3847
blr,2013,29306007499.0778
blr,2014,30560721433.641
blr,2015,29851764410.3981
blr,2016,28899672819.5688
blr,2017,30252614095.8234
blr,2018,32646914523.6869
blr,2019,34292608026.0496
blr,2020,33777855474.5457
blz,1980,276578023.53061
blz,1981,219016188.92567
blz,1982,248352860.29284
blz,1983,229309646.35189
blz,1984,195381511.42322
blz,1985,183511731.42209
blz,1986,169811076.91139
blz,1987,202120646.64939
blz,1988,237142902.5059
blz,1989,265212875.42312
blz,1990,284741318.92873
blz,1991,315425474.18914
blz,1992,553590805.99782
blz,1993,561733718.7283
blz,1994,593109496.24918
blz,1995,620690520.23446
blz,1996,630379122.79902
blz,1997,644807508.32134
blz,1998,688395226.5687
blz,1999,746211088.32387
blz,2000,809206267.86839
blz,2001,885175830.44767
blz,2002,941449874.63321
blz,2003,976023617.54222
blz,2004,974686111.14636
blz,2005,949127787.47091
blz,2006,927296026.09768
blz,2007,952196327.34196
blz,2008,935891796.87474
blz,2009,970785821.99642
blz,2010,1021563022.70718
blz,2011,1069099531.85759
blz,2012,1082385205.57568
blz,2013,1136288701.96633
blz,2014,1147299124.97412
blz,2015,1197603450
blz,2016,1262839292.40112
blz,2017,1210640773.74008
blz,2018,1178012023.32536
blz,2019,1138819850.28875
blz,2020,1067092648.76359
bmu,2014,3210581035.2152
bmu,2015,3237728000
bmu,2016,3459816026.19181
bmu,2017,3264228608.48039
bmu,2018,3139254711.0656
bmu,2019,3087511091.8981
bmu,2020,2755449302.81431
bol,1960,3623697257.677
bol,1961,3887238876.41715
bol,1962,3893454480.63271
bol,1963,4112165054.06651
bol,1964,4146021179.98506
bol,1965,4445309333.105
bol,1966,4782516347.25372
bol,1967,5072324785.11646
bol,1968,5221968861.67644
bol,1969,5562561488.417
bol,1970,5927530525.81891
bol,1971,6139072124.09555
bol,1972,6199895294.70698
bol,1973,6712675304.03795
bol,1974,6925407567.97092
bol,1975,7210075881.97451
bol,1976,7773856070.2521
bol,1977,8175011174.30107
bol,1978,7945708813.31738
bol,1979,8013675977.86687
bol,1980,8161814629.9433
bol,1981,8195491597.96334
bol,1982,7867140215.5044
bol,1983,7506530526.4718
bol,1984,7504997797.99751
bol,1985,7803574664.53015
bol,1986,8191819546.15774
bol,1987,8446476074.48233
bol,1988,8521654555.39023
bol,1989,8673746695.76959
bol,1990,8966639851.5873
bol,1991,9264635807.22949
bol,1992,9594044009.37081
bol,1993,9913038118.48764
bol,1994,10203850117.6042
bol,1995,10504561019.5927
bol,1996,10847627804.0621
bol,1997,11436545293.384
bol,1998,12037332552.3051
bol,1999,12369852291.4527
bol,2000,12654748668.7445
bol,2001,12815367886.0179
bol,2002,13077398734.3849
bol,2003,13323766140.2115
bol,2004,13711487522.1679
bol,2005,14167992832.7726
bol,2006,14744803353.5102
bol,2007,15359614058.1666
bol,2008,16201768658.9559
bol,2009,16796882782.913
bol,2010,17464997006.9421
bol,2011,18373771542.1063
bol,2012,19219984326.9933
bol,2013,20359193991.0377
bol,2014,21462687301.7745
bol,2015,22578642547.03329
bol,2016,23345741696.3548
bol,2017,24450176502.4975
bol,2018,25501853680.5894
bol,2019,26439271457.4183
bol,2020,24296958461.4854
bra,1960,108955079069.02299
bra,1961,119019526985.181
bra,1962,126601147106.83099
bra,1963,125718087497.039
bra,1964,129994264097.57001
bra,1965,131324093212.33099
bra,1966,136888467862.373
bra,1967,148914414781.918
bra,1968,166385534622.23599
bra,1969,159404425188.54001
bra,1970,188670255273.27399
bra,1971,213158333903.048
bra,1972,237740906609.27097
bra,1973,259496122746.91696
bra,1974,290651278842.30298
bra,1975,275312510898.05603
bra,1976,323463395040.97198
bra,1977,360637961164.74597
bra,1978,367485324398.38898
bra,1979,406177608791.74493
bra,1980,442430269735.13293
bra,1981,432098547582.71295
bra,1982,446122467670.15894
bra,1983,469056000061.79199
bra,1984,513531278484.76495
bra,1985,507191557890.88397
bra,1986,511542444488.90198
bra,1987,491469423045.64801
bra,1988,497990332756.59198
bra,1989,478623186775.96497
bra,1990,492596005336.87695
bra,1991,533365701010.02399
bra,1992,529922645465.57697
bra,1993,553972248726.78601
bra,1994,595206338513.10718
bra,1995,646523262606.39697
bra,1996,666332279986.20996
bra,1997,686541963980.63
bra,1998,681598768056.047
bra,1999,684176967019.98303
bra,2000,711767309134.06006
bra,2001,717257217139.22498
bra,2002,726716742823.84497
bra,2003,722748921893.24988
bra,2004,751105933127.24597
bra,2005,784318919742.50098
bra,2006,825767816845.93311
bra,2007,878421008049.83606
bra,2008,935204471149.62207
bra,2009,976880890324.35596
bra,2010,1037734436228.72998
bra,2011,1087737250142.93005
bra,2012,1125802078756.1001
bra,2013,1164879160779.97998
bra,2014,1191092660890.28003
bra,2015,1152781252093.63989
bra,2016,1108546737642.06006
bra,2017,1130473371033.18994
bra,2018,1157219266953.75
bra,2019,1182578227566.62012
bra,2020,1118074768339.12988
brb,2015,3616222550
brn,1989,1000465608.47985
brn,1990,1048674572.56347
brn,1991,1031049824.1389
brn,1992,1261727101.01091
brn,1993,1478926646.87678
brn,1994,1363847215.93036
brn,1995,1299050182.17302
brn,1996,1446787337.4877
brn,1997,1633921082.6737
brn,1998,1473742875.10374
brn,1999,1431754437.14777
brn,2000,1331690064.05403
brn,2001,1387798789.3685
brn,2002,1397631209.50453
brn,2003,1618594688.53923
brn,2004,1817067334.37391
brn,2005,1806796034.41374
brn,2006,1874188318.42489
brn,2007,1911718780.69944
brn,2008,1945309531.06421
brn,2009,2042349526.96496
brn,2010,2078951726.27984
brn,2011,2191441804.06568
brn,2012,2381274981.48616
brn,2013,2524927870.50282
brn,2014,2431242413.41297
brn,2015,2558356753.21842
brn,2016,2524654789.72335
brn,2017,2643903389.98974
brn,2018,2701475652.88143
brn,2019,2861837653.19085
brn,2020,3013980591.49213
btn,1990,227764824.41281
btn,1991,268167759.83209
btn,1992,308690022.08838
btn,1993,241823008.92249
btn,1994,216743806.26822
btn,1995,231178133.33582
btn,1996,268481865.51714
btn,1997,279826431.84184
btn,1998,347021266.89734
btn,1999,330754137.46225
btn,2000,313286488.51456
btn,2001,291618956.78893
btn,2002,349981702.95634
btn,2003,408882552.19359
btn,2004,444726418.84013
btn,2005,544167962.09969
btn,2006,348495472.99674
btn,2007,609050397.54108
btn,2008,557052404.05708
btn,2009,618773104.1131
btn,2010,654217318.54155
btn,2011,693244756.79812
btn,2012,675408602.72811
btn,2013,1095951812.86696
btn,2014,1007170012.948
btn,2015,1107832815.55184
btn,2016,1087508282.59352
btn,2017,1151623921.03479
btn,2018,1305958437.09116
btn,2019,1403719799.35144
btn,2020,1292161435.49303
bwa,1975,536825121.58453
bwa,1976,593730746.77229
bwa,1977,645867359.81667
bwa,1978,728046463.60999
bwa,1979,818795955.68565
bwa,1980,834923068.65358
bwa,1981,819072433.74492
bwa,1982,779791418.00525
bwa,1983,727793036.5499
bwa,1984,780805126.24562
bwa,1985,915443378.49732
bwa,1986,978845918.13194
bwa,1987,980735103.02365
bwa,1988,1068766035.55463
bwa,1989,1337650881.40891
bwa,1990,1637254837.01203
bwa,1991,1800393157.15
bwa,1992,1777309091.91161
bwa,1993,1735540145.6688
bwa,1994,1776355533.53484
bwa,1995,2077283426.02905
bwa,1996,2190008615.70581
bwa,1997,2484582230.18128
bwa,1998,2536428376.82602
bwa,1999,2537425418.10765
bwa,2000,2504448649.74808
bwa,2001,2392690738.92663
bwa,2002,2511204720.52211
bwa,2003,2544653223.33881
bwa,2004,2622922109.80014
bwa,2005,2905554473.351
bwa,2006,3406706663.2571
bwa,2007,3917493396.9985
bwa,2008,4593595691.41268
bwa,2009,4847753612.52634
bwa,2010,5265580800.58225
bwa,2011,5680341863.47896
bwa,2012,5603392032.8708
bwa,2013,6169079535.23837
bwa,2014,6221492953.72871
bwa,2015,6289130220.15994
bwa,2016,6385442710.29683
bwa,2017,6454807169.90301
bwa,2018,6736377827.4349
bwa,2019,6971791394.42958
bwa,2020,6784042633.56131
caf,2009,2350204620.31085
caf,2010,2278312621.81709
caf,2011,2279298622.16462
caf,2012,2476141349.26288
caf,2013,1338899136.34443
caf,2014,1372274255.49053
caf,2015,1397827546.37637
caf,2016,1522136382.13717
caf,2017,1532469533.43025
caf,2018,1736783363.83296
caf,2019,1743842040.3974
caf,2020,2282404741.63525
can,1970,232008403092.59201
can,1971,245399586037.36401
can,1972,262230263392.953
can,1973,279884055665.65302
can,1974,293869429412.48798
can,1975,305092095843.60199
can,1976,320736992498.94501
can,1977,329650757730.13293
can,1978,339485424357.23901
can,1979,347255182094.56097
can,1980,353184084031.80798
can,1981,357412639973.89502
can,1982,348245681520.039
can,1983,356939316913.10199
can,1984,370639974576.07001
can,1985,388802516472.55798
can,1986,402108397433.54999
can,1987,417692145477.98499
can,1988,434918854631.98096
can,1989,449753446955.71503
can,1990,455919905412.68201
can,1991,450841068949.17798
can,1992,457796671046.52802
can,1993,466302610482.81598
can,1994,479782927169.94202
can,1995,490550615279.93402
can,1996,505116107108.97601
can,1997,529811116259.42499
can,1998,544312954758.638
can,1999,565735507584.38196
can,2000,588726962228.35901
can,2001,602884825324.37097
can,2002,626990629650.85205
can,2003,644195916146.453
can,2004,663915119347.51001
can,2005,689990109760.65698
can,2006,718954614456.58496
can,2007,750680917012.06702
can,2008,773134987065.83484
can,2009,773791314916.12
can,2010,801537624580.24097
can,2011,819795034563.08801
can,2012,835337979070.66003
can,2013,857288327706.27905
can,2014,879390670474.65295
can,2015,899801700032.21301
can,2016,918734411326.2179
can,2017,952542518480.82092
can,2018,976679333464.03809
can,2019,992852491214.22595
can,2020,930740695063.46094
che,1970,172228878695.83701
che,1971,180428719829.87399
che,1972,190239531537.51501
che,1973,195491295939.97
