geo,time,sh_uhc_nop2_zg
afg,2007,0.75588
afg,2013,2.85321
ago,2008,1.44115
alb,1996,0.75155
alb,2002,1.24509
alb,2005,0.77086
alb,2008,0.32347
alb,2012,0.38018
arg,1996,0.23687
arg,2004,0.21579
arm,1999,2.01326
arm,2001,2.04389
arm,2002,1.44074
arm,2003,1.14586
arm,2004,0.93069
arm,2005,0.49777
arm,2006,0.53754
arm,2007,0.20586
arm,2008,0.11427
arm,2009,0.18267
arm,2010,0.39328
arm,2011,0.69495
arm,2012,0.61109
arm,2013,0.64876
aus,2010,0
aut,1999,0
aze,2002,0.01395
aze,2003,0.01789
aze,2004,0
aze,2005,0.00017
bdi,1986,0.41999
bdi,1998,0.59585
bdi,2013,0.77739
bel,1997,0
bel,2010,0
ben,2003,1.97739
ben,2011,2.24476
bfa,1998,1.39259
bfa,2003,1.24978
bfa,2009,0.86803
bfa,2014,1.21803
bgd,2000,3.48314
bgd,2005,1.82255
bgd,2010,2.11541
bgd,2016,4.51315
bgr,1995,0.02408
bgr,1997,0.12608
bgr,2000,0.06621
bgr,2001,0.15464
bgr,2007,0.11255
bgr,2010,0.04142
bhs,2013,0
bih,2001,0.1422
bih,2004,0.04961
bih,2007,0.00966
bih,2011,0.00688
bih,2015,0.01032
blr,1998,0.13131
blr,1999,0.09009
blr,2000,0.08835
blr,2001,0.06001
blr,2002,0.22229
blr,2003,0.17122
blr,2004,0.07916
blr,2005,0.03732
blr,2006,0.01708
blr,2007,0.00767
blr,2008,0.00498
blr,2009,0.00537
blr,2010,0.00097
blr,2011,0.00002
blr,2012,0.00142
blr,2013,0.00012
blr,2014,0
blr,2015,0
blr,2016,0.00073
bol,1999,2.27699
bol,2000,2.00331
bol,2001,0.65644
bol,2002,0.62896
bol,2008,0.15918
bol,2011,0.1082
bol,2012,0.10552
bol,2015,0.1686
bra,2008,0.86878
brb,2016,0.17519
btn,2003,0.60704
btn,2007,0.74664
btn,2012,0.0905
btn,2017,0.04632
bwa,1993,0.78181
bwa,2009,0.26567
can,1994,0.04391
can,2000,0.06099
can,2004,0.05511
can,2007,0.04344
can,2010,0.0498
che,2000,0
che,2002,0
che,2004,0
chl,1997,0.08607
chl,2006,0.01155
chl,2011,0.01598
chl,2016,0.00548
chn,1995,0.85419
chn,2000,1.88868
chn,2002,1.94511
chn,2007,1.59267
chn,2013,1.36644
civ,1985,0.85812
civ,1986,0.65229
civ,1987,0.7221
civ,1988,0.9428
civ,1998,3.04598
civ,2002,2.34298
civ,2008,2.03792
civ,2015,1.50203
cmr,1996,2.62355
cmr,2001,1.48852
cmr,2007,1.48773
cmr,2014,1.13712
cod,2004,0.48258
cod,2012,0.85549
cog,2005,1.84015
cog,2011,0.91086
col,2008,0.37278
col,2010,0.33185
col,2016,0.24315
cpv,2001,0.32491
cpv,2007,0.1601
cri,1992,0.08265
cri,2004,0.0723
cri,2012,0.08105
cyp,2010,0.08012
cze,1999,0
cze,2010,0
deu,2010,0.0118
dji,1996,0.11699
dji,2002,0.48378
dnk,1997,0
dnk,2010,0
dom,2007,0.60341
ecu,1998,1.00937
ecu,2011,0.46872
ecu,2013,0.63504
egy,1997,0.36403
egy,2008,0.1392
egy,2012,0.19878
esp,1985,0
esp,1996,0.00759
esp,2010,0.00056
est,1995,0.08168
est,2000,0.06929
est,2001,0.0692
est,2002,0.07554
est,2003,0.10904
est,2004,0.08539
est,2005,0.14725
est,2006,0.10364
est,2007,0.08597
eth,1999,0.4282
eth,2004,0.28937
eth,2011,0.40691
eth,2015,0.79225
fin,1998,0
fin,2010,0
fji,2002,0.39644
fra,2010,0.02781
gab,2005,0.36641
gbr,1995,0
gbr,1999,0
gbr,2000,0
gbr,2005,0
gbr,2013,0
geo,1997,1.08349
geo,1998,0.8953
geo,1999,1.22132
geo,2000,1.68599
geo,2001,1.7865
geo,2002,1.73056
geo,2003,1.57981
geo,2004,1.47583
geo,2005,1.82038
geo,2006,2.04037
geo,2007,2.20102
geo,2008,2.35935
geo,2009,2.95151
geo,2010,2.76914
geo,2011,2.68783
geo,2012,2.65857
geo,2013,2.44685
gha,1991,1.16649
gha,1998,1.39429
gha,2005,0.7477
gha,2012,0.20019
gin,2002,1.71989
gin,2007,1.15594
gin,2012,1.36038
gmb,2003,0.49334
gnb,2002,1.2356
grc,1998,0
grc,2010,0
grc,2016,0.00463
gtm,2000,0.25458
gtm,2011,0.1917
gtm,2014,0.0908
guy,1993,0.36147
hrv,1998,0
hrv,2004,0.00406
hrv,2008,0.00054
hrv,2009,0.00345
hrv,2010,0
hun,1998,0.01271
hun,1999,0.01115
hun,2000,0.01175
hun,2001,0.00435
hun,2002,0.0011
hun,2003,0.0105
hun,2004,0.01424
hun,2005,0.01003
hun,2006,0.00436
hun,2007,0.01781
hun,2010,0.00584
idn,2001,0.84814
idn,2002,0.76317
idn,2004,0.74926
idn,2005,0.65855
idn,2006,0.63523
idn,2007,0.76879
idn,2009,0.61037
idn,2010,0.53089
idn,2011,0.43656
idn,2012,0.37982
idn,2013,0.40777
idn,2014,0.45539
idn,2015,0.32917
ind,2000,2.12314
ind,2003,2.59869
ind,2004,2.6249
ind,2006,2.76429
ind,2007,2.17316
ind,2009,2.18953
ind,2011,2.54485
irl,1999,0.17221
irl,2009,0
irl,2010,0
irn,2005,0.25564
irn,2006,0.26147
irn,2007,0.15563
irn,2008,0.10865
irn,2009,0.14008
irn,2010,0.08629
irn,2011,0.03888
irn,2012,0.02989
irn,2013,0.03046
irq,2012,0.40487
isl,1995,0
isr,1997,0
isr,1999,0
isr,2001,0.00254
isr,2005,0.00001
isr,2007,0.00003
isr,2010,0
isr,2012,0.00063
ita,2001,0
ita,2010,0
jam,1990,0.7963
jam,1991,0.7258
jam,1992,1.64395
jam,1993,1.53974
jam,1994,0.46016
jam,1995,0.30909
jam,1996,0.36498
jam,1997,0.20067
jam,2002,0.43031
jam,2003,0.43599
jam,2004,0.42471
jor,2002,0.07243
jpn,2009,0.12296
jpn,2010,0.2281
jpn,2011,0.05395
jpn,2012,0.12286
jpn,2013,0.21525
jpn,2014,0.11595
jpn,2015,0.10811
kaz,1996,0.06815
kaz,2001,0.32382
kaz,2002,0.27794
kaz,2003,0.25664
kaz,2004,0.21919
kaz,2005,0.01476
kaz,2006,0.0741
kaz,2007,0.05458
kaz,2008,0.03753
kaz,2009,0.0226
kaz,2010,0.02122
kaz,2011,0.00409
kaz,2012,0.00277
kaz,2013,0.00312
kaz,2014,0.00081
kaz,2015,0.00204
ken,1997,1.0317
ken,2005,1.01522
ken,2015,1.13928
kgz,2005,0.65359
kgz,2006,0.41548
kgz,2007,0.47636
kgz,2008,0.21492
kgz,2009,0.31424
kgz,2010,0.32688
kgz,2011,0.31375
kgz,2012,0.13009
kgz,2013,0.2141
kgz,2014,0.17474
kgz,2015,0.26923
kgz,2016,0.20148
khm,2009,2.86882
kor,2003,0.00178
kor,2004,0.00161
kor,2005,0.00002
kor,2006,0.00481
kor,2007,0.00282
kor,2008,0.00022
kor,2009,0.00288
kor,2010,0.0016
kor,2011,0.00262
kor,2012,0.0011
kor,2013,0.00109
kor,2014,0.00232
kor,2015,0.00142
kos,2003,0.27198
kos,2005,0.45233
kos,2006,0.46721
kos,2009,0.35575
kos,2010,0.44908
kos,2011,0.25734
kos,2016,0.13142
lao,2002,0.55655
lao,2007,0.40908
lbn,1999,0.01155
lka,1995,0.59967
lka,2012,0.16757
lka,2016,0.11187
lso,2002,0.26606
lso,2010,0.52542
ltu,1998,0.05181
ltu,1999,0.07162
ltu,2000,0.09999
ltu,2001,0.10849
ltu,2002,0.1316
ltu,2003,0.04992
ltu,2004,0.0269
ltu,2008,0.00986
ltu,2010,0.00097
lux,1998,0
lux,2010,0
lva,2000,0.0998
lva,2002,0.27051
lva,2003,0.2277
lva,2004,0.23128
lva,2005,0.08855
lva,2007,0.08095
lva,2008,0.08656
lva,2009,0.16114
mar,1998,0.33992
mar,2000,0.56204
mar,2006,0.78153
mda,1999,1.17519
mda,2000,1.15454
mda,2001,1.01499
mda,2002,0.91387
mda,2003,0.76753
mda,2004,0.57642
mda,2005,0.91324
mda,2006,0.59335
mda,2007,0.30081
mda,2008,0.32169
mda,2009,0.27003
mda,2010,0.30819
mda,2011,0.16106
mda,2012,0.13815
mda,2013,0.09767
mda,2014,0.06685
mda,2015,0.05461
mda,2016,0.0825
mdg,2001,0.37487
mdg,2005,0.24329
mdg,2010,0.35061
mdv,2004,0.26696
mdv,2009,0.84422
mex,2008,0.16514
mex,2010,0.14039
mex,2012,0.0898
mex,2014,0.13035
mex,2016,0.03146
mkd,1996,0.18066
mkd,1997,0.1505
mkd,1998,0.1569
mkd,1999,0.19729
mkd,2000,0.4848
mkd,2002,0.19667
mkd,2003,0.21715
mkd,2004,0.21095
mkd,2005,0.19086
mkd,2006,0.21331
mkd,2008,0.12872
mli,1994,0.83355
mli,2000,1.21864
mli,2001,0.85166
mli,2009,1.15652
mli,2011,1.29311
mli,2013,0.00166
mli,2014,1.47921
mli,2015,1.45763
mli,2016,1.45102
mlt,2010,0
mmr,2015,0.79517
mne,2005,0.02552
mne,2006,0.01023
mne,2007,0.05536
mne,2008,0.002
mne,2009,0.00678
mne,2010,0.01824
mne,2011,0.04138
mne,2012,0.03017
mne,2013,0.02182
mne,2014,0.0142
mne,2015,0.04233
mng,2002,0.29343
mng,2007,0.15238
mng,2010,0.08642
mng,2011,0.06397
mng,2012,0.03554
mng,2014,0.11318
moz,2002,0.42484
moz,2008,0.22507
mrt,2004,0.51219
mrt,2008,0.7482
mus,2006,0.05195
mus,2012,0.06444
mwi,2004,0.56572
mwi,2010,0.60855
mwi,2016,0.92243
mys,1993,0.09531
mys,1998,0.06568
mys,2004,0.04591
ner,2005,0.68286
ner,2007,0.97693
ner,2011,1.49044
nga,2003,1.75294
nga,2010,2.08178
nga,2012,2.34843
nic,1993,0.83067
nic,1998,1.20107
nic,2001,1.40231
nic,2009,1.12948
nic,2014,0.7095
nor,1996,0
nor,1997,0
nor,1998,0
npl,1995,1.06936
npl,2003,1.7912
npl,2010,2.09061
npl,2014,1.49672
pak,2001,1.79184
pak,2004,1.5403
pak,2007,1.19402
pak,2010,0.97682
pak,2011,1.10396
pak,2013,1.14739
pak,2015,0.90647
pan,1997,0.44033
pan,2003,0.90264
pan,2007,0.00689
per,2000,1.16865
per,2006,0.50116
per,2007,0.42505
per,2008,0.36242
per,2009,0.32856
per,2010,0.26015
per,2011,0.24122
per,2012,0.20911
per,2013,0.17218
per,2014,0.14175
per,2015,0.1174
per,2016,0.1059
per,2017,0.08287
per,2018,0.06543
phl,1997,0.29078
phl,2000,0.31126
phl,2003,0.3769
phl,2006,0.41814
phl,2009,0.37955
phl,2012,0.51967
phl,2015,0.47299
pol,1998,0.02308
pol,1999,0.02782
pol,2000,0.03229
pol,2001,0.03483
pol,2002,0.03429
pol,2003,0.02831
pol,2004,0.03159
pol,2005,0.03079
pol,2006,0.01588
pol,2007,0.01398
pol,2008,0.00733
pol,2009,0.00709
pol,2011,0.01053
pol,2012,0.01201
pol,2013,0.00815
pol,2014,0.00514
pol,2015,0.00559
pol,2016,0.00305
prt,1990,0.01954
prt,1994,0.02263
prt,2010,0.00017
pry,2000,1.10399
pry,2014,1.04168
pse,2004,0.11328
pse,2005,0.12211
pse,2006,0.11876
pse,2007,0.19322
pse,2009,0.13263
pse,2010,0.08658
pse,2016,0.10085
rou,1998,0.24427
rou,1999,0.37077
rou,2000,0.3622
rou,2001,0.27293
rou,2002,0.29528
rou,2003,0.27882
rou,2004,0.25597
rou,2005,0.20707
rou,2006,0.19232
rou,2007,0.14036
rou,2008,0.06017
rou,2009,0.06019
rou,2010,0.10005
rou,2011,0.06534
rou,2012,0.05211
rou,2013,0.05212
rou,2016,0.07722
rus,1993,0.06505
rus,1997,0.04004
rus,1998,0.04686
rus,1999,0.09212
rus,2000,0.07189
rus,2001,0.03416
rus,2002,0.02331
rus,2003,0.02435
rus,2004,0.02137
rus,2010,0.00353
rus,2011,0.01745
rus,2012,0.00496
rus,2013,0.00984
rus,2014,0.00196
rwa,2005,0.50666
rwa,2013,0.43221
rwa,2016,0.40669
sen,2001,0.79128
sen,2005,0.77665
sen,2011,0.98816
sle,2003,1.84434
sle,2011,8.66527
slv,2014,0.0308
srb,2003,0.06377
srb,2004,0.12258
srb,2005,0.14663
srb,2006,0.05006
srb,2007,0.05842
srb,2008,0.06485
srb,2009,0.06493
srb,2010,0.05025
srb,2013,0.06376
srb,2015,0.03406
ssd,2009,1.16218
stp,2000,0.85004
sur,2016,0.01513
svk,2004,0.02115
svk,2005,0.00676
svk,2006,0
svk,2007,0.00054
svk,2008,0.00513
svk,2009,0.00186
svk,2010,0.00161
svn,1999,0
svn,2007,0
svn,2012,0
swe,1996,0
swz,2009,1.22004
syr,2003,0.27195
syr,2007,0.18184
tcd,2003,1.10565
tgo,2006,1.63054
tha,1994,0.38492
tha,1996,0.30485
tha,1998,0.20308
tha,2002,0.13492
