geo,time,ag_lnd_arbl_ha_pc
alb,1977,0.23075
alb,1978,0.22718
alb,1979,0.2227
alb,1980,0.21894
alb,1981,0.2157
alb,1982,0.21154
alb,1983,0.20711
alb,1984,0.20279
alb,1985,0.19867
alb,1986,0.19486
alb,1987,0.19133
alb,1988,0.18776
alb,1989,0.1803
alb,1990,0.17617
alb,1991,0.17693
alb,1992,0.17801
alb,1993,0.17879
alb,1994,0.17989
alb,1995,0.181
alb,1996,0.18213
alb,1997,0.18359
alb,1998,0.18443
alb,1999,0.1856
alb,2000,0.18711
alb,2001,0.18888
alb,2002,0.18945
alb,2003,0.19016
alb,2004,0.19095
alb,2005,0.17865
alb,2006,0.19515
alb,2007,0.19461
alb,2008,0.20697
alb,2009,0.20803
alb,2010,0.2149
alb,2011,0.2141
alb,2012,0.21345
alb,2013,0.21315
alb,2014,0.21308
alb,2015,0.21352
alb,2016,0.21567
alb,2017,0.21121
alb,2018,0.21328
and,1961,0.06955
and,1962,0.06502
and,1963,0.06095
and,1964,0.05725
and,1965,0.05393
and,1966,0.0509
and,1967,0.04817
and,1968,0.04569
and,1969,0.04338
and,1970,0.04119
and,1971,0.03911
and,1972,0.0372
and,1973,0.03542
and,1974,0.03388
and,1975,0.03257
and,1976,0.03146
and,1977,0.03052
and,1978,0.02963
and,1979,0.02872
and,1980,0.02773
and,1981,0.02667
and,1982,0.02557
and,1983,0.02448
and,1984,0.02342
and,1985,0.02243
and,1986,0.0215
and,1987,0.02064
and,1988,0.01983
and,1989,0.01907
and,1990,0.01835
and,1991,0.01765
and,1992,0.01698
and,1993,0.0164
and,1994,0.01596
and,1995,0.01566
and,1996,0.01554
and,1997,0.01555
and,1998,0.01559
and,1999,0.01554
and,2000,0.01529
and,2001,0.01114
and,2002,0.01213
and,2003,0.01175
and,2004,0.01062
and,2005,0.01014
and,2006,0.00963
and,2007,0.00931
and,2008,0.00906
and,2009,0.00912
and,2010,0.00912
and,2011,0.00919
and,2012,0.00922
and,2013,0.01003
and,2014,0.0101
and,2015,0.01039
and,2016,0.01061
and,2017,0.01065
and,2018,0.01078
are,1961,0.0496
are,1962,0.0446
are,1963,0.03996
are,1964,0.03622
are,1965,0.03337
are,1966,0.0375
are,1967,0.03534
are,1968,0.03286
are,1969,0.02954
are,1970,0.02985
are,1971,0.02523
are,1972,0.02115
are,1973,0.02027
are,1974,0.01925
are,1975,0.02006
are,1976,0.01724
are,1977,0.01632
are,1978,0.01436
are,1979,0.01288
are,1980,0.01569
are,1981,0.01733
are,1982,0.01545
are,1983,0.01872
are,1984,0.01855
are,1985,0.01903
are,1986,0.02005
are,1987,0.01891
are,1988,0.01782
are,1989,0.01681
are,1990,0.01914
are,1991,0.01807
are,1992,0.01851
are,1993,0.01841
are,1994,0.01831
are,1995,0.0178
are,1996,0.01812
are,1997,0.01685
are,1998,0.0128
are,1999,0.0145
are,2000,0.01914
are,2001,0.0215
are,2002,0.02156
are,2003,0.01724
are,2004,0.01548
are,2005,0.01482
are,2006,0.00955
are,2007,0.00723
are,2008,0.00728
are,2009,0.0063
are,2010,0.00592
are,2011,0.00504
are,2012,0.00406
are,2013,0.00408
are,2014,0.00478
are,2015,0.00476
are,2016,0.00475
are,2017,0.00469
are,2018,0.00439
arg,1961,0.89334
arg,1962,0.90673
arg,1963,0.9121
arg,1964,0.9164
arg,1965,0.92335
arg,1966,0.96061
arg,1967,0.97863
arg,1968,1.02947
arg,1969,1.10117
arg,1970,1.08875
arg,1971,1.07174
arg,1972,1.05463
arg,1973,1.03766
arg,1974,1.02112
arg,1975,1.00519
arg,1976,0.98992
arg,1977,0.97519
arg,1978,0.96079
arg,1979,0.94645
arg,1980,0.93202
arg,1981,0.91748
arg,1982,0.93768
arg,1983,0.9227
arg,1984,0.90796
arg,1985,0.89356
arg,1986,0.87951
arg,1987,0.8594
arg,1988,0.83258
arg,1989,0.82338
arg,1990,0.81472
arg,1991,0.80655
arg,1992,0.79885
arg,1993,0.79158
arg,1994,0.78476
arg,1995,0.77825
arg,1996,0.77205
arg,1997,0.76618
arg,1998,0.76047
arg,1999,0.75498
arg,2000,0.74964
arg,2001,0.74435
arg,2002,0.7394
arg,2003,0.75309
arg,2004,0.79952
arg,2005,0.84585
arg,2006,0.8871
arg,2007,0.91807
arg,2008,0.87976
arg,2009,0.84708
arg,2010,0.93117
arg,2011,0.93988
arg,2012,0.95257
arg,2013,0.94067
arg,2014,0.91869
arg,2015,0.90884
arg,2016,0.89928
arg,2017,0.89
arg,2018,0.88101
arm,1992,0.12286
arm,1993,0.12875
arm,1994,0.13247
arm,1995,0.1352
arm,1996,0.14204
arm,1997,0.14522
arm,1998,0.14636
arm,1999,0.14568
arm,2000,0.1466
arm,2001,0.14915
arm,2002,0.14997
arm,2003,0.15077
arm,2004,0.15163
arm,2005,0.15262
arm,2006,0.15309
arm,2007,0.15416
arm,2008,0.1549
arm,2009,0.1556
arm,2010,0.15587
arm,2011,0.15616
arm,2012,0.15547
arm,2013,0.15468
arm,2014,0.15365
arm,2015,0.15269
arm,2016,0.15204
arm,2017,0.15145
arm,2018,0.15096
asm,1961,0.04853
asm,1962,0.04707
asm,1963,0.04539
asm,1964,0.04376
asm,1965,0.04224
asm,1966,0.04086
asm,1967,0.03963
asm,1968,0.03849
asm,1969,0.03746
asm,1970,0.03655
asm,1971,0.03574
asm,1972,0.03501
asm,1973,0.03436
asm,1974,0.03379
asm,1975,0.03328
asm,1976,0.03284
asm,1977,0.03243
asm,1978,0.03199
asm,1979,0.03141
asm,1980,0.03063
asm,1981,0.02968
asm,1982,0.0286
asm,1983,0.02746
asm,1984,0.02635
asm,1985,0.0253
asm,1986,0.02432
asm,1987,0.0234
asm,1988,0.02255
asm,1989,0.02179
asm,1990,0.02112
asm,1991,0.02054
asm,1992,0.02405
asm,1993,0.02352
asm,1994,0.02303
asm,1995,0.02822
asm,1996,0.03689
asm,1997,0.03621
asm,1998,0.04272
asm,1999,0.04382
asm,2000,0.04324
asm,2001,0.04274
asm,2002,0.04232
asm,2003,0.05614
asm,2004,0.05529
asm,2005,0.05541
asm,2006,0.05583
asm,2007,0.0514
asm,2008,0.05149
asm,2009,0.05293
asm,2010,0.05349
asm,2011,0.05381
asm,2012,0.05389
asm,2013,0.05384
asm,2014,0.05377
asm,2015,0.05376
asm,2016,0.05382
asm,2017,0.05394
asm,2018,0.05409
atg,1961,0.14544
atg,1962,0.12534
atg,1963,0.14109
atg,1964,0.12144
atg,1965,0.13629
atg,1966,0.13353
atg,1967,0.1143
atg,1968,0.11196
atg,1969,0.12588
atg,1970,0.12464
atg,1971,0.10877
atg,1972,0.04678
atg,1973,0.04713
atg,1974,0.04754
atg,1975,0.04787
atg,1976,0.04811
atg,1977,0.04826
atg,1978,0.04836
atg,1979,0.04843
atg,1980,0.0485
atg,1981,0.04855
atg,1982,0.04856
atg,1983,0.04856
atg,1984,0.04856
atg,1985,0.06474
atg,1986,0.06477
atg,1987,0.06482
atg,1988,0.06477
atg,1989,0.06451
atg,1990,0.06397
atg,1991,0.06313
atg,1992,0.06205
atg,1993,0.06081
atg,1994,0.05952
atg,1995,0.05825
atg,1996,0.057
atg,1997,0.05578
atg,1998,0.05463
atg,1999,0.05357
atg,2000,0.05263
atg,2001,0.05181
atg,2002,0.05109
atg,2003,0.05043
atg,2004,0.04978
atg,2005,0.0491
atg,2006,0.04836
atg,2007,0.0476
atg,2008,0.04684
atg,2009,0.04611
atg,2010,0.04544
atg,2011,0.04482
atg,2012,0.04424
atg,2013,0.04371
atg,2014,0.04321
atg,2015,0.04275
atg,2016,0.04232
atg,2017,0.04192
atg,2018,0.04154
aus,1961,1.37161
aus,1962,1.4444
aus,1963,1.40488
aus,1964,1.4593
aus,1965,1.52157
aus,1966,1.61234
aus,1967,1.63351
aus,1968,1.78295
aus,1969,1.60124
aus,1970,1.47869
aus,1971,1.30301
aus,1972,1.29369
aus,1973,1.1154
aus,1974,1.07688
aus,1975,0.97697
aus,1976,1.03128
aus,1977,1.04587
aus,1978,1.15859
aus,1979,1.18989
aus,1980,1.21059
aus,1981,1.22101
aus,1982,1.281
aus,1983,1.25246
aus,1984,1.39855
aus,1985,1.33031
aus,1986,1.29083
aus,1987,1.20512
aus,1988,1.09701
aus,1989,1.04238
aus,1990,0.99361
aus,1991,0.9956
aus,1992,0.92746
aus,1993,0.96853
aus,1994,0.99933
aus,1995,0.93166
aus,1996,1.04817
aus,1997,1.12891
aus,1998,1.14104
aus,1999,1.21494
aus,2000,1.22555
aus,2001,1.24659
aus,2002,1.2078
aus,2003,1.16811
aus,2004,1.279
aus,2005,1.29455
aus,2006,1.17055
aus,2007,1.11031
aus,2008,1.12918
aus,2009,1.25124
aus,2010,1.15516
aus,2011,1.41875
aus,2012,1.39167
aus,2013,1.34991
aus,2014,1.36142
aus,2015,1.30545
aus,2016,1.24249
aus,2017,1.24999
aus,2018,1.23982
aut,1961,0.23835
aut,1962,0.23577
aut,1963,0.23078
aut,1964,0.22938
aut,1965,0.22831
aut,1966,0.2207
aut,1967,0.21689
aut,1968,0.2159
aut,1969,0.21301
aut,1970,0.2124
aut,1971,0.21159
aut,1972,0.21049
aut,1973,0.19958
aut,1974,0.19924
aut,1975,0.19937
aut,1976,0.20091
aut,1977,0.20202
aut,1978,0.20457
aut,1979,0.20174
aut,1980,0.20346
aut,1981,0.20466
aut,1982,0.20266
aut,1983,0.1903
aut,1984,0.1911
aut,1985,0.19141
aut,1986,0.1901
aut,1987,0.18998
aut,1988,0.19221
aut,1989,0.19148
aut,1990,0.18573
aut,1991,0.18633
aut,1992,0.18315
aut,1993,0.17949
aut,1994,0.17931
aut,1995,0.1779
aut,1996,0.17716
aut,1997,0.17645
aut,1998,0.17601
aut,1999,0.17542
aut,2000,0.17462
aut,2001,0.17246
aut,2002,0.17137
aut,2003,0.16992
aut,2004,0.16878
aut,2005,0.16781
aut,2006,0.16656
aut,2007,0.16587
aut,2008,0.16451
aut,2009,0.1638
aut,2010,0.16307
aut,2011,0.16202
aut,2012,0.16075
aut,2013,0.15966
aut,2014,0.15816
aut,2015,0.15575
aut,2016,0.15389
aut,2017,0.15106
aut,2018,0.15012
aze,1992,0.2309
aze,1993,0.22893
aze,1994,0.22689
aze,1995,0.22464
aze,1996,0.22991
aze,1997,0.2298
aze,1998,0.2287
aze,1999,0.22861
aze,2000,0.22682
aze,2001,0.22632
aze,2002,0.22483
aze,2003,0.22328
aze,2004,0.2216
aze,2005,0.21964
aze,2006,0.21702
aze,2007,0.21605
aze,2008,0.21227
aze,2009,0.20945
aze,2010,0.20809
aze,2011,0.20557
aze,2012,0.20405
aze,2013,0.20445
aze,2014,0.20204
aze,2015,0.20081
aze,2016,0.20486
aze,2017,0.21255
aze,2018,0.21106
bdi,1961,0.23664
bdi,1962,0.24077
bdi,1963,0.24423
bdi,1964,0.24585
bdi,1965,0.24431
bdi,1966,0.2375
bdi,1967,0.24222
bdi,1968,0.23974
bdi,1969,0.29058
bdi,1970,0.27019
bdi,1971,0.26317
bdi,1972,0.251
bdi,1973,0.25797
bdi,1974,0.25504
bdi,1975,0.25129
bdi,1976,0.24795
bdi,1977,0.24439
bdi,1978,0.23675
bdi,1979,0.22956
bdi,1980,0.2237
bdi,1981,0.21798
bdi,1982,0.21234
bdi,1983,0.20678
bdi,1984,0.20125
bdi,1985,0.19576
bdi,1986,0.19031
bdi,1987,0.185
bdi,1988,0.17993
bdi,1989,0.17524
bdi,1990,0.17099
bdi,1991,0.16712
bdi,1992,0.16357
bdi,1993,0.1604
bdi,1994,0.15765
bdi,1995,0.15701
bdi,1996,0.15511
bdi,1997,0.15517
bdi,1998,0.15358
bdi,1999,0.15318
bdi,2000,0.1505
bdi,2001,0.14941
bdi,2002,0.14707
bdi,2003,0.14329
bdi,2004,0.13812
bdi,2005,0.12981
bdi,2006,0.1183
bdi,2007,0.10811
bdi,2008,0.11075
bdi,2009,0.11313
bdi,2010,0.1095
bdi,2011,0.11163
bdi,2012,0.11897
bdi,2013,0.12578
bdi,2014,0.1219
bdi,2015,0.11811
bdi,2016,0.11442
bdi,2017,0.11083
bdi,2018,0.10738
bel,1961,0.10965
bel,1962,0.10889
bel,1963,0.10775
bel,1964,0.10642
bel,1965,0.10524
bel,1966,0.10433
bel,1967,0.10333
bel,1968,0.10282
bel,1969,0.10243
bel,1970,0.10222
bel,1971,0.10203
bel,1972,0.10164
bel,1973,0.10111
bel,1974,0.10059
bel,1975,0.1002
bel,1976,0.09992
bel,1977,0.09939
bel,1978,0.09868
bel,1979,0.09768
bel,1980,0.07729
bel,1981,0.07709
bel,1982,0.07691
bel,1983,0.07701
bel,1984,0.07732
bel,1985,0.0775
bel,1986,0.07757
bel,1987,0.06768
bel,1988,0.07746
bel,1989,0.07718
bel,1990,0.07685
bel,1991,0.07597
bel,1992,0.08283
bel,1993,0.0834
bel,1994,0.09293
bel,1995,0.08622
bel,1996,0.08487
bel,1997,0.08545
bel,1998,0.08556
bel,1999,0.08537
bel,2000,0.08409
bel,2001,0.08215
bel,2002,0.08052
bel,2003,0.08047
bel,2004,0.08061
bel,2005,0.08045
bel,2006,0.07983
bel,2007,0.07896
bel,2008,0.07881
bel,2009,0.0778
bel,2010,0.07654
bel,2011,0.07474
bel,2012,0.0723
bel,2013,0.07312
bel,2014,0.07289
bel,2015,0.07358
bel,2016,0.07496
bel,2017,0.07349
bel,2018,0.07438
ben,1961,0.37309
ben,1962,0.37556
ben,1963,0.37753
ben,1964,0.37897
ben,1965,0.37989
ben,1966,0.38402
ben,1967,0.39118
ben,1968,0.39404
ben,1969,0.41394
ben,1970,0.41204
ben,1971,0.41995
ben,1972,0.42056
ben,1973,0.41751
ben,1974,0.41727
ben,1975,0.41958
ben,1976,0.41826
ben,1977,0.41649
ben,1978,0.41147
ben,1979,0.40624
ben,1980,0.40353
ben,1981,0.40051
ben,1982,0.39463
ben,1983,0.38614
ben,1984,0.37769
ben,1985,0.36929
ben,1986,0.36099
ben,1987,0.35279
ben,1988,0.34454
ben,1989,0.3361
ben,1990,0.3244
ben,1991,0.31459
ben,1992,0.30571
ben,1993,0.29882
ben,1994,0.2975
ben,1995,0.3031
ben,1996,0.31997
ben,1997,0.33431
ben,1998,0.34774
ben,1999,0.34513
ben,2000,0.34664
ben,2001,0.34621
ben,2002,0.34954
ben,2003,0.35237
ben,2004,0.34194
ben,2005,0.33249
ben,2006,0.30425
ben,2007,0.29569
ben,2008,0.28746
ben,2009,0.27949
ben,2010,0.27176
ben,2011,0.26425
ben,2012,0.26724
ben,2013,0.26988
ben,2014,0.26247
ben,2015,0.2553
ben,2016,0.25754
ben,2017,0.25055
ben,2018,0.2438
bfa,1961,0.43395
bfa,1962,0.43021
bfa,1963,0.42643
bfa,1964,0.42146
bfa,1965,0.41721
bfa,1966,0.41283
bfa,1967,0.40801
bfa,1968,0.40301
bfa,1969,0.39832
bfa,1970,0.39398
bfa,1971,0.38439
bfa,1972,0.39175
bfa,1973,0.39676
bfa,1974,0.40281
bfa,1975,0.40718
bfa,1976,0.40644
bfa,1977,0.40632
bfa,1978,0.40577
bfa,1979,0.4047
bfa,1980,0.40233
bfa,1981,0.39942
bfa,1982,0.39674
bfa,1983,0.393
bfa,1984,0.38905
bfa,1985,0.38562
bfa,1986,0.38143
bfa,1987,0.37776
bfa,1988,0.41813
bfa,1989,0.41143
bfa,1990,0.3978
bfa,1991,0.38453
bfa,1992,0.37162
bfa,1993,0.35907
bfa,1994,0.34238
bfa,1995,0.33499
bfa,1996,0.33549
bfa,1997,0.35441
bfa,1998,0.35556
bfa,1999,0.34566
bfa,2000,0.31875
bfa,2001,0.37674
bfa,2002,0.38233
bfa,2003,0.40301
bfa,2004,0.35302
bfa,2005,0.36507
bfa,2006,0.33986
bfa,2007,0.34381
bfa,2008,0.40845
bfa,2009,0.37646
bfa,2010,0.38449
bfa,2011,0.35444
bfa,2012,0.36207
bfa,2013,0.36315
bfa,2014,0.34118
bfa,2015,0.3313
bfa,2016,0.32178
bfa,2017,0.31261
bfa,2018,0.30377
bgd,1961,0.17432
bgd,1962,0.16939
bgd,1963,0.16484
bgd,1964,0.16077
bgd,1965,0.15847
bgd,1966,0.15393
bgd,1967,0.14979
bgd,1968,0.14493
bgd,1969,0.14056
bgd,1970,0.13758
bgd,1971,0.13485
bgd,1972,0.13708
bgd,1973,0.135
bgd,1974,0.13283
bgd,1975,0.1305
bgd,1976,0.12753
bgd,1977,0.12429
bgd,1978,0.12094
bgd,1979,0.11761
bgd,1980,0.11453
bgd,1981,0.1114
bgd,1982,0.10847
bgd,1983,0.10551
bgd,1984,0.10388
bgd,1985,0.10083
bgd,1986,0.09831
bgd,1987,0.09653
bgd,1988,0.09713
bgd,1989,0.09487
bgd,1990,0.09165
bgd,1991,0.08887
bgd,1992,0.07972
bgd,1993,0.07708
bgd,1994,0.07458
bgd,1995,0.07297
bgd,1996,0.07103
bgd,1997,0.06982
bgd,1998,0.06891
bgd,1999,0.06739
bgd,2000,0.06541
bgd,2001,0.06383
bgd,2002,0.0623
bgd,2003,0.06104
bgd,2004,0.05944
bgd,2005,0.0569
bgd,2006,0.05592
bgd,2007,0.05479
bgd,2008,0.05407
bgd,2009,0.05342
bgd,2010,0.05279
bgd,2011,0.05144
bgd,2012,0.05079
bgd,2013,0.05026
bgd,2014,0.04963
bgd,2015,0.04948
bgd,2016,0.04915
bgd,2017,0.04858
bgd,2018,0.04816
bgr,1961,0.53531
bgr,1962,0.51841
bgr,1963,0.51225
bgr,1964,0.51324
bgr,1965,0.50791
bgr,1966,0.50448
bgr,1967,0.4989
bgr,1968,0.49632
bgr,1969,0.49299
bgr,1970,0.48789
bgr,1971,0.48405
bgr,1972,0.48133
bgr,1973,0.4779
bgr,1974,0.47219
bgr,1975,0.45375
bgr,1976,0.44984
bgr,1977,0.44717
bgr,1978,0.44543
bgr,1979,0.44154
bgr,1980,0.43187
bgr,1981,0.43009
bgr,1982,0.42815
bgr,1983,0.42641
bgr,1984,0.42486
bgr,1985,0.4252
bgr,1986,0.42631
bgr,1987,0.42636
bgr,1988,0.42755
bgr,1989,0.43348
bgr,1990,0.44229
bgr,1991,0.44762
bgr,1992,0.47388
bgr,1993,0.47956
bgr,1994,0.47385
bgr,1995,0.47561
bgr,1996,0.50258
bgr,1997,0.51708
bgr,1998,0.42825
bgr,1999,0.43578
bgr,2000,0.43157
bgr,2001,0.43288
bgr,2002,0.42809
bgr,2003,0.42738
bgr,2004,0.42932
bgr,2005,0.41429
bgr,2006,0.41205
bgr,2007,0.40886
bgr,2008,0.41214
bgr,2009,0.4226
bgr,2010,0.4308
bgr,2011,0.44228
bgr,2012,0.45402
bgr,2013,0.47886
bgr,2014,0.48256
bgr,2015,0.48895
bgr,2016,0.49047
bgr,2017,0.49309
bgr,2018,0.49509
bhr,1961,0.00596
bhr,1962,0.00578
bhr,1963,0.00561
bhr,1964,0.00547
bhr,1965,0.00534
bhr,1966,0.00521
bhr,1967,0.0051
bhr,1968,0.00498
bhr,1969,0.00485
bhr,1970,0.0047
bhr,1971,0.00454
bhr,1972,0.00436
bhr,1973,0.00417
bhr,1974,0.00397
bhr,1975,0.00375
bhr,1976,0.00705
bhr,1977,0.0066
bhr,1978,0.00618
bhr,1979,0.00583
bhr,1980,0.00556
bhr,1981,0.00535
bhr,1982,0.00518
bhr,1983,0.00504
bhr,1984,0.00491
bhr,1985,0.00477
bhr,1986,0.00461
bhr,1987,0.00445
bhr,1988,0.0043
bhr,1989,0.00416
bhr,1990,0.00403
bhr,1991,0.00392
bhr,1992,0.00382
bhr,1993,0.00373
bhr,1994,0.00364
bhr,1995,0.00355
bhr,1996,0.00346
bhr,1997,0.00336
bhr,1998,0.00326
bhr,1999,0.00314
bhr,2000,0.00301
bhr,2001,0.00287
bhr,2002,0.00272
bhr,2003,0.00218
bhr,2004,0.00181
bhr,2005,0.00169
bhr,2006,0.00151
bhr,2007,0.00135
bhr,2008,0.00108
bhr,2009,0.00115
bhr,2010,0.00129
bhr,2011,0.00125
bhr,2012,0.00123
bhr,2013,0.00122
bhr,2014,0.0012
bhr,2015,0.00117
bhr,2016,0.00112
bhr,2017,0.00107
bhr,2018,0.00102
bhs,1961,0.06081
bhs,1962,0.05781
bhs,1963,0.05497
bhs,1964,0.05235
bhs,1965,0.04998
bhs,1966,0.04782
bhs,1967,0.04587
bhs,1968,0.04412
bhs,1969,0.04261
bhs,1970,0.04133
bhs,1971,0.04025
bhs,1972,0.03936
bhs,1973,0.03856
bhs,1974,0.03782
bhs,1975,0.03706
bhs,1976,0.03629
bhs,1977,0.03551
bhs,1978,0.03474
bhs,1979,0.03398
bhs,1980,0.03324
bhs,1981,0.03251
bhs,1982,0.03179
bhs,1983,0.0311
bhs,1984,0.03045
bhs,1985,0.0341
bhs,1986,0.03347
bhs,1987,0.03289
bhs,1988,0.03233
bhs,1989,0.03178
bhs,1990,0.03122
bhs,1991,0.03065
bhs,1992,0.03007
bhs,1993,0.02951
bhs,1994,0.02175
bhs,1995,0.02141
bhs,1996,0.02113
bhs,1997,0.02088
bhs,1998,0.02065
bhs,1999,0.0204
bhs,2000,0.02349
bhs,2001,0.02313
bhs,2002,0.02275
bhs,2003,0.02236
bhs,2004,0.02195
bhs,2005,0.02155
bhs,2006,0.02115
bhs,2007,0.02075
bhs,2008,0.02037
bhs,2009,0.02574
bhs,2010,0.02536
bhs,2011,0.02225
bhs,2012,0.022
bhs,2013,0.02179
bhs,2014,0.02159
bhs,2015,0.02138
bhs,2016,0.02117
bhs,2017,0.02096
bhs,2018,0.02075
bih,1992,0.20077
bih,1993,0.20839
bih,1994,0.21593
bih,1995,0.22199
bih,1996,0.23908
bih,1997,0.24089
bih,1998,0.2544
bih,1999,0.25378
bih,2000,0.26658
bih,2001,0.26894
bih,2002,0.2652
bih,2003,0.27032
bih,2004,0.2731
bih,2005,0.27222
bih,2006,0.27274
bih,2007,0.27161
bih,2008,0.26849
bih,2009,0.26687
bih,2010,0.27095
bih,2011,0.2745
bih,2012,0.27823
bih,2013,0.28482
bih,2014,0.28891
bih,2015,0.29801
bih,2016,0.30299
bih,2017,0.31627
bih,2018,0.30957
blr,1992,0.59551
blr,1993,0.59615
blr,1994,0.60869
blr,1995,0.61135
blr,1996,0.61321
blr,1997,0.61033
blr,1998,0.61428
blr,1999,0.61655
blr,2000,0.61455
blr,2001,0.58025
blr,2002,0.56925
blr,2003,0.56845
blr,2004,0.57019
blr,2005,0.57347
blr,2006,0.57679
blr,2007,0.57724
blr,2008,0.57893
blr,2009,0.5833
blr,2010,0.58362
blr,2011,0.58436
blr,2012,0.58453
blr,2013,0.58875
blr,2014,0.59926
blr,2015,0.60008
blr,2016,0.60023
blr,2017,0.60546
blr,2018,0.60516
blz,1961,0.38015
blz,1962,0.36964
blz,1963,0.36939
blz,1964,0.35898
blz,1965,0.34866
blz,1966,0.34751
blz,1967,0.33716
blz,1968,0.3274
blz,1969,0.32699
blz,1970,0.31919
blz,1971,0.32053
blz,1972,0.31458
blz,1973,0.31711
blz,1974,0.31225
blz,1975,0.31516
blz,1976,0.31078
blz,1977,0.31389
blz,1978,0.30941
blz,1979,0.30431
blz,1980,0.31219
blz,1981,0.31171
blz,1982,0.30366
blz,1983,0.29521
blz,1984,0.28689
blz,1985,0.26074
blz,1986,0.25948
blz,1987,0.28107
blz,1988,0.27929
blz,1989,0.28342
blz,1990,0.27725
blz,1991,0.28252
blz,1992,0.28818
blz,1993,0.30361
blz,1994,0.2975
blz,1995,0.29957
blz,1996,0.29486
blz,1997,0.28884
blz,1998,0.27796
