geo,time,tm_tax_tcom_br_zs
isl,1999,23.89
isl,2000,23.89
isl,2001,23.89
isl,2003,67.15
isl,2004,67.15
isl,2005,67.15
isl,2006,67.15
isl,2007,68.1
isl,2008,68.1
isl,2009,68.1
isl,2010,68.08
isl,2011,68.08
isl,2012,67.12
isl,2013,67.12
isl,2014,67.12
isl,2015,22.29
isl,2016,22.29
isl,2017,22.59
isl,2019,22.59
isr,1999,49.97
isr,2000,49.97
isr,2001,49.96
isr,2002,49.83
isr,2003,49.79
isr,2004,49.75
isr,2005,49.74
isr,2006,49.73
isr,2007,49.04
isr,2008,50.08
isr,2009,50.06
isr,2011,50
isr,2012,49.13
isr,2013,49.12
isr,2014,49.12
isr,2015,55.55
isr,2016,55.55
isr,2017,55.86
ita,1995,4.57
ita,1996,13.02
ita,1997,12.72
ita,1998,12.64
ita,1999,12.66
ita,2000,12.7
ita,2001,13.72
ita,2002,13.24
ita,2003,13.24
ita,2004,12.52
ita,2005,13.31
ita,2006,13.16
ita,2007,12.86
ita,2008,11.88
ita,2009,11.71
ita,2010,11.66
ita,2011,11.45
ita,2012,11.48
ita,2013,11.14
ita,2014,11.06
ita,2015,5.76
ita,2016,5.76
ita,2017,5.75
ita,2018,5.75
ita,2019,5.75
ita,2020,5.75
jam,1996,73.92
jam,1999,74.36
jam,2000,74.36
jam,2001,74.36
jam,2002,74.36
jam,2003,74.36
jam,2004,74.2
jam,2006,74.2
jam,2007,73.86
jam,2010,73.86
jam,2011,73.86
jam,2012,73.86
jam,2013,73.86
jam,2015,73.54
jam,2016,73.54
jam,2020,73.93
jor,2000,20.4
jor,2001,20.4
jor,2002,20.4
jor,2003,20.28
jor,2004,20.28
jor,2005,20.28
jor,2006,20.28
jor,2007,20.42
jor,2008,20.42
jor,2009,20.42
jor,2010,20.41
jor,2011,20.42
jor,2012,20.44
jor,2013,20.43
jor,2014,20.43
jor,2015,20.44
jor,2016,20.44
jor,2017,20.45
jor,2020,20.45
jpn,1995,4.73
jpn,1996,4.77
jpn,1997,4.77
jpn,1998,4.77
jpn,1999,4.77
jpn,2000,4.77
jpn,2001,4.77
jpn,2002,28.29
jpn,2003,25.98
jpn,2004,22.37
jpn,2005,21
jpn,2006,20.06
jpn,2007,18.69
jpn,2008,17.27
jpn,2009,16.97
jpn,2010,17.85
jpn,2011,19.11
jpn,2012,21.8
jpn,2013,20.56
jpn,2014,18.38
jpn,2015,4.87
jpn,2016,4.87
jpn,2017,4.88
jpn,2018,4.88
jpn,2019,4.88
jpn,2020,4.88
kaz,2015,5.64
kaz,2016,5.64
kaz,2017,5.69
kaz,2018,5.69
kaz,2019,5.69
kaz,2020,5.69
ken,1999,97.49
ken,2000,97.49
ken,2001,97.49
ken,2002,97.49
ken,2004,97.16
ken,2005,97.16
ken,2006,97.16
ken,2007,97.16
ken,2008,96.86
ken,2009,96.86
ken,2010,96.86
ken,2011,96.86
ken,2012,95.95
ken,2013,95.95
ken,2014,95.95
ken,2015,95.95
ken,2016,95.95
ken,2018,96.03
ken,2019,96.03
ken,2020,96.03
kgz,2000,9.86
kgz,2001,9.86
kgz,2002,9.86
kgz,2003,9.9
kgz,2006,9.9
kgz,2007,9.8
kgz,2008,9.75
kgz,2009,9.75
kgz,2010,9.75
kgz,2011,9.75
kgz,2012,9.75
kgz,2013,9.75
kgz,2014,9.75
kgz,2015,9.96
kgz,2016,9.96
kgz,2017,10.03
kgz,2018,10.03
kgz,2019,10.03
kgz,2020,10.03
khm,2005,23.95
khm,2006,23.95
khm,2007,23.95
khm,2008,23.95
khm,2010,24.11
khm,2011,24.11
khm,2012,24.11
khm,2014,24.72
khm,2016,24.72
khm,2020,24.76
kna,1996,93.32
kna,1999,93.75
kna,2000,93.75
kna,2001,93.75
kna,2002,93.75
kna,2003,93.75
kna,2006,93.75
kna,2007,93.75
kna,2008,93.75
kna,2009,93.75
kna,2010,93.68
kna,2011,93.68
kna,2012,93.68
kna,2013,93.68
kna,2014,93.68
kna,2015,93.68
kna,2016,93.68
kna,2017,93.68
kna,2018,93.68
kna,2019,93.68
kna,2020,94.74
kor,1995,33.72
kor,1996,33.67
kor,1997,33.67
kor,1998,33.67
kor,1999,33.67
kor,2000,33.67
kor,2001,33.67
kor,2002,36.42
kor,2003,35.96
kor,2004,34.62
kor,2005,34.61
kor,2006,34.73
kor,2007,35.65
kor,2008,35.43
kor,2009,35.3
kor,2010,35.25
kor,2011,35.27
kor,2012,38.73
kor,2013,38.79
kor,2014,38.76
kor,2015,33.33
kor,2016,33.33
kor,2017,33.53
kor,2018,33.53
kor,2020,33.53
kwt,2002,100
kwt,2003,100
kwt,2004,100
kwt,2005,100
kwt,2006,100
kwt,2007,100
kwt,2008,100
kwt,2009,100
kwt,2010,100
kwt,2011,100
kwt,2012,100
kwt,2013,100
kwt,2014,100
kwt,2015,100
kwt,2016,100
kwt,2017,100
kwt,2018,100
kwt,2019,100
kwt,2020,100
lao,2014,21.16
lao,2015,21.16
lao,2016,21.16
lao,2017,21.16
lao,2018,21.16
lao,2019,21.06
lao,2020,21.06
lbr,2018,26.52
lbr,2020,26.52
lca,1996,91.75
lca,1999,92.25
lca,2000,92.25
lca,2001,92.25
lca,2002,92.25
lca,2003,92.25
lca,2005,92.25
lca,2006,92.25
lca,2007,92.25
lca,2010,92.48
lca,2011,92.48
lca,2012,92.94
lca,2013,92.94
lca,2014,92.94
lca,2015,96.45
lca,2016,96.45
lca,2019,96.45
lca,2020,96.45
lka,1997,47.1
lka,1998,47.18
lka,2000,47.18
lka,2001,47.18
lka,2003,47.54
lka,2004,47.43
lka,2005,47.31
lka,2006,47.3
lka,2007,47.41
lka,2008,47.41
lka,2009,47.41
lka,2010,47.41
lka,2011,47.41
lka,2012,47.88
lka,2014,47.88
lka,2015,47.63
lka,2017,47.63
lka,2018,47.65
lka,2019,47.65
lka,2020,47.65
lso,2001,136.72
lso,2004,135.68
lso,2005,135.68
lso,2006,135.68
lso,2007,134.53
lso,2008,134.53
lso,2009,134.53
lso,2010,134.53
lso,2011,134.53
lso,2012,132.63
lso,2013,132.63
lso,2014,132.63
lso,2015,132.63
lso,2016,132.63
lso,2017,133.63
lso,2018,133.63
lso,2019,133.63
lso,2020,133.63
ltu,1995,4.57
ltu,1996,13.02
ltu,1997,12.72
ltu,1998,12.64
ltu,1999,12.66
ltu,2000,12.7
ltu,2001,13.72
ltu,2002,13.24
ltu,2003,13.24
ltu,2004,12.52
ltu,2005,13.31
ltu,2006,13.16
ltu,2007,12.86
ltu,2008,11.88
ltu,2009,11.71
ltu,2010,11.66
ltu,2011,11.45
ltu,2012,11.48
ltu,2013,11.14
ltu,2014,11.06
ltu,2015,5.76
ltu,2016,5.76
ltu,2017,5.75
ltu,2018,5.75
ltu,2019,5.75
ltu,2020,5.75
lux,1995,4.57
lux,1996,13.02
lux,1997,12.72
lux,1998,12.64
lux,1999,12.66
lux,2000,12.7
lux,2001,13.72
lux,2002,13.24
lux,2003,13.24
lux,2004,12.52
lux,2005,13.31
lux,2006,13.16
lux,2007,12.86
lux,2008,11.88
lux,2009,11.71
lux,2010,11.66
lux,2011,11.45
lux,2012,11.48
lux,2013,11.14
lux,2014,11.06
lux,2015,5.76
lux,2016,5.76
lux,2017,5.75
lux,2018,5.75
lux,2019,5.75
lux,2020,5.75
lva,1995,4.57
lva,1996,13.02
lva,1997,12.72
lva,1998,12.64
lva,1999,12.66
lva,2000,12.7
lva,2001,13.72
lva,2002,13.24
lva,2003,13.24
lva,2004,12.52
lva,2005,13.31
lva,2006,13.16
lva,2007,12.86
lva,2008,11.88
lva,2009,11.71
lva,2010,11.66
lva,2011,11.45
lva,2012,11.48
lva,2013,11.14
lva,2014,11.06
lva,2015,5.76
lva,2016,5.76
lva,2017,5.75
lva,2018,5.75
lva,2019,5.75
lva,2020,5.75
mac,1996,0
mac,1997,0
mac,1998,0
mac,1999,0
mac,2000,0
mac,2001,0
mac,2002,0
mac,2003,0
mac,2004,0
mac,2005,0
mac,2006,0
mac,2007,0
mac,2008,0
mac,2009,0
mac,2010,0
mac,2011,0
mac,2012,0
mac,2013,0
mac,2014,0
mac,2015,0
mac,2016,0
mac,2017,0
mac,2018,0
mac,2019,0
mac,2020,0
mar,1997,47.99
mar,2000,47.99
mar,2001,47.99
mar,2002,47.68
mar,2003,47.68
mar,2005,47.68
mar,2006,47.68
mar,2007,47.68
mar,2008,47.68
mar,2009,47.68
mar,2010,47.68
mar,2011,47.68
mar,2012,47.68
mar,2014,47.68
mar,2015,47.2
mar,2016,47.2
mar,2017,47.36
mar,2019,47.36
mar,2020,47.36
mda,2001,8.26
mda,2003,8.26
mda,2004,8.06
mda,2005,8.06
mda,2006,8.06
mda,2007,8.54
mda,2008,8.49
mda,2009,8.49
mda,2010,8.49
mda,2011,8.49
mda,2012,8.49
mda,2013,8.49
mda,2014,8.48
mda,2015,7.97
mda,2016,7.97
mda,2020,8.06
mdg,1995,29.83
mdg,1996,29.84
mdg,1997,29.84
mdg,1998,29.84
mdg,2000,29.84
mdg,2001,29.84
mdg,2002,29.72
mdg,2003,29.72
mdg,2004,29.72
mdg,2005,29.72
mdg,2006,29.72
mdg,2007,29.68
mdg,2008,29.68
mdg,2009,29.68
mdg,2010,29.68
mdg,2011,29.68
mdg,2012,29.67
mdg,2013,29.67
mdg,2014,29.67
mdg,2015,29.67
mdg,2016,29.67
mdg,2017,29.72
mdg,2018,29.72
mdg,2019,29.72
mdg,2020,29.72
mdv,2000,40.42
mdv,2001,40.42
mdv,2002,40.42
mdv,2003,40.36
mdv,2004,40.36
mdv,2005,40.37
mdv,2006,40.36
mdv,2008,40.56
mdv,2009,40.56
mdv,2010,40.56
mdv,2011,40.56
mdv,2012,40.03
mdv,2013,40.03
mdv,2014,40.03
mdv,2015,40.03
mdv,2016,40.03
mdv,2017,40.11
mdv,2018,40.11
mdv,2019,40.11
mdv,2020,40.11
mex,1995,34.78
mex,1996,34.8
mex,1997,34.8
mex,1998,34.8
mex,1999,34.8
mex,2000,34.8
mex,2001,34.8
mex,2002,33.73
mex,2003,33.88
mex,2004,33.79
mex,2005,33.76
mex,2006,33.76
mex,2007,33.75
mex,2008,33.73
mex,2009,33.7
mex,2010,33.7
mex,2011,33.69
mex,2012,33.69
mex,2013,33.63
mex,2014,33.63
mex,2015,35
mex,2016,35
mex,2017,35
mex,2018,35
mkd,2004,7.31
mkd,2005,7.31
mkd,2006,7.31
mkd,2007,7.92
mkd,2008,7.92
mkd,2009,7.92
mkd,2010,7.92
mkd,2011,7.92
mkd,2012,7.81
mkd,2013,7.81
mkd,2014,7.81
mkd,2015,7.22
mkd,2016,7.22
mkd,2017,7.29
mkd,2018,7.29
mkd,2019,7.29
mkd,2020,7.29
mli,1995,56.83
mli,1996,57.51
mli,1997,57.51
mli,1998,57.51
mli,1999,57.51
mli,2001,57.51
mli,2002,57.51
mli,2003,57.37
mli,2004,57.37
mli,2005,57.37
mli,2006,57.37
mli,2007,57.28
mli,2008,57.28
mli,2009,57.28
mli,2010,57.28
mli,2011,57.28
mli,2012,57.28
mli,2013,57.28
mli,2014,57.28
mli,2015,56.85
mli,2016,56.85
mli,2017,56.85
mli,2018,56.85
mli,2019,56.85
mli,2020,56.85
mlt,1995,4.57
mlt,1996,13.02
mlt,1997,12.72
mlt,1998,12.64
mlt,1999,12.66
mlt,2000,12.7
mlt,2001,13.72
mlt,2002,13.24
mlt,2003,13.24
mlt,2004,12.52
mlt,2005,13.31
mlt,2006,13.16
mlt,2007,12.86
mlt,2008,11.88
mlt,2009,11.71
mlt,2010,11.66
mlt,2011,11.45
mlt,2012,11.48
mlt,2013,11.14
mlt,2014,11.06
mlt,2015,5.76
mlt,2016,5.76
mlt,2017,5.75
mlt,2018,5.75
mlt,2019,5.75
mlt,2020,5.75
mmr,1996,99.68
mmr,1997,99.68
mmr,1998,99.68
mmr,1999,99.68
mmr,2000,99.68
mmr,2001,99.68
mmr,2002,99.68
mmr,2003,99.68
mmr,2004,99.68
mmr,2005,100.05
mmr,2006,100.05
mmr,2007,99.42
mmr,2008,99.41
mmr,2010,100.65
mmr,2011,100.65
mmr,2012,98.57
mmr,2013,98.57
mmr,2015,99.24
mmr,2019,99.46
mne,2012,7.94
mne,2013,7.94
mne,2014,7.94
mne,2015,7.94
mne,2016,7.94
mne,2017,7.93
mne,2018,7.93
mne,2019,7.93
mne,2020,7.93
mng,1999,18.95
mng,2000,18.95
mng,2001,18.95
mng,2002,18.95
mng,2003,18.95
mng,2004,18.96
mng,2005,18.96
mng,2006,18.96
mng,2007,18.94
mng,2008,18.94
mng,2009,18.94
mng,2010,18.94
mng,2011,18.94
mng,2013,18.94
mng,2015,18.99
mng,2017,18.98
mng,2018,18.98
mng,2019,18.98
mng,2020,18.98
moz,1997,100
moz,2001,100
moz,2002,100
moz,2003,100
moz,2005,100
moz,2006,100
moz,2007,100
moz,2008,100
moz,2009,100
moz,2010,100
moz,2011,100
moz,2012,100
moz,2014,100
moz,2016,100
moz,2018,100
moz,2020,100
mrt,2001,36.96
mrt,2006,36.96
mrt,2007,36.96
mrt,2008,36.96
mrt,2009,36.96
mrt,2010,36.96
mrt,2011,36.96
mrt,2014,37.39
mrt,2015,37.39
mrt,2018,37.39
mrt,2019,37.39
mrt,2020,37.42
mus,1995,119.56
mus,1996,119.49
mus,1997,119.56
mus,1998,119.56
mus,1999,119.49
mus,2000,119.49
mus,2001,119.49
mus,2002,119.52
mus,2004,119.52
mus,2005,119.52
mus,2006,119.52
mus,2007,119.43
mus,2008,119.43
mus,2009,119.43
mus,2010,119.43
mus,2011,119.43
mus,2012,119.19
mus,2013,119.19
mus,2014,119.19
mus,2015,119.19
mus,2016,119.19
mus,2017,119.19
mus,2018,119.19
mus,2019,119.19
mus,2020,119.19
mwi,1996,107.8
mwi,1997,107.8
mwi,1998,107.8
mwi,2000,108.27
mwi,2001,108.27
mwi,2003,107.58
mwi,2006,107.58
mwi,2008,106.27
mwi,2009,106.27
mwi,2010,106.27
mwi,2011,106.27
mwi,2012,106.27
mwi,2013,106.27
mwi,2014,101.6
mwi,2015,101.6
mwi,2016,101.6
mwi,2019,102.53
mwi,2020,102.53
mys,1996,11.26
mys,1997,11.26
mys,1998,11.26
mys,1999,11.26
mys,2000,11.26
mys,2001,11.26
mys,2002,109.74
mys,2003,107.82
mys,2004,98.21
mys,2005,95.97
mys,2006,95.01
mys,2007,94.37
mys,2008,95.53
mys,2009,94.05
mys,2010,93.6
mys,2011,93.54
mys,2012,92.7
mys,2013,92.96
mys,2014,11.89
mys,2016,11.89
mys,2020,11.83
nam,2001,27
nam,2002,26.86
nam,2004,26.86
nam,2005,26.86
nam,2006,26.86
nam,2007,27.16
nam,2008,27.16
nam,2009,27.16
nam,2010,27.16
nam,2011,27.16
nam,2012,27.32
nam,2013,27.32
nam,2014,27.32
nam,2015,27.32
nam,2016,27.32
nam,2017,27.54
nam,2018,27.54
nam,2019,27.54
nam,2020,27.54
ner,2001,68.56
ner,2002,68.56
ner,2003,68.95
ner,2004,68.95
ner,2005,68.95
ner,2006,68.95
ner,2007,69.28
ner,2008,69.28
ner,2009,69.28
ner,2010,69.28
ner,2011,69.28
ner,2012,69.28
ner,2013,69.28
ner,2014,69.28
ner,2015,67.88
ner,2016,67.88
ner,2017,68.13
ner,2018,68.13
ner,2019,68.13
ner,2020,68.13
nga,1995,145.72
nga,1996,145.8
nga,1997,145.8
nga,1998,145.8
nga,1999,145.8
nga,2000,145.8
nga,2001,145.8
nga,2002,145.8
nga,2003,145.8
nga,2005,145.84
nga,2006,145.84
nga,2008,145.84
nga,2009,145.86
nga,2010,145.86
nga,2011,145.86
nga,2013,145.86
nga,2014,145.86
nga,2015,146.82
nga,2016,146.82
nga,2020,146.82
nic,1995,41.95
nic,1996,41.95
nic,1997,42.19
nic,1998,42.19
nic,1999,42.19
nic,2000,42.19
nic,2001,42.19
nic,2002,42.19
nic,2003,42.12
nic,2004,42.12
nic,2005,42.12
nic,2006,42.12
nic,2007,42.16
nic,2008,42.16
nic,2009,42.16
nic,2010,42.16
nic,2011,42.16
nic,2012,42.17
nic,2013,42.17
nic,2014,42.17
nic,2015,42.17
nic,2016,42.17
nic,2017,42.2
nic,2018,42.2
nic,2019,42.2
nic,2020,42.2
nld,1995,4.57
nld,1996,13.02
nld,1997,12.72
nld,1998,12.64
nld,1999,12.66
nld,2000,12.7
nld,2001,13.72
nld,2002,13.24
nld,2003,13.24
nld,2004,12.52
nld,2005,13.31
nld,2006,13.16
nld,2007,12.86
nld,2008,11.88
nld,2009,11.71
nld,2010,11.66
nld,2011,11.45
nld,2012,11.48
nld,2013,11.14
nld,2014,11.06
nld,2015,5.76
nld,2016,5.76
nld,2017,5.75
nld,2018,5.75
nld,2019,5.75
nld,2020,5.75
nor,1995,0.66
nor,1996,0.64
nor,1997,0.64
nor,1998,0.64
nor,1999,0.64
nor,2000,0.64
nor,2001,0.64
nor,2002,88.45
nor,2003,87.01
nor,2004,84.7
nor,2005,86.32
nor,2006,86.24
nor,2007,84.26
nor,2008,80.02
nor,2009,78.61
nor,2010,78.13
nor,2011,77.85
nor,2012,79.77
nor,2013,79.22
nor,2014,78.53
nor,2015,0.54
nor,2016,0.54
nor,2017,0.56
nor,2018,0.56
nor,2019,0.56
nor,2020,0.56
npl,2004,32.41
npl,2005,32.41
npl,2006,32.41
npl,2007,32.32
npl,2008,32.32
npl,2009,32.32
npl,2010,32.32
npl,2011,32.32
npl,2012,32.32
npl,2013,32.62
npl,2014,32.62
npl,2015,32.62
npl,2016,32.62
npl,2018,32.88
npl,2019,32.88
npl,2020,32.88
nzl,1996,4.37
nzl,1997,4.37
nzl,1998,4.37
nzl,1999,4.37
nzl,2000,4.37
nzl,2001,4.37
nzl,2002,4.4
nzl,2003,4.4
nzl,2004,4.41
nzl,2005,4.41
nzl,2006,4.41
nzl,2007,4.42
nzl,2008,4.42
nzl,2009,4.42
nzl,2010,4.42
nzl,2011,4.43
nzl,2012,4.24
nzl,2013,4.23
nzl,2014,4.23
nzl,2015,4.23
nzl,2016,4.23
nzl,2017,4.24
nzl,2019,4.24
nzl,2020,4.24
omn,2001,22.63
omn,2002,22.63
omn,2003,22.43
omn,2004,22.43
omn,2005,22.43
omn,2006,22.43
omn,2007,22.52
omn,2008,22.52
omn,2009,22.52
omn,2012,22.41
omn,2013,22.41
omn,2014,22.41
omn,2015,22.41
omn,2016,22.41
omn,2017,22.51
omn,2018,22.51
omn,2019,22.51
omn,2020,22.51
pak,1995,77.27
pak,1998,77.27
pak,1999,77.43
pak,2000,77.43
pak,2001,77.43
pak,2002,77.1
pak,2003,77.1
pak,2004,77.1
pak,2005,77.1
pak,2006,77.1
pak,2007,77.1
pak,2008,76.79
pak,2009,76.79
pak,2010,76.79
pak,2011,76.79
pak,2012,77.61
pak,2013,77.61
pak,2014,77.61
pak,2015,77.61
pak,2016,77.61
pak,2018,77.83
pak,2019,77.83
pak,2020,77.83
pan,1997,27.03
pan,1998,27.02
pan,1999,27.02
pan,2000,27.02
pan,2001,27.02
pan,2002,27.02
pan,2003,27.02
pan,2004,26.96
pan,2005,26.94
pan,2006,26.96
pan,2007,26.96
pan,2008,26.95
pan,2009,26.95
pan,2010,26.95
pan,2011,26.95
pan,2012,26.93
pan,2013,26.93
pan,2015,26.93
pan,2020,26.92
per,1995,30.54
per,1997,30.53
per,1998,30.49
per,1999,30.49
per,2000,30.49
per,2001,30.49
per,2002,30.48
per,2003,30.48
per,2004,30.48
per,2005,30.48
per,2006,30.48
per,2007,30.48
per,2008,30.49
per,2009,30.49
per,2010,30.49
per,2011,30.49
per,2013,30.48
per,2014,30.48
per,2015,30.48
per,2017,30.48
per,2018,30.48
per,2019,30.48
per,2020,30.48
phl,1995,31.04
phl,1996,31.26
phl,1997,31.26
phl,1998,31.26
phl,1999,31.26
phl,2000,31.26
phl,2001,31.26
phl,2002,31.26
phl,2003,31.26
phl,2004,31.13
phl,2005,31.13
phl,2006,31.13
phl,2007,31.13
phl,2008,31.24
phl,2009,31.24
phl,2010,31.24
phl,2011,31.24
phl,2012,31.24
phl,2013,31.73
phl,2015,31.73
phl,2016,31.73
phl,2017,31.73
phl,2018,31.83
phl,2019,31.83
phl,2020,31.83
png,1997,39.37
png,1999,39.37
png,2000,39.09
png,2001,39.09
png,2002,39.09
png,2003,39.09
png,2004,39.09
png,2005,39.09
png,2006,39.09
png,2007,43.08
png,2008,43.91
png,2009,43.85
png,2010,44.85
png,2012,45.66
png,2013,46.05
png,2018,41.25
png,2019,41.25
png,2020,41.25
pol,1995,4.57
pol,1996,13.02
pol,1997,12.72
pol,1998,12.64
pol,1999,12.66
pol,2000,12.7
pol,2001,13.72
pol,2002,13.24
pol,2003,13.24
pol,2004,12.52
pol,2005,13.31
pol,2006,13.16
pol,2007,12.86
pol,2008,11.88
pol,2009,11.71
pol,2010,11.66
pol,2011,11.45
pol,2012,11.48
pol,2013,11.14
pol,2014,11.06
pol,2015,5.76
pol,2016,5.76
pol,2017,5.75
pol,2018,5.75
pol,2019,5.75
pol,2020,5.75
prt,1995,4.57
prt,1996,13.02
prt,1997,12.72
prt,1998,12.64
prt,1999,12.66
prt,2000,12.7
prt,2001,13.72
prt,2002,13.24
prt,2003,13.24
prt,2004,12.52
prt,2005,13.31
prt,2006,13.16
prt,2007,12.86
prt,2008,11.88
prt,2009,11.71
prt,2010,11.66
prt,2011,11.45
prt,2012,11.48
prt,2013,11.14
prt,2014,11.06
prt,2015,5.76
prt,2016,5.76
prt,2017,5.75
prt,2018,5.75
prt,2019,5.75
prt,2020,5.75
pry,1995,33.7
pry,1996,33.67
pry,1997,33.67
pry,1998,33.67
pry,1999,33.67
pry,2000,33.67
pry,2001,33.67
pry,2002,33.65
pry,2003,33.65
pry,2004,33.65
pry,2005,33.65
pry,2006,33.65
pry,2007,33.65
pry,2008,33.63
pry,2009,33.63
pry,2010,33.63
pry,2011,33.63
pry,2012,33.63
pry,2013,33.68
pry,2014,33.68
pry,2015,33.68
pry,2016,33.68
pry,2017,33.66
pry,2018,33.66
pry,2019,33.66
pry,2020,33.66
qat,2002,22
qat,2003,21.77
qat,2004,21.77
qat,2005,21.77
qat,2006,21.77
qat,2007,21.85
qat,2008,21.85
qat,2009,21.85
qat,2010,21.85
qat,2011,21.85
qat,2012,21.26
qat,2013,21.26
qat,2014,21.26
qat,2015,21.26
qat,2016,21.26
qat,2017,21.35
qat,2018,21.35
qat,2019,21.35
qat,2020,21.35
rou,1995,4.57
rou,1996,13.02
rou,1997,12.72
rou,1998,12.64
rou,1999,12.66
rou,2000,12.7
rou,2001,13.72
rou,2002,13.24
rou,2003,13.24
rou,2004,12.52
rou,2005,13.31
rou,2006,13.16
rou,2007,12.86
rou,2008,11.88
rou,2009,11.71
rou,2010,11.66
rou,2011,11.45
rou,2012,11.48
rou,2013,11.14
rou,2014,11.06
rou,2015,5.76
rou,2016,5.76
rou,2017,5.75
rou,2018,5.75
rou,2019,5.75
rou,2020,5.75
rus,2007,8.48
rus,2008,8.48
rus,2009,8.48
rus,2010,8.49
rus,2011,8.48
rus,2012,8.57
rus,2013,8.31
rus,2014,8.56
rus,2015,8.31
rus,2016,8.31
rus,2017,8.33
rus,2018,8.33
rus,2019,8.33
rus,2020,8.33
rwa,2000,84.41
rwa,2001,84.41
rwa,2002,84.41
rwa,2003,84.41
rwa,2005,84.51
rwa,2006,84.51
rwa,2008,84.64
rwa,2009,84.64
rwa,2010,84.64
rwa,2011,84.64
rwa,2012,84.79
rwa,2013,84.79
rwa,2014,84.79
rwa,2015,84.79
rwa,2016,84.79
rwa,2018,84.53
rwa,2019,84.53
rwa,2020,84.53
sau,2005,12.23
sau,2006,12.23
sau,2007,14.91
sau,2008,14.78
sau,2009,14.64
sau,2011,14.48
sau,2012,13.95
sau,2013,13.95
sau,2014,13.95
sau,2015,11.77
sau,2017,11.82
sau,2020,11.82
sen,2001,29.9
sen,2002,29.9
sen,2003,29.9
sen,2004,29.9
sen,2005,29.9
sen,2006,29.9
sen,2007,29.9
sen,2008,29.9
sen,2009,29.9
sen,2010,29.9
sen,2011,29.9
sen,2012,29.9
sen,2013,29.9
sen,2014,29.9
sen,2015,29.89
sen,2016,29.89
sen,2017,29.89
sen,2018,29.89
sen,2019,29.89
sen,2020,29.89
sgp,1995,9.52
sgp,1996,9.49
sgp,1997,9.49
sgp,1998,9.49
sgp,1999,9.49
sgp,2000,9.49
sgp,2001,9.49
sgp,2002,9.47
sgp,2003,9.47
sgp,2004,9.47
sgp,2005,9.47
sgp,2006,9.47
sgp,2007,26.32
sgp,2008,26.37
sgp,2009,26.22
sgp,2010,26.82
sgp,2011,27
sgp,2012,24.69
sgp,2013,24.01
sgp,2014,23.94
sgp,2015,9.45
sgp,2016,9.45
sgp,2017,9.45
sgp,2018,9.45
sgp,2019,9.45
sgp,2020,9.45
slb,2006,75.41
slb,2007,75.4
slb,2008,75.23
slb,2010,75.55
slb,2011,75.55
slb,2013,75.34
slb,2015,77.12
slb,2016,77.12
slb,2017,77.12
slb,2018,77.12
slb,2019,76.93
slb,2020,76.93
sle,2004,44.7
sle,2006,44.7
sle,2010,44.79
sle,2011,44.79
sle,2012,44.79
sle,2020,44.84
slv,1995,40.76
slv,1996,40.76
slv,1997,40.76
slv,1998,40.98
slv,1999,40.98
slv,2000,40.98
slv,2001,40.98
slv,2002,41.06
slv,2003,41.06
slv,2004,41.06
slv,2005,41.06
slv,2006,41.06
slv,2007,41.09
slv,2008,41.09
slv,2009,41.09
slv,2010,41.09
slv,2011,41.09
slv,2012,41.53
slv,2013,41.53
slv,2014,41.53
slv,2015,41.53
slv,2017,41.47
slv,2018,41.47
slv,2019,41.47
slv,2020,41.47
sur,1996,19.73
sur,1999,19.74
sur,2000,19.74
sur,2007,19.74
sur,2009,19.76
sur,2010,19.76
sur,2011,19.74
sur,2012,19.76
sur,2013,19.76
sur,2018,19.76
sur,2019,19.76
sur,2020,19.76
svk,1995,4.57
svk,1996,13.02
svk,1997,12.72
svk,1998,12.64
svk,1999,12.66
svk,2000,12.7
svk,2001,13.72
svk,2002,13.24
svk,2003,13.24
svk,2004,12.52
svk,2005,13.31
svk,2006,13.16
svk,2007,12.86
svk,2008,11.88
svk,2009,11.71
svk,2010,11.66
svk,2011,11.45
svk,2012,11.48
svk,2013,11.14
svk,2014,11.06
svk,2015,5.76
svk,2016,5.76
svk,2017,5.75
svk,2018,5.75
svk,2019,5.75
svk,2020,5.75
svn,1995,4.57
svn,1996,13.02
svn,1997,12.72
svn,1998,12.64
svn,1999,12.66
svn,2000,12.7
svn,2001,13.72
svn,2002,13.24
svn,2003,13.24
svn,2004,12.52
svn,2005,13.31
svn,2006,13.16
svn,2007,12.86
svn,2008,11.88
svn,2009,11.71
svn,2010,11.66
svn,2011,11.45
svn,2012,11.48
svn,2013,11.14
svn,2014,11.06
svn,2015,5.76
svn,2016,5.76
svn,2017,5.75
svn,2018,5.75
svn,2019,5.75
svn,2020,5.75
swe,1995,4.57
swe,1996,13.02
swe,1997,12.72
swe,1998,12.64
swe,1999,12.66
swe,2000,12.7
swe,2001,13.72
swe,2002,13.24
swe,2003,13.24
swe,2004,12.52
swe,2005,13.31
swe,2006,13.16
swe,2007,12.86
swe,2008,11.88
swe,2009,11.71
swe,2010,11.66
swe,2011,11.45
swe,2012,11.48
swe,2013,11.14
swe,2014,11.06
swe,2015,5.76
swe,2016,5.76
swe,2017,5.75
swe,2018,5.75
swe,2019,5.75
swe,2020,5.75
swz,2001,26.88
swz,2002,26.73
swz,2004,26.73
swz,2005,26.73
swz,2006,26.73
swz,2007,27.12
swz,2008,27.12
swz,2009,27.12
swz,2010,27.12
swz,2011,27.12
swz,2012,27.17
swz,2013,27.17
swz,2014,27.17
