geo,time,tm_tax_tcom_br_zs
bfa,2016,94
bfa,2017,93.99
bfa,2018,93.99
bfa,2019,93.99
bfa,2020,93.99
bgd,1998,180.14
bgd,1999,180.14
bgd,2000,180.14
bgd,2001,180.14
bgd,2002,180.14
bgd,2003,179.96
bgd,2004,179.96
bgd,2005,179.96
bgd,2006,179.96
bgd,2007,179.96
bgd,2008,179.57
bgd,2009,179.57
bgd,2010,179.57
bgd,2011,179.57
bgd,2012,178.99
bgd,2013,178.99
bgd,2015,178.99
bgd,2016,178.99
bgd,2019,179.79
bgd,2020,179.79
bgr,1995,4.57
bgr,1996,13.02
bgr,1997,12.72
bgr,1998,12.64
bgr,1999,12.66
bgr,2000,12.7
bgr,2001,13.72
bgr,2002,13.24
bgr,2003,13.24
bgr,2004,12.52
bgr,2005,13.31
bgr,2006,13.16
bgr,2007,12.86
bgr,2008,11.88
bgr,2009,11.71
bgr,2010,11.66
bgr,2011,11.45
bgr,2012,11.48
bgr,2013,11.14
bgr,2014,11.06
bgr,2015,5.76
bgr,2016,5.76
bgr,2017,5.75
bgr,2018,5.75
bgr,2019,5.75
bgr,2020,5.75
bhr,1999,38.11
bhr,2000,38.11
bhr,2001,38.11
bhr,2002,38.36
bhr,2003,38.36
bhr,2004,38.36
bhr,2005,38.37
bhr,2006,38.36
bhr,2007,38.54
bhr,2008,38.51
bhr,2009,38.51
bhr,2010,38.51
bhr,2011,38.51
bhr,2012,38.51
bhr,2013,38.29
bhr,2014,38.29
bhr,2015,38.29
bhr,2016,38.29
bhr,2017,38.3
bhr,2018,38.3
bhr,2019,38.3
bhr,2020,38.3
blz,1996,81.49
blz,1999,81.89
blz,2001,81.89
blz,2002,81.89
blz,2003,81.89
blz,2006,81.63
blz,2007,81.63
blz,2008,81.63
blz,2009,81.63
blz,2010,81.63
blz,2011,81.63
blz,2012,81.63
blz,2013,83.48
blz,2014,83.48
blz,2015,83.48
blz,2016,83.48
blz,2017,83.48
blz,2018,83.5
blz,2019,83.5
blz,2020,83.5
bol,1995,39.99
bol,1996,39.99
bol,1997,39.99
bol,1998,39.99
bol,1999,39.99
bol,2000,39.99
bol,2001,39.99
bol,2002,39.99
bol,2003,39.99
bol,2004,39.99
bol,2005,39.99
bol,2006,39.99
bol,2007,39.99
bol,2008,39.99
bol,2009,39.99
bol,2010,39.99
bol,2011,39.99
bol,2012,39.99
bol,2013,39.97
bol,2014,39.97
bol,2015,39.97
bol,2016,39.97
bol,2017,39.97
bol,2018,39.97
bol,2019,39.97
bol,2020,39.97
bra,1995,33.78
bra,1996,34.03
bra,1997,34.03
bra,1998,34.03
bra,1999,34.03
bra,2000,34.03
bra,2001,34.03
bra,2002,34.06
bra,2003,34.06
bra,2004,34.06
bra,2005,34.06
bra,2006,34.06
bra,2007,33.96
bra,2008,33.96
bra,2009,33.96
bra,2010,33.96
bra,2011,33.96
bra,2012,33.96
bra,2013,33.86
bra,2014,33.86
bra,2015,33.86
bra,2016,33.86
bra,2017,33.96
bra,2018,33.96
bra,2019,33.96
bra,2020,33.96
brb,1996,95.25
brb,1999,95.85
brb,2000,95.85
brb,2001,95.85
brb,2002,95.85
brb,2003,95.85
brb,2004,95.85
brb,2006,95.75
brb,2007,95.75
brb,2010,95.75
brb,2011,95.75
brb,2012,95.81
brb,2013,95.81
brb,2020,97.19
brn,1996,22.41
brn,1997,22.41
brn,1998,22.41
brn,1999,22.41
brn,2000,22.41
brn,2001,22.41
brn,2002,22.41
brn,2003,22.41
brn,2004,22.47
brn,2005,22.47
brn,2006,22.47
brn,2007,31.8
brn,2008,31.86
brn,2009,32.01
brn,2010,31.9
brn,2011,31.86
brn,2014,31.44
brn,2016,23.09
brn,2017,23.04
brn,2018,23.04
brn,2019,23.04
brn,2020,23.04
bwa,2001,25.36
bwa,2002,25.25
bwa,2004,25.25
bwa,2005,25.25
bwa,2006,25.25
bwa,2007,25.51
bwa,2008,25.51
bwa,2009,25.51
bwa,2010,25.51
bwa,2011,25.51
bwa,2012,25.62
bwa,2013,25.62
bwa,2014,25.62
bwa,2015,25.62
bwa,2016,25.62
bwa,2017,25.82
bwa,2018,25.82
bwa,2019,25.82
bwa,2020,25.82
caf,1995,30.72
caf,1997,30.72
caf,2001,30.61
caf,2002,30.61
caf,2003,30.61
caf,2004,30.61
caf,2005,30.61
caf,2006,30.61
caf,2007,30.63
caf,2008,30.63
caf,2009,30.63
caf,2010,30.63
caf,2011,30.63
caf,2012,30.63
caf,2013,30.58
caf,2015,30.58
caf,2016,30.58
caf,2017,30.58
can,1995,2.78
can,1996,2.76
can,1997,2.76
can,1998,2.76
can,1999,2.76
can,2000,2.76
can,2001,2.76
can,2002,2.76
can,2003,2.76
can,2004,2.76
can,2005,2.76
can,2006,2.76
can,2007,7.2
can,2008,7.09
can,2009,7.01
can,2010,7.02
can,2011,7.04
can,2012,6.74
can,2013,6.67
can,2014,6.65
can,2015,2.72
can,2016,2.72
can,2017,2.73
can,2018,2.73
can,2019,2.73
can,2020,2.73
che,1995,0
che,1996,0
che,1997,0
che,1998,0
che,1999,0
che,2000,0
che,2001,0
che,2002,38.98
che,2003,38.38
che,2004,36.48
che,2005,38.32
che,2006,37.52
che,2007,34.64
che,2008,30.07
che,2009,29.45
che,2010,30.38
che,2011,32.12
che,2012,32.66
che,2013,32.35
che,2014,32.11
che,2015,0
che,2016,0
che,2017,0
che,2018,0
che,2019,0
che,2020,0
chl,1995,25.61
chl,1996,25.62
chl,1997,25.62
chl,1998,25.62
chl,1999,25.62
chl,2000,25.62
chl,2001,25.62
chl,2002,25.61
chl,2003,25.61
chl,2004,25.61
chl,2005,25.61
chl,2006,25.61
chl,2007,25.61
chl,2008,25.59
chl,2009,25.59
chl,2010,25.59
chl,2011,25.59
chl,2012,25.61
chl,2013,25.61
chl,2015,25.61
chl,2016,25.61
chl,2017,25.62
chl,2018,25.62
chl,2019,25.62
chl,2020,25.62
chn,2001,11.32
chn,2002,11.27
chn,2003,11.27
chn,2004,11.27
chn,2005,11.27
chn,2006,11.27
chn,2007,11.28
chn,2008,11.28
chn,2009,11.28
chn,2010,11.28
chn,2011,11.28
chn,2014,11.37
chn,2015,11.37
chn,2016,11.37
chn,2017,11.43
chn,2018,11.43
chn,2019,11.43
chn,2020,11.43
civ,1996,14.71
civ,2001,14.71
civ,2002,14.71
civ,2003,14.67
civ,2004,14.67
civ,2005,14.67
civ,2006,14.67
civ,2007,14.66
civ,2008,14.66
civ,2009,14.66
civ,2010,14.66
civ,2011,14.66
civ,2012,14.66
civ,2013,14.66
civ,2014,14.66
civ,2015,14.5
civ,2016,14.5
civ,2017,14.5
civ,2018,14.5
civ,2019,14.5
civ,2020,14.5
cmr,1995,79.95
cmr,2001,79.95
cmr,2002,79.95
cmr,2003,79.95
cmr,2004,79.95
cmr,2005,79.95
cmr,2006,79.95
cmr,2007,79.95
cmr,2008,79.95
cmr,2009,79.95
cmr,2010,79.95
cmr,2011,79.95
cmr,2012,79.95
cmr,2013,79.96
cmr,2014,79.96
cmr,2019,79.96
cod,2003,98.25
cod,2006,98.25
cod,2007,98.25
cod,2008,98.25
cod,2009,98.25
cod,2010,98.21
cod,2014,97.79
cod,2019,97.79
cod,2020,97.79
cog,1997,30
cog,2001,30
cog,2002,30
cog,2003,30
cog,2004,30
cog,2005,30
cog,2006,30
cog,2007,30
cog,2008,30
cog,2009,30
cog,2010,30
cog,2011,30
cog,2013,30
cog,2014,30
cog,2015,30
col,1995,66.5
col,1996,66.99
col,1997,66.99
col,1998,66.99
col,1999,66.99
col,2000,66.99
col,2001,66.99
col,2002,66.5
col,2003,66.5
col,2004,66.5
col,2005,66.5
col,2006,66.5
col,2007,66.5
col,2008,65.93
col,2009,65.93
col,2010,65.93
col,2011,65.93
col,2012,65.93
col,2013,65.43
col,2014,65.43
col,2015,65.43
col,2016,65.43
col,2017,65.82
col,2018,65.82
col,2019,65.82
col,2020,65.82
cpv,2008,16.12
cpv,2009,16.12
cpv,2010,16.12
cpv,2011,16.12
cpv,2012,16.12
cpv,2013,17.02
cpv,2015,17.02
cpv,2019,17.02
cpv,2020,16.92
cri,1995,43.1
cri,1996,43.1
cri,1997,43.47
cri,1998,43.47
cri,1999,43.47
cri,2000,43.47
cri,2001,43.47
cri,2002,43.57
cri,2003,43.57
cri,2004,43.57
cri,2005,43.57
cri,2006,43.57
cri,2007,43.69
cri,2008,43.69
cri,2009,43.69
cri,2010,43.69
cri,2011,43.69
cri,2012,43.77
cri,2013,43.77
cri,2014,43.77
cri,2016,43.77
cri,2018,43.83
cri,2019,43.83
cri,2020,43.83
cub,1996,33.09
cub,1997,33.09
cub,1998,33.09
cub,1999,33.09
cub,2000,33.09
cub,2001,33.09
cub,2002,33.09
cub,2003,33.41
cub,2004,33.41
cub,2005,33.41
cub,2006,33.41
cub,2007,33.41
cub,2008,33.41
cub,2009,33.68
cub,2010,33.68
cub,2011,33.68
cub,2012,33.68
cub,2013,33.68
cub,2015,33.79
cub,2016,33.79
cub,2017,33.79
cub,2019,33.89
cub,2020,33.89
cyp,1995,4.57
cyp,1996,13.02
cyp,1997,12.72
cyp,1998,12.64
cyp,1999,12.66
cyp,2000,12.7
cyp,2001,13.72
cyp,2002,13.24
cyp,2003,13.24
cyp,2004,12.52
cyp,2005,13.31
cyp,2006,13.16
cyp,2007,12.86
cyp,2008,11.88
cyp,2009,11.71
cyp,2010,11.66
cyp,2011,11.45
cyp,2012,11.48
cyp,2013,11.14
cyp,2014,11.06
cyp,2015,5.76
cyp,2016,5.76
cyp,2017,5.75
cyp,2018,5.75
cyp,2019,5.75
cyp,2020,5.75
cze,1995,4.57
cze,1996,13.02
cze,1997,12.72
cze,1998,12.64
cze,1999,12.66
cze,2000,12.7
cze,2001,13.72
cze,2002,13.24
cze,2003,13.24
cze,2004,12.52
cze,2005,13.31
cze,2006,13.16
cze,2007,12.86
cze,2008,11.88
cze,2009,11.71
cze,2010,11.66
cze,2011,11.45
cze,2012,11.48
cze,2013,11.14
cze,2014,11.06
cze,2015,5.76
cze,2016,5.76
cze,2017,5.75
cze,2018,5.75
cze,2019,5.75
cze,2020,5.75
deu,1995,4.57
deu,1996,13.02
deu,1997,12.72
deu,1998,12.64
deu,1999,12.66
deu,2000,12.7
deu,2001,13.72
deu,2002,13.24
deu,2003,13.24
deu,2004,12.52
deu,2005,13.31
deu,2006,13.16
deu,2007,12.86
deu,2008,11.88
deu,2009,11.71
deu,2010,11.66
deu,2011,11.45
deu,2012,11.48
deu,2013,11.14
deu,2014,11.06
deu,2015,5.76
deu,2016,5.76
deu,2017,5.75
deu,2018,5.75
deu,2019,5.75
deu,2020,5.75
dji,1998,44.05
dji,1999,44.05
dji,2002,44.05
dji,2005,44.05
dji,2006,44.05
dji,2009,45.16
dji,2011,45.16
dji,2012,45.16
dji,2014,45.16
dma,1996,87.4
dma,1997,87.68
dma,1998,87.68
dma,1999,87.68
dma,2000,87.68
dma,2001,87.68
dma,2002,87.68
dma,2003,87.68
dma,2006,87.57
dma,2007,87.57
dma,2010,87.57
dma,2011,87.8
dma,2012,87.8
dma,2013,87.8
dma,2015,87.8
dma,2016,87.8
dma,2017,87.8
dma,2020,89.68
dnk,1995,4.57
dnk,1996,13.02
dnk,1997,12.72
dnk,1998,12.64
dnk,1999,12.66
dnk,2000,12.7
dnk,2001,13.72
dnk,2002,13.24
dnk,2003,13.24
dnk,2004,12.52
dnk,2005,13.31
dnk,2006,13.16
dnk,2007,12.86
dnk,2008,11.88
dnk,2009,11.71
dnk,2010,11.66
dnk,2011,11.45
dnk,2012,11.48
dnk,2013,11.14
dnk,2014,11.06
dnk,2015,5.76
dnk,2016,5.76
dnk,2017,5.75
dnk,2018,5.75
dnk,2019,5.75
dnk,2020,5.75
dom,1996,38.66
dom,1997,38.5
dom,1998,38.66
dom,1999,38.66
dom,2000,38.5
dom,2001,38.66
dom,2002,38.66
dom,2003,38.66
dom,2004,38.66
dom,2005,38.74
dom,2006,38.74
dom,2007,38.81
dom,2008,38.81
dom,2010,38.81
dom,2011,38.81
dom,2012,38.91
dom,2013,38.91
dom,2015,38.91
dom,2016,38.91
dom,2017,38.89
dom,2018,38.89
dom,2020,38.89
ecu,1996,23.14
ecu,1997,23.14
ecu,1998,23.14
ecu,1999,23.14
ecu,2000,23.14
ecu,2001,23.14
ecu,2002,23.13
ecu,2003,23.13
ecu,2004,23.13
ecu,2005,23.13
ecu,2006,23.13
ecu,2007,23.13
ecu,2008,23.2
ecu,2009,23.2
ecu,2010,23.2
ecu,2011,23.2
ecu,2012,23.2
ecu,2014,23.66
ecu,2015,23.66
ecu,2016,23.66
ecu,2017,23.66
ecu,2018,23.65
ecu,2019,23.65
ecu,2020,23.65
egy,1995,60.7
egy,1997,65.81
egy,1998,60.7
egy,1999,65.75
egy,2000,65.75
egy,2001,65.75
egy,2002,65.75
egy,2003,65.75
egy,2004,65.03
egy,2005,65.03
egy,2006,65.03
egy,2007,65.6
egy,2008,65.59
egy,2009,65.58
egy,2010,65.56
egy,2011,65.54
egy,2012,65.53
egy,2013,65.51
egy,2014,60.8
egy,2015,60.94
egy,2016,60.94
egy,2017,60.94
egy,2018,60.94
egy,2019,61.29
esp,1995,4.57
esp,1996,13.02
esp,1997,12.72
esp,1998,12.64
esp,1999,12.66
esp,2000,12.7
esp,2001,13.72
esp,2002,13.24
esp,2003,13.24
esp,2004,12.52
esp,2005,13.31
esp,2006,13.16
esp,2007,12.86
esp,2008,11.88
esp,2009,11.71
esp,2010,11.66
esp,2011,11.45
esp,2012,11.48
esp,2013,11.14
esp,2014,11.06
esp,2015,5.76
esp,2016,5.76
esp,2017,5.75
esp,2018,5.75
esp,2019,5.75
esp,2020,5.75
est,1995,4.57
est,1996,13.02
est,1997,12.72
est,1998,12.64
est,1999,12.66
est,2000,12.7
est,2001,13.72
est,2002,13.24
est,2003,13.24
est,2004,12.52
est,2005,13.31
est,2006,13.16
est,2007,12.86
est,2008,11.88
est,2009,11.71
est,2010,11.66
est,2011,11.45
est,2012,11.48
est,2013,11.14
est,2014,11.06
est,2015,5.76
est,2016,5.76
est,2017,5.75
est,2018,5.75
est,2019,5.75
est,2020,5.75
fin,1995,4.57
fin,1996,13.02
fin,1997,12.72
fin,1998,12.64
fin,1999,12.66
fin,2000,12.7
fin,2001,13.72
fin,2002,13.24
fin,2003,13.24
fin,2004,12.52
fin,2005,13.31
fin,2006,13.16
fin,2007,12.86
fin,2008,11.88
fin,2009,11.71
fin,2010,11.66
fin,2011,11.45
fin,2012,11.48
fin,2013,11.14
fin,2014,11.06
fin,2015,5.76
fin,2016,5.76
fin,2017,5.75
fin,2018,5.75
fin,2019,5.75
fin,2020,5.75
fji,2003,40.44
fji,2004,40.44
fji,2006,40.44
fji,2007,47.84
fji,2008,47.61
fji,2009,46.71
fji,2010,46.17
fji,2011,45.69
fji,2012,45.14
fji,2013,44.97
fji,2015,40.41
fji,2017,40.42
fji,2018,40.42
fji,2019,40.42
fji,2020,40.42
fra,1995,4.57
fra,1996,13.02
fra,1997,12.72
fra,1998,12.64
fra,1999,12.66
fra,2000,12.7
fra,2001,13.72
fra,2002,13.24
fra,2003,13.24
fra,2004,12.52
fra,2005,13.31
fra,2006,13.16
fra,2007,12.86
fra,2008,11.88
fra,2009,11.71
fra,2010,11.66
fra,2011,11.45
fra,2012,11.48
fra,2013,11.14
fra,2014,11.06
fra,2015,5.76
fra,2016,5.76
fra,2017,5.75
fra,2018,5.75
fra,2019,5.75
fra,2020,5.75
gab,1995,38.54
gab,1998,38.52
gab,2000,38.78
gab,2001,38.78
gab,2002,38.78
gab,2003,38.41
gab,2004,38.41
gab,2005,38.41
gab,2007,38.39
gab,2008,38.39
gab,2009,38.39
gab,2010,38.39
gab,2011,38.39
gab,2012,38.39
gab,2013,38.39
gab,2015,38.39
gab,2016,38.39
gab,2019,38.39
geo,2001,9.28
geo,2002,9.28
geo,2003,9.28
geo,2004,9.28
geo,2005,9.28
geo,2006,9.28
geo,2007,9.26
geo,2008,9.26
geo,2009,9.26
geo,2010,9.26
geo,2011,9.26
geo,2012,9.26
geo,2013,8.8
geo,2015,8.79
geo,2016,8.79
geo,2020,8.79
gha,2000,96.64
gha,2001,96.65
gha,2002,96.65
gha,2003,96.65
gha,2004,96.65
gha,2007,96.68
gha,2008,96.68
gha,2009,96.68
gha,2010,96.59
gha,2013,96.09
gha,2016,96.09
gha,2017,96.09
gha,2018,96.08
gha,2019,96.08
gha,2020,96.08
gin,1998,37.66
gin,2004,37.66
gin,2005,37.96
gin,2008,37.96
gin,2009,37.96
gin,2010,37.96
gin,2012,37.96
gin,2017,37.66
gin,2018,37.66
gin,2019,37.66
gin,2020,37.66
gmb,2003,104.65
gmb,2007,104.65
gmb,2008,104.65
gmb,2009,104.65
gmb,2010,105.89
gmb,2011,105.89
gmb,2012,105.89
gmb,2013,105.89
gmb,2018,106.32
gmb,2020,106.32
gnb,2001,44.31
gnb,2002,44.31
gnb,2003,44.38
gnb,2004,44.38
gnb,2005,44.38
gnb,2006,44.38
gnb,2007,44.47
gnb,2008,44.47
gnb,2009,44.47
gnb,2010,44.47
gnb,2011,44.47
gnb,2012,44.47
gnb,2013,44.47
gnb,2014,44.47
gnb,2017,44.56
gnb,2018,44.56
gnb,2019,44.56
gnb,2020,44.56
grc,1995,4.57
grc,1996,13.02
grc,1997,12.72
grc,1998,12.64
grc,1999,12.66
grc,2000,12.7
grc,2001,13.72
grc,2002,13.24
grc,2003,13.24
grc,2004,12.52
grc,2005,13.31
grc,2006,13.16
grc,2007,12.86
grc,2008,11.88
grc,2009,11.71
grc,2010,11.66
grc,2011,11.45
grc,2012,11.48
grc,2013,11.14
grc,2014,11.06
grc,2015,5.76
grc,2016,5.76
grc,2017,5.75
grc,2018,5.75
grc,2019,5.75
grc,2020,5.75
grd,1996,77.27
grd,1999,77.42
grd,2000,77.42
grd,2001,77.42
grd,2002,77.42
grd,2003,77.42
grd,2006,77.45
grd,2007,77.42
grd,2008,77.42
grd,2010,76.62
grd,2011,76.62
grd,2012,76.62
grd,2013,76.62
grd,2015,76.43
grd,2016,76.43
grd,2019,76.43
gtm,1995,46.75
gtm,1997,47.31
gtm,1998,47.31
gtm,1999,47.31
gtm,2000,47.31
gtm,2001,47.31
gtm,2002,47.12
gtm,2003,47.12
gtm,2004,47.12
gtm,2005,47.12
gtm,2006,47.12
gtm,2007,47.01
gtm,2008,47.01
gtm,2009,47.01
gtm,2010,47.01
gtm,2011,47.01
gtm,2012,47.71
gtm,2013,47.71
gtm,2014,47.71
gtm,2015,47.71
gtm,2020,47.85
guy,1996,77.03
guy,1999,77.4
guy,2000,77.4
guy,2001,77.4
guy,2002,77.4
guy,2003,77.4
guy,2006,77.03
guy,2007,76.62
guy,2008,76.62
guy,2009,76.62
guy,2010,76.62
guy,2011,76.62
guy,2012,76.62
guy,2013,76.62
guy,2015,76.62
guy,2016,76.62
guy,2017,76.62
guy,2018,76.62
guy,2019,76.3
guy,2020,76.3
hkg,1996,0
hkg,1997,0
hkg,1998,0
hkg,1999,0
hkg,2000,0
hkg,2001,0
hkg,2002,0
hkg,2003,0
hkg,2004,0
hkg,2005,0
hkg,2006,0
hkg,2007,0
hkg,2008,0
hkg,2009,0
hkg,2010,0
hkg,2011,0
hkg,2012,0
hkg,2013,0
hkg,2014,0
hkg,2015,0
hkg,2016,0
hkg,2017,0
hkg,2018,0
hkg,2019,0
hkg,2020,0
hnd,1995,33.15
hnd,1996,33.19
hnd,1997,33.19
hnd,1998,33.19
hnd,1999,33.19
hnd,2000,33.19
hnd,2001,33.19
hnd,2002,33.1
hnd,2003,33.1
hnd,2004,33.1
hnd,2005,33.1
hnd,2006,33.1
hnd,2007,33.11
hnd,2008,33.11
hnd,2009,33.11
hnd,2010,33.11
hnd,2011,33.11
hnd,2012,33.2
hnd,2013,33.2
hnd,2015,33.2
hnd,2018,33.16
hnd,2020,33.16
hrv,1995,4.57
hrv,1996,13.02
hrv,1997,12.72
hrv,1998,12.64
hrv,1999,12.66
hrv,2000,12.7
hrv,2001,13.72
hrv,2002,13.24
hrv,2003,13.24
hrv,2004,12.52
hrv,2005,13.31
hrv,2006,13.16
hrv,2007,12.86
hrv,2008,11.88
hrv,2009,11.71
hrv,2010,11.66
hrv,2011,11.45
hrv,2012,11.48
hrv,2013,11.14
hrv,2014,11.06
hrv,2015,5.76
hrv,2016,5.76
hrv,2017,5.75
hrv,2018,5.75
hrv,2019,5.75
hrv,2020,5.75
hti,2001,19.53
hti,2002,19.53
hti,2007,19.41
hti,2008,19.4
hti,2009,19.5
hti,2010,19.49
hti,2011,19.49
hti,2012,19.49
hti,2013,19.49
hti,2014,19.49
hti,2015,19.64
hti,2016,19.83
hti,2020,19.84
hun,1995,4.57
hun,1996,13.02
hun,1997,12.72
hun,1998,12.64
hun,1999,12.66
hun,2000,12.7
hun,2001,13.72
hun,2002,13.24
hun,2003,13.24
hun,2004,12.52
hun,2005,13.31
hun,2006,13.16
hun,2007,12.86
hun,2008,11.88
hun,2009,11.71
hun,2010,11.66
hun,2011,11.45
hun,2012,11.48
hun,2013,11.14
hun,2014,11.06
hun,2015,5.76
hun,2016,5.76
hun,2017,5.75
hun,2018,5.75
hun,2019,5.75
hun,2020,5.75
idn,1995,43.22
idn,1996,43.45
idn,1997,43.22
idn,1998,43.45
idn,1999,43.45
idn,2000,43.45
idn,2001,43.45
idn,2002,43.45
idn,2003,43.45
idn,2004,43.45
idn,2005,43.45
idn,2006,43.45
idn,2007,43.47
idn,2008,43.47
idn,2009,43.47
idn,2010,43.47
idn,2011,43.47
idn,2012,43.47
idn,2013,43.47
idn,2016,43.12
idn,2017,43.18
idn,2018,43.18
idn,2019,43.18
idn,2020,43.18
ind,1996,90.88
ind,1997,90.88
ind,1999,90.88
ind,2000,90.88
ind,2001,90.88
ind,2002,89.14
ind,2003,89.13
ind,2004,89.12
ind,2005,89.09
ind,2006,89.08
ind,2007,89.03
ind,2008,89.04
ind,2009,89.05
ind,2010,89.05
ind,2011,93.09
ind,2012,93.08
ind,2013,93.07
ind,2015,93.29
ind,2016,93.29
ind,2017,93.29
ind,2018,93.29
ind,2019,93.29
ind,2020,93.29
irl,1995,4.57
irl,1996,13.02
irl,1997,12.72
irl,1998,12.64
irl,1999,12.66
irl,2000,12.7
irl,2001,13.72
irl,2002,13.24
irl,2003,13.24
irl,2004,12.52
irl,2005,13.31
irl,2006,13.16
irl,2007,12.86
irl,2008,11.88
irl,2009,11.71
irl,2010,11.66
irl,2011,11.45
irl,2012,11.48
irl,2013,11.14
irl,2014,11.06
irl,2015,5.76
irl,2016,5.76
irl,2017,5.75
irl,2018,5.75
irl,2019,5.75
irl,2020,5.75
isl,1996,23.89
isl,1998,23.89
