geo,time,sp_pop_5559_fe_5y
abw,1960,2.72481
abw,1961,2.88475
abw,1962,3.05652
abw,1963,3.22737
abw,1964,3.35831
abw,1965,3.44085
abw,1966,3.47357
abw,1967,3.46329
abw,1968,3.433
abw,1969,3.40091
abw,1970,3.37618
abw,1971,3.3682
abw,1972,3.36499
abw,1973,3.36085
abw,1974,3.34471
abw,1975,3.31642
abw,1976,3.29465
abw,1977,3.2689
abw,1978,3.23679
abw,1979,3.20661
abw,1980,3.17471
abw,1981,3.10849
abw,1982,3.05198
abw,1983,3.0359
abw,1984,3.09726
abw,1985,3.24438
abw,1986,3.47517
abw,1987,3.78793
abw,1988,4.13826
abw,1989,4.46215
abw,1990,4.69946
abw,1991,4.70423
abw,1992,4.6716
abw,1993,4.63034
abw,1994,4.61741
abw,1995,4.63791
abw,1996,4.68085
abw,1997,4.6774
abw,1998,4.63594
abw,1999,4.59462
abw,2000,4.58963
abw,2001,4.67367
abw,2002,4.80952
abw,2003,4.98363
abw,2004,5.16668
abw,2005,5.35517
abw,2006,5.66405
abw,2007,5.98086
abw,2008,6.29084
abw,2009,6.59361
abw,2010,6.87406
abw,2011,7.08588
abw,2012,7.28746
abw,2013,7.48381
abw,2014,7.68821
abw,2015,7.90435
abw,2016,8.13894
abw,2017,8.38274
abw,2018,8.59322
abw,2019,8.71892
abw,2020,8.72532
afg,1960,2.47086
afg,1961,2.44542
afg,1962,2.42958
afg,1963,2.42079
afg,1964,2.41557
afg,1965,2.41195
afg,1966,2.39166
afg,1967,2.37588
afg,1968,2.36412
afg,1969,2.35621
afg,1970,2.35126
afg,1971,2.33078
afg,1972,2.31514
afg,1973,2.304
afg,1974,2.29737
afg,1975,2.29522
afg,1976,2.27709
afg,1977,2.26215
afg,1978,2.25083
afg,1979,2.24346
afg,1980,2.23983
afg,1981,2.21817
afg,1982,2.18769
afg,1983,2.14598
afg,1984,2.09167
afg,1985,2.02298
afg,1986,1.97792
afg,1987,1.93728
afg,1988,1.89883
afg,1989,1.85936
afg,1990,1.81535
afg,1991,1.84009
afg,1992,1.87198
afg,1993,1.90435
afg,1994,1.9348
afg,1995,1.96551
afg,1996,1.95425
afg,1997,1.93927
afg,1998,1.93015
afg,1999,1.93783
afg,2000,1.96497
afg,2001,1.99653
afg,2002,2.04836
afg,2003,2.10237
afg,2004,2.1365
afg,2005,2.14175
afg,2006,2.12451
afg,2007,2.08467
afg,2008,2.03582
afg,2009,1.99622
afg,2010,1.97515
afg,2011,1.95557
afg,2012,1.95365
afg,2013,1.96362
afg,2014,1.97794
afg,2015,1.99274
afg,2016,2.00755
afg,2017,2.0236
afg,2018,2.04198
afg,2019,2.06452
afg,2020,2.09191
ago,1960,2.63467
ago,1961,2.62211
ago,1962,2.60979
ago,1963,2.60581
ago,1964,2.61833
ago,1965,2.6487
ago,1966,2.6102
ago,1967,2.54661
ago,1968,2.43498
ago,1969,2.28433
ago,1970,2.12894
ago,1971,2.16839
ago,1972,2.24373
ago,1973,2.32498
ago,1974,2.37676
ago,1975,2.38516
ago,1976,2.32835
ago,1977,2.24885
ago,1978,2.17306
ago,1979,2.13509
ago,1980,2.14957
ago,1981,2.19464
ago,1982,2.27607
ago,1983,2.3698
ago,1984,2.44683
ago,1985,2.49351
ago,1986,2.49334
ago,1987,2.47288
ago,1988,2.44518
ago,1989,2.42654
ago,1990,2.42346
ago,1991,2.41344
ago,1992,2.41937
ago,1993,2.42507
ago,1994,2.40974
ago,1995,2.36457
ago,1996,2.28081
ago,1997,2.17746
ago,1998,2.07283
ago,1999,1.99045
ago,2000,1.94037
ago,2001,1.90364
ago,2002,1.89618
ago,2003,1.90078
ago,2004,1.89525
ago,2005,1.86989
ago,2006,1.81796
ago,2007,1.75388
ago,2008,1.69504
ago,2009,1.66472
ago,2010,1.67293
ago,2011,1.70099
ago,2012,1.75732
ago,2013,1.8281
ago,2014,1.8963
ago,2015,1.95282
ago,2016,1.9934
ago,2017,2.03008
ago,2018,2.05901
ago,2019,2.07498
ago,2020,2.07645
alb,1960,2.81612
alb,1961,2.82711
alb,1962,2.90454
alb,1963,3.01119
alb,1964,3.09671
alb,1965,3.13521
alb,1966,3.1265
alb,1967,3.0885
alb,1968,3.03379
alb,1969,2.9817
alb,1970,2.94252
alb,1971,2.91038
alb,1972,2.88517
alb,1973,2.86736
alb,1974,2.85675
alb,1975,2.85328
alb,1976,2.84656
alb,1977,2.84944
alb,1978,2.8604
alb,1979,2.87783
alb,1980,2.90078
alb,1981,2.92726
alb,1982,2.96169
alb,1983,2.99822
alb,1984,3.02868
alb,1985,3.04875
alb,1986,3.05645
alb,1987,3.05228
alb,1988,3.04904
alb,1989,3.06657
alb,1990,3.11542
alb,1991,3.21619
alb,1992,3.35062
