geo,time,bm_klt_dinv_cd_wd
arm,1995,0
arm,1996,0
arm,1997,0
arm,1998,11546000
arm,1999,0
arm,2000,0
arm,2001,0
arm,2002,1531.79396
arm,2003,609017.72505
arm,2004,-124251.61574
arm,2005,5389048.33419
arm,2006,22627066.27327
arm,2007,8891714.1069
arm,2008,30506460.94578
arm,2009,52240416.01626
arm,2010,27459062.6493
arm,2011,219081534.08266
arm,2012,23425969.06752
arm,2013,30262870.07378
arm,2014,28804082.70212
arm,2015,28751924.3342
arm,2016,70519382.36535
arm,2017,29056823.89832
arm,2018,7012505.83172
arm,2019,-132995060.89884
arm,2020,-27278869.11662
atg,1977,0
atg,1978,0
atg,1979,0
atg,1980,0
atg,1981,0
atg,1982,0
atg,1983,0
atg,1984,0
atg,1985,0
atg,1986,0
atg,1987,0
atg,1988,0
atg,1989,0
atg,1990,0
atg,1991,0
atg,1992,0
atg,1993,0
atg,1994,0
atg,1995,0
atg,1996,0
atg,1997,0
atg,1998,0
atg,1999,0
atg,2000,0
atg,2001,0
atg,2002,0
atg,2003,0
atg,2004,0
atg,2005,0
atg,2006,0
atg,2007,0
atg,2008,0
atg,2009,0
atg,2010,0
atg,2011,0
atg,2012,0
atg,2013,0
atg,2014,6332102.67407
atg,2015,14075528.77778
atg,2016,37982582.27889
atg,2017,11636883.97617
atg,2018,-1042646.02502
atg,2019,-551917.22593
atg,2020,-8164571.10363
aus,1970,111363907.1
aus,1971,104498074.1
aus,1972,128771023.6
aus,1973,255864630.5
aus,1974,240884044.4
aus,1975,161021952.6
aus,1976,267633242.2
aus,1977,266127020.2
aus,1978,235789936.3
aus,1979,343154404.9
aus,1980,460008835.8
aus,1981,733152152
aus,1982,692794029.1
aus,1983,518013351.2
aus,1984,1403222409
aus,1985,1886318083
aus,1986,3418517751
aus,1987,5099497262
aus,1988,6845793845
aus,1989,3024469774.87597
aus,1990,633078140.35399
aus,1991,-1172055088.81486
aus,1992,3835344660.46716
aus,1993,2545789066.23013
aus,1994,1827817069.01995
aus,1995,4045649269.07914
aus,1996,5006395609.78187
aus,1997,6082141450.05904
aus,1998,4666647575.31934
aus,1999,311364927.7753
aus,2000,4095019475.21023
aus,2001,13380829228.7871
aus,2002,6974350065.65034
aus,2003,18597832802.7514
aus,2004,9785047534.0305
aus,2005,-32713394186.5094
aus,2006,24082532470.0581
aus,2007,14420781947.9789
aus,2008,31887673440.919
aus,2009,11463844142.2403
aus,2010,18068580537.9747
aus,2011,8250639449.1207
aus,2012,5763649125.05455
aus,2013,-769705628.08857
aus,2014,22565879021.4598
aus,2015,8258809107.18849
aus,2016,-3108643986.26261
aus,2017,10004858409.6863
aus,2018,275082878.23343
aus,2019,9490112103.56973
aus,2020,12473483259.6691
aut,1970,8650000
aut,1971,36119999.9
aut,1972,38369999.9
aut,1973,38759999.9
aut,1974,19730000
aut,1975,25829999.9
aut,1976,56210000
aut,1977,86099999.9
aut,1978,89810000
aut,1979,84859999.9
aut,1980,100720000
aut,1981,210940000
aut,1982,139300000
aut,1983,188630000
aut,1984,70310000
aut,1985,43500326.2
aut,1986,294751459
aut,1987,316393118.4
aut,1988,283453598.6
aut,1989,861632415.5
aut,1990,1701000000
aut,1991,1293000000
aut,1992,1760037229
aut,1993,1178548218
aut,1994,1241015850
aut,1995,1083553079
aut,1996,1889079775
aut,1997,1998372652
aut,1998,2768044225
aut,1999,3300911864
aut,2000,5509489589
aut,2001,3021896896
aut,2002,5780433862
aut,2003,6859781905
aut,2004,8029899487
aut,2005,81289428264.33249
aut,2006,16087848123.8493
aut,2007,79039906399.50758
aut,2008,27903023947.0491
aut,2009,15558174355.0001
aut,2010,-14327624858.153
aut,2011,38145284752.76649
aut,2012,18444297859.0075
aut,2013,11031000205.4566
aut,2014,-875366262.42821
aut,2015,-2139495177.68877
aut,2016,-26915802129.1475
aut,2017,10108273841.7015
aut,2018,-26914104175.5494
aut,2019,-6683898436.68825
aut,2020,-8250137804.09774
aze,1995,0
aze,1996,3899260.3
aze,1997,4000
aze,1998,20000
aze,2000,760000
aze,2001,593066000
aze,2002,957756000
aze,2003,1655583000
aze,2004,2367824000
aze,2005,4017245000
aze,2006,5775441000
aze,2007,9628755000
aze,2008,4527631000
aze,2009,2752849000
aze,2010,3021842000
aze,2011,3552538000
aze,2012,4480843000
aze,2013,1477887000
aze,2014,1987073000
aze,2015,3209378000
aze,2016,2573601000
aze,2017,2564380648.1
aze,2018,1760877000
aze,2019,2431719000
aze,2020,825278000
bdi,1985,-1128364
bdi,1986,134312.6
bdi,1987,107140.6
bdi,1988,54394.6
bdi,1989,50420.16807
bdi,1990,5839.23136
bdi,1991,27546.29959
bdi,1992,0
bdi,1993,135925.52929
bdi,1994,102904.07164
bdi,1995,600582.56509
bdi,1996,0
bdi,1997,0
bdi,1998,0
bdi,1999,-238660.30831
bdi,2000,-11683240.67307
bdi,2001,-9152.73016
bdi,2002,0
bdi,2003,-4618.42567
bdi,2004,0
bdi,2005,0
bdi,2006,0
bdi,2007,35031.94573
bdi,2008,581517.526
bdi,2013,166742.67152
bdi,2014,27413.43862
bdi,2015,152172.69141
bdi,2016,36443.26615
bdi,2017,9947.63035
bdi,2018,5.6089
bdi,2019,748040.137
bdi,2020,1721128.287
bel,1970,174000000
bel,1971,206000000
bel,1972,177000000
bel,1973,269000000
bel,1974,479000000
bel,1975,237819999.9
bel,1976,351810000
bel,1977,465209999.9
bel,1978,559769999.9
bel,1979,1340680000
bel,1980,196030000
bel,1981,103790000
bel,1982,-69060000
bel,1983,354720000
bel,1984,292870000
bel,1985,296490000
bel,1986,1723000000
bel,1987,2782240000
bel,1988,3784150000
bel,1989,6486240000
bel,1990,6314440000
bel,1991,6270930000
bel,1992,11407000000
bel,1993,4903560000
bel,1994,1371380000
bel,1995,11603000000
bel,1996,8026120000
bel,1997,7252120000
bel,1998,28845300000
bel,1999,122304174000
bel,2000,86361710000
bel,2001,100646089000
bel,2002,8919905175.24669
bel,2003,39066046690.8916
bel,2004,34747346752.7418
bel,2005,32538356840.7282
bel,2006,50131037367.7939
bel,2007,83458030314.2462
bel,2008,223255888880.173
bel,2009,33339457355.6724
bel,2010,66826887403.75169
bel,2011,129105955538.42
bel,2012,41494610352.3916
bel,2013,-12369146243.8641
bel,2014,-418230387.5047
bel,2015,7330131584.53739
bel,2016,34555153239.3384
bel,2017,-5300154945.24988
bel,2018,-36001467214.8077
bel,2019,-34798044202.408
bel,2020,-19436263972.5345
ben,1974,0
ben,1975,0
ben,1976,0
ben,1977,0
ben,1978,0
ben,1979,197441.12145
ben,1980,0
ben,1981,29440.83184
ben,1982,529509.09659
ben,1983,543212.93537
ben,1984,473731.18711
ben,1985,0
ben,1986,0
ben,1987,0
ben,1988,-21662039.8993
ben,1989,-63214656.27187
ben,1990,-65331621.22668
ben,1991,-120386984.29401
ben,1992,-76617409.16225
ben,1993,-23039767.51278
ben,1994,-20756308.60144
ben,1995,-21067881.72478
ben,1996,-28257123.11111
ben,1997,-1692739.15473
ben,1998,-21454296.00459
ben,1999,-28519512.69607
ben,2000,-69088213.01205
ben,2001,-24849887.1139
ben,2002,-31611044.97135
ben,2003,-33878405.23741
ben,2004,-106045831.28015
ben,2005,-62238936.97027
ben,2006,-67341643.14214
ben,2007,-122492414.83996
ben,2008,-126320616.06768
ben,2009,-122321506.4146
ben,2010,-141400184.56494
ben,2011,59727707.3372
ben,2012,40333256.97678
ben,2013,58589597.16207
ben,2014,17278285.27053
ben,2015,32699285.32532
ben,2016,17381205.54073
ben,2017,31907387.64881
ben,2018,9770518.68447
ben,2019,27149514.30478
ben,2020,24096550.94
bfa,1974,380000
bfa,1975,680000
bfa,1976,250000
bfa,1977,370000
bfa,1978,770000
bfa,1979,360000
bfa,1980,30000
bfa,1981,30000
bfa,1982,230000
bfa,1983,30000
bfa,1984,10000
bfa,1985,30000
bfa,1986,40000
bfa,1987,107140.6
bfa,1988,167871.4
bfa,1989,783681.8
bfa,1990,-550940.4
bfa,1991,133537.6
bfa,1992,122093
bfa,1993,1553875.3
bfa,1994,6844318.7
bfa,1995,200341.3
bfa,1996,654869.8
bfa,1997,1046826.1
bfa,1998,5264835.1
bfa,1999,193276.26
bfa,2000,167140.465
bfa,2001,597512.547
bfa,2002,1715954.938
bfa,2003,1918444.597
bfa,2004,-8947821.725
bfa,2005,17769277.19632
bfa,2006,49318024.94407
bfa,2007,-315665182.30466
bfa,2008,-71069500.1242
bfa,2009,-14709965.43147
bfa,2010,683112.20603
bfa,2011,102372712.33715
bfa,2012,72955709.67304
bfa,2013,58306989.13149
bfa,2014,69546309.33514
bfa,2015,14104930.65082
bfa,2016,50509140.04049
bfa,2017,10268820.6143
bfa,2018,67713349.20104
bfa,2019,16434236.22938
bfa,2020,22107653.6
bgd,1976,0
bgd,1977,0
bgd,1978,0
bgd,1979,0
bgd,1980,0
bgd,1981,0
bgd,1982,0
bgd,1983,0
bgd,1984,0
bgd,1985,0
bgd,1986,0
bgd,1987,0
bgd,1988,0
bgd,1989,0
bgd,1990,500000
bgd,1991,400000
bgd,1992,100000
bgd,1993,200000
bgd,1994,200000
bgd,1995,1700000
bgd,1996,12500000
bgd,1997,3065618.98108
bgd,1998,3002160.47563
bgd,1999,59964
bgd,2000,2000000
bgd,2001,20600000
bgd,2002,2642487.04663
bgd,2003,2777817.74045
bgd,2004,4068822.75138
bgd,2005,1939915.77127
bgd,2006,3594819.61684
bgd,2007,134263505.5273
bgd,2008,190660725.28763
bgd,2009,180829229.55978
bgd,2010,66442085.51396
bgd,2011,297434389.82103
bgd,2012,289058929.51511
bgd,2013,546876802.61809
bgd,2014,41769923.6863
bgd,2015,59902023.75336
bgd,2016,40516462.34247
bgd,2017,126742274.66025
bgd,2018,19210044.19535
bgd,2019,23061761.95751
bgd,2020,10125989.88006
bgr,1980,0
bgr,1981,0
bgr,1982,0
bgr,1983,0
bgr,1984,0
bgr,1985,0
bgr,1986,0
bgr,1987,6119985
bgr,1988,15373928
bgr,1989,2203748.7
bgr,1990,-2505999.9
bgr,1991,-6070000
bgr,1992,-2714000
bgr,1993,-3210999.9
bgr,1994,180000
bgr,1995,-8000000
bgr,1996,-28500000
bgr,1997,-1700000
bgr,1998,63603.05737
bgr,1999,17116991.97684
bgr,2000,3283925.31455
bgr,2001,9660636.6571
bgr,2002,28337940.93468
bgr,2003,26502802.44097
bgr,2004,193372711.50083
bgr,2005,93336878.43447
bgr,2006,291720179.61387
bgr,2007,972188167.93106
bgr,2008,1117476023.76507
bgr,2009,361246920.09191
bgr,2010,589250000
bgr,2011,492370000
bgr,2012,409980000
bgr,2013,351540000
bgr,2014,882360000
bgr,2015,123220000
bgr,2016,827020000
bgr,2017,495770000
bgr,2018,924350000
bgr,2019,829110000
bgr,2020,294780000
bhr,1975,0
bhr,1976,0
bhr,1977,0
bhr,1978,0
bhr,1979,0
bhr,1980,0
bhr,1981,0
bhr,1982,6000000
bhr,1983,0
bhr,1984,0
bhr,1985,-7387291.9
bhr,1986,27089541.7
bhr,1987,18080355.4
bhr,1988,25579744.2
bhr,1989,26892680.5
bhr,1990,299468085.10638
bhr,1991,50000000
bhr,1992,52925531.91489
bhr,1993,38829788.35281
bhr,1994,198670231.2592
bhr,1995,-16075846.9189
bhr,1996,304822100.05575
bhr,1997,47645547.03788
bhr,1998,180824282.1214
bhr,1999,163351440.8772
bhr,2000,9552708.294
bhr,2001,215955646.82579
bhr,2002,190030175.71031
bhr,2003,741354602.99581
bhr,2004,1035638297.87234
bhr,2005,1135372340.42553
bhr,2006,980053191.48936
bhr,2007,1669148936.17021
bhr,2008,1620478723.40426
bhr,2009,-1791489361.70213
bhr,2010,334042553.19149
bhr,2011,893617021.2766
bhr,2012,515957446.80851
bhr,2013,531648936.17021
bhr,2014,-394414893.61702
bhr,2015,3190957446.80851
bhr,2016,-880053191.48936
bhr,2017,228989361.70213
bhr,2018,1515159574.46809
bhr,2019,-197074467.8
bhr,2020,-205053191.5
bhs,1976,0
bhs,1977,0
bhs,1978,0
bhs,1979,0
bhs,1980,115000000
bhs,1981,-38000000
bhs,1982,-76000000
bhs,1983,-41000000
bhs,1984,6000000
bhs,1985,31016841.2
bhs,1986,129342858.2
bhs,1987,21918953.5
bhs,1988,-162907702.1
bhs,1989,400000
bhs,1990,200000
bhs,1991,-1300000
bhs,1992,300000
bhs,1993,300000
bhs,1994,100000
bhs,1995,200000
bhs,1996,-300000
bhs,1997,400000
bhs,1998,1000000
bhs,1999,200000
bhs,2000,140132000
bhs,2001,94373000
bhs,2002,39854999.9
bhs,2003,71534000
bhs,2004,169275000
bhs,2005,142805000
bhs,2006,332713000
bhs,2007,459230000
bhs,2008,409593999.9
bhs,2009,216299000
bhs,2010,149852000
bhs,2011,524028000
bhs,2012,158403976.2
bhs,2013,277142000
bhs,2014,2679068356
bhs,2015,169906043.1
bhs,2016,358587408.1
bhs,2017,151066000
bhs,2018,117328000
bhs,2019,148390999.9
bhs,2020,156738048.6
bih,1998,0
bih,1999,0
bih,2000,0
bih,2001,0
bih,2002,0
bih,2003,0
bih,2004,181284991.84453
bih,2005,16438936.19865
bih,2006,81830913.81642
bih,2007,64598955.70118
bih,2008,39447629.09342
bih,2009,-93487591.81684
bih,2010,81179825.21875
bih,2011,-4825509.47065
bih,2012,59600579.00022
bih,2013,86262100.83365
bih,2014,9961409.46482
bih,2015,94733811.35257
bih,2016,3891708.11555
bih,2017,100763378.54166
bih,2018,18984277.85795
bih,2019,122586614.39979
bih,2020,79387438.40765
blr,1993,1864843.5
blr,1994,6023764
blr,1995,260000
blr,1996,-1034612.4
blr,1997,2100000
blr,1998,2300000
blr,1999,800000
blr,2000,200000
blr,2001,300000
blr,2002,-206200000
blr,2003,1500000
blr,2004,1300000
blr,2005,2500000
blr,2006,3000000
blr,2007,15200000
blr,2008,30600000
blr,2009,102300000
blr,2010,50600000
blr,2011,125500000
blr,2012,155500000
blr,2013,262200000
blr,2014,73400000
blr,2015,106600000
blr,2016,122900000
blr,2017,67800000
blr,2018,55200000
blr,2019,-3800000
blr,2020,77000000
blz,1984,6900000
blz,1985,4000000
blz,1986,3750000
blz,1987,1149999.95
blz,1988,1149999.95
blz,1989,1050000
blz,1990,1800000
blz,1991,1449999.95
blz,1992,2200000
blz,1993,2049999.95
blz,1994,10000
blz,1995,2528999.95
blz,1996,5665000
blz,1997,3900000
blz,1998,4500000
blz,1999,5092500
blz,2000,6223889.49
blz,2001,11916
blz,2002,74457.215
blz,2003,358032.4365
blz,2004,64244
blz,2005,980990.11
blz,2006,571642.42
blz,2007,985917.97
blz,2008,2757749.37
blz,2009,461250.44
blz,2010,1121077.31
blz,2011,633017.24
blz,2012,875726.5272
blz,2013,684524.64075
blz,2014,2734613.811
blz,2015,469883.77295
blz,2016,1718809.6837
blz,2017,257178.7763
blz,2018,718372.53665
blz,2019,2118556.97245
blz,2020,4428191.83085
bmu,1997,18000000
bmu,1998,47399999.9
bmu,1999,28699999.9
bmu,2000,13900000
bmu,2001,22800000
bmu,2002,22399999.9
bmu,2003,26000000
bmu,2004,30699999.9
bmu,2005,31300000
bmu,2006,111900000
bmu,2007,104853593.6722
bmu,2008,322892613.48602
bmu,2009,10976337.87178
bmu,2010,-13900531.99609
bmu,2011,-336710709.92301
bmu,2012,240427566.58136
bmu,2013,50575465.51826
bmu,2014,119718304.88762
bmu,2015,-84466521.69455
bmu,2016,95343845.05858
bmu,2017,-41561601.68289
bmu,2018,-35028302.25
bmu,2019,-37771563
bmu,2020,-11229974
bol,1976,0
bol,1977,0
bol,1978,0
bol,1979,0
bol,1980,500000
bol,1981,100000
bol,1982,100000
bol,1983,100000
bol,1984,10000
bol,1985,200000
bol,1986,400000
bol,1987,1700000
bol,1988,1900000
bol,1989,1000000
bol,1990,1100000
bol,1991,2000000
bol,1992,2000000
bol,1993,2000000
bol,1994,2200000
bol,1995,2000000
bol,1996,2100000
bol,1997,2400000
bol,1998,2800000
bol,1999,2800000
bol,2000,2800000
bol,2001,2580000
bol,2002,2600000
bol,2003,2780000
bol,2004,2800000
bol,2005,3000000
bol,2006,3000000
bol,2007,3000000
bol,2008,3000000
bol,2009,3000000
bol,2010,-28805361
bol,2011,274766.72734
bol,2012,0
bol,2013,0
bol,2014,-33113055.15845
bol,2015,-1786710.79626
bol,2016,88866040.52297
bol,2017,79693112.75414
bol,2018,-84465303.84406
bol,2019,48314312.66489
bol,2020,-101838272.98098
bra,1970,14000000
bra,1971,1000000
bra,1972,19000000
bra,1973,33100000
bra,1974,53799999.9
bra,1975,112000000
bra,1976,183000000
bra,1977,146000000
bra,1978,124000000
bra,1979,196000000
bra,1980,367000000
bra,1981,207000000
bra,1982,376000000
bra,1983,187000000
bra,1984,42000000
bra,1985,81000000
bra,1986,143000000
bra,1987,138000000
bra,1988,175000000
bra,1989,523000000
bra,1990,665000000
bra,1991,1014000000
bra,1992,137000000
bra,1993,491000000
bra,1994,1037000000
bra,1995,1384000000
bra,1996,885000000
bra,1997,1115564000
bra,1998,2854013000
bra,1999,1497658000
bra,2000,2497066000
bra,2001,-1489093000
bra,2002,2478504000
bra,2003,228789000
bra,2004,9822484000
bra,2005,2910390869.14063
bra,2006,28798368645.1416
bra,2007,17061251190.3687
bra,2008,26115312437.8662
bra,2009,-4551874100
bra,2010,26763010595.47
bra,2011,16067117026.88
bra,2012,2083264650.91
bra,2013,15643503704.82
bra,2014,20606853865.14
bra,2015,3133977129.73
bra,2016,14693481918.84
bra,2017,21340512975.24
bra,2018,2024569614.32
bra,2019,22819604501.96
bra,2020,-3467253501.56
brb,1970,2399999.9988
brb,1971,860813.47345
brb,1972,1769652.90999
brb,1973,816651.30057
brb,1974,128090.8049
brb,1975,786579.95624
brb,1976,719500
brb,1977,248000
brb,1978,-398000
brb,1979,188500
brb,1980,600000
brb,1981,1200000
brb,1982,500000
brb,1983,1400000
brb,1984,1500000
brb,1985,2250000
brb,1986,2750000
brb,1987,2450000
brb,1988,950000
brb,1989,2950000
brb,1990,1400000
brb,1991,1300000
brb,1992,850000
brb,1993,2600000
brb,1994,1100000
brb,1995,3300000
brb,1996,3550000
brb,1997,1200000
brb,1998,950000
brb,1999,1300000
brb,2000,22832500
brb,2001,25582500
brb,2002,24976500
brb,2003,25032500
brb,2004,53562284.34
brb,2005,156876988.055
brb,2006,44447913.67
brb,2007,82238761.705
brb,2008,73432246.99
brb,2009,127830392.185
brb,2010,324127084.36
brb,2011,560212022.18
brb,2012,39904868.90426
brb,2013,26296158.21555
brb,2014,-67595202.33847
brb,2015,322197005.60496
brb,2016,94663329.57464
brb,2017,-27652178.15
brb,2018,9204500
brb,2019,27828805.75
brb,2020,7500000
brn,2004,41574955.23409
brn,2006,17456680.7737
btn,2006,0
btn,2014,0
btn,2015,0
btn,2016,0
btn,2017,0
btn,2018,0
btn,2019,0
btn,2020,0
bwa,1975,0
bwa,1976,115000.02888
bwa,1977,237541.07014
bwa,1978,0
bwa,1979,0
bwa,1980,2315931.683
bwa,1981,-119511.67544
bwa,1982,0
bwa,1983,-1276294.12903
bwa,1984,-231058.35001
bwa,1985,1471696.12998
bwa,1986,0
bwa,1987,0
bwa,1988,0
bwa,1989,0
bwa,1990,7363747.16189
bwa,1991,8508294.76295
bwa,1992,9859104.85964
bwa,1993,9492071.02545
bwa,1994,9461211.91792
bwa,1995,40906041.15614
bwa,1996,-1053186.78498
bwa,1997,4103251.46613
bwa,1998,3497496.37945
bwa,1999,1513711.44151
bwa,2000,2252735.31732
bwa,2001,379651226.15804
bwa,2002,42883207.01667
bwa,2003,206067613.98074
bwa,2004,-38752973.7599
bwa,2005,57246455.26946
bwa,2006,49808105.92937
bwa,2007,31644254.53593
bwa,2008,-91399142.84633
bwa,2009,7820713.91552
bwa,2010,896360.19062
bwa,2011,-9708674.9989
bwa,2012,7955737.98921
bwa,2013,84633020.18536
bwa,2014,111367029.13817
bwa,2015,183245314.52802
bwa,2016,169693716.45062
bwa,2017,-865809.89619
bwa,2018,82078795.49999
bwa,2019,-19794884.65953
bwa,2020,-16930687.58991
caf,1975,1000000
caf,1977,89547.49295
caf,1978,-1338321.10403
caf,1979,329068.53575
caf,1980,0
caf,1981,0
caf,1982,343876.59721
caf,1983,443492.68637
caf,1984,251741.21054
caf,1985,603210.19646
caf,1986,1264777.74564
caf,1987,2572066.41955
caf,1988,4764171.51536
caf,1989,3811813.05299
caf,1990,3790427.72205
caf,1991,3502218.3759
caf,1992,5855867.07108
caf,1993,5318499.3676
caf,1994,7204550.01786
caf,1995,1424427.2
caf,1996,1489584.6
caf,1997,173043.2
caf,1998,301719.4
caf,1999,6496.6
caf,2002,1292.3
can,1970,930153399.53069
can,1971,458011558.95285
can,1972,80176367.34051
can,1973,1165917310.69707
can,1974,1356986437.91395
can,1975,1249454406.08987
can,1976,1002589450.85361
can,1977,1630875919.54667
can,1978,2277238611.50766
can,1979,3828556653.03896
can,1980,4093417644.67799
can,1981,5545590225.60606
can,1982,2371122941.88193
can,1983,5247571783.14066
can,1984,4584383588.68777
can,1985,3764431766.52662
can,1986,3365054235.95091
can,1987,7603227208.78976
can,1988,7345916876.08463
can,1989,6415222031.36654
can,1990,6050385361.8296
can,1991,6476544254.92946
can,1992,5788261952.79644
can,1993,5141014995.25993
can,1994,10620671982.7603
can,1995,15828489189.3896
can,1996,12289429361.9877
can,1997,26728689666.4784
can,1998,36348693780.053
can,1999,19929576159.9412
can,2000,46650311862.45709
can,2001,36831862714.3269
can,2002,29235654654.8327
can,2003,23429360705.3751
can,2004,44822996247.8401
can,2005,27279616279.776
can,2006,50352280679.51929
can,2007,65141277328.096
can,2008,88688588801.70309
can,2009,37739086506.2731
can,2010,36341411459.6469
can,2011,50094723737.9182
can,2012,62248451890.0106
can,2013,54464630765.4405
can,2014,64979797474.0844
can,2015,83913840952.41078
can,2016,67605967673.3612
can,2017,78187786895.21011
can,2018,62760295369.08929
can,2019,77805171347.8481
can,2020,50167516938.162
che,1983,492105900.64245
che,1984,1139302459.43907
che,1985,4572823930.40647
che,1986,1460323342.88788
che,1987,1273478146.6724
che,1988,8694731087.2685
che,1989,9196020599.96638
che,1990,5529967186.36586
che,1991,5455401298.24091
che,1992,5754440692.59042
che,1993,8148256764.83525
che,1994,10748761143.3125
che,1995,11289089285.6262
che,1996,16659250329.6899
che,1997,18817587528.5302
che,1998,20463807187.7726
che,1999,35370718284.3231
che,2000,47305928823.2339
che,2001,18748515776.8101
che,2002,10057242155.1355
che,2003,17924233030.0143
che,2004,31313906774.4928
che,2005,54033813133.4678
che,2006,85323489778.38419
che,2007,67278840396.30289
che,2008,30284125941.5384
che,2009,44704115918.2064
che,2010,74105205102.3192
che,2011,43331824305.83569
