geo,time,en_co2_manf_zs
nld_curacao,1973,32.62821
nld_curacao,1974,33.00283
nld_curacao,1975,31.69774
nld_curacao,1976,32.74908
nld_curacao,1977,32.69581
nld_curacao,1978,17.79935
nld_curacao,1979,21.1329
nld_curacao,1980,12.68743
nld_curacao,1981,14.801
nld_curacao,1982,16.04938
nld_curacao,1983,17.59531
nld_curacao,1984,16.74141
nld_curacao,1985,23.77778
nld_curacao,1986,23.77622
nld_curacao,1987,24.49495
nld_curacao,1988,23.12139
nld_curacao,1989,22.0339
nld_curacao,1990,20.30075
nld_curacao,1991,19.56522
nld_curacao,1992,18.88112
nld_curacao,1993,18.53448
nld_curacao,1994,16.34981
nld_curacao,1995,15.96958
nld_curacao,1996,16.16541
nld_curacao,1997,8.36502
nld_curacao,1998,8.47145
nld_curacao,1999,8.90538
nld_curacao,2000,8.91266
nld_curacao,2001,8.97887
nld_curacao,2002,9.39227
nld_curacao,2003,9.375
nld_curacao,2004,9.33099
nld_curacao,2005,9.01503
nld_curacao,2006,9.33786
nld_curacao,2007,9.0625
nld_curacao,2008,9.3207
nld_curacao,2009,9.44351
nld_curacao,2010,13.24201
nld_curacao,2011,10.54545
nld_curacao,2012,8.59031
nld_curacao,2013,8.84354
nld_curacao,2014,8.42105
nor,1960,37.81706
nor,1961,38.26772
nor,1962,37.75039
nor,1963,40.58782
nor,1964,40.74324
nor,1965,41.45885
nor,1966,42.0354
nor,1967,42.04237
nor,1968,40.08201
nor,1969,39.24632
nor,1970,38.30409
nor,1971,37.49456
nor,1972,38.55626
nor,1973,40.75342
nor,1974,44.68929
nor,1975,40.80508
nor,1976,40.25257
nor,1977,37.81038
nor,1978,36.37371
nor,1979,36.71414
nor,1980,36.83437
nor,1981,36.29222
nor,1982,34.33388
nor,1983,32.62295
nor,1984,34.41118
nor,1985,33.20712
nor,1986,29.82161
nor,1987,28.69061
nor,1988,27.37108
nor,1989,26.06128
nor,1990,22.72396
nor,1991,19.15222
nor,1992,15.77123
nor,1993,15.26868
nor,1994,17.37776
nor,1995,17.96178
nor,1996,18.91224
nor,1997,16.88654
nor,1998,16.72727
nor,1999,16.44719
nor,2000,20.615
nor,2001,18.88686
nor,2002,16.55385
nor,2003,18.88192
nor,2004,19.3086
nor,2005,17.77327
nor,2006,17.20733
nor,2007,16.62503
nor,2008,17.30878
nor,2009,14.26969
nor,2010,15.91272
nor,2011,16.13705
nor,2012,16.3467
nor,2013,16.72365
nor,2014,16.08609
npl,1971,15.78947
npl,1972,23.07692
npl,1973,48.71795
npl,1974,51.35135
npl,1975,34.375
npl,1976,12.5
npl,1977,17.24138
npl,1978,14.28571
npl,1979,40
npl,1980,40.38462
npl,1981,36.36364
npl,1982,37.2549
npl,1983,50.68493
npl,1984,48.10127
npl,1985,18.18182
npl,1986,33.78378
npl,1987,34.66667
npl,1988,28.37838
npl,1989,6.89655
npl,1990,22.47191
npl,1991,23.00885
npl,1992,13.15789
npl,1993,14.61538
npl,1994,20.37037
npl,1995,19.88636
npl,1996,16.39344
npl,1997,13.80952
npl,1998,14.09091
npl,1999,34.5515
npl,2000,36.12903
npl,2001,37.91045
npl,2002,23.97004
npl,2003,26.55172
npl,2004,24.44444
npl,2005,33.22476
npl,2006,24.8
npl,2007,31.39535
npl,2008,26.04167
npl,2009,22.15743
npl,2010,29.85437
npl,2011,32.95455
npl,2012,34.80885
npl,2013,27.77778
npl,2014,32.71501
nzl,1960,33.10811
nzl,1961,31.209
nzl,1962,31.74129
nzl,1963,29.74217
nzl,1964,30.11314
nzl,1965,29.77099
nzl,1966,27.97375
nzl,1967,29.28453
nzl,1968,26.98934
nzl,1969,25.1548
nzl,1970,32.08092
nzl,1971,33.03704
nzl,1972,32.4499
nzl,1973,30.77844
nzl,1974,29.84474
nzl,1975,28.05843
nzl,1976,25.85259
nzl,1977,25.10684
nzl,1978,24.60187
nzl,1979,26.95599
nzl,1980,28.96175
nzl,1981,27.93846
nzl,1982,25.64103
nzl,1983,24.19712
nzl,1984,25
nzl,1985,24.44444
nzl,1986,25.3915
nzl,1987,25.66649
nzl,1988,29.05439
nzl,1989,26.69264
nzl,1990,27.23091
nzl,1991,27.4252
nzl,1992,25.37815
nzl,1993,26.85739
nzl,1994,26.43339
nzl,1995,25.03134
nzl,1996,24.33841
nzl,1997,21.48639
nzl,1998,20.96593
nzl,1999,19.60157
nzl,2000,20.78012
nzl,2001,20.62881
nzl,2002,21.58945
nzl,2003,18.95663
nzl,2004,17.97718
nzl,2005,14.86647
nzl,2006,15.01777
nzl,2007,16.774
nzl,2008,16.50224
nzl,2009,16.84176
nzl,2010,17.85832
nzl,2011,16.96459
nzl,2012,16.53316
nzl,2013,19.18605
nzl,2014,21.73496
omn,1971,7.69231
omn,1972,7.69231
omn,1973,10.34483
omn,1974,8.88889
omn,1975,6.94444
omn,1976,2.67857
omn,1977,3.05344
omn,1978,2.58065
omn,1979,2.1164
omn,1980,1.77778
omn,1981,1.59363
omn,1982,2.04082
omn,1983,1.28535
omn,1984,10.64257
omn,1985,13.67673
omn,1986,6.09952
omn,1987,7.60697
omn,1988,7.69231
omn,1989,8.33333
omn,1990,21.25984
omn,1991,40.92199
omn,1992,34.90637
omn,1993,25.67568
omn,1994,19.44
omn,1995,21.57931
omn,1996,18.55325
omn,1997,10.5474
omn,1998,7.59659
omn,1999,16.47597
omn,2000,16.16854
omn,2001,17.07953
omn,2002,20.47021
omn,2003,19.79576
omn,2004,18.01587
omn,2005,18.897
omn,2006,33.42584
omn,2007,33.63561
omn,2008,27.01488
omn,2009,28.23377
omn,2010,31.63362
omn,2011,35.40513
omn,2012,37.52991
omn,2013,37.09278
omn,2014,37.36227
pak,1971,32.01008
pak,1972,35.5
pak,1973,35.57126
pak,1974,35.59889
pak,1975,34.13413
pak,1976,34.15401
pak,1977,33.39901
pak,1978,32.89474
pak,1979,32.86896
pak,1980,30.06993
pak,1981,31.49276
pak,1982,32.32773
pak,1983,30.33965
pak,1984,30.82275
pak,1985,31.76213
pak,1986,31.69654
pak,1987,31.73971
pak,1988,31.06122
pak,1989,29.91357
pak,1990,29.78914
pak,1991,28.09382
pak,1992,29.51514
pak,1993,29.18681
pak,1994,28.0543
pak,1995,27.79601
pak,1996,25.76812
pak,1997,24.53634
pak,1998,25.02835
pak,1999,23.42277
pak,2000,23.08253
pak,2001,23.05155
pak,2002,24.92202
pak,2003,28.96255
pak,2004,30.18325
pak,2005,31.65739
pak,2006,31.82646
pak,2007,32.28381
pak,2008,29.78949
pak,2009,29.38917
pak,2010,29.0271
pak,2011,28.48741
pak,2012,26.35029
pak,2013,24.64111
pak,2014,23.84487
pan,1971,11.24498
pan,1972,11.2782
pan,1973,13.69863
pan,1974,13.75839
pan,1975,12.90323
pan,1976,12.94498
pan,1977,14.33225
pan,1978,15.51724
pan,1979,17.32026
pan,1980,19.93127
pan,1981,20.63492
pan,1982,18.24324
pan,1983,15.63422
pan,1984,18.50534
pan,1985,22.47191
pan,1986,24.72727
pan,1987,22.62295
pan,1988,17.99163
pan,1989,18.07229
pan,1990,19.92188
pan,1991,20.73579
pan,1992,18.4136
pan,1993,19.43662
pan,1994,19.8939
pan,1995,20.0489
pan,1996,22.51816
pan,1997,18.43318
pan,1998,15.92593
pan,1999,17.69723
pan,2000,18.64754
pan,2001,18.56899
pan,2002,13.13725
pan,2003,4.03846
pan,2004,14.7448
pan,2005,27.47415
pan,2006,23.07692
pan,2007,21.44928
pan,2008,18.22358
pan,2009,20.97378
pan,2010,20.81448
pan,2011,22
pan,2012,26.53689
pan,2013,26.0385
pan,2014,24.36261
per,1971,25.35761
per,1972,26.49351
per,1973,27.26154
per,1974,26.43021
per,1975,29.95063
per,1976,29.38952
per,1977,29.81298
per,1978,29.15531
per,1979,29.59875
per,1980,28.59245
per,1981,26.9774
per,1982,25.49858
per,1983,24.81711
per,1984,22.70038
per,1985,25.87258
per,1986,24.32712
per,1987,24.36573
per,1988,22.81279
per,1989,21.81347
per,1990,21.31661
per,1991,24.77064
per,1992,21.49871
per,1993,22.97702
per,1994,20.7887
per,1995,22.96137
per,1996,23.02298
per,1997,22.87402
per,1998,24.98976
per,1999,27.07635
per,2000,28.38196
per,2001,27.74353
per,2002,28.36991
per,2003,27.58343
per,2004,27.46871
per,2005,28.19706
per,2006,26.83797
per,2007,29.34325
per,2008,24.71591
per,2009,22.71159
per,2010,18.42297
per,2011,18.34012
per,2012,17.40909
per,2013,19.38002
per,2014,17.51412
phl,1971,21.64276
phl,1972,23.41667
phl,1973,23.11927
phl,1974,22.0819
phl,1975,24.74084
phl,1976,23.64074
phl,1977,23.09582
phl,1978,25.30864
phl,1979,24.73179
phl,1980,24.18242
phl,1981,23.71167
phl,1982,23.17073
phl,1983,24.30923
phl,1984,23.79182
phl,1985,22.42105
phl,1986,22.74108
phl,1987,22.34466
phl,1988,23.8961
phl,1989,21.61202
phl,1990,27.31335
phl,1991,21.88588
phl,1992,20.60769
phl,1993,23.05069
phl,1994,20.19434
phl,1995,22.13487
phl,1996,19.23077
phl,1997,20.21153
phl,1998,17.86486
phl,1999,17.96363
phl,2000,16.85509
phl,2001,13.91099
phl,2002,13.063
phl,2003,14.4182
phl,2004,14.38094
phl,2005,14.5775
phl,2006,16.34366
phl,2007,18.94203
phl,2008,17.62226
phl,2009,15.61931
phl,2010,16.23655
phl,2011,15.88629
phl,2012,14.28038
phl,2013,14.66027
phl,2014,14.50214
pol,1960,17.82982
pol,1961,18.03023
pol,1962,18.75414
pol,1963,18.66186
pol,1964,18.45619
pol,1965,18.90055
pol,1966,19.3868
pol,1967,19.72126
pol,1968,19.11446
pol,1969,18.25788
pol,1970,17.66784
pol,1971,17.62536
pol,1972,17.69418
pol,1973,17.52877
pol,1974,17.18784
pol,1975,17.00156
pol,1976,16.71219
pol,1977,17.29057
pol,1978,16.2256
pol,1979,15.889
pol,1980,15.38425
pol,1981,14.99443
pol,1982,13.55876
pol,1983,13.70544
pol,1984,13.84781
pol,1985,13.18767
pol,1986,13.52077
pol,1987,12.77128
pol,1988,13.01645
pol,1989,12.94854
pol,1990,12.36841
pol,1991,11.39507
pol,1992,10.81649
pol,1993,14.00207
pol,1994,14.55626
pol,1995,18.87466
pol,1996,19.33387
pol,1997,18.8691
pol,1998,17.05911
pol,1999,14.97672
pol,2000,15.68391
pol,2001,13.91708
pol,2002,13.48569
pol,2003,12.72169
pol,2004,12.7876
pol,2005,11.28728
pol,2006,10.81993
pol,2007,11.62328
pol,2008,10.43683
pol,2009,9.4139
pol,2010,9.43169
pol,2011,9.86742
pol,2012,9.67666
pol,2013,9.76787
pol,2014,10.2781
prk,1971,69.14187
prk,1972,68.27393
prk,1973,67.34834
prk,1974,66.35933
prk,1975,65.71683
prk,1976,66.33956
prk,1977,65.93677
prk,1978,65.27836
prk,1979,65.49621
prk,1980,65.34086
prk,1981,64.40571
prk,1982,65.77435
prk,1983,65.95955
prk,1984,66.99895
prk,1985,66.3911
prk,1986,67.05753
prk,1987,66.86683
prk,1988,66.50462
prk,1989,65.40311
prk,1990,67.57682
prk,1991,67.82169
prk,1992,66.11435
prk,1993,66.27687
prk,1994,64.6182
prk,1995,63.17303
prk,1996,61.14422
prk,1997,61.95114
prk,1998,62.30718
prk,1999,62.46921
prk,2000,61.34934
prk,2001,62.01079
prk,2002,61.95164
prk,2003,62.14377
prk,2004,62.18616
prk,2005,62.72401
prk,2006,63.24317
prk,2007,62.54149
prk,2008,62.70247
prk,2009,62.89884
prk,2010,62.82227
prk,2011,61.87893
prk,2012,62.38298
prk,2013,60.79375
prk,2014,61.45503
prt,1960,29.11184
prt,1961,34.43329
prt,1962,30.2391
prt,1963,34.70437
prt,1964,35.47995
prt,1965,35.50974
prt,1966,35.63084
prt,1967,34.80603
prt,1968,31.58974
prt,1969,34.17722
prt,1970,33.4375
prt,1971,32.73106
prt,1972,32.25585
prt,1973,32.73626
prt,1974,34.58738
prt,1975,31.57603
prt,1976,32.31644
prt,1977,35.57333
prt,1978,36.35443
prt,1979,34.59781
prt,1980,32.51896
prt,1981,29.99598
prt,1982,30.32334
prt,1983,28.42348
prt,1984,29.12505
prt,1985,31.10368
prt,1986,25.29369
prt,1987,25.2973
prt,1988,26.62045
prt,1989,21.51899
prt,1990,21.27772
prt,1991,21.06862
prt,1992,18.65689
prt,1993,18.29068
prt,1994,19.43182
prt,1995,17.34435
prt,1996,19.23247
prt,1997,19.59459
prt,1998,20.07685
prt,1999,18.21141
prt,2000,18.79322
prt,2001,17.63076
prt,2002,16.4559
prt,2003,15.21968
prt,2004,13.83583
prt,2005,12.61203
prt,2006,13.25536
prt,2007,14.51849
prt,2008,13.38508
prt,2009,12.19374
prt,2010,13.88013
prt,2011,13.43537
prt,2012,12.24266
prt,2013,12.30277
prt,2014,12.91754
pry,1971,12.2807
pry,1972,14.28571
pry,1973,12.85714
pry,1974,11.9403
pry,1975,12.85714
pry,1976,12.82051
pry,1977,8.92857
pry,1978,7.14286
pry,1979,7.40741
pry,1980,5.92593
pry,1981,6.87023
pry,1982,9.92366
pry,1983,8.8
pry,1984,7.14286
pry,1985,5.6338
pry,1986,6.12245
pry,1987,6.21118
pry,1988,7.6087
pry,1989,6.55738
pry,1990,7.77202
pry,1991,10.10638
pry,1992,11.11111
pry,1993,5.36398
pry,1994,10.74919
pry,1995,7.44986
pry,1996,8.11594
pry,1997,7.5718
pry,1998,7.46269
pry,1999,6.94789
pry,2000,7.92683
pry,2001,7.03812
pry,2002,6.68524
pry,2003,4.31267
pry,2004,5.31915
pry,2005,6.62824
pry,2006,5
pry,2007,2.14477
pry,2008,2.53807
pry,2009,2.19512
pry,2010,3.43348
pry,2011,2.87474
pry,2012,5.15873
pry,2013,2.43408
pry,2014,2.89017
qat,1971,36.60714
qat,1972,36.43725
qat,1973,39.01734
qat,1974,36.33333
qat,1975,40.36511
qat,1976,38.7931
qat,1977,34.81481
qat,1978,29.24282
qat,1979,40.90177
qat,1980,27.7937
qat,1981,37.26415
qat,1982,34.20195
qat,1983,35.35565
qat,1984,37.65258
qat,1985,34.73783
qat,1986,36.69886
qat,1987,34.30782
qat,1988,26.3289
qat,1989,23.69447
qat,1990,25.18101
qat,1991,23.59796
qat,1992,23.73702
qat,1993,23.11722
qat,1994,22.49221
qat,1995,21.92513
qat,1996,21.44073
qat,1997,20.29212
qat,1998,19.63761
qat,1999,18.27051
qat,2000,23.01176
qat,2001,22.02937
qat,2002,28.24859
qat,2003,23.05206
qat,2004,26.18276
qat,2005,22.71084
qat,2006,20.36411
qat,2007,23.35108
qat,2008,21.89781
qat,2009,18.10413
qat,2010,17.61821
qat,2011,13.21958
qat,2012,18.46414
qat,2013,17.55736
qat,2014,17.78121
rou,1971,37.58395
rou,1972,33.07978
rou,1973,31.79952
rou,1974,33.47461
rou,1975,40.48517
rou,1976,42.80036
rou,1977,45.12476
rou,1978,45.45142
rou,1979,44.86907
rou,1980,52.82508
rou,1981,47.1961
rou,1982,47.69623
rou,1983,47.02854
rou,1984,48.48485
rou,1985,39.84102
rou,1986,39.98333
rou,1987,39.33393
rou,1988,39.90918
rou,1989,41.89403
rou,1990,35.88616
rou,1991,32.59578
rou,1992,13.91445
rou,1993,13.62647
rou,1994,23.55821
rou,1995,26.48359
rou,1996,24.73323
rou,1997,22.94666
rou,1998,20.95771
rou,1999,21.26222
rou,2000,21.73006
rou,2001,22.14317
rou,2002,23.28421
rou,2003,21.25773
rou,2004,22.03498
rou,2005,22.55558
rou,2006,20.63575
rou,2007,20.45848
rou,2008,20.20822
rou,2009,16.18691
rou,2010,17.08133
rou,2011,16.45241
rou,2012,16.70271
rou,2013,17.84058
rou,2014,18.2365
rus,1990,11.61365
rus,1991,10.11207
rus,1992,10.2128
rus,1993,9.70504
rus,1994,8.96436
rus,1995,11.92708
rus,1996,10.64297
rus,1997,10.54596
rus,1998,9.51328
rus,1999,9.86699
rus,2000,11.22356
rus,2001,10.69937
rus,2002,10.88474
rus,2003,10.15405
rus,2004,10.28919
rus,2005,10.44437
rus,2006,9.92039
rus,2007,11.14031
rus,2008,11.08615
rus,2009,11.53021
rus,2010,11.65986
rus,2011,11.45787
rus,2012,10.91616
rus,2013,11.64377
rus,2014,12.32122
sau,1971,15.54854
sau,1972,15.96114
sau,1973,20.89977
sau,1974,19.45545
sau,1975,18.5251
sau,1976,15.13514
sau,1977,15.97444
sau,1978,21.29472
sau,1979,31.55393
sau,1980,39.70426
sau,1981,37.92829
sau,1982,35.7103
sau,1983,30.78692
sau,1984,12.3401
sau,1985,10.97809
sau,1986,10.9404
sau,1987,9.71038
sau,1988,10.22768
sau,1989,10.87602
sau,1990,18.63913
sau,1991,17.90551
sau,1992,18.88993
sau,1993,17.36822
sau,1994,19.51599
sau,1995,20.87465
sau,1996,22.62519
sau,1997,20.37145
sau,1998,22.26461
sau,1999,23.1436
sau,2000,22.54338
sau,2001,21.93586
sau,2002,23.51328
sau,2003,23.38228
sau,2004,23.33002
sau,2005,22.73795
sau,2006,23.1418
sau,2007,23.98979
sau,2008,24.48649
sau,2009,23.99051
sau,2010,26.66189
sau,2011,25.51086
sau,2012,25.03129
sau,2013,24.43105
sau,2014,24.10431
sdn,1971,18.38006
sdn,1972,23.75367
sdn,1973,36.12335
sdn,1974,33.72365
sdn,1975,23.05296
sdn,1976,40.43887
sdn,1977,38.34808
sdn,1978,19.15584
sdn,1979,18.15287
sdn,1980,27.79292
sdn,1981,26.25698
sdn,1982,19.02174
sdn,1983,19.46667
sdn,1984,18.01802
sdn,1985,15.32663
sdn,1986,18.11224
sdn,1987,12.66667
sdn,1988,11.18721
sdn,1989,14.17722
sdn,1990,12.66541
sdn,1991,17.9704
sdn,1992,14.44695
sdn,1993,0
sdn,1994,16.7756
sdn,1995,10.20882
sdn,1996,3.90244
sdn,1997,10.65089
sdn,1998,8.87446
sdn,1999,12.37721
sdn,2000,9.67153
sdn,2001,7.47508
sdn,2002,6.03217
sdn,2003,5.89005
sdn,2004,5.7211
sdn,2005,8.51927
sdn,2006,11.12916
sdn,2007,12.22642
sdn,2008,10.04184
sdn,2009,15.56314
sdn,2010,20.24048
sdn,2011,12.69615
sdn,2012,12.23443
sdn,2013,12.71249
sdn,2014,13.11844
sen,1971,26.22951
sen,1972,24.8
sen,1973,24.63768
sen,1974,29.93197
sen,1975,19.25466
sen,1976,27.38095
sen,1977,28.02198
sen,1978,20.45455
sen,1979,22.5641
sen,1980,25.98039
sen,1981,26
sen,1982,25.90674
sen,1983,19.37173
sen,1984,21.07843
sen,1985,20.28302
sen,1986,19.60784
sen,1987,20.77295
sen,1988,19.79695
sen,1989,9.61538
sen,1990,11.26761
sen,1991,11.26761
sen,1992,11.63793
sen,1993,11.9469
sen,1994,12.87554
sen,1995,14.1129
sen,1996,13.07692
sen,1997,13.24042
sen,1998,15.04702
sen,1999,16.61972
sen,2000,14.20455
sen,2001,16.97128
sen,2002,18.36735
sen,2003,15.48556
sen,2004,20.72072
sen,2005,16.88312
sen,2006,13.28829
sen,2007,17.06827
sen,2008,16.66667
sen,2009,17.31844
sen,2010,16.66667
sen,2011,21.24352
sen,2012,19.40035
sen,2013,18.33333
sen,2014,18.3121
sgp,1971,6.93069
sgp,1972,4.15512
sgp,1973,4.6798
sgp,1974,6.02837
sgp,1975,6.87204
sgp,1976,7.56579
sgp,1977,7.17092
sgp,1978,7.06383
sgp,1979,6.94554
sgp,1980,6.48221
sgp,1981,6.43016
sgp,1982,5.35714
sgp,1983,5.16214
sgp,1984,5.35373
sgp,1985,5.36145
sgp,1986,4.69679
sgp,1987,3.54034
sgp,1988,2.53807
sgp,1989,2.32448
sgp,1990,1.51934
sgp,1991,1.37886
sgp,1992,1.46497
sgp,1993,1.38313
sgp,1994,1.42255
sgp,1995,1.251
sgp,1996,1.03869
sgp,1997,0.99581
sgp,1998,0.99892
sgp,1999,0.92593
sgp,2000,7.76353
sgp,2001,8.25404
sgp,2002,8.95884
sgp,2003,11.50118
sgp,2004,12.16557
sgp,2005,13.68199
sgp,2006,14.18495
sgp,2007,14.53577
sgp,2008,15.12071
sgp,2009,21.67121
sgp,2010,22.53839
sgp,2011,22.52888
sgp,2012,22.75892
sgp,2013,24.89187
sgp,2014,24.88967
slv,1971,26.15385
slv,1972,21.05263
slv,1973,25.59524
slv,1974,24.85207
slv,1975,22.91667
slv,1976,23.58974
slv,1977,25.37313
slv,1978,27.72277
slv,1979,29.89691
slv,1980,30
slv,1981,28.66667
slv,1982,25.67568
slv,1983,24.83221
slv,1984,25
slv,1985,21.34146
slv,1986,22.83951
slv,1987,20.5
slv,1988,23.92344
slv,1989,24.01961
slv,1990,23.69668
slv,1991,19.8556
slv,1992,23.02839
slv,1993,20.56338
slv,1994,19.0709
slv,1995,17.28665
slv,1996,17.33668
slv,1997,18.89117
slv,1998,19.3858
slv,1999,20.15504
slv,2000,20.5029
slv,2001,20.14519
slv,2002,20.79566
slv,2003,19.79695
slv,2004,19.05565
slv,2005,18.88
slv,2006,17.79141
slv,2007,19.79769
slv,2008,16.28664
slv,2009,13.95731
slv,2010,14.60481
slv,2011,15.30782
slv,2012,19.10299
slv,2013,11.16928
slv,2014,11.90476
srb,1990,15.81155
srb,1991,13.83203
srb,1992,15.16854
srb,1993,10.42543
srb,1994,10.08727
srb,1995,7.10444
srb,1996,14.84919
srb,1997,13.69037
srb,1998,16.43276
srb,1999,13.2019
srb,2000,12.23256
srb,2001,13.5597
srb,2002,13.44296
srb,2003,15.03543
srb,2004,17.08614
srb,2005,13.86478
srb,2006,14.8821
srb,2007,16.61017
srb,2008,15.70453
srb,2009,9.04314
srb,2010,10.46207
srb,2011,11.14885
srb,2012,10.91194
srb,2013,8.97887
srb,2014,9.34138
ssd,2012,1.38889
ssd,2013,0.68027
ssd,2014,0.65789
sur,2000,46.57534
sur,2001,45.63758
sur,2002,5.55556
sur,2003,5
sur,2004,4.41176
sur,2005,4.24242
sur,2006,4.66667
sur,2007,5.07246
sur,2008,4.92958
sur,2009,4.22535
sur,2010,4.11765
sur,2011,3.35196
sur,2012,3.9801
sur,2013,3.04569
sur,2014,3.51759
svk,1971,43.63262
svk,1972,42.54453
svk,1973,43.1918
svk,1974,43.77539
svk,1975,45.5051
svk,1976,45.17162
svk,1977,46.21312
svk,1978,44.63087
svk,1979,44.20093
svk,1980,31.97133
svk,1981,31.14784
svk,1982,30.07192
svk,1983,30.09672
svk,1984,31.47097
svk,1985,31.39236
svk,1986,30.99981
svk,1987,30.88565
svk,1988,30.78056
svk,1989,31.76821
svk,1990,28.85282
svk,1991,29.82273
svk,1992,29.97768
svk,1993,25.77367
svk,1994,28.67701
svk,1995,25.32751
svk,1996,27.19085
svk,1997,26.25426
svk,1998,24.53259
svk,1999,23.61576
svk,2000,26.6269
svk,2001,22.83191
svk,2002,24.66793
svk,2003,23.47594
svk,2004,22.83899
svk,2005,22.49664
svk,2006,22.92295
svk,2007,23.05968
svk,2008,22.50141
svk,2009,19.6319
svk,2010,19.58912
svk,2011,20.42618
svk,2012,21.99104
svk,2013,22.08936
svk,2014,24.61643
svn,1986,20.10907
svn,1987,19.57447
svn,1988,20.63264
svn,1989,19.51044
svn,1990,19.35007
svn,1991,18.03922
svn,1992,14.77912
svn,1993,13.17771
svn,1994,14.8904
svn,1995,13.07747
svn,1996,12.51682
svn,1997,12.62263
svn,1998,12.02658
svn,1999,13.77163
svn,2000,16.85633
svn,2001,14.1129
svn,2002,12.25977
svn,2003,14.36206
svn,2004,14.56693
svn,2005,15.40453
svn,2006,16.19228
svn,2007,14.53046
svn,2008,13.27381
svn,2009,12.56614
svn,2010,12.16828
svn,2011,11.14712
svn,2012,11.23067
svn,2013,11.74402
svn,2014,13.24451
swe,1960,37.43444
swe,1961,36.10052
swe,1962,33.22778
swe,1963,32.76653
swe,1964,33.95988
swe,1965,32.34312
swe,1966,32.52921
swe,1967,31.54544
swe,1968,32.49717
swe,1969,31.34023
swe,1970,27.01849
swe,1971,27.72495
swe,1972,26.64962
swe,1973,29.51036
swe,1974,29.92939
swe,1975,30.35059
swe,1976,27.18481
swe,1977,25.50983
swe,1978,26.73114
swe,1979,26.58923
swe,1980,26.44685
swe,1981,24.33127
swe,1982,23.50314
swe,1983,23.49409
swe,1984,23.26916
swe,1985,22.15179
swe,1986,20.48797
swe,1987,20.65161
swe,1988,20.52897
swe,1989,20.56092
swe,1990,22.80061
swe,1991,21.38282
swe,1992,23.84975
swe,1993,25.90253
swe,1994,25.52301
swe,1995,26.00141
swe,1996,24.4391
swe,1997,25.06221
swe,1998,24.73344
swe,1999,25.43219
swe,2000,26.22667
swe,2001,23.83187
swe,2002,23.83842
swe,2003,22.61949
swe,2004,23.48441
swe,2005,22.20411
swe,2006,20.87535
swe,2007,21.41428
swe,2008,19.7252
swe,2009,15.0086
swe,2010,17.68028
swe,2011,19.3305
swe,2012,18.88663
swe,2013,18.5077
swe,2014,17.39711
syr,1971,30.01842
syr,1972,18.67704
syr,1973,16.02434
syr,1974,41.54728
syr,1975,39.22518
syr,1976,38.6437
syr,1977,40.75547
syr,1978,39.40887
syr,1979,47.86197
syr,1980,36.2013
syr,1981,32.90043
syr,1982,30.44002
syr,1983,28.28645
syr,1984,26.36116
syr,1985,30.41475
syr,1986,27.32475
syr,1987,24.92644
syr,1988,22.55424
syr,1989,12.25861
syr,1990,10.91109
syr,1991,12.32371
syr,1992,13.79066
syr,1993,14.96815
syr,1994,15.78768
syr,1995,15.97044
syr,1996,15.54192
syr,1997,14.02492
syr,1998,16.17804
syr,1999,15.91904
syr,2000,14.48257
syr,2001,14.27102
syr,2002,13.44221
syr,2003,14.31784
syr,2004,10.59322
syr,2005,11.80543
syr,2006,12.14046
syr,2007,12.63635
syr,2008,12.35735
syr,2009,10.62478
syr,2010,13.11886
syr,2011,12.87777
syr,2012,12.43483
syr,2013,13.60294
syr,2014,13.5292
tgo,1971,0
tgo,1972,0
tgo,1973,0
tgo,1974,0
tgo,1975,0
tgo,1976,0
tgo,1977,0
tgo,1978,0
tgo,1979,0
tgo,1980,0
tgo,1981,0
tgo,1982,0
tgo,1983,0
tgo,1984,0
tgo,1985,0
tgo,1986,0
tgo,1987,0
tgo,1988,0
tgo,1989,0
tgo,1990,3.44828
tgo,1991,11.53846
tgo,1992,2.7027
tgo,1993,0
tgo,1994,18.64407
tgo,1995,12.06897
tgo,1996,17.02128
tgo,1997,15.15152
tgo,1998,14.45783
tgo,1999,27.52294
tgo,2000,27.36842
tgo,2001,26.92308
tgo,2002,23.52941
tgo,2003,13.76147
tgo,2004,16.50485
tgo,2005,9.375
tgo,2006,7.86517
tgo,2007,4.49438
tgo,2008,6.36364
tgo,2009,6.57895
tgo,2010,11.05769
tgo,2011,10.58201
tgo,2012,9.25926
tgo,2013,8.98204
tgo,2014,9.30233
tha,1971,27.03202
tha,1972,26.49152
tha,1973,25.06036
tha,1974,22.04457
tha,1975,23.55724
tha,1976,22.77063
tha,1977,22.10172
tha,1978,20.96667
tha,1979,21.85162
tha,1980,20.33798
tha,1981,20.12289
tha,1982,20.17995
tha,1983,17.80862
tha,1984,17.76783
tha,1985,17.30861
tha,1986,17.12771
tha,1987,17.26
tha,1988,17.31746
tha,1989,18.37413
tha,1990,18.22228
tha,1991,18.2515
tha,1992,19.47443
tha,1993,21.25429
tha,1994,22.50465
tha,1995,22.75098
tha,1996,22.85369
tha,1997,20.41869
tha,1998,19.26869
tha,1999,20.68147
tha,2000,20.23114
tha,2001,21.0375
tha,2002,22.31273
tha,2003,21.54029
tha,2004,22.31051
tha,2005,22.8022
tha,2006,23.9996
tha,2007,19.66196
tha,2008,21.16001
tha,2009,21.60714
tha,2010,22.35352
tha,2011,19.90712
tha,2012,20.3758
tha,2013,20.43241
tha,2014,20.89356
tjk,1990,0
tjk,1991,0
tjk,1992,0
