geo,time,en_atm_noxe_eg_zs
bfa,1984,4.75249
bfa,1985,4.59237
bfa,1986,4.5024
bfa,1987,4.42477
bfa,1988,4.51266
bfa,1989,4.35851
bfa,1990,2.70833
bfa,1991,2.58964
bfa,1992,2.54403
bfa,1993,2.69231
bfa,1994,2.5641
bfa,1995,2.50896
bfa,1996,2.53165
bfa,1997,2.25303
bfa,1998,2.05832
bfa,1999,1.83946
bfa,2000,1.55039
bfa,2001,1.85811
bfa,2002,1.90779
bfa,2003,1.70828
bfa,2004,1.79257
bfa,2005,1.84957
bfa,2006,2.0202
bfa,2007,1.98265
bfa,2008,2.06561
bgd,1970,10.10973
bgd,1971,10.38201
bgd,1972,10.00289
bgd,1973,9.87151
bgd,1974,10.43454
bgd,1975,10.00046
bgd,1976,9.87867
bgd,1977,9.63818
bgd,1978,9.75091
bgd,1979,9.68387
bgd,1980,9.65138
bgd,1981,9.71286
bgd,1982,9.47775
bgd,1983,9.28908
bgd,1984,8.64248
bgd,1985,8.86278
bgd,1986,8.71798
bgd,1987,8.45742
bgd,1988,8.07323
bgd,1989,7.97538
bgd,1990,2.31425
bgd,1991,2.26612
bgd,1992,2.2273
bgd,1993,2.17999
bgd,1994,2.10356
bgd,1995,2.06966
bgd,1996,2.06287
bgd,1997,2.21328
bgd,1998,2.2579
bgd,1999,2.17084
bgd,2000,2.24719
bgd,2001,2.24565
bgd,2002,2.23214
bgd,2003,2.27998
bgd,2004,2.31188
bgd,2005,2.2339
bgd,2006,2.17938
bgd,2007,2.21294
bgd,2008,2.03611
bgr,1970,2.49528
bgr,1971,2.5086
bgr,1972,2.44446
bgr,1973,2.47012
bgr,1974,2.33056
bgr,1975,2.14505
bgr,1976,2.10466
bgr,1977,2.04534
bgr,1978,2.27027
bgr,1979,2.28357
bgr,1980,2.30356
bgr,1981,2.22912
bgr,1982,2.32696
bgr,1983,2.28524
bgr,1984,2.39711
bgr,1985,2.44276
bgr,1986,2.49045
bgr,1987,2.55622
bgr,1988,3.2728
bgr,1989,4.95916
bgr,1990,6.07867
bgr,1991,5.04202
bgr,1992,6.41509
bgr,1993,7.43982
bgr,1994,6.92641
bgr,1995,7.30594
bgr,1996,7.14286
bgr,1997,7.1599
bgr,1998,8.61111
bgr,1999,8.63095
bgr,2000,7.71277
bgr,2001,7.57576
bgr,2002,6.84932
bgr,2003,7.14286
bgr,2004,7.09382
bgr,2005,8.02005
bgr,2006,10.42945
bgr,2007,9.39227
bgr,2008,8.15789
bhr,1970,19.22181
bhr,1971,18.86546
bhr,1972,19.31988
bhr,1973,19.10219
bhr,1974,20.00086
bhr,1975,19.59522
bhr,1976,20.11009
bhr,1977,20.35701
bhr,1978,20.82046
bhr,1979,20.19331
bhr,1980,20.33395
bhr,1981,19.68694
bhr,1982,20.23829
bhr,1983,19.74101
bhr,1984,19.90882
bhr,1985,20.02495
bhr,1986,17.89267
bhr,1987,19.4509
bhr,1988,19.11614
bhr,1989,18.90376
bhr,1990,25
bhr,1991,25
bhr,1992,25
bhr,1993,25
bhr,1994,33.33333
bhr,1995,33.33333
bhr,1996,25
bhr,1997,25
bhr,1998,25
bhr,1999,50
bhr,2000,50
bhr,2001,50
bhr,2002,40
bhr,2003,33.33333
bhr,2004,28.57143
bhr,2005,28.57143
bhr,2006,28.57143
bhr,2007,33.33333
bhr,2008,42.85714
bhs,1970,19.95638
bhs,1971,20.44765
bhs,1972,22.16578
bhs,1973,21.89582
bhs,1974,21.39898
bhs,1975,22.7042
bhs,1976,21.21619
bhs,1977,21.83573
bhs,1978,22.65344
bhs,1979,23.85363
bhs,1980,21.26678
bhs,1981,24.69335
bhs,1982,22.17731
bhs,1983,22.98513
bhs,1984,26.15393
bhs,1985,25.27344
bhs,1986,24.97498
bhs,1987,24.33779
bhs,1988,22.99748
bhs,1989,24.52779
bhs,1990,60
bhs,1991,60
bhs,1992,60
bhs,1993,75
bhs,1994,50
bhs,1995,40
bhs,1996,40
bhs,1997,40
bhs,1998,50
bhs,1999,60
bhs,2000,60
bhs,2001,60
bhs,2002,60
bhs,2003,60
bhs,2004,57.14286
bhs,2005,66.66667
bhs,2006,66.66667
bhs,2007,66.66667
bhs,2008,42.85714
bih,1970,6.82593
bih,1971,6.7426
bih,1972,6.26636
bih,1973,6.5304
bih,1974,6.81659
bih,1975,5.57772
bih,1976,5.12599
bih,1977,5.54884
bih,1978,5.67597
bih,1979,5.37962
bih,1980,6.56229
bih,1981,5.24752
bih,1982,6.22424
bih,1983,7.10647
bih,1984,6.68014
bih,1985,7.33533
bih,1986,7.36016
bih,1987,7.38147
bih,1988,7.63423
bih,1989,7.74227
bih,1990,11.60714
bih,1991,26.66667
bih,1992,3.57143
bih,1993,1.35135
bih,1994,1.53846
bih,1995,1.81818
bih,1996,8
bih,1997,6.55738
bih,1998,7.69231
bih,1999,7.14286
bih,2000,8.23529
bih,2001,14.28571
bih,2002,13.41463
bih,2003,14.28571
bih,2004,10.41667
bih,2005,10
bih,2006,8.98876
bih,2007,7.95455
bih,2008,7.40741
blr,1970,4.5676
blr,1971,4.37607
blr,1972,4.52984
blr,1973,4.56595
blr,1974,4.51017
blr,1975,5.67877
blr,1976,5.90842
blr,1977,6.08772
blr,1978,6.2658
blr,1979,6.43155
blr,1980,6.53955
blr,1981,6.76013
blr,1982,6.71188
blr,1983,6.42259
blr,1984,6.40949
blr,1985,6.26461
blr,1986,6.25801
blr,1987,6.20445
blr,1988,6.42658
blr,1989,6.77566
blr,1990,3.42466
blr,1991,3.63636
blr,1992,3.90207
blr,1993,3.62776
blr,1994,2.90939
blr,1995,2.61163
blr,1996,2.77311
blr,1997,2.68231
blr,1998,2.78481
blr,1999,2.54453
blr,2000,2.66323
blr,2001,7.58564
blr,2002,1.78731
blr,2003,1.66229
blr,2004,1.71674
blr,2005,1.75
blr,2006,1.76565
blr,2007,1.78571
blr,2008,1.79407
blz,1970,4.17686
blz,1971,4.16245
blz,1972,4.25844
blz,1973,4.35769
blz,1974,4.19759
blz,1975,4.15881
blz,1976,4.2343
blz,1977,4.57772
blz,1978,4.8897
blz,1979,4.09866
blz,1980,4.48888
blz,1981,5.1736
blz,1982,4.26421
blz,1983,5.45625
blz,1984,5.54814
blz,1985,5.28088
blz,1986,5.08882
blz,1987,4.5447
blz,1988,3.9644
blz,1989,4.70736
blz,1990,9.09091
blz,1991,9.09091
blz,1992,8.33333
blz,1993,9.09091
blz,1994,9.09091
blz,1995,10
blz,1996,10
blz,1997,10
blz,1998,9.09091
blz,1999,9.09091
blz,2000,9.09091
blz,2001,18.18182
blz,2002,11.11111
blz,2003,8.33333
blz,2004,16.66667
blz,2005,14.28571
blz,2006,15.38462
blz,2007,14.28571
blz,2008,7.69231
bmu,1970,23.17475
bmu,1971,22.93064
bmu,1972,26.08821
bmu,1973,25.50538
bmu,1974,21.28451
bmu,1975,22.36854
bmu,1976,20.48118
bmu,1977,21.06219
bmu,1978,20.03847
bmu,1979,19.73855
bmu,1980,17.82484
bmu,1981,22.00236
bmu,1982,22.01935
bmu,1983,22.77032
bmu,1984,28.74842
bmu,1985,27.84997
bmu,1986,27.34741
bmu,1987,27.21427
bmu,1988,25.97011
bmu,1989,27.56862
bol,1970,0.22543
bol,1971,0.3606
bol,1972,0.32161
bol,1973,0.40282
bol,1974,0.35565
bol,1975,0.34369
bol,1976,0.3536
bol,1977,0.47018
bol,1978,0.40901
bol,1979,0.37595
bol,1980,0.51157
bol,1981,0.64411
bol,1982,0.59826
bol,1983,0.57978
bol,1984,0.78406
bol,1985,0.73874
bol,1986,0.69696
bol,1987,0.5536
bol,1988,0.59566
bol,1989,0.6438
bol,1990,1.79641
bol,1991,1.94553
bol,1992,1.90476
bol,1993,1.85874
bol,1994,1.98556
bol,1995,1.94004
bol,1996,2.01097
bol,1997,1.94004
bol,1998,1.82724
bol,1999,1.73228
bol,2000,1.81818
bol,2001,1.82421
bol,2002,1.5942
bol,2003,1.81818
bol,2004,1.61074
bol,2005,1.5
bol,2006,1.69492
bol,2007,1.83007
bol,2008,1.82529
bra,1970,2.39896
bra,1971,2.87523
bra,1972,2.64241
bra,1973,3.06064
bra,1974,2.89437
bra,1975,2.71515
bra,1976,2.47944
bra,1977,2.77658
bra,1978,2.59561
bra,1979,2.64776
bra,1980,2.54451
bra,1981,2.64295
bra,1982,2.59342
bra,1983,2.68895
bra,1984,3.03993
bra,1985,3.08749
bra,1986,2.95686
bra,1987,2.68606
bra,1988,2.95352
bra,1989,2.8892
bra,1990,3.94971
bra,1991,4.76276
bra,1992,4.61062
bra,1993,4.49438
bra,1994,4.43697
bra,1995,3.74229
bra,1996,4.69604
bra,1997,4.6962
bra,1998,4.43906
bra,1999,4.45178
bra,2000,4.54947
bra,2001,4.3545
bra,2002,4.26031
bra,2003,4.33623
bra,2004,4.28016
bra,2005,4.7616
bra,2006,5.08222
bra,2007,5.16843
bra,2008,5.65497
brb,1970,4.62473
brb,1971,5.1083
brb,1972,5.13773
brb,1973,5.56273
brb,1974,5.69375
brb,1975,6.68364
brb,1976,6.06017
brb,1977,6.2728
brb,1978,6.27059
brb,1979,6.24876
brb,1980,5.99111
brb,1981,6.75183
brb,1982,6.70364
brb,1983,7.47682
brb,1984,8.43277
brb,1985,8.73724
brb,1986,8.53161
brb,1987,7.62401
brb,1988,6.65521
brb,1989,6.56729
brb,1990,16.66667
brb,1991,16.66667
brb,1992,16.66667
brb,1993,16.66667
brb,1994,16.66667
brb,1995,16.66667
brb,1996,16.66667
brb,1997,16.66667
brb,1998,16.66667
brb,1999,16.66667
brb,2000,16.66667
brb,2001,16.66667
brb,2002,20
brb,2003,20
brb,2004,16.66667
brb,2005,20
brb,2006,20
brb,2007,20
brb,2008,20
brn,1970,1.78867
brn,1971,2.47819
brn,1972,2.35126
brn,1973,1.79414
brn,1974,2.58904
brn,1975,2.32154
brn,1976,2.39977
brn,1977,1.52695
brn,1978,1.47623
brn,1979,1.38012
brn,1980,1.2964
brn,1981,0.99287
brn,1982,1.19707
brn,1983,0.68388
brn,1984,0.974
brn,1985,1.20182
brn,1986,1.11738
brn,1987,0.83839
brn,1988,1.11194
brn,1989,1.63559
brn,1990,12.5
brn,1991,22.22222
brn,1992,22.22222
brn,1993,25
brn,1994,25
brn,1995,22.22222
brn,1996,22.22222
brn,1997,22.22222
brn,1998,20
brn,1999,18.18182
brn,2000,18.18182
brn,2001,16.66667
brn,2002,18.18182
brn,2003,16.66667
brn,2004,16.66667
brn,2005,16.66667
brn,2006,23.07692
brn,2007,23.07692
brn,2008,23.07692
btn,1970,44.11427
btn,1971,44.0947
btn,1972,43.74472
btn,1973,43.84715
btn,1974,43.80103
btn,1975,42.96227
btn,1976,42.39724
btn,1977,42.38277
btn,1978,42.90437
btn,1979,43.12958
btn,1980,43.07644
btn,1981,42.31191
btn,1982,41.81657
btn,1983,41.15358
btn,1984,40.45662
btn,1985,40.2181
btn,1986,40.09094
btn,1987,39.01435
btn,1988,40.25964
btn,1989,40.11889
btn,1990,31.25
btn,1991,31.25
btn,1992,31.25
btn,1993,31.25
btn,1994,31.25
btn,1995,29.41176
btn,1996,29.41176
btn,1997,35.29412
btn,1998,35.29412
btn,1999,33.33333
btn,2000,35.29412
btn,2001,37.5
btn,2002,35.29412
btn,2003,35.29412
btn,2004,35.29412
btn,2005,33.33333
btn,2006,33.33333
btn,2007,38.88889
btn,2008,41.17647
bwa,1970,0.22367
bwa,1971,0.45689
bwa,1972,0.3993
bwa,1973,0.37448
bwa,1974,0.43861
bwa,1975,0.38968
bwa,1976,0.47057
bwa,1977,0.43362
bwa,1978,0.44475
bwa,1979,0.35355
bwa,1980,0.42506
bwa,1981,0.48544
bwa,1982,0.4354
bwa,1983,0.45516
bwa,1984,0.63087
bwa,1985,0.69772
bwa,1986,0.76839
bwa,1987,0.533
bwa,1988,0.9119
bwa,1989,0.82404
bwa,1990,5.01044
bwa,1991,5.62771
bwa,1992,6
bwa,1993,6.37813
bwa,1994,6.35965
bwa,1995,6.35246
bwa,1996,5.94406
bwa,1997,6.78899
bwa,1998,8.06452
bwa,1999,8.82957
bwa,2000,9.76645
bwa,2001,7.94473
bwa,2002,7.69231
bwa,2003,19.74249
bwa,2004,17.69231
bwa,2005,14.60317
bwa,2006,11.40143
bwa,2007,15.9375
bwa,2008,6.87419
caf,1970,0.0833
caf,1971,0.08952
caf,1972,0.09446
caf,1973,0.08759
caf,1974,0.14069
caf,1975,0.12631
caf,1976,0.12227
caf,1977,0.09728
caf,1978,0.13286
caf,1979,0.12001
caf,1980,0.08877
caf,1981,0.12307
caf,1982,0.10176
caf,1983,0.12002
caf,1984,0.12927
caf,1985,0.15771
caf,1986,0.15908
caf,1987,0.15048
caf,1988,0.17181
caf,1989,0.14763
caf,1990,57.46032
caf,1991,57.90289
caf,1992,58.59098
caf,1993,59.25373
caf,1994,53.60735
caf,1995,54.18994
caf,1996,52.53756
caf,1997,53.03514
caf,1998,51.57257
caf,1999,54.74882
caf,2000,52.23116
caf,2001,56.10338
caf,2002,58.63808
caf,2003,52.43531
caf,2004,55.03437
caf,2005,53.62839
caf,2006,53.83703
caf,2007,53.87324
caf,2008,52.80516
can,1970,192.22693
can,1971,10.85969
can,1972,12.92317
can,1973,14.2269
can,1974,14.3558
can,1975,14.42783
can,1976,12.70977
can,1977,13.45118
can,1978,14.69925
can,1979,12.1793
can,1980,11.46313
can,1981,10.96862
can,1982,13.42442
can,1983,13.36574
can,1984,12.73043
can,1985,12.49913
can,1986,13.64443
can,1987,13.94888
can,1988,14.67249
can,1989,10.48035
can,1990,15.09836
can,1991,14.7094
can,1992,14.82881
can,1993,14.8623
can,1994,15.11602
can,1995,15.19042
can,1996,15.02676
can,1997,16.35193
can,1998,18.58387
can,1999,21.09777
can,2000,22.57325
can,2001,23.46441
can,2002,23.08267
can,2003,22.9468
can,2004,21.28561
can,2005,20.34682
can,2006,21.51735
can,2007,19.30238
can,2008,18.30853
che,1970,8.71253
che,1971,9.25613
che,1972,9.25533
che,1973,9.21747
che,1974,8.57485
che,1975,8.39357
che,1976,8.38552
che,1977,8.36725
che,1978,8.59515
che,1979,8.62206
che,1980,8.91609
che,1981,9.38945
che,1982,10.04166
che,1983,10.35347
che,1984,10.89008
che,1985,11.43902
che,1986,12.09844
che,1987,12.56697
che,1988,13.21846
che,1989,13.43019
che,1990,11.52416
che,1991,12.31343
che,1992,12.83019
che,1993,12.26054
che,1994,12.26054
che,1995,12.69231
che,1996,13.51351
che,1997,13.94422
che,1998,14
che,1999,14.52282
che,2000,14.28571
che,2001,13.69295
che,2002,13.9738
che,2003,13.71681
che,2004,11.65919
che,2005,11.45374
che,2006,10.96491
che,2007,10.71429
che,2008,10.82251
chl,1970,4.53414
chl,1971,4.82194
chl,1972,4.59245
chl,1973,4.63063
chl,1974,4.35179
chl,1975,4.11253
chl,1976,4.29214
chl,1977,4.32308
chl,1978,4.38442
chl,1979,4.31912
chl,1980,4.32337
chl,1981,4.32316
chl,1982,4.09892
chl,1983,4.35253
chl,1984,4.60462
chl,1985,4.68786
chl,1986,4.51986
chl,1987,4.32278
chl,1988,4.76675
chl,1989,5.12531
chl,1990,10.08403
chl,1991,10.69182
chl,1992,10.86519
chl,1993,10.96154
chl,1994,9.42699
chl,1995,9.45709
chl,1996,9.54774
chl,1997,9.87055
