geo,time,en_atm_noxe_eg_zs
abw,1970,20.13799
abw,1971,20.12511
abw,1972,19.93066
abw,1973,20.67173
abw,1974,20.56787
abw,1975,20.5255
abw,1976,22.73764
abw,1977,21.62801
abw,1978,24.57697
abw,1979,25.25116
abw,1980,24.72545
abw,1981,24.67595
abw,1982,24.4143
abw,1983,24.84703
abw,1984,24.86035
abw,1985,23.74381
abw,1986,23.13825
abw,1987,23.37866
abw,1988,20.39168
abw,1989,19.90981
afg,1970,4.82361
afg,1971,4.86361
afg,1972,5.65223
afg,1973,5.25506
afg,1974,5.02832
afg,1975,4.83525
afg,1976,4.75073
afg,1977,4.64973
afg,1978,4.82735
afg,1979,4.91942
afg,1980,4.92647
afg,1981,5.0361
afg,1982,4.87628
afg,1983,5.04007
afg,1984,4.62919
afg,1985,4.30235
afg,1986,4.01446
afg,1987,3.85883
afg,1988,3.81432
afg,1989,3.78862
afg,1990,12.30769
afg,1991,10.94225
afg,1992,9.6875
afg,1993,8.4375
afg,1994,7.35786
afg,1995,5.88235
afg,1996,5.16717
afg,1997,4.73538
afg,1998,4.12371
afg,1999,3.61446
afg,2000,4.14365
afg,2001,4.65839
afg,2002,4.05405
afg,2003,3.90625
afg,2004,3.93701
afg,2005,3.77834
afg,2006,9.85222
afg,2007,15.29412
afg,2008,18.99791
ago,1970,0.29457
ago,1971,0.52691
ago,1972,0.52654
ago,1973,0.50307
ago,1974,0.5982
ago,1975,0.5149
ago,1976,0.60389
ago,1977,0.56007
ago,1978,0.57545
ago,1979,0.43369
ago,1980,0.57588
ago,1981,0.71493
ago,1982,0.6291
ago,1983,0.6624
ago,1984,1.10072
ago,1985,1.13737
ago,1986,1.21937
ago,1987,0.74452
ago,1988,1.33617
ago,1989,1.09261
ago,1990,0.26247
ago,1991,0.26195
ago,1992,0.2611
ago,1993,0.26195
ago,1994,0.26281
ago,1995,0.26298
ago,1996,0.3655
ago,1997,0.37202
ago,1998,0.33647
ago,1999,0.3639
ago,2000,0.35311
ago,2001,0.41379
ago,2002,0.38217
ago,2003,0.38889
ago,2004,0.38653
ago,2005,0.44893
ago,2006,0.54678
ago,2007,0.56754
ago,2008,0.65868
alb,1970,4.4801
alb,1971,4.39626
alb,1972,4.62109
alb,1973,4.18311
alb,1974,4.20666
alb,1975,4.27609
alb,1976,3.94009
alb,1977,3.71353
alb,1978,3.34664
alb,1979,3.63852
alb,1980,3.66594
alb,1981,3.17739
alb,1982,3.3521
alb,1983,2.99185
alb,1984,3.30139
alb,1985,3.16096
alb,1986,2.97635
alb,1987,3.09042
alb,1988,3.10189
alb,1989,2.70397
alb,1990,4.40252
alb,1991,4.95868
alb,1992,5.30973
alb,1993,4.2735
alb,1994,2.91971
alb,1995,2.25564
alb,1996,2.52101
alb,1997,3.53982
alb,1998,3.4188
alb,1999,4.46429
alb,2000,4.23729
alb,2001,5.21739
alb,2002,4.65116
alb,2003,4.58015
alb,2004,5.51181
alb,2005,5.46875
alb,2006,5.7377
alb,2007,5.7377
alb,2008,6.14035
and,1970,0
and,1971,0
and,1972,0
and,1973,0
and,1974,0
and,1975,0
and,1976,0
and,1977,0
and,1978,0
and,1979,0
and,1980,0
and,1981,0
and,1982,0
and,1983,0
and,1984,0
and,1985,0
and,1986,0
and,1987,0
and,1988,0
and,1989,0
are,1970,47.2031
are,1971,50.8223
are,1972,51.03934
are,1973,52.7129
are,1974,51.42954
are,1975,51.9029
are,1976,57.03953
are,1977,52.31993
are,1978,51.62172
are,1979,40.22422
are,1980,35.60733
are,1981,30.01171
are,1982,27.91244
are,1983,26.34008
are,1984,20.03435
are,1985,18.46513
are,1986,15.01133
are,1987,13.0126
are,1988,12.54068
are,1989,11.65528
are,1990,82.05128
are,1991,80.83832
are,1992,79.77528
are,1993,79.14439
are,1994,78.28283
are,1995,80
are,1996,81.29771
are,1997,82.53425
are,1998,83.59133
are,1999,84.22535
are,2000,85.19481
are,2001,84.98728
are,2002,83.53808
are,2003,83.17308
are,2004,83.21513
are,2005,82.67898
are,2006,82.81938
are,2007,82.98319
are,2008,82.63473
arg,1970,2.18365
arg,1971,2.29402
arg,1972,2.22189
arg,1973,2.30064
arg,1974,2.42639
arg,1975,2.33934
arg,1976,2.34269
arg,1977,2.44545
arg,1978,2.50968
arg,1979,2.64539
arg,1980,2.70164
arg,1981,2.76992
arg,1982,2.77998
arg,1983,2.74358
arg,1984,2.78153
arg,1985,3.22265
arg,1986,2.65026
arg,1987,2.60451
arg,1988,2.69512
arg,1989,2.48511
arg,1990,1.71783
arg,1991,1.80893
arg,1992,1.88366
arg,1993,1.99326
arg,1994,2.0202
arg,1995,2.17865
arg,1996,2.29606
arg,1997,2.4325
arg,1998,2.5378
arg,1999,2.62594
arg,2000,2.5602
arg,2001,2.54388
arg,2002,2.48183
arg,2003,2.23795
arg,2004,2.20555
arg,2005,2.20487
arg,2006,2.24794
arg,2007,2.26025
arg,2008,2.43637
arm,1970,1.64679
arm,1971,1.55671
arm,1972,1.61727
arm,1973,1.7188
arm,1974,1.81296
arm,1975,2.20123
arm,1976,2.32489
arm,1977,2.32903
arm,1978,2.3598
arm,1979,2.42087
arm,1980,2.50599
arm,1981,2.52526
arm,1982,2.47604
arm,1983,2.34906
arm,1984,2.27453
arm,1985,2.21432
arm,1986,2.23864
arm,1987,2.20132
arm,1988,2.29519
arm,1989,2.3445
arm,1990,6.81818
arm,1991,7.22892
arm,1992,6.66667
arm,1993,7.69231
arm,1994,6.89655
arm,1995,7.01754
arm,1996,5.26316
arm,1997,5.35714
arm,1998,3.7037
arm,1999,3.84615
arm,2000,3.77358
arm,2001,3.7037
arm,2002,3.1746
arm,2003,3.27869
arm,2004,3.0303
arm,2005,3.125
arm,2006,2.10526
arm,2007,3.79747
arm,2008,5.12821
asm,1970,0.02105
asm,1971,0.02142
asm,1972,0.02263
asm,1973,0.02225
asm,1974,0.0181
asm,1975,0.01673
asm,1976,0.01658
asm,1977,0.01586
asm,1978,0.01235
asm,1979,0.05082
asm,1980,0.02229
asm,1981,0.02413
asm,1982,0.06249
asm,1983,0.05635
asm,1984,0.04571
asm,1985,0.03683
asm,1986,0.02882
asm,1987,0.02195
asm,1988,0.01598
asm,1989,0.01314
atg,1970,9.33027
atg,1971,10.04852
atg,1972,10.84278
atg,1973,10.91871
atg,1974,10.29468
atg,1975,11.0763
atg,1976,10.39172
atg,1977,10.30369
atg,1978,9.51858
atg,1979,8.48003
atg,1980,7.50532
atg,1981,8.94822
atg,1982,9.71557
atg,1983,8.48043
atg,1984,10.7311
atg,1985,9.09143
atg,1986,9.34758
atg,1987,9.34079
atg,1988,9.80785
atg,1989,10.58624
atg,1990,50
atg,1991,50
atg,1992,50
atg,1993,50
atg,1994,50
atg,1995,50
atg,1996,50
atg,1997,50
atg,1998,50
atg,1999,50
atg,2000,50
atg,2001,50
atg,2002,50
atg,2003,50
atg,2004,50
atg,2005,33.33333
atg,2006,33.33333
atg,2007,33.33333
atg,2008,33.33333
aus,1970,2.55481
aus,1971,2.66774
aus,1972,2.23481
aus,1973,3.13987
aus,1974,2.7834
aus,1975,2.61065
aus,1976,2.28531
aus,1977,2.5201
aus,1978,3.08556
aus,1979,2.63221
aus,1980,2.59925
aus,1981,3.61649
aus,1982,3.04242
aus,1983,3.47688
aus,1984,3.58666
aus,1985,2.84006
aus,1986,3.23509
aus,1987,3.81295
aus,1988,3.8865
aus,1989,3.82461
aus,1990,2.52791
aus,1991,2.62304
aus,1992,2.73038
aus,1993,2.92144
aus,1994,3.0323
aus,1995,3.2224
aus,1996,3.61532
aus,1997,3.84002
aus,1998,3.83569
aus,1999,3.24718
aus,2000,3.10156
aus,2001,2.92312
aus,2002,3.33855
aus,2003,5.92402
aus,2004,4.41262
aus,2005,6.0558
aus,2006,4.59227
aus,2007,4.92014
aus,2008,6.16747
aut,1970,4.22386
aut,1971,4.22236
aut,1972,4.36242
aut,1973,4.37047
aut,1974,3.99858
aut,1975,4.05941
aut,1976,4.1593
aut,1977,4.09452
aut,1978,4.2519
aut,1979,4.52631
aut,1980,6.17175
aut,1981,6.34755
aut,1982,6.89009
aut,1983,7.09795
aut,1984,7.43487
aut,1985,8.07283
aut,1986,8.59956
aut,1987,9.17662
aut,1988,9.7627
aut,1989,10.21284
aut,1990,8.77551
aut,1991,9.5723
aut,1992,9.78723
aut,1993,9.89247
aut,1994,10
aut,1995,10.45752
aut,1996,10.66098
aut,1997,10.77586
aut,1998,10.79914
aut,1999,11.01512
aut,2000,11.11111
aut,2001,11.88341
aut,2002,12.18391
aut,2003,12.4424
aut,2004,14.51187
aut,2005,15
aut,2006,15.38462
aut,2007,15.84699
aut,2008,15.30343
aze,1970,1.27636
aze,1971,1.21483
aze,1972,1.2824
aze,1973,1.3646
aze,1974,1.4613
aze,1975,1.68431
aze,1976,1.78838
aze,1977,1.79705
aze,1978,1.85303
aze,1979,1.91734
aze,1980,1.97997
aze,1981,2.08048
aze,1982,2.08373
aze,1983,2.01515
aze,1984,1.98006
aze,1985,1.99503
aze,1986,2.02229
aze,1987,1.99015
aze,1988,2.15307
aze,1989,2.19443
aze,1990,2.10526
aze,1991,2.06186
aze,1992,1.96078
aze,1993,2.97872
aze,1994,3.58744
aze,1995,4.46429
aze,1996,4.16667
aze,1997,3.96476
aze,1998,3.47826
aze,1999,3.37553
aze,2000,2.94118
aze,2001,2.72374
aze,2002,2.60223
aze,2003,2.52708
aze,2004,2.06897
aze,2005,2.0339
aze,2006,1.94805
aze,2007,1.93548
aze,2008,1.82371
bdi,1970,9.98772
bdi,1971,9.72279
bdi,1972,9.76859
bdi,1973,9.239
bdi,1974,9.69763
bdi,1975,9.20601
bdi,1976,9.18679
bdi,1977,9.20952
bdi,1978,9.7086
bdi,1979,9.80356
bdi,1980,11.25345
bdi,1981,12.73447
bdi,1982,13.23756
bdi,1983,13.52037
bdi,1984,14.55132
bdi,1985,14.22077
bdi,1986,13.48706
bdi,1987,14.17872
bdi,1988,13.98355
bdi,1989,15.53632
bdi,1990,13.44538
bdi,1991,14.16667
bdi,1992,13.93443
bdi,1993,14.7541
bdi,1994,15.38462
bdi,1995,14.7541
bdi,1996,14.87603
bdi,1997,14.7541
bdi,1998,13.95349
bdi,1999,13.63636
bdi,2000,13.53383
bdi,2001,14.07407
bdi,2002,14.81481
bdi,2003,15.21739
bdi,2004,15.49296
bdi,2005,15.86207
bdi,2006,15.33333
bdi,2007,15.23179
bdi,2008,14.64968
bel,1970,5.11411
bel,1971,4.58186
bel,1972,4.74114
bel,1973,4.8189
bel,1974,4.13915
bel,1975,4.76157
bel,1976,4.89083
bel,1977,4.56263
bel,1978,4.65317
bel,1979,4.78136
bel,1980,4.25478
bel,1981,3.83105
bel,1982,4.01453
bel,1983,3.54371
bel,1984,3.3294
bel,1985,3.46443
bel,1986,3.74261
bel,1987,3.87717
bel,1988,4.33977
bel,1989,4.45284
bel,1990,7.59804
bel,1991,8.25123
bel,1992,9.00901
bel,1993,8.875
bel,1994,8.67526
bel,1995,8.31461
bel,1996,8.07651
bel,1997,8.24176
bel,1998,8.16104
bel,1999,7.89474
bel,2000,9.53608
bel,2001,9.46667
bel,2002,8.73908
bel,2003,9.94475
bel,2004,9.82265
bel,2005,8.46262
bel,2006,10.01642
bel,2007,12.02186
bel,2008,13.53791
ben,1970,3.00599
ben,1971,3.1003
ben,1972,3.12165
ben,1973,2.85042
ben,1974,3.70481
ben,1975,3.4531
ben,1976,3.31846
ben,1977,2.81779
ben,1978,3.33337
ben,1979,3.03855
ben,1980,2.42912
ben,1981,2.89595
ben,1982,2.5255
ben,1983,2.74279
ben,1984,2.75791
ben,1985,3.03361
ben,1986,3.10845
ben,1987,3.03531
ben,1988,3.32102
ben,1989,3.09442
ben,1990,6.54762
ben,1991,6.32184
ben,1992,6.77966
ben,1993,6.66667
ben,1994,6.28272
ben,1995,7.02703
ben,1996,6.10329
ben,1997,5.8296
ben,1998,5.60345
ben,1999,5.70175
ben,2000,5.7377
ben,2001,6.96517
ben,2002,6.03448
ben,2003,7.17703
ben,2004,7.5
ben,2005,6.25
ben,2006,7.76256
ben,2007,8.29694
ben,2008,10
bfa,1970,4.6231
bfa,1971,4.77203
bfa,1972,5.06619
bfa,1973,5.13865
bfa,1974,5.85406
bfa,1975,5.60845
bfa,1976,5.41212
bfa,1977,4.99706
bfa,1978,5.42305
bfa,1979,5.12418
bfa,1980,4.61139
bfa,1981,5.01725
bfa,1982,4.50814
bfa,1983,4.70111
