geo,time,en_atm_noxe_zg
bfa,1998,24.00071
bfa,1999,26.86468
bfa,2000,32.60517
bfa,2001,36.62447
bfa,2002,33.31341
bfa,2003,40.55819
bfa,2004,48.4426
bfa,2005,55.17832
bfa,2006,57.76194
bfa,2007,81.53026
bfa,2008,73.1995
bfa,2009,79.0241
bfa,2010,71.87449
bfa,2011,73.59324
bfa,2012,75.31198
bgd,1991,12.07498
bgd,1992,15.7298
bgd,1993,20.94806
bgd,1994,26.83047
bgd,1995,32.4406
bgd,1996,38.06891
bgd,1997,30.09131
bgd,1998,31.97315
bgd,1999,30.11216
bgd,2000,28.19875
bgd,2001,26.37106
bgd,2002,25.76546
bgd,2003,27.96914
bgd,2004,30.81554
bgd,2005,32.31527
bgd,2006,33.51498
bgd,2007,35.64289
bgd,2008,37.63437
bgd,2009,50.74068
bgd,2010,61.46518
bgd,2011,63.07983
bgd,2012,64.69448
bgr,1991,-16.15967
bgr,1992,-37.00902
bgr,1993,-46.43619
bgr,1994,-44.29041
bgr,1995,-7.72499
bgr,1996,-6.48947
bgr,1997,-17.25746
bgr,1998,-45.32402
bgr,1999,-51.45447
bgr,2000,-45.68104
bgr,2001,-48.72871
bgr,2002,-57.48163
bgr,2003,-57.99777
bgr,2004,-55.00725
bgr,2005,-57.81926
bgr,2006,-59.4606
bgr,2007,-59.47029
bgr,2008,-59.16074
bgr,2009,-59.05544
bgr,2010,-51.6995
bgr,2011,-50.80223
bgr,2012,-49.90496
bhr,1991,-1.15323
bhr,1992,6.14373
bhr,1993,5.71575
bhr,1994,7.29482
bhr,1995,7.76551
bhr,1996,12.02776
bhr,1997,12.9354
bhr,1998,28.39936
bhr,1999,21.9716
bhr,2000,25.58035
bhr,2001,28.29044
bhr,2002,40.58302
bhr,2003,44.90294
bhr,2004,49.73113
bhr,2005,60.26994
bhr,2006,61.39242
bhr,2007,68.10037
bhr,2008,65.7307
bhr,2009,67.76765
bhr,2010,77.30187
bhr,2011,79.07489
bhr,2012,80.84791
bhs,1991,-2.5355
bhs,1992,-5.81087
bhs,1993,-12.14546
bhs,1994,-5.46483
bhs,1995,14.28193
bhs,1996,26.72198
bhs,1997,23.94592
bhs,1998,55.01203
bhs,1999,34.04895
bhs,2000,34.143
bhs,2001,31.89014
bhs,2002,35.26994
bhs,2003,48.16098
bhs,2004,55.08892
bhs,2005,58.98466
bhs,2006,68.78842
bhs,2007,77.937
bhs,2008,87.68308
bhs,2009,100.30031
bhs,2010,115.13558
bhs,2011,117.28694
bhs,2012,119.43829
bih,1991,-8.32367
bih,1992,-20.48399
bih,1993,-22.9288
bih,1994,-36.14751
bih,1995,-40.93845
bih,1996,-50.04319
bih,1997,-44.12224
bih,1998,-23.53957
bih,1999,-15.1406
bih,2000,32.73413
bih,2001,-26.7962
bih,2002,-27.18058
bih,2003,-8.225
bih,2004,-22.46592
bih,2005,-21.28548
bih,2006,-20.39737
bih,2007,-13.7436
bih,2008,-18.32513
bih,2009,-11.5899
bih,2010,-12.54568
bih,2011,-11.67114
bih,2012,-10.79659
blr,1991,-10.21466
blr,1992,-20.54889
blr,1993,-27.86525
blr,1994,-34.82741
blr,1995,-34.90819
blr,1996,-34.16054
blr,1997,-34.29056
blr,1998,-36.91327
blr,1999,-39.99068
blr,2000,-43.06808
blr,2001,-45.65248
blr,2002,-43.51815
blr,2003,-45.562
blr,2004,-42.88128
blr,2005,-41.11916
blr,2006,-39.92128
blr,2007,-38.55322
blr,2008,-37.86435
blr,2009,-36.11561
blr,2010,-33.12453
blr,2011,-32.05281
blr,2012,-30.98109
blz,1991,10.94096
blz,1992,3.36889
blz,1993,7.27812
blz,1994,-1.41332
blz,1995,-6.65438
blz,1996,-1.28906
blz,1997,-8.40419
blz,1998,-8.68308
blz,1999,-0.48656
blz,2000,13.49637
blz,2001,4.41395
blz,2002,3.45182
blz,2003,10.95745
blz,2004,4.56666
blz,2005,9.23918
blz,2006,10.99712
blz,2007,11.157
blz,2008,12.1631
blz,2009,29.06277
blz,2010,51.32012
blz,2011,52.83332
blz,2012,54.34652
bmu,1991,-4.61819
bmu,1992,-17.56496
bmu,1993,-17.46999
bmu,1994,-14.5187
bmu,1995,-15.32016
bmu,1996,-16.29541
bmu,1997,-18.48191
bmu,1998,4.68718
bmu,1999,6.35495
bmu,2000,1.11345
bmu,2001,-1.93085
bmu,2002,-1.70969
bmu,2003,-0.65322
bmu,2004,9.24751
bmu,2005,13.88752
bmu,2006,18.6557
bmu,2007,21.57861
bmu,2008,28.82038
bmu,2009,35.64232
bmu,2010,44.01588
bmu,2011,45.45604
bmu,2012,46.89619
bol,1991,-5.71653
bol,1992,1.05222
bol,1993,11.08076
bol,1994,-21.89518
bol,1995,-11.60369
bol,1996,-7.46485
bol,1997,-5.28189
bol,1998,-23.062
bol,1999,47.74478
bol,2000,-22.40962
bol,2001,-23.61124
bol,2002,-12.38383
bol,2003,-28.69725
bol,2004,91.39401
bol,2005,4.59194
bol,2006,-37.44034
bol,2007,-38.78776
bol,2008,-39.88412
bol,2009,-38.20584
bol,2010,-34.67694
bol,2011,-34.02371
bol,2012,-33.37048
bra,1991,0.02629
bra,1992,5.93749
bra,1993,13.38757
bra,1994,3.33829
bra,1995,9.78618
bra,1996,7.39513
bra,1997,10.14594
bra,1998,23.14469
bra,1999,15.7464
bra,2000,7.68274
bra,2001,16.33982
bra,2002,19.70163
bra,2003,29.50916
bra,2004,40.8356
bra,2005,51.97623
bra,2006,19.40078
bra,2007,20.97089
bra,2008,21.76494
bra,2009,21.36189
bra,2010,32.42523
bra,2011,34.61024
bra,2012,36.79526
brb,1991,1.72311
brb,1992,0.69181
brb,1993,-6.70673
brb,1994,-6.65311
brb,1995,-4.9721
brb,1996,-4.6047
brb,1997,-6.24715
brb,1998,-4.4908
brb,1999,-2.74288
brb,2000,-0.7317
brb,2001,-11.8242
brb,2002,-21.72231
brb,2003,-22.88567
brb,2004,-21.31812
brb,2005,-20.43574
brb,2006,-21.28045
brb,2007,-19.71822
brb,2008,-18.40639
brb,2009,-19.58704
brb,2010,-17.7558
brb,2011,-16.93335
brb,2012,-16.11091
brn,1991,-10.6497
brn,1992,30.86029
brn,1993,6.59683
brn,1994,-6.08554
brn,1995,7.39145
brn,1996,-18.50358
brn,1997,-17.99989
brn,1998,324.30525
brn,1999,-4.35139
brn,2000,-30.88146
brn,2001,-26.82696
brn,2002,-27.94561
brn,2003,-29.98643
brn,2004,-35.11344
brn,2005,14.44855
brn,2006,-34.78941
brn,2007,-38.42705
brn,2008,-41.87419
brn,2009,-41.51379
brn,2010,-41.23046
brn,2011,-40.64276
brn,2012,-40.05507
btn,1991,0.6592
btn,1992,-2.12845
btn,1993,-1.5946
btn,1994,-0.76184
btn,1995,5.36637
btn,1996,3.93752
btn,1997,4.88298
btn,1998,18.76226
btn,1999,75.26731
btn,2000,57.26083
btn,2001,32.61969
btn,2002,22.97493
btn,2003,15.21207
btn,2004,20.03957
btn,2005,20.63982
btn,2006,76.29721
btn,2007,23.56929
btn,2008,36.82197
btn,2009,75.41642
btn,2010,204.33855
btn,2011,207.38194
btn,2012,210.42532
bwa,1991,-23.84565
bwa,1992,24.99267
bwa,1993,-40.34537
bwa,1994,-23.68072
bwa,1995,-15.76301
bwa,1996,-32.68224
bwa,1997,-35.9446
bwa,1998,-51.2892
bwa,1999,-50.69201
bwa,2000,-53.7102
bwa,2001,-22.19062
bwa,2002,-11.60417
bwa,2003,-49.76542
bwa,2004,-48.69816
bwa,2005,-43.23995
bwa,2006,-63.74761
bwa,2007,-61.41206
bwa,2008,-63.75876
bwa,2009,-60.75373
bwa,2010,-59.49803
bwa,2011,-59.09301
bwa,2012,-58.68799
caf,1991,-32.02459
caf,1992,-13.10105
caf,1993,-23.248
caf,1994,-24.75697
caf,1995,-10.90812
caf,1996,-14.23673
caf,1997,-12.31373
caf,1998,-48.31004
caf,1999,-43.11528
caf,2000,-38.61919
caf,2001,-17.89911
caf,2002,-47.90817
caf,2003,-40.32453
caf,2004,-44.46739
caf,2005,-40.79686
caf,2006,110.31353
caf,2007,238.74139
caf,2008,125.09195
caf,2009,70.10208
caf,2010,93.52517
caf,2011,95.46042
caf,2012,97.39567
can,1991,4.84021
can,1992,0.64052
can,1993,9.79345
can,1994,46.82231
can,1995,53.18105
can,1996,23.01554
can,1997,16.96495
can,1998,37.57721
can,1999,11.91953
can,2000,-2.44231
can,2001,-17.69764
can,2002,-9.93406
can,2003,-1.57842
can,2004,-2.26267
can,2005,-14.31474
can,2006,-20.40301
can,2007,-20.31555
can,2008,-22.22297
can,2009,-28.06903
can,2010,-28.35699
can,2011,-27.77482
can,2012,-27.48061
che,1991,-0.11758
che,1992,-1.70762
che,1993,-4.11018
che,1994,-1.15611
che,1995,-3.02105
che,1996,-4.85293
che,1997,-8.09998
che,1998,-8.31587
che,1999,-12.55408
che,2000,-11.52449
che,2001,-12.62515
che,2002,-14.44087
che,2003,-15.06981
che,2004,-14.52142
che,2005,-15.72921
che,2006,-15.20968
che,2007,-15.38228
che,2008,-14.15941
che,2009,-15.79317
che,2010,-15.19385
che,2011,-16.46857
che,2012,-17.14397
chl,1991,-0.59148
chl,1992,6.83302
chl,1993,10.20093
chl,1994,13.14953
chl,1995,19.99953
chl,1996,23.84823
chl,1997,27.65886
chl,1998,26.92215
chl,1999,35.39667
chl,2000,41.85548
chl,2001,40.51148
chl,2002,42.58341
chl,2003,48.1837
chl,2004,52.41949
chl,2005,56.25062
chl,2006,58.2716
chl,2007,75.17144
chl,2008,79.70766
chl,2009,61.18155
chl,2010,65.74412
chl,2011,67.40156
chl,2012,69.059
chn,1991,1.41956
chn,1992,3.95363
chn,1993,1.99776
chn,1994,6.74813
chn,1995,19.86833
chn,1996,24.40472
chn,1997,18.56533
chn,1998,21.64392
chn,1999,21.64392
chn,2000,21.64392
chn,2001,23.93397
chn,2002,23.93397
chn,2003,24.4284
chn,2004,32.35843
chn,2005,35.27494
chn,2006,40.65997
chn,2007,44.56079
chn,2008,47.61298
chn,2009,55.01398
chn,2010,61.63736
chn,2011,67.05221
chn,2012,72.46707
civ,1991,-17.33064
civ,1992,-5.33604
civ,1993,-9.91642
civ,1994,-9.61977
civ,1995,-0.54121
civ,1996,-2.197
civ,1997,1.67288
civ,1998,-0.55098
civ,1999,-14.02679
civ,2000,10.99437
civ,2001,8.53653
civ,2002,6.29476
civ,2003,-15.79652
civ,2004,-16.76094
civ,2005,-1.84257
civ,2006,1.58742
civ,2007,8.87428
civ,2008,16.08381
civ,2009,23.12732
civ,2010,29.13113
civ,2011,30.42244
civ,2012,31.71375
cmr,1991,-20.78831
cmr,1992,-8.22541
cmr,1993,-14.42788
cmr,1994,-14.49753
cmr,1995,-5.53715
cmr,1996,-7.42435
cmr,1997,-5.29265
cmr,1998,-20.43416
cmr,1999,-16.77948
cmr,2000,2.72916
cmr,2001,11.96693
cmr,2002,-15.06505
cmr,2003,-15.82165
cmr,2004,-11.7983
cmr,2005,-13.70062
cmr,2006,6.20218
cmr,2007,92.43962
cmr,2008,49.58125
cmr,2009,48.68447
cmr,2010,30.28006
cmr,2011,31.58286
cmr,2012,32.88566
cod,1991,-20.91885
cod,1992,38.70267
cod,1993,-31.69854
cod,1994,-16.04648
cod,1995,-14.08152
cod,1996,-30.043
cod,1997,-34.53768
cod,1998,-31.16862
cod,1999,-42.6276
cod,2000,-32.85368
cod,2001,-35.71309
cod,2002,-29.52553
cod,2003,-42.21505
cod,2004,-33.41952
cod,2005,-37.2438
cod,2006,-10.59831
cod,2007,71.82949
cod,2008,-26.71164
cod,2009,-27.18217
cod,2010,-23.55634
cod,2011,-22.7919
cod,2012,-22.02746
cog,1991,-14.90561
cog,1992,23.77574
cog,1993,-21.63425
cog,1994,-12.44283
cog,1995,-11.74681
cog,1996,-22.07594
cog,1997,-23.97093
cog,1998,-25.09368
cog,1999,-34.1801
cog,2000,-21.44689
cog,2001,-3.19299
cog,2002,-34.29408
cog,2003,-28.05728
cog,2004,-21.51457
cog,2005,-17.18743
cog,2006,-42.972
cog,2007,1.14127
cog,2008,-37.12973
cog,2009,-35.09083
cog,2010,-33.37038
cog,2011,-32.70408
cog,2012,-32.03779
col,1991,-1.37777
col,1992,-0.55306
col,1993,3.08015
col,1994,-1.1194
col,1995,0.95367
col,1996,2.91441
col,1997,3.21231
col,1998,0.84882
col,1999,-6.11146
col,2000,3.39895
col,2001,-0.2103
col,2002,1.01959
col,2003,3.25718
col,2004,6.26392
col,2005,4.85883
col,2006,10.64751
col,2007,16.26817
col,2008,17.97436
col,2009,24.77913
col,2010,23.75939
col,2011,24.99698
col,2012,26.23458
com,1991,-0.53298
com,1992,-0.10039
com,1993,2.51797
com,1994,6.55441
com,1995,9.32337
com,1996,12.15656
com,1997,14.7262
com,1998,21.9413
com,1999,29.53066
com,2000,22.31187
com,2001,26.09732
com,2002,28.3525
com,2003,20.98312
com,2004,22.83525
com,2005,24.17655
com,2006,24.54564
com,2007,27.58478
com,2008,29.25753
com,2009,34.96228
com,2010,38.70196
com,2011,40.08898
com,2012,41.476
cpv,1991,6.89895
cpv,1992,36.1743
cpv,1993,34.09863
cpv,1994,13.16395
cpv,1995,43.98725
cpv,1996,4.28432
cpv,1997,19.32129
cpv,1998,36.02795
cpv,1999,41.30858
cpv,2000,38.4308
cpv,2001,42.99586
cpv,2002,43.6861
cpv,2003,46.21068
cpv,2004,49.76112
cpv,2005,53.94623
cpv,2006,57.9294
cpv,2007,62.1912
cpv,2008,65.9661
cpv,2009,71.88984
cpv,2010,81.32392
cpv,2011,83.13716
cpv,2012,84.9504
cri,1991,5.20732
cri,1992,11.25374
cri,1993,12.11601
cri,1994,10.90039
cri,1995,3.57916
cri,1996,12.84288
cri,1997,18.91865
cri,1998,18.23813
cri,1999,4.07908
cri,2000,-9.45165
cri,2001,-22.51648
cri,2002,-25.27739
cri,2003,-22.99373
cri,2004,-22.2912
cri,2005,-24.63907
cri,2006,-23.11646
cri,2007,-22.85432
cri,2008,-23.39043
cri,2009,-21.39891
cri,2010,-17.42922
cri,2011,-16.60351
cri,2012,-15.77781
cub,1991,-3.86357
cub,1992,-10.94615
cub,1993,-18.70205
cub,1994,-21.76486
cub,1995,-22.39634
cub,1996,-19.6475
cub,1997,-21.08516
cub,1998,-24.38817
cub,1999,-24.85195
cub,2000,-24.50124
cub,2001,-29.26874
cub,2002,-26.26246
cub,2003,-32.46827
cub,2004,-30.07589
cub,2005,-34.29082
cub,2006,-33.90912
cub,2007,-33.43959
cub,2008,-32.40151
cub,2009,-36.70172
cub,2010,-40.27974
cub,2011,-39.68254
cub,2012,-39.08533
cym,1991,7.59555
cym,1992,11.03534
cym,1993,-1.96489
cym,1994,15.14501
cym,1995,22.49802
cym,1996,20.26733
cym,1997,17.19
cym,1998,57.09012
cym,1999,60.79124
cym,2000,46.8419
cym,2001,47.45674
cym,2002,46.18231
cym,2003,43.82319
cym,2004,60.58763
cym,2005,60.77244
cym,2006,64.74384
cym,2007,72.64681
cym,2008,81.41834
cym,2009,89.34994
cym,2010,96.24339
cym,2011,98.20583
cym,2012,100.16826
cyp,1991,1.15058
cyp,1992,15.28101
cyp,1993,15.51263
cyp,1994,21.30384
cyp,1995,13.00992
cyp,1996,18.96927
cyp,1997,11.12902
cyp,1998,14.94979
cyp,1999,17.68346
cyp,2000,6.66425
cyp,2001,10.89366
cyp,2002,15.86411
cyp,2003,23.06513
cyp,2004,20.35739
cyp,2005,19.80243
cyp,2006,16.22488
cyp,2007,13.6476
cyp,2008,10.09302
cyp,2009,26.60771
cyp,2010,31.15854
cyp,2011,31.12011
cyp,2012,31.08167
cze,1991,-15.01463
cze,1992,-14.02759
cze,1993,-23.72486
cze,1994,-17.90761
cze,1995,-16.40027
cze,1996,-15.17816
cze,1997,-20.81577
cze,1998,-17.51398
cze,1999,-10.80787
cze,2000,-4.75494
cze,2001,-7.06258
cze,2002,-12.30066
cze,2003,-12.51839
cze,2004,-31.6574
cze,2005,-33.2685
cze,2006,-35.41385
cze,2007,-36.22095
cze,2008,-38.92346
cze,2009,-32.2285
cze,2010,-27.16385
cze,2011,-27.0391
cze,2012,-26.91434
deu,1991,-0.74102
deu,1992,-1.33951
deu,1993,-2.74657
deu,1994,1.11851
deu,1995,3.27096
deu,1996,5.59646
deu,1997,6.75376
deu,1998,-17.75008
deu,1999,-24.51343
deu,2000,-24.16079
deu,2001,-28.75295
deu,2002,-29.08772
deu,2003,-28.35541
deu,2004,-27.10614
deu,2005,-27.91647
deu,2006,-28.11
deu,2007,-29.44864
deu,2008,-29.9024
deu,2009,-26.22781
deu,2010,-40.31201
deu,2011,-39.63587
deu,2012,-38.95973
dji,1991,0.65265
dji,1992,-0.15835
dji,1993,3.66103
dji,1994,7.39867
dji,1995,14.80581
dji,1996,19.52275
dji,1997,21.1751
dji,1998,24.3032
dji,1999,28.07169
dji,2000,28.3476
dji,2001,29.20553
dji,2002,28.97289
dji,2003,29.34465
dji,2004,29.95137
dji,2005,30.64646
dji,2006,30.83383
dji,2007,31.98907
dji,2008,32.73507
dji,2009,33.98217
dji,2010,34.74724
dji,2011,36.09471
dji,2012,37.44218
dma,1991,0.27877
dma,1992,-0.22299
dma,1993,-0.25214
dma,1994,1.47928
dma,1995,-22.22592
dma,1996,-22.51612
dma,1997,-22.23673
dma,1998,-15.51946
dma,1999,-14.33641
dma,2000,-15.07725
dma,2001,-11.28802
dma,2002,-34.42677
dma,2003,-33.52023
dma,2004,-30.65362
dma,2005,-26.34957
dma,2006,-21.04287
dma,2007,-16.85465
dma,2008,-12.61643
dma,2009,-12.21064
dma,2010,-15.59874
dma,2011,-14.75472
dma,2012,-13.91071
dnk,1991,-2.00541
dnk,1992,-7.78829
dnk,1993,-6.68257
dnk,1994,-7.69369
dnk,1995,-8.37612
dnk,1996,-7.7868
dnk,1997,-8.95085
dnk,1998,-10.99889
dnk,1999,-12.50846
dnk,2000,-14.41926
dnk,2001,-17.52777
dnk,2002,-20.38762
dnk,2003,-18.27452
dnk,2004,-23.88914
dnk,2005,-30.76428
dnk,2006,-30.81626
dnk,2007,-31.84645
dnk,2008,-32.26039
dnk,2009,-34.75977
dnk,2010,-34.74294
dnk,2011,-35.17076
dnk,2012,-35.58174
dom,1991,6.94851
dom,1992,5.84629
dom,1993,7.78555
dom,1994,11.35375
dom,1995,12.56877
dom,1996,17.097
dom,1997,19.70242
dom,1998,16.60418
dom,1999,3.77168
dom,2000,4.35445
dom,2001,10.00498
dom,2002,11.82663
dom,2003,9.76948
dom,2004,8.14184
dom,2005,9.46471
dom,2006,13.1201
dom,2007,13.83371
dom,2008,13.59574
dom,2009,0.68756
dom,2010,0.82379
dom,2011,1.83203
dom,2012,2.84027
dza,1991,-2.40357
dza,1992,0.98036
dza,1993,3.69494
dza,1994,-3.55291
dza,1995,-14.5576
dza,1996,-17.39089
dza,1997,-12.37691
dza,1998,-2.14136
dza,1999,5.08099
dza,2000,8.14372
dza,2001,10.55967
dza,2002,10.00175
dza,2003,11.38198
dza,2004,13.81832
dza,2005,14.58309
dza,2006,5.08318
dza,2007,30.66295
dza,2008,32.49257
dza,2009,44.35963
dza,2010,47.0072
dza,2011,48.47727
dza,2012,49.94734
ecu,1991,5.74706
ecu,1992,10.39653
ecu,1993,16.98983
ecu,1994,22.996
ecu,1995,27.201
ecu,1996,31.7476
ecu,1997,38.76402
ecu,1998,34.37172
ecu,1999,25.14266
ecu,2000,27.43197
ecu,2001,33.45755
ecu,2002,39.73739
ecu,2003,39.25993
ecu,2004,43.63864
ecu,2005,42.78464
ecu,2006,41.59776
ecu,2007,41.9481
ecu,2008,40.59043
ecu,2009,58.43232
ecu,2010,66.79574
ecu,2011,68.4637
