geo,time,se_ter_enrr
cri,1986,23.0394
cri,1987,25.02281
cri,1988,25.07346
cri,1989,26.75173
cri,1990,27.01996
cri,1991,29.08211
cri,1992,31.52627
cri,2004,26.6577
cri,2011,45.81894
cri,2012,48.10857
cri,2013,49.00672
cri,2014,52.23117
cri,2015,53.05263
cri,2016,53.6387
cri,2017,56.52795
cri,2018,55.3101
cri,2019,57.67482
cub,1971,3.58867
cub,1972,4.88127
cub,1973,6.29044
cub,1974,7.05397
cub,1975,8.63724
cub,1976,10.56582
cub,1977,13.99692
cub,1978,16.30525
cub,1979,17.03831
cub,1980,17.5122
cub,1981,16.58083
cub,1982,16.3855
cub,1983,15.92326
cub,1984,16.94082
cub,1985,18.18536
cub,1986,20.07445
cub,1987,22.16532
cub,1988,22.90699
cub,1989,21.98495
cub,1990,21.28325
cub,1991,21.22561
cub,1992,19.6763
cub,1993,17.61053
cub,1994,16.14382
cub,1995,13.57767
cub,1996,12.70767
cub,1997,12.64604
cub,1998,12.9338
cub,1999,20.33568
cub,2000,22.03744
cub,2001,25.22223
cub,2002,27.03583
cub,2003,32.79891
cub,2004,53.83247
cub,2005,62.19304
cub,2006,86.64419
cub,2007,105.4806
cub,2008,117.10081
cub,2009,114.0977
cub,2010,94.85229
cub,2011,80.91815
cub,2012,63.8295
cub,2013,49.26814
cub,2014,40.96097
cub,2015,36.1142
cub,2016,34.03981
cub,2017,39.91314
cub,2018,41.37902
cub,2019,44.25411
cub,2020,46.71795
cym,1999,15.54353
cym,2000,21.08374
cym,2001,24.36451
cym,2002,22.13404
cym,2003,23.03579
cym,2006,20.3153
cym,2007,21.23474
cym,2008,29.10019
cym,2011,28.20863
cym,2012,26.72529
cym,2013,24.51341
cym,2014,27.299
cym,2015,25.85106
cyp,1971,1.30064
cyp,1972,1.46033
cyp,1973,1.59915
cyp,1974,1.42483
cyp,1978,1.71262
cyp,1979,2.19652
cyp,1980,2.24623
cyp,1981,2.86842
cyp,1982,3.02896
cyp,1983,2.80094
cyp,1984,3.40538
cyp,1985,3.96423
cyp,1986,4.83478
cyp,1987,5.42948
cyp,1988,6.75499
cyp,1989,7.93435
cyp,1990,9.0271
cyp,1991,10.12451
cyp,1992,9.24712
cyp,1993,14.07258
cyp,1994,15.02813
cyp,1995,17.01657
cyp,1996,19.17956
cyp,1997,20.9354
cyp,1999,21.03242
cyp,2000,19.56232
cyp,2001,21.61252
cyp,2002,25.10229
cyp,2003,31.96361
cyp,2004,35.86369
cyp,2005,33.22082
cyp,2006,33.41991
cyp,2007,36.17381
cyp,2008,42.618
cyp,2009,52.00389
cyp,2010,48.31158
cyp,2011,46.53973
cyp,2012,45.86359
cyp,2013,47.52524
cyp,2014,53.10435
cyp,2015,60.10123
cyp,2016,67.17111
cyp,2017,75.94081
cyp,2018,81.33708
cyp,2019,88.48533
cze,1971,8.90439
cze,1972,8.38842
cze,1973,8.46093
cze,1974,9.17656
cze,1975,10.16726
cze,1976,11.37896
cze,1977,13.05452
cze,1978,14.5703
cze,1979,15.31842
cze,1980,16.31719
cze,1981,17.06698
cze,1982,17.34226
cze,1983,17.2273
cze,1984,16.65736
cze,1985,16.32517
cze,1986,16.15094
cze,1987,16.45553
cze,1988,16.48658
cze,1989,16.30483
cze,1990,16.153
cze,1991,16.05772
cze,1992,14.57238
cze,1993,14.38755
cze,1994,19.39908
cze,1995,20.57965
cze,1996,21.50966
cze,1997,23.24161
cze,1998,23.74192
cze,1999,25.47488
cze,2000,28.34876
cze,2001,29.97563
cze,2002,34.43736
cze,2003,37.00822
cze,2004,43.73418
cze,2005,48.34936
cze,2006,50.13669
cze,2007,54.18236
cze,2008,58.06951
cze,2009,61.07541
cze,2010,63.94588
cze,2011,65.57001
cze,2012,65.67117
cze,2013,65.08577
cze,2014,65.6241
cze,2015,64.48163
cze,2016,63.74813
cze,2017,64.07869
cze,2018,63.76877
cze,2019,65.58698
deu,1991,33.65992
deu,1992,35.43258
deu,1993,39.4206
deu,1994,42.5006
deu,1995,45.32742
deu,1996,46.94253
deu,1997,47.79208
deu,2013,61.38684
deu,2014,65.50391
deu,2015,67.74687
deu,2016,69.58059
deu,2017,70.24665
deu,2018,70.34264
deu,2019,73.52106
dji,1976,0
dji,1981,0
dji,1986,0
dji,1991,0
dji,1992,0.09459
dji,1993,0.10823
dji,1994,0.13209
dji,1996,0.21989
dji,1997,0.25977
dji,1999,0.25662
dji,2000,0.26942
dji,2001,0.68793
dji,2002,1.00922
dji,2003,1.26036
dji,2004,1.56962
dji,2005,2.29907
dji,2006,2.52313
dji,2007,2.70975
dji,2008,2.7832
dji,2009,3.53736
dji,2010,3.61628
dji,2011,5.34532
dma,1981,0.74161
dma,1984,0.6834
dma,1985,0.71276
dma,1989,0.84138
dma,1991,5.89364
dma,1992,9.4799
dma,1993,7.2336
dnk,1971,18.85399
dnk,1972,22.05901
dnk,1973,25.35852
dnk,1974,27.64679
dnk,1975,28.52527
dnk,1976,30.04234
dnk,1977,30.16301
dnk,1978,31.93434
dnk,1979,28.26959
dnk,1980,28.37665
dnk,1981,28.26807
dnk,1982,27.96108
dnk,1983,28.55386
dnk,1984,28.76108
dnk,1985,28.82219
dnk,1986,29.09524
dnk,1987,29.61317
dnk,1988,30.59115
dnk,1989,31.85488
dnk,1990,34.09513
dnk,1991,36.45915
dnk,1992,38.63267
dnk,1993,42.71728
dnk,1994,44.65515
dnk,1995,45.44683
dnk,1996,47.79915
dnk,1998,52.45497
dnk,1999,55.81919
dnk,2000,57.21831
dnk,2001,59.99788
dnk,2002,63.50836
dnk,2003,67.50428
dnk,2004,74.395
dnk,2005,80.37451
dnk,2006,79.01963
dnk,2007,78.55219
dnk,2008,75.68209
dnk,2009,74.28376
dnk,2010,73.59667
dnk,2011,76.75835
dnk,2012,79.10832
dnk,2013,80.93104
dnk,2014,81.02908
dnk,2015,82.12949
dnk,2016,81.05675
dnk,2017,80.61602
dnk,2018,81.18335
dnk,2019,81.83976
dom,1971,6.2753
dom,1972,8.08732
dom,1973,8.27896
dom,1975,8.92476
dom,1986,18.87902
dom,1997,22.61501
dom,2003,34.09831
dom,2012,48.629
dom,2014,49.31927
dom,2015,51.74711
dom,2016,54.499
dom,2017,59.91559
dza,1987,9.04504
dza,1988,8.86452
dza,1990,10.29314
dza,1991,11.0127
dza,1992,11.14538
dza,1993,10.98829
dza,1994,10.46949
dza,1995,10.15425
dza,1996,11.41825
dza,1999,13.72464
dza,2001,15.65381
dza,2002,17.37116
dza,2003,18.57795
dza,2004,19.14942
dza,2005,20.87286
dza,2006,21.33784
dza,2007,23.60133
dza,2009,29.90938
dza,2010,29.88943
dza,2011,31.21409
dza,2012,32.20153
dza,2013,33.89099
dza,2014,34.48182
dza,2015,36.78132
dza,2016,42.62885
dza,2017,47.64683
dza,2018,51.36567
dza,2019,52.61994
dza,2020,52.49862
ecu,1971,7.08048
ecu,1972,7.52072
ecu,1973,9.36929
ecu,1975,20.3911
ecu,1976,24.61349
ecu,1979,31.32477
ecu,1980,33.28251
ecu,1981,34.13806
ecu,1982,32.09383
ecu,1983,30.3431
ecu,1984,30.86904
ecu,1985,31.5891
ecu,1988,28.11723
ecu,1989,24.66389
ecu,1990,19.43463
ecu,1991,19.85021
ecu,1995,18.09099
ecu,1997,18.53632
ecu,2008,38.77503
ecu,2012,39.81667
ecu,2013,40.32245
ecu,2015,44.89223
ecu,2018,47.59777
ecu,2019,47.94523
egy,1971,7.1829
egy,1972,8.11211
egy,1973,9.43842
egy,1974,10.70999
egy,1975,12.13247
egy,1976,13.74671
egy,1977,15.61617
egy,1978,16.21471
egy,1979,16.29194
egy,1980,16.70132
egy,1981,17.64112
egy,1982,18.72874
egy,1983,19.43092
egy,1984,20.04505
egy,1985,18.74809
egy,1986,18.59431
egy,1987,18.65458
egy,1988,18.21163
egy,1989,15.58874
egy,1990,14.42987
egy,1991,12.17869
egy,1999,30.72465
egy,2001,29.75446
egy,2002,30.79854
egy,2003,27.65975
egy,2004,28.9297
egy,2005,30.12
egy,2006,29.92955
egy,2007,30.27098
egy,2008,29.98793
egy,2009,30.53548
egy,2010,31.41724
egy,2011,26.81772
egy,2012,27.72804
egy,2013,30.11785
egy,2014,31.06811
egy,2015,35.02813
egy,2016,33.85891
egy,2017,35.16452
egy,2018,38.90495
eri,1995,1.74553
eri,1996,1.6904
eri,1998,1.63197
eri,1999,2.01128
eri,2000,1.95607
eri,2001,2.39957
eri,2002,2.12762
eri,2004,1.56172
eri,2009,2.67099
eri,2010,3.24191
eri,2014,3.85005
eri,2015,3.4765
eri,2016,3.36256
esp,1971,8.66627
esp,1972,9.64645
esp,1973,14.12903
esp,1974,15.3979
esp,1975,16.83543
esp,1976,19.50149
esp,1977,20.33963
esp,1978,22.5071
esp,1979,20.84601
esp,1980,22.04274
esp,1981,22.07073
esp,1982,22.50327
esp,1983,23.13824
esp,1984,24.81539
esp,1985,26.15633
esp,1986,28.56327
esp,1987,29.87708
esp,1988,31.7562
esp,1989,33.71252
esp,1990,35.55822
esp,1991,37.03936
esp,1992,39.27051
esp,1993,41.17985
esp,1994,44.04142
esp,1995,45.729
esp,1996,47.67777
esp,1997,50.54775
esp,1998,52.83373
esp,1999,55.02773
esp,2000,57.72711
esp,2001,59.78373
esp,2002,61.58797
esp,2003,63.96756
esp,2004,66.09032
esp,2005,67.15335
esp,2006,68.53449
esp,2007,68.75185
esp,2008,69.74542
esp,2009,71.58433
esp,2010,75.91095
esp,2011,80.03797
esp,2012,82.27033
esp,2013,83.72564
esp,2014,85.44627
esp,2015,85.61178
esp,2016,86.51608
esp,2017,88.85301
esp,2018,91.11257
esp,2019,92.88235
est,1981,23.24204
est,1986,22.01343
est,1988,22.10383
est,1989,22.91566
est,1990,24.75434
est,1991,24.35973
est,1992,24.52224
est,1993,23.53077
est,1994,24.40365
est,1995,25.44992
est,1996,40.18613
est,1997,44.0633
est,1998,47.32125
est,1999,49.61477
est,2000,54.54407
est,2001,58.66144
est,2002,61.53721
est,2003,64.39908
est,2004,66.18384
est,2005,67.9128
est,2006,67.86591
est,2007,67.67473
est,2008,66.44184
est,2009,66.63192
est,2010,68.18451
est,2011,70.36909
est,2012,72.37507
est,2013,73.92123
est,2014,73.30776
est,2015,72.16762
est,2016,71.39045
est,2017,69.04592
est,2018,70.36543
est,2019,74.23199
eth,1971,0.17487
eth,1972,0.18866
eth,1973,0.14703
eth,1974,0.23756
eth,1977,0.24475
eth,1978,0.37755
eth,1979,0.46329
eth,1980,0.51488
eth,1981,0.49115
eth,1982,0.50338
eth,1983,0.52851
eth,1984,0.51014
eth,1986,0.81014
eth,1987,0.86522
eth,1988,0.80717
eth,1989,0.82701
eth,1990,0.85045
eth,1991,0.82797
eth,1994,0.62279
eth,1995,0.67572
eth,1996,0.70003
eth,1997,0.81777
eth,1998,0.85584
eth,1999,0.95109
eth,2000,1.18656
eth,2001,1.46918
eth,2002,1.64915
eth,2003,2.30928
eth,2004,2.59943
eth,2005,2.81004
eth,2008,3.62789
eth,2009,5.37221
eth,2010,7.48318
eth,2011,7.88366
eth,2012,8.2236
eth,2013,8.56148
eth,2014,8.10532
eth,2015,9.58471
eth,2016,10.17908
eth,2017,10.48817
eth,2018,10.42657
fin,1971,13.12739
fin,1972,13.63912
fin,1973,14.27228
fin,1974,15.70298
fin,1975,16.92126
fin,1976,27.5932
fin,1977,29.33499
fin,1978,30.63041
fin,1979,31.2407
fin,1980,31.70911
fin,1981,32.10808
fin,1982,32.62285
fin,1983,33.36182
fin,1984,31.45317
fin,1985,31.92318
fin,1986,34.06825
fin,1987,36.04206
fin,1988,38.09205
fin,1989,40.97916
fin,1990,44.46063
fin,1991,48.88246
fin,1992,52.93727
fin,1993,59.36272
fin,1994,63.99895
fin,1995,67.40026
fin,1996,70.33548
fin,1997,73.39403
fin,1998,79.17264
fin,1999,81.38203
fin,2000,82.32955
fin,2001,84.31597
fin,2002,84.83998
fin,2003,86.94398
fin,2004,89.51747
fin,2005,91.67952
fin,2006,93.15745
fin,2007,93.75906
fin,2008,94.69184
fin,2009,91.29066
fin,2010,93.44781
fin,2011,94.91993
fin,2012,92.87735
fin,2013,90.99419
fin,2014,88.88166
fin,2015,87.67987
fin,2016,86.97852
fin,2017,88.19783
fin,2018,90.26176
fin,2019,92.95501
fji,1970,0.67576
fji,1971,1.00289
fji,1972,1.2242
fji,1973,1.50354
fji,1974,1.97122
fji,1975,2.58685
fji,1980,2.37349
fji,1981,2.45894
fji,1982,2.72532
fji,1984,2.57456
fji,1985,3.13194
fji,1986,3.06105
fji,1989,5.1432
fji,1991,11.79172
fji,2003,15.78395
fji,2004,15.9584
fji,2005,16.13669
fji,2019,53.49316
fra,1971,18.55906
fra,1972,19.63517
fra,1973,21.3967
fra,1974,22.23352
fra,1975,23.58656
fra,1976,24.78605
fra,1977,24.93113
fra,1978,25.97421
fra,1979,24.32787
fra,1980,25.1582
fra,1981,25.34202
fra,1982,26.77469
fra,1983,27.24199
fra,1985,28.8466
fra,1986,29.38971
fra,1987,29.79355
fra,1988,30.77857
fra,1989,34.30202
fra,1990,36.89102
fra,1991,39.45664
fra,1992,42.79212
fra,1993,45.71719
fra,1994,49.53574
fra,1995,50.37703
fra,1996,52.36428
fra,1997,53.33495
fra,1998,53.88354
fra,1999,51.4899
fra,2000,50.60308
fra,2001,50.44729
fra,2002,50.25169
fra,2003,52.31698
fra,2004,53.45763
fra,2005,53.88233
fra,2006,53.87542
fra,2007,52.94754
fra,2008,52.47552
fra,2009,52.7731
fra,2010,54.88172
fra,2011,55.62573
fra,2012,57.90901
fra,2013,59.84876
fra,2014,61.51048
fra,2015,62.78593
fra,2016,64.72768
fra,2017,65.80223
fra,2018,67.54352
fra,2019,68.3579
fsm,1978,8.73209
fsm,1979,25.57825
fsm,1980,19.65104
fsm,1981,30.94927
fsm,1982,22.43383
fsm,1999,14.01002
fsm,2000,14.11797
gab,1971,0.39803
gab,1972,0.6993
gab,1973,0.79894
gab,1974,1.45029
gab,1975,2.12725
gab,1976,2.1463
gab,1977,2.58492
gab,1978,2.61039
gab,1979,2.52564
gab,1980,3.20615
gab,1983,5.20538
gab,1984,5.39899
gab,1987,6.01456
gab,1988,5.69917
gab,1989,5.40413
gab,1990,5.29557
gab,1999,7.12909
gab,2001,8.07629
gab,2003,8.30586
gab,2019,21.06587
gbr,1971,14.58031
gbr,1972,15.43801
gbr,1973,16.06584
gbr,1974,16.72008
gbr,1975,18.54512
gbr,1976,19.18024
gbr,1977,19.32523
gbr,1978,19.12641
gbr,1979,19.16412
gbr,1980,18.84958
gbr,1981,18.88532
gbr,1982,18.96086
gbr,1983,21.05811
gbr,1984,21.07251
gbr,1985,20.99832
gbr,1986,21.51789
gbr,1987,22.54342
gbr,1988,23.3135
gbr,1989,24.40034
gbr,1990,26.48239
gbr,1991,29.18215
gbr,1992,33.2307
gbr,1993,37.98562
gbr,1994,42.81531
gbr,1995,48.25759
gbr,1996,50.08433
gbr,1997,53.28807
gbr,1998,55.54418
gbr,1999,60.11243
gbr,2000,58.47404
gbr,2001,59.26847
gbr,2002,62.56843
gbr,2003,62.06856
gbr,2004,59.35145
gbr,2005,58.9661
gbr,2006,59.03244
gbr,2007,58.49451
gbr,2008,56.64391
gbr,2009,57.90053
gbr,2010,58.92335
gbr,2011,59.14593
gbr,2012,59.40212
gbr,2013,57.03876
gbr,2014,56.5645
gbr,2015,56.45849
gbr,2016,58.42562
gbr,2017,59.99557
gbr,2018,61.38289
gbr,2019,65.77336
geo,1981,29.57719
geo,1991,36.18913
geo,1995,43.49281
geo,1996,39.94224
geo,1997,42.78186
geo,1999,36.09961
geo,2000,39.05969
geo,2001,40.86438
geo,2002,43.76618
geo,2003,45.8531
geo,2004,45.78385
geo,2005,51.37931
geo,2006,42.73038
geo,2007,41.81057
geo,2008,38.87021
geo,2009,28.8817
geo,2010,32.58371
geo,2011,34.7855
geo,2012,32.24253
geo,2013,37.914
geo,2014,42.28092
geo,2015,46.48113
geo,2016,51.83005
geo,2017,56.81128
geo,2018,60.33445
geo,2019,63.9155
geo,2020,66.68922
gha,1971,0.69145
gha,1972,0.73656
gha,1973,0.81361
gha,1974,0.94195
gha,1975,0.99029
gha,1976,1.08533
gha,1982,1.49946
gha,1991,0.92257
gha,1992,1.05875
gha,1993,1.25523
gha,1994,1.27801
gha,2005,5.86879
gha,2006,5.24219
gha,2007,6.44486
gha,2008,8.47961
gha,2009,8.7975
gha,2011,11.76737
gha,2012,11.94183
gha,2013,13.83126
gha,2014,15.40233
gha,2015,15.69071
gha,2016,15.53598
gha,2017,16.01313
gha,2018,15.69177
gha,2019,17.23297
gha,2020,18.68745
gin,1971,0.56177
gin,1975,2.38661
gin,1976,2.94237
gin,1977,3.35571
gin,1978,4.63291
gin,1979,4.85833
gin,1981,4.17892
gin,1982,2.9685
gin,1983,2.92351
gin,1984,2.6779
gin,1985,2.27283
gin,1986,1.83065
gin,1987,1.36543
gin,1988,1.16156
gin,1989,1.18665
gin,1990,1.08773
gin,1991,0.95767
gin,1992,0.91261
gin,1993,1.26923
gin,1994,1.19622
gin,1995,1.32457
gin,1996,1.22733
gin,1997,1.26142
gin,1998,1.3002
gin,2004,2.29583
gin,2005,3.07601
gin,2006,5.33443
gin,2007,8.27645
gin,2008,9.43566
gin,2009,9.56893
gin,2010,10.90025
gin,2011,11.06588
gin,2012,10.52167
gin,2013,11.04827
gin,2014,11.55931
gin,2015,9.36092
gin,2016,9.34231
gin,2017,9.18073
gin,2018,7.92106
gin,2019,7.01863
gmb,1995,1.66013
gmb,1999,1.07484
gmb,2004,1.17479
gmb,2010,1.95798
gmb,2011,3.03408
gmb,2012,2.72461
gnb,1989,0.5143
gnb,2005,2.29658
gnb,2006,2.64325
gnq,1982,4.81033
gnq,1991,1.60462
gnq,2000,1.85288
grc,1971,12.91523
grc,1972,12.97783
grc,1973,14.04695
grc,1974,14.83285
grc,1975,16.68581
grc,1976,16.99449
grc,1977,17.20153
grc,1978,16.05128
grc,1979,16.14664
grc,1980,15.58304
grc,1981,16.08688
grc,1982,16.63325
grc,1983,18.38873
grc,1984,19.8196
grc,1985,22.25793
grc,1986,23.80635
grc,1987,25.47027
grc,1988,23.98855
grc,1989,23.53121
grc,1990,24.187
grc,1991,35.11136
grc,1992,33.54804
grc,1993,36.78599
grc,1994,38.38496
grc,1995,35.95558
grc,1996,39.62036
grc,1997,43.48873
grc,1998,44.67811
grc,1999,46.38552
grc,2000,50.78434
grc,2001,58.03318
grc,2002,64.92796
grc,2003,70.00507
grc,2004,76.22245
grc,2005,85.31207
grc,2006,90.09834
grc,2007,87.39504
grc,2010,103.79628
grc,2011,109.15926
grc,2012,113.7406
grc,2013,116.37682
grc,2014,122.402
grc,2016,131.54086
grc,2017,136.60257
grc,2018,142.85204
grc,2019,148.53088
grd,1979,1.44982
grd,1980,5.83761
grd,1982,8.31015
grd,1983,4.46913
grd,1984,4.48675
grd,2009,64.52827
grd,2015,95.62066
grd,2016,96.41531
grd,2017,100.19642
grd,2018,104.56188
gtm,1970,3.22595
gtm,1971,3.34929
gtm,1972,3.59388
gtm,1973,3.85848
gtm,1974,3.40113
gtm,1975,3.75473
gtm,1976,4.17298
gtm,1977,4.64503
gtm,1978,5.39036
gtm,1981,5.37323
gtm,1983,6.31469
gtm,1984,6.41819
gtm,1985,6.62999
gtm,1986,6.92907
gtm,1993,7.77153
gtm,1994,8.12104
gtm,1995,8.18206
gtm,2002,9.191
gtm,2007,17.31849
gtm,2013,19.59235
gtm,2014,18.18088
gtm,2015,21.78329
gtm,2019,22.1422
guy,1971,1.56657
guy,1972,1.66316
guy,1973,1.80807
guy,1976,3.4652
guy,1979,3.04138
guy,1980,2.90309
guy,1981,2.86761
guy,1982,3.13588
guy,1983,2.28398
guy,1984,2.29949
guy,1985,2.46003
guy,1986,2.47712
guy,1988,4.13311
guy,1990,5.46304
guy,1994,9.48918
guy,1995,8.85944
guy,1996,9.8255
guy,1997,11.48873
guy,2003,7.64464
guy,2004,11.26731
guy,2005,12.02399
guy,2006,12.14248
guy,2007,12.1633
guy,2008,11.57753
guy,2009,10.98671
guy,2010,11.69943
guy,2011,11.64072
guy,2012,11.62275
hkg,1971,7.48529
hkg,1972,7.71874
hkg,1973,8.04027
hkg,1974,8.70436
hkg,1975,9.2209
hkg,1976,10.04884
hkg,1977,9.37391
hkg,1979,9.89121
hkg,1980,10.12282
hkg,1982,10.83127
hkg,1983,12.05671
hkg,1984,12.79213
hkg,1992,18.1328
hkg,1993,19.23185
hkg,1994,21.46834
hkg,2003,31.76536
hkg,2004,32.27889
hkg,2005,33.53083
hkg,2006,34.49889
hkg,2007,42.57227
hkg,2008,55.40763
hkg,2009,56.41322
hkg,2010,59.59784
hkg,2011,61.68693
hkg,2012,60.87139
hkg,2013,67.47312
hkg,2014,69.29175
hkg,2015,69.54381
hkg,2016,72.33813
hkg,2017,74.33425
hkg,2018,76.92223
hkg,2019,80.9841
hkg,2020,84.39242
hnd,1974,3.50744
hnd,1975,3.89417
hnd,1976,4.9223
hnd,1977,6.2365
hnd,1978,6.9903
hnd,1980,7.2883
hnd,1981,8.4153
hnd,1982,8.86435
hnd,1983,8.88486
hnd,1984,8.90931
hnd,1985,8.78761
hnd,1987,8.36889
hnd,1988,9.29326
hnd,1989,9.2285
hnd,1990,8.80769
hnd,1991,8.82082
hnd,1992,9.13429
hnd,1993,8.91335
hnd,1994,9.8113
hnd,1995,9.72533
hnd,1996,10.36307
hnd,1997,11.1162
hnd,1998,12.77923
hnd,1999,12.61053
hnd,2000,13.06748
hnd,2003,16.03262
hnd,2004,16.06058
hnd,2008,17.71153
hnd,2010,19.51006
hnd,2012,19.1858
hnd,2013,19.64452
hnd,2014,19.9211
hnd,2015,20.39552
hnd,2016,20.92458
hnd,2017,24.34098
hnd,2018,26.16422
hnd,2019,25.4579
hrv,1981,17.85786
hrv,1986,16.25212
hrv,1990,21.35022
hrv,1991,22.44332
hrv,1992,21.85893
hrv,1993,24.44349
hrv,1994,26.05479
hrv,1995,26.23511
hrv,1996,27.79434
hrv,1997,27.6831
hrv,1998,29.36393
hrv,1999,31.70167
hrv,2000,32.38117
hrv,2001,35.13302
hrv,2002,37.9201
hrv,2003,40.77352
hrv,2004,42.06107
hrv,2005,44.76409
hrv,2006,45.58529
hrv,2007,47.1877
hrv,2008,49.1642
hrv,2009,48.78587
hrv,2010,54.02853
hrv,2011,57.22782
hrv,2012,60.64715
hrv,2013,65.53489
hrv,2014,67.51023
hrv,2015,66.49102
hrv,2016,66.53238
hrv,2017,67.86556
hrv,2018,67.65423
hrv,2019,67.72175
hti,1976,0.63494
hti,1977,0.60651
hti,1978,0.77821
hti,1979,0.80549
hti,1980,0.80659
hti,1981,0.85846
hti,1983,0.93346
hti,1984,1.08804
hti,1986,1.05343
hun,1971,9.9579
hun,1972,10.24821
hun,1973,10.32574
hun,1974,10.79321
hun,1975,11.22154
hun,1976,11.71349
hun,1977,12.23124
hun,1978,12.39797
hun,1979,12.58205
hun,1980,12.85256
hun,1981,13.21516
hun,1982,14.2589
hun,1983,14.8769
hun,1984,15.53826
hun,1985,16.04513
hun,1986,16.10701
hun,1987,15.67982
hun,1988,15.28808
hun,1989,14.83304
hun,1990,14.68551
hun,1991,14.51754
hun,1992,14.91343
hun,1993,16.0728
hun,1994,19.32951
hun,1995,22.15632
hun,1996,24.5864
hun,1997,26.23302
hun,1998,30.092
hun,1999,32.50023
hun,2000,35.94101
hun,2001,39.69805
hun,2002,44.55069
hun,2003,52.23563
hun,2004,60.0567
hun,2005,64.99212
hun,2006,67.54416
hun,2007,68.28498
hun,2008,66.48384
hun,2009,64.60789
hun,2010,63.72239
hun,2011,62.59323
hun,2012,61.46318
hun,2013,57.06502
hun,2014,52.01587
hun,2015,48.96214
hun,2016,48.03886
hun,2017,48.50038
hun,2018,50.30653
hun,2019,52.44465
idn,1970,2.85125
idn,1972,2.73901
idn,1973,2.66157
idn,1974,2.57544
idn,1975,2.57727
idn,1976,2.6088
idn,1977,2.30295
idn,1978,2.43169
idn,1979,2.32769
idn,1980,3.34629
idn,1981,3.82793
idn,1982,3.86066
idn,1983,4.08658
idn,1984,5.36473
idn,1985,6.14904
idn,1986,6.4003
idn,1987,7.59433
idn,1988,6.86756
idn,1989,7.93494
idn,1990,8.37944
idn,1991,8.6168
idn,1992,9.43189
idn,1993,9.39566
idn,1994,10.53632
idn,1995,11.3338
idn,1996,11.54266
idn,1997,13.38336
idn,1998,13.3583
idn,1999,14.74726
idn,2000,14.8768
idn,2001,14.18361
idn,2002,14.80345
idn,2003,16.01321
idn,2004,16.59508
idn,2005,17.2263
idn,2006,17.28018
idn,2007,17.79493
idn,2008,20.66821
idn,2009,22.98912
idn,2010,24.07626
idn,2011,26.3032
idn,2012,30.429
idn,2013,31.06371
idn,2014,30.89576
idn,2015,33.25072
idn,2016,35.43736
idn,2017,36.44444
idn,2018,36.31104
ind,1971,4.9246
ind,1973,4.98321
ind,1976,4.96716
ind,1977,4.83136
ind,1978,4.98436
ind,1979,4.95851
ind,1980,4.96351
ind,1981,5.24742
ind,1982,4.94036
ind,1983,5.55459
ind,1984,5.85675
ind,1985,5.82863
ind,1986,5.98727
ind,1987,6.33131
ind,1988,5.53363
ind,1989,5.74981
ind,1990,5.94715
ind,1991,6.02976
ind,1995,5.53655
ind,1996,6.26905
ind,1997,6.54575
ind,2000,9.50872
ind,2001,9.6945
ind,2002,10.17642
ind,2003,10.62537
ind,2004,10.93321
ind,2005,10.67964
ind,2006,11.48636
ind,2007,13.12668
ind,2008,15.04721
ind,2009,16.03093
ind,2010,17.83388
ind,2011,22.76465
ind,2012,24.26798
ind,2013,23.79483
ind,2014,25.43213
ind,2015,26.76899
ind,2016,26.82922
ind,2017,27.44213
ind,2018,28.06055
ind,2019,28.5729
ind,2020,29.44133
irl,1971,10.67417
irl,1972,10.90818
irl,1973,11.0017
irl,1974,11.57229
irl,1975,13.77101
irl,1976,16.68672
irl,1977,16.71572
irl,1978,16.52759
irl,1979,16.42304
irl,1980,16.68087
irl,1981,17.98335
irl,1982,19.4002
irl,1983,20.69433
irl,1984,20.85075
irl,1985,21.85051
irl,1986,22.85461
irl,1987,24.25245
irl,1988,25.54817
irl,1989,26.78435
irl,1990,27.55257
irl,1991,28.33598
irl,1992,31.05597
irl,1993,32.79509
irl,1994,35.18562
irl,1995,35.97259
irl,1996,37.64003
irl,1997,39.438
irl,1998,42.30303
irl,1999,47.306
irl,2000,49.44981
irl,2001,50.6748
irl,2002,53.5348
irl,2003,55.84617
irl,2004,58.92191
irl,2005,58.86932
irl,2006,58.44118
irl,2007,58.30199
irl,2008,54.01747
irl,2009,56.50398
irl,2010,63.12644
irl,2011,67.79859
irl,2012,68.19725
irl,2013,71.69955
irl,2014,73.81323
irl,2015,77.23215
irl,2016,77.55714
irl,2017,77.78062
irl,2018,77.28288
irl,2019,75.17994
irn,1971,2.97097
irn,1972,3.35412
irn,1973,3.77148
irn,1974,3.86127
irn,1975,4.11053
irn,1976,4.4949
irn,1977,4.45181
irn,1978,4.50183
irn,1995,15.67109
irn,1996,17.22591
irn,1999,18.30703
irn,2000,18.69706
irn,2001,19.89428
irn,2002,19.07242
irn,2003,20.1468
irn,2004,22.33359
irn,2005,23.80202
irn,2006,26.53152
irn,2007,31.21858
irn,2008,37.70845
irn,2009,37.91298
irn,2010,44.16966
irn,2011,50.00553
irn,2012,56.42696
irn,2013,59.27873
irn,2014,67.31977
irn,2015,72.96105
irn,2016,69.63566
irn,2017,68.11609
irn,2018,62.78508
irn,2019,60.39419
irn,2020,58.22249
irq,1971,5.01229
irq,1972,5.20765
irq,1973,5.53514
irq,1974,6.08533
irq,1975,7.13819
irq,1976,7.80382
irq,1977,8.38501
