geo,time,bn_klt_ptxl_cd
cmr,1994,74621126.80994
cmr,1995,26164562.12682
cmr,1996,410515.10573
cmr,1997,-44722236.99995
cmr,1998,21016802.61763
cmr,1999,18194613.97051
cmr,2000,1596292.96863
cmr,2001,-94499614.94541
cmr,2002,-5310119.31055
cmr,2003,2326273.47375
cmr,2004,-30754466.7877
cmr,2005,12913972.50825
cmr,2006,4557586.54732
cmr,2007,17944828.51593
cmr,2008,40856498.44664
cmr,2009,98270564.0909
cmr,2010,-74398599.1968
cmr,2011,56948707.19051
cmr,2012,1502282.78885
cmr,2013,69815805.34736
cmr,2014,63729686.82398
cmr,2015,-704485383.8671
cmr,2016,65127212.73567
cmr,2017,-20482572.28902
cmr,2018,34820625.81937
cmr,2019,-113998811.47682
cmr,2020,-35845583.80984
cod,2005,13400000
cod,2006,413200000
cod,2007,1833600000
cod,2008,1574900000
cod,2009,1189400000
cod,2010,3237400000
cod,2011,2142709172.89428
cod,2012,3532436437.31736
cod,2013,3355250.26439
cod,2014,13643449.61145
cod,2015,94148145.80115
cod,2016,13220690.88977
cod,2017,10591290.57535
cod,2018,38282757.69963
cod,2019,70212769.01371
cod,2020,39445152.70608
cog,1978,0
cog,1979,0
cog,1980,0
cog,1981,0
cog,1982,0
cog,1983,0
cog,1984,0
cog,1985,0
cog,1986,0
cog,1987,0
cog,1988,0
cog,1989,0
cog,1990,0
cog,1991,0
cog,1992,0
cog,1993,0
cog,1994,0
cog,1995,1989388.22297
cog,1996,920726.73714
cog,1997,5153602.60874
cog,1998,12712903.53436
cog,1999,17703451.95235
cog,2000,4540881.65028
cog,2001,11538275.16348
cog,2002,7030248.10837
cog,2003,172057.71851
cog,2004,-2082210.16509
cog,2005,1137509.45558
cog,2006,1338713.40676
cog,2007,515370.58059
cog,2008,1397929.10473
cog,2009,21131490.25154
cog,2010,-15532721.41634
cog,2011,15790496.02734
cog,2012,-4777415.00594
cog,2013,80080554.20862
cog,2014,41105148.38242
cog,2015,22542921.80634
cog,2016,-34444719.34571
col,1968,3999999.99997
col,1969,2999999.99997
col,1970,1999999.99999
col,1971,6017879.99994
col,1972,1085710
col,1973,-41724549.99976
col,1974,3607919.99997
col,1975,2000000
col,1976,2000000
col,1977,3000000
col,1978,2000000
col,1979,11000000
col,1980,2603060
col,1981,2000000
col,1982,6624059.99997
col,1983,2000000
col,1984,3000000
col,1985,1000000
col,1986,-30000000
col,1987,-48000000
col,1988,0
col,1989,-179000000
col,1990,4000000
col,1991,-86000000
col,1992,-125900000
col,1993,-497600000
col,1994,-211869337.91354
col,1995,-1436556660.15272
col,1996,-1683963823.2254
col,1997,-932667384.94181
col,1998,-1201743520.93274
col,1999,624809594.03581
col,2000,-174690702.91826
col,2001,-1127367087.44187
col,2002,325829401.70681
col,2003,1355200338.65534
col,2004,-229541738.03535
col,2005,1483647015.76349
col,2006,2161464466.72786
col,2007,185515159.61387
col,2008,1011559638.34995
col,2009,-3596426673.62085
col,2010,87969349.72647
col,2011,-6170778412.43442
col,2012,-4769352495.38749
col,2013,-7437998248.89892
col,2014,-11564821083.1925
col,2015,-9090890865.79321
col,2016,-4945247233.68481
col,2017,-1799921876.23617
col,2018,862325298.92672
col,2019,24069758.12118
col,2020,-1792124357.59385
col,2021,-4405408370.77854
com,1980,407047.09264
com,1981,312811.48904
com,1982,-404743.14153
com,1983,0
com,1984,0
com,1985,222588.67457
com,1986,0
com,1987,0
com,1988,0
com,1989,0
com,1990,0
com,1991,0
com,1992,0
com,1993,0
com,1994,0
com,1995,0
com,2003,11496.28601
com,2004,20227.37981
com,2005,25288.04525
com,2006,25521.97423
com,2007,27857.0707
com,2008,29895.36344
com,2009,47346.32798
com,2010,45001.86919
com,2011,0
com,2012,0
cpv,1977,0
cpv,1978,0
cpv,1979,0
cpv,1980,0
cpv,1981,0
cpv,1982,0
cpv,1983,0
cpv,1984,0
cpv,1985,0
cpv,1986,0
cpv,1987,0
cpv,1988,0
cpv,1989,0
cpv,1990,0
cpv,1991,0
cpv,1992,0
cpv,1999,-2987657.6791
cpv,2000,122834.35695
cpv,2001,-1451541.36915
cpv,2005,0
cpv,2006,-158852.31028
cpv,2007,-3733474.08053
cpv,2008,-136400.24388
cpv,2009,-5616858.26976
cpv,2010,-5363751.34724
cpv,2011,0
cpv,2012,19591400.44582
cpv,2013,27467080.05491
cpv,2014,20492410.87272
cpv,2015,35663250.09676
cpv,2016,42310820.70287
cpv,2017,55022184.94156
cpv,2018,50481214.51548
cpv,2019,1101595.06024
cpv,2020,218385.08536
cri,1977,-3500000
cri,1978,-20900000
cri,1979,0
cri,1980,-122000000
cri,1981,2400000
cri,1982,1900000
cri,1983,2600000
cri,1984,200000
cri,1985,13500000
cri,1986,2500000
cri,1987,0
cri,1988,6000000
cri,1989,13200000
cri,1990,28200000
cri,1991,13000000
cri,1992,16900000
cri,1993,5100000
cri,1994,1200000
cri,1995,24800000
cri,1996,21540000
cri,1997,-76690000
cri,1998,79820000
cri,1999,-85171741
cri,2000,163340200.90186
cri,2001,-24384978.15613
cri,2002,-109276346.12974
cri,2003,-17219991.01422
cri,2004,52122436.01921
cri,2005,137868600.62268
cri,2006,286163347.56884
cri,2007,92997547.57207
cri,2008,-249487065.58726
cri,2009,277988814.43803
cri,2010,-229151929.10984
cri,2011,-236908818.4977
cri,2012,-2137825478.48496
cri,2013,-2206092835.76989
cri,2014,-575135570.37473
cri,2015,-572810644.01118
cri,2016,-415800574.38541
cri,2017,-402321655.12056
cri,2018,1031845477.94223
cri,2019,-959049837.84639
cri,2020,1770122099.80337
cym,2016,5765785401.04184
cym,2017,4840907325.13522
cym,2018,-494375862.21648
cym,2019,4169246261.73683
cyp,1976,0
cyp,1977,0
cyp,1978,0
cyp,1979,0
cyp,1980,0
cyp,1981,0
cyp,1982,0
cyp,1983,0
cyp,1984,0
cyp,1985,0
cyp,1986,192996.88294
cyp,1989,-92595416.15625
cyp,1990,37984638.41553
cyp,1991,-125745943.67055
cyp,1992,-52497106.81993
cyp,1993,52271270.46998
cyp,1994,160100448.80951
cyp,1995,137924886.19539
cyp,1996,73127122.71042
cyp,1997,-109360365.10535
cyp,1998,-194853254.16039
cyp,1999,243117316.53736
cyp,2000,283736203.84256
cyp,2001,-268461831.09057
cyp,2002,576588134.73763
cyp,2003,-281277650.89057
cyp,2004,-1166466444.83977
cyp,2005,53736897.21241
cyp,2006,148174851.29426
cyp,2007,496154283.12285
cyp,2008,17589198485.0277
cyp,2009,14759577469.8682
cyp,2010,572404070.09556
cyp,2011,-11081010104.459
cyp,2012,-7243225859.65497
cyp,2013,-17392871100.828
cyp,2014,-4443762951.72991
cyp,2015,-2224738711.1426
cyp,2016,-4082648982.13687
cyp,2017,-1115271534.42653
cyp,2018,-3599932608.49166
cyp,2019,1918971184.38502
cyp,2020,-4685350849.96475
cze,1993,-1607680506.93189
cze,1994,-846594015.76309
cze,1995,-1370159505.12571
cze,1996,-720338540.59106
cze,1997,-992652186.53701
cze,1998,-1101863992.80857
cze,1999,1382221105.47956
cze,2000,1753932321.83225
cze,2001,-923177763.40491
cze,2002,1558688352.3761
cze,2003,1180698607.7655
cze,2004,-1971735865.52597
cze,2005,3385714904.17915
cze,2006,1127313529.68175
cze,2007,2736101019.2426
cze,2008,40319383.29574
cze,2009,-8587721032.40067
cze,2010,-7730548253.86315
cze,2011,-362051833.85072
cze,2012,-2786207616.63241
cze,2013,-4723384137.46764
cze,2014,4403755747.6087
cze,2015,-6690338081.33632
cze,2016,-6844079721.9364
cze,2017,-9939186719.86105
cze,2018,1350466445.81421
cze,2019,-4679017435.3479
cze,2020,-5873157479.72393
deu,1971,-739923483.78856
deu,1972,-4629028933.32642
deu,1973,-2627793279.11741
deu,1974,1176254679.37801
deu,1975,1651367665.27382
deu,1976,-1521225107.89369
deu,1977,1318163370.22662
deu,1978,490320495.8274
deu,1979,-1344568011.86075
deu,1980,3270224546.20671
deu,1981,2185129865.14869
deu,1982,3183655518.66951
deu,1983,-1316016301.0132
deu,1984,-261790265.34544
deu,1985,-1824036742.93885
deu,1986,-23529187685.8671
deu,1987,-4060867690.03384
deu,1988,36335358614.6608
deu,1989,2429693386.36817
deu,1990,1700176155.08114
deu,1991,-23937784709.8322
deu,1992,-32211475659.6182
deu,1993,-120392463716.58099
deu,1994,30832972112.2809
deu,1995,-35771398369.015
deu,1996,-63014674393.8425
deu,1997,-1018564522.13372
deu,1998,-5358998999.74958
deu,1999,12369363443.2968
deu,2000,150965170813.80701
deu,2001,-26672414993.4185
deu,2002,-63525963564.9354
deu,2003,-60618870480.9587
deu,2004,-19230789981.3492
deu,2005,35609482481.17
deu,2006,22428588179.0777
deu,2007,-215291612737.58801
deu,2008,-44626567876.1823
deu,2009,119281056159.868
deu,2010,154086128031.02499
deu,2011,-51469277114.6778
deu,2012,66830550587.3232
deu,2013,209538930526.72
deu,2014,177727786568.922
deu,2015,210028025491.19501
deu,2016,220071199087.116
deu,2017,232176961419.09897
deu,2018,180412157385.03696
deu,2019,81205714862.44591
deu,2020,56782503051.23689
dji,2013,912103.80315
dji,2014,1221014.96165
dji,2015,10557559.32051
dji,2016,-9253830.4421
dji,2017,276613.34339
dji,2018,187034.73422
dji,2019,11524130.51918
dji,2020,-209720854.59794
dma,1976,0
dma,1977,0
dma,1978,0
dma,1979,0
dma,1980,196296.2963
dma,1981,0
dma,1982,-92592.59259
dma,1983,-85185.18519
dma,1984,0
dma,1985,0
dma,1986,0
dma,1987,0
dma,1988,0
dma,1989,0
dma,1990,366666.66667
dma,1991,0
dma,1992,0
dma,1993,0
dma,1994,-7407.40741
dma,1995,7962962.96296
dma,1996,-466666.66667
dma,1997,-77777.77778
dma,1998,-529629.62963
dma,1999,-32040740.74074
dma,2000,-13629629.62963
dma,2001,229629.62963
dma,2002,-12109103.7037
dma,2003,-3474672.22222
dma,2004,2466086.33333
dma,2005,-3783185.18519
dma,2006,103231.85185
dma,2007,-1711194.81481
dma,2008,3291786.2963
dma,2009,-365119.62963
dma,2010,5507142.22222
dma,2011,2010940.37037
dma,2012,-980480
dma,2013,16264292.22222
dma,2014,27605923.7037
dma,2015,-29497928.44815
dma,2016,-12650059.32222
dma,2017,5768975.59259
dma,2018,2089261.75926
dma,2019,-5478036.65926
dma,2020,6849141.42642
dnk,1975,0
dnk,1976,0
dnk,1977,-264822176.3745
dnk,1978,-478388658.47118
dnk,1979,-589724239.4294
dnk,1980,73869117.23364
dnk,1981,-62937340.27508
dnk,1982,141063046.73017
dnk,1983,-302333911.79037
dnk,1984,-680959990.08285
dnk,1985,-1233173353.53909
dnk,1986,2079366555.71822
dnk,1987,-3683430034.96364
dnk,1988,-1230789381.45034
dnk,1989,2748856838.26851
dnk,1990,-2899833615.61438
dnk,1991,-1853848789.26139
dnk,1992,-10127448434.0293
dnk,1993,-12661079772.3778
dnk,1994,11771194895.3899
dnk,1995,-6315868986.78879
dnk,1996,-5516058462.94043
dnk,1997,-4946455720.61503
dnk,1998,10161164726.0049
dnk,1999,2707189132.44545
dnk,2000,17798962886.6874
dnk,2001,4262066638.71615
dnk,2002,-487500933.96844
dnk,2003,15919767994.4232
dnk,2004,14712950551.7516
dnk,2005,11955534202.2519
dnk,2006,16846508673.0088
dnk,2007,7373548387.32467
dnk,2008,-9186699645.06695
dnk,2009,-11483988291.1202
dnk,2010,1380857311.22884
dnk,2011,-892793400.0181
dnk,2012,13585783281.85
dnk,2013,-11916788706.8987
dnk,2014,10568098227.0963
dnk,2015,-17028220834.3039
dnk,2016,-11701036788.4016
dnk,2017,2198675055.04733
dnk,2018,52837283466.3769
dnk,2019,4024653536.70544
dnk,2020,-3415440034.85996
dom,1968,0
dom,1969,0
dom,1970,0
dom,1971,0
dom,1972,0
dom,1973,0
dom,1974,0
dom,1975,0
dom,1976,0
dom,1977,0
dom,1978,0
dom,1979,0
dom,1980,0
dom,1981,0
dom,1982,0
dom,1983,0
dom,1984,0
dom,1985,0
dom,1986,0
dom,1987,0
dom,1988,0
dom,1989,0
dom,1990,0
dom,1991,0
dom,1992,0
dom,1993,0
dom,1994,-481000000
dom,1995,2900000
dom,1996,7300000
dom,1997,7500000
dom,1998,21300000
dom,1999,436800000
dom,2000,-264500000
dom,2001,-603700000
dom,2002,25700000
dom,2003,-543840000
dom,2004,24270000
dom,2005,-244050000
dom,2006,-773750000
dom,2007,-949100000
dom,2008,349800000
dom,2009,332600000
dom,2010,-759500000
dom,2011,-746000000
dom,2012,446200000
dom,2013,-1786700000
dom,2014,-1482400000
dom,2015,-3457700000
dom,2016,-1729300000
dom,2017,-1756700000
dom,2018,-2696100000
dom,2019,-2177600000
dom,2020,-5660000000
dza,1977,0
dza,1978,0
dza,1979,-778560.1829
dza,1980,0
dza,1981,0
dza,1982,2830892.29424
dza,1983,-2088205.814
dza,1984,200667.21852
dza,1985,0
dza,1986,0
dza,1987,0
dza,1988,-1859752.14576
dza,1989,0
dza,1990,0
dza,1991,108266.85072
dza,2005,0
dza,2006,0
dza,2007,166150.14056
dza,2008,0
dza,2009,0
dza,2010,-1429752352.17218
dza,2011,-8253949.8875
dza,2012,0
dza,2013,0
ecu,1976,-5700000
ecu,1977,-52000000
ecu,1978,0
ecu,1979,0
ecu,1980,0
ecu,1981,0
ecu,1982,0
ecu,1983,0
ecu,1984,0
ecu,1985,0
ecu,1986,0
ecu,1987,0
ecu,1988,0
ecu,1989,0
ecu,1992,0
ecu,1993,-1300000
ecu,1994,-197460000
ecu,1995,-5820680000
ecu,1996,-80070000
ecu,1997,-343010000
ecu,1998,-54340000
ecu,1999,-28820000
ecu,2000,1724767913.42603
ecu,2001,-39506997.4
ecu,2002,-225426.17
ecu,2003,303542494.24
ecu,2004,190314684.2
ecu,2005,-365854516.15
ecu,2006,1383873775.14
ecu,2007,118274431.8
ecu,2008,-213146690.3
ecu,2009,3141507575.33
ecu,2010,731103599.68
ecu,2011,-40978724.64
ecu,2012,-66699536.13
ecu,2013,909846587.86
ecu,2014,-1500369801.68
ecu,2015,-1473377990.24
ecu,2016,-2163453484.35
ecu,2017,-6499767179.26
ecu,2018,-2628967664.28
ecu,2019,-2209911607.04999
ecu,2020,1303745371.182
egy,1977,-6133323.1268
egy,1978,-4344437.21482
egy,1979,-3285714.29041
egy,1980,-5142857.1502
egy,1981,-7000000.01
egy,1982,-142857.14306
egy,1983,-6428571.43776
egy,1984,-571428.57177
egy,1985,-20428571.42857
egy,1986,0
egy,1987,-1714285.71429
egy,1988,0
egy,1989,0
egy,1990,-15000000
egy,1991,-21000000
egy,1992,-6000000
egy,1993,-4000000
egy,1994,-3000000
egy,1995,-20000000
egy,1996,-545000000
egy,1997,-815500000
egy,1998,600000000
egy,1999,-595300000
egy,2000,-266000000
egy,2001,-1461300000
egy,2002,677500000
egy,2003,42900000
egy,2004,-238900000
egy,2005,-3468200000
egy,2006,700400000
egy,2007,3573900000
egy,2008,7649700000
egy,2009,527100000
egy,2010,-10441900000
egy,2011,10651600000
egy,2012,1953700000
egy,2013,-3013300000
egy,2014,2111600000
egy,2015,-71300000
egy,2016,-736100000
egy,2017,-23889900000
egy,2018,1910701000
egy,2019,-10454410000
egy,2020,-1015220000
esp,1975,87261642.00545
esp,1976,98744510.26137
esp,1977,-8222092.60289
esp,1978,-73060669.30328
esp,1979,-86033259.56716
esp,1980,216703.48538
esp,1981,-102809917.80395
esp,1982,67883397.65763
esp,1983,-41732661.01663
esp,1984,-53750722.58334
esp,1985,-231555163.77508
esp,1986,-1228087278.66573
esp,1987,-3799120481.02524
esp,1988,-2291109358.36766
esp,1989,-7988870775.72849
esp,1990,-9024595573.4571
esp,1991,-20157684499.1926
esp,1992,-9269010390.28315
esp,1993,-48746463791.6147
esp,1994,22347452375.1161
esp,1995,-21165875760.7098
esp,1996,528691189.60955
esp,1997,4675292646.6465
esp,1998,27455521839.9187
esp,1999,2471885989.15755
esp,2000,193150266.50641
esp,2001,16006632980.6783
esp,2002,-8045639797.58585
esp,2003,46336293467.819
esp,2004,-101811082835.967
esp,2005,-52688766979.2887
esp,2006,-231516494892.01401
esp,2007,-116624452752.39799
esp,2008,-2958644870.64705
esp,2009,-70134615484.9296
esp,2010,-46489651790.0432
esp,2011,44898570684.8552
esp,2012,54218098936.9327
esp,2013,-86445930881.28598
esp,2014,-7982916147.76522
esp,2015,11991763762.095
esp,2016,64996063918.3737
esp,2017,34991893869.6915
esp,2018,28823038904.1118
esp,2019,-53950353623.4038
esp,2020,93090132025.8051
est,1992,0
est,1993,222286.92323
est,1994,14117507.73749
est,1995,22067274.57839
est,1996,-145321922.74959
est,1997,-262548269.05855
est,1998,9764614.1333
est,1999,-21008934.21959
est,2000,-91157577.58654
est,2001,34176605.01589
est,2002,-152953593.97962
est,2003,-183177845.80226
est,2004,-740045620.43308
est,2005,2238661596.85051
est,2006,1264234891.80502
est,2007,473706656.9515
est,2008,-728208706.37998
est,2009,2100866344.13897
est,2010,454180133.08297
est,2011,-1638150896.34949
est,2012,148650073.11483
est,2013,721511621.2225
est,2014,645485436.70482
est,2015,599721575.29343
est,2016,2716915396.53496
est,2017,3014901302.82624
est,2018,999820634.20104
est,2019,218885382.98674
est,2020,3242962449.84204
est,2021,1639959232.92995
eth,1977,0
eth,1978,0
eth,1979,0
eth,1980,0
eth,1981,0
eth,1982,0
eth,1983,0
eth,1984,0
eth,1985,0
eth,1986,0
eth,1987,0
eth,1988,0
eth,1989,0
eth,1990,0
eth,1991,0
eth,1992,0
eth,1993,0
eth,1994,0
eth,2003,0
eth,2004,0
eth,2005,0
eth,2006,0
eth,2007,0
eth,2008,0
eth,2009,0
fin,1975,-232874549.03607
fin,1976,-174073954.8965
fin,1977,-224247242.30643
fin,1978,-693849622.97595
fin,1979,-149106272.61114
fin,1980,-33246195.24803
fin,1981,-330249552.82612
fin,1982,-513435883.28985
fin,1983,-332780933.14629
fin,1984,-1272949066.7473
fin,1985,-1342522186.16347
fin,1986,-1476549269.80333
fin,1987,-1614748143.5083
fin,1988,-3057070663.71123
fin,1989,-3691622827.70406
fin,1990,-5227276835.28093
fin,1991,-8275823179.83911
fin,1992,-7620823265.65163
fin,1993,-6232346280.70651
fin,1994,-6955339679.55713
fin,1995,1575150732.39704
fin,1996,3032430524.59794
fin,1997,757694473.64215
fin,1998,40174647.49739
fin,1999,2147234872.01468
fin,2000,1803595165.1219
fin,2001,5609219167.5194
fin,2002,4443971763.4554
fin,2003,1904639820.85234
fin,2004,11387180063.3828
fin,2005,7485368344.23354
fin,2006,11428788906.4222
fin,2007,5618074463.53393
fin,2008,191582442.36877
fin,2009,9835041974.62753
fin,2010,13540875526.5109
fin,2011,-10893639730.0599
fin,2012,-12062048737.5775
fin,2013,-4433931669.79785
fin,2014,5242410422.89953
fin,2015,618494105.5087
fin,2016,4310875885.56028
fin,2017,-3154351263.559
fin,2018,-24611541884.881
fin,2019,-28373260159.5779
fin,2020,-480859312.68239
fin,2021,23934606062.1212
fji,1979,0
fji,1980,0
fji,1981,0
fji,1982,0
fji,1983,0
fji,1984,0
fji,1985,0
fji,1986,0
fji,1987,0
fji,1988,0
fji,1989,0
fji,1990,0
fji,1991,0
fji,1992,0
fji,1993,0
fji,1994,0
fji,1995,0
fji,1996,0
fji,1997,0
fji,1998,0
fji,1999,0
fji,2000,0
fji,2001,0
fji,2002,-1653506.6151
fji,2003,-347372.59636
fji,2004,337323.47232
fji,2005,12676595.46188
fji,2006,-264115900.79581
fji,2007,-73103776.64809
fji,2008,-13143700.42398
fji,2009,5114454.71749
fji,2010,848564.64763
fji,2011,46938940.74719
fji,2012,54259117.09773
fji,2013,32141029.80134
fji,2014,10721355.71017
fji,2015,87984189.95445
fji,2016,29355057.54864
fji,2017,42420911.28789
fji,2018,35074378.1504
fji,2019,-17226818.00079
fji,2020,179628995.89632
fra,1975,-1110188281.67407
fra,1976,-1313896497.68539
fra,1977,-962547718.13281
fra,1978,91720093.75948
fra,1979,1601229958.32686
fra,1980,-305001302.64193
fra,1981,329652081.06793
fra,1982,-7194783126.55444
fra,1983,-5769935808.62314
fra,1984,-6984936768.59695
fra,1985,-6478470018.44581
fra,1986,-1873890019.54203
fra,1987,-5441854111.11756
fra,1988,-7793195044.47133
fra,1989,-25391920590.9917
fra,1990,-34810767290.8995
fra,1991,-14208358053.7288
fra,1992,-32992006894.48289
fra,1993,-3353995613.31412
fra,1994,49863418408.2837
fra,1995,-5659949491.99683
fra,1996,61986124571.76849
fra,1997,25467003572.4434
fra,1998,45474107464.72389
fra,1999,9300073591.9415
fra,2000,-34892656440.9631
fra,2001,-21419954257.8214
fra,2002,7858505771.13125
fra,2003,-6171553259.58753
fra,2004,66232035338.42
fra,2005,18334993725.4408
fra,2006,134236601113.728
fra,2007,168453277617.74899
fra,2008,-27102965131.8313
fra,2009,-327358091470.20801
fra,2010,-153619006848.258
fra,2011,-335111206831.065
fra,2012,-52613022393.4492
fra,2013,-79782483832.97958
fra,2014,-26765450439.1032
fra,2015,42635898465.6292
fra,2016,-169240236.29239
fra,2017,25219875130.8406
fra,2018,18859193994.18769
fra,2019,-75815680991.98358
fra,2020,-38801140310.5472
fsm,2009,-6394600
fsm,2010,-521700
fsm,2011,-29230400
fsm,2012,-3332200
fsm,2013,4443600
fsm,2014,6215100
gab,1978,0
gab,1979,0
gab,1980,0
gab,1981,0
gab,1982,0
gab,1983,0
gab,1984,0
gab,1985,0
gab,1986,0
gab,1987,0
gab,1988,0
gab,1989,0
gab,1990,0
gab,1991,0
gab,1992,0
gab,1993,0
gab,1995,-50437903.22396
gab,1996,16426468.73073
gab,1997,-239359827.01421
gab,1998,-18987992.71892
gab,1999,-21781742.581
gab,2000,10778449.05174
gab,2001,-431082.40147
gab,2002,1538046.11677
gab,2003,-6159666.32261
gab,2004,10812349.51184
gab,2005,-8675405.44792
gab,2007,31552364.04734
gab,2008,4314375.44783
gab,2009,91472371.91268
gab,2010,-131035758.11767
gab,2011,15661222.06979
gab,2012,3043912.63601
gab,2013,-813442169.7414
gab,2014,-74591190.63107
gab,2015,-141298621.33635
gbr,1970,-11999990.41681
gbr,1971,-1613180551.68909
gbr,1972,255506646.5166
gbr,1973,-1260910265.33164
gbr,1974,-5246493759.18881
gbr,1975,690317822.14992
gbr,1976,-882500664.64705
gbr,1977,-3141714138.36977
gbr,1978,2197928872.62054
gbr,1979,-1748317816.09822
gbr,1980,4784919732.5626
gbr,1981,8930164441.53742
gbr,1982,13077366304.3592
gbr,1983,8501251233.45596
gbr,1984,14243522233.8481
gbr,1985,17546886462.3294
gbr,1986,-3393537737.4979
gbr,1987,-68320904254.6068
gbr,1988,-32453773617.52069
gbr,1989,33715961159.402
gbr,1990,6106006796.83821
gbr,1991,38680410246.83
gbr,1992,33077939198.7394
gbr,1993,89915828291.11819
gbr,1994,-78480400272.73441
gbr,1995,2905678029.17049
gbr,1996,25371754220.5975
gbr,1997,41346954384.0869
gbr,1998,18073369968.3304
gbr,1999,-153978078972.79999
gbr,2000,-159803672303.57101
gbr,2001,182508167621.19101
gbr,2002,-63527997041.1485
gbr,2003,-146313483941.51999
gbr,2004,-2048360124.83087
gbr,2005,-74638678538.11099
gbr,2006,128407937970.241
gbr,2007,-153228429212.17401
gbr,2008,-762911225422.97693
gbr,2009,-204624260706.41199
gbr,2010,-196600659048.569
gbr,2011,-219929016856.79999
gbr,2012,280814475549.81201
gbr,2013,-284751136190.69702
gbr,2014,16514080401.1838
gbr,2015,-232449593730.65799
gbr,2016,-208408637375.91501
gbr,2017,-124479367593.416
gbr,2018,-362080061931.37201
gbr,2019,44242126818.5774
gbr,2020,-11185824424.7389
geo,1997,-2400000
geo,1998,0
geo,1999,-6200000
geo,2000,-2747885
geo,2001,8105
geo,2002,-1000
geo,2003,-609596.44
geo,2004,13626683.13
geo,2005,-15484794.41
geo,2006,-140250388.11
geo,2007,-21052517.7
geo,2008,-623193765.72
geo,2009,-10543114.74
geo,2010,-250504891.43
geo,2011,-133357892.2
geo,2012,-848258080.55
geo,2013,36596080.56
geo,2014,-209372135.7
geo,2015,153555618.04
geo,2016,-41467763.36
geo,2017,75886376.51
geo,2018,47642764.29
geo,2019,-697550665.64
geo,2020,-74626152.39
gha,1975,0
gha,1976,0
gha,1977,0
gha,1978,0
gha,1979,0
gha,1980,0
gha,1981,0
gha,1982,0
gha,1983,0
gha,1984,0
gha,1985,0
gha,1986,0
gha,1990,0
gha,1991,0
gha,1992,0
gha,1993,0
gha,1994,0
gha,1995,0
gha,1996,0
gha,1997,0
gha,1998,0
gha,1999,0
gha,2000,0
gha,2001,0
gha,2002,0
gha,2003,0
gha,2004,0
gha,2005,0
gha,2006,-65790000
gha,2007,-312405000
gha,2008,127350000
gha,2009,-491818481
gha,2010,-775488860
gha,2011,-117562630.37379
gha,2012,-1121820000
gha,2013,-658931000
gha,2014,-835933489.81234
gha,2015,-899999584.58718
gha,2016,-553701689.77094
gha,2017,-2536100000
gha,2018,-928957962.38418
gha,2019,-2297730000
gha,2020,-1561195489.83737
gin,1998,82690000
gin,1999,20000000
gin,2000,-8660000
gin,2001,-4615467
gin,2002,-5110000
gin,2003,4605947.24599
gin,2004,-14820000
gin,2005,0
gin,2006,-22420000
gin,2007,129760000
gin,2008,0
gin,2010,-1310000
gin,2011,-211630000
gin,2012,3080000
gin,2014,16436914.53356
gin,2015,-54679548.89786
gin,2016,-1137628.71357
gin,2017,-50000
gin,2018,-11390000
gin,2019,-5550000
gin,2020,12020000
gmb,1978,0
gmb,1979,0
gmb,1980,0
gmb,1981,0
gmb,1982,0
gmb,1983,0
gmb,1984,0
gmb,1985,0
gmb,1986,0
gmb,1987,0
gmb,1988,0
gmb,1989,0
gmb,1990,0
gmb,1991,0
gmb,1992,0
gmb,1993,0
gmb,1994,0
gmb,1995,0
gnb,1982,0
gnb,1983,0
gnb,1984,0
gnb,1985,0
gnb,1986,0
gnb,1987,0
gnb,1988,0
gnb,1989,0
gnb,1990,0
gnb,1991,0
gnb,1992,0
gnb,1993,0
gnb,2001,0
gnb,2002,-1797734.87343
gnb,2003,-941155.72024
gnb,2004,-952137.92095
gnb,2005,4550037.82234
gnb,2006,-967698.54832
gnb,2007,5010031.36039
gnb,2008,-560006.25272
gnb,2009,5750048.70962
gnb,2010,5610033.98098
gnb,2011,4445964.51694
gnb,2012,1958759.74003
gnb,2013,15980486.19865
gnb,2014,-9440673.20973
gnb,2015,-6796539.60147
gnb,2016,17793000
gnb,2017,-26677206.47525
gnb,2018,-3573521.74992
gnb,2019,-8207560.3493
gnb,2020,-38522131.92508
gnq,1987,0
gnq,1988,0
gnq,1989,0
gnq,1990,0
gnq,1991,0
gnq,1992,0
gnq,1993,0
gnq,1994,0
gnq,1995,0
gnq,1996,0
grc,1976,1000000
grc,1977,1000000
grc,1980,0
grc,1981,0
grc,1982,0
grc,1983,0
grc,1984,0
grc,1985,0
grc,1986,0
grc,1987,0
grc,1988,0
grc,1989,0
grc,1990,0
grc,1991,0
grc,1992,0
grc,1993,0
grc,1994,0
grc,1995,0
grc,1996,0
grc,1997,0
grc,1999,-5893383606.9363
grc,2000,-8080354569.26299
grc,2001,-8542536952.25494
grc,2002,-10429669898.241
grc,2003,-13668565702.7494
grc,2004,-17474194084.5419
grc,2005,-9123190738.01608
grc,2006,-9364944309.5112
grc,2007,-23910207614.30289
grc,2008,-25092096179.046
grc,2009,-32254022794.1929
grc,2010,26879751838.3611
grc,2011,26596944438.9273
grc,2012,128276882395.972
grc,2013,7658645331.93553
grc,2014,8084250926.2044
grc,2015,8862964064.65146
grc,2016,10452131499.6403
grc,2017,-24102452968.8518
grc,2018,-1224382714.64545
grc,2019,25707264493.7342
grc,2020,53375659031.7756
grd,1977,0
grd,1978,0
grd,1979,0
grd,1980,0
grd,1981,0
grd,1982,0
grd,1983,0
grd,1984,0
